English Word	Valence	Arousal	Dominance	Azerbaijani Word
lithology	0.519	0.378	0.525	litologiya
lithosphere	0.473	0.333	0.689	litosfer
litigant	0.219	0.577	0.696	davakar
litigate	0.260	0.819	0.712	dava etmək
litigation	0.388	0.760	0.602	məhkəmə çəkişməsi
litigator	0.429	0.630	0.732	iddiaçı
litigious	0.360	0.736	0.632	davalı
litter	0.255	0.551	0.110	zibil
little	0.385	0.160	0.213	az
littlethings	0.740	0.311	0.242	kiçik şeylər
littoral	0.551	0.387	0.452	sahilyanı
liturgy	0.490	0.327	0.568	liturgiya
live	0.880	0.673	0.676	yaşamaq
livelife	0.792	0.624	0.664	həyatı yaşa
livelihood	0.698	0.481	0.721	dolanışıq
lively	0.847	0.810	0.642	canlı
liven	0.708	0.713	0.673	canlı
liver	0.439	0.290	0.385	qaraciyər
livery	0.510	0.417	0.429	livariya
livestock	0.729	0.420	0.519	mal-qara
livid	0.469	0.788	0.490	cansıxıcı
living	0.865	0.608	0.727	yaşayan
lizard	0.378	0.375	0.324	kərtənkələ
llama	0.490	0.590	0.519	lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	yük
loader	0.562	0.377	0.686	yükləyici
loaf	0.755	0.250	0.277	bulka
loafer	0.235	0.396	0.254	loafer
loam	0.469	0.373	0.673	gil
loan	0.552	0.480	0.352	borc
loath	0.135	0.714	0.445	nifrət
loathe	0.094	0.730	0.429	nifrət etmək
loathful	0.068	0.740	0.358	iyrənc
loathing	0.083	0.796	0.368	nifrət
loathsome	0.120	0.694	0.343	iyrənc
lobby	0.625	0.427	0.472	lobbi
lobbyist	0.385	0.527	0.565	lobbiçi
lobe	0.459	0.364	0.352	lob
lobotomy	0.296	0.598	0.402	lobotomiya
lobster	0.571	0.356	0.291	xərçəng
local	0.656	0.269	0.452	yerli
locale	0.449	0.387	0.352	yerli
locality	0.582	0.336	0.464	məhəllə
localization	0.552	0.330	0.545	lokalizasiya
localize	0.520	0.481	0.679	lokallaşdırmaq
localized	0.490	0.460	0.621	lokallaşdırılmış
locate	0.583	0.520	0.786	tapmaq
location	0.615	0.375	0.546	yer
locator	0.480	0.426	0.614	lokator
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	bağlamaq
locker	0.439	0.300	0.393	şkaf
locket	0.615	0.327	0.616	madalyon
locksmith	0.510	0.417	0.491	çilingər
lockup	0.240	0.602	0.617	bağlamaq
loco	0.306	0.774	0.226	loco
locomotion	0.470	0.600	0.595	hərəkət
locomotive	0.542	0.650	0.721	lokomotiv
locust	0.479	0.412	0.417	çəyirtkə
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	loja
lodger	0.480	0.448	0.304	kirayəçi
lodging	0.713	0.286	0.527	yaşayış yeri
loft	0.510	0.378	0.343	loft
lofty	0.755	0.306	0.569	uca
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	loqarifm
logarithmic	0.469	0.458	0.606	loqarifmik
logic	0.646	0.245	0.819	məntiq
logical	0.805	0.400	0.648	məntiqi
logistics	0.633	0.500	0.730	logistika
logo	0.469	0.296	0.565	loqo
logotype	0.480	0.337	0.509	loqotip
loin	0.420	0.298	0.379	bel
lollipop	0.628	0.483	0.357	lolipop
lone	0.198	0.204	0.367	tək
loneliness	0.146	0.182	0.222	təklik
lonely	0.250	0.226	0.238	tənha
loner	0.347	0.152	0.221	Tənha
lonesome	0.281	0.213	0.336	tənha
long	0.541	0.353	0.543	uzun
longboat	0.551	0.454	0.490	uzun qayıq
longevity	0.750	0.353	0.745	uzunömürlülük
longing	0.604	0.434	0.560	həsrət
longitude	0.479	0.310	0.516	uzunluq
longitudinal	0.542	0.398	0.582	uzununa
longitudinally	0.541	0.380	0.569	uzununa
longtime	0.362	0.442	0.546	uzun müddət
loo	0.385	0.357	0.283	tualet
look	0.719	0.429	0.615	bax
looker	0.583	0.354	0.451	baxan
lookout	0.698	0.538	0.639	gözətçi
loom	0.531	0.245	0.325	dəzgahı
looming	0.367	0.750	0.528	yaxınlaşır
loon	0.429	0.392	0.325	loon
loony	0.439	0.474	0.295	axmaq
loop	0.516	0.343	0.317	döngə
loophole	0.406	0.755	0.491	boşluq
loopy	0.438	0.520	0.195	ilmekli
loose	0.573	0.312	0.365	boş
loosen	0.487	0.337	0.218	boşaltmaq
loosening	0.378	0.343	0.295	gevşetmə
loot	0.604	0.711	0.537	qənimət
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	əyri
lord	0.618	0.327	0.684	ağa
lords	0.571	0.356	0.781	lordlar
lordship	0.573	0.557	0.736	ağalıq
lore	0.719	0.373	0.768	irfan
lorry	0.521	0.481	0.402	Yük maşını
lose	0.115	0.538	0.176	itirmək
loser	0.083	0.510	0.155	itirən
losing	0.076	0.686	0.223	itirmək
loss	0.062	0.567	0.211	zərər
lost	0.199	0.663	0.148	itirdi
lot	0.531	0.215	0.370	çox
lotion	0.724	0.261	0.188	losyon
lots	0.604	0.417	0.424	çoxlu
lottery	0.771	0.731	0.491	lotereya
lotto	0.760	0.635	0.475	loto
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	ucadan
loudly	0.541	0.755	0.667	ucadan
loudmouth	0.337	0.615	0.456	ucadan
loudness	0.350	0.582	0.620	ucalıq
loudspeaker	0.490	0.735	0.689	dinamik
lounge	0.592	0.245	0.466	salon
lounging	0.735	0.167	0.449	uzanmaq
louse	0.184	0.439	0.154	bit
lousy	0.125	0.482	0.234	pis
lovable	0.948	0.335	0.565	sevimli
love	1.000	0.519	0.673	sevgi
loved	0.927	0.452	0.582	sevdi
lovee	0.949	0.592	0.611	sevgilim
loveee	0.927	0.592	0.693	sevgilim
loveless	0.102	0.365	0.216	sevgisiz
lovelife	0.837	0.610	0.592	sevgi həyatı
loveliness	0.959	0.509	0.750	sevimlilik
lovelovelove	0.948	0.582	0.554	sevgisevgi
lovely	0.917	0.456	0.741	sevimli
lovemaking	0.969	0.927	0.814	sevişmə
lovemylife	0.896	0.800	0.573	həyatımı sevirəm
lover	0.881	0.816	0.750	sevgili
lovesick	0.796	0.842	0.500	sevgi xəstəsi
lovethis	0.867	0.552	0.526	bunu sev
loving	0.948	0.612	0.636	sevən
lovinglife	0.979	0.404	0.673	sevgi dolu həyat
lovinlife	0.714	0.460	0.544	sevən həyatı
low	0.292	0.220	0.102	aşağı
lowdown	0.306	0.441	0.441	aşağı düşmə
lower	0.327	0.296	0.258	aşağı
lowering	0.286	0.363	0.236	endirilməsi
lowest	0.312	0.304	0.129	ən aşağı
lowlands	0.323	0.290	0.331	ovalıqlar
lowlife	0.296	0.529	0.309	alçaq həyat
lowly	0.562	0.294	0.417	alçaq
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	sadiq
loyalty	0.885	0.406	0.793	sədaqət
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	sürtgü
lubricant	0.656	0.550	0.454	sürtkü
lubricate	0.552	0.490	0.470	yağlamaq
lubrication	0.624	0.646	0.491	yağlama
lucid	0.771	0.490	0.705	aydın
luck	0.854	0.490	0.717	uğurlar
luckiest	0.917	0.690	0.852	ən şanslı
lucky	0.960	0.610	0.793	şanslı
luckygirl	0.781	0.712	0.471	şanslı qız
lucrative	0.729	0.519	0.798	gəlirli
ludicrous	0.137	0.553	0.274	gülünc
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	baqaj
lukewarm	0.573	0.300	0.241	ilıq
lull	0.602	0.130	0.402	susmaq
lullaby	0.796	0.156	0.339	layla
lumbar	0.323	0.418	0.342	bel
lumber	0.517	0.184	0.373	taxta
lumbering	0.354	0.561	0.655	odunçuluq
lumberjack	0.500	0.660	0.726	odunçu
luminescent	0.796	0.550	0.526	luminescent
luminous	0.918	0.392	0.783	nurlu
lump	0.438	0.337	0.463	yumru
lumpy	0.271	0.378	0.365	yumru
lunacy	0.132	0.847	0.330	dəlilik
lunar	0.562	0.296	0.427	ay
lunatic	0.125	0.792	0.442	dəli
lunch	0.880	0.410	0.542	nahar
lunchbox	0.663	0.346	0.346	nahar qutusu
luncheon	0.837	0.240	0.441	nahar
lunchtime	0.896	0.398	0.444	nahar vaxtı
lung	0.510	0.292	0.629	ağciyər
lunge	0.354	0.721	0.509	lunge
lungs	0.531	0.352	0.555	ağciyərlər
lurch	0.404	0.694	0.363	yıxılmaq
lure	0.439	0.565	0.300	cazibə
lurid	0.186	0.833	0.536	qorxulu
lurk	0.219	0.740	0.655	pusuya yatmaq
lurking	0.421	0.781	0.575	gizlənən
luscious	0.885	0.552	0.545	dadlı
lush	0.740	0.783	0.833	sulu
lust	0.469	0.944	0.518	şəhvət
luster	0.833	0.566	0.558	parıltı
lustful	0.427	0.896	0.643	şəhvətli
lustrous	0.771	0.606	0.598	parlaq
lusty	0.469	0.941	0.673	şəhvətli
lute	0.459	0.407	0.500	ud
luxuriant	0.760	0.745	0.812	bərəkətli
luxurious	0.947	0.644	0.754	dəbdəbəli
luxury	0.932	0.673	0.750	dəbdəbəli
lycra	0.520	0.449	0.328	likra
lye	0.378	0.396	0.443	lye
lying	0.208	0.704	0.317	yalan
lymph	0.398	0.510	0.390	limfa
lymphatic	0.380	0.509	0.472	limfatik
lymphoma	0.208	0.645	0.330	limfoma
lynch	0.167	0.885	0.482	linç
lynching	0.135	0.920	0.548	linç
lynx	0.510	0.590	0.567	vaşaq
lyre	0.719	0.347	0.414	lira
lyric	0.702	0.269	0.464	lirik
lyrical	0.708	0.451	0.618	lirik
lyrics	0.582	0.214	0.333	mahnı sözləri
macadamia	0.635	0.330	0.434	makadamiya
macarena	0.802	0.601	0.368	makarena
macaroni	0.816	0.410	0.382	makaron
mace	0.450	0.412	0.415	gürz
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	pala
machine	0.510	0.500	0.707	maşın
machinery	0.458	0.615	0.629	maşın
machinist	0.490	0.598	0.721	maşinist
macho	0.643	0.690	0.676	maço
mackerel	0.418	0.423	0.426	skumbriya
macro	0.552	0.469	0.647	makro
mad	0.219	0.873	0.277	dəli
madam	0.580	0.308	0.571	xanım
madame	0.604	0.500	0.635	xanım
madden	0.329	0.602	0.457	dəli
madder	0.323	0.853	0.267	daha dəli
mademoiselle	0.752	0.459	0.461	mamuazel
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	dəlixana
madman	0.135	0.880	0.312	dəli
madness	0.104	0.804	0.440	dəlilik
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	mafiya
magazine	0.615	0.332	0.377	jurnal
mage	0.622	0.373	0.453	sehrbaz
magenta	0.635	0.275	0.415	qırmızı
maggot	0.235	0.500	0.235	qurd
magic	0.868	0.663	0.578	sehrli
magical	0.875	0.651	0.595	sehrli
magician	0.714	0.657	0.551	sehrbaz
magistrate	0.587	0.541	0.904	hakim
magma	0.323	0.623	0.609	maqma
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	maqnat
magnesium	0.542	0.320	0.321	maqnezium
magnet	0.571	0.318	0.553	maqnit
magnetic	0.612	0.529	0.673	maqnit
magnetism	0.630	0.529	0.741	maqnetizm
magnetite	0.531	0.490	0.581	maqnit
magnification	0.890	0.615	0.880	böyütmə
magnificence	0.802	0.810	0.920	möhtəşəmlik
magnificent	1.000	0.680	0.886	möhtəşəm
magnifier	0.469	0.216	0.345	böyüdücü
magnify	0.729	0.561	0.839	böyütmək
magnifying	0.594	0.265	0.406	böyüdücü
magnitude	0.608	0.613	0.774	böyüklük
magnolia	0.558	0.343	0.379	maqnoliya
magpie	0.500	0.458	0.327	magpie
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahogany
maid	0.406	0.324	0.300	qulluqçu
maiden	0.755	0.396	0.461	qız
mail	0.615	0.231	0.548	poçt
mailbox	0.573	0.222	0.404	poçt qutusu
mailing	0.688	0.324	0.375	poçt göndərişi
mailman	0.659	0.418	0.462	poçtalyon
maim	0.133	0.724	0.496	şikəst
main	0.667	0.510	0.811	əsas
mainframe	0.531	0.490	0.557	əsas kadr
mainland	0.680	0.407	0.806	materik
mainstay	0.694	0.400	0.713	dayaq
mainstream	0.653	0.527	0.660	əsas cərəyan
maintain	0.684	0.398	0.647	saxlamaq
maintenance	0.592	0.410	0.545	texniki qulluq
majestic	0.948	0.731	0.906	əzəmətli
majesty	0.823	0.602	0.955	əzəmət
major	0.684	0.538	0.874	mayor
majority	0.684	0.560	0.930	çoxluq
make	0.684	0.420	0.480	etmək
makeover	0.771	0.510	0.596	makiyaj
maker	0.698	0.544	0.706	yaradan
makeshift	0.479	0.611	0.389	müvəqqəti
makesmehappy	0.894	0.663	0.712	məni xoşbəxt edir
makesmemad	0.296	0.643	0.500	etdi
makeup	0.740	0.333	0.331	makiyaj
makingdisciples	0.684	0.402	0.664	şagird hazırlamaq
malady	0.190	0.686	0.304	xəstəlik
malaise	0.150	0.600	0.161	halsızlıq
malaria	0.125	0.653	0.304	malyariya
malarkey	0.396	0.500	0.465	malkey
malevolent	0.094	0.854	0.613	bədxah
malfeasance	0.062	0.745	0.325	sui-istifadə
malformation	0.083	0.602	0.357	malformasiya
malfunction	0.125	0.577	0.229	nasazlıq
malice	0.073	0.811	0.492	pislik
malicious	0.177	0.765	0.607	pis niyyətli
malign	0.140	0.765	0.481	bədxassəli
malignancy	0.149	0.814	0.614	bədxassəli xəstəlik
malignant	0.143	0.824	0.370	bədxassəli
maligned	0.102	0.684	0.218	pislənmiş
mall	0.724	0.663	0.492	ticarət mərkəzi
malleable	0.500	0.500	0.391	elastik
mallet	0.354	0.390	0.483	toxmaq
malnutrition	0.024	0.592	0.277	qidalanma
malpractice	0.094	0.559	0.330	səhv hərəkət
malt	0.750	0.373	0.324	səməni
mama	0.860	0.413	0.728	ana
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	anam
mammal	0.618	0.449	0.421	məməli
mammoth	0.480	0.471	0.537	mamont
mammy	0.680	0.415	0.436	anam
manage	0.560	0.530	0.719	idarə et
manageable	0.750	0.361	0.655	idarə oluna bilən
management	0.792	0.491	0.806	idarəetmə
manager	0.625	0.549	0.897	menecer
managerial	0.604	0.520	0.791	idarəedici
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarin
mandate	0.448	0.670	0.779	mandat
mandatory	0.271	0.667	0.777	məcburi
mandible	0.510	0.431	0.500	alt çənə
mandolin	0.708	0.433	0.367	mandolin
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	yal
maneuver	0.615	0.663	0.608	manevr etmək
maneuvering	0.635	0.640	0.745	manevr
mange	0.311	0.558	0.348	qotur
manger	0.656	0.276	0.398	axur
mangle	0.292	0.449	0.355	manqurt
mango	0.765	0.327	0.290	manqo
mangosteen	0.562	0.500	0.414	manqostin
mangy	0.214	0.698	0.270	qotu
manhole	0.378	0.500	0.516	lyuk
manhood	0.625	0.735	0.858	kişilik
manhunt	0.145	0.925	0.657	insan ovu
mania	0.290	0.683	0.382	maniya
maniac	0.120	0.849	0.431	manyak
maniacal	0.200	0.848	0.500	manyak
manic	0.054	0.892	0.368	manik
manicure	0.706	0.308	0.284	manikür
manicurist	0.583	0.352	0.341	manikür ustası
manifest	0.667	0.647	0.704	aşkar
manifestation	0.583	0.750	0.655	təzahürü
manifested	0.580	0.618	0.667	təzahür etdi
manifestly	0.469	0.588	0.577	aşkar şəkildə
manifesto	0.646	0.519	0.676	manifest
manifold	0.500	0.461	0.435	cürbəcür
manipulate	0.255	0.700	0.772	manipulyasiya etmək
manipulation	0.188	0.775	0.536	manipulyasiya
manipulative	0.177	0.724	0.546	manipulyasiya edən
mankind	0.823	0.471	0.768	bəşəriyyət
manly	0.698	0.633	0.846	kişilik
manna	0.698	0.294	0.544	manna
manned	0.551	0.588	0.484	insanlı
mannequin	0.427	0.302	0.295	maneken
manner	0.618	0.250	0.320	tərzdə
mannered	0.469	0.556	0.291	ədəbli
manners	0.816	0.284	0.517	ədəb
manor	0.646	0.358	0.738	malikanə
manpower	0.531	0.620	0.543	işçi qüvvəsi
mansion	0.847	0.490	0.717	malikanə
mansions	0.735	0.529	0.777	malikanələr
manslaughter	0.090	0.920	0.473	adam öldürmə
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	mantiya
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	təlimat
manufacture	0.868	0.703	0.780	istehsal
manufacturer	0.688	0.537	0.830	istehsalçı
manufacturing	0.653	0.613	0.804	istehsal
manure	0.250	0.471	0.241	peyin
manuscript	0.510	0.208	0.540	əlyazma
map	0.561	0.229	0.463	xəritə
maple	0.541	0.390	0.339	ağcaqayın
mar	0.622	0.544	0.545	mart
marathon	0.646	0.778	0.740	marafon
marble	0.604	0.212	0.667	mərmər
marbled	0.396	0.385	0.418	mərmərli
marbles	0.714	0.345	0.241	mərmərlər
march	0.531	0.200	0.483	mart
mare	0.541	0.320	0.417	madyan
margarine	0.530	0.316	0.333	marqarin
margarita	0.750	0.438	0.420	marqarita
margin	0.500	0.219	0.331	marja
marginal	0.235	0.644	0.345	marjinal
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	marixuana
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	dəniz
mariner	0.652	0.491	0.676	dənizçi
marital	0.760	0.529	0.500	nikah
maritime	0.646	0.490	0.713	dənizçilik
mark	0.491	0.231	0.600	işarələyin
marked	0.592	0.358	0.554	qeyd
marker	0.500	0.333	0.605	marker
market	0.724	0.480	0.521	bazar
marketable	0.746	0.545	0.664	satıla bilən
marketing	0.521	0.774	0.675	marketinq
marketplace	0.698	0.420	0.525	bazar yeri
marks	0.430	0.480	0.424	işarələri
marksman	0.500	0.833	0.692	atıcı
marksmanship	0.573	0.531	0.664	atıcılıq
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	marmelad
maroon	0.469	0.358	0.336	tünd qırmızı
marooned	0.229	0.480	0.160	marooned
marquee	0.602	0.284	0.508	çadır
marquis	0.521	0.444	0.562	markiz
marred	0.181	0.561	0.233	ləkələnmiş
marriage	0.844	0.684	0.750	evlilik
married	0.674	0.570	0.602	evli
marrow	0.398	0.422	0.472	ilik
marry	0.896	0.765	0.673	evlənmək
marsh	0.302	0.358	0.277	bataqlıq
marshal	0.469	0.610	0.819	marşal
marshmallow	0.740	0.441	0.391	zefir
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	döyüş
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	martini
martyr	0.281	0.708	0.509	şəhid
martyrdom	0.323	0.745	0.442	şəhidlik
marvel	0.961	0.755	0.866	heyrət
marvellous	0.878	0.809	0.849	ecazkar
marvelous	0.948	0.637	0.778	ecazkar
marvelously	0.968	0.708	0.764	heyrətamiz şəkildə
marzipan	0.684	0.380	0.258	marzipan
mascara	0.575	0.450	0.269	tuş
mascot	0.750	0.337	0.337	maskot
masculine	0.653	0.540	0.773	kişi
masculinity	0.583	0.670	0.851	kişilik
mash	0.440	0.363	0.283	püresi
mashed	0.531	0.337	0.194	püresi
mask	0.510	0.490	0.537	maska
masked	0.375	0.549	0.518	maskalı
masks	0.510	0.472	0.241	maskalar
masochism	0.194	0.845	0.483	mazoxizm
masochist	0.164	0.784	0.353	mazoxist
mason	0.541	0.442	0.580	mason
masquerade	0.431	0.633	0.446	maskarad
mass	0.458	0.245	0.277	kütlə
massacre	0.031	0.887	0.640	qırğın
massage	0.708	0.356	0.413	masaj edin
masses	0.552	0.453	0.473	kütlələr
masseur	0.622	0.265	0.463	masajçı
masseuse	0.594	0.373	0.391	masajçı
massive	0.569	0.660	0.750	kütləvi
mast	0.542	0.390	0.580	mast
master	0.694	0.490	0.849	ustad
masterful	0.854	0.510	0.960	ustad
mastermind	0.792	0.625	0.918	beyin
masterpiece	0.926	0.623	0.847	şah əsəri
mastery	0.755	0.648	0.873	ustalıq
masturbate	0.552	0.926	0.500	masturbasiya etmək
masturbation	0.542	0.961	0.509	masturbasiya
mat	0.459	0.221	0.304	mat
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	uyğun
matchbook	0.562	0.391	0.412	kibrit dəftəri
matching	0.719	0.735	0.418	uyğunluq
matchmaker	0.615	0.509	0.519	çöpçatan
mate	0.847	0.417	0.669	yoldaş
material	0.521	0.363	0.439	material
materialism	0.220	0.390	0.556	materializm
materialist	0.255	0.491	0.504	materialist
materialistic	0.420	0.506	0.589	materialist
materiality	0.417	0.450	0.636	maddilik
materialize	0.688	0.596	0.728	reallaşdırmaq
materially	0.490	0.451	0.670	maddi cəhətdən
materials	0.633	0.361	0.473	materiallar
materiel	0.531	0.294	0.417	material
maternal	0.847	0.417	0.634	ana
maternity	0.865	0.480	0.622	analıq
math	0.417	0.375	0.600	riyaziyyat
mathematical	0.620	0.500	0.548	riyazi
mathematician	0.541	0.418	0.773	riyaziyyatçı
mathematics	0.438	0.435	0.664	riyaziyyat
matinee	0.694	0.578	0.447	matin
mating	0.755	0.840	0.759	cütləşmə
matriculation	0.622	0.490	0.675	qəbul
matrimony	0.850	0.637	0.843	nikah
matrix	0.551	0.378	0.673	matris
matron	0.520	0.519	0.555	matrona
matted	0.281	0.519	0.393	tutqun
matter	0.487	0.353	0.562	məsələ
matting	0.479	0.405	0.423	paspas
mattress	0.612	0.255	0.397	döşək
maturation	0.612	0.439	0.698	yetişmə
mature	0.625	0.347	0.600	yetkin
maturity	0.827	0.400	0.806	yetkinlik
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	məqbərə
mauve	0.533	0.330	0.314	bənövşəyi
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	maksimum
maximize	0.823	0.765	0.792	maksimuma çatdırmaq
maximum	0.724	0.724	0.852	maksimum
may	0.704	0.273	0.245	bilər
mayday	0.344	0.643	0.423	mayday
mayflower	0.690	0.463	0.429	may çiçəyi
mayhem	0.188	0.870	0.364	qarışıqlıq
mayonnaise	0.510	0.320	0.222	mayonez
mayor	0.469	0.481	0.818	mer
maze	0.438	0.608	0.444	labirint
mead	0.667	0.337	0.441	mead
meadow	0.622	0.130	0.382	çəmən
meager	0.144	0.389	0.281	cüzi
meal	0.833	0.461	0.473	yemək
mean	0.440	0.467	0.620	demək
meander	0.480	0.443	0.454	menderes
meandering	0.427	0.644	0.539	dolanma
meanie	0.388	0.420	0.404	mənasız
meaning	0.663	0.395	0.625	məna
meaningful	0.770	0.500	0.802	mənalı
meaningless	0.156	0.314	0.143	mənasız
meanness	0.102	0.694	0.368	alçaqlıq
means	0.615	0.373	0.460	deməkdir
meantime	0.432	0.222	0.300	bu arada
measles	0.092	0.635	0.422	qızılca
measurable	0.604	0.410	0.602	ölçülə bilən
measure	0.510	0.375	0.365	ölçü
measured	0.542	0.265	0.578	ölçülür
measurement	0.622	0.418	0.491	ölçü
measuring	0.448	0.337	0.529	ölçmə
measuring cup	0.557	0.343	0.377	ölçü fincanı
measuring tape	0.337	0.280	0.327	ölçmə lenti
meat	0.612	0.421	0.413	ət
meatball	0.612	0.279	0.343	küftə
meathead	0.306	0.534	0.490	ətbaşı
meatloaf	0.625	0.389	0.375	ətli çörək
mechanic	0.571	0.433	0.566	mexanik
mechanical	0.479	0.569	0.564	mexaniki
mechanics	0.542	0.500	0.761	mexanika
mechanism	0.573	0.583	0.664	mexanizmi
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	medal
medallion	0.750	0.510	0.710	medalyon
medallist	0.796	0.821	0.897	medalçı
meddle	0.302	0.770	0.526	qarışmaq
meddling	0.245	0.600	0.461	qarışmaq
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	medial
median	0.459	0.216	0.375	median
mediate	0.635	0.308	0.654	vasitəçilik etmək
mediation	0.661	0.350	0.657	vasitəçilik
mediator	0.592	0.438	0.580	vasitəçi
medic	0.500	0.472	0.585	həkim
medical	0.583	0.373	0.616	tibbi
medicate	0.417	0.375	0.546	dərman
medication	0.615	0.439	0.500	dərman
medicinal	0.667	0.417	0.614	dərman
medicine	0.708	0.318	0.679	dərman
medieval	0.560	0.408	0.455	orta əsrlər
mediocre	0.188	0.481	0.149	orta səviyyəli
mediocrity	0.073	0.398	0.225	ortalıq
meditate	0.812	0.146	0.564	meditasiya etmək
meditating	0.718	0.185	0.399	meditasiya
meditation	0.786	0.120	0.478	meditasiya
meditative	0.614	0.120	0.454	meditativ
mediterranean	0.663	0.454	0.545	aralıq dənizi
medium	0.559	0.356	0.358	orta
medley	0.487	0.352	0.400	qarışıq
meek	0.531	0.150	0.198	həlim
meet	0.760	0.510	0.580	görüşmək
meeting	0.750	0.569	0.613	görüş
mega	0.724	0.538	0.723	meqa
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melanxolik
melancholy	0.188	0.260	0.237	melanxolik
melee	0.541	0.704	0.611	döyüş
mellow	0.633	0.069	0.265	yumşaq
melodious	0.932	0.530	0.587	melodik
melodrama	0.378	0.830	0.446	melodram
melodramatic	0.235	0.692	0.368	melodramatik
melody	0.847	0.434	0.405	melodiya
melon	0.461	0.231	0.271	qovun
melt	0.448	0.615	0.312	ərimək
meltdown	0.629	0.657	0.602	ərimə
melting	0.592	0.470	0.538	ərimə
member	0.698	0.333	0.555	üzv
membership	0.698	0.411	0.778	üzvlük
membrane	0.406	0.430	0.418	membran
memento	0.708	0.360	0.536	xatirə
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	xatirə
memorabilia	0.780	0.412	0.491	xatirə əşyaları
memorable	0.939	0.510	0.769	yaddaqalan
memorandum	0.600	0.500	0.639	memorandum
memorial	0.602	0.304	0.600	xatirə
memorials	0.771	0.333	0.679	xatirələr
memories	0.963	0.487	0.510	xatirələr
memoriesiwontforget	0.635	0.542	0.455	xatirələr unudulmaz
memorize	0.520	0.451	0.716	əzbərləmək
memory	0.792	0.378	0.573	yaddaş
menace	0.125	0.894	0.759	təhlükə
menacing	0.042	0.880	0.643	hədələyici
menagerie	0.573	0.480	0.538	heyvandarlıq
mend	0.542	0.436	0.602	düzəlt
mending	0.500	0.633	0.657	təmir
menial	0.490	0.420	0.352	qara
meningitis	0.104	0.612	0.407	meningit
meniscus	0.323	0.330	0.453	menisk
menopause	0.204	0.460	0.306	menopoz
menses	0.163	0.686	0.331	aybaşı
menstrual	0.408	0.519	0.435	menstrual
mental	0.490	0.490	0.585	psixi
mentalhealth	0.562	0.541	0.670	ruhi Sağlamlıq
mentality	0.711	0.415	0.726	mentalitet
menthol	0.490	0.292	0.433	mentol
mention	0.562	0.365	0.562	qeyd etmək
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	menyu
