English Word	Valence	Arousal	Dominance	Icelandic Word
interact	0.822	0.690	0.759	hafa samskipti
interaction	0.646	0.735	0.750	samskipti
interactive	0.727	0.811	0.770	gagnvirkt
intercede	0.582	0.577	0.630	biðjast fyrir
intercept	0.221	0.660	0.676	stöðva
interception	0.327	0.673	0.643	hlerun
intercession	0.503	0.486	0.598	fyrirbæn
interchange	0.615	0.527	0.565	skipti
interchangeable	0.615	0.459	0.526	skiptanlegt
interchanged	0.396	0.472	0.434	skiptast á
intercom	0.623	0.429	0.453	kallkerfi
intercourse	0.551	0.608	0.557	samfarir
interdependence	0.608	0.618	0.639	innbyrðis háð
interdependent	0.410	0.482	0.598	innbyrðis háð
interdiction	0.337	0.500	0.585	bönn
interest	0.780	0.667	0.618	áhuga
interested	0.750	0.529	0.725	áhuga
interesting	0.927	0.726	0.731	áhugavert
interface	0.643	0.357	0.600	viðmót
interfere	0.323	0.714	0.471	trufla
interference	0.396	0.736	0.357	truflun
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	milligalactic
interim	0.604	0.400	0.524	til bráðabirgða
interior	0.618	0.157	0.462	innri
interject	0.333	0.648	0.658	grípa inn í
interlocutory	0.490	0.500	0.527	millibili
interlude	0.470	0.417	0.377	millispil
intermediary	0.427	0.510	0.643	milliliður
intermediate	0.480	0.368	0.400	millistig
interment	0.235	0.608	0.346	greftrun
interminable	0.327	0.481	0.561	endalaust
intermission	0.490	0.360	0.402	hlé
intermittent	0.337	0.565	0.436	hléum
intern	0.459	0.460	0.392	nemi
internal	0.439	0.349	0.423	innri
internally	0.615	0.400	0.616	innbyrðis
international	0.800	0.519	0.702	alþjóðleg
internet	0.760	0.462	0.755	internetið
internship	0.590	0.510	0.482	starfsnám
interoffice	0.439	0.375	0.556	milliskrifstofa
interpolate	0.460	0.490	0.569	innskot
interpolation	0.419	0.506	0.528	innskot
interpret	0.646	0.625	0.673	túlka
interpretation	0.677	0.594	0.620	túlkun
interpreter	0.708	0.461	0.596	túlkur
interpretive	0.531	0.549	0.595	túlkandi
interrelated	0.615	0.469	0.592	innbyrðis tengdum
interrogate	0.323	0.808	0.680	yfirheyra
interrogation	0.302	0.827	0.657	yfirheyrslu
interrupt	0.210	0.635	0.509	trufla
interrupted	0.281	0.559	0.333	truflað
interrupting	0.146	0.593	0.509	trufla
interruption	0.184	0.632	0.425	truflun
interrupts	0.204	0.545	0.389	truflar
intersect	0.521	0.510	0.480	skerast
intersection	0.344	0.541	0.658	gatnamót
interstate	0.520	0.443	0.600	milliríkja
interstellar	0.708	0.702	0.622	millistjörnur
interstitial	0.333	0.471	0.534	millivef
interval	0.510	0.284	0.400	millibili
intervene	0.520	0.677	0.768	grípa inn í
intervening	0.398	0.627	0.442	að grípa inn í
intervention	0.388	0.696	0.689	inngrip
interview	0.573	0.770	0.619	viðtal
interviewer	0.552	0.736	0.816	spyrill
interworking	0.552	0.587	0.691	samvinna
intestate	0.459	0.467	0.415	óskipta
intestinal	0.357	0.531	0.370	þarma
intestine	0.343	0.450	0.380	þörmum
intestines	0.292	0.547	0.398	þörmum
intimacy	0.857	0.802	0.558	nánd
intimate	0.724	0.598	0.393	náinn
intimately	0.806	0.573	0.590	náið
intimation	0.406	0.673	0.500	tilvitnun
intimidate	0.210	0.804	0.632	hræða
intimidated	0.177	0.663	0.208	hræða
intimidating	0.229	0.790	0.708	ógnvekjandi
intimidation	0.177	0.791	0.644	ógnun
intolerable	0.146	0.660	0.439	óþolandi
intolerance	0.052	0.704	0.520	óþol
intolerant	0.135	0.676	0.509	óþolandi
intonation	0.615	0.442	0.598	inntónun
intoxicated	0.079	0.824	0.246	ölvaður
intoxicating	0.224	0.760	0.464	vímuefna
intoxication	0.323	0.710	0.400	ölvun
intracranial	0.281	0.602	0.553	innankúpu
intractable	0.154	0.694	0.302	óleysanleg
intramural	0.490	0.464	0.447	innanhúss
intravenous	0.357	0.538	0.458	í bláæð
intrepid	0.753	0.696	0.637	óhræddur
intricate	0.559	0.704	0.500	flókinn
intrigue	0.362	0.830	0.327	forvitni
intriguing	0.422	0.713	0.462	forvitnilegt
intrinsic	0.406	0.471	0.526	innri
intrinsically	0.459	0.382	0.538	í eðli sínu
intro	0.510	0.331	0.657	inngangur
introduce	0.592	0.559	0.648	kynna
introduction	0.612	0.413	0.640	kynning
introductory	0.635	0.368	0.593	inngangs
introspection	0.603	0.337	0.575	sjálfsskoðun
introspective	0.552	0.360	0.471	sjálfssýn
intrude	0.058	0.735	0.480	þröngva sér inn
intruder	0.146	0.740	0.324	boðflenna
intrusion	0.293	0.641	0.670	afskipti
intrusive	0.461	0.607	0.538	uppáþrengjandi
intubation	0.276	0.598	0.526	þræðingu
intuition	0.857	0.508	0.602	innsæi
intuitive	0.771	0.573	0.690	leiðandi
intuitively	0.670	0.561	0.648	innsæi
inundation	0.177	0.780	0.455	vatnselgur
invade	0.408	0.892	0.714	ráðast inn
invader	0.200	0.827	0.618	innrásarher
invalid	0.180	0.330	0.255	ógild
invalidate	0.315	0.480	0.397	ógilda
invalidation	0.181	0.490	0.278	ógildingu
invalidity	0.186	0.394	0.158	ógilding
invaluable	0.740	0.500	0.745	ómetanlegt
invariably	0.458	0.365	0.550	undantekningarlaust
invasion	0.271	0.843	0.808	innrás
invasive	0.194	0.730	0.598	ífarandi
invent	0.719	0.689	0.833	finna upp
invention	0.714	0.577	0.811	uppfinningu
inventive	0.780	0.627	0.721	hugvitssamur
inventor	0.781	0.667	0.847	uppfinningamaður
inventory	0.594	0.463	0.490	birgðahald
inverse	0.459	0.337	0.319	öfugt
inversely	0.286	0.418	0.351	öfugt
inversion	0.602	0.630	0.772	snúningur
invert	0.510	0.585	0.706	snúa við
inverted	0.310	0.471	0.357	öfugsnúið
invest	0.650	0.663	0.682	fjárfesta
investigate	0.640	0.500	0.781	rannsaka
investigation	0.531	0.592	0.820	rannsókn
investigative	0.562	0.600	0.704	rannsakandi
investigator	0.615	0.509	0.779	rannsakanda
investment	0.720	0.592	0.745	fjárfesting
investor	0.794	0.655	0.791	fjárfestir
invidious	0.112	0.650	0.364	fáránlegt
invigorate	0.821	0.798	0.831	endurlífga
invincible	0.867	0.853	0.914	ósigrandi
invisibility	0.438	0.461	0.382	ósýnileika
invisible	0.417	0.345	0.412	ósýnilegur
invitation	0.802	0.549	0.647	boð
invite	0.745	0.655	0.611	bjóða
inviting	0.938	0.571	0.538	bjóðandi
invocation	0.430	0.620	0.673	ákall
invoice	0.480	0.380	0.474	reikning
invoke	0.583	0.740	0.579	ákalla
involuntary	0.354	0.490	0.231	ósjálfráða
involution	0.296	0.420	0.407	involution
involve	0.694	0.490	0.728	fela í sér
involvement	0.760	0.620	0.696	þátttöku
invulnerable	0.552	0.683	0.745	óviðkvæmur
inwards	0.490	0.385	0.438	inn á við
iodine	0.390	0.265	0.333	joð
ion	0.429	0.330	0.408	jón
iota	0.344	0.385	0.314	jota
irate	0.188	0.852	0.474	reiður
ire	0.198	0.740	0.575	reiði
iridescent	0.602	0.588	0.539	ígljáandi
iris	0.708	0.275	0.380	lithimnu
irked	0.164	0.791	0.353	pirraður
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	járn
ironclad	0.561	0.648	0.679	járnklæddur
ironic	0.435	0.550	0.500	kaldhæðnislegt
irons	0.531	0.441	0.625	járn
irony	0.390	0.587	0.508	kaldhæðni
irradiation	0.385	0.736	0.509	geislun
irrational	0.125	0.648	0.394	óræð
irrationality	0.198	0.735	0.361	rökleysu
irreconcilable	0.146	0.667	0.375	ósættanlegt
irreducible	0.296	0.455	0.569	óafmáanlegt
irrefutable	0.496	0.549	0.716	óhrekjanlegt
irregular	0.312	0.548	0.321	óreglulegur
irregularity	0.104	0.647	0.306	óreglu
irregularly	0.292	0.565	0.397	óreglulega
irrelevant	0.138	0.311	0.296	óviðkomandi
irreparable	0.061	0.530	0.430	óbætanlegt
irreplaceable	0.479	0.580	0.833	óbætanlegur
irrepressible	0.512	0.566	0.745	óbætanlegt
irresistible	0.823	0.833	0.839	ómótstæðilegt
irrespective	0.497	0.538	0.745	óháð því
irresponsible	0.177	0.680	0.241	ábyrgðarlaus
irreverent	0.191	0.694	0.634	óvirðulegt
irreversible	0.170	0.541	0.667	óafturkræf
irrevocable	0.296	0.560	0.712	óafturkallanlegt
irrigate	0.272	0.458	0.490	vökva
irrigation	0.259	0.426	0.426	áveitu
irritability	0.146	0.853	0.283	pirringur
irritable	0.112	0.952	0.462	pirraður
irritate	0.167	0.890	0.368	pirra
irritated	0.210	0.816	0.281	pirruð
irritates	0.173	0.810	0.295	pirrar
irritating	0.104	0.912	0.393	pirrandi
irritation	0.073	0.833	0.496	erting
island	0.745	0.347	0.432	eyju
isle	0.667	0.390	0.443	eyju
islet	0.612	0.314	0.367	hólmi
isolate	0.235	0.422	0.336	einangra
isolated	0.221	0.356	0.255	einangrað
isolation	0.198	0.338	0.339	einangrun
isomorphism	0.448	0.361	0.481	ísómorfi
isothermal	0.459	0.491	0.500	jafnhiti
isotope	0.429	0.404	0.407	samsæta
issue	0.316	0.819	0.351	mál
itch	0.319	0.610	0.465	kláði
itching	0.208	0.690	0.300	kláði
itchy	0.334	0.726	0.296	kláði
item	0.594	0.270	0.465	atriði
itemize	0.459	0.527	0.518	sundurliða
items	0.542	0.401	0.434	hlutir
iterate	0.449	0.460	0.440	endurtaka
iteration	0.531	0.449	0.486	endurtekning
iterative	0.429	0.420	0.500	endurtekið
itinerant	0.449	0.545	0.439	farandi
itinerary	0.551	0.550	0.454	ferðaáætlun
ivory	0.625	0.235	0.566	fílabein
jab	0.385	0.519	0.482	stökk
jabber	0.417	0.506	0.342	kjaftæði
jack	0.487	0.450	0.441	tjakkur
jackal	0.333	0.582	0.436	sjakal
jackass	0.188	0.692	0.279	kjaftæði
jacket	0.656	0.302	0.382	jakka
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	gullpottinn
jackrabbit	0.625	0.379	0.344	jakkakanína
jacks	0.490	0.400	0.505	tjakkar
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	þreyttur
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	geggjaður
jaguar	0.559	0.710	0.654	jagúar
jail	0.094	0.898	0.480	fangelsi
jailbird	0.240	0.567	0.473	fangafugl
jailbreak	0.354	0.629	0.471	flótti
jailer	0.194	0.630	0.632	fangavörður
jailhouse	0.104	0.887	0.430	fangelsishús
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	sulta
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	fastur
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	húsvörður
janitorial	0.490	0.373	0.481	húsvörður
japan	0.667	0.482	0.580	japan
jar	0.430	0.346	0.318	krukku
jargon	0.333	0.548	0.404	hrognamál
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	ögrandi
jasmine	0.765	0.230	0.286	jasmín
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	gulu
jaunt	0.808	0.451	0.500	ferð
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	spjótkast
jaw	0.500	0.510	0.420	kjálka
jawbone	0.468	0.413	0.342	kjálkabein
jaws	0.385	0.528	0.455	kjálka
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	djass
jazzy	0.725	0.431	0.389	djassandi
jealous	0.173	0.855	0.345	öfundsjúkur
jealousy	0.146	0.783	0.481	öfund
jean	0.602	0.444	0.364	gallabuxur
jeans	0.622	0.324	0.371	gallabuxur
jeep	0.602	0.510	0.612	jeppa
jeering	0.266	0.792	0.380	grín
jelly	0.651	0.294	0.256	hlaup
jellybean	0.592	0.406	0.399	nammibaun
jellyfish	0.531	0.567	0.377	marglyttur
jenny	0.542	0.406	0.407	jenný
jeopardize	0.260	0.877	0.582	setja í hættu
jeopardy	0.129	0.908	0.536	hætta
jerk	0.194	0.630	0.238	skíthæll
jerks	0.214	0.788	0.395	skíthæll
jerky	0.233	0.538	0.358	skíthæll
jersey	0.594	0.317	0.411	treyju
jest	0.520	0.736	0.222	grín
jester	0.388	0.670	0.264	grín
jesus	0.800	0.400	0.620	jesús
jet	0.612	0.721	0.606	þotu
jetty	0.602	0.480	0.453	bryggju
jewel	0.827	0.588	0.625	gimsteinn
jeweler	0.760	0.482	0.500	skartgripasmiður
jewelry	0.823	0.569	0.597	skartgripi
jib	0.406	0.420	0.413	fokka
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	jiggla
jigsaw	0.594	0.582	0.519	púslusög
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	hringl
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	skjálfti
jittery	0.344	0.856	0.255	pirraður
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	starf
jobinterview	0.684	0.837	0.723	atvinnuviðtal
jock	0.592	0.656	0.473	djók
jockey	0.562	0.644	0.703	djók
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	skokka
jogger	0.417	0.510	0.424	skokkari
john	0.562	0.382	0.327	Jónas
join	0.729	0.479	0.684	taka þátt
joined	0.667	0.394	0.600	gekk til liðs við
joining	0.755	0.469	0.685	aðild
joint	0.615	0.392	0.566	samskeyti
jointly	0.708	0.425	0.602	sameiginlega
joke	0.704	0.610	0.316	brandari
joker	0.771	0.760	0.416	brandara
joking	0.776	0.839	0.407	grínast
jolly	0.959	0.705	0.708	hress
jolt	0.365	0.708	0.358	stuð
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	dagbók
journalism	0.622	0.500	0.684	blaðamennsku
journalist	0.542	0.452	0.732	blaðamaður
journalistic	0.696	0.449	0.495	blaðamennsku
journey	0.910	0.702	0.625	ferð
journeyman	0.765	0.596	0.741	sveinn
joust	0.520	0.528	0.551	hlaup
jovial	0.823	0.460	0.526	þægilegur
joy	0.980	0.824	0.794	gleði
joyful	0.990	0.740	0.667	glaður
joyous	0.958	0.580	0.728	glaður
joyride	0.694	0.550	0.500	gleðiferð
joys	0.981	0.643	0.651	gleði
jubilant	0.844	0.673	0.664	fagnandi
jubilee	0.916	0.500	0.579	árshátíð
judge	0.510	0.604	0.857	dómara
judged	0.281	0.686	0.722	dæmt
judging	0.240	0.625	0.693	dæma
judgment	0.396	0.600	0.816	dómgreind
judgmental	0.330	0.602	0.579	dæmandi
judicial	0.378	0.667	0.833	dómstóla
judiciary	0.439	0.740	0.897	dómsvald
judicious	0.630	0.432	0.772	dómgreindar
judo	0.500	0.790	0.612	júdó
jug	0.520	0.250	0.213	bolli
juggle	0.594	0.760	0.426	halda á lofti
juggler	0.633	0.821	0.480	gúllara
juggling	0.562	0.874	0.346	gúggl
jugular	0.271	0.573	0.426	háls
juice	0.776	0.281	0.352	safi
juicer	0.552	0.520	0.564	safapressa
juicy	0.823	0.529	0.490	safaríkur
juju	0.541	0.519	0.206	jújú
juke	0.500	0.491	0.410	djók
jukebox	0.699	0.540	0.429	glymskratti
jumble	0.357	0.613	0.331	rugl
jumbled	0.292	0.602	0.445	ruglað saman
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	hoppa
jump rope	0.656	0.660	0.368	sippa
jumper	0.615	0.336	0.481	stökkvari
jumpsuit	0.562	0.365	0.361	samfestingur
jumpy	0.353	0.810	0.216	stökk
junction	0.490	0.481	0.364	mótum
juncture	0.365	0.582	0.491	tímamót
jungle	0.500	0.510	0.481	frumskógur
junior	0.635	0.343	0.304	yngri
juniper	0.583	0.327	0.352	einiber
junk	0.115	0.481	0.118	rusl
junket	0.490	0.519	0.386	drasl
junkie	0.135	0.860	0.363	fíkill
junky	0.385	0.595	0.343	drasl
junkyard	0.177	0.398	0.302	ruslhús
junta	0.451	0.503	0.704	herstjórn
juridical	0.520	0.431	0.873	lagalega
jurisdiction	0.480	0.580	0.820	lögsögu
jurisprudence	0.360	0.425	0.764	lögfræði
jurist	0.479	0.523	0.713	lögfræðingur
juror	0.582	0.640	0.750	dómari
jury	0.479	0.607	0.789	kviðdómur
justice	0.760	0.538	0.787	réttlæti
justifiable	0.786	0.413	0.821	réttlætanlegt
justification	0.622	0.444	0.661	rökstuðning
justify	0.612	0.473	0.615	réttlæta
juststop	0.417	0.379	0.364	Stoppaðu bara
justthebeginning	0.573	0.451	0.481	bara byrjunin
jute	0.551	0.216	0.295	júta
juvenile	0.678	0.490	0.526	ungi
juxtaposition	0.427	0.500	0.460	samsvörun
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	grænkál
kaleidoscope	0.615	0.439	0.580	kviksjá
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kengúra
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karókí
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmískt
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kjöl
keen	0.823	0.719	0.806	ákafur
keep	0.714	0.296	0.547	halda
keeper	0.612	0.457	0.773	markvörður
keeping	0.592	0.280	0.723	halda
keepsake	0.740	0.307	0.491	minning
keg	0.551	0.389	0.404	tunnu
kelp	0.479	0.264	0.213	þara
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	ræktun
kerchief	0.520	0.189	0.236	klút
kern	0.438	0.420	0.449	kjarna
kernel	0.542	0.453	0.462	kjarna
kerosene	0.302	0.472	0.427	steinolíu
ketchup	0.653	0.338	0.282	tómatsósa
kettle	0.357	0.497	0.333	ketill
key	0.615	0.275	0.519	lykill
keyboard	0.573	0.279	0.349	lyklaborð
keyed	0.469	0.497	0.521	lyklaður
keyhole	0.438	0.358	0.356	skráargat
keynote	0.630	0.431	0.545	grunntónn
keypad	0.604	0.255	0.330	takkaborð
keystone	0.573	0.438	0.491	lykilsteinn
keyword	0.602	0.520	0.747	leitarorð
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kubb
kick	0.271	0.791	0.526	sparka
kickboxing	0.427	0.882	0.651	sparkbox
kicker	0.427	0.711	0.614	sparkari
kicking	0.327	0.802	0.510	sparka
kickoff	0.583	0.600	0.629	upprifjun
kid	0.760	0.453	0.298	krakki
kidder	0.708	0.768	0.471	krakkar
kidding	0.622	0.625	0.457	að grínast
kiddo	0.674	0.393	0.419	krakki
kiddos	0.500	0.480	0.342	krakkar
kidnap	0.032	0.923	0.535	ræna
kidnapped	0.044	0.923	0.455	rænt
kidnapper	0.115	0.906	0.618	mannræningi
kidnapping	0.094	0.880	0.561	mannrán
kidney	0.448	0.363	0.380	nýru
kids	0.837	0.500	0.417	Krakkar
kill	0.052	0.941	0.736	drepa
killer	0.041	0.971	0.543	morðingi
killing	0.080	0.959	0.696	dráp
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	ofn
kilo	0.438	0.358	0.461	kíló
kilogram	0.510	0.260	0.455	kíló
kilometer	0.490	0.439	0.485	kílómetra
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	skyldmenni
kind	0.918	0.240	0.618	góður
kindergarten	0.833	0.462	0.308	leikskóla
kindling	0.520	0.651	0.421	kveikja
kindness	0.938	0.350	0.508	góðvild
kindred	0.760	0.418	0.517	ættingja
kinematics	0.594	0.480	0.614	hreyfifræði
kinesiology	0.491	0.480	0.633	hreyfifræði
kinetic	0.582	0.540	0.537	hreyfiafl
king	0.677	0.690	0.892	konungur
king snake	0.458	0.835	0.647	konungur snákur
kingdom	0.714	0.547	0.910	ríki
kingpin	0.357	0.626	0.642	konungur
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	skyldleika
kiosk	0.500	0.286	0.321	söluturn
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	kyssa
kisser	0.844	0.682	0.618	kyssa
kissy	0.874	0.684	0.402	kossar
kit	0.583	0.344	0.420	setti
kitchen	0.700	0.234	0.398	eldhús
kite	0.643	0.500	0.573	flugdreka
kitten	0.816	0.343	0.260	kettlingur
kiwi	0.646	0.273	0.282	kíví
klutz	0.275	0.451	0.356	klútz
knack	0.562	0.518	0.820	lagni
knapsack	0.551	0.317	0.268	bakpoka
knead	0.490	0.457	0.345	hnoða
knee	0.520	0.245	0.396	hné
kneecap	0.427	0.360	0.440	hnéskel
kneel	0.426	0.417	0.217	krjúpa
kneeling	0.245	0.435	0.144	krjúpandi
knell	0.354	0.500	0.377	knýja
knick	0.480	0.509	0.420	hnakka
knickers	0.552	0.428	0.328	nærbuxur
knife	0.344	0.717	0.573	hníf
knight	0.780	0.441	0.835	riddara
knighthood	0.740	0.660	0.769	riddaragildi
knit	0.630	0.144	0.295	prjóna
knob	0.340	0.360	0.272	hnappur
knock	0.312	0.531	0.527	banka
knockoff	0.350	0.606	0.240	eftirlíking
knockout	0.388	0.755	0.664	slá út
knoll	0.434	0.347	0.333	hnúður
knot	0.541	0.221	0.408	hnútur
knots	0.418	0.346	0.267	hnúta
knotted	0.226	0.412	0.294	hnýtt
know	0.765	0.361	0.704	vita
knowing	0.833	0.353	0.658	vitandi
knowingly	0.500	0.459	0.481	vitandi vits
knowledge	0.847	0.430	0.896	þekkingu
knowledgeable	0.865	0.455	0.971	fróður
knuckle	0.655	0.333	0.393	hnúi
knucklehead	0.157	0.485	0.288	hnúahaus
knuckles	0.271	0.461	0.320	hnúar
koala	0.608	0.210	0.311	kóala
kook	0.417	0.471	0.398	kók
kooky	0.418	0.582	0.366	skrítið
kool-aid	0.531	0.318	0.393	kool-aðstoð
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonít
kudos	0.925	0.587	0.642	hrós
kumquat	0.417	0.426	0.390	kúmquat
lab	0.479	0.500	0.600	rannsóknarstofu
label	0.582	0.245	0.423	merki
labor	0.594	0.639	0.754	vinnuafl
laboratory	0.571	0.490	0.537	rannsóknarstofu
labored	0.646	0.451	0.637	erfiði
laborer	0.561	0.510	0.698	verkamaður
laboring	0.705	0.644	0.737	erfiði
laborious	0.393	0.635	0.709	erfiði
labyrinth	0.479	0.811	0.491	völundarhús
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	blúndur
laceration	0.143	0.667	0.443	rifur
lack	0.250	0.365	0.242	skortur
lackey	0.260	0.510	0.166	lakei
lacking	0.229	0.375	0.121	vantar
lackluster	0.250	0.311	0.264	slappur
lacquer	0.510	0.353	0.258	lakk
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktósi
lad	0.637	0.388	0.336	sveinn
ladder	0.560	0.438	0.358	stiga
laddie	0.668	0.539	0.391	dama
laden	0.392	0.478	0.554	hlaðinn
lading	0.388	0.463	0.409	hleðslu
ladle	0.531	0.368	0.352	sleif
lady	0.854	0.481	0.602	kona
lady bug	0.490	0.434	0.381	frú galla
ladybug	0.602	0.400	0.224	maríubjöllu
ladylike	0.592	0.559	0.538	dömulegt
ladyship	0.561	0.480	0.822	frú
lag	0.220	0.375	0.246	seinkun
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	eftirbátur
lagoon	0.660	0.231	0.373	lón
lair	0.469	0.438	0.392	bæli
laity	0.510	0.320	0.487	leikmanna
lake	0.694	0.196	0.425	vatn
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	lamb
lame	0.145	0.410	0.217	leiðinlegur
lament	0.198	0.398	0.352	harma
lamenting	0.156	0.390	0.254	harmandi
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	lagskipt
lamp	0.510	0.260	0.309	lampi
lamppost	0.420	0.337	0.455	ljósastaur
lance	0.406	0.620	0.587	lansa
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	landi
landed	0.709	0.620	0.480	lenti
landfall	0.521	0.434	0.407	landfall
landfill	0.398	0.423	0.324	urðunarstað
landing	0.552	0.696	0.596	lendingu
landlady	0.677	0.303	0.417	húsfreyja
landlocked	0.280	0.391	0.367	landlukt
landlord	0.684	0.500	0.858	leigusala
