English Word	Valence	Arousal	Dominance	Luxembourgish Word
instill	0.562	0.490	0.618	instill
instinct	0.771	0.602	0.642	instinkt
instinctive	0.752	0.575	0.694	instinktiv
institute	0.604	0.480	0.807	Institut
institution	0.580	0.311	0.790	Institutioun
instruct	0.729	0.490	0.833	instruéieren
instructed	0.740	0.388	0.722	instruéiert
instruction	0.656	0.434	0.736	Uweisunge
instructional	0.698	0.500	0.773	pädagogesch
instructions	0.582	0.302	0.556	Uweisungen
instructive	0.583	0.420	0.643	léierräich
instructor	0.771	0.490	0.782	Instruktor
instrument	0.562	0.537	0.655	instrument
instrumental	0.740	0.472	0.647	instrumental
instrumentalist	0.656	0.540	0.740	instrumentalist
instrumentality	0.637	0.510	0.618	Instrumentalitéit
insubordination	0.281	0.775	0.634	insubordination
insufferable	0.220	0.784	0.291	onendlech
insufficiency	0.115	0.431	0.210	Insuffizienz
insufficient	0.188	0.380	0.093	net genuch
insufficiently	0.147	0.509	0.198	net genuch
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	isoléieren
insulated	0.208	0.265	0.304	isoléiert
insulation	0.245	0.327	0.264	Isolatioun
insulin	0.429	0.472	0.375	Insulin
insult	0.085	0.831	0.389	beleidegt
insulting	0.094	0.840	0.412	beleidegend
insurance	0.714	0.308	0.825	Versécherung
insure	0.700	0.415	0.698	versécheren
insurgent	0.235	0.735	0.660	rebellesch
insurmountable	0.620	0.627	0.737	insurmountable
insurrection	0.229	0.706	0.582	Opstand
intact	0.716	0.212	0.602	intakt
intake	0.604	0.527	0.442	opnahmen
intangible	0.525	0.480	0.473	immateriellt
integer	0.573	0.327	0.595	ganz Zuel
integral	0.590	0.337	0.615	integral
integrate	0.729	0.390	0.700	integréieren
integration	0.771	0.480	0.737	Integratioun
integrity	0.865	0.413	0.848	Integritéit
intellect	0.844	0.418	0.870	intellekt
intellectual	0.906	0.455	0.845	intellektuell
intelligence	0.833	0.587	0.885	Intelligenz
intelligent	0.917	0.541	0.868	intelligent
intelligibility	0.740	0.481	0.689	Verständlechkeet
intelligible	0.635	0.480	0.691	verständlech
intend	0.562	0.520	0.519	wëlles
intended	0.406	0.542	0.587	virgesinn
intending	0.510	0.567	0.597	Absicht
intense	0.592	0.774	0.679	intensiv
intensely	0.694	0.846	0.750	intensiv
intensify	0.604	0.870	0.737	verstäerken
intensity	0.622	0.930	0.952	Intensitéit
intensive	0.570	0.842	0.776	intensiv
intent	0.550	0.481	0.500	Absicht
intention	0.531	0.480	0.636	Absicht
intentional	0.650	0.615	0.750	virsiichteg
intentionally	0.450	0.676	0.696	bewosst
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	interagéieren
interaction	0.646	0.735	0.750	Interaktioun
interactive	0.727	0.811	0.770	interaktiv
intercede	0.582	0.577	0.630	intercedéieren
intercept	0.221	0.660	0.676	interceptéieren
interception	0.327	0.673	0.643	Ofbriechen
intercession	0.503	0.486	0.598	Fürbitte
interchange	0.615	0.527	0.565	Échangeur
interchangeable	0.615	0.459	0.526	austauschbar
interchanged	0.396	0.472	0.434	ausgetauscht
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	Geschlecht
interdependence	0.608	0.618	0.639	interdependence
interdependent	0.410	0.482	0.598	interdependent
interdiction	0.337	0.500	0.585	Interdiktioun
interest	0.780	0.667	0.618	Interessi
interested	0.750	0.529	0.725	interesséiert
interesting	0.927	0.726	0.731	interessant
interface	0.643	0.357	0.600	Interface
interfere	0.323	0.714	0.471	amëschen
interference	0.396	0.736	0.357	Amëschung
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	intergalaktesch
interim	0.604	0.400	0.524	interim
interior	0.618	0.157	0.462	bannen
interject	0.333	0.648	0.658	interjectéieren
interlocutory	0.490	0.500	0.527	interlocutory
interlude	0.470	0.417	0.377	Tëschenzäit
intermediary	0.427	0.510	0.643	Tëschestatioun
intermediate	0.480	0.368	0.400	Mëttelstuf
interment	0.235	0.608	0.346	begruewen
interminable	0.327	0.481	0.561	onendlech
intermission	0.490	0.360	0.402	Tëschenzäit
intermittent	0.337	0.565	0.436	intermittéierend
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	intern
internally	0.615	0.400	0.616	intern
international	0.800	0.519	0.702	international
internet	0.760	0.462	0.755	Internet
internship	0.590	0.510	0.482	Stage
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpoléieren
interpolation	0.419	0.506	0.528	Interpolatioun
interpret	0.646	0.625	0.673	interpretéieren
interpretation	0.677	0.594	0.620	Interpretatioun
interpreter	0.708	0.461	0.596	Dolmetscher
interpretive	0.531	0.549	0.595	interpretativ
interrelated	0.615	0.469	0.592	interrelated
interrogate	0.323	0.808	0.680	froen
interrogation	0.302	0.827	0.657	Verhéier
interrupt	0.210	0.635	0.509	ënnerbrach
interrupted	0.281	0.559	0.333	ënnerbrach
interrupting	0.146	0.593	0.509	ënnerbrach
interruption	0.184	0.632	0.425	Ënnerbriechung
interrupts	0.204	0.545	0.389	ënnerbrach
intersect	0.521	0.510	0.480	kräizen
intersection	0.344	0.541	0.658	Kräizung
interstate	0.520	0.443	0.600	interstate
interstellar	0.708	0.702	0.622	interstellar
interstitial	0.333	0.471	0.534	interstitiell
interval	0.510	0.284	0.400	Intervall
intervene	0.520	0.677	0.768	intervenéieren
intervening	0.398	0.627	0.442	intervenéieren
intervention	0.388	0.696	0.689	Interventioun
interview	0.573	0.770	0.619	Interview
interviewer	0.552	0.736	0.816	interviewer
interworking	0.552	0.587	0.691	interworking
intestate	0.459	0.467	0.415	intestat
intestinal	0.357	0.531	0.370	intestinal
intestine	0.343	0.450	0.380	Darm
intestines	0.292	0.547	0.398	Darm
intimacy	0.857	0.802	0.558	Intimitéit
intimate	0.724	0.598	0.393	intim
intimately	0.806	0.573	0.590	intim
intimation	0.406	0.673	0.500	Intimatioun
intimidate	0.210	0.804	0.632	intimidéieren
intimidated	0.177	0.663	0.208	intimidéiert
intimidating	0.229	0.790	0.708	intimiderend
intimidation	0.177	0.791	0.644	Intimidatioun
intolerable	0.146	0.660	0.439	onerlaabt
intolerance	0.052	0.704	0.520	Intoleranz
intolerant	0.135	0.676	0.509	intolerant
intonation	0.615	0.442	0.598	Intonatioun
intoxicated	0.079	0.824	0.246	alkoholiséiert
intoxicating	0.224	0.760	0.464	bedruchend
intoxication	0.323	0.710	0.400	Intoxikatioun
intracranial	0.281	0.602	0.553	intrakranial
intractable	0.154	0.694	0.302	intractable
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	intravenös
intrepid	0.753	0.696	0.637	intrepid
intricate	0.559	0.704	0.500	komplizéiert
intrigue	0.362	0.830	0.327	Intrig
intriguing	0.422	0.713	0.462	intrigant
intrinsic	0.406	0.471	0.526	intrinsesch
intrinsically	0.459	0.382	0.538	intrinsesch
intro	0.510	0.331	0.657	intro
introduce	0.592	0.559	0.648	aféieren
introduction	0.612	0.413	0.640	Aféierung
introductory	0.635	0.368	0.593	Aféierung
introspection	0.603	0.337	0.575	Introspektioun
introspective	0.552	0.360	0.471	introspektiv
intrude	0.058	0.735	0.480	opdréngen
intruder	0.146	0.740	0.324	Andréngen
intrusion	0.293	0.641	0.670	Agrëff
intrusive	0.461	0.607	0.538	opdrénglech
intubation	0.276	0.598	0.526	intubatioun
intuition	0.857	0.508	0.602	Intuition
intuitive	0.771	0.573	0.690	intuitiv
intuitively	0.670	0.561	0.648	intuitiv
inundation	0.177	0.780	0.455	Iwwerschwemmung
invade	0.408	0.892	0.714	iwwerfalen
invader	0.200	0.827	0.618	Eruewerer
invalid	0.180	0.330	0.255	ongëlteg
invalidate	0.315	0.480	0.397	ongëlteg
invalidation	0.181	0.490	0.278	Invalidatioun
invalidity	0.186	0.394	0.158	Invaliditéit
invaluable	0.740	0.500	0.745	onwäertbar
invariably	0.458	0.365	0.550	onweigerlech
invasion	0.271	0.843	0.808	Invasioun
invasive	0.194	0.730	0.598	invasiv
invent	0.719	0.689	0.833	erfannen
invention	0.714	0.577	0.811	Erfindung
inventive	0.780	0.627	0.721	inventiv
inventor	0.781	0.667	0.847	Erfinder
inventory	0.594	0.463	0.490	Inventar
inverse	0.459	0.337	0.319	ëmgedréint
inversely	0.286	0.418	0.351	ëmgedréint
inversion	0.602	0.630	0.772	inversion
invert	0.510	0.585	0.706	ëmdréinen
inverted	0.310	0.471	0.357	ëmgedréint
invest	0.650	0.663	0.682	investéieren
investigate	0.640	0.500	0.781	ënnersichen
investigation	0.531	0.592	0.820	Enquête
investigative	0.562	0.600	0.704	investigativ
investigator	0.615	0.509	0.779	Enquêteur
investment	0.720	0.592	0.745	Investitioun
investor	0.794	0.655	0.791	Investisseur
invidious	0.112	0.650	0.364	invidious
invigorate	0.821	0.798	0.831	stäerken
invincible	0.867	0.853	0.914	invincible
invisibility	0.438	0.461	0.382	Onsiichtbarkeet
invisible	0.417	0.345	0.412	onsichtbar
invitation	0.802	0.549	0.647	Invitatioun
invite	0.745	0.655	0.611	invitéieren
inviting	0.938	0.571	0.538	invitéieren
invocation	0.430	0.620	0.673	Opruff
invoice	0.480	0.380	0.474	Rechnung
invoke	0.583	0.740	0.579	opruffen
involuntary	0.354	0.490	0.231	onfräiwëlleg
involution	0.296	0.420	0.407	involutioun
involve	0.694	0.490	0.728	involvéieren
involvement	0.760	0.620	0.696	Engagement
invulnerable	0.552	0.683	0.745	onschëlleg
inwards	0.490	0.385	0.438	no bannen
iodine	0.390	0.265	0.333	jod
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	irate
ire	0.198	0.740	0.575	ier
iridescent	0.602	0.588	0.539	iriséierend
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	irkéiert
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	Eisen
ironclad	0.561	0.648	0.679	Eisen gekleet
ironic	0.435	0.550	0.500	ironesch
irons	0.531	0.441	0.625	Eisen
irony	0.390	0.587	0.508	ironie
irradiation	0.385	0.736	0.509	Bestralung
irrational	0.125	0.648	0.394	irrational
irrationality	0.198	0.735	0.361	Irrationalitéit
irreconcilable	0.146	0.667	0.375	irreconciliable
irreducible	0.296	0.455	0.569	irreduzéierbar
irrefutable	0.496	0.549	0.716	irrefutable
irregular	0.312	0.548	0.321	onregelméisseg
irregularity	0.104	0.647	0.306	Onregelméissegkeet
irregularly	0.292	0.565	0.397	onregelméisseg
irrelevant	0.138	0.311	0.296	irrelevant
irreparable	0.061	0.530	0.430	irreparabel
irreplaceable	0.479	0.580	0.833	irreplaceable
irrepressible	0.512	0.566	0.745	irrepressibel
irresistible	0.823	0.833	0.839	irresistibel
irrespective	0.497	0.538	0.745	onofhängeg
irresponsible	0.177	0.680	0.241	onverantwortlech
irreverent	0.191	0.694	0.634	irreverent
irreversible	0.170	0.541	0.667	irreversibel
irrevocable	0.296	0.560	0.712	irrevocable
irrigate	0.272	0.458	0.490	irrigéieren
irrigation	0.259	0.426	0.426	Bewässerung
irritability	0.146	0.853	0.283	Reizbarkeet
irritable	0.112	0.952	0.462	reizbar
irritate	0.167	0.890	0.368	irritéieren
irritated	0.210	0.816	0.281	irritéiert
irritates	0.173	0.810	0.295	irritéiert
irritating	0.104	0.912	0.393	irritéierend
irritation	0.073	0.833	0.496	Reizung
island	0.745	0.347	0.432	Insel
isle	0.667	0.390	0.443	insel
islet	0.612	0.314	0.367	Insel
isolate	0.235	0.422	0.336	isoléieren
isolated	0.221	0.356	0.255	isoléiert
isolation	0.198	0.338	0.339	Isoléierung
isomorphism	0.448	0.361	0.481	Isomorphismus
isothermal	0.459	0.491	0.500	isothermesch
isotope	0.429	0.404	0.407	Isotop
issue	0.316	0.819	0.351	erausginn
itch	0.319	0.610	0.465	jucken
itching	0.208	0.690	0.300	Jucken
itchy	0.334	0.726	0.296	jucken
item	0.594	0.270	0.465	item
itemize	0.459	0.527	0.518	itemize
items	0.542	0.401	0.434	Artikelen
iterate	0.449	0.460	0.440	iteréieren
iteration	0.531	0.449	0.486	iteration
iterative	0.429	0.420	0.500	iterativ
itinerant	0.449	0.545	0.439	reesend
itinerary	0.551	0.550	0.454	route
ivory	0.625	0.235	0.566	Elfebeen
jab	0.385	0.519	0.482	jap
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	jackal
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	jacket
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	geckeg
jag	0.408	0.440	0.427	jog
jagged	0.082	0.462	0.213	geckeg
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	Prisong
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	Gefängnis
jailhouse	0.104	0.887	0.430	Prisongshaus
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	jamm
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	gestoppt
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	Hausmeeschter
janitorial	0.490	0.373	0.481	janitorial
japan	0.667	0.482	0.580	Japan
jar	0.430	0.346	0.318	jar
jargon	0.333	0.548	0.404	Jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	schrecklech
jasmine	0.765	0.230	0.286	jasmin
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	Geelsucht
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	späicheren
jaw	0.500	0.510	0.420	kack
jawbone	0.468	0.413	0.342	Kiefer
jaws	0.385	0.528	0.455	Kiefer
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	jalous
jealousy	0.146	0.783	0.481	Jalousie
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	jeering
jelly	0.651	0.294	0.256	jelly
jellybean	0.592	0.406	0.399	jellybean
jellyfish	0.531	0.567	0.377	Jellyfish
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	a Gefor bréngen
jeopardy	0.129	0.908	0.536	Gefor
jerk	0.194	0.630	0.238	jeck
jerks	0.214	0.788	0.395	jerks
jerky	0.233	0.538	0.358	ruckeleg
jersey	0.594	0.317	0.411	Jersey
jest	0.520	0.736	0.222	geck
jester	0.388	0.670	0.264	Geck
jesus	0.800	0.400	0.620	jesus
jet	0.612	0.721	0.606	jet
jetty	0.602	0.480	0.453	jetty
jewel	0.827	0.588	0.625	Bijou
jeweler	0.760	0.482	0.500	Bijoutier
jewelry	0.823	0.569	0.597	Bijouen
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	jiggle
jigsaw	0.594	0.582	0.519	Puzzel
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitters
jittery	0.344	0.856	0.255	jitter
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	Aarbecht
jobinterview	0.684	0.837	0.723	Virstellungsgespréich
jock	0.592	0.656	0.473	jock
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jog
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	matmaachen
joined	0.667	0.394	0.600	ugeschloss
joining	0.755	0.469	0.685	uschléissen
joint	0.615	0.392	0.566	gemeinsame
jointly	0.708	0.425	0.602	gemeinsam
joke	0.704	0.610	0.316	Geck
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	geckeg
jolly	0.959	0.705	0.708	jolly
jolt	0.365	0.708	0.358	jolt
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	journal
journalism	0.622	0.500	0.684	Journalismus
journalist	0.542	0.452	0.732	Journalist
journalistic	0.696	0.449	0.495	journalistesch
journey	0.910	0.702	0.625	Rees
journeyman	0.765	0.596	0.741	Reesmann
joust	0.520	0.528	0.551	jost
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	Freed
joyful	0.990	0.740	0.667	frou
joyous	0.958	0.580	0.728	frou
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	Freed
jubilant	0.844	0.673	0.664	jubel
jubilee	0.916	0.500	0.579	jubileum
judge	0.510	0.604	0.857	Riichter
judged	0.281	0.686	0.722	beurteelt
judging	0.240	0.625	0.693	beurteelen
judgment	0.396	0.600	0.816	Uerteel
judgmental	0.330	0.602	0.579	veruerteelt
judicial	0.378	0.667	0.833	geriichtlech
judiciary	0.439	0.740	0.897	Justiz
judicious	0.630	0.432	0.772	uerdentlech
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	kanns
juggle	0.594	0.760	0.426	jongleren
juggler	0.633	0.821	0.480	jongléieren
juggling	0.562	0.874	0.346	jongleren
jugular	0.271	0.573	0.426	jugulär
juice	0.776	0.281	0.352	Jus
juicer	0.552	0.520	0.564	Juicer
juicy	0.823	0.529	0.490	saftig
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juck
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	jubel
jumbled	0.292	0.602	0.445	gemëscht
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	sprangen
jump rope	0.656	0.660	0.368	sprangen Seel
jumper	0.615	0.336	0.481	sprénger
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	sprangen
junction	0.490	0.481	0.364	Kräizung
juncture	0.365	0.582	0.491	juncture
jungle	0.500	0.510	0.481	jungle
junior	0.635	0.343	0.304	junior
juniper	0.583	0.327	0.352	Juniper
junk	0.115	0.481	0.118	dreckeg
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	junkyard
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	juristesch
jurisdiction	0.480	0.580	0.820	Juridictioun
jurisprudence	0.360	0.425	0.764	Jurisprudenz
jurist	0.479	0.523	0.713	Jurist
juror	0.582	0.640	0.750	Juroren
jury	0.479	0.607	0.789	Jury
justice	0.760	0.538	0.787	Gerechtegkeet
justifiable	0.786	0.413	0.821	gerechtfäerdegt
justification	0.622	0.444	0.661	Begrënnung
justify	0.612	0.473	0.615	berechtegen
juststop	0.417	0.379	0.364	just ophalen
justthebeginning	0.573	0.451	0.481	just den Ufank
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	jugendlech
juxtaposition	0.427	0.500	0.460	Zesummenhang
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	Kaleidoskop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	Känguruh
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaputt
karaoke	0.763	0.649	0.342	Karaokeszelt
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmesch
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kiel
keen	0.823	0.719	0.806	gär
keep	0.714	0.296	0.547	halen
keeper	0.612	0.457	0.773	Keeper
keeping	0.592	0.280	0.723	halen
keepsake	0.740	0.307	0.491	Erënnerung
keg	0.551	0.389	0.404	kack
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	tierkesch
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kernel
kerosene	0.302	0.472	0.427	Kerosin
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	kessel
key	0.615	0.275	0.519	Schlëssel
keyboard	0.573	0.279	0.349	Tastatur
keyed	0.469	0.497	0.521	geklaut
keyhole	0.438	0.358	0.356	Schlësselloch
keynote	0.630	0.431	0.545	keynote
keypad	0.604	0.255	0.330	Tastatur
keystone	0.573	0.438	0.491	keystone
keyword	0.602	0.520	0.747	Schlësselwuert
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibel
kick	0.271	0.791	0.526	kick
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	kicken
kickoff	0.583	0.600	0.629	Start
kid	0.760	0.453	0.298	Kand
kidder	0.708	0.768	0.471	kidder
kidding	0.622	0.625	0.457	Geck
kiddo	0.674	0.393	0.419	kiddo
kiddos	0.500	0.480	0.342	Kanner
kidnap	0.032	0.923	0.535	entfouert
kidnapped	0.044	0.923	0.455	entfouert
kidnapper	0.115	0.906	0.618	kidnapper
kidnapping	0.094	0.880	0.561	entfouert
kidney	0.448	0.363	0.380	Nier
kids	0.837	0.500	0.417	Kanner
kill	0.052	0.941	0.736	ëmbréngen
killer	0.041	0.971	0.543	Killer
killing	0.080	0.959	0.696	ëmbréngen
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	Uewen
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogramm
kilometer	0.490	0.439	0.485	Kilometer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	kinn
kind	0.918	0.240	0.618	Aart
kindergarten	0.833	0.462	0.308	Spillschoul
kindling	0.520	0.651	0.421	opzebréngen
kindness	0.938	0.350	0.508	Frëndlechkeet
kindred	0.760	0.418	0.517	Famill
kinematics	0.594	0.480	0.614	kinematik
kinesiology	0.491	0.480	0.633	kinesiologie
kinetic	0.582	0.540	0.537	kinetesch
king	0.677	0.690	0.892	Kinnek
king snake	0.458	0.835	0.647	Kinnek Schlaang
kingdom	0.714	0.547	0.910	Kinnekräich
kingpin	0.357	0.626	0.642	kingpin
kink	0.337	0.634	0.321	kuck
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	Famill
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	kuss
kisser	0.844	0.682	0.618	kisser
kissy	0.874	0.684	0.402	kuss
kit	0.583	0.344	0.420	kit
kitchen	0.700	0.234	0.398	Kichen
kite	0.643	0.500	0.573	kite
kitten	0.816	0.343	0.260	kitten
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	knack
knapsack	0.551	0.317	0.268	knappsack
knead	0.490	0.457	0.345	knéit
knee	0.520	0.245	0.396	Knéi
kneecap	0.427	0.360	0.440	Knéikapp
kneel	0.426	0.417	0.217	knéien
kneeling	0.245	0.435	0.144	knéien
knell	0.354	0.500	0.377	knall
knick	0.480	0.509	0.420	knack
knickers	0.552	0.428	0.328	knickers
knife	0.344	0.717	0.573	Messer
knight	0.780	0.441	0.835	Ritter
knighthood	0.740	0.660	0.769	Ritterschaft
knit	0.630	0.144	0.295	strécken
knob	0.340	0.360	0.272	knupp
knock	0.312	0.531	0.527	klappen
knockoff	0.350	0.606	0.240	ausklappen
knockout	0.388	0.755	0.664	erausschloen
