English Word	Valence	Arousal	Dominance	Romanian Word
irrefutable	0.496	0.549	0.716	de nerefuzat
irregular	0.312	0.548	0.321	neregulat
irregularity	0.104	0.647	0.306	neregularitate
irregularly	0.292	0.565	0.397	neregulat
irrelevant	0.138	0.311	0.296	irelevant
irreparable	0.061	0.530	0.430	ireparabil
irreplaceable	0.479	0.580	0.833	de neînlocuit
irrepressible	0.512	0.566	0.745	ireprimabil
irresistible	0.823	0.833	0.839	irezistibil
irrespective	0.497	0.538	0.745	indiferent
irresponsible	0.177	0.680	0.241	iresponsabil
irreverent	0.191	0.694	0.634	ireverent
irreversible	0.170	0.541	0.667	ireversibil
irrevocable	0.296	0.560	0.712	irevocabil
irrigate	0.272	0.458	0.490	iriga
irrigation	0.259	0.426	0.426	irigare
irritability	0.146	0.853	0.283	iritabilitate
irritable	0.112	0.952	0.462	iritabil
irritate	0.167	0.890	0.368	irita
irritated	0.210	0.816	0.281	iritat
irritates	0.173	0.810	0.295	irita
irritating	0.104	0.912	0.393	iritant
irritation	0.073	0.833	0.496	iritație
island	0.745	0.347	0.432	insulă
isle	0.667	0.390	0.443	insulă
islet	0.612	0.314	0.367	insuliță
isolate	0.235	0.422	0.336	izola
isolated	0.221	0.356	0.255	izolat
isolation	0.198	0.338	0.339	izolare
isomorphism	0.448	0.361	0.481	izomorfism
isothermal	0.459	0.491	0.500	izotermic
isotope	0.429	0.404	0.407	izotop
issue	0.316	0.819	0.351	problema
itch	0.319	0.610	0.465	mâncărime
itching	0.208	0.690	0.300	mâncărime
itchy	0.334	0.726	0.296	râios
item	0.594	0.270	0.465	articol
itemize	0.459	0.527	0.518	detaliază
items	0.542	0.401	0.434	articole
iterate	0.449	0.460	0.440	repeta
iteration	0.531	0.449	0.486	repetare
iterative	0.429	0.420	0.500	iterativ
itinerant	0.449	0.545	0.439	itinerant
itinerary	0.551	0.550	0.454	itinerarul
ivory	0.625	0.235	0.566	fildeş
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	şacal
jackass	0.188	0.692	0.279	măgar
jacket	0.656	0.302	0.382	sacou
jackhammer	0.199	0.690	0.519	ciocan pneumatic
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	iepurele Jack
jacks	0.490	0.400	0.505	cricuri
jade	0.604	0.410	0.455	jad
jaded	0.255	0.560	0.400	ros
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	zimțat
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	temniță
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	temnicer
jailhouse	0.104	0.887	0.430	inchisoare
jalopy	0.396	0.436	0.337	rablă
jam	0.510	0.548	0.318	gem
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	blocat
jammer	0.417	0.540	0.491	bruiaj
janitor	0.510	0.350	0.527	portar
janitorial	0.490	0.373	0.481	menajer
japan	0.667	0.482	0.580	Japonia
jar	0.430	0.346	0.318	borcan
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	zguduitoare
jasmine	0.765	0.230	0.286	iasomie
jasper	0.480	0.425	0.402	jasp
jaundice	0.214	0.480	0.355	icter
jaunt	0.808	0.451	0.500	excursie
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	suliţă
jaw	0.500	0.510	0.420	maxilar
jawbone	0.468	0.413	0.342	osul maxilarului
jaws	0.385	0.528	0.455	fălci
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	gelos
jealousy	0.146	0.783	0.481	gelozie
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	blugi
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	batjocoritor
jelly	0.651	0.294	0.256	jeleu
jellybean	0.592	0.406	0.399	jeleuri
jellyfish	0.531	0.567	0.377	meduze
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	periclita
jeopardy	0.129	0.908	0.536	primejdie
jerk	0.194	0.630	0.238	smucitură
jerks	0.214	0.788	0.395	smucituri
jerky	0.233	0.538	0.358	sacadat
jersey	0.594	0.317	0.411	tricou
jest	0.520	0.736	0.222	glumă
jester	0.388	0.670	0.264	bufon
jesus	0.800	0.400	0.620	Iisus
jet	0.612	0.721	0.606	avion
jetty	0.602	0.480	0.453	dig
jewel	0.827	0.588	0.625	bijuterie
jeweler	0.760	0.482	0.500	bijutier
jewelry	0.823	0.569	0.597	Bijuterii
jib	0.406	0.420	0.413	braţ
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	clipită
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	se zguduie
jigsaw	0.594	0.582	0.519	puzzle
jihad	0.323	0.660	0.444	jihadul
jimmy	0.579	0.321	0.311	Jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	ticăloşie
jitters	0.224	0.918	0.192	draci
jittery	0.344	0.856	0.255	nervos
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	loc de munca
jobinterview	0.684	0.837	0.723	interviu de angajare
jock	0.592	0.656	0.473	jock
jockey	0.562	0.644	0.703	jocheu
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jogging
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	Ioan
join	0.729	0.479	0.684	a te alatura
joined	0.667	0.394	0.600	alăturat
joining	0.755	0.469	0.685	alăturarea
joint	0.615	0.392	0.566	comun
jointly	0.708	0.425	0.602	de comun acord
joke	0.704	0.610	0.316	glumă
joker	0.771	0.760	0.416	glumeţ
joking	0.776	0.839	0.407	glumind
jolly	0.959	0.705	0.708	vesel
jolt	0.365	0.708	0.358	zdruncina
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	iotă
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	jurnal
journalism	0.622	0.500	0.684	jurnalism
journalist	0.542	0.452	0.732	jurnalist
journalistic	0.696	0.449	0.495	jurnalistic
journey	0.910	0.702	0.625	călătorie
journeyman	0.765	0.596	0.741	calfă
joust	0.520	0.528	0.551	turnir
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	bucurie
joyful	0.990	0.740	0.667	vesel
joyous	0.958	0.580	0.728	veselă
joyride	0.694	0.550	0.500	plimbare cu bucurie
joys	0.981	0.643	0.651	bucurii
jubilant	0.844	0.673	0.664	jubilatoare
jubilee	0.916	0.500	0.579	jubileu
judge	0.510	0.604	0.857	judecător
judged	0.281	0.686	0.722	judecat
judging	0.240	0.625	0.693	judecând
judgment	0.396	0.600	0.816	hotărâre
judgmental	0.330	0.602	0.579	critic
judicial	0.378	0.667	0.833	judiciar
judiciary	0.439	0.740	0.897	judiciar
judicious	0.630	0.432	0.772	judicios
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	ulcior
juggle	0.594	0.760	0.426	jongla
juggler	0.633	0.821	0.480	jongler
juggling	0.562	0.874	0.346	jonglarea
jugular	0.271	0.573	0.426	jugulară
juice	0.776	0.281	0.352	suc
juicer	0.552	0.520	0.564	storcator
juicy	0.823	0.529	0.490	suculent
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	tonomat
jumble	0.357	0.613	0.331	încurcătură
jumbled	0.292	0.602	0.445	amestecat
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	a sari
jump rope	0.656	0.660	0.368	a sări coarda
jumper	0.615	0.336	0.481	săritor
jumpsuit	0.562	0.365	0.361	salopeta
jumpy	0.353	0.810	0.216	saritoare
junction	0.490	0.481	0.364	joncţiune
juncture	0.365	0.582	0.491	moment
jungle	0.500	0.510	0.481	junglă
junior	0.635	0.343	0.304	Junior
juniper	0.583	0.327	0.352	ienupăr
junk	0.115	0.481	0.118	deșeuri
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	drogat
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	junkyard
junta	0.451	0.503	0.704	juntă
juridical	0.520	0.431	0.873	juridic
jurisdiction	0.480	0.580	0.820	jurisdicție
jurisprudence	0.360	0.425	0.764	jurisprudenţă
jurist	0.479	0.523	0.713	jurist
juror	0.582	0.640	0.750	jurat
jury	0.479	0.607	0.789	juriu
justice	0.760	0.538	0.787	justiţie
justifiable	0.786	0.413	0.821	justificabil
justification	0.622	0.444	0.661	justificare
justify	0.612	0.473	0.615	justifica
juststop	0.417	0.379	0.364	doar opreste
justthebeginning	0.573	0.451	0.481	doar începutul
jute	0.551	0.216	0.295	iută
juvenile	0.678	0.490	0.526	juvenile
juxtaposition	0.427	0.500	0.460	juxtapunere
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	varză
kaleidoscope	0.615	0.439	0.580	caleidoscop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	cangur
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmic
kayak	0.592	0.600	0.364	caiac
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	chilă
keen	0.823	0.719	0.806	pasionat
keep	0.714	0.296	0.547	a pastra
keeper	0.612	0.457	0.773	portar
keeping	0.592	0.280	0.723	păstrarea
keepsake	0.740	0.307	0.491	suvenir
keg	0.551	0.389	0.404	butoiul
kelp	0.479	0.264	0.213	varec
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	canisa
kerchief	0.520	0.189	0.236	basma
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	nucleu
kerosene	0.302	0.472	0.427	kerosenul
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	fierbător
key	0.615	0.275	0.519	cheie
keyboard	0.573	0.279	0.349	tastatură
keyed	0.469	0.497	0.521	cu cheie
keyhole	0.438	0.358	0.356	gaura cheii
keynote	0.630	0.431	0.545	keynote
keypad	0.604	0.255	0.330	tastatura
keystone	0.573	0.438	0.491	cheia de boltă
keyword	0.602	0.520	0.747	cuvânt cheie
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	han
kibble	0.510	0.458	0.404	crochete
kick	0.271	0.791	0.526	lovitură
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	lovind cu piciorul
kickoff	0.583	0.600	0.629	începe
kid	0.760	0.453	0.298	copil
kidder	0.708	0.768	0.471	puștiul
kidding	0.622	0.625	0.457	glumesc
kiddo	0.674	0.393	0.419	puști
kiddos	0.500	0.480	0.342	copii
kidnap	0.032	0.923	0.535	răpi
kidnapped	0.044	0.923	0.455	răpit
kidnapper	0.115	0.906	0.618	răpitor
kidnapping	0.094	0.880	0.561	răpirea
kidney	0.448	0.363	0.380	rinichi
kids	0.837	0.500	0.417	copii
kill	0.052	0.941	0.736	ucide
killer	0.041	0.971	0.543	ucigaş
killing	0.080	0.959	0.696	ucidere
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	cuptor
kilo	0.438	0.358	0.461	kilogram
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilometru
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	chimono
kin	0.543	0.441	0.457	rude
kind	0.918	0.240	0.618	drăguț
kindergarten	0.833	0.462	0.308	grădiniţă
kindling	0.520	0.651	0.421	surcele
kindness	0.938	0.350	0.508	bunătate
kindred	0.760	0.418	0.517	rude
kinematics	0.594	0.480	0.614	cinematică
kinesiology	0.491	0.480	0.633	kineziologie
kinetic	0.582	0.540	0.537	cinetică
king	0.677	0.690	0.892	rege
king snake	0.458	0.835	0.647	sarpe rege
kingdom	0.714	0.547	0.910	regat
kingpin	0.357	0.626	0.642	coloană
kink	0.337	0.634	0.321	îndoire
kinky	0.449	0.558	0.361	pervers
kinship	0.771	0.300	0.652	rudenie
kiosk	0.500	0.286	0.321	chioşc
kirk	0.510	0.390	0.388	biserică
kiss	0.967	0.813	0.630	sărut
kisser	0.844	0.682	0.618	sărutător
kissy	0.874	0.684	0.402	sărutat
kit	0.583	0.344	0.420	trusa
kitchen	0.700	0.234	0.398	bucătărie
kite	0.643	0.500	0.573	zmeu
kitten	0.816	0.343	0.260	pisoi
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	neîndemânatic
knack	0.562	0.518	0.820	talent
knapsack	0.551	0.317	0.268	rucsac
knead	0.490	0.457	0.345	framanta
knee	0.520	0.245	0.396	genunchi
kneecap	0.427	0.360	0.440	rotula
kneel	0.426	0.417	0.217	îngenunchea
kneeling	0.245	0.435	0.144	în genunchi
knell	0.354	0.500	0.377	dangăt
knick	0.480	0.509	0.420	knick
knickers	0.552	0.428	0.328	chiloţi
knife	0.344	0.717	0.573	cuţit
knight	0.780	0.441	0.835	cavaler
knighthood	0.740	0.660	0.769	calitatea de cavaler
knit	0.630	0.144	0.295	tricota
knob	0.340	0.360	0.272	butonul
knock	0.312	0.531	0.527	bate
knockoff	0.350	0.606	0.240	knockoff
knockout	0.388	0.755	0.664	făcut praf
knoll	0.434	0.347	0.333	movilă
knot	0.541	0.221	0.408	nod
knots	0.418	0.346	0.267	noduri
knotted	0.226	0.412	0.294	înnodat
know	0.765	0.361	0.704	stiu
knowing	0.833	0.353	0.658	știind
knowingly	0.500	0.459	0.481	cu bună ştiinţă
knowledge	0.847	0.430	0.896	cunoştinţe
knowledgeable	0.865	0.455	0.971	informat
knuckle	0.655	0.333	0.393	articulaţie
knucklehead	0.157	0.485	0.288	capul nodului
knuckles	0.271	0.461	0.320	degetelor
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	cook
kooky	0.418	0.582	0.366	straniu
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	cuşer
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	criptonită
kudos	0.925	0.587	0.642	Apreciere
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	laborator
label	0.582	0.245	0.423	eticheta
labor	0.594	0.639	0.754	muncă
laboratory	0.571	0.490	0.537	laborator
labored	0.646	0.451	0.637	trudit
laborer	0.561	0.510	0.698	muncitor
laboring	0.705	0.644	0.737	muncind
laborious	0.393	0.635	0.709	laborios
labyrinth	0.479	0.811	0.491	labirint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	dantelă
laceration	0.143	0.667	0.443	lacerație
lack	0.250	0.365	0.242	lipsa
lackey	0.260	0.510	0.166	lacheu
lacking	0.229	0.375	0.121	lipsit
lackluster	0.250	0.311	0.264	lipsit de strălucire
lacquer	0.510	0.353	0.258	lac
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactoză
lad	0.637	0.388	0.336	flăcău
ladder	0.560	0.438	0.358	scară
laddie	0.668	0.539	0.391	doamna
laden	0.392	0.478	0.554	încărcat
lading	0.388	0.463	0.409	încărcarea
ladle	0.531	0.368	0.352	odă
lady	0.854	0.481	0.602	doamnă
lady bug	0.490	0.434	0.381	buburuză
ladybug	0.602	0.400	0.224	buburuză
ladylike	0.592	0.559	0.538	de lady
ladyship	0.561	0.480	0.822	doamna
lag	0.220	0.375	0.246	lag
lager	0.584	0.480	0.353	bere lager
lagging	0.135	0.538	0.277	întârziat
lagoon	0.660	0.231	0.373	lagună
lair	0.469	0.438	0.392	vizuină
laity	0.510	0.320	0.487	laici
lake	0.694	0.196	0.425	lac
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	miel
lame	0.145	0.410	0.217	şchiop
lament	0.198	0.398	0.352	plânge
lamenting	0.156	0.390	0.254	tânguindu-se
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminat
lamp	0.510	0.260	0.309	lampă
lamppost	0.420	0.337	0.455	stâlp de felinar
lance	0.406	0.620	0.587	lance
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	teren
landed	0.709	0.620	0.480	a aterizat
landfall	0.521	0.434	0.407	aterizare
landfill	0.398	0.423	0.324	groapa de gunoi
landing	0.552	0.696	0.596	aterizare
landlady	0.677	0.303	0.417	proprietara
landlocked	0.280	0.391	0.367	fără ieșire la mare
landlord	0.684	0.500	0.858	proprietar
landmark	0.694	0.355	0.681	Reper
lands	0.594	0.280	0.492	terenuri
landscape	0.719	0.176	0.423	peisaj
landscaping	0.823	0.379	0.519	amenajarea teritoriului
landslide	0.250	0.864	0.530	alunecare de teren
lane	0.449	0.490	0.451	BANDĂ
language	0.677	0.337	0.704	limba
languid	0.281	0.270	0.283	languroasă
languish	0.235	0.408	0.382	lâncezi
languishing	0.308	0.459	0.353	languind
lanky	0.412	0.426	0.370	slabă
lantern	0.622	0.250	0.243	felinar
lap	0.583	0.510	0.412	poala
lapdog	0.388	0.490	0.269	câine popor
lapel	0.460	0.287	0.288	rever
lapse	0.420	0.316	0.281	interval
lapsed	0.357	0.333	0.276	decăzut
laptop	0.724	0.270	0.519	laptop
larceny	0.272	0.821	0.454	furt
lard	0.427	0.239	0.179	untură
larder	0.656	0.290	0.509	cămară
large	0.704	0.565	0.736	mare
larger	0.729	0.654	0.763	mai mare
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	alarcă
larva	0.245	0.423	0.254	larvă
laryngitis	0.125	0.500	0.370	laringită
larynx	0.460	0.420	0.402	laringe
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	bici
lass	0.656	0.536	0.433	fată
lasso	0.438	0.460	0.339	lasou
lastday	0.309	0.580	0.463	ultima zi
lasting	0.804	0.535	0.745	durată
lastminute	0.418	0.582	0.385	ultimul minut
latch	0.395	0.263	0.288	zăvor
late	0.245	0.358	0.315	târziu
lateness	0.214	0.388	0.343	întârziere
latent	0.469	0.500	0.653	latent
lateral	0.469	0.370	0.322	lateral
laterally	0.562	0.255	0.450	lateral
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	strung
lather	0.635	0.327	0.313	spumă
latitude	0.562	0.306	0.490	latitudine
latrine	0.380	0.353	0.176	latrină
latrines	0.214	0.462	0.267	latrine
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	zăbrele
laud	0.493	0.427	0.383	lauda
laudable	0.740	0.472	0.682	lăudabil
laudation	0.542	0.547	0.623	laudare
laudatory	0.612	0.417	0.450	laudativ
laugh	0.980	0.639	0.587	a rade
laughable	0.592	0.627	0.298	ridicol
laughing	0.906	0.596	0.534	razand
laughingstock	0.427	0.779	0.312	obiect ale batjocurii
laughs	0.812	0.846	0.425	râde
laughter	0.959	0.654	0.588	râsete
launch	0.684	0.814	0.598	lansa
launcher	0.677	0.745	0.808	lansator
launches	0.490	0.663	0.602	lansează
launder	0.479	0.450	0.349	spăla
laundering	0.439	0.327	0.444	spalare
laundry	0.644	0.292	0.377	spălătorie
laureate	0.724	0.402	0.702	laureat
laurel	0.646	0.146	0.302	dafin
laurels	0.684	0.279	0.545	lauri
lava	0.280	0.539	0.615	lavă
lavage	0.615	0.467	0.361	lavaj
lavatory	0.510	0.400	0.259	toaletă
lavender	0.812	0.198	0.388	lavandă
lavish	0.792	0.648	0.730	generos
law	0.740	0.590	0.815	lege
lawful	0.660	0.394	0.780	legal
lawless	0.219	0.690	0.420	fără de lege
lawlessness	0.156	0.804	0.509	fărădelege
lawman	0.510	0.523	0.786	om al legii
lawn	0.686	0.153	0.192	gazon
lawnmower	0.480	0.531	0.355	mașină de tuns iarba
lawsuit	0.219	0.794	0.611	proces
lawyer	0.521	0.569	0.784	avocat
lax	0.430	0.401	0.300	lax
laxative	0.271	0.550	0.528	laxativ
lay	0.521	0.336	0.491	culca
layaway	0.429	0.510	0.451	amânare
layer	0.500	0.208	0.366	strat
layered	0.571	0.306	0.436	stratificat
layman	0.531	0.339	0.424	laic
layout	0.615	0.442	0.557	aspect
layover	0.520	0.355	0.500	escală
laziness	0.271	0.240	0.132	lene
lazy	0.392	0.264	0.096	leneş
lazyday	0.337	0.319	0.145	zi de lene
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	conduce
leaded	0.439	0.625	0.595	condus
leader	0.833	0.582	0.926	lider
leadership	0.870	0.690	0.983	conducere
leading	0.823	0.698	0.954	conducere
leads	0.530	0.471	0.615	Oportunitati
leaf	0.583	0.156	0.294	frunze
leaflet	0.490	0.206	0.375	pliant
leafy	0.653	0.530	0.700	cu frunze
league	0.656	0.340	0.462	ligă
leak	0.378	0.833	0.520	scurgere
leakage	0.188	0.731	0.528	scurgere
leaky	0.170	0.686	0.288	permeabil
lean	0.734	0.353	0.438	a se sprijini
leaned	0.570	0.373	0.490	aplecat
leaning	0.480	0.409	0.352	aplecat
leap	0.750	0.663	0.667	salt
learn	0.833	0.643	0.829	învăța
learned	0.704	0.462	0.543	învățat
learner	0.698	0.475	0.398	învăţător
learning	0.833	0.588	0.574	învăţare
lease	0.520	0.463	0.545	închiriere
leash	0.320	0.347	0.427	lesă
leather	0.510	0.324	0.341	Piele
leathery	0.418	0.471	0.411	tare
leave	0.375	0.315	0.295	părăsi
leavemealone	0.240	0.472	0.402	lasa-ma in pace
leaving	0.163	0.542	0.371	plecând
lecherous	0.135	0.704	0.376	libidinos
lecture	0.594	0.462	0.737	lectura
lecturer	0.677	0.549	0.736	lector
ledge	0.406	0.235	0.339	bordură
ledger	0.510	0.362	0.609	registru
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	lipitoare
leeches	0.115	0.698	0.295	lipitori
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	bănuitor
lees	0.360	0.567	0.406	drojdie
leeway	0.562	0.577	0.569	marjă de libertate
left	0.354	0.370	0.361	stânga
leftout	0.229	0.365	0.245	lăsat afară
leftover	0.490	0.460	0.222	resturi
leftovers	0.219	0.350	0.116	resturi
lefty	0.490	0.406	0.379	stângaci
leg	0.510	0.373	0.313	picior
legacy	0.792	0.529	0.827	moştenire
legal	0.653	0.387	0.887	legale
legality	0.765	0.343	0.713	legalitate
legalize	0.510	0.460	0.818	legaliza
legalized	0.760	0.440	0.855	legalizat
legally	0.771	0.482	0.842	legal
legend	0.837	0.519	0.750	legendă
legendary	0.857	0.537	0.863	legendar
legibility	0.771	0.481	0.580	lizibilitate
legible	0.673	0.279	0.509	lizibil
legion	0.469	0.570	0.852	legiune
legislate	0.571	0.582	0.736	legifera
legislation	0.531	0.418	0.808	legislație
legislative	0.633	0.365	0.800	legislativ
legislator	0.490	0.580	0.877	legiuitor
legislature	0.540	0.435	0.698	legislatură
legit	0.747	0.427	0.849	legitim
