English Word	Valence	Arousal	Dominance	Maltese Word
hut	0.633	0.270	0.375	għarix
hutch	0.385	0.453	0.520	hutch
hyacinth	0.372	0.360	0.342	ġjaċint
hybrid	0.500	0.365	0.570	ibridu
hydra	0.406	0.598	0.534	idra
hydrant	0.570	0.413	0.367	idrant
hydrate	0.610	0.367	0.547	idrat
hydraulic	0.522	0.398	0.596	idrawliċi
hydraulics	0.500	0.530	0.588	idrawlika
hydrocephalus	0.286	0.629	0.393	idroċefalu
hydrodynamics	0.552	0.582	0.664	idrodinamika
hydrogen	0.469	0.303	0.554	idroġenu
hydrographic	0.490	0.396	0.642	idrografika
hydrology	0.500	0.380	0.509	idroloġija
hydrophobia	0.323	0.784	0.351	idrofobija
hydroponics	0.500	0.549	0.500	idroponika
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	iġjene
hygienic	0.719	0.245	0.702	iġjeniċi
hygienist	0.698	0.389	0.682	iġjenista
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	innu
hype	0.510	0.500	0.586	hype
hyped	0.708	0.582	0.679	hyped
hyper	0.542	0.616	0.640	iper
hyperactive	0.500	0.921	0.660	iperattiv
hyperbole	0.469	0.521	0.542	iperbole
hyperspace	0.510	0.623	0.755	iperspazju
hypertension	0.133	0.784	0.427	pressjoni għolja
hypertrophy	0.312	0.625	0.413	ipertrofija
hyperventilate	0.347	0.729	0.556	iperventila
hyperventilating	0.164	0.802	0.625	iperventilazzjoni
hyphen	0.552	0.356	0.381	sing
hypnosis	0.417	0.410	0.546	ipnosi
hypnotic	0.571	0.560	0.569	ipnotiku
hypnotist	0.490	0.455	0.627	ipnotist
hypnotize	0.469	0.507	0.508	ipnotizza
hypnotized	0.449	0.434	0.380	ipnotizzat
hypochondriac	0.194	0.588	0.333	ipokondrija
hypocrisy	0.156	0.523	0.370	ipokresija
hypocrite	0.082	0.673	0.306	ipokrita
hypocritical	0.048	0.740	0.415	ipokrita
hypodermic	0.240	0.441	0.445	ipodermika
hypothalamus	0.593	0.427	0.539	ipotalamu
hypothermia	0.184	0.620	0.301	ipotermja
hypothesis	0.552	0.370	0.509	ipoteżi
hypothetical	0.480	0.367	0.361	ipotetiku
hysterectomy	0.178	0.660	0.470	isterektomija
hysteria	0.224	0.906	0.482	isteriżmu
hysterical	0.290	0.942	0.398	isteriku
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	silġ
ice tea	0.771	0.337	0.336	tè silġ
iceberg	0.344	0.540	0.648	iceberg
icebox	0.560	0.222	0.370	icebox
icebreaker	0.571	0.545	0.848	icebreaker
iced	0.564	0.482	0.339	silġ
icing	0.688	0.452	0.411	silġ
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	ikona
iconic	0.583	0.537	0.700	ikoniku
iconography	0.602	0.382	0.653	ikonografija
icy	0.684	0.375	0.345	silġ
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	idea
ideal	0.802	0.437	0.736	ideali
idealism	0.635	0.436	0.689	idealiżmu
idealist	0.816	0.510	0.802	idealista
idealistic	0.812	0.469	0.755	idealistiku
identical	0.635	0.380	0.527	identiċi
identically	0.667	0.427	0.487	b'mod identiku
identification	0.714	0.451	0.692	identifikazzjoni
identify	0.635	0.480	0.667	jidentifikaw
identity	0.663	0.360	0.780	identità
ideology	0.573	0.344	0.692	ideoloġija
idiocy	0.112	0.635	0.137	idiocy
idiom	0.520	0.337	0.445	idjoma
idiomatic	0.531	0.429	0.516	idjomatiku
idiot	0.086	0.567	0.113	idjota
idiotic	0.104	0.620	0.170	idjotiku
idiots	0.143	0.600	0.144	idjoti
idle	0.179	0.167	0.112	idle
idleness	0.308	0.330	0.228	idleness
idler	0.200	0.304	0.194	idler
idol	0.684	0.805	0.853	idolu
idolatry	0.365	0.571	0.625	idolatrija
idolizing	0.676	0.712	0.643	idolalizza
idyllic	0.571	0.394	0.593	idilliku
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	kieku biss
igloo	0.569	0.302	0.345	iglu
igneous	0.469	0.466	0.517	igneous
ignite	0.458	0.785	0.675	jaqbad
ignition	0.365	0.720	0.657	tqabbid
ignorance	0.153	0.417	0.209	injoranza
ignorant	0.102	0.461	0.223	injorant
ignore	0.146	0.230	0.295	jinjora
iguana	0.521	0.235	0.291	igwana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	marid
illegal	0.061	0.787	0.337	illegali
illegality	0.094	0.635	0.427	illegalità
illegally	0.133	0.788	0.402	illegalment
illegible	0.296	0.490	0.315	illeġibbli
illegitimate	0.184	0.644	0.302	illeġittimu
illicit	0.188	0.794	0.390	illeċitu
illiterate	0.120	0.410	0.151	illitterat
illness	0.098	0.717	0.211	mard
illogical	0.208	0.630	0.251	illoġiku
illuminate	0.905	0.646	0.782	idawwal
illuminating	0.949	0.613	0.773	illuminanti
illumination	0.760	0.588	0.537	illuminazzjoni
illuminator	0.770	0.566	0.718	illuminatur
illusion	0.562	0.490	0.387	illużjoni
illustrate	0.750	0.430	0.690	juru
illustration	0.740	0.441	0.640	illustrazzjoni
illustrative	0.771	0.452	0.647	illustrattiv
illustrious	0.673	0.550	0.741	illustri
ilovechristmas	0.885	0.590	0.525	ilove il-Milied
iloveher	0.750	0.519	0.556	inħobbha
image	0.653	0.241	0.453	immaġni
imagery	0.653	0.327	0.390	xbihat
imaginable	0.613	0.529	0.596	immaġinabbli
imaginary	0.560	0.424	0.310	immaġinarju
imagination	0.802	0.491	0.547	immaġinazzjoni
imaginative	0.780	0.541	0.593	immaġinattivi
imagine	0.759	0.480	0.587	immaġina
imagined	0.656	0.412	0.418	immaġina
imaging	0.724	0.394	0.482	immaġini
imagining	0.765	0.458	0.545	timmaġina
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	żbilanċ
imbecile	0.082	0.569	0.260	imbeċilli
imbedded	0.406	0.580	0.562	inkorporat
imissyou	0.480	0.608	0.344	nimmissjak
imitate	0.469	0.561	0.336	jimitaw
imitated	0.333	0.391	0.442	imitat
imitation	0.406	0.592	0.343	imitazzjoni
immaculate	0.698	0.330	0.688	immakulata
immaterial	0.296	0.309	0.295	immaterjali
immature	0.114	0.500	0.200	immaturi
immaturity	0.146	0.567	0.221	immaturità
immeasurable	0.510	0.539	0.712	bla kejl
immeasurably	0.510	0.640	0.680	bla qies
immediacy	0.635	0.630	0.627	immedjatezza
immediate	0.656	0.548	0.716	immedjat
immediately	0.552	0.780	0.707	immedjatament
immemorial	0.327	0.469	0.454	antiki ħafna
immense	0.755	0.750	0.811	immens
immerse	0.510	0.577	0.509	għaddas
immersion	0.510	0.556	0.564	immersjoni
immigrant	0.357	0.663	0.509	immigrant
immigration	0.390	0.667	0.454	l-immigrazzjoni
imminent	0.490	0.784	0.643	imminenti
immobile	0.225	0.217	0.298	immobbli
immoral	0.143	0.622	0.385	immorali
immorality	0.188	0.689	0.315	immoralità
immortal	0.812	0.750	0.795	immortali
immortality	0.688	0.635	0.861	immortalità
immovable	0.480	0.310	0.571	immobbli
immune	0.629	0.472	0.780	immuni
immunity	0.633	0.316	0.786	immunità
immunization	0.667	0.510	0.733	immunizzazzjoni
immutable	0.427	0.431	0.571	immutabbli
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	impatt
impair	0.153	0.500	0.360	tfixkel
impaired	0.130	0.459	0.269	indebolita
impairment	0.170	0.571	0.220	indeboliment
impart	0.521	0.441	0.694	jagħti
impartial	0.531	0.406	0.685	imparzjali
impartiality	0.622	0.394	0.616	imparzjalità
impassable	0.342	0.458	0.553	impassabbli
impassioned	0.740	0.780	0.802	impasjonat
impatience	0.278	0.780	0.411	sabar
impatient	0.250	0.708	0.429	paċenzja
impatiently	0.194	0.750	0.539	bla sabar
impeach	0.208	0.776	0.664	impeach
impeachment	0.163	0.735	0.694	impeachment
impeccable	0.833	0.370	0.824	impekkabbli
impede	0.271	0.510	0.604	jimpedixxu
impediment	0.163	0.600	0.409	impediment
impelled	0.604	0.741	0.690	imbuttat
impending	0.480	0.735	0.752	imminenti
impenetrable	0.531	0.577	0.839	impenetrabbli
imperative	0.625	0.647	0.708	imperattiv
imperceptible	0.378	0.490	0.548	imperċettibbli
imperfect	0.173	0.527	0.202	imperfetta
imperfection	0.190	0.567	0.321	imperfezzjoni
imperfectly	0.297	0.481	0.330	imperfettament
imperial	0.669	0.646	0.922	imperjali
imperialist	0.284	0.786	0.833	imperjalista
impermeable	0.510	0.308	0.558	impermeabbli
impermissible	0.188	0.464	0.352	mhux permessibbli
impersonal	0.316	0.356	0.472	impersonali
impersonate	0.510	0.632	0.591	jippersona
impersonation	0.375	0.618	0.528	impersonazzjoni
impersonator	0.469	0.586	0.406	impersonatur
impertinence	0.170	0.653	0.420	impertinenza
impertinent	0.219	0.826	0.373	impertinenti
impervious	0.582	0.408	0.536	impervja
impetuous	0.602	0.814	0.712	impetuous
impetus	0.521	0.740	0.635	impetu
implacable	0.569	0.663	0.830	implakabbli
implant	0.429	0.510	0.588	impjant
implantation	0.396	0.604	0.741	impjantazzjoni
implanted	0.347	0.500	0.679	impjantati
implement	0.720	0.573	0.792	timplimenta
implicate	0.250	0.670	0.434	jimplika
implicated	0.354	0.673	0.438	implikat
implication	0.337	0.528	0.690	implikazzjoni
implied	0.327	0.530	0.481	implikat
implore	0.396	0.650	0.377	implora
implosion	0.412	0.724	0.547	implożjoni
imply	0.542	0.670	0.533	jimplika
impolite	0.167	0.590	0.282	impolit
import	0.615	0.480	0.623	importa
importance	0.750	0.580	0.864	importanza
important	0.827	0.630	0.836	importanti
importation	0.625	0.500	0.733	importazzjoni
impose	0.503	0.721	0.745	timponi
imposing	0.392	0.731	0.836	jimponi
imposition	0.357	0.604	0.618	impożizzjoni
impossibility	0.170	0.625	0.306	impossibbiltà
impossible	0.153	0.510	0.407	impossibbli
impostor	0.135	0.704	0.442	impostor
impotence	0.198	0.689	0.224	impotenza
impotent	0.146	0.587	0.333	impotenti
impound	0.230	0.587	0.583	sekwestru
impoverished	0.125	0.311	0.203	fqira
impracticable	0.398	0.549	0.381	imprattikabbli
impractical	0.160	0.373	0.291	imprattikabbli
impregnable	0.378	0.549	0.667	impregnabbli
impregnate	0.510	0.721	0.655	impregnate
impress	0.816	0.744	0.895	timpressjona
impressed	0.806	0.770	0.429	impressjonat
impression	0.684	0.557	0.577	impressjoni
impressionable	0.827	0.720	0.645	impressjonabbli
impressive	0.781	0.830	0.873	impressjonanti
imprint	0.615	0.574	0.685	imprint
imprison	0.112	0.829	0.545	ħabs
imprisoned	0.032	0.717	0.302	ħabs
imprisonment	0.133	0.630	0.471	priġunerija
improbable	0.097	0.412	0.439	improbabbli
impromptu	0.541	0.729	0.415	impromptu
improper	0.229	0.520	0.259	mhux xieraq
impropriety	0.133	0.591	0.389	impropjetà
improve	0.833	0.528	0.815	ittejjeb
improved	0.919	0.480	0.679	imtejba
improvement	0.786	0.500	0.611	titjib
improves	0.929	0.625	0.727	titjieb
improving	0.911	0.510	0.682	titjib
improvisation	0.631	0.812	0.529	improvizzazzjoni
improvise	0.646	0.650	0.519	improvisa
improvised	0.610	0.673	0.443	improvizzati
imprudent	0.170	0.676	0.265	imprudenti
impudence	0.214	0.500	0.472	impudenza
impudent	0.302	0.604	0.462	impudent
impulse	0.530	0.840	0.611	impuls
impulsive	0.365	0.864	0.607	impulsiv
impunity	0.313	0.721	0.602	impunità
impure	0.260	0.560	0.208	impur
impurity	0.173	0.546	0.306	impurità
imputation	0.333	0.654	0.621	imputazzjoni
imtryingtosleep	0.438	0.363	0.385	qed nipprova torqod
inability	0.150	0.529	0.250	inabbiltà
inaccessible	0.083	0.585	0.446	inaċċessibbli
inaccurate	0.135	0.450	0.250	mhux preċiż
inaction	0.323	0.225	0.325	nuqqas ta' azzjoni
inactivate	0.245	0.240	0.415	inattiva
inactivation	0.198	0.260	0.220	inattivazzjoni
inactive	0.271	0.167	0.159	inattivi
inactivity	0.135	0.143	0.227	inattività
inadequacy	0.286	0.500	0.297	inadegwatezza
inadequate	0.122	0.450	0.223	inadegwat
inadequateness	0.240	0.529	0.316	inadegwatezza
inadmissible	0.188	0.636	0.389	inammissibbli
inadvertent	0.365	0.368	0.286	involontarjament
inadvertently	0.302	0.541	0.549	involontarjament
inaffable	0.388	0.518	0.455	inaffabbli
inalienable	0.437	0.459	0.608	inaljenabbli
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	inanimat
inapplicable	0.281	0.402	0.330	inapplikabbli
inappropriate	0.135	0.542	0.353	mhux xieraq
inattention	0.208	0.433	0.188	nuqqas ta' attenzjoni
inaudible	0.280	0.398	0.358	ma jinstemgħux
inaugural	0.684	0.567	0.608	inawgurali
inaugurate	0.781	0.582	0.800	jinawgura
inauguration	0.847	0.712	0.769	inawgurazzjoni
inborn	0.590	0.288	0.546	imwielda
inbound	0.531	0.388	0.538	deħlin
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	inkalkulabbli
incandescent	0.354	0.612	0.621	inkandexxenti
incantation	0.439	0.632	0.548	incantazzjoni
incapable	0.156	0.529	0.155	inkapaċi
incapacity	0.052	0.500	0.217	inkapaċità
incarceration	0.100	0.800	0.397	ħabs
incarnate	0.552	0.651	0.593	inkarnat
incase	0.580	0.196	0.365	fil-kas
incendiary	0.281	0.810	0.598	inċendjarju
incense	0.698	0.275	0.328	inċens
incensed	0.338	0.643	0.392	inċensat
incentive	0.812	0.618	0.718	inċentiv
inception	0.604	0.425	0.561	bidu
incessant	0.438	0.760	0.544	bla waqfien
incessantly	0.417	0.765	0.606	bla waqfien
incest	0.073	0.853	0.491	inċest
incestuous	0.188	0.736	0.442	inċestuż
inch	0.481	0.327	0.300	pulzier
incidence	0.417	0.527	0.429	inċidenza
incident	0.084	0.662	0.482	inċident
incidental	0.281	0.610	0.404	inċidentali
incidentally	0.479	0.500	0.500	inċidentalment
incineration	0.229	0.787	0.470	inċinerazzjoni
incinerator	0.250	0.643	0.591	inċineratur
incipient	0.442	0.382	0.430	inċipjenti
incision	0.240	0.663	0.558	inċiżjoni
incisive	0.380	0.602	0.545	inċiżiv
incite	0.449	0.736	0.642	jinċita
incitement	0.302	0.943	0.598	tixwix
inclement	0.260	0.676	0.616	inklement
inclination	0.378	0.490	0.538	inklinazzjoni
incline	0.490	0.423	0.345	inklinazzjoni
inclined	0.469	0.347	0.402	inklinat
include	0.729	0.449	0.702	jinkludu
included	0.760	0.402	0.570	inklużi
including	0.700	0.378	0.518	inklużi
inclusion	0.774	0.404	0.712	inklużjoni
inclusive	0.604	0.420	0.564	inklużiv
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	inkoerenti
income	0.750	0.510	0.728	dħul
incoming	0.660	0.509	0.596	deħlin
incomparable	0.625	0.577	0.670	inkomparabbli
incompatible	0.196	0.500	0.310	inkompatibbli
incompetence	0.077	0.551	0.208	inkompetenza
incompetent	0.133	0.566	0.239	inkompetenti
incomplete	0.153	0.370	0.205	mhux kompluta
incompletely	0.344	0.442	0.232	inkompletament
incompleteness	0.271	0.451	0.234	inkompletezza
incomprehensible	0.250	0.550	0.344	inkomprensibbli
inconceivable	0.198	0.552	0.561	inkonċepibbli
inconclusive	0.153	0.442	0.340	inkonklussiv
incongruous	0.177	0.504	0.343	incongruous
inconsequential	0.250	0.480	0.345	inkonsegwenzjali
inconsiderate	0.224	0.519	0.423	inkonsiderat
inconsistency	0.125	0.480	0.314	inkonsistenza
inconsistent	0.271	0.431	0.295	inkonsistenti
inconspicuous	0.604	0.214	0.368	inconpikwu
incontinence	0.150	0.598	0.272	inkontinenza
inconvenience	0.063	0.667	0.291	inkonvenjent
inconvenient	0.224	0.610	0.375	inkonvenjenti
incorporate	0.745	0.612	0.571	jinkorpora
incorporation	0.573	0.404	0.768	inkorporazzjoni
incorrect	0.140	0.569	0.255	mhux korrett
incorrigible	0.130	0.667	0.500	inkorrigibbli
increase	0.810	0.657	0.886	żid
increased	0.684	0.660	0.773	żdied
incredible	0.857	0.796	0.902	inkredibbli
incredulous	0.286	0.510	0.269	inkredibbli
increment	0.684	0.637	0.750	inkrement
incriminate	0.188	0.810	0.416	jinkriminaw
incriminating	0.133	0.788	0.500	inkriminanti
incrimination	0.152	0.865	0.545	inkriminazzjoni
incubation	0.461	0.490	0.397	inkubazzjoni
incubator	0.510	0.435	0.405	inkubatur
incubus	0.458	0.529	0.482	inkubu
incumbent	0.396	0.540	0.565	inkarigat
incur	0.312	0.667	0.495	jeħel
incurable	0.104	0.667	0.255	inkurabbli
incursion	0.552	0.830	0.719	inkursjoni
indebted	0.138	0.698	0.275	dejn
indecency	0.135	0.670	0.491	indeċenza
indecent	0.083	0.683	0.240	indiċenti
indecision	0.184	0.480	0.196	indeċiżjoni
indecisive	0.271	0.420	0.190	indeċiż
indefensible	0.173	0.647	0.484	indifendibbli
indefinite	0.448	0.292	0.296	indefinit
indelible	0.490	0.337	0.591	indelibbli
indemnification	0.521	0.490	0.770	indennizz
indemnify	0.449	0.548	0.613	jindennizza
indemnity	0.470	0.607	0.692	indennizz
indent	0.479	0.346	0.379	inċiż
indentation	0.374	0.500	0.349	indentazzjoni
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	indipendenza
independent	0.885	0.440	0.872	indipendenti
indescribable	0.448	0.529	0.648	indeskrivibbli
indestructible	0.772	0.731	0.853	indistruttibbli
indeterminate	0.360	0.402	0.322	indeterminat
index	0.448	0.268	0.342	indiċi
indicate	0.594	0.350	0.676	jindikaw
indicating	0.745	0.339	0.555	li jindika
indication	0.719	0.432	0.750	indikazzjoni
indicative	0.510	0.510	0.591	indikattiv
indicator	0.573	0.451	0.670	indikatur
indice	0.469	0.377	0.541	indiċi
indict	0.188	0.731	0.458	akkuża
indictment	0.245	0.745	0.577	akkuża
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	indifferenza
indifferent	0.396	0.157	0.250	indifferenti
indigenous	0.500	0.509	0.552	indiġeni
indigent	0.156	0.481	0.223	indiġent
indigestion	0.204	0.610	0.182	indiġestjoni
indignant	0.260	0.600	0.423	indignant
indignation	0.173	0.778	0.431	indignazzjoni
indignity	0.167	0.500	0.306	indignità
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	indiretti
indiscreet	0.177	0.587	0.342	indiskreti
indiscretion	0.265	0.637	0.390	indiskrezzjoni
indispensable	0.710	0.449	0.802	indispensabbli
indisposed	0.122	0.519	0.206	indisposti
indistinct	0.255	0.340	0.360	indistinti
indistinguishable	0.346	0.458	0.548	indistingwibbli
individual	0.627	0.327	0.533	individwali
individuality	0.612	0.469	0.527	individwalità
indivisible	0.646	0.398	0.580	indiviżibbli
indoctrination	0.327	0.657	0.698	indottrinament
indolent	0.177	0.381	0.259	indolenti
indomitable	0.458	0.800	0.830	indomitabbli
indoor	0.615	0.245	0.347	ġewwa
induce	0.257	0.606	0.684	jinduċu
induced	0.397	0.471	0.491	indotta
inducement	0.647	0.765	0.685	inċentiv
induction	0.392	0.593	0.627	induzzjoni
indulge	0.833	0.716	0.669	jipprattikaw
indulgence	0.479	0.490	0.517	indulġenza
indulgent	0.560	0.481	0.529	indulġenti
industrial	0.469	0.600	0.875	industrijali
industrialist	0.562	0.633	0.843	industrijalist
industrious	0.720	0.537	0.791	industrious
industry	0.650	0.447	0.836	industrija
ineffable	0.551	0.577	0.585	ineffable
ineffective	0.093	0.422	0.094	ineffettiv
ineffectual	0.163	0.412	0.200	ineffettiv
inefficiency	0.092	0.466	0.181	ineffiċjenza
inefficient	0.190	0.460	0.173	ineffiċjenti
inelastic	0.396	0.426	0.385	inelastiku
ineligible	0.143	0.377	0.457	ineliġibbli
inept	0.156	0.418	0.209	inetti
ineptitude	0.177	0.471	0.250	inettitudine
inequality	0.122	0.575	0.259	inugwaljanza
inequitable	0.281	0.519	0.373	inġust
inert	0.323	0.180	0.319	inerti
inertia	0.344	0.288	0.322	inerzja
inevitable	0.316	0.419	0.623	inevitabbli
inexact	0.153	0.459	0.170	ineżatta
inexcusable	0.271	0.582	0.546	bla skuża
inexhaustible	0.602	0.541	0.643	ineżawribbli
inexpensive	0.694	0.414	0.260	rħas
inexperience	0.208	0.614	0.151	nuqqas ta' esperjenza
inexperienced	0.281	0.473	0.231	bla esperjenza
inexplicable	0.224	0.635	0.443	inspjegabbli
inexpressible	0.198	0.608	0.364	inesprimibbli
infallibility	0.583	0.663	0.764	infallibilità
infallible	0.776	0.687	0.809	infallibbli
infamous	0.146	0.580	0.472	infami
infamy	0.177	0.676	0.421	infamija
infancy	0.750	0.399	0.370	tfulija
infant	0.802	0.431	0.328	tarbija
infanticide	0.167	0.856	0.443	infantiċidju
infantile	0.604	0.382	0.259	infantili
infantry	0.531	0.684	0.791	infanterija
infarct	0.080	0.846	0.386	infart
infatuated	0.729	0.764	0.417	infatuated
infatuation	0.844	0.745	0.530	infatwation
infeasible	0.245	0.472	0.236	mhux fattibbli
infect	0.102	0.777	0.424	jinfettaw
infection	0.083	0.735	0.407	infezzjoni
infectious	0.142	0.760	0.422	infettiv
infer	0.449	0.490	0.453	jiddeduċi
inference	0.359	0.479	0.398	inferenza
inferential	0.426	0.451	0.455	inferenzjali
inferior	0.260	0.254	0.106	inferjuri
inferiority	0.177	0.430	0.205	inferjorità
infernal	0.083	0.837	0.571	infernali
inferno	0.051	0.857	0.463	infern
infertile	0.274	0.458	0.255	infertili
infertility	0.170	0.664	0.328	infertilità
infestation	0.256	0.776	0.527	infestazzjoni
infidel	0.177	0.740	0.404	infidel
infidelity	0.062	0.777	0.392	infedeltà
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	jinfiltraw
infiltration	0.265	0.792	0.536	infiltrazzjoni
infinite	0.724	0.583	0.735	infinita
infinitely	0.688	0.643	0.829	infinitament
infinitesimal	0.388	0.472	0.496	infiniteżimali
infinity	0.516	0.459	0.805	infinità
infirm	0.115	0.521	0.210	infirm
infirmary	0.500	0.438	0.517	infermerija
infirmity	0.094	0.482	0.252	infermità
inflammation	0.146	0.765	0.423	infjammazzjoni
inflammatory	0.177	0.642	0.404	infjammatorji
inflatable	0.510	0.510	0.400	jintefħu
inflate	0.305	0.569	0.462	jintefaħ
inflated	0.303	0.431	0.617	minfuħa
inflation	0.219	0.792	0.508	inflazzjoni
inflection	0.385	0.635	0.377	inflessjoni
inflict	0.167	0.760	0.609	jikkawża
infliction	0.302	0.722	0.571	inflizzjoni
inflorescence	0.459	0.344	0.412	fjoritura
influence	0.622	0.663	0.824	influwenza
influential	0.899	0.688	0.944	influwenti
influenza	0.271	0.718	0.321	influwenza
influx	0.622	0.635	0.575	influss
info	0.750	0.330	0.642	info
infomercial	0.427	0.462	0.555	kummerċjali
inform	0.723	0.582	0.679	jinforma
informal	0.480	0.398	0.441	informali
informant	0.604	0.612	0.719	informatur
information	0.765	0.370	0.711	informazzjoni
informative	0.812	0.419	0.741	informattiv
informed	0.543	0.298	0.617	infurmat
informer	0.521	0.578	0.580	informatur
infraction	0.245	0.660	0.471	infrazzjoni
infrared	0.469	0.588	0.526	infra-aħmar
infrastructure	0.604	0.460	0.694	infrastruttura
infrequent	0.312	0.377	0.192	mhux frekwenti
infrequently	0.204	0.250	0.327	rarament
infringement	0.153	0.800	0.481	ksur
infuriate	0.102	0.934	0.596	irrabja
infuriated	0.073	0.930	0.510	irrabjat
infuriates	0.135	0.913	0.627	tferraħ
infuriating	0.139	0.870	0.509	infurjating
infuse	0.380	0.705	0.589	infużjoni
infused	0.385	0.473	0.546	infuża
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	infużjoni
ingenious	0.760	0.690	0.891	inġenjuża
ingenuity	0.708	0.590	0.868	inġenwità
ingest	0.510	0.559	0.473	jibilgħu
ingestion	0.429	0.612	0.512	inġestjoni
ingot	0.688	0.444	0.615	ingott
ingrained	0.531	0.490	0.712	sodi
ingrate	0.235	0.606	0.327	ingrat
ingredient	0.792	0.373	0.451	ingredjent
ingress	0.601	0.366	0.736	dħul
inhabit	0.656	0.378	0.556	jgħixu
inhabitant	0.604	0.356	0.519	abitant
inhabited	0.667	0.361	0.510	abitati
inhabiting	0.458	0.440	0.598	jgħix
inhalation	0.510	0.613	0.464	inalazzjoni
inhale	0.427	0.340	0.492	nifs
inhaler	0.408	0.500	0.349	inalatur
inherent	0.562	0.439	0.480	inerenti
inherit	0.745	0.546	0.694	jiret
inheritance	0.900	0.565	0.798	wirt
inhibit	0.167	0.479	0.447	jinibixxi
inhibition	0.265	0.392	0.534	inibizzjoni
inhibitor	0.281	0.450	0.471	inibitur
inhospitable	0.265	0.531	0.395	inospitabbli
inhuman	0.107	0.660	0.492	inuman
inhumane	0.104	0.587	0.402	inuman
inhumanity	0.143	0.540	0.405	inumanità
inimaginable	0.542	0.636	0.534	inkonċepibbli
inimical	0.260	0.823	0.556	ħżiena
inimitable	0.571	0.413	0.790	inimitabbli
iniquity	0.219	0.567	0.425	l-inkwità
initial	0.583	0.314	0.539	inizjali
initiate	0.719	0.480	0.553	tibda
initiated	0.760	0.490	0.650	mibdija
initiation	0.698	0.529	0.527	bidu
initiative	0.833	0.615	0.768	inizjattiva
inject	0.406	0.735	0.596	injetta
injection	0.281	0.741	0.518	injezzjoni
injunction	0.281	0.422	0.519	inġunzjoni
injure	0.177	0.710	0.364	jweġġgħu
