English Word	Valence	Arousal	Dominance	Igbo Word
invalid	0.180	0.330	0.255	adịghị mma
invalidate	0.315	0.480	0.397	imebi
invalidation	0.181	0.490	0.278	mmebi iwu
invalidity	0.186	0.394	0.158	ezighi ezi
invaluable	0.740	0.500	0.745	bara uru
invariably	0.458	0.365	0.550	mgbe niile
invasion	0.271	0.843	0.808	mbuso agha
invasive	0.194	0.730	0.598	mbuso agha
invent	0.719	0.689	0.833	chepụta
invention	0.714	0.577	0.811	mepụtara
inventive	0.780	0.627	0.721	emeputa ihe
inventor	0.781	0.667	0.847	onye na-emepụta ihe
inventory	0.594	0.463	0.490	ngwa ahịa
inverse	0.459	0.337	0.319	inverse
inversely	0.286	0.418	0.351	inversely
inversion	0.602	0.630	0.772	ntụgharị
invert	0.510	0.585	0.706	tụgharịa
inverted	0.310	0.471	0.357	tụgharịa
invest	0.650	0.663	0.682	itinye ego
investigate	0.640	0.500	0.781	nyochaa
investigation	0.531	0.592	0.820	nyocha
investigative	0.562	0.600	0.704	nyocha
investigator	0.615	0.509	0.779	onye nyocha
investment	0.720	0.592	0.745	itinye ego
investor	0.794	0.655	0.791	onye na-etinye ego
invidious	0.112	0.650	0.364	na-akparị mmadụ
invigorate	0.821	0.798	0.831	mee ka ume
invincible	0.867	0.853	0.914	enweghi ike imeri
invisibility	0.438	0.461	0.382	adịghị ahụ anya
invisible	0.417	0.345	0.412	adịghị ahụ anya
invitation	0.802	0.549	0.647	òkù
invite	0.745	0.655	0.611	kpọrọ òkù
inviting	0.938	0.571	0.538	na-akpọ òkù
invocation	0.430	0.620	0.673	okuku
invoice	0.480	0.380	0.474	akwụkwọ ọnụahịa
invoke	0.583	0.740	0.579	kpọkuo
involuntary	0.354	0.490	0.231	nke akaghi aka
involution	0.296	0.420	0.407	involushọn
involve	0.694	0.490	0.728	itinye aka
involvement	0.760	0.620	0.696	itinye aka
invulnerable	0.552	0.683	0.745	enweghi ike imeri
inwards	0.490	0.385	0.438	n'ime
iodine	0.390	0.265	0.333	ayodiin
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	iwe iwe
ire	0.198	0.740	0.575	ire
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	kpasuru iwe
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	ígwè
ironclad	0.561	0.648	0.679	ironclad
ironic	0.435	0.550	0.500	ihe njo
irons	0.531	0.441	0.625	ígwè
irony	0.390	0.587	0.508	ihe njo
irradiation	0.385	0.736	0.509	irradiation
irrational	0.125	0.648	0.394	enweghị uche
irrationality	0.198	0.735	0.361	enweghị uche
irreconcilable	0.146	0.667	0.375	enweghi ike imekorita
irreducible	0.296	0.455	0.569	enweghi ike ibelata
irrefutable	0.496	0.549	0.716	enweghị mgbagha
irregular	0.312	0.548	0.321	oge niile
irregularity	0.104	0.647	0.306	ihe na-ezighi ezi
irregularly	0.292	0.565	0.397	mgbe mgbe
irrelevant	0.138	0.311	0.296	adịghị mkpa
irreparable	0.061	0.530	0.430	enweghị mgbagha
irreplaceable	0.479	0.580	0.833	enweghi ike dochie anya ya
irrepressible	0.512	0.566	0.745	enweghị mgbagha
irresistible	0.823	0.833	0.839	enweghị ike imeri
irrespective	0.497	0.538	0.745	n'agbanyeghị
irresponsible	0.177	0.680	0.241	enweghị ọrụ
irreverent	0.191	0.694	0.634	enweghị nkwanye ùgwù
irreversible	0.170	0.541	0.667	enweghị mgbagha
irrevocable	0.296	0.560	0.712	enweghị mgbagha
irrigate	0.272	0.458	0.490	igba mmiri n'ubi
irrigation	0.259	0.426	0.426	ogbugba mmiri n'ubi
irritability	0.146	0.853	0.283	mgbakasị ahụ
irritable	0.112	0.952	0.462	iwe
irritate	0.167	0.890	0.368	iwe iwe
irritated	0.210	0.816	0.281	iwe iwe
irritates	0.173	0.810	0.295	na-akpasu iwe
irritating	0.104	0.912	0.393	na-agbakasị ahụ
irritation	0.073	0.833	0.496	iyatesịt
island	0.745	0.347	0.432	agwaetiti
isle	0.667	0.390	0.443	agwaetiti
islet	0.612	0.314	0.367	agwaetiti
isolate	0.235	0.422	0.336	ikewapụ
isolated	0.221	0.356	0.255	dịpụrụ adịpụ
isolation	0.198	0.338	0.339	nnọpụ iche
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotop
issue	0.316	0.819	0.351	mbipụta
itch	0.319	0.610	0.465	ihe mgbu
itching	0.208	0.690	0.300	itching
itchy	0.334	0.726	0.296	itching
item	0.594	0.270	0.465	ihe
itemize	0.459	0.527	0.518	itemize
items	0.542	0.401	0.434	ihe
iterate	0.449	0.460	0.440	imeghari
iteration	0.531	0.449	0.486	ntughari
iterative	0.429	0.420	0.500	ntughari
itinerant	0.449	0.545	0.439	njem njem
itinerary	0.551	0.550	0.454	njem njem
ivory	0.625	0.235	0.566	ọdụm
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jakị
jackal	0.333	0.582	0.436	nkịta ọhịa
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	jaket
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	jed
jaded	0.255	0.560	0.400	jaded
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	gbagwojuru anya
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	nga
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	ngaji
jailer	0.194	0.630	0.632	onye nche
jailhouse	0.104	0.887	0.430	ụlọ nga
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	jam
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	mechiri emechi
jammer	0.417	0.540	0.491	jamma
janitor	0.510	0.350	0.527	onye nche
janitorial	0.490	0.373	0.481	ụlọ mposi
japan	0.667	0.482	0.580	japan
jar	0.430	0.346	0.318	ite
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	na-egbu egbu
jasmine	0.765	0.230	0.286	jasmine
jasper	0.480	0.425	0.402	jasper
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	ube
jaw	0.500	0.510	0.420	agba
jawbone	0.468	0.413	0.342	ọkpụkpụ agba
jaws	0.385	0.528	0.455	agba
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	ekworo
jealousy	0.146	0.783	0.481	ekworo
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	na-akwa emo
jelly	0.651	0.294	0.256	jelii
jellybean	0.592	0.406	0.399	Jelly bean
jellyfish	0.531	0.567	0.377	jeliifish
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	tinye ihe egwu
jeopardy	0.129	0.908	0.536	ihe egwu
jerk	0.194	0.630	0.238	jek
jerks	0.214	0.788	0.395	jerk
jerky	0.233	0.538	0.358	jeri
jersey	0.594	0.317	0.411	uwe elu
jest	0.520	0.736	0.222	igwuri egwu
jester	0.388	0.670	0.264	jester
jesus	0.800	0.400	0.620	Jisus
jet	0.612	0.721	0.606	ugboelu
jetty	0.602	0.480	0.453	jetty
jewel	0.827	0.588	0.625	ọla
jeweler	0.760	0.482	0.500	ihe ịchọ mma
jewelry	0.823	0.569	0.597	ọla
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	jiggle
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitters
jittery	0.344	0.856	0.255	jittery
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	ọrụ
jobinterview	0.684	0.837	0.723	ajụjụ ọnụ ọrụ
jock	0.592	0.656	0.473	jokwa
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jog
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	Jọn
join	0.729	0.479	0.684	sonyere
joined	0.667	0.394	0.600	sonyeere
joining	0.755	0.469	0.685	isonye
joint	0.615	0.392	0.566	nkwonkwo
jointly	0.708	0.425	0.602	ọnụ
joke	0.704	0.610	0.316	njakịrị
joker	0.771	0.760	0.416	njakịrị
joking	0.776	0.839	0.407	njakịrị
jolly	0.959	0.705	0.708	ọṅụ
jolt	0.365	0.708	0.358	jolt
jornada	0.417	0.500	0.533	jonada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	akwụkwọ akụkọ
journalism	0.622	0.500	0.684	oru nta akuko
journalist	0.542	0.452	0.732	odeakụkọ
journalistic	0.696	0.449	0.495	oru nta akuko
journey	0.910	0.702	0.625	njem
journeyman	0.765	0.596	0.741	onye njem
joust	0.520	0.528	0.551	joust
jovial	0.823	0.460	0.526	ihe ọchị
joy	0.980	0.824	0.794	ọṅụ
joyful	0.990	0.740	0.667	ọṅụ
joyous	0.958	0.580	0.728	ọṅụ
joyride	0.694	0.550	0.500	ọṅụ
joys	0.981	0.643	0.651	ọṅụ
jubilant	0.844	0.673	0.664	jubilant
jubilee	0.916	0.500	0.579	jubilii
judge	0.510	0.604	0.857	ikpe
judged	0.281	0.686	0.722	ikpe
judging	0.240	0.625	0.693	ikpe ikpe
judgment	0.396	0.600	0.816	ikpe
judgmental	0.330	0.602	0.579	ikpe
judicial	0.378	0.667	0.833	ikpe
judiciary	0.439	0.740	0.897	ikpe
judicious	0.630	0.432	0.772	ikpe ziri ezi
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	ite
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	ịgba egwu
jugular	0.271	0.573	0.426	jugula
juice	0.776	0.281	0.352	ihe ọṅụṅụ
juicer	0.552	0.520	0.564	ihe ọṅụṅụ
juicy	0.823	0.529	0.490	kemmiri ihe
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	jumble
jumbled	0.292	0.602	0.445	jumbled
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	wuo
jump rope	0.656	0.660	0.368	wuo eriri
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	uwe mwụda
jumpy	0.353	0.810	0.216	na-awụlikwa elu
junction	0.490	0.481	0.364	nkwụsịtụ
juncture	0.365	0.582	0.491	nkwụsịtụ
jungle	0.500	0.510	0.481	oke ohia
junior	0.635	0.343	0.304	nke obere
juniper	0.583	0.327	0.352	osisi junipa
junk	0.115	0.481	0.118	junk
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	junkyard
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	nke iwu
jurisdiction	0.480	0.580	0.820	ikike
jurisprudence	0.360	0.425	0.764	iwu
jurist	0.479	0.523	0.713	ọkàiwu
juror	0.582	0.640	0.750	onye ọka iwu
jury	0.479	0.607	0.789	juri
justice	0.760	0.538	0.787	ikpe ziri ezi
justifiable	0.786	0.413	0.821	ziri ezi
justification	0.622	0.444	0.661	izi ezi
justify	0.612	0.473	0.615	ziri ezi
juststop	0.417	0.379	0.364	kwụsịtụ
justthebeginning	0.573	0.451	0.481	mmalite
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	nwata
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaleidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangaroo
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kpopa
kaput	0.281	0.441	0.440	kpot
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karma
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	nke ukwuu
keep	0.714	0.296	0.547	dobe
keeper	0.612	0.457	0.773	onye nche
keeping	0.592	0.280	0.723	idobe
keepsake	0.740	0.307	0.491	ncheta
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	ulo ulo
kerchief	0.520	0.189	0.236	akwa akwa
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kernel
kerosene	0.302	0.472	0.427	mmanụ ọkụ
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	ketulu
key	0.615	0.275	0.519	igodo
keyboard	0.573	0.279	0.349	ahụigodo
keyed	0.469	0.497	0.521	igodo
keyhole	0.438	0.358	0.356	oghere igodo
keynote	0.630	0.431	0.545	isi okwu
keypad	0.604	0.255	0.330	ahụ igodo
keystone	0.573	0.438	0.491	isi okwu
keyword	0.602	0.520	0.747	isiokwu
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	nkpu
kick	0.271	0.791	0.526	igba
kickboxing	0.427	0.882	0.651	ịkụ ọkpọ
kicker	0.427	0.711	0.614	igba egbe
kicking	0.327	0.802	0.510	igba
kickoff	0.583	0.600	0.629	mgbachapụ
kid	0.760	0.453	0.298	nwata
kidder	0.708	0.768	0.471	nwa ewu
kidding	0.622	0.625	0.457	na-egwu egwu
kiddo	0.674	0.393	0.419	nwata
kiddos	0.500	0.480	0.342	umuaka
kidnap	0.032	0.923	0.535	tọọrọ
kidnapped	0.044	0.923	0.455	tọọrọ
kidnapper	0.115	0.906	0.618	onye ntọ
kidnapping	0.094	0.880	0.561	ịtọrọ mmadụ
kidney	0.448	0.363	0.380	akụrụ
kids	0.837	0.500	0.417	umuaka
kill	0.052	0.941	0.736	igbu
killer	0.041	0.971	0.543	egbu egbu
killing	0.080	0.959	0.696	igbu mmadụ
killjoy	0.178	0.550	0.324	egbu egbu
kiln	0.451	0.423	0.414	okuko
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilomita
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	onye ikwu
kind	0.918	0.240	0.618	ụdị
kindergarten	0.833	0.462	0.308	ụlọ akwụkwọ ọta akara
kindling	0.520	0.651	0.421	ọkụ
kindness	0.938	0.350	0.508	obiọma
kindred	0.760	0.418	0.517	ndị ikwu
kinematics	0.594	0.480	0.614	kinematics
kinesiology	0.491	0.480	0.633	kinesiology
kinetic	0.582	0.540	0.537	kinetic
king	0.677	0.690	0.892	eze
king snake	0.458	0.835	0.647	eze agwọ
kingdom	0.714	0.547	0.910	alaeze
kingpin	0.357	0.626	0.642	eze
kink	0.337	0.634	0.321	nka
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	ikwu
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	egwu
kiss	0.967	0.813	0.630	nsusu ọnụ
kisser	0.844	0.682	0.618	kisser
kissy	0.874	0.684	0.402	nsusu ọnụ
kit	0.583	0.344	0.420	ngwa
kitchen	0.700	0.234	0.398	kichin
kite	0.643	0.500	0.573	kite
kitten	0.816	0.343	0.260	nwa ewu
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	nka
knapsack	0.551	0.317	0.268	akpa akpa
knead	0.490	0.457	0.345	igwakorita
knee	0.520	0.245	0.396	ikpere
kneecap	0.427	0.360	0.440	ikpere ikpere
kneel	0.426	0.417	0.217	gbue ikpere n'ala
kneeling	0.245	0.435	0.144	na-egbu ikpere n'ala
knell	0.354	0.500	0.377	gbue ikpere n'ala
knick	0.480	0.509	0.420	knik
knickers	0.552	0.428	0.328	knicker
knife	0.344	0.717	0.573	mma
knight	0.780	0.441	0.835	onye agha
knighthood	0.740	0.660	0.769	okwa knight
knit	0.630	0.144	0.295	ikpa akwa
knob	0.340	0.360	0.272	isi
knock	0.312	0.531	0.527	kụọ aka
knockoff	0.350	0.606	0.240	ịkụ aka
knockout	0.388	0.755	0.664	kụtuo
knoll	0.434	0.347	0.333	mara
knot	0.541	0.221	0.408	eriri
knots	0.418	0.346	0.267	mara mma
knotted	0.226	0.412	0.294	kechie
know	0.765	0.361	0.704	mara
knowing	0.833	0.353	0.658	ịmara
knowingly	0.500	0.459	0.481	na-ama ụma
knowledge	0.847	0.430	0.896	ihe ọmụma
knowledgeable	0.865	0.455	0.971	maara ihe
knuckle	0.655	0.333	0.393	nkuku
knucklehead	0.157	0.485	0.288	isi nkuku
knuckles	0.271	0.461	0.320	nkwonkwo ụkwụ
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	nko
kooky	0.418	0.582	0.366	oke
kool-aid	0.531	0.318	0.393	kool-enyemaka
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonite
kudos	0.925	0.587	0.642	otuto
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	ụlọ nyocha
label	0.582	0.245	0.423	akara
labor	0.594	0.639	0.754	arụ ọrụ
laboratory	0.571	0.490	0.537	ụlọ nyocha
labored	0.646	0.451	0.637	rụrụ ọrụ
laborer	0.561	0.510	0.698	onye ọrụ
laboring	0.705	0.644	0.737	na-arụ ọrụ
laborious	0.393	0.635	0.709	na-arụsi ọrụ ike
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	lace
laceration	0.143	0.667	0.443	laceration
lack	0.250	0.365	0.242	enweghi
lackey	0.260	0.510	0.166	lake
lacking	0.229	0.375	0.121	enweghi
lackluster	0.250	0.311	0.264	enweghị isi
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactose
lad	0.637	0.388	0.336	nwa nwoke
ladder	0.560	0.438	0.358	ubube
laddie	0.668	0.539	0.391	nwanyi
laden	0.392	0.478	0.554	ibu ibu
lading	0.388	0.463	0.409	ibu ibu
ladle	0.531	0.368	0.352	ladle
lady	0.854	0.481	0.602	nwanyi
lady bug	0.490	0.434	0.381	ahụhụ nwanyị
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	dị ka nwanyị
ladyship	0.561	0.480	0.822	nwanyị
lag	0.220	0.375	0.246	lag
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	na-egbu oge
lagoon	0.660	0.231	0.373	lagoon
lair	0.469	0.438	0.392	uzo
laity	0.510	0.320	0.487	ndị nkịtị
lake	0.694	0.196	0.425	ọdọ mmiri
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	nwa Atụrụ
lame	0.145	0.410	0.217	ngwọrọ
lament	0.198	0.398	0.352	kwaa akwa
lamenting	0.156	0.390	0.254	na-akwa ákwá
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminated
lamp	0.510	0.260	0.309	oriọna
lamppost	0.420	0.337	0.455	ihe njigide oriọkụ
lance	0.406	0.620	0.587	lance
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	ala
landed	0.709	0.620	0.480	rutere
landfall	0.521	0.434	0.407	ọdịda ọdịda
landfill	0.398	0.423	0.324	mkpofu ahịhịa
landing	0.552	0.696	0.596	ọdịda
landlady	0.677	0.303	0.417	onye nwe ulo
landlocked	0.280	0.391	0.367	enweghị ala
landlord	0.684	0.500	0.858	onye nwe ulo
landmark	0.694	0.355	0.681	akara ala
lands	0.594	0.280	0.492	ala
landscape	0.719	0.176	0.423	odida obodo
landscaping	0.823	0.379	0.519	nhazi ala
landslide	0.250	0.864	0.530	ndakpọ ala
lane	0.449	0.490	0.451	uzo
language	0.677	0.337	0.704	asụsụ
languid	0.281	0.270	0.283	na-agwụ ike
languish	0.235	0.408	0.382	na-ata ahụhụ
languishing	0.308	0.459	0.353	na-ata ahụhụ
lanky	0.412	0.426	0.370	dị nro
lantern	0.622	0.250	0.243	oriọna
lap	0.583	0.510	0.412	n'apata
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	agwụla
lapsed	0.357	0.333	0.276	lapsed
laptop	0.724	0.270	0.519	laptọọpụ
larceny	0.272	0.821	0.454	mgbagha
lard	0.427	0.239	0.179	mmanu abuba
larder	0.656	0.290	0.509	lader
large	0.704	0.565	0.736	nnukwu
larger	0.729	0.654	0.763	ibu
largo	0.521	0.480	0.517	nnukwu
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	nwa ahuhu
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	larynx
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	ire ere
lass	0.656	0.536	0.433	lass
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	ụnyaahụ
lasting	0.804	0.535	0.745	na-adịgide adịgide
lastminute	0.418	0.582	0.385	nkeji ikpeazụ
latch	0.395	0.263	0.288	latch
late	0.245	0.358	0.315	mbubreyo
lateness	0.214	0.388	0.343	ịla azụ
latent	0.469	0.500	0.653	latent
lateral	0.469	0.370	0.322	n'akụkụ
laterally	0.562	0.255	0.450	n'azụ
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	lathe
lather	0.635	0.327	0.313	mmiri ọkụ
latitude	0.562	0.306	0.490	latitude
latrine	0.380	0.353	0.176	ụlọ mposi
latrines	0.214	0.462	0.267	ụlọ mposi
latte	0.615	0.320	0.311	latté
lattice	0.406	0.420	0.349	lattice
laud	0.493	0.427	0.383	kelee
laudable	0.740	0.472	0.682	dị ebube
laudation	0.542	0.547	0.623	otuto
laudatory	0.612	0.417	0.450	otuto
laugh	0.980	0.639	0.587	ochi
laughable	0.592	0.627	0.298	na-achị ọchị
laughing	0.906	0.596	0.534	na-achị ọchị
laughingstock	0.427	0.779	0.312	ihe ọchị
laughs	0.812	0.846	0.425	na-achị ọchị
laughter	0.959	0.654	0.588	ochi
launch	0.684	0.814	0.598	igba egbe
launcher	0.677	0.745	0.808	onye mbido
launches	0.490	0.663	0.602	malite
launder	0.479	0.450	0.349	ịsa akwa
laundering	0.439	0.327	0.444	ịsa akwa
laundry	0.644	0.292	0.377	akwa akwa
laureate	0.724	0.402	0.702	onye mmeri
laurel	0.646	0.146	0.302	laurel
laurels	0.684	0.279	0.545	laurel
lava	0.280	0.539	0.615	lava
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	ụlọ mposi
lavender	0.812	0.198	0.388	lavender
lavish	0.792	0.648	0.730	mara mma
law	0.740	0.590	0.815	iwu
lawful	0.660	0.394	0.780	ziri ezi
lawless	0.219	0.690	0.420	emeghi iwu
lawlessness	0.156	0.804	0.509	mmebi iwu
lawman	0.510	0.523	0.786	onye omebe iwu
lawn	0.686	0.153	0.192	ahịhịa
lawnmower	0.480	0.531	0.355	igwe eji asụ ahịhịa
lawsuit	0.219	0.794	0.611	ikpe
lawyer	0.521	0.569	0.784	onye ọka iwu
lax	0.430	0.401	0.300	lax
laxative	0.271	0.550	0.528	laxative
lay	0.521	0.336	0.491	dina
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	oyi akwa
layered	0.571	0.306	0.436	oyi akwa
layman	0.531	0.339	0.424	onye nkịtị
layout	0.615	0.442	0.557	okirikiri nhọrọ ukwuu
layover	0.520	0.355	0.500	nkwụsịtụ
laziness	0.271	0.240	0.132	umengwụ
lazy	0.392	0.264	0.096	umengwụ
lazyday	0.337	0.319	0.145	ụbọchị umengwụ
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	ndu
leaded	0.439	0.625	0.595	edu
leader	0.833	0.582	0.926	onye ndu
leadership	0.870	0.690	0.983	ndu
leading	0.823	0.698	0.954	na-edu
leads	0.530	0.471	0.615	na-edu
leaf	0.583	0.156	0.294	akwukwo
leaflet	0.490	0.206	0.375	mpempe akwụkwọ
leafy	0.653	0.530	0.700	akwukwo
league	0.656	0.340	0.462	otu egwuregwu
leak	0.378	0.833	0.520	ntapu
leakage	0.188	0.731	0.528	ntapu
leaky	0.170	0.686	0.288	leaky
lean	0.734	0.353	0.438	dabere
leaned	0.570	0.373	0.490	dabere
leaning	0.480	0.409	0.352	dabere
leap	0.750	0.663	0.667	wuo
learn	0.833	0.643	0.829	ịmụta
learned	0.704	0.462	0.543	mụtara
learner	0.698	0.475	0.398	onye mmụta
learning	0.833	0.588	0.574	mmụta
lease	0.520	0.463	0.545	mgbazinye
leash	0.320	0.347	0.427	leash
leather	0.510	0.324	0.341	akpụkpọ anụ
leathery	0.418	0.471	0.411	akpụkpọ anụ
leave	0.375	0.315	0.295	pụọ
