English Word	Valence	Arousal	Dominance	Swedish Word
lady	0.854	0.481	0.602	lady
lady bug	0.490	0.434	0.381	nyckelpiga
ladybug	0.602	0.400	0.224	nyckelpiga
ladylike	0.592	0.559	0.538	förnäm
ladyship	0.561	0.480	0.822	nåd
lag	0.220	0.375	0.246	eftersläpning
lager	0.584	0.480	0.353	lageröl
lagging	0.135	0.538	0.277	släpar efter
lagoon	0.660	0.231	0.373	lagun
lair	0.469	0.438	0.392	lya
laity	0.510	0.320	0.487	lekmännen
lake	0.694	0.196	0.425	sjö
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	lamm
lame	0.145	0.410	0.217	lam
lament	0.198	0.398	0.352	beklaga
lamenting	0.156	0.390	0.254	beklaga
lamina	0.510	0.314	0.408	lamell
laminated	0.417	0.304	0.373	laminerad
lamp	0.510	0.260	0.309	lampa
lamppost	0.420	0.337	0.455	lyktstolpe
lance	0.406	0.620	0.587	lans
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	landa
landed	0.709	0.620	0.480	landat
landfall	0.521	0.434	0.407	landföring
landfill	0.398	0.423	0.324	deponi
landing	0.552	0.696	0.596	landning
landlady	0.677	0.303	0.417	värdinna
landlocked	0.280	0.391	0.367	landlåst
landlord	0.684	0.500	0.858	hyresvärd
landmark	0.694	0.355	0.681	landmärke
lands	0.594	0.280	0.492	landar
landscape	0.719	0.176	0.423	landskap
landscaping	0.823	0.379	0.519	landskapsarkitektur
landslide	0.250	0.864	0.530	jordskred
lane	0.449	0.490	0.451	körfält
language	0.677	0.337	0.704	språk
languid	0.281	0.270	0.283	matt
languish	0.235	0.408	0.382	tråna
languishing	0.308	0.459	0.353	smäktande
lanky	0.412	0.426	0.370	gänglig
lantern	0.622	0.250	0.243	lykta
lap	0.583	0.510	0.412	knä
lapdog	0.388	0.490	0.269	knähund
lapel	0.460	0.287	0.288	slag
lapse	0.420	0.316	0.281	upphöra
lapsed	0.357	0.333	0.276	förfallit
laptop	0.724	0.270	0.519	bärbar dator
larceny	0.272	0.821	0.454	stöld
lard	0.427	0.239	0.179	ister
larder	0.656	0.290	0.509	skafferi
large	0.704	0.565	0.736	stor
larger	0.729	0.654	0.763	större
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lärka
larva	0.245	0.423	0.254	larv
laryngitis	0.125	0.500	0.370	laryngit
larynx	0.460	0.420	0.402	struphuvud
lasagna	0.719	0.441	0.396	lasagne
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	surra
lass	0.656	0.536	0.433	tös
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	sista dagen
lasting	0.804	0.535	0.745	varaktig
lastminute	0.418	0.582	0.385	sista minuten
latch	0.395	0.263	0.288	spärr
late	0.245	0.358	0.315	sent
lateness	0.214	0.388	0.343	försening
latent	0.469	0.500	0.653	latent
lateral	0.469	0.370	0.322	lateral
laterally	0.562	0.255	0.450	i sidled
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	svarv
lather	0.635	0.327	0.313	lödder
latitude	0.562	0.306	0.490	latitud
latrine	0.380	0.353	0.176	latrin
latrines	0.214	0.462	0.267	latriner
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	gitter
laud	0.493	0.427	0.383	prisa
laudable	0.740	0.472	0.682	lovvärd
laudation	0.542	0.547	0.623	hyllning
laudatory	0.612	0.417	0.450	berömmande
laugh	0.980	0.639	0.587	skratt
laughable	0.592	0.627	0.298	skrattretande
laughing	0.906	0.596	0.534	skrattande
laughingstock	0.427	0.779	0.312	åtlöje
laughs	0.812	0.846	0.425	skrattar
laughter	0.959	0.654	0.588	skratt
launch	0.684	0.814	0.598	lansera
launcher	0.677	0.745	0.808	launcher
launches	0.490	0.663	0.602	lanseras
launder	0.479	0.450	0.349	tvätta
laundering	0.439	0.327	0.444	tvätt
laundry	0.644	0.292	0.377	tvätt
laureate	0.724	0.402	0.702	pristagare
laurel	0.646	0.146	0.302	lagerblad
laurels	0.684	0.279	0.545	lagrar
lava	0.280	0.539	0.615	lava
lavage	0.615	0.467	0.361	sköljning
lavatory	0.510	0.400	0.259	toalett
lavender	0.812	0.198	0.388	lavendel-
lavish	0.792	0.648	0.730	slösa
law	0.740	0.590	0.815	lag
lawful	0.660	0.394	0.780	laglig
lawless	0.219	0.690	0.420	laglös
lawlessness	0.156	0.804	0.509	laglöshet
lawman	0.510	0.523	0.786	lagman
lawn	0.686	0.153	0.192	gräsmatta
lawnmower	0.480	0.531	0.355	gräsklippare
lawsuit	0.219	0.794	0.611	rättegång
lawyer	0.521	0.569	0.784	advokat
lax	0.430	0.401	0.300	slapp
laxative	0.271	0.550	0.528	laxativ
lay	0.521	0.336	0.491	lägga
layaway	0.429	0.510	0.451	uppehåll
layer	0.500	0.208	0.366	lager
layered	0.571	0.306	0.436	skiktad
layman	0.531	0.339	0.424	lekman
layout	0.615	0.442	0.557	layout
layover	0.520	0.355	0.500	uppehåll
laziness	0.271	0.240	0.132	lättja
lazy	0.392	0.264	0.096	lat
lazyday	0.337	0.319	0.145	latdag
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	leda
leaded	0.439	0.625	0.595	blyinfattad
leader	0.833	0.582	0.926	ledare
leadership	0.870	0.690	0.983	ledarskap
leading	0.823	0.698	0.954	ledande
leads	0.530	0.471	0.615	leder
leaf	0.583	0.156	0.294	blad
leaflet	0.490	0.206	0.375	folder
leafy	0.653	0.530	0.700	lummig
league	0.656	0.340	0.462	liga
leak	0.378	0.833	0.520	läcka
leakage	0.188	0.731	0.528	läckage
leaky	0.170	0.686	0.288	läckande
lean	0.734	0.353	0.438	mager
leaned	0.570	0.373	0.490	lutade sig
leaning	0.480	0.409	0.352	lutande
leap	0.750	0.663	0.667	hoppa
learn	0.833	0.643	0.829	lära sig
learned	0.704	0.462	0.543	lärt mig
learner	0.698	0.475	0.398	elev
learning	0.833	0.588	0.574	inlärning
lease	0.520	0.463	0.545	hyra
leash	0.320	0.347	0.427	koppel
leather	0.510	0.324	0.341	läder-
leathery	0.418	0.471	0.411	seg
leave	0.375	0.315	0.295	lämna
leavemealone	0.240	0.472	0.402	lämna mig ifred
leaving	0.163	0.542	0.371	lämnar
lecherous	0.135	0.704	0.376	liderlig
lecture	0.594	0.462	0.737	föreläsning
lecturer	0.677	0.549	0.736	föreläsare
ledge	0.406	0.235	0.339	avsats
ledger	0.510	0.362	0.609	huvudbok
lee	0.510	0.269	0.296	lä-
leech	0.250	0.623	0.268	igel
leeches	0.115	0.698	0.295	iglar
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	skeptisk
lees	0.360	0.567	0.406	jäst
leeway	0.562	0.577	0.569	spelrum
left	0.354	0.370	0.361	vänster
leftout	0.229	0.365	0.245	utesluten
leftover	0.490	0.460	0.222	överbliven
leftovers	0.219	0.350	0.116	matrester
lefty	0.490	0.406	0.379	vänsterhänt
leg	0.510	0.373	0.313	ben
legacy	0.792	0.529	0.827	arv
legal	0.653	0.387	0.887	Rättslig
legality	0.765	0.343	0.713	laglighet
legalize	0.510	0.460	0.818	legalisera
legalized	0.760	0.440	0.855	legaliseras
legally	0.771	0.482	0.842	lagligt
legend	0.837	0.519	0.750	legend
legendary	0.857	0.537	0.863	legendarisk
legibility	0.771	0.481	0.580	läsbarhet
legible	0.673	0.279	0.509	läsbar
legion	0.469	0.570	0.852	legion
legislate	0.571	0.582	0.736	lagstifta
legislation	0.531	0.418	0.808	lagstiftning
legislative	0.633	0.365	0.800	lagstiftande
legislator	0.490	0.580	0.877	lagstiftare
legislature	0.540	0.435	0.698	lagstiftande församling
legit	0.747	0.427	0.849	äkta
legitimacy	0.823	0.420	0.855	legitimitet
legitimate	0.792	0.363	0.841	legitim
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	ben
legume	0.520	0.302	0.465	grönsak
legwork	0.622	0.560	0.509	benarbete
leisure	0.631	0.429	0.421	fritid
leisurely	0.806	0.250	0.367	maklig
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	citron-
lemonade	0.661	0.287	0.412	citronsaft
lend	0.520	0.461	0.508	låna
lender	0.340	0.520	0.703	långivare
lending	0.510	0.585	0.462	utlåning
length	0.479	0.308	0.533	längd
lengthen	0.619	0.481	0.566	förlänga
lengthened	0.448	0.530	0.474	förlängts
lengthening	0.673	0.530	0.528	förlängning
lengthwise	0.571	0.470	0.528	på längden
lengthy	0.570	0.342	0.528	långvarig
leniency	0.517	0.436	0.545	mildhet
lenient	0.520	0.451	0.340	mild
lens	0.420	0.245	0.472	lins
leopard	0.542	0.755	0.611	leopard
leotard	0.510	0.429	0.391	trikåer
leper	0.075	0.589	0.206	spetälsk
leprechaun	0.417	0.480	0.417	pyssling
leprosy	0.130	0.670	0.349	spetälska
lesion	0.240	0.623	0.361	lesion
less	0.265	0.240	0.115	mindre
lessee	0.417	0.474	0.595	arrendator
lessen	0.235	0.284	0.255	minska
lessening	0.375	0.300	0.277	minska
lesser	0.396	0.167	0.211	mindre
lesson	0.704	0.577	0.593	lektion
lessor	0.552	0.490	0.623	hyresvärd
let	0.427	0.373	0.307	låta
lethal	0.156	0.800	0.745	dödlig
lethargic	0.214	0.245	0.375	slö
lethargy	0.194	0.302	0.316	letargi
letter	0.635	0.279	0.342	brev
lettered	0.542	0.361	0.482	bokstäver
letterhead	0.450	0.316	0.462	brevpapper
lettering	0.541	0.180	0.431	text
letters	0.663	0.327	0.364	brev
lettuce	0.594	0.163	0.291	sallad
leukemia	0.094	0.572	0.351	leukemi
levee	0.520	0.324	0.490	levee
level	0.622	0.277	0.491	nivå
lever	0.400	0.343	0.402	spak
leverage	0.459	0.500	0.629	inflytande
levitate	0.561	0.598	0.551	få att sväva
levy	0.438	0.420	0.491	avgift
lewd	0.188	0.673	0.412	oanständig
lexicon	0.561	0.463	0.615	lexikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	skulder
liability	0.646	0.500	0.802	ansvar
liable	0.656	0.519	0.821	ansvarig
liaison	0.698	0.337	0.472	förbindelse
liar	0.042	0.606	0.339	lögnare
libel	0.128	0.694	0.403	förtal
libelous	0.125	0.735	0.436	ärekränkande
liberal	0.565	0.565	0.755	liberal
liberalism	0.562	0.712	0.750	liberalism
liberate	0.760	0.632	0.708	befria
liberated	0.780	0.630	0.683	befriad
liberating	0.915	0.620	0.745	befriande
liberation	0.745	0.614	0.857	befrielse
liberty	0.938	0.579	0.836	frihet
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	bibliotekarie
library	0.776	0.122	0.549	bibliotek
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	löss
license	0.500	0.394	0.702	licens
lichen	0.418	0.388	0.463	lav
lick	0.470	0.482	0.330	slicka
licorice	0.677	0.310	0.400	lakrits
lid	0.490	0.189	0.255	lock
lie	0.130	0.725	0.272	lögn
liege	0.479	0.426	0.452	liege
lien	0.396	0.580	0.441	kvarstad
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	löjtnant
life	0.918	0.615	0.824	liv
lifeblood	0.673	0.690	0.708	livsnerven
lifeboat	0.724	0.425	0.533	livbåt
lifeguard	0.870	0.606	0.786	livräddare
lifeisgood	0.812	0.575	0.611	livet är gott
lifeless	0.042	0.333	0.163	livlös
lifelike	0.776	0.567	0.765	levande
lifeline	0.735	0.552	0.496	livlina
lifelong	0.823	0.330	0.640	livslångt
lifer	0.427	0.519	0.398	livsvarare
lifesaver	0.908	0.745	0.703	livräddare
lifestyle	0.750	0.472	0.645	livsstil
lifesucks	0.167	0.637	0.377	livet suger
lifetime	0.816	0.559	0.736	livstid
lift	0.704	0.518	0.656	hiss
lifted	0.714	0.441	0.657	lyfts
liftoff	0.531	0.667	0.588	lyft
ligament	0.490	0.410	0.510	ligament
ligation	0.344	0.423	0.396	ligering
ligature	0.478	0.430	0.447	ligatur
light	0.771	0.320	0.519	ljus
light year	0.719	0.425	0.593	ljusår
lightbulb	0.573	0.255	0.302	glödlampa
lighten	0.688	0.438	0.362	lätta
lightheaded	0.347	0.620	0.255	yr
lighthouse	0.622	0.240	0.510	fyr
lighting	0.765	0.440	0.750	belysning
lightness	0.794	0.360	0.526	lätthet
lightning	0.429	0.683	0.595	blixt-
lights	0.750	0.480	0.575	lampor
lightweight	0.670	0.300	0.358	lättvikt
likable	0.865	0.480	0.663	sympatisk
like	0.719	0.353	0.446	tycka om
likelihood	0.760	0.469	0.542	sannolikhet
likely	0.633	0.356	0.454	troligt
likeness	0.688	0.410	0.561	likhet
likewise	0.651	0.217	0.312	likaså
liking	0.963	0.604	0.589	böjelse
lilac	0.688	0.180	0.357	lila
lily	0.640	0.245	0.263	lilja
limb	0.510	0.397	0.427	lem
limber	0.688	0.729	0.673	smidig
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	kalk
limelight	0.667	0.639	0.694	rampljuset
limestone	0.602	0.323	0.381	kalksten
limey	0.469	0.347	0.415	limig
limit	0.427	0.453	0.500	begränsa
limitation	0.190	0.431	0.225	begränsning
limited	0.229	0.273	0.380	begränsad
limitless	0.688	0.574	0.655	gränslös
limo	0.760	0.367	0.667	limousine
limousine	0.638	0.531	0.640	limousine
limp	0.393	0.440	0.172	halta
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	linje
lineage	0.633	0.465	0.721	härstamning
lineal	0.521	0.170	0.474	linjär
linear	0.646	0.250	0.472	linjär
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	fodrad
linen	0.656	0.323	0.286	Linné
liner	0.469	0.396	0.400	liner
lines	0.542	0.317	0.330	rader
lineup	0.635	0.427	0.638	rada upp
linger	0.480	0.311	0.412	dröja kvar
lingerie	0.543	0.463	0.308	underkläder
lingering	0.630	0.643	0.667	dröjande
lingo	0.448	0.364	0.447	jargong
lingual	0.500	0.457	0.315	språklig
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	lingvist
linguistic	0.646	0.351	0.618	språklig
linguistics	0.552	0.390	0.618	lingvistik
lining	0.571	0.363	0.472	foder
link	0.427	0.264	0.491	länk
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	ludd
lion	0.532	0.717	0.682	lejon
lip	0.541	0.348	0.443	läpp
liposuction	0.292	0.684	0.464	fettsugning
lipstick	0.653	0.429	0.306	läppstift
liquefaction	0.449	0.622	0.535	förvätskning
liquefied	0.562	0.463	0.342	flytande
liqueur	0.670	0.612	0.389	likör
liquid	0.562	0.235	0.307	flytande
liquidate	0.327	0.654	0.664	likvidera
liquidation	0.417	0.625	0.649	likvidation
liquidator	0.354	0.663	0.750	likvidator
liquidity	0.688	0.529	0.534	likviditet
liquor	0.603	0.702	0.433	sprit
lira	0.530	0.255	0.370	lire
lisp	0.365	0.412	0.288	läspa
list	0.528	0.260	0.402	lista
listen	0.771	0.360	0.445	lyssna
listener	0.667	0.375	0.403	lyssnare
listenting	0.640	0.377	0.491	lyssnar
listing	0.438	0.273	0.432	lista
listless	0.219	0.350	0.231	håglös
listneing	0.531	0.370	0.433	lyssnande
litany	0.510	0.365	0.482	litania
liter	0.573	0.208	0.382	liter
literacy	0.730	0.306	0.638	läskunnighet
literal	0.570	0.353	0.574	bokstavlig
literally	0.571	0.353	0.673	bokstavligen
literary	0.719	0.324	0.667	litterär
literature	0.708	0.250	0.598	litteratur
lithe	0.656	0.596	0.602	smidig
lithium	0.417	0.330	0.430	litium
lithograph	0.551	0.327	0.481	litografi
lithography	0.561	0.346	0.473	litografi
lithology	0.519	0.378	0.525	litologi
lithosphere	0.473	0.333	0.689	litosfären
litigant	0.219	0.577	0.696	tvistemålsman
litigate	0.260	0.819	0.712	processa
litigation	0.388	0.760	0.602	rättstvister
litigator	0.429	0.630	0.732	processledare
litigious	0.360	0.736	0.632	stridslysten
litter	0.255	0.551	0.110	skräp
little	0.385	0.160	0.213	liten
littlethings	0.740	0.311	0.242	små saker
littoral	0.551	0.387	0.452	kust-
liturgy	0.490	0.327	0.568	liturgi
live	0.880	0.673	0.676	leva
livelife	0.792	0.624	0.664	Lev livet
livelihood	0.698	0.481	0.721	levebröd
lively	0.847	0.810	0.642	livlig
liven	0.708	0.713	0.673	liva upp
liver	0.439	0.290	0.385	lever
livery	0.510	0.417	0.429	livré
livestock	0.729	0.420	0.519	boskap
livid	0.469	0.788	0.490	askgrå
living	0.865	0.608	0.727	levande
lizard	0.378	0.375	0.324	ödla
llama	0.490	0.590	0.519	lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	ladda
loader	0.562	0.377	0.686	lastare
loaf	0.755	0.250	0.277	limpa
loafer	0.235	0.396	0.254	dagdrivare
loam	0.469	0.373	0.673	lerjord
loan	0.552	0.480	0.352	lån
loath	0.135	0.714	0.445	ovillig
loathe	0.094	0.730	0.429	avsky
loathful	0.068	0.740	0.358	avskyvärda
loathing	0.083	0.796	0.368	avsky
loathsome	0.120	0.694	0.343	avskyvärd
lobby	0.625	0.427	0.472	lobby
lobbyist	0.385	0.527	0.565	lobbyist
lobe	0.459	0.364	0.352	lob
lobotomy	0.296	0.598	0.402	lobotomi
lobster	0.571	0.356	0.291	hummer
local	0.656	0.269	0.452	lokal
locale	0.449	0.387	0.352	plats
locality	0.582	0.336	0.464	lokalitet
localization	0.552	0.330	0.545	lokalisering
localize	0.520	0.481	0.679	lokalisera
localized	0.490	0.460	0.621	lokaliserad
locate	0.583	0.520	0.786	lokalisera
location	0.615	0.375	0.546	plats
locator	0.480	0.426	0.614	lokaliserare
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	låsa
locker	0.439	0.300	0.393	skåp
locket	0.615	0.327	0.616	medaljong
locksmith	0.510	0.417	0.491	låssmed
lockup	0.240	0.602	0.617	Låsa in
loco	0.306	0.774	0.226	loko
locomotion	0.470	0.600	0.595	förflyttning
locomotive	0.542	0.650	0.721	lokomotiv
locust	0.479	0.412	0.417	gräshoppa
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	stuga
lodger	0.480	0.448	0.304	inneboende
lodging	0.713	0.286	0.527	logi
loft	0.510	0.378	0.343	loft
lofty	0.755	0.306	0.569	upphöjd
log	0.591	0.371	0.395	logga
logarithm	0.520	0.439	0.551	logaritm
logarithmic	0.469	0.458	0.606	logaritmisk
logic	0.646	0.245	0.819	logik
logical	0.805	0.400	0.648	logisk
logistics	0.633	0.500	0.730	logistik
logo	0.469	0.296	0.565	logotyp
logotype	0.480	0.337	0.509	logotyp
loin	0.420	0.298	0.379	fransyska
lollipop	0.628	0.483	0.357	klubba
lone	0.198	0.204	0.367	ensam
loneliness	0.146	0.182	0.222	ensamhet
lonely	0.250	0.226	0.238	ensam
loner	0.347	0.152	0.221	enstöring
lonesome	0.281	0.213	0.336	ensam
long	0.541	0.353	0.543	lång
longboat	0.551	0.454	0.490	barkass
longevity	0.750	0.353	0.745	livslängd
longing	0.604	0.434	0.560	längtar
longitude	0.479	0.310	0.516	longitud
longitudinal	0.542	0.398	0.582	längsgående
longitudinally	0.541	0.380	0.569	längsgående
longtime	0.362	0.442	0.546	länge sedan
loo	0.385	0.357	0.283	toa
look	0.719	0.429	0.615	se
looker	0.583	0.354	0.451	snygging
lookout	0.698	0.538	0.639	se upp
loom	0.531	0.245	0.325	vävstol
looming	0.367	0.750	0.528	hotande
loon	0.429	0.392	0.325	lom
loony	0.439	0.474	0.295	galen
loop	0.516	0.343	0.317	slinga
loophole	0.406	0.755	0.491	kryphål
loopy	0.438	0.520	0.195	loopig
loose	0.573	0.312	0.365	lösa
loosen	0.487	0.337	0.218	lossa
loosening	0.378	0.343	0.295	lossning
loot	0.604	0.711	0.537	plundra
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	skev
lord	0.618	0.327	0.684	herre
lords	0.571	0.356	0.781	herrar
lordship	0.573	0.557	0.736	herravälde
lore	0.719	0.373	0.768	lore
lorry	0.521	0.481	0.402	lastbil
lose	0.115	0.538	0.176	tappa bort
loser	0.083	0.510	0.155	förlorare
losing	0.076	0.686	0.223	förlorande
loss	0.062	0.567	0.211	förlust
lost	0.199	0.663	0.148	förlorat
lot	0.531	0.215	0.370	massa
lotion	0.724	0.261	0.188	lotion
lots	0.604	0.417	0.424	massor
lottery	0.771	0.731	0.491	lotteri
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	högt
loudly	0.541	0.755	0.667	högt
loudmouth	0.337	0.615	0.456	gaphals
loudness	0.350	0.582	0.620	högljuddhet
loudspeaker	0.490	0.735	0.689	högtalare
lounge	0.592	0.245	0.466	vardagsrum
lounging	0.735	0.167	0.449	slappa
louse	0.184	0.439	0.154	lus
lousy	0.125	0.482	0.234	nedlusad
lovable	0.948	0.335	0.565	intagande
love	1.000	0.519	0.673	kärlek
loved	0.927	0.452	0.582	älskade
lovee	0.949	0.592	0.611	älskade
loveee	0.927	0.592	0.693	loveee
loveless	0.102	0.365	0.216	kärlekslös
lovelife	0.837	0.610	0.592	kärleksliv
loveliness	0.959	0.509	0.750	skönhet
lovelovelove	0.948	0.582	0.554	kärlek Kärlek Kärlek
lovely	0.917	0.456	0.741	härlig
lovemaking	0.969	0.927	0.814	älskling
lovemylife	0.896	0.800	0.573	älskar mitt liv
lover	0.881	0.816	0.750	älskare
lovesick	0.796	0.842	0.500	kärlekssjuka
lovethis	0.867	0.552	0.526	älskar detta
loving	0.948	0.612	0.636	kärleksfull
lovinglife	0.979	0.404	0.673	älskar livet
lovinlife	0.714	0.460	0.544	älska livet
low	0.292	0.220	0.102	låg
lowdown	0.306	0.441	0.441	lowdown
lower	0.327	0.296	0.258	lägre
lowering	0.286	0.363	0.236	sänkning
lowest	0.312	0.304	0.129	lägst
lowlands	0.323	0.290	0.331	låglandet
lowlife	0.296	0.529	0.309	lowlife
lowly	0.562	0.294	0.417	lågmäld
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	lojala
loyalty	0.885	0.406	0.793	lojalitet
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	glidmedel
lubricant	0.656	0.550	0.454	smörjmedel
lubricate	0.552	0.490	0.470	smörja
lubrication	0.624	0.646	0.491	smörjning
lucid	0.771	0.490	0.705	klarsynt
luck	0.854	0.490	0.717	tur
luckiest	0.917	0.690	0.852	lyckligast
lucky	0.960	0.610	0.793	tur-
luckygirl	0.781	0.712	0.471	lyckosam tjej
lucrative	0.729	0.519	0.798	lukrativ
ludicrous	0.137	0.553	0.274	löjlig
lug	0.344	0.443	0.340	öra
luggage	0.561	0.226	0.319	bagage
lukewarm	0.573	0.300	0.241	ljummen
lull	0.602	0.130	0.402	stiltje
lullaby	0.796	0.156	0.339	vaggvisa
lumbar	0.323	0.418	0.342	länd-
lumber	0.517	0.184	0.373	virke
lumbering	0.354	0.561	0.655	skogsavverkning
lumberjack	0.500	0.660	0.726	skogsarbetare
luminescent	0.796	0.550	0.526	självlysande
luminous	0.918	0.392	0.783	lysande
lump	0.438	0.337	0.463	klump
lumpy	0.271	0.378	0.365	klimpig
lunacy	0.132	0.847	0.330	vansinne
lunar	0.562	0.296	0.427	månen
lunatic	0.125	0.792	0.442	galning
lunch	0.880	0.410	0.542	lunch
lunchbox	0.663	0.346	0.346	matlåda
luncheon	0.837	0.240	0.441	lunch
lunchtime	0.896	0.398	0.444	lunchdags
lung	0.510	0.292	0.629	lunga
lunge	0.354	0.721	0.509	utfall
lungs	0.531	0.352	0.555	lungorna
lurch	0.404	0.694	0.363	kränga
lure	0.439	0.565	0.300	locka
lurid	0.186	0.833	0.536	spöklik
lurk	0.219	0.740	0.655	dölja sig
lurking	0.421	0.781	0.575	lurar
luscious	0.885	0.552	0.545	läcker
lush	0.740	0.783	0.833	frodig
lust	0.469	0.944	0.518	lusta
luster	0.833	0.566	0.558	lyster
lustful	0.427	0.896	0.643	vällustig
lustrous	0.771	0.606	0.598	glänsande
lusty	0.469	0.941	0.673	frisk
lute	0.459	0.407	0.500	luta
luxuriant	0.760	0.745	0.812	frodig
luxurious	0.947	0.644	0.754	lyxig
luxury	0.932	0.673	0.750	lyx
lycra	0.520	0.449	0.328	lykra
lye	0.378	0.396	0.443	lut
lying	0.208	0.704	0.317	liggande
lymph	0.398	0.510	0.390	lymfa
lymphatic	0.380	0.509	0.472	lymfatisk
lymphoma	0.208	0.645	0.330	lymfom
lynch	0.167	0.885	0.482	lyncha
lynching	0.135	0.920	0.548	lynchning
lynx	0.510	0.590	0.567	lodjur
lyre	0.719	0.347	0.414	lyra
lyric	0.702	0.269	0.464	lyrisk
lyrical	0.708	0.451	0.618	lyrisk
lyrics	0.582	0.214	0.333	text
macadamia	0.635	0.330	0.434	macadamia
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	makaroner
mace	0.450	0.412	0.415	mace
mach	0.541	0.432	0.463	mach
