English Word	Valence	Arousal	Dominance	Serbian Word
hydraulics	0.500	0.530	0.588	хидраулика
hydrocephalus	0.286	0.629	0.393	хидроцефалус
hydrodynamics	0.552	0.582	0.664	хидродинамика
hydrogen	0.469	0.303	0.554	водоник
hydrographic	0.490	0.396	0.642	хидрографски
hydrology	0.500	0.380	0.509	хидрологије
hydrophobia	0.323	0.784	0.351	хидрофобија
hydroponics	0.500	0.549	0.500	хидропоника
hyena	0.396	0.719	0.464	хијена
hygiene	0.781	0.287	0.537	Хигијена
hygienic	0.719	0.245	0.702	хигијенски
hygienist	0.698	0.389	0.682	хигијеничар
hymen	0.469	0.651	0.457	химен
hymn	0.735	0.292	0.634	химна
hype	0.510	0.500	0.586	хипе
hyped	0.708	0.582	0.679	хипед
hyper	0.542	0.616	0.640	хипер
hyperactive	0.500	0.921	0.660	хиперактиван
hyperbole	0.469	0.521	0.542	хипербола
hyperspace	0.510	0.623	0.755	хиперпростор
hypertension	0.133	0.784	0.427	хипертензија
hypertrophy	0.312	0.625	0.413	хипертрофија
hyperventilate	0.347	0.729	0.556	хипервентилирати
hyperventilating	0.164	0.802	0.625	хипервентилирајући
hyphen	0.552	0.356	0.381	цртица
hypnosis	0.417	0.410	0.546	хипноза
hypnotic	0.571	0.560	0.569	хипнотички
hypnotist	0.490	0.455	0.627	хипнотизер
hypnotize	0.469	0.507	0.508	хипнотише
hypnotized	0.449	0.434	0.380	хипнотисани
hypochondriac	0.194	0.588	0.333	хипохондар
hypocrisy	0.156	0.523	0.370	лицемерје
hypocrite	0.082	0.673	0.306	лицемер
hypocritical	0.048	0.740	0.415	лицемерни
hypodermic	0.240	0.441	0.445	хиподермички
hypothalamus	0.593	0.427	0.539	хипоталамус
hypothermia	0.184	0.620	0.301	хипотермија
hypothesis	0.552	0.370	0.509	хипотеза
hypothetical	0.480	0.367	0.361	хипотетички
hysterectomy	0.178	0.660	0.470	хистеректомија
hysteria	0.224	0.906	0.482	хистерија
hysterical	0.290	0.942	0.398	хистеричан
ibuprofen	0.448	0.427	0.504	ибупрофен
ice	0.440	0.265	0.219	лед
ice tea	0.771	0.337	0.336	Ледени чај
iceberg	0.344	0.540	0.648	Санта леда
icebox	0.560	0.222	0.370	ицебок
icebreaker	0.571	0.545	0.848	ледоломац
iced	0.564	0.482	0.339	ледени
icing	0.688	0.452	0.411	залеђивање
icky	0.357	0.510	0.342	ицки
icon	0.549	0.349	0.415	икона
iconic	0.583	0.537	0.700	иконски
iconography	0.602	0.382	0.653	иконографија
icy	0.684	0.375	0.345	леден
id	0.449	0.344	0.391	ид
idea	0.750	0.538	0.704	идеја
ideal	0.802	0.437	0.736	идеалан
idealism	0.635	0.436	0.689	идеализам
idealist	0.816	0.510	0.802	идеалиста
idealistic	0.812	0.469	0.755	идеалистички
identical	0.635	0.380	0.527	идентичне
identically	0.667	0.427	0.487	идентично
identification	0.714	0.451	0.692	идентификацију
identify	0.635	0.480	0.667	идентификују
identity	0.663	0.360	0.780	идентитет
ideology	0.573	0.344	0.692	идеологија
idiocy	0.112	0.635	0.137	идиотизам
idiom	0.520	0.337	0.445	идиом
idiomatic	0.531	0.429	0.516	идиоматски
idiot	0.086	0.567	0.113	идиот
idiotic	0.104	0.620	0.170	идиотски
idiots	0.143	0.600	0.144	идиоти
idle	0.179	0.167	0.112	неактиван
idleness	0.308	0.330	0.228	нерад
idler	0.200	0.304	0.194	идлер
idol	0.684	0.805	0.853	идол
idolatry	0.365	0.571	0.625	идолопоклонство
idolizing	0.676	0.712	0.643	идолизирајући
idyllic	0.571	0.394	0.593	идилично
iffy	0.380	0.442	0.333	иффи
ifonly	0.406	0.250	0.255	само ако
igloo	0.569	0.302	0.345	иглу
igneous	0.469	0.466	0.517	магматски
ignite	0.458	0.785	0.675	запалити
ignition	0.365	0.720	0.657	паљење
ignorance	0.153	0.417	0.209	незнање
ignorant	0.102	0.461	0.223	незналица
ignore	0.146	0.230	0.295	игнорисати
iguana	0.521	0.235	0.291	игуана
ihatespiders	0.245	0.611	0.420	ихатеспидерс
ilk	0.438	0.451	0.455	илк
ill	0.073	0.410	0.200	болестан
illegal	0.061	0.787	0.337	незаконито
illegality	0.094	0.635	0.427	незаконитости
illegally	0.133	0.788	0.402	илегално
illegible	0.296	0.490	0.315	нечитко
illegitimate	0.184	0.644	0.302	нелегитимни
illicit	0.188	0.794	0.390	недозвољеним
illiterate	0.120	0.410	0.151	неписмен
illness	0.098	0.717	0.211	болест
illogical	0.208	0.630	0.251	нелогично
illuminate	0.905	0.646	0.782	осветлити
illuminating	0.949	0.613	0.773	осветљавајући
illumination	0.760	0.588	0.537	осветљење
illuminator	0.770	0.566	0.718	осветљивач
illusion	0.562	0.490	0.387	илузија
illustrate	0.750	0.430	0.690	илустровати
illustration	0.740	0.441	0.640	илустрација
illustrative	0.771	0.452	0.647	илустративно
illustrious	0.673	0.550	0.741	славан
ilovechristmas	0.885	0.590	0.525	Волим Божић
iloveher	0.750	0.519	0.556	волим је
image	0.653	0.241	0.453	слика
imagery	0.653	0.327	0.390	слике
imaginable	0.613	0.529	0.596	замислив
imaginary	0.560	0.424	0.310	имагинарни
imagination	0.802	0.491	0.547	машту
imaginative	0.780	0.541	0.593	маштовит
imagine	0.759	0.480	0.587	замислити
imagined	0.656	0.412	0.418	нешто замишљено
imaging	0.724	0.394	0.482	сликање
imagining	0.765	0.458	0.545	замишљајући
imam	0.527	0.337	0.539	имам
imbalance	0.115	0.538	0.264	неравнотежа
imbecile	0.082	0.569	0.260	имбецилни
imbedded	0.406	0.580	0.562	уграђен
imissyou	0.480	0.608	0.344	Недостајеш ми
imitate	0.469	0.561	0.336	имитирати
imitated	0.333	0.391	0.442	имитирао
imitation	0.406	0.592	0.343	имитација
immaculate	0.698	0.330	0.688	беспрекоран
immaterial	0.296	0.309	0.295	нематеријалне
immature	0.114	0.500	0.200	незрео
immaturity	0.146	0.567	0.221	незрелости
immeasurable	0.510	0.539	0.712	немерљив
immeasurably	0.510	0.640	0.680	неизмерно
immediacy	0.635	0.630	0.627	непосредност
immediate	0.656	0.548	0.716	непосредан
immediately	0.552	0.780	0.707	одмах
immemorial	0.327	0.469	0.454	од памтивека
immense	0.755	0.750	0.811	огроман
immerse	0.510	0.577	0.509	уронити
immersion	0.510	0.556	0.564	потапање
immigrant	0.357	0.663	0.509	имигрант
immigration	0.390	0.667	0.454	имиграција
imminent	0.490	0.784	0.643	неизбежна
immobile	0.225	0.217	0.298	непокретан
immoral	0.143	0.622	0.385	неморално
immorality	0.188	0.689	0.315	неморал
immortal	0.812	0.750	0.795	бесмртан
immortality	0.688	0.635	0.861	бесмртност
immovable	0.480	0.310	0.571	непокретна
immune	0.629	0.472	0.780	имуни
immunity	0.633	0.316	0.786	имунитет
immunization	0.667	0.510	0.733	имунизација
immutable	0.427	0.431	0.571	непроменљиво
imp	0.350	0.448	0.420	имп
impact	0.469	0.884	0.776	утицај
impair	0.153	0.500	0.360	нарушити
impaired	0.130	0.459	0.269	ослабљен
impairment	0.170	0.571	0.220	погоршање
impart	0.521	0.441	0.694	давати
impartial	0.531	0.406	0.685	непристрасан
impartiality	0.622	0.394	0.616	непристрасност
impassable	0.342	0.458	0.553	непроходан
impassioned	0.740	0.780	0.802	страствено
impatience	0.278	0.780	0.411	нестрпљивост
impatient	0.250	0.708	0.429	нестрпљив
impatiently	0.194	0.750	0.539	нестрпљиво
impeach	0.208	0.776	0.664	опозив
impeachment	0.163	0.735	0.694	импичмент
impeccable	0.833	0.370	0.824	беспрекоран
impede	0.271	0.510	0.604	ометати
impediment	0.163	0.600	0.409	сметња
impelled	0.604	0.741	0.690	нагоњен
impending	0.480	0.735	0.752	висећи
impenetrable	0.531	0.577	0.839	непробојан
imperative	0.625	0.647	0.708	важан
imperceptible	0.378	0.490	0.548	неприметан
imperfect	0.173	0.527	0.202	несавршен
imperfection	0.190	0.567	0.321	несавршеност
imperfectly	0.297	0.481	0.330	несавршено
imperial	0.669	0.646	0.922	царски
imperialist	0.284	0.786	0.833	империјалистички
impermeable	0.510	0.308	0.558	непропусна
impermissible	0.188	0.464	0.352	недозвољено
impersonal	0.316	0.356	0.472	безличан
impersonate	0.510	0.632	0.591	лажно представљати
impersonation	0.375	0.618	0.528	лажно представљање
impersonator	0.469	0.586	0.406	имитатор
impertinence	0.170	0.653	0.420	дрскост
impertinent	0.219	0.826	0.373	дрзак
impervious	0.582	0.408	0.536	непропусни
impetuous	0.602	0.814	0.712	нагло
impetus	0.521	0.740	0.635	подстицај
implacable	0.569	0.663	0.830	неумољив
implant	0.429	0.510	0.588	имплантат
implantation	0.396	0.604	0.741	имплантација
implanted	0.347	0.500	0.679	имплантирано
implement	0.720	0.573	0.792	имплементирати
implicate	0.250	0.670	0.434	имплицирати
implicated	0.354	0.673	0.438	уплетен
implication	0.337	0.528	0.690	импликација
implied	0.327	0.530	0.481	подразумевано
implore	0.396	0.650	0.377	преклињати
implosion	0.412	0.724	0.547	имплозија
imply	0.542	0.670	0.533	подразумевати
impolite	0.167	0.590	0.282	непристојан
import	0.615	0.480	0.623	увоз
importance	0.750	0.580	0.864	значај
important	0.827	0.630	0.836	важно
importation	0.625	0.500	0.733	увоз
impose	0.503	0.721	0.745	намећу
imposing	0.392	0.731	0.836	импозантан
imposition	0.357	0.604	0.618	наметање
impossibility	0.170	0.625	0.306	немогућност
impossible	0.153	0.510	0.407	немогуће
impostor	0.135	0.704	0.442	варалица
impotence	0.198	0.689	0.224	импотенција
impotent	0.146	0.587	0.333	импотентан
impound	0.230	0.587	0.583	запленити
impoverished	0.125	0.311	0.203	осиромашени
impracticable	0.398	0.549	0.381	неизводљиво
impractical	0.160	0.373	0.291	непрактично
impregnable	0.378	0.549	0.667	неосвојив
impregnate	0.510	0.721	0.655	импрегнирати
impress	0.816	0.744	0.895	импресионирати
impressed	0.806	0.770	0.429	импресиониран
impression	0.684	0.557	0.577	утисак
impressionable	0.827	0.720	0.645	упечатљив
impressive	0.781	0.830	0.873	импресиван
imprint	0.615	0.574	0.685	отисак
imprison	0.112	0.829	0.545	затворити
imprisoned	0.032	0.717	0.302	затворен
imprisonment	0.133	0.630	0.471	лишавање слободе
improbable	0.097	0.412	0.439	невероватно
impromptu	0.541	0.729	0.415	импромпту
improper	0.229	0.520	0.259	неправилан
impropriety	0.133	0.591	0.389	неприкладност
improve	0.833	0.528	0.815	побољшати
improved	0.919	0.480	0.679	побољшана
improvement	0.786	0.500	0.611	побољшање
improves	0.929	0.625	0.727	побољшава
improving	0.911	0.510	0.682	побољшање
improvisation	0.631	0.812	0.529	импровизација
improvise	0.646	0.650	0.519	импровизовати
improvised	0.610	0.673	0.443	импровизовано
imprudent	0.170	0.676	0.265	неразборит
impudence	0.214	0.500	0.472	безобразлук
impudent	0.302	0.604	0.462	дрзак
impulse	0.530	0.840	0.611	импулс
impulsive	0.365	0.864	0.607	импулсиван
impunity	0.313	0.721	0.602	некажњивост
impure	0.260	0.560	0.208	нечисти
impurity	0.173	0.546	0.306	нечистоће
imputation	0.333	0.654	0.621	импутација
imtryingtosleep	0.438	0.363	0.385	имтриингтослееп
inability	0.150	0.529	0.250	неспособност
inaccessible	0.083	0.585	0.446	неприступачан
inaccurate	0.135	0.450	0.250	нетачан
inaction	0.323	0.225	0.325	неделовање
inactivate	0.245	0.240	0.415	инактивирати
inactivation	0.198	0.260	0.220	инактивација
inactive	0.271	0.167	0.159	неактиван
inactivity	0.135	0.143	0.227	неактивност
inadequacy	0.286	0.500	0.297	неадекватност
inadequate	0.122	0.450	0.223	неадекватан
inadequateness	0.240	0.529	0.316	неадекватност
inadmissible	0.188	0.636	0.389	недопустиво
inadvertent	0.365	0.368	0.286	нехотице
inadvertently	0.302	0.541	0.549	нехотице
inaffable	0.388	0.518	0.455	непријатан
inalienable	0.437	0.459	0.608	неотуђиви
inane	0.271	0.350	0.268	инане
inanimate	0.281	0.143	0.224	неживо
inapplicable	0.281	0.402	0.330	неприменљиво
inappropriate	0.135	0.542	0.353	неприкладан
inattention	0.208	0.433	0.188	непажња
inaudible	0.280	0.398	0.358	нечујно
inaugural	0.684	0.567	0.608	инаугурални
inaugurate	0.781	0.582	0.800	инаугурисати
inauguration	0.847	0.712	0.769	инаугурација
inborn	0.590	0.288	0.546	урођени
inbound	0.531	0.388	0.538	улазни
inbred	0.397	0.520	0.473	инбред
incalculable	0.449	0.620	0.679	непроцењив
incandescent	0.354	0.612	0.621	ужарене
incantation	0.439	0.632	0.548	инцантатион
incapable	0.156	0.529	0.155	неспособан
incapacity	0.052	0.500	0.217	неспособност
incarceration	0.100	0.800	0.397	затварање
incarnate	0.552	0.651	0.593	оваплоћени
incase	0.580	0.196	0.365	у случају
incendiary	0.281	0.810	0.598	запаљива
incense	0.698	0.275	0.328	тамјан
incensed	0.338	0.643	0.392	распаљен
incentive	0.812	0.618	0.718	подстицај
inception	0.604	0.425	0.561	почетак
incessant	0.438	0.760	0.544	непрекидан
incessantly	0.417	0.765	0.606	непрестано
incest	0.073	0.853	0.491	инцест
incestuous	0.188	0.736	0.442	инцестуозан
inch	0.481	0.327	0.300	инч
incidence	0.417	0.527	0.429	учесталост
incident	0.084	0.662	0.482	инцидент
incidental	0.281	0.610	0.404	успутна
incidentally	0.479	0.500	0.500	узгред
incineration	0.229	0.787	0.470	спаљивање
incinerator	0.250	0.643	0.591	спалионица
incipient	0.442	0.382	0.430	почетно
incision	0.240	0.663	0.558	урезивање
incisive	0.380	0.602	0.545	инцисиве
incite	0.449	0.736	0.642	подстицати
incitement	0.302	0.943	0.598	подстрекавање
inclement	0.260	0.676	0.616	инцлемент
inclination	0.378	0.490	0.538	склоност
incline	0.490	0.423	0.345	нагнути
inclined	0.469	0.347	0.402	склони
include	0.729	0.449	0.702	укључити
included	0.760	0.402	0.570	укључено
including	0.700	0.378	0.518	укључујући
inclusion	0.774	0.404	0.712	инклузија
inclusive	0.604	0.420	0.564	инклузивно
incognito	0.610	0.490	0.446	инкогнито
incoherent	0.122	0.612	0.250	несувисла
income	0.750	0.510	0.728	прихода
incoming	0.660	0.509	0.596	долазни
incomparable	0.625	0.577	0.670	неупоредиво
incompatible	0.196	0.500	0.310	неспојиво
incompetence	0.077	0.551	0.208	неспособност
incompetent	0.133	0.566	0.239	неспособан
incomplete	0.153	0.370	0.205	непотпун
incompletely	0.344	0.442	0.232	непотпуно
incompleteness	0.271	0.451	0.234	недовршености
incomprehensible	0.250	0.550	0.344	несхватљиво
inconceivable	0.198	0.552	0.561	незамислив
inconclusive	0.153	0.442	0.340	неуверљив
incongruous	0.177	0.504	0.343	нескладан
inconsequential	0.250	0.480	0.345	безначајан
inconsiderate	0.224	0.519	0.423	безобзиран
inconsistency	0.125	0.480	0.314	недоследност
inconsistent	0.271	0.431	0.295	недоследан
inconspicuous	0.604	0.214	0.368	неупадљив
incontinence	0.150	0.598	0.272	инконтиненција
inconvenience	0.063	0.667	0.291	непријатности
inconvenient	0.224	0.610	0.375	незгодно
incorporate	0.745	0.612	0.571	припојити
incorporation	0.573	0.404	0.768	инкорпорација
incorrect	0.140	0.569	0.255	неисправан
incorrigible	0.130	0.667	0.500	непоправљив
increase	0.810	0.657	0.886	повећати
increased	0.684	0.660	0.773	повећана
incredible	0.857	0.796	0.902	невероватан
incredulous	0.286	0.510	0.269	неповерљив
