English Word	Valence	Arousal	Dominance	Uyghur Word
overlaid	0.620	0.610	0.676	قاپلانغان
overlap	0.594	0.615	0.627	overlap
overlapping	0.595	0.578	0.684	قاپلاش
overlay	0.564	0.596	0.749	overlay
overload	0.381	0.690	0.652	overload
overlook	0.292	0.418	0.415	سەل قاراش
overlord	0.750	0.755	0.932	overlord
overlying	0.500	0.519	0.691	overlying
overpaid	0.429	0.670	0.585	ئارتۇق ئىش ھەققى
overpass	0.562	0.561	0.565	overpass
overplayed	0.224	0.798	0.586	overplayed
overpower	0.448	0.859	0.783	overpower
overpowering	0.392	0.779	0.589	overpowering
overpriced	0.271	0.556	0.472	ھەددىدىن زىيادە قىممەت
overprotective	0.448	0.673	0.741	ھەددىدىن زىيادە قوغداش
overrated	0.312	0.630	0.482	ھەددىدىن زىيادە ئېشىپ كەتتى
overreact	0.306	0.912	0.471	چەكتىن ئاشۇرۇۋېتىش
override	0.316	0.491	0.529	override
overriding	0.240	0.490	0.384	overriding
overrule	0.224	0.412	0.429	overrule
overrun	0.271	0.764	0.598	overrun
oversee	0.541	0.649	0.778	نازارەت قىلىش
overseer	0.552	0.520	0.873	نازارەتچى
overshadow	0.333	0.549	0.654	كۆلەڭگە
oversight	0.385	0.618	0.723	نازارەتچىلىك
oversized	0.552	0.540	0.679	ھەددىدىن زىيادە چوڭ
overslept	0.408	0.315	0.300	overlept
overstate	0.281	0.779	0.635	overstate
overstock	0.344	0.592	0.589	overstock
overt	0.708	0.326	0.607	ئوچۇق
overtake	0.573	0.620	0.718	overtake
overtaken	0.594	0.552	0.702	ئېشىپ كەتتى
overthemoon	0.643	0.531	0.481	overthemoon
overthinker	0.430	0.606	0.552	ئاغدۇرغۇچى
overthinking	0.408	0.761	0.525	ئاغدۇرۇپ تاشلاش
overthrow	0.260	0.868	0.620	ئاغدۇرۇپ تاشلاش
overtime	0.447	0.504	0.529	ئىسمېنا قوشۇپ ئىشلەش
overtired	0.210	0.357	0.273	overtired
overture	0.490	0.402	0.491	overture
overturn	0.240	0.765	0.396	ئاغدۇرۇپ تاشلاش
overview	0.615	0.380	0.539	ئومۇمىي چۈشەنچە
overweight	0.052	0.500	0.389	ئېغىرلىقى ئېشىپ كەتكەن
overwhelm	0.250	0.823	0.462	ھەممىنى بېسىپ چۈشىدۇ
overwhelmed	0.341	0.680	0.348	ھەددىدىن ئاشتى
overwhelming	0.327	0.830	0.640	ھەممىنى بېسىپ چۈشىدۇ
overworked	0.133	0.670	0.387	ئارتۇق ئىشلىگەن
overwrought	0.156	0.900	0.571	قىش پەسلى
overzealous	0.427	0.804	0.703	ھەددىدىن زىيادە ھەددىدىن زىيادە
owe	0.500	0.429	0.386	قەرزدار
owing	0.396	0.307	0.381	owing
owl	0.520	0.270	0.321	owl
owner	0.776	0.449	0.920	ئىگىسى
ownership	0.628	0.445	0.741	ئىگىدارلىق ھوقۇقى
ox	0.417	0.396	0.412	ox
oxidation	0.453	0.415	0.211	ئوكسىدلىنىش
oxide	0.354	0.377	0.298	ئوكسىد
oxygen	0.908	0.310	0.575	ئوكسىگېن
oxymoron	0.427	0.481	0.398	oxymoron
oyster	0.500	0.311	0.327	oyster
ozone	0.560	0.345	0.518	ozone
pace	0.510	0.380	0.390	سۈرئەت
pacemaker	0.448	0.569	0.582	يۈرەك قوزغاتقۇچ
pacific	0.627	0.118	0.580	تىنچ
pacified	0.802	0.194	0.414	تىنىچلاندى
pacifier	0.615	0.342	0.356	pacifier
pacifist	0.663	0.153	0.557	تىنچلىقپەرۋەر
pacify	0.812	0.283	0.629	تىنچلاندۇرۇش
pacing	0.583	0.551	0.491	pacing
pack	0.510	0.347	0.475	pack
package	0.571	0.433	0.443	بوغچا
packaging	0.604	0.393	0.549	ئورالما
packer	0.520	0.480	0.537	packer
packet	0.582	0.385	0.407	packet
pact	0.442	0.444	0.593	شەرتنامە
pad	0.684	0.279	0.330	pad
padded	0.606	0.212	0.371	padded
padding	0.561	0.398	0.423	padding
paddle	0.561	0.375	0.393	paddle
paddle boat	0.663	0.373	0.415	paddle boat
paddock	0.480	0.429	0.481	paddock
paddy	0.653	0.330	0.330	paddy
padlock	0.459	0.284	0.457	قۇلۇپ
padre	0.684	0.407	0.647	padre
paean	0.552	0.547	0.471	paean
pagan	0.292	0.578	0.542	بۇتپەرەس
paganism	0.240	0.640	0.411	بۇتپەرەسلىك
page	0.677	0.224	0.278	page
pageant	0.719	0.667	0.651	بەت تاللاش
pager	0.510	0.526	0.554	pager
pagination	0.459	0.333	0.400	pagination
paging	0.542	0.398	0.423	paging
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	pail
pain	0.012	0.765	0.395	ئاغرىق
pained	0.112	0.500	0.250	ئاغرىدى
painful	0.050	0.742	0.330	ئازابلىق
painfully	0.156	0.720	0.407	ئازابلىق
painkiller	0.487	0.312	0.481	ئاغرىق توختىتىش دورىسى
painless	0.785	0.173	0.491	ئاغرىقسىز
pains	0.106	0.673	0.362	ئاغرىق
painstaking	0.396	0.335	0.386	جاپالىق
paint	0.667	0.343	0.413	رەڭ
paintball	0.615	0.745	0.537	paintball
paintbrush	0.714	0.226	0.353	paintbrush
painted	0.667	0.333	0.424	بويالغان
painter	0.677	0.366	0.487	رەسسام
painting	0.792	0.324	0.333	رەسىم سىزىش
pair	0.552	0.317	0.304	جۈپ
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	pajama
pajamas	0.719	0.170	0.264	ئۇخلاش كىيىمى
pal	0.812	0.426	0.596	pal
palace	0.878	0.510	0.804	ئوردا
palatable	0.823	0.500	0.594	يېيىشلىك
palate	0.625	0.350	0.358	palate
pale	0.281	0.259	0.245	سۇس
paleontology	0.438	0.308	0.617	paleontology
palette	0.590	0.333	0.205	palette
pall	0.277	0.387	0.394	pall
palladium	0.470	0.380	0.393	palladium
pallet	0.604	0.241	0.349	pallet
palliative	0.548	0.394	0.518	palliative
palm	0.531	0.194	0.340	پەلەمپەي
palmer	0.480	0.269	0.413	palmer
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	palpable
palpitations	0.417	0.702	0.528	palpitations
palsy	0.083	0.446	0.221	پالەچ
paltry	0.333	0.491	0.320	paltry
pamper	0.792	0.321	0.348	pamper
pamphlet	0.530	0.250	0.327	رىسالى
pan	0.734	0.182	0.364	قازان
panacea	0.420	0.427	0.613	panacea
panache	0.510	0.363	0.306	panache
pancake	0.802	0.274	0.364	pancake
pancakes	0.844	0.373	0.402	قورۇما
pancreas	0.469	0.302	0.366	ئاشقازان ئاستى بېزى
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	يۇقۇملۇق كېسەل
pandemonium	0.229	0.885	0.500	pandemonium
pane	0.385	0.250	0.444	pane
panel	0.469	0.321	0.425	panel
pang	0.146	0.595	0.455	pang
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	ۋەھىمە
panicattack	0.255	0.724	0.386	ۋەھىمە
panicked	0.100	0.949	0.260	ئالاقزادە بولۇپ كەتتى
panicking	0.094	0.882	0.333	ئالاقزادە بولۇش
panicky	0.284	0.962	0.393	ئالاقزادە
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	panorama
panoramic	0.542	0.462	0.684	panoramic
pansy	0.653	0.283	0.589	pansy
pant	0.448	0.463	0.409	ئىشتان
pantheon	0.144	0.410	0.610	pantheon
panther	0.303	0.594	0.682	panther
panties	0.594	0.529	0.312	ئىشتان
pantomime	0.552	0.481	0.385	pantomime
pantry	0.622	0.294	0.312	pantry
pants	0.673	0.320	0.333	ئىشتان
panty	0.451	0.557	0.303	ئىشتان
pantyhose	0.570	0.539	0.250	ئىشتان
pap	0.438	0.403	0.302	pap
papa	0.656	0.340	0.527	papa
papacy	0.481	0.263	0.553	papacy
papal	0.493	0.304	0.559	papal
papaya	0.630	0.306	0.300	papaya
paper	0.520	0.123	0.293	قەغەز
paperback	0.633	0.269	0.314	paperback
paperboy	0.521	0.490	0.471	paperboy
paperweight	0.421	0.278	0.433	قەغەز ئېغىرلىقى
paperwork	0.448	0.355	0.422	paperwork
paprika	0.417	0.250	0.264	paprika
papyrus	0.459	0.240	0.324	papyrus
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	تەمسىل
parabola	0.542	0.413	0.620	parabola
parabolic	0.459	0.509	0.500	parabolic
parachute	0.562	0.787	0.564	پاراشوت
parade	0.792	0.685	0.509	پارات
paradigm	0.573	0.429	0.779	paradigm
paradise	0.875	0.540	0.796	جەننەت
paradox	0.417	0.442	0.482	paradox
paradoxical	0.406	0.547	0.433	paradoxical
paraffin	0.426	0.291	0.343	paraffin
paragon	0.490	0.431	0.473	paragon
paragraph	0.510	0.164	0.269	ئابزاس
parakeet	0.576	0.387	0.227	parakeet
paralegal	0.479	0.470	0.519	پاراللېل
parallax	0.437	0.394	0.471	parallax
parallel	0.568	0.284	0.465	پاراللېل
parallelism	0.549	0.363	0.527	پاراللېللىق
paralysis	0.156	0.500	0.305	پالەچ
paralyze	0.188	0.367	0.471	پالەچ
paramedic	0.673	0.464	0.636	جىددىي قۇتقۇزۇش خادىملىرى
paramedics	0.479	0.594	0.712	جىددىي قۇتقۇزۇش خادىملىرى
paramilitary	0.154	0.804	0.727	ھەربىيلەر
paramount	0.771	0.615	0.902	ھەممىدىن مۇھىم
paranoia	0.146	0.841	0.407	paranoia
paranoid	0.122	0.918	0.364	paranoid
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	parapet
paraphernalia	0.443	0.726	0.509	پاراشوكى
paraphrase	0.500	0.375	0.444	paraphrase
paraplegic	0.188	0.441	0.321	paraplegic
parasite	0.092	0.442	0.324	پارازىت قۇرت
parasitic	0.037	0.600	0.364	پارازىت قۇرت
parasol	0.604	0.255	0.304	parasol
parcel	0.660	0.324	0.411	پوسۇلكا
parcels	0.551	0.445	0.418	پوسۇلكىلار
parched	0.250	0.235	0.255	parched
parchment	0.615	0.228	0.455	پەرھات
pardon	0.552	0.413	0.542	كەچۈرۈڭ
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parenchyma
parent	0.812	0.357	0.860	ئاتا-ئانا
parentage	0.903	0.382	0.595	ئاتا-ئانا
parental	0.760	0.430	0.627	ئاتا-ئانا
parenthesis	0.510	0.255	0.380	تىرناق
parenthetical	0.490	0.327	0.391	تىرناق
parenthood	0.750	0.630	0.782	ئاتا-ئانا
parenting	0.812	0.520	0.676	بالا بېقىش
pariah	0.397	0.478	0.293	pariah
parietal	0.481	0.333	0.491	parietal
paring	0.429	0.441	0.324	paring
parish	0.698	0.354	0.582	parish
parity	0.582	0.406	0.407	parity
park	0.816	0.343	0.414	باغچا
parka	0.469	0.481	0.395	parka
parking	0.777	0.469	0.510	ماشىنا توختىتىش
parkinsons	0.104	0.570	0.373	parkinsons
parlance	0.510	0.350	0.462	تىل
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	پارلامېنت
parliamentary	0.490	0.554	0.755	پارلامېنت
parlor	0.500	0.327	0.366	parlor
parmesan	0.698	0.321	0.382	parmesan
parody	0.561	0.651	0.375	parody
parole	0.388	0.620	0.526	شەرتلىك قويۇپ بېرىش
parquet	0.541	0.240	0.422	parquet
parrot	0.588	0.333	0.292	پوپايكا
parry	0.510	0.404	0.436	parry
parse	0.469	0.456	0.667	parse
parsimonious	0.417	0.312	0.446	parsimonious
parsimony	0.449	0.280	0.403	parsimony
parsley	0.458	0.170	0.291	پوستى
parson	0.583	0.250	0.615	parson
part	0.663	0.278	0.360	part
partake	0.755	0.656	0.629	بەھىرلىنىش
partial	0.429	0.324	0.348	قىسمەن
partiality	0.375	0.380	0.490	تەرەپسىزلىك
partially	0.418	0.368	0.396	قىسمەن
participant	0.712	0.598	0.613	قاتناشقۇچى
participate	0.755	0.580	0.684	قاتنىشىش
participation	0.781	0.700	0.702	قاتنىشىش
particle	0.521	0.265	0.438	زەررىچە
particular	0.562	0.402	0.552	بولۇپمۇ
particularity	0.670	0.434	0.586	خاسلىقى
particulars	0.604	0.348	0.525	تەپسىلاتلار
parting	0.260	0.542	0.353	ئايرىلىش
partisan	0.615	0.549	0.669	پارتىزان
partisanship	0.438	0.566	0.551	پارتىيەۋىلىك
partition	0.615	0.469	0.567	رايون
partly	0.415	0.410	0.396	قىسمەن
partner	0.673	0.302	0.586	شېرىك
partnership	0.786	0.387	0.545	ھەمكارلىق
partridge	0.583	0.415	0.250	partridge
parts	0.459	0.327	0.392	parts
party	0.948	0.840	0.547	party
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	pass
passable	0.688	0.337	0.633	passable
passage	0.429	0.314	0.370	passage
passageway	0.490	0.389	0.400	ئۆتۈشمە يول
passe	0.531	0.357	0.426	passe
passenger	0.717	0.413	0.481	يولۇچى
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	pass
passion	0.854	0.865	0.728	قىزغىنلىق
passionate	0.990	0.827	0.731	قىزغىن
passive	0.420	0.116	0.241	پاسسىپ
passivity	0.241	0.115	0.246	passivity
passkey	0.646	0.500	0.791	passkey
passport	0.653	0.457	0.682	پاسپورت
password	0.390	0.356	0.559	پارول
past	0.490	0.422	0.311	ئۆتمۈش
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	چاپلاش
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	كۆڭۈل ئېچىش
pastor	0.698	0.236	0.746	pastor
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	پېچىنە-پىرەنىك
pasture	0.688	0.145	0.170	ئوتلاق
pasty	0.479	0.363	0.375	pasty
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	ياماق
patchwork	0.500	0.260	0.325	ياماق
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	پاتېنت
patented	0.571	0.422	0.685	پاتېنت ھوقۇقىغا ئېرىشتى
paternal	0.776	0.353	0.755	ئاتا
paternity	0.704	0.590	0.806	ئاتىلىق
path	0.590	0.245	0.421	يول
pathetic	0.088	0.464	0.139	ئېچىنىشلىق
pathological	0.220	0.602	0.580	پاتولوگىيىلىك
pathologist	0.354	0.552	0.585	پاتولوگ
pathology	0.271	0.560	0.558	پاتولوگىيە
pathos	0.350	0.449	0.462	patos
pathway	0.646	0.410	0.519	يول
patience	0.771	0.125	0.387	سەۋرچانلىق
patient	0.583	0.193	0.340	سەۋرچان
patio	0.562	0.245	0.402	patio
patriarch	0.592	0.448	0.898	patriarch
patriarchal	0.531	0.500	0.857	patriarchal
patrimony	0.719	0.406	0.740	patrimony
patriot	0.771	0.635	0.886	ۋەتەنپەرۋەر
patriotic	0.875	0.509	0.933	ۋەتەنپەرۋەر
patriotism	0.708	0.635	0.848	ۋەتەنپەرۋەرلىك
patrol	0.427	0.664	0.736	patrol
patrolman	0.469	0.731	0.884	patrolman
patron	0.583	0.451	0.870	patron
patronage	0.583	0.490	0.583	patronage
patronising	0.439	0.455	0.582	patronizing
patronize	0.430	0.451	0.591	patronize
patronizing	0.542	0.365	0.529	patronizing
patter	0.312	0.635	0.451	patter
pattern	0.479	0.422	0.664	ئەندىزە
paucity	0.153	0.453	0.175	ۋاقىتلىق
pauper	0.260	0.347	0.151	نامرات
pause	0.429	0.188	0.264	توختاپ
pave	0.594	0.490	0.509	pave
pavement	0.460	0.353	0.475	pavement
pavilion	0.583	0.500	0.770	pavilion
paving	0.408	0.469	0.545	paving
paw	0.417	0.360	0.286	paw
pawn	0.390	0.321	0.187	pawn
pawnshop	0.396	0.439	0.519	pawnshop
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	مائاش
payable	0.385	0.480	0.606	ھەقلىق
payback	0.459	0.500	0.567	قايتۇرۇش
paycheck	0.896	0.630	0.652	مائاش
payday	0.833	0.741	0.571	مائاش
payer	0.313	0.630	0.638	چىقىم قىلغۇچى
payload	0.612	0.510	0.682	payload
payment	0.629	0.452	0.643	پۇل تۆلەش
payoff	0.740	0.644	0.673	payoff
payout	0.646	0.600	0.575	payout
payphone	0.469	0.360	0.370	payphone
payroll	0.521	0.360	0.549	مائاش
pea	0.580	0.275	0.298	نۇقۇت
peace	0.939	0.156	0.613	تىنچلىق
peaceable	0.776	0.134	0.453	تىنچ
peaceful	0.867	0.108	0.569	تىنچ
peacefully	0.901	0.190	0.639	تىنچ
peacekeeper	0.865	0.320	0.644	تىنچلىق ساقلىغۇچى
peaceofmind	0.786	0.160	0.519	تىنچلىق
peacetime	0.949	0.180	0.579	تىنچلىق
peach	0.704	0.480	0.272	شاپتۇل
peachy	0.755	0.479	0.388	شاپتۇل
peacock	0.786	0.449	0.458	پاقلان
peak	0.500	0.345	0.431	چوققا
peaked	0.677	0.704	0.857	يۇقىرى پەللىگە چىقتى
peanut	0.646	0.202	0.246	يەر ياڭىقى
peanuts	0.542	0.294	0.324	يەر ياڭىقى
pear	0.677	0.158	0.241	نەشپۈت
pearl	0.905	0.425	0.642	مەرۋايىت
pearly	0.635	0.337	0.373	مەرۋايىت
peas	0.542	0.283	0.310	نۇقۇت
peasant	0.530	0.275	0.407	دېھقان
peat	0.333	0.655	0.504	تورت
pebble	0.354	0.353	0.287	شېغىل تاش
pecan	0.552	0.316	0.358	pecan
peck	0.202	0.530	0.321	peck
pecker	0.459	0.509	0.375	pecker
peculiar	0.600	0.491	0.564	ئالاھىدە
peculiarities	0.511	0.460	0.528	خاسلىقى
peculiarity	0.439	0.452	0.652	خاسلىقى
peculiarly	0.615	0.450	0.454	ئالاھىدە
pecuniary	0.490	0.490	0.500	pecuniary
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedantic
peddle	0.539	0.549	0.538	peddle
peddler	0.408	0.481	0.390	peddler
pedestal	0.735	0.284	0.579	pedestal
pedestrian	0.438	0.360	0.448	پىيادىلەر
pediatric	0.560	0.462	0.490	بالىلار كېسەللىكلىرى
pediatrician	0.602	0.500	0.627	بالىلار دوختۇرى
pediatrics	0.750	0.380	0.596	بالىلار كېسەللىكلىرى
pedicure	0.695	0.269	0.296	pedicure
pedigree	0.625	0.340	0.609	pedigree
pedometer	0.469	0.561	0.405	pedometer
pedophile	0.051	0.724	0.430	pedophile
pee	0.449	0.529	0.391	pee
peek	0.486	0.360	0.411	peek
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	پوستى
peep	0.573	0.317	0.269	peep
peeper	0.182	0.537	0.343	peeper
peephole	0.479	0.500	0.310	peephole
peer	0.458	0.321	0.569	تەڭتۇش
peering	0.514	0.409	0.451	تەڭگە
peerless	0.688	0.450	0.462	تەڭداشسىز
peeved	0.156	0.750	0.467	peeved
peg	0.520	0.357	0.393	peg
pegs	0.408	0.286	0.386	مىخ
peice	0.479	0.422	0.398	peice
pelagic	0.521	0.554	0.491	pelagic
pelican	0.573	0.391	0.380	pelican
pellet	0.448	0.390	0.466	pellet
pelvic	0.320	0.632	0.373	داس بوشلۇقى
pelvis	0.378	0.618	0.380	داس بوشلۇقى
pen	0.622	0.194	0.250	قەلەم
penal	0.208	0.565	0.610	جازا
penalty	0.062	0.490	0.240	جازا
penance	0.219	0.667	0.463	تەۋبە
penchant	0.688	0.480	0.609	قەلەم
pencil	0.552	0.200	0.263	قەلەم
pendant	0.676	0.321	0.385	pendant
pendency	0.396	0.452	0.472	pendency
pendent	0.470	0.380	0.425	pendent
pending	0.396	0.441	0.473	ساقلىنىۋاتىدۇ
pendulum	0.542	0.368	0.434	pendulum
penetrate	0.287	0.877	0.732	سىڭىپ كىرىش
penetrating	0.469	0.792	0.782	سىڭىپ كىرىش
penetration	0.438	0.885	0.792	سىڭىپ كىرىش
penguin	0.615	0.296	0.307	penguin
penicillin	0.417	0.431	0.566	penicillin
penile	0.490	0.736	0.491	penile
peninsula	0.551	0.384	0.627	يېرىم ئارال
penis	0.354	0.810	0.556	زەكەر
penitent	0.542	0.530	0.508	تەۋبە قىلغۇچى
penitentiary	0.229	0.726	0.491	جازا مۇددىتى
penmanship	0.677	0.284	0.509	قەلەمكەش
pennant	0.542	0.380	0.426	pennant
penniless	0.062	0.316	0.083	تەڭگە
penny	0.615	0.302	0.324	تەڭگە
pension	0.625	0.409	0.406	ياشانغاندا كۈتۈنۈش
pensioner	0.440	0.245	0.442	پېنسىيەگە چىققان
pensive	0.540	0.220	0.529	pensive
pentagon	0.490	0.636	0.774	بەش بۇرجەكلىك بىنا
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	penthouse
penultimate	0.469	0.366	0.255	penultimate
people	0.604	0.400	0.500	كىشىلەر
peopled	0.594	0.450	0.679	peopled
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	قىزىلمۇچ
peppermint	0.720	0.264	0.271	قىزىلمۇچ
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	peppy
peptic	0.398	0.463	0.362	peptic
peptide	0.380	0.480	0.411	پېپتىد
perceive	0.653	0.490	0.655	perceive
percent	0.470	0.350	0.356	پىرسەنت
percentage	0.469	0.400	0.553	پىرسەنت
percentile	0.479	0.410	0.390	پىرسەنت
perceptible	0.710	0.460	0.620	چۈشىنىشلىك
perception	0.653	0.481	0.655	تونۇش
perceptive	0.745	0.500	0.741	ئىدراك
perch	0.531	0.300	0.314	perch
perchance	0.480	0.224	0.298	perchance
percolation	0.397	0.417	0.415	percolation
percussion	0.622	0.635	0.642	percussion
perdition	0.135	0.656	0.496	perdition
peremptory	0.429	0.426	0.606	peremptory
perennial	0.527	0.358	0.500	كۆپ يىللىق
perfect	0.980	0.471	0.870	مۇكەممەل
perfection	0.881	0.745	0.934	مۇكەممەللىك
perfectionist	0.667	0.704	0.905	مۇكەممەللىك
perfecto	0.802	0.567	0.889	perfecto
perforated	0.219	0.607	0.344	تۆشۈك
perforation	0.365	0.668	0.578	تۆشۈك
perforce	0.357	0.689	0.354	perforce
perform	0.765	0.555	0.773	ئىجرا قىلىڭ
performance	0.750	0.520	0.672	ئىقتىدار
performer	0.541	0.530	0.708	ئورۇنلىغۇچى
perfume	0.740	0.472	0.463	ئەتىر
perfumed	0.816	0.471	0.509	ئەتىر
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	خەتەر
perilous	0.143	0.862	0.575	خەتەرلىك
perimeter	0.470	0.443	0.555	perimeter
period	0.396	0.324	0.588	مەزگىل
periodic	0.677	0.324	0.508	قەرەللىك
periodical	0.550	0.298	0.430	قەرەللىك
periodically	0.480	0.314	0.515	قەرەللىك ھالدا
periodicity	0.646	0.324	0.645	periodicity
peripheral	0.406	0.406	0.549	peripheral
periphery	0.469	0.360	0.366	periphery
periscope	0.604	0.375	0.609	periscope
perish	0.296	0.570	0.415	ھالاك بولۇش
perishable	0.270	0.464	0.354	بۇزۇلۇش
perished	0.135	0.596	0.225	ھالاك بولدى
perishing	0.229	0.423	0.148	يوقىلىدۇ
perjury	0.229	0.686	0.409	يالغان گۇۋاھلىق بېرىش
perk	0.903	0.519	0.682	perk
perky	0.896	0.792	0.673	perky
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	مەڭگۈلۈك
permanent	0.745	0.345	0.736	مەڭگۈلۈك
permeable	0.635	0.402	0.495	permeable
permeate	0.417	0.410	0.407	permeate
permeation	0.418	0.559	0.536	permeation
permissible	0.684	0.646	0.612	رۇخسەت
permission	0.612	0.311	0.580	ئىجازەت
permissive	0.633	0.389	0.413	رۇخسەت
permit	0.733	0.349	0.518	ئىجازەت
permitted	0.865	0.410	0.613	رۇخسەت قىلىنغان
permitting	0.724	0.481	0.661	رۇخسەت
permutation	0.385	0.588	0.500	permutation
pernicious	0.229	0.600	0.382	زىيانلىق
peroxide	0.458	0.529	0.510	ئوكسىد
perpendicular	0.510	0.398	0.439	perpendicular
perpetrate	0.327	0.837	0.732	قىل
perpetrator	0.229	0.765	0.538	جىنايەتچى
perpetual	0.625	0.438	0.741	مەڭگۈلۈك
perpetually	0.510	0.473	0.868	مەڭگۈ
perpetuate	0.397	0.588	0.788	مەڭگۈلۈك
perpetuation	0.510	0.677	0.716	مەڭگۈلۈك
