English Word	Valence	Arousal	Dominance	Scots-Gaelic Word
odor	0.337	0.363	0.404	fàileadh
odyssey	0.622	0.692	0.710	odyssey
oedipal	0.312	0.575	0.509	oidpal
oestrogen	0.521	0.608	0.561	estrogen
oeuvre	0.653	0.484	0.598	oeuvre
offal	0.302	0.470	0.302	offal
offence	0.312	0.798	0.446	cionta
offend	0.094	0.804	0.333	oilbheum
offended	0.188	0.690	0.337	oilbheum
offender	0.104	0.851	0.537	ciontach
offense	0.230	0.765	0.510	cionta
offensive	0.135	0.882	0.600	oilbheum
offer	0.750	0.745	0.596	tairgse
offered	0.582	0.490	0.544	air a thairgsinn
offering	0.688	0.462	0.585	a' tabhann
offhand	0.388	0.500	0.368	dheth làimh
office	0.427	0.302	0.509	oifis
officer	0.542	0.430	0.877	oifigeach
offices	0.469	0.312	0.534	oifisean
official	0.646	0.565	0.833	oifigeach
officiate	0.688	0.453	0.704	frithealadh
offing	0.490	0.412	0.447	dheth
offload	0.479	0.444	0.525	dheth
offset	0.719	0.394	0.704	dheth
offshoot	0.517	0.330	0.361	seachran
offshore	0.417	0.484	0.441	far chladach
offside	0.323	0.519	0.443	seach-taobh
offspring	0.656	0.435	0.600	sliochd
oft	0.500	0.308	0.474	tric
oftentimes	0.571	0.500	0.482	gu tric
ogre	0.135	0.698	0.510	ogre
ohdear	0.458	0.519	0.442	ò Mo chreach
ohgod	0.500	0.557	0.439	dhia
ohno	0.396	0.475	0.380	ohno
ohshit	0.230	0.594	0.343	ohshit
oil	0.521	0.278	0.306	ola
oils	0.459	0.229	0.391	olaichean
oily	0.276	0.533	0.385	olach
oink	0.500	0.450	0.289	oinc
ointment	0.438	0.271	0.398	oladh
okra	0.469	0.400	0.362	okra
olden	0.284	0.213	0.425	aosda
oldie	0.363	0.363	0.342	seann
oldies	0.438	0.300	0.412	seann daoine
olfactory	0.602	0.409	0.452	olfactory
oligarchy	0.327	0.567	0.741	oligarchy
olive	0.571	0.231	0.406	ollaidh
omega	0.529	0.337	0.526	omega
omelet	0.708	0.323	0.315	omelet
omen	0.390	0.657	0.583	manadh
omgomgomg	0.490	0.551	0.358	omgomg
ominous	0.255	0.730	0.510	ominous
omission	0.367	0.333	0.275	dearmad
omit	0.330	0.265	0.451	fàg air falbh
omitted	0.260	0.235	0.211	air fhagail
omnibus	0.490	0.410	0.473	omnibus
omnipotence	0.667	0.793	0.866	uile-chumhachd
omnipotent	0.719	0.679	0.919	uile-chumhachdach
omnipresent	0.688	0.452	0.825	uile-làthaireach
omniscient	0.656	0.334	0.778	uile-fhiosrach
onboard	0.612	0.451	0.491	air bòrd
oncologist	0.260	0.654	0.640	oncòlaiche
oncology	0.204	0.424	0.500	oncology
oncoming	0.594	0.625	0.773	a' tighinn
one	0.542	0.292	0.370	aon
oneday	0.667	0.245	0.374	aon latha
onedge	0.479	0.552	0.400	oir
onelove	0.816	0.577	0.541	aon gaol
oneness	0.745	0.272	0.720	aonachd
onerous	0.500	0.480	0.462	trom
oneself	0.660	0.337	0.483	fein
ongoing	0.674	0.484	0.556	leantainneach
onion	0.378	0.367	0.382	uinnean
onset	0.673	0.497	0.500	toiseachadh
onslaught	0.198	0.939	0.717	marbhadh
onstage	0.719	0.673	0.583	air an àrd-ùrlar
ontology	0.510	0.450	0.518	ontology
onus	0.562	0.520	0.769	uallach
onward	0.667	0.538	0.741	air adhart
onyx	0.571	0.461	0.380	onics
oodles	0.490	0.374	0.446	ùdail
oomph	0.449	0.613	0.315	oomph
ooze	0.344	0.577	0.333	uisg
oozing	0.238	0.515	0.427	oozing
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	neo-sheasmhachd
opal	0.623	0.479	0.379	opal
opaque	0.344	0.265	0.342	neo-shoilleir
ope	0.375	0.380	0.395	op
open	0.620	0.480	0.569	fosgail
opener	0.584	0.526	0.377	fosglaidh
opening	0.667	0.510	0.620	fosgladh
openly	0.603	0.388	0.553	gu fosgailte
openness	0.837	0.561	0.667	fosgarrachd
opera	0.714	0.500	0.483	opera
operate	0.582	0.690	0.691	obrachadh
operatic	0.375	0.452	0.627	operatic
operation	0.475	0.611	0.755	obrachadh
operational	0.562	0.570	0.679	obrachail
operations	0.480	0.549	0.798	obrachaidhean
operative	0.541	0.635	0.718	obrachail
operator	0.612	0.630	0.726	gnìomhaiche
ophthalmic	0.427	0.385	0.444	offthalmach
ophthalmologist	0.552	0.389	0.491	ophthalmologist
opiate	0.281	0.594	0.598	codlaid
opinion	0.594	0.482	0.638	beachd
opinionated	0.156	0.800	0.491	beachdail
opium	0.276	0.490	0.333	opium
opponent	0.080	0.741	0.716	nàmhaid
opportune	0.796	0.538	0.767	chothromach
opportunism	0.571	0.752	0.673	cothrom
opportunity	0.938	0.745	0.833	cothrom
oppose	0.431	0.800	0.473	cuir an aghaidh
opposed	0.092	0.460	0.606	an aghaidh
opposing	0.188	0.660	0.518	an aghaidh
opposite	0.235	0.545	0.408	mu choinneamh
opposites	0.281	0.518	0.462	an aghaidh
opposition	0.135	0.729	0.592	an aghaidh
oppress	0.186	0.654	0.555	leatrom
oppressed	0.119	0.640	0.259	air a shàrachadh
oppression	0.080	0.673	0.615	leatrom
oppressive	0.276	0.590	0.667	leatromach
oppressor	0.160	0.776	0.629	neach-sàrachaidh
ops	0.417	0.550	0.528	ops
opt	0.510	0.471	0.345	tagh
optic	0.663	0.384	0.594	sùbailte
optical	0.677	0.311	0.542	optigeach
optics	0.562	0.286	0.580	optics
optimism	0.949	0.565	0.814	dòchas
optimist	0.875	0.539	0.787	dòchasach
optimistic	0.979	0.580	0.821	dòchasach
optimum	0.892	0.469	0.808	as fheàrr
option	0.512	0.427	0.359	roghainn
optional	0.755	0.350	0.440	roghainneil
optionally	0.365	0.405	0.481	gu roghnach
options	0.622	0.327	0.473	roghainnean
optometrist	0.446	0.455	0.668	neach-tomhais-sùla
opulence	0.620	0.615	0.648	opulence
opulent	0.562	0.660	0.660	opulent
opus	0.458	0.368	0.391	opus
oracle	0.552	0.531	0.670	oracle
oral	0.530	0.448	0.375	beòil
orange	0.646	0.132	0.296	orains
orange juice	0.719	0.343	0.445	sùgh orainds
orangutan	0.430	0.560	0.471	orangutan
oration	0.646	0.315	0.683	òraid
orator	0.667	0.375	0.682	orator
oratory	0.602	0.472	0.693	òraidiche
orb	0.463	0.370	0.444	orb
orbit	0.561	0.422	0.575	orbit
orbital	0.458	0.451	0.559	orbital
orbiting	0.520	0.643	0.554	orbiting
orbs	0.469	0.355	0.482	orbaichean
orc	0.240	0.510	0.388	orc
orchard	0.760	0.269	0.333	ubhal-ghort
orchestra	0.708	0.500	0.664	orcastra
orchid	0.840	0.345	0.382	magairleag
ordained	0.735	0.409	0.731	dh'òrduich
ordeal	0.344	0.539	0.529	ordeal
order	0.780	0.295	0.814	òrdugh
orderly	0.844	0.240	0.661	òrdail
ordinance	0.615	0.452	0.776	ordugh
ordinary	0.375	0.312	0.286	àbhaisteach
ordination	0.688	0.490	0.765	òrduchadh
ordnance	0.354	0.825	0.679	òrdugh
ore	0.500	0.333	0.356	mèinn
oregano	0.596	0.327	0.250	oregano
organ	0.510	0.469	0.538	organ
organic	0.719	0.343	0.535	organach
organism	0.457	0.559	0.800	fàs-bheairt
organist	0.740	0.469	0.669	organaiche
organization	0.810	0.535	0.851	buidheann
organize	0.802	0.655	0.781	cuir air dòigh
organized	0.816	0.337	0.746	eagraichte
organizer	0.604	0.577	0.846	eagraiche
orgasm	0.844	0.863	0.676	orgasm
orgies	0.388	0.953	0.433	orgies
orgy	0.346	0.962	0.536	orgy
orient	0.667	0.422	0.667	oir
oriental	0.592	0.409	0.598	oirdheirc
orientation	0.667	0.454	0.686	treòrachadh
orifice	0.448	0.355	0.443	oifis
origami	0.684	0.276	0.294	origami
origin	0.729	0.435	0.591	tùs
original	0.765	0.480	0.746	thùsail
originality	0.898	0.500	0.824	tùsachd
originate	0.702	0.500	0.866	tùs
origination	0.760	0.443	0.604	tùsachd
originator	0.592	0.510	0.868	tùsaire
ornament	0.561	0.373	0.441	sgeadaich
ornamental	0.663	0.392	0.460	sgeadachail
ornamentation	0.663	0.471	0.472	sgeadachadh
ornamented	0.677	0.350	0.490	sgeadaichte
ornate	0.812	0.356	0.500	sgeadaich
ornery	0.361	0.520	0.509	ornaireachd
orphan	0.133	0.388	0.140	dìlleachdan
orphanage	0.184	0.439	0.425	dilleachdan
orphaned	0.062	0.430	0.228	dìlleachdan
orthodontist	0.469	0.615	0.564	orthodontist
orthodox	0.388	0.471	0.647	oidhch'
orthodoxy	0.271	0.388	0.612	orthodoxy
orthogonal	0.500	0.314	0.540	oganach
orthopedic	0.406	0.346	0.473	orthopedic
oscillate	0.449	0.580	0.397	oscillate
oscillating	0.469	0.548	0.402	oscillating
oscillation	0.562	0.433	0.431	osnadh
oscillatory	0.375	0.520	0.480	oscillatory
ostensible	0.542	0.549	0.585	faicsinneach
ostensibly	0.473	0.529	0.509	a rèir choltais
ostentatious	0.479	0.794	0.648	brònach
ostracized	0.115	0.690	0.377	ostrac
ostrich	0.592	0.382	0.241	ostrich
other	0.472	0.230	0.259	eile
otter	0.439	0.216	0.339	dòbhran
otto	0.427	0.425	0.404	otto
ottoman	0.531	0.337	0.444	damhan-allaidh
ought	0.438	0.511	0.434	bu chòir
ounce	0.531	0.255	0.288	unnsa
oust	0.296	0.716	0.444	oist
outage	0.306	0.684	0.438	briseadh a-mach
outback	0.500	0.324	0.430	muigh
outbid	0.594	0.622	0.540	cur a-mach
outboard	0.448	0.491	0.456	muigh
outbreak	0.260	0.632	0.472	taomadh
outburst	0.209	0.802	0.528	ar-a-mach
outcast	0.153	0.449	0.353	muigh
outcome	0.615	0.472	0.685	toradh
outcry	0.271	0.773	0.718	ar-a-mach
outdated	0.167	0.236	0.226	seann-fhasanta
outdo	0.771	0.750	0.873	a-muigh
outdoor	0.814	0.256	0.447	a-muigh
outdoors	0.781	0.444	0.453	a-muigh
outer	0.552	0.471	0.456	a-muigh
outfit	0.760	0.490	0.566	èideadh
outgoing	0.650	0.472	0.538	a-mach
outgrow	0.510	0.529	0.722	fàs a-mach
outgrowth	0.771	0.620	0.688	fàs a-mach
outhouse	0.281	0.519	0.255	taigh a-muigh
outing	0.771	0.672	0.634	a-mach
outlandish	0.448	0.737	0.657	a-muigh
outlast	0.620	0.786	0.685	mu dheireadh
outlaw	0.255	0.662	0.482	toirmeasg
outlet	0.610	0.396	0.245	a-mach
outline	0.542	0.365	0.509	dealbh-iomaill
outlines	0.656	0.402	0.651	geàrr-chunntasan
outlive	0.565	0.769	0.724	beò
outlook	0.830	0.525	0.625	sealladh
outlying	0.460	0.562	0.503	a-muigh
outnumber	0.347	0.615	0.577	as motha
outpatient	0.260	0.400	0.395	euslainteach
outpost	0.635	0.571	0.675	post a-muigh
outpouring	0.562	0.685	0.552	dòrtadh a-mach
output	0.604	0.389	0.434	toradh
outrage	0.060	0.689	0.542	feirg
outraged	0.156	0.696	0.538	feargach
outrageous	0.153	0.945	0.713	maslach
outrank	0.653	0.643	0.817	àrd-ìre
outreach	0.540	0.462	0.672	ruigsinn
outright	0.767	0.396	0.755	gu tur
outrun	0.531	0.833	0.573	a-mach
outset	0.750	0.500	0.582	toiseach
outsider	0.398	0.549	0.447	taobh a-muigh
outskirts	0.474	0.519	0.312	iomall
outsmart	0.673	0.657	0.864	a-muigh
outspoken	0.582	0.413	0.667	neo-labhairteach
outstanding	0.898	0.760	0.896	air leth
outstretched	0.448	0.481	0.519	sìnte a-mach
outward	0.449	0.439	0.365	a-muigh
outwards	0.440	0.472	0.400	a-mach
outweigh	0.486	0.600	0.682	os cionn
outwit	0.302	0.755	0.356	a-mach
oval	0.417	0.280	0.330	ubhal
ovary	0.469	0.399	0.280	uamhraidh
ovate	0.385	0.286	0.368	ubhal
ovation	0.719	0.758	0.750	uchd
oven	0.583	0.425	0.606	àmhainn
overactive	0.667	0.885	0.592	overactive
overall	0.583	0.370	0.670	gu h-iomlan
overalls	0.500	0.392	0.373	uilebheistean
overbearing	0.323	0.833	0.861	thairis air
overburden	0.115	0.755	0.546	cus uallach
overcast	0.417	0.250	0.475	dùmhail
overcharged	0.276	0.780	0.569	cus cosgais
overcoat	0.594	0.265	0.430	còta mòr
overcome	0.719	0.689	0.848	faighinn seachad air
overcoming	0.842	0.765	0.855	a' faighinn thairis
overcrowded	0.292	0.520	0.491	dùmhail
overdo	0.156	0.864	0.602	thairis air
overdose	0.110	0.820	0.468	ro-ròs
overdrive	0.303	0.715	0.732	thairis air
overdue	0.125	0.427	0.259	fada thall
overestimate	0.367	0.796	0.444	ro-mheas
overestimated	0.344	0.646	0.527	ro-mheas
overflow	0.398	0.792	0.500	thar-shruth
overflowing	0.439	0.796	0.635	a' cur thairis
overgrown	0.333	0.500	0.369	air fàs gu mòr
overgrowth	0.417	0.790	0.673	tar-fhàs
overhanging	0.698	0.755	0.812	a' crochadh thairis
overhaul	0.500	0.651	0.491	ath-sgrùdadh
overhead	0.344	0.700	0.538	os an cionn
overhear	0.650	0.365	0.580	cluinntinn
overheated	0.250	0.598	0.547	ro theth
overjoyed	0.908	0.708	0.755	air leth toilichte
overkill	0.379	0.861	0.678	thairis air
overlaid	0.620	0.610	0.676	thairis
overlap	0.594	0.615	0.627	thairis air
overlapping	0.595	0.578	0.684	a' cur thairis
overlay	0.564	0.596	0.749	ath-chòmhdach
overload	0.381	0.690	0.652	cus cuideim
overlook	0.292	0.418	0.415	coimhead thairis
overlord	0.750	0.755	0.932	uachdaran
overlying	0.500	0.519	0.691	thairis air
overpaid	0.429	0.670	0.585	cus pàigheadh
overpass	0.562	0.561	0.565	thairis air
overplayed	0.224	0.798	0.586	thairis air
overpower	0.448	0.859	0.783	thairis cumhachd
overpowering	0.392	0.779	0.589	a' toirt thairis
overpriced	0.271	0.556	0.472	cus prìs
overprotective	0.448	0.673	0.741	thar-dhìonach
overrated	0.312	0.630	0.482	overrated
overreact	0.306	0.912	0.471	cus freagairt
override	0.316	0.491	0.529	cur thairis
overriding	0.240	0.490	0.384	a' toirt thairis
overrule	0.224	0.412	0.429	thairis
overrun	0.271	0.764	0.598	thairis air
oversee	0.541	0.649	0.778	a' cumail sùil
overseer	0.552	0.520	0.873	maoir
overshadow	0.333	0.549	0.654	thairis air
oversight	0.385	0.618	0.723	os-cionn
oversized	0.552	0.540	0.679	cus meud
overslept	0.408	0.315	0.300	thairis air cadal
overstate	0.281	0.779	0.635	overstate
overstock	0.344	0.592	0.589	cus stoc
overt	0.708	0.326	0.607	follaiseach
overtake	0.573	0.620	0.718	seachad air
overtaken	0.594	0.552	0.702	seachad
overthemoon	0.643	0.531	0.481	thairis air a' ghealach
overthinker	0.430	0.606	0.552	thar-bheachdaiche
overthinking	0.408	0.761	0.525	a' gabhail thairis
overthrow	0.260	0.868	0.620	cur thairis
overtime	0.447	0.504	0.529	Thairis air ùine
overtired	0.210	0.357	0.273	air sgith
overture	0.490	0.402	0.491	osnaich
overturn	0.240	0.765	0.396	cur thairis
overview	0.615	0.380	0.539	tar-shealladh
overweight	0.052	0.500	0.389	reamhar
overwhelm	0.250	0.823	0.462	thairis
overwhelmed	0.341	0.680	0.348	thairis
overwhelming	0.327	0.830	0.640	thairis air
overworked	0.133	0.670	0.387	cus obrach
overwrought	0.156	0.900	0.571	thairis air
overzealous	0.427	0.804	0.703	ro dhùrachdach
owe	0.500	0.429	0.386	fiachan
owing	0.396	0.307	0.381	ri linn
owl	0.520	0.270	0.321	comhachag
owner	0.776	0.449	0.920	sealbhadair
ownership	0.628	0.445	0.741	sealbh
ox	0.417	0.396	0.412	daimh
oxidation	0.453	0.415	0.211	oxidation
oxide	0.354	0.377	0.298	daimh
oxygen	0.908	0.310	0.575	ogsaid
oxymoron	0.427	0.481	0.398	oxymoron
oyster	0.500	0.311	0.327	eisirean
ozone	0.560	0.345	0.518	ozone
pace	0.510	0.380	0.390	astar
pacemaker	0.448	0.569	0.582	pacemaker
pacific	0.627	0.118	0.580	sèimh
pacified	0.802	0.194	0.414	socair
pacifier	0.615	0.342	0.356	pacair
pacifist	0.663	0.153	0.557	sìthiche
pacify	0.812	0.283	0.629	sèimh
pacing	0.583	0.551	0.491	pacadh
pack	0.510	0.347	0.475	paca
package	0.571	0.433	0.443	paca
packaging	0.604	0.393	0.549	pacadh
packer	0.520	0.480	0.537	pacair
packet	0.582	0.385	0.407	paca
pact	0.442	0.444	0.593	aonta
pad	0.684	0.279	0.330	ceap
padded	0.606	0.212	0.371	paisgte
padding	0.561	0.398	0.423	pleadhag
paddle	0.561	0.375	0.393	pleadhag
paddle boat	0.663	0.373	0.415	bàta pleadhaig
paddock	0.480	0.429	0.481	pleadhag
paddy	0.653	0.330	0.330	paddy
padlock	0.459	0.284	0.457	glas-chloc
padre	0.684	0.407	0.647	padre
paean	0.552	0.547	0.471	paean
pagan	0.292	0.578	0.542	pàganach
paganism	0.240	0.640	0.411	pàganachd
page	0.677	0.224	0.278	duilleag
pageant	0.719	0.667	0.651	pageant
pager	0.510	0.526	0.554	pager
pagination	0.459	0.333	0.400	duilleag
paging	0.542	0.398	0.423	paging
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	pail
pain	0.012	0.765	0.395	pian
pained	0.112	0.500	0.250	pianail
painful	0.050	0.742	0.330	pianail
painfully	0.156	0.720	0.407	gu goirt
painkiller	0.487	0.312	0.481	painkiller
painless	0.785	0.173	0.491	gun phian
pains	0.106	0.673	0.362	pianta
painstaking	0.396	0.335	0.386	dian
paint	0.667	0.343	0.413	peant
paintball	0.615	0.745	0.537	ball peanta
paintbrush	0.714	0.226	0.353	bruis-pheant
painted	0.667	0.333	0.424	air a pheantadh
painter	0.677	0.366	0.487	peantair
painting	0.792	0.324	0.333	peantadh
pair	0.552	0.317	0.304	paidhir
paisley	0.531	0.327	0.347	Pàislig
pajama	0.908	0.157	0.245	pajama
pajamas	0.719	0.170	0.264	pajamas
pal	0.812	0.426	0.596	caraid
palace	0.878	0.510	0.804	lùchairt
palatable	0.823	0.500	0.594	blasta
palate	0.625	0.350	0.358	paileas
pale	0.281	0.259	0.245	bàn
paleontology	0.438	0.308	0.617	paleontology
palette	0.590	0.333	0.205	paileas
pall	0.277	0.387	0.394	paill
palladium	0.470	0.380	0.393	palladium
pallet	0.604	0.241	0.349	màileid
palliative	0.548	0.394	0.518	lasachaidh
palm	0.531	0.194	0.340	pailme
palmer	0.480	0.269	0.413	pailmeir
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	faicsinneach
palpitations	0.417	0.702	0.528	palpitations
palsy	0.083	0.446	0.221	pairilis
paltry	0.333	0.491	0.320	paltry
pamper	0.792	0.321	0.348	pamper
pamphlet	0.530	0.250	0.327	leabhran
pan	0.734	0.182	0.364	pana
panacea	0.420	0.427	0.613	panacea
panache	0.510	0.363	0.306	panache
pancake	0.802	0.274	0.364	pancagan
pancakes	0.844	0.373	0.402	pancagan
pancreas	0.469	0.302	0.366	pancreas
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	galar mòr-sgaoilte
pandemonium	0.229	0.885	0.500	pandemonium
pane	0.385	0.250	0.444	pana
panel	0.469	0.321	0.425	pannal
pang	0.146	0.595	0.455	pang
panhandle	0.441	0.431	0.414	pan-làimhe
panic	0.062	0.938	0.400	maoim
panicattack	0.255	0.724	0.386	ionnsaigh panic
panicked	0.100	0.949	0.260	clisgeadh
panicking	0.094	0.882	0.333	a' clisgeadh
panicky	0.284	0.962	0.393	clisgeadh
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	panorama
panoramic	0.542	0.462	0.684	panoramach
pansy	0.653	0.283	0.589	pansaidh
pant	0.448	0.463	0.409	pant
pantheon	0.144	0.410	0.610	pantheon
panther	0.303	0.594	0.682	panther
panties	0.594	0.529	0.312	panties
pantomime	0.552	0.481	0.385	pantomaim
pantry	0.622	0.294	0.312	pantry
pants	0.673	0.320	0.333	drathais
panty	0.451	0.557	0.303	panty
pantyhose	0.570	0.539	0.250	pantyhose
pap	0.438	0.403	0.302	pàpa
papa	0.656	0.340	0.527	pàpa
papacy	0.481	0.263	0.553	papa
papal	0.493	0.304	0.559	papa
papaya	0.630	0.306	0.300	papaya
paper	0.520	0.123	0.293	pàipear
paperback	0.633	0.269	0.314	paipear
paperboy	0.521	0.490	0.471	paipeir
paperweight	0.421	0.278	0.433	cuideam pàipeir
paperwork	0.448	0.355	0.422	pàipearan
paprika	0.417	0.250	0.264	paprika
papyrus	0.459	0.240	0.324	papyrus
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	dubhfhacal
parabola	0.542	0.413	0.620	parabola
parabolic	0.459	0.509	0.500	parabolach
parachute	0.562	0.787	0.564	paraisiut
parade	0.792	0.685	0.509	caismeachd
paradigm	0.573	0.429	0.779	paradigm
paradise	0.875	0.540	0.796	pàrras
paradox	0.417	0.442	0.482	paradocs
paradoxical	0.406	0.547	0.433	paradoxical
paraffin	0.426	0.291	0.343	pairifin
paragon	0.490	0.431	0.473	paragon
paragraph	0.510	0.164	0.269	paragraf
parakeet	0.576	0.387	0.227	parakeet
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	parallax
parallel	0.568	0.284	0.465	co-shìnte
parallelism	0.549	0.363	0.527	co-sheirm
paralysis	0.156	0.500	0.305	pairilis
paralyze	0.188	0.367	0.471	pairilis
paramedic	0.673	0.464	0.636	paraisiut
paramedics	0.479	0.594	0.712	paramedics
paramilitary	0.154	0.804	0.727	paramilitary
paramount	0.771	0.615	0.902	fìor chudromach
paranoia	0.146	0.841	0.407	paranoia
paranoid	0.122	0.918	0.364	paranoid
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	barrabhalla
paraphernalia	0.443	0.726	0.509	paraphernalia
paraphrase	0.500	0.375	0.444	ath-fhacal
paraplegic	0.188	0.441	0.321	paraplegic
parasite	0.092	0.442	0.324	dìosganach
parasitic	0.037	0.600	0.364	dìosganach
parasol	0.604	0.255	0.304	parasol
parcel	0.660	0.324	0.411	pasgan
parcels	0.551	0.445	0.418	parsailean
parched	0.250	0.235	0.255	parched
parchment	0.615	0.228	0.455	parchment
pardon	0.552	0.413	0.542	maitheanas
pare	0.500	0.356	0.309	par
parenchyma	0.500	0.399	0.595	parenchyma
parent	0.812	0.357	0.860	pàrant
parentage	0.903	0.382	0.595	pàrantachd
parental	0.760	0.430	0.627	phàrant
parenthesis	0.510	0.255	0.380	braithrean
parenthetical	0.490	0.327	0.391	pàrantail
parenthood	0.750	0.630	0.782	pàrantachd
parenting	0.812	0.520	0.676	pàrantachd
pariah	0.397	0.478	0.293	pariah
parietal	0.481	0.333	0.491	pairteach
paring	0.429	0.441	0.324	paraidh
parish	0.698	0.354	0.582	paraiste
parity	0.582	0.406	0.407	co-ionannachd
park	0.816	0.343	0.414	pàirce
parka	0.469	0.481	0.395	pàirce
parking	0.777	0.469	0.510	pàirceadh
parkinsons	0.104	0.570	0.373	parkinsons
parlance	0.510	0.350	0.462	parlamaid
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	pàrlamaid
parliamentary	0.490	0.554	0.755	pàrlamaid
parlor	0.500	0.327	0.366	parlor
parmesan	0.698	0.321	0.382	parmesan
parody	0.561	0.651	0.375	parsaidh
parole	0.388	0.620	0.526	parole
parquet	0.541	0.240	0.422	parquet
parrot	0.588	0.333	0.292	parrot
parry	0.510	0.404	0.436	pàraidh
parse	0.469	0.456	0.667	parsaidh
parsimonious	0.417	0.312	0.446	parsimonach
parsimony	0.449	0.280	0.403	parsimony
parsley	0.458	0.170	0.291	peirsil
parson	0.583	0.250	0.615	parson
part	0.663	0.278	0.360	pàirt
partake	0.755	0.656	0.629	gabh pàirt
partial	0.429	0.324	0.348	pàirteach
partiality	0.375	0.380	0.490	leth-bhreith
partially	0.418	0.368	0.396	ann am pàirt
participant	0.712	0.598	0.613	com-pàirtiche
participate	0.755	0.580	0.684	gabh pàirt
participation	0.781	0.700	0.702	com-pàirt
particle	0.521	0.265	0.438	gràinne
particular	0.562	0.402	0.552	sonraichte
particularity	0.670	0.434	0.586	sonraichte
particulars	0.604	0.348	0.525	mion-fhiosrachadh
parting	0.260	0.542	0.353	dealachadh
partisan	0.615	0.549	0.669	partaidh
partisanship	0.438	0.566	0.551	partaidh
partition	0.615	0.469	0.567	sgaradh
partly	0.415	0.410	0.396	ann am pàirt
partner	0.673	0.302	0.586	com-pàirtiche
partnership	0.786	0.387	0.545	co-bhanntachd
partridge	0.583	0.415	0.250	partridge
parts	0.459	0.327	0.392	pàirtean
party	0.948	0.840	0.547	pàrtaidh
pas	0.490	0.344	0.262	seachad
pass	0.510	0.324	0.362	seachad
passable	0.688	0.337	0.633	so-ruigsinneach
passage	0.429	0.314	0.370	trannsa
passageway	0.490	0.389	0.400	trannsa
passe	0.531	0.357	0.426	seachad
passenger	0.717	0.413	0.481	neach-siubhail
passim	0.458	0.491	0.333	pasim
passing	0.458	0.298	0.509	a' dol seachad
passion	0.854	0.865	0.728	paisean
passionate	0.990	0.827	0.731	dìoghrasach
passive	0.420	0.116	0.241	fulangach
passivity	0.241	0.115	0.246	fulangas
passkey	0.646	0.500	0.791	pasgan
passport	0.653	0.457	0.682	cead-siubhail
password	0.390	0.356	0.559	facal-faire
past	0.490	0.422	0.311	seachad
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	pasgadh
pastel	0.719	0.357	0.367	pastail
pastime	0.677	0.353	0.443	cur-seachad
pastor	0.698	0.236	0.746	sagart
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	pastraidh
pasture	0.688	0.145	0.170	ionaltradh
pasty	0.479	0.363	0.375	pasgan
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	paiste
patchwork	0.500	0.260	0.325	obair-ghrèis
pate	0.406	0.260	0.260	pait
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	peutant
patented	0.571	0.422	0.685	peutant
paternal	0.776	0.353	0.755	athar
paternity	0.704	0.590	0.806	athaireil
