English Word	Valence	Arousal	Dominance	Javanese Word
intellectual	0.906	0.455	0.845	intelektual
intelligence	0.833	0.587	0.885	intelijen
intelligent	0.917	0.541	0.868	pinter
intelligibility	0.740	0.481	0.689	intelligibility
intelligible	0.635	0.480	0.691	dimangerteni
intend	0.562	0.520	0.519	niat
intended	0.406	0.542	0.587	dimaksudaké
intending	0.510	0.567	0.597	niat
intense	0.592	0.774	0.679	sengit
intensely	0.694	0.846	0.750	kanthi intens
intensify	0.604	0.870	0.737	ngiyataken
intensity	0.622	0.930	0.952	intensitas
intensive	0.570	0.842	0.776	tenanan
intent	0.550	0.481	0.500	niat
intention	0.531	0.480	0.636	niat
intentional	0.650	0.615	0.750	sengojo
intentionally	0.450	0.676	0.696	kanthi sengaja
inter	0.510	0.375	0.466	antar
interact	0.822	0.690	0.759	sesambungan
interaction	0.646	0.735	0.750	interaksi
interactive	0.727	0.811	0.770	gawe gathuk ing rembugan
intercede	0.582	0.577	0.630	nyuwun syafaat
intercept	0.221	0.660	0.676	nyegat
interception	0.327	0.673	0.643	nyegat
intercession	0.503	0.486	0.598	syafaat
interchange	0.615	0.527	0.565	tukaran
interchangeable	0.615	0.459	0.526	bisa diganti
interchanged	0.396	0.472	0.434	diijoli
intercom	0.623	0.429	0.453	interkom
intercourse	0.551	0.608	0.557	sanggama
interdependence	0.608	0.618	0.639	saling gumantung
interdependent	0.410	0.482	0.598	saling gumantung
interdiction	0.337	0.500	0.585	larangan
interest	0.780	0.667	0.618	kepincut
interested	0.750	0.529	0.725	kasengsem
interesting	0.927	0.726	0.731	menarik
interface	0.643	0.357	0.600	antarmuka
interfere	0.323	0.714	0.471	ngganggu
interference	0.396	0.736	0.357	gangguan
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	antargalaksi
interim	0.604	0.400	0.524	interim
interior	0.618	0.157	0.462	njero
interject	0.333	0.648	0.658	interject
interlocutory	0.490	0.500	0.527	interlocutory
interlude	0.470	0.417	0.377	interlude
intermediary	0.427	0.510	0.643	perantara
intermediate	0.480	0.368	0.400	penengah
interment	0.235	0.608	0.346	interment
interminable	0.327	0.481	0.561	interminable
intermission	0.490	0.360	0.402	istirahat
intermittent	0.337	0.565	0.436	pedhot-pedhot
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	internal
internally	0.615	0.400	0.616	internal
international	0.800	0.519	0.702	internasional
internet	0.760	0.462	0.755	internet
internship	0.590	0.510	0.482	magang
interoffice	0.439	0.375	0.556	antar kantor
interpolate	0.460	0.490	0.569	interpolasi
interpolation	0.419	0.506	0.528	interpolasi
interpret	0.646	0.625	0.673	napsirake
interpretation	0.677	0.594	0.620	interpretasi
interpreter	0.708	0.461	0.596	juru basa
interpretive	0.531	0.549	0.595	interpretatif
interrelated	0.615	0.469	0.592	gegandhengan
interrogate	0.323	0.808	0.680	interogasi
interrogation	0.302	0.827	0.657	papriksan
interrupt	0.210	0.635	0.509	ngganggu
interrupted	0.281	0.559	0.333	diselani
interrupting	0.146	0.593	0.509	interrupting
interruption	0.184	0.632	0.425	gangguan
interrupts	0.204	0.545	0.389	interrupts
intersect	0.521	0.510	0.480	nyabrang
intersection	0.344	0.541	0.658	prapatan
interstate	0.520	0.443	0.600	antar negara bagian
interstellar	0.708	0.702	0.622	antar lintang
interstitial	0.333	0.471	0.534	interstisial
interval	0.510	0.284	0.400	interval
intervene	0.520	0.677	0.768	melu-melu
intervening	0.398	0.627	0.442	campur tangan
intervention	0.388	0.696	0.689	campur tangan
interview	0.573	0.770	0.619	wawancara
interviewer	0.552	0.736	0.816	pewawancara
interworking	0.552	0.587	0.691	interworking
intestate	0.459	0.467	0.415	tanpa wasiat
intestinal	0.357	0.531	0.370	usus
intestine	0.343	0.450	0.380	usus
intestines	0.292	0.547	0.398	usus
intimacy	0.857	0.802	0.558	karukunan
intimate	0.724	0.598	0.393	intim
intimately	0.806	0.573	0.590	raket
intimation	0.406	0.673	0.500	intimasi
intimidate	0.210	0.804	0.632	medeni
intimidated	0.177	0.663	0.208	medeni
intimidating	0.229	0.790	0.708	medeni
intimidation	0.177	0.791	0.644	intimidasi
intolerable	0.146	0.660	0.439	ora bisa ditoleransi
intolerance	0.052	0.704	0.520	intoleransi
intolerant	0.135	0.676	0.509	ora toleran
intonation	0.615	0.442	0.598	intonasi
intoxicated	0.079	0.824	0.246	mabuk
intoxicating	0.224	0.760	0.464	mabuk
intoxication	0.323	0.710	0.400	mabuk
intracranial	0.281	0.602	0.553	intrakranial
intractable	0.154	0.694	0.302	ora bisa ditindakake
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	intravena
intrepid	0.753	0.696	0.637	kendel
intricate	0.559	0.704	0.500	ruwet
intrigue	0.362	0.830	0.327	intrik
intriguing	0.422	0.713	0.462	nyenengake
intrinsic	0.406	0.471	0.526	intrinsik
intrinsically	0.459	0.382	0.538	sacara intrinsik
intro	0.510	0.331	0.657	intro
introduce	0.592	0.559	0.648	ngenalaken
introduction	0.612	0.413	0.640	pambuka
introductory	0.635	0.368	0.593	pambuka
introspection	0.603	0.337	0.575	introspeksi
introspective	0.552	0.360	0.471	introspeksi
intrude	0.058	0.735	0.480	ngganggu
intruder	0.146	0.740	0.324	penyusup
intrusion	0.293	0.641	0.670	gangguan
intrusive	0.461	0.607	0.538	ngganggu
intubation	0.276	0.598	0.526	intubasi
intuition	0.857	0.508	0.602	roso
intuitive	0.771	0.573	0.690	intuisi
intuitively	0.670	0.561	0.648	kanthi intuisi
inundation	0.177	0.780	0.455	kebanjiran
invade	0.408	0.892	0.714	nyerbu
invader	0.200	0.827	0.618	penjajah
invalid	0.180	0.330	0.255	ora sah
invalidate	0.315	0.480	0.397	batal
invalidation	0.181	0.490	0.278	invalidation
invalidity	0.186	0.394	0.158	invalidity
invaluable	0.740	0.500	0.745	invaluable
invariably	0.458	0.365	0.550	tansah
invasion	0.271	0.843	0.808	invasi
invasive	0.194	0.730	0.598	invasif
invent	0.719	0.689	0.833	nyipta
invention	0.714	0.577	0.811	panemuan
inventive	0.780	0.627	0.721	inventif
inventor	0.781	0.667	0.847	panemu
inventory	0.594	0.463	0.490	inventaris
inverse	0.459	0.337	0.319	kuwalik
inversely	0.286	0.418	0.351	kuwalik
inversion	0.602	0.630	0.772	inversi
invert	0.510	0.585	0.706	mbalikke
inverted	0.310	0.471	0.357	kuwalik
invest	0.650	0.663	0.682	nandur modal
investigate	0.640	0.500	0.781	nyelidiki
investigation	0.531	0.592	0.820	diselidiki
investigative	0.562	0.600	0.704	investigasi
investigator	0.615	0.509	0.779	penyidik
investment	0.720	0.592	0.745	investasi
investor	0.794	0.655	0.791	investor
invidious	0.112	0.650	0.364	invidious
invigorate	0.821	0.798	0.831	nyemangati
invincible	0.867	0.853	0.914	ora bisa dikalahake
invisibility	0.438	0.461	0.382	kahuripan
invisible	0.417	0.345	0.412	ora katon
invitation	0.802	0.549	0.647	undangan
invite	0.745	0.655	0.611	ngundang
inviting	0.938	0.571	0.538	ngundang
invocation	0.430	0.620	0.673	panyuwunan
invoice	0.480	0.380	0.474	invoice
invoke	0.583	0.740	0.579	ngundang
involuntary	0.354	0.490	0.231	involuntary
involution	0.296	0.420	0.407	involusi
involve	0.694	0.490	0.728	melu
involvement	0.760	0.620	0.696	melu
invulnerable	0.552	0.683	0.745	invulnerable
inwards	0.490	0.385	0.438	ing batin
iodine	0.390	0.265	0.333	yodium
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	nesu
ire	0.198	0.740	0.575	nesu
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	jengkel
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	wesi
ironclad	0.561	0.648	0.679	wesi
ironic	0.435	0.550	0.500	ironis
irons	0.531	0.441	0.625	wesi
irony	0.390	0.587	0.508	ironi
irradiation	0.385	0.736	0.509	iradiasi
irrational	0.125	0.648	0.394	ora nalar
irrationality	0.198	0.735	0.361	irasionalitas
irreconcilable	0.146	0.667	0.375	ora bisa rukun
irreducible	0.296	0.455	0.569	ora bisa dikurangi
irrefutable	0.496	0.549	0.716	ora bisa dibantah
irregular	0.312	0.548	0.321	ora teratur
irregularity	0.104	0.647	0.306	irregularity
irregularly	0.292	0.565	0.397	ora teratur
irrelevant	0.138	0.311	0.296	ora relevan
irreparable	0.061	0.530	0.430	irreparable
irreplaceable	0.479	0.580	0.833	ora bisa diganti
irrepressible	0.512	0.566	0.745	irrepressible
irresistible	0.823	0.833	0.839	irresistible
irrespective	0.497	0.538	0.745	ora preduli
irresponsible	0.177	0.680	0.241	ora tanggung jawab
irreverent	0.191	0.694	0.634	ora sopan
irreversible	0.170	0.541	0.667	ora bisa dibalèkaké
irrevocable	0.296	0.560	0.712	ora bisa dibatalake
irrigate	0.272	0.458	0.490	ngilekake banyu
irrigation	0.259	0.426	0.426	irigasi
irritability	0.146	0.853	0.283	irritability
irritable	0.112	0.952	0.462	gampang nesu
irritate	0.167	0.890	0.368	ngganggu
irritated	0.210	0.816	0.281	jengkel
irritates	0.173	0.810	0.295	jengkel
irritating	0.104	0.912	0.393	ngganggu
irritation	0.073	0.833	0.496	iritasi
island	0.745	0.347	0.432	pulo
isle	0.667	0.390	0.443	pulo
islet	0.612	0.314	0.367	pulo
isolate	0.235	0.422	0.336	ngisolasi
isolated	0.221	0.356	0.255	diisolasi
isolation	0.198	0.338	0.339	isolasi
isomorphism	0.448	0.361	0.481	isomorfisme
isothermal	0.459	0.491	0.500	isotermal
isotope	0.429	0.404	0.407	isotop
issue	0.316	0.819	0.351	masalah
itch	0.319	0.610	0.465	gatel
itching	0.208	0.690	0.300	gatel
itchy	0.334	0.726	0.296	gatel
item	0.594	0.270	0.465	item
itemize	0.459	0.527	0.518	itemize
items	0.542	0.401	0.434	item
iterate	0.449	0.460	0.440	mbaleni
iteration	0.531	0.449	0.486	mbaleni
iterative	0.429	0.420	0.500	iteratif
itinerant	0.449	0.545	0.439	itinerant
itinerary	0.551	0.550	0.454	itinerary
ivory	0.625	0.235	0.566	gadhing
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	ngoceh
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	jakal
jackass	0.188	0.692	0.279	jancok
jacket	0.656	0.302	0.382	jaket
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	kelinci
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	kesel
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	jagged
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	kunjara
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	penjaga penjara
jailhouse	0.104	0.887	0.430	jailhouse
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	senggol
jamboree	0.602	0.625	0.351	jambore
jammed	0.235	0.817	0.411	macet
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	tukang jaga
janitorial	0.490	0.373	0.481	janitorial
japan	0.667	0.482	0.580	japan
jar	0.430	0.346	0.318	jar
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	nggegirisi
jasmine	0.765	0.230	0.286	mlathi
jasper	0.480	0.425	0.402	jasper
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	lelungan
java	0.459	0.321	0.343	jawa
javelin	0.385	0.481	0.465	lembing
jaw	0.500	0.510	0.420	rahang
jawbone	0.468	0.413	0.342	balung rahang
jaws	0.385	0.528	0.455	cangkem
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	cemburu
jealousy	0.146	0.783	0.481	meri
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jins
jeep	0.602	0.510	0.612	jip
jeering	0.266	0.792	0.380	ngece
jelly	0.651	0.294	0.256	jeli
jellybean	0.592	0.406	0.399	jellybean
jellyfish	0.531	0.567	0.377	ubur-ubur
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	mbebayani
jeopardy	0.129	0.908	0.536	bebaya
jerk	0.194	0.630	0.238	bodho
jerks	0.214	0.788	0.395	wong jowo
jerky	0.233	0.538	0.358	kenceng
jersey	0.594	0.317	0.411	jersey
jest	0.520	0.736	0.222	guyon
jester	0.388	0.670	0.264	bajingan
jesus	0.800	0.400	0.620	Gusti Yesus
jet	0.612	0.721	0.606	jet
jetty	0.602	0.480	0.453	dermaga
jewel	0.827	0.588	0.625	permata
jeweler	0.760	0.482	0.500	tukang perhiasan
jewelry	0.823	0.569	0.597	perhiasan
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	goyang-goyang
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitters
jittery	0.344	0.856	0.255	gelisah
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	proyek
jobinterview	0.684	0.837	0.723	wawancara kerja
jock	0.592	0.656	0.473	joki
jockey	0.562	0.644	0.703	joki
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jogging
jogger	0.417	0.510	0.424	jogging
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	melu
joined	0.667	0.394	0.600	melu
joining	0.755	0.469	0.685	gabung
joint	0.615	0.392	0.566	gabungan
jointly	0.708	0.425	0.602	bebarengan
joke	0.704	0.610	0.316	guyon
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	guyon
jolly	0.959	0.705	0.708	bungah
jolt	0.365	0.708	0.358	sentak
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	jurnal
journalism	0.622	0.500	0.684	jurnalistik
journalist	0.542	0.452	0.732	wartawan
journalistic	0.696	0.449	0.495	jurnalistik
journey	0.910	0.702	0.625	lelampahan
journeyman	0.765	0.596	0.741	wong lelungan
joust	0.520	0.528	0.551	joust
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	kabungahan
joyful	0.990	0.740	0.667	bungah-bungah
joyous	0.958	0.580	0.728	bungah-bungah
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	kabungahan
jubilant	0.844	0.673	0.664	bungah
jubilee	0.916	0.500	0.579	jubile
judge	0.510	0.604	0.857	hakim
judged	0.281	0.686	0.722	diadili
judging	0.240	0.625	0.693	ngadili
judgment	0.396	0.600	0.816	paukuman
judgmental	0.330	0.602	0.579	ngadili
judicial	0.378	0.667	0.833	yudisial
judiciary	0.439	0.740	0.897	pengadilan
judicious	0.630	0.432	0.772	wicaksana
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	kendhi
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	juggling
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	jus
juicer	0.552	0.520	0.564	tukang jus
juicy	0.823	0.529	0.490	juicy
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	jumbleng
jumbled	0.292	0.602	0.445	jumbled
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	mlumpat
jump rope	0.656	0.660	0.368	mlumpat tali
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	mlipir
junction	0.490	0.481	0.364	prapatan
juncture	0.365	0.582	0.491	persimpangan
jungle	0.500	0.510	0.481	wana
junior	0.635	0.343	0.304	junior
juniper	0.583	0.327	0.352	juniper
junk	0.115	0.481	0.118	ajur
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	pecandu
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	junkyard
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	yuridis
jurisdiction	0.480	0.580	0.820	yuridiksi
jurisprudence	0.360	0.425	0.764	yurisprudensi
jurist	0.479	0.523	0.713	ahli hukum
juror	0.582	0.640	0.750	jurit
jury	0.479	0.607	0.789	juri
justice	0.760	0.538	0.787	kaadilan
justifiable	0.786	0.413	0.821	kabenerake
justification	0.622	0.444	0.661	kabeneran
justify	0.612	0.473	0.615	mbenerake
juststop	0.417	0.379	0.364	mandeg wae
justthebeginning	0.573	0.451	0.481	mung wiwitan
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	bocah enom
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaleidoskop
kamikaze	0.204	0.810	0.645	kitakaze
kangaroo	0.716	0.333	0.301	kanguru
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karma
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	sregep
keep	0.714	0.296	0.547	njaga
keeper	0.612	0.457	0.773	penjaga
keeping	0.592	0.280	0.723	njaga
keepsake	0.740	0.307	0.491	kenang-kenangan
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	kerchief
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	inti
kerosene	0.302	0.472	0.427	minyak tanah
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	ketel
key	0.615	0.275	0.519	kuncine
keyboard	0.573	0.279	0.349	papan ketik
keyed	0.469	0.497	0.521	keyed
keyhole	0.438	0.358	0.356	bolongan kunci
keynote	0.630	0.431	0.545	intine
keypad	0.604	0.255	0.330	keypad
keystone	0.573	0.438	0.491	watu kunci
keyword	0.602	0.520	0.747	tembung kunci
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibble
kick	0.271	0.791	0.526	nyepak
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	nyepak
kickoff	0.583	0.600	0.629	kickoff
kid	0.760	0.453	0.298	bocah
kidder	0.708	0.768	0.471	bocah cilik
kidding	0.622	0.625	0.457	guyon
kiddo	0.674	0.393	0.419	bocahe
kiddos	0.500	0.480	0.342	bocah-bocah
kidnap	0.032	0.923	0.535	nyulik
kidnapped	0.044	0.923	0.455	diculik
kidnapper	0.115	0.906	0.618	penculik
kidnapping	0.094	0.880	0.561	nyulik
kidney	0.448	0.363	0.380	ginjel
kids	0.837	0.500	0.417	bocah-bocah
kill	0.052	0.941	0.736	mateni
killer	0.041	0.971	0.543	pembunuh
killing	0.080	0.959	0.696	mateni
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	kiln
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilometer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	sanak
kind	0.918	0.240	0.618	jenis
kindergarten	0.833	0.462	0.308	taman kanak-kanak
kindling	0.520	0.651	0.421	nyala
kindness	0.938	0.350	0.508	kesaenan
kindred	0.760	0.418	0.517	sederek
kinematics	0.594	0.480	0.614	kinematika
kinesiology	0.491	0.480	0.633	kinesiologi
kinetic	0.582	0.540	0.537	kinetik
king	0.677	0.690	0.892	raja
king snake	0.458	0.835	0.647	ular raja
kingdom	0.714	0.547	0.910	kerajaan
kingpin	0.357	0.626	0.642	kingpin
kink	0.337	0.634	0.321	kusut
kinky	0.449	0.558	0.361	kusut
kinship	0.771	0.300	0.652	kekerabatan
kiosk	0.500	0.286	0.321	kios
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	ngambung
kisser	0.844	0.682	0.618	pangambung
kissy	0.874	0.684	0.402	ngambung
kit	0.583	0.344	0.420	kit
kitchen	0.700	0.234	0.398	pawon
kite	0.643	0.500	0.573	layangan
kitten	0.816	0.343	0.260	anak kucing
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	kluruk
knack	0.562	0.518	0.820	pinter
knapsack	0.551	0.317	0.268	ransel
knead	0.490	0.457	0.345	knead
knee	0.520	0.245	0.396	dhengkul
kneecap	0.427	0.360	0.440	dhengkul
kneel	0.426	0.417	0.217	tumungkul
kneeling	0.245	0.435	0.144	tumungkul
knell	0.354	0.500	0.377	klenthing
knick	0.480	0.509	0.420	kethuk
knickers	0.552	0.428	0.328	klambi
knife	0.344	0.717	0.573	piso
knight	0.780	0.441	0.835	satriya
knighthood	0.740	0.660	0.769	ksatria
knit	0.630	0.144	0.295	rajutan
knob	0.340	0.360	0.272	kenop
knock	0.312	0.531	0.527	nuthuk
knockoff	0.350	0.606	0.240	tiwas
knockout	0.388	0.755	0.664	kalah
knoll	0.434	0.347	0.333	knoll
knot	0.541	0.221	0.408	simpul
knots	0.418	0.346	0.267	knots
knotted	0.226	0.412	0.294	diikat
know	0.765	0.361	0.704	ngerti
knowing	0.833	0.353	0.658	ngerti
knowingly	0.500	0.459	0.481	kanthi sadar
knowledge	0.847	0.430	0.896	kawruh
knowledgeable	0.865	0.455	0.971	pinter
knuckle	0.655	0.333	0.393	ros-rosan
knucklehead	0.157	0.485	0.288	cungkring
knuckles	0.271	0.461	0.320	ros-rosan
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	koyok
kool-aid	0.531	0.318	0.393	bantuan kool
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	keris
kryptonite	0.306	0.690	0.588	kriptonit
kudos	0.925	0.587	0.642	kudos
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	label
labor	0.594	0.639	0.754	tenaga kerja
laboratory	0.571	0.490	0.537	laboratorium
labored	0.646	0.451	0.637	nyambut gawe
laborer	0.561	0.510	0.698	buruh
laboring	0.705	0.644	0.737	nyambut gawe
laborious	0.393	0.635	0.709	nyambut gawe
labyrinth	0.479	0.811	0.491	labirin
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	renda
laceration	0.143	0.667	0.443	laceration
lack	0.250	0.365	0.242	kekurangan
lackey	0.260	0.510	0.166	kakung
lacking	0.229	0.375	0.121	kurang
lackluster	0.250	0.311	0.264	kurang semangat
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktosa
lad	0.637	0.388	0.336	cah lanang
ladder	0.560	0.438	0.358	andha
laddie	0.668	0.539	0.391	cah lanang
laden	0.392	0.478	0.554	sarat
lading	0.388	0.463	0.409	lading
ladle	0.531	0.368	0.352	sendok
lady	0.854	0.481	0.602	mbak
lady bug	0.490	0.434	0.381	bug wadon
ladybug	0.602	0.400	0.224	kumbang
ladylike	0.592	0.559	0.538	cah wadon
ladyship	0.561	0.480	0.822	prawan
lag	0.220	0.375	0.246	lag
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	lagging
lagoon	0.660	0.231	0.373	laguna
lair	0.469	0.438	0.392	sarang
laity	0.510	0.320	0.487	wong awam
lake	0.694	0.196	0.425	tlaga
