English Word	Valence	Arousal	Dominance	Tatar Word
hasty	0.188	0.885	0.424	ашыга
hat	0.604	0.183	0.353	шляпа
hatch	0.479	0.653	0.402	люк
hatchet	0.333	0.608	0.500	балчык
hate	0.031	0.802	0.430	нәфрәт
hateeee	0.219	0.606	0.368	hateeee
hateeveryone	0.041	0.840	0.429	hәр сүзнең
hateful	0.071	0.819	0.430	нәфрәт
hater	0.052	0.702	0.422	нәфрәт
hateyou	0.125	0.735	0.464	сиңа нәфрәт итәм
hating	0.083	0.820	0.434	нәфрәт
hatred	0.037	0.847	0.424	нәфрәт
haughty	0.240	0.708	0.588	тәкәббер
haul	0.551	0.564	0.453	алып бару
haulage	0.561	0.510	0.650	йөртү
haunt	0.288	0.676	0.576	хан
haunted	0.264	0.731	0.520	.әр сүзнең
have	0.757	0.389	0.593	бар
haven	0.684	0.265	0.547	сыену урыны
havoc	0.163	0.769	0.535	җимерү
haw	0.406	0.426	0.431	карчыга
hawk	0.583	0.530	0.631	карчыга
hawking	0.521	0.509	0.491	карчыга
hay	0.469	0.212	0.343	печән
haye	0.615	0.451	0.336	печән
hayride	0.561	0.521	0.464	печән
haystack	0.552	0.292	0.331	печән
haywire	0.358	0.545	0.430	печән
hazard	0.112	0.884	0.757	куркыныч
hazardous	0.061	0.750	0.670	куркыныч
haze	0.427	0.327	0.217	томан
hazmat	0.398	0.479	0.519	хәзмәт
hazy	0.450	0.433	0.230	куркыныч
head	0.530	0.472	0.558	баш
headache	0.168	0.755	0.273	Баш авыртуы
headaches	0.104	0.720	0.259	баш авырту
headband	0.670	0.469	0.527	баш киеме
headdress	0.594	0.408	0.443	баш киеме
header	0.560	0.398	0.740	башлам
headgear	0.542	0.442	0.571	баш киеме
heading	0.551	0.292	0.642	башлам
headland	0.574	0.551	0.430	ил
headless	0.136	0.582	0.235	башсыз
headlight	0.592	0.343	0.393	фар
headline	0.630	0.241	0.685	баш исем
headliner	0.500	0.490	0.625	башлам
headlock	0.448	0.538	0.560	блок
headlong	0.354	0.548	0.409	баш
headmaster	0.604	0.564	0.865	мөдир
headphones	0.600	0.357	0.336	наушниклар
headquarter	0.615	0.269	0.525	штаб-квартирасы
headquarters	0.615	0.271	0.525	штаб
headset	0.602	0.340	0.302	гарнитура
headstone	0.240	0.378	0.349	таш
headstrong	0.310	0.714	0.500	баш
headway	0.823	0.464	0.745	юл
heady	0.448	0.806	0.565	авыр
heal	0.765	0.245	0.556	савыктыр
healer	0.863	0.378	0.741	дәвалаучы
healing	0.750	0.452	0.585	дәвалау
health	0.935	0.427	0.551	сәламәтлек
healthcare	0.780	0.392	0.630	сәләмәтлек саклау
healthful	0.930	0.315	0.769	сәламәт
healthy	0.938	0.319	0.818	сәламәт
heap	0.582	0.510	0.474	өем
hear	0.760	0.429	0.444	ишет
hearer	0.656	0.281	0.415	тыңлаучы
hearing	0.669	0.490	0.595	ишетү
hearsay	0.288	0.623	0.333	ишетү
hearse	0.177	0.490	0.324	мич
heart	0.827	0.500	0.693	йөрәк
heart disease	0.250	0.750	0.386	йөрәк авыруы
heartache	0.088	0.750	0.291	йөрәк әрни
heartattack	0.156	0.839	0.455	талма
heartbeat	0.750	0.698	0.585	йөрәк тибеше
heartbreak	0.208	0.610	0.245	йөрәк әрни
heartbreaker	0.265	0.685	0.580	йөрәк әрни
heartbreaking	0.146	0.811	0.423	йөрәк әрни
heartbroken	0.082	0.551	0.235	йөрәк әрни
heartburn	0.143	0.613	0.398	йөрәк әрни
hearted	0.823	0.410	0.805	йөрәкле
heartfelt	0.904	0.440	0.540	чын күңелдән
hearth	0.760	0.275	0.536	мич
heartily	0.927	0.531	0.664	чын күңелдән
heartland	0.812	0.510	0.675	йөрәк
heartless	0.071	0.652	0.400	йөрәксез
hearts	0.948	0.592	0.634	йөрәкләр
heartsick	0.240	0.388	0.208	йөрәк
heartworm	0.333	0.550	0.430	йөрәк кортлары
hearty	0.760	0.684	0.792	йөрәкле
heat	0.534	0.612	0.433	җылылык
heated	0.479	0.497	0.542	җылытылган
heater	0.500	0.573	0.538	җылыткыч
heath	0.802	0.387	0.546	хит
heathen	0.194	0.529	0.491	мәҗүсиләр
heather	0.500	0.352	0.407	Хезер
heating	0.647	0.491	0.537	җылыту
heave	0.716	0.588	0.664	heve
heaven	0.896	0.385	0.600	күк
heavenly	0.844	0.452	0.712	күктә
heavens	0.806	0.273	0.683	күкләр
heavily	0.542	0.679	0.814	авыр
heaviness	0.219	0.549	0.318	авырлык
heaving	0.201	0.843	0.491	авырлык
heavy	0.250	0.454	0.600	авыр
heavy metal	0.417	0.755	0.621	авыр металл
heavyweight	0.429	0.578	0.713	авыр авырлык
heck	0.240	0.728	0.560	хек
hectares	0.570	0.250	0.471	гектар
hectic	0.167	0.811	0.438	мәшәкатьле
hedge	0.604	0.602	0.569	киредән
hedgehog	0.458	0.491	0.377	керпе
hedonism	0.510	0.500	0.608	гедонизм
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	игътибарлы бул
heel	0.480	0.350	0.385	үкчәсе
heels	0.500	0.439	0.396	үкчәләр
heft	0.503	0.340	0.530	зур
hefty	0.550	0.654	0.745	зур
hegemonic	0.462	0.519	0.558	гегемоник
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	бозау
height	0.677	0.608	0.648	биеклек
heighten	0.755	0.622	0.765	көчәйтү
heightened	0.592	0.529	0.788	күтәрелгән
heinous	0.133	0.792	0.471	ямьсез
heir	0.840	0.654	0.764	варис
heiress	0.827	0.571	0.676	варис
heirloom	0.684	0.375	0.745	варис
heirs	0.796	0.519	0.698	варислары
heist	0.184	0.850	0.645	heist
helical	0.379	0.429	0.468	гелик
helicopter	0.714	0.806	0.617	вертолет
helipad	0.780	0.637	0.573	вертолет
heliport	0.594	0.604	0.527	вертолет
helium	0.490	0.316	0.304	гелий
helix	0.521	0.462	0.509	геликс
hell	0.020	0.918	0.565	тәмуг
hellfire	0.143	0.890	0.618	тәмуг
hellhole	0.200	0.615	0.421	хеллхол
hellish	0.125	0.860	0.545	геллиш
helm	0.511	0.450	0.615	руль
helmet	0.573	0.327	0.402	шлем
helmsman	0.490	0.441	0.647	руль
help	0.673	0.471	0.460	Ярдәм итегез
helper	0.704	0.438	0.567	ярдәмче
helpful	0.816	0.337	0.705	ярдәмчел
helpless	0.104	0.420	0.214	ярдәмсез
helplessness	0.087	0.480	0.250	ярдәмсезлек
hem	0.562	0.283	0.291	Hem
hematite	0.448	0.389	0.342	гематит
hematoma	0.146	0.600	0.398	гематома
hemi	0.510	0.363	0.342	Hemi
hemisphere	0.531	0.367	0.598	ярымшар
hemispheric	0.562	0.449	0.603	ярымшар
hemlock	0.438	0.350	0.434	гемлок
hemoglobin	0.469	0.481	0.418	гемоглобин
hemorrhage	0.031	0.849	0.426	кан кую
hemorrhoids	0.133	0.702	0.304	геморрой
hemostat	0.388	0.442	0.464	гемостат
hemp	0.469	0.439	0.422	соры
hen	0.385	0.276	0.241	тавык
henceforth	0.527	0.404	0.466	моннан алып
henhouse	0.500	0.577	0.414	тавык
hepatitis	0.055	0.596	0.358	гепатит
herald	0.643	0.382	0.500	хәбәрче
heraldry	0.550	0.520	0.607	геральдри
herb	0.643	0.418	0.353	үлән
herbaceous	0.560	0.220	0.310	үлән
herbal	0.592	0.255	0.390	үлән
herbarium	0.602	0.188	0.327	гербарий
herbs	0.620	0.299	0.308	үләннәр
herd	0.592	0.500	0.474	көтү
hereditary	0.531	0.600	0.737	нәселдән
heredity	0.704	0.445	0.818	нәсел
heresy	0.265	0.765	0.443	герессия
heretic	0.090	0.710	0.447	фетнәче
heretical	0.229	0.630	0.487	еретик
heretofore	0.479	0.388	0.385	элек
hereunto	0.500	0.225	0.333	монда
herewith	0.450	0.360	0.415	монда
heritage	0.842	0.512	0.815	мирас
hermaphrodite	0.480	0.684	0.481	гермафродит
hermeneutics	0.406	0.577	0.562	герменевтика
hermit	0.271	0.337	0.351	гермит
hernia	0.146	0.486	0.223	герния
hero	0.940	0.806	0.881	герой
heroic	0.890	0.770	0.912	герой
heroics	0.865	0.673	0.894	геройлар
heroin	0.276	0.843	0.655	героин
heroine	0.729	0.755	0.833	герой
heroism	0.844	0.802	0.898	батырлык
herpes	0.110	0.600	0.309	герпес
herpesvirus	0.219	0.558	0.435	герпезирус
herring	0.531	0.387	0.422	сельдь
hertz	0.396	0.417	0.506	герц
hesitant	0.333	0.542	0.321	икеләнеп
hesitate	0.459	0.548	0.232	икелән
hesitating	0.265	0.528	0.240	икеләнеп
hesitation	0.286	0.396	0.217	икеләнү
hetero	0.589	0.405	0.435	гетеро
heterogeneity	0.439	0.450	0.556	гетерогенлек
hew	0.417	0.470	0.377	hew
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	алты почмак
heyday	0.646	0.680	0.673	эйдай
hiatus	0.479	0.294	0.352	арадаш
hibernate	0.500	0.317	0.431	хибернат
hibernation	0.469	0.245	0.384	гиберация
hiccup	0.271	0.549	0.240	кочаклау
hick	0.357	0.442	0.314	хик
hickey	0.448	0.529	0.345	Хикки
hickory	0.520	0.490	0.415	хикори
hidden	0.208	0.430	0.327	яшерелгән
hide	0.438	0.510	0.218	яшер
hideaway	0.448	0.481	0.360	яшерен урын
hideous	0.091	0.750	0.328	ямьсез
hideout	0.337	0.443	0.302	яшерен урын
hiding	0.250	0.567	0.364	яшерү
hierarchical	0.521	0.620	0.939	иерархик
hierarchy	0.583	0.722	0.902	иерархия
hieroglyphics	0.479	0.325	0.509	иероглифика
high	0.684	0.510	0.614	биек
high heels	0.646	0.528	0.429	биек үкчәле
highball	0.656	0.520	0.481	хайбол
higher	0.866	0.528	0.713	югарырак
highest	0.771	0.640	0.710	иң югары
highland	0.615	0.481	0.611	тау
highlands	0.735	0.431	0.596	биеклекләр
highlight	0.844	0.637	0.882	аерып күрсәт
highness	0.740	0.670	0.931	биеклек
hight	0.667	0.637	0.645	биек
hightail	0.448	0.480	0.481	hightail
highway	0.640	0.583	0.425	шоссе
hijack	0.042	0.908	0.594	урлау
hijacker	0.104	0.953	0.683	карак
hike	0.615	0.442	0.538	поход
hiker	0.694	0.802	0.644	сәяхәтче
hiking	0.820	0.843	0.670	поход
hiking boot	0.657	0.353	0.446	ботинка
hilarious	0.750	0.640	0.537	күңелле
hilarity	0.745	0.480	0.575	hilarity
hill	0.615	0.353	0.518	калкулык
hillside	0.625	0.292	0.458	калкулык
hilltop	0.688	0.643	0.787	тау башы
hilly	0.643	0.479	0.603	калкулыклы
hilt	0.396	0.650	0.537	hilt
hind	0.483	0.644	0.337	арт
hinder	0.276	0.537	0.470	комачаулый
hindering	0.260	0.654	0.435	комачаулый
hindrance	0.135	0.545	0.473	киртәләр
hindsight	0.333	0.431	0.532	алдан күрү
hinge	0.458	0.292	0.417	элмә
hint	0.602	0.330	0.517	ишарә
hinterland	0.530	0.520	0.457	гинтерланд
hip	0.448	0.415	0.345	итәк
hip hop	0.740	0.714	0.484	хип-хоп
hippie	0.551	0.400	0.396	хиппи
hippo	0.490	0.404	0.477	иппо
hippopotamus	0.541	0.472	0.615	иппопотам
hire	0.688	0.558	0.556	яллау
hirsute	0.385	0.483	0.373	hirsute
hiss	0.388	0.480	0.370	чыршы
hissing	0.500	0.454	0.400	пышылдау
histology	0.490	0.320	0.560	гистология
historian	0.688	0.270	0.637	тарихчы
historic	0.816	0.473	0.784	тарихи
historical	0.653	0.357	0.833	тарихи
historiography	0.562	0.415	0.634	тарихиография
history	0.729	0.382	0.754	тарих
hit	0.235	0.931	0.679	хит
hitch	0.512	0.480	0.554	бәрелү
hitchhike	0.396	0.622	0.385	хитхик
hitchhiker	0.594	0.626	0.603	хитхикер
hitherto	0.448	0.356	0.463	әлегә кадәр
hitter	0.418	0.683	0.713	хиттер
hive	0.471	0.452	0.544	умарта
hives	0.417	0.473	0.591	умарта
hoard	0.506	0.412	0.518	саклагыз
hoarse	0.281	0.402	0.315	тупас
hoary	0.469	0.298	0.424	hәр сүзнең
hoax	0.146	0.696	0.303	шаярту
hob	0.633	0.363	0.415	хоб
hobbit	0.479	0.489	0.472	хоббит
hobby	0.827	0.560	0.471	хобби
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	хок
hockey	0.565	0.786	0.548	хоккей
hoe	0.302	0.480	0.418	калфак
hog	0.317	0.509	0.271	дуңгыз
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	күтәрү
hokey	0.604	0.667	0.430	хоккей
hold	0.448	0.290	0.364	тоту
holder	0.592	0.330	0.713	иясе
holding	0.600	0.385	0.670	тоту
holdup	0.398	0.471	0.398	тоткарлау
hole	0.531	0.310	0.330	тишек
holiday	0.948	0.431	0.593	бәйрәм
holidays	0.939	0.521	0.512	бәйрәмнәр
holidayseason	0.875	0.566	0.518	ял көне
holiness	0.860	0.264	0.742	изгелек
holistic	0.670	0.348	0.547	гомуми
holler	0.276	0.825	0.406	голлер
hollow	0.300	0.337	0.222	буш
holly	0.510	0.250	0.443	холли
holocaust	0.062	0.918	0.618	холокост
hologram	0.615	0.461	0.575	голограмма
holographic	0.510	0.471	0.555	голографик
holster	0.561	0.255	0.339	холстер
holy	0.812	0.112	0.690	изге
holyspirit	0.740	0.480	0.526	Holyspirit
homage	0.833	0.560	0.737	хөрмәт
hombre	0.656	0.472	0.696	Гомбр
hombres	0.510	0.538	0.652	Гомбрес
home	0.854	0.270	0.545	өй
homeboy	0.602	0.255	0.436	өй баласы
homecoming	0.760	0.413	0.472	өйгә кайту
homeland	0.663	0.439	0.868	Ватан
homeless	0.042	0.450	0.188	йортсыз
homely	0.745	0.157	0.399	хөрмәт белән
homemade	0.869	0.340	0.398	өйдә эшләнгән
homeopathic	0.417	0.268	0.400	гомеопатик
homeopathy	0.469	0.284	0.439	гомеопатия
homeowner	0.635	0.397	0.962	йорт хуҗасы
homeroom	0.604	0.480	0.491	гомером
homesick	0.436	0.304	0.347	сагыну
homestead	0.865	0.221	0.536	йорт
homesweethome	0.796	0.380	0.538	туган ягым - алтын бишек
hometown	0.858	0.333	0.605	туган шәһәр
homeward	0.833	0.275	0.435	өйгә кайту
homework	0.396	0.412	0.459	өй эше
homey	0.769	0.278	0.500	Өй
homicidal	0.020	0.912	0.573	үтерү
homicide	0.010	0.973	0.518	үтерү
homily	0.621	0.358	0.425	homәр сүзнең
homing	0.551	0.460	0.527	хоминг
hominy	0.479	0.382	0.429	гомин
homo	0.531	0.368	0.415	гомо
homogeneity	0.715	0.365	0.582	бертөрлелек
homogeneous	0.552	0.255	0.617	бертөрле
homologous	0.471	0.353	0.536	гомологик
homologue	0.542	0.356	0.509	гомолог
homology	0.571	0.494	0.527	гомология
homophobic	0.130	0.736	0.464	гомофобик
honcho	0.469	0.464	0.397	хончо
hone	0.688	0.392	0.473	hone
honest	0.927	0.254	0.750	намуслы
honesty	0.938	0.411	0.728	намус
honey	0.920	0.431	0.510	бал
honeycomb	0.541	0.417	0.412	бал кортлары
honeymoon	0.979	0.678	0.526	бал кортлары
honeysuckle	0.597	0.451	0.517	бал кортлары
honk	0.549	0.635	0.415	honk
honky	0.458	0.632	0.425	хонки
honor	0.896	0.587	0.857	хөрмәт
honorable	0.963	0.412	0.830	хөрмәтле
honorarium	0.796	0.510	0.746	гонорар
honorary	0.885	0.565	0.811	мактаулы
honored	0.938	0.447	0.732	хөрмәтле
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	капот
hooded	0.306	0.745	0.439	капланган
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	туяк
hook	0.418	0.444	0.395	кальян
hooked	0.610	0.661	0.454	бәйләнгән
hooker	0.214	0.889	0.373	кальян
hookup	0.625	0.529	0.683	Тоташтыру
hooky	0.468	0.500	0.452	кальян
hooligan	0.295	0.712	0.455	хулиган
hoop	0.635	0.204	0.315	кальян
hoopla	0.542	0.471	0.353	кальян
hooray	0.610	0.481	0.536	Ура
hoot	0.449	0.560	0.430	башмак
hooter	0.470	0.615	0.455	Хутер
hop	0.450	0.520	0.427	хоп
hope	0.927	0.317	0.739	өмет
hopeful	0.947	0.357	0.627	өметле
hopeless	0.094	0.298	0.112	өметсез
hopelessness	0.052	0.402	0.223	өметсезлек
hopes	0.917	0.500	0.702	өметләр
hoping	0.684	0.469	0.454	өметләнәм
hopper	0.396	0.491	0.442	хоппер
horde	0.286	0.713	0.684	Урда
horizon	0.729	0.284	0.590	офык
horizontal	0.573	0.304	0.387	горизонталь
horizontally	0.500	0.356	0.439	горизонталь
hormonal	0.500	0.620	0.551	гормональ
hormone	0.490	0.750	0.621	гормон
horn	0.385	0.510	0.366	мөгез
horned	0.316	0.610	0.375	мөгезле
hornet	0.398	0.594	0.500	хорнет
horny	0.490	0.908	0.560	мөгезле
horoscope	0.500	0.360	0.490	гороскоп
horrendous	0.073	0.755	0.365	коточкыч
horrible	0.071	0.857	0.398	коточкыч
horribly	0.050	0.631	0.454	коточкыч
horrid	0.052	0.765	0.419	куркыныч
horrific	0.094	0.846	0.481	коточкыч
horrified	0.040	0.885	0.368	Курку
horrifying	0.010	0.760	0.352	коточкыч
horror	0.115	0.850	0.438	куркыныч
horrors	0.061	0.852	0.409	куркыныч
horse	0.635	0.510	0.529	ат
horseback	0.688	0.588	0.566	ат
horseman	0.441	0.700	0.676	җайдак
horsepower	0.594	0.735	0.735	ат көче
horseradish	0.321	0.584	0.476	атлы
horseshit	0.153	0.582	0.179	ат
horseshoe	0.673	0.350	0.406	ат
horsey	0.602	0.454	0.462	ат
horticultural	0.594	0.387	0.509	бакчачылык
horticulture	0.700	0.420	0.434	бакчачылык
hosannah	0.679	0.373	0.500	хосанна
hose	0.469	0.288	0.263	шланг
hosiery	0.520	0.344	0.373	остаханә
hospice	0.337	0.443	0.535	хоспис
hospitable	0.791	0.470	0.661	кунакчыл
hospital	0.323	0.537	0.598	больница
hospitality	0.865	0.333	0.725	кунакчыллык
host	0.693	0.471	0.537	алып баручы
hostage	0.163	0.923	0.325	залог
hostel	0.479	0.500	0.398	хостел
hostess	0.792	0.604	0.688	хуҗабикә
hostile	0.188	0.877	0.474	дошман
hostilities	0.276	0.810	0.444	дошманлык
hostility	0.122	0.775	0.465	дошманлык
hot	0.490	0.740	0.573	кайнар
hot sauce	0.333	0.740	0.509	кайнар соус
hotbed	0.510	0.285	0.395	кайнар урын
hotdog	0.720	0.438	0.373	хотдог
hotel	0.740	0.370	0.407	кунакханә
hothead	0.240	0.849	0.518	кайнар баш
hotline	0.592	0.565	0.663	кайнар линия
hotshot	0.500	0.727	0.615	кайнар фото
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	hound
hour	0.552	0.265	0.336	сәгать
hourglass	0.542	0.284	0.492	сәгать стакан
hourly	0.469	0.418	0.491	сәгать саен
house	0.587	0.135	0.533	йорт
houseboat	0.604	0.389	0.429	өй көймәсе
houseboy	0.479	0.415	0.393	хуҗабикә
housebroken	0.518	0.461	0.389	Өй җимерелгән
houseguest	0.530	0.500	0.481	хуҗабикә
household	0.781	0.230	0.667	көнкүреш
householder	0.816	0.541	0.833	хуҗа
housekeeper	0.694	0.279	0.520	хуҗабикә
housekeeping	0.604	0.500	0.445	хуҗалык
housewarming	0.857	0.710	0.727	өй җылыту
housewife	0.656	0.361	0.449	хуҗабикә
housework	0.484	0.413	0.342	өй эше
housing	0.776	0.304	0.591	торак
hovel	0.333	0.296	0.322	күгәрчен
hover	0.510	0.431	0.404	каер
hovercraft	0.541	0.654	0.588	hoәр сүзнең
howl	0.357	0.646	0.407	елау
howsoever	0.459	0.309	0.345	ничек кенә булмасын
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	хаб
hubby	0.548	0.435	0.430	хобби
