English Word	Valence	Arousal	Dominance	Samoan Word
initial	0.583	0.314	0.539	amataga
initiate	0.719	0.480	0.553	amatalia
initiated	0.760	0.490	0.650	amataina
initiation	0.698	0.529	0.527	amataga
initiative	0.833	0.615	0.768	fuafuaga
inject	0.406	0.735	0.596	tui
injection	0.281	0.741	0.518	tui
injunction	0.281	0.422	0.519	fa'atonuga
injure	0.177	0.710	0.364	manu'a
injured	0.083	0.680	0.302	manu'a
injuring	0.073	0.790	0.245	faamanualia
injurious	0.177	0.759	0.366	manu'a
injury	0.049	0.769	0.287	manu'a
injustice	0.082	0.755	0.444	faiga lē tonu
ink	0.471	0.408	0.235	vaitusi
inkling	0.448	0.551	0.570	manatu
inland	0.510	0.417	0.423	i uta
inlay	0.406	0.531	0.565	fa'apipi'i
inlet	0.646	0.378	0.466	totonu
inmate	0.235	0.663	0.398	pagota
inn	0.660	0.284	0.475	faletalimalo
innards	0.302	0.480	0.400	totonu
innate	0.490	0.400	0.521	fa'aletagata
inner	0.551	0.216	0.443	totonu
innermost	0.583	0.500	0.510	i totonu
innerpeace	0.714	0.318	0.551	filemu i totonu
inning	0.602	0.315	0.520	ulufale
innings	0.573	0.487	0.443	totonugalemu
innkeeper	0.578	0.224	0.472	pule o le faletalimalo
innocence	0.802	0.260	0.307	ta'umamaina
innocent	0.729	0.206	0.340	mama
innocently	0.776	0.250	0.302	ma le mama
innocuous	0.510	0.321	0.172	mama
innovate	0.898	0.872	0.750	fa'afou
innovation	0.949	0.680	0.890	mea fou
innovative	0.880	0.640	0.830	fou
innuendo	0.467	0.670	0.463	fa'aupuga
innumerable	0.667	0.445	0.704	e le mafaitaulia
inoculation	0.333	0.570	0.598	tui
inoperable	0.184	0.422	0.304	e le mafai ona faagaoioia
inoperative	0.138	0.425	0.273	lē gaoioi
inordinate	0.163	0.630	0.330	fa'atauva'a
inorganic	0.385	0.345	0.282	fa'aletino
input	0.643	0.337	0.527	fa'aoga
inquest	0.458	0.569	0.721	su'esu'ega
inquire	0.583	0.519	0.363	fesili
inquirer	0.573	0.598	0.776	tagata su'esu'e
inquiring	0.479	0.510	0.500	fesilisili
inquiry	0.541	0.420	0.536	su'esu'e
inquisitive	0.301	0.637	0.615	su'esu'e
inquisitor	0.385	0.873	0.642	su'esu'e
insane	0.062	0.670	0.265	valea
insanity	0.098	0.847	0.337	valea
insatiable	0.375	0.656	0.558	le faamalieina
inscription	0.592	0.422	0.542	tusitusiga
inscrutable	0.459	0.541	0.613	e le mafaamatalaina
insect	0.276	0.633	0.242	iniseti
insecticide	0.188	0.598	0.430	iniseti
insecure	0.114	0.538	0.132	le mautinoa
insecurity	0.094	0.647	0.350	le saogalemu
insemination	0.542	0.644	0.622	insemination
insensitive	0.219	0.471	0.302	le magafagafa
inseparable	0.700	0.520	0.571	e le mavavaeeseina
insert	0.481	0.552	0.519	fa'aofi
inserted	0.479	0.402	0.476	fa'aofiina
insertion	0.521	0.520	0.565	fa'aofi
inside	0.612	0.404	0.472	totonu
insider	0.625	0.562	0.750	tagata totonu
insidious	0.146	0.622	0.480	taufaavalea
insight	0.613	0.363	0.649	malamalama
insightful	0.664	0.691	0.713	malamalama
insignia	0.665	0.282	0.685	fa'ailoga
insignificance	0.250	0.216	0.222	faatauvaa
insignificant	0.083	0.306	0.114	faatauvaa
insinuate	0.292	0.635	0.413	fa'aali
insipid	0.214	0.250	0.241	valea
insist	0.635	0.651	0.688	tausisi
insistence	0.418	0.704	0.645	finafinau
insistent	0.552	0.635	0.701	finafinau
insists	0.490	0.587	0.610	finau mai
insolence	0.115	0.731	0.402	fa'atauva'a
insolent	0.112	0.663	0.343	fa'amaualuga
insoluble	0.439	0.290	0.414	e le mafai ona fa'afefeteina
insolvency	0.323	0.431	0.300	faaletonu
insolvent	0.230	0.481	0.318	fa'aletonu
insomnia	0.198	0.611	0.373	le moe
insomniac	0.231	0.367	0.329	lē maua le moe
inspect	0.479	0.603	0.793	asiasia
inspection	0.459	0.630	0.718	asiasiga
inspector	0.418	0.580	0.852	tagata asiasi
inspiration	0.938	0.600	0.779	musumusuga
inspirational	0.927	0.720	0.810	musuia
inspire	0.918	0.627	0.759	musuia
inspired	0.967	0.702	0.736	musuia
instability	0.177	0.760	0.353	le mautu
install	0.630	0.583	0.736	fa'apipi'i
installation	0.656	0.469	0.759	fa'apipi'i
installment	0.619	0.396	0.483	totogi totogi
instance	0.547	0.450	0.558	fa'ata'ita'iga
instant	0.766	0.454	0.554	vave
instantaneous	0.750	0.500	0.585	vave
instantaneously	0.656	0.640	0.600	vave lava
instigate	0.278	0.765	0.642	fa'aoso
instigation	0.323	0.769	0.648	fa'aoso
instill	0.562	0.490	0.618	totō
instinct	0.771	0.602	0.642	lagona
instinctive	0.752	0.575	0.694	fa'anatinati
institute	0.604	0.480	0.807	inisitituti
institution	0.580	0.311	0.790	fa'alapotopotoga
instruct	0.729	0.490	0.833	faatonu
instructed	0.740	0.388	0.722	faatonuina
instruction	0.656	0.434	0.736	faatonuga
instructional	0.698	0.500	0.773	fa'atonuga
instructions	0.582	0.302	0.556	faatonuga
instructive	0.583	0.420	0.643	a'oa'o
instructor	0.771	0.490	0.782	faiaoga
instrument	0.562	0.537	0.655	meafaigaluega
instrumental	0.740	0.472	0.647	meafaigaluega
instrumentalist	0.656	0.540	0.740	tufuga
instrumentality	0.637	0.510	0.618	meafaigaluega
insubordination	0.281	0.775	0.634	fa'alētuau
insufferable	0.220	0.784	0.291	le onosaia
insufficiency	0.115	0.431	0.210	le atoatoa
insufficient	0.188	0.380	0.093	le lava
insufficiently	0.147	0.509	0.198	le lava
insular	0.531	0.426	0.465	motumotu
insulate	0.365	0.358	0.286	puipui
insulated	0.208	0.265	0.304	faaeseese
insulation	0.245	0.327	0.264	fa'amavaega
insulin	0.429	0.472	0.375	inisalini
insult	0.085	0.831	0.389	fa'alumaluma
insulting	0.094	0.840	0.412	taufaaleaga
insurance	0.714	0.308	0.825	inisiua
insure	0.700	0.415	0.698	inisiua
insurgent	0.235	0.735	0.660	fouvale
insurmountable	0.620	0.627	0.737	e le mafai ona faatoilaloina
insurrection	0.229	0.706	0.582	fouvalega
intact	0.716	0.212	0.602	atoatoa
intake	0.604	0.527	0.442	taumafa
intangible	0.525	0.480	0.473	lē vaaia
integer	0.573	0.327	0.595	numera atoa
integral	0.590	0.337	0.615	tu'ufa'atasi
integrate	0.729	0.390	0.700	fa'atasi
integration	0.771	0.480	0.737	tu'ufa'atasiga
integrity	0.865	0.413	0.848	amiosa'o
intellect	0.844	0.418	0.870	atamai
intellectual	0.906	0.455	0.845	atamai
intelligence	0.833	0.587	0.885	atamai
intelligent	0.917	0.541	0.868	atamai
intelligibility	0.740	0.481	0.689	malamalama
intelligible	0.635	0.480	0.691	malamalama
intend	0.562	0.520	0.519	fa'amoemoe
intended	0.406	0.542	0.587	faamoemoe
intending	0.510	0.567	0.597	fa'amoemoe
intense	0.592	0.774	0.679	malosi
intensely	0.694	0.846	0.750	malosi
intensify	0.604	0.870	0.737	fa'amalosi
intensity	0.622	0.930	0.952	malosi
intensive	0.570	0.842	0.776	malosi
intent	0.550	0.481	0.500	fa'amoemoe
intention	0.531	0.480	0.636	fa'amoemoe
intentional	0.650	0.615	0.750	ma le loto i ai
intentionally	0.450	0.676	0.696	ma le loto i ai
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	fegalegaleai
interaction	0.646	0.735	0.750	fegalegaleaiga
interactive	0.727	0.811	0.770	fegalegaleai
intercede	0.582	0.577	0.630	fautua
intercept	0.221	0.660	0.676	fa'alavelave
interception	0.327	0.673	0.643	fa'alavelave
intercession	0.503	0.486	0.598	fautua
interchange	0.615	0.527	0.565	fefa'ataua'iga
interchangeable	0.615	0.459	0.526	fesuia'i
interchanged	0.396	0.472	0.434	fesuia'i
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	feusuaiga
interdependence	0.608	0.618	0.639	felagolagomai
interdependent	0.410	0.482	0.598	felagolagomai
interdiction	0.337	0.500	0.585	vavao
interest	0.780	0.667	0.618	tului
interested	0.750	0.529	0.725	fiafia
interesting	0.927	0.726	0.731	manaia
interface	0.643	0.357	0.600	feso'ota'iga
interfere	0.323	0.714	0.471	fa'alavelave
interference	0.396	0.736	0.357	fa'alavelave
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	intergalactic
interim	0.604	0.400	0.524	lē tumau
interior	0.618	0.157	0.462	totonu
interject	0.333	0.648	0.658	fa'alavelave
interlocutory	0.490	0.500	0.527	talanoaga
interlude	0.470	0.417	0.377	vavao
intermediary	0.427	0.510	0.643	faufautua
intermediate	0.480	0.368	0.400	vaeluagalemu
interment	0.235	0.608	0.346	tootoo
interminable	0.327	0.481	0.561	e le mafaitaulia
intermission	0.490	0.360	0.402	malolo
intermittent	0.337	0.565	0.436	vavao
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	totonu
internally	0.615	0.400	0.616	totonu
international	0.800	0.519	0.702	faavaomalo
internet	0.760	0.462	0.755	initaneti
internship	0.590	0.510	0.482	galuega faataitai
interoffice	0.439	0.375	0.556	fefa'asoa'iga
interpolate	0.460	0.490	0.569	fefiloi
interpolation	0.419	0.506	0.528	fa'atasi
interpret	0.646	0.625	0.673	fa'amatala
interpretation	0.677	0.594	0.620	fa'aliliuga
interpreter	0.708	0.461	0.596	faamatalaupu
interpretive	0.531	0.549	0.595	fa'amatala
interrelated	0.615	0.469	0.592	felagolagomai
interrogate	0.323	0.808	0.680	fesiligia
interrogation	0.302	0.827	0.657	fesiligia
interrupt	0.210	0.635	0.509	fa'alavelave
interrupted	0.281	0.559	0.333	fa'alavelave
interrupting	0.146	0.593	0.509	fa'alavelave
interruption	0.184	0.632	0.425	fa'alavelave
interrupts	0.204	0.545	0.389	fa'alavelave
intersect	0.521	0.510	0.480	felavasa'i
intersection	0.344	0.541	0.658	fetaulaiga
interstate	0.520	0.443	0.600	vaeluagalemu
interstellar	0.708	0.702	0.622	va'ai fetu
interstitial	0.333	0.471	0.534	fa'alavalava
interval	0.510	0.284	0.400	vaeluaga
intervene	0.520	0.677	0.768	fa'alavelave
intervening	0.398	0.627	0.442	fa'alavelave
intervention	0.388	0.696	0.689	fa'alavelave
interview	0.573	0.770	0.619	faatalanoaga
interviewer	0.552	0.736	0.816	fai faatalanoaga
interworking	0.552	0.587	0.691	felagolagomai
intestate	0.459	0.467	0.415	lē fa'amaonia
intestinal	0.357	0.531	0.370	intestinal
intestine	0.343	0.450	0.380	inumaga
intestines	0.292	0.547	0.398	totoga
intimacy	0.857	0.802	0.558	fa'afeusuaiga
intimate	0.724	0.598	0.393	vavalalata
intimately	0.806	0.573	0.590	vavalalata
intimation	0.406	0.673	0.500	fa'ailoga
intimidate	0.210	0.804	0.632	fa'afefe
intimidated	0.177	0.663	0.208	fa'afefe
intimidating	0.229	0.790	0.708	fa'afefe
intimidation	0.177	0.791	0.644	fa'afefe
intolerable	0.146	0.660	0.439	e le mafai ona onosaia
intolerance	0.052	0.704	0.520	le faapalepale
intolerant	0.135	0.676	0.509	le faapalepale
intonation	0.615	0.442	0.598	fa'alogona
intoxicated	0.079	0.824	0.246	onana
intoxicating	0.224	0.760	0.464	onana
intoxication	0.323	0.710	0.400	onana
intracranial	0.281	0.602	0.553	intracranial
intractable	0.154	0.694	0.302	faigata
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	tui toto
intrepid	0.753	0.696	0.637	lototoa
intricate	0.559	0.704	0.500	lavelave
intrigue	0.362	0.830	0.327	fa'alavelave
intriguing	0.422	0.713	0.462	manaia
intrinsic	0.406	0.471	0.526	totonugalemu
intrinsically	0.459	0.382	0.538	i totonu
intro	0.510	0.331	0.657	fa'atomuaga
introduce	0.592	0.559	0.648	faailoa atu
introduction	0.612	0.413	0.640	folasaga
introductory	0.635	0.368	0.593	fa'atomuaga
introspection	0.603	0.337	0.575	su'esu'ega
introspective	0.552	0.360	0.471	su'esu'e
intrude	0.058	0.735	0.480	fa'alavelave
intruder	0.146	0.740	0.324	fa'alavelave
intrusion	0.293	0.641	0.670	fa'alavelave
intrusive	0.461	0.607	0.538	fa'alavelave
intubation	0.276	0.598	0.526	intubation
intuition	0.857	0.508	0.602	malamalama
intuitive	0.771	0.573	0.690	malamalama
intuitively	0.670	0.561	0.648	fa'alogona
inundation	0.177	0.780	0.455	lologa
invade	0.408	0.892	0.714	osofa'i
invader	0.200	0.827	0.618	osofa'i
invalid	0.180	0.330	0.255	le aoga
invalidate	0.315	0.480	0.397	fa'aleaogaina
invalidation	0.181	0.490	0.278	fa'aleaogaina
invalidity	0.186	0.394	0.158	le aoga
invaluable	0.740	0.500	0.745	taua tele
invariably	0.458	0.365	0.550	e le aunoa
invasion	0.271	0.843	0.808	osofa'iga
invasive	0.194	0.730	0.598	osofa'i
invent	0.719	0.689	0.833	fatuga
invention	0.714	0.577	0.811	mea fou
inventive	0.780	0.627	0.721	fatuga
inventor	0.781	0.667	0.847	tagata su'esu'e
inventory	0.594	0.463	0.490	inventory
inverse	0.459	0.337	0.319	fa'afeagai
inversely	0.286	0.418	0.351	fa'afeagai
inversion	0.602	0.630	0.772	feliua'i
invert	0.510	0.585	0.706	liliu
inverted	0.310	0.471	0.357	liliu
invest	0.650	0.663	0.682	teu faafaigaluega
investigate	0.640	0.500	0.781	su'esu'e
investigation	0.531	0.592	0.820	su'esu'ega
investigative	0.562	0.600	0.704	su'esu'e
investigator	0.615	0.509	0.779	tagata su'esu'e
investment	0.720	0.592	0.745	tupe teu faafaigaluega
investor	0.794	0.655	0.791	teu tupe
invidious	0.112	0.650	0.364	fa'atauva'a
invigorate	0.821	0.798	0.831	fa'aola
invincible	0.867	0.853	0.914	le mafaia
invisibility	0.438	0.461	0.382	le vaaia
invisible	0.417	0.345	0.412	lē vaaia
invitation	0.802	0.549	0.647	valaaulia
invite	0.745	0.655	0.611	valaaulia
inviting	0.938	0.571	0.538	valaaulia
invocation	0.430	0.620	0.673	tatalo
invoice	0.480	0.380	0.474	pili
invoke	0.583	0.740	0.579	valaau
involuntary	0.354	0.490	0.231	lē ofo fua
involution	0.296	0.420	0.407	involution
involve	0.694	0.490	0.728	aofia ai
involvement	0.760	0.620	0.696	auai
invulnerable	0.552	0.683	0.745	e le mafai ona lavea
inwards	0.490	0.385	0.438	i totonu
iodine	0.390	0.265	0.333	iodine
ion	0.429	0.330	0.408	iona
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	ita
ire	0.198	0.740	0.575	ita
iridescent	0.602	0.588	0.539	felanulanua'i
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	ita
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	uamea
ironclad	0.561	0.648	0.679	uamea
ironic	0.435	0.550	0.500	fa'aleaga
irons	0.531	0.441	0.625	u'amea
irony	0.390	0.587	0.508	fa'alili
irradiation	0.385	0.736	0.509	fa'avevelaina
irrational	0.125	0.648	0.394	le mafaufau
irrationality	0.198	0.735	0.361	le mafaufau
irreconcilable	0.146	0.667	0.375	le toe fa'alelei
irreducible	0.296	0.455	0.569	lē fa'aitiitia
irrefutable	0.496	0.549	0.716	e le mafai ona tete'e
irregular	0.312	0.548	0.321	fa'aletonu
irregularity	0.104	0.647	0.306	fa'aletonu
irregularly	0.292	0.565	0.397	fa'aletonu
irrelevant	0.138	0.311	0.296	le taua
irreparable	0.061	0.530	0.430	e le mafai ona toe fa'aleleia
irreplaceable	0.479	0.580	0.833	e le mafai ona suia
irrepressible	0.512	0.566	0.745	e le mafai ona taofiofia
irresistible	0.823	0.833	0.839	e le mafai ona tetee atu
irrespective	0.497	0.538	0.745	tusa lava pe
irresponsible	0.177	0.680	0.241	lē tali atu
irreverent	0.191	0.694	0.634	lē migao
irreversible	0.170	0.541	0.667	lē mafai ona toe fa'afo'isia
irrevocable	0.296	0.560	0.712	e le mafai ona toe fa'afo'isia
irrigate	0.272	0.458	0.490	fa'asusu
irrigation	0.259	0.426	0.426	fa'asusu
irritability	0.146	0.853	0.283	itaitaita
irritable	0.112	0.952	0.462	itaitaita
irritate	0.167	0.890	0.368	faaita
irritated	0.210	0.816	0.281	ita
irritates	0.173	0.810	0.295	fa'aita
irritating	0.104	0.912	0.393	faaita
irritation	0.073	0.833	0.496	ita
island	0.745	0.347	0.432	motu
isle	0.667	0.390	0.443	motu
islet	0.612	0.314	0.367	motu
isolate	0.235	0.422	0.336	faaesea
isolated	0.221	0.356	0.255	faaesea
isolation	0.198	0.338	0.339	tu'ufua
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotop
issue	0.316	0.819	0.351	mataupu
itch	0.319	0.610	0.465	mageso
itching	0.208	0.690	0.300	mageso
itchy	0.334	0.726	0.296	mageso
item	0.594	0.270	0.465	mea
itemize	0.459	0.527	0.518	fa'avasega
items	0.542	0.401	0.434	mea
iterate	0.449	0.460	0.440	toe fai
iteration	0.531	0.449	0.486	fa'asologa
iterative	0.429	0.420	0.500	faifai pea
itinerant	0.449	0.545	0.439	malaga
itinerary	0.551	0.550	0.454	ala savali
ivory	0.625	0.235	0.566	nifo elefane
jab	0.385	0.519	0.482	tui
jabber	0.417	0.506	0.342	fa'atauva'a
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	luko
jackass	0.188	0.692	0.279	so'aso
jacket	0.656	0.302	0.382	peleue
jackhammer	0.199	0.690	0.519	samala
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	lapiti
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	iasepi
jaded	0.255	0.560	0.400	mata'utia
jag	0.408	0.440	0.427	tui
jagged	0.082	0.462	0.213	mata'utia
jaguar	0.559	0.710	0.654	iakuara
jail	0.094	0.898	0.480	falepuipui
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	falepuipui falepuipui
jailer	0.194	0.630	0.632	leoleo falepuipui
jailhouse	0.104	0.887	0.430	fale puipui
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	siamu
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	poloka
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	tausi fale
janitorial	0.490	0.373	0.481	teufale
japan	0.667	0.482	0.580	Iapani
jar	0.430	0.346	0.318	fagu
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	vavao
jasmine	0.765	0.230	0.286	jasmine
jasper	0.480	0.425	0.402	iasepi
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	taufetuli
java	0.459	0.321	0.343	iava
javelin	0.385	0.481	0.465	tao
jaw	0.500	0.510	0.420	auvae
jawbone	0.468	0.413	0.342	ivi auvae
jaws	0.385	0.528	0.455	auvae
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	lotoleaga
jealousy	0.146	0.783	0.481	fuā
jean	0.602	0.444	0.364	Jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	sipi
jeering	0.266	0.792	0.380	tauemu
jelly	0.651	0.294	0.256	jeli
jellybean	0.592	0.406	0.399	sielipi
jellyfish	0.531	0.567	0.377	i'a
jenny	0.542	0.406	0.407	Jenny
jeopardize	0.260	0.877	0.582	lamatia
jeopardy	0.129	0.908	0.536	mata'utia
jerk	0.194	0.630	0.238	ma'i
jerks	0.214	0.788	0.395	mate'e
jerky	0.233	0.538	0.358	mate'e
jersey	0.594	0.317	0.411	jersey
jest	0.520	0.736	0.222	tausuaga
jester	0.388	0.670	0.264	tagata ulavavale
jesus	0.800	0.400	0.620	Iesu
jet	0.612	0.721	0.606	vaalele
jetty	0.602	0.480	0.453	va'a
jewel	0.827	0.588	0.625	maa taua
jeweler	0.760	0.482	0.500	tagata fai maa
jewelry	0.823	0.569	0.597	mea teuteu
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	vave
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	fe'ei
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	tagitagi
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	fa'anoanoa
jittery	0.344	0.856	0.255	atuatuvale
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	galuega
jobinterview	0.684	0.837	0.723	faatalanoaga faigaluega
jock	0.592	0.656	0.473	jock
jockey	0.562	0.644	0.703	sosi
jockstrap	0.347	0.431	0.390	ta'avale ta'avale
jog	0.510	0.708	0.519	tamo'e
jogger	0.417	0.510	0.424	tamo'e
john	0.562	0.382	0.327	Ioane
join	0.729	0.479	0.684	auai
joined	0.667	0.394	0.600	auai
joining	0.755	0.469	0.685	auai
joint	0.615	0.392	0.566	sooga
jointly	0.708	0.425	0.602	fa'atasi
joke	0.704	0.610	0.316	talasua
joker	0.771	0.760	0.416	tausua
joking	0.776	0.839	0.407	tausua
jolly	0.959	0.705	0.708	fiafia
jolt	0.365	0.708	0.358	te'i
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	iota
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	api talaaga
journalism	0.622	0.500	0.684	faatusitala
journalist	0.542	0.452	0.732	tusitala
journalistic	0.696	0.449	0.495	tusitala
journey	0.910	0.702	0.625	malaga
journeyman	0.765	0.596	0.741	tagata malaga
joust	0.520	0.528	0.551	tau
jovial	0.823	0.460	0.526	fiafia
joy	0.980	0.824	0.794	olioli
joyful	0.990	0.740	0.667	fiafia
joyous	0.958	0.580	0.728	fiafia
joyride	0.694	0.550	0.500	tietiega fiafia
joys	0.981	0.643	0.651	fiafiaga
jubilant	0.844	0.673	0.664	fiafia
jubilee	0.916	0.500	0.579	iupeli
judge	0.510	0.604	0.857	faamasino
judged	0.281	0.686	0.722	faamasinoina
judging	0.240	0.625	0.693	faamasino
judgment	0.396	0.600	0.816	faamasinoga
judgmental	0.330	0.602	0.579	fa'amasino
judicial	0.378	0.667	0.833	faamasinoga
judiciary	0.439	0.740	0.897	faamasinoga
judicious	0.630	0.432	0.772	faautauta
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	fagu
juggle	0.594	0.760	0.426	taufetuli
juggler	0.633	0.821	0.480	fa'atauvalea
juggling	0.562	0.874	0.346	taufetuli
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	suasusu
juicer	0.552	0.520	0.564	sua sua
juicy	0.823	0.529	0.490	suamalie
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	fememea'i
jumbled	0.292	0.602	0.445	fememea'i
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	oso
jump rope	0.656	0.660	0.368	oso le maea
jumper	0.615	0.336	0.481	osooso
jumpsuit	0.562	0.365	0.361	ofu osooso
jumpy	0.353	0.810	0.216	osooso
junction	0.490	0.481	0.364	fetaulaiga
juncture	0.365	0.582	0.491	so'oga
jungle	0.500	0.510	0.481	vaomatua
junior	0.635	0.343	0.304	laiti
juniper	0.583	0.327	0.352	juniper
junk	0.115	0.481	0.118	lapisi
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	leaga
junkyard	0.177	0.398	0.302	fale talatala
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	fa'aletulafono
jurisdiction	0.480	0.580	0.820	puleaga
jurisprudence	0.360	0.425	0.764	tulafono
jurist	0.479	0.523	0.713	faamasino
juror	0.582	0.640	0.750	faamasino
jury	0.479	0.607	0.789	fa'amasino
justice	0.760	0.538	0.787	faamasinoga tonu
justifiable	0.786	0.413	0.821	ta'uamiotonuina
justification	0.622	0.444	0.661	tauamiotonuina
justify	0.612	0.473	0.615	tauamiotonuina
juststop	0.417	0.379	0.364	taofi lava
justthebeginning	0.573	0.451	0.481	na'o le amataga
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	talavou
juxtaposition	0.427	0.500	0.460	fa'atasi
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaleidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangaroo
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karma
kayak	0.592	0.600	0.364	alovaa
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kepapa
keel	0.344	0.417	0.419	kiel
keen	0.823	0.719	0.806	naunau
keep	0.714	0.296	0.547	tausia
keeper	0.612	0.457	0.773	leoleo
keeping	0.592	0.280	0.723	tausia
keepsake	0.740	0.307	0.491	faamanatu
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	fale povi
kerchief	0.520	0.189	0.236	solosolo
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	fatu
kerosene	0.302	0.472	0.427	kerosene
