English Word	Valence	Arousal	Dominance	Maori Word
immutable	0.427	0.431	0.571	mau tonu
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	pānga
impair	0.153	0.500	0.360	whakakino
impaired	0.130	0.459	0.269	kua mate
impairment	0.170	0.571	0.220	waimaero
impart	0.521	0.441	0.694	tuku
impartial	0.531	0.406	0.685	whakahāwea
impartiality	0.622	0.394	0.616	te whakaaro kore
impassable	0.342	0.458	0.553	kore e taea
impassioned	0.740	0.780	0.802	pukuriri
impatience	0.278	0.780	0.411	te manawanui
impatient	0.250	0.708	0.429	manawanui
impatiently	0.194	0.750	0.539	te manawanui
impeach	0.208	0.776	0.664	whakahē
impeachment	0.163	0.735	0.694	whakahē
impeccable	0.833	0.370	0.824	korekore
impede	0.271	0.510	0.604	aukati
impediment	0.163	0.600	0.409	aukati
impelled	0.604	0.741	0.690	akiaki
impending	0.480	0.735	0.752	e tata ana
impenetrable	0.531	0.577	0.839	kore e taea te uru
imperative	0.625	0.647	0.708	whai mana
imperceptible	0.378	0.490	0.548	kore e kitea
imperfect	0.173	0.527	0.202	hē
imperfection	0.190	0.567	0.321	hē
imperfectly	0.297	0.481	0.330	hē
imperial	0.669	0.646	0.922	emepaea
imperialist	0.284	0.786	0.833	imperialist
impermeable	0.510	0.308	0.558	karekau
impermissible	0.188	0.464	0.352	e kore e whakaaetia
impersonal	0.316	0.356	0.472	kore tangata
impersonate	0.510	0.632	0.591	whakawhaiaro
impersonation	0.375	0.618	0.528	whakatauira
impersonator	0.469	0.586	0.406	tangata whakawhaiaro
impertinence	0.170	0.653	0.420	koretake
impertinent	0.219	0.826	0.373	koretake
impervious	0.582	0.408	0.536	karekau
impetuous	0.602	0.814	0.712	hikaka
impetus	0.521	0.740	0.635	whakahihiri
implacable	0.569	0.663	0.830	mau tonu
implant	0.429	0.510	0.588	whakatō
implantation	0.396	0.604	0.741	whakatō
implanted	0.347	0.500	0.679	whakatōkia
implement	0.720	0.573	0.792	whakatinana
implicate	0.250	0.670	0.434	whakauru
implicated	0.354	0.673	0.438	whai take
implication	0.337	0.528	0.690	tikanga
implied	0.327	0.530	0.481	kua tohuhia
implore	0.396	0.650	0.377	inoi
implosion	0.412	0.724	0.547	pupuhi
imply	0.542	0.670	0.533	tohu
impolite	0.167	0.590	0.282	kore whakaaro
import	0.615	0.480	0.623	kawemai
importance	0.750	0.580	0.864	hiranga
important	0.827	0.630	0.836	nui
importation	0.625	0.500	0.733	kawemai
impose	0.503	0.721	0.745	whakawai
imposing	0.392	0.731	0.836	whakamihi
imposition	0.357	0.604	0.618	whakapanga
impossibility	0.170	0.625	0.306	kore e taea
impossible	0.153	0.510	0.407	taea
impostor	0.135	0.704	0.442	whakapohehe
impotence	0.198	0.689	0.224	ngoikoretanga
impotent	0.146	0.587	0.333	ngoikore
impound	0.230	0.587	0.583	hopukina
impoverished	0.125	0.311	0.203	rawakore
impracticable	0.398	0.549	0.381	kore e taea
impractical	0.160	0.373	0.291	koretake
impregnable	0.378	0.549	0.667	korekore
impregnate	0.510	0.721	0.655	whakapouri
impress	0.816	0.744	0.895	whakamihi
impressed	0.806	0.770	0.429	whakamihi
impression	0.684	0.557	0.577	mana'o
impressionable	0.827	0.720	0.645	whakaawe
impressive	0.781	0.830	0.873	whakamīharo
imprint	0.615	0.574	0.685	tohu
imprison	0.112	0.829	0.545	whare herehere
imprisoned	0.032	0.717	0.302	ka mauheretia
imprisonment	0.133	0.630	0.471	whare herehere
improbable	0.097	0.412	0.439	e kore e taea
impromptu	0.541	0.729	0.415	ohorere
improper	0.229	0.520	0.259	hē
impropriety	0.133	0.591	0.389	he koretake
improve	0.833	0.528	0.815	whakapai ake
improved	0.919	0.480	0.679	whakapai ake
improvement	0.786	0.500	0.611	whakapai ake
improves	0.929	0.625	0.727	whakapai ake
improving	0.911	0.510	0.682	whakapai ake
improvisation	0.631	0.812	0.529	whakangao
improvise	0.646	0.650	0.519	whakapai
improvised	0.610	0.673	0.443	hangai
imprudent	0.170	0.676	0.265	whakaarokore
impudence	0.214	0.500	0.472	whakahihiri
impudent	0.302	0.604	0.462	whakahihi
impulse	0.530	0.840	0.611	whakahihiri
impulsive	0.365	0.864	0.607	hihiko
impunity	0.313	0.721	0.602	whakawhiu
impure	0.260	0.560	0.208	poke
impurity	0.173	0.546	0.306	poke
imputation	0.333	0.654	0.621	whakapae
imtryingtosleep	0.438	0.363	0.385	imtryingtonsleep
inability	0.150	0.529	0.250	kore kaha
inaccessible	0.083	0.585	0.446	kore e taea
inaccurate	0.135	0.450	0.250	hē
inaction	0.323	0.225	0.325	kore mahi
inactivate	0.245	0.240	0.415	whakakorekore
inactivation	0.198	0.260	0.220	whakahohenga
inactive	0.271	0.167	0.159	hohekore
inactivity	0.135	0.143	0.227	kore mahi
inadequacy	0.286	0.500	0.297	koretake
inadequate	0.122	0.450	0.223	takarepa
inadequateness	0.240	0.529	0.316	koretake
inadmissible	0.188	0.636	0.389	e kore e whakaaetia
inadvertent	0.365	0.368	0.286	pohehe
inadvertently	0.302	0.541	0.549	pohehe
inaffable	0.388	0.518	0.455	korekore
inalienable	0.437	0.459	0.608	e kore e taea te tango
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	kore ora
inapplicable	0.281	0.402	0.330	kore e tika
inappropriate	0.135	0.542	0.353	tano ore
inattention	0.208	0.433	0.188	kore aro
inaudible	0.280	0.398	0.358	kore e rangona
inaugural	0.684	0.567	0.608	whakatuwheratanga
inaugurate	0.781	0.582	0.800	whakatapua
inauguration	0.847	0.712	0.769	whakapuaretanga
inborn	0.590	0.288	0.546	whanau
inbound	0.531	0.388	0.538	ki roto
inbred	0.397	0.520	0.473	whanaua
incalculable	0.449	0.620	0.679	e kore e taea te tatau
incandescent	0.354	0.612	0.621	kākā
incantation	0.439	0.632	0.548	karakia
incapable	0.156	0.529	0.155	kore e taea
incapacity	0.052	0.500	0.217	ngoikoretanga
incarceration	0.100	0.800	0.397	mauhere
incarnate	0.552	0.651	0.593	whakaroto
incase	0.580	0.196	0.365	whakamaua
incendiary	0.281	0.810	0.598	tahu ahi
incense	0.698	0.275	0.328	whakakakara
incensed	0.338	0.643	0.392	riri
incentive	0.812	0.618	0.718	whakahihiri
inception	0.604	0.425	0.561	timatanga
incessant	0.438	0.760	0.544	mau tonu
incessantly	0.417	0.765	0.606	mau tonu
incest	0.073	0.853	0.491	iramutu
incestuous	0.188	0.736	0.442	puremu
inch	0.481	0.327	0.300	inihi
incidence	0.417	0.527	0.429	paheketanga
incident	0.084	0.662	0.482	aitua
incidental	0.281	0.610	0.404	ohorere
incidentally	0.479	0.500	0.500	ohorere
incineration	0.229	0.787	0.470	tahutahu
incinerator	0.250	0.643	0.591	tahu tahu
incipient	0.442	0.382	0.430	timata
incision	0.240	0.663	0.558	kohanga
incisive	0.380	0.602	0.545	whakahihiri
incite	0.449	0.736	0.642	whakahihiri
incitement	0.302	0.943	0.598	whakahihiri
inclement	0.260	0.676	0.616	kino
inclination	0.378	0.490	0.538	henga
incline	0.490	0.423	0.345	heke
inclined	0.469	0.347	0.402	anga
include	0.729	0.449	0.702	whakauru
included	0.760	0.402	0.570	whakaurua
including	0.700	0.378	0.518	tae atu ki
inclusion	0.774	0.404	0.712	whakauru
inclusive	0.604	0.420	0.564	whakauru
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	koretake
income	0.750	0.510	0.728	moni whiwhi
incoming	0.660	0.509	0.596	taumai
incomparable	0.625	0.577	0.670	e kore e rite
incompatible	0.196	0.500	0.310	hotokore
incompetence	0.077	0.551	0.208	ngoikoretanga
incompetent	0.133	0.566	0.239	karekau
incomplete	0.153	0.370	0.205	kāore i oti
incompletely	0.344	0.442	0.232	kore rawa
incompleteness	0.271	0.451	0.234	te kore e oti
incomprehensible	0.250	0.550	0.344	kore e marama
inconceivable	0.198	0.552	0.561	e kore e taea te whakaaro
inconclusive	0.153	0.442	0.340	korekore
incongruous	0.177	0.504	0.343	koretake
inconsequential	0.250	0.480	0.345	koretake
inconsiderate	0.224	0.519	0.423	whakaarokore
inconsistency	0.125	0.480	0.314	koretake
inconsistent	0.271	0.431	0.295	koretake
inconspicuous	0.604	0.214	0.368	kore e kitea
incontinence	0.150	0.598	0.272	korekore
inconvenience	0.063	0.667	0.291	raruraru
inconvenient	0.224	0.610	0.375	whakararuraru
incorporate	0.745	0.612	0.571	whakauru
incorporation	0.573	0.404	0.768	kaporeihana
incorrect	0.140	0.569	0.255	hē
incorrigible	0.130	0.667	0.500	korekore
increase	0.810	0.657	0.886	piki
increased	0.684	0.660	0.773	nui haere
incredible	0.857	0.796	0.902	whakaponohia
incredulous	0.286	0.510	0.269	whakaponokore
increment	0.684	0.637	0.750	pikinga
incriminate	0.188	0.810	0.416	whakaharahara
incriminating	0.133	0.788	0.500	whakaparahako
incrimination	0.152	0.865	0.545	whakaparahako
incubation	0.461	0.490	0.397	whakakoroki
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	e noho ana
incur	0.312	0.667	0.495	puta
incurable	0.104	0.667	0.255	e kore e taea te rongoa
incursion	0.552	0.830	0.719	whakaekenga
indebted	0.138	0.698	0.275	nama
indecency	0.135	0.670	0.491	whakakino
indecent	0.083	0.683	0.240	kino
indecision	0.184	0.480	0.196	kore whakaaro
indecisive	0.271	0.420	0.190	kore whakaaro
indefensible	0.173	0.647	0.484	korekore
indefinite	0.448	0.292	0.296	korekore
indelible	0.490	0.337	0.591	mau tonu
indemnification	0.521	0.490	0.770	utunga
indemnify	0.449	0.548	0.613	utu
indemnity	0.470	0.607	0.692	utunga
indent	0.479	0.346	0.379	nuku
indentation	0.374	0.500	0.349	nuku
indenture	0.434	0.382	0.636	whakaurunga
independence	0.896	0.663	0.911	mana motuhake
independent	0.885	0.440	0.872	motuhake
indescribable	0.448	0.529	0.648	e kore e taea te korero
indestructible	0.772	0.731	0.853	korekore
indeterminate	0.360	0.402	0.322	korekore
index	0.448	0.268	0.342	taupū
indicate	0.594	0.350	0.676	tohu
indicating	0.745	0.339	0.555	tohu
indication	0.719	0.432	0.750	tohu
indicative	0.510	0.510	0.591	tohu
indicator	0.573	0.451	0.670	tohu
indice	0.469	0.377	0.541	tohu
indict	0.188	0.731	0.458	whakapae
indictment	0.245	0.745	0.577	whakawakanga
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	kore whakaaro
indifferent	0.396	0.157	0.250	kore whakaaro
indigenous	0.500	0.509	0.552	tangata whenua
indigent	0.156	0.481	0.223	rawakore
indigestion	0.204	0.610	0.182	korenga
indignant	0.260	0.600	0.423	riri
indignation	0.173	0.778	0.431	riri
indignity	0.167	0.500	0.306	whakakino
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	autaki
indiscreet	0.177	0.587	0.342	whakaarokore
indiscretion	0.265	0.637	0.390	pohehe
indispensable	0.710	0.449	0.802	mea nui
indisposed	0.122	0.519	0.206	matekore
indistinct	0.255	0.340	0.360	kore marama
indistinguishable	0.346	0.458	0.548	e kore e taea te wehewehe
individual	0.627	0.327	0.533	takitahi
individuality	0.612	0.469	0.527	takitahi
indivisible	0.646	0.398	0.580	e kore e taea te wehewehe
indoctrination	0.327	0.657	0.698	whakaakoranga
indolent	0.177	0.381	0.259	mangere
indomitable	0.458	0.800	0.830	mau tonu
indoor	0.615	0.245	0.347	roto
induce	0.257	0.606	0.684	whakaawe
induced	0.397	0.471	0.491	whakaawe
inducement	0.647	0.765	0.685	whakahihiri
induction	0.392	0.593	0.627	whakaurunga
indulge	0.833	0.716	0.669	whakapuare
indulgence	0.479	0.490	0.517	tukunga
indulgent	0.560	0.481	0.529	whakamihi
industrial	0.469	0.600	0.875	ahumahi
industrialist	0.562	0.633	0.843	tohunga ahumahi
industrious	0.720	0.537	0.791	pukumahi
industry	0.650	0.447	0.836	ahumahi
ineffable	0.551	0.577	0.585	kore e taea te korero
ineffective	0.093	0.422	0.094	kore whai hua
ineffectual	0.163	0.412	0.200	kore whai hua
inefficiency	0.092	0.466	0.181	koretake
inefficient	0.190	0.460	0.173	koretake
inelastic	0.396	0.426	0.385	korekore
ineligible	0.143	0.377	0.457	kore e tika
inept	0.156	0.418	0.209	koretake
ineptitude	0.177	0.471	0.250	koretake
inequality	0.122	0.575	0.259	kore ōritenga
inequitable	0.281	0.519	0.373	koretake
inert	0.323	0.180	0.319	korekore
inertia	0.344	0.288	0.322	inertia
inevitable	0.316	0.419	0.623	e kore e taea
inexact	0.153	0.459	0.170	hē
inexcusable	0.271	0.582	0.546	korekore
inexhaustible	0.602	0.541	0.643	e kore e pau
inexpensive	0.694	0.414	0.260	utu iti
inexperience	0.208	0.614	0.151	kore wheako
inexperienced	0.281	0.473	0.231	tauhou
inexplicable	0.224	0.635	0.443	kore e taea te whakamarama
inexpressible	0.198	0.608	0.364	e kore e taea te korero
infallibility	0.583	0.663	0.764	te hape
infallible	0.776	0.687	0.809	korekore
infamous	0.146	0.580	0.472	kino
infamy	0.177	0.676	0.421	kino
infancy	0.750	0.399	0.370	kohungahunga
infant	0.802	0.431	0.328	kohungahunga
infanticide	0.167	0.856	0.443	kohungahunga
infantile	0.604	0.382	0.259	kohungahunga
infantry	0.531	0.684	0.791	hoia haere
infarct	0.080	0.846	0.386	whakakino
infatuated	0.729	0.764	0.417	whakapoapoa
infatuation	0.844	0.745	0.530	whakapoapoa
infeasible	0.245	0.472	0.236	kore e taea
infect	0.102	0.777	0.424	whakakino
infection	0.083	0.735	0.407	mate
infectious	0.142	0.760	0.422	hopuhopu
infer	0.449	0.490	0.453	whakatau
inference	0.359	0.479	0.398	whakatau
inferential	0.426	0.451	0.455	huatau
inferior	0.260	0.254	0.106	iti iho
inferiority	0.177	0.430	0.205	te whakaiti
infernal	0.083	0.837	0.571	reinga
inferno	0.051	0.857	0.463	rewharewha
infertile	0.274	0.458	0.255	kore tamariki
infertility	0.170	0.664	0.328	te kore tamariki
infestation	0.256	0.776	0.527	whakakinotanga
infidel	0.177	0.740	0.404	tangata whakaponokore
infidelity	0.062	0.777	0.392	whakateka
infield	0.510	0.571	0.438	roto
infiltrate	0.408	0.745	0.587	kuhukuhu
infiltration	0.265	0.792	0.536	kuhutanga
infinite	0.724	0.583	0.735	mutunga kore
infinitely	0.688	0.643	0.829	mutunga kore
infinitesimal	0.388	0.472	0.496	iti rawa
infinity	0.516	0.459	0.805	mutunga kore
infirm	0.115	0.521	0.210	ngoikore
infirmary	0.500	0.438	0.517	whare hauora
infirmity	0.094	0.482	0.252	ngoikoretanga
inflammation	0.146	0.765	0.423	mumura
inflammatory	0.177	0.642	0.404	mumura
inflatable	0.510	0.510	0.400	karekau
inflate	0.305	0.569	0.462	pupuhi
inflated	0.303	0.431	0.617	whakakake
inflation	0.219	0.792	0.508	pikinga
inflection	0.385	0.635	0.377	whakakorikori
inflict	0.167	0.760	0.609	whakawhiu
infliction	0.302	0.722	0.571	whakawhiu
inflorescence	0.459	0.344	0.412	puinga
influence	0.622	0.663	0.824	whakaawe
influential	0.899	0.688	0.944	whai mana
influenza	0.271	0.718	0.321	rewharewha
influx	0.622	0.635	0.575	urunga
info	0.750	0.330	0.642	korero
infomercial	0.427	0.462	0.555	pārongo
inform	0.723	0.582	0.679	whakamohio
informal	0.480	0.398	0.441	ōpaki
informant	0.604	0.612	0.719	kaiwhakarongo
information	0.765	0.370	0.711	nga korero
informative	0.812	0.419	0.741	korero
informed	0.543	0.298	0.617	whakamohiotia
informer	0.521	0.578	0.580	kaiwhakarongo
infraction	0.245	0.660	0.471	hara
infrared	0.469	0.588	0.526	pōkākā
infrastructure	0.604	0.460	0.694	hanganga
infrequent	0.312	0.377	0.192	iti noa
infrequently	0.204	0.250	0.327	he iti noa
infringement	0.153	0.800	0.481	takahi
infuriate	0.102	0.934	0.596	whakapataritari
infuriated	0.073	0.930	0.510	riri
infuriates	0.135	0.913	0.627	whakapataritari
infuriating	0.139	0.870	0.509	whakapataritari
infuse	0.380	0.705	0.589	whaowhia
infused	0.385	0.473	0.546	whaowhia
infuser	0.469	0.433	0.536	kaiwhakainu
infusion	0.583	0.365	0.453	whaowhia
ingenious	0.760	0.690	0.891	mohio
ingenuity	0.708	0.590	0.868	te mohio
ingest	0.510	0.559	0.473	whakauru
ingestion	0.429	0.612	0.512	horonga
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	kua mau
ingrate	0.235	0.606	0.327	whakakorikori
ingredient	0.792	0.373	0.451	whakauru
ingress	0.601	0.366	0.736	urunga
inhabit	0.656	0.378	0.556	noho
inhabitant	0.604	0.356	0.519	tangata noho
inhabited	0.667	0.361	0.510	nohoia
inhabiting	0.458	0.440	0.598	noho ana
inhalation	0.510	0.613	0.464	whakangohanga
inhale	0.427	0.340	0.492	whakangohu
inhaler	0.408	0.500	0.349	kaiwhakahau
inherent	0.562	0.439	0.480	tūturu
inherit	0.745	0.546	0.694	tuku iho
inheritance	0.900	0.565	0.798	tuku iho
inhibit	0.167	0.479	0.447	aukati
inhibition	0.265	0.392	0.534	aukati
inhibitor	0.281	0.450	0.471	aukati
inhospitable	0.265	0.531	0.395	kore manaaki
inhuman	0.107	0.660	0.492	kore tangata
inhumane	0.104	0.587	0.402	kore tangata
inhumanity	0.143	0.540	0.405	kino tangata
inimaginable	0.542	0.636	0.534	e kore e taea te whakaaro
inimical	0.260	0.823	0.556	kino
inimitable	0.571	0.413	0.790	korekore
iniquity	0.219	0.567	0.425	kino
initial	0.583	0.314	0.539	tuatahi
initiate	0.719	0.480	0.553	kōkiri
initiated	0.760	0.490	0.650	i timataria
initiation	0.698	0.529	0.527	kōkiritanga
initiative	0.833	0.615	0.768	kaupapa
inject	0.406	0.735	0.596	werohia
injection	0.281	0.741	0.518	werohanga
injunction	0.281	0.422	0.519	whakahaunga
injure	0.177	0.710	0.364	whara
injured	0.083	0.680	0.302	whara
injuring	0.073	0.790	0.245	wharanga
injurious	0.177	0.759	0.366	kino
injury	0.049	0.769	0.287	wharanga
injustice	0.082	0.755	0.444	te hee
ink	0.471	0.408	0.235	waituhi
inkling	0.448	0.551	0.570	waituhi
inland	0.510	0.417	0.423	ki uta
inlay	0.406	0.531	0.565	whakaroto
inlet	0.646	0.378	0.466	urunga
inmate	0.235	0.663	0.398	mauhere
inn	0.660	0.284	0.475	whare whare
innards	0.302	0.480	0.400	o roto
innate	0.490	0.400	0.521	whanau
inner	0.551	0.216	0.443	roto
innermost	0.583	0.500	0.510	o roto rawa
innerpeace	0.714	0.318	0.551	te rangimarie o roto
inning	0.602	0.315	0.520	whakaurunga
innings	0.573	0.487	0.443	whakaurunga
innkeeper	0.578	0.224	0.472	rangatira whare
innocence	0.802	0.260	0.307	harakore
innocent	0.729	0.206	0.340	harakore
innocently	0.776	0.250	0.302	harakore
innocuous	0.510	0.321	0.172	harakore
innovate	0.898	0.872	0.750	auaha
innovation	0.949	0.680	0.890	auahatanga
innovative	0.880	0.640	0.830	auaha
innuendo	0.467	0.670	0.463	whakapae
innumerable	0.667	0.445	0.704	e kore e taea te tatau
inoculation	0.333	0.570	0.598	werohanga
inoperable	0.184	0.422	0.304	kore e taea te whakahaere
inoperative	0.138	0.425	0.273	kore mahi
inordinate	0.163	0.630	0.330	pōharahara
inorganic	0.385	0.345	0.282	parakore
input	0.643	0.337	0.527	whakauru
inquest	0.458	0.569	0.721	uiuinga
inquire	0.583	0.519	0.363	uiui
inquirer	0.573	0.598	0.776	kai uiui
inquiring	0.479	0.510	0.500	te uiui
inquiry	0.541	0.420	0.536	pakirehua
inquisitive	0.301	0.637	0.615	patapatai
inquisitor	0.385	0.873	0.642	kairuri
insane	0.062	0.670	0.265	porangi
insanity	0.098	0.847	0.337	porangi
insatiable	0.375	0.656	0.558	kore e ngata
inscription	0.592	0.422	0.542	tuhituhinga
inscrutable	0.459	0.541	0.613	e kore e kitea
insect	0.276	0.633	0.242	ngarara
insecticide	0.188	0.598	0.430	patu ngarara
insecure	0.114	0.538	0.132	korekore
insecurity	0.094	0.647	0.350	korekore
insemination	0.542	0.644	0.622	whakawhānau
insensitive	0.219	0.471	0.302	taikaha
inseparable	0.700	0.520	0.571	e kore e taea te wehe
insert	0.481	0.552	0.519	whakauru
inserted	0.479	0.402	0.476	whakaurua
insertion	0.521	0.520	0.565	whakaurunga
inside	0.612	0.404	0.472	roto
insider	0.625	0.562	0.750	roto
insidious	0.146	0.622	0.480	hianga
insight	0.613	0.363	0.649	matauranga
insightful	0.664	0.691	0.713	whai whakaaro
insignia	0.665	0.282	0.685	tohu tohu
insignificance	0.250	0.216	0.222	iti
insignificant	0.083	0.306	0.114	iti
insinuate	0.292	0.635	0.413	whakahihiri
insipid	0.214	0.250	0.241	korekore
insist	0.635	0.651	0.688	tohe
insistence	0.418	0.704	0.645	tohenga
insistent	0.552	0.635	0.701	tohe
insists	0.490	0.587	0.610	tohe ana
insolence	0.115	0.731	0.402	whakahihi
insolent	0.112	0.663	0.343	whakahihi
insoluble	0.439	0.290	0.414	korekore
insolvency	0.323	0.431	0.300	kore moni
insolvent	0.230	0.481	0.318	kore utu
insomnia	0.198	0.611	0.373	ohoroa
insomniac	0.231	0.367	0.329	ohoroa
inspect	0.479	0.603	0.793	tirotirohia
inspection	0.459	0.630	0.718	tirotiro
inspector	0.418	0.580	0.852	kaitirotiro
inspiration	0.938	0.600	0.779	whakahihiri
inspirational	0.927	0.720	0.810	whakahihiri
inspire	0.918	0.627	0.759	whakahihiri
inspired	0.967	0.702	0.736	faauruhia
instability	0.177	0.760	0.353	koretake
install	0.630	0.583	0.736	tāuta
installation	0.656	0.469	0.759	tāutanga
installment	0.619	0.396	0.483	instalment
instance	0.547	0.450	0.558	tauira
instant	0.766	0.454	0.554	inamata
instantaneous	0.750	0.500	0.585	inamata
instantaneously	0.656	0.640	0.600	inamata
instigate	0.278	0.765	0.642	whakakorikori
instigation	0.323	0.769	0.648	whakahihiri
instill	0.562	0.490	0.618	whakatō
instinct	0.771	0.602	0.642	parapara
instinctive	0.752	0.575	0.694	parapara
institute	0.604	0.480	0.807	whare wananga
institution	0.580	0.311	0.790	whare whakahaere
instruct	0.729	0.490	0.833	tohutohu
instructed	0.740	0.388	0.722	whakaakona
instruction	0.656	0.434	0.736	tohutohu
instructional	0.698	0.500	0.773	tohutohu
instructions	0.582	0.302	0.556	tohutohu
instructive	0.583	0.420	0.643	whakaako
instructor	0.771	0.490	0.782	kaiwhakaako
instrument	0.562	0.537	0.655	taputapu
instrumental	0.740	0.472	0.647	mauhaa
instrumentalist	0.656	0.540	0.740	kaiwhakatangitangi
instrumentality	0.637	0.510	0.618	taputapu
insubordination	0.281	0.775	0.634	whakakeke
insufferable	0.220	0.784	0.291	korekore
insufficiency	0.115	0.431	0.210	ngoikoretanga
insufficient	0.188	0.380	0.093	iti rawa
insufficiently	0.147	0.509	0.198	iti rawa
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	whakaweto
insulated	0.208	0.265	0.304	whakawetohia
insulation	0.245	0.327	0.264	whakawetiweti
insulin	0.429	0.472	0.375	insulin
insult	0.085	0.831	0.389	tawai
insulting	0.094	0.840	0.412	whakakino
insurance	0.714	0.308	0.825	inihua
insure	0.700	0.415	0.698	inihua
insurgent	0.235	0.735	0.660	tutu
insurmountable	0.620	0.627	0.737	e kore e taea
insurrection	0.229	0.706	0.582	tutu
intact	0.716	0.212	0.602	mau tonu
intake	0.604	0.527	0.442	horomanga
intangible	0.525	0.480	0.473	kore kitea
integer	0.573	0.327	0.595	tauoti
integral	0.590	0.337	0.615	whai wāhi
integrate	0.729	0.390	0.700	whakauru
integration	0.771	0.480	0.737	whakauru
integrity	0.865	0.413	0.848	tapatahi
intellect	0.844	0.418	0.870	hinengaro
intellectual	0.906	0.455	0.845	hinengaro
intelligence	0.833	0.587	0.885	matauranga
intelligent	0.917	0.541	0.868	mohio
intelligibility	0.740	0.481	0.689	te maramatanga
intelligible	0.635	0.480	0.691	mohio
intend	0.562	0.520	0.519	whakaaro
intended	0.406	0.542	0.587	kua whakaritea
intending	0.510	0.567	0.597	e whakaaro ana
intense	0.592	0.774	0.679	kaha
intensely	0.694	0.846	0.750	kaha
intensify	0.604	0.870	0.737	whakakaha
intensity	0.622	0.930	0.952	kaha
intensive	0.570	0.842	0.776	kaha
intent	0.550	0.481	0.500	koronga
intention	0.531	0.480	0.636	whakaaro
intentional	0.650	0.615	0.750	whakaaro
intentionally	0.450	0.676	0.696	ma te whakaaro
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	taunekeneke
interaction	0.646	0.735	0.750	taunekeneke
interactive	0.727	0.811	0.770	pāhekoheko
intercede	0.582	0.577	0.630	wawao
intercept	0.221	0.660	0.676	haukoti
interception	0.327	0.673	0.643	haukoti
intercession	0.503	0.486	0.598	wawao
interchange	0.615	0.527	0.565	whakawhiti
interchangeable	0.615	0.459	0.526	whakawhiti
