English Word	Valence	Arousal	Dominance	Welsh Word
magnificence	0.802	0.810	0.920	gwychder
magnificent	1.000	0.680	0.886	godidog
magnifier	0.469	0.216	0.345	chwyddwydr
magnify	0.729	0.561	0.839	chwyddwch
magnifying	0.594	0.265	0.406	chwyddwydr
magnitude	0.608	0.613	0.774	maintioli
magnolia	0.558	0.343	0.379	magnolia
magpie	0.500	0.458	0.327	pigyn
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahogani
maid	0.406	0.324	0.300	morwyn
maiden	0.755	0.396	0.461	morwyn
mail	0.615	0.231	0.548	post
mailbox	0.573	0.222	0.404	blwch post
mailing	0.688	0.324	0.375	postio
mailman	0.659	0.418	0.462	postmon
maim	0.133	0.724	0.496	maim
main	0.667	0.510	0.811	prif
mainframe	0.531	0.490	0.557	prif ffrâm
mainland	0.680	0.407	0.806	tir mawr
mainstay	0.694	0.400	0.713	prif gynheiliad
mainstream	0.653	0.527	0.660	prif ffrwd
maintain	0.684	0.398	0.647	cynnal
maintenance	0.592	0.410	0.545	cynnal a chadw
majestic	0.948	0.731	0.906	mawreddog
majesty	0.823	0.602	0.955	mawredd
major	0.684	0.538	0.874	mawr
majority	0.684	0.560	0.930	mwyafrif
make	0.684	0.420	0.480	Creu
makeover	0.771	0.510	0.596	gweddnewidiad
maker	0.698	0.544	0.706	gwneuthurwr
makeshift	0.479	0.611	0.389	dros dro
makesmehappy	0.894	0.663	0.712	gwneudfihapus
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	colur
makingdisciples	0.684	0.402	0.664	gwneuddisgyblion
malady	0.190	0.686	0.304	malady
malaise	0.150	0.600	0.161	anhwylder
malaria	0.125	0.653	0.304	malaria
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	maleisus
malfeasance	0.062	0.745	0.325	camwedd
malformation	0.083	0.602	0.357	camffurfiad
malfunction	0.125	0.577	0.229	camweithio
malice	0.073	0.811	0.492	malais
malicious	0.177	0.765	0.607	maleisus
malign	0.140	0.765	0.481	malaen
malignancy	0.149	0.814	0.614	malaenedd
malignant	0.143	0.824	0.370	malaen
maligned	0.102	0.684	0.218	pardduo
mall	0.724	0.663	0.492	canolfan
malleable	0.500	0.500	0.391	hydrin
mallet	0.354	0.390	0.483	mallet
malnutrition	0.024	0.592	0.277	diffyg maeth
malpractice	0.094	0.559	0.330	camymddwyn
malt	0.750	0.373	0.324	brag
mama	0.860	0.413	0.728	mama
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	mama
mammal	0.618	0.449	0.421	mamal
mammoth	0.480	0.471	0.537	mamoth
mammy	0.680	0.415	0.436	mami
manage	0.560	0.530	0.719	rheoli
manageable	0.750	0.361	0.655	hylaw
management	0.792	0.491	0.806	rheoli
manager	0.625	0.549	0.897	rheolwr
managerial	0.604	0.520	0.791	rheolaethol
mandamus	0.439	0.577	0.556	mandamws
mandarin	0.625	0.398	0.491	mandarin
mandate	0.448	0.670	0.779	mandad
mandatory	0.271	0.667	0.777	gorfodol
mandible	0.510	0.431	0.500	mandibl
mandolin	0.708	0.433	0.367	mandolin
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	mwng
maneuver	0.615	0.663	0.608	maneuver
maneuvering	0.635	0.640	0.745	symud
mange	0.311	0.558	0.348	preseb
manger	0.656	0.276	0.398	preseb
mangle	0.292	0.449	0.355	mangl
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	mangi
manhole	0.378	0.500	0.516	twll archwilio
manhood	0.625	0.735	0.858	dynoliaeth
manhunt	0.145	0.925	0.657	dynhunt
mania	0.290	0.683	0.382	mania
maniac	0.120	0.849	0.431	maniac
maniacal	0.200	0.848	0.500	maniacal
manic	0.054	0.892	0.368	manig
manicure	0.706	0.308	0.284	trin dwylo
manicurist	0.583	0.352	0.341	manicurist
manifest	0.667	0.647	0.704	maniffest
manifestation	0.583	0.750	0.655	amlygiad
manifested	0.580	0.618	0.667	amlygu
manifestly	0.469	0.588	0.577	yn amlwg
manifesto	0.646	0.519	0.676	maniffesto
manifold	0.500	0.461	0.435	manifold
manipulate	0.255	0.700	0.772	trin
manipulation	0.188	0.775	0.536	trin
manipulative	0.177	0.724	0.546	llawdriniol
mankind	0.823	0.471	0.768	dynolryw
manly	0.698	0.633	0.846	manly
manna	0.698	0.294	0.544	manna
manned	0.551	0.588	0.484	â chriw
mannequin	0.427	0.302	0.295	mannequin
manner	0.618	0.250	0.320	modd
mannered	0.469	0.556	0.291	moesgar
manners	0.816	0.284	0.517	moesau
manor	0.646	0.358	0.738	maenor
manpower	0.531	0.620	0.543	gweithlu
mansion	0.847	0.490	0.717	plasdy
mansions	0.735	0.529	0.777	plastai
manslaughter	0.090	0.920	0.473	dynladdiad
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	mantell
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	llaw
manufacture	0.868	0.703	0.780	gweithgynhyrchu
manufacturer	0.688	0.537	0.830	gwneuthurwr
manufacturing	0.653	0.613	0.804	gweithgynhyrchu
manure	0.250	0.471	0.241	tail
manuscript	0.510	0.208	0.540	llawysgrif
map	0.561	0.229	0.463	map
maple	0.541	0.390	0.339	masarn
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	marathon
marble	0.604	0.212	0.667	marmor
marbled	0.396	0.385	0.418	marmor
marbles	0.714	0.345	0.241	marblis
march	0.531	0.200	0.483	gorymdeithio
mare	0.541	0.320	0.417	caseg
margarine	0.530	0.316	0.333	margarîn
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	ymyl
marginal	0.235	0.644	0.345	ymylol
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	mariwana
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	morol
mariner	0.652	0.491	0.676	morwr
marital	0.760	0.529	0.500	priodasol
maritime	0.646	0.490	0.713	morwrol
mark	0.491	0.231	0.600	marc
marked	0.592	0.358	0.554	marcio
marker	0.500	0.333	0.605	marciwr
market	0.724	0.480	0.521	marchnad
marketable	0.746	0.545	0.664	gwerthadwy
marketing	0.521	0.774	0.675	marchnata
marketplace	0.698	0.420	0.525	marchnadle
marks	0.430	0.480	0.424	marciau
marksman	0.500	0.833	0.692	marciwr
marksmanship	0.573	0.531	0.664	marcwaith
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	marmaled
maroon	0.469	0.358	0.336	marwn
marooned	0.229	0.480	0.160	marwned
marquee	0.602	0.284	0.508	pabell
marquis	0.521	0.444	0.562	marquis
marred	0.181	0.561	0.233	marw
marriage	0.844	0.684	0.750	priodas
married	0.674	0.570	0.602	priod
marrow	0.398	0.422	0.472	mêr
marry	0.896	0.765	0.673	priodi
marsh	0.302	0.358	0.277	cors
marshal	0.469	0.610	0.819	marsial
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	ymladd
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	martini
martyr	0.281	0.708	0.509	merthyr
martyrdom	0.323	0.745	0.442	merthyrdod
marvel	0.961	0.755	0.866	rhyfeddu
marvellous	0.878	0.809	0.849	rhyfeddol
marvelous	0.948	0.637	0.778	rhyfeddol
marvelously	0.968	0.708	0.764	yn rhyfeddol
marzipan	0.684	0.380	0.258	marsipán
mascara	0.575	0.450	0.269	mascara
mascot	0.750	0.337	0.337	masgot
masculine	0.653	0.540	0.773	gwrywaidd
masculinity	0.583	0.670	0.851	gwrywdod
mash	0.440	0.363	0.283	stwnsh
mashed	0.531	0.337	0.194	stwnsh
mask	0.510	0.490	0.537	mwgwd
masked	0.375	0.549	0.518	cuddio
masks	0.510	0.472	0.241	mygydau
masochism	0.194	0.845	0.483	masochiaeth
masochist	0.164	0.784	0.353	masochist
mason	0.541	0.442	0.580	saer maen
masquerade	0.431	0.633	0.446	masquerade
mass	0.458	0.245	0.277	màs
massacre	0.031	0.887	0.640	cyflafan
massage	0.708	0.356	0.413	tylino
masses	0.552	0.453	0.473	masau
masseur	0.622	0.265	0.463	maswr
masseuse	0.594	0.373	0.391	masseuse
massive	0.569	0.660	0.750	anferth
mast	0.542	0.390	0.580	mast
master	0.694	0.490	0.849	meistr
masterful	0.854	0.510	0.960	meistrolgar
mastermind	0.792	0.625	0.918	meistrolgar
masterpiece	0.926	0.623	0.847	campwaith
mastery	0.755	0.648	0.873	meistrolaeth
masturbate	0.552	0.926	0.500	masturbate
masturbation	0.542	0.961	0.509	mastyrbio
mat	0.459	0.221	0.304	mat
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	cyfateb
matchbook	0.562	0.391	0.412	llyfr matsys
matching	0.719	0.735	0.418	paru
matchmaker	0.615	0.509	0.519	matsiwr
mate	0.847	0.417	0.669	cymar
material	0.521	0.363	0.439	deunydd
materialism	0.220	0.390	0.556	materoliaeth
materialist	0.255	0.491	0.504	materol
materialistic	0.420	0.506	0.589	materol
materiality	0.417	0.450	0.636	materoldeb
materialize	0.688	0.596	0.728	gwireddu
materially	0.490	0.451	0.670	materol
materials	0.633	0.361	0.473	defnyddiau
materiel	0.531	0.294	0.417	materiel
maternal	0.847	0.417	0.634	mamol
maternity	0.865	0.480	0.622	mamolaeth
math	0.417	0.375	0.600	mathemateg
mathematical	0.620	0.500	0.548	mathemategol
mathematician	0.541	0.418	0.773	mathemategydd
mathematics	0.438	0.435	0.664	mathemateg
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	paru
matriculation	0.622	0.490	0.675	matriciwleiddio
matrimony	0.850	0.637	0.843	priodas
matrix	0.551	0.378	0.673	matrics
matron	0.520	0.519	0.555	metron
matted	0.281	0.519	0.393	matiog
matter	0.487	0.353	0.562	mater
matting	0.479	0.405	0.423	matio
mattress	0.612	0.255	0.397	matres
maturation	0.612	0.439	0.698	aeddfedu
mature	0.625	0.347	0.600	aeddfed
maturity	0.827	0.400	0.806	aeddfedrwydd
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	mawsolewm
mauve	0.533	0.330	0.314	mauve
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	uchaf
maximize	0.823	0.765	0.792	uchafu
maximum	0.724	0.724	0.852	uchafswm
may	0.704	0.273	0.245	gall
mayday	0.344	0.643	0.423	mayday
mayflower	0.690	0.463	0.429	blodyn Mai
mayhem	0.188	0.870	0.364	anhrefn
mayonnaise	0.510	0.320	0.222	mayonnaise
mayor	0.469	0.481	0.818	maer
maze	0.438	0.608	0.444	drysfa
mead	0.667	0.337	0.441	medd
meadow	0.622	0.130	0.382	gweirglodd
meager	0.144	0.389	0.281	pitw
meal	0.833	0.461	0.473	pryd
mean	0.440	0.467	0.620	cymedr
meander	0.480	0.443	0.454	ymdroellog
meandering	0.427	0.644	0.539	troellog
meanie	0.388	0.420	0.404	meanie
meaning	0.663	0.395	0.625	ystyr
meaningful	0.770	0.500	0.802	ystyrlon
meaningless	0.156	0.314	0.143	diystyr
meanness	0.102	0.694	0.368	meanness
means	0.615	0.373	0.460	yn golygu
meantime	0.432	0.222	0.300	cyfamser
measles	0.092	0.635	0.422	y frech goch
measurable	0.604	0.410	0.602	mesuradwy
measure	0.510	0.375	0.365	mesur
measured	0.542	0.265	0.578	mesuredig
measurement	0.622	0.418	0.491	mesur
measuring	0.448	0.337	0.529	mesur
measuring cup	0.557	0.343	0.377	cwpan mesur
measuring tape	0.337	0.280	0.327	tâp mesur
meat	0.612	0.421	0.413	cig
meatball	0.612	0.279	0.343	pelen gig
meathead	0.306	0.534	0.490	pen cig
meatloaf	0.625	0.389	0.375	cig dorth
mechanic	0.571	0.433	0.566	mecanydd
mechanical	0.479	0.569	0.564	mecanyddol
mechanics	0.542	0.500	0.761	mecaneg
mechanism	0.573	0.583	0.664	mecanwaith
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	medal
medallion	0.750	0.510	0.710	medaliwn
medallist	0.796	0.821	0.897	medalydd
meddle	0.302	0.770	0.526	meddle
meddling	0.245	0.600	0.461	ymyraeth
media	0.500	0.330	0.464	cyfryngau
medial	0.458	0.340	0.429	cyfryngol
median	0.459	0.216	0.375	canolrif
mediate	0.635	0.308	0.654	cyfryngu
mediation	0.661	0.350	0.657	cyfryngu
mediator	0.592	0.438	0.580	cyfryngwr
medic	0.500	0.472	0.585	meddyg
medical	0.583	0.373	0.616	meddygol
medicate	0.417	0.375	0.546	meddyginiaeth
medication	0.615	0.439	0.500	meddyginiaeth
medicinal	0.667	0.417	0.614	meddyginiaethol
medicine	0.708	0.318	0.679	meddygaeth
medieval	0.560	0.408	0.455	canoloesol
mediocre	0.188	0.481	0.149	canolig
mediocrity	0.073	0.398	0.225	cyffredinedd
meditate	0.812	0.146	0.564	myfyrio
meditating	0.718	0.185	0.399	yn myfyrio
meditation	0.786	0.120	0.478	myfyrdod
meditative	0.614	0.120	0.454	myfyriol
mediterranean	0.663	0.454	0.545	canoldir
medium	0.559	0.356	0.358	canolig
medley	0.487	0.352	0.400	medli
meek	0.531	0.150	0.198	addfwyn
meet	0.760	0.510	0.580	cwrdd
meeting	0.750	0.569	0.613	cyfarfod
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melancolaidd
melancholy	0.188	0.260	0.237	melancholy
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	melus
melodious	0.932	0.530	0.587	melus
melodrama	0.378	0.830	0.446	felodrama
melodramatic	0.235	0.692	0.368	melodramatig
melody	0.847	0.434	0.405	alaw
melon	0.461	0.231	0.271	melon
melt	0.448	0.615	0.312	toddi
meltdown	0.629	0.657	0.602	toddi
melting	0.592	0.470	0.538	toddi
member	0.698	0.333	0.555	aelod
membership	0.698	0.411	0.778	aelodaeth
membrane	0.406	0.430	0.418	pilen
memento	0.708	0.360	0.536	coffadwriaeth
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	cofiant
memorabilia	0.780	0.412	0.491	cofiadwy
memorable	0.939	0.510	0.769	cofiadwy
memorandum	0.600	0.500	0.639	memorandwm
memorial	0.602	0.304	0.600	cofeb
memorials	0.771	0.333	0.679	cofebau
memories	0.963	0.487	0.510	atgofion
memoriesiwontforget	0.635	0.542	0.455	atgofion byth anghofio
memorize	0.520	0.451	0.716	ar gof
memory	0.792	0.378	0.573	cof
menace	0.125	0.894	0.759	bygythiad
menacing	0.042	0.880	0.643	bygythiol
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	trwsio
mending	0.500	0.633	0.657	trwsio
menial	0.490	0.420	0.352	gwrywaidd
meningitis	0.104	0.612	0.407	llid yr ymennydd
meniscus	0.323	0.330	0.453	menisws
menopause	0.204	0.460	0.306	menopos
menses	0.163	0.686	0.331	menses
menstrual	0.408	0.519	0.435	mislif
mental	0.490	0.490	0.585	meddyliol
mentalhealth	0.562	0.541	0.670	Iechyd meddwl
mentality	0.711	0.415	0.726	meddylfryd
menthol	0.490	0.292	0.433	menthol
mention	0.562	0.365	0.562	crybwyll
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	bwydlen
meow	0.510	0.510	0.412	meow
mercantile	0.480	0.490	0.713	masnachgar
mercenary	0.245	0.837	0.673	mercenary
merchandise	0.594	0.460	0.621	marsiandïaeth
merchant	0.675	0.500	0.620	masnachwr
merciful	0.854	0.346	0.500	trugarog
merciless	0.062	0.880	0.634	didrugaredd
mercurial	0.490	0.546	0.518	ariangar
mercury	0.337	0.312	0.475	mercwri
mercy	0.719	0.229	0.500	trugaredd
mere	0.396	0.221	0.176	yn unig
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	uno
merger	0.592	0.490	0.642	uno
meridian	0.510	0.324	0.558	meridian
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	teilyngdod
meritorious	0.781	0.618	0.855	teilwng
mermaid	0.765	0.623	0.452	morforwyn
merriment	0.948	0.721	0.632	hwyl
merry	0.979	0.731	0.764	llawen
merrychristmas	0.888	0.510	0.536	Nadolig Llawen
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	rhwyll
meshes	0.440	0.363	0.362	rhwyllau
mesmerized	0.520	0.552	0.421	mesmerized
mess	0.143	0.843	0.273	llanast
message	0.650	0.391	0.415	neges
messedup	0.333	0.615	0.358	messedup
messenger	0.694	0.434	0.500	negesydd
messiah	0.781	0.634	0.800	meseia
messy	0.260	0.635	0.140	blêr
metabolic	0.408	0.531	0.559	metabolaidd
metabolism	0.698	0.509	0.555	metaboledd
metal	0.551	0.429	0.547	metel
metallic	0.615	0.330	0.607	metelaidd
metallurgy	0.396	0.509	0.587	meteleg
metamorphosis	0.541	0.571	0.613	metamorffosis
metaphor	0.562	0.280	0.470	trosiad
metaphorical	0.500	0.412	0.480	trosiadol
metaphysical	0.630	0.573	0.686	metaffisegol
metaphysics	0.561	0.396	0.588	metaffiseg
metastasis	0.177	0.646	0.452	metastasis
meteor	0.398	0.714	0.737	meteor
meteoric	0.590	0.802	0.684	meteoriaidd
meteorite	0.385	0.794	0.750	meteoryn
meteorological	0.635	0.557	0.556	meteorolegol
meteorology	0.630	0.418	0.689	meteoroleg
meter	0.438	0.300	0.463	metr
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	methadon
methane	0.290	0.460	0.569	methan
methanol	0.292	0.500	0.570	methanol
method	0.640	0.275	0.698	dull
methodical	0.663	0.360	0.745	trefnus
methodology	0.664	0.327	0.745	methodoleg
meticulous	0.555	0.480	0.555	manwl
metime	0.531	0.398	0.417	amser
metric	0.519	0.248	0.573	metrig
metrical	0.521	0.375	0.482	mydryddol
metrology	0.531	0.432	0.439	mesureg
metropolis	0.656	0.625	0.779	metropolis
metropolitan	0.387	0.408	0.723	metropolitan
mettle	0.667	0.529	0.750	meint
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	mesanîn
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	meic
micro	0.500	0.270	0.250	meicro
microbe	0.255	0.450	0.340	microb
microbiology	0.571	0.378	0.560	microbioleg
microchip	0.551	0.358	0.432	microsglodyn
microcosm	0.500	0.500	0.520	microcosm
microfilm	0.469	0.352	0.412	microffilm
microgram	0.448	0.286	0.355	microgram
micrometer	0.573	0.358	0.394	micromedr
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	meicroffon
microscope	0.531	0.330	0.464	microsgop
microscopic	0.360	0.327	0.433	microsgopig
microscopically	0.623	0.370	0.412	yn ficrosgopig
microscopy	0.500	0.339	0.455	microsgopeg
microwave	0.542	0.497	0.443	meicrodon
mid	0.500	0.315	0.356	canol
midair	0.633	0.413	0.455	canolair
midday	0.658	0.250	0.403	canol dydd
middle	0.458	0.157	0.300	canol
middleman	0.500	0.404	0.452	canolwr
middleweight	0.510	0.302	0.428	pwysau canol
midget	0.396	0.295	0.254	gwybedyn
midland	0.521	0.402	0.456	canolbarth
midlife	0.594	0.244	0.473	canol oes
midline	0.332	0.224	0.330	llinell ganol
midnight	0.562	0.470	0.545	hanner nos
midshipman	0.469	0.615	0.785	canollongwr
midst	0.324	0.275	0.296	ganol
midsummer	0.781	0.480	0.492	canol haf
midterm	0.427	0.337	0.425	canol tymor
midtown	0.479	0.442	0.538	canol tref
midway	0.459	0.316	0.304	hanner ffordd
midwife	0.531	0.570	0.453	bydwraig
midwifery	0.510	0.570	0.459	bydwreigiaeth
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	miffed
mighty	0.855	0.837	0.936	nerthol
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	meigryn
migrate	0.415	0.580	0.454	ymfudo
migration	0.492	0.731	0.566	mudo
migratory	0.448	0.521	0.491	mudol
mike	0.542	0.365	0.423	meic
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	mwyn
mildew	0.344	0.250	0.241	llwydni
mildness	0.827	0.226	0.311	mwynder
mile	0.521	0.417	0.456	milltir
mileage	0.510	0.458	0.562	milltiroedd
milestone	0.719	0.373	0.558	carreg filltir
militant	0.418	0.667	0.750	milwraidd
militants	0.260	0.673	0.652	milwriaethwyr
military	0.396	0.710	0.875	milwrol
militia	0.396	0.729	0.769	milisia
milk	0.817	0.270	0.327	llefrith
milkman	0.750	0.380	0.304	llaethwr
milkshake	0.796	0.521	0.330	ysgytlaeth
milky	0.517	0.283	0.311	llaethog
mill	0.531	0.382	0.347	melin
millennium	0.573	0.398	0.760	mileniwm
milligram	0.429	0.217	0.302	miligram
millimeter	0.427	0.177	0.360	milimetr
million	0.776	0.647	0.812	miliwn
millionaire	0.917	0.755	0.850	miliwnydd
millionth	0.635	0.528	0.611	miliynfed
millstone	0.510	0.433	0.492	maen melin
mime	0.455	0.235	0.302	meim
mimic	0.557	0.587	0.391	dynwared
mimicking	0.316	0.433	0.364	dynwared
mimicry	0.420	0.337	0.472	dynwared
mince	0.417	0.529	0.378	briwgig
mincemeat	0.396	0.435	0.358	briwgig
mind	0.650	0.388	0.627	meddwl
minded	0.656	0.394	0.627	meddwl
mindful	0.765	0.450	0.725	ystyriol
mindfulness	0.729	0.635	0.745	ymwybyddiaeth ofalgar
mindless	0.184	0.333	0.153	difeddwl
mine	0.688	0.418	0.578	mwynglawdd
minefield	0.188	0.839	0.684	mwynglawdd
miner	0.408	0.594	0.644	glöwr
mineral	0.519	0.287	0.605	mwyn
mineralogy	0.551	0.408	0.545	mwynyddiaeth
mingle	0.561	0.480	0.434	ymgymysgu
mingled	0.521	0.392	0.357	cymysglyd
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	bychan
minibus	0.439	0.390	0.428	bws mini
minim	0.518	0.208	0.138	minim
minimal	0.448	0.147	0.206	lleiaf
minimize	0.360	0.236	0.311	lleihau
minimized	0.458	0.137	0.208	lleihau
minimum	0.380	0.198	0.194	lleiafswm
mining	0.633	0.598	0.554	mwyngloddio
minion	0.490	0.430	0.167	minau
minister	0.547	0.441	0.892	gweinidog
ministerial	0.571	0.519	0.660	gweinidogaethol
ministry	0.510	0.346	0.717	gweinidogaeth
minivan	0.592	0.356	0.452	minivan
mink	0.560	0.515	0.430	mincod
minnow	0.541	0.367	0.364	minau
minor	0.250	0.235	0.175	mân
minority	0.310	0.332	0.211	lleiafrif
minstrel	0.458	0.541	0.397	minstrel
mint	0.688	0.221	0.345	mintys
minty	0.635	0.292	0.361	minty
minuscule	0.396	0.286	0.214	minwswl
minute	0.582	0.279	0.356	munud
minutiae	0.323	0.257	0.316	minutiae
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	gwyrth
miracles	0.922	0.735	0.692	gwyrthiau
miraculous	0.875	0.706	0.812	gwyrthiol
mirage	0.546	0.487	0.562	gwyrth
mire	0.344	0.376	0.298	cors
mirror	0.677	0.310	0.438	drych
mirth	0.888	0.640	0.608	gorfoledd
misappropriation	0.097	0.831	0.500	camberchnogi
misbehave	0.020	0.847	0.304	cambihafio
misbehavior	0.031	0.704	0.269	camymddwyn
miscalculation	0.177	0.490	0.353	camgyfrif
miscarriage	0.042	0.781	0.312	camesgoriad
miscellaneous	0.531	0.321	0.196	amrywiol
miscellany	0.500	0.412	0.384	amryfal
mischief	0.385	0.834	0.292	direidi
mischievous	0.439	0.804	0.472	direidus
misconception	0.210	0.557	0.291	camsyniad
misconduct	0.061	0.667	0.304	camymddygiad
misdemeanor	0.210	0.640	0.364	camymddygiad
misdirection	0.131	0.710	0.281	camgyfeiriad
miser	0.208	0.633	0.311	diflaswr
miserable	0.062	0.461	0.188	truenus
miserably	0.280	0.545	0.150	druenus
misery	0.146	0.378	0.158	trallod
misfire	0.153	0.453	0.200	misfire
misfit	0.173	0.500	0.393	misfit
misfortune	0.094	0.780	0.311	anffawd
misguided	0.280	0.531	0.259	cyfeiliornus
mishap	0.071	0.654	0.227	anffawd
misinformed	0.156	0.567	0.250	camwybodus
misinterpretation	0.112	0.556	0.360	camddehongliad
mislead	0.167	0.765	0.412	camarwain
misleading	0.070	0.660	0.272	camarweiniol
misled	0.177	0.606	0.353	camarwain
mismanagement	0.094	0.520	0.295	camreolaeth
mismatch	0.250	0.459	0.282	camgymhariad
mismatched	0.250	0.557	0.302	camgymmeriad
misnomer	0.296	0.528	0.284	camenw
misplace	0.229	0.461	0.191	camle
misplaced	0.247	0.450	0.324	cyfeiliornus
misread	0.115	0.558	0.315	camddarllen
misrepresent	0.198	0.542	0.418	camliwio
misrepresentation	0.323	0.618	0.518	camliwio
misrepresented	0.042	0.519	0.466	camliwio
miss	0.573	0.490	0.408	colli
missile	0.240	0.830	0.764	taflegryn
missiles	0.070	0.922	0.830	taflegrau
missing	0.306	0.418	0.222	ar goll
missingyou	0.260	0.471	0.377	methu ti
mission	0.765	0.633	0.870	genhadaeth
missionary	0.729	0.404	0.596	cenhadwr
misspell	0.292	0.423	0.281	camsillafiad
misstatement	0.302	0.547	0.221	camddatganiad
missy	0.521	0.480	0.333	misi
mist	0.375	0.194	0.221	niwl
mistake	0.208	0.585	0.102	camgymeriad
mistaken	0.131	0.630	0.212	camgymryd
mister	0.604	0.406	0.663	meistr
mistletoe	0.542	0.470	0.324	uchelwydd
mistreated	0.010	0.792	0.200	cam-drin
mistress	0.630	0.796	0.694	meistres
mistrial	0.427	0.539	0.536	mistrial
mistrust	0.135	0.657	0.231	drwgdybiaeth
misty	0.427	0.451	0.278	niwlog
misunderstand	0.177	0.548	0.382	camddealltwriaeth
misunderstanding	0.112	0.618	0.284	camddealltwriaeth
misunderstood	0.177	0.625	0.309	camddeall
misuse	0.083	0.560	0.196	camddefnydd
mite	0.290	0.584	0.271	gwiddonyn
miter	0.458	0.500	0.414	meitr
mitigate	0.506	0.427	0.456	lliniaru
mitigating	0.551	0.520	0.600	lliniarol
mitigation	0.448	0.527	0.423	lliniaru
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	mitten
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	cymysgwch
mixed	0.510	0.346	0.444	cymysg
mixedemotions	0.440	0.673	0.430	emosiynau cymysg
mixer	0.562	0.500	0.556	cymysgydd
mixture	0.546	0.360	0.481	cymysgedd
mnemonic	0.531	0.480	0.452	cofleidiol
moan	0.357	0.735	0.352	cwynfan
moat	0.398	0.380	0.314	ffos
mob	0.296	0.788	0.567	mob
mobile	0.615	0.569	0.481	symudol
mobility	0.700	0.596	0.654	symudedd
mobilization	0.688	0.720	0.787	cynnulliad
mobilize	0.604	0.684	0.727	cynnull
