English Word	Valence	Arousal	Dominance	Latin Word
lake	0.694	0.196	0.425	lacus
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	agnus
lame	0.145	0.410	0.217	claudus
lament	0.198	0.398	0.352	lamentum
lamenting	0.156	0.390	0.254	lamentatio
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminated
lamp	0.510	0.260	0.309	lucerna
lamppost	0.420	0.337	0.455	post lucernam
lance	0.406	0.620	0.587	lancea
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	terra
landed	0.709	0.620	0.480	terram
landfall	0.521	0.434	0.407	landfall
landfill	0.398	0.423	0.324	landfill
landing	0.552	0.696	0.596	portum
landlady	0.677	0.303	0.417	materfamilias
landlocked	0.280	0.391	0.367	acula
landlord	0.684	0.500	0.858	dominus
landmark	0.694	0.355	0.681	limes
lands	0.594	0.280	0.492	agros
landscape	0.719	0.176	0.423	landscape
landscaping	0.823	0.379	0.519	landscaping
landslide	0.250	0.864	0.530	LAPSUS
lane	0.449	0.490	0.451	venellam
language	0.677	0.337	0.704	Lingua
languid	0.281	0.270	0.283	languidus
languish	0.235	0.408	0.382	languescere
languishing	0.308	0.459	0.353	languens
lanky	0.412	0.426	0.370	lanky
lantern	0.622	0.250	0.243	lucerna
lap	0.583	0.510	0.412	lap
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	lapsus
lapsed	0.357	0.333	0.276	lapsus
laptop	0.724	0.270	0.519	laptop
larceny	0.272	0.821	0.454	latrocinium
lard	0.427	0.239	0.179	lardum
larder	0.656	0.290	0.509	lardarium
large	0.704	0.565	0.736	magna
larger	0.729	0.654	0.763	maior
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	alauda
larva	0.245	0.423	0.254	larva
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	laryngis
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	verbera
lass	0.656	0.536	0.433	puella
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	dies ultima
lasting	0.804	0.535	0.745	diuturnus
lastminute	0.418	0.582	0.385	novissimo minute
latch	0.395	0.263	0.288	pessulus
late	0.245	0.358	0.315	nuper
lateness	0.214	0.388	0.343	serum
latent	0.469	0.500	0.653	latens
lateral	0.469	0.370	0.322	lateralis
laterally	0.562	0.255	0.450	lateraliter
latex	0.479	0.413	0.325	Aliquam
lathe	0.510	0.450	0.425	lesto
lather	0.635	0.327	0.313	lather
latitude	0.562	0.306	0.490	latitudo
latrine	0.380	0.353	0.176	latrina
latrines	0.214	0.462	0.267	latrinae
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	cancellos
laud	0.493	0.427	0.383	laud
laudable	0.740	0.472	0.682	laudabile
laudation	0.542	0.547	0.623	laudatio
laudatory	0.612	0.417	0.450	laudans
laugh	0.980	0.639	0.587	rideat
laughable	0.592	0.627	0.298	ridiculum
laughing	0.906	0.596	0.534	ridens
laughingstock	0.427	0.779	0.312	ludibrium
laughs	0.812	0.846	0.425	ridet
laughter	0.959	0.654	0.588	risus
launch	0.684	0.814	0.598	launch
launcher	0.677	0.745	0.808	launcher 
launches	0.490	0.663	0.602	launches 
launder	0.479	0.450	0.349	lavare
laundering	0.439	0.327	0.444	lavare
laundry	0.644	0.292	0.377	lauandi
laureate	0.724	0.402	0.702	laureatus
laurel	0.646	0.146	0.302	laurus
laurels	0.684	0.279	0.545	laurus
lava	0.280	0.539	0.615	lava
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	lavatorium
lavender	0.812	0.198	0.388	casia
lavish	0.792	0.648	0.730	prodigus
law	0.740	0.590	0.815	lex
lawful	0.660	0.394	0.780	licitum
lawless	0.219	0.690	0.420	iniquus
lawlessness	0.156	0.804	0.509	iniquitas
lawman	0.510	0.523	0.786	lawman
lawn	0.686	0.153	0.192	gramina
lawnmower	0.480	0.531	0.355	lawnmower
lawsuit	0.219	0.794	0.611	causa
lawyer	0.521	0.569	0.784	advocatus
lax	0.430	0.401	0.300	dissolutus
laxative	0.271	0.550	0.528	alvum
lay	0.521	0.336	0.491	lay
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	tabulatum
layered	0.571	0.306	0.436	Nunc
layman	0.531	0.339	0.424	laicus
layout	0.615	0.442	0.557	layout
layover	0.520	0.355	0.500	layover
laziness	0.271	0.240	0.132	segnities
lazy	0.392	0.264	0.096	otiosum
lazyday	0.337	0.319	0.145	die otiosi
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	plumbum
leaded	0.439	0.625	0.595	leaded
leader	0.833	0.582	0.926	princeps
leadership	0.870	0.690	0.983	ducibus
leading	0.823	0.698	0.954	ducens
leads	0.530	0.471	0.615	ducit
leaf	0.583	0.156	0.294	folium
leaflet	0.490	0.206	0.375	foliolum
leafy	0.653	0.530	0.700	frondens
league	0.656	0.340	0.462	foedus
leak	0.378	0.833	0.520	Leak
leakage	0.188	0.731	0.528	ultrices
leaky	0.170	0.686	0.288	rimosa
lean	0.734	0.353	0.438	lean
leaned	0.570	0.373	0.490	supra n
leaning	0.480	0.409	0.352	recumbens
leap	0.750	0.663	0.667	saltu
learn	0.833	0.643	0.829	discite
learned	0.704	0.462	0.543	didicit
learner	0.698	0.475	0.398	discipuli
learning	0.833	0.588	0.574	doctrina
lease	0.520	0.463	0.545	locationis
leash	0.320	0.347	0.427	lorum
leather	0.510	0.324	0.341	corium
leathery	0.418	0.471	0.411	coriaceum
leave	0.375	0.315	0.295	relinquo
leavemealone	0.240	0.472	0.402	leavemealone
leaving	0.163	0.542	0.371	relinquens
lecherous	0.135	0.704	0.376	libidinosus
lecture	0.594	0.462	0.737	praelectiones
lecturer	0.677	0.549	0.736	lector
ledge	0.406	0.235	0.339	crepidinem
ledger	0.510	0.362	0.609	ledger
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	sanguisuga
leeches	0.115	0.698	0.295	hirudines
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	leery
lees	0.360	0.567	0.406	faecis
leeway	0.562	0.577	0.569	leeway
left	0.354	0.370	0.361	sinistra
leftout	0.229	0.365	0.245	leftout
leftover	0.490	0.460	0.222	residui
leftovers	0.219	0.350	0.116	reliquias
lefty	0.490	0.406	0.379	lefty
leg	0.510	0.373	0.313	leg
legacy	0.792	0.529	0.827	legatum
legal	0.653	0.387	0.887	legal
legality	0.765	0.343	0.713	legalitas
legalize	0.510	0.460	0.818	legalize
legalized	0.760	0.440	0.855	legalised
legally	0.771	0.482	0.842	legaliter
legend	0.837	0.519	0.750	legenda
legendary	0.857	0.537	0.863	fabulosus
legibility	0.771	0.481	0.580	legibility
legible	0.673	0.279	0.509	legibilis
legion	0.469	0.570	0.852	legio, legionis, f
legislate	0.571	0.582	0.736	leges
legislation	0.531	0.418	0.808	leges
legislative	0.633	0.365	0.800	legum
legislator	0.490	0.580	0.877	legislator
legislature	0.540	0.435	0.698	concilium
legit	0.747	0.427	0.849	legit
legitimacy	0.823	0.420	0.855	legitimatio
legitimate	0.792	0.363	0.841	legitimate
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	crura
legume	0.520	0.302	0.465	legumen
legwork	0.622	0.560	0.509	legwork
leisure	0.631	0.429	0.421	otium
leisurely	0.806	0.250	0.367	otiose
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	lemon
lemonade	0.661	0.287	0.412	lemonade
lend	0.520	0.461	0.508	commodare
lender	0.340	0.520	0.703	dantis
lending	0.510	0.585	0.462	mutuum
length	0.479	0.308	0.533	longitudo
lengthen	0.619	0.481	0.566	longos
lengthened	0.448	0.530	0.474	longum
lengthening	0.673	0.530	0.528	longum
lengthwise	0.571	0.470	0.528	longitudinaliter
lengthy	0.570	0.342	0.528	diu
leniency	0.517	0.436	0.545	indulgentia
lenient	0.520	0.451	0.340	clemens
lens	0.420	0.245	0.472	lens
leopard	0.542	0.755	0.611	pardus
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	leprosus
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	lepra
lesion	0.240	0.623	0.361	vitium
less	0.265	0.240	0.115	minus
lessee	0.417	0.474	0.595	firmarius
lessen	0.235	0.284	0.255	minuere
lessening	0.375	0.300	0.277	diminutio
lesser	0.396	0.167	0.211	luminare
lesson	0.704	0.577	0.593	lectio
lessor	0.552	0.490	0.623	locator
let	0.427	0.373	0.307	let
lethal	0.156	0.800	0.745	letalis
lethargic	0.214	0.245	0.375	lethargicus
lethargy	0.194	0.302	0.316	torpor
letter	0.635	0.279	0.342	littera
lettered	0.542	0.361	0.482	litteratus
letterhead	0.450	0.316	0.462	letterhead
lettering	0.541	0.180	0.431	littera
letters	0.663	0.327	0.364	litterae
lettuce	0.594	0.163	0.291	lactuca
leukemia	0.094	0.572	0.351	leukemia
levee	0.520	0.324	0.490	SALUTATIO
level	0.622	0.277	0.491	level
lever	0.400	0.343	0.402	vectis
leverage	0.459	0.500	0.629	pressionibus
levitate	0.561	0.598	0.551	levitate
levy	0.438	0.420	0.491	dilectum
lewd	0.188	0.673	0.412	impudicitia
lexicon	0.561	0.463	0.615	lexico
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	immunitatem
liability	0.646	0.500	0.802	Rusticis
liable	0.656	0.519	0.821	tenebitur
liaison	0.698	0.337	0.472	relationi
liar	0.042	0.606	0.339	mendax
libel	0.128	0.694	0.403	libel
libelous	0.125	0.735	0.436	famosus
liberal	0.565	0.565	0.755	liberales
liberalism	0.562	0.712	0.750	liberalismus
liberate	0.760	0.632	0.708	liberare
liberated	0.780	0.630	0.683	liberavit
liberating	0.915	0.620	0.745	liberans
liberation	0.745	0.614	0.857	liberatio
liberty	0.938	0.579	0.836	libertas
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	bibliothecarius
library	0.776	0.122	0.549	Bibliotheca
libretto	0.612	0.328	0.406	libello
lice	0.133	0.500	0.194	pediculus
license	0.500	0.394	0.702	licentia
lichen	0.418	0.388	0.463	lichenas
lick	0.470	0.482	0.330	lambere
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	operculo
lie	0.130	0.725	0.272	mendacium
liege	0.479	0.426	0.452	legio
lien	0.396	0.580	0.441	lien
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	legatus
life	0.918	0.615	0.824	vita
lifeblood	0.673	0.690	0.708	sanguis
lifeboat	0.724	0.425	0.533	scapha
lifeguard	0.870	0.606	0.786	lifeguard
lifeisgood	0.812	0.575	0.611	vita bona est
lifeless	0.042	0.333	0.163	iners
lifelike	0.776	0.567	0.765	vivum
lifeline	0.735	0.552	0.496	lifeline
lifelong	0.823	0.330	0.640	perpetuam
lifer	0.427	0.519	0.398	lifer
lifesaver	0.908	0.745	0.703	lifesaver 
lifestyle	0.750	0.472	0.645	lifestyle
lifesucks	0.167	0.637	0.377	lifesucks
lifetime	0.816	0.559	0.736	vita
lift	0.704	0.518	0.656	levare
lifted	0.714	0.441	0.657	levavi
liftoff	0.531	0.667	0.588	extollet
ligament	0.490	0.410	0.510	ligamentum
ligation	0.344	0.423	0.396	ligation
ligature	0.478	0.430	0.447	ligatura
light	0.771	0.320	0.519	lux
light year	0.719	0.425	0.593	lux annus
lightbulb	0.573	0.255	0.302	lux bulbus
lighten	0.688	0.438	0.362	illuminare
lightheaded	0.347	0.620	0.255	lightheaded
lighthouse	0.622	0.240	0.510	urbs
lighting	0.765	0.440	0.750	lucendi
lightness	0.794	0.360	0.526	levitas
lightning	0.429	0.683	0.595	fulgur
lights	0.750	0.480	0.575	luminaria
lightweight	0.670	0.300	0.358	leve
likable	0.865	0.480	0.663	GRATUS
like	0.719	0.353	0.446	sicut
likelihood	0.760	0.469	0.542	verisimilitudo
likely	0.633	0.356	0.454	verisimile
likeness	0.688	0.410	0.561	similitudo
likewise	0.651	0.217	0.312	similiter
liking	0.963	0.604	0.589	favor
lilac	0.688	0.180	0.357	lilac
lily	0.640	0.245	0.263	lilium
limb	0.510	0.397	0.427	membrum
limber	0.688	0.729	0.673	lento
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	calcis
limelight	0.667	0.639	0.694	lectus
limestone	0.602	0.323	0.381	calcis
limey	0.469	0.347	0.415	limey
limit	0.427	0.453	0.500	limit
limitation	0.190	0.431	0.225	limitatio
limited	0.229	0.273	0.380	stricto
limitless	0.688	0.574	0.655	indefinita
limo	0.760	0.367	0.667	limo
limousine	0.638	0.531	0.640	limousine
limp	0.393	0.440	0.172	claudicationem
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	linea
lineage	0.633	0.465	0.721	genus
lineal	0.521	0.170	0.474	lineari
linear	0.646	0.250	0.472	lineari
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	lined
linen	0.656	0.323	0.286	linteamen
liner	0.469	0.396	0.400	liner
lines	0.542	0.317	0.330	lineae
lineup	0.635	0.427	0.638	lineup
linger	0.480	0.311	0.412	morari
lingerie	0.543	0.463	0.308	lingerie
lingering	0.630	0.643	0.667	mora
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	lingual
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	linguist
linguistic	0.646	0.351	0.618	linguae
linguistics	0.552	0.390	0.618	linguistics
lining	0.571	0.363	0.472	oblinit
link	0.427	0.264	0.491	link
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	linteolum
lion	0.532	0.717	0.682	leo
lip	0.541	0.348	0.443	labium
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	lipstick
liquefaction	0.449	0.622	0.535	liquefactionem
liquefied	0.562	0.463	0.342	liquefactum
liqueur	0.670	0.612	0.389	liqueur
liquid	0.562	0.235	0.307	liquid
liquidate	0.327	0.654	0.664	occidere
liquidation	0.417	0.625	0.649	liquidation
liquidator	0.354	0.663	0.750	liquidator
liquidity	0.688	0.529	0.534	liquido
liquor	0.603	0.702	0.433	liquorem
lira	0.530	0.255	0.370	lira
lisp	0.365	0.412	0.288	blaesum
list	0.528	0.260	0.402	album
listen	0.771	0.360	0.445	audite
listener	0.667	0.375	0.403	auditor
listenting	0.640	0.377	0.491	auscultatio
listing	0.438	0.273	0.432	quicquid sexus est
listless	0.219	0.350	0.231	languida
listneing	0.531	0.370	0.433	listneing
litany	0.510	0.365	0.482	litany
liter	0.573	0.208	0.382	liter
literacy	0.730	0.306	0.638	literacy
literal	0.570	0.353	0.574	litteralis
literally	0.571	0.353	0.673	ad litteram
literary	0.719	0.324	0.667	literary
literature	0.708	0.250	0.598	litterae
lithe	0.656	0.596	0.602	sollertia
lithium	0.417	0.330	0.430	lithium
lithograph	0.551	0.327	0.481	lithograph
lithography	0.561	0.346	0.473	lithographia
lithology	0.519	0.378	0.525	lithology
lithosphere	0.473	0.333	0.689	lithosphere
litigant	0.219	0.577	0.696	litigator
litigate	0.260	0.819	0.712	litigate
litigation	0.388	0.760	0.602	lis
litigator	0.429	0.630	0.732	litigator
litigious	0.360	0.736	0.632	litigious
litter	0.255	0.551	0.110	lectica
little	0.385	0.160	0.213	modicum
littlethings	0.740	0.311	0.242	parum
littoral	0.551	0.387	0.452	Adriae
liturgy	0.490	0.327	0.568	liturgia
live	0.880	0.673	0.676	vivere
livelife	0.792	0.624	0.664	vita vivet
livelihood	0.698	0.481	0.721	victum
lively	0.847	0.810	0.642	lively
liven	0.708	0.713	0.673	liven
liver	0.439	0.290	0.385	iecur
livery	0.510	0.417	0.429	traditio
livestock	0.729	0.420	0.519	iumenta
livid	0.469	0.788	0.490	livida
living	0.865	0.608	0.727	vivus
lizard	0.378	0.375	0.324	lacerta
llama	0.490	0.590	0.519	llama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	onus
loader	0.562	0.377	0.686	oneratus
loaf	0.755	0.250	0.277	tortam
loafer	0.235	0.396	0.254	loafer
loam	0.469	0.373	0.673	loam
loan	0.552	0.480	0.352	loan
loath	0.135	0.714	0.445	fastidium
loathe	0.094	0.730	0.429	fastidire
loathful	0.068	0.740	0.358	abominabilis
loathing	0.083	0.796	0.368	fastidium
loathsome	0.120	0.694	0.343	fedum
lobby	0.625	0.427	0.472	VESTIBULUM
lobbyist	0.385	0.527	0.565	lobbyist
lobe	0.459	0.364	0.352	lobus
lobotomy	0.296	0.598	0.402	lobotomy
lobster	0.571	0.356	0.291	locusta
local	0.656	0.269	0.452	loci
locale	0.449	0.387	0.352	locale
locality	0.582	0.336	0.464	locus
localization	0.552	0.330	0.545	localization
localize	0.520	0.481	0.679	localize
localized	0.490	0.460	0.621	localized
locate	0.583	0.520	0.786	locate
location	0.615	0.375	0.546	locus
locator	0.480	0.426	0.614	locator
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	cincinno
locker	0.439	0.300	0.393	JOCULAMENTUM
locket	0.615	0.327	0.616	vas
locksmith	0.510	0.417	0.491	claustrarium
lockup	0.240	0.602	0.617	sero
loco	0.306	0.774	0.226	loco
locomotion	0.470	0.600	0.595	motivum secundum locum
locomotive	0.542	0.650	0.721	motivum secundum locum
locust	0.479	0.412	0.417	locustae
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	moreris
lodger	0.480	0.448	0.304	inquilinus
lodging	0.713	0.286	0.527	hospitium
loft	0.510	0.378	0.343	tabulatum
lofty	0.755	0.306	0.569	alta
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	logarithmus
logarithmic	0.469	0.458	0.606	logarithmica
logic	0.646	0.245	0.819	logica
logical	0.805	0.400	0.648	logice
logistics	0.633	0.500	0.730	logistics
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logotype 
loin	0.420	0.298	0.379	loin
lollipop	0.628	0.483	0.357	lollipop
lone	0.198	0.204	0.367	solitarius
loneliness	0.146	0.182	0.222	solitudo
lonely	0.250	0.226	0.238	solum
loner	0.347	0.152	0.221	loner
lonesome	0.281	0.213	0.336	iucundis
long	0.541	0.353	0.543	diu
longboat	0.551	0.454	0.490	longboat
longevity	0.750	0.353	0.745	longivitate
longing	0.604	0.434	0.560	desiderium
longitude	0.479	0.310	0.516	longitudo
longitudinal	0.542	0.398	0.582	longitudinalis
longitudinally	0.541	0.380	0.569	longitudinaliter
longtime	0.362	0.442	0.546	longtime
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	vultus
looker	0.583	0.354	0.451	looker
lookout	0.698	0.538	0.639	prospice
loom	0.531	0.245	0.325	licio
looming	0.367	0.750	0.528	circumspicit
loon	0.429	0.392	0.325	loon
loony	0.439	0.474	0.295	loony
loop	0.516	0.343	0.317	loop
loophole	0.406	0.755	0.491	effugium
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	solutam
loosen	0.487	0.337	0.218	discoperiet
loosening	0.378	0.343	0.295	laxitas
loot	0.604	0.711	0.537	praedam
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	lopsided
lord	0.618	0.327	0.684	dominus
lords	0.571	0.356	0.781	domini
lordship	0.573	0.557	0.736	dominium
lore	0.719	0.373	0.768	lore
lorry	0.521	0.481	0.402	lorry
lose	0.115	0.538	0.176	amittere
loser	0.083	0.510	0.155	Victus
losing	0.076	0.686	0.223	amissis
loss	0.062	0.567	0.211	damnum
lost	0.199	0.663	0.148	Perdita
lot	0.531	0.215	0.370	multum
lotion	0.724	0.261	0.188	illinere
lots	0.604	0.417	0.424	lots
lottery	0.771	0.731	0.491	sortitio
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotos
loud	0.573	0.650	0.870	magna
loudly	0.541	0.755	0.667	magna
loudmouth	0.337	0.615	0.456	loudmouth
loudness	0.350	0.582	0.620	tanto
loudspeaker	0.490	0.735	0.689	loudspeaker
lounge	0.592	0.245	0.466	lascivitis
lounging	0.735	0.167	0.449	despectio
louse	0.184	0.439	0.154	pediculus
lousy	0.125	0.482	0.234	pessima
lovable	0.948	0.335	0.565	amabilis
love	1.000	0.519	0.673	amare
loved	0.927	0.452	0.582	diligitur
lovee	0.949	0.592	0.611	lovee
loveee	0.927	0.592	0.693	loveee
loveless	0.102	0.365	0.216	sine amore
lovelife	0.837	0.610	0.592	amare vita
loveliness	0.959	0.509	0.750	pulchritudo
lovelovelove	0.948	0.582	0.554	lovelovelove
lovely	0.917	0.456	0.741	amabilia
lovemaking	0.969	0.927	0.814	ut diligatis
lovemylife	0.896	0.800	0.573	lovemylife
lover	0.881	0.816	0.750	amantis
lovesick	0.796	0.842	0.500	aniantem
lovethis	0.867	0.552	0.526	lovethis
loving	0.948	0.612	0.636	amare
lovinglife	0.979	0.404	0.673	amantes
lovinlife	0.714	0.460	0.544	lovinlife
low	0.292	0.220	0.102	low
lowdown	0.306	0.441	0.441	lowdown
lower	0.327	0.296	0.258	lower
lowering	0.286	0.363	0.236	triste
lowest	0.312	0.304	0.129	lowest
lowlands	0.323	0.290	0.331	campestres
lowlife	0.296	0.529	0.309	vitam humilem
lowly	0.562	0.294	0.417	humilis
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	fidus
loyalty	0.885	0.406	0.793	fides
lsd	0.375	0.471	0.390	lsd *
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	lube
lubricant	0.656	0.550	0.454	ducatus
lubricate	0.552	0.490	0.470	PRAELINO
lubrication	0.624	0.646	0.491	lubrication
lucid	0.771	0.490	0.705	lucidus
luck	0.854	0.490	0.717	fortuna
luckiest	0.917	0.690	0.852	felicissimus
lucky	0.960	0.610	0.793	felix
luckygirl	0.781	0.712	0.471	felix puella
lucrative	0.729	0.519	0.798	quaestuosa
ludicrous	0.137	0.553	0.274	ludicrum
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	sarcinas
lukewarm	0.573	0.300	0.241	tepidus
lull	0.602	0.130	0.402	otium
lullaby	0.796	0.156	0.339	iuvante
lumbar	0.323	0.418	0.342	lumborum
lumber	0.517	0.184	0.373	ligna
lumbering	0.354	0.561	0.655	elumbering
lumberjack	0.500	0.660	0.726	lignator
luminescent	0.796	0.550	0.526	lucidus
luminous	0.918	0.392	0.783	lucidum
lump	0.438	0.337	0.463	massa
lumpy	0.271	0.378	0.365	glebis
lunacy	0.132	0.847	0.330	insania
lunar	0.562	0.296	0.427	lunares
lunatic	0.125	0.792	0.442	lunaticus
lunch	0.880	0.410	0.542	prandium
lunchbox	0.663	0.346	0.346	arca prandii
luncheon	0.837	0.240	0.441	prandium
lunchtime	0.896	0.398	0.444	prandium tempus
lung	0.510	0.292	0.629	pulmonis
lunge	0.354	0.721	0.509	lunge
lungs	0.531	0.352	0.555	pulmonis
lurch	0.404	0.694	0.363	deseris
lure	0.439	0.565	0.300	elicere
lurid	0.186	0.833	0.536	lurid
lurk	0.219	0.740	0.655	lateat
lurking	0.421	0.781	0.575	latens
luscious	0.885	0.552	0.545	decoctionis
lush	0.740	0.783	0.833	laeto
lust	0.469	0.944	0.518	libidine
luster	0.833	0.566	0.558	illustrat
lustful	0.427	0.896	0.643	libidinosus
lustrous	0.771	0.606	0.598	nitor
lusty	0.469	0.941	0.673	adsiduo valentem
lute	0.459	0.407	0.500	psalterium
luxuriant	0.760	0.745	0.812	laetum
luxurious	0.947	0.644	0.754	luxuriosus
luxury	0.932	0.673	0.750	deliciae
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	lixivium
lying	0.208	0.704	0.317	mendacem
lymph	0.398	0.510	0.390	lympha
lymphatic	0.380	0.509	0.472	lymphaticus
lymphoma	0.208	0.645	0.330	lymphoma
lynch	0.167	0.885	0.482	lynch
lynching	0.135	0.920	0.548	lynching
lynx	0.510	0.590	0.567	lyncis
lyre	0.719	0.347	0.414	lyram
lyric	0.702	0.269	0.464	lyric
lyrical	0.708	0.451	0.618	lyrici
lyrics	0.582	0.214	0.333	lyrics
macadamia	0.635	0.330	0.434	macadamia
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	macaroni
mace	0.450	0.412	0.415	scipione
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	machete
machine	0.510	0.500	0.707	machina
machinery	0.458	0.615	0.629	machinatio
machinist	0.490	0.598	0.721	machinist
