English Word	Valence	Arousal	Dominance	Odia Word
malarkey	0.396	0.500	0.465	ମ୍ୟାଲେର୍କି
malevolent	0.094	0.854	0.613	ଦୁଷ୍କର୍ମ
malfeasance	0.062	0.745	0.325	ଦୁଷ୍କର୍ମ
malformation	0.083	0.602	0.357	ବିକୃତି
malfunction	0.125	0.577	0.229	ଖରାପ
malice	0.073	0.811	0.492	ଦୁଷ୍କର୍ମ
malicious	0.177	0.765	0.607	ଦୁଷ୍ଟ
malign	0.140	0.765	0.481	କୁପ୍ରଭାବ
malignancy	0.149	0.814	0.614	କୁପ୍ରଭାବ
malignant	0.143	0.824	0.370	କ୍ଷତିକାରକ
maligned	0.102	0.684	0.218	ବଦନାମ
mall	0.724	0.663	0.492	ମଲ୍
malleable	0.500	0.500	0.391	ନମନୀୟ
mallet	0.354	0.390	0.483	ମଲେଟ୍ |
malnutrition	0.024	0.592	0.277	ପୁଷ୍ଟିହୀନତା
malpractice	0.094	0.559	0.330	ଦୁଷ୍କର୍ମ
malt	0.750	0.373	0.324	ମାଲ୍ଟ
mama	0.860	0.413	0.728	ମାମା
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	ମାମା
mammal	0.618	0.449	0.421	ସ୍ତନ୍ୟପାୟୀ
mammoth	0.480	0.471	0.537	ମାମୋଥ୍ |
mammy	0.680	0.415	0.436	ମମି
manage	0.560	0.530	0.719	ପରିଚାଳନା କରନ୍ତୁ
manageable	0.750	0.361	0.655	ପରିଚାଳନାଯୋଗ୍ୟ
management	0.792	0.491	0.806	ପରିଚାଳନା
manager	0.625	0.549	0.897	ପରିଚାଳକ
managerial	0.604	0.520	0.791	ପରିଚାଳନାଗତ
mandamus	0.439	0.577	0.556	ମାଣ୍ଡାମସ୍ |
mandarin	0.625	0.398	0.491	ମାଣ୍ଡାରିନ୍ |
mandate	0.448	0.670	0.779	ଆଦେଶ
mandatory	0.271	0.667	0.777	ବାଧ୍ୟତାମୂଳକ
mandible	0.510	0.431	0.500	ବାଧ୍ୟତାମୂଳକ
mandolin	0.708	0.433	0.367	ମାଣ୍ଡୋଲିନ୍ |
mandrel	0.310	0.490	0.481	ମାଣ୍ଡ୍ରେଲ୍ |
mane	0.521	0.277	0.373	ମନ
maneuver	0.615	0.663	0.608	ମନିଭର୍
maneuvering	0.635	0.640	0.745	ମନିଭର୍
mange	0.311	0.558	0.348	mange
manger	0.656	0.276	0.398	ପାଳକ
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	ଆମ୍ବ
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	ମାଙ୍ଗି
manhole	0.378	0.500	0.516	ମ୍ୟାନ୍ହୋଲ୍ |
manhood	0.625	0.735	0.858	ପୁରୁଷୋତ୍ତମ
manhunt	0.145	0.925	0.657	ମାନହଣ୍ଟ
mania	0.290	0.683	0.382	ମାନିଆ
maniac	0.120	0.849	0.431	ମାନିଆକ୍ |
maniacal	0.200	0.848	0.500	ମାନିଆକାଲ୍ |
manic	0.054	0.892	0.368	ମାଣିକ୍ |
manicure	0.706	0.308	0.284	ମାଣିକ୍ୟୁର |
manicurist	0.583	0.352	0.341	ମାଣିକ୍ୟୁରିଷ୍ଟ |
manifest	0.667	0.647	0.704	ପ୍ରକାଶିତ |
manifestation	0.583	0.750	0.655	ପ୍ରକାଶ
manifested	0.580	0.618	0.667	ପ୍ରକାଶିତ |
manifestly	0.469	0.588	0.577	ସ୍ପଷ୍ଟ ଭାବରେ
manifesto	0.646	0.519	0.676	ମନିଫେଷ୍ଟୋ |
manifold	0.500	0.461	0.435	ବହୁଗୁଣ |
manipulate	0.255	0.700	0.772	ମନିପ୍ୟୁଲେଟ୍ କରନ୍ତୁ |
manipulation	0.188	0.775	0.536	ମନିପୁଲେସନ୍ |
manipulative	0.177	0.724	0.546	ମନିପ୍ୟୁଲେଟିଭ୍ |
mankind	0.823	0.471	0.768	ମାନବଜାତି
manly	0.698	0.633	0.846	ମାନଲି
manna	0.698	0.294	0.544	ମାନ୍ନା |
manned	0.551	0.588	0.484	ମାନବ
mannequin	0.427	0.302	0.295	ମେନେକ୍ଇନ୍ |
manner	0.618	0.250	0.320	ପଦ୍ଧତି
mannered	0.469	0.556	0.291	ଶ ned ଳୀ
manners	0.816	0.284	0.517	ଆଚରଣ
manor	0.646	0.358	0.738	ମନୋର
manpower	0.531	0.620	0.543	ମାନବ ଶକ୍ତି
mansion	0.847	0.490	0.717	ମହଲ
mansions	0.735	0.529	0.777	ମହଲ
manslaughter	0.090	0.920	0.473	ହତ୍ୟା
mantel	0.500	0.265	0.471	ମେଣ୍ଟେଲ୍ |
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	ମେଣ୍ଟ
mantra	0.396	0.249	0.357	ମନ୍ତ୍ର
manual	0.635	0.245	0.449	ମାନୁଆଲ୍ |
manufacture	0.868	0.703	0.780	ଉତ୍ପାଦନ
manufacturer	0.688	0.537	0.830	ନିର୍ମାତା
manufacturing	0.653	0.613	0.804	ଉତ୍ପାଦନ
manure	0.250	0.471	0.241	ଖତ
manuscript	0.510	0.208	0.540	ପାଣ୍ଡୁଲିପି
map	0.561	0.229	0.463	ମାନଚିତ୍ର
maple	0.541	0.390	0.339	ମାପଲ୍ |
mar	0.622	0.544	0.545	ମାର୍
marathon	0.646	0.778	0.740	ମାରାଥନ୍ |
marble	0.604	0.212	0.667	ମାର୍ବଲ |
marbled	0.396	0.385	0.418	ମାର୍ବଲଡ୍ |
marbles	0.714	0.345	0.241	ମାର୍ବଲ
march	0.531	0.200	0.483	ମାର୍ଚ୍ଚ
mare	0.541	0.320	0.417	ମେରେ
margarine	0.530	0.316	0.333	ମାର୍ଗାରାଇନ୍ |
margarita	0.750	0.438	0.420	ମାର୍ଗାରିଟା |
margin	0.500	0.219	0.331	ମାର୍ଜିନ୍
marginal	0.235	0.644	0.345	ମାର୍ଜିନାଲ୍
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	ଗଞ୍ଜେଇ |
marinara	0.657	0.388	0.435	ମାରିନାରା
marine	0.633	0.471	0.679	ସାମୁଦ୍ରିକ
mariner	0.652	0.491	0.676	ନାବିକ
marital	0.760	0.529	0.500	ବ ital ବାହିକ
maritime	0.646	0.490	0.713	ସାମୁଦ୍ରିକ
mark	0.491	0.231	0.600	ଚିହ୍ନ
marked	0.592	0.358	0.554	ଚିହ୍ନିତ |
marker	0.500	0.333	0.605	ମାର୍କର
market	0.724	0.480	0.521	ବଜାର
marketable	0.746	0.545	0.664	ବଜାରଯୋଗ୍ୟ
marketing	0.521	0.774	0.675	ମାର୍କେଟିଂ
marketplace	0.698	0.420	0.525	ବଜାର ସ୍ଥାନ
marks	0.430	0.480	0.424	ଚିହ୍ନ
marksman	0.500	0.833	0.692	ମାର୍କସମ୍ୟାନ୍ |
marksmanship	0.573	0.531	0.664	ମାର୍କମ୍ୟାନ୍ସିପ୍ |
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	ମାର୍ମାଲେଡ୍ |
maroon	0.469	0.358	0.336	ମାରୁନ
marooned	0.229	0.480	0.160	ମାରୁନ
marquee	0.602	0.284	0.508	ମାର୍କେ
marquis	0.521	0.444	0.562	ମାର୍କିସ୍
marred	0.181	0.561	0.233	ମାର୍ଚ୍ଚ
marriage	0.844	0.684	0.750	ବିବାହ
married	0.674	0.570	0.602	ବିବାହିତ
marrow	0.398	0.422	0.472	ମର୍ମ
marry	0.896	0.765	0.673	ବିବାହ କର
marsh	0.302	0.358	0.277	ମାର୍ଶ
marshal	0.469	0.610	0.819	ମାର୍ଶଲ
marshmallow	0.740	0.441	0.391	ମାର୍ଶମାଲୋ |
mart	0.531	0.402	0.418	ମାର୍ଟ
martial	0.480	0.710	0.737	ସାମରିକ
martingale	0.469	0.510	0.455	ମାର୍ଟିଙ୍ଗଲେ |
martini	0.828	0.500	0.519	ମାର୍ଟିନି
martyr	0.281	0.708	0.509	ଶହୀଦ
martyrdom	0.323	0.745	0.442	ଶହୀଦ
marvel	0.961	0.755	0.866	ଆଶ୍ଚର୍ଯ୍ୟ
marvellous	0.878	0.809	0.849	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
marvelous	0.948	0.637	0.778	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
marvelously	0.968	0.708	0.764	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
marzipan	0.684	0.380	0.258	ମାର୍ଜିପାନ୍
mascara	0.575	0.450	0.269	ମାସ୍କାରା |
mascot	0.750	0.337	0.337	ମାସ୍କଟ୍ |
masculine	0.653	0.540	0.773	ପୁରୁଷ
masculinity	0.583	0.670	0.851	ପୁରୁଷତ୍ୱ
mash	0.440	0.363	0.283	ମାଶ୍
mashed	0.531	0.337	0.194	ମଶେଡ୍ |
mask	0.510	0.490	0.537	ମାସ୍କ
masked	0.375	0.549	0.518	ମାସ୍କେଡ୍ |
masks	0.510	0.472	0.241	ମାସ୍କ
masochism	0.194	0.845	0.483	ମାସୋକ୍ଜିମ୍ |
masochist	0.164	0.784	0.353	ମାସୋକିଷ୍ଟ |
mason	0.541	0.442	0.580	ମସନ୍
masquerade	0.431	0.633	0.446	ମାସ୍କେରେଡ୍ |
mass	0.458	0.245	0.277	ମାସ
massacre	0.031	0.887	0.640	ହତ୍ୟା
massage	0.708	0.356	0.413	ମସାଜ୍ କରନ୍ତୁ |
masses	0.552	0.453	0.473	ଜନତା
masseur	0.622	0.265	0.463	ମାସେର୍ |
masseuse	0.594	0.373	0.391	ମାସସେଜ୍ |
massive	0.569	0.660	0.750	ବିରାଟ
mast	0.542	0.390	0.580	ମାଷ୍ଟ
master	0.694	0.490	0.849	ଗୁରୁ
masterful	0.854	0.510	0.960	ଗୁରୁ
mastermind	0.792	0.625	0.918	ମାଷ୍ଟରମାଇଣ୍ଡ
masterpiece	0.926	0.623	0.847	ମାଷ୍ଟରପିସ୍
mastery	0.755	0.648	0.873	ଦକ୍ଷତା
masturbate	0.552	0.926	0.500	ହସ୍ତାନ୍ତର
masturbation	0.542	0.961	0.509	ହସ୍ତାନ୍ତର
mat	0.459	0.221	0.304	ଖଟ
matador	0.224	0.880	0.667	ମାଟାଡୋର |
match	0.599	0.573	0.500	ମ୍ୟାଚ୍
matchbook	0.562	0.391	0.412	ମ୍ୟାଚ୍ ବୁକ୍ |
matching	0.719	0.735	0.418	ମେଳ ଖାଉଛି
matchmaker	0.615	0.509	0.519	ମେଳ ନିର୍ମାତା
mate	0.847	0.417	0.669	ସାଥୀ
material	0.521	0.363	0.439	ସାମଗ୍ରୀ
materialism	0.220	0.390	0.556	ବସ୍ତୁବାଦ
materialist	0.255	0.491	0.504	ବସ୍ତୁବାଦୀ
materialistic	0.420	0.506	0.589	ବସ୍ତୁବାଦୀ |
materiality	0.417	0.450	0.636	ବାସ୍ତୁଶାସ୍ତ୍ର
materialize	0.688	0.596	0.728	ବାସ୍ତୁଶାସ୍ତ୍ର
materially	0.490	0.451	0.670	ବାସ୍ତୁଶାସ୍ତ୍ର ଅନୁସାରେ
materials	0.633	0.361	0.473	ସାମଗ୍ରୀ
materiel	0.531	0.294	0.417	materiel
maternal	0.847	0.417	0.634	ମାତୃ
maternity	0.865	0.480	0.622	ମାତୃତ୍ୱ
math	0.417	0.375	0.600	ଗଣିତ
mathematical	0.620	0.500	0.548	ଗାଣିତିକ
mathematician	0.541	0.418	0.773	ଗଣିତଜ୍ଞ
mathematics	0.438	0.435	0.664	ଗଣିତ
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	ମିଳନ
matriculation	0.622	0.490	0.675	ମାଟ୍ରିକ୍
matrimony	0.850	0.637	0.843	ବିବାହ
matrix	0.551	0.378	0.673	ମ୍ୟାଟ୍ରିକ୍ସ
matron	0.520	0.519	0.555	ମାଟ୍ରନ୍ |
matted	0.281	0.519	0.393	ମେଳିତ
matter	0.487	0.353	0.562	ବିଷୟ
matting	0.479	0.405	0.423	ମେଟିଂ
mattress	0.612	0.255	0.397	ଗଦା
maturation	0.612	0.439	0.698	ପରିପକ୍ .ତା
mature	0.625	0.347	0.600	ପରିପକ୍ୱ
maturity	0.827	0.400	0.806	ପରିପକ୍ .ତା
maudlin	0.337	0.417	0.368	ମାଉଡଲିନ୍ |
mausoleum	0.344	0.281	0.594	କବର
mauve	0.533	0.330	0.314	mauve
maverick	0.354	0.676	0.409	ମାଭେରିକ୍ |
maxim	0.875	0.562	0.887	ସର୍ବାଧିକ
maximize	0.823	0.765	0.792	ସର୍ବାଧିକ କରନ୍ତୁ |
maximum	0.724	0.724	0.852	ସର୍ବାଧିକ
may	0.704	0.273	0.245	ହୋଇପାରେ |
mayday	0.344	0.643	0.423	mayday
mayflower	0.690	0.463	0.429	ମେଫ୍ ଫୁଲ |
mayhem	0.188	0.870	0.364	ମେହେମ୍ |
mayonnaise	0.510	0.320	0.222	ମାୟୋନାଇଜ୍ |
mayor	0.469	0.481	0.818	ମେୟର
maze	0.438	0.608	0.444	ମ୍ୟାଜେଜ୍
mead	0.667	0.337	0.441	ମେଡ୍
meadow	0.622	0.130	0.382	ଘାସ
meager	0.144	0.389	0.281	ଅଳ୍ପ
meal	0.833	0.461	0.473	ଭୋଜନ
mean	0.440	0.467	0.620	ଅର୍ଥ
meander	0.480	0.443	0.454	meander
meandering	0.427	0.644	0.539	ଭ୍ରମଣ
meanie	0.388	0.420	0.404	ଅର୍ଥ
meaning	0.663	0.395	0.625	ଅର୍ଥ
meaningful	0.770	0.500	0.802	ଅର୍ଥପୂର୍ଣ୍ଣ
meaningless	0.156	0.314	0.143	ଅର୍ଥହୀନ |
meanness	0.102	0.694	0.368	ଅର୍ଥ
means	0.615	0.373	0.460	ଅର୍ଥ |
meantime	0.432	0.222	0.300	ମ meantime ିରେ ମ .ିରେ |
measles	0.092	0.635	0.422	ମିଳିମିଳା
measurable	0.604	0.410	0.602	ମାପଯୋଗ୍ୟ
measure	0.510	0.375	0.365	ମାପ
measured	0.542	0.265	0.578	ମାପ
measurement	0.622	0.418	0.491	ମାପ
measuring	0.448	0.337	0.529	ମାପ
measuring cup	0.557	0.343	0.377	ମାପ କପ
measuring tape	0.337	0.280	0.327	ମାପ ଟେପ୍ |
meat	0.612	0.421	0.413	ମାଂସ
meatball	0.612	0.279	0.343	ମାଂସବଲ୍ |
meathead	0.306	0.534	0.490	ମାଂସ ମୁଣ୍ଡ
meatloaf	0.625	0.389	0.375	ମାଂସ ଭୋଜନ |
mechanic	0.571	0.433	0.566	ଯାନ୍ତ୍ରିକ
mechanical	0.479	0.569	0.564	ଯାନ୍ତ୍ରିକ
mechanics	0.542	0.500	0.761	ଯାନ୍ତ୍ରିକ
mechanism	0.573	0.583	0.664	ଯନ୍ତ୍ରକ .ଶଳ |
med	0.375	0.429	0.606	ମେଡ
medal	0.854	0.555	0.746	ପଦକ
medallion	0.750	0.510	0.710	ପଦକ
medallist	0.796	0.821	0.897	ପଦକ ବିଜେତା
meddle	0.302	0.770	0.526	meddle
meddling	0.245	0.600	0.461	meddling
media	0.500	0.330	0.464	ମିଡିଆ |
medial	0.458	0.340	0.429	ମଧ୍ୟମ
median	0.459	0.216	0.375	ମଧ୍ୟମ
mediate	0.635	0.308	0.654	ମଧ୍ୟସ୍ଥି |
mediation	0.661	0.350	0.657	ମଧ୍ୟସ୍ଥତା
mediator	0.592	0.438	0.580	ମଧ୍ୟସ୍ଥି
medic	0.500	0.472	0.585	medic ଷଧ
medical	0.583	0.373	0.616	ଡାକ୍ତରୀ
medicate	0.417	0.375	0.546	medic ଷଧ ଦିଅ |
medication	0.615	0.439	0.500	ication ଷଧ
medicinal	0.667	0.417	0.614	medic ଷଧୀୟ
medicine	0.708	0.318	0.679	medicine ଷଧ
medieval	0.560	0.408	0.455	ମଧ୍ୟଯୁଗୀୟ
mediocre	0.188	0.481	0.149	ମଧ୍ୟସ୍ଥ
mediocrity	0.073	0.398	0.225	ମଧ୍ୟସ୍ଥତା
meditate	0.812	0.146	0.564	ଧ୍ୟାନ କର
meditating	0.718	0.185	0.399	ଧ୍ୟାନ କରିବା
meditation	0.786	0.120	0.478	ଧ୍ୟାନ |
meditative	0.614	0.120	0.454	ଧ୍ୟାନ |
mediterranean	0.663	0.454	0.545	ଭୂମଧ୍ୟସାଗରୀୟ
medium	0.559	0.356	0.358	ମଧ୍ୟମ
medley	0.487	0.352	0.400	ମେଡଲି |
meek	0.531	0.150	0.198	ନମ୍ର
meet	0.760	0.510	0.580	ସାକ୍ଷାତ
meeting	0.750	0.569	0.613	ସଭା
mega	0.724	0.538	0.723	ମେଗା
meh	0.380	0.286	0.365	ମେ
melancholic	0.181	0.306	0.277	ମେଲାନଚୋଲିକ୍ |
melancholy	0.188	0.260	0.237	ଦୁ mel ଖ
melee	0.541	0.704	0.611	ମେଲି
mellow	0.633	0.069	0.265	ସାଥୀ
melodious	0.932	0.530	0.587	ସୁମଧୁର
melodrama	0.378	0.830	0.446	ମେଲୋଡ୍ରାମା |
melodramatic	0.235	0.692	0.368	ମେଲୋଡ୍ରାମାଟିକ୍ |
melody	0.847	0.434	0.405	ମେଲୋଡି
melon	0.461	0.231	0.271	ତରଭୁଜ
melt	0.448	0.615	0.312	ତରଳ
meltdown	0.629	0.657	0.602	ତରଳିବା
melting	0.592	0.470	0.538	ତରଳିବା
member	0.698	0.333	0.555	ସଦସ୍ୟ
membership	0.698	0.411	0.778	ସଦସ୍ୟତା
membrane	0.406	0.430	0.418	br ୁଲା
memento	0.708	0.360	0.536	ସ୍ମୃତି
memo	0.625	0.235	0.407	ମେମୋ
memoir	0.750	0.242	0.553	ସ୍ମୃତି
memorabilia	0.780	0.412	0.491	ସ୍ମାରକପତ୍ର
memorable	0.939	0.510	0.769	ସ୍ମରଣୀୟ
memorandum	0.600	0.500	0.639	ସ୍ମାରକପତ୍ର
memorial	0.602	0.304	0.600	ସ୍ମାରକ
memorials	0.771	0.333	0.679	ସ୍ମାରକପତ୍ର
memories	0.963	0.487	0.510	ସ୍ମୃତି
memoriesiwontforget	0.635	0.542	0.455	ସ୍ମୃତି
memorize	0.520	0.451	0.716	ସ୍ମରଣ କର
memory	0.792	0.378	0.573	ସ୍ମୃତି
menace	0.125	0.894	0.759	ବିପଦ
menacing	0.042	0.880	0.643	ବିପଦ
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	ସଂଶୋଧନ କର |
mending	0.500	0.633	0.657	ସଂଶୋଧନ
menial	0.490	0.420	0.352	ମେନିଆଲ୍ |
meningitis	0.104	0.612	0.407	ମେନିଞ୍ଜାଇଟିସ୍ |
meniscus	0.323	0.330	0.453	ମେନିସ୍କସ୍ |
menopause	0.204	0.460	0.306	op ତୁସ୍ରାବ
menses	0.163	0.686	0.331	ପୁରୁଷ
menstrual	0.408	0.519	0.435	men ତୁସ୍ରାବ
mental	0.490	0.490	0.585	ମାନସିକ
mentalhealth	0.562	0.541	0.670	ମାନସିକ ସ୍ୱାସ୍ଥ୍ୟ
mentality	0.711	0.415	0.726	ମାନସିକତା
menthol	0.490	0.292	0.433	menthol
mention	0.562	0.365	0.562	ଉଲ୍ଲେଖ କରନ୍ତୁ |
mentor	0.719	0.455	0.777	ପରାମର୍ଶଦାତା |
menu	0.633	0.333	0.385	ମେନୁ
meow	0.510	0.510	0.412	ମିଆଉଁ
mercantile	0.480	0.490	0.713	ଦୟାଳୁ
mercenary	0.245	0.837	0.673	ଭିକାରୀ
merchandise	0.594	0.460	0.621	ବାଣିଜ୍ୟ
merchant	0.675	0.500	0.620	ବଣିକ
merciful	0.854	0.346	0.500	ଦୟାଳୁ
merciless	0.062	0.880	0.634	ଦୟାଳୁ
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	ପାର୍ଶ୍ୱ
mercy	0.719	0.229	0.500	ଦୟା
mere	0.396	0.221	0.176	କେବଳ
merengue	0.688	0.519	0.442	ମେରେଙ୍ଗୁ |
merge	0.760	0.480	0.733	ମିଶ୍ରଣ
merger	0.592	0.490	0.642	ମିଶ୍ରଣ
meridian	0.510	0.324	0.558	meridian
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	ମିରିଙ୍ଗୁ |
merit	0.854	0.500	0.722	ଯୋଗ୍ୟତା
meritorious	0.781	0.618	0.855	ସମ୍ମାନ
mermaid	0.765	0.623	0.452	ମର୍ମାଏଡ୍
merriment	0.948	0.721	0.632	ଆନନ୍ଦ
merry	0.979	0.731	0.764	ଆନନ୍ଦ
merrychristmas	0.888	0.510	0.536	ବଡ଼ ଦିନର ହାର୍ଦିକ ଅଭିନନ୍ଦନ
mesa	0.604	0.191	0.319	ମେସା
mescaline	0.490	0.580	0.415	ମେସ୍କାଲାଇନ୍ |
mesh	0.429	0.235	0.371	ଜାଲ
meshes	0.440	0.363	0.362	ମେସ୍
mesmerized	0.520	0.552	0.421	ବିସ୍ମିତ |
mess	0.143	0.843	0.273	ବିଶୃଙ୍ଖଳା |
message	0.650	0.391	0.415	ବାର୍ତ୍ତା |
messedup	0.333	0.615	0.358	ଗଡ଼ବଡ଼
messenger	0.694	0.434	0.500	ଦୂତ
messiah	0.781	0.634	0.800	ମେସିୟା |
messy	0.260	0.635	0.140	ବିଶୃଙ୍ଖଳିତ |
metabolic	0.408	0.531	0.559	ମେଟାବୋଲିକ୍ |
metabolism	0.698	0.509	0.555	ମେଟାବୋଲିଜିମ୍ |
metal	0.551	0.429	0.547	ଧାତୁ
metallic	0.615	0.330	0.607	ଧାତବ
metallurgy	0.396	0.509	0.587	ଧାତୁ
metamorphosis	0.541	0.571	0.613	ମେଟାମର୍ଫୋସିସ୍ |
metaphor	0.562	0.280	0.470	ରୂପାନ୍ତର
metaphorical	0.500	0.412	0.480	ରୂପାନ୍ତର
metaphysical	0.630	0.573	0.686	ମେଟାଫାଇଜିକାଲ୍ |
metaphysics	0.561	0.396	0.588	ମେଟାଫାଇଜିକ୍ସ |
metastasis	0.177	0.646	0.452	ମେଟାଷ୍ଟାସିସ୍ |
meteor	0.398	0.714	0.737	ପାଣିପାଗ
meteoric	0.590	0.802	0.684	ପାଣିପାଗ
meteorite	0.385	0.794	0.750	ପାଣିପାଗ
meteorological	0.635	0.557	0.556	ପାଣିପାଗ ବିଭାଗ
meteorology	0.630	0.418	0.689	ପାଣିପାଗ ବିଜ୍ଞାନ
meter	0.438	0.300	0.463	ମିଟର
meth	0.354	0.564	0.340	ମିଥ୍
methadone	0.240	0.540	0.453	ମେଟାଡୋନ୍ |
methane	0.290	0.460	0.569	ମିଥେନ
methanol	0.292	0.500	0.570	ମିଥାନୋଲ୍ |
method	0.640	0.275	0.698	ପଦ୍ଧତି
methodical	0.663	0.360	0.745	ପଦ୍ଧତିଗତ |
methodology	0.664	0.327	0.745	ପଦ୍ଧତି
meticulous	0.555	0.480	0.555	ଯତ୍ନଶୀଳ |
metime	0.531	0.398	0.417	ସମୟ
metric	0.519	0.248	0.573	ମେଟ୍ରିକ୍ |
metrical	0.521	0.375	0.482	ମେଟ୍ରିକ୍
metrology	0.531	0.432	0.439	ମେଟ୍ରୋଲୋଜି |
metropolis	0.656	0.625	0.779	ମହାନଗର
metropolitan	0.387	0.408	0.723	ମହାନଗର
mettle	0.667	0.529	0.750	ମେଟଲ୍ |
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	mezzanine
mica	0.531	0.250	0.314	ମିକା
mick	0.449	0.451	0.382	ମିକ୍
micro	0.500	0.270	0.250	ମାଇକ୍ରୋ
microbe	0.255	0.450	0.340	ମାଇକ୍ରୋବ
microbiology	0.571	0.378	0.560	ମାଇକ୍ରୋବାୟୋଲୋଜି |
microchip	0.551	0.358	0.432	ମାଇକ୍ରୋଚିପ୍ |
microcosm	0.500	0.500	0.520	ମାଇକ୍ରୋକସ୍
microfilm	0.469	0.352	0.412	ମାଇକ୍ରୋଫିଲ୍ମ |
microgram	0.448	0.286	0.355	ମାଇକ୍ରୋଗ୍ରାମ୍ |
micrometer	0.573	0.358	0.394	ମାଇକ୍ରୋମିଟର
micron	0.375	0.291	0.315	ମାଇକ୍ରୋନ୍ |
microphone	0.551	0.431	0.462	ମାଇକ୍ରୋଫୋନ୍ |
microscope	0.531	0.330	0.464	ମାଇକ୍ରୋସ୍କୋପ୍ |
microscopic	0.360	0.327	0.433	ମାଇକ୍ରୋସ୍କୋପିକ୍ |
microscopically	0.623	0.370	0.412	ମାଇକ୍ରୋସ୍କୋପିକ୍ ଭାବରେ |
microscopy	0.500	0.339	0.455	ମାଇକ୍ରୋସ୍କୋପି |
microwave	0.542	0.497	0.443	ମାଇକ୍ରୋୱେଭ୍ |
mid	0.500	0.315	0.356	ମଧ୍ୟଭାଗ
midair	0.633	0.413	0.455	ମିଡାୟର୍ |
midday	0.658	0.250	0.403	ମଧ୍ୟାହ୍ନ
middle	0.458	0.157	0.300	ମ middle ି
middleman	0.500	0.404	0.452	ମଧ୍ୟସ୍ଥି
middleweight	0.510	0.302	0.428	ମଧ୍ୟମ ଓଜନ
midget	0.396	0.295	0.254	midget
midland	0.521	0.402	0.456	ମଧ୍ୟଭାଗ
midlife	0.594	0.244	0.473	ମଧ୍ୟମ ଜୀବନ
midline	0.332	0.224	0.330	ମଧ୍ୟମ ରେଖା |
midnight	0.562	0.470	0.545	ମଧ୍ୟରାତ୍ରି |
midshipman	0.469	0.615	0.785	ମିଡସିପମ୍ୟାନ୍
midst	0.324	0.275	0.296	ମ midst ିରେ
midsummer	0.781	0.480	0.492	ମଧ୍ୟମ
midterm	0.427	0.337	0.425	ମଧ୍ୟଭାଗ
midtown	0.479	0.442	0.538	ମଧ୍ୟଭାଗ
midway	0.459	0.316	0.304	ମଧ୍ୟଭାଗ
midwife	0.531	0.570	0.453	ଧାତ୍ରୀ
midwifery	0.510	0.570	0.459	ଧାତ୍ରୀ
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	ଦୁର୍ବଳ
mighty	0.855	0.837	0.936	ଶକ୍ତିଶାଳୀ
mignon	0.551	0.440	0.423	ମାଇଗନ୍
migraine	0.135	0.783	0.318	ମାଇଗ୍ରେନ୍
migrate	0.415	0.580	0.454	ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |
migration	0.492	0.731	0.566	ସ୍ଥାନାନ୍ତରଣ
migratory	0.448	0.521	0.491	ସ୍ଥାନାନ୍ତରଣ
mike	0.542	0.365	0.423	ମାଇକ୍
mil	0.534	0.388	0.347	ମିଲ୍
mild	0.635	0.198	0.216	ମୃଦୁ
mildew	0.344	0.250	0.241	ମୃଦୁ
mildness	0.827	0.226	0.311	ନମ୍ରତା
mile	0.521	0.417	0.456	ମାଇଲ୍
mileage	0.510	0.458	0.562	ମାଇଲେଜ୍
milestone	0.719	0.373	0.558	ମାଇଲଖୁଣ୍ଟ
militant	0.418	0.667	0.750	ସନ୍ତ୍ରାସବାଦୀ
militants	0.260	0.673	0.652	ସନ୍ତ୍ରାସବାଦୀ
military	0.396	0.710	0.875	ସାମରିକ
militia	0.396	0.729	0.769	ମିଲିସିଆ
milk	0.817	0.270	0.327	କ୍ଷୀର
milkman	0.750	0.380	0.304	କ୍ଷୀର
milkshake	0.796	0.521	0.330	କ୍ଷୀର କ୍ଷୀର |
milky	0.517	0.283	0.311	କ୍ଷୀର
mill	0.531	0.382	0.347	ମିଲ୍
millennium	0.573	0.398	0.760	ସହସ୍ର
milligram	0.429	0.217	0.302	ମିଲିଗ୍ରାମ |
millimeter	0.427	0.177	0.360	ମିଲିମିଟର
million	0.776	0.647	0.812	ଲକ୍ଷ
millionaire	0.917	0.755	0.850	କୋଟିପତି
millionth	0.635	0.528	0.611	ମିଲିୟନ୍
