English Word	Valence	Arousal	Dominance	Chichewa Word
lord	0.618	0.327	0.684	mbuye
lords	0.571	0.356	0.781	ambuye
lordship	0.573	0.557	0.736	ufumu
lore	0.719	0.373	0.768	maphunziro
lorry	0.521	0.481	0.402	lori
lose	0.115	0.538	0.176	kutaya
loser	0.083	0.510	0.155	woluza
losing	0.076	0.686	0.223	kuluza
loss	0.062	0.567	0.211	kutaya
lost	0.199	0.663	0.148	kutayika
lot	0.531	0.215	0.370	zambiri
lotion	0.724	0.261	0.188	mafuta odzola
lots	0.604	0.417	0.424	zambiri
lottery	0.771	0.731	0.491	lotale
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	mokweza
loudly	0.541	0.755	0.667	mokweza
loudmouth	0.337	0.615	0.456	phokoso
loudness	0.350	0.582	0.620	phokoso
loudspeaker	0.490	0.735	0.689	zokuzira mawu
lounge	0.592	0.245	0.466	malo opumira
lounging	0.735	0.167	0.449	kulira
louse	0.184	0.439	0.154	nsabwe
lousy	0.125	0.482	0.234	lousy
lovable	0.948	0.335	0.565	okondeka
love	1.000	0.519	0.673	chikondi
loved	0.927	0.452	0.582	wokondedwa
lovee	0.949	0.592	0.611	chikondi
loveee	0.927	0.592	0.693	chikondi
loveless	0.102	0.365	0.216	opanda chikondi
lovelife	0.837	0.610	0.592	moyo wachikondi
loveliness	0.959	0.509	0.750	chikondi
lovelovelove	0.948	0.582	0.554	chikondi chikondi
lovely	0.917	0.456	0.741	okondeka
lovemaking	0.969	0.927	0.814	kupanga chikondi
lovemylife	0.896	0.800	0.573	lovemylife
lover	0.881	0.816	0.750	wokonda
lovesick	0.796	0.842	0.500	chikondi
lovethis	0.867	0.552	0.526	amakonda izi
loving	0.948	0.612	0.636	kukonda
lovinglife	0.979	0.404	0.673	moyo wachikondi
lovinlife	0.714	0.460	0.544	chikondi
low	0.292	0.220	0.102	otsika
lowdown	0.306	0.441	0.441	pansi
lower	0.327	0.296	0.258	pansi
lowering	0.286	0.363	0.236	kutsitsa
lowest	0.312	0.304	0.129	otsikitsitsa
lowlands	0.323	0.290	0.331	zigwa
lowlife	0.296	0.529	0.309	moyo wotsika
lowly	0.562	0.294	0.417	otsika
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	okhulupirika
loyalty	0.885	0.406	0.793	kukhulupirika
lsd	0.375	0.471	0.390	lsd ndi
luau	0.594	0.545	0.296	uwu
lube	0.552	0.490	0.411	mafuta
lubricant	0.656	0.550	0.454	mafuta
lubricate	0.552	0.490	0.470	mafuta
lubrication	0.624	0.646	0.491	mafuta
lucid	0.771	0.490	0.705	lucid
luck	0.854	0.490	0.717	mwayi
luckiest	0.917	0.690	0.852	mwayi kwambiri
lucky	0.960	0.610	0.793	mwayi
luckygirl	0.781	0.712	0.471	mtsikana wamwayi
lucrative	0.729	0.519	0.798	wopindulitsa
ludicrous	0.137	0.553	0.274	zopusa
lug	0.344	0.443	0.340	gulu
luggage	0.561	0.226	0.319	katundu
lukewarm	0.573	0.300	0.241	wofunda
lull	0.602	0.130	0.402	kuledzera
lullaby	0.796	0.156	0.339	nyimbo
lumbar	0.323	0.418	0.342	lumbar
lumber	0.517	0.184	0.373	matabwa
lumbering	0.354	0.561	0.655	matabwa
lumberjack	0.500	0.660	0.726	wodula mitengo
luminescent	0.796	0.550	0.526	luminescent
luminous	0.918	0.392	0.783	chowala
lump	0.438	0.337	0.463	mtanda
lumpy	0.271	0.378	0.365	lumpy
lunacy	0.132	0.847	0.330	wamisala
lunar	0.562	0.296	0.427	mwezi
lunatic	0.125	0.792	0.442	wamisala
lunch	0.880	0.410	0.542	chakudya chamasana
lunchbox	0.663	0.346	0.346	phukusi lankhomaliro
luncheon	0.837	0.240	0.441	chakudya chamasana
lunchtime	0.896	0.398	0.444	nthawi yankhomaliro
lung	0.510	0.292	0.629	mapapo
lunge	0.354	0.721	0.509	lumbe
lungs	0.531	0.352	0.555	mapapo
lurch	0.404	0.694	0.363	lurch
lure	0.439	0.565	0.300	nyambo
lurid	0.186	0.833	0.536	lurid
lurk	0.219	0.740	0.655	tcheru
lurking	0.421	0.781	0.575	kubisalira
luscious	0.885	0.552	0.545	zokonda
lush	0.740	0.783	0.833	zobiriwira
lust	0.469	0.944	0.518	chilakolako
luster	0.833	0.566	0.558	kuwala
lustful	0.427	0.896	0.643	kusilira
lustrous	0.771	0.606	0.598	chonyezimira
lusty	0.469	0.941	0.673	kusilira
lute	0.459	0.407	0.500	lute
luxuriant	0.760	0.745	0.812	wochuluka
luxurious	0.947	0.644	0.754	wapamwamba
luxury	0.932	0.673	0.750	zapamwamba
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	lye
lying	0.208	0.704	0.317	kunama
lymph	0.398	0.510	0.390	lymph
lymphatic	0.380	0.509	0.472	lymphatic
lymphoma	0.208	0.645	0.330	lymphoma
lynch	0.167	0.885	0.482	lynch
lynching	0.135	0.920	0.548	lynching
lynx	0.510	0.590	0.567	lynx
lyre	0.719	0.347	0.414	zeze
lyric	0.702	0.269	0.464	mawu
lyrical	0.708	0.451	0.618	nyimbo
lyrics	0.582	0.214	0.333	mawu
macadamia	0.635	0.330	0.434	makadamia
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	makaroni
mace	0.450	0.412	0.415	mace
mach	0.541	0.432	0.463	machi
machete	0.260	0.690	0.474	chikwanje
machine	0.510	0.500	0.707	makina
machinery	0.458	0.615	0.629	makina
machinist	0.490	0.598	0.721	makina
macho	0.643	0.690	0.676	maso
mackerel	0.418	0.423	0.426	nsomba ya makerele
macro	0.552	0.469	0.647	zazikulu
mad	0.219	0.873	0.277	wamisala
madam	0.580	0.308	0.571	madam
madame	0.604	0.500	0.635	madame
madden	0.329	0.602	0.457	wamisala
madder	0.323	0.853	0.267	misala
mademoiselle	0.752	0.459	0.461	mademoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	nyumba yamisala
madman	0.135	0.880	0.312	wamisala
madness	0.104	0.804	0.440	misala
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	mafia
magazine	0.615	0.332	0.377	magazini
mage	0.622	0.373	0.453	mage
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	mphutsi
magic	0.868	0.663	0.578	matsenga
magical	0.875	0.651	0.595	zamatsenga
magician	0.714	0.657	0.551	wamatsenga
magistrate	0.587	0.541	0.904	woweruza milandu
magma	0.323	0.623	0.609	mphamvu
magna	0.605	0.490	0.652	mphamvu
magnate	0.627	0.708	0.868	zazikulu
magnesium	0.542	0.320	0.321	magnesium
magnet	0.571	0.318	0.553	maginito
magnetic	0.612	0.529	0.673	maginito
magnetism	0.630	0.529	0.741	magnetism
magnetite	0.531	0.490	0.581	magnetite
magnification	0.890	0.615	0.880	kukulitsa
magnificence	0.802	0.810	0.920	ukulu
magnificent	1.000	0.680	0.886	zodabwitsa
magnifier	0.469	0.216	0.345	chokulitsa
magnify	0.729	0.561	0.839	kulitsa
magnifying	0.594	0.265	0.406	kukulitsa
magnitude	0.608	0.613	0.774	kukula
magnolia	0.558	0.343	0.379	magnolia
magpie	0.500	0.458	0.327	matsenga
mahi mahi	0.510	0.410	0.398	mayi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahogany
maid	0.406	0.324	0.300	mdzakazi
maiden	0.755	0.396	0.461	mtsikana
mail	0.615	0.231	0.548	makalata
mailbox	0.573	0.222	0.404	bokosi lamakalata
mailing	0.688	0.324	0.375	kutumiza makalata
mailman	0.659	0.418	0.462	wamakalata
maim	0.133	0.724	0.496	chilema
main	0.667	0.510	0.811	chachikulu
mainframe	0.531	0.490	0.557	mainframe
mainland	0.680	0.407	0.806	kumtunda
mainstay	0.694	0.400	0.713	chokhazikika
mainstream	0.653	0.527	0.660	ambiri
maintain	0.684	0.398	0.647	sungani
maintenance	0.592	0.410	0.545	kukonza
majestic	0.948	0.731	0.906	zazikulu
majesty	0.823	0.602	0.955	ukulu
major	0.684	0.538	0.874	chachikulu
majority	0.684	0.560	0.930	ambiri
make	0.684	0.420	0.480	kupanga
makeover	0.771	0.510	0.596	kusintha
maker	0.698	0.544	0.706	wopanga
makeshift	0.479	0.611	0.389	kusintha
makesmehappy	0.894	0.663	0.712	zimandisangalatsa
makesmemad	0.296	0.643	0.500	makemad
makeup	0.740	0.333	0.331	makongoletsedwe
makingdisciples	0.684	0.402	0.664	kupanga ophunzira
malady	0.190	0.686	0.304	matenda
malaise	0.150	0.600	0.161	malaise
malaria	0.125	0.653	0.304	malungo
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	wankhanza
malfeasance	0.062	0.745	0.325	kusowa mphamvu
malformation	0.083	0.602	0.357	zolakwika
malfunction	0.125	0.577	0.229	wonongeka
malice	0.073	0.811	0.492	zoipa
malicious	0.177	0.765	0.607	wanjiru
malign	0.140	0.765	0.481	zoipa
malignancy	0.149	0.814	0.614	matenda
malignant	0.143	0.824	0.370	zoipa
maligned	0.102	0.684	0.218	kuipidwa
mall	0.724	0.663	0.492	misika
malleable	0.500	0.500	0.391	chotheka
mallet	0.354	0.390	0.483	mphuno
malnutrition	0.024	0.592	0.277	kusowa kwa zakudya m'thupi
malpractice	0.094	0.559	0.330	kusachita bwino
malt	0.750	0.373	0.324	malt
mama	0.860	0.413	0.728	amayi
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	amayi
mammal	0.618	0.449	0.421	nyama
mammoth	0.480	0.471	0.537	mammoth
mammy	0.680	0.415	0.436	amayi
manage	0.560	0.530	0.719	yendetsa
manageable	0.750	0.361	0.655	chotheka
management	0.792	0.491	0.806	kasamalidwe
manager	0.625	0.549	0.897	woyang'anira
managerial	0.604	0.520	0.791	utsogoleri
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarin
mandate	0.448	0.670	0.779	udindo
mandatory	0.271	0.667	0.777	mokakamizidwa
mandible	0.510	0.431	0.500	mandible
mandolin	0.708	0.433	0.367	mandolin
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	man
maneuver	0.615	0.663	0.608	yendetsa
maneuvering	0.635	0.640	0.745	kuyendetsa
mange	0.311	0.558	0.348	manga
manger	0.656	0.276	0.398	khola
mangle	0.292	0.449	0.355	mgulu
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	zambiri
manhole	0.378	0.500	0.516	ngalande
manhood	0.625	0.735	0.858	umuna
manhunt	0.145	0.925	0.657	kusaka
mania	0.290	0.683	0.382	mania
maniac	0.120	0.849	0.431	wamisala
maniacal	0.200	0.848	0.500	wamisala
manic	0.054	0.892	0.368	wamisala
manicure	0.706	0.308	0.284	manicure
manicurist	0.583	0.352	0.341	manicure
manifest	0.667	0.647	0.704	chiwonetsero
manifestation	0.583	0.750	0.655	chiwonetsero
manifested	0.580	0.618	0.667	kuwonetseredwa
manifestly	0.469	0.588	0.577	mowonekera
manifesto	0.646	0.519	0.676	manifesto
manifold	0.500	0.461	0.435	zambiri
manipulate	0.255	0.700	0.772	yendetsa
manipulation	0.188	0.775	0.536	kusokoneza
manipulative	0.177	0.724	0.546	wonyenga
mankind	0.823	0.471	0.768	anthu
manly	0.698	0.633	0.846	mwamuna
manna	0.698	0.294	0.544	mana
manned	0.551	0.588	0.484	munthu
mannequin	0.427	0.302	0.295	mannequin
manner	0.618	0.250	0.320	kachitidwe
mannered	0.469	0.556	0.291	wakhalidwe
manners	0.816	0.284	0.517	makhalidwe
manor	0.646	0.358	0.738	nyumba
manpower	0.531	0.620	0.543	ogwira ntchito
mansion	0.847	0.490	0.717	nyumba yayikulu
mansions	0.735	0.529	0.777	nyumba zazikulu
manslaughter	0.090	0.920	0.473	kupha munthu
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	chovala
mantra	0.396	0.249	0.357	mawu
manual	0.635	0.245	0.449	buku
manufacture	0.868	0.703	0.780	kupanga
manufacturer	0.688	0.537	0.830	wopanga
manufacturing	0.653	0.613	0.804	kupanga
manure	0.250	0.471	0.241	manyowa
manuscript	0.510	0.208	0.540	zolemba pamanja
map	0.561	0.229	0.463	mapa
maple	0.541	0.390	0.339	mapulo
mar	0.622	0.544	0.545	mwa
marathon	0.646	0.778	0.740	marathon
marble	0.604	0.212	0.667	nsangalabwi
marbled	0.396	0.385	0.418	miyala ya nsangalabwi
marbles	0.714	0.345	0.241	nsangalabwi
march	0.531	0.200	0.483	kuguba
mare	0.541	0.320	0.417	mare
margarine	0.530	0.316	0.333	margarine
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	malire
marginal	0.235	0.644	0.345	malire
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	chamba
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	m'madzi
mariner	0.652	0.491	0.676	woyendetsa ngalawa
marital	0.760	0.529	0.500	m'banja
maritime	0.646	0.490	0.713	panyanja
mark	0.491	0.231	0.600	chizindikiro
marked	0.592	0.358	0.554	cholembedwa
marker	0.500	0.333	0.605	chikhomo
market	0.724	0.480	0.521	msika
marketable	0.746	0.545	0.664	malonda
marketing	0.521	0.774	0.675	malonda
marketplace	0.698	0.420	0.525	msika
marks	0.430	0.480	0.424	zizindikiro
marksman	0.500	0.833	0.692	wojambula
marksmanship	0.573	0.531	0.664	luso
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	marmalade
maroon	0.469	0.358	0.336	maroon
marooned	0.229	0.480	0.160	wosiyidwa
marquee	0.602	0.284	0.508	marquee
marquis	0.521	0.444	0.562	marquis
marred	0.181	0.561	0.233	choyipa
marriage	0.844	0.684	0.750	ukwati
married	0.674	0.570	0.602	wokwatiwa
marrow	0.398	0.422	0.472	mafuta
marry	0.896	0.765	0.673	kukwatira
marsh	0.302	0.358	0.277	madambo
marshal	0.469	0.610	0.819	marshal
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	wankhondo
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	Martini
martyr	0.281	0.708	0.509	wofera chikhulupiriro
martyrdom	0.323	0.745	0.442	kufera chikhulupiriro
marvel	0.961	0.755	0.866	kudabwa
marvellous	0.878	0.809	0.849	zodabwitsa
marvelous	0.948	0.637	0.778	zodabwitsa
marvelously	0.968	0.708	0.764	modabwitsa
marzipan	0.684	0.380	0.258	marzipan
mascara	0.575	0.450	0.269	mascara
mascot	0.750	0.337	0.337	mascot
masculine	0.653	0.540	0.773	chachimuna
masculinity	0.583	0.670	0.851	umuna
mash	0.440	0.363	0.283	phala
mashed	0.531	0.337	0.194	yosenda
mask	0.510	0.490	0.537	chigoba
masked	0.375	0.549	0.518	chophimbidwa
masks	0.510	0.472	0.241	masks
masochism	0.194	0.845	0.483	masochism
masochist	0.164	0.784	0.353	masochist
mason	0.541	0.442	0.580	womanga
masquerade	0.431	0.633	0.446	sokoneza
mass	0.458	0.245	0.277	misa
massacre	0.031	0.887	0.640	kupha anthu
massage	0.708	0.356	0.413	kutikita minofu
masses	0.552	0.453	0.473	misa
masseur	0.622	0.265	0.463	masseur
masseuse	0.594	0.373	0.391	masseuse
massive	0.569	0.660	0.750	chachikulu
mast	0.542	0.390	0.580	mlongoti
master	0.694	0.490	0.849	mbuye
masterful	0.854	0.510	0.960	mwaluso
mastermind	0.792	0.625	0.918	nzeru
masterpiece	0.926	0.623	0.847	chaluso
mastery	0.755	0.648	0.873	ukatswiri
masturbate	0.552	0.926	0.500	kuseweretsa maliseche
masturbation	0.542	0.961	0.509	kuseweretsa maliseche
mat	0.459	0.221	0.304	mat
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	kufanana
matchbook	0.562	0.391	0.412	matchbook
matching	0.719	0.735	0.418	kufanana
matchmaker	0.615	0.509	0.519	mpikisano
mate	0.847	0.417	0.669	mnzake
material	0.521	0.363	0.439	zakuthupi
materialism	0.220	0.390	0.556	kukonda chuma
materialist	0.255	0.491	0.504	wokonda chuma
materialistic	0.420	0.506	0.589	kukonda chuma
materiality	0.417	0.450	0.636	chuma
materialize	0.688	0.596	0.728	kwaniritsa
materially	0.490	0.451	0.670	zakuthupi
materials	0.633	0.361	0.473	zipangizo
materiel	0.531	0.294	0.417	zinthu
maternal	0.847	0.417	0.634	amayi
maternity	0.865	0.480	0.622	umayi
math	0.417	0.375	0.600	masamu
mathematical	0.620	0.500	0.548	masamu
mathematician	0.541	0.418	0.773	katswiri wa masamu
mathematics	0.438	0.435	0.664	masamu
matinee	0.694	0.578	0.447	matine
mating	0.755	0.840	0.759	kukweretsa
matriculation	0.622	0.490	0.675	masamu
matrimony	0.850	0.637	0.843	ukwati
matrix	0.551	0.378	0.673	matrix
matron	0.520	0.519	0.555	matroni
matted	0.281	0.519	0.393	chokwera
matter	0.487	0.353	0.562	nkhani
matting	0.479	0.405	0.423	mating
mattress	0.612	0.255	0.397	matiresi
maturation	0.612	0.439	0.698	kukhwima
mature	0.625	0.347	0.600	okhwima
maturity	0.827	0.400	0.806	kukhwima
maudlin	0.337	0.417	0.368	mauli
mausoleum	0.344	0.281	0.594	mausoleum
mauve	0.533	0.330	0.314	mauve
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	maxim
maximize	0.823	0.765	0.792	kulitsa
maximum	0.724	0.724	0.852	pazipita
may	0.704	0.273	0.245	mwina
mayday	0.344	0.643	0.423	zavuta
mayflower	0.690	0.463	0.429	mayflower
mayhem	0.188	0.870	0.364	chiwonongeko
mayonnaise	0.510	0.320	0.222	mayonesi
mayor	0.469	0.481	0.818	meya
maze	0.438	0.608	0.444	maze
mead	0.667	0.337	0.441	mead
meadow	0.622	0.130	0.382	dambo
meager	0.144	0.389	0.281	zochepa
meal	0.833	0.461	0.473	chakudya
mean	0.440	0.467	0.620	kutanthauza
meander	0.480	0.443	0.454	meander
meandering	0.427	0.644	0.539	kuyendayenda
meanie	0.388	0.420	0.404	kutanthauza
meaning	0.663	0.395	0.625	tanthauzo
meaningful	0.770	0.500	0.802	zatanthauzo
meaningless	0.156	0.314	0.143	zopanda tanthauzo
meanness	0.102	0.694	0.368	kuipa
means	0.615	0.373	0.460	zikutanthauza
meantime	0.432	0.222	0.300	pakadali pano
measles	0.092	0.635	0.422	chikuku
measurable	0.604	0.410	0.602	zoyezeka
measure	0.510	0.375	0.365	kuyeza
measured	0.542	0.265	0.578	kuyeza
measurement	0.622	0.418	0.491	kuyeza
measuring	0.448	0.337	0.529	kuyeza
measuring cup	0.557	0.343	0.377	kapu yoyezera
measuring tape	0.337	0.280	0.327	tepi yoyezera
meat	0.612	0.421	0.413	nyama
meatball	0.612	0.279	0.343	mpira wa nyama
meathead	0.306	0.534	0.490	nyama
meatloaf	0.625	0.389	0.375	mkate wa nyama
mechanic	0.571	0.433	0.566	makaniko
mechanical	0.479	0.569	0.564	makina
mechanics	0.542	0.500	0.761	zimango
mechanism	0.573	0.583	0.664	makina
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	mendulo
medallion	0.750	0.510	0.710	medali
medallist	0.796	0.821	0.897	wolandira mendulo
meddle	0.302	0.770	0.526	sokoneza
meddling	0.245	0.600	0.461	kulowerera
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	zapakatikati
median	0.459	0.216	0.375	wapakati
mediate	0.635	0.308	0.654	khala pakati
mediation	0.661	0.350	0.657	kuyimira pakati
mediator	0.592	0.438	0.580	mkhalapakati
medic	0.500	0.472	0.585	mankhwala
medical	0.583	0.373	0.616	zachipatala
medicate	0.417	0.375	0.546	mankhwala
medication	0.615	0.439	0.500	mankhwala
medicinal	0.667	0.417	0.614	mankhwala
medicine	0.708	0.318	0.679	mankhwala
medieval	0.560	0.408	0.455	akale
mediocre	0.188	0.481	0.149	wapakati
mediocrity	0.073	0.398	0.225	wapakati
meditate	0.812	0.146	0.564	sinkhasinkha
meditating	0.718	0.185	0.399	kusinkhasinkha
meditation	0.786	0.120	0.478	kusinkhasinkha
meditative	0.614	0.120	0.454	wosinkhasinkha
mediterranean	0.663	0.454	0.545	mediterranean
medium	0.559	0.356	0.358	wapakati
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	wofatsa
meet	0.760	0.510	0.580	kukumana
meeting	0.750	0.569	0.613	msonkhano
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	mwa
melancholic	0.181	0.306	0.277	kunyowa
melancholy	0.188	0.260	0.237	kukhumudwa
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	mwaulemu
melodious	0.932	0.530	0.587	wanyimbo
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatic
melody	0.847	0.434	0.405	nyimbo
melon	0.461	0.231	0.271	Vwende
melt	0.448	0.615	0.312	sungunula
meltdown	0.629	0.657	0.602	kusungunuka
melting	0.592	0.470	0.538	kusungunuka
member	0.698	0.333	0.555	membala
membership	0.698	0.411	0.778	umembala
membrane	0.406	0.430	0.418	membrane
memento	0.708	0.360	0.536	kukumbukira
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	kukumbukira
memorabilia	0.780	0.412	0.491	zokumbukira
memorable	0.939	0.510	0.769	wosaiŵalika
memorandum	0.600	0.500	0.639	chikumbutso
memorial	0.602	0.304	0.600	chikumbutso
memorials	0.771	0.333	0.679	zikumbutso
memories	0.963	0.487	0.510	kukumbukira
memoriesiwontforget	0.635	0.542	0.455	kukumbukiranso kuyiwala
memorize	0.520	0.451	0.716	kuloweza
memory	0.792	0.378	0.573	kukumbukira
menace	0.125	0.894	0.759	kuwopseza
menacing	0.042	0.880	0.643	kuwopseza
menagerie	0.573	0.480	0.538	utsogoleri
mend	0.542	0.436	0.602	konza
mending	0.500	0.633	0.657	kukonza
menial	0.490	0.420	0.352	wonyozeka
meningitis	0.104	0.612	0.407	meningitis
meniscus	0.323	0.330	0.453	meniscus
menopause	0.204	0.460	0.306	kusintha kwa thupi
menses	0.163	0.686	0.331	msambo
menstrual	0.408	0.519	0.435	kusamba
mental	0.490	0.490	0.585	maganizo
mentalhealth	0.562	0.541	0.670	matenda amisala
mentality	0.711	0.415	0.726	maganizo
menthol	0.490	0.292	0.433	menthol
mention	0.562	0.365	0.562	tchulani
mentor	0.719	0.455	0.777	mlangizi
menu	0.633	0.333	0.385	menyu
meow	0.510	0.510	0.412	muyawo
mercantile	0.480	0.490	0.713	mercantile
mercenary	0.245	0.837	0.673	wa mercenary
merchandise	0.594	0.460	0.621	malonda
merchant	0.675	0.500	0.620	wamalonda
merciful	0.854	0.346	0.500	wachifundo
merciless	0.062	0.880	0.634	wopanda chifundo
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	mercury
mercy	0.719	0.229	0.500	chifundo
mere	0.396	0.221	0.176	chabe
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	kuphatikiza
merger	0.592	0.490	0.642	kuphatikiza
meridian	0.510	0.324	0.558	meridian
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	kuyenerera
meritorious	0.781	0.618	0.855	zabwino
mermaid	0.765	0.623	0.452	mermaid
merriment	0.948	0.721	0.632	chisangalalo
merry	0.979	0.731	0.764	chisangalalo
merrychristmas	0.888	0.510	0.536	Khrisimasi yabwino
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	mauna
meshes	0.440	0.363	0.362	matope
mesmerized	0.520	0.552	0.421	wododometsedwa
mess	0.143	0.843	0.273	chisokonezo
message	0.650	0.391	0.415	uthenga
messedup	0.333	0.615	0.358	kusokoneza
messenger	0.694	0.434	0.500	mtumiki
messiah	0.781	0.634	0.800	mesiya
messy	0.260	0.635	0.140	zosokoneza
metabolic	0.408	0.531	0.559	kagayidwe kachakudya
metabolism	0.698	0.509	0.555	metabolism
metal	0.551	0.429	0.547	zitsulo
metallic	0.615	0.330	0.607	zachitsulo
metallurgy	0.396	0.509	0.587	zitsulo
metamorphosis	0.541	0.571	0.613	metamorphosis
metaphor	0.562	0.280	0.470	fanizo
metaphorical	0.500	0.412	0.480	ophiphiritsa
metaphysical	0.630	0.573	0.686	zamaganizo
metaphysics	0.561	0.396	0.588	metaphysics
metastasis	0.177	0.646	0.452	metastasis
meteor	0.398	0.714	0.737	meteor
meteoric	0.590	0.802	0.684	meteoric
meteorite	0.385	0.794	0.750	meteorite
meteorological	0.635	0.557	0.556	zanyengo
meteorology	0.630	0.418	0.689	meteorology
meter	0.438	0.300	0.463	mita
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	methadone
methane	0.290	0.460	0.569	methane
methanol	0.292	0.500	0.570	methanoli
method	0.640	0.275	0.698	njira
methodical	0.663	0.360	0.745	njira
methodology	0.664	0.327	0.745	njira
meticulous	0.555	0.480	0.555	mosamala
metime	0.531	0.398	0.417	nthawi
metric	0.519	0.248	0.573	metric
metrical	0.521	0.375	0.482	zoyezera
metrology	0.531	0.432	0.439	metrology
metropolis	0.656	0.625	0.779	mzinda
metropolitan	0.387	0.408	0.723	mzinda
mettle	0.667	0.529	0.750	mphamvu
mew	0.418	0.481	0.380	mwa
mezzanine	0.479	0.427	0.404	mezzanine
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	microbe
microbiology	0.571	0.378	0.560	microbiology
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	microcosm
microfilm	0.469	0.352	0.412	filimu yaying'ono
microgram	0.448	0.286	0.355	microgram
micrometer	0.573	0.358	0.394	micrometer
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	maikolofoni
microscope	0.531	0.330	0.464	maikulosikopu
microscopic	0.360	0.327	0.433	zowoneka bwino
microscopically	0.623	0.370	0.412	mwachisawawa
microscopy	0.500	0.339	0.455	microscope
microwave	0.542	0.497	0.443	microwave
mid	0.500	0.315	0.356	pakati
midair	0.633	0.413	0.455	mlengalenga
midday	0.658	0.250	0.403	masana
middle	0.458	0.157	0.300	pakati
middleman	0.500	0.404	0.452	munthu wapakati
middleweight	0.510	0.302	0.428	kulemera kwapakati
midget	0.396	0.295	0.254	pakati
midland	0.521	0.402	0.456	pakati
midlife	0.594	0.244	0.473	moyo wapakati
midline	0.332	0.224	0.330	pakati
midnight	0.562	0.470	0.545	pakati pausiku
midshipman	0.469	0.615	0.785	wapakati
midst	0.324	0.275	0.296	pakati
midsummer	0.781	0.480	0.492	m'nyengo yachilimwe
