English Word	Valence	Arousal	Dominance	Punjabi Word
lightness	0.794	0.360	0.526	ਹਲਕਾਪਨ
lightning	0.429	0.683	0.595	ਬਿਜਲੀ
lights	0.750	0.480	0.575	ਲਾਈਟਾਂ
lightweight	0.670	0.300	0.358	ਹਲਕਾ
likable	0.865	0.480	0.663	ਪਸੰਦ ਹੈ
like	0.719	0.353	0.446	ਪਸੰਦ
likelihood	0.760	0.469	0.542	ਸੰਭਾਵਨਾ
likely	0.633	0.356	0.454	ਸੰਭਾਵਨਾ
likeness	0.688	0.410	0.561	ਸਮਾਨਤਾ
likewise	0.651	0.217	0.312	ਇਸੇ ਤਰ੍ਹਾਂ
liking	0.963	0.604	0.589	ਪਸੰਦ
lilac	0.688	0.180	0.357	lilac
lily	0.640	0.245	0.263	ਲਿਲੀ
limb	0.510	0.397	0.427	ਅੰਗ
limber	0.688	0.729	0.673	ਅੰਗ
limbo	0.385	0.284	0.309	ਲਿੰਬੋ
lime	0.594	0.240	0.415	ਚੂਨਾ
limelight	0.667	0.639	0.694	ਲਾਈਮਲਾਈਟ
limestone	0.602	0.323	0.381	ਚੂਨਾ ਪੱਥਰ
limey	0.469	0.347	0.415	ਚੂਨਾ
limit	0.427	0.453	0.500	ਸੀਮਾ
limitation	0.190	0.431	0.225	ਸੀਮਾ
limited	0.229	0.273	0.380	ਸੀਮਿਤ
limitless	0.688	0.574	0.655	ਅਸੀਮਤ
limo	0.760	0.367	0.667	ਲਿਮੋ
limousine	0.638	0.531	0.640	ਲਿਮੋਜ਼ਿਨ
limp	0.393	0.440	0.172	ਲੰਗੜਾ
lin	0.416	0.362	0.343	ਲਿਨ
line	0.541	0.180	0.353	ਲਾਈਨ
lineage	0.633	0.465	0.721	ਵੰਸ਼
lineal	0.521	0.170	0.474	ਰੇਖਿਕ
linear	0.646	0.250	0.472	ਰੇਖਿਕ
linebacker	0.490	0.660	0.543	ਲਾਈਨਬੈਕਰ
lined	0.438	0.367	0.424	ਕਤਾਰਬੱਧ
linen	0.656	0.323	0.286	ਲਿਨਨ
liner	0.469	0.396	0.400	ਲਾਈਨਰ
lines	0.542	0.317	0.330	ਲਾਈਨਾਂ
lineup	0.635	0.427	0.638	ਕਤਾਰ ਬਾਂਧਨਾ
linger	0.480	0.311	0.412	ਰੁਕਣਾ
lingerie	0.543	0.463	0.308	ਲਿੰਗਰੀ
lingering	0.630	0.643	0.667	ਲੰਮਾ
lingo	0.448	0.364	0.447	ਭਾਸ਼ਾ
lingual	0.500	0.457	0.315	ਭਾਸ਼ਾਈ
linguini	0.625	0.338	0.355	ਭਾਸ਼ਾ
linguist	0.583	0.330	0.634	ਭਾਸ਼ਾ ਵਿਗਿਆਨੀ
linguistic	0.646	0.351	0.618	ਭਾਸ਼ਾਈ
linguistics	0.552	0.390	0.618	ਭਾਸ਼ਾ ਵਿਗਿਆਨ
lining	0.571	0.363	0.472	ਪਰਤ
link	0.427	0.264	0.491	ਲਿੰਕ
linoleum	0.510	0.378	0.402	ਲਿਨੋਲੀਅਮ
lint	0.388	0.173	0.214	ਲਿੰਟ
lion	0.532	0.717	0.682	ਸ਼ੇਰ
lip	0.541	0.348	0.443	ਹੋਠ
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	ਲਿਪਸਟਿਕ
liquefaction	0.449	0.622	0.535	ਤਰਲਤਾ
liquefied	0.562	0.463	0.342	ਤਰਲ
liqueur	0.670	0.612	0.389	ਸ਼ਰਾਬ
liquid	0.562	0.235	0.307	ਤਰਲ
liquidate	0.327	0.654	0.664	ਤਰਲ
liquidation	0.417	0.625	0.649	ਤਰਲਤਾ
liquidator	0.354	0.663	0.750	ਲਿਕਵੀਡੇਟਰ
liquidity	0.688	0.529	0.534	ਤਰਲਤਾ
liquor	0.603	0.702	0.433	ਸ਼ਰਾਬ
lira	0.530	0.255	0.370	ਲੀਰਾ
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	ਸੂਚੀ
listen	0.771	0.360	0.445	ਸੁਣੋ
listener	0.667	0.375	0.403	ਸੁਣਨ ਵਾਲਾ
listenting	0.640	0.377	0.491	ਸੁਣਨਾ
listing	0.438	0.273	0.432	ਸੂਚੀਕਰਨ
listless	0.219	0.350	0.231	ਸੂਚੀ ਰਹਿਤ
listneing	0.531	0.370	0.433	ਸੁਣਨਾ
litany	0.510	0.365	0.482	litany
liter	0.573	0.208	0.382	ਲਿਟਰ
literacy	0.730	0.306	0.638	ਸਾਖਰਤਾ
literal	0.570	0.353	0.574	ਸ਼ਾਬਦਿਕ
literally	0.571	0.353	0.673	ਸ਼ਾਬਦਿਕ ਤੌਰ 'ਤੇ
literary	0.719	0.324	0.667	ਸਾਹਿਤਕ
literature	0.708	0.250	0.598	ਸਾਹਿਤ
lithe	0.656	0.596	0.602	ਲਿਥ
lithium	0.417	0.330	0.430	ਲਿਥੀਅਮ
lithograph	0.551	0.327	0.481	ਲਿਥੋਗ੍ਰਾਫ
lithography	0.561	0.346	0.473	ਲਿਥੋਗ੍ਰਾਫੀ
lithology	0.519	0.378	0.525	lithology
lithosphere	0.473	0.333	0.689	ਲਿਥੋਸਫੀਅਰ
litigant	0.219	0.577	0.696	ਮੁਕੱਦਮੇਬਾਜ਼
litigate	0.260	0.819	0.712	ਮੁਕੱਦਮਾ
litigation	0.388	0.760	0.602	ਮੁਕੱਦਮਾ
litigator	0.429	0.630	0.732	ਮੁਕੱਦਮਾ ਕਰਨ ਵਾਲਾ
litigious	0.360	0.736	0.632	ਮੁਕੱਦਮੇਬਾਜ਼ੀ
litter	0.255	0.551	0.110	ਕੂੜਾ
little	0.385	0.160	0.213	ਥੋੜ੍ਹਾ
littlethings	0.740	0.311	0.242	ਛੋਟੀਆਂ ਚੀਜ਼ਾਂ
littoral	0.551	0.387	0.452	ਕਿਨਾਰੇ
liturgy	0.490	0.327	0.568	ਮਰਯਾਦਾ
live	0.880	0.673	0.676	ਲਾਈਵ
livelife	0.792	0.624	0.664	ਜ਼ਿੰਦਗੀ ਜੀਓ
livelihood	0.698	0.481	0.721	ਰੋਜ਼ੀ-ਰੋਟੀ
lively	0.847	0.810	0.642	ਜੀਵੰਤ
liven	0.708	0.713	0.673	liven
liver	0.439	0.290	0.385	ਜਿਗਰ
livery	0.510	0.417	0.429	ਲਿਵਰੀ
livestock	0.729	0.420	0.519	ਪਸ਼ੂ
livid	0.469	0.788	0.490	ਜੀਵੰਤ
living	0.865	0.608	0.727	ਜੀਵਤ
lizard	0.378	0.375	0.324	ਕਿਰਲੀ
llama	0.490	0.590	0.519	ਲਾਮਾ
lml	0.448	0.519	0.385	ਐਲਐਮਐਲ
load	0.385	0.417	0.528	ਲੋਡ
loader	0.562	0.377	0.686	ਲੋਡਰ
loaf	0.755	0.250	0.277	ਰੋਟੀ
loafer	0.235	0.396	0.254	ਲੋਫਰ
loam	0.469	0.373	0.673	ਲੋਮ
loan	0.552	0.480	0.352	ਕਰਜ਼ਾ
loath	0.135	0.714	0.445	ਨਫ਼ਰਤ
loathe	0.094	0.730	0.429	ਨਫ਼ਰਤ
loathful	0.068	0.740	0.358	ਘਿਣਾਉਣੀ
loathing	0.083	0.796	0.368	ਨਫ਼ਰਤ
loathsome	0.120	0.694	0.343	ਘਿਣਾਉਣੀ
lobby	0.625	0.427	0.472	ਲਾਬੀ
lobbyist	0.385	0.527	0.565	ਲਾਬੀਿਸਟ
lobe	0.459	0.364	0.352	ਲੋਬ
lobotomy	0.296	0.598	0.402	ਲੋਬੋਟੋਮੀ
lobster	0.571	0.356	0.291	ਝੀਂਗਾ
local	0.656	0.269	0.452	ਸਥਾਨਕ
locale	0.449	0.387	0.352	ਲੋਕੇਲ
locality	0.582	0.336	0.464	ਇਲਾਕਾ
localization	0.552	0.330	0.545	ਸਥਾਨੀਕਰਨ
localize	0.520	0.481	0.679	ਸਥਾਨੀਕਰਨ
localized	0.490	0.460	0.621	ਸਥਾਨਿਕ
locate	0.583	0.520	0.786	ਲੱਭੋ
location	0.615	0.375	0.546	ਟਿਕਾਣਾ
locator	0.480	0.426	0.614	ਲੋਕੇਟਰ
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	ਤਾਲਾ
locker	0.439	0.300	0.393	ਲਾਕਰ
locket	0.615	0.327	0.616	ਲਾਕੇਟ
locksmith	0.510	0.417	0.491	ਤਾਲਾ ਬਣਾਉਣ ਵਾਲਾ
lockup	0.240	0.602	0.617	ਤਾਲਾਬੰਦ
loco	0.306	0.774	0.226	ਲੋਕੋ
locomotion	0.470	0.600	0.595	ਲੋਕਮੋਸ਼ਨ
locomotive	0.542	0.650	0.721	ਲੋਕੋਮੋਟਿਵ
locust	0.479	0.412	0.417	ਟਿੱਡੀ
lode	0.365	0.423	0.318	ਲੋਡ
lodge	0.656	0.356	0.474	ਲਾਜ
lodger	0.480	0.448	0.304	ਰਹਿਣ ਵਾਲਾ
lodging	0.713	0.286	0.527	ਰਿਹਾਇਸ਼
loft	0.510	0.378	0.343	loft
lofty	0.755	0.306	0.569	ਉੱਚਾ
log	0.591	0.371	0.395	ਲੌਗ
logarithm	0.520	0.439	0.551	ਲਘੂਗਣਕ
logarithmic	0.469	0.458	0.606	ਲਘੂਗਣਕ
logic	0.646	0.245	0.819	ਤਰਕ
logical	0.805	0.400	0.648	ਲਾਜ਼ੀਕਲ
logistics	0.633	0.500	0.730	ਲੌਜਿਸਟਿਕਸ
logo	0.469	0.296	0.565	ਲੋਗੋ
logotype	0.480	0.337	0.509	ਲੋਗੋਟਾਈਪ
loin	0.420	0.298	0.379	ਕਮਰ
lollipop	0.628	0.483	0.357	ਲਾਲੀਪੌਪ
lone	0.198	0.204	0.367	ਇਕੱਲਾ
loneliness	0.146	0.182	0.222	ਇਕੱਲਤਾ
lonely	0.250	0.226	0.238	ਇਕੱਲਾ
loner	0.347	0.152	0.221	ਇਕੱਲਾ
lonesome	0.281	0.213	0.336	ਇਕੱਲੇ
long	0.541	0.353	0.543	ਲੰਬੇ
longboat	0.551	0.454	0.490	ਲੰਬੀ ਕਿਸ਼ਤੀ
longevity	0.750	0.353	0.745	ਲੰਬੀ ਉਮਰ
longing	0.604	0.434	0.560	ਤਾਂਘ
longitude	0.479	0.310	0.516	ਲੰਬਕਾਰ
longitudinal	0.542	0.398	0.582	ਲੰਬਕਾਰੀ
longitudinally	0.541	0.380	0.569	ਲੰਬਕਾਰੀ ਤੌਰ 'ਤੇ
longtime	0.362	0.442	0.546	ਲੰਬਾ ਸਮਾ
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	ਦੇਖੋ
looker	0.583	0.354	0.451	ਦੇਖਣ ਵਾਲਾ
lookout	0.698	0.538	0.639	ਬਁਚ ਕੇ
loom	0.531	0.245	0.325	ਲੂਮ
looming	0.367	0.750	0.528	ਵਧ ਰਿਹਾ ਹੈ
loon	0.429	0.392	0.325	ਲੂਨ
loony	0.439	0.474	0.295	ਲੂਨੀ
loop	0.516	0.343	0.317	ਲੂਪ
loophole	0.406	0.755	0.491	ਲੂਪੋਲ
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	ਢਿੱਲੀ
loosen	0.487	0.337	0.218	ਢਿੱਲਾ
loosening	0.378	0.343	0.295	ਢਿੱਲਾ
loot	0.604	0.711	0.537	ਲੁੱਟ
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	ਇੱਕ ਪਾਸੇ
lord	0.618	0.327	0.684	ਪ੍ਰਭੂ
lords	0.571	0.356	0.781	ਪ੍ਰਭੂਆਂ
lordship	0.573	0.557	0.736	ਪ੍ਰਭੂਸੱਤਾ
lore	0.719	0.373	0.768	ਗਿਆਨ
lorry	0.521	0.481	0.402	ਲਾਰੀ
lose	0.115	0.538	0.176	ਗੁਆਉਣਾ
loser	0.083	0.510	0.155	ਹਾਰਨ ਵਾਲਾ
losing	0.076	0.686	0.223	ਹਾਰਨਾ
loss	0.062	0.567	0.211	ਨੁਕਸਾਨ
lost	0.199	0.663	0.148	ਗੁਆਚ ਗਿਆ
lot	0.531	0.215	0.370	ਬਹੁਤ
lotion	0.724	0.261	0.188	ਲੋਸ਼ਨ
lots	0.604	0.417	0.424	ਬਹੁਤ ਸਾਰੇ
lottery	0.771	0.731	0.491	ਲਾਟਰੀ
lotto	0.760	0.635	0.475	ਲੋਟੋ
lotus	0.604	0.377	0.510	ਕਮਲ
loud	0.573	0.650	0.870	ਉੱਚੀ
loudly	0.541	0.755	0.667	ਉੱਚੀ
loudmouth	0.337	0.615	0.456	ਉੱਚੀ ਆਵਾਜ਼
loudness	0.350	0.582	0.620	ਉੱਚੀ
loudspeaker	0.490	0.735	0.689	ਲਾਊਡਸਪੀਕਰ
lounge	0.592	0.245	0.466	ਲੌਂਜ
lounging	0.735	0.167	0.449	lounging
louse	0.184	0.439	0.154	louse
lousy	0.125	0.482	0.234	ਘਟੀਆ
lovable	0.948	0.335	0.565	ਪਿਆਰਾ
love	1.000	0.519	0.673	ਪਿਆਰ
loved	0.927	0.452	0.582	ਪਿਆਰ ਕੀਤਾ
lovee	0.949	0.592	0.611	ਪਿਆਰ
loveee	0.927	0.592	0.693	ਪ੍ਰੇਮੀ
loveless	0.102	0.365	0.216	ਪਿਆਰ ਰਹਿਤ
lovelife	0.837	0.610	0.592	ਪਿਆਰ ਵਾਲੀ ਜਿਂਦਗੀ
loveliness	0.959	0.509	0.750	ਪਿਆਰ
lovelovelove	0.948	0.582	0.554	lovelove
lovely	0.917	0.456	0.741	ਪਿਆਰਾ
lovemaking	0.969	0.927	0.814	ਪਿਆਰ ਬਣਾਉਣਾ
lovemylife	0.896	0.800	0.573	lovemylife
lover	0.881	0.816	0.750	ਪ੍ਰੇਮੀ
lovesick	0.796	0.842	0.500	ਪ੍ਰੇਮੀ
lovethis	0.867	0.552	0.526	ਇਸ ਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹੈ
loving	0.948	0.612	0.636	ਪਿਆਰ ਕਰਨ ਵਾਲਾ
lovinglife	0.979	0.404	0.673	ਪਿਆਰ ਕਰਨ ਵਾਲਾ ਜੀਵਨ
lovinlife	0.714	0.460	0.544	ਪਿਆਰ ਦੀ ਜ਼ਿੰਦਗੀ
low	0.292	0.220	0.102	ਘੱਟ
lowdown	0.306	0.441	0.441	ਨੀਵਾਂ
lower	0.327	0.296	0.258	ਘੱਟ
lowering	0.286	0.363	0.236	ਘਟਾਉਣਾ
lowest	0.312	0.304	0.129	ਸਭ ਤੋਂ ਘੱਟ
lowlands	0.323	0.290	0.331	ਨੀਵੀਆਂ ਜ਼ਮੀਨਾਂ
lowlife	0.296	0.529	0.309	ਘੱਟ ਜੀਵਨ
lowly	0.562	0.294	0.417	ਨੀਚ
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	ਵਫ਼ਾਦਾਰ
loyalty	0.885	0.406	0.793	ਵਫ਼ਾਦਾਰੀ
lsd	0.375	0.471	0.390	ਐਲਐਸਡੀ
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	ਲੂਬ
lubricant	0.656	0.550	0.454	ਲੁਬਰੀਕੈਂਟ
lubricate	0.552	0.490	0.470	ਲੁਬਰੀਕੇਟ
lubrication	0.624	0.646	0.491	ਲੁਬਰੀਕੇਸ਼ਨ
lucid	0.771	0.490	0.705	ਸਪਸ਼ਟ
luck	0.854	0.490	0.717	ਕਿਸਮਤ
luckiest	0.917	0.690	0.852	ਸਭ ਤੋਂ ਖੁਸ਼ਕਿਸਮਤ
lucky	0.960	0.610	0.793	ਖੁਸ਼ਕਿਸਮਤ
luckygirl	0.781	0.712	0.471	ਖੁਸ਼ਕਿਸਮਤ ਕੁੜੀ
lucrative	0.729	0.519	0.798	ਮੁਨਾਫ਼ਾ
ludicrous	0.137	0.553	0.274	ਹਾਸੋਹੀਣਾ
lug	0.344	0.443	0.340	ਘੁਸਪੈਠ
luggage	0.561	0.226	0.319	ਸਮਾਨ
lukewarm	0.573	0.300	0.241	ਕੋਸੇ
lull	0.602	0.130	0.402	ਚੁੱਪ
lullaby	0.796	0.156	0.339	ਲੋਰੀ
lumbar	0.323	0.418	0.342	ਲੰਬਰ
lumber	0.517	0.184	0.373	ਲੱਕੜ
lumbering	0.354	0.561	0.655	ਲੰਬਰਿੰਗ
lumberjack	0.500	0.660	0.726	ਲੰਬਰਜੈਕ
luminescent	0.796	0.550	0.526	ਚਮਕਦਾਰ
luminous	0.918	0.392	0.783	ਚਮਕਦਾਰ
lump	0.438	0.337	0.463	ਗੰਢ
lumpy	0.271	0.378	0.365	ਲੰਮੀ
lunacy	0.132	0.847	0.330	ਪਾਗਲਪਨ
lunar	0.562	0.296	0.427	ਚੰਦਰਮਾ
lunatic	0.125	0.792	0.442	ਪਾਗਲ
lunch	0.880	0.410	0.542	ਦੁਪਹਿਰ ਦਾ ਖਾਣਾ
lunchbox	0.663	0.346	0.346	ਖਾਣਾ ਖਾਣ ਦਾ ਡਿੱਬਾ
luncheon	0.837	0.240	0.441	ਦੁਪਹਿਰ ਦਾ ਖਾਣਾ
lunchtime	0.896	0.398	0.444	ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਦਾ ਸਮਾਂ
lung	0.510	0.292	0.629	ਫੇਫੜੇ
lunge	0.354	0.721	0.509	ਲੰਗ
lungs	0.531	0.352	0.555	ਫੇਫੜੇ
lurch	0.404	0.694	0.363	ਝੜਪ
lure	0.439	0.565	0.300	ਲਾਲਚ
lurid	0.186	0.833	0.536	ਘਬਰਾਹਟ
lurk	0.219	0.740	0.655	ਲੁਕਣਾ
lurking	0.421	0.781	0.575	ਲੁਕਣਾ
luscious	0.885	0.552	0.545	ਸੁਹਾਵਣਾ
lush	0.740	0.783	0.833	ਹਰੇ ਭਰੇ
lust	0.469	0.944	0.518	ਵਾਸਨਾ
luster	0.833	0.566	0.558	ਚਮਕ
lustful	0.427	0.896	0.643	ਕਾਮੁਕ
lustrous	0.771	0.606	0.598	ਚਮਕਦਾਰ
lusty	0.469	0.941	0.673	ਕਾਮੁਕ
lute	0.459	0.407	0.500	lute
luxuriant	0.760	0.745	0.812	ਆਲੀਸ਼ਾਨ
luxurious	0.947	0.644	0.754	ਆਲੀਸ਼ਾਨ
luxury	0.932	0.673	0.750	ਲਗਜ਼ਰੀ
lycra	0.520	0.449	0.328	ਲਾਇਕਰਾ
lye	0.378	0.396	0.443	lye
lying	0.208	0.704	0.317	ਝੂਠ ਬੋਲਣਾ
lymph	0.398	0.510	0.390	ਲਸਿਕਾ
lymphatic	0.380	0.509	0.472	ਲਿੰਫੈਟਿਕ
lymphoma	0.208	0.645	0.330	ਲਿੰਫੋਮਾ
lynch	0.167	0.885	0.482	ਲਿੰਚ
lynching	0.135	0.920	0.548	ਲਿੰਚਿੰਗ
lynx	0.510	0.590	0.567	ਲਿੰਕਸ
lyre	0.719	0.347	0.414	lyre
lyric	0.702	0.269	0.464	ਗੀਤ
lyrical	0.708	0.451	0.618	ਗੀਤਕਾਰੀ
lyrics	0.582	0.214	0.333	ਬੋਲ
macadamia	0.635	0.330	0.434	macadamia
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	ਮੈਕਰੋਨੀ
mace	0.450	0.412	0.415	ਗਦਾ
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	machete
machine	0.510	0.500	0.707	ਮਸ਼ੀਨ
machinery	0.458	0.615	0.629	ਮਸ਼ੀਨਰੀ
machinist	0.490	0.598	0.721	ਮਸ਼ੀਨਿਸਟ
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	ਇੱਕ ਪ੍ਰਕਾਰ ਦੀ ਸਮੁੰਦਰੀ ਮੱਛੀ
macro	0.552	0.469	0.647	ਮੈਕਰੋ
mad	0.219	0.873	0.277	ਪਾਗਲ
madam	0.580	0.308	0.571	ਮੈਡਮ
madame	0.604	0.500	0.635	ਮੈਡਮ
madden	0.329	0.602	0.457	ਪਾਗਲ
madder	0.323	0.853	0.267	ਪਾਗਲ
mademoiselle	0.752	0.459	0.461	mademoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	ਪਾਗਲਖਾਨਾ
madman	0.135	0.880	0.312	ਪਾਗਲ
madness	0.104	0.804	0.440	ਪਾਗਲਪਨ
maestro	0.823	0.357	0.849	ਮਾਸਟਰ
mafia	0.204	0.867	0.676	ਮਾਫੀਆ
magazine	0.615	0.332	0.377	ਮੈਗਜ਼ੀਨ
mage	0.622	0.373	0.453	ਜਾਦੂਗਰ
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	maggot
magic	0.868	0.663	0.578	ਜਾਦੂ
magical	0.875	0.651	0.595	ਜਾਦੂਈ
magician	0.714	0.657	0.551	ਜਾਦੂਗਰ
magistrate	0.587	0.541	0.904	ਮੈਜਿਸਟ੍ਰੇਟ
magma	0.323	0.623	0.609	ਮੈਗਮਾ
magna	0.605	0.490	0.652	ਮੈਗਨਾ
magnate	0.627	0.708	0.868	magnate
magnesium	0.542	0.320	0.321	ਮੈਗਨੀਸ਼ੀਅਮ
magnet	0.571	0.318	0.553	ਚੁੰਬਕ
magnetic	0.612	0.529	0.673	ਚੁੰਬਕੀ
magnetism	0.630	0.529	0.741	ਚੁੰਬਕਤਾ
magnetite	0.531	0.490	0.581	ਮੈਗਨੇਟਾਈਟ
magnification	0.890	0.615	0.880	ਵਿਸਤਾਰ
magnificence	0.802	0.810	0.920	ਮਹਿਮਾ
magnificent	1.000	0.680	0.886	ਸ਼ਾਨਦਾਰ
magnifier	0.469	0.216	0.345	ਵੱਡਦਰਸ਼ੀ
magnify	0.729	0.561	0.839	ਵੱਡਾ ਕਰਨਾ
magnifying	0.594	0.265	0.406	ਵੱਡਦਰਸ਼ੀ
magnitude	0.608	0.613	0.774	ਵਿਸ਼ਾਲਤਾ
magnolia	0.558	0.343	0.379	ਮੈਗਨੋਲੀਆ
magpie	0.500	0.458	0.327	ਮੈਗਪੀ
mahi mahi	0.510	0.410	0.398	ਮਾਹੀ ਮਾਹੀ
mahjong	0.556	0.418	0.440	ਮਾਹਜੋਂਗ
mahogany	0.602	0.225	0.393	ਮਹੋਗਨੀ
maid	0.406	0.324	0.300	ਨੌਕਰਾਣੀ
maiden	0.755	0.396	0.461	ਪਹਿਲੀ
mail	0.615	0.231	0.548	ਡਾਕ
mailbox	0.573	0.222	0.404	ਮੇਲਬਾਕਸ
mailing	0.688	0.324	0.375	ਮੇਲਿੰਗ
mailman	0.659	0.418	0.462	ਡਾਕ ਸੇਵਕ
maim	0.133	0.724	0.496	ਮੈਮ
main	0.667	0.510	0.811	ਮੁੱਖ
mainframe	0.531	0.490	0.557	ਮੇਨਫ੍ਰੇਮ
mainland	0.680	0.407	0.806	ਮੁੱਖ ਭੂਮੀ
mainstay	0.694	0.400	0.713	ਮੁੱਖ ਆਧਾਰ
mainstream	0.653	0.527	0.660	ਮੁੱਖ ਧਾਰਾ
maintain	0.684	0.398	0.647	ਬਣਾਈ ਰੱਖਣਾ
maintenance	0.592	0.410	0.545	ਰੱਖ-ਰਖਾਅ
majestic	0.948	0.731	0.906	ਸ਼ਾਨਦਾਰ
majesty	0.823	0.602	0.955	ਮਹਿਮਾ
major	0.684	0.538	0.874	ਪ੍ਰਮੁੱਖ
majority	0.684	0.560	0.930	ਬਹੁਮਤ
make	0.684	0.420	0.480	ਬਣਾਉ
makeover	0.771	0.510	0.596	ਮੇਕਓਵਰ
maker	0.698	0.544	0.706	ਨਿਰਮਾਤਾ
makeshift	0.479	0.611	0.389	ਅਸਥਾਈ
makesmehappy	0.894	0.663	0.712	ਮੈਨੂੰ ਖੁਸ਼ ਕਰਦਾ ਹੈ
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	ਸ਼ਰ੍ਰੰਗਾਰ
makingdisciples	0.684	0.402	0.664	ਚੇਲੇ ਬਣਾਉਣਾ
malady	0.190	0.686	0.304	ਬਿਮਾਰੀ
malaise	0.150	0.600	0.161	ਬੇਚੈਨੀ
malaria	0.125	0.653	0.304	ਮਲੇਰੀਆ
malarkey	0.396	0.500	0.465	ਮਲਾਰਕੀ
malevolent	0.094	0.854	0.613	ਦੁਰਾਚਾਰੀ
malfeasance	0.062	0.745	0.325	ਬਦਨਾਮੀ
malformation	0.083	0.602	0.357	ਖਰਾਬੀ
malfunction	0.125	0.577	0.229	ਖਰਾਬੀ
malice	0.073	0.811	0.492	ਬੁਰਾਈ
malicious	0.177	0.765	0.607	ਖਤਰਨਾਕ
malign	0.140	0.765	0.481	ਬਦਨਾਮ
malignancy	0.149	0.814	0.614	ਖ਼ਤਰਨਾਕਤਾ
malignant	0.143	0.824	0.370	ਘਾਤਕ
maligned	0.102	0.684	0.218	ਬਦਨਾਮ
mall	0.724	0.663	0.492	ਮਾਲ
malleable	0.500	0.500	0.391	ਨਰਮ
mallet	0.354	0.390	0.483	ਮੈਲੇਟ
malnutrition	0.024	0.592	0.277	ਕੁਪੋਸ਼ਣ
malpractice	0.094	0.559	0.330	ਦੁਰਵਿਹਾਰ
malt	0.750	0.373	0.324	ਮਾਲਟ
mama	0.860	0.413	0.728	ਮੰਮੀ
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	ਮੰਮੀ
mammal	0.618	0.449	0.421	ਥਣਧਾਰੀ
mammoth	0.480	0.471	0.537	ਵਿਸ਼ਾਲ
mammy	0.680	0.415	0.436	ਮੰਮੀ
manage	0.560	0.530	0.719	ਪ੍ਰਬੰਧ ਕਰਨਾ, ਕਾਬੂ ਕਰਨਾ
manageable	0.750	0.361	0.655	ਪ੍ਰਬੰਧਨਯੋਗ
management	0.792	0.491	0.806	ਪ੍ਰਬੰਧਨ
manager	0.625	0.549	0.897	ਮੈਨੇਜਰ
managerial	0.604	0.520	0.791	ਪ੍ਰਬੰਧਕੀ
mandamus	0.439	0.577	0.556	ਹੁਕਮ
mandarin	0.625	0.398	0.491	ਮੈਂਡਰਿਨ
mandate	0.448	0.670	0.779	ਹੁਕਮ
mandatory	0.271	0.667	0.777	ਲਾਜ਼ਮੀ
mandible	0.510	0.431	0.500	ਲਾਜ਼ਮੀ
mandolin	0.708	0.433	0.367	ਮੈਂਡੋਲਿਨ
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	ਮਾਨੇ
maneuver	0.615	0.663	0.608	ਚਾਲ
maneuvering	0.635	0.640	0.745	ਚਾਲਬਾਜ਼ੀ
mange	0.311	0.558	0.348	ਮੰਗੇ
manger	0.656	0.276	0.398	ਖੁਰਲੀ
mangle	0.292	0.449	0.355	ਮੰਗਲ
mango	0.765	0.327	0.290	ਆਮ
mangosteen	0.562	0.500	0.414	ਮੈਂਗੋਸਟੀਨ
mangy	0.214	0.698	0.270	ਮੰਗੀ
manhole	0.378	0.500	0.516	ਮੈਨਹੋਲ
manhood	0.625	0.735	0.858	ਮਰਦਾਨਗੀ
manhunt	0.145	0.925	0.657	ਖੋਜ
mania	0.290	0.683	0.382	mania
maniac	0.120	0.849	0.431	ਪਾਗਲ
maniacal	0.200	0.848	0.500	ਪਾਗਲ
manic	0.054	0.892	0.368	ਪਾਗਲ
manicure	0.706	0.308	0.284	manicure
manicurist	0.583	0.352	0.341	manicurist
manifest	0.667	0.647	0.704	ਪ੍ਰਗਟ
manifestation	0.583	0.750	0.655	ਪ੍ਰਗਟਾਵੇ
manifested	0.580	0.618	0.667	ਪ੍ਰਗਟ
manifestly	0.469	0.588	0.577	ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ
manifesto	0.646	0.519	0.676	ਮੈਨੀਫੈਸਟੋ
manifold	0.500	0.461	0.435	ਕਈ ਗੁਣਾ
manipulate	0.255	0.700	0.772	ਹੇਰਾਫੇਰੀ
