English Word	Valence	Arousal	Dominance	Telugu Word
injured	0.083	0.680	0.302	గాయపడ్డారు
injuring	0.073	0.790	0.245	గాయపరచడం
injurious	0.177	0.759	0.366	గాయపరిచే
injury	0.049	0.769	0.287	గాయం
injustice	0.082	0.755	0.444	అన్యాయం
ink	0.471	0.408	0.235	సిరా
inkling	0.448	0.551	0.570	ఇంక్లింగ్
inland	0.510	0.417	0.423	లోతట్టు
inlay	0.406	0.531	0.565	పొదుగు
inlet	0.646	0.378	0.466	ఇన్లెట్
inmate	0.235	0.663	0.398	ఖైదీ
inn	0.660	0.284	0.475	సత్రం
innards	0.302	0.480	0.400	లోపలికి
innate	0.490	0.400	0.521	సహజసిద్ధమైన
inner	0.551	0.216	0.443	లోపలి
innermost	0.583	0.500	0.510	అంతరంగం
innerpeace	0.714	0.318	0.551	మనశ్శాంతి
inning	0.602	0.315	0.520	ఇన్నింగ్స్
innings	0.573	0.487	0.443	ఇన్నింగ్స్
innkeeper	0.578	0.224	0.472	సత్రాల నిర్వాహకుడు
innocence	0.802	0.260	0.307	అమాయకత్వం
innocent	0.729	0.206	0.340	అమాయక
innocently	0.776	0.250	0.302	అమాయకంగా
innocuous	0.510	0.321	0.172	హానిచేయని
innovate	0.898	0.872	0.750	ఆవిష్కరణ
innovation	0.949	0.680	0.890	ఆవిష్కరణ
innovative	0.880	0.640	0.830	వినూత్న
innuendo	0.467	0.670	0.463	అనుచిత
innumerable	0.667	0.445	0.704	అసంఖ్యాకమైన
inoculation	0.333	0.570	0.598	టీకాలు వేయుట
inoperable	0.184	0.422	0.304	పనిచేయని
inoperative	0.138	0.425	0.273	పనిచేయని
inordinate	0.163	0.630	0.330	విపరీతమైన
inorganic	0.385	0.345	0.282	అకర్బన
input	0.643	0.337	0.527	ఇన్పుట్
inquest	0.458	0.569	0.721	విచారణ
inquire	0.583	0.519	0.363	విచారించండి
inquirer	0.573	0.598	0.776	విచారించేవాడు
inquiring	0.479	0.510	0.500	విచారిస్తున్నారు
inquiry	0.541	0.420	0.536	విచారణ
inquisitive	0.301	0.637	0.615	పరిశోధనాత్మకమైన
inquisitor	0.385	0.873	0.642	విచారించేవాడు
insane	0.062	0.670	0.265	పిచ్చివాడు
insanity	0.098	0.847	0.337	పిచ్చితనం
insatiable	0.375	0.656	0.558	తృప్తి చెందని
inscription	0.592	0.422	0.542	శాసనం
inscrutable	0.459	0.541	0.613	అంతుచిక్కని
insect	0.276	0.633	0.242	కీటకం
insecticide	0.188	0.598	0.430	పురుగుమందు
insecure	0.114	0.538	0.132	అభద్రత
insecurity	0.094	0.647	0.350	అభద్రత
insemination	0.542	0.644	0.622	గర్భధారణ
insensitive	0.219	0.471	0.302	సున్నితత్వం లేని
inseparable	0.700	0.520	0.571	విడదీయరాని
insert	0.481	0.552	0.519	చొప్పించు
inserted	0.479	0.402	0.476	చొప్పించారు
insertion	0.521	0.520	0.565	చొప్పించడం
inside	0.612	0.404	0.472	లోపల
insider	0.625	0.562	0.750	లోపలి వ్యక్తి
insidious	0.146	0.622	0.480	కృత్రిమమైన
insight	0.613	0.363	0.649	అంతర్దృష్టి
insightful	0.664	0.691	0.713	అంతర్దృష్టిగల
insignia	0.665	0.282	0.685	చిహ్నము
insignificance	0.250	0.216	0.222	అల్పత్వం
insignificant	0.083	0.306	0.114	అల్పమైన
insinuate	0.292	0.635	0.413	దూషించు
insipid	0.214	0.250	0.241	నిష్కపటమైన
insist	0.635	0.651	0.688	పట్టుబట్టారు
insistence	0.418	0.704	0.645	పట్టుబట్టడం
insistent	0.552	0.635	0.701	పట్టుబట్టడం
insists	0.490	0.587	0.610	నొక్కి వక్కాణించాడు
insolence	0.115	0.731	0.402	అహంకారము
insolent	0.112	0.663	0.343	అవమానకరమైన
insoluble	0.439	0.290	0.414	కరగని
insolvency	0.323	0.431	0.300	దివాలా
insolvent	0.230	0.481	0.318	దివాలా తీసిన
insomnia	0.198	0.611	0.373	నిద్రలేమి
insomniac	0.231	0.367	0.329	నిద్రలేమి
inspect	0.479	0.603	0.793	తనిఖీ
inspection	0.459	0.630	0.718	తనిఖీ
inspector	0.418	0.580	0.852	ఇన్స్పెక్టర్
inspiration	0.938	0.600	0.779	ప్రేరణ
inspirational	0.927	0.720	0.810	స్ఫూర్తిదాయకం
inspire	0.918	0.627	0.759	స్ఫూర్తినిస్తాయి
inspired	0.967	0.702	0.736	ప్రేరణ పొందింది
instability	0.177	0.760	0.353	అస్థిరత
install	0.630	0.583	0.736	ఇన్స్టాల్
installation	0.656	0.469	0.759	సంస్థాపన
installment	0.619	0.396	0.483	వాయిదా
instance	0.547	0.450	0.558	ఉదాహరణ
instant	0.766	0.454	0.554	తక్షణ
instantaneous	0.750	0.500	0.585	తక్షణం
instantaneously	0.656	0.640	0.600	తక్షణమే
instigate	0.278	0.765	0.642	ప్రేరేపించు
instigation	0.323	0.769	0.648	ప్రేరేపణ
instill	0.562	0.490	0.618	చొప్పించు
instinct	0.771	0.602	0.642	ప్రవృత్తి
instinctive	0.752	0.575	0.694	సహజసిద్ధమైన
institute	0.604	0.480	0.807	ఇన్స్టిట్యూట్
institution	0.580	0.311	0.790	సంస్థ
instruct	0.729	0.490	0.833	ఉపదేశించండి
instructed	0.740	0.388	0.722	నిర్దేశించారు
instruction	0.656	0.434	0.736	సూచన
instructional	0.698	0.500	0.773	బోధనాపరమైన
instructions	0.582	0.302	0.556	సూచనలు
instructive	0.583	0.420	0.643	బోధించే
instructor	0.771	0.490	0.782	బోధకుడు
instrument	0.562	0.537	0.655	వాయిద్యం
instrumental	0.740	0.472	0.647	సాధన
instrumentalist	0.656	0.540	0.740	వాయిద్యకారుడు
instrumentality	0.637	0.510	0.618	వాయిద్యం
insubordination	0.281	0.775	0.634	అవిధేయత
insufferable	0.220	0.784	0.291	భరించలేని
insufficiency	0.115	0.431	0.210	అసమర్థత
insufficient	0.188	0.380	0.093	సరిపోదు
insufficiently	0.147	0.509	0.198	తగినంతగా
insular	0.531	0.426	0.465	ఇన్సులర్
insulate	0.365	0.358	0.286	ఇన్సులేట్
insulated	0.208	0.265	0.304	ఇన్సులేట్
insulation	0.245	0.327	0.264	ఇన్సులేషన్
insulin	0.429	0.472	0.375	ఇన్సులిన్
insult	0.085	0.831	0.389	అవమానించడం
insulting	0.094	0.840	0.412	అవమానకరం
insurance	0.714	0.308	0.825	భీమా
insure	0.700	0.415	0.698	భీమా చేయండి
insurgent	0.235	0.735	0.660	తిరుగుబాటుదారుడు
insurmountable	0.620	0.627	0.737	అధిగమించలేని
insurrection	0.229	0.706	0.582	తిరుగుబాటు
intact	0.716	0.212	0.602	చెక్కుచెదరకుండా
intake	0.604	0.527	0.442	తీసుకోవడం
intangible	0.525	0.480	0.473	కనిపించని
integer	0.573	0.327	0.595	పూర్ణ సంఖ్య
integral	0.590	0.337	0.615	సమగ్రమైన
integrate	0.729	0.390	0.700	ఇంటిగ్రేట్
integration	0.771	0.480	0.737	అనుసంధానం
integrity	0.865	0.413	0.848	సమగ్రత
intellect	0.844	0.418	0.870	తెలివి
intellectual	0.906	0.455	0.845	మేధావి
intelligence	0.833	0.587	0.885	తెలివితేటలు
intelligent	0.917	0.541	0.868	తెలివైన
intelligibility	0.740	0.481	0.689	తెలివితేటలు
intelligible	0.635	0.480	0.691	అర్థమయ్యేది
intend	0.562	0.520	0.519	ఉద్దేశ్యము
intended	0.406	0.542	0.587	ఉద్దేశించబడింది
intending	0.510	0.567	0.597	ఉద్దేశ్యము
intense	0.592	0.774	0.679	తీవ్రమైన
intensely	0.694	0.846	0.750	తీవ్రంగా
intensify	0.604	0.870	0.737	తీవ్రతరం
intensity	0.622	0.930	0.952	తీవ్రత
intensive	0.570	0.842	0.776	ఇంటెన్సివ్
intent	0.550	0.481	0.500	ఉద్దేశం
intention	0.531	0.480	0.636	ఉద్దేశం
intentional	0.650	0.615	0.750	ఉద్దేశపూర్వకంగా
intentionally	0.450	0.676	0.696	ఉద్దేశపూర్వకంగా
inter	0.510	0.375	0.466	ఇంటర్
interact	0.822	0.690	0.759	సంకర్షణ చెందుతాయి
interaction	0.646	0.735	0.750	పరస్పర చర్య
interactive	0.727	0.811	0.770	పరస్పర
intercede	0.582	0.577	0.630	మధ్యవర్తిత్వం చేయండి
intercept	0.221	0.660	0.676	అడ్డగించు
interception	0.327	0.673	0.643	అంతరాయము
intercession	0.503	0.486	0.598	మధ్యవర్తిత్వం
interchange	0.615	0.527	0.565	పరస్పర మార్పిడి
interchangeable	0.615	0.459	0.526	మార్చుకోగలిగిన
interchanged	0.396	0.472	0.434	పరస్పరం మార్చుకున్నారు
intercom	0.623	0.429	0.453	ఇంటర్‌కామ్
intercourse	0.551	0.608	0.557	సంభోగం
interdependence	0.608	0.618	0.639	పరస్పర ఆధారపడటం
interdependent	0.410	0.482	0.598	పరస్పర ఆధారితమైనది
interdiction	0.337	0.500	0.585	నిషేధం
interest	0.780	0.667	0.618	ఆసక్తి
interested	0.750	0.529	0.725	ఆసక్తి
interesting	0.927	0.726	0.731	ఆసక్తికరమైన
interface	0.643	0.357	0.600	ఇంటర్ఫేస్
interfere	0.323	0.714	0.471	జోక్యం చేసుకుంటాయి
interference	0.396	0.736	0.357	జోక్యం
interferometer	0.510	0.510	0.517	ఇంటర్ఫెరోమీటర్
intergalactic	0.562	0.661	0.741	నక్షత్రమండలాల మద్యవున్న
interim	0.604	0.400	0.524	మధ్యంతర
interior	0.618	0.157	0.462	అంతర్గత
interject	0.333	0.648	0.658	అడ్డగించు
interlocutory	0.490	0.500	0.527	సంభాషణ
interlude	0.470	0.417	0.377	అంతరాయము
intermediary	0.427	0.510	0.643	మధ్యవర్తి
intermediate	0.480	0.368	0.400	ఇంటర్మీడియట్
interment	0.235	0.608	0.346	అంత్యక్రియలు
interminable	0.327	0.481	0.561	అంతరాయమైన
intermission	0.490	0.360	0.402	విరామం
intermittent	0.337	0.565	0.436	అడపాదడపా
intern	0.459	0.460	0.392	ఇంటర్న్
internal	0.439	0.349	0.423	అంతర్గత
internally	0.615	0.400	0.616	అంతర్గతంగా
international	0.800	0.519	0.702	అంతర్జాతీయ
internet	0.760	0.462	0.755	అంతర్జాలం
internship	0.590	0.510	0.482	ఇంటర్న్
interoffice	0.439	0.375	0.556	ఇంటర్ ఆఫీస్
interpolate	0.460	0.490	0.569	ఇంటర్పోలేట్
interpolation	0.419	0.506	0.528	ఇంటర్పోలేషన్
interpret	0.646	0.625	0.673	అన్వయించు
interpretation	0.677	0.594	0.620	వివరణ
interpreter	0.708	0.461	0.596	వ్యాఖ్యాత
interpretive	0.531	0.549	0.595	వివరణాత్మక
interrelated	0.615	0.469	0.592	పరస్పర సంబంధం
interrogate	0.323	0.808	0.680	ప్రశ్నించు
interrogation	0.302	0.827	0.657	విచారణ
interrupt	0.210	0.635	0.509	అంతరాయం కలిగించు
interrupted	0.281	0.559	0.333	అంతరాయం కలిగింది
interrupting	0.146	0.593	0.509	అంతరాయం కలిగించడం
interruption	0.184	0.632	0.425	అంతరాయం
interrupts	0.204	0.545	0.389	అంతరాయం కలిగిస్తుంది
intersect	0.521	0.510	0.480	కలుస్తాయి
intersection	0.344	0.541	0.658	కూడలి
interstate	0.520	0.443	0.600	అంతర్రాష్ట్ర
interstellar	0.708	0.702	0.622	నక్షత్రాల మధ్య
interstitial	0.333	0.471	0.534	మధ్యంతర
interval	0.510	0.284	0.400	విరామం
intervene	0.520	0.677	0.768	జోక్యం
intervening	0.398	0.627	0.442	జోక్యం చేసుకుంటోంది
intervention	0.388	0.696	0.689	జోక్యం
interview	0.573	0.770	0.619	ఇంటర్వ్యూ
interviewer	0.552	0.736	0.816	ఇంటర్వ్యూ చేసేవాడు
interworking	0.552	0.587	0.691	పరస్పరం పని చేయడం
intestate	0.459	0.467	0.415	పేగు
intestinal	0.357	0.531	0.370	పేగు
intestine	0.343	0.450	0.380	ప్రేగు
intestines	0.292	0.547	0.398	ప్రేగులు
intimacy	0.857	0.802	0.558	సాన్నిహిత్యం
intimate	0.724	0.598	0.393	సన్నిహితుడు
intimately	0.806	0.573	0.590	సన్నిహితంగా
intimation	0.406	0.673	0.500	సమాచారం
intimidate	0.210	0.804	0.632	భయపెట్టు
intimidated	0.177	0.663	0.208	భయపెట్టారు
intimidating	0.229	0.790	0.708	భయపెట్టడం
intimidation	0.177	0.791	0.644	బెదిరింపు
intolerable	0.146	0.660	0.439	తట్టుకోలేని
intolerance	0.052	0.704	0.520	అసహనం
intolerant	0.135	0.676	0.509	అసహనం
intonation	0.615	0.442	0.598	శృతి
intoxicated	0.079	0.824	0.246	మత్తుగా
intoxicating	0.224	0.760	0.464	మత్తుగా
intoxication	0.323	0.710	0.400	మత్తు
intracranial	0.281	0.602	0.553	ఇంట్రాక్రానియల్
intractable	0.154	0.694	0.302	భరించలేని
intramural	0.490	0.464	0.447	ఇంట్రామ్యూరల్
intravenous	0.357	0.538	0.458	ఇంట్రావీనస్
intrepid	0.753	0.696	0.637	నిర్భయ
intricate	0.559	0.704	0.500	జటిలమైన
intrigue	0.362	0.830	0.327	కుట్ర
intriguing	0.422	0.713	0.462	రహస్య
intrinsic	0.406	0.471	0.526	అంతర్గతమైన
intrinsically	0.459	0.382	0.538	అంతర్గతంగా
intro	0.510	0.331	0.657	పరిచయం
introduce	0.592	0.559	0.648	పరిచయం చేస్తాయి
introduction	0.612	0.413	0.640	పరిచయం
introductory	0.635	0.368	0.593	పరిచయ
introspection	0.603	0.337	0.575	ఆత్మపరిశీలన
introspective	0.552	0.360	0.471	ఆత్మపరిశీలన
intrude	0.058	0.735	0.480	చొరబాటు
intruder	0.146	0.740	0.324	చొరబాటుదారుడు
intrusion	0.293	0.641	0.670	చొరబాటు
intrusive	0.461	0.607	0.538	చొరబాటు
intubation	0.276	0.598	0.526	ఇంట్యూబేషన్
intuition	0.857	0.508	0.602	అంతర్ దృష్టి
