English Word	Valence	Arousal	Dominance	German Word
officiate	0.688	0.453	0.704	amtieren
offing	0.490	0.412	0.447	Angebot
offload	0.479	0.444	0.525	ausladen
offset	0.719	0.394	0.704	versetzt
offshoot	0.517	0.330	0.361	Ableger
offshore	0.417	0.484	0.441	Off-Shore
offside	0.323	0.519	0.443	abseits
offspring	0.656	0.435	0.600	Nachwuchs
oft	0.500	0.308	0.474	oft
oftentimes	0.571	0.500	0.482	oft
ogre	0.135	0.698	0.510	Oger
ohdear	0.458	0.519	0.442	Ach je
ohgod	0.500	0.557	0.439	Oh Gott
ohno	0.396	0.475	0.380	Ach nein
ohshit	0.230	0.594	0.343	Oh Scheiße
oil	0.521	0.278	0.306	Öl
oils	0.459	0.229	0.391	Öle
oily	0.276	0.533	0.385	ölig
oink	0.500	0.450	0.289	oh
ointment	0.438	0.271	0.398	Salbe
okra	0.469	0.400	0.362	Okra
olden	0.284	0.213	0.425	alt
oldie	0.363	0.363	0.342	Oldie
oldies	0.438	0.300	0.412	Oldies
olfactory	0.602	0.409	0.452	olfaktorisch
oligarchy	0.327	0.567	0.741	Oligarchie
olive	0.571	0.231	0.406	Olive
omega	0.529	0.337	0.526	Omega
omelet	0.708	0.323	0.315	Omelett
omen	0.390	0.657	0.583	Omen
omgomgomg	0.490	0.551	0.358	omgomgomg
ominous	0.255	0.730	0.510	bedrohlich
omission	0.367	0.333	0.275	Unterlassung
omit	0.330	0.265	0.451	auslassen
omitted	0.260	0.235	0.211	weggelassen
omnibus	0.490	0.410	0.473	Omnibus
omnipotence	0.667	0.793	0.866	Allmacht
omnipotent	0.719	0.679	0.919	allmächtig
omnipresent	0.688	0.452	0.825	allgegenwärtig
omniscient	0.656	0.334	0.778	allwissend
onboard	0.612	0.451	0.491	am Bord
oncologist	0.260	0.654	0.640	Onkologe
oncology	0.204	0.424	0.500	Onkologie
oncoming	0.594	0.625	0.773	entgegenkommend
one	0.542	0.292	0.370	eines
oneday	0.667	0.245	0.374	Eines Tages
onedge	0.479	0.552	0.400	eine Kante
onelove	0.816	0.577	0.541	eine Liebe
oneness	0.745	0.272	0.720	Einheit
onerous	0.500	0.480	0.462	belastend
oneself	0.660	0.337	0.483	man selbst
ongoing	0.674	0.484	0.556	laufend
onion	0.378	0.367	0.382	Zwiebel
onset	0.673	0.497	0.500	Beginn
onslaught	0.198	0.939	0.717	Ansturm
onstage	0.719	0.673	0.583	auf der Bühne
ontology	0.510	0.450	0.518	Ontologie
onus	0.562	0.520	0.769	Last
onward	0.667	0.538	0.741	weiter
onyx	0.571	0.461	0.380	Onyx
oodles	0.490	0.374	0.446	Unmengen
oomph	0.449	0.613	0.315	Pep
ooze	0.344	0.577	0.333	Schlamm
oozing	0.238	0.515	0.427	sickern
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	Opazität
opal	0.623	0.479	0.379	Opal
opaque	0.344	0.265	0.342	undurchsichtig
ope	0.375	0.380	0.395	op
open	0.620	0.480	0.569	offen
opener	0.584	0.526	0.377	Öffner
opening	0.667	0.510	0.620	Öffnung
openly	0.603	0.388	0.553	offen
openness	0.837	0.561	0.667	Offenheit
opera	0.714	0.500	0.483	Oper
operate	0.582	0.690	0.691	arbeiten
operatic	0.375	0.452	0.627	Oper
operation	0.475	0.611	0.755	Betrieb
operational	0.562	0.570	0.679	betriebsbereit
operations	0.480	0.549	0.798	Operationen
operative	0.541	0.635	0.718	operativ
operator	0.612	0.630	0.726	Operator
ophthalmic	0.427	0.385	0.444	ophthalmisch
ophthalmologist	0.552	0.389	0.491	Augenarzt
opiate	0.281	0.594	0.598	Opiate
opinion	0.594	0.482	0.638	Meinung
opinionated	0.156	0.800	0.491	rechthaberisch
opium	0.276	0.490	0.333	Opium
opponent	0.080	0.741	0.716	Gegner
opportune	0.796	0.538	0.767	opportun
opportunism	0.571	0.752	0.673	Opportunismus
opportunity	0.938	0.745	0.833	Gelegenheit
oppose	0.431	0.800	0.473	ablehnen
opposed	0.092	0.460	0.606	entgegen
opposing	0.188	0.660	0.518	entgegen
opposite	0.235	0.545	0.408	Gegenteil
opposites	0.281	0.518	0.462	Gegensätze
opposition	0.135	0.729	0.592	Opposition
oppress	0.186	0.654	0.555	unterdrücken
oppressed	0.119	0.640	0.259	unterdrückt
oppression	0.080	0.673	0.615	Unterdrückung
oppressive	0.276	0.590	0.667	bedrückend
oppressor	0.160	0.776	0.629	Unterdrücker
ops	0.417	0.550	0.528	Ops
opt	0.510	0.471	0.345	opt
optic	0.663	0.384	0.594	Optik
optical	0.677	0.311	0.542	optisch
optics	0.562	0.286	0.580	Optik
optimism	0.949	0.565	0.814	Optimismus
optimist	0.875	0.539	0.787	Optimist
optimistic	0.979	0.580	0.821	optimistisch
optimum	0.892	0.469	0.808	Optimum
option	0.512	0.427	0.359	Möglichkeit
optional	0.755	0.350	0.440	Optional
optionally	0.365	0.405	0.481	optional
options	0.622	0.327	0.473	Optionen
optometrist	0.446	0.455	0.668	Optiker
opulence	0.620	0.615	0.648	Opulenz
opulent	0.562	0.660	0.660	opulent
opus	0.458	0.368	0.391	Opus
oracle	0.552	0.531	0.670	Orakel
oral	0.530	0.448	0.375	Oral
orange	0.646	0.132	0.296	Orange
orange juice	0.719	0.343	0.445	Orangensaft
orangutan	0.430	0.560	0.471	Orang-Utan
oration	0.646	0.315	0.683	Rede
orator	0.667	0.375	0.682	Redner
oratory	0.602	0.472	0.693	Oratorium
orb	0.463	0.370	0.444	Kugel
orbit	0.561	0.422	0.575	Orbit
orbital	0.458	0.451	0.559	orbital
orbiting	0.520	0.643	0.554	umkreisen
orbs	0.469	0.355	0.482	Kugeln
orc	0.240	0.510	0.388	Ork
orchard	0.760	0.269	0.333	Obstgarten
orchestra	0.708	0.500	0.664	Orchester
orchid	0.840	0.345	0.382	Orchidee
ordained	0.735	0.409	0.731	ordiniert
ordeal	0.344	0.539	0.529	Tortur
order	0.780	0.295	0.814	bestellen
orderly	0.844	0.240	0.661	ordentlich
ordinance	0.615	0.452	0.776	Verordnung
ordinary	0.375	0.312	0.286	gewöhnliche
ordination	0.688	0.490	0.765	Ordination
ordnance	0.354	0.825	0.679	Artillerie
ore	0.500	0.333	0.356	Erz
oregano	0.596	0.327	0.250	Oregano
organ	0.510	0.469	0.538	Organ
organic	0.719	0.343	0.535	organisch
organism	0.457	0.559	0.800	Organismus
organist	0.740	0.469	0.669	Organist
organization	0.810	0.535	0.851	Organisation
organize	0.802	0.655	0.781	organisieren
organized	0.816	0.337	0.746	organisiert
organizer	0.604	0.577	0.846	Veranstalter
orgasm	0.844	0.863	0.676	Orgasmus
orgies	0.388	0.953	0.433	Orgien
orgy	0.346	0.962	0.536	Orgie
orient	0.667	0.422	0.667	Orient
oriental	0.592	0.409	0.598	orientalisch
orientation	0.667	0.454	0.686	Orientierung
orifice	0.448	0.355	0.443	Öffnung
origami	0.684	0.276	0.294	Origami
origin	0.729	0.435	0.591	Ursprung
original	0.765	0.480	0.746	Original
originality	0.898	0.500	0.824	Originalität
originate	0.702	0.500	0.866	stammen
origination	0.760	0.443	0.604	Entstehung
originator	0.592	0.510	0.868	Urheber
ornament	0.561	0.373	0.441	Ornament
ornamental	0.663	0.392	0.460	dekorativ
ornamentation	0.663	0.471	0.472	Ornamentik
ornamented	0.677	0.350	0.490	verziert
ornate	0.812	0.356	0.500	aufwendig
ornery	0.361	0.520	0.509	nervig
orphan	0.133	0.388	0.140	verwaist
orphanage	0.184	0.439	0.425	Waisenhaus
orphaned	0.062	0.430	0.228	verwaist
orthodontist	0.469	0.615	0.564	Kieferorthopäde
orthodox	0.388	0.471	0.647	orthodox
orthodoxy	0.271	0.388	0.612	Orthodoxie
orthogonal	0.500	0.314	0.540	senkrecht
orthopedic	0.406	0.346	0.473	orthopädisch
oscillate	0.449	0.580	0.397	oszillieren
oscillating	0.469	0.548	0.402	schwingen
oscillation	0.562	0.433	0.431	Schwingung
oscillatory	0.375	0.520	0.480	oszillierend
ostensible	0.542	0.549	0.585	angeblich
ostensibly	0.473	0.529	0.509	angeblich
ostentatious	0.479	0.794	0.648	auffällig
ostracized	0.115	0.690	0.377	geächtet
ostrich	0.592	0.382	0.241	Strauß
other	0.472	0.230	0.259	Sonstiges
otter	0.439	0.216	0.339	Otter
otto	0.427	0.425	0.404	Otto
ottoman	0.531	0.337	0.444	Ottomane
ought	0.438	0.511	0.434	sollen
ounce	0.531	0.255	0.288	Unze
oust	0.296	0.716	0.444	verdrängen
outage	0.306	0.684	0.438	Ausfall
outback	0.500	0.324	0.430	Hinterland
outbid	0.594	0.622	0.540	überbieten
outboard	0.448	0.491	0.456	Außenborder
outbreak	0.260	0.632	0.472	Ausbruch
outburst	0.209	0.802	0.528	Ausbruch
outcast	0.153	0.449	0.353	ausgestoßen
outcome	0.615	0.472	0.685	Ergebnis
outcry	0.271	0.773	0.718	Aufschrei
outdated	0.167	0.236	0.226	veraltet
outdo	0.771	0.750	0.873	übertrumpfen
outdoor	0.814	0.256	0.447	draussen
outdoors	0.781	0.444	0.453	draußen
outer	0.552	0.471	0.456	äußere
outfit	0.760	0.490	0.566	Outfit
outgoing	0.650	0.472	0.538	abgehend
outgrow	0.510	0.529	0.722	entwachsen
outgrowth	0.771	0.620	0.688	Auswuchs
outhouse	0.281	0.519	0.255	Nebengebäude
outing	0.771	0.672	0.634	Ausflug
outlandish	0.448	0.737	0.657	ausgefallen
outlast	0.620	0.786	0.685	Überleben
outlaw	0.255	0.662	0.482	verbieten
outlet	0.610	0.396	0.245	Auslauf
outline	0.542	0.365	0.509	Gliederung
outlines	0.656	0.402	0.651	Umrisse
outlive	0.565	0.769	0.724	überleben
outlook	0.830	0.525	0.625	Ausblick
outlying	0.460	0.562	0.503	abgelegen
outnumber	0.347	0.615	0.577	zahlenmäßig unterlegen
outpatient	0.260	0.400	0.395	ambulant
outpost	0.635	0.571	0.675	Vorposten
outpouring	0.562	0.685	0.552	Erguss
output	0.604	0.389	0.434	Ausgang
outrage	0.060	0.689	0.542	Empörung
outraged	0.156	0.696	0.538	empört
outrageous	0.153	0.945	0.713	empörend
outrank	0.653	0.643	0.817	übertreffen
outreach	0.540	0.462	0.672	Reichweite
outright	0.767	0.396	0.755	geradezu
outrun	0.531	0.833	0.573	überholen
outset	0.750	0.500	0.582	Anfang
outsider	0.398	0.549	0.447	Außenseiter
outskirts	0.474	0.519	0.312	Stadtrand
outsmart	0.673	0.657	0.864	überlisten
outspoken	0.582	0.413	0.667	ausgesprochen
outstanding	0.898	0.760	0.896	hervorragend
outstretched	0.448	0.481	0.519	ausgestreckt
outward	0.449	0.439	0.365	nach außen
outwards	0.440	0.472	0.400	nach außen
outweigh	0.486	0.600	0.682	überwiegen
outwit	0.302	0.755	0.356	überlisten
oval	0.417	0.280	0.330	Oval
ovary	0.469	0.399	0.280	Eierstock
ovate	0.385	0.286	0.368	eiförmig
ovation	0.719	0.758	0.750	Ovation
oven	0.583	0.425	0.606	Ofen
overactive	0.667	0.885	0.592	überaktiv
overall	0.583	0.370	0.670	gesamt
overalls	0.500	0.392	0.373	Overall
overbearing	0.323	0.833	0.861	anmaßend
overburden	0.115	0.755	0.546	überlasten
overcast	0.417	0.250	0.475	bedeckt
overcharged	0.276	0.780	0.569	überladen
overcoat	0.594	0.265	0.430	Mantel
overcome	0.719	0.689	0.848	überwinden
overcoming	0.842	0.765	0.855	Überwindung
overcrowded	0.292	0.520	0.491	überfüllt
overdo	0.156	0.864	0.602	übertreiben
overdose	0.110	0.820	0.468	Überdosis
overdrive	0.303	0.715	0.732	übertreiben
overdue	0.125	0.427	0.259	überfällig
overestimate	0.367	0.796	0.444	überschätzen
overestimated	0.344	0.646	0.527	überschätzt
overflow	0.398	0.792	0.500	Überlauf
overflowing	0.439	0.796	0.635	überlaufen
overgrown	0.333	0.500	0.369	überwuchert
overgrowth	0.417	0.790	0.673	Überwucherung
overhanging	0.698	0.755	0.812	überhängend
overhaul	0.500	0.651	0.491	Überholung
overhead	0.344	0.700	0.538	Overhead
overhear	0.650	0.365	0.580	belauschen
overheated	0.250	0.598	0.547	überhitzt
overjoyed	0.908	0.708	0.755	überglücklich
overkill	0.379	0.861	0.678	Overkill
overlaid	0.620	0.610	0.676	überlagert
overlap	0.594	0.615	0.627	Überlappung
overlapping	0.595	0.578	0.684	überlappend
overlay	0.564	0.596	0.749	überlagern
overload	0.381	0.690	0.652	Überlast
overlook	0.292	0.418	0.415	übersehen
overlord	0.750	0.755	0.932	Oberherr
overlying	0.500	0.519	0.691	darüber liegend
overpaid	0.429	0.670	0.585	überbezahlt
overpass	0.562	0.561	0.565	Überführung
overplayed	0.224	0.798	0.586	überspielt
overpower	0.448	0.859	0.783	überwältigen
overpowering	0.392	0.779	0.589	überwältigend
overpriced	0.271	0.556	0.472	überteuert
overprotective	0.448	0.673	0.741	überfürsorglich
overrated	0.312	0.630	0.482	überbewertet
overreact	0.306	0.912	0.471	überreagieren
override	0.316	0.491	0.529	überschreiben
overriding	0.240	0.490	0.384	überschreiben
overrule	0.224	0.412	0.429	überstimmen
overrun	0.271	0.764	0.598	überlaufen
oversee	0.541	0.649	0.778	überwachen
overseer	0.552	0.520	0.873	Aufseher
overshadow	0.333	0.549	0.654	überschatten
oversight	0.385	0.618	0.723	Aufsicht
oversized	0.552	0.540	0.679	überdimensioniert
overslept	0.408	0.315	0.300	verschlafen
overstate	0.281	0.779	0.635	übertreiben
overstock	0.344	0.592	0.589	Überbestand
overt	0.708	0.326	0.607	offen
overtake	0.573	0.620	0.718	überholen
overtaken	0.594	0.552	0.702	überholt
overthemoon	0.643	0.531	0.481	über den Mond
overthinker	0.430	0.606	0.552	Überdenker
overthinking	0.408	0.761	0.525	überdenken
overthrow	0.260	0.868	0.620	Sturz
overtime	0.447	0.504	0.529	im Laufe der Zeit
overtired	0.210	0.357	0.273	übermüdet
overture	0.490	0.402	0.491	Ouvertüre
overturn	0.240	0.765	0.396	umkippen
overview	0.615	0.380	0.539	Überblick
overweight	0.052	0.500	0.389	Übergewicht
overwhelm	0.250	0.823	0.462	überwältigen
overwhelmed	0.341	0.680	0.348	überwältigt
overwhelming	0.327	0.830	0.640	überwältigend
overworked	0.133	0.670	0.387	überarbeitet
overwrought	0.156	0.900	0.571	überreizt
overzealous	0.427	0.804	0.703	übereifrig
owe	0.500	0.429	0.386	verdanken
owing	0.396	0.307	0.381	geschuldet
owl	0.520	0.270	0.321	Eule
owner	0.776	0.449	0.920	Eigentümer
ownership	0.628	0.445	0.741	Eigentum
ox	0.417	0.396	0.412	Ochse
oxidation	0.453	0.415	0.211	Oxidation
oxide	0.354	0.377	0.298	Oxid
oxygen	0.908	0.310	0.575	Sauerstoff
oxymoron	0.427	0.481	0.398	Oxymoron
oyster	0.500	0.311	0.327	Auster
ozone	0.560	0.345	0.518	Ozon
pace	0.510	0.380	0.390	Tempo
pacemaker	0.448	0.569	0.582	Schrittmacher
pacific	0.627	0.118	0.580	Pazifik
pacified	0.802	0.194	0.414	befriedet
pacifier	0.615	0.342	0.356	Schnuller
pacifist	0.663	0.153	0.557	Pazifist
pacify	0.812	0.283	0.629	beruhigen
pacing	0.583	0.551	0.491	Tempo
pack	0.510	0.347	0.475	Pack
package	0.571	0.433	0.443	Paket
packaging	0.604	0.393	0.549	Verpackung
packer	0.520	0.480	0.537	Packer
packet	0.582	0.385	0.407	Paket
pact	0.442	0.444	0.593	Pakt
pad	0.684	0.279	0.330	Pad
padded	0.606	0.212	0.371	gepolstert
padding	0.561	0.398	0.423	Polsterung
paddle	0.561	0.375	0.393	Paddel
paddle boat	0.663	0.373	0.415	Paddelboot
paddock	0.480	0.429	0.481	Koppel
paddy	0.653	0.330	0.330	Paddy
padlock	0.459	0.284	0.457	Vorhängeschloss
padre	0.684	0.407	0.647	Pater
paean	0.552	0.547	0.471	Lobrede
pagan	0.292	0.578	0.542	heidnisch
paganism	0.240	0.640	0.411	Heidentum
page	0.677	0.224	0.278	Seite
pageant	0.719	0.667	0.651	Festzug
pager	0.510	0.526	0.554	Pager
pagination	0.459	0.333	0.400	Seitennummerierung
paging	0.542	0.398	0.423	Paging
pagoda	0.571	0.259	0.435	Pagode
pail	0.448	0.177	0.188	Eimer
pain	0.012	0.765	0.395	Schmerzen
pained	0.112	0.500	0.250	schmerzte
painful	0.050	0.742	0.330	schmerzlich
painfully	0.156	0.720	0.407	schmerzlich
painkiller	0.487	0.312	0.481	Schmerzmittel
painless	0.785	0.173	0.491	schmerzlos
pains	0.106	0.673	0.362	Schmerzen
painstaking	0.396	0.335	0.386	mühsam
paint	0.667	0.343	0.413	Farbe
paintball	0.615	0.745	0.537	Paintball
paintbrush	0.714	0.226	0.353	Pinsel
painted	0.667	0.333	0.424	gemalt
painter	0.677	0.366	0.487	Maler
painting	0.792	0.324	0.333	Malerei
pair	0.552	0.317	0.304	Paar
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	Schlafanzug
pajamas	0.719	0.170	0.264	Pyjama
pal	0.812	0.426	0.596	Kumpel
palace	0.878	0.510	0.804	Palast
palatable	0.823	0.500	0.594	schmackhaft
palate	0.625	0.350	0.358	Gaumen
pale	0.281	0.259	0.245	blass
paleontology	0.438	0.308	0.617	Paläontologie
palette	0.590	0.333	0.205	Palette
pall	0.277	0.387	0.394	Leichentuch
palladium	0.470	0.380	0.393	Palladium
pallet	0.604	0.241	0.349	Palette
palliative	0.548	0.394	0.518	palliativ
palm	0.531	0.194	0.340	Palme
palmer	0.480	0.269	0.413	palmer
palomino	0.616	0.349	0.396	Palomino
palpable	0.552	0.343	0.611	spürbar
palpitations	0.417	0.702	0.528	Herzklopfen
palsy	0.083	0.446	0.221	Lähmung
paltry	0.333	0.491	0.320	dürftig
pamper	0.792	0.321	0.348	verwöhnen
pamphlet	0.530	0.250	0.327	Broschüre
pan	0.734	0.182	0.364	Pfanne
panacea	0.420	0.427	0.613	Allheilmittel
panache	0.510	0.363	0.306	Elan
pancake	0.802	0.274	0.364	Pfannkuchen
pancakes	0.844	0.373	0.402	Pfannkuchen
pancreas	0.469	0.302	0.366	Pankreas
panda	0.646	0.194	0.406	Panda
pandemic	0.160	0.790	0.544	Pandemie
pandemonium	0.229	0.885	0.500	Pandämonium
pane	0.385	0.250	0.444	Feld
panel	0.469	0.321	0.425	Tafel
pang	0.146	0.595	0.455	Stich
panhandle	0.441	0.431	0.414	Pfannenstiel
panic	0.062	0.938	0.400	Panik
panicattack	0.255	0.724	0.386	Panikattacke
panicked	0.100	0.949	0.260	panisch
panicking	0.094	0.882	0.333	Panik
panicky	0.284	0.962	0.393	panisch
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	Panorama
panoramic	0.542	0.462	0.684	Panorama-
pansy	0.653	0.283	0.589	Stiefmütterchen
pant	0.448	0.463	0.409	keuchen
pantheon	0.144	0.410	0.610	Pantheon
panther	0.303	0.594	0.682	Panther
panties	0.594	0.529	0.312	Höschen
pantomime	0.552	0.481	0.385	Pantomime
pantry	0.622	0.294	0.312	Speisekammer
pants	0.673	0.320	0.333	Hose
panty	0.451	0.557	0.303	Höschen
pantyhose	0.570	0.539	0.250	Strumpfhose
pap	0.438	0.403	0.302	Brei
papa	0.656	0.340	0.527	Papa
papacy	0.481	0.263	0.553	Papsttum
papal	0.493	0.304	0.559	päpstlich
papaya	0.630	0.306	0.300	Papaya
paper	0.520	0.123	0.293	Papier
paperback	0.633	0.269	0.314	Taschenbuch
paperboy	0.521	0.490	0.471	Zeitungsjunge
paperweight	0.421	0.278	0.433	Briefbeschwerer
paperwork	0.448	0.355	0.422	Papierkram
paprika	0.417	0.250	0.264	Paprika
papyrus	0.459	0.240	0.324	Papyrus
par	0.615	0.372	0.429	Par
parable	0.479	0.357	0.525	Gleichnis
parabola	0.542	0.413	0.620	Parabel
parabolic	0.459	0.509	0.500	parabolisch
parachute	0.562	0.787	0.564	Fallschirm
parade	0.792	0.685	0.509	Parade
paradigm	0.573	0.429	0.779	Paradigma
paradise	0.875	0.540	0.796	Paradies
paradox	0.417	0.442	0.482	Paradox
paradoxical	0.406	0.547	0.433	paradox
paraffin	0.426	0.291	0.343	Paraffin
paragon	0.490	0.431	0.473	Vorbild
paragraph	0.510	0.164	0.269	Absatz
parakeet	0.576	0.387	0.227	Sittich
paralegal	0.479	0.470	0.519	Rechtsanwaltsfachangestellter
parallax	0.437	0.394	0.471	Parallaxe
parallel	0.568	0.284	0.465	parallel
parallelism	0.549	0.363	0.527	Parallelität
paralysis	0.156	0.500	0.305	Lähmung
paralyze	0.188	0.367	0.471	lähmen
paramedic	0.673	0.464	0.636	Sanitäter
paramedics	0.479	0.594	0.712	Sanitäter
paramilitary	0.154	0.804	0.727	paramilitärisch
paramount	0.771	0.615	0.902	von größter Bedeutung
paranoia	0.146	0.841	0.407	Paranoia
paranoid	0.122	0.918	0.364	paranoid
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	Geländer
paraphernalia	0.443	0.726	0.509	Utensilien
paraphrase	0.500	0.375	0.444	Paraphrase
paraplegic	0.188	0.441	0.321	Paraplegiker
parasite	0.092	0.442	0.324	Parasit
parasitic	0.037	0.600	0.364	parasitär
parasol	0.604	0.255	0.304	Sonnenschirm
parcel	0.660	0.324	0.411	Paket
parcels	0.551	0.445	0.418	Pakete
parched	0.250	0.235	0.255	ausgedörrt
parchment	0.615	0.228	0.455	Pergament
pardon	0.552	0.413	0.542	Begnadigung
pare	0.500	0.356	0.309	parieren
parenchyma	0.500	0.399	0.595	Parenchym
parent	0.812	0.357	0.860	Elternteil
parentage	0.903	0.382	0.595	Abstammung
parental	0.760	0.430	0.627	elterlich
parenthesis	0.510	0.255	0.380	Klammer
parenthetical	0.490	0.327	0.391	in Klammern
parenthood	0.750	0.630	0.782	Elternschaft
parenting	0.812	0.520	0.676	Erziehung
pariah	0.397	0.478	0.293	Paria
parietal	0.481	0.333	0.491	parietal
paring	0.429	0.441	0.324	schälen
parish	0.698	0.354	0.582	Gemeinde
parity	0.582	0.406	0.407	Parität
park	0.816	0.343	0.414	Park
parka	0.469	0.481	0.395	Parka
parking	0.777	0.469	0.510	Parken
parkinsons	0.104	0.570	0.373	Parkinson
parlance	0.510	0.350	0.462	Sprachgebrauch
parlay	0.469	0.611	0.483	spielen
parliament	0.573	0.540	0.858	Parlament
parliamentary	0.490	0.554	0.755	parlamentarisch
parlor	0.500	0.327	0.366	Salon
parmesan	0.698	0.321	0.382	Parmesan
parody	0.561	0.651	0.375	Parodie
parole	0.388	0.620	0.526	Parole
parquet	0.541	0.240	0.422	Parkett
parrot	0.588	0.333	0.292	Papagei
parry	0.510	0.404	0.436	parieren
parse	0.469	0.456	0.667	analysieren
parsimonious	0.417	0.312	0.446	sparsam
parsimony	0.449	0.280	0.403	Sparsamkeit
parsley	0.458	0.170	0.291	Petersilie
parson	0.583	0.250	0.615	Pfarrer
part	0.663	0.278	0.360	Teil
partake	0.755	0.656	0.629	teilnehmen
partial	0.429	0.324	0.348	teilweise
partiality	0.375	0.380	0.490	Parteilichkeit
partially	0.418	0.368	0.396	teilweise
participant	0.712	0.598	0.613	Teilnehmer
participate	0.755	0.580	0.684	sich beteiligen
participation	0.781	0.700	0.702	Beteiligung
particle	0.521	0.265	0.438	Partikel
particular	0.562	0.402	0.552	besondere
particularity	0.670	0.434	0.586	Besonderheit
particulars	0.604	0.348	0.525	Einzelheiten
parting	0.260	0.542	0.353	Abschied
partisan	0.615	0.549	0.669	Partisan
partisanship	0.438	0.566	0.551	Parteinahme
partition	0.615	0.469	0.567	Partition
partly	0.415	0.410	0.396	teilweise
partner	0.673	0.302	0.586	Partner
partnership	0.786	0.387	0.545	Partnerschaft
partridge	0.583	0.415	0.250	Rebhuhn
parts	0.459	0.327	0.392	Teile
party	0.948	0.840	0.547	Party
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	passieren
passable	0.688	0.337	0.633	befahrbar
passage	0.429	0.314	0.370	Passage
passageway	0.490	0.389	0.400	Durchgang
passe	0.531	0.357	0.426	passe
passenger	0.717	0.413	0.481	Passagier
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	Vorbeigehen
passion	0.854	0.865	0.728	Hingabe
passionate	0.990	0.827	0.731	leidenschaftlich
passive	0.420	0.116	0.241	passiv
passivity	0.241	0.115	0.246	Passivität
passkey	0.646	0.500	0.791	Hauptschlüssel
passport	0.653	0.457	0.682	Reisepass
password	0.390	0.356	0.559	Passwort
past	0.490	0.422	0.311	vorbei an
pasta	0.615	0.306	0.375	Pasta
paste	0.500	0.556	0.500	Einfügen
pastel	0.719	0.357	0.367	Pastell-
pastime	0.677	0.353	0.443	Zeitvertreib
pastor	0.698	0.236	0.746	Pastor
pastrami	0.542	0.415	0.348	Pastrami
pastry	0.870	0.407	0.419	Gebäck
pasture	0.688	0.145	0.170	Weide
pasty	0.479	0.363	0.375	pastös
pat	0.418	0.377	0.340	klopfen
patch	0.439	0.288	0.283	Patch
patchwork	0.500	0.260	0.325	Patchwork
pate	0.406	0.260	0.260	Pastete
patella	0.430	0.260	0.342	Patella
patent	0.724	0.391	0.609	Patent
patented	0.571	0.422	0.685	patentiert
paternal	0.776	0.353	0.755	väterlicherseits
paternity	0.704	0.590	0.806	Vaterschaft
path	0.590	0.245	0.421	Weg
pathetic	0.088	0.464	0.139	erbärmlich
pathological	0.220	0.602	0.580	pathologisch
pathologist	0.354	0.552	0.585	Pathologe
pathology	0.271	0.560	0.558	Pathologie
pathos	0.350	0.449	0.462	Pathos
pathway	0.646	0.410	0.519	Weg
patience	0.771	0.125	0.387	Geduld
patient	0.583	0.193	0.340	Geduldig
patio	0.562	0.245	0.402	Terrasse
patriarch	0.592	0.448	0.898	Patriarch
patriarchal	0.531	0.500	0.857	patriarchalisch
patrimony	0.719	0.406	0.740	Patrimonium
patriot	0.771	0.635	0.886	Patriot
patriotic	0.875	0.509	0.933	patriotisch
patriotism	0.708	0.635	0.848	Patriotismus
patrol	0.427	0.664	0.736	patrouillieren
patrolman	0.469	0.731	0.884	Streifenpolizist
