English Word	Valence	Arousal	Dominance	Latvian Word
pixie	0.562	0.537	0.325	laumiņa
pizza	0.847	0.390	0.295	pica
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	picērija
placard	0.388	0.442	0.500	plakāts
place	0.573	0.261	0.398	vieta
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	izvietojumu
placenta	0.375	0.433	0.443	placenta
placid	0.640	0.317	0.491	mierīgs
placket	0.408	0.231	0.228	plāksne
plagiarism	0.135	0.716	0.436	plaģiāts
plague	0.083	0.596	0.355	mēris
plaid	0.480	0.330	0.417	pleds
plain	0.500	0.167	0.311	vienkāršs
plainclothes	0.698	0.337	0.424	civildrēbes
plaintiff	0.365	0.806	0.711	prasītājs
plaintive	0.292	0.529	0.306	žēlojošs
plan	0.646	0.540	0.733	plāns
plane	0.510	0.356	0.386	lidmašīna
planes	0.667	0.606	0.575	lidmašīnas
planet	0.698	0.404	0.832	planēta
planetarium	0.704	0.462	0.655	planetārijs
planetary	0.604	0.500	0.620	planetārais
planets	0.724	0.318	0.658	planētas
plank	0.427	0.280	0.333	dēlis
plankton	0.552	0.321	0.371	planktons
planned	0.740	0.385	0.729	plānots
planner	0.760	0.469	0.868	plānotājs
planning	0.894	0.462	0.705	plānošana
plant	0.730	0.180	0.371	augu
plantation	0.573	0.585	0.575	plantācija
planter	0.604	0.450	0.634	stādītājs
planting	0.635	0.343	0.595	stādīšana
plaque	0.520	0.333	0.420	plāksne
plasma	0.474	0.398	0.360	plazma
plaster	0.438	0.264	0.255	ģipsis
plastic	0.490	0.269	0.320	plastmasas
plasticity	0.542	0.471	0.402	plastiskums
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	plāksne
plateau	0.611	0.316	0.400	plato
plated	0.562	0.458	0.457	pārklāts
platform	0.602	0.340	0.718	platforma
plating	0.576	0.368	0.433	apšuvums
platinum	0.750	0.518	0.702	platīns
platonic	0.490	0.461	0.469	platonisks
platoon	0.448	0.700	0.745	vads
platter	0.686	0.245	0.219	šķīvis
plaudit	0.816	0.813	0.546	slavēt
plausibility	0.705	0.451	0.570	ticamība
plausible	0.714	0.404	0.510	ticams
play	0.812	0.765	0.358	spēlēt
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	atskaņošanu
playbook	0.673	0.582	0.500	rokasgrāmata
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	spēlētājs
playful	0.892	0.688	0.463	rotaļīgs
playground	0.888	0.620	0.435	rotaļu laukums
playhouse	0.719	0.729	0.426	rotaļu namiņš
playmate	0.878	0.509	0.398	rotaļu biedrs
playoff	0.622	0.716	0.550	izslēgšanas spēles
playpen	0.698	0.481	0.475	sētiņa
playroom	0.844	0.661	0.380	rotaļu istaba
plaything	0.708	0.602	0.277	rotaļlieta
playtime	0.760	0.596	0.566	spēles laiks
playwright	0.672	0.550	0.667	dramaturgs
plaza	0.690	0.346	0.529	laukums
plea	0.633	0.491	0.517	lūgums
plead	0.177	0.596	0.195	aizbildināties
pleasant	0.939	0.310	0.673	patīkami
pleased	0.939	0.548	0.795	apmierināts
pleasing	0.917	0.449	0.788	patīkami
pleasurable	0.948	0.529	0.669	patīkami
pleasure	0.939	0.740	0.682	prieks
pleasures	0.896	0.654	0.705	priekiem
pleat	0.490	0.345	0.316	kroku
pleated	0.534	0.318	0.436	kroku
pledge	0.719	0.490	0.764	ķīla
pledged	0.719	0.630	0.658	ieķīlāta
plenary	0.573	0.356	0.598	plenārsēde
plentiful	0.833	0.735	0.745	bagātīgs
plenty	0.827	0.612	0.824	daudz
plenum	0.531	0.454	0.596	plēnums
plethora	0.646	0.602	0.547	pārpilnība
plexus	0.333	0.405	0.395	pinums
pliable	0.625	0.370	0.440	vijīgs
plication	0.360	0.460	0.500	aplikācija
pliers	0.561	0.334	0.441	knaibles
plight	0.450	0.520	0.547	nožēlojamo stāvokli
plinth	0.438	0.346	0.473	cokols
plodding	0.449	0.481	0.439	pludināšana
plop	0.385	0.475	0.349	plūkt
plot	0.469	0.567	0.510	sižetu
plough	0.677	0.427	0.458	arkls
ploughed	0.438	0.420	0.431	uzarts
plover	0.439	0.434	0.191	tārpiņš
plow	0.531	0.560	0.456	arkls
plowed	0.552	0.490	0.355	uzarts
plowing	0.562	0.531	0.518	aršana
ploy	0.458	0.559	0.741	viltība
pluck	0.375	0.583	0.474	plūkt
plucky	0.816	0.817	0.880	plūcīgs
plug	0.531	0.356	0.473	spraudnis
plum	0.724	0.306	0.170	plūme
plumage	0.656	0.286	0.284	apspalvojums
plumb	0.448	0.500	0.554	svērtenis
plumber	0.327	0.510	0.448	santehniķis
plumbing	0.469	0.427	0.441	santehnika
plume	0.469	0.323	0.375	spalvu
plummet	0.302	0.750	0.360	kritums
plump	0.385	0.480	0.387	briest
plumper	0.406	0.429	0.353	briest
plunder	0.125	0.894	0.574	izlaupīt
plunge	0.307	0.690	0.550	ienirt
plunger	0.365	0.510	0.373	virzulis
plural	0.560	0.432	0.564	daudzskaitlis
plurality	0.683	0.473	0.587	daudzveidība
plush	0.625	0.265	0.318	plīša
plutonium	0.406	0.675	0.731	plutonijs
ply	0.458	0.320	0.324	kārta
plywood	0.561	0.245	0.380	saplāksnis
pneumatic	0.337	0.520	0.500	pneimatiskais
pneumonia	0.208	0.608	0.324	pneimonija
poacher	0.240	0.673	0.612	malumednieks
poachers	0.315	0.857	0.632	malumednieki
poaching	0.302	0.824	0.526	malumedniecība
pocket	0.458	0.275	0.340	kabata
pocketbook	0.551	0.231	0.343	kabatas grāmatiņa
pocketful	0.594	0.279	0.306	kabatas
pod	0.480	0.396	0.339	pod
podium	0.627	0.365	0.702	pjedestāls
poem	0.810	0.270	0.571	dzejolis
poems	0.833	0.388	0.418	dzejoļi
poet	0.827	0.350	0.556	dzejnieks
poetic	0.860	0.269	0.548	poētisks
poetical	0.802	0.327	0.518	poētisks
poetics	0.833	0.306	0.353	poētika
poetry	0.697	0.235	0.629	dzeja
pogo	0.480	0.426	0.368	pogo
poignant	0.646	0.444	0.518	smeldzīgs
point	0.490	0.193	0.431	punktu
pointedly	0.408	0.706	0.569	vērīgi
pointer	0.583	0.382	0.500	rādītājs
pointless	0.055	0.353	0.111	bezjēdzīgi
pointy	0.469	0.651	0.438	smails
poise	0.677	0.202	0.708	nosvērtība
poison	0.083	0.760	0.573	inde
poisoned	0.057	0.808	0.402	saindēts
poisoning	0.094	0.837	0.526	saindēšanās
poisonous	0.102	0.870	0.533	indīgs
poke	0.365	0.713	0.475	bakstīt
poker	0.480	0.689	0.398	pokers
pokes	0.365	0.480	0.538	bakstās
polar	0.468	0.261	0.500	polārais
polarity	0.510	0.472	0.500	polaritāte
pole	0.418	0.398	0.368	stabs
polemic	0.133	0.750	0.652	polemika
police	0.458	0.770	0.830	policija
police officer	0.479	0.816	0.858	policists
policeman	0.542	0.708	0.898	policists
policewoman	0.530	0.740	0.727	policiste
policy	0.324	0.735	0.833	politiku
polio	0.296	0.452	0.409	poliomielīts
polish	0.604	0.412	0.533	pulēt
polished	0.667	0.413	0.491	pulēta
polite	0.927	0.378	0.562	pieklājīgs
politeness	0.875	0.353	0.618	pieklājība
politic	0.365	0.581	0.798	politisks
political	0.347	0.730	0.875	politisko
politician	0.323	0.551	0.863	politiķis
politics	0.250	0.528	0.855	politikā
polity	0.268	0.583	0.802	pieklājība
polka	0.604	0.451	0.426	polka
poll	0.552	0.500	0.554	aptauja
pollen	0.622	0.212	0.292	ziedputekšņi
polling	0.448	0.598	0.602	aptauja
pollute	0.173	0.660	0.480	piesārņot
pollution	0.062	0.694	0.445	piesārņojums
polo	0.582	0.360	0.415	polo
poltergeist	0.271	0.784	0.544	poltergeists
polyester	0.479	0.270	0.366	poliesters
polygamy	0.365	0.647	0.563	daudzsievība
polygon	0.490	0.558	0.557	daudzstūris
polygonal	0.427	0.441	0.528	daudzstūrains
polygraph	0.427	0.491	0.602	poligrāfs
polymer	0.438	0.330	0.393	polimērs
polymorphism	0.429	0.592	0.558	polimorfisms
pomp	0.448	0.491	0.413	pompa
pompous	0.500	0.571	0.409	pompozs
poncho	0.490	0.265	0.231	pončo
pond	0.520	0.337	0.358	dīķis
ponder	0.740	0.380	0.689	padomāt
ponderous	0.290	0.450	0.534	apgrūtinošs
pong	0.500	0.500	0.396	teniss
pontiff	0.625	0.363	0.723	pontifs
pontificate	0.584	0.424	0.704	pontifikāts
pontoon	0.500	0.377	0.373	pontons
pony	0.812	0.413	0.315	ponijs
ponytail	0.541	0.337	0.302	zirgaste
pooch	0.355	0.360	0.347	puika
poodle	0.500	0.413	0.301	pūdelis
poof	0.469	0.387	0.210	pufs
pool	0.625	0.356	0.598	baseins
poop	0.163	0.430	0.172	kakāt
poor	0.156	0.358	0.087	nabadzīgs
poorly	0.077	0.620	0.196	slikti
pop	0.673	0.510	0.491	pop
popcorn	0.875	0.441	0.231	popkorns
pope	0.600	0.375	0.636	pāvests
popper	0.420	0.509	0.411	popper
poppy	0.635	0.392	0.357	magone
poppycock	0.347	0.510	0.385	magones
popsicle	0.667	0.300	0.364	popsi
popular	0.880	0.676	0.731	populārs
popularity	0.896	0.784	0.861	popularitāte
popularized	0.750	0.771	0.745	popularizēts
population	0.615	0.423	0.667	populācija
populous	0.520	0.630	0.725	apdzīvots
porcelain	0.562	0.310	0.349	porcelāns
porch	0.535	0.324	0.388	veranda
porcupine	0.388	0.421	0.367	dzeloņcūka
pore	0.427	0.271	0.342	poras
pork	0.370	0.450	0.333	cūkgaļa
porker	0.521	0.602	0.500	cūkgaļa
porky	0.234	0.483	0.333	cūkgaļa
porn	0.344	0.915	0.421	porno
porno	0.302	0.923	0.519	porno
pornographic	0.230	0.896	0.500	pornogrāfisks
pornography	0.323	0.921	0.481	pornogrāfija
porosity	0.312	0.343	0.402	porainība
porous	0.385	0.370	0.264	porains
porridge	0.573	0.229	0.274	putra
port	0.550	0.409	0.513	osta
portable	0.615	0.356	0.582	pārnēsājams
portage	0.490	0.490	0.445	portāža
portal	0.583	0.347	0.547	portāls
porter	0.571	0.375	0.654	šveicars
porterhouse	0.602	0.364	0.418	portjers
portfolio	0.625	0.280	0.498	portfolio
porthole	0.500	0.353	0.382	iluminators
portico	0.521	0.444	0.366	portiks
portion	0.536	0.364	0.398	porcija
portrait	0.698	0.186	0.467	portrets
portraiture	0.735	0.298	0.445	portrets
portray	0.656	0.529	0.457	attēlot
pose	0.427	0.330	0.361	poza
poser	0.469	0.385	0.316	pozētājs
posh	0.823	0.337	0.750	grezns
posited	0.615	0.410	0.620	izlikts
position	0.604	0.451	0.538	pozīciju
positioning	0.615	0.490	0.795	pozicionēšana
positive	0.959	0.510	0.855	pozitīvs
positiveenergy	0.940	0.500	0.808	pozitīva enerģija
positively	0.969	0.645	0.795	pozitīvi
positivity	0.959	0.549	0.870	pozitivitāte
posse	0.398	0.510	0.473	posse
possess	0.670	0.590	0.727	piederēt
possessed	0.327	0.884	0.611	apsēsts
possessing	0.461	0.593	0.612	kam piemīt
possession	0.677	0.676	0.848	īpašumā
possessive	0.279	0.648	0.696	īpašniecisks
possessor	0.480	0.573	0.773	valdītājs
possibility	0.816	0.481	0.596	iespēja
possible	0.688	0.316	0.548	iespējams
possibly	0.448	0.400	0.500	iespējams
possum	0.408	0.471	0.306	possum
post	0.520	0.426	0.548	pastu
postage	0.560	0.471	0.527	pasta izdevumi
postal	0.765	0.245	0.411	pasta
postcard	0.822	0.292	0.390	pastkarte
poster	0.542	0.275	0.365	plakāts
posterior	0.510	0.385	0.517	aizmugure
posterity	0.565	0.460	0.683	pēcnācēji
posthumous	0.232	0.441	0.430	pēcnāves
postman	0.643	0.482	0.455	pastnieks
postmortem	0.296	0.486	0.420	pēcnāves
postpone	0.316	0.408	0.451	atlikt
postponed	0.439	0.327	0.402	atlikts
postponement	0.448	0.569	0.414	atlikšana
postscript	0.487	0.300	0.409	pēcraksts
postulate	0.487	0.470	0.694	postulāts
posture	0.562	0.309	0.598	poza
pot	0.500	0.186	0.294	pods
potable	0.765	0.326	0.431	dzeramais
potassium	0.469	0.314	0.472	kālijs
potato	0.541	0.235	0.265	kartupeļi
potatoes	0.690	0.271	0.309	kartupeļi
potency	0.708	0.745	0.879	potenci
potent	0.698	0.784	0.907	spēcīgs
potential	0.806	0.625	0.840	potenciāls
pothead	0.378	0.510	0.375	podgalva
pothole	0.344	0.294	0.283	bedre
potion	0.500	0.400	0.417	dziru
potluck	0.621	0.561	0.433	potluck
potpourri	0.646	0.580	0.295	popurijs
potted	0.469	0.336	0.375	podiņos
potter	0.573	0.417	0.482	podnieks
pottery	0.594	0.286	0.422	keramika
potty	0.367	0.373	0.317	podiņš
pouch	0.438	0.230	0.271	maisiņš
poultry	0.480	0.375	0.314	mājputni
pounce	0.490	0.657	0.518	uzklupt
pound	0.570	0.337	0.443	mārciņa
pounding	0.333	0.843	0.731	dauzīšanās
pour	0.448	0.570	0.375	ielej
pout	0.458	0.354	0.202	mencas
pouting	0.263	0.471	0.270	pļāpāšana
pouty	0.333	0.480	0.393	pūkains
poverty	0.071	0.519	0.183	nabadzība
pow	0.375	0.440	0.426	pow
powder	0.521	0.250	0.194	pulveris
powdered	0.520	0.375	0.420	pulverveida
powdery	0.323	0.390	0.211	pulverveida
power	0.719	0.670	0.953	jauda
powerful	0.865	0.830	0.991	spēcīgs
powerfully	0.854	0.724	0.935	spēcīgi
powerhouse	0.630	0.755	0.787	spēkstacija
powerless	0.125	0.500	0.328	bezspēcīgs
powwow	0.490	0.650	0.406	wow
pox	0.235	0.567	0.309	bakas
practicable	0.677	0.429	0.635	praktiski iespējams
practical	0.710	0.490	0.608	praktiski
practically	0.622	0.402	0.588	praktiski
practice	0.684	0.582	0.639	prakse
practiced	0.612	0.605	0.580	praktizēta
practise	0.713	0.490	0.616	prakse
practitioner	0.704	0.497	0.684	praktizētājs
pragmatic	0.573	0.433	0.637	pragmatisks
prairie	0.673	0.183	0.415	prērija
praise	0.776	0.387	0.658	slavēt
praised	0.950	0.441	0.721	slavēja
praisegod	0.851	0.500	0.638	Slava Dievam
praisejesus	0.833	0.377	0.672	slavē jēzu
praises	0.878	0.491	0.750	slavē
praiseworthy	0.875	0.445	0.788	slavējams
praising	0.906	0.557	0.623	slavējot
prance	0.683	0.547	0.435	draiskot
prank	0.571	0.690	0.389	palaidnība
prawn	0.488	0.324	0.390	garneles
praxis	0.438	0.439	0.593	prakse
pray	0.714	0.127	0.627	lūgties
prayer	0.745	0.217	0.604	lūgšanu
prayforme	0.520	0.404	0.445	lūdzies par mani
praying	0.646	0.235	0.415	lūdzoties
praying mantis	0.479	0.442	0.510	Dievlūdzējs
preach	0.602	0.480	0.702	sludināt
preacher	0.551	0.388	0.741	sludinātājs
preaching	0.646	0.604	0.795	sludināšana
preamble	0.541	0.555	0.491	preambula
precarious	0.107	0.540	0.273	nedrošs
precaution	0.625	0.520	0.406	piesardzība
precautionary	0.449	0.587	0.548	piesardzīgi
precede	0.615	0.566	0.552	pirms
precedence	0.594	0.520	0.598	prioritāte
precedent	0.574	0.392	0.721	precedents
preceding	0.456	0.442	0.663	Iepriekšējais
precept	0.448	0.480	0.636	priekšraksts
preceptor	0.521	0.433	0.724	mācītājs
precession	0.469	0.460	0.594	precesija
precinct	0.375	0.431	0.527	iecirknis
precincts	0.531	0.324	0.418	iecirkņi
precious	0.917	0.500	0.726	vērtīgs
precipice	0.198	0.784	0.396	kraujas
precipitate	0.417	0.770	0.500	nogulsnes
precipitation	0.454	0.663	0.531	nokrišņi
precipitous	0.429	0.651	0.514	straujš
precise	0.833	0.358	0.769	precīzs
precisely	0.816	0.388	0.714	precīzi
precision	0.677	0.431	0.875	precizitāte
preclude	0.333	0.552	0.417	izslēgt
precocious	0.398	0.610	0.324	priekšlaicīgs
precursor	0.580	0.672	0.783	prekursors
predator	0.143	0.760	0.777	plēsējs
predatory	0.083	0.865	0.731	plēsonīgs
predecessor	0.635	0.415	0.593	priekštecis
predicament	0.365	0.480	0.541	grūts stāvoklis
predicate	0.635	0.344	0.465	predikāts
predict	0.615	0.486	0.654	prognozēt
predictable	0.312	0.296	0.420	paredzams
predicting	0.463	0.647	0.679	prognozējot
prediction	0.562	0.635	0.585	prognoze
predictive	0.479	0.454	0.736	prognozējošs
predictor	0.646	0.615	0.738	prognozētājs
predilection	0.667	0.529	0.661	tieksme
predispose	0.469	0.481	0.509	predisponēt
predisposed	0.531	0.571	0.483	predisponēts
predisposition	0.656	0.611	0.716	nosliece
predominance	0.684	0.702	0.857	pārsvars
predominant	0.680	0.596	0.827	dominējošais
predominate	0.673	0.610	0.857	dominēt
preeminent	0.688	0.676	0.732	izcils
preemption	0.521	0.426	0.722	pirmpirkuma tiesības
preemptive	0.642	0.461	0.636	preventīvs
preface	0.459	0.375	0.557	priekšvārds
prefect	0.698	0.451	0.809	prefekts
prefer	0.760	0.385	0.536	dod priekšroku
preferable	0.806	0.433	0.687	vēlams
preference	0.792	0.500	0.720	priekšroka
preferential	0.740	0.481	0.764	preferenciāls
prefix	0.521	0.232	0.463	priedēklis
pregnancy	0.740	0.769	0.569	grūtniecība
pregnant	0.765	0.773	0.537	grūtniece
prehistoric	0.417	0.317	0.419	aizvēsturisks
prejudice	0.110	0.613	0.407	aizspriedumi
prejudiced	0.235	0.625	0.345	aizspriedumaina
prejudicial	0.115	0.745	0.371	aizspriedumains
prelim	0.462	0.417	0.516	prelim
preliminary	0.531	0.393	0.585	provizorisks
prelude	0.544	0.392	0.556	prelūdija
premarital	0.490	0.598	0.500	pirmslaulības
premature	0.281	0.416	0.277	priekšlaicīga
prematurely	0.292	0.657	0.289	priekšlaicīgi
premed	0.490	0.459	0.518	premed
premeditated	0.354	0.490	0.620	iepriekš plānots
premier	0.755	0.519	0.792	premjers
premiere	0.776	0.596	0.573	pirmizrāde
premise	0.531	0.519	0.517	priekšnoteikums
premises	0.500	0.306	0.285	telpas
premium	0.786	0.590	0.769	piemaksa
premonition	0.365	0.765	0.544	priekšnojauta
prenatal	0.740	0.422	0.445	pirmsdzemdību
prenuptial	0.633	0.569	0.526	pirmslaulības
preoccupation	0.375	0.694	0.380	rūpes
preoccupied	0.265	0.700	0.235	pārņemts
prep	0.688	0.509	0.555	sagatavošanās
preparation	0.771	0.500	0.679	sagatavošana
preparatory	0.698	0.500	0.576	sagatavošanās
prepare	0.656	0.542	0.603	sagatavoties
prepared	0.710	0.480	0.733	sagatavots
preparedness	0.760	0.542	0.763	sagatavotība
preparer	0.617	0.500	0.740	sagatavotājs
preparing	0.735	0.538	0.585	sagatavošanās
preponderance	0.562	0.551	0.660	pārsvars
preposterous	0.167	0.827	0.483	muļķīgi
preppy	0.542	0.520	0.442	preppy
prerequisite	0.448	0.424	0.482	priekšnoteikums
prerogative	0.521	0.442	0.538	prerogatīva
preschool	0.604	0.382	0.393	pirmsskola
prescient	0.531	0.539	0.696	tālredzīgs
prescribe	0.459	0.550	0.618	izrakstīt
prescribed	0.531	0.391	0.463	noteikts
prescription	0.302	0.337	0.568	recepte
prescriptive	0.615	0.378	0.643	preskriptīvs
presence	0.874	0.431	0.607	klātbūtne
present	0.724	0.286	0.634	klāt
presentable	0.836	0.311	0.643	reprezentabls
presentation	0.792	0.604	0.553	prezentācija
presenter	0.673	0.607	0.735	prezentētājs
presentment	0.708	0.663	0.784	prezentācija
presents	0.781	0.394	0.526	dāvanas
preservation	0.667	0.510	0.686	saglabāšana
preservative	0.531	0.429	0.509	konservants
preserve	0.837	0.431	0.755	saglabāt
preserved	0.677	0.337	0.667	saglabājies
preserving	0.765	0.462	0.630	saglabāšana
preside	0.542	0.564	0.750	prezidēt
presidency	0.776	0.686	0.918	prezidentūra
president	0.677	0.622	0.973	prezidents
presidential	0.612	0.656	0.972	prezidenta
press	0.552	0.520	0.491	nospiediet
pressing	0.240	0.755	0.636	spiešana
pressure	0.360	0.650	0.623	spiedienu
prestige	0.918	0.594	0.907	prestižs
prestigious	0.979	0.644	0.925	prestižs
presto	0.573	0.415	0.433	Presto
presume	0.448	0.635	0.635	pieņemt
presumption	0.375	0.596	0.518	pieņēmums
presumptive	0.323	0.483	0.481	domājams
presumptuous	0.265	0.596	0.616	pārdrošs
presuppose	0.588	0.469	0.500	pieņemt
pretend	0.490	0.528	0.542	izlikties
pretended	0.167	0.556	0.227	izlikās
pretender	0.500	0.683	0.574	izlikties
pretending	0.378	0.420	0.317	izliekoties
pretense	0.323	0.600	0.540	izlikšanās
pretensions	0.347	0.680	0.593	pretenzijas
pretentious	0.156	0.736	0.444	pretenciozs
pretext	0.418	0.427	0.365	iegansts
pretty	0.875	0.516	0.561	smuki
pretzel	0.519	0.323	0.358	kliņģeris
prevail	0.724	0.557	0.750	dominēt
prevailing	0.798	0.708	0.864	dominējošā
prevalence	0.618	0.520	0.815	izplatība
prevalent	0.694	0.430	0.669	izplatīts
prevent	0.635	0.481	0.575	novērst
preventative	0.650	0.442	0.682	profilaktiski
prevention	0.760	0.463	0.600	profilakse
preventive	0.643	0.388	0.657	profilaktiski
preview	0.656	0.337	0.491	priekšskatījums
previous	0.521	0.337	0.348	iepriekšējā
previously	0.594	0.337	0.623	iepriekš
prey	0.378	0.500	0.306	laupījums
price	0.479	0.475	0.535	cena
priceless	0.745	0.696	0.779	nenovērtējams
pricey	0.340	0.567	0.430	dārgs
prick	0.323	0.764	0.269	iedurt
prickly	0.333	0.587	0.456	dzeloņains
pride	0.729	0.634	0.848	lepnums
priest	0.561	0.324	0.648	priesteris
priestess	0.531	0.390	0.691	priesteriene
priesthood	0.622	0.304	0.649	priesterība
priestly	0.605	0.284	0.683	priesterisks
prig	0.388	0.429	0.276	prig
prim	0.540	0.370	0.473	prim
prima	0.633	0.406	0.427	prima
primacy	0.778	0.660	0.778	prioritāte
primal	0.550	0.407	0.482	pirmatnējs
primary	0.562	0.390	0.545	primārs
primate	0.561	0.363	0.402	primāts
primates	0.365	0.455	0.444	primāti
prime	0.708	0.275	0.446	galvenais
primed	0.635	0.402	0.759	gruntēts
primer	0.625	0.363	0.688	gruntējums
primeval	0.427	0.480	0.427	pirmatnējs
priming	0.481	0.412	0.360	gruntēšana
primitive	0.323	0.388	0.361	primitīvs
primordial	0.625	0.569	0.771	pirmatnējs
primrose	0.827	0.230	0.648	prīmulas
prince	0.888	0.464	0.870	princis
princely	0.786	0.540	0.763	princis
princess	0.885	0.557	0.620	princese
principal	0.650	0.353	0.709	galvenais
principally	0.786	0.480	0.791	galvenokārt
principle	0.750	0.306	0.629	principu
principles	0.698	0.286	0.840	principi
print	0.521	0.384	0.482	drukāt
printer	0.479	0.345	0.471	printeris
printing	0.646	0.654	0.615	drukāšana
printout	0.594	0.660	0.637	izprintēt
prior	0.468	0.350	0.417	iepriekš
prioritize	0.671	0.594	0.784	noteikt prioritāti
priority	0.878	0.562	0.864	prioritāte
priory	0.561	0.413	0.629	prioritārs
prism	0.520	0.429	0.343	prizma
prismatic	0.429	0.562	0.540	prizmatisks
prison	0.112	0.677	0.491	cietums
prisoner	0.071	0.654	0.308	ieslodzītais
prissy	0.354	0.559	0.364	spurains
pristine	0.650	0.363	0.625	senatnīgs
privacy	0.520	0.420	0.598	privātumu
private	0.661	0.422	0.644	Privāts
privately	0.458	0.562	0.541	privāti
privilege	0.847	0.625	0.821	privilēģija
privileged	0.867	0.490	0.853	priviliģēts
privy	0.583	0.481	0.648	slepens
prize	0.885	0.763	0.670	balvu
prized	0.906	0.530	0.714	novērtēts
pro	0.667	0.471	0.692	pro
proactive	0.792	0.723	0.857	proaktīvi
probability	0.673	0.365	0.651	varbūtību
probable	0.583	0.433	0.481	iespējams
probate	0.684	0.462	0.780	testamentu
probation	0.206	0.635	0.440	pārbaudes laiks
probationary	0.333	0.610	0.500	pārbaudes laiks
probative	0.500	0.431	0.483	pierādījums
probe	0.398	0.444	0.512	zonde
probing	0.385	0.470	0.463	zondēšana
probity	0.469	0.423	0.598	godīgums
problem	0.062	0.644	0.415	problēma
problematic	0.073	0.720	0.361	problemātiska
procedural	0.500	0.450	0.611	procesuāls
procedure	0.625	0.548	0.654	procedūru
proceed	0.729	0.630	0.565	turpināt
proceeding	0.688	0.428	0.753	process
proceeds	0.677	0.470	0.585	ieņēmumus
process	0.510	0.471	0.615	process
processing	0.726	0.774	0.711	apstrāde
procession	0.656	0.539	0.643	gājiens
processor	0.685	0.460	0.673	procesors
proclaim	0.719	0.673	0.876	pasludināt
proclamation	0.708	0.767	0.871	proklamēšana
procrastinate	0.276	0.353	0.315	vilcināties
