English Word	Valence	Arousal	Dominance	Turkmen Word
medical	0.583	0.373	0.616	lukmançylyk
medicate	0.417	0.375	0.546	derman
medication	0.615	0.439	0.500	derman
medicinal	0.667	0.417	0.614	dermanlyk
medicine	0.708	0.318	0.679	lukmançylyk
medieval	0.560	0.408	0.455	orta asyr
mediocre	0.188	0.481	0.149	orta
mediocrity	0.073	0.398	0.225	ortalyk
meditate	0.812	0.146	0.564	pikirlen
meditating	0.718	0.185	0.399	oýlanmak
meditation	0.786	0.120	0.478	meditasiýa
meditative	0.614	0.120	0.454	meditasiýa
mediterranean	0.663	0.454	0.545	Ortaýer deňzi
medium	0.559	0.356	0.358	orta
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	mylaýym
meet	0.760	0.510	0.580	duşuşmak
meeting	0.750	0.569	0.613	Duşuşyk
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melanholiki
melancholy	0.188	0.260	0.237	melanholiýa
melee	0.541	0.704	0.611	melge
mellow	0.633	0.069	0.265	ýoldaş
melodious	0.932	0.530	0.587	sazly
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatiki
melody	0.847	0.434	0.405	saz
melon	0.461	0.231	0.271	gawun
melt	0.448	0.615	0.312	eremeli
meltdown	0.629	0.657	0.602	eremek
melting	0.592	0.470	0.538	ereýär
member	0.698	0.333	0.555	agza
membership	0.698	0.411	0.778	agzalyk
membrane	0.406	0.430	0.418	membrana
memento	0.708	0.360	0.536	ýatlama
memo	0.625	0.235	0.407	ýatlama
memoir	0.750	0.242	0.553	ýatlama
memorabilia	0.780	0.412	0.491	ýatlamalar
memorable	0.939	0.510	0.769	ýatda galyjy
memorandum	0.600	0.500	0.639	memorandum
memorial	0.602	0.304	0.600	ýadygärlik
memorials	0.771	0.333	0.679	ýadygärlikler
memories	0.963	0.487	0.510	ýatlamalar
memoriesiwontforget	0.635	0.542	0.455	ýatdan çykarma
memorize	0.520	0.451	0.716	ýat tutmak
memory	0.792	0.378	0.573	ýat
menace	0.125	0.894	0.759	howp abanýar
menacing	0.042	0.880	0.643	howp abanýar
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	düzediş
mending	0.500	0.633	0.657	düzediş
menial	0.490	0.420	0.352	menial
meningitis	0.104	0.612	0.407	meningit
meniscus	0.323	0.330	0.453	meniskus
menopause	0.204	0.460	0.306	menopauza
menses	0.163	0.686	0.331	erkekler
menstrual	0.408	0.519	0.435	aýbaşy
mental	0.490	0.490	0.585	akyl
mentalhealth	0.562	0.541	0.670	akyl saglygy
mentality	0.711	0.415	0.726	mentaliteti
menthol	0.490	0.292	0.433	mentol
mention	0.562	0.365	0.562	agzap geçiň
mentor	0.719	0.455	0.777	halypasy
menu	0.633	0.333	0.385	menýu
meow	0.510	0.510	0.412	meow
mercantile	0.480	0.490	0.713	söwda
mercenary	0.245	0.837	0.673	hakyna tutma
merchandise	0.594	0.460	0.621	harytlar
merchant	0.675	0.500	0.620	söwdagär
merciful	0.854	0.346	0.500	rehimdar
merciless	0.062	0.880	0.634	rehimsiz
mercurial	0.490	0.546	0.518	simap
mercury	0.337	0.312	0.475	simap
mercy	0.719	0.229	0.500	rehimdarlyk
mere	0.396	0.221	0.176	ýönekeý
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	birleşdirmek
merger	0.592	0.490	0.642	birleşdirmek
meridian	0.510	0.324	0.558	meridian
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	hünäri
meritorious	0.781	0.618	0.855	mertebeli
mermaid	0.765	0.623	0.452	suw perisi
merriment	0.948	0.721	0.632	şatlyk
merry	0.979	0.731	0.764	şatlykly
merrychristmas	0.888	0.510	0.536	Täze ýyl
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	meskalin
mesh	0.429	0.235	0.371	mesh
meshes	0.440	0.363	0.362	mes
mesmerized	0.520	0.552	0.421	aljyraňňy
mess	0.143	0.843	0.273	bulaşyklyk
message	0.650	0.391	0.415	habar
messedup	0.333	0.615	0.358	bulaşyklyk
messenger	0.694	0.434	0.500	messenger
messiah	0.781	0.634	0.800	messia
messy	0.260	0.635	0.140	bulaşyk
metabolic	0.408	0.531	0.559	metabolik
metabolism	0.698	0.509	0.555	metabolizmi
metal	0.551	0.429	0.547	metal
metallic	0.615	0.330	0.607	metal
metallurgy	0.396	0.509	0.587	metallurgiýa
metamorphosis	0.541	0.571	0.613	metamorfoz
metaphor	0.562	0.280	0.470	metafora
metaphorical	0.500	0.412	0.480	metafora
metaphysical	0.630	0.573	0.686	metafiziki
metaphysics	0.561	0.396	0.588	metafizika
metastasis	0.177	0.646	0.452	metastaz
meteor	0.398	0.714	0.737	meteor
meteoric	0.590	0.802	0.684	meteoriki
meteorite	0.385	0.794	0.750	meteorit
meteorological	0.635	0.557	0.556	meteorologiýa
meteorology	0.630	0.418	0.689	meteorologiýa
meter	0.438	0.300	0.463	metr
meth	0.354	0.564	0.340	met
methadone	0.240	0.540	0.453	metadon
methane	0.290	0.460	0.569	metan
methanol	0.292	0.500	0.570	metanol
method	0.640	0.275	0.698	usuly
methodical	0.663	0.360	0.745	usulyýet
methodology	0.664	0.327	0.745	usulyýet
meticulous	0.555	0.480	0.555	ünsli
metime	0.531	0.398	0.417	metime
metric	0.519	0.248	0.573	metrik
metrical	0.521	0.375	0.482	metrik
metrology	0.531	0.432	0.439	metrologiýa
metropolis	0.656	0.625	0.779	metropol
metropolitan	0.387	0.408	0.723	metropol
mettle	0.667	0.529	0.750	mettle
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	mezzanine
mica	0.531	0.250	0.314	mika
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	mikro
microbe	0.255	0.450	0.340	mikrob
microbiology	0.571	0.378	0.560	mikrobiologiýa
microchip	0.551	0.358	0.432	mikroçip
microcosm	0.500	0.500	0.520	mikrokosmos
microfilm	0.469	0.352	0.412	mikrofilm
microgram	0.448	0.286	0.355	mikrogram
micrometer	0.573	0.358	0.394	mikrometr
micron	0.375	0.291	0.315	mikron
microphone	0.551	0.431	0.462	mikrofon
microscope	0.531	0.330	0.464	mikroskop
microscopic	0.360	0.327	0.433	mikroskopik
microscopically	0.623	0.370	0.412	mikroskopiki usul bilen
microscopy	0.500	0.339	0.455	mikroskopiýa
microwave	0.542	0.497	0.443	mikrotolkun
mid	0.500	0.315	0.356	ortasy
midair	0.633	0.413	0.455	orta
midday	0.658	0.250	0.403	günortan
middle	0.458	0.157	0.300	ortasy
middleman	0.500	0.404	0.452	araçy
middleweight	0.510	0.302	0.428	orta agram
midget	0.396	0.295	0.254	midget
midland	0.521	0.402	0.456	midland
midlife	0.594	0.244	0.473	orta durmuş
midline	0.332	0.224	0.330	orta çyzyk
midnight	0.562	0.470	0.545	ýary gije
midshipman	0.469	0.615	0.785	orta hünärmen
midst	0.324	0.275	0.296	arasynda
midsummer	0.781	0.480	0.492	orta
midterm	0.427	0.337	0.425	orta aralyk
midtown	0.479	0.442	0.538	şäheriň merkezi
midway	0.459	0.316	0.304	ortada
midwife	0.531	0.570	0.453	akuşer
midwifery	0.510	0.570	0.459	akuşerçilik
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	miffed
mighty	0.855	0.837	0.936	güýçli
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migren
migrate	0.415	0.580	0.454	göç
migration	0.492	0.731	0.566	migrasiýa
migratory	0.448	0.521	0.491	göçmek
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	mylaýym
mildew	0.344	0.250	0.241	ýumşak
mildness	0.827	0.226	0.311	ýumşaklyk
mile	0.521	0.417	0.456	mil
mileage	0.510	0.458	0.562	aralyk
milestone	0.719	0.373	0.558	tapgyr
militant	0.418	0.667	0.750	söweşiji
militants	0.260	0.673	0.652	söweşijiler
military	0.396	0.710	0.875	harby
militia	0.396	0.729	0.769	milisiýa
milk	0.817	0.270	0.327	süýt
milkman	0.750	0.380	0.304	süýtçi
milkshake	0.796	0.521	0.330	süýt bermek
milky	0.517	0.283	0.311	süýtli
mill	0.531	0.382	0.347	degirmen
millennium	0.573	0.398	0.760	müňýyllyk
milligram	0.429	0.217	0.302	milligram
millimeter	0.427	0.177	0.360	millimetr
million	0.776	0.647	0.812	million
millionaire	0.917	0.755	0.850	millioner
millionth	0.635	0.528	0.611	million
millstone	0.510	0.433	0.492	degirmen
mime	0.455	0.235	0.302	mime
mimic	0.557	0.587	0.391	meňzeş
mimicking	0.316	0.433	0.364	meňzetmek
mimicry	0.420	0.337	0.472	meňzeşlik
mince	0.417	0.529	0.378	mince
mincemeat	0.396	0.435	0.358	mincemeat
mind	0.650	0.388	0.627	akyl
minded	0.656	0.394	0.627	pikirli
mindful	0.765	0.450	0.725	ýatdan çykarma
mindfulness	0.729	0.635	0.745	zehinlilik
mindless	0.184	0.333	0.153	akylsyz
mine	0.688	0.418	0.578	meniňki
minefield	0.188	0.839	0.684	magdan känleri
miner	0.408	0.594	0.644	magdançy
mineral	0.519	0.287	0.605	mineral
mineralogy	0.551	0.408	0.545	mineralogiýa
mingle	0.561	0.480	0.434	garyş
mingled	0.521	0.392	0.357	garyşdy
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniatýura
minibus	0.439	0.390	0.428	mikroawtobus
minim	0.518	0.208	0.138	minim
minimal	0.448	0.147	0.206	minimal
minimize	0.360	0.236	0.311	azaltmak
minimized	0.458	0.137	0.208	minimuma eltildi
minimum	0.380	0.198	0.194	iň az
mining	0.633	0.598	0.554	magdan gazyp almak
minion	0.490	0.430	0.167	minion
minister	0.547	0.441	0.892	ministri
ministerial	0.571	0.519	0.660	ministr
ministry	0.510	0.346	0.717	ministrligi
minivan	0.592	0.356	0.452	mikroawtobus
mink	0.560	0.515	0.430	mink
minnow	0.541	0.367	0.364	minnow
minor	0.250	0.235	0.175	kämillik ýaşyna ýetmedik
minority	0.310	0.332	0.211	azlyk
minstrel	0.458	0.541	0.397	aýdymçy
mint	0.688	0.221	0.345	nan
minty	0.635	0.292	0.361	Minty
minuscule	0.396	0.286	0.214	minus
minute	0.582	0.279	0.356	minut
minutiae	0.323	0.257	0.316	minut
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	gudrat
miracles	0.922	0.735	0.692	gudratlar
miraculous	0.875	0.706	0.812	gudrat
mirage	0.546	0.487	0.562	miraage
mire	0.344	0.376	0.298	palçyk
mirror	0.677	0.310	0.438	aýna
mirth	0.888	0.640	0.608	şatlyk
misappropriation	0.097	0.831	0.500	bikanun peýdalanmak
misbehave	0.020	0.847	0.304	nädogry hereket
misbehavior	0.031	0.704	0.269	nädogry hereket
miscalculation	0.177	0.490	0.353	ýalňyş hasaplamak
miscarriage	0.042	0.781	0.312	göwrelilik
miscellaneous	0.531	0.321	0.196	dürli
miscellany	0.500	0.412	0.384	miscellany
mischief	0.385	0.834	0.292	erbetlik
mischievous	0.439	0.804	0.472	erbet
misconception	0.210	0.557	0.291	ýalňyş düşünje
misconduct	0.061	0.667	0.304	nädogry hereketler
misdemeanor	0.210	0.640	0.364	nädogry hereket
misdirection	0.131	0.710	0.281	ýalňyşlyk
miser	0.208	0.633	0.311	betbagt
miserable	0.062	0.461	0.188	betbagt
miserably	0.280	0.545	0.150	betbagt
misery	0.146	0.378	0.158	betbagtlyk
misfire	0.153	0.453	0.200	nägilelik
misfit	0.173	0.500	0.393	laýyk däl
misfortune	0.094	0.780	0.311	betbagtlyk
misguided	0.280	0.531	0.259	azaşdy
mishap	0.071	0.654	0.227	näsazlyk
misinformed	0.156	0.567	0.250	nädogry maglumat
misinterpretation	0.112	0.556	0.360	ýalňyş düşündiriş
mislead	0.167	0.765	0.412	azaşdyrmak
misleading	0.070	0.660	0.272	azdyryjy
misled	0.177	0.606	0.353	azaşdy
mismanagement	0.094	0.520	0.295	ýalňyş dolandyryş
mismatch	0.250	0.459	0.282	gabat gelmezlik
mismatched	0.250	0.557	0.302	gabat gelmedi
misnomer	0.296	0.528	0.284	ýalňyş maglumat
misplace	0.229	0.461	0.191	ýalňyş
misplaced	0.247	0.450	0.324	ýalňyş
misread	0.115	0.558	0.315	ýalňyş okamak
misrepresent	0.198	0.542	0.418	nädogry görkezmek
misrepresentation	0.323	0.618	0.518	nädogry maglumat
misrepresented	0.042	0.519	0.466	nädogry görkezildi
miss	0.573	0.490	0.408	sypdyrmak
missile	0.240	0.830	0.764	raketa
missiles	0.070	0.922	0.830	raketalary
missing	0.306	0.418	0.222	dereksiz ýitdi
missingyou	0.260	0.471	0.377	ýitirim
mission	0.765	0.633	0.870	tabşyryk
missionary	0.729	0.404	0.596	missioner
misspell	0.292	0.423	0.281	ýalňyş
misstatement	0.302	0.547	0.221	ýalňyş maglumat
missy	0.521	0.480	0.333	Missy
mist	0.375	0.194	0.221	duman
mistake	0.208	0.585	0.102	ýalňyşlyk
mistaken	0.131	0.630	0.212	ýalňyş
mister	0.604	0.406	0.663	jenap
mistletoe	0.542	0.470	0.324	ýalňyşlyk
mistreated	0.010	0.792	0.200	sütem edildi
mistress	0.630	0.796	0.694	hojaýyn
mistrial	0.427	0.539	0.536	düşünişmezlik
mistrust	0.135	0.657	0.231	ynamsyzlyk
misty	0.427	0.451	0.278	duman
misunderstand	0.177	0.548	0.382	düşünmezlik
misunderstanding	0.112	0.618	0.284	düşünişmezlik
misunderstood	0.177	0.625	0.309	ýalňyş düşünildi
misuse	0.083	0.560	0.196	hyýanatçylykly peýdalanmak
mite	0.290	0.584	0.271	mite
miter	0.458	0.500	0.414	miter
mitigate	0.506	0.427	0.456	gowşatmak
mitigating	0.551	0.520	0.600	gowşatmak
mitigation	0.448	0.527	0.423	gowşatmak
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	garynja
mitzvah	0.422	0.610	0.409	mitza
mix	0.542	0.490	0.472	garmaly
mixed	0.510	0.346	0.444	garyşyk
mixedemotions	0.440	0.673	0.430	garyşyk duýgular
mixer	0.562	0.500	0.556	mikser
mixture	0.546	0.360	0.481	garyndy
mnemonic	0.531	0.480	0.452	mnemonik
moan	0.357	0.735	0.352	nalyş
moat	0.398	0.380	0.314	gämi
mob	0.296	0.788	0.567	märekäniň
mobile	0.615	0.569	0.481	ykjam
mobility	0.700	0.596	0.654	hereketliligi
mobilization	0.688	0.720	0.787	mobilizasiýa
mobilize	0.604	0.684	0.727	mobilizlemek
mobster	0.188	0.870	0.638	mobster
mocha	0.500	0.396	0.311	mocha
mock	0.360	0.606	0.618	masgaralamak
mocked	0.225	0.746	0.204	ýaňsylandy
mockery	0.094	0.806	0.181	masgaralamak
mocking	0.082	0.755	0.394	masgaralamak
mockingbird	0.513	0.337	0.423	masgaralamak
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modal
modality	0.633	0.404	0.527	modallyk
mode	0.531	0.185	0.367	tertibi
model	0.607	0.388	0.723	modeli
modeler	0.500	0.510	0.730	modeller
modeling	0.684	0.404	0.490	modellemek
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	ortaça
moderate anticipation	0.667	0.451	0.574	ortaça garaşmak
moderate disgust	0.229	0.558	0.381	ortaça ýigrenç
moderate negative	0.177	0.500	0.306	ortaça negatiw
moderate positive	0.896	0.453	0.753	ortaça polo positiveitel
moderate surprise	0.776	0.663	0.637	ortaça garaşylmadyk ýagdaý
moderate trust	0.677	0.350	0.773	ortaça ynam
moderately	0.604	0.264	0.500	ortaça
moderating	0.667	0.402	0.783	moderasiýa
moderation	0.531	0.240	0.453	ortaça
moderator	0.519	0.354	0.802	moderator
modern	0.855	0.423	0.691	döwrebap
modernism	0.760	0.553	0.703	modernizm
modest	0.760	0.130	0.412	sada
modesty	0.778	0.240	0.500	sypaýyçylyk
modicum	0.234	0.417	0.327	modikum
modifiable	0.541	0.422	0.373	üýtgedilip bilner
modification	0.480	0.520	0.625	üýtgetmek
modified	0.561	0.458	0.693	üýtgedildi
modify	0.458	0.584	0.625	üýtgediň
modulate	0.673	0.343	0.555	modulirlemek
modulation	0.458	0.365	0.565	modulirlemek
module	0.582	0.388	0.571	modul
modulus	0.622	0.304	0.481	modul
mogul	0.510	0.652	0.865	mogul
moiety	0.378	0.343	0.454	göwünjeňlik
moist	0.470	0.316	0.386	çygly
moisture	0.406	0.398	0.327	çyglylyk
moisturizer	0.750	0.280	0.386	nemlendiriji
molar	0.544	0.426	0.350	molar
molasses	0.490	0.269	0.286	polýus
mold	0.330	0.274	0.402	galyp
molded	0.667	0.361	0.373	galypdyr
molding	0.552	0.308	0.546	galyp
moldy	0.235	0.387	0.250	galyndy
mole	0.436	0.377	0.352	mole
molecular	0.495	0.440	0.536	molekulýar
molecule	0.531	0.259	0.375	molekulasy
molest	0.133	0.816	0.319	iň erbet
molestation	0.102	0.808	0.407	zorlamak
molester	0.143	0.811	0.478	molester
molten	0.417	0.490	0.339	eredilen
mom	0.927	0.336	0.639	eje
moment	0.604	0.435	0.509	pursat
momentary	0.562	0.271	0.330	wagtlaýyn
momentous	0.792	0.587	0.760	möhüm
momentum	0.663	0.750	0.688	tizlik
momma	0.833	0.412	0.527	eje
mommy	0.854	0.353	0.422	eje
monad	0.510	0.482	0.451	monad
monarch	0.583	0.559	0.870	monarh
monarchy	0.450	0.557	0.870	monarhiýa
monastery	0.694	0.183	0.726	monastyr
monastic	0.438	0.314	0.676	monah
monetary	0.583	0.494	0.716	pul
money	0.844	0.608	0.827	pul
mongoloid	0.177	0.364	0.317	mongoloid
mongoose	0.327	0.380	0.546	mangus
mongrel	0.425	0.438	0.395	mongrel
monitor	0.490	0.298	0.538	monitor
monk	0.472	0.208	0.439	monah
monkey	0.548	0.449	0.283	maýmyn
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	monohrom
monogamous	0.510	0.335	0.402	bir monogamly
monogamy	0.542	0.380	0.455	bir monogamy
monogram	0.480	0.210	0.425	monogramma
monogrammed	0.503	0.270	0.402	monogramma
monograph	0.500	0.242	0.481	monografiýasy
monolayer	0.427	0.294	0.433	monolaýer
monolith	0.429	0.327	0.500	monolit
monologue	0.500	0.284	0.534	monolog
monopolist	0.330	0.590	0.725	monopolist
monopoly	0.449	0.509	0.640	monopoliýa
monotonous	0.354	0.221	0.400	monoton
monotony	0.398	0.135	0.353	monotonlyk
monoxide	0.433	0.430	0.490	monoksit
monsieur	0.552	0.340	0.623	monsiur
monsoon	0.358	0.600	0.481	musson
monster	0.133	0.935	0.596	elhenç haýwan
monstrosity	0.094	0.933	0.611	monstrosity
monstrous	0.094	0.942	0.649	elhenç
montage	0.438	0.520	0.388	monta.
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	aý
monthly	0.622	0.314	0.364	aýda
monument	0.833	0.404	0.811	ýadygärlik
monumental	0.656	0.594	0.955	monumental
moo	0.438	0.355	0.300	moo
mooch	0.378	0.413	0.309	mooch
mood	0.720	0.500	0.500	keýp
moods	0.578	0.633	0.491	keýp
moody	0.245	0.811	0.595	keýpsiz
moon	0.673	0.233	0.547	Aý
moonbeam	0.700	0.290	0.491	Aý şöhlesi
moonlight	0.865	0.264	0.409	Aý şöhlesi
moonlit	0.873	0.269	0.508	Aý
moonshine	0.633	0.389	0.491	Aý şöhlesi
moonstruck	0.583	0.438	0.407	Aý
moonwalk	0.615	0.586	0.525	Aý ýoly
moor	0.311	0.464	0.378	gämi duralgasy
moored	0.344	0.500	0.417	gämi duralgasy
mooring	0.323	0.490	0.444	gämi duralgasy
moorings	0.406	0.500	0.516	gämi duralgalary
moorland	0.490	0.370	0.456	Murland
moose	0.648	0.373	0.318	möjek
moot	0.344	0.500	0.615	gümürtik
mooted	0.388	0.580	0.463	göçürildi
mop	0.396	0.442	0.296	mop
mope	0.406	0.309	0.345	mope
moped	0.582	0.582	0.554	moped
moral	0.700	0.459	0.796	ahlakly
morale	0.729	0.158	0.792	ahlak
morality	0.750	0.408	0.759	ahlak
morals	0.646	0.430	0.611	ahlak
morass	0.387	0.348	0.375	ahlak
moratorium	0.337	0.427	0.373	moratoriýa
moray	0.510	0.402	0.463	ahlak
morbid	0.090	0.833	0.395	kesel
morbidity	0.370	0.630	0.443	kesel
morbidness	0.120	0.694	0.339	kesel
mores	0.582	0.317	0.684	mores
morgue	0.022	0.539	0.241	morg
moribund	0.083	0.488	0.167	aljyraňňy
morn	0.542	0.284	0.345	ertir
morning	0.688	0.235	0.444	irden
moron	0.133	0.587	0.183	baryp ýatan akmak
moronic	0.122	0.500	0.224	ahlakly
morose	0.240	0.663	0.264	ahlakly
morph	0.448	0.469	0.451	morf
morphine	0.229	0.490	0.496	morfin
morphism	0.398	0.549	0.386	morfizm
morphology	0.516	0.373	0.639	morfologiýa
morrow	0.708	0.314	0.490	ertesi
morsel	0.490	0.296	0.400	çorba
mortal	0.196	0.786	0.510	ölümli
mortality	0.229	0.726	0.518	ölüm
mortar	0.333	0.627	0.562	minomýot
mortgage	0.255	0.408	0.537	ipoteka
mortgagee	0.418	0.633	0.723	girew goýujy
mortgagor	0.431	0.522	0.490	girew goýujy
mortician	0.104	0.429	0.275	girew goýujy
mortification	0.135	0.644	0.404	öldürmek
mortified	0.073	0.731	0.270	kepillendirildi
mortuary	0.133	0.606	0.427	jeset
mosaic	0.635	0.250	0.302	mozaika
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	çybyn
moss	0.235	0.270	0.245	moss
mossy	0.375	0.329	0.286	mossy
mote	0.375	0.388	0.260	mote
motel	0.531	0.372	0.450	motel
moth	0.323	0.350	0.196	güjük
mother	0.931	0.408	0.725	ejesi
motherfucker	0.122	0.827	0.351	ene ene
motherfucking	0.071	0.823	0.373	ene süýdi
motherhood	0.844	0.546	0.667	enelik
motherland	0.677	0.375	0.731	Watan
motherless	0.163	0.541	0.337	ejesiz
motherly	0.927	0.324	0.710	ene
motif	0.688	0.481	0.527	motif
motion	0.667	0.538	0.657	hereket
motionless	0.323	0.210	0.246	hereketsiz
motivate	0.812	0.776	0.873	höweslendirmek
motivating	0.958	0.820	0.787	höweslendiriji
motivation	0.854	0.784	0.802	höweslendirmek
motivational	0.906	0.646	0.858	höweslendiriji
motive	0.667	0.588	0.663	niýet
motley	0.480	0.398	0.412	motley
motor	0.531	0.551	0.648	motor
motorbike	0.552	0.608	0.616	motosikl
motorboat	0.677	0.500	0.390	motorly gaýyk
motorcade	0.708	0.730	0.593	motosikl
motorcar	0.694	0.565	0.682	motosikl
motorcycle	0.677	0.764	0.713	motosikl
motorist	0.562	0.663	0.578	awtoulag sürüjisi
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	hereketlendirildi
motto	0.688	0.317	0.439	şygary
mould	0.357	0.176	0.246	galyp
mound	0.520	0.481	0.509	depe
mount	0.500	0.292	0.348	dakyň
mountain	0.698	0.408	0.649	dag
mountaineer	0.635	0.774	0.535	alpinist
mountainous	0.635	0.519	0.612	daglyk
mountains	0.766	0.433	0.569	daglar
mountaintop	0.653	0.541	0.713	dag
mourn	0.056	0.583	0.150	ýas tut
mournful	0.180	0.441	0.188	ýasly
mourning	0.177	0.490	0.266	ýas
mouse	0.427	0.441	0.206	Syçan
mousetrap	0.180	0.643	0.330	mousetrap
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	murt
mousy	0.480	0.413	0.339	mousy
mouth	0.734	0.294	0.336	agzy
mouthful	0.609	0.565	0.389	agzy
mouthpiece	0.573	0.346	0.393	agzy
mouthwash	0.438	0.385	0.352	agzy ýuwmak
movable	0.469	0.509	0.500	göçürilip bilner
move	0.656	0.647	0.670	hereket et
movement	0.656	0.654	0.658	hereket
mover	0.615	0.539	0.466	göçüriji
movie	0.792	0.560	0.471	film
movies	0.724	0.426	0.472	filmler
moving	0.479	0.673	0.358	hereket edýär
movingforward	0.857	0.518	0.848	öňe hereket etmek
movingon	0.490	0.529	0.435	dowam etmek
mow	0.420	0.559	0.393	kesmek
mower	0.458	0.510	0.368	otlaýjy
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	köp
mucis	0.398	0.418	0.420	mukus
muck	0.347	0.423	0.272	muck
mucked	0.184	0.500	0.373	gümürtik
mucous	0.330	0.296	0.293	mukamly
mucus	0.143	0.309	0.228	mukus
mud	0.333	0.260	0.185	palçyk
muddle	0.184	0.710	0.336	bulaşdyrmak
muddled	0.250	0.615	0.263	bulaşyk
muddy	0.292	0.400	0.283	palçyk
muff	0.542	0.335	0.314	muff
muffin	0.684	0.430	0.306	muffin
muffled	0.479	0.330	0.421	gümürtik
muffler	0.357	0.407	0.454	muffler
mug	0.542	0.214	0.382	krujka
mugger	0.125	0.850	0.500	mugger
mulberry	0.469	0.315	0.361	tut
mulch	0.349	0.361	0.383	malç
mule	0.320	0.337	0.254	gatyr
mull	0.663	0.340	0.594	mull
mullet	0.521	0.356	0.377	mullet
multilateral	0.500	0.469	0.705	köptaraplaýyn
multimedia	0.611	0.390	0.607	multimediýa
multinational	0.656	0.510	0.842	köpmilletli
multiple	0.660	0.510	0.578	köp
multiple sclerosis	0.188	0.587	0.483	köp skleroz
multiplex	0.610	0.590	0.667	multiplex
multiplication	0.646	0.565	0.762	köpeltmek
multiplicity	0.677	0.490	0.777	köpeltmek
multiplied	0.802	0.559	0.729	köpeldi
multiplier	0.643	0.615	0.741	köpeldiji
multiply	0.802	0.625	0.777	köpeltmek
multitude	0.562	0.765	0.847	märeke
mum	0.802	0.317	0.698	eje
mumble	0.292	0.444	0.245	gürlemek
mumbo	0.429	0.506	0.336	mumbo
mummy	0.400	0.588	0.415	mumiýa
mumps	0.099	0.410	0.311	çişikler
munch	0.541	0.277	0.434	günortan
munchies	0.562	0.470	0.491	Munchies
munchkin	0.490	0.466	0.374	Munçkin
mundane	0.312	0.420	0.480	gündelik
municipal	0.625	0.390	0.758	munisipal
municipality	0.569	0.280	0.614	häkimligi
