English Word	Valence	Arousal	Dominance	Thai Word
manufacture	0.868	0.703	0.780	การผลิต
manufacturer	0.688	0.537	0.830	ผู้ผลิต
manufacturing	0.653	0.613	0.804	การผลิต
manure	0.250	0.471	0.241	ปุ๋ยคอก
manuscript	0.510	0.208	0.540	ต้นฉบับ
map	0.561	0.229	0.463	แผนที่
maple	0.541	0.390	0.339	เมเปิ้ล
mar	0.622	0.544	0.545	มาร์
marathon	0.646	0.778	0.740	มาราธอน
marble	0.604	0.212	0.667	หินอ่อน
marbled	0.396	0.385	0.418	หินอ่อน
marbles	0.714	0.345	0.241	หินอ่อน
march	0.531	0.200	0.483	มีนาคม
mare	0.541	0.320	0.417	mare
margarine	0.530	0.316	0.333	มาการีน
margarita	0.750	0.438	0.420	มาการิต้า
margin	0.500	0.219	0.331	ระยะขอบ
marginal	0.235	0.644	0.345	ร่อแร่
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	กัญชา
marinara	0.657	0.388	0.435	มารินารา
marine	0.633	0.471	0.679	มารีน
mariner	0.652	0.491	0.676	กะลาสีเรือ
marital	0.760	0.529	0.500	สมรส
maritime	0.646	0.490	0.713	การเดินเรือ
mark	0.491	0.231	0.600	เครื่องหมาย
marked	0.592	0.358	0.554	ทำเครื่องหมาย
marker	0.500	0.333	0.605	เครื่องหมาย
market	0.724	0.480	0.521	ตลาด
marketable	0.746	0.545	0.664	ขายได้
marketing	0.521	0.774	0.675	การตลาด
marketplace	0.698	0.420	0.525	ตลาด
marks	0.430	0.480	0.424	เครื่องหมาย
marksman	0.500	0.833	0.692	นักแม่นปืน
marksmanship	0.573	0.531	0.664	นักแม่นปืน
marl	0.372	0.471	0.351	มาร์ล
marmalade	0.729	0.370	0.288	แยมผิวส้ม
maroon	0.469	0.358	0.336	สีน้ำตาลแดง
marooned	0.229	0.480	0.160	ถูกทิ้งไว้
marquee	0.602	0.284	0.508	กระโจม
marquis	0.521	0.444	0.562	มาร์ควิส
marred	0.181	0.561	0.233	เสีย
marriage	0.844	0.684	0.750	การแต่งงาน
married	0.674	0.570	0.602	แต่งงานแล้ว
marrow	0.398	0.422	0.472	ไขกระดูก
marry	0.896	0.765	0.673	แต่งงาน
marsh	0.302	0.358	0.277	มาร์ช
marshal	0.469	0.610	0.819	จอมพล
marshmallow	0.740	0.441	0.391	มาร์ชเมลโล่
mart	0.531	0.402	0.418	มาร์ท
martial	0.480	0.710	0.737	การต่อสู้
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	มาร์ตินี่
martyr	0.281	0.708	0.509	ผู้พลีชีพ
martyrdom	0.323	0.745	0.442	ทรมาน
marvel	0.961	0.755	0.866	ประหลาดใจ
marvellous	0.878	0.809	0.849	อัศจรรย์
marvelous	0.948	0.637	0.778	อัศจรรย์
marvelously	0.968	0.708	0.764	อย่างอัศจรรย์
marzipan	0.684	0.380	0.258	มาร์ซิแพน
mascara	0.575	0.450	0.269	มาสคาร่า
mascot	0.750	0.337	0.337	มาสคอต
masculine	0.653	0.540	0.773	ผู้ชาย
masculinity	0.583	0.670	0.851	ความเป็นชาย
mash	0.440	0.363	0.283	mash
mashed	0.531	0.337	0.194	บด
mask	0.510	0.490	0.537	หน้ากาก
masked	0.375	0.549	0.518	สวมหน้ากาก
masks	0.510	0.472	0.241	หน้ากาก
masochism	0.194	0.845	0.483	มาโซคิสม์
masochist	0.164	0.784	0.353	มาโซคิสม์
mason	0.541	0.442	0.580	เมสัน
masquerade	0.431	0.633	0.446	สวมหน้ากาก
mass	0.458	0.245	0.277	มวล
massacre	0.031	0.887	0.640	การสังหารหมู่
massage	0.708	0.356	0.413	นวด
masses	0.552	0.453	0.473	มวลชน
masseur	0.622	0.265	0.463	หมอนวด
masseuse	0.594	0.373	0.391	หมอนวด
massive	0.569	0.660	0.750	มโหฬาร
mast	0.542	0.390	0.580	เสากระโดง
master	0.694	0.490	0.849	ผู้เชี่ยวชาญ
masterful	0.854	0.510	0.960	เก่ง
mastermind	0.792	0.625	0.918	บงการ
masterpiece	0.926	0.623	0.847	ผลงานชิ้นเอก
mastery	0.755	0.648	0.873	เชี่ยวชาญ
masturbate	0.552	0.926	0.500	ช่วยตัวเอง
masturbation	0.542	0.961	0.509	ช่วยตัวเอง
mat	0.459	0.221	0.304	เสื่อ
matador	0.224	0.880	0.667	มาทาดอร์
match	0.599	0.573	0.500	การแข่งขัน
matchbook	0.562	0.391	0.412	ไม้ขีดไฟ
matching	0.719	0.735	0.418	จับคู่
matchmaker	0.615	0.509	0.519	คนจับคู่
mate	0.847	0.417	0.669	เพื่อน
material	0.521	0.363	0.439	วัสดุ
materialism	0.220	0.390	0.556	วัตถุนิยม
materialist	0.255	0.491	0.504	นักวัตถุนิยม
materialistic	0.420	0.506	0.589	วัตถุนิยม
materiality	0.417	0.450	0.636	สาระสำคัญ
materialize	0.688	0.596	0.728	เป็นรูปธรรม
materially	0.490	0.451	0.670	อย่างเป็นรูปธรรม
materials	0.633	0.361	0.473	วัสดุ
materiel	0.531	0.294	0.417	วัสดุ
maternal	0.847	0.417	0.634	มารดา
maternity	0.865	0.480	0.622	คลอดบุตร
math	0.417	0.375	0.600	คณิตศาสตร์
mathematical	0.620	0.500	0.548	คณิตศาสตร์
mathematician	0.541	0.418	0.773	นักคณิตศาสตร์
mathematics	0.438	0.435	0.664	คณิตศาสตร์
matinee	0.694	0.578	0.447	รอบบ่าย
mating	0.755	0.840	0.759	ผสมพันธุ์
matriculation	0.622	0.490	0.675	การบวช
matrimony	0.850	0.637	0.843	การแต่งงาน
matrix	0.551	0.378	0.673	เมทริกซ์
matron	0.520	0.519	0.555	แม่บ้าน
matted	0.281	0.519	0.393	สังกะตัง
matter	0.487	0.353	0.562	เรื่อง
matting	0.479	0.405	0.423	ปูปู
mattress	0.612	0.255	0.397	ที่นอน
maturation	0.612	0.439	0.698	การเจริญเติบโต
mature	0.625	0.347	0.600	ผู้ใหญ่
maturity	0.827	0.400	0.806	วุฒิภาวะ
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	ฮวงซุ้ย
mauve	0.533	0.330	0.314	สีม่วง
maverick	0.354	0.676	0.409	ไม่ฝักใฝ่ฝ่ายใด
maxim	0.875	0.562	0.887	maxim
maximize	0.823	0.765	0.792	เพิ่มสูงสุด
maximum	0.724	0.724	0.852	ขีดสุด
may	0.704	0.273	0.245	พฤษภาคม
mayday	0.344	0.643	0.423	เมย์เดย์
mayflower	0.690	0.463	0.429	เมย์ฟลาวเวอร์
mayhem	0.188	0.870	0.364	ทำร้ายร่างกาย
mayonnaise	0.510	0.320	0.222	มายองเนส
mayor	0.469	0.481	0.818	นายกเทศมนตรี
maze	0.438	0.608	0.444	เขาวงกต
mead	0.667	0.337	0.441	ทุ่งหญ้า
meadow	0.622	0.130	0.382	ทุ่งหญ้า
meager	0.144	0.389	0.281	น้อย
meal	0.833	0.461	0.473	มื้อ
mean	0.440	0.467	0.620	หมายถึง
meander	0.480	0.443	0.454	คดเคี้ยว
meandering	0.427	0.644	0.539	คดเคี้ยว
meanie	0.388	0.420	0.404	ใจร้าย
meaning	0.663	0.395	0.625	ความหมาย
meaningful	0.770	0.500	0.802	มีความหมาย
meaningless	0.156	0.314	0.143	ไร้ความหมาย
meanness	0.102	0.694	0.368	ความใจร้าย
means	0.615	0.373	0.460	วิธี
meantime	0.432	0.222	0.300	ในขณะเดียวกัน
measles	0.092	0.635	0.422	โรคหัด
measurable	0.604	0.410	0.602	วัดได้
measure	0.510	0.375	0.365	วัด
measured	0.542	0.265	0.578	วัดได้
measurement	0.622	0.418	0.491	การวัด
measuring	0.448	0.337	0.529	วัด
measuring cup	0.557	0.343	0.377	ถ้วยตวง
measuring tape	0.337	0.280	0.327	ตลับเมตร
meat	0.612	0.421	0.413	เนื้อ
meatball	0.612	0.279	0.343	ลูกชิ้น
meathead	0.306	0.534	0.490	หัวเนื้อ
meatloaf	0.625	0.389	0.375	มีทโลฟ
mechanic	0.571	0.433	0.566	ช่างเครื่อง
mechanical	0.479	0.569	0.564	เครื่องกล
mechanics	0.542	0.500	0.761	กลศาสตร์
mechanism	0.573	0.583	0.664	กลไก
med	0.375	0.429	0.606	เมด
medal	0.854	0.555	0.746	เหรียญ
medallion	0.750	0.510	0.710	เหรียญ
medallist	0.796	0.821	0.897	ผู้ชนะเลิศ
meddle	0.302	0.770	0.526	ยุ่ง
meddling	0.245	0.600	0.461	เข้าไปยุ่ง
media	0.500	0.330	0.464	สื่อ
medial	0.458	0.340	0.429	อยู่ตรงกลาง
median	0.459	0.216	0.375	ค่ามัธยฐาน
mediate	0.635	0.308	0.654	ไกล่เกลี่ย
mediation	0.661	0.350	0.657	การไกล่เกลี่ย
mediator	0.592	0.438	0.580	คนกลาง
medic	0.500	0.472	0.585	แพทย์
medical	0.583	0.373	0.616	ทางการแพทย์
medicate	0.417	0.375	0.546	ยา
medication	0.615	0.439	0.500	ยา
medicinal	0.667	0.417	0.614	ยา
medicine	0.708	0.318	0.679	ยา
medieval	0.560	0.408	0.455	ยุคกลาง
mediocre	0.188	0.481	0.149	ปานกลาง
mediocrity	0.073	0.398	0.225	ความธรรมดา
meditate	0.812	0.146	0.564	นั่งสมาธิ
meditating	0.718	0.185	0.399	นั่งสมาธิ
meditation	0.786	0.120	0.478	การทำสมาธิ
meditative	0.614	0.120	0.454	มีสมาธิ
mediterranean	0.663	0.454	0.545	เมดิเตอร์เรเนียน
medium	0.559	0.356	0.358	ปานกลาง
medley	0.487	0.352	0.400	ผสม
meek	0.531	0.150	0.198	อ่อนโยน
meet	0.760	0.510	0.580	พบปะ
meeting	0.750	0.569	0.613	การประชุม
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	เศร้าโศก
melancholy	0.188	0.260	0.237	เศร้าโศก
melee	0.541	0.704	0.611	ระยะประชิด
mellow	0.633	0.069	0.265	กลมกล่อม
melodious	0.932	0.530	0.587	ไพเราะ
melodrama	0.378	0.830	0.446	ประโลมโลก
melodramatic	0.235	0.692	0.368	ประโลมโลก
melody	0.847	0.434	0.405	ทำนอง
melon	0.461	0.231	0.271	แตงโม
melt	0.448	0.615	0.312	ละลาย
meltdown	0.629	0.657	0.602	ล่มสลาย
melting	0.592	0.470	0.538	ละลาย
member	0.698	0.333	0.555	สมาชิก
membership	0.698	0.411	0.778	สมาชิก
membrane	0.406	0.430	0.418	เมมเบรน
memento	0.708	0.360	0.536	ความทรงจำ
memo	0.625	0.235	0.407	บันทึก
memoir	0.750	0.242	0.553	ความทรงจำ
memorabilia	0.780	0.412	0.491	ความทรงจำ
memorable	0.939	0.510	0.769	น่าจดจำ
memorandum	0.600	0.500	0.639	บันทึกข้อตกลง
memorial	0.602	0.304	0.600	อนุสรณ์
memorials	0.771	0.333	0.679	อนุสรณ์สถาน
memories	0.963	0.487	0.510	ความทรงจำ
memoriesiwontforget	0.635	0.542	0.455	ความทรงจำไม่เคยลืม
memorize	0.520	0.451	0.716	จำ
memory	0.792	0.378	0.573	หน่วยความจำ
menace	0.125	0.894	0.759	อันตราย
menacing	0.042	0.880	0.643	ข่มขู่
menagerie	0.573	0.480	0.538	โรงเลี้ยงสัตว์
mend	0.542	0.436	0.602	ซ่อม
mending	0.500	0.633	0.657	ซ่อม
menial	0.490	0.420	0.352	เหน็บแนม
meningitis	0.104	0.612	0.407	เยื่อหุ้มสมองอักเสบ
meniscus	0.323	0.330	0.453	วงเดือน
menopause	0.204	0.460	0.306	วัยหมดประจำเดือน
menses	0.163	0.686	0.331	ประจำเดือน
menstrual	0.408	0.519	0.435	ประจำเดือน
mental	0.490	0.490	0.585	จิต
mentalhealth	0.562	0.541	0.670	สุขภาพจิต
mentality	0.711	0.415	0.726	ความคิด
menthol	0.490	0.292	0.433	เมนทอล
mention	0.562	0.365	0.562	กล่าวถึง
mentor	0.719	0.455	0.777	ที่ปรึกษา
menu	0.633	0.333	0.385	เมนู
meow	0.510	0.510	0.412	เหมียว
mercantile	0.480	0.490	0.713	ค้าขาย
mercenary	0.245	0.837	0.673	ทหารรับจ้าง
merchandise	0.594	0.460	0.621	สินค้า
merchant	0.675	0.500	0.620	พ่อค้า
merciful	0.854	0.346	0.500	เมตตา
merciless	0.062	0.880	0.634	ไร้ความปราณี
mercurial	0.490	0.546	0.518	ปรอท
mercury	0.337	0.312	0.475	ปรอท
mercy	0.719	0.229	0.500	ความเมตตา
mere	0.396	0.221	0.176	แค่
merengue	0.688	0.519	0.442	เมอแรงค์
merge	0.760	0.480	0.733	ผสาน
merger	0.592	0.490	0.642	การควบรวมกิจการ
meridian	0.510	0.324	0.558	เส้นเมอริเดียน
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	ขนมเมอร์แรง
merit	0.854	0.500	0.722	บุญ
meritorious	0.781	0.618	0.855	มีเกียรติ
mermaid	0.765	0.623	0.452	เงือก
merriment	0.948	0.721	0.632	ความสนุกสนาน
merry	0.979	0.731	0.764	ร่าเริง
merrychristmas	0.888	0.510	0.536	สุขสันต์วันคริสต์มาส
mesa	0.604	0.191	0.319	เมซ่า
mescaline	0.490	0.580	0.415	มอมแมม
mesh	0.429	0.235	0.371	ตาข่าย
meshes	0.440	0.363	0.362	ตาข่าย
mesmerized	0.520	0.552	0.421	สะกดจิต
mess	0.143	0.843	0.273	ความยุ่งเหยิง
message	0.650	0.391	0.415	ข้อความ
messedup	0.333	0.615	0.358	กระจัดกระจาย
messenger	0.694	0.434	0.500	ผู้สื่อสาร
messiah	0.781	0.634	0.800	พระเมสสิยาห์
messy	0.260	0.635	0.140	ยุ่งเหยิง
metabolic	0.408	0.531	0.559	การเผาผลาญ
metabolism	0.698	0.509	0.555	เมแทบอลิซึม
metal	0.551	0.429	0.547	โลหะ
metallic	0.615	0.330	0.607	โลหะ
metallurgy	0.396	0.509	0.587	โลหะวิทยา
metamorphosis	0.541	0.571	0.613	การเปลี่ยนแปลง
metaphor	0.562	0.280	0.470	คำอุปมา
metaphorical	0.500	0.412	0.480	อุปมา
metaphysical	0.630	0.573	0.686	เลื่อนลอย
metaphysics	0.561	0.396	0.588	อภิปรัชญา
metastasis	0.177	0.646	0.452	การแพร่กระจาย
meteor	0.398	0.714	0.737	ดาวตก
meteoric	0.590	0.802	0.684	อุกกาบาต
meteorite	0.385	0.794	0.750	อุกกาบาต
meteorological	0.635	0.557	0.556	อุตุนิยมวิทยา
meteorology	0.630	0.418	0.689	อุตุนิยมวิทยา
meter	0.438	0.300	0.463	เมตร
meth	0.354	0.564	0.340	ปรุงยา
methadone	0.240	0.540	0.453	เมธาโดน
methane	0.290	0.460	0.569	มีเทน
methanol	0.292	0.500	0.570	เมทานอล
method	0.640	0.275	0.698	กระบวนการ
methodical	0.663	0.360	0.745	ระเบียบวิธี
methodology	0.664	0.327	0.745	ระเบียบวิธี
meticulous	0.555	0.480	0.555	พิถีพิถัน
metime	0.531	0.398	0.417	metime
metric	0.519	0.248	0.573	metric
metrical	0.521	0.375	0.482	เมตริก
metrology	0.531	0.432	0.439	มาตรวิทยา
metropolis	0.656	0.625	0.779	มหานคร
metropolitan	0.387	0.408	0.723	มหานคร
mettle	0.667	0.529	0.750	ความกล้าหาญ
mew	0.418	0.481	0.380	มิว
mezzanine	0.479	0.427	0.404	ชั้นลอย
mica	0.531	0.250	0.314	ไมกา
mick	0.449	0.451	0.382	มิกค์
micro	0.500	0.270	0.250	ไมโคร
microbe	0.255	0.450	0.340	จุลินทรีย์
microbiology	0.571	0.378	0.560	จุลชีววิทยา
microchip	0.551	0.358	0.432	ไมโครชิป
microcosm	0.500	0.500	0.520	พิภพเล็ก
microfilm	0.469	0.352	0.412	ไมโครฟิล์ม
microgram	0.448	0.286	0.355	ไมโครกรัม
micrometer	0.573	0.358	0.394	ไมโครมิเตอร์
micron	0.375	0.291	0.315	ไมครอน
microphone	0.551	0.431	0.462	ไมโครโฟน
microscope	0.531	0.330	0.464	กล้องจุลทรรศน์
microscopic	0.360	0.327	0.433	กล้องจุลทรรศน์
microscopically	0.623	0.370	0.412	ด้วยกล้องจุลทรรศน์
microscopy	0.500	0.339	0.455	กล้องจุลทรรศน์
microwave	0.542	0.497	0.443	ไมโครเวฟ
mid	0.500	0.315	0.356	กลาง
