English Word	Valence	Arousal	Dominance	Lithuanian Word
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	nevienalytiškumas
hew	0.417	0.470	0.377	pjauti
hex	0.410	0.510	0.363	šešiakampis
hexagon	0.542	0.226	0.425	šešiakampis
heyday	0.646	0.680	0.673	klestėjimo laikas
hiatus	0.479	0.294	0.352	pertrauka
hibernate	0.500	0.317	0.431	žiemoti
hibernation	0.469	0.245	0.384	žiemos miegas
hiccup	0.271	0.549	0.240	žagsėjimas
hick	0.357	0.442	0.314	hick
hickey	0.448	0.529	0.345	hickey
hickory	0.520	0.490	0.415	hikorija
hidden	0.208	0.430	0.327	paslėptas
hide	0.438	0.510	0.218	paslėpti
hideaway	0.448	0.481	0.360	pasislėpti
hideous	0.091	0.750	0.328	baisu
hideout	0.337	0.443	0.302	slėptuvė
hiding	0.250	0.567	0.364	slepiasi
hierarchical	0.521	0.620	0.939	hierarchinis
hierarchy	0.583	0.722	0.902	hierarchija
hieroglyphics	0.479	0.325	0.509	hieroglifai
high	0.684	0.510	0.614	aukštas
high heels	0.646	0.528	0.429	aukštakulniai
highball	0.656	0.520	0.481	aukštas kamuolys
higher	0.866	0.528	0.713	aukštesnė
highest	0.771	0.640	0.710	aukščiausias
highland	0.615	0.481	0.611	aukštumos
highlands	0.735	0.431	0.596	aukštumos
highlight	0.844	0.637	0.882	paryškinti
highness	0.740	0.670	0.931	aukštybė
hight	0.667	0.637	0.645	aukštis
hightail	0.448	0.480	0.481	aukšta uodega
highway	0.640	0.583	0.425	greitkelis
hijack	0.042	0.908	0.594	užgrobti
hijacker	0.104	0.953	0.683	pagrobėjas
hike	0.615	0.442	0.538	žygis
hiker	0.694	0.802	0.644	žygeivis
hiking	0.820	0.843	0.670	žygiai
hiking boot	0.657	0.353	0.446	žygio batai
hilarious	0.750	0.640	0.537	linksmas
hilarity	0.745	0.480	0.575	linksmumas
hill	0.615	0.353	0.518	kalva
hillside	0.625	0.292	0.458	kalvos šlaitas
hilltop	0.688	0.643	0.787	kalvos viršūnė
hilly	0.643	0.479	0.603	kalvotas
hilt	0.396	0.650	0.537	rankena
hind	0.483	0.644	0.337	užpakalinis
hinder	0.276	0.537	0.470	trukdyti
hindering	0.260	0.654	0.435	trukdančios
hindrance	0.135	0.545	0.473	kliūtis
hindsight	0.333	0.431	0.532	pažvelgus atgal
hinge	0.458	0.292	0.417	vyris
hint	0.602	0.330	0.517	užuomina
hinterland	0.530	0.520	0.457	užnugaryje
hip	0.448	0.415	0.345	klubo
hip hop	0.740	0.714	0.484	hip hopas
hippie	0.551	0.400	0.396	hipis
hippo	0.490	0.404	0.477	begemotas
hippopotamus	0.541	0.472	0.615	begemotas
hire	0.688	0.558	0.556	samdyti
hirsute	0.385	0.483	0.373	hirsute
hiss	0.388	0.480	0.370	šnypštimas
hissing	0.500	0.454	0.400	šnypšdamas
histology	0.490	0.320	0.560	histologija
historian	0.688	0.270	0.637	istorikas
historic	0.816	0.473	0.784	istorinis
historical	0.653	0.357	0.833	istorinis
historiography	0.562	0.415	0.634	istoriografija
history	0.729	0.382	0.754	istorija
hit	0.235	0.931	0.679	pataikyti
hitch	0.512	0.480	0.554	kablys
hitchhike	0.396	0.622	0.385	autostopu
hitchhiker	0.594	0.626	0.603	autostopu
hitherto	0.448	0.356	0.463	iki šiol
hitter	0.418	0.683	0.713	smogikas
hive	0.471	0.452	0.544	avilys
hives	0.417	0.473	0.591	dilgėlinė
hoard	0.506	0.412	0.518	kaupti
hoarse	0.281	0.402	0.315	užkimęs
hoary	0.469	0.298	0.424	šlykštus
hoax	0.146	0.696	0.303	apgaulė
hob	0.633	0.363	0.415	kaitlentė
hobbit	0.479	0.489	0.472	hobitas
hobby	0.827	0.560	0.471	hobis
hobo	0.323	0.443	0.282	valkata
hock	0.513	0.452	0.412	kulnas
hockey	0.565	0.786	0.548	ledo ritulys
hoe	0.302	0.480	0.418	Kauptukas
hog	0.317	0.509	0.271	šernas
hogwash	0.420	0.490	0.361	šermukšnis
hohoho	0.677	0.433	0.330	Ho Ho Ho
hoist	0.521	0.520	0.458	keltuvas
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	laikykite
holder	0.592	0.330	0.713	laikiklis
holding	0.600	0.385	0.670	laikantis
holdup	0.398	0.471	0.398	palauk
hole	0.531	0.310	0.330	skylė
holiday	0.948	0.431	0.593	šventė
holidays	0.939	0.521	0.512	atostogos
holidayseason	0.875	0.566	0.518	atostogų sezonas
holiness	0.860	0.264	0.742	šventumas
holistic	0.670	0.348	0.547	holistinis
holler	0.276	0.825	0.406	šūktelėjo
hollow	0.300	0.337	0.222	tuščiaviduriai
holly	0.510	0.250	0.443	Holly
holocaust	0.062	0.918	0.618	holokaustas
hologram	0.615	0.461	0.575	holograma
holographic	0.510	0.471	0.555	holografinis
holster	0.561	0.255	0.339	dėklas
holy	0.812	0.112	0.690	šventas
holyspirit	0.740	0.480	0.526	Šventoji Dvasia
homage	0.833	0.560	0.737	pagerbimas
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	namai
homeboy	0.602	0.255	0.436	namų berniukas
homecoming	0.760	0.413	0.472	grįžimas namo
homeland	0.663	0.439	0.868	tėvynė
homeless	0.042	0.450	0.188	benamiai
homely	0.745	0.157	0.399	jaukus
homemade	0.869	0.340	0.398	naminis
homeopathic	0.417	0.268	0.400	homeopatinis
homeopathy	0.469	0.284	0.439	homeopatija
homeowner	0.635	0.397	0.962	Namo savininkas
homeroom	0.604	0.480	0.491	namų kambarys
homesick	0.436	0.304	0.347	namų ilgesys
homestead	0.865	0.221	0.536	sodyba
homesweethome	0.796	0.380	0.538	namai namučiai
hometown	0.858	0.333	0.605	Gimtasis miestas
homeward	0.833	0.275	0.435	namo
homework	0.396	0.412	0.459	namų darbai
homey	0.769	0.278	0.500	jaukus
homicidal	0.020	0.912	0.573	žmogžudiškas
homicide	0.010	0.973	0.518	žmogžudystė
homily	0.621	0.358	0.425	homilija
homing	0.551	0.460	0.527	įkurdinimas
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	homogeniškumas
homogeneous	0.552	0.255	0.617	vienalytis
homologous	0.471	0.353	0.536	homologiškas
homologue	0.542	0.356	0.509	homologas
homology	0.571	0.494	0.527	homologija
homophobic	0.130	0.736	0.464	homofobiškas
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	šlifuoti
honest	0.927	0.254	0.750	nuoširdus
honesty	0.938	0.411	0.728	sąžiningumas
honey	0.920	0.431	0.510	medus
honeycomb	0.541	0.417	0.412	korio
honeymoon	0.979	0.678	0.526	medaus mėnuo
honeysuckle	0.597	0.451	0.517	sausmedis
honk	0.549	0.635	0.415	dumbėti
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	garbė
honorable	0.963	0.412	0.830	garbingas
honorarium	0.796	0.510	0.746	honoraras
honorary	0.885	0.565	0.811	garbės
honored	0.938	0.447	0.732	pagerbtas
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	gaubtas
hooded	0.306	0.745	0.439	su gobtuvu
hoodlum	0.354	0.720	0.432	gaubtas
hoof	0.427	0.341	0.365	kanopa
hook	0.418	0.444	0.395	kabliukas
hooked	0.610	0.661	0.454	užsikabinęs
hooker	0.214	0.889	0.373	kalinys
hookup	0.625	0.529	0.683	pakabinti
hooky	0.468	0.500	0.452	kibęs
hooligan	0.295	0.712	0.455	chuliganas
hoop	0.635	0.204	0.315	lankas
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	urra
hoot	0.449	0.560	0.430	šaukti
hooter	0.470	0.615	0.455	hooteris
hop	0.450	0.520	0.427	hop
hope	0.927	0.317	0.739	viltis
hopeful	0.947	0.357	0.627	tikintis
hopeless	0.094	0.298	0.112	beviltiška
hopelessness	0.052	0.402	0.223	beviltiškumas
hopes	0.917	0.500	0.702	viltis
hoping	0.684	0.469	0.454	tikėdamasis
hopper	0.396	0.491	0.442	bunkeris
horde	0.286	0.713	0.684	orda
horizon	0.729	0.284	0.590	horizontas
horizontal	0.573	0.304	0.387	horizontaliai
horizontally	0.500	0.356	0.439	horizontaliai
hormonal	0.500	0.620	0.551	hormoninis
hormone	0.490	0.750	0.621	hormonas
horn	0.385	0.510	0.366	ragas
horned	0.316	0.610	0.375	raguotas
hornet	0.398	0.594	0.500	širšė
horny	0.490	0.908	0.560	raguotas
horoscope	0.500	0.360	0.490	horoskopas
horrendous	0.073	0.755	0.365	baisu
horrible	0.071	0.857	0.398	siaubinga
horribly	0.050	0.631	0.454	siaubingai
horrid	0.052	0.765	0.419	baisu
horrific	0.094	0.846	0.481	siaubinga
horrified	0.040	0.885	0.368	pasibaisėjęs
horrifying	0.010	0.760	0.352	siaubingą
horror	0.115	0.850	0.438	siaubas
horrors	0.061	0.852	0.409	siaubas
horse	0.635	0.510	0.529	arklys
horseback	0.688	0.588	0.566	žirgais
horseman	0.441	0.700	0.676	raitelis
horsepower	0.594	0.735	0.735	arklio galių
horseradish	0.321	0.584	0.476	krienų
horseshit	0.153	0.582	0.179	arklio šūdas
horseshoe	0.673	0.350	0.406	pasaga
horsey	0.602	0.454	0.462	arklys
horticultural	0.594	0.387	0.509	sodininkystės
horticulture	0.700	0.420	0.434	sodininkystė
hosannah	0.679	0.373	0.500	ozana
hose	0.469	0.288	0.263	žarna
hosiery	0.520	0.344	0.373	trikotažas
hospice	0.337	0.443	0.535	ligoninė
hospitable	0.791	0.470	0.661	svetingas
hospital	0.323	0.537	0.598	ligoninė
hospitality	0.865	0.333	0.725	svetingumas
host	0.693	0.471	0.537	šeimininkas
hostage	0.163	0.923	0.325	įkaitas
hostel	0.479	0.500	0.398	nakvynės namai
hostess	0.792	0.604	0.688	šeimininkė
hostile	0.188	0.877	0.474	priešiškas
hostilities	0.276	0.810	0.444	karo veiksmai
hostility	0.122	0.775	0.465	priešiškumas
hot	0.490	0.740	0.573	karšta
hot sauce	0.333	0.740	0.509	aštrus padažas
hotbed	0.510	0.285	0.395	židinys
hotdog	0.720	0.438	0.373	dešrainis
hotel	0.740	0.370	0.407	viešbutis
hothead	0.240	0.849	0.518	karštakošis
hotline	0.592	0.565	0.663	karštoji linija
hotshot	0.500	0.727	0.615	karštas šūvis
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	skalikas
hour	0.552	0.265	0.336	valandą
hourglass	0.542	0.284	0.492	smėlio laikrodis
hourly	0.469	0.418	0.491	valandinis
house	0.587	0.135	0.533	namas
houseboat	0.604	0.389	0.429	namelis
houseboy	0.479	0.415	0.393	namų berniukas
housebroken	0.518	0.461	0.389	apgriuvęs namuose
houseguest	0.530	0.500	0.481	namų svečias
household	0.781	0.230	0.667	namų ūkis
householder	0.816	0.541	0.833	namų šeimininkas
housekeeper	0.694	0.279	0.520	namų šeimininkė
housekeeping	0.604	0.500	0.445	namų tvarkymas
housewarming	0.857	0.710	0.727	įkurtuvės
housewife	0.656	0.361	0.449	namų šeimininkė
housework	0.484	0.413	0.342	namų ruošos darbai
housing	0.776	0.304	0.591	būstą
hovel	0.333	0.296	0.322	namelis
hover	0.510	0.431	0.404	užveskite pelės žymeklį
hovercraft	0.541	0.654	0.588	orlaivis
howl	0.357	0.646	0.407	kaukti
howsoever	0.459	0.309	0.345	kad ir kaip būtų
hoy	0.583	0.298	0.471	sveikas
hub	0.479	0.399	0.433	centras
hubby	0.548	0.435	0.430	vyrą
huckleberry	0.600	0.279	0.296	uogienė
huddle	0.604	0.509	0.445	susiglausti
hue	0.507	0.416	0.417	atspalvis
huff	0.388	0.491	0.315	siautėti
huffy	0.420	0.616	0.375	pasipūtęs
hug	0.908	0.427	0.548	apkabinti
huge	0.573	0.625	0.783	didelis
hugger	0.520	0.480	0.412	apkabinti
huggy	0.854	0.429	0.451	apsikabinęs
hugs	0.980	0.422	0.600	apkabinimai
hulk	0.460	0.740	0.750	Hulk
hull	0.542	0.265	0.353	korpusas
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	žmogus
humane	0.800	0.370	0.580	humaniškas
humanitarian	0.786	0.317	0.709	humanitarinis
humanities	0.729	0.325	0.677	humanitariniai mokslai
humanity	0.750	0.360	0.727	žmogiškumas
humankind	0.885	0.394	0.714	žmonija
humanoid	0.521	0.462	0.491	humanoidas
humanrights	0.792	0.559	0.730	Žmonių teisės
humble	0.867	0.236	0.483	nuolankus
humbled	0.280	0.618	0.198	nusižeminęs
humbly	0.771	0.194	0.370	nuolankiai
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	niūrus
humid	0.375	0.324	0.366	drėgnas
humidity	0.464	0.373	0.367	drėgmės
humiliate	0.052	0.714	0.275	pažeminti
humiliated	0.104	0.712	0.216	pažemintas
humiliating	0.062	0.716	0.279	žeminantis
humiliation	0.048	0.712	0.310	pažeminimas
humility	0.740	0.118	0.444	nuolankumas
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	kolibris
humongous	0.378	0.538	0.536	nuolankus
humor	0.890	0.633	0.462	humoras
humored	0.854	0.657	0.545	humoristinis
humorist	0.958	0.790	0.607	humoristas
humorous	0.906	0.616	0.665	humoristinis
hump	0.296	0.462	0.250	kupra
humpback	0.235	0.346	0.247	kuprotas
hunch	0.561	0.630	0.567	nuojauta
hunchback	0.208	0.390	0.259	kuprotas
hundred	0.604	0.370	0.406	šimtas
hundredth	0.427	0.368	0.466	šimtoji
hunger	0.083	0.554	0.328	alkis
hungry	0.083	0.690	0.254	alkanas
hunk	0.438	0.375	0.361	gabalas
hunks	0.417	0.453	0.482	gabalai
hunky	0.469	0.571	0.438	gudrus
hunt	0.327	0.806	0.588	medžioti
hunter	0.292	0.817	0.817	medžiotojas
hunting	0.448	0.713	0.714	medžioklė
huntress	0.357	0.717	0.765	medžiotoja
hurdle	0.198	0.682	0.434	kliūtis
hurl	0.316	0.745	0.574	mesti
hurrah	0.802	0.740	0.500	urai
hurricane	0.177	0.958	0.787	uraganas
hurricanes	0.286	0.898	0.784	uraganai
hurried	0.314	0.806	0.393	paskubėjo
hurry	0.422	0.735	0.481	paskubėk
hurryup	0.473	0.791	0.555	Paskubėk
hurt	0.062	0.773	0.291	skaudėjo
hurtful	0.104	0.680	0.463	žeidžiantis
hurting	0.153	0.778	0.221	skauda
husband	0.771	0.500	0.655	vyras
husbandry	0.643	0.473	0.445	ūkininkavimas
hush	0.471	0.231	0.312	tyla
hushed	0.292	0.194	0.272	nutilo
husk	0.378	0.173	0.147	lukštas
husky	0.630	0.450	0.490	haskis
hussy	0.219	0.594	0.384	šlykštus
hustle	0.406	0.661	0.427	stumdymasis
hustler	0.260	0.821	0.627	stumdytojas
hut	0.633	0.270	0.375	trobelė
hutch	0.385	0.453	0.520	namelis
hyacinth	0.372	0.360	0.342	hiacintas
hybrid	0.500	0.365	0.570	hibridas
hydra	0.406	0.598	0.534	hidra
hydrant	0.570	0.413	0.367	hidrantas
hydrate	0.610	0.367	0.547	hidratuoti
hydraulic	0.522	0.398	0.596	hidraulinis
hydraulics	0.500	0.530	0.588	hidraulika
hydrocephalus	0.286	0.629	0.393	hidrocefalija
hydrodynamics	0.552	0.582	0.664	hidrodinamika
hydrogen	0.469	0.303	0.554	vandenilis
hydrographic	0.490	0.396	0.642	hidrografinis
hydrology	0.500	0.380	0.509	hidrologija
hydrophobia	0.323	0.784	0.351	hidrofobija
hydroponics	0.500	0.549	0.500	hidroponika
hyena	0.396	0.719	0.464	hiena
hygiene	0.781	0.287	0.537	higiena
hygienic	0.719	0.245	0.702	higieniškas
hygienist	0.698	0.389	0.682	higienistas
hymen	0.469	0.651	0.457	mergystės plėvė
hymn	0.735	0.292	0.634	himnas
hype	0.510	0.500	0.586	hype
hyped	0.708	0.582	0.679	sujaudintas
hyper	0.542	0.616	0.640	hiper
hyperactive	0.500	0.921	0.660	hiperaktyvus
hyperbole	0.469	0.521	0.542	hiperbolė
hyperspace	0.510	0.623	0.755	hipererdvė
hypertension	0.133	0.784	0.427	hipertenzija
hypertrophy	0.312	0.625	0.413	hipertrofija
hyperventilate	0.347	0.729	0.556	hiperventiliuoti
hyperventilating	0.164	0.802	0.625	hiperventiliacija
hyphen	0.552	0.356	0.381	brūkšnelis
hypnosis	0.417	0.410	0.546	hipnozė
hypnotic	0.571	0.560	0.569	hipnotizuojantis
hypnotist	0.490	0.455	0.627	hipnotizuotojas
hypnotize	0.469	0.507	0.508	užhipnotizuoti
hypnotized	0.449	0.434	0.380	užhipnotizuotas
hypochondriac	0.194	0.588	0.333	hipochondrikas
hypocrisy	0.156	0.523	0.370	veidmainystė
hypocrite	0.082	0.673	0.306	veidmainis
hypocritical	0.048	0.740	0.415	veidmainiškas
hypodermic	0.240	0.441	0.445	hipoderminis
hypothalamus	0.593	0.427	0.539	pagumburio
hypothermia	0.184	0.620	0.301	hipotermija
hypothesis	0.552	0.370	0.509	hipotezė
hypothetical	0.480	0.367	0.361	hipotetinis
hysterectomy	0.178	0.660	0.470	histerektomija
hysteria	0.224	0.906	0.482	isterija
hysterical	0.290	0.942	0.398	isteriškas
ibuprofen	0.448	0.427	0.504	ibuprofenas
ice	0.440	0.265	0.219	ledas
ice tea	0.771	0.337	0.336	šalta arbata
iceberg	0.344	0.540	0.648	ledkalnis
icebox	0.560	0.222	0.370	ledinė
icebreaker	0.571	0.545	0.848	ledlaužis
iced	0.564	0.482	0.339	ledinis
icing	0.688	0.452	0.411	apledėjimas
icky	0.357	0.510	0.342	šlykštus
icon	0.549	0.349	0.415	piktogramą
iconic	0.583	0.537	0.700	ikoniškas
iconography	0.602	0.382	0.653	ikonografija
icy	0.684	0.375	0.345	ledinis
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	idėja
ideal	0.802	0.437	0.736	idealus
idealism	0.635	0.436	0.689	idealizmas
idealist	0.816	0.510	0.802	idealistas
idealistic	0.812	0.469	0.755	idealistinis
identical	0.635	0.380	0.527	identiški
identically	0.667	0.427	0.487	identiškai
identification	0.714	0.451	0.692	identifikavimas
identify	0.635	0.480	0.667	nustatyti
identity	0.663	0.360	0.780	tapatybę
ideology	0.573	0.344	0.692	ideologija
idiocy	0.112	0.635	0.137	idiotizmas
idiom	0.520	0.337	0.445	idioma
idiomatic	0.531	0.429	0.516	idiomatinis
idiot	0.086	0.567	0.113	idiotas
idiotic	0.104	0.620	0.170	idiotiškas
idiots	0.143	0.600	0.144	idiotai
idle	0.179	0.167	0.112	tuščiąja eiga
idleness	0.308	0.330	0.228	dykinėjimas
idler	0.200	0.304	0.194	tuščiagalvis
idol	0.684	0.805	0.853	stabas
idolatry	0.365	0.571	0.625	stabmeldystė
idolizing	0.676	0.712	0.643	stabmeldymas
idyllic	0.571	0.394	0.593	idiliška
iffy	0.380	0.442	0.333	neblogas
ifonly	0.406	0.250	0.255	jei tik
igloo	0.569	0.302	0.345	iglu
igneous	0.469	0.466	0.517	magminis
ignite	0.458	0.785	0.675	uždegti
ignition	0.365	0.720	0.657	uždegimas
ignorance	0.153	0.417	0.209	nežinojimas
ignorant	0.102	0.461	0.223	neišmanantis
ignore	0.146	0.230	0.295	ignoruoti
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	nekenčiu vorų
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	nesveikas
illegal	0.061	0.787	0.337	neteisėtas
illegality	0.094	0.635	0.427	neteisėtumas
illegally	0.133	0.788	0.402	nelegaliai
illegible	0.296	0.490	0.315	neįskaitomas
illegitimate	0.184	0.644	0.302	neteisėtas
illicit	0.188	0.794	0.390	neteisėtas
illiterate	0.120	0.410	0.151	neraštingi
illness	0.098	0.717	0.211	liga
illogical	0.208	0.630	0.251	nelogiška
illuminate	0.905	0.646	0.782	apšviesti
illuminating	0.949	0.613	0.773	šviečiantys
illumination	0.760	0.588	0.537	apšvietimas
illuminator	0.770	0.566	0.718	šviestuvas
illusion	0.562	0.490	0.387	iliuzija
illustrate	0.750	0.430	0.690	iliustruoti
illustration	0.740	0.441	0.640	iliustracija
illustrative	0.771	0.452	0.647	iliustratyvus
illustrious	0.673	0.550	0.741	pasižymėjęs
ilovechristmas	0.885	0.590	0.525	linksmosios Kalėdos
iloveher	0.750	0.519	0.556	aš myliu ją
image	0.653	0.241	0.453	vaizdas
imagery	0.653	0.327	0.390	vaizdiniai
imaginable	0.613	0.529	0.596	įsivaizduojamas
imaginary	0.560	0.424	0.310	įsivaizduojamas
imagination	0.802	0.491	0.547	vaizduotė
imaginative	0.780	0.541	0.593	vaizduotės
imagine	0.759	0.480	0.587	įsivaizduoti
imagined	0.656	0.412	0.418	įsivaizdavo
imaging	0.724	0.394	0.482	vaizdavimas
imagining	0.765	0.458	0.545	įsivaizduodamas
imam	0.527	0.337	0.539	imamas
imbalance	0.115	0.538	0.264	disbalansas
imbecile	0.082	0.569	0.260	beprotiškas
imbedded	0.406	0.580	0.562	įterptas
imissyou	0.480	0.608	0.344	aš tavęs pasiilgau
imitate	0.469	0.561	0.336	mėgdžioti
imitated	0.333	0.391	0.442	mėgdžiojo
imitation	0.406	0.592	0.343	imitacija
immaculate	0.698	0.330	0.688	nepriekaištinga
immaterial	0.296	0.309	0.295	nematerialus
immature	0.114	0.500	0.200	nesubrendęs
immaturity	0.146	0.567	0.221	nebrandumas
immeasurable	0.510	0.539	0.712	neišmatuojamas
immeasurably	0.510	0.640	0.680	neišmatuojamai
immediacy	0.635	0.630	0.627	betarpiškumas
immediate	0.656	0.548	0.716	nedelsiant
immediately	0.552	0.780	0.707	nedelsiant
immemorial	0.327	0.469	0.454	neatmenamas
immense	0.755	0.750	0.811	didžiulis
immerse	0.510	0.577	0.509	panardinti
immersion	0.510	0.556	0.564	panardinimas
immigrant	0.357	0.663	0.509	imigrantas
immigration	0.390	0.667	0.454	imigracija
imminent	0.490	0.784	0.643	neišvengiamas
immobile	0.225	0.217	0.298	nejudrus
immoral	0.143	0.622	0.385	amoralus
immorality	0.188	0.689	0.315	amoralumas
immortal	0.812	0.750	0.795	nemirtingas
immortality	0.688	0.635	0.861	nemirtingumas
immovable	0.480	0.310	0.571	nekilnojamasis
immune	0.629	0.472	0.780	imuninis
immunity	0.633	0.316	0.786	imunitetas
immunization	0.667	0.510	0.733	imunizacija
immutable	0.427	0.431	0.571	nekintamas
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	poveikį
impair	0.153	0.500	0.360	pabloginti
impaired	0.130	0.459	0.269	sutrikusi
impairment	0.170	0.571	0.220	pablogėjimas
impart	0.521	0.441	0.694	perteikti
impartial	0.531	0.406	0.685	nešališkas
impartiality	0.622	0.394	0.616	nešališkumas
impassable	0.342	0.458	0.553	nepravažiuojamas
impassioned	0.740	0.780	0.802	aistringas
impatience	0.278	0.780	0.411	nekantrumas
impatient	0.250	0.708	0.429	nekantrus
impatiently	0.194	0.750	0.539	nekantriai
impeach	0.208	0.776	0.664	apkaltą
impeachment	0.163	0.735	0.694	apkalta
impeccable	0.833	0.370	0.824	nepriekaištingos
impede	0.271	0.510	0.604	trukdyti
impediment	0.163	0.600	0.409	kliūtis
impelled	0.604	0.741	0.690	pastūmėtas
impending	0.480	0.735	0.752	artėjantis
impenetrable	0.531	0.577	0.839	nepereinamas
imperative	0.625	0.647	0.708	imperatyvus
imperceptible	0.378	0.490	0.548	nepastebimas
imperfect	0.173	0.527	0.202	netobulas
imperfection	0.190	0.567	0.321	netobulumas
imperfectly	0.297	0.481	0.330	netobulai
imperial	0.669	0.646	0.922	imperatoriškoji
imperialist	0.284	0.786	0.833	imperialistinis
impermeable	0.510	0.308	0.558	nepralaidus
impermissible	0.188	0.464	0.352	neleistina
impersonal	0.316	0.356	0.472	beasmenis
impersonate	0.510	0.632	0.591	apsimesti
impersonation	0.375	0.618	0.528	apsimetinėjimas
impersonator	0.469	0.586	0.406	apsimetėlis
impertinence	0.170	0.653	0.420	įžūlumas
impertinent	0.219	0.826	0.373	įžūlus
impervious	0.582	0.408	0.536	nepralaidus
impetuous	0.602	0.814	0.712	veržlus
impetus	0.521	0.740	0.635	postūmis
implacable	0.569	0.663	0.830	nenumaldomas
implant	0.429	0.510	0.588	implantas
implantation	0.396	0.604	0.741	implantacija
implanted	0.347	0.500	0.679	implantuotas
implement	0.720	0.573	0.792	įgyvendinti
implicate	0.250	0.670	0.434	apkaltinti
implicated	0.354	0.673	0.438	susijęs
implication	0.337	0.528	0.690	implikacija
implied	0.327	0.530	0.481	numanoma
implore	0.396	0.650	0.377	maldauti
implosion	0.412	0.724	0.547	sprogimas
imply	0.542	0.670	0.533	reikšti
impolite	0.167	0.590	0.282	nemandagus
import	0.615	0.480	0.623	importuoti
importance	0.750	0.580	0.864	svarbą
important	0.827	0.630	0.836	svarbu
importation	0.625	0.500	0.733	importas
impose	0.503	0.721	0.745	primesti
imposing	0.392	0.731	0.836	impozantiškas
imposition	0.357	0.604	0.618	primetimas
impossibility	0.170	0.625	0.306	neįmanomumas
impossible	0.153	0.510	0.407	neįmanomas
impostor	0.135	0.704	0.442	apsimetėlis
impotence	0.198	0.689	0.224	impotencija
impotent	0.146	0.587	0.333	impotentas
impound	0.230	0.587	0.583	areštuoti
impoverished	0.125	0.311	0.203	nuskurdęs
impracticable	0.398	0.549	0.381	neįgyvendinama
impractical	0.160	0.373	0.291	nepraktiška
impregnable	0.378	0.549	0.667	neįveikiamas
impregnate	0.510	0.721	0.655	impregnuoti
impress	0.816	0.744	0.895	sužavėti
impressed	0.806	0.770	0.429	sužavėtas
