English Word	Valence	Arousal	Dominance	Esperanto Word
millennium	0.573	0.398	0.760	jarmilo
milligram	0.429	0.217	0.302	miligramo
millimeter	0.427	0.177	0.360	milimetro
million	0.776	0.647	0.812	miliono
millionaire	0.917	0.755	0.850	milionulo
millionth	0.635	0.528	0.611	milionono
millstone	0.510	0.433	0.492	muelŝtono
mime	0.455	0.235	0.302	mimi
mimic	0.557	0.587	0.391	imiti
mimicking	0.316	0.433	0.364	imitante
mimicry	0.420	0.337	0.472	mimiko
mince	0.417	0.529	0.378	piki
mincemeat	0.396	0.435	0.358	minkviando
mind	0.650	0.388	0.627	menso
minded	0.656	0.394	0.627	minded
mindful	0.765	0.450	0.725	atenta
mindfulness	0.729	0.635	0.745	atenteco
mindless	0.184	0.333	0.153	sensenca
mine	0.688	0.418	0.578	mia
minefield	0.188	0.839	0.684	minkampo
miner	0.408	0.594	0.644	ministo
mineral	0.519	0.287	0.605	mineralo
mineralogy	0.551	0.408	0.545	mineralogio
mingle	0.561	0.480	0.434	miksi
mingled	0.521	0.392	0.357	miksita
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniaturo
minibus	0.439	0.390	0.428	mikrobuso
minim	0.518	0.208	0.138	minimum
minimal	0.448	0.147	0.206	minimuma
minimize	0.360	0.236	0.311	minimumigi
minimized	0.458	0.137	0.208	minimumigita
minimum	0.380	0.198	0.194	minimumo
mining	0.633	0.598	0.554	Minado
minion	0.490	0.430	0.167	servisto
minister	0.547	0.441	0.892	ministro
ministerial	0.571	0.519	0.660	ministeria
ministry	0.510	0.346	0.717	ministerio
minivan	0.592	0.356	0.452	furgoneto
mink	0.560	0.515	0.430	vizono
minnow	0.541	0.367	0.364	minow
minor	0.250	0.235	0.175	minora
minority	0.310	0.332	0.211	minoritato
minstrel	0.458	0.541	0.397	menestrelo
mint	0.688	0.221	0.345	mento
minty	0.635	0.292	0.361	mento
minuscule	0.396	0.286	0.214	minusklo
minute	0.582	0.279	0.356	minuto
minutiae	0.323	0.257	0.316	detaloj
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	miraklo
miracles	0.922	0.735	0.692	mirakloj
miraculous	0.875	0.706	0.812	mirakla
mirage	0.546	0.487	0.562	miraĝo
mire	0.344	0.376	0.298	marĉo
mirror	0.677	0.310	0.438	spegulo
mirth	0.888	0.640	0.608	gajeco
misappropriation	0.097	0.831	0.500	misproprigo
misbehave	0.020	0.847	0.304	miskonduti
misbehavior	0.031	0.704	0.269	miskonduto
miscalculation	0.177	0.490	0.353	miskalkulo
miscarriage	0.042	0.781	0.312	aborto
miscellaneous	0.531	0.321	0.196	diversaj
miscellany	0.500	0.412	0.384	miksaĵo
mischief	0.385	0.834	0.292	petolon
mischievous	0.439	0.804	0.472	petolema
misconception	0.210	0.557	0.291	miskompreniĝo
misconduct	0.061	0.667	0.304	miskonduto
misdemeanor	0.210	0.640	0.364	delikto
misdirection	0.131	0.710	0.281	misdirekto
miser	0.208	0.633	0.311	avarulo
miserable	0.062	0.461	0.188	mizera
miserably	0.280	0.545	0.150	mizere
misery	0.146	0.378	0.158	mizero
misfire	0.153	0.453	0.200	misfajro
misfit	0.173	0.500	0.393	miskapablaj
misfortune	0.094	0.780	0.311	malfeliĉo
misguided	0.280	0.531	0.259	misgvidita
mishap	0.071	0.654	0.227	malbonŝanco
misinformed	0.156	0.567	0.250	misinformita
misinterpretation	0.112	0.556	0.360	misinterpreto
mislead	0.167	0.765	0.412	erarigi
misleading	0.070	0.660	0.272	misgvida
misled	0.177	0.606	0.353	erarigis
mismanagement	0.094	0.520	0.295	misadministrado
mismatch	0.250	0.459	0.282	miskongruo
mismatched	0.250	0.557	0.302	miskongrua
misnomer	0.296	0.528	0.284	misnomo
misplace	0.229	0.461	0.191	mislokiĝas
misplaced	0.247	0.450	0.324	mislokigita
misread	0.115	0.558	0.315	mislegita
misrepresent	0.198	0.542	0.418	misprezenti
misrepresentation	0.323	0.618	0.518	misprezento
misrepresented	0.042	0.519	0.466	misprezentita
miss	0.573	0.490	0.408	fraŭlino
missile	0.240	0.830	0.764	misilo
missiles	0.070	0.922	0.830	misiloj
missing	0.306	0.418	0.222	mankas
missingyou	0.260	0.471	0.377	sopiras vin
mission	0.765	0.633	0.870	misio
missionary	0.729	0.404	0.596	misiisto
misspell	0.292	0.423	0.281	misliterumo
misstatement	0.302	0.547	0.221	eraro
missy	0.521	0.480	0.333	fraŭlino
mist	0.375	0.194	0.221	nebulo
mistake	0.208	0.585	0.102	eraro
mistaken	0.131	0.630	0.212	erare
mister	0.604	0.406	0.663	sinjoro
mistletoe	0.542	0.470	0.324	visko
mistreated	0.010	0.792	0.200	mistraktita
mistress	0.630	0.796	0.694	mastrino
mistrial	0.427	0.539	0.536	misproceso
mistrust	0.135	0.657	0.231	malfido
misty	0.427	0.451	0.278	nebula
misunderstand	0.177	0.548	0.382	miskompreni
misunderstanding	0.112	0.618	0.284	miskompreno
misunderstood	0.177	0.625	0.309	miskomprenita
misuse	0.083	0.560	0.196	misuzo
mite	0.290	0.584	0.271	akaro
miter	0.458	0.500	0.414	mitro
mitigate	0.506	0.427	0.456	mildigi
mitigating	0.551	0.520	0.600	mildigi
mitigation	0.448	0.527	0.423	mildigo
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	mitteno
mitzvah	0.422	0.610	0.409	mitcvah
mix	0.542	0.490	0.472	miksi
mixed	0.510	0.346	0.444	miksita
mixedemotions	0.440	0.673	0.430	miksitaj emocioj
mixer	0.562	0.500	0.556	miksilo
mixture	0.546	0.360	0.481	miksaĵo
mnemonic	0.531	0.480	0.452	mnemoniko
moan	0.357	0.735	0.352	ĝemi
moat	0.398	0.380	0.314	ĉirkaŭfosaĵo
mob	0.296	0.788	0.567	mafio
mobile	0.615	0.569	0.481	movebla
mobility	0.700	0.596	0.654	movebleco
mobilization	0.688	0.720	0.787	mobilizado
mobilize	0.604	0.684	0.727	mobilizi
mobster	0.188	0.870	0.638	gangstero
mocha	0.500	0.396	0.311	mokao
mock	0.360	0.606	0.618	moki
mocked	0.225	0.746	0.204	mokis
mockery	0.094	0.806	0.181	mokado
mocking	0.082	0.755	0.394	mokante
mockingbird	0.513	0.337	0.423	mokbirdo
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modalo
modality	0.633	0.404	0.527	kategorio
mode	0.531	0.185	0.367	reĝimo
model	0.607	0.388	0.723	modelo
modeler	0.500	0.510	0.730	modelisto
modeling	0.684	0.404	0.490	modeligado
modem	0.573	0.355	0.500	modemo
moderate	0.582	0.190	0.453	modera
moderate anticipation	0.667	0.451	0.574	modera atendo
moderate disgust	0.229	0.558	0.381	modera abomeno
moderate negative	0.177	0.500	0.306	modera negativa
moderate positive	0.896	0.453	0.753	modera pozitiva
moderate surprise	0.776	0.663	0.637	modera surprizo
moderate trust	0.677	0.350	0.773	modera konfido
moderately	0.604	0.264	0.500	modere
moderating	0.667	0.402	0.783	moderigi
moderation	0.531	0.240	0.453	modereco
moderator	0.519	0.354	0.802	moderiganto
modern	0.855	0.423	0.691	modernaj
modernism	0.760	0.553	0.703	modernismo
modest	0.760	0.130	0.412	modesta
modesty	0.778	0.240	0.500	modesteco
modicum	0.234	0.417	0.327	modicum
modifiable	0.541	0.422	0.373	modifebla
modification	0.480	0.520	0.625	modifo
modified	0.561	0.458	0.693	modifita
modify	0.458	0.584	0.625	modifi
modulate	0.673	0.343	0.555	moduli
modulation	0.458	0.365	0.565	modulado
module	0.582	0.388	0.571	modulo
modulus	0.622	0.304	0.481	modulo
mogul	0.510	0.652	0.865	mogolo
moiety	0.378	0.343	0.454	duono
moist	0.470	0.316	0.386	humida
moisture	0.406	0.398	0.327	humideco
moisturizer	0.750	0.280	0.386	humidigilo
molar	0.544	0.426	0.350	molaro
molasses	0.490	0.269	0.286	melaso
mold	0.330	0.274	0.402	ŝimo
molded	0.667	0.361	0.373	muldita
molding	0.552	0.308	0.546	muldado
moldy	0.235	0.387	0.250	ŝima
mole	0.436	0.377	0.352	talpo
molecular	0.495	0.440	0.536	molekula
molecule	0.531	0.259	0.375	molekulo
molest	0.133	0.816	0.319	molesti
molestation	0.102	0.808	0.407	molestado
molester	0.143	0.811	0.478	molester
molten	0.417	0.490	0.339	fandita
mom	0.927	0.336	0.639	panjo
moment	0.604	0.435	0.509	momento
momentary	0.562	0.271	0.330	momenta
momentous	0.792	0.587	0.760	gravega
momentum	0.663	0.750	0.688	impeto
momma	0.833	0.412	0.527	panjo
mommy	0.854	0.353	0.422	panjo
monad	0.510	0.482	0.451	monado
monarch	0.583	0.559	0.870	monarko
monarchy	0.450	0.557	0.870	monarkio
monastery	0.694	0.183	0.726	monaĥejo
monastic	0.438	0.314	0.676	monaĥa
monetary	0.583	0.494	0.716	mona
money	0.844	0.608	0.827	mono
mongoloid	0.177	0.364	0.317	mongoloida
mongoose	0.327	0.380	0.546	mungoto
mongrel	0.425	0.438	0.395	mistulo
monitor	0.490	0.298	0.538	monitoro
monk	0.472	0.208	0.439	monaĥo
monkey	0.548	0.449	0.283	simio
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	monokromata
monogamous	0.510	0.335	0.402	monogama
monogamy	0.542	0.380	0.455	monogamio
monogram	0.480	0.210	0.425	monogramo
monogrammed	0.503	0.270	0.402	monogramita
monograph	0.500	0.242	0.481	monografio
monolayer	0.427	0.294	0.433	monotavolo
monolith	0.429	0.327	0.500	monolito
monologue	0.500	0.284	0.534	monologo
monopolist	0.330	0.590	0.725	monopolisto
monopoly	0.449	0.509	0.640	monopolo
monotonous	0.354	0.221	0.400	monotona
monotony	0.398	0.135	0.353	monotoneco
monoxide	0.433	0.430	0.490	monoksido
monsieur	0.552	0.340	0.623	sinjoro
monsoon	0.358	0.600	0.481	musono
monster	0.133	0.935	0.596	monstro
monstrosity	0.094	0.933	0.611	monstreco
monstrous	0.094	0.942	0.649	monstra
montage	0.438	0.520	0.388	muntado
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	monato
monthly	0.622	0.314	0.364	ĉiumonate
monument	0.833	0.404	0.811	monumento
monumental	0.656	0.594	0.955	monumenta
moo	0.438	0.355	0.300	muo
mooch	0.378	0.413	0.309	mooch
mood	0.720	0.500	0.500	humoro
moods	0.578	0.633	0.491	humoroj
moody	0.245	0.811	0.595	malbonhumora
moon	0.673	0.233	0.547	luno
moonbeam	0.700	0.290	0.491	lunradio
moonlight	0.865	0.264	0.409	lunlumo
moonlit	0.873	0.269	0.508	lunlumo
moonshine	0.633	0.389	0.491	lunbrilo
moonstruck	0.583	0.438	0.407	lunofrapita
moonwalk	0.615	0.586	0.525	lunpromenado
moor	0.311	0.464	0.378	erikejo
moored	0.344	0.500	0.417	alligita
mooring	0.323	0.490	0.444	alliĝado
moorings	0.406	0.500	0.516	ligoj
moorland	0.490	0.370	0.456	erikejo
moose	0.648	0.373	0.318	alko
moot	0.344	0.500	0.615	dubinda
mooted	0.388	0.580	0.463	diskutis
mop	0.396	0.442	0.296	mopo
mope	0.406	0.309	0.345	mopo
moped	0.582	0.582	0.554	mopedo
moral	0.700	0.459	0.796	moralo
morale	0.729	0.158	0.792	moralo
morality	0.750	0.408	0.759	moraleco
morals	0.646	0.430	0.611	moralo
morass	0.387	0.348	0.375	marĉo
moratorium	0.337	0.427	0.373	moratorio
moray	0.510	0.402	0.463	moreno
morbid	0.090	0.833	0.395	morbo
morbidity	0.370	0.630	0.443	malsaneco
morbidness	0.120	0.694	0.339	morbo
mores	0.582	0.317	0.684	moroj
morgue	0.022	0.539	0.241	kadavrodeponejo
moribund	0.083	0.488	0.167	moribunda
morn	0.542	0.284	0.345	mateno
morning	0.688	0.235	0.444	mateno
moron	0.133	0.587	0.183	stultulo
moronic	0.122	0.500	0.224	stultulo
morose	0.240	0.663	0.264	morose
morph	0.448	0.469	0.451	morfo
morphine	0.229	0.490	0.496	morfino
morphism	0.398	0.549	0.386	morfismo
morphology	0.516	0.373	0.639	morfologio
morrow	0.708	0.314	0.490	morgaŭ
morsel	0.490	0.296	0.400	peceto
mortal	0.196	0.786	0.510	mortemulo
mortality	0.229	0.726	0.518	morteco
mortar	0.333	0.627	0.562	mortero
mortgage	0.255	0.408	0.537	hipoteko
mortgagee	0.418	0.633	0.723	hipotekisto
mortgagor	0.431	0.522	0.490	hipotekisto
mortician	0.104	0.429	0.275	enterigisto
mortification	0.135	0.644	0.404	mortiĝo
mortified	0.073	0.731	0.270	mortigita
mortuary	0.133	0.606	0.427	kadavrodeponejo
mosaic	0.635	0.250	0.302	mozaiko
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	moskito
moss	0.235	0.270	0.245	musko
mossy	0.375	0.329	0.286	musko
mote	0.375	0.388	0.260	alveo
motel	0.531	0.372	0.450	motelo
moth	0.323	0.350	0.196	noktpapilio
mother	0.931	0.408	0.725	patrino
motherfucker	0.122	0.827	0.351	fiulo
motherfucking	0.071	0.823	0.373	patrinfiko
motherhood	0.844	0.546	0.667	patrineco
motherland	0.677	0.375	0.731	patrujo
motherless	0.163	0.541	0.337	senpatrino
motherly	0.927	0.324	0.710	patrineca
motif	0.688	0.481	0.527	motivo
motion	0.667	0.538	0.657	movo
motionless	0.323	0.210	0.246	senmova
motivate	0.812	0.776	0.873	instigi
motivating	0.958	0.820	0.787	instigi
motivation	0.854	0.784	0.802	instigo
motivational	0.906	0.646	0.858	instigaj
motive	0.667	0.588	0.663	motivo
motley	0.480	0.398	0.412	diverskolora
motor	0.531	0.551	0.648	motoro
motorbike	0.552	0.608	0.616	motorciklo
motorboat	0.677	0.500	0.390	motorboato
motorcade	0.708	0.730	0.593	aŭtoveturado
motorcar	0.694	0.565	0.682	aŭtomobilo
motorcycle	0.677	0.764	0.713	motorciklo
motorist	0.562	0.663	0.578	aŭtisto
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	makulita
motto	0.688	0.317	0.439	moto
mould	0.357	0.176	0.246	ŝimo
mound	0.520	0.481	0.509	tumulo
mount	0.500	0.292	0.348	monto
mountain	0.698	0.408	0.649	monto
mountaineer	0.635	0.774	0.535	montgrimpanto
mountainous	0.635	0.519	0.612	monta
mountains	0.766	0.433	0.569	montoj
mountaintop	0.653	0.541	0.713	montopinto
mourn	0.056	0.583	0.150	funebri
mournful	0.180	0.441	0.188	funebra
mourning	0.177	0.490	0.266	funebro
mouse	0.427	0.441	0.206	muso
mousetrap	0.180	0.643	0.330	muskaptilo
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	lipharoj
mousy	0.480	0.413	0.339	musa
mouth	0.734	0.294	0.336	buŝo
mouthful	0.609	0.565	0.389	buŝpleno
mouthpiece	0.573	0.346	0.393	buŝpeco
mouthwash	0.438	0.385	0.352	buŝa enlavo
movable	0.469	0.509	0.500	movebla
move	0.656	0.647	0.670	movi
movement	0.656	0.654	0.658	movado
mover	0.615	0.539	0.466	movilo
movie	0.792	0.560	0.471	filmo
movies	0.724	0.426	0.472	filmoj
moving	0.479	0.673	0.358	movanta
movingforward	0.857	0.518	0.848	movante antaŭen
movingon	0.490	0.529	0.435	pluirante
mow	0.420	0.559	0.393	falĉi
mower	0.458	0.510	0.368	falĉilo
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	tre bezonata
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	muck
mucked	0.184	0.500	0.373	mukita
mucous	0.330	0.296	0.293	mukoza
mucus	0.143	0.309	0.228	muko
mud	0.333	0.260	0.185	koto
muddle	0.184	0.710	0.336	konfuzi
muddled	0.250	0.615	0.263	konfuzita
muddy	0.292	0.400	0.283	Kota
muff	0.542	0.335	0.314	mufo
muffin	0.684	0.430	0.306	muffin
muffled	0.479	0.330	0.421	sufokita
muffler	0.357	0.407	0.454	dampilo
mug	0.542	0.214	0.382	mug
mugger	0.125	0.850	0.500	rabisto
mulberry	0.469	0.315	0.361	moruso
mulch	0.349	0.361	0.383	mulch
mule	0.320	0.337	0.254	mulo
mull	0.663	0.340	0.594	mull
mullet	0.521	0.356	0.377	muleto
multilateral	0.500	0.469	0.705	plurflanka
multimedia	0.611	0.390	0.607	plurmedia
multinational	0.656	0.510	0.842	multnacia
multiple	0.660	0.510	0.578	multoblaj
multiple sclerosis	0.188	0.587	0.483	multobla sklerozo
multiplex	0.610	0.590	0.667	multiplex
multiplication	0.646	0.565	0.762	multipliko
multiplicity	0.677	0.490	0.777	multeco
multiplied	0.802	0.559	0.729	multobligis
multiplier	0.643	0.615	0.741	multiplikanto
multiply	0.802	0.625	0.777	multigi
multitude	0.562	0.765	0.847	amaso
mum	0.802	0.317	0.698	panjo
mumble	0.292	0.444	0.245	murmuri
mumbo	0.429	0.506	0.336	mumbo
mummy	0.400	0.588	0.415	mumio
mumps	0.099	0.410	0.311	mumps
munch	0.541	0.277	0.434	mangxi
munchies	0.562	0.470	0.491	manĝetoj
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	sekulara
municipal	0.625	0.390	0.758	urba
municipality	0.569	0.280	0.614	municipo
mural	0.551	0.265	0.454	murpentraĵo
murder	0.061	0.942	0.615	murdo
murderer	0.010	0.960	0.650	murdisto
murderess	0.041	0.941	0.462	murdintino
murderous	0.017	0.940	0.682	murdema
murky	0.143	0.618	0.370	malklara
murmur	0.458	0.520	0.200	murmuro
muscle	0.359	0.490	0.645	muskolo
muscular	0.531	0.434	0.577	muskola
muse	0.760	0.360	0.509	muzo
muses	0.714	0.434	0.571	muzoj
museum	0.792	0.206	0.481	muzeo
mush	0.500	0.311	0.125	kaĉo
mushroom	0.490	0.274	0.269	fungo
mushy	0.520	0.200	0.182	kava
music	0.833	0.563	0.605	muziko
musical	0.908	0.630	0.530	muzika
musician	0.816	0.509	0.618	muzikisto
musing	0.740	0.151	0.465	meditante
musk	0.469	0.454	0.453	musko
musket	0.260	0.654	0.510	musketo
musketeer	0.694	0.569	0.705	muskedisto
muskrat	0.439	0.510	0.368	muskrato
muslin	0.439	0.304	0.352	muslino
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	devas
mustang	0.635	0.642	0.708	mustango
mustard	0.500	0.346	0.275	mustardo
muster	0.635	0.460	0.548	kunvenigi
musty	0.354	0.367	0.267	muŝa
mutable	0.426	0.531	0.491	ŝanĝebla
mutant	0.337	0.676	0.573	mutaciulo
mutate	0.281	0.548	0.463	mutacii
mutation	0.365	0.625	0.611	mutacio
mute	0.271	0.200	0.250	muta
muted	0.260	0.167	0.162	silentigita
mutilate	0.125	0.900	0.465	mutili
mutilated	0.041	0.841	0.356	mutilita
mutilation	0.122	0.782	0.456	kripligo
mutiny	0.323	0.890	0.549	ribelo
mutt	0.418	0.408	0.387	mutt
mutter	0.406	0.427	0.228	murmuretis
mutton	0.427	0.283	0.393	ŝafaĵo
mutual	0.729	0.321	0.464	reciproka
mutually	0.844	0.490	0.582	reciproke
muzzle	0.388	0.430	0.232	muzelo
myfavorite	0.812	0.587	0.615	mia plej ŝatata
myopia	0.245	0.387	0.226	miopeco
myopic	0.344	0.396	0.218	miopa
myriad	0.480	0.429	0.550	miriado
mysterious	0.448	0.699	0.455	mistera
mystery	0.417	0.667	0.519	mistero
mystic	0.643	0.520	0.535	mistikulo
mystical	0.594	0.443	0.689	mistika
mysticism	0.594	0.598	0.423	mistikismo
mystified	0.344	0.600	0.509	mistifikita
mystique	0.668	0.633	0.667	mistiko
myth	0.458	0.432	0.338	mito
mythic	0.635	0.528	0.645	mita
mythical	0.625	0.556	0.583	mita
mythological	0.760	0.573	0.658	mitologia
mythology	0.684	0.439	0.688	mitologio
nab	0.469	0.544	0.407	nab
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nenio
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	nag
nail	0.469	0.397	0.282	najlo
nail gun	0.378	0.806	0.574	najlo pafilo
naive	0.406	0.260	0.375	naiva
naked	0.323	0.885	0.288	nuda
nakedness	0.480	0.760	0.350	nudeco
namaste	0.719	0.255	0.464	namaste
name	0.573	0.300	0.415	nomo
named	0.562	0.396	0.565	nomita
nameless	0.344	0.280	0.164	sennomaj
namesake	0.418	0.327	0.404	samnomulo
naming	0.667	0.410	0.559	nomado
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	vartistino
nanometer	0.375	0.356	0.446	nanometro
nap	0.660	0.098	0.342	dormeto
napalm	0.265	0.580	0.471	napalmo
nape	0.427	0.268	0.298	nuko
napkin	0.469	0.142	0.209	buŝtuko
napping	0.765	0.046	0.306	dormante
nappy	0.529	0.333	0.207	vindotuko
narcissism	0.214	0.639	0.540	narcisismo
narcissist	0.173	0.614	0.629	narcisisto
narcissistic	0.323	0.708	0.655	narcisisma
narcotic	0.102	0.858	0.450	narkotaĵo
narrate	0.541	0.480	0.473	rakonti
narration	0.622	0.408	0.551	rakonto
narrative	0.580	0.303	0.443	rakonto
narrator	0.673	0.430	0.623	rakontanto
narrow	0.260	0.368	0.356	mallarĝa
narrowing	0.354	0.593	0.357	mallarĝiĝanta
nasal	0.479	0.340	0.330	nazalo
nascent	0.684	0.373	0.585	naskiĝanta
nasty	0.115	0.620	0.264	aĉa
natal	0.755	0.462	0.481	naskiĝa
nation	0.594	0.443	0.821	nacio
national	0.698	0.365	0.663	nacia
nationality	0.642	0.400	0.772	nacieco
nationwide	0.684	0.217	0.672	tutlande
native	0.635	0.422	0.710	denaska
nativity	0.750	0.337	0.673	naskiĝo
natural	0.854	0.118	0.481	natura
natural gas	0.635	0.324	0.396	natura gaso
naturalist	0.844	0.255	0.562	naturisto
naturalization	0.781	0.279	0.652	asimilado
naturalized	0.760	0.333	0.600	naturigita
naturally	0.854	0.276	0.549	nature
nature	0.857	0.184	0.643	naturo
naught	0.344	0.176	0.161	nenio
naughty	0.451	0.857	0.371	malbonulo
nausea	0.104	0.781	0.273	naŭzo
nauseate	0.062	0.660	0.176	naŭzo
nauseating	0.021	0.640	0.250	naŭza
nauseous	0.135	0.780	0.284	naŭza
nautical	0.646	0.250	0.579	naŭtika
nautilus	0.396	0.509	0.517	naŭtilo
naval	0.542	0.449	0.679	ŝipa
nave	0.583	0.448	0.585	navo
navel	0.448	0.261	0.276	umbiliko
navigable	0.749	0.406	0.645	navigebla
navigate	0.740	0.555	0.675	navigi
navigation	0.841	0.470	0.720	navigado
navigational	0.573	0.481	0.564	navigacia
navigator	0.583	0.592	0.623	navigisto
navy	0.531	0.760	0.764	mararmeo
nay	0.344	0.290	0.325	ne
nearsighted	0.271	0.373	0.265	miopa
neat	0.878	0.235	0.491	neta
neatly	0.802	0.412	0.588	bonorde
nebula	0.510	0.418	0.438	nebulozo
nebulae	0.490	0.330	0.472	nebulozoj
nebulous	0.469	0.347	0.417	nebula
necessarily	0.667	0.423	0.598	nepre
necessary	0.750	0.433	0.679	necesa
necessitate	0.578	0.604	0.516	necesigi
necessities	0.520	0.630	0.463	necesoj
necessity	0.567	0.471	0.588	neceso
neck	0.541	0.245	0.345	kolo
necklace	0.760	0.294	0.373	koliero
necktie	0.583	0.229	0.314	kravato
necromancer	0.333	0.625	0.536	nekromanto
necrosis	0.115	0.622	0.385	nekrozo
nectar	0.746	0.331	0.398	nektaro
need	0.510	0.574	0.200	bezonas
needalife	0.490	0.443	0.394	needalife
needed	0.677	0.342	0.679	bezonata
needful	0.582	0.460	0.614	bezonata
needit	0.250	0.472	0.356	bezonas ĝin
needle	0.250	0.472	0.360	kudrilo
needlepoint	0.653	0.500	0.556	pinglopinto
needles	0.250	0.602	0.348	nadloj
needless	0.327	0.385	0.200	senbezona
needtoknow	0.427	0.606	0.474	bezonas scii
needtorelax	0.673	0.438	0.274	bezonas malstreĉiĝi
needy	0.360	0.451	0.245	malriĉa
nefarious	0.184	0.720	0.528	malbonvola
negation	0.255	0.461	0.297	negacio
negative	0.102	0.527	0.176	negativa
negativity	0.060	0.520	0.273	negativeco
neglect	0.045	0.550	0.163	neglektado
neglected	0.271	0.385	0.160	neglektita
neglecting	0.177	0.441	0.230	neglektante
negligee	0.385	0.520	0.336	negligee
negligence	0.092	0.570	0.251	neglektemo
negligent	0.167	0.583	0.259	neglektema
negligently	0.056	0.583	0.266	neglekte
negligible	0.177	0.292	0.232	neglektinda
negotiable	0.688	0.585	0.731	intertraktebla
negotiate	0.612	0.708	0.769	intertrakti
negotiation	0.490	0.615	0.728	intertraktado
negotiator	0.635	0.471	0.817	intertraktanto
negro	0.354	0.368	0.461	negro
neigh	0.378	0.642	0.373	neigh
neighbor	0.657	0.448	0.434	najbaro
neighborhood	0.385	0.469	0.373	kvartalo
neighboring	0.656	0.306	0.481	najbara
nemesis	0.271	0.688	0.647	nemezo
neon	0.594	0.480	0.380	neono
neonatal	0.542	0.529	0.357	novnaska
neophyte	0.286	0.363	0.411	novfito
neoprene	0.316	0.451	0.443	neopreno
nephew	0.719	0.337	0.412	nevo
nepotism	0.349	0.584	0.517	nepotismo
nerd	0.408	0.481	0.315	nerdo
nerdy	0.296	0.255	0.292	nerdo
nerve	0.129	0.698	0.307	nervo
nerves	0.333	0.783	0.264	nervoj
nervous	0.235	0.820	0.213	nervoza
nervousness	0.163	0.915	0.241	nervozeco
nervouswreck	0.112	0.867	0.179	nervovundo
nervy	0.250	0.830	0.241	nervoza
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	nesto
nestle	0.625	0.308	0.379	nestle
nestling	0.604	0.427	0.286	nestado
net	0.441	0.288	0.417	reto
nether	0.240	0.265	0.259	nether
netting	0.368	0.509	0.585	reto
nettle	0.406	0.324	0.490	urtiko
network	0.531	0.337	0.466	reto
networking	0.625	0.482	0.545	retigado
neural	0.582	0.426	0.391	neŭrala
