English Word	Valence	Arousal	Dominance	Croatian Word
insecticide	0.188	0.598	0.430	insekticid
insecure	0.114	0.538	0.132	nesiguran
insecurity	0.094	0.647	0.350	nesigurnost
insemination	0.542	0.644	0.622	oplodnja
insensitive	0.219	0.471	0.302	neosjetljiv
inseparable	0.700	0.520	0.571	nerazdvojni
insert	0.481	0.552	0.519	umetnuti
inserted	0.479	0.402	0.476	umetnut
insertion	0.521	0.520	0.565	umetanje
inside	0.612	0.404	0.472	unutra
insider	0.625	0.562	0.750	upućeni
insidious	0.146	0.622	0.480	podmukao
insight	0.613	0.363	0.649	uvid
insightful	0.664	0.691	0.713	pronicav
insignia	0.665	0.282	0.685	insignije
insignificance	0.250	0.216	0.222	beznačajnost
insignificant	0.083	0.306	0.114	neznatan
insinuate	0.292	0.635	0.413	insinuirati
insipid	0.214	0.250	0.241	neukusna
insist	0.635	0.651	0.688	inzistirati
insistence	0.418	0.704	0.645	inzistiranje
insistent	0.552	0.635	0.701	uporan
insists	0.490	0.587	0.610	inzistira
insolence	0.115	0.731	0.402	drskost
insolent	0.112	0.663	0.343	drzak
insoluble	0.439	0.290	0.414	netopljiv
insolvency	0.323	0.431	0.300	insolventnost
insolvent	0.230	0.481	0.318	insolventan
insomnia	0.198	0.611	0.373	nesanica
insomniac	0.231	0.367	0.329	nesanica
inspect	0.479	0.603	0.793	pregledati
inspection	0.459	0.630	0.718	inspekcija
inspector	0.418	0.580	0.852	inspektor
inspiration	0.938	0.600	0.779	inspiracija
inspirational	0.927	0.720	0.810	inspirativno
inspire	0.918	0.627	0.759	nadahnuti
inspired	0.967	0.702	0.736	nadahnut
instability	0.177	0.760	0.353	nestabilnost
install	0.630	0.583	0.736	instalirati
installation	0.656	0.469	0.759	montaža
installment	0.619	0.396	0.483	rata
instance	0.547	0.450	0.558	primjer
instant	0.766	0.454	0.554	trenutak
instantaneous	0.750	0.500	0.585	trenutačni
instantaneously	0.656	0.640	0.600	trenutačno
instigate	0.278	0.765	0.642	poticati
instigation	0.323	0.769	0.648	poticanje
instill	0.562	0.490	0.618	usaditi
instinct	0.771	0.602	0.642	instinkt
instinctive	0.752	0.575	0.694	nagonski
institute	0.604	0.480	0.807	institut
institution	0.580	0.311	0.790	institucija
instruct	0.729	0.490	0.833	poučiti
instructed	0.740	0.388	0.722	upućeni
instruction	0.656	0.434	0.736	uputa
instructional	0.698	0.500	0.773	instruktivni
instructions	0.582	0.302	0.556	upute
instructive	0.583	0.420	0.643	poučan
instructor	0.771	0.490	0.782	instruktor
instrument	0.562	0.537	0.655	instrument
instrumental	0.740	0.472	0.647	instrumental
instrumentalist	0.656	0.540	0.740	instrumentalista
instrumentality	0.637	0.510	0.618	sredstvo
insubordination	0.281	0.775	0.634	neposlušnost
insufferable	0.220	0.784	0.291	nepodnošljiv
insufficiency	0.115	0.431	0.210	nedostatnost
insufficient	0.188	0.380	0.093	nedovoljna
insufficiently	0.147	0.509	0.198	nedovoljno
insular	0.531	0.426	0.465	otočni
insulate	0.365	0.358	0.286	izolirati
insulated	0.208	0.265	0.304	izoliran
insulation	0.245	0.327	0.264	izolacija
insulin	0.429	0.472	0.375	inzulin
insult	0.085	0.831	0.389	uvreda
insulting	0.094	0.840	0.412	uvredljiv
insurance	0.714	0.308	0.825	osiguranje
insure	0.700	0.415	0.698	osigurati
insurgent	0.235	0.735	0.660	ustanički
insurmountable	0.620	0.627	0.737	nepremostiv
insurrection	0.229	0.706	0.582	ustanak
intact	0.716	0.212	0.602	netaknuta
intake	0.604	0.527	0.442	unos
intangible	0.525	0.480	0.473	nematerijalan
integer	0.573	0.327	0.595	cijeli broj
integral	0.590	0.337	0.615	sastavni
integrate	0.729	0.390	0.700	integrirati
integration	0.771	0.480	0.737	integracija
integrity	0.865	0.413	0.848	integritet
intellect	0.844	0.418	0.870	intelekt
intellectual	0.906	0.455	0.845	intelektualac
intelligence	0.833	0.587	0.885	inteligencija
intelligent	0.917	0.541	0.868	inteligentan
intelligibility	0.740	0.481	0.689	razumljivost
intelligible	0.635	0.480	0.691	razumljivo
intend	0.562	0.520	0.519	namjeravati
intended	0.406	0.542	0.587	namijenjeni
intending	0.510	0.567	0.597	namjeravajući
intense	0.592	0.774	0.679	intenzivno
intensely	0.694	0.846	0.750	intenzivno
intensify	0.604	0.870	0.737	intenzivirati se
intensity	0.622	0.930	0.952	intenzitet
intensive	0.570	0.842	0.776	intenzivan
intent	0.550	0.481	0.500	namjera
intention	0.531	0.480	0.636	namjera
intentional	0.650	0.615	0.750	namjeran
intentionally	0.450	0.676	0.696	namjerno
inter	0.510	0.375	0.466	između
interact	0.822	0.690	0.759	međusobno komunicirati
interaction	0.646	0.735	0.750	interakcija
interactive	0.727	0.811	0.770	interaktivni
intercede	0.582	0.577	0.630	posredovati
intercept	0.221	0.660	0.676	presresti
interception	0.327	0.673	0.643	presretanje
intercession	0.503	0.486	0.598	posredovanje
interchange	0.615	0.527	0.565	razmjena
interchangeable	0.615	0.459	0.526	zamjenjivi
interchanged	0.396	0.472	0.434	međusobno zamijenjeni
intercom	0.623	0.429	0.453	interfon
intercourse	0.551	0.608	0.557	snošaj
interdependence	0.608	0.618	0.639	međuovisnost
interdependent	0.410	0.482	0.598	međuovisni
interdiction	0.337	0.500	0.585	zabrana
interest	0.780	0.667	0.618	interes
interested	0.750	0.529	0.725	zainteresiran
interesting	0.927	0.726	0.731	zanimljiv
interface	0.643	0.357	0.600	sučelje
interfere	0.323	0.714	0.471	umiješati se
interference	0.396	0.736	0.357	smetnje
interferometer	0.510	0.510	0.517	interferometar
intergalactic	0.562	0.661	0.741	međugalaktički
interim	0.604	0.400	0.524	privremeni
interior	0.618	0.157	0.462	interijer
interject	0.333	0.648	0.658	ubaciti
interlocutory	0.490	0.500	0.527	interlokutivan
interlude	0.470	0.417	0.377	interludij
intermediary	0.427	0.510	0.643	posrednik
intermediate	0.480	0.368	0.400	srednji
interment	0.235	0.608	0.346	sahranjivanje
interminable	0.327	0.481	0.561	beskrajan
intermission	0.490	0.360	0.402	prekid
intermittent	0.337	0.565	0.436	isprekidan
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	unutarnje
internally	0.615	0.400	0.616	interno
international	0.800	0.519	0.702	međunarodni
internet	0.760	0.462	0.755	Internet
internship	0.590	0.510	0.482	staž
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpolirati
interpolation	0.419	0.506	0.528	interpolacija
interpret	0.646	0.625	0.673	protumačiti
interpretation	0.677	0.594	0.620	tumačenje
interpreter	0.708	0.461	0.596	tumač
interpretive	0.531	0.549	0.595	interpretativni
interrelated	0.615	0.469	0.592	međusobno povezani
interrogate	0.323	0.808	0.680	ispitivati
interrogation	0.302	0.827	0.657	ispitivanje
interrupt	0.210	0.635	0.509	prekinuti
interrupted	0.281	0.559	0.333	prekinuti
interrupting	0.146	0.593	0.509	prekidajući
interruption	0.184	0.632	0.425	prekid
interrupts	0.204	0.545	0.389	prekida
intersect	0.521	0.510	0.480	presijecati
intersection	0.344	0.541	0.658	križanje
interstate	0.520	0.443	0.600	međudržavni
interstellar	0.708	0.702	0.622	međuzvjezdani
interstitial	0.333	0.471	0.534	međuprostorni
interval	0.510	0.284	0.400	interval
intervene	0.520	0.677	0.768	intervenirati
intervening	0.398	0.627	0.442	intervenirajući
intervention	0.388	0.696	0.689	intervencija
interview	0.573	0.770	0.619	intervju
interviewer	0.552	0.736	0.816	intervjuer
interworking	0.552	0.587	0.691	međusobno djelovanje
intestate	0.459	0.467	0.415	oporučni
intestinal	0.357	0.531	0.370	crijevni
intestine	0.343	0.450	0.380	crijevo
intestines	0.292	0.547	0.398	crijeva
intimacy	0.857	0.802	0.558	intimnost
intimate	0.724	0.598	0.393	intiman
intimately	0.806	0.573	0.590	prisno
intimation	0.406	0.673	0.500	nagovještaj
intimidate	0.210	0.804	0.632	zastrašiti
intimidated	0.177	0.663	0.208	zastrašena
intimidating	0.229	0.790	0.708	zastrašujuće
intimidation	0.177	0.791	0.644	zastrašivanje
intolerable	0.146	0.660	0.439	nepodnošljiv
intolerance	0.052	0.704	0.520	netrpeljivost
intolerant	0.135	0.676	0.509	netolerantan
intonation	0.615	0.442	0.598	intonacija
intoxicated	0.079	0.824	0.246	opijen
intoxicating	0.224	0.760	0.464	opojni
intoxication	0.323	0.710	0.400	intoksikacija
intracranial	0.281	0.602	0.553	unutarkranijalni
intractable	0.154	0.694	0.302	tvrdoglav
intramural	0.490	0.464	0.447	intramuralni
intravenous	0.357	0.538	0.458	intravenozno
intrepid	0.753	0.696	0.637	neustrašiv
intricate	0.559	0.704	0.500	zapetljan
intrigue	0.362	0.830	0.327	intriga
intriguing	0.422	0.713	0.462	intrigantan
intrinsic	0.406	0.471	0.526	intrinzičan
intrinsically	0.459	0.382	0.538	intrinzično
intro	0.510	0.331	0.657	uvod
introduce	0.592	0.559	0.648	predstaviti
introduction	0.612	0.413	0.640	Uvod
introductory	0.635	0.368	0.593	uvodni
introspection	0.603	0.337	0.575	introspekcija
introspective	0.552	0.360	0.471	introspektivan
intrude	0.058	0.735	0.480	upadati
intruder	0.146	0.740	0.324	uljez
intrusion	0.293	0.641	0.670	upadanje
intrusive	0.461	0.607	0.538	nametljiv
intubation	0.276	0.598	0.526	intubacija
intuition	0.857	0.508	0.602	intuicija
intuitive	0.771	0.573	0.690	intuitivno
intuitively	0.670	0.561	0.648	intuitivno
inundation	0.177	0.780	0.455	plavljenje
invade	0.408	0.892	0.714	upasti
invader	0.200	0.827	0.618	osvajač
invalid	0.180	0.330	0.255	nevaljan
invalidate	0.315	0.480	0.397	poništiti
invalidation	0.181	0.490	0.278	poništenje
invalidity	0.186	0.394	0.158	nevaljanost
invaluable	0.740	0.500	0.745	neprocjenjivo
invariably	0.458	0.365	0.550	nepromjenjivo
invasion	0.271	0.843	0.808	invazija
invasive	0.194	0.730	0.598	invazivna
invent	0.719	0.689	0.833	izumiti
invention	0.714	0.577	0.811	izum
inventive	0.780	0.627	0.721	inventivan
inventor	0.781	0.667	0.847	izumitelj
inventory	0.594	0.463	0.490	inventar
inverse	0.459	0.337	0.319	inverzan
inversely	0.286	0.418	0.351	obrnuto
inversion	0.602	0.630	0.772	inverzija
invert	0.510	0.585	0.706	preokrenuti
inverted	0.310	0.471	0.357	obrnuto
invest	0.650	0.663	0.682	ulagati
investigate	0.640	0.500	0.781	istraga
investigation	0.531	0.592	0.820	istraga
investigative	0.562	0.600	0.704	istražni
investigator	0.615	0.509	0.779	istraživač
investment	0.720	0.592	0.745	ulaganje
investor	0.794	0.655	0.791	investitor
invidious	0.112	0.650	0.364	uvredljiv
invigorate	0.821	0.798	0.831	okrijepiti
invincible	0.867	0.853	0.914	nepobjediv
invisibility	0.438	0.461	0.382	nevidljivost
invisible	0.417	0.345	0.412	nevidljiv
invitation	0.802	0.549	0.647	poziv
invite	0.745	0.655	0.611	pozvati
inviting	0.938	0.571	0.538	pozivajući
invocation	0.430	0.620	0.673	zazivanje
invoice	0.480	0.380	0.474	dostavnica
invoke	0.583	0.740	0.579	prizivati
involuntary	0.354	0.490	0.231	nenamjeran
involution	0.296	0.420	0.407	involucija
involve	0.694	0.490	0.728	uključiti
involvement	0.760	0.620	0.696	uključenost
invulnerable	0.552	0.683	0.745	neranjiv
inwards	0.490	0.385	0.438	prema unutra
iodine	0.390	0.265	0.333	jod
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	jota
irate	0.188	0.852	0.474	bijesan
ire	0.198	0.740	0.575	gnjev
iridescent	0.602	0.588	0.539	šarenica
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	iznerviran
irks	0.276	0.781	0.339	iritacije
iron	0.448	0.351	0.679	željezo
ironclad	0.561	0.648	0.679	oklopni
ironic	0.435	0.550	0.500	ironičan
irons	0.531	0.441	0.625	glačala
irony	0.390	0.587	0.508	ironija
irradiation	0.385	0.736	0.509	zračenje
irrational	0.125	0.648	0.394	iracionalan
irrationality	0.198	0.735	0.361	iracionalnost
irreconcilable	0.146	0.667	0.375	nepomirljiv
irreducible	0.296	0.455	0.569	nesvodljiv
irrefutable	0.496	0.549	0.716	nepobitan
irregular	0.312	0.548	0.321	neregularan
irregularity	0.104	0.647	0.306	nepravilnost
irregularly	0.292	0.565	0.397	nepravilno
irrelevant	0.138	0.311	0.296	nebitno
irreparable	0.061	0.530	0.430	nepopravljiv
irreplaceable	0.479	0.580	0.833	nezamjenjiva
irrepressible	0.512	0.566	0.745	neukrotiv
irresistible	0.823	0.833	0.839	neodoljiv
irrespective	0.497	0.538	0.745	bez obzira
irresponsible	0.177	0.680	0.241	neodgovoran
irreverent	0.191	0.694	0.634	bez poštovanja
irreversible	0.170	0.541	0.667	nepovratan
irrevocable	0.296	0.560	0.712	neopozivo
irrigate	0.272	0.458	0.490	navodnjavati
irrigation	0.259	0.426	0.426	navodnjavanje
irritability	0.146	0.853	0.283	razdražljivost
irritable	0.112	0.952	0.462	razdražljiv
irritate	0.167	0.890	0.368	iritirati
irritated	0.210	0.816	0.281	razdraženo
irritates	0.173	0.810	0.295	iritira
irritating	0.104	0.912	0.393	iritantan
irritation	0.073	0.833	0.496	iritacija
island	0.745	0.347	0.432	otok
isle	0.667	0.390	0.443	Otok
islet	0.612	0.314	0.367	otočić
isolate	0.235	0.422	0.336	izolirati
isolated	0.221	0.356	0.255	izolirani
isolation	0.198	0.338	0.339	izolacija
isomorphism	0.448	0.361	0.481	izomorfizam
isothermal	0.459	0.491	0.500	izotermna
isotope	0.429	0.404	0.407	izotop
issue	0.316	0.819	0.351	problem
itch	0.319	0.610	0.465	svrbež
itching	0.208	0.690	0.300	svrbež
itchy	0.334	0.726	0.296	svrbež
item	0.594	0.270	0.465	artikal
itemize	0.459	0.527	0.518	nabrojati
items	0.542	0.401	0.434	stavke
iterate	0.449	0.460	0.440	ponavljati
iteration	0.531	0.449	0.486	ponavljanje
iterative	0.429	0.420	0.500	iterativni
itinerant	0.449	0.545	0.439	putujući
itinerary	0.551	0.550	0.454	plan puta
ivory	0.625	0.235	0.566	slonovača
jab	0.385	0.519	0.482	ubod
jabber	0.417	0.506	0.342	brbljati
jack	0.487	0.450	0.441	utičnica
jackal	0.333	0.582	0.436	šakal
jackass	0.188	0.692	0.279	budala
jacket	0.656	0.302	0.382	jakna
jackhammer	0.199	0.690	0.519	udarni čekić
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	dizalice
jade	0.604	0.410	0.455	žad
jaded	0.255	0.560	0.400	iznuren
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	nazubljena
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	zatvor
jailbird	0.240	0.567	0.473	zatvorenik
jailbreak	0.354	0.629	0.471	bjekstvo iz zatvora
jailer	0.194	0.630	0.632	tamničar
jailhouse	0.104	0.887	0.430	zatvorska kuća
jalopy	0.396	0.436	0.337	stara kola
jam	0.510	0.548	0.318	pekmez
jamboree	0.602	0.625	0.351	slet
jammed	0.235	0.817	0.411	zaglavljen
jammer	0.417	0.540	0.491	ometač
janitor	0.510	0.350	0.527	domar
janitorial	0.490	0.373	0.481	domarski
japan	0.667	0.482	0.580	Japan
jar	0.430	0.346	0.318	staklenka
jargon	0.333	0.548	0.404	žargon
jarhead	0.408	0.530	0.464	glava tegle
jarring	0.210	0.673	0.309	neskladna
jasmine	0.765	0.230	0.286	jasmin
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	žutica
jaunt	0.808	0.451	0.500	izlet
java	0.459	0.321	0.343	Java
javelin	0.385	0.481	0.465	koplje
jaw	0.500	0.510	0.420	čeljust
jawbone	0.468	0.413	0.342	čeljusna kost
jaws	0.385	0.528	0.455	čeljusti
jay	0.531	0.408	0.389	sojka
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	ljubomoran
jealousy	0.146	0.783	0.481	ljubomora
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	traperice
jeep	0.602	0.510	0.612	džip
jeering	0.266	0.792	0.380	podrugljiv
jelly	0.651	0.294	0.256	žele
jellybean	0.592	0.406	0.399	Gumeni bombon
jellyfish	0.531	0.567	0.377	meduza
jenny	0.542	0.406	0.407	Jenny
jeopardize	0.260	0.877	0.582	ugroziti
jeopardy	0.129	0.908	0.536	opasnost
jerk	0.194	0.630	0.238	kreten
jerks	0.214	0.788	0.395	kreteni
jerky	0.233	0.538	0.358	grčevit
jersey	0.594	0.317	0.411	dres
jest	0.520	0.736	0.222	šala
jester	0.388	0.670	0.264	lakrdijaš
jesus	0.800	0.400	0.620	Isus
jet	0.612	0.721	0.606	mlaznica
jetty	0.602	0.480	0.453	brana
jewel	0.827	0.588	0.625	dragulj
jeweler	0.760	0.482	0.500	zlatar
jewelry	0.823	0.569	0.597	nakit
jib	0.406	0.420	0.413	flok
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	tren
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	tresti
jigsaw	0.594	0.582	0.519	ubodna pila
jihad	0.323	0.660	0.444	džihad
jimmy	0.579	0.321	0.311	Jimmy
jingle	0.635	0.500	0.424	zveckati
jinx	0.337	0.582	0.373	baksuz
jitters	0.224	0.918	0.192	trema
jittery	0.344	0.856	0.255	nervozan
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	posao
jobinterview	0.684	0.837	0.723	razgovor za posao
jock	0.592	0.656	0.473	sportaš
jockey	0.562	0.644	0.703	džokej
jockstrap	0.347	0.431	0.390	suspenzor
jog	0.510	0.708	0.519	trčati
jogger	0.417	0.510	0.424	trkač
john	0.562	0.382	0.327	Ivan
join	0.729	0.479	0.684	pridružiti
joined	0.667	0.394	0.600	spojen
joining	0.755	0.469	0.685	pridruživanje
joint	0.615	0.392	0.566	spojnica
jointly	0.708	0.425	0.602	zajednički
joke	0.704	0.610	0.316	vic
joker	0.771	0.760	0.416	šaljivac
joking	0.776	0.839	0.407	šaleći se
jolly	0.959	0.705	0.708	veselo
jolt	0.365	0.708	0.358	trzaj
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	časopis
journalism	0.622	0.500	0.684	novinarstvo
journalist	0.542	0.452	0.732	novinar
journalistic	0.696	0.449	0.495	novinarski
journey	0.910	0.702	0.625	putovanje
journeyman	0.765	0.596	0.741	kalfa
joust	0.520	0.528	0.551	dvoboj
jovial	0.823	0.460	0.526	veseljak
joy	0.980	0.824	0.794	radost
joyful	0.990	0.740	0.667	radostan
joyous	0.958	0.580	0.728	radostan
joyride	0.694	0.550	0.500	radosna vožnja
joys	0.981	0.643	0.651	radosti
jubilant	0.844	0.673	0.664	likujući
jubilee	0.916	0.500	0.579	jubilej
judge	0.510	0.604	0.857	suditi
judged	0.281	0.686	0.722	presuđeno
judging	0.240	0.625	0.693	prosuđujući
judgment	0.396	0.600	0.816	osuda
judgmental	0.330	0.602	0.579	osuđujući
judicial	0.378	0.667	0.833	sudski
judiciary	0.439	0.740	0.897	sudstvo
judicious	0.630	0.432	0.772	razborit
judo	0.500	0.790	0.612	džudo
jug	0.520	0.250	0.213	vrč
juggle	0.594	0.760	0.426	manipulirati
juggler	0.633	0.821	0.480	žongler
juggling	0.562	0.874	0.346	žongliranje
jugular	0.271	0.573	0.426	jugularni
juice	0.776	0.281	0.352	sok
juicer	0.552	0.520	0.564	sokovnik
juicy	0.823	0.529	0.490	sočan
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	džuboks
jumble	0.357	0.613	0.331	promućkati
jumbled	0.292	0.602	0.445	zbrkan
jumbo	0.680	0.552	0.447	džambo
jump	0.625	0.865	0.611	skok
jump rope	0.656	0.660	0.368	uže za preskakanje
jumper	0.615	0.336	0.481	džemper
jumpsuit	0.562	0.365	0.361	kombinezon
jumpy	0.353	0.810	0.216	nervozan
junction	0.490	0.481	0.364	spojnica
juncture	0.365	0.582	0.491	spojnica
jungle	0.500	0.510	0.481	džungla
junior	0.635	0.343	0.304	mlađi
juniper	0.583	0.327	0.352	smreka
junk	0.115	0.481	0.118	starudija
junket	0.490	0.519	0.386	izlet
junkie	0.135	0.860	0.363	narkoman
junky	0.385	0.595	0.343	narkoman
junkyard	0.177	0.398	0.302	smetlište
junta	0.451	0.503	0.704	hunta
juridical	0.520	0.431	0.873	pravni
jurisdiction	0.480	0.580	0.820	nadležnost
jurisprudence	0.360	0.425	0.764	jurisprudencija
jurist	0.479	0.523	0.713	pravnik
juror	0.582	0.640	0.750	porotnik
jury	0.479	0.607	0.789	žiri
justice	0.760	0.538	0.787	pravednost
justifiable	0.786	0.413	0.821	opravdano
justification	0.622	0.444	0.661	opravdanje
justify	0.612	0.473	0.615	opravdati
juststop	0.417	0.379	0.364	samo prestani
justthebeginning	0.573	0.451	0.481	samo početak
jute	0.551	0.216	0.295	juta
juvenile	0.678	0.490	0.526	maloljetnički
juxtaposition	0.427	0.500	0.460	jukstapozicija
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kelj
kaleidoscope	0.615	0.439	0.580	kaleidoskop
kamikaze	0.204	0.810	0.645	kamikaza
kangaroo	0.716	0.333	0.301	klokan
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmički
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kobilica
keen	0.823	0.719	0.806	oduševljen
keep	0.714	0.296	0.547	zadržati
keeper	0.612	0.457	0.773	čuvar
keeping	0.592	0.280	0.723	čuvanje
keepsake	0.740	0.307	0.491	uspomena
keg	0.551	0.389	0.404	burence
kelp	0.479	0.264	0.213	morska trava
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	uzgajivačnica
kerchief	0.520	0.189	0.236	marama
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	zrno
kerosene	0.302	0.472	0.427	kerozin
ketchup	0.653	0.338	0.282	kečap
kettle	0.357	0.497	0.333	čajnik
key	0.615	0.275	0.519	ključ
keyboard	0.573	0.279	0.349	tipkovnica
keyed	0.469	0.497	0.521	s ključem
keyhole	0.438	0.358	0.356	ključanica
keynote	0.630	0.431	0.545	uvodna riječ
keypad	0.604	0.255	0.330	tipkovnica
keystone	0.573	0.438	0.491	ključni kamen
keyword	0.602	0.520	0.747	ključna riječ
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	kan
kibble	0.510	0.458	0.404	kibla
kick	0.271	0.791	0.526	udarac nogom
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	buntovnik
kicking	0.327	0.802	0.510	udaranje nogama
kickoff	0.583	0.600	0.629	početi igru
kid	0.760	0.453	0.298	dijete
kidder	0.708	0.768	0.471	šaljivdžija
kidding	0.622	0.625	0.457	šaliti se
kiddo	0.674	0.393	0.419	klinac
kiddos	0.500	0.480	0.342	klinci
kidnap	0.032	0.923	0.535	oteti
kidnapped	0.044	0.923	0.455	oteti
kidnapper	0.115	0.906	0.618	otmičar
kidnapping	0.094	0.880	0.561	otmica
kidney	0.448	0.363	0.380	bubreg
kids	0.837	0.500	0.417	djeca
kill	0.052	0.941	0.736	ubiti
killer	0.041	0.971	0.543	ubojica
killing	0.080	0.959	0.696	ubijanje
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	pećnica
