English Word	Valence	Arousal	Dominance	Basque Word
pavilion	0.583	0.500	0.770	pabilioia
paving	0.408	0.469	0.545	zoladura
paw	0.417	0.360	0.286	otza
pawn	0.390	0.321	0.187	peoia
pawnshop	0.396	0.439	0.519	peoia
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	ordaindu
payable	0.385	0.480	0.606	ordaindu beharrekoa
payback	0.459	0.500	0.567	itzulera
paycheck	0.896	0.630	0.652	soldata
payday	0.833	0.741	0.571	soldata eguna
payer	0.313	0.630	0.638	ordaintzailea
payload	0.612	0.510	0.682	karga erabilgarria
payment	0.629	0.452	0.643	ordainketa
payoff	0.740	0.644	0.673	ordaina
payout	0.646	0.600	0.575	ordainketa
payphone	0.469	0.360	0.370	telefono publikoa
payroll	0.521	0.360	0.549	nomina
pea	0.580	0.275	0.298	ilarra
peace	0.939	0.156	0.613	bakea
peaceable	0.776	0.134	0.453	baketsua
peaceful	0.867	0.108	0.569	baketsua
peacefully	0.901	0.190	0.639	bakean
peacekeeper	0.865	0.320	0.644	bakezalea
peaceofmind	0.786	0.160	0.519	lasaitasuna
peacetime	0.949	0.180	0.579	bake garaia
peach	0.704	0.480	0.272	mertxika
peachy	0.755	0.479	0.388	mertxika
peacock	0.786	0.449	0.458	pauma
peak	0.500	0.345	0.431	gailurra
peaked	0.677	0.704	0.857	gailurra
peanut	0.646	0.202	0.246	kakahuete
peanuts	0.542	0.294	0.324	kakahueteak
pear	0.677	0.158	0.241	madari
pearl	0.905	0.425	0.642	perla
pearly	0.635	0.337	0.373	perla
peas	0.542	0.283	0.310	ilarrak
peasant	0.530	0.275	0.407	baserritarra
peat	0.333	0.655	0.504	zohikatza
pebble	0.354	0.353	0.287	harritxoa
pecan	0.552	0.316	0.358	pakaina
peck	0.202	0.530	0.321	pikak
pecker	0.459	0.509	0.375	txitxarroa
peculiar	0.600	0.491	0.564	berezia
peculiarities	0.511	0.460	0.528	berezitasunak
peculiarity	0.439	0.452	0.652	berezitasuna
peculiarly	0.615	0.450	0.454	bereziki
pecuniary	0.490	0.490	0.500	dirudun
pedal	0.500	0.320	0.342	pedalea
pedantic	0.229	0.608	0.253	pedantea
peddle	0.539	0.549	0.538	saltzen
peddler	0.408	0.481	0.390	saltzailea
pedestal	0.735	0.284	0.579	idulkia
pedestrian	0.438	0.360	0.448	oinezkoa
pediatric	0.560	0.462	0.490	pediatria
pediatrician	0.602	0.500	0.627	pediatra
pediatrics	0.750	0.380	0.596	pediatria
pedicure	0.695	0.269	0.296	pedikura
pedigree	0.625	0.340	0.609	pedigria
pedometer	0.469	0.561	0.405	pedometroa
pedophile	0.051	0.724	0.430	pederasta
pee	0.449	0.529	0.391	pixa
peek	0.486	0.360	0.411	begirada
peekaboo	0.592	0.607	0.412	ohi Boo
peel	0.439	0.250	0.279	zuritu
peep	0.573	0.317	0.269	pixa
peeper	0.182	0.537	0.343	begirale
peephole	0.479	0.500	0.310	behatokia
peer	0.458	0.321	0.569	parekidea
peering	0.514	0.409	0.451	parekatzea
peerless	0.688	0.450	0.462	paregabea
peeved	0.156	0.750	0.467	haserretu
peg	0.520	0.357	0.393	piku
pegs	0.408	0.286	0.386	pikorrak
peice	0.479	0.422	0.398	puska
pelagic	0.521	0.554	0.491	pelagikoa
pelican	0.573	0.391	0.380	pelikanoa
pellet	0.448	0.390	0.466	pelleta
pelvic	0.320	0.632	0.373	pelbikoa
pelvis	0.378	0.618	0.380	pelbisa
pen	0.622	0.194	0.250	boligrafoa
penal	0.208	0.565	0.610	zigorra
penalty	0.062	0.490	0.240	zigorra
penance	0.219	0.667	0.463	penitentzia
penchant	0.688	0.480	0.609	zaletasuna
pencil	0.552	0.200	0.263	arkatza
pendant	0.676	0.321	0.385	zintzilikarioa
pendency	0.396	0.452	0.472	menpekotasuna
pendent	0.470	0.380	0.425	pendiente
pending	0.396	0.441	0.473	zain
pendulum	0.542	0.368	0.434	pendulua
penetrate	0.287	0.877	0.732	barneratu
penetrating	0.469	0.792	0.782	sarkorra
penetration	0.438	0.885	0.792	sartze
penguin	0.615	0.296	0.307	pinguinoa
penicillin	0.417	0.431	0.566	penizilina
penile	0.490	0.736	0.491	zakila
peninsula	0.551	0.384	0.627	penintsula
penis	0.354	0.810	0.556	zakila
penitent	0.542	0.530	0.508	penitente
penitentiary	0.229	0.726	0.491	penitentziarioa
penmanship	0.677	0.284	0.509	idazkera
pennant	0.542	0.380	0.426	banderola
penniless	0.062	0.316	0.083	dirurik gabe
penny	0.615	0.302	0.324	zentimo
pension	0.625	0.409	0.406	pentsioa
pensioner	0.440	0.245	0.442	pentsioduna
pensive	0.540	0.220	0.529	pentsakor
pentagon	0.490	0.636	0.774	pentagonoa
pentagram	0.510	0.433	0.466	pentagrama
penthouse	0.592	0.430	0.395	atikoa
penultimate	0.469	0.366	0.255	azkenaurrekoa
people	0.604	0.400	0.500	jendea
peopled	0.594	0.450	0.679	jendetsuak
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	piperra
peppermint	0.720	0.264	0.271	piperra
pepperoni	0.796	0.472	0.358	piperra
peppy	0.677	0.529	0.438	pipatsua
peptic	0.398	0.463	0.362	peptikoa
peptide	0.380	0.480	0.411	peptidoa
perceive	0.653	0.490	0.655	hauteman
percent	0.470	0.350	0.356	ehunekoa
percentage	0.469	0.400	0.553	ehunekoa
percentile	0.479	0.410	0.390	pertzentila
perceptible	0.710	0.460	0.620	hautemangarria
perception	0.653	0.481	0.655	pertzepzioa
perceptive	0.745	0.500	0.741	hautematen
perch	0.531	0.300	0.314	pertza
perchance	0.480	0.224	0.298	beharbada
percolation	0.397	0.417	0.415	perkolazioa
percussion	0.622	0.635	0.642	perkusioa
perdition	0.135	0.656	0.496	galtzea
peremptory	0.429	0.426	0.606	nahitaezkoa
perennial	0.527	0.358	0.500	iraunkorra
perfect	0.980	0.471	0.870	perfektua
perfection	0.881	0.745	0.934	perfekzioa
perfectionist	0.667	0.704	0.905	perfekzionista
perfecto	0.802	0.567	0.889	perfektua
perforated	0.219	0.607	0.344	zulatua
perforation	0.365	0.668	0.578	zulaketa
perforce	0.357	0.689	0.354	nahitaez
perform	0.765	0.555	0.773	egin
performance	0.750	0.520	0.672	errendimendua
performer	0.541	0.530	0.708	antzezlea
perfume	0.740	0.472	0.463	lurrina
perfumed	0.816	0.471	0.509	lurrindua
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridotoa
peril	0.052	0.910	0.518	arrisku
perilous	0.143	0.862	0.575	arriskutsua
perimeter	0.470	0.443	0.555	perimetroa
period	0.396	0.324	0.588	aldia
periodic	0.677	0.324	0.508	aldizkako
periodical	0.550	0.298	0.430	periodikoa
periodically	0.480	0.314	0.515	aldizka
periodicity	0.646	0.324	0.645	aldizkakotasuna
peripheral	0.406	0.406	0.549	periferiko
periphery	0.469	0.360	0.366	periferia
periscope	0.604	0.375	0.609	perskopioa
perish	0.296	0.570	0.415	hiltzen
perishable	0.270	0.464	0.354	galkorrak
perished	0.135	0.596	0.225	hil zen
perishing	0.229	0.423	0.148	galtzen
perjury	0.229	0.686	0.409	perjurioa
perk	0.903	0.519	0.682	onura
perky	0.896	0.792	0.673	alaia
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	iraupena
permanent	0.745	0.345	0.736	iraunkorra
permeable	0.635	0.402	0.495	iragazkorra
permeate	0.417	0.410	0.407	busti
permeation	0.418	0.559	0.536	iragazketa
permissible	0.684	0.646	0.612	zilegi
permission	0.612	0.311	0.580	baimena
permissive	0.633	0.389	0.413	permisiboa
permit	0.733	0.349	0.518	baimena
permitted	0.865	0.410	0.613	baimenduta
permitting	0.724	0.481	0.661	baimenduz
permutation	0.385	0.588	0.500	permutazioa
pernicious	0.229	0.600	0.382	kaltegarri
peroxide	0.458	0.529	0.510	peroxidoa
perpendicular	0.510	0.398	0.439	perpendikularra
perpetrate	0.327	0.837	0.732	egin
perpetrator	0.229	0.765	0.538	egile
perpetual	0.625	0.438	0.741	betiko
perpetually	0.510	0.473	0.868	betirako
perpetuate	0.397	0.588	0.788	iraunarazi
perpetuation	0.510	0.677	0.716	iraunaraztea
perpetuity	0.590	0.434	0.759	betikotasuna
perplexed	0.312	0.705	0.318	nahastuta
perplexing	0.316	0.530	0.362	nahasgarria
perplexity	0.275	0.720	0.500	perplexitatea
persecute	0.281	0.873	0.509	jazarri
persecution	0.229	0.865	0.660	jazarpena
perseverance	0.888	0.630	0.796	iraunkortasuna
persevere	0.802	0.583	0.937	iraun
persist	0.765	0.644	0.727	iraun
persistence	0.684	0.611	0.873	iraunkortasuna
persistent	0.646	0.667	0.815	iraunkorra
persisting	0.697	0.677	0.745	irauten
person	0.646	0.363	0.596	pertsona
persona	0.741	0.480	0.743	persona
personable	0.816	0.520	0.637	jatorra
personage	0.653	0.324	0.698	pertsonaia
personal	0.750	0.311	0.467	pertsonala
personality	0.896	0.513	0.790	nortasuna
personification	0.760	0.471	0.691	pertsonifikazioa
personnel	0.729	0.344	0.587	langileak
persons	0.869	0.302	0.588	pertsonak
perspective	0.688	0.470	0.704	ikuspegia
perspiration	0.385	0.667	0.490	izerdia
persuade	0.620	0.618	0.709	konbentzitu
persuasion	0.612	0.670	0.537	limurtzea
persuasive	0.740	0.700	0.657	limurtzailea
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	egokia
perturbation	0.270	0.840	0.500	asaldura
pertussis	0.279	0.569	0.386	pertussis
perusal	0.622	0.235	0.543	irakurketa
peruse	0.503	0.270	0.439	arakatu
pervading	0.418	0.684	0.728	zabaltzen
perverse	0.146	0.808	0.464	perbertsoa
perversion	0.083	0.830	0.490	perbertsioa
pervert	0.082	0.863	0.500	perbertsoa
perverted	0.062	0.918	0.436	perbertitua
pesky	0.250	0.760	0.431	traketsa
pessimism	0.083	0.484	0.264	ezkortasuna
pessimist	0.125	0.470	0.218	ezkorra
pessimistic	0.088	0.394	0.236	ezkor
pest	0.188	0.680	0.452	izurri
pester	0.143	0.780	0.385	harrotu
pestilence	0.122	0.660	0.283	izurritea
pestle	0.427	0.463	0.426	pistoa
pesto	0.531	0.323	0.336	pestoa
pet	0.875	0.327	0.305	maskota
petal	0.810	0.194	0.211	petaloa
petite	0.510	0.354	0.245	txikia
petition	0.498	0.575	0.415	eskaria
petitioner	0.601	0.531	0.566	eskatzailea
petloss	0.271	0.481	0.424	maskota galera
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	petralduta
petrify	0.177	0.571	0.447	petraldu
petrol	0.418	0.519	0.577	gasolina
petroleum	0.583	0.451	0.640	petrolioa
petticoat	0.550	0.396	0.351	petoa
petting	0.812	0.462	0.480	laztanka
petty	0.210	0.537	0.236	txikia
petulant	0.247	0.685	0.491	petula
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	bankua
pewter	0.396	0.260	0.321	estatina
peyote	0.406	0.462	0.426	peiotea
phalanx	0.398	0.398	0.455	falange
phantom	0.260	0.759	0.448	fantasma
pharaoh	0.656	0.491	0.798	faraoia
pharmaceutical	0.500	0.435	0.562	farmazia
pharmacist	0.592	0.382	0.648	botikaria
pharmacology	0.560	0.440	0.526	farmakologia
pharmacy	0.531	0.337	0.542	farmazia
phase	0.645	0.300	0.482	fasea
pheasant	0.541	0.362	0.292	faisai
phenomenal	0.915	0.750	0.918	fenomenala
phenomenon	0.625	0.721	0.848	fenomenoa
pheromone	0.561	0.573	0.561	feromona
phew	0.531	0.429	0.302	uf
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	filantropikoa
philanthropist	0.704	0.463	0.623	filantropoa
philanthropy	0.745	0.412	0.801	filantropia
philistine	0.390	0.500	0.491	filisteoa
philosopher	0.684	0.316	0.720	filosofoa
philosophic	0.688	0.270	0.655	filosofikoa
philosophical	0.719	0.275	0.713	filosofikoa
philosophy	0.684	0.255	0.640	filosofia
phlegm	0.173	0.394	0.240	flema
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	fobia
phoenix	0.653	0.481	0.594	Phoenix
phone	0.729	0.344	0.418	mugikorra
phonetic	0.542	0.435	0.536	fonetikoa
phonetics	0.646	0.425	0.519	fonetika
phonics	0.490	0.519	0.455	fonetika
phonograph	0.561	0.398	0.565	fonografoa
phonology	0.695	0.402	0.512	fonologia
phony	0.115	0.592	0.202	faltsu
phooey	0.333	0.490	0.352	txaloa
phosphate	0.500	0.306	0.407	fosfatoa
phosphor	0.438	0.480	0.427	fosforoa
phosphorus	0.429	0.539	0.370	fosforoa
photo	0.729	0.327	0.431	argazkia
photogenic	0.780	0.500	0.495	fotogenikoa
photograph	0.677	0.353	0.358	argazkia
photographer	0.714	0.481	0.562	argazkilaria
photographic	0.761	0.429	0.564	fotografikoa
photography	0.630	0.431	0.360	argazkilaritza
photometry	0.417	0.456	0.436	fotometria
photon	0.459	0.439	0.455	fotoia
phrase	0.630	0.264	0.314	esaldia
phraseology	0.620	0.406	0.537	fraseologia
phylogeny	0.378	0.410	0.481	filogenia
physical	0.750	0.520	0.607	fisikoa
physical therapist	0.531	0.337	0.775	fisioterapeuta
physician	0.583	0.490	0.843	medikua
physicist	0.635	0.538	0.693	fisikaria
physics	0.582	0.415	0.664	fisika
physiological	0.510	0.418	0.620	fisiologikoak
physiology	0.521	0.451	0.519	fisiologia
physique	0.643	0.500	0.543	fisikoa
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	pianista
piano	0.704	0.343	0.438	pianoa
piazza	0.625	0.471	0.472	plaza
piccolo	0.625	0.423	0.380	txikia
pick	0.500	0.464	0.525	aukeratu
picked	0.740	0.518	0.670	jasoa
picker	0.534	0.340	0.609	hautatzailea
picket	0.365	0.615	0.451	piketea
picketing	0.330	0.557	0.471	piketea
pickle	0.593	0.449	0.288	ozpinera
pickled	0.344	0.450	0.291	ozpinduta
pickpocket	0.365	0.704	0.449	poltsikolaria
pickup	0.561	0.529	0.420	jaso
picky	0.257	0.729	0.598	hautakorra
picnic	0.625	0.470	0.375	piknika
pictorial	0.704	0.481	0.476	piktorikoa
picture	0.714	0.308	0.462	irudia
pictures	0.653	0.240	0.405	irudiak
picturesque	0.802	0.491	0.483	pintoreskoa
pie	0.880	0.402	0.368	tarta
piece	0.646	0.245	0.367	pieza
piecemeal	0.615	0.269	0.319	zatika
pieceofshit	0.083	0.724	0.292	kaka puska
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	kaia
pierce	0.365	0.670	0.611	zulatu
piety	0.760	0.340	0.482	pietate
pig	0.343	0.368	0.324	txerria
pigeon	0.688	0.224	0.276	usoa
piggy	0.541	0.365	0.412	txerria
piggyback	0.438	0.490	0.343	piggyback
pigheaded	0.271	0.472	0.358	txerriburu
piglet	0.540	0.443	0.250	txerrikumea
pigment	0.390	0.333	0.339	pigmentua
pigskin	0.347	0.449	0.300	txerri-larrua
pigsty	0.133	0.529	0.221	txerritegia
pike	0.427	0.410	0.452	pike
pile	0.461	0.320	0.539	pila
piles	0.469	0.423	0.468	pilak
pileup	0.340	0.559	0.446	pilatu
pilgrim	0.531	0.404	0.569	erromesa
pilgrimage	0.708	0.522	0.625	erromeria
pill	0.573	0.407	0.368	pilula
pillage	0.240	0.685	0.375	lapurreta
pillar	0.583	0.330	0.684	zutabea
pillbox	0.385	0.339	0.296	pilula kutxa
pillow	0.663	0.128	0.195	buruko
pillowcase	0.500	0.179	0.250	burko-zorroa
pilot	0.688	0.680	0.736	pilotua
pimp	0.146	0.700	0.536	proxeneta
pimple	0.245	0.370	0.274	garaua
pin	0.438	0.346	0.390	pin
pinball	0.582	0.640	0.442	pinball
pinch	0.340	0.632	0.339	pintxatu
pinching	0.250	0.788	0.345	atximurka
pine	0.583	0.225	0.312	pinua
pineapple	0.677	0.316	0.245	anana
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	pinburu
pinhole	0.375	0.279	0.345	zuloa
pinion	0.444	0.361	0.346	pinoi
pink	0.806	0.269	0.471	arrosa
pinkie	0.663	0.265	0.269	pinkie
pinnacle	0.633	0.390	0.508	gailurra
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	zehaztu
pint	0.686	0.333	0.321	pintxoa
pinto	0.570	0.354	0.373	pintoa
pinup	0.610	0.459	0.393	finkatu
pioneer	0.796	0.618	0.802	aitzindari
pious	0.698	0.306	0.426	jainkozalea
pip	0.448	0.430	0.366	pipa
pipe	0.541	0.340	0.330	hodia
piped	0.360	0.529	0.379	kanalizatu
pipeline	0.479	0.337	0.411	hoditeria
piper	0.569	0.442	0.398	gaiteroa
pipette	0.480	0.403	0.418	pipeta
piping	0.365	0.337	0.405	hoditeria
pipsqueak	0.347	0.481	0.349	pipqueak
pique	0.417	0.500	0.426	pikatu
piracy	0.296	0.792	0.567	pirateria
piranha	0.219	0.799	0.575	piraña
pirate	0.156	0.740	0.559	pirata
piscina	0.714	0.500	0.443	igerilekua
piss	0.354	0.462	0.268	pixa
pissed	0.102	0.888	0.543	haserretu
pissedoff	0.240	0.651	0.459	nazkatuta
pisser	0.378	0.547	0.398	pixera
pissesmeoff	0.180	0.587	0.441	haserretu
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	pixa
pistachio	0.643	0.336	0.305	pistatxoa
pistol	0.170	0.900	0.677	pistola
piston	0.398	0.480	0.500	pistoia
pit	0.408	0.396	0.278	hobia
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	zelaia
pitcher	0.510	0.673	0.704	pitxerra
pitchfork	0.312	0.580	0.529	sardea
pitfall	0.177	0.775	0.508	tranpa
pith	0.458	0.350	0.596	zuloa
pithy	0.480	0.360	0.635	mamitsu
pitiful	0.219	0.490	0.232	errukarria
pitted	0.358	0.653	0.470	putzua
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	pituitarioa
pity	0.160	0.398	0.114	pena
pivot	0.458	0.382	0.440	pibota
pivotal	0.582	0.471	0.536	funtsezkoa
pix	0.521	0.373	0.364	pix
pixie	0.562	0.537	0.325	pixie
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzaz
pizzeria	0.719	0.520	0.364	pizzeria
placard	0.388	0.442	0.500	kartela
place	0.573	0.261	0.398	leku
placebo	0.520	0.306	0.365	plazeboa
placement	0.643	0.460	0.528	Kokapen
placenta	0.375	0.433	0.443	plazenta
placid	0.640	0.317	0.491	lasai
placket	0.408	0.231	0.228	plaketa
plagiarism	0.135	0.716	0.436	plagioa
plague	0.083	0.596	0.355	izurritea
plaid	0.480	0.330	0.417	plaid
plain	0.500	0.167	0.311	lautada
plainclothes	0.698	0.337	0.424	kalez jantzita
plaintiff	0.365	0.806	0.711	demandatzailea
plaintive	0.292	0.529	0.306	kexu
plan	0.646	0.540	0.733	plana
plane	0.510	0.356	0.386	hegazkina
planes	0.667	0.606	0.575	hegazkinak
planet	0.698	0.404	0.832	planeta
planetarium	0.704	0.462	0.655	planetarioa
planetary	0.604	0.500	0.620	planetarioa
planets	0.724	0.318	0.658	planetak
plank	0.427	0.280	0.333	ohola
plankton	0.552	0.321	0.371	planktona
planned	0.740	0.385	0.729	aurreikusita
planner	0.760	0.469	0.868	planifikatzailea
planning	0.894	0.462	0.705	plangintza
plant	0.730	0.180	0.371	landarea
plantation	0.573	0.585	0.575	landaketa
planter	0.604	0.450	0.634	landaria
planting	0.635	0.343	0.595	landatzea
plaque	0.520	0.333	0.420	plaka
plasma	0.474	0.398	0.360	plasma
plaster	0.438	0.264	0.255	igeltsua
plastic	0.490	0.269	0.320	plastikoa
plasticity	0.542	0.471	0.402	plastikotasuna
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	plaka
plateau	0.611	0.316	0.400	goi-ordokia
plated	0.562	0.458	0.457	xaflatuta
platform	0.602	0.340	0.718	plataforma
plating	0.576	0.368	0.433	xaflatzea
platinum	0.750	0.518	0.702	platinozkoa
platonic	0.490	0.461	0.469	platoniko
platoon	0.448	0.700	0.745	pelotoia
platter	0.686	0.245	0.219	platera
plaudit	0.816	0.813	0.546	laudorioa
plausibility	0.705	0.451	0.570	sinesgarritasuna
plausible	0.714	0.404	0.510	sinesgarri
play	0.812	0.765	0.358	jolastu
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	erreprodukzioa
playbook	0.673	0.582	0.500	jolas liburua
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	jokalaria
playful	0.892	0.688	0.463	jostari
playground	0.888	0.620	0.435	jolastokia
playhouse	0.719	0.729	0.426	ludoteka
playmate	0.878	0.509	0.398	jolaskide
playoff	0.622	0.716	0.550	kanporaketa
playpen	0.698	0.481	0.475	jolastokia
playroom	0.844	0.661	0.380	ludoteka
plaything	0.708	0.602	0.277	jostailua
playtime	0.760	0.596	0.566	jolas-ordua
playwright	0.672	0.550	0.667	antzerkigilea
plaza	0.690	0.346	0.529	plaza
plea	0.633	0.491	0.517	erregu
plead	0.177	0.596	0.195	erregu
pleasant	0.939	0.310	0.673	atsegina
pleased	0.939	0.548	0.795	pozik
pleasing	0.917	0.449	0.788	atsegina
pleasurable	0.948	0.529	0.669	atsegina
pleasure	0.939	0.740	0.682	plazerra
pleasures	0.896	0.654	0.705	atseginak
pleat	0.490	0.345	0.316	tolestu
pleated	0.534	0.318	0.436	tolestua
pledge	0.719	0.490	0.764	konpromisoa
pledged	0.719	0.630	0.658	bahituta
plenary	0.573	0.356	0.598	osoko bilkura
plentiful	0.833	0.735	0.745	ugaria
plenty	0.827	0.612	0.824	asko
plenum	0.531	0.454	0.596	plenoa
plethora	0.646	0.602	0.547	ugari
plexus	0.333	0.405	0.395	plexua
pliable	0.625	0.370	0.440	malgua
plication	0.360	0.460	0.500	plikadura
pliers	0.561	0.334	0.441	aliketak
plight	0.450	0.520	0.547	egoera
plinth	0.438	0.346	0.473	zokaloa
plodding	0.449	0.481	0.439	gogor
plop	0.385	0.475	0.349	plop
plot	0.469	0.567	0.510	lursaila
plough	0.677	0.427	0.458	goldea
ploughed	0.438	0.420	0.431	goldatu
plover	0.439	0.434	0.191	txirrina
plow	0.531	0.560	0.456	goldea
plowed	0.552	0.490	0.355	goldatu
plowing	0.562	0.531	0.518	goldea
ploy	0.458	0.559	0.741	tramankulua
pluck	0.375	0.583	0.474	erauzi
plucky	0.816	0.817	0.880	ausarta
plug	0.531	0.356	0.473	entxufea
plum	0.724	0.306	0.170	arana
plumage	0.656	0.286	0.284	lumajea
plumb	0.448	0.500	0.554	lorde
plumber	0.327	0.510	0.448	iturgina
plumbing	0.469	0.427	0.441	iturgintza
plume	0.469	0.323	0.375	luma
plummet	0.302	0.750	0.360	behera egin
plump	0.385	0.480	0.387	potoloa
plumper	0.406	0.429	0.353	potoloa
plunder	0.125	0.894	0.574	arpilatu
plunge	0.307	0.690	0.550	murgildu
plunger	0.365	0.510	0.373	pisaketa
plural	0.560	0.432	0.564	plurala
plurality	0.683	0.473	0.587	pluraltasuna
plush	0.625	0.265	0.318	peluxa
plutonium	0.406	0.675	0.731	plutonioa
ply	0.458	0.320	0.324	geruza
plywood	0.561	0.245	0.380	kontratxapatua
pneumatic	0.337	0.520	0.500	pneumatiko
pneumonia	0.208	0.608	0.324	pneumonia
poacher	0.240	0.673	0.612	lapurreta
poachers	0.315	0.857	0.632	ehiztariak
poaching	0.302	0.824	0.526	ekusketa
pocket	0.458	0.275	0.340	poltsikoan
pocketbook	0.551	0.231	0.343	patrika
pocketful	0.594	0.279	0.306	poltsikoan
pod	0.480	0.396	0.339	leka
podium	0.627	0.365	0.702	podiuma
poem	0.810	0.270	0.571	poema
poems	0.833	0.388	0.418	poemak
poet	0.827	0.350	0.556	poeta
poetic	0.860	0.269	0.548	poetikoa
poetical	0.802	0.327	0.518	poetikoa
poetics	0.833	0.306	0.353	poetika
poetry	0.697	0.235	0.629	poesia
pogo	0.480	0.426	0.368	pogo
poignant	0.646	0.444	0.518	garratza
point	0.490	0.193	0.431	puntua
pointedly	0.408	0.706	0.569	zorrotz
pointer	0.583	0.382	0.500	erakuslea
pointless	0.055	0.353	0.111	zentzugabea
pointy	0.469	0.651	0.438	punta-puntua
poise	0.677	0.202	0.708	pausa
poison	0.083	0.760	0.573	pozoia
poisoned	0.057	0.808	0.402	pozoitua
poisoning	0.094	0.837	0.526	pozoitzea
poisonous	0.102	0.870	0.533	pozoitsu
poke	0.365	0.713	0.475	pikatu
poker	0.480	0.689	0.398	pokerra
pokes	0.365	0.480	0.538	pikak
polar	0.468	0.261	0.500	polarra
polarity	0.510	0.472	0.500	polaritatea
pole	0.418	0.398	0.368	zutoina
polemic	0.133	0.750	0.652	polemika
police	0.458	0.770	0.830	polizia
police officer	0.479	0.816	0.858	polizia
policeman	0.542	0.708	0.898	polizia
policewoman	0.530	0.740	0.727	polizia
policy	0.324	0.735	0.833	politika
polio	0.296	0.452	0.409	poliomielitis
polish	0.604	0.412	0.533	leuntzeko
polished	0.667	0.413	0.491	leunduta
polite	0.927	0.378	0.562	adeitsu
politeness	0.875	0.353	0.618	adeitasuna
politic	0.365	0.581	0.798	politikoa
political	0.347	0.730	0.875	politikoa
politician	0.323	0.551	0.863	politikaria
politics	0.250	0.528	0.855	politika
polity	0.268	0.583	0.802	politika
polka	0.604	0.451	0.426	polka
poll	0.552	0.500	0.554	galdeketa
pollen	0.622	0.212	0.292	polena
polling	0.448	0.598	0.602	galdeketa
pollute	0.173	0.660	0.480	kutsatu
pollution	0.062	0.694	0.445	kutsadura
polo	0.582	0.360	0.415	poloa
poltergeist	0.271	0.784	0.544	poltergeist
polyester	0.479	0.270	0.366	poliesterra
polygamy	0.365	0.647	0.563	poligamia
polygon	0.490	0.558	0.557	poligonoa
polygonal	0.427	0.441	0.528	poligonala
polygraph	0.427	0.491	0.602	poligrafoa
polymer	0.438	0.330	0.393	polimeroa
polymorphism	0.429	0.592	0.558	polimorfismoa
