English Word	Valence	Arousal	Dominance	Yoruba Word
lass	0.656	0.536	0.433	lass
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	lojo to koja
lasting	0.804	0.535	0.745	pípẹ
lastminute	0.418	0.582	0.385	iseju to koja
latch	0.395	0.263	0.288	latch
late	0.245	0.358	0.315	pẹ
lateness	0.214	0.388	0.343	aipẹ
latent	0.469	0.500	0.653	wiwaba
lateral	0.469	0.370	0.322	ita
laterally	0.562	0.255	0.450	ita
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	late
lather	0.635	0.327	0.313	lather
latitude	0.562	0.306	0.490	latitude
latrine	0.380	0.353	0.176	igbọnsẹ
latrines	0.214	0.462	0.267	ìgbọnsẹ
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	latissi
laud	0.493	0.427	0.383	gboyin
laudable	0.740	0.472	0.682	oloyinbo
laudation	0.542	0.547	0.623	iyin
laudatory	0.612	0.417	0.450	aladun
laugh	0.980	0.639	0.587	rerin
laughable	0.592	0.627	0.298	rerin
laughing	0.906	0.596	0.534	nrerin
laughingstock	0.427	0.779	0.312	ẹrín
laughs	0.812	0.846	0.425	rerin
laughter	0.959	0.654	0.588	ẹrín
launch	0.684	0.814	0.598	ifilọlẹ
launcher	0.677	0.745	0.808	ifilọlẹ
launches	0.490	0.663	0.602	awọn ifilọlẹ
launder	0.479	0.450	0.349	ifọṣọ
laundering	0.439	0.327	0.444	ifọṣọ
laundry	0.644	0.292	0.377	ifọṣọ
laureate	0.724	0.402	0.702	oloyinbo
laurel	0.646	0.146	0.302	laureli
laurels	0.684	0.279	0.545	laureli
lava	0.280	0.539	0.615	lafa
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	ile-iwẹwẹ
lavender	0.812	0.198	0.388	lafenda
lavish	0.792	0.648	0.730	alarinrin
law	0.740	0.590	0.815	ofin
lawful	0.660	0.394	0.780	ofin
lawless	0.219	0.690	0.420	ailofin
lawlessness	0.156	0.804	0.509	ailofin
lawman	0.510	0.523	0.786	aṣofin
lawn	0.686	0.153	0.192	odan
lawnmower	0.480	0.531	0.355	Lonu moa
lawsuit	0.219	0.794	0.611	ejo
lawyer	0.521	0.569	0.784	amofin
lax	0.430	0.401	0.300	dẹra
laxative	0.271	0.550	0.528	laxative
lay	0.521	0.336	0.491	dubulẹ
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	Layer
layered	0.571	0.306	0.436	siwa
layman	0.531	0.339	0.424	alaigbagbọ
layout	0.615	0.442	0.557	ifilelẹ
layover	0.520	0.355	0.500	idaduro
laziness	0.271	0.240	0.132	ọlẹ
lazy	0.392	0.264	0.096	ọlẹ
lazyday	0.337	0.319	0.145	ọlẹ
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	asiwaju
leaded	0.439	0.625	0.595	asiwaju
leader	0.833	0.582	0.926	olori
leadership	0.870	0.690	0.983	olori
leading	0.823	0.698	0.954	asiwaju
leads	0.530	0.471	0.615	nyorisi
leaf	0.583	0.156	0.294	ewe
leaflet	0.490	0.206	0.375	iwe pelebe
leafy	0.653	0.530	0.700	ewe
league	0.656	0.340	0.462	liigi
leak	0.378	0.833	0.520	jo
leakage	0.188	0.731	0.528	jijo
leaky	0.170	0.686	0.288	jo
lean	0.734	0.353	0.438	titẹ si apakan
leaned	0.570	0.373	0.490	leaned
leaning	0.480	0.409	0.352	gbigbe ara si
leap	0.750	0.663	0.667	fifo
learn	0.833	0.643	0.829	kọ ẹkọ
learned	0.704	0.462	0.543	kọ ẹkọ
learner	0.698	0.475	0.398	akeko
learning	0.833	0.588	0.574	eko
lease	0.520	0.463	0.545	iyalo
leash	0.320	0.347	0.427	ìjánu
leather	0.510	0.324	0.341	awọ
leathery	0.418	0.471	0.411	alawọ
leave	0.375	0.315	0.295	fi silẹ
leavemealone	0.240	0.472	0.402	fi mi silẹ
leaving	0.163	0.542	0.371	nlọ
lecherous	0.135	0.704	0.376	lecherous
lecture	0.594	0.462	0.737	ikowe
lecturer	0.677	0.549	0.736	olukọni
ledge	0.406	0.235	0.339	agbateru
ledger	0.510	0.362	0.609	iwe afọwọkọ
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	elegede
leeches	0.115	0.698	0.295	leeches
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	leery
lees	0.360	0.567	0.406	lees
leeway	0.562	0.577	0.569	leeway
left	0.354	0.370	0.361	osi
leftout	0.229	0.365	0.245	osi
leftover	0.490	0.460	0.222	ajẹkù
leftovers	0.219	0.350	0.116	ajẹkù
lefty	0.490	0.406	0.379	osi
leg	0.510	0.373	0.313	ese
legacy	0.792	0.529	0.827	ogún
legal	0.653	0.387	0.887	ofin
legality	0.765	0.343	0.713	ofin si
legalize	0.510	0.460	0.818	ofin si
legalized	0.760	0.440	0.855	ofin si
legally	0.771	0.482	0.842	labẹ ofin
legend	0.837	0.519	0.750	arosọ
legendary	0.857	0.537	0.863	arosọ
legibility	0.771	0.481	0.580	legibility
legible	0.673	0.279	0.509	legible
legion	0.469	0.570	0.852	legion
legislate	0.571	0.582	0.736	ṣe ofin
legislation	0.531	0.418	0.808	ofin
legislative	0.633	0.365	0.800	isofin
legislator	0.490	0.580	0.877	aṣofin
legislature	0.540	0.435	0.698	asofin
legit	0.747	0.427	0.849	ofin
legitimacy	0.823	0.420	0.855	abẹ ofin
legitimate	0.792	0.363	0.841	abẹ
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	esè
legume	0.520	0.302	0.465	legume
legwork	0.622	0.560	0.509	iṣẹ ẹsẹ
leisure	0.631	0.429	0.421	fàájì
leisurely	0.806	0.250	0.367	fàájì
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	lẹmọnu
lemonade	0.661	0.287	0.412	ohun mimu ti a fi orombo ṣe
lend	0.520	0.461	0.508	wín
lender	0.340	0.520	0.703	ayanilowo
lending	0.510	0.585	0.462	yiya
length	0.479	0.308	0.533	ipari
lengthen	0.619	0.481	0.566	gigun
lengthened	0.448	0.530	0.474	gigun
lengthening	0.673	0.530	0.528	gigun
lengthwise	0.571	0.470	0.528	gigun
lengthy	0.570	0.342	0.528	gigun
leniency	0.517	0.436	0.545	pẹlẹbẹ
lenient	0.520	0.451	0.340	onírẹ̀lẹ̀
lens	0.420	0.245	0.472	lẹnsi
leopard	0.542	0.755	0.611	amotekun
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	adẹtẹ
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	ẹ̀tẹ̀
lesion	0.240	0.623	0.361	egbo
less	0.265	0.240	0.115	Ti o kere
lessee	0.417	0.474	0.595	ayálégbé
lessen	0.235	0.284	0.255	din
lessening	0.375	0.300	0.277	idinku
lesser	0.396	0.167	0.211	kere ju
lesson	0.704	0.577	0.593	ẹkọ
lessor	0.552	0.490	0.623	onile
let	0.427	0.373	0.307	jẹ ki
lethal	0.156	0.800	0.745	apaniyan
lethargic	0.214	0.245	0.375	lethargic
lethargy	0.194	0.302	0.316	ifarabalẹ
letter	0.635	0.279	0.342	lẹta
lettered	0.542	0.361	0.482	lẹta
letterhead	0.450	0.316	0.462	ori lẹta
lettering	0.541	0.180	0.431	kikọ
letters	0.663	0.327	0.364	awọn lẹta
lettuce	0.594	0.163	0.291	oriṣi ewe
leukemia	0.094	0.572	0.351	aisan lukimia
levee	0.520	0.324	0.490	lefe
level	0.622	0.277	0.491	ipele
lever	0.400	0.343	0.402	lefa
leverage	0.459	0.500	0.629	idogba
levitate	0.561	0.598	0.551	levitate
levy	0.438	0.420	0.491	owo-ori
lewd	0.188	0.673	0.412	onifẹkufẹ
lexicon	0.561	0.463	0.615	lexikon
ley	0.604	0.389	0.764	lele
liabilities	0.429	0.608	0.694	awọn gbese
liability	0.646	0.500	0.802	layabiliti
liable	0.656	0.519	0.821	oniduro
liaison	0.698	0.337	0.472	ajosepo
liar	0.042	0.606	0.339	eke
libel	0.128	0.694	0.403	ẹ̀gàn
libelous	0.125	0.735	0.436	olofofo
liberal	0.565	0.565	0.755	ominira
liberalism	0.562	0.712	0.750	liberalism
liberate	0.760	0.632	0.708	gba ominira
liberated	0.780	0.630	0.683	ominira
liberating	0.915	0.620	0.745	ominira
liberation	0.745	0.614	0.857	ominira
liberty	0.938	0.579	0.836	ominira
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	alakàwé
library	0.776	0.122	0.549	ìkàwé
libretto	0.612	0.328	0.406	liberto
lice	0.133	0.500	0.194	ina
license	0.500	0.394	0.702	iwe-ašẹ
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	lá
licorice	0.677	0.310	0.400	likorisi
lid	0.490	0.189	0.255	ideri
lie	0.130	0.725	0.272	purọ
liege	0.479	0.426	0.452	liege
lien	0.396	0.580	0.441	irọmọ
lieu	0.427	0.410	0.312	dipo
lieutenant	0.594	0.612	0.920	alade
life	0.918	0.615	0.824	aye
lifeblood	0.673	0.690	0.708	ẹjẹ aye
lifeboat	0.724	0.425	0.533	ọkọ oju omi igbesi aye
lifeguard	0.870	0.606	0.786	Agbani sile
lifeisgood	0.812	0.575	0.611	igbesi aye dara
lifeless	0.042	0.333	0.163	ainiye
lifelike	0.776	0.567	0.765	igbesi aye
lifeline	0.735	0.552	0.496	igbesi aye
lifelong	0.823	0.330	0.640	igbesi aye
lifer	0.427	0.519	0.398	igbesi aye
lifesaver	0.908	0.745	0.703	olugbala aye
lifestyle	0.750	0.472	0.645	igbesi aye
lifesucks	0.167	0.637	0.377	lifesucks
lifetime	0.816	0.559	0.736	igbesi aye
lift	0.704	0.518	0.656	gbe soke
lifted	0.714	0.441	0.657	gbe soke
liftoff	0.531	0.667	0.588	Gbe soke
ligament	0.490	0.410	0.510	iṣan
ligation	0.344	0.423	0.396	ligation
ligature	0.478	0.430	0.447	ligature
light	0.771	0.320	0.519	imole
light year	0.719	0.425	0.593	odun imole
lightbulb	0.573	0.255	0.302	gilobu ina
lighten	0.688	0.438	0.362	fẹẹrẹfẹ
lightheaded	0.347	0.620	0.255	lightheaded
lighthouse	0.622	0.240	0.510	ile ina
lighting	0.765	0.440	0.750	itanna
lightness	0.794	0.360	0.526	ìmọ́lẹ̀
lightning	0.429	0.683	0.595	manamana
lights	0.750	0.480	0.575	awọn imọlẹ
lightweight	0.670	0.300	0.358	fẹẹrẹfẹ
likable	0.865	0.480	0.663	alafẹ
like	0.719	0.353	0.446	fẹran
likelihood	0.760	0.469	0.542	o ṣeeṣe
likely	0.633	0.356	0.454	seese
likeness	0.688	0.410	0.561	irisi
likewise	0.651	0.217	0.312	bakanna
liking	0.963	0.604	0.589	fẹran
lilac	0.688	0.180	0.357	Lilac
lily	0.640	0.245	0.263	lili
limb	0.510	0.397	0.427	ẹsẹ
limber	0.688	0.729	0.673	limber
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	orombo wewe
limelight	0.667	0.639	0.694	limelight
limestone	0.602	0.323	0.381	okuta onile
limey	0.469	0.347	0.415	orombo wewe
limit	0.427	0.453	0.500	ifilelẹ lọ
limitation	0.190	0.431	0.225	aropin
limited	0.229	0.273	0.380	lopin
limitless	0.688	0.574	0.655	ailopin
limo	0.760	0.367	0.667	limo
limousine	0.638	0.531	0.640	limousine
limp	0.393	0.440	0.172	rọ
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	ila
lineage	0.633	0.465	0.721	idile
lineal	0.521	0.170	0.474	laini
linear	0.646	0.250	0.472	laini
linebacker	0.490	0.660	0.543	alatelelehin
lined	0.438	0.367	0.424	ila
linen	0.656	0.323	0.286	ọgbọ
liner	0.469	0.396	0.400	ikan lara
lines	0.542	0.317	0.330	awọn ila
lineup	0.635	0.427	0.638	e to
linger	0.480	0.311	0.412	duro
lingerie	0.543	0.463	0.308	aṣọ awọtẹlẹ
lingering	0.630	0.643	0.667	diduro
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	ede
linguini	0.625	0.338	0.355	Èdè Èdè
linguist	0.583	0.330	0.634	onisọ ede
linguistic	0.646	0.351	0.618	ede
linguistics	0.552	0.390	0.618	linguistics
lining	0.571	0.363	0.472	ikan lara
link	0.427	0.264	0.491	ọna asopọ
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	kiniun
lip	0.541	0.348	0.443	ète
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	ikunte
liquefaction	0.449	0.622	0.535	liquefaction
liquefied	0.562	0.463	0.342	olomi
liqueur	0.670	0.612	0.389	Oti alagbara
liquid	0.562	0.235	0.307	olomi
liquidate	0.327	0.654	0.664	oloomi
liquidation	0.417	0.625	0.649	oloomi
liquidator	0.354	0.663	0.750	oloomi
liquidity	0.688	0.529	0.534	oloomi
liquor	0.603	0.702	0.433	oti alagbara
lira	0.530	0.255	0.370	lira
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	akojọ
listen	0.771	0.360	0.445	gbo
listener	0.667	0.375	0.403	olutẹtisi
listenting	0.640	0.377	0.491	gbigbọ
listing	0.438	0.273	0.432	kikojọ
listless	0.219	0.350	0.231	alailorukọ
listneing	0.531	0.370	0.433	gbigbọ
litany	0.510	0.365	0.482	litany
liter	0.573	0.208	0.382	lita
literacy	0.730	0.306	0.638	imọwe
literal	0.570	0.353	0.574	gangan
literally	0.571	0.353	0.673	gangan
literary	0.719	0.324	0.667	mookomooka
literature	0.708	0.250	0.598	litireso
lithe	0.656	0.596	0.602	liti
lithium	0.417	0.330	0.430	litiumu
lithograph	0.551	0.327	0.481	lithograph
lithography	0.561	0.346	0.473	lithography
lithology	0.519	0.378	0.525	lithology
lithosphere	0.473	0.333	0.689	lithosphere
litigant	0.219	0.577	0.696	onijagidijagan
litigate	0.260	0.819	0.712	ẹjọ
litigation	0.388	0.760	0.602	ẹjọ
litigator	0.429	0.630	0.732	oniduro
litigious	0.360	0.736	0.632	ẹjọ
litter	0.255	0.551	0.110	idalẹnu
little	0.385	0.160	0.213	diẹ
littlethings	0.740	0.311	0.242	ohun kekere
littoral	0.551	0.387	0.452	littoral
liturgy	0.490	0.327	0.568	ijosin
live	0.880	0.673	0.676	gbe
livelife	0.792	0.624	0.664	gbe aye
livelihood	0.698	0.481	0.721	igbesi aye
lively	0.847	0.810	0.642	iwunlere
liven	0.708	0.713	0.673	ngbe
liver	0.439	0.290	0.385	ẹdọ
livery	0.510	0.417	0.429	livery
livestock	0.729	0.420	0.519	ẹran ọsin
livid	0.469	0.788	0.490	gbele
living	0.865	0.608	0.727	ngbe
lizard	0.378	0.375	0.324	alangba
llama	0.490	0.590	0.519	llama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	fifuye
loader	0.562	0.377	0.686	agberu
loaf	0.755	0.250	0.277	akara
loafer	0.235	0.396	0.254	loafer
loam	0.469	0.373	0.673	lomu
loan	0.552	0.480	0.352	awin
loath	0.135	0.714	0.445	ikorira
loathe	0.094	0.730	0.429	korira
loathful	0.068	0.740	0.358	irira
loathing	0.083	0.796	0.368	ikorira
loathsome	0.120	0.694	0.343	irira
lobby	0.625	0.427	0.472	ibebe
lobbyist	0.385	0.527	0.565	lobbyist
lobe	0.459	0.364	0.352	lobe
lobotomy	0.296	0.598	0.402	lobotomi
lobster	0.571	0.356	0.291	lobusta
local	0.656	0.269	0.452	agbegbe
locale	0.449	0.387	0.352	agbegbe
locality	0.582	0.336	0.464	agbegbe
localization	0.552	0.330	0.545	isọdibilẹ
localize	0.520	0.481	0.679	agbegbe
localized	0.490	0.460	0.621	agbegbe
locate	0.583	0.520	0.786	wa
location	0.615	0.375	0.546	ipo
locator	0.480	0.426	0.614	oniwadi
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	titiipa
locker	0.439	0.300	0.393	atimole
locket	0.615	0.327	0.616	titiipa
locksmith	0.510	0.417	0.491	Alagadagodo
lockup	0.240	0.602	0.617	atipa
loco	0.306	0.774	0.226	loko
locomotion	0.470	0.600	0.595	locomotion
locomotive	0.542	0.650	0.721	locomotive
locust	0.479	0.412	0.417	eṣú
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	ibugbe
lodger	0.480	0.448	0.304	ayagbe
lodging	0.713	0.286	0.527	ibugbe
loft	0.510	0.378	0.343	oke aja
lofty	0.755	0.306	0.569	ga
log	0.591	0.371	0.395	wọle
logarithm	0.520	0.439	0.551	logarithm
logarithmic	0.469	0.458	0.606	logarithmic
logic	0.646	0.245	0.819	ogbon
logical	0.805	0.400	0.648	mogbonwa
logistics	0.633	0.500	0.730	eekaderi
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logotype
loin	0.420	0.298	0.379	agba
lollipop	0.628	0.483	0.357	lollipop
lone	0.198	0.204	0.367	nikan
loneliness	0.146	0.182	0.222	ìdánìkanwà
lonely	0.250	0.226	0.238	adashe
loner	0.347	0.152	0.221	nikan
lonesome	0.281	0.213	0.336	adaduro
long	0.541	0.353	0.543	gun
longboat	0.551	0.454	0.490	oko oju omi gigun
longevity	0.750	0.353	0.745	gigun aye
longing	0.604	0.434	0.560	npongbe
longitude	0.479	0.310	0.516	ìgùn
longitudinal	0.542	0.398	0.582	gigun
longitudinally	0.541	0.380	0.569	longitudinally
longtime	0.362	0.442	0.546	o to ojo meta
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	wo
looker	0.583	0.354	0.451	oluwari
lookout	0.698	0.538	0.639	wo ke o
loom	0.531	0.245	0.325	loom
looming	0.367	0.750	0.528	looming
loon	0.429	0.392	0.325	loon
loony	0.439	0.474	0.295	loony
loop	0.516	0.343	0.317	lupu
loophole	0.406	0.755	0.491	loophole
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	alaimuṣinṣin
loosen	0.487	0.337	0.218	tú
loosening	0.378	0.343	0.295	loosening
loot	0.604	0.711	0.537	ìkógun
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	lopopo
lord	0.618	0.327	0.684	oluwa
lords	0.571	0.356	0.781	oluwa
lordship	0.573	0.557	0.736	olúwa
lore	0.719	0.373	0.768	arosọ
lorry	0.521	0.481	0.402	oko nla
lose	0.115	0.538	0.176	padanu
loser	0.083	0.510	0.155	olofo
losing	0.076	0.686	0.223	padanu
loss	0.062	0.567	0.211	isonu
lost	0.199	0.663	0.148	sọnu
lot	0.531	0.215	0.370	pupo
lotion	0.724	0.261	0.188	ipara
lots	0.604	0.417	0.424	pupo
lottery	0.771	0.731	0.491	lotiri
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	ariwo
loudly	0.541	0.755	0.667	ariwo
loudmouth	0.337	0.615	0.456	ariwo ẹnu
loudness	0.350	0.582	0.620	ariwo
loudspeaker	0.490	0.735	0.689	agbohunsoke
lounge	0.592	0.245	0.466	rọgbọkú
lounging	0.735	0.167	0.449	lounging
louse	0.184	0.439	0.154	egbin
lousy	0.125	0.482	0.234	lousy
lovable	0.948	0.335	0.565	iferan
love	1.000	0.519	0.673	ife
loved	0.927	0.452	0.582	feran
lovee	0.949	0.592	0.611	ife
loveee	0.927	0.592	0.693	ololufe
loveless	0.102	0.365	0.216	aini ife
lovelife	0.837	0.610	0.592	igbesi aye ife
loveliness	0.959	0.509	0.750	loveliness
lovelovelove	0.948	0.582	0.554	lovelovelove
lovely	0.917	0.456	0.741	ẹlẹwà
lovemaking	0.969	0.927	0.814	iferan
lovemylife	0.896	0.800	0.573	ife aye mi
lover	0.881	0.816	0.750	ololufe
lovesick	0.796	0.842	0.500	alafẹfẹ
lovethis	0.867	0.552	0.526	ife eleyi
loving	0.948	0.612	0.636	ife
lovinglife	0.979	0.404	0.673	aye ife
lovinlife	0.714	0.460	0.544	lovinlife
low	0.292	0.220	0.102	kekere
lowdown	0.306	0.441	0.441	lowdown
lower	0.327	0.296	0.258	isalẹ
lowering	0.286	0.363	0.236	sokale
lowest	0.312	0.304	0.129	ni asuwon ti
lowlands	0.323	0.290	0.331	pẹ̀tẹ́lẹ̀
lowlife	0.296	0.529	0.309	kekere aye
lowly	0.562	0.294	0.417	irẹlẹ
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	olóòótọ́
loyalty	0.885	0.406	0.793	iṣootọ
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luu
lube	0.552	0.490	0.411	lube
lubricant	0.656	0.550	0.454	olomi
lubricate	0.552	0.490	0.470	lubricate
lubrication	0.624	0.646	0.491	lubrication
lucid	0.771	0.490	0.705	lucid
luck	0.854	0.490	0.717	orire
luckiest	0.917	0.690	0.852	orire julọ
lucky	0.960	0.610	0.793	orire
luckygirl	0.781	0.712	0.471	luckygirl
lucrative	0.729	0.519	0.798	anfani
ludicrous	0.137	0.553	0.274	ludicrous
lug	0.344	0.443	0.340	gbogun
luggage	0.561	0.226	0.319	ẹru
lukewarm	0.573	0.300	0.241	gbona
lull	0.602	0.130	0.402	lull
lullaby	0.796	0.156	0.339	lullaby
lumbar	0.323	0.418	0.342	lumbar
lumber	0.517	0.184	0.373	igi
lumbering	0.354	0.561	0.655	igi-igi
lumberjack	0.500	0.660	0.726	lumberjack
luminescent	0.796	0.550	0.526	itanna
luminous	0.918	0.392	0.783	itanna
lump	0.438	0.337	0.463	odidi
lumpy	0.271	0.378	0.365	lumpy
lunacy	0.132	0.847	0.330	were
lunar	0.562	0.296	0.427	oṣupa
lunatic	0.125	0.792	0.442	aṣiwere
lunch	0.880	0.410	0.542	ọsan
lunchbox	0.663	0.346	0.346	apoti ounjẹ ọsan
luncheon	0.837	0.240	0.441	ounjẹ ọsan
lunchtime	0.896	0.398	0.444	akoko ọsan
lung	0.510	0.292	0.629	ẹdọfóró
lunge	0.354	0.721	0.509	ẹdọfóró
lungs	0.531	0.352	0.555	ẹdọforo
lurch	0.404	0.694	0.363	lurch
lure	0.439	0.565	0.300	lure
lurid	0.186	0.833	0.536	lurid
lurk	0.219	0.740	0.655	farapamọ
lurking	0.421	0.781	0.575	farapamọ
luscious	0.885	0.552	0.545	alarinrin
lush	0.740	0.783	0.833	ọti
lust	0.469	0.944	0.518	ifẹkufẹ
luster	0.833	0.566	0.558	didan
lustful	0.427	0.896	0.643	ifẹkufẹ
lustrous	0.771	0.606	0.598	alarinrin
lusty	0.469	0.941	0.673	ifẹkufẹ
lute	0.459	0.407	0.500	lute
luxuriant	0.760	0.745	0.812	igbadun
luxurious	0.947	0.644	0.754	adun
luxury	0.932	0.673	0.750	igbadun
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	lye
lying	0.208	0.704	0.317	eke
lymph	0.398	0.510	0.390	omi-ara
lymphatic	0.380	0.509	0.472	iṣan ara
lymphoma	0.208	0.645	0.330	lymphoma
lynch	0.167	0.885	0.482	lynch
lynching	0.135	0.920	0.548	linching
lynx	0.510	0.590	0.567	lynx
lyre	0.719	0.347	0.414	duru
lyric	0.702	0.269	0.464	lyric
lyrical	0.708	0.451	0.618	lyrical
lyrics	0.582	0.214	0.333	lyrics
macadamia	0.635	0.330	0.434	macadamia
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	macaroni
mace	0.450	0.412	0.415	obinrin
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	machete
machine	0.510	0.500	0.707	ẹrọ
machinery	0.458	0.615	0.629	ẹrọ
machinist	0.490	0.598	0.721	ẹlẹrọ
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	eja makereli
macro	0.552	0.469	0.647	Makiro
mad	0.219	0.873	0.277	were
madam	0.580	0.308	0.571	iyaafin
madame	0.604	0.500	0.635	iyaafin
madden	0.329	0.602	0.457	were
madder	0.323	0.853	0.267	aṣiwere
mademoiselle	0.752	0.459	0.461	ṣemoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	ile isinwin
madman	0.135	0.880	0.312	were
madness	0.104	0.804	0.440	isinwin
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	nsomi
magazine	0.615	0.332	0.377	iwe irohin
mage	0.622	0.373	0.453	mage
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	ìdin
magic	0.868	0.663	0.578	idan
magical	0.875	0.651	0.595	idan
magician	0.714	0.657	0.551	alalupayida
magistrate	0.587	0.541	0.904	adajo
magma	0.323	0.623	0.609	magma
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	nla
magnesium	0.542	0.320	0.321	iṣuu magnẹsia
magnet	0.571	0.318	0.553	oofa
magnetic	0.612	0.529	0.673	oofa
magnetism	0.630	0.529	0.741	oofa
magnetite	0.531	0.490	0.581	magnetite
magnification	0.890	0.615	0.880	igbega
magnificence	0.802	0.810	0.920	titobi
magnificent	1.000	0.680	0.886	nkanigbega
magnifier	0.469	0.216	0.345	ampilifaya
magnify	0.729	0.561	0.839	gbé ga
magnifying	0.594	0.265	0.406	gbígbóná janjan
magnitude	0.608	0.613	0.774	titobi
magnolia	0.558	0.343	0.379	magnolia
magpie	0.500	0.458	0.327	magpie
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahogany
maid	0.406	0.324	0.300	iranṣẹbinrin
maiden	0.755	0.396	0.461	wundia
mail	0.615	0.231	0.548	meeli
mailbox	0.573	0.222	0.404	apoti leta
mailing	0.688	0.324	0.375	ifiweranṣẹ
mailman	0.659	0.418	0.462	mailman
maim	0.133	0.724	0.496	alaabo
main	0.667	0.510	0.811	akọkọ
mainframe	0.531	0.490	0.557	akọkọ fireemu
mainland	0.680	0.407	0.806	oluile
mainstay	0.694	0.400	0.713	akọkọ
mainstream	0.653	0.527	0.660	atijo
maintain	0.684	0.398	0.647	ṣetọju
maintenance	0.592	0.410	0.545	itọju
majestic	0.948	0.731	0.906	alalanla
majesty	0.823	0.602	0.955	kabiyesi
major	0.684	0.538	0.874	pataki
majority	0.684	0.560	0.930	opolopo
make	0.684	0.420	0.480	ṣe
makeover	0.771	0.510	0.596	atunṣe
maker	0.698	0.544	0.706	alagidi
makeshift	0.479	0.611	0.389	igbafẹfẹ
makesmehappy	0.894	0.663	0.712	mu inu mi dun
makesmemad	0.296	0.643	0.500	makemad
makeup	0.740	0.333	0.331	ifipaju
makingdisciples	0.684	0.402	0.664	sisọ awọn ọmọ-ẹhin
malady	0.190	0.686	0.304	arun
malaise	0.150	0.600	0.161	ailera
malaria	0.125	0.653	0.304	iba
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	malevolent
malfeasance	0.062	0.745	0.325	aiṣedeede
malformation	0.083	0.602	0.357	aiṣedeede
malfunction	0.125	0.577	0.229	aiṣedeede
malice	0.073	0.811	0.492	arankàn
malicious	0.177	0.765	0.607	irira
malign	0.140	0.765	0.481	buburu
malignancy	0.149	0.814	0.614	aiṣedeede
malignant	0.143	0.824	0.370	buburu
maligned	0.102	0.684	0.218	aburu
mall	0.724	0.663	0.492	ile itaja
malleable	0.500	0.500	0.391	malleable
mallet	0.354	0.390	0.483	mallet
malnutrition	0.024	0.592	0.277	àìjẹunrekánú
malpractice	0.094	0.559	0.330	aiṣedeede
