English Word	Valence	Arousal	Dominance	Vietnamese Word
narcissism	0.214	0.639	0.540	tự kiêu
narcissist	0.173	0.614	0.629	người ái kỷ
narcissistic	0.323	0.708	0.655	tự ái
narcotic	0.102	0.858	0.450	mê man
narrate	0.541	0.480	0.473	thuật lại
narration	0.622	0.408	0.551	tường thuật
narrative	0.580	0.303	0.443	chuyện kể
narrator	0.673	0.430	0.623	người dẫn chuyện
narrow	0.260	0.368	0.356	chật hẹp
narrowing	0.354	0.593	0.357	thu hẹp
nasal	0.479	0.340	0.330	mũi
nascent	0.684	0.373	0.585	non trẻ
nasty	0.115	0.620	0.264	bẩn thỉu
natal	0.755	0.462	0.481	sinh đẻ
nation	0.594	0.443	0.821	dân tộc
national	0.698	0.365	0.663	Quốc gia
nationality	0.642	0.400	0.772	Quốc tịch
nationwide	0.684	0.217	0.672	toàn quốc
native	0.635	0.422	0.710	tự nhiên
nativity	0.750	0.337	0.673	sự giáng sinh
natural	0.854	0.118	0.481	Thiên nhiên
natural gas	0.635	0.324	0.396	khí tự nhiên
naturalist	0.844	0.255	0.562	nhà tự nhiên học
naturalization	0.781	0.279	0.652	nhập tịch
naturalized	0.760	0.333	0.600	nhập tịch
naturally	0.854	0.276	0.549	một cách tự nhiên
nature	0.857	0.184	0.643	thiên nhiên
naught	0.344	0.176	0.161	hư không
naughty	0.451	0.857	0.371	nghịch ngợm
nausea	0.104	0.781	0.273	buồn nôn
nauseate	0.062	0.660	0.176	buồn nôn
nauseating	0.021	0.640	0.250	buồn nôn
nauseous	0.135	0.780	0.284	buồn nôn
nautical	0.646	0.250	0.579	hải lý
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	hải quân
nave	0.583	0.448	0.585	gian giữa
navel	0.448	0.261	0.276	lỗ rốn
navigable	0.749	0.406	0.645	điều hướng được
navigate	0.740	0.555	0.675	điều hướng
navigation	0.841	0.470	0.720	dẫn đường
navigational	0.573	0.481	0.564	điều hướng
navigator	0.583	0.592	0.623	hoa tiêu
navy	0.531	0.760	0.764	Hải quân
nay	0.344	0.290	0.325	nay
nearsighted	0.271	0.373	0.265	cận thị
neat	0.878	0.235	0.491	gọn gàng
neatly	0.802	0.412	0.588	gọn gàng
nebula	0.510	0.418	0.438	tinh vân
nebulae	0.490	0.330	0.472	tinh vân
nebulous	0.469	0.347	0.417	âm u
necessarily	0.667	0.423	0.598	nhất thiết
necessary	0.750	0.433	0.679	cần thiết
necessitate	0.578	0.604	0.516	cần thiết
necessities	0.520	0.630	0.463	nhu yếu phẩm
necessity	0.567	0.471	0.588	sự cần thiết
neck	0.541	0.245	0.345	cái cổ
necklace	0.760	0.294	0.373	chuỗi hạt
necktie	0.583	0.229	0.314	cà vạt
necromancer	0.333	0.625	0.536	thầy chiêu hồn
necrosis	0.115	0.622	0.385	hoại tử
nectar	0.746	0.331	0.398	mật hoa
need	0.510	0.574	0.200	cần
needalife	0.490	0.443	0.394	needalife
needed	0.677	0.342	0.679	cần thiết
needful	0.582	0.460	0.614	cần thiết
needit	0.250	0.472	0.356	cần nó
needle	0.250	0.472	0.360	cây kim
needlepoint	0.653	0.500	0.556	đường kim mũi chỉ
needles	0.250	0.602	0.348	kim tiêm
needless	0.327	0.385	0.200	không cần
needtoknow	0.427	0.606	0.474	cần phải biết
needtorelax	0.673	0.438	0.274	Needtorelax
needy	0.360	0.451	0.245	túng thiếu
nefarious	0.184	0.720	0.528	bất chính
negation	0.255	0.461	0.297	sự phủ định
negative	0.102	0.527	0.176	phủ định
negativity	0.060	0.520	0.273	tiêu cực
neglect	0.045	0.550	0.163	sao nhãng
neglected	0.271	0.385	0.160	bị bỏ quên
neglecting	0.177	0.441	0.230	bỏ mặc
negligee	0.385	0.520	0.336	người da đen
negligence	0.092	0.570	0.251	thiếu trách nhiệm
negligent	0.167	0.583	0.259	không lo
negligently	0.056	0.583	0.266	sơ suất
negligible	0.177	0.292	0.232	không đáng kể
negotiable	0.688	0.585	0.731	có thể thương lượng
negotiate	0.612	0.708	0.769	thương lượng
negotiation	0.490	0.615	0.728	đàm phán
negotiator	0.635	0.471	0.817	người thương lượng
negro	0.354	0.368	0.461	người phủ định
neigh	0.378	0.642	0.373	tiếng hí
neighbor	0.657	0.448	0.434	láng giềng
neighborhood	0.385	0.469	0.373	khu vực lân cận
neighboring	0.656	0.306	0.481	láng giềng
nemesis	0.271	0.688	0.647	kẻ thù
neon	0.594	0.480	0.380	đèn neon
neonatal	0.542	0.529	0.357	sơ sinh
neophyte	0.286	0.363	0.411	tân sinh
neoprene	0.316	0.451	0.443	neoprene
nephew	0.719	0.337	0.412	cháu trai
nepotism	0.349	0.584	0.517	chế độ tân gia
nerd	0.408	0.481	0.315	mọt sách
nerdy	0.296	0.255	0.292	mọt sách
nerve	0.129	0.698	0.307	thần kinh
nerves	0.333	0.783	0.264	dây thần kinh
nervous	0.235	0.820	0.213	thần kinh
nervousness	0.163	0.915	0.241	lo lắng
nervouswreck	0.112	0.867	0.179	suy sụp thần kinh
nervy	0.250	0.830	0.241	lo lắng
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	tổ
nestle	0.625	0.308	0.379	nép mình
nestling	0.604	0.427	0.286	nép vào nhau
net	0.441	0.288	0.417	mạng lưới
nether	0.240	0.265	0.259	nether
netting	0.368	0.509	0.585	đánh lưới
nettle	0.406	0.324	0.490	cây tầm ma
network	0.531	0.337	0.466	mạng
networking	0.625	0.482	0.545	mạng lưới
neural	0.582	0.426	0.391	thần kinh
neuralgia	0.092	0.706	0.439	đau dây thần kinh
neurological	0.500	0.540	0.558	thần kinh
neurologist	0.608	0.500	0.736	nhà thần kinh học
neurology	0.459	0.537	0.580	thần kinh học
neurosis	0.122	0.766	0.418	loạn thần kinh
neurosurgeon	0.590	0.673	0.755	giải phẫu thần kinh
neurosurgery	0.490	0.632	0.730	phẫu thuật thần kinh
neurotic	0.198	0.801	0.387	loạn thần kinh
neuter	0.621	0.163	0.302	neuter
neutral	0.469	0.184	0.357	Trung tính
neutrality	0.469	0.205	0.434	tính trung lập
neutralize	0.519	0.363	0.719	vô hiệu hóa
neutron	0.469	0.440	0.679	nơtron
new	0.917	0.490	0.582	Mới
new age	0.694	0.556	0.727	tuổi mới
newbeginnings	0.802	0.613	0.524	những khởi đầu mới
newborn	0.918	0.580	0.372	trẻ sơ sinh
newcomer	0.622	0.380	0.396	người mới
newday	0.847	0.388	0.618	ngày mới
newfound	0.745	0.741	0.520	mới tìm thấy
newjob	0.755	0.643	0.729	việc làm mới
newlife	0.898	0.646	0.701	cuộc sống mới
newly	0.688	0.422	0.552	mới
newlywed	0.847	0.706	0.570	mới cưới
newme	0.643	0.550	0.527	newme
newness	0.740	0.522	0.588	sự mới mẻ
news	0.633	0.580	0.610	Tin tức
newscast	0.531	0.509	0.714	bản tin
newscaster	0.646	0.510	0.764	phát thanh viên
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	bản tin
newsman	0.604	0.480	0.696	người đưa tin
newspaper	0.602	0.283	0.444	báo chí
newspaperman	0.561	0.458	0.750	Nha bao
newsreel	0.625	0.571	0.577	newsreel
newsroom	0.531	0.392	0.658	tòa soạn
newsstand	0.615	0.222	0.336	sạp báo
newstart	0.802	0.510	0.667	khởi đầu mới
newt	0.458	0.380	0.541	sa giông
newyear	0.938	0.784	0.520	năm mới
nexus	0.496	0.368	0.412	mối quan hệ
nib	0.510	0.282	0.406	ngòi bút
nibble	0.551	0.551	0.411	gặm nhấm
nice	0.930	0.442	0.650	đẹp
niche	0.459	0.413	0.318	thích hợp
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	nick
nickel	0.510	0.347	0.406	niken
nickname	0.490	0.470	0.263	tên nick
nicotine	0.235	0.608	0.447	nicotin
niece	0.771	0.320	0.400	cháu gái
nifty	0.740	0.745	0.815	tiện lợi
nigh	0.653	0.216	0.336	tối
night	0.598	0.396	0.404	đêm
nightcap	0.750	0.196	0.268	mũ ngủ
nightclub	0.802	0.894	0.528	câu lạc bộ đêm
nightfall	0.490	0.436	0.426	màn đêm buông xuống
nightgown	0.643	0.408	0.250	áo ngủ
nightie	0.630	0.388	0.274	nightie
nightingale	0.740	0.340	0.496	chim sơn ca
nightlife	0.542	0.783	0.510	cuộc sống về đêm
nightly	0.673	0.410	0.474	hàng đêm
nightmare	0.005	0.810	0.436	cơn ác mộng
nightmares	0.082	0.942	0.448	ác mộng
nightstand	0.490	0.130	0.327	đầu giường
nightstick	0.500	0.461	0.348	đồ ăn đêm
nighttime	0.735	0.385	0.439	ban đêm
nihilism	0.367	0.510	0.364	chủ nghĩa hư vô
nil	0.286	0.143	0.157	không
nimble	0.833	0.729	0.769	nhanh nhẹn
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	chín
nineteen	0.673	0.304	0.375	mười chín
ninety	0.479	0.349	0.436	chín mươi
ninja	0.542	0.844	0.682	nhẫn giả
ninny	0.344	0.343	0.309	ngu ngốc
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	thứ chín
nip	0.281	0.700	0.264	nip
nipper	0.386	0.422	0.317	cái kềm
nipple	0.480	0.786	0.415	núm vú
nippy	0.540	0.500	0.416	lanh lợi
nitrate	0.388	0.406	0.500	nitrat
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	nitơ
nitrous	0.435	0.561	0.411	có nitơ
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	không có dự đoán
no disgust	0.510	0.324	0.448	không ghê tởm
no emotion	0.170	0.109	0.225	không cảm xúc
no sentiment	0.092	0.382	0.278	không có tình cảm
no surprise	0.171	0.224	0.412	không ngạc nhiên
no trust	0.055	0.445	0.257	không tin tưởng
nobility	0.844	0.347	0.736	quý tộc
noble	0.906	0.345	0.610	cao quý
nobleman	0.675	0.286	0.709	nhà quý tộc
nobodycares	0.365	0.410	0.354	không ai quan tâm
nocomplaints	0.677	0.164	0.491	không phàn nàn
nocturnal	0.540	0.500	0.462	về đêm
nod	0.590	0.367	0.427	gật đầu
nodding	0.694	0.294	0.426	gật đầu
node	0.396	0.343	0.361	nút
nodular	0.438	0.351	0.411	nốt sần
nodule	0.312	0.426	0.349	nốt sần
noggin	0.510	0.433	0.382	noggin
nohope	0.200	0.441	0.385	không hi vọng
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	tiếng ồn
noisy	0.271	0.812	0.561	ồn ào
nomad	0.375	0.413	0.433	người du mục
nomadic	0.427	0.519	0.422	dân du mục
nomenclature	0.500	0.222	0.575	danh pháp
nominal	0.594	0.250	0.463	trên danh nghĩa
nominate	0.615	0.471	0.669	đề cử
nomination	0.663	0.637	0.696	sự đề cử
nominee	0.662	0.625	0.765	người được đề cử
nonce	0.422	0.370	0.377	nonce
nonchalant	0.312	0.314	0.366	hờ hững
noncompliance	0.112	0.598	0.259	không tuân thủ
nondescript	0.490	0.434	0.348	nondescript
nonexistent	0.208	0.429	0.149	không tồn tại
nonfat	0.604	0.260	0.340	không béo
nonfiction	0.426	0.315	0.431	phi hư cấu
nonpayment	0.229	0.510	0.298	không thanh toán
nonresident	0.250	0.340	0.302	không thường trú
nonsense	0.214	0.531	0.155	vô lý
nonsensical	0.173	0.268	0.193	vô nghĩa
nonviolent	0.640	0.287	0.346	bất bạo động
noob	0.417	0.430	0.267	gà mờ
noodle	0.633	0.216	0.225	bún
nook	0.480	0.321	0.296	ngóc ngách
noon	0.531	0.343	0.518	không bật
noose	0.356	0.300	0.330	thòng lọng
nopoint	0.276	0.324	0.314	không có điểm
noregrets	0.469	0.476	0.426	noregrets
norm	0.500	0.245	0.527	định mức
normal	0.740	0.127	0.380	thông thường
normalcy	0.805	0.151	0.620	bình thường
normality	0.781	0.089	0.444	bình thường
north	0.531	0.255	0.450	Bắc
northbound	0.604	0.454	0.491	hướng bắc
northeast	0.562	0.260	0.375	đông bắc
northern	0.570	0.340	0.472	Phương bắc
northwest	0.604	0.345	0.451	Tây Bắc
northwestern	0.479	0.306	0.462	tây bắc
noschool	0.490	0.400	0.380	noschool
nose	0.582	0.270	0.245	mũi
nosebleed	0.153	0.776	0.361	chảy máu mũi
nosey	0.276	0.655	0.223	tò mò
nosnow	0.392	0.394	0.366	không có tuyết
nostalgia	0.417	0.337	0.339	Hoài cổ
nostalgic	0.458	0.351	0.184	Hoài niệm
nostress	0.531	0.404	0.415	không áp lực
nostril	0.396	0.404	0.316	lỗ mũi
nosun	0.388	0.380	0.351	không có mặt trời
nosy	0.292	0.558	0.433	tò mò
not negative	0.622	0.270	0.444	không tiêu cực
not positive	0.051	0.370	0.236	không tích cực
notable	0.760	0.450	0.696	đáng chú ý
notables	0.594	0.608	0.755	danh nhân
notably	0.792	0.533	0.689	đáng chú ý
notamorningperson	0.469	0.578	0.440	người sáng lập
notary	0.541	0.451	0.676	công chứng viên
notation	0.635	0.380	0.558	ký hiệu
notch	0.459	0.361	0.358	khía
notched	0.480	0.530	0.356	khía
note	0.594	0.163	0.416	Ghi chú
notebook	0.449	0.167	0.442	sổ tay
noted	0.615	0.382	0.464	lưu ý
noteworthy	0.704	0.481	0.759	đáng chú ý
nothappy	0.112	0.320	0.170	không vui
nothingbetter	0.635	0.390	0.543	không có gì tốt hơn
nothingness	0.204	0.080	0.161	hư vô
notice	0.646	0.408	0.491	để ý
noticeable	0.890	0.562	0.750	đáng chú ý
notification	0.604	0.461	0.671	thông báo
notify	0.643	0.471	0.573	thông báo
notion	0.612	0.284	0.667	khái niệm
notional	0.520	0.288	0.500	tưởng tượng
notoriety	0.552	0.633	0.769	tai tiếng
notorious	0.366	0.582	0.609	khét tiếng
notready	0.133	0.400	0.196	chưa sẵn sàng
notwithstanding	0.367	0.316	0.433	bất chấp
nought	0.312	0.098	0.116	hư không
noun	0.531	0.230	0.477	danh từ
nourish	0.878	0.460	0.639	nuôi
nourishment	0.786	0.290	0.631	sự nuôi dưỡng
nouveau	0.633	0.438	0.432	nouveau
novel	0.702	0.352	0.439	cuốn tiểu thuyết
novelist	0.340	0.343	0.529	tiểu thuyết gia
novelty	0.673	0.521	0.740	mới lạ
novice	0.429	0.346	0.180	người mới
nowadays	0.680	0.346	0.400	ngày nay
nowork	0.312	0.264	0.309	không có công việc
noworries	0.630	0.402	0.500	đừng lo lắng
noxious	0.177	0.585	0.379	độc hại
nozzle	0.438	0.330	0.287	vòi phun
nuance	0.408	0.282	0.411	sắc thái
nuances	0.490	0.375	0.527	sắc thái
nuclear	0.219	0.856	0.781	Nguyên tử
nucleus	0.529	0.296	0.667	nhân tế bào
nude	0.490	0.915	0.200	khỏa thân
nudge	0.448	0.500	0.509	huých
nudie	0.500	0.529	0.373	nudie
nudist	0.440	0.796	0.483	người theo chủ nghĩa khỏa thân
nudity	0.438	0.853	0.415	ảnh khoả thân
nugget	0.602	0.340	0.348	nugget
nuisance	0.198	0.817	0.227	phiền toái
nuke	0.125	0.905	0.873	nuke
nul	0.337	0.358	0.264	nul
null	0.253	0.147	0.152	vô giá trị
nullify	0.255	0.373	0.395	vô hiệu hóa
numb	0.108	0.420	0.352	tê
number	0.406	0.231	0.471	con số
numbering	0.510	0.363	0.482	đánh số
numbers	0.406	0.241	0.440	con số
numbness	0.306	0.398	0.265	tê tái
numbskull	0.300	0.472	0.284	numbskull
numeral	0.582	0.254	0.382	chữ số
numerator	0.490	0.317	0.526	tử số
numerical	0.479	0.322	0.517	số
numerically	0.510	0.337	0.500	về mặt số
numerous	0.622	0.462	0.609	nhiều
nun	0.500	0.150	0.406	ni cô
nunchucks	0.337	0.580	0.526	nunchucks
nunnery	0.653	0.236	0.473	ni viện
nuptials	0.771	0.588	0.571	nuptials
nurse	0.635	0.578	0.521	y tá
nursemaid	0.615	0.431	0.436	bảo mẫu
nursery	0.894	0.406	0.389	nhà trẻ
nursing	0.552	0.549	0.653	điều dưỡng
nurture	0.745	0.378	0.657	dưỡng dục
nut	0.365	0.310	0.250	hạt
nutcase	0.286	0.775	0.259	quả hạch
nutcracker	0.635	0.378	0.522	bánh hạt dẻ
nuthouse	0.347	0.519	0.434	nuthouse
nutmeg	0.635	0.302	0.350	nhục đậu khấu
nutrition	0.885	0.420	0.579	dinh dưỡng
nutritional	0.812	0.406	0.676	dinh dưỡng
nutritious	0.833	0.337	0.655	bổ dưỡng
nutritive	0.875	0.422	0.667	giàu dinh dưỡng
nuts	0.594	0.250	0.291	quả hạch
nutshell	0.458	0.407	0.310	tóm lại
nutty	0.444	0.317	0.271	bổ dưỡng
nylon	0.490	0.304	0.295	nylon
nylong	0.439	0.248	0.351	nylong
nylons	0.556	0.379	0.320	dây áo lót
nymph	0.542	0.529	0.472	nymph
nymphomaniac	0.398	0.894	0.536	nymphomaniac
oaf	0.344	0.357	0.330	oaf
oak	0.583	0.245	0.536	cây sồi
oar	0.469	0.392	0.316	mái chèo
oasis	0.796	0.283	0.429	ốc đảo
oat	0.622	0.170	0.298	yến mạch
oath	0.543	0.615	0.824	tuyên thệ
oatmeal	0.592	0.192	0.241	cháo bột yến mạch
obedience	0.765	0.287	0.536	sự vâng lời
obedient	0.800	0.179	0.518	nghe lời
obediently	0.802	0.304	0.577	ngoan ngoãn
obelisk	0.604	0.408	0.596	obelisk
obese	0.133	0.427	0.250	Béo phì
obesity	0.215	0.370	0.328	béo phì
obey	0.677	0.433	0.533	tuân theo
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	vâng lời
obituary	0.188	0.330	0.423	cáo phó
object	0.531	0.356	0.375	sự vật
objection	0.347	0.592	0.709	sự phản đối
objectionable	0.459	0.382	0.558	phản đối
objective	0.724	0.337	0.736	khách quan
objectivity	0.765	0.431	0.711	tính khách quan
obligation	0.222	0.596	0.718	nghĩa vụ
obligatory	0.337	0.571	0.780	bắt buộc
oblige	0.281	0.770	0.614	bắt buộc
obliged	0.327	0.680	0.411	bắt buộc
obliging	0.740	0.402	0.545	nghĩa vụ
obligor	0.302	0.600	0.360	người có nghĩa vụ
oblique	0.438	0.347	0.455	xiên
obliterate	0.250	0.539	0.569	bôi
obliterated	0.240	0.469	0.344	xóa sổ
obliteration	0.177	0.622	0.397	sự xóa sổ
oblivion	0.153	0.330	0.282	lãng quên
oblivious	0.229	0.388	0.355	quên
oblong	0.561	0.455	0.370	thuôn dài
obnoxious	0.088	0.602	0.256	khó ưa
oboe	0.510	0.340	0.392	oboe
obscene	0.050	0.745	0.348	tục tĩu
obscenity	0.083	0.843	0.418	tục tĩu
obscure	0.370	0.551	0.278	mờ mịt
obscured	0.115	0.356	0.298	bị che khuất
obscurity	0.208	0.392	0.380	che khuất
observance	0.531	0.315	0.632	sự tuân thủ
observant	0.740	0.422	0.708	tinh ý
observation	0.633	0.433	0.667	quan sát
observatory	0.643	0.324	0.731	đài quan sát
observe	0.771	0.390	0.360	quan sát
observer	0.663	0.363	0.603	người quan sát
observing	0.583	0.400	0.685	quan sát
obsess	0.112	0.846	0.509	ám ảnh
obsessed	0.219	0.840	0.439	bị ám ảnh
obsessing	0.173	0.773	0.698	ám ảnh
obsession	0.229	0.847	0.571	ám ảnh
obsessive	0.219	0.823	0.480	ám ảnh
obsolescence	0.250	0.431	0.377	lỗi thời
obsolete	0.337	0.321	0.250	lỗi thời
obstacle	0.204	0.708	0.336	trở ngại
obstetrician	0.521	0.636	0.604	bác sĩ sản khoa
obstetrics	0.530	0.582	0.564	khoa sản
obstinate	0.146	0.696	0.562	cố chấp
obstruct	0.115	0.660	0.458	cản trở
obstruction	0.125	0.742	0.491	sự cản trở
obstructive	0.204	0.650	0.613	cản trở
obtain	0.760	0.438	0.731	được
obtainable	0.677	0.327	0.702	có được
obtuse	0.281	0.460	0.345	u mê
obverse	0.470	0.394	0.464	quan sát
obvious	0.625	0.336	0.585	rõ ràng
ocarina	0.541	0.392	0.366	sáo Ocarina
occasion	0.700	0.451	0.398	dịp
occasional	0.490	0.298	0.387	thỉnh thoảng
occasionally	0.538	0.240	0.264	thỉnh thoảng
occipital	0.398	0.408	0.518	chẩm
occlusion	0.306	0.439	0.442	sự tắc nghẽn
occult	0.292	0.382	0.406	huyền bí
occupancy	0.625	0.471	0.721	chiếm dụng
occupant	0.500	0.417	0.483	người ở
occupation	0.562	0.470	0.692	nghề nghiệp
occupational	0.583	0.469	0.596	nghề nghiệp
occupied	0.337	0.546	0.441	chiếm lĩnh
occupier	0.427	0.438	0.600	người cư ngụ
occupy	0.396	0.520	0.589	chiếm
occupying	0.573	0.462	0.519	chiếm giữ
occur	0.451	0.561	0.510	xảy ra
occurrence	0.573	0.690	0.541	tần suất xảy ra
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	đại dương
oceanic	0.740	0.317	0.632	hải dương
octagon	0.602	0.349	0.462	hình bát giác
octave	0.438	0.380	0.482	quãng tám
octopus	0.713	0.378	0.411	bạch tuộc
ocular	0.418	0.370	0.400	mắt
odd	0.265	0.337	0.302	số lẻ
oddball	0.316	0.360	0.357	kỳ quặc
oddity	0.312	0.557	0.386	sự kỳ quặc
odds	0.500	0.472	0.680	tỷ lệ cược
ode	0.604	0.269	0.519	ode
odious	0.235	0.708	0.235	ghê tởm
odometer	0.367	0.470	0.388	đồng hồ đo đường
odor	0.337	0.363	0.404	mùi
odyssey	0.622	0.692	0.710	odyssey
oedipal	0.312	0.575	0.509	oedipal
oestrogen	0.521	0.608	0.561	oestrogen
oeuvre	0.653	0.484	0.598	oeuvre
offal	0.302	0.470	0.302	nội tạng
offence	0.312	0.798	0.446	xúc phạm
offend	0.094	0.804	0.333	xúc phạm
offended	0.188	0.690	0.337	bị xúc phạm
offender	0.104	0.851	0.537	người phạm tội
offense	0.230	0.765	0.510	xúc phạm
offensive	0.135	0.882	0.600	phản cảm
offer	0.750	0.745	0.596	lời đề nghị
offered	0.582	0.490	0.544	ngỏ ý
offering	0.688	0.462	0.585	chào bán
offhand	0.388	0.500	0.368	ngay
office	0.427	0.302	0.509	văn phòng
officer	0.542	0.430	0.877	nhân viên văn phòng
offices	0.469	0.312	0.534	văn phòng
official	0.646	0.565	0.833	chính thức
officiate	0.688	0.453	0.704	điều hành
offing	0.490	0.412	0.447	offing
offload	0.479	0.444	0.525	giảm tải
offset	0.719	0.394	0.704	bù lại
offshoot	0.517	0.330	0.361	chi nhánh
offshore	0.417	0.484	0.441	ngoài khơi
offside	0.323	0.519	0.443	việt vị
offspring	0.656	0.435	0.600	con đẻ
oft	0.500	0.308	0.474	oft
oftentimes	0.571	0.500	0.482	đôi khi
ogre	0.135	0.698	0.510	yêu tinh
ohdear	0.458	0.519	0.442	ohdear
ohgod	0.500	0.557	0.439	Ôi Chúa ơi
ohno	0.396	0.475	0.380	Ôi không
ohshit	0.230	0.594	0.343	Oh SHIT
oil	0.521	0.278	0.306	dầu
oils	0.459	0.229	0.391	dầu
oily	0.276	0.533	0.385	nhiều dầu
oink	0.500	0.450	0.289	oink
ointment	0.438	0.271	0.398	thuốc mỡ
okra	0.469	0.400	0.362	đậu bắp
olden	0.284	0.213	0.425	già đi
oldie	0.363	0.363	0.342	người già
oldies	0.438	0.300	0.412	người già
olfactory	0.602	0.409	0.452	khứu giác
oligarchy	0.327	0.567	0.741	đầu sỏ
olive	0.571	0.231	0.406	Ôliu
omega	0.529	0.337	0.526	omega
omelet	0.708	0.323	0.315	trứng tráng
omen	0.390	0.657	0.583	điềm báo
omgomgomg	0.490	0.551	0.358	omgomgomg
ominous	0.255	0.730	0.510	đáng ngại
omission	0.367	0.333	0.275	bỏ sót
omit	0.330	0.265	0.451	bỏ sót
omitted	0.260	0.235	0.211	bỏ qua
omnibus	0.490	0.410	0.473	omnibus
omnipotence	0.667	0.793	0.866	toàn năng
omnipotent	0.719	0.679	0.919	toàn năng
