English Word	Valence	Arousal	Dominance	Kinyarwanda Word
indemnify	0.449	0.548	0.613	indishyi
indemnity	0.470	0.607	0.692	indishyi
indent	0.479	0.346	0.379	indent
indentation	0.374	0.500	0.349	indentation
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	ubwigenge
independent	0.885	0.440	0.872	yigenga
indescribable	0.448	0.529	0.648	bitarondoreka
indestructible	0.772	0.731	0.853	kurimburwa
indeterminate	0.360	0.402	0.322	kutamenyekana
index	0.448	0.268	0.342	indangagaciro
indicate	0.594	0.350	0.676	erekana
indicating	0.745	0.339	0.555	kwerekana
indication	0.719	0.432	0.750	icyerekezo
indicative	0.510	0.510	0.591	byerekana
indicator	0.573	0.451	0.670	icyerekezo
indice	0.469	0.377	0.541	indice
indict	0.188	0.731	0.458	ibirego
indictment	0.245	0.745	0.577	ibirego
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	kutitaho ibintu
indifferent	0.396	0.157	0.250	kutitaho ibintu
indigenous	0.500	0.509	0.552	kavukire
indigent	0.156	0.481	0.223	abatishoboye
indigestion	0.204	0.610	0.182	kutarya
indignant	0.260	0.600	0.423	ararakaye
indignation	0.173	0.778	0.431	uburakari
indignity	0.167	0.500	0.306	uburakari
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	indirect
indiscreet	0.177	0.587	0.342	indiscreet
indiscretion	0.265	0.637	0.390	ubushishozi
indispensable	0.710	0.449	0.802	ni ngombwa
indisposed	0.122	0.519	0.206	indisposed
indistinct	0.255	0.340	0.360	indistinct
indistinguishable	0.346	0.458	0.548	gutandukana
individual	0.627	0.327	0.533	umuntu ku giti cye
individuality	0.612	0.469	0.527	umwihariko
indivisible	0.646	0.398	0.580	ntibigabanywa
indoctrination	0.327	0.657	0.698	gucengeza
indolent	0.177	0.381	0.259	kutagira ubushake
indomitable	0.458	0.800	0.830	indomitable
indoor	0.615	0.245	0.347	mu nzu
induce	0.257	0.606	0.684	induce
induced	0.397	0.471	0.491	gushukwa
inducement	0.647	0.765	0.685	inducement
induction	0.392	0.593	0.627	induction
indulge	0.833	0.716	0.669	indulge
indulgence	0.479	0.490	0.517	indulgence
indulgent	0.560	0.481	0.529	indulgent
industrial	0.469	0.600	0.875	inganda
industrialist	0.562	0.633	0.843	inganda
industrious	0.720	0.537	0.791	umunyamwete
industry	0.650	0.447	0.836	inganda
ineffable	0.551	0.577	0.585	bidashoboka
ineffective	0.093	0.422	0.094	ntacyo bikora
ineffectual	0.163	0.412	0.200	bitagira ingaruka
inefficiency	0.092	0.466	0.181	kudakora neza
inefficient	0.190	0.460	0.173	idakora neza
inelastic	0.396	0.426	0.385	inelastique
ineligible	0.143	0.377	0.457	ntibemerewe
inept	0.156	0.418	0.209	inpt
ineptitude	0.177	0.471	0.250	ubushishozi
inequality	0.122	0.575	0.259	ubusumbane
inequitable	0.281	0.519	0.373	bidashoboka
inert	0.323	0.180	0.319	inert
inertia	0.344	0.288	0.322	inertia
inevitable	0.316	0.419	0.623	byanze bikunze
inexact	0.153	0.459	0.170	idasobanutse
inexcusable	0.271	0.582	0.546	bidafite ishingiro
inexhaustible	0.602	0.541	0.643	bidasubirwaho
inexpensive	0.694	0.414	0.260	bihendutse
inexperience	0.208	0.614	0.151	uburambe
inexperienced	0.281	0.473	0.231	badafite uburambe
inexplicable	0.224	0.635	0.443	bidasobanutse
inexpressible	0.198	0.608	0.364	bidasobanutse
infallibility	0.583	0.663	0.764	amakosa
infallible	0.776	0.687	0.809	ntakosa
infamous	0.146	0.580	0.472	uzwi
infamy	0.177	0.676	0.421	infamy
infancy	0.750	0.399	0.370	uruhinja
infant	0.802	0.431	0.328	uruhinja
infanticide	0.167	0.856	0.443	infantide
infantile	0.604	0.382	0.259	impinja
infantry	0.531	0.684	0.791	abanyamaguru
infarct	0.080	0.846	0.386	infarct
infatuated	0.729	0.764	0.417	urukundo
infatuation	0.844	0.745	0.530	urukundo
infeasible	0.245	0.472	0.236	ntibishoboka
infect	0.102	0.777	0.424	kwandura
infection	0.083	0.735	0.407	kwandura
infectious	0.142	0.760	0.422	yanduye
infer	0.449	0.490	0.453	umwanzuro
inference	0.359	0.479	0.398	umwanzuro
inferential	0.426	0.451	0.455	umwanzuro
inferior	0.260	0.254	0.106	munsi
inferiority	0.177	0.430	0.205	ubuke
infernal	0.083	0.837	0.571	infernal
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	kutabyara
infertility	0.170	0.664	0.328	ubugumba
infestation	0.256	0.776	0.527	kwandura
infidel	0.177	0.740	0.404	umukafiri
infidelity	0.062	0.777	0.392	ubuhemu
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	gucengera
infiltration	0.265	0.792	0.536	gucengera
infinite	0.724	0.583	0.735	bitagira akagero
infinitely	0.688	0.643	0.829	bitagira akagero
infinitesimal	0.388	0.472	0.496	bitagira ingano
infinity	0.516	0.459	0.805	ubuziraherezo
infirm	0.115	0.521	0.210	ubumuga
infirmary	0.500	0.438	0.517	infirmary
infirmity	0.094	0.482	0.252	ubumuga
inflammation	0.146	0.765	0.423	gutwika
inflammatory	0.177	0.642	0.404	inflammatory
inflatable	0.510	0.510	0.400	gucana
inflate	0.305	0.569	0.462	kuzamuka
inflated	0.303	0.431	0.617	kuzamuka
inflation	0.219	0.792	0.508	Ifaranga
inflection	0.385	0.635	0.377	ihindagurika
inflict	0.167	0.760	0.609	gutera
infliction	0.302	0.722	0.571	infliction
inflorescence	0.459	0.344	0.412	inflorescence
influence	0.622	0.663	0.824	Ingaruka
influential	0.899	0.688	0.944	akomeye
influenza	0.271	0.718	0.321	ibicurane
influx	0.622	0.635	0.575	urujya n'uruza
info	0.750	0.330	0.642	amakuru
infomercial	0.427	0.462	0.555	infomercial
inform	0.723	0.582	0.679	menyesha
informal	0.480	0.398	0.441	ku buryo butemewe
informant	0.604	0.612	0.719	amakuru
information	0.765	0.370	0.711	amakuru
informative	0.812	0.419	0.741	amakuru
informed	0.543	0.298	0.617	yabimenyeshejwe
informer	0.521	0.578	0.580	amakuru
infraction	0.245	0.660	0.471	amakosa
infrared	0.469	0.588	0.526	infrared
infrastructure	0.604	0.460	0.694	ibikorwa remezo
infrequent	0.312	0.377	0.192	gake
infrequently	0.204	0.250	0.327	ni gake
infringement	0.153	0.800	0.481	ihohoterwa
infuriate	0.102	0.934	0.596	kurakara
infuriated	0.073	0.930	0.510	ararakara
infuriates	0.135	0.913	0.627	kurakara
infuriating	0.139	0.870	0.509	kurakara
infuse	0.380	0.705	0.589	gushiramo
infused	0.385	0.473	0.546	yashizwemo
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	gushiramo
ingenious	0.760	0.690	0.891	ubuhanga
ingenuity	0.708	0.590	0.868	ubuhanga
ingest	0.510	0.559	0.473	inest
ingestion	0.429	0.612	0.512	kuribwa
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	yashinze imizi
ingrate	0.235	0.606	0.327	ingrate
ingredient	0.792	0.373	0.451	ingirakamaro
ingress	0.601	0.366	0.736	kwinjira
inhabit	0.656	0.378	0.556	gutura
inhabitant	0.604	0.356	0.519	umuturage
inhabited	0.667	0.361	0.510	ituwe
inhabiting	0.458	0.440	0.598	gutura
inhalation	0.510	0.613	0.464	guhumeka
inhale	0.427	0.340	0.492	guhumeka
inhaler	0.408	0.500	0.349	inhaler
inherent	0.562	0.439	0.480	kavukire
inherit	0.745	0.546	0.694	kuzungura
inheritance	0.900	0.565	0.798	umurage
inhibit	0.167	0.479	0.447	kubuza
inhibition	0.265	0.392	0.534	kubuzwa
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	bidashoboka
inhuman	0.107	0.660	0.492	ubumuntu
inhumane	0.104	0.587	0.402	ubumuntu
inhumanity	0.143	0.540	0.405	ubumuntu
inimaginable	0.542	0.636	0.534	bidashoboka
inimical	0.260	0.823	0.556	idasanzwe
inimitable	0.571	0.413	0.790	ntagereranywa
iniquity	0.219	0.567	0.425	gukiranirwa
initial	0.583	0.314	0.539	intangiriro
initiate	0.719	0.480	0.553	tangira
initiated	0.760	0.490	0.650	yatangijwe
initiation	0.698	0.529	0.527	gutangiza
initiative	0.833	0.615	0.768	kwibwiriza
inject	0.406	0.735	0.596	inshinge
injection	0.281	0.741	0.518	inshinge
injunction	0.281	0.422	0.519	itegeko
injure	0.177	0.710	0.364	gukomeretsa
injured	0.083	0.680	0.302	bakomeretse
injuring	0.073	0.790	0.245	gukomeretsa
injurious	0.177	0.759	0.366	ni bibi
injury	0.049	0.769	0.287	igikomere
injustice	0.082	0.755	0.444	akarengane
ink	0.471	0.408	0.235	wino
inkling	0.448	0.551	0.570	inkling
inland	0.510	0.417	0.423	imbere
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	inlet
inmate	0.235	0.663	0.398	imfungwa
inn	0.660	0.284	0.475	indaro
innards	0.302	0.480	0.400	imbere
innate	0.490	0.400	0.521	kuvuka
inner	0.551	0.216	0.443	imbere
innermost	0.583	0.500	0.510	imbere
innerpeace	0.714	0.318	0.551	imbere
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	inings
innkeeper	0.578	0.224	0.472	indaro
innocence	0.802	0.260	0.307	umwere
innocent	0.729	0.206	0.340	umwere
innocently	0.776	0.250	0.302	umwere
innocuous	0.510	0.321	0.172	umwere
innovate	0.898	0.872	0.750	guhanga udushya
innovation	0.949	0.680	0.890	guhanga udushya
innovative	0.880	0.640	0.830	udushya
innuendo	0.467	0.670	0.463	innuendo
innumerable	0.667	0.445	0.704	bitabarika
inoculation	0.333	0.570	0.598	gukingirwa
inoperable	0.184	0.422	0.304	bidashoboka
inoperative	0.138	0.425	0.273	idakora
inordinate	0.163	0.630	0.330	birenze urugero
inorganic	0.385	0.345	0.282	inorganic
input	0.643	0.337	0.527	Iyinjiza
inquest	0.458	0.569	0.721	iperereza
inquire	0.583	0.519	0.363	kubaza
inquirer	0.573	0.598	0.776	kubaza
inquiring	0.479	0.510	0.500	kubaza
inquiry	0.541	0.420	0.536	iperereza
inquisitive	0.301	0.637	0.615	kubaza
inquisitor	0.385	0.873	0.642	umushakashatsi
insane	0.062	0.670	0.265	umusazi
insanity	0.098	0.847	0.337	ubusazi
insatiable	0.375	0.656	0.558	guhaga
inscription	0.592	0.422	0.542	Inyandiko
inscrutable	0.459	0.541	0.613	idashidikanywaho
insect	0.276	0.633	0.242	udukoko
insecticide	0.188	0.598	0.430	umuti wica udukoko
insecure	0.114	0.538	0.132	umutekano muke
insecurity	0.094	0.647	0.350	umutekano muke
insemination	0.542	0.644	0.622	gutera intanga
insensitive	0.219	0.471	0.302	kutumva
inseparable	0.700	0.520	0.571	ntibishobora gutandukana
insert	0.481	0.552	0.519	shyiramo
inserted	0.479	0.402	0.476	Byinjijwe
insertion	0.521	0.520	0.565	kwinjiza
inside	0.612	0.404	0.472	imbere
insider	0.625	0.562	0.750	imbere
insidious	0.146	0.622	0.480	amayeri
insight	0.613	0.363	0.649	ubushishozi
insightful	0.664	0.691	0.713	ubushishozi
insignia	0.665	0.282	0.685	ikimenyetso
insignificance	0.250	0.216	0.222	bidafite akamaro
insignificant	0.083	0.306	0.114	bidafite akamaro
insinuate	0.292	0.635	0.413	gushiramo
insipid	0.214	0.250	0.241	insipid
insist	0.635	0.651	0.688	shimangira
insistence	0.418	0.704	0.645	gutsimbarara
insistent	0.552	0.635	0.701	gutsimbarara
insists	0.490	0.587	0.610	ashimangira
insolence	0.115	0.731	0.402	ibitutsi
insolent	0.112	0.663	0.343	insolent
insoluble	0.439	0.290	0.414	kutabasha
insolvency	0.323	0.431	0.300	kutishyurwa
insolvent	0.230	0.481	0.318	kutishyura
insomnia	0.198	0.611	0.373	kudasinzira
insomniac	0.231	0.367	0.329	kudasinzira
inspect	0.479	0.603	0.793	kugenzura
inspection	0.459	0.630	0.718	ubugenzuzi
inspector	0.418	0.580	0.852	umugenzuzi
inspiration	0.938	0.600	0.779	guhumeka
inspirational	0.927	0.720	0.810	bitera imbaraga
inspire	0.918	0.627	0.759	guhumeka
inspired	0.967	0.702	0.736	yahumetswe
instability	0.177	0.760	0.353	ihungabana
install	0.630	0.583	0.736	shyiramo
installation	0.656	0.469	0.759	kwishyiriraho
installment	0.619	0.396	0.483	igice
instance	0.547	0.450	0.558	urugero
instant	0.766	0.454	0.554	mukanya
instantaneous	0.750	0.500	0.585	ako kanya
instantaneously	0.656	0.640	0.600	ako kanya
instigate	0.278	0.765	0.642	gushishikariza
instigation	0.323	0.769	0.648	gushishikara
instill	0.562	0.490	0.618	gushiramo
instinct	0.771	0.602	0.642	inkomoko
instinctive	0.752	0.575	0.694	inkomoko
institute	0.604	0.480	0.807	ikigo
institution	0.580	0.311	0.790	ikigo
instruct	0.729	0.490	0.833	amabwiriza
instructed	0.740	0.388	0.722	amabwiriza
instruction	0.656	0.434	0.736	amabwiriza
instructional	0.698	0.500	0.773	amabwiriza
instructions	0.582	0.302	0.556	amabwiriza
instructive	0.583	0.420	0.643	yigisha
instructor	0.771	0.490	0.782	umwigisha
instrument	0.562	0.537	0.655	igikoresho
instrumental	0.740	0.472	0.647	igikoresho
instrumentalist	0.656	0.540	0.740	umucuranga
instrumentality	0.637	0.510	0.618	ibikoresho
insubordination	0.281	0.775	0.634	kutumvira
insufferable	0.220	0.784	0.291	bidashoboka
insufficiency	0.115	0.431	0.210	kudahagije
insufficient	0.188	0.380	0.093	bidahagije
insufficiently	0.147	0.509	0.198	bidahagije
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	kurigisa
insulated	0.208	0.265	0.304	yiziritse
insulation	0.245	0.327	0.264	kwigana
insulin	0.429	0.472	0.375	insuline
insult	0.085	0.831	0.389	gutukana
insulting	0.094	0.840	0.412	gutukana
insurance	0.714	0.308	0.825	ubwishingizi
insure	0.700	0.415	0.698	ubwishingizi
insurgent	0.235	0.735	0.660	inyeshyamba
insurmountable	0.620	0.627	0.737	idashobora kurenga
insurrection	0.229	0.706	0.582	kwigomeka
intact	0.716	0.212	0.602	idahwitse
intake	0.604	0.527	0.442	gufata
intangible	0.525	0.480	0.473	bidafatika
integer	0.573	0.327	0.595	integer
integral	0.590	0.337	0.615	intangarugero
integrate	0.729	0.390	0.700	gushyira hamwe
integration	0.771	0.480	0.737	kwishyira hamwe
integrity	0.865	0.413	0.848	ubunyangamugayo
intellect	0.844	0.418	0.870	ubwenge
intellectual	0.906	0.455	0.845	abanyabwenge
intelligence	0.833	0.587	0.885	ubwenge
intelligent	0.917	0.541	0.868	abanyabwenge
intelligibility	0.740	0.481	0.689	byumvikana
intelligible	0.635	0.480	0.691	birumvikana
intend	0.562	0.520	0.519	umugambi
intended	0.406	0.542	0.587	yagenewe
intending	0.510	0.567	0.597	kubishaka
intense	0.592	0.774	0.679	bikomeye
intensely	0.694	0.846	0.750	cyane
intensify	0.604	0.870	0.737	gukomera
intensity	0.622	0.930	0.952	ubukana
intensive	0.570	0.842	0.776	cyane
intent	0.550	0.481	0.500	umugambi
intention	0.531	0.480	0.636	umugambi
intentional	0.650	0.615	0.750	nkana
intentionally	0.450	0.676	0.696	nkana
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	imikoranire
interaction	0.646	0.735	0.750	imikoranire
interactive	0.727	0.811	0.770	imikoranire
intercede	0.582	0.577	0.630	gusabira
intercept	0.221	0.660	0.676	guhagarika
interception	0.327	0.673	0.643	kwifata
intercession	0.503	0.486	0.598	kwinginga
interchange	0.615	0.527	0.565	guhana
interchangeable	0.615	0.459	0.526	guhinduranya
interchanged	0.396	0.472	0.434	Byahinduwe
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	imibonano
interdependence	0.608	0.618	0.639	ubwuzuzanye
interdependent	0.410	0.482	0.598	magirirane
interdiction	0.337	0.500	0.585	interdiction
interest	0.780	0.667	0.618	inyungu
interested	0.750	0.529	0.725	abishaka
interesting	0.927	0.726	0.731	birashimishije
interface	0.643	0.357	0.600	Imigaragarire
interfere	0.323	0.714	0.471	kwivanga
interference	0.396	0.736	0.357	kwivanga
interferometer	0.510	0.510	0.517	interterometero
intergalactic	0.562	0.661	0.741	intergalactic
interim	0.604	0.400	0.524	by'agateganyo
interior	0.618	0.157	0.462	imbere
interject	0.333	0.648	0.658	interject
interlocutory	0.490	0.500	0.527	kuganira
interlude	0.470	0.417	0.377	interlude
intermediary	0.427	0.510	0.643	umuhuza
intermediate	0.480	0.368	0.400	hagati
interment	0.235	0.608	0.346	interment
interminable	0.327	0.481	0.561	interminable
intermission	0.490	0.360	0.402	ikiruhuko
intermittent	0.337	0.565	0.436	rimwe na rimwe
intern	0.459	0.460	0.392	wimenyereza umwuga
internal	0.439	0.349	0.423	imbere
internally	0.615	0.400	0.616	imbere
international	0.800	0.519	0.702	mpuzamahanga
internet	0.760	0.462	0.755	interineti
internship	0.590	0.510	0.482	kwimenyereza umwuga
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpolate
interpolation	0.419	0.506	0.528	interpolation
interpret	0.646	0.625	0.673	gusobanura
interpretation	0.677	0.594	0.620	gusobanura
interpreter	0.708	0.461	0.596	umusemuzi
interpretive	0.531	0.549	0.595	gusobanura
interrelated	0.615	0.469	0.592	bifitanye isano
interrogate	0.323	0.808	0.680	kubaza
interrogation	0.302	0.827	0.657	kubazwa
interrupt	0.210	0.635	0.509	guhagarika
interrupted	0.281	0.559	0.333	byahagaritswe
interrupting	0.146	0.593	0.509	guhagarika
interruption	0.184	0.632	0.425	guhagarika
interrupts	0.204	0.545	0.389	guhagarika
intersect	0.521	0.510	0.480	guhuza
intersection	0.344	0.541	0.658	ihuriro
interstate	0.520	0.443	0.600	ibihugu
interstellar	0.708	0.702	0.622	inyenyeri
interstitial	0.333	0.471	0.534	interstitial
interval	0.510	0.284	0.400	intera
intervene	0.520	0.677	0.768	gutabara
intervening	0.398	0.627	0.442	gutabara
intervention	0.388	0.696	0.689	gutabara
interview	0.573	0.770	0.619	ikiganiro
interviewer	0.552	0.736	0.816	umubajije
interworking	0.552	0.587	0.691	gukorana
intestate	0.459	0.467	0.415	amara
intestinal	0.357	0.531	0.370	amara
intestine	0.343	0.450	0.380	amara
intestines	0.292	0.547	0.398	amara
intimacy	0.857	0.802	0.558	ubucuti
intimate	0.724	0.598	0.393	inkoramutima
intimately	0.806	0.573	0.590	hafi
intimation	0.406	0.673	0.500	intimation
intimidate	0.210	0.804	0.632	ubwoba
intimidated	0.177	0.663	0.208	ubwoba
intimidating	0.229	0.790	0.708	ubwoba
intimidation	0.177	0.791	0.644	iterabwoba
intolerable	0.146	0.660	0.439	kutihanganirwa
intolerance	0.052	0.704	0.520	kutoroherana
intolerant	0.135	0.676	0.509	kutoroherana
intonation	0.615	0.442	0.598	intonasiyo
intoxicated	0.079	0.824	0.246	yasinze
intoxicating	0.224	0.760	0.464	gusinda
intoxication	0.323	0.710	0.400	ubusinzi
intracranial	0.281	0.602	0.553	Imbere
intractable	0.154	0.694	0.302	bidashoboka
intramural	0.490	0.464	0.447	imbere
intravenous	0.357	0.538	0.458	imitsi
intrepid	0.753	0.696	0.637	intrepid
intricate	0.559	0.704	0.500	bigoye
intrigue	0.362	0.830	0.327	amayeri
intriguing	0.422	0.713	0.462	birashimishije
intrinsic	0.406	0.471	0.526	imbere
intrinsically	0.459	0.382	0.538	imbere
intro	0.510	0.331	0.657	intro
introduce	0.592	0.559	0.648	kumenyekanisha
introduction	0.612	0.413	0.640	Intangiriro
introductory	0.635	0.368	0.593	intangiriro
introspection	0.603	0.337	0.575	gushishoza
introspective	0.552	0.360	0.471	introspective
intrude	0.058	0.735	0.480	kwinjira
intruder	0.146	0.740	0.324	umucengezi
intrusion	0.293	0.641	0.670	kwinjira
intrusive	0.461	0.607	0.538	kwinjira
intubation	0.276	0.598	0.526	intubation
intuition	0.857	0.508	0.602	intuition
intuitive	0.771	0.573	0.690	intuitive
intuitively	0.670	0.561	0.648	mu buryo bwimbitse
inundation	0.177	0.780	0.455	amazi
invade	0.408	0.892	0.714	gutera
invader	0.200	0.827	0.618	igitero
invalid	0.180	0.330	0.255	bitemewe
invalidate	0.315	0.480	0.397	gutesha agaciro
invalidation	0.181	0.490	0.278	gutesha agaciro
invalidity	0.186	0.394	0.158	kutagira agaciro
invaluable	0.740	0.500	0.745	ntagereranywa
invariably	0.458	0.365	0.550	buri gihe
invasion	0.271	0.843	0.808	igitero
invasive	0.194	0.730	0.598	igitero
invent	0.719	0.689	0.833	guhanga
invention	0.714	0.577	0.811	guhanga
inventive	0.780	0.627	0.721	guhimba
inventor	0.781	0.667	0.847	uwahimbye
inventory	0.594	0.463	0.490	kubara
inverse	0.459	0.337	0.319	inverse
inversely	0.286	0.418	0.351	inverse
inversion	0.602	0.630	0.772	inversion
invert	0.510	0.585	0.706	invert
inverted	0.310	0.471	0.357	inverted
invest	0.650	0.663	0.682	gushora
investigate	0.640	0.500	0.781	gukora iperereza
investigation	0.531	0.592	0.820	iperereza
investigative	0.562	0.600	0.704	iperereza
investigator	0.615	0.509	0.779	ushinzwe iperereza
investment	0.720	0.592	0.745	ishoramari
investor	0.794	0.655	0.791	umushoramari
invidious	0.112	0.650	0.364	invid
invigorate	0.821	0.798	0.831	imbaraga
invincible	0.867	0.853	0.914	kudatsindwa
invisibility	0.438	0.461	0.382	kutagaragara
invisible	0.417	0.345	0.412	itagaragara
invitation	0.802	0.549	0.647	ubutumire
invite	0.745	0.655	0.611	gutumira
inviting	0.938	0.571	0.538	ubutumire
invocation	0.430	0.620	0.673	gutabaza
invoice	0.480	0.380	0.474	inyemezabuguzi
invoke	0.583	0.740	0.579	kwiyambaza
involuntary	0.354	0.490	0.231	atabishaka
involution	0.296	0.420	0.407	kubigiramo uruhare
involve	0.694	0.490	0.728	kubigiramo uruhare
involvement	0.760	0.620	0.696	uruhare
invulnerable	0.552	0.683	0.745	bidashoboka
inwards	0.490	0.385	0.438	imbere
iodine	0.390	0.265	0.333	iyode
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	kurakara
ire	0.198	0.740	0.575	ire
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	irked
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	icyuma
ironclad	0.561	0.648	0.679	icyuma
ironic	0.435	0.550	0.500	urwenya
irons	0.531	0.441	0.625	ibyuma
irony	0.390	0.587	0.508	irony
irradiation	0.385	0.736	0.509	irrasiyo
irrational	0.125	0.648	0.394	kudashyira mu gaciro
irrationality	0.198	0.735	0.361	kudashyira mu gaciro
irreconcilable	0.146	0.667	0.375	bidashoboka
irreducible	0.296	0.455	0.569	bidashoboka
irrefutable	0.496	0.549	0.716	bidasubirwaho
irregular	0.312	0.548	0.321	bidasanzwe
irregularity	0.104	0.647	0.306	kutubahiriza amategeko
irregularly	0.292	0.565	0.397	mu buryo budasanzwe
irrelevant	0.138	0.311	0.296	ntaho bihuriye
irreparable	0.061	0.530	0.430	bidasubirwaho
irreplaceable	0.479	0.580	0.833	bidasubirwaho
irrepressible	0.512	0.566	0.745	bidasubirwaho
irresistible	0.823	0.833	0.839	bidasubirwaho
irrespective	0.497	0.538	0.745	tutitaye ku
irresponsible	0.177	0.680	0.241	inshingano
irreverent	0.191	0.694	0.634	kutubaha
irreversible	0.170	0.541	0.667	bidasubirwaho
irrevocable	0.296	0.560	0.712	bidasubirwaho
irrigate	0.272	0.458	0.490	kuhira
irrigation	0.259	0.426	0.426	kuhira
irritability	0.146	0.853	0.283	kurakara
irritable	0.112	0.952	0.462	kurakara
irritate	0.167	0.890	0.368	kurakara
irritated	0.210	0.816	0.281	kurakara
irritates	0.173	0.810	0.295	irakara
irritating	0.104	0.912	0.393	kurakara
irritation	0.073	0.833	0.496	kurakara
island	0.745	0.347	0.432	ikirwa
isle	0.667	0.390	0.443	biringa
islet	0.612	0.314	0.367	islet
isolate	0.235	0.422	0.336	kwigunga
isolated	0.221	0.356	0.255	mu bwigunge
isolation	0.198	0.338	0.339	kwigunga
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotope
issue	0.316	0.819	0.351	ikibazo
itch	0.319	0.610	0.465	itch
itching	0.208	0.690	0.300	guhinda
itchy	0.334	0.726	0.296	kurwara
item	0.594	0.270	0.465	ikintu
itemize	0.459	0.527	0.518	shyira mu bikorwa
items	0.542	0.401	0.434	ibintu
iterate	0.449	0.460	0.440	gusubiramo
iteration	0.531	0.449	0.486	itera
iterative	0.429	0.420	0.500	itera
