English Word	Valence	Arousal	Dominance	Indonesian Word
hightail	0.448	0.480	0.481	ekor tinggi
highway	0.640	0.583	0.425	jalan raya
hijack	0.042	0.908	0.594	membajak
hijacker	0.104	0.953	0.683	pembajak
hike	0.615	0.442	0.538	kenaikan
hiker	0.694	0.802	0.644	pejalan kaki
hiking	0.820	0.843	0.670	lintas alam
hiking boot	0.657	0.353	0.446	sepatu hiking
hilarious	0.750	0.640	0.537	lucu sekali
hilarity	0.745	0.480	0.575	kegembiraan
hill	0.615	0.353	0.518	bukit
hillside	0.625	0.292	0.458	lereng
hilltop	0.688	0.643	0.787	puncak bukit
hilly	0.643	0.479	0.603	berbukit
hilt	0.396	0.650	0.537	puting
hind	0.483	0.644	0.337	belakang
hinder	0.276	0.537	0.470	menghalangi
hindering	0.260	0.654	0.435	menghalangi
hindrance	0.135	0.545	0.473	halangan
hindsight	0.333	0.431	0.532	melihat ke belakang
hinge	0.458	0.292	0.417	engsel
hint	0.602	0.330	0.517	petunjuk
hinterland	0.530	0.520	0.457	pedalaman
hip	0.448	0.415	0.345	panggul
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	kuda nil
hippopotamus	0.541	0.472	0.615	kuda nil
hire	0.688	0.558	0.556	mempekerjakan
hirsute	0.385	0.483	0.373	berbulu
hiss	0.388	0.480	0.370	mendesis
hissing	0.500	0.454	0.400	desis
histology	0.490	0.320	0.560	histologi
historian	0.688	0.270	0.637	sejarawan
historic	0.816	0.473	0.784	bersejarah
historical	0.653	0.357	0.833	historis
historiography	0.562	0.415	0.634	penulisan sejarah
history	0.729	0.382	0.754	sejarah
hit	0.235	0.931	0.679	memukul
hitch	0.512	0.480	0.554	halangan
hitchhike	0.396	0.622	0.385	membonceng
hitchhiker	0.594	0.626	0.603	tumpangan
hitherto	0.448	0.356	0.463	sampai sekarang
hitter	0.418	0.683	0.713	pemukul
hive	0.471	0.452	0.544	sarang lebah
hives	0.417	0.473	0.591	gatal-gatal
hoard	0.506	0.412	0.518	timbunan
hoarse	0.281	0.402	0.315	serak
hoary	0.469	0.298	0.424	tua
hoax	0.146	0.696	0.303	kebohongan
hob	0.633	0.363	0.415	kompor
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	hobi
hobo	0.323	0.443	0.282	batak
hock	0.513	0.452	0.412	gadaian
hockey	0.565	0.786	0.548	hoki
hoe	0.302	0.480	0.418	cangkul
hog	0.317	0.509	0.271	babi
hogwash	0.420	0.490	0.361	omong kosong
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	kerekan
hokey	0.604	0.667	0.430	tipu
hold	0.448	0.290	0.364	memegang
holder	0.592	0.330	0.713	pemegang
holding	0.600	0.385	0.670	memegang
holdup	0.398	0.471	0.398	perampokan
hole	0.531	0.310	0.330	lubang
holiday	0.948	0.431	0.593	hari libur
holidays	0.939	0.521	0.512	liburan
holidayseason	0.875	0.566	0.518	musim liburan
holiness	0.860	0.264	0.742	kekudusan
holistic	0.670	0.348	0.547	menyeluruh
holler	0.276	0.825	0.406	berteriak
hollow	0.300	0.337	0.222	kosong
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	bencana
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holografik
holster	0.561	0.255	0.339	tempat penyimpan pistol
holy	0.812	0.112	0.690	suci
holyspirit	0.740	0.480	0.526	Roh Kudus
homage	0.833	0.560	0.737	penghormatan
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombre
home	0.854	0.270	0.545	rumah
homeboy	0.602	0.255	0.436	anak rumahan
homecoming	0.760	0.413	0.472	kepulangan
homeland	0.663	0.439	0.868	tanah air
homeless	0.042	0.450	0.188	tunawisma
homely	0.745	0.157	0.399	bersahaja
homemade	0.869	0.340	0.398	buatan sendiri
homeopathic	0.417	0.268	0.400	homoeopati
homeopathy	0.469	0.284	0.439	homoeopati
homeowner	0.635	0.397	0.962	pemilik rumah
homeroom	0.604	0.480	0.491	wali kelas
homesick	0.436	0.304	0.347	rindu
homestead	0.865	0.221	0.536	wisma
homesweethome	0.796	0.380	0.538	rumahku Surgaku
hometown	0.858	0.333	0.605	kampung halaman
homeward	0.833	0.275	0.435	pulang
homework	0.396	0.412	0.459	pekerjaan rumah
homey	0.769	0.278	0.500	nyaman
homicidal	0.020	0.912	0.573	pembunuhan
homicide	0.010	0.973	0.518	pembunuhan
homily	0.621	0.358	0.425	kotbah
homing	0.551	0.460	0.527	kepulangan
hominy	0.479	0.382	0.429	bubur jagung
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	Homogenitas
homogeneous	0.552	0.255	0.617	homogen
homologous	0.471	0.353	0.536	homolog
homologue	0.542	0.356	0.509	homolog
homology	0.571	0.494	0.527	homologi
homophobic	0.130	0.736	0.464	homofobia
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	mengasah
honest	0.927	0.254	0.750	jujur
honesty	0.938	0.411	0.728	kejujuran
honey	0.920	0.431	0.510	sayang
honeycomb	0.541	0.417	0.412	sarang madu
honeymoon	0.979	0.678	0.526	bulan madu
honeysuckle	0.597	0.451	0.517	honeysuckle
honk	0.549	0.635	0.415	membunyikan
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	kehormatan
honorable	0.963	0.412	0.830	terhormat
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	kehormatan
honored	0.938	0.447	0.732	terhormat
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	jilbab
hooded	0.306	0.745	0.439	berkerudung
hoodlum	0.354	0.720	0.432	penjahat
hoof	0.427	0.341	0.365	menerjang
hook	0.418	0.444	0.395	kait
hooked	0.610	0.661	0.454	doyan
hooker	0.214	0.889	0.373	pelacur
hookup	0.625	0.529	0.683	Pasang
hooky	0.468	0.500	0.452	mabuk
hooligan	0.295	0.712	0.455	penjahat
hoop	0.635	0.204	0.315	simpai
hoopla	0.542	0.471	0.353	kehebohan
hooray	0.610	0.481	0.536	hore
hoot	0.449	0.560	0.430	tiupan
hooter	0.470	0.615	0.455	bunyi klakson
hop	0.450	0.520	0.427	melompat
hope	0.927	0.317	0.739	harapan
hopeful	0.947	0.357	0.627	penuh harapan
hopeless	0.094	0.298	0.112	tanpa harapan
hopelessness	0.052	0.402	0.223	keputusasan
hopes	0.917	0.500	0.702	harapan
hoping	0.684	0.469	0.454	berharap
hopper	0.396	0.491	0.442	gerbong
horde	0.286	0.713	0.684	gerombolan
horizon	0.729	0.284	0.590	cakrawala
horizontal	0.573	0.304	0.387	horisontal
horizontally	0.500	0.356	0.439	mendatar
hormonal	0.500	0.620	0.551	hormonal
hormone	0.490	0.750	0.621	hormon
horn	0.385	0.510	0.366	klakson
horned	0.316	0.610	0.375	bertanduk
hornet	0.398	0.594	0.500	pikat
horny	0.490	0.908	0.560	terangsang
horoscope	0.500	0.360	0.490	horoskop
horrendous	0.073	0.755	0.365	sangat buruk
horrible	0.071	0.857	0.398	mengerikan
horribly	0.050	0.631	0.454	mengerikan
horrid	0.052	0.765	0.419	mengerikan
horrific	0.094	0.846	0.481	mengerikan
horrified	0.040	0.885	0.368	ngeri
horrifying	0.010	0.760	0.352	mengerikan
horror	0.115	0.850	0.438	kengerian
horrors	0.061	0.852	0.409	kengerian
horse	0.635	0.510	0.529	kuda
horseback	0.688	0.588	0.566	punggung kuda
horseman	0.441	0.700	0.676	penunggang kuda
horsepower	0.594	0.735	0.735	daya kuda
horseradish	0.321	0.584	0.476	lobak pedas
horseshit	0.153	0.582	0.179	Tai kuda
horseshoe	0.673	0.350	0.406	sepatu kuda
horsey	0.602	0.454	0.462	kuda
horticultural	0.594	0.387	0.509	hortikultura
horticulture	0.700	0.420	0.434	hortikultura
hosannah	0.679	0.373	0.500	hosana
hose	0.469	0.288	0.263	selang
hosiery	0.520	0.344	0.373	kaus kaki
hospice	0.337	0.443	0.535	rumah sakit
hospitable	0.791	0.470	0.661	ramah
hospital	0.323	0.537	0.598	RSUD
hospitality	0.865	0.333	0.725	keramahan
host	0.693	0.471	0.537	tuan rumah
hostage	0.163	0.923	0.325	sandera
hostel	0.479	0.500	0.398	asrama
hostess	0.792	0.604	0.688	nyonya rumah
hostile	0.188	0.877	0.474	agresif
hostilities	0.276	0.810	0.444	pertempuran
hostility	0.122	0.775	0.465	permusuhan
hot	0.490	0.740	0.573	panas
hot sauce	0.333	0.740	0.509	sambal pedas
hotbed	0.510	0.285	0.395	persemaian
hotdog	0.720	0.438	0.373	Hot Dog
hotel	0.740	0.370	0.407	hotel
hothead	0.240	0.849	0.518	pemberang
hotline	0.592	0.565	0.663	saluran telepon
hotshot	0.500	0.727	0.615	jagoan
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	anjing
hour	0.552	0.265	0.336	jam
hourglass	0.542	0.284	0.492	jam pasir
hourly	0.469	0.418	0.491	per jam
house	0.587	0.135	0.533	rumah
houseboat	0.604	0.389	0.429	rumah perahu
houseboy	0.479	0.415	0.393	pelayan rumah
housebroken	0.518	0.461	0.389	rumah rusak
houseguest	0.530	0.500	0.481	tamu rumah
household	0.781	0.230	0.667	rumah tangga
householder	0.816	0.541	0.833	pemilik rumah
housekeeper	0.694	0.279	0.520	pengurus rumah
housekeeping	0.604	0.500	0.445	Pembenahan
housewarming	0.857	0.710	0.727	pindah rumah
housewife	0.656	0.361	0.449	ibu rumah tangga
housework	0.484	0.413	0.342	tugas rumah
housing	0.776	0.304	0.591	perumahan
hovel	0.333	0.296	0.322	gubuk
hover	0.510	0.431	0.404	melayang-layang
hovercraft	0.541	0.654	0.588	kapal berbantalan udara
howl	0.357	0.646	0.407	melolong
howsoever	0.459	0.309	0.345	bagaimanapun
hoy	0.583	0.298	0.471	tongkang
hub	0.479	0.399	0.433	pusat
hubby	0.548	0.435	0.430	suami
huckleberry	0.600	0.279	0.296	semacam buah frambos kecil
huddle	0.604	0.509	0.445	kerumunan
hue	0.507	0.416	0.417	warna
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	pemarah
hug	0.908	0.427	0.548	memeluk
huge	0.573	0.625	0.783	sangat besar
hugger	0.520	0.480	0.412	pelukan
huggy	0.854	0.429	0.451	suka berpelukan
hugs	0.980	0.422	0.600	pelukan
hulk	0.460	0.740	0.750	raksasa
hull	0.542	0.265	0.353	lambung kapal
hum	0.490	0.296	0.276	bersenandung
human	0.767	0.314	0.605	manusia
humane	0.800	0.370	0.580	manusiawi
humanitarian	0.786	0.317	0.709	kemanusiaan
humanities	0.729	0.325	0.677	sastra
humanity	0.750	0.360	0.727	kemanusiaan
humankind	0.885	0.394	0.714	umat manusia
humanoid	0.521	0.462	0.491	humanoid
humanrights	0.792	0.559	0.730	hak asasi Manusia
humble	0.867	0.236	0.483	rendah hati
humbled	0.280	0.618	0.198	rendah hati
humbly	0.771	0.194	0.370	dengan rendah hati
humbug	0.219	0.622	0.456	omong kosong
humdrum	0.269	0.246	0.353	membosankan
humid	0.375	0.324	0.366	lembab
humidity	0.464	0.373	0.367	kelembaban
humiliate	0.052	0.714	0.275	menghina
humiliated	0.104	0.712	0.216	dipermalukan
humiliating	0.062	0.716	0.279	memalukan
humiliation	0.048	0.712	0.310	penghinaan
humility	0.740	0.118	0.444	kerendahhatian
hummer	0.510	0.622	0.589	Palu
hummingbird	0.750	0.370	0.273	burung kolibri
humongous	0.378	0.538	0.536	besar sekali
humor	0.890	0.633	0.462	humor
humored	0.854	0.657	0.545	humoris
humorist	0.958	0.790	0.607	jenakawan
humorous	0.906	0.616	0.665	lucu
hump	0.296	0.462	0.250	punuk
humpback	0.235	0.346	0.247	punggung bungkuk
hunch	0.561	0.630	0.567	firasat
hunchback	0.208	0.390	0.259	orang bungkuk
hundred	0.604	0.370	0.406	ratus
hundredth	0.427	0.368	0.466	keseratus
hunger	0.083	0.554	0.328	kelaparan
hungry	0.083	0.690	0.254	lapar
hunk	0.438	0.375	0.361	bingkah
hunks	0.417	0.453	0.482	orang bakhil
hunky	0.469	0.571	0.438	keren
hunt	0.327	0.806	0.588	berburu
hunter	0.292	0.817	0.817	pemburu
hunting	0.448	0.713	0.714	memburu
huntress	0.357	0.717	0.765	pemburu wanita
hurdle	0.198	0.682	0.434	rintangan
hurl	0.316	0.745	0.574	melemparkan
hurrah	0.802	0.740	0.500	Hore
hurricane	0.177	0.958	0.787	badai
hurricanes	0.286	0.898	0.784	badai
hurried	0.314	0.806	0.393	keburu
hurry	0.422	0.735	0.481	buru-buru
hurryup	0.473	0.791	0.555	ayo cepat
hurt	0.062	0.773	0.291	terluka
hurtful	0.104	0.680	0.463	menyakitkan
hurting	0.153	0.778	0.221	menyakiti
husband	0.771	0.500	0.655	suami
husbandry	0.643	0.473	0.445	peternakan
hush	0.471	0.231	0.312	diam
hushed	0.292	0.194	0.272	diam
husk	0.378	0.173	0.147	sekam
husky	0.630	0.450	0.490	serak
hussy	0.219	0.594	0.384	perempuan nakal
hustle	0.406	0.661	0.427	mendorong dengan cepat
hustler	0.260	0.821	0.627	penipu
hut	0.633	0.270	0.375	pondok
hutch	0.385	0.453	0.520	kandang kelinci
hyacinth	0.372	0.360	0.342	eceng gondok
hybrid	0.500	0.365	0.570	hibrida
hydra	0.406	0.598	0.534	ular naga
hydrant	0.570	0.413	0.367	hidran
hydrate	0.610	0.367	0.547	hidrat
hydraulic	0.522	0.398	0.596	hidrolik
hydraulics	0.500	0.530	0.588	hidrolika
hydrocephalus	0.286	0.629	0.393	hidrosefalus
hydrodynamics	0.552	0.582	0.664	hidrodinamika
hydrogen	0.469	0.303	0.554	hidrogen
hydrographic	0.490	0.396	0.642	hidrografi
hydrology	0.500	0.380	0.509	hidrologi
hydrophobia	0.323	0.784	0.351	penyakit anjing gila
hydroponics	0.500	0.549	0.500	hidroponik
hyena	0.396	0.719	0.464	dubuk
hygiene	0.781	0.287	0.537	kebersihan
hygienic	0.719	0.245	0.702	higienis
hygienist	0.698	0.389	0.682	ahli kebersihan
hymen	0.469	0.651	0.457	selaput dara
hymn	0.735	0.292	0.634	nyanyian pujian
hype	0.510	0.500	0.586	promosi sensasional
hyped	0.708	0.582	0.679	terhipnotis
hyper	0.542	0.616	0.640	hiper
hyperactive	0.500	0.921	0.660	hiperaktif
hyperbole	0.469	0.521	0.542	hiperbola
hyperspace	0.510	0.623	0.755	hyperspace
hypertension	0.133	0.784	0.427	hipertensi
hypertrophy	0.312	0.625	0.413	hipertrofi
hyperventilate	0.347	0.729	0.556	hiperventilasi
hyperventilating	0.164	0.802	0.625	hiperventilasi
hyphen	0.552	0.356	0.381	tanda penghubung
hypnosis	0.417	0.410	0.546	hipnose
hypnotic	0.571	0.560	0.569	hipnotis
hypnotist	0.490	0.455	0.627	ahli hipnotisme
hypnotize	0.469	0.507	0.508	menghipnotis
hypnotized	0.449	0.434	0.380	terhipnotis
hypochondriac	0.194	0.588	0.333	murung
hypocrisy	0.156	0.523	0.370	kemunafikan
hypocrite	0.082	0.673	0.306	orang munafik
hypocritical	0.048	0.740	0.415	munafik
hypodermic	0.240	0.441	0.445	injeksi
hypothalamus	0.593	0.427	0.539	hipotalamus
hypothermia	0.184	0.620	0.301	hipotermia
hypothesis	0.552	0.370	0.509	hipotesa
hypothetical	0.480	0.367	0.361	hipotetis
hysterectomy	0.178	0.660	0.470	histerektomi
hysteria	0.224	0.906	0.482	histeri
hysterical	0.290	0.942	0.398	histeris
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	Es
ice tea	0.771	0.337	0.336	es teh
iceberg	0.344	0.540	0.648	gunung es
icebox	0.560	0.222	0.370	lemari es
icebreaker	0.571	0.545	0.848	kapal pemecah es
iced	0.564	0.482	0.339	es
icing	0.688	0.452	0.411	Lapisan gula
icky	0.357	0.510	0.342	menjijikkan
icon	0.549	0.349	0.415	ikon
iconic	0.583	0.537	0.700	ikonik
iconography	0.602	0.382	0.653	ikonografi
icy	0.684	0.375	0.345	dingin
id	0.449	0.344	0.391	Indo
idea	0.750	0.538	0.704	ide
ideal	0.802	0.437	0.736	ideal
idealism	0.635	0.436	0.689	idealisme
idealist	0.816	0.510	0.802	idealis
idealistic	0.812	0.469	0.755	idealistis
identical	0.635	0.380	0.527	identik
identically	0.667	0.427	0.487	identik
identification	0.714	0.451	0.692	identifikasi
identify	0.635	0.480	0.667	mengenali
identity	0.663	0.360	0.780	identitas
ideology	0.573	0.344	0.692	ideologi
idiocy	0.112	0.635	0.137	kebodohan
idiom	0.520	0.337	0.445	idiom
idiomatic	0.531	0.429	0.516	idiomatis
idiot	0.086	0.567	0.113	bodoh
idiotic	0.104	0.620	0.170	bodoh
idiots	0.143	0.600	0.144	idiot
idle	0.179	0.167	0.112	menganggur
idleness	0.308	0.330	0.228	kemalasan
idler	0.200	0.304	0.194	pemalas
idol	0.684	0.805	0.853	idola
idolatry	0.365	0.571	0.625	pemujaan berhala
idolizing	0.676	0.712	0.643	mengidolakan
idyllic	0.571	0.394	0.593	idilis
iffy	0.380	0.442	0.333	rapuh
ifonly	0.406	0.250	0.255	jika hanya
igloo	0.569	0.302	0.345	rumah salju bangsa Eskimo
igneous	0.469	0.466	0.517	berapi
ignite	0.458	0.785	0.675	menyalakan
ignition	0.365	0.720	0.657	pengapian
ignorance	0.153	0.417	0.209	ketidakpedulian
ignorant	0.102	0.461	0.223	kurang pengetahuan
ignore	0.146	0.230	0.295	mengabaikan
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	jenis
ill	0.073	0.410	0.200	Saya akan
illegal	0.061	0.787	0.337	liar
illegality	0.094	0.635	0.427	ketidaksahan
illegally	0.133	0.788	0.402	secara ilegal
illegible	0.296	0.490	0.315	tidak terbaca
illegitimate	0.184	0.644	0.302	Palsu
illicit	0.188	0.794	0.390	dilarang
illiterate	0.120	0.410	0.151	buta huruf
illness	0.098	0.717	0.211	penyakit
illogical	0.208	0.630	0.251	tidak logis
illuminate	0.905	0.646	0.782	menerangi
illuminating	0.949	0.613	0.773	yg memperjelas
illumination	0.760	0.588	0.537	penerangan
illuminator	0.770	0.566	0.718	iluminator
illusion	0.562	0.490	0.387	ilusi
illustrate	0.750	0.430	0.690	menjelaskan
illustration	0.740	0.441	0.640	ilustrasi
illustrative	0.771	0.452	0.647	ilustrasi
illustrious	0.673	0.550	0.741	terkemuka
ilovechristmas	0.885	0.590	0.525	ilovenatal
iloveher	0.750	0.519	0.556	saya mencintainya
image	0.653	0.241	0.453	gambar
imagery	0.653	0.327	0.390	perumpamaan
imaginable	0.613	0.529	0.596	yg ada
imaginary	0.560	0.424	0.310	imajiner
imagination	0.802	0.491	0.547	imajinasi
imaginative	0.780	0.541	0.593	imajinatif
imagine	0.759	0.480	0.587	membayangkan
imagined	0.656	0.412	0.418	membayangkan
imaging	0.724	0.394	0.482	pencitraan
imagining	0.765	0.458	0.545	membayangkan
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	ketidakseimbangan
imbecile	0.082	0.569	0.260	dungu
imbedded	0.406	0.580	0.562	tertanam
imissyou	0.480	0.608	0.344	Aku merindukanmu
imitate	0.469	0.561	0.336	meniru
imitated	0.333	0.391	0.442	ditiru
imitation	0.406	0.592	0.343	imitasi
immaculate	0.698	0.330	0.688	sangat rapi
immaterial	0.296	0.309	0.295	tidak penting
immature	0.114	0.500	0.200	belum dewasa
immaturity	0.146	0.567	0.221	ketidakdewasaan
immeasurable	0.510	0.539	0.712	tak terukur
immeasurably	0.510	0.640	0.680	tak terukur
immediacy	0.635	0.630	0.627	kesegeraan
immediate	0.656	0.548	0.716	segera
immediately	0.552	0.780	0.707	langsung
immemorial	0.327	0.469	0.454	dahulu kala
immense	0.755	0.750	0.811	sangat luas
immerse	0.510	0.577	0.509	membenamkan
immersion	0.510	0.556	0.564	pencelupan
immigrant	0.357	0.663	0.509	imigran
immigration	0.390	0.667	0.454	imigrasi
imminent	0.490	0.784	0.643	dekat
immobile	0.225	0.217	0.298	tidak bergerak
immoral	0.143	0.622	0.385	asusila
immorality	0.188	0.689	0.315	amoralitas
immortal	0.812	0.750	0.795	kekal
immortality	0.688	0.635	0.861	keabadian
immovable	0.480	0.310	0.571	tak tergoyahkan
immune	0.629	0.472	0.780	imun
immunity	0.633	0.316	0.786	kekebalan
immunization	0.667	0.510	0.733	imunisasi
immutable	0.427	0.431	0.571	kekal
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	dampak
impair	0.153	0.500	0.360	merusak
impaired	0.130	0.459	0.269	terganggu
impairment	0.170	0.571	0.220	gangguan
impart	0.521	0.441	0.694	memberi
impartial	0.531	0.406	0.685	tidak memihak
impartiality	0.622	0.394	0.616	ketidakberpihakan
impassable	0.342	0.458	0.553	tidak bisa dilewati
impassioned	0.740	0.780	0.802	penuh semangat
impatience	0.278	0.780	0.411	ketidaksabaran
impatient	0.250	0.708	0.429	tidak sabar
impatiently	0.194	0.750	0.539	dengan tidak sabar
impeach	0.208	0.776	0.664	mendakwa
impeachment	0.163	0.735	0.694	pelengseran
impeccable	0.833	0.370	0.824	sempurna
impede	0.271	0.510	0.604	menghalangi
impediment	0.163	0.600	0.409	halangan
impelled	0.604	0.741	0.690	terdorong
impending	0.480	0.735	0.752	mendatang
impenetrable	0.531	0.577	0.839	tidak bisa ditembus
imperative	0.625	0.647	0.708	imperatif
imperceptible	0.378	0.490	0.548	tak kelihatan
imperfect	0.173	0.527	0.202	tidak sempurna
imperfection	0.190	0.567	0.321	ketidaksempurnaan
imperfectly	0.297	0.481	0.330	tidak sempurna
imperial	0.669	0.646	0.922	imperial
imperialist	0.284	0.786	0.833	imperialis
impermeable	0.510	0.308	0.558	kedap
impermissible	0.188	0.464	0.352	yg tdk diizinkan
impersonal	0.316	0.356	0.472	impersonal
impersonate	0.510	0.632	0.591	menirukan
impersonation	0.375	0.618	0.528	peniruan
impersonator	0.469	0.586	0.406	peniru
impertinence	0.170	0.653	0.420	kekurangajaran
impertinent	0.219	0.826	0.373	kurang ajar
impervious	0.582	0.408	0.536	tahan
impetuous	0.602	0.814	0.712	terburu nafsu
impetus	0.521	0.740	0.635	dorongan
implacable	0.569	0.663	0.830	kepala batu
implant	0.429	0.510	0.588	mencangkok
implantation	0.396	0.604	0.741	penanaman
implanted	0.347	0.500	0.679	ditanamkan
implement	0.720	0.573	0.792	melaksanakan
implicate	0.250	0.670	0.434	melibatkan
implicated	0.354	0.673	0.438	terlibat
implication	0.337	0.528	0.690	implikasi
implied	0.327	0.530	0.481	tersirat
implore	0.396	0.650	0.377	mohon
implosion	0.412	0.724	0.547	ledakan
imply	0.542	0.670	0.533	menyiratkan
impolite	0.167	0.590	0.282	tidak sopan
import	0.615	0.480	0.623	impor
importance	0.750	0.580	0.864	pentingnya
important	0.827	0.630	0.836	penting
importation	0.625	0.500	0.733	pemasukan
impose	0.503	0.721	0.745	memaksakan
imposing	0.392	0.731	0.836	memaksakan
imposition	0.357	0.604	0.618	pengenaan
impossibility	0.170	0.625	0.306	ketidakmungkinan
impossible	0.153	0.510	0.407	mustahil
impostor	0.135	0.704	0.442	penyamar
impotence	0.198	0.689	0.224	ketidakmampuan
impotent	0.146	0.587	0.333	impoten
impound	0.230	0.587	0.583	menyita
impoverished	0.125	0.311	0.203	miskin
impracticable	0.398	0.549	0.381	tidak praktis
impractical	0.160	0.373	0.291	tidak praktis
impregnable	0.378	0.549	0.667	tak tertembus
impregnate	0.510	0.721	0.655	hamil
impress	0.816	0.744	0.895	membuat terkesan
impressed	0.806	0.770	0.429	terkesan
impression	0.684	0.557	0.577	kesan
impressionable	0.827	0.720	0.645	mudah terpengaruh
impressive	0.781	0.830	0.873	menakjubkan
imprint	0.615	0.574	0.685	jejak
imprison	0.112	0.829	0.545	memenjarakan
imprisoned	0.032	0.717	0.302	dipenjara
imprisonment	0.133	0.630	0.471	hukuman penjara
improbable	0.097	0.412	0.439	mustahil
impromptu	0.541	0.729	0.415	mendadak
improper	0.229	0.520	0.259	tidak pantas
impropriety	0.133	0.591	0.389	ketidakpantasan
improve	0.833	0.528	0.815	memperbaiki
improved	0.919	0.480	0.679	ditingkatkan
improvement	0.786	0.500	0.611	peningkatan
improves	0.929	0.625	0.727	meningkat
improving	0.911	0.510	0.682	meningkatkan
improvisation	0.631	0.812	0.529	improvisasi
improvise	0.646	0.650	0.519	berimprovisasi
improvised	0.610	0.673	0.443	improvisasi
imprudent	0.170	0.676	0.265	lalai
impudence	0.214	0.500	0.472	kelancangan
impudent	0.302	0.604	0.462	kurang ajar
impulse	0.530	0.840	0.611	impuls
impulsive	0.365	0.864	0.607	impulsif
impunity	0.313	0.721	0.602	impunitas
impure	0.260	0.560	0.208	najis
impurity	0.173	0.546	0.306	ketidakmurnian
imputation	0.333	0.654	0.621	tuduhan
imtryingtosleep	0.438	0.363	0.385	aku mencoba untuk tidur
inability	0.150	0.529	0.250	ketidakmampuan
inaccessible	0.083	0.585	0.446	tidak dapat diakses
inaccurate	0.135	0.450	0.250	tidak akurat
inaction	0.323	0.225	0.325	kelambanan
inactivate	0.245	0.240	0.415	menonaktifkan
inactivation	0.198	0.260	0.220	penonaktifan
inactive	0.271	0.167	0.159	tidak aktif
inactivity	0.135	0.143	0.227	tidak aktif
inadequacy	0.286	0.500	0.297	kekurangan
