English Word	Valence	Arousal	Dominance	Galician Word
outgoing	0.650	0.472	0.538	saínte
outgrow	0.510	0.529	0.722	superar
outgrowth	0.771	0.620	0.688	froito
outhouse	0.281	0.519	0.255	letrina
outing	0.771	0.672	0.634	saída
outlandish	0.448	0.737	0.657	estrafalario
outlast	0.620	0.786	0.685	perdurar
outlaw	0.255	0.662	0.482	proscrito
outlet	0.610	0.396	0.245	saída
outline	0.542	0.365	0.509	esquema
outlines	0.656	0.402	0.651	esquemas
outlive	0.565	0.769	0.724	sobrevive
outlook	0.830	0.525	0.625	perspectiva
outlying	0.460	0.562	0.503	periférico
outnumber	0.347	0.615	0.577	superan en número
outpatient	0.260	0.400	0.395	ambulatorio
outpost	0.635	0.571	0.675	posto avanzado
outpouring	0.562	0.685	0.552	efusión
output	0.604	0.389	0.434	saída
outrage	0.060	0.689	0.542	indignación
outraged	0.156	0.696	0.538	indignado
outrageous	0.153	0.945	0.713	escandaloso
outrank	0.653	0.643	0.817	superando
outreach	0.540	0.462	0.672	divulgación
outright	0.767	0.396	0.755	directamente
outrun	0.531	0.833	0.573	superar
outset	0.750	0.500	0.582	inicio
outsider	0.398	0.549	0.447	alleo
outskirts	0.474	0.519	0.312	arredores
outsmart	0.673	0.657	0.864	máis intelixente
outspoken	0.582	0.413	0.667	franco
outstanding	0.898	0.760	0.896	sobresaínte
outstretched	0.448	0.481	0.519	estendido
outward	0.449	0.439	0.365	cara a fóra
outwards	0.440	0.472	0.400	cara a fóra
outweigh	0.486	0.600	0.682	superar
outwit	0.302	0.755	0.356	burlar
oval	0.417	0.280	0.330	oval
ovary	0.469	0.399	0.280	ovario
ovate	0.385	0.286	0.368	ovado
ovation	0.719	0.758	0.750	ovación
oven	0.583	0.425	0.606	forno
overactive	0.667	0.885	0.592	hiperactivo
overall	0.583	0.370	0.670	en xeral
overalls	0.500	0.392	0.373	monos
overbearing	0.323	0.833	0.861	prepotente
overburden	0.115	0.755	0.546	sobrecarga
overcast	0.417	0.250	0.475	anubrado
overcharged	0.276	0.780	0.569	sobrecargado
overcoat	0.594	0.265	0.430	abrigo
overcome	0.719	0.689	0.848	superar
overcoming	0.842	0.765	0.855	superación
overcrowded	0.292	0.520	0.491	superpoblado
overdo	0.156	0.864	0.602	esaxere
overdose	0.110	0.820	0.468	sobredose
overdrive	0.303	0.715	0.732	overdrive
overdue	0.125	0.427	0.259	atrasado
overestimate	0.367	0.796	0.444	sobreestimar
overestimated	0.344	0.646	0.527	sobreestimado
overflow	0.398	0.792	0.500	desbordamento
overflowing	0.439	0.796	0.635	desbordante
overgrown	0.333	0.500	0.369	cuberto
overgrowth	0.417	0.790	0.673	crecemento excesivo
overhanging	0.698	0.755	0.812	sobranceiro
overhaul	0.500	0.651	0.491	revisión
overhead	0.344	0.700	0.538	sobrecarga
overhear	0.650	0.365	0.580	escoitar
overheated	0.250	0.598	0.547	recalentado
overjoyed	0.908	0.708	0.755	encantado
overkill	0.379	0.861	0.678	exceso
overlaid	0.620	0.610	0.676	superposto
overlap	0.594	0.615	0.627	superposición
overlapping	0.595	0.578	0.684	superposición
overlay	0.564	0.596	0.749	superposición
overload	0.381	0.690	0.652	sobrecarga
overlook	0.292	0.418	0.415	pasar por alto
overlord	0.750	0.755	0.932	señor supremo
overlying	0.500	0.519	0.691	sobrexacente
overpaid	0.429	0.670	0.585	sobrepagado
overpass	0.562	0.561	0.565	paso elevado
overplayed	0.224	0.798	0.586	sobrecargado
overpower	0.448	0.859	0.783	dominar
overpowering	0.392	0.779	0.589	abafante
overpriced	0.271	0.556	0.472	caro
overprotective	0.448	0.673	0.741	sobreprotectora
overrated	0.312	0.630	0.482	sobrevalorado
overreact	0.306	0.912	0.471	reaccionar de forma exagerada
override	0.316	0.491	0.529	anular
overriding	0.240	0.490	0.384	anulación
overrule	0.224	0.412	0.429	anular
overrun	0.271	0.764	0.598	desbordamento
oversee	0.541	0.649	0.778	supervisar
overseer	0.552	0.520	0.873	supervisor
overshadow	0.333	0.549	0.654	ensombrecer
oversight	0.385	0.618	0.723	supervisión
oversized	0.552	0.540	0.679	sobredimensionado
overslept	0.408	0.315	0.300	durmido
overstate	0.281	0.779	0.635	exagerar
overstock	0.344	0.592	0.589	exceso de existencias
overt	0.708	0.326	0.607	aberto
overtake	0.573	0.620	0.718	adiantar
overtaken	0.594	0.552	0.702	superado
overthemoon	0.643	0.531	0.481	sobrada
overthinker	0.430	0.606	0.552	sobrepensador
overthinking	0.408	0.761	0.525	Pensar de máis
overthrow	0.260	0.868	0.620	derrubar
overtime	0.447	0.504	0.529	co paso do tempo
overtired	0.210	0.357	0.273	canso de máis
overture	0.490	0.402	0.491	obertura
overturn	0.240	0.765	0.396	envorcar
overview	0.615	0.380	0.539	visión xeral
overweight	0.052	0.500	0.389	sobrepeso
overwhelm	0.250	0.823	0.462	desbordar
overwhelmed	0.341	0.680	0.348	abrumado
overwhelming	0.327	0.830	0.640	esmagadora
overworked	0.133	0.670	0.387	sobrecargado de traballo
overwrought	0.156	0.900	0.571	sobrecargado
overzealous	0.427	0.804	0.703	exceso de celo
owe	0.500	0.429	0.386	debe
owing	0.396	0.307	0.381	debido
owl	0.520	0.270	0.321	curuxa
owner	0.776	0.449	0.920	propietario
ownership	0.628	0.445	0.741	propiedade
ox	0.417	0.396	0.412	boi
oxidation	0.453	0.415	0.211	oxidación
oxide	0.354	0.377	0.298	óxido
oxygen	0.908	0.310	0.575	osíxeno
oxymoron	0.427	0.481	0.398	oxímoron
oyster	0.500	0.311	0.327	ostra
ozone	0.560	0.345	0.518	ozono
pace	0.510	0.380	0.390	Paz
pacemaker	0.448	0.569	0.582	marcapasos
pacific	0.627	0.118	0.580	pacífico
pacified	0.802	0.194	0.414	pacificado
pacifier	0.615	0.342	0.356	chupete
pacifist	0.663	0.153	0.557	pacifista
pacify	0.812	0.283	0.629	pacificar
pacing	0.583	0.551	0.491	ritmo
pack	0.510	0.347	0.475	paquete
package	0.571	0.433	0.443	paquete
packaging	0.604	0.393	0.549	embalaxe
packer	0.520	0.480	0.537	empacadora
packet	0.582	0.385	0.407	paquete
pact	0.442	0.444	0.593	pacto
pad	0.684	0.279	0.330	almofada
padded	0.606	0.212	0.371	acolchado
padding	0.561	0.398	0.423	acolchado
paddle	0.561	0.375	0.393	remo
paddle boat	0.663	0.373	0.415	bote de remos
paddock	0.480	0.429	0.481	paddock
paddy	0.653	0.330	0.330	arrozal
padlock	0.459	0.284	0.457	cadeado
padre	0.684	0.407	0.647	pai
paean	0.552	0.547	0.471	pean
pagan	0.292	0.578	0.542	pagán
paganism	0.240	0.640	0.411	paganismo
page	0.677	0.224	0.278	páxina
pageant	0.719	0.667	0.651	concurso
pager	0.510	0.526	0.554	buscapersonas
pagination	0.459	0.333	0.400	paxinación
paging	0.542	0.398	0.423	paginación
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	cubo
pain	0.012	0.765	0.395	dor
pained	0.112	0.500	0.250	dor
painful	0.050	0.742	0.330	doloroso
painfully	0.156	0.720	0.407	penosamente
painkiller	0.487	0.312	0.481	analxésico
painless	0.785	0.173	0.491	indolor
pains	0.106	0.673	0.362	dores
painstaking	0.396	0.335	0.386	minucioso
paint	0.667	0.343	0.413	pintar
paintball	0.615	0.745	0.537	paintball
paintbrush	0.714	0.226	0.353	pincel
painted	0.667	0.333	0.424	pintado
painter	0.677	0.366	0.487	pintor
painting	0.792	0.324	0.333	pintura
pair	0.552	0.317	0.304	par
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	pixama
pajamas	0.719	0.170	0.264	pixamas
pal	0.812	0.426	0.596	amigo
palace	0.878	0.510	0.804	pazo
palatable	0.823	0.500	0.594	apetecible
palate	0.625	0.350	0.358	padal
pale	0.281	0.259	0.245	pálido
paleontology	0.438	0.308	0.617	paleontoloxía
palette	0.590	0.333	0.205	paleta
pall	0.277	0.387	0.394	pall
palladium	0.470	0.380	0.393	paladio
pallet	0.604	0.241	0.349	palé
palliative	0.548	0.394	0.518	paliativo
palm	0.531	0.194	0.340	palma
palmer	0.480	0.269	0.413	palmeiro
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	palpable
palpitations	0.417	0.702	0.528	palpitacións
palsy	0.083	0.446	0.221	parálise
paltry	0.333	0.491	0.320	miserable
pamper	0.792	0.321	0.348	mimar
pamphlet	0.530	0.250	0.327	folleto
pan	0.734	0.182	0.364	tixola
panacea	0.420	0.427	0.613	panacea
panache	0.510	0.363	0.306	garbo
pancake	0.802	0.274	0.364	filloa
pancakes	0.844	0.373	0.402	filloas
pancreas	0.469	0.302	0.366	páncreas
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	pandemia
pandemonium	0.229	0.885	0.500	pandemonio
pane	0.385	0.250	0.444	panel
panel	0.469	0.321	0.425	panel
pang	0.146	0.595	0.455	pang
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	pánico
panicattack	0.255	0.724	0.386	ataque de pánico
panicked	0.100	0.949	0.260	en pánico
panicking	0.094	0.882	0.333	pánico
panicky	0.284	0.962	0.393	pánico
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	panorama
panoramic	0.542	0.462	0.684	panorámica
pansy	0.653	0.283	0.589	pensamento
pant	0.448	0.463	0.409	pantalón
pantheon	0.144	0.410	0.610	panteón
panther	0.303	0.594	0.682	pantera
panties	0.594	0.529	0.312	bragas
pantomime	0.552	0.481	0.385	pantomima
pantry	0.622	0.294	0.312	despensa
pants	0.673	0.320	0.333	pantalóns
panty	0.451	0.557	0.303	bragas
pantyhose	0.570	0.539	0.250	pantis
pap	0.438	0.403	0.302	pap
papa	0.656	0.340	0.527	papá
papacy	0.481	0.263	0.553	papado
papal	0.493	0.304	0.559	papal
papaya	0.630	0.306	0.300	papaia
paper	0.520	0.123	0.293	papel
paperback	0.633	0.269	0.314	rústica
paperboy	0.521	0.490	0.471	papeleiro
paperweight	0.421	0.278	0.433	pisapapeles
paperwork	0.448	0.355	0.422	papeleo
paprika	0.417	0.250	0.264	pimentón
papyrus	0.459	0.240	0.324	papiro
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	parábola
parabola	0.542	0.413	0.620	parábola
parabolic	0.459	0.509	0.500	parabólica
parachute	0.562	0.787	0.564	paracaídas
parade	0.792	0.685	0.509	desfile
paradigm	0.573	0.429	0.779	paradigma
paradise	0.875	0.540	0.796	paraíso
paradox	0.417	0.442	0.482	paradoxo
paradoxical	0.406	0.547	0.433	paradoxal
paraffin	0.426	0.291	0.343	parafina
paragon	0.490	0.431	0.473	modelo
paragraph	0.510	0.164	0.269	parágrafo
parakeet	0.576	0.387	0.227	perico
paralegal	0.479	0.470	0.519	asistente xurídico
parallax	0.437	0.394	0.471	paralaxe
parallel	0.568	0.284	0.465	paralelo
parallelism	0.549	0.363	0.527	paralelismo
paralysis	0.156	0.500	0.305	parálise
paralyze	0.188	0.367	0.471	paralizar
paramedic	0.673	0.464	0.636	paramédico
paramedics	0.479	0.594	0.712	paramédicos
paramilitary	0.154	0.804	0.727	paramilitares
paramount	0.771	0.615	0.902	primordial
paranoia	0.146	0.841	0.407	paranoia
paranoid	0.122	0.918	0.364	paranoico
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	parapeto
paraphernalia	0.443	0.726	0.509	parafernalia
paraphrase	0.500	0.375	0.444	paráfrase
paraplegic	0.188	0.441	0.321	parapléxico
parasite	0.092	0.442	0.324	parasito
parasitic	0.037	0.600	0.364	parasitario
parasol	0.604	0.255	0.304	parasol
parcel	0.660	0.324	0.411	parcela
parcels	0.551	0.445	0.418	parcelas
parched	0.250	0.235	0.255	reseco
parchment	0.615	0.228	0.455	pergamiño
pardon	0.552	0.413	0.542	perdón
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parénquima
parent	0.812	0.357	0.860	pai
parentage	0.903	0.382	0.595	filiación
parental	0.760	0.430	0.627	parental
parenthesis	0.510	0.255	0.380	paréntese
parenthetical	0.490	0.327	0.391	entre paréntesis
parenthood	0.750	0.630	0.782	paternidade
parenting	0.812	0.520	0.676	crianza dos pais
pariah	0.397	0.478	0.293	paria
parietal	0.481	0.333	0.491	parietal
paring	0.429	0.441	0.324	paring
parish	0.698	0.354	0.582	parroquia
parity	0.582	0.406	0.407	paridade
park	0.816	0.343	0.414	parque
parka	0.469	0.481	0.395	parka
parking	0.777	0.469	0.510	aparcamento
parkinsons	0.104	0.570	0.373	parkinsons
parlance	0.510	0.350	0.462	linguaxe
parlay	0.469	0.611	0.483	falar
parliament	0.573	0.540	0.858	parlamento
parliamentary	0.490	0.554	0.755	parlamentario
parlor	0.500	0.327	0.366	salón
parmesan	0.698	0.321	0.382	parmesano
parody	0.561	0.651	0.375	parodia
parole	0.388	0.620	0.526	liberdade condicional
parquet	0.541	0.240	0.422	parquet
parrot	0.588	0.333	0.292	papagaio
parry	0.510	0.404	0.436	parar
parse	0.469	0.456	0.667	analizar
parsimonious	0.417	0.312	0.446	parsimonioso
parsimony	0.449	0.280	0.403	parsimonia
parsley	0.458	0.170	0.291	perexil
parson	0.583	0.250	0.615	párroco
part	0.663	0.278	0.360	parte
partake	0.755	0.656	0.629	participar
partial	0.429	0.324	0.348	parcial
partiality	0.375	0.380	0.490	parcialidade
partially	0.418	0.368	0.396	parcialmente
participant	0.712	0.598	0.613	participante
participate	0.755	0.580	0.684	participar
participation	0.781	0.700	0.702	participación
particle	0.521	0.265	0.438	partícula
particular	0.562	0.402	0.552	particular
particularity	0.670	0.434	0.586	particularidade
particulars	0.604	0.348	0.525	detalles
parting	0.260	0.542	0.353	separación
partisan	0.615	0.549	0.669	partidario
partisanship	0.438	0.566	0.551	partidismo
partition	0.615	0.469	0.567	partición
partly	0.415	0.410	0.396	en parte
partner	0.673	0.302	0.586	compañeiro
partnership	0.786	0.387	0.545	asociación
partridge	0.583	0.415	0.250	perdiz
parts	0.459	0.327	0.392	pezas
party	0.948	0.840	0.547	festa
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	pasar
passable	0.688	0.337	0.633	transitable
passage	0.429	0.314	0.370	paso
passageway	0.490	0.389	0.400	pasadizo
passe	0.531	0.357	0.426	pasar
passenger	0.717	0.413	0.481	pasaxeiro
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	pasando
passion	0.854	0.865	0.728	paixón
passionate	0.990	0.827	0.731	apaixonado
passive	0.420	0.116	0.241	pasivo
passivity	0.241	0.115	0.246	pasividade
passkey	0.646	0.500	0.791	clave de acceso
passport	0.653	0.457	0.682	pasaporte
password	0.390	0.356	0.559	contrasinal
past	0.490	0.422	0.311	pasado
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	pegar
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	pasatempo
pastor	0.698	0.236	0.746	pastor
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	pastelería
pasture	0.688	0.145	0.170	pasto
pasty	0.479	0.363	0.375	pastosa
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	parche
patchwork	0.500	0.260	0.325	patchwork
pate	0.406	0.260	0.260	paté
patella	0.430	0.260	0.342	rótula
patent	0.724	0.391	0.609	patente
patented	0.571	0.422	0.685	patentado
paternal	0.776	0.353	0.755	paternal
paternity	0.704	0.590	0.806	paternidade
path	0.590	0.245	0.421	camiño
pathetic	0.088	0.464	0.139	patético
pathological	0.220	0.602	0.580	patolóxico
pathologist	0.354	0.552	0.585	patólogo
pathology	0.271	0.560	0.558	patoloxía
pathos	0.350	0.449	0.462	patetismo
pathway	0.646	0.410	0.519	camiño
patience	0.771	0.125	0.387	paciencia
patient	0.583	0.193	0.340	paciente
patio	0.562	0.245	0.402	patio
patriarch	0.592	0.448	0.898	patriarca
patriarchal	0.531	0.500	0.857	patriarcal
patrimony	0.719	0.406	0.740	patrimonio
patriot	0.771	0.635	0.886	patriota
patriotic	0.875	0.509	0.933	patriótico
patriotism	0.708	0.635	0.848	patriotismo
patrol	0.427	0.664	0.736	patrulla
patrolman	0.469	0.731	0.884	patrullero
patron	0.583	0.451	0.870	patrón
patronage	0.583	0.490	0.583	mecenazgo
patronising	0.439	0.455	0.582	condescendiente
patronize	0.430	0.451	0.591	patrocinar
patronizing	0.542	0.365	0.529	condescendiente
patter	0.312	0.635	0.451	patear
pattern	0.479	0.422	0.664	patrón
paucity	0.153	0.453	0.175	escaseza
pauper	0.260	0.347	0.151	pobre
pause	0.429	0.188	0.264	pausa
pave	0.594	0.490	0.509	pavimentar
pavement	0.460	0.353	0.475	pavimento
pavilion	0.583	0.500	0.770	pavillón
paving	0.408	0.469	0.545	pavimentación
paw	0.417	0.360	0.286	pata
pawn	0.390	0.321	0.187	peón
pawnshop	0.396	0.439	0.519	casa de penhores
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	pagar
payable	0.385	0.480	0.606	a pagar
payback	0.459	0.500	0.567	amortización
paycheck	0.896	0.630	0.652	nómina
payday	0.833	0.741	0.571	día de pago
payer	0.313	0.630	0.638	pagador
payload	0.612	0.510	0.682	carga útil
payment	0.629	0.452	0.643	pago
payoff	0.740	0.644	0.673	saldar
payout	0.646	0.600	0.575	pagamento
payphone	0.469	0.360	0.370	teléfono público
payroll	0.521	0.360	0.549	nómina
pea	0.580	0.275	0.298	chícharo
peace	0.939	0.156	0.613	paz
peaceable	0.776	0.134	0.453	pacífico
peaceful	0.867	0.108	0.569	pacífico
peacefully	0.901	0.190	0.639	pacíficamente
peacekeeper	0.865	0.320	0.644	pacificador
peaceofmind	0.786	0.160	0.519	paz mental
peacetime	0.949	0.180	0.579	tempo de paz
peach	0.704	0.480	0.272	pexego
peachy	0.755	0.479	0.388	pexego
peacock	0.786	0.449	0.458	pavo real
peak	0.500	0.345	0.431	pico
peaked	0.677	0.704	0.857	alcanzou o pico
peanut	0.646	0.202	0.246	cacahuete
peanuts	0.542	0.294	0.324	cacahuetes
pear	0.677	0.158	0.241	pera
pearl	0.905	0.425	0.642	perla
pearly	0.635	0.337	0.373	perlado
peas	0.542	0.283	0.310	chícharos
peasant	0.530	0.275	0.407	campesiño
peat	0.333	0.655	0.504	turba
pebble	0.354	0.353	0.287	seixo
pecan	0.552	0.316	0.358	pacanas
peck	0.202	0.530	0.321	picotear
pecker	0.459	0.509	0.375	picota
peculiar	0.600	0.491	0.564	peculiar
peculiarities	0.511	0.460	0.528	peculiaridades
peculiarity	0.439	0.452	0.652	peculiaridade
peculiarly	0.615	0.450	0.454	peculiarmente
pecuniary	0.490	0.490	0.500	pecuniario
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedante
peddle	0.539	0.549	0.538	venda ambulante
peddler	0.408	0.481	0.390	vendedor ambulante
pedestal	0.735	0.284	0.579	pedestal
pedestrian	0.438	0.360	0.448	peón
pediatric	0.560	0.462	0.490	pediátrico
pediatrician	0.602	0.500	0.627	pediatra
pediatrics	0.750	0.380	0.596	pediatría
pedicure	0.695	0.269	0.296	pedicura
pedigree	0.625	0.340	0.609	pedigrí
pedometer	0.469	0.561	0.405	podómetro
pedophile	0.051	0.724	0.430	pederasta
pee	0.449	0.529	0.391	facer pis
peek	0.486	0.360	0.411	ollar
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	pelar
peep	0.573	0.317	0.269	pío
peeper	0.182	0.537	0.343	mirador
peephole	0.479	0.500	0.310	mirilla
peer	0.458	0.321	0.569	compañeiro
peering	0.514	0.409	0.451	mirando
peerless	0.688	0.450	0.462	sen igual
peeved	0.156	0.750	0.467	enfadado
peg	0.520	0.357	0.393	peg
pegs	0.408	0.286	0.386	piñas
peice	0.479	0.422	0.398	peza
pelagic	0.521	0.554	0.491	peláxicos
pelican	0.573	0.391	0.380	pelícano
pellet	0.448	0.390	0.466	pellet
pelvic	0.320	0.632	0.373	pélvico
pelvis	0.378	0.618	0.380	pelve
pen	0.622	0.194	0.250	pluma
penal	0.208	0.565	0.610	penal
penalty	0.062	0.490	0.240	penalización
penance	0.219	0.667	0.463	penitencia
penchant	0.688	0.480	0.609	inclinación
pencil	0.552	0.200	0.263	lapis
pendant	0.676	0.321	0.385	colgante
pendency	0.396	0.452	0.472	pendencia
pendent	0.470	0.380	0.425	pendente
pending	0.396	0.441	0.473	pendente
pendulum	0.542	0.368	0.434	péndulo
penetrate	0.287	0.877	0.732	penetrar
penetrating	0.469	0.792	0.782	penetrante
penetration	0.438	0.885	0.792	penetración
penguin	0.615	0.296	0.307	pingüín
penicillin	0.417	0.431	0.566	penicilina
penile	0.490	0.736	0.491	pene
peninsula	0.551	0.384	0.627	península
penis	0.354	0.810	0.556	pene
penitent	0.542	0.530	0.508	penitente
penitentiary	0.229	0.726	0.491	penitenciario
penmanship	0.677	0.284	0.509	caligrafía
pennant	0.542	0.380	0.426	banderín
penniless	0.062	0.316	0.083	sen cartos
penny	0.615	0.302	0.324	centavo
pension	0.625	0.409	0.406	pensión
pensioner	0.440	0.245	0.442	pensionista
pensive	0.540	0.220	0.529	pensativo
pentagon	0.490	0.636	0.774	pentágono
pentagram	0.510	0.433	0.466	pentagrama
penthouse	0.592	0.430	0.395	ático
penultimate	0.469	0.366	0.255	penúltimo
people	0.604	0.400	0.500	persoas
peopled	0.594	0.450	0.679	poboado
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	pementa
peppermint	0.720	0.264	0.271	menta
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	alegre
peptic	0.398	0.463	0.362	péptico
peptide	0.380	0.480	0.411	péptido
perceive	0.653	0.490	0.655	percibir
percent	0.470	0.350	0.356	por cento
percentage	0.469	0.400	0.553	porcentaxe
percentile	0.479	0.410	0.390	percentil
perceptible	0.710	0.460	0.620	perceptible
perception	0.653	0.481	0.655	percepción
perceptive	0.745	0.500	0.741	perceptivo
perch	0.531	0.300	0.314	poleiro
perchance	0.480	0.224	0.298	quizais
percolation	0.397	0.417	0.415	percolación
percussion	0.622	0.635	0.642	percusión
perdition	0.135	0.656	0.496	perdición
peremptory	0.429	0.426	0.606	perentorio
perennial	0.527	0.358	0.500	perenne
perfect	0.980	0.471	0.870	perfecto
perfection	0.881	0.745	0.934	perfección
perfectionist	0.667	0.704	0.905	perfeccionista
perfecto	0.802	0.567	0.889	perfecto
perforated	0.219	0.607	0.344	perforado
perforation	0.365	0.668	0.578	perforación
perforce	0.357	0.689	0.354	por forza
perform	0.765	0.555	0.773	realizar
performance	0.750	0.520	0.672	rendemento
performer	0.541	0.530	0.708	intérprete
perfume	0.740	0.472	0.463	perfume
perfumed	0.816	0.471	0.509	perfumado
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridoto
peril	0.052	0.910	0.518	perigo
perilous	0.143	0.862	0.575	perigoso
perimeter	0.470	0.443	0.555	perímetro
period	0.396	0.324	0.588	período
periodic	0.677	0.324	0.508	periódico
periodical	0.550	0.298	0.430	periódico
periodically	0.480	0.314	0.515	periodicamente
periodicity	0.646	0.324	0.645	periodicidade
peripheral	0.406	0.406	0.549	periférico
periphery	0.469	0.360	0.366	periferia
periscope	0.604	0.375	0.609	periscopio
perish	0.296	0.570	0.415	perecer
perishable	0.270	0.464	0.354	perecedoiros
perished	0.135	0.596	0.225	pereceu
perishing	0.229	0.423	0.148	perecendo
perjury	0.229	0.686	0.409	perxuro
perk	0.903	0.519	0.682	vantaxe
perky	0.896	0.792	0.673	alegre
perm	0.667	0.465	0.741	permanente
permanence	0.771	0.370	0.708	permanencia
permanent	0.745	0.345	0.736	permanente
permeable	0.635	0.402	0.495	permeable
permeate	0.417	0.410	0.407	impregnar
permeation	0.418	0.559	0.536	permeación
permissible	0.684	0.646	0.612	admisible
