English Word	Valence	Arousal	Dominance	Norwegian Word
jersey	0.594	0.317	0.411	jersey
jest	0.520	0.736	0.222	spøk
jester	0.388	0.670	0.264	hoffnarr
jesus	0.800	0.400	0.620	jesus
jet	0.612	0.721	0.606	jetfly
jetty	0.602	0.480	0.453	brygge
jewel	0.827	0.588	0.625	juvel
jeweler	0.760	0.482	0.500	gullsmed
jewelry	0.823	0.569	0.597	smykker
jib	0.406	0.420	0.413	jibb
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	pilk
jiggle	0.592	0.673	0.518	jiggle
jigsaw	0.594	0.582	0.519	stikksag
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitter
jittery	0.344	0.856	0.255	nervøs
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	jobb
jobinterview	0.684	0.837	0.723	jobbintervju
jock	0.592	0.656	0.473	jokk
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jogge
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	bli med
joined	0.667	0.394	0.600	ble med
joining	0.755	0.469	0.685	bli med
joint	0.615	0.392	0.566	ledd
jointly	0.708	0.425	0.602	i fellesskap
joke	0.704	0.610	0.316	vits
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	tuller
jolly	0.959	0.705	0.708	lystig
jolt	0.365	0.708	0.358	støt
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	tidsskrift
journalism	0.622	0.500	0.684	journalistikk
journalist	0.542	0.452	0.732	journalist
journalistic	0.696	0.449	0.495	journalistisk
journey	0.910	0.702	0.625	reise
journeyman	0.765	0.596	0.741	svenn
joust	0.520	0.528	0.551	dyst
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	glede
joyful	0.990	0.740	0.667	gledelig
joyous	0.958	0.580	0.728	glad
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	gleder
jubilant	0.844	0.673	0.664	jublende
jubilee	0.916	0.500	0.579	jubileum
judge	0.510	0.604	0.857	dømme
judged	0.281	0.686	0.722	dømt
judging	0.240	0.625	0.693	dømme
judgment	0.396	0.600	0.816	dømmekraft
judgmental	0.330	0.602	0.579	dømmende
judicial	0.378	0.667	0.833	rettslig
judiciary	0.439	0.740	0.897	domstolene
judicious	0.630	0.432	0.772	fornuftig
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	kanne
juggle	0.594	0.760	0.426	sjonglere
juggler	0.633	0.821	0.480	gjøgler
juggling	0.562	0.874	0.346	sjonglere
jugular	0.271	0.573	0.426	hals
juice	0.776	0.281	0.352	juice
juicer	0.552	0.520	0.564	juicer
juicy	0.823	0.529	0.490	saftig
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukeboks
jumble	0.357	0.613	0.331	virvar
jumbled	0.292	0.602	0.445	rotet
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	hoppe
jump rope	0.656	0.660	0.368	hoppetau
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	skvetten
junction	0.490	0.481	0.364	kryss
juncture	0.365	0.582	0.491	tidspunkt
jungle	0.500	0.510	0.481	jungel
junior	0.635	0.343	0.304	junior
juniper	0.583	0.327	0.352	einer
junk	0.115	0.481	0.118	skrot
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	narkoman
junky	0.385	0.595	0.343	useriøs
junkyard	0.177	0.398	0.302	søppelplass
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	juridiske
jurisdiction	0.480	0.580	0.820	jurisdiksjon
jurisprudence	0.360	0.425	0.764	rettsvitenskap
jurist	0.479	0.523	0.713	jurist
juror	0.582	0.640	0.750	jurymedlem
jury	0.479	0.607	0.789	jury
justice	0.760	0.538	0.787	Rettferdighet
justifiable	0.786	0.413	0.821	forsvarlig
justification	0.622	0.444	0.661	berettigelse
justify	0.612	0.473	0.615	rettferdiggjøre
juststop	0.417	0.379	0.364	bare stopp
justthebeginning	0.573	0.451	0.481	bare begynnelsen
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	ungdoms-
juxtaposition	0.427	0.500	0.460	sidestilling
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kål
kaleidoscope	0.615	0.439	0.580	kaleidoskop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kenguru
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmisk
kayak	0.592	0.600	0.364	kajakk
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kjøl
keen	0.823	0.719	0.806	ivrig
keep	0.714	0.296	0.547	beholde
keeper	0.612	0.457	0.773	keeper
keeping	0.592	0.280	0.723	holde
keepsake	0.740	0.307	0.491	minnesmerke
keg	0.551	0.389	0.404	fat
kelp	0.479	0.264	0.213	tare
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	tørkle
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kjerne
kerosene	0.302	0.472	0.427	parafin
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	kjele
key	0.615	0.275	0.519	nøkkel
keyboard	0.573	0.279	0.349	tastatur
keyed	0.469	0.497	0.521	tastet
keyhole	0.438	0.358	0.356	nøkkelhull
keynote	0.630	0.431	0.545	keynote
keypad	0.604	0.255	0.330	tastaturet
keystone	0.573	0.438	0.491	sluttstein
keyword	0.602	0.520	0.747	nøkkelord
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibble
kick	0.271	0.791	0.526	sparke
kickboxing	0.427	0.882	0.651	kickboksing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	sparker
kickoff	0.583	0.600	0.629	kickoff
kid	0.760	0.453	0.298	gutt
kidder	0.708	0.768	0.471	kidder
kidding	0.622	0.625	0.457	tuller
kiddo	0.674	0.393	0.419	gutt
kiddos	0.500	0.480	0.342	unger
kidnap	0.032	0.923	0.535	kidnappe
kidnapped	0.044	0.923	0.455	kidnappet
kidnapper	0.115	0.906	0.618	kidnapper
kidnapping	0.094	0.880	0.561	kidnapping
kidney	0.448	0.363	0.380	nyre
kids	0.837	0.500	0.417	barn
kill	0.052	0.941	0.736	drepe
killer	0.041	0.971	0.543	morder
killing	0.080	0.959	0.696	drap
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	ovn
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilometer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	slekt
kind	0.918	0.240	0.618	snill
kindergarten	0.833	0.462	0.308	barnehage
kindling	0.520	0.651	0.421	tenning
kindness	0.938	0.350	0.508	vennlighet
kindred	0.760	0.418	0.517	slekt
kinematics	0.594	0.480	0.614	kinematikk
kinesiology	0.491	0.480	0.633	kinesiologi
kinetic	0.582	0.540	0.537	kinetisk
king	0.677	0.690	0.892	konge
king snake	0.458	0.835	0.647	kongeslange
kingdom	0.714	0.547	0.910	kongedømme
kingpin	0.357	0.626	0.642	kingpin
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	slektskap
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	kysse
kisser	0.844	0.682	0.618	kysser
kissy	0.874	0.684	0.402	kyssende
kit	0.583	0.344	0.420	sett
kitchen	0.700	0.234	0.398	kjøkken
kite	0.643	0.500	0.573	Drage
kitten	0.816	0.343	0.260	kattunge
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	dyktighet
knapsack	0.551	0.317	0.268	ryggsekk
knead	0.490	0.457	0.345	kna
knee	0.520	0.245	0.396	kne
kneecap	0.427	0.360	0.440	kneskål
kneel	0.426	0.417	0.217	knele
kneeling	0.245	0.435	0.144	knelende
knell	0.354	0.500	0.377	knel
knick	0.480	0.509	0.420	knick
knickers	0.552	0.428	0.328	truser
knife	0.344	0.717	0.573	kniv
knight	0.780	0.441	0.835	ridder
knighthood	0.740	0.660	0.769	ridderskap
knit	0.630	0.144	0.295	strikke
knob	0.340	0.360	0.272	knott
knock	0.312	0.531	0.527	slå
knockoff	0.350	0.606	0.240	knockoff
knockout	0.388	0.755	0.664	slå ut
knoll	0.434	0.347	0.333	knaus
knot	0.541	0.221	0.408	knute
knots	0.418	0.346	0.267	knuter
knotted	0.226	0.412	0.294	knyttet
know	0.765	0.361	0.704	vet
knowing	0.833	0.353	0.658	vite
knowingly	0.500	0.459	0.481	bevisst
knowledge	0.847	0.430	0.896	kunnskap
knowledgeable	0.865	0.455	0.971	kunnskapsrik
knuckle	0.655	0.333	0.393	knoke
knucklehead	0.157	0.485	0.288	knokehode
knuckles	0.271	0.461	0.320	knoker
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kokk
kooky	0.418	0.582	0.366	sprøtt
kool-aid	0.531	0.318	0.393	kool-hjelp
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonitt
kudos	0.925	0.587	0.642	Kudos
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	merkelapp
labor	0.594	0.639	0.754	arbeid
laboratory	0.571	0.490	0.537	laboratorium
labored	0.646	0.451	0.637	arbeidet
laborer	0.561	0.510	0.698	arbeider
laboring	0.705	0.644	0.737	arbeider
laborious	0.393	0.635	0.709	arbeidskrevende
labyrinth	0.479	0.811	0.491	labyrint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	blonder
laceration	0.143	0.667	0.443	rifter
lack	0.250	0.365	0.242	mangel på
lackey	0.260	0.510	0.166	lakei
lacking	0.229	0.375	0.121	mangler
lackluster	0.250	0.311	0.264	matt
lacquer	0.510	0.353	0.258	lakk
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktose
lad	0.637	0.388	0.336	gutt
ladder	0.560	0.438	0.358	stige
laddie	0.668	0.539	0.391	dame
laden	0.392	0.478	0.554	lastet
lading	0.388	0.463	0.409	frakt
ladle	0.531	0.368	0.352	øse
lady	0.854	0.481	0.602	dame
lady bug	0.490	0.434	0.381	damebug
ladybug	0.602	0.400	0.224	marihøne
ladylike	0.592	0.559	0.538	dameaktig
ladyship	0.561	0.480	0.822	dameskap
lag	0.220	0.375	0.246	etterslep
lager	0.584	0.480	0.353	pils
lagging	0.135	0.538	0.277	henger etter
lagoon	0.660	0.231	0.373	lagune
lair	0.469	0.438	0.392	reir
laity	0.510	0.320	0.487	lekfolk
lake	0.694	0.196	0.425	innsjø
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	lam
lame	0.145	0.410	0.217	halt
lament	0.198	0.398	0.352	beklage
lamenting	0.156	0.390	0.254	klage
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminert
lamp	0.510	0.260	0.309	lampe
lamppost	0.420	0.337	0.455	lyktestolpe
lance	0.406	0.620	0.587	lanse
lancer	0.417	0.528	0.519	lanser
land	0.582	0.260	0.616	land
landed	0.709	0.620	0.480	landet
landfall	0.521	0.434	0.407	landfall
landfill	0.398	0.423	0.324	deponi
landing	0.552	0.696	0.596	landing
landlady	0.677	0.303	0.417	utleier
landlocked	0.280	0.391	0.367	landfast
landlord	0.684	0.500	0.858	huseier
landmark	0.694	0.355	0.681	landemerke
lands	0.594	0.280	0.492	lander
landscape	0.719	0.176	0.423	landskap
landscaping	0.823	0.379	0.519	landskapsarbeid
landslide	0.250	0.864	0.530	jordskred
lane	0.449	0.490	0.451	kjørefelt
language	0.677	0.337	0.704	Språk
languid	0.281	0.270	0.283	slapp
languish	0.235	0.408	0.382	sylte
languishing	0.308	0.459	0.353	syltende
lanky	0.412	0.426	0.370	ranke
lantern	0.622	0.250	0.243	lanterne
lap	0.583	0.510	0.412	runde
lapdog	0.388	0.490	0.269	laphund
lapel	0.460	0.287	0.288	jakkeslaget
lapse	0.420	0.316	0.281	bortfalle
lapsed	0.357	0.333	0.276	bortfalt
laptop	0.724	0.270	0.519	laptop
larceny	0.272	0.821	0.454	tyveri
lard	0.427	0.239	0.179	smult
larder	0.656	0.290	0.509	spiskammer
large	0.704	0.565	0.736	stor
larger	0.729	0.654	0.763	større
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lerke
larva	0.245	0.423	0.254	larve
laryngitis	0.125	0.500	0.370	laryngitt
larynx	0.460	0.420	0.402	strupehodet
lasagna	0.719	0.441	0.396	lasagne
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	piskeslag
lass	0.656	0.536	0.433	jente
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	siste dag
lasting	0.804	0.535	0.745	varig
lastminute	0.418	0.582	0.385	siste øyeblikk
latch	0.395	0.263	0.288	klinke
late	0.245	0.358	0.315	sent
lateness	0.214	0.388	0.343	forsinkelse
latent	0.469	0.500	0.653	latent
lateral	0.469	0.370	0.322	lateralt
laterally	0.562	0.255	0.450	sideveis
latex	0.479	0.413	0.325	lateks
lathe	0.510	0.450	0.425	dreiebenk
lather	0.635	0.327	0.313	skum
latitude	0.562	0.306	0.490	breddegrad
latrine	0.380	0.353	0.176	latrine
latrines	0.214	0.462	0.267	latriner
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	gitter
laud	0.493	0.427	0.383	ros
laudable	0.740	0.472	0.682	prisverdig
laudation	0.542	0.547	0.623	lovprisning
laudatory	0.612	0.417	0.450	rosende
laugh	0.980	0.639	0.587	latter
laughable	0.592	0.627	0.298	latterlig
laughing	0.906	0.596	0.534	ler
laughingstock	0.427	0.779	0.312	vits
laughs	0.812	0.846	0.425	ler
laughter	0.959	0.654	0.588	latter
launch	0.684	0.814	0.598	lansering
launcher	0.677	0.745	0.808	launcher
launches	0.490	0.663	0.602	lanserer
launder	0.479	0.450	0.349	hvitvasking
laundering	0.439	0.327	0.444	hvitvasking
laundry	0.644	0.292	0.377	klesvask
laureate	0.724	0.402	0.702	prisvinner
laurel	0.646	0.146	0.302	laurbær
laurels	0.684	0.279	0.545	laurbær
lava	0.280	0.539	0.615	lava
lavage	0.615	0.467	0.361	skylling
lavatory	0.510	0.400	0.259	toalett
lavender	0.812	0.198	0.388	lavendel
lavish	0.792	0.648	0.730	overdådig
law	0.740	0.590	0.815	lov
lawful	0.660	0.394	0.780	lovlig
lawless	0.219	0.690	0.420	lovløs
lawlessness	0.156	0.804	0.509	lovløshet
lawman	0.510	0.523	0.786	lovmann
lawn	0.686	0.153	0.192	plen
lawnmower	0.480	0.531	0.355	gressklipper
lawsuit	0.219	0.794	0.611	rettssak
lawyer	0.521	0.569	0.784	advokat
lax	0.430	0.401	0.300	slapp
laxative	0.271	0.550	0.528	avføringsmiddel
lay	0.521	0.336	0.491	legge
layaway	0.429	0.510	0.451	layway
layer	0.500	0.208	0.366	lag
layered	0.571	0.306	0.436	lagdelt
layman	0.531	0.339	0.424	lekmann
layout	0.615	0.442	0.557	oppsett
layover	0.520	0.355	0.500	mellomlanding
laziness	0.271	0.240	0.132	latskap
lazy	0.392	0.264	0.096	lat
lazyday	0.337	0.319	0.145	lat dag
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	lede
leaded	0.439	0.625	0.595	blyholdig
leader	0.833	0.582	0.926	leder
leadership	0.870	0.690	0.983	ledelse
leading	0.823	0.698	0.954	ledende
leads	0.530	0.471	0.615	leder
leaf	0.583	0.156	0.294	blad
leaflet	0.490	0.206	0.375	brosjyre
leafy	0.653	0.530	0.700	løvrike
league	0.656	0.340	0.462	liga
leak	0.378	0.833	0.520	lekke
leakage	0.188	0.731	0.528	lekkasje
leaky	0.170	0.686	0.288	lekk
lean	0.734	0.353	0.438	Lene seg
leaned	0.570	0.373	0.490	lente seg
leaning	0.480	0.409	0.352	lener seg
leap	0.750	0.663	0.667	hoppe
learn	0.833	0.643	0.829	lære
learned	0.704	0.462	0.543	lært
learner	0.698	0.475	0.398	lærer
learning	0.833	0.588	0.574	læring
lease	0.520	0.463	0.545	leie
leash	0.320	0.347	0.427	bånd
leather	0.510	0.324	0.341	lær
leathery	0.418	0.471	0.411	læraktig
leave	0.375	0.315	0.295	permisjon
leavemealone	0.240	0.472	0.402	la meg være i fred
leaving	0.163	0.542	0.371	forlater
lecherous	0.135	0.704	0.376	liderlig
lecture	0.594	0.462	0.737	foredrag
lecturer	0.677	0.549	0.736	foreleser
ledge	0.406	0.235	0.339	hylle
ledger	0.510	0.362	0.609	hovedbok
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	igle
leeches	0.115	0.698	0.295	igler
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	skeptisk
lees	0.360	0.567	0.406	bunnfall
leeway	0.562	0.577	0.569	spillerom
left	0.354	0.370	0.361	venstre
leftout	0.229	0.365	0.245	utelatt
leftover	0.490	0.460	0.222	rester
leftovers	0.219	0.350	0.116	rester
lefty	0.490	0.406	0.379	venstreorientert
leg	0.510	0.373	0.313	bein
legacy	0.792	0.529	0.827	arv
legal	0.653	0.387	0.887	lovlig
legality	0.765	0.343	0.713	lovlighet
legalize	0.510	0.460	0.818	legalisere
legalized	0.760	0.440	0.855	legalisert
legally	0.771	0.482	0.842	lovlig
legend	0.837	0.519	0.750	legende
legendary	0.857	0.537	0.863	legendarisk
legibility	0.771	0.481	0.580	lesbarhet
legible	0.673	0.279	0.509	leselig
legion	0.469	0.570	0.852	legion
legislate	0.571	0.582	0.736	lovfeste
legislation	0.531	0.418	0.808	lovgivning
legislative	0.633	0.365	0.800	lovgivende
legislator	0.490	0.580	0.877	lovgiver
legislature	0.540	0.435	0.698	lovgivende forsamling
legit	0.747	0.427	0.849	legitim
legitimacy	0.823	0.420	0.855	legitimitet
legitimate	0.792	0.363	0.841	lovlig
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	bena
legume	0.520	0.302	0.465	belgfrukt
legwork	0.622	0.560	0.509	benarbeid
leisure	0.631	0.429	0.421	fritid
leisurely	0.806	0.250	0.367	rolig
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	sitron
lemonade	0.661	0.287	0.412	limonade
lend	0.520	0.461	0.508	låne
lender	0.340	0.520	0.703	utlåner
lending	0.510	0.585	0.462	utlån
length	0.479	0.308	0.533	lengde
lengthen	0.619	0.481	0.566	forlenge
lengthened	0.448	0.530	0.474	forlenget
lengthening	0.673	0.530	0.528	forlengelse
lengthwise	0.571	0.470	0.528	på langs
lengthy	0.570	0.342	0.528	lang
leniency	0.517	0.436	0.545	ettergivenhet
lenient	0.520	0.451	0.340	mild
lens	0.420	0.245	0.472	linse
leopard	0.542	0.755	0.611	leopard
leotard	0.510	0.429	0.391	trikot
leper	0.075	0.589	0.206	spedalsk
leprechaun	0.417	0.480	0.417	gnom, dverg
leprosy	0.130	0.670	0.349	spedalskhet
lesion	0.240	0.623	0.361	lesjon
less	0.265	0.240	0.115	mindre
lessee	0.417	0.474	0.595	leietaker
lessen	0.235	0.284	0.255	minske
lessening	0.375	0.300	0.277	avtagende
lesser	0.396	0.167	0.211	mindre
lesson	0.704	0.577	0.593	lekse
lessor	0.552	0.490	0.623	utleier
let	0.427	0.373	0.307	la
lethal	0.156	0.800	0.745	dødelig
lethargic	0.214	0.245	0.375	sløv
lethargy	0.194	0.302	0.316	sløvhet
letter	0.635	0.279	0.342	brev
lettered	0.542	0.361	0.482	med bokstaver
letterhead	0.450	0.316	0.462	brevpapir
lettering	0.541	0.180	0.431	bokstaver
letters	0.663	0.327	0.364	bokstaver
lettuce	0.594	0.163	0.291	salat
leukemia	0.094	0.572	0.351	leukemi
levee	0.520	0.324	0.490	levee
level	0.622	0.277	0.491	nivå
lever	0.400	0.343	0.402	spak
leverage	0.459	0.500	0.629	pressmiddel
levitate	0.561	0.598	0.551	levitere
levy	0.438	0.420	0.491	avgift
lewd	0.188	0.673	0.412	utuktig
lexicon	0.561	0.463	0.615	leksikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	forpliktelser
liability	0.646	0.500	0.802	byrde
liable	0.656	0.519	0.821	ansvarlig
liaison	0.698	0.337	0.472	forbindelse
liar	0.042	0.606	0.339	løgner
libel	0.128	0.694	0.403	injurie
libelous	0.125	0.735	0.436	injurierende
liberal	0.565	0.565	0.755	liberal
liberalism	0.562	0.712	0.750	liberalisme
liberate	0.760	0.632	0.708	frigjøre
liberated	0.780	0.630	0.683	frigjort
liberating	0.915	0.620	0.745	befriende
liberation	0.745	0.614	0.857	frigjøring
liberty	0.938	0.579	0.836	frihet
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	bibliotekar
library	0.776	0.122	0.549	bibliotek
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	lus
license	0.500	0.394	0.702	tillatelse
lichen	0.418	0.388	0.463	lav
lick	0.470	0.482	0.330	slikke
licorice	0.677	0.310	0.400	lakris
lid	0.490	0.189	0.255	lokk
lie	0.130	0.725	0.272	å ligge
liege	0.479	0.426	0.452	liege
lien	0.396	0.580	0.441	panterett
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	løytnant
life	0.918	0.615	0.824	liv
lifeblood	0.673	0.690	0.708	livsnerven
lifeboat	0.724	0.425	0.533	livbåt
lifeguard	0.870	0.606	0.786	livvakt
lifeisgood	0.812	0.575	0.611	livet er godt
lifeless	0.042	0.333	0.163	livløs
lifelike	0.776	0.567	0.765	liv som
lifeline	0.735	0.552	0.496	livline
lifelong	0.823	0.330	0.640	livslang
lifer	0.427	0.519	0.398	livsvarig
lifesaver	0.908	0.745	0.703	livsredder
lifestyle	0.750	0.472	0.645	livsstil
lifesucks	0.167	0.637	0.377	livet suger
lifetime	0.816	0.559	0.736	livstid
lift	0.704	0.518	0.656	løfte
lifted	0.714	0.441	0.657	løftet
liftoff	0.531	0.667	0.588	ta av
ligament	0.490	0.410	0.510	leddbånd
ligation	0.344	0.423	0.396	ligering
ligature	0.478	0.430	0.447	ligatur
light	0.771	0.320	0.519	lys
light year	0.719	0.425	0.593	lysår
lightbulb	0.573	0.255	0.302	lyspære
lighten	0.688	0.438	0.362	lette
lightheaded	0.347	0.620	0.255	svimmel
lighthouse	0.622	0.240	0.510	fyr
lighting	0.765	0.440	0.750	belysning
lightness	0.794	0.360	0.526	letthet
lightning	0.429	0.683	0.595	lyn
lights	0.750	0.480	0.575	lys
lightweight	0.670	0.300	0.358	lett
likable	0.865	0.480	0.663	sympatisk
like	0.719	0.353	0.446	som
likelihood	0.760	0.469	0.542	sannsynlighet
likely	0.633	0.356	0.454	sannsynlig
likeness	0.688	0.410	0.561	likhet
likewise	0.651	0.217	0.312	like måte
liking	0.963	0.604	0.589	liker
lilac	0.688	0.180	0.357	syrin
lily	0.640	0.245	0.263	lilje
limb	0.510	0.397	0.427	lem
limber	0.688	0.729	0.673	smidig
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	lime
limelight	0.667	0.639	0.694	rampelyset
limestone	0.602	0.323	0.381	kalkstein
limey	0.469	0.347	0.415	limey
limit	0.427	0.453	0.500	grense
limitation	0.190	0.431	0.225	begrensning
limited	0.229	0.273	0.380	begrenset
limitless	0.688	0.574	0.655	grenseløs
limo	0.760	0.367	0.667	limousin
limousine	0.638	0.531	0.640	limousin
limp	0.393	0.440	0.172	halte
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	linje
lineage	0.633	0.465	0.721	avstamning
lineal	0.521	0.170	0.474	lineær
linear	0.646	0.250	0.472	lineær
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	foret
