English Word	Valence	Arousal	Dominance	Georgian Word
hardening	0.388	0.673	0.741	გამკვრივება
hardheaded	0.156	0.699	0.571	თავხედი
hardness	0.417	0.580	0.745	სიხისტე
hardship	0.094	0.775	0.482	გაჭირვება
hardware	0.594	0.289	0.686	აპარატურა
hardwood	0.417	0.363	0.518	ხისტი
hardworking	0.719	0.583	0.792	ბეჯითი
hardy	0.571	0.569	0.810	გამძლე
hare	0.620	0.410	0.345	კურდღელი
harebrained	0.296	0.551	0.436	კურდღელი
harem	0.521	0.578	0.582	ჰარემი
hark	0.571	0.500	0.398	ჰარკი
harlot	0.198	0.798	0.330	მეძავი
harm	0.073	0.679	0.423	ზიანი
harmful	0.094	0.750	0.291	მავნე
harmless	0.625	0.226	0.241	უვნებელი
harmonica	0.847	0.235	0.510	ჰარმონიკა
harmonics	0.865	0.400	0.575	ჰარმონიები
harmonious	0.938	0.391	0.719	ჰარმონიული
harmoniously	0.969	0.265	0.647	ჰარმონიულად
harmonize	0.939	0.461	0.609	ჰარმონიზაცია
harmony	0.949	0.230	0.509	ჰარმონია
harness	0.570	0.549	0.508	აღკაზმულობა
harp	0.618	0.310	0.356	არფა
harper	0.417	0.454	0.435	ჰარპერი
harpoon	0.490	0.700	0.557	ჰარპუნი
harpsichord	0.541	0.490	0.438	კლავესინი
harrowing	0.209	0.810	0.474	შემზარავი
harry	0.520	0.409	0.390	ჰარი
harsh	0.250	0.650	0.623	მკაცრი
harshness	0.323	0.600	0.779	სიმკაცრე
hart	0.643	0.389	0.447	ხახვი
harvest	0.781	0.353	0.548	მოსავალი
hash	0.344	0.453	0.355	ჰაში
hashish	0.370	0.570	0.358	ჰაშიში
hassle	0.177	0.740	0.489	უბედურება
haste	0.378	0.745	0.500	აჩქარება
hasten	0.571	0.750	0.618	აჩქარება
hastily	0.271	0.609	0.609	ნაჩქარევად
hasty	0.188	0.885	0.424	ნაჩქარევი
hat	0.604	0.183	0.353	ქუდი
hatch	0.479	0.653	0.402	ლუქი
hatchet	0.333	0.608	0.500	ლუქი
hate	0.031	0.802	0.430	სიძულვილი
hateeee	0.219	0.606	0.368	სიძულვილიეეე
hateeveryone	0.041	0.840	0.429	ყველას სძულს
hateful	0.071	0.819	0.430	საძულველი
hater	0.052	0.702	0.422	მოძულე
hateyou	0.125	0.735	0.464	მეზიზღები
hating	0.083	0.820	0.434	სიძულვილი
hatred	0.037	0.847	0.424	სიძულვილი
haughty	0.240	0.708	0.588	ქედმაღალი
haul	0.551	0.564	0.453	ზიდვა
haulage	0.561	0.510	0.650	ტრანსპორტირება
haunt	0.288	0.676	0.576	ასვენებს
haunted	0.264	0.731	0.520	მოსვენებული
have	0.757	0.389	0.593	აქვს
haven	0.684	0.265	0.547	თავშესაფარი
havoc	0.163	0.769	0.535	განადგურება
haw	0.406	0.426	0.431	ხო
hawk	0.583	0.530	0.631	ქორი
hawking	0.521	0.509	0.491	ჰოკინგი
hay	0.469	0.212	0.343	თივა
haye	0.615	0.451	0.336	თივა
hayride	0.561	0.521	0.464	ჰაირიდი
haystack	0.552	0.292	0.331	თივის გროვა
haywire	0.358	0.545	0.430	თივის მავთული
hazard	0.112	0.884	0.757	საშიშროება
hazardous	0.061	0.750	0.670	სახიფათო
haze	0.427	0.327	0.217	ნისლი
hazmat	0.398	0.479	0.519	ჰაზმატი
hazy	0.450	0.433	0.230	დაბურული
head	0.530	0.472	0.558	ხელმძღვანელი
headache	0.168	0.755	0.273	თავის ტკივილი
headaches	0.104	0.720	0.259	თავის ტკივილი
headband	0.670	0.469	0.527	თავსაბურავი
headdress	0.594	0.408	0.443	თავსაბურავი
header	0.560	0.398	0.740	სათაური
headgear	0.542	0.442	0.571	თავსაბურავი
heading	0.551	0.292	0.642	სათაური
headland	0.574	0.551	0.430	სათავე
headless	0.136	0.582	0.235	უთავო
headlight	0.592	0.343	0.393	ფარები
headline	0.630	0.241	0.685	სათაური
headliner	0.500	0.490	0.625	ჰედლაინერი
headlock	0.448	0.538	0.560	თავსაბურავი
headlong	0.354	0.548	0.409	თავჩაღუნული
headmaster	0.604	0.564	0.865	დირექტორი
headphones	0.600	0.357	0.336	ყურსასმენები
headquarter	0.615	0.269	0.525	შტაბი
headquarters	0.615	0.271	0.525	სათაო ოფისი
headset	0.602	0.340	0.302	ყურსასმენი
headstone	0.240	0.378	0.349	საფლავის ქვა
headstrong	0.310	0.714	0.500	თავქარიანი
headway	0.823	0.464	0.745	წინსვლა
heady	0.448	0.806	0.565	თავზარდამცემი
heal	0.765	0.245	0.556	განკურნება
healer	0.863	0.378	0.741	მკურნალი
healing	0.750	0.452	0.585	სამკურნალო
health	0.935	0.427	0.551	ჯანმრთელობა
healthcare	0.780	0.392	0.630	ჯანმრთელობის დაცვა
healthful	0.930	0.315	0.769	ჯანსაღი
healthy	0.938	0.319	0.818	ჯანსაღი
heap	0.582	0.510	0.474	გროვა
hear	0.760	0.429	0.444	მოისმინე
hearer	0.656	0.281	0.415	მსმენელი
hearing	0.669	0.490	0.595	მოსმენა
hearsay	0.288	0.623	0.333	ცნობები
hearse	0.177	0.490	0.324	ნემსი
heart	0.827	0.500	0.693	გული
heart disease	0.250	0.750	0.386	გულის დაავადება
heartache	0.088	0.750	0.291	გულისტკივილი
heartattack	0.156	0.839	0.455	გულის შეტევა
heartbeat	0.750	0.698	0.585	გულისცემა
heartbreak	0.208	0.610	0.245	გულისტკივილი
heartbreaker	0.265	0.685	0.580	გულისამრევი
heartbreaking	0.146	0.811	0.423	გულისამრევი
heartbroken	0.082	0.551	0.235	გატეხილი გული
heartburn	0.143	0.613	0.398	გულძმარვა
hearted	0.823	0.410	0.805	გულიანი
heartfelt	0.904	0.440	0.540	გულწრფელი
hearth	0.760	0.275	0.536	ჯანმრთელობა
heartily	0.927	0.531	0.664	გულიანად
heartland	0.812	0.510	0.675	გულთლენდი
heartless	0.071	0.652	0.400	უგულო
hearts	0.948	0.592	0.634	გულები
heartsick	0.240	0.388	0.208	გულდამძიმებული
heartworm	0.333	0.550	0.430	გულის ჭია
hearty	0.760	0.684	0.792	გულიანი
heat	0.534	0.612	0.433	სითბო
heated	0.479	0.497	0.542	თბება
heater	0.500	0.573	0.538	გამათბობელი
heath	0.802	0.387	0.546	ჯოხი
heathen	0.194	0.529	0.491	წარმართი
heather	0.500	0.352	0.407	ჰედერი
heating	0.647	0.491	0.537	გათბობა
heave	0.716	0.588	0.664	ამაღლება
heaven	0.896	0.385	0.600	სამოთხე
heavenly	0.844	0.452	0.712	ზეციური
heavens	0.806	0.273	0.683	სამოთხეები
heavily	0.542	0.679	0.814	მძიმედ
heaviness	0.219	0.549	0.318	სიმძიმე
heaving	0.201	0.843	0.491	ამაღლება
heavy	0.250	0.454	0.600	მძიმე
heavy metal	0.417	0.755	0.621	მძიმე მეტალი
heavyweight	0.429	0.578	0.713	მძიმეწონიანი
heck	0.240	0.728	0.560	ჯანდაბა
hectares	0.570	0.250	0.471	ჰექტარი
hectic	0.167	0.811	0.438	მღელვარე
hedge	0.604	0.602	0.569	ჰეჯე
hedgehog	0.458	0.491	0.377	ზღარბი
hedonism	0.510	0.500	0.608	ჰედონიზმი
hee	0.430	0.433	0.312	ჰეი
heed	0.750	0.490	0.569	გაითვალისწინე
heel	0.480	0.350	0.385	ქუსლი
heels	0.500	0.439	0.396	ქუსლები
heft	0.503	0.340	0.530	წონა
hefty	0.550	0.654	0.745	მძიმე
hegemonic	0.462	0.519	0.558	ჰეგემონური
heheh	0.625	0.510	0.278	ჰეჰეჰ
heifer	0.439	0.443	0.321	ძროხის
height	0.677	0.608	0.648	სიმაღლე
heighten	0.755	0.622	0.765	ამაღლება
heightened	0.592	0.529	0.788	გაძლიერებული
heinous	0.133	0.792	0.471	ამაზრზენი
heir	0.840	0.654	0.764	მემკვიდრე
heiress	0.827	0.571	0.676	მემკვიდრე
heirloom	0.684	0.375	0.745	განძს
heirs	0.796	0.519	0.698	მემკვიდრეები
heist	0.184	0.850	0.645	ძარცვა
helical	0.379	0.429	0.468	ხვეული
helicopter	0.714	0.806	0.617	ვერტმფრენი
helipad	0.780	0.637	0.573	ვერტმფრენი
heliport	0.594	0.604	0.527	ვერტმფრენი
helium	0.490	0.316	0.304	ჰელიუმი
helix	0.521	0.462	0.509	სპირალი
hell	0.020	0.918	0.565	ჯოჯოხეთი
hellfire	0.143	0.890	0.618	ჯოჯოხეთის ცეცხლი
hellhole	0.200	0.615	0.421	ჯოჯოხეთი
hellish	0.125	0.860	0.545	ჯოჯოხეთური
helm	0.511	0.450	0.615	საჭე
helmet	0.573	0.327	0.402	ჩაფხუტი
helmsman	0.490	0.441	0.647	მესაჭე
help	0.673	0.471	0.460	დახმარება
helper	0.704	0.438	0.567	დამხმარე
helpful	0.816	0.337	0.705	გამოსადეგი
helpless	0.104	0.420	0.214	უმწეო
helplessness	0.087	0.480	0.250	უმწეობა
hem	0.562	0.283	0.291	ჰემი
hematite	0.448	0.389	0.342	ჰემატიტი
hematoma	0.146	0.600	0.398	ჰემატომა
hemi	0.510	0.363	0.342	ჰემი
hemisphere	0.531	0.367	0.598	ნახევარსფერო
hemispheric	0.562	0.449	0.603	ნახევარსფერული
hemlock	0.438	0.350	0.434	ჰემლოკი
hemoglobin	0.469	0.481	0.418	ჰემოგლობინი
hemorrhage	0.031	0.849	0.426	ჰემორაგია
hemorrhoids	0.133	0.702	0.304	ბუასილი
hemostat	0.388	0.442	0.464	ჰემოსტატი
hemp	0.469	0.439	0.422	კანაფის
hen	0.385	0.276	0.241	ქათამი
henceforth	0.527	0.404	0.466	ამიერიდან
henhouse	0.500	0.577	0.414	საქათმე
hepatitis	0.055	0.596	0.358	ჰეპატიტი
herald	0.643	0.382	0.500	მაცნე
heraldry	0.550	0.520	0.607	ჰერალდიკა
herb	0.643	0.418	0.353	ბალახს
herbaceous	0.560	0.220	0.310	ბალახოვანი
herbal	0.592	0.255	0.390	მცენარეული
herbarium	0.602	0.188	0.327	ჰერბარიუმი
herbs	0.620	0.299	0.308	მწვანილი
herd	0.592	0.500	0.474	ნახირი
hereditary	0.531	0.600	0.737	მემკვიდრეობითი
heredity	0.704	0.445	0.818	მემკვიდრეობითობა
heresy	0.265	0.765	0.443	ერესი
heretic	0.090	0.710	0.447	ერეტიკოსი
heretical	0.229	0.630	0.487	ერეტიკული
heretofore	0.479	0.388	0.385	აქამდე
hereunto	0.500	0.225	0.333	აქამდე
herewith	0.450	0.360	0.415	ამით
heritage	0.842	0.512	0.815	მემკვიდრეობა
hermaphrodite	0.480	0.684	0.481	ჰერმაფროდიტი
hermeneutics	0.406	0.577	0.562	ჰერმენევტიკა
hermit	0.271	0.337	0.351	მოღუშული
hernia	0.146	0.486	0.223	თიაქარი
hero	0.940	0.806	0.881	გმირი
heroic	0.890	0.770	0.912	გმირული
heroics	0.865	0.673	0.894	გმირობა
heroin	0.276	0.843	0.655	ჰეროინი
heroine	0.729	0.755	0.833	ჰეროინი
heroism	0.844	0.802	0.898	გმირობა
herpes	0.110	0.600	0.309	ჰერპესი
herpesvirus	0.219	0.558	0.435	ჰერპესვირუსი
herring	0.531	0.387	0.422	ქაშაყი
hertz	0.396	0.417	0.506	ჰერცი
hesitant	0.333	0.542	0.321	ყოყმანი
hesitate	0.459	0.548	0.232	ყოყმანობს
hesitating	0.265	0.528	0.240	ყოყმანობს
hesitation	0.286	0.396	0.217	ყოყმანი
hetero	0.589	0.405	0.435	ჰეტერო
heterogeneity	0.439	0.450	0.556	ჰეტეროგენულობა
hew	0.417	0.470	0.377	ჰავ
hex	0.410	0.510	0.363	თექვსმეტი
hexagon	0.542	0.226	0.425	ექვსკუთხედი
heyday	0.646	0.680	0.673	აყვავება
hiatus	0.479	0.294	0.352	შესვენება
hibernate	0.500	0.317	0.431	ზამთარი
hibernation	0.469	0.245	0.384	ჰიბერნაცია
hiccup	0.271	0.549	0.240	სლოკინი
hick	0.357	0.442	0.314	ჰიკი
hickey	0.448	0.529	0.345	ჰიკი
hickory	0.520	0.490	0.415	ჰიკორი
hidden	0.208	0.430	0.327	დამალული
hide	0.438	0.510	0.218	დამალვა
hideaway	0.448	0.481	0.360	თავშესაფარი
hideous	0.091	0.750	0.328	ამაზრზენი
hideout	0.337	0.443	0.302	სამალავი
hiding	0.250	0.567	0.364	იმალებოდა
hierarchical	0.521	0.620	0.939	იერარქიული
hierarchy	0.583	0.722	0.902	იერარქია
hieroglyphics	0.479	0.325	0.509	იეროგლიფები
high	0.684	0.510	0.614	მაღალი
high heels	0.646	0.528	0.429	მაღალი ქუსლები
highball	0.656	0.520	0.481	მაღალი ბურთი
higher	0.866	0.528	0.713	უფრო მაღალი
highest	0.771	0.640	0.710	უმაღლესი
highland	0.615	0.481	0.611	მაღალმთიანი
highlands	0.735	0.431	0.596	მაღალმთიანი
highlight	0.844	0.637	0.882	მონიშნეთ
highness	0.740	0.670	0.931	უმაღლესობა
hight	0.667	0.637	0.645	სიმაღლე
hightail	0.448	0.480	0.481	მაღალი კუდი
highway	0.640	0.583	0.425	გზატკეცილი
hijack	0.042	0.908	0.594	გატაცება
hijacker	0.104	0.953	0.683	გამტაცებელი
hike	0.615	0.442	0.538	ლაშქრობა
hiker	0.694	0.802	0.644	ლაშქრობა
hiking	0.820	0.843	0.670	ლაშქრობა
hiking boot	0.657	0.353	0.446	სალაშქრო ჩექმა
hilarious	0.750	0.640	0.537	მხიარული
hilarity	0.745	0.480	0.575	მხიარულება
hill	0.615	0.353	0.518	გორაკი
hillside	0.625	0.292	0.458	ბორცვი
