English Word	Valence	Arousal	Dominance	Marathi Word
ifonly	0.406	0.250	0.255	जर फक्त
igloo	0.569	0.302	0.345	इग्लू
igneous	0.469	0.466	0.517	आग्नेय
ignite	0.458	0.785	0.675	प्रज्वलित करणे
ignition	0.365	0.720	0.657	प्रज्वलन
ignorance	0.153	0.417	0.209	अज्ञान
ignorant	0.102	0.461	0.223	अज्ञानी
ignore	0.146	0.230	0.295	दुर्लक्ष करा
iguana	0.521	0.235	0.291	इगुआना
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	लोक
ill	0.073	0.410	0.200	आजारी
illegal	0.061	0.787	0.337	बेकायदेशीर
illegality	0.094	0.635	0.427	बेकायदेशीरता
illegally	0.133	0.788	0.402	बेकायदेशीरपणे
illegible	0.296	0.490	0.315	अयोग्य
illegitimate	0.184	0.644	0.302	बेकायदेशीर
illicit	0.188	0.794	0.390	बेकायदेशीर
illiterate	0.120	0.410	0.151	निरक्षर
illness	0.098	0.717	0.211	आजार
illogical	0.208	0.630	0.251	अतार्किक
illuminate	0.905	0.646	0.782	भ्रमनिरास
illuminating	0.949	0.613	0.773	प्रकाशमान
illumination	0.760	0.588	0.537	प्रदीपन
illuminator	0.770	0.566	0.718	प्रकाशक
illusion	0.562	0.490	0.387	भ्रम
illustrate	0.750	0.430	0.690	स्पष्ट करणे
illustration	0.740	0.441	0.640	चित्रण
illustrative	0.771	0.452	0.647	उदाहरणात्मक
illustrious	0.673	0.550	0.741	प्रसिद्ध
ilovechristmas	0.885	0.590	0.525	ilovachristmas
iloveher	0.750	0.519	0.556	मी तिच्यावर प्रेम करतो
image	0.653	0.241	0.453	प्रतिमा
imagery	0.653	0.327	0.390	प्रतिमा
imaginable	0.613	0.529	0.596	कल्पना करण्यायोग्य
imaginary	0.560	0.424	0.310	काल्पनिक
imagination	0.802	0.491	0.547	कल्पना
imaginative	0.780	0.541	0.593	कल्पनाशील
imagine	0.759	0.480	0.587	कल्पना करा
imagined	0.656	0.412	0.418	कल्पना केली
imaging	0.724	0.394	0.482	इमेजिंग
imagining	0.765	0.458	0.545	कल्पना करणे
imam	0.527	0.337	0.539	इमाम
imbalance	0.115	0.538	0.264	असंतुलन
imbecile	0.082	0.569	0.260	मूर्ख
imbedded	0.406	0.580	0.562	अंतर्भूत
imissyou	0.480	0.608	0.344	मला तुझी आठवण येते
imitate	0.469	0.561	0.336	अनुकरण करणे
imitated	0.333	0.391	0.442	अनुकरण केले
imitation	0.406	0.592	0.343	अनुकरण
immaculate	0.698	0.330	0.688	निष्कलंक
immaterial	0.296	0.309	0.295	अभौतिक
immature	0.114	0.500	0.200	अपरिपक्व
immaturity	0.146	0.567	0.221	अपरिपक्वता
immeasurable	0.510	0.539	0.712	अमाप
immeasurably	0.510	0.640	0.680	अमाप
immediacy	0.635	0.630	0.627	तात्काळ
immediate	0.656	0.548	0.716	तात्काळ
immediately	0.552	0.780	0.707	लगेच
immemorial	0.327	0.469	0.454	अनादि
immense	0.755	0.750	0.811	अफाट
immerse	0.510	0.577	0.509	बुडवणे
immersion	0.510	0.556	0.564	विसर्जन
immigrant	0.357	0.663	0.509	स्थलांतरित
immigration	0.390	0.667	0.454	इमिग्रेशन
imminent	0.490	0.784	0.643	सुस्पष्ट
immobile	0.225	0.217	0.298	स्थिर
immoral	0.143	0.622	0.385	अनैतिक
immorality	0.188	0.689	0.315	अनैतिकता
immortal	0.812	0.750	0.795	अमर
immortality	0.688	0.635	0.861	अमरत्व
immovable	0.480	0.310	0.571	अचल
immune	0.629	0.472	0.780	रोगप्रतिकारक
immunity	0.633	0.316	0.786	प्रतिकारशक्ती
immunization	0.667	0.510	0.733	लसीकरण
immutable	0.427	0.431	0.571	अपरिवर्तनीय
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	प्रभाव
impair	0.153	0.500	0.360	कमजोर करणे
impaired	0.130	0.459	0.269	दृष्टीदोष
impairment	0.170	0.571	0.220	कमजोरी
impart	0.521	0.441	0.694	देणे
impartial	0.531	0.406	0.685	निष्पक्ष
impartiality	0.622	0.394	0.616	निष्पक्षता
impassable	0.342	0.458	0.553	अगम्य
impassioned	0.740	0.780	0.802	उत्कट
impatience	0.278	0.780	0.411	अधीरता
impatient	0.250	0.708	0.429	अधीर
impatiently	0.194	0.750	0.539	अधीरतेने
impeach	0.208	0.776	0.664	महाभियोग
impeachment	0.163	0.735	0.694	महाभियोग
impeccable	0.833	0.370	0.824	निर्दोष
impede	0.271	0.510	0.604	आड येणे
impediment	0.163	0.600	0.409	अडथळा
impelled	0.604	0.741	0.690	प्रवृत्त
impending	0.480	0.735	0.752	येऊ घातलेला
impenetrable	0.531	0.577	0.839	अभेद्य
imperative	0.625	0.647	0.708	अत्यावश्यक
imperceptible	0.378	0.490	0.548	अगोदर
imperfect	0.173	0.527	0.202	अपूर्ण
imperfection	0.190	0.567	0.321	अपूर्णता
imperfectly	0.297	0.481	0.330	अपूर्णपणे
imperial	0.669	0.646	0.922	शाही
imperialist	0.284	0.786	0.833	साम्राज्यवादी
impermeable	0.510	0.308	0.558	अभेद्य
impermissible	0.188	0.464	0.352	अनुज्ञेय
impersonal	0.316	0.356	0.472	वैयक्तिक
impersonate	0.510	0.632	0.591	तोतयागिरी करणे
impersonation	0.375	0.618	0.528	तोतयागिरी
impersonator	0.469	0.586	0.406	तोतयागिरी करणारा
impertinence	0.170	0.653	0.420	अविचारीपणा
impertinent	0.219	0.826	0.373	अविचारी
impervious	0.582	0.408	0.536	अभेद्य
impetuous	0.602	0.814	0.712	आवेगपूर्ण
impetus	0.521	0.740	0.635	प्रेरणा
implacable	0.569	0.663	0.830	निर्दोष
implant	0.429	0.510	0.588	रोपण
implantation	0.396	0.604	0.741	रोपण
implanted	0.347	0.500	0.679	रोपण केले
implement	0.720	0.573	0.792	अंमलबजावणी
implicate	0.250	0.670	0.434	गुंतवणे
implicated	0.354	0.673	0.438	गुंतलेले
implication	0.337	0.528	0.690	तात्पर्य
implied	0.327	0.530	0.481	निहित
implore	0.396	0.650	0.377	विनवणी
implosion	0.412	0.724	0.547	स्फोट
imply	0.542	0.670	0.533	सुचवणे
impolite	0.167	0.590	0.282	असभ्य
import	0.615	0.480	0.623	आयात
importance	0.750	0.580	0.864	महत्त्व
important	0.827	0.630	0.836	महत्वाचे
importation	0.625	0.500	0.733	आयात
impose	0.503	0.721	0.745	लादणे
imposing	0.392	0.731	0.836	लादणे
imposition	0.357	0.604	0.618	लादणे
impossibility	0.170	0.625	0.306	अशक्यता
impossible	0.153	0.510	0.407	अशक्य
impostor	0.135	0.704	0.442	ढोंगी
impotence	0.198	0.689	0.224	नपुंसकता
impotent	0.146	0.587	0.333	नपुंसक
impound	0.230	0.587	0.583	पकडणे
impoverished	0.125	0.311	0.203	गरीब
impracticable	0.398	0.549	0.381	अव्यवहार्य
impractical	0.160	0.373	0.291	अव्यवहार्य
impregnable	0.378	0.549	0.667	अभेद्य
impregnate	0.510	0.721	0.655	गर्भधारणा
impress	0.816	0.744	0.895	प्रभावित करणे
impressed	0.806	0.770	0.429	प्रभावित
impression	0.684	0.557	0.577	छाप
impressionable	0.827	0.720	0.645	प्रभावशाली
impressive	0.781	0.830	0.873	प्रभावशाली
imprint	0.615	0.574	0.685	छाप
imprison	0.112	0.829	0.545	तुरुंगात टाकणे
imprisoned	0.032	0.717	0.302	तुरुंगात टाकले
imprisonment	0.133	0.630	0.471	तुरुंगवास
improbable	0.097	0.412	0.439	असंभाव्य
impromptu	0.541	0.729	0.415	उत्स्फूर्त
improper	0.229	0.520	0.259	अयोग्य
impropriety	0.133	0.591	0.389	अयोग्यता
improve	0.833	0.528	0.815	सुधारणे
improved	0.919	0.480	0.679	सुधारित
improvement	0.786	0.500	0.611	सुधारणा
improves	0.929	0.625	0.727	सुधारते
improving	0.911	0.510	0.682	सुधारत आहे
improvisation	0.631	0.812	0.529	सुधारणा
improvise	0.646	0.650	0.519	सुधारणे
improvised	0.610	0.673	0.443	सुधारित
imprudent	0.170	0.676	0.265	अविवेकी
impudence	0.214	0.500	0.472	उद्धटपणा
impudent	0.302	0.604	0.462	उद्धट
impulse	0.530	0.840	0.611	आवेग
impulsive	0.365	0.864	0.607	आवेगपूर्ण
impunity	0.313	0.721	0.602	शिक्षा
impure	0.260	0.560	0.208	अशुद्ध
impurity	0.173	0.546	0.306	अशुद्धता
imputation	0.333	0.654	0.621	आरोप
imtryingtosleep	0.438	0.363	0.385	झोपण्याचा प्रयत्न करत आहे
inability	0.150	0.529	0.250	असमर्थता
inaccessible	0.083	0.585	0.446	दुर्गम
inaccurate	0.135	0.450	0.250	चुकीचा
inaction	0.323	0.225	0.325	निष्क्रियता
inactivate	0.245	0.240	0.415	निष्क्रिय करणे
inactivation	0.198	0.260	0.220	निष्क्रियता
inactive	0.271	0.167	0.159	निष्क्रिय
inactivity	0.135	0.143	0.227	निष्क्रियता
inadequacy	0.286	0.500	0.297	अपुरेपणा
inadequate	0.122	0.450	0.223	अपुरा
inadequateness	0.240	0.529	0.316	अपुरीपणा
inadmissible	0.188	0.636	0.389	अस्वीकार्य
inadvertent	0.365	0.368	0.286	अनवधानाने
inadvertently	0.302	0.541	0.549	अनवधानाने
inaffable	0.388	0.518	0.455	अक्षम्य
inalienable	0.437	0.459	0.608	अविभाज्य
inane	0.271	0.350	0.268	अशक्त
inanimate	0.281	0.143	0.224	निर्जीव
inapplicable	0.281	0.402	0.330	लागू नाही
inappropriate	0.135	0.542	0.353	अयोग्य
inattention	0.208	0.433	0.188	दुर्लक्ष
inaudible	0.280	0.398	0.358	ऐकू न येणारा
inaugural	0.684	0.567	0.608	उद्घाटन
inaugurate	0.781	0.582	0.800	उद्घाटन
inauguration	0.847	0.712	0.769	उद्घाटन
inborn	0.590	0.288	0.546	जन्मजात
inbound	0.531	0.388	0.538	अंतर्गामी
inbred	0.397	0.520	0.473	जन्मजात
incalculable	0.449	0.620	0.679	अगणित
incandescent	0.354	0.612	0.621	तप्त झाल्यावर प्रकाशमान होणारा
incantation	0.439	0.632	0.548	मंत्र
incapable	0.156	0.529	0.155	अक्षम
incapacity	0.052	0.500	0.217	अक्षमता
incarceration	0.100	0.800	0.397	तुरुंगवास
incarnate	0.552	0.651	0.593	अवतार
incase	0.580	0.196	0.365	केस
incendiary	0.281	0.810	0.598	आग लावणारा
incense	0.698	0.275	0.328	धूप
incensed	0.338	0.643	0.392	संतप्त
incentive	0.812	0.618	0.718	प्रोत्साहन
inception	0.604	0.425	0.561	सुरुवात
incessant	0.438	0.760	0.544	अखंड
incessantly	0.417	0.765	0.606	सतत
incest	0.073	0.853	0.491	व्यभिचार
incestuous	0.188	0.736	0.442	व्यभिचारी
inch	0.481	0.327	0.300	इंच
incidence	0.417	0.527	0.429	घटना
incident	0.084	0.662	0.482	घटना
incidental	0.281	0.610	0.404	प्रासंगिक
incidentally	0.479	0.500	0.500	प्रसंगोपात
incineration	0.229	0.787	0.470	जाळणे
incinerator	0.250	0.643	0.591	ज्वलन करणारा
incipient	0.442	0.382	0.430	प्रारंभिक
incision	0.240	0.663	0.558	चीरा
incisive	0.380	0.602	0.545	भेदक
incite	0.449	0.736	0.642	भडकावणे
incitement	0.302	0.943	0.598	भडकावणे
inclement	0.260	0.676	0.616	दुर्बल
inclination	0.378	0.490	0.538	उतार
incline	0.490	0.423	0.345	कल
inclined	0.469	0.347	0.402	कललेला
include	0.729	0.449	0.702	समाविष्ट करा
included	0.760	0.402	0.570	समाविष्ट
including	0.700	0.378	0.518	समावेश
inclusion	0.774	0.404	0.712	समावेश
inclusive	0.604	0.420	0.564	समावेशक
incognito	0.610	0.490	0.446	गुप्त
incoherent	0.122	0.612	0.250	विसंगत
income	0.750	0.510	0.728	उत्पन्न
incoming	0.660	0.509	0.596	येणारे
incomparable	0.625	0.577	0.670	अतुलनीय
incompatible	0.196	0.500	0.310	विसंगत
incompetence	0.077	0.551	0.208	अक्षमता
incompetent	0.133	0.566	0.239	अक्षम
incomplete	0.153	0.370	0.205	अपूर्ण
incompletely	0.344	0.442	0.232	अपूर्णपणे
incompleteness	0.271	0.451	0.234	अपूर्णता
incomprehensible	0.250	0.550	0.344	न समजण्याजोगे
inconceivable	0.198	0.552	0.561	अकल्पनीय
inconclusive	0.153	0.442	0.340	अनिर्णायक
incongruous	0.177	0.504	0.343	विसंगत
inconsequential	0.250	0.480	0.345	अवास्तव
inconsiderate	0.224	0.519	0.423	अविवेकी
inconsistency	0.125	0.480	0.314	विसंगती
inconsistent	0.271	0.431	0.295	विसंगत
inconspicuous	0.604	0.214	0.368	न दिसणारा
incontinence	0.150	0.598	0.272	असंयम
inconvenience	0.063	0.667	0.291	गैरसोय
inconvenient	0.224	0.610	0.375	गैरसोयीचे
incorporate	0.745	0.612	0.571	अंतर्भूत करणे
incorporation	0.573	0.404	0.768	निगमन
incorrect	0.140	0.569	0.255	चुकीचे
incorrigible	0.130	0.667	0.500	अयोग्य
increase	0.810	0.657	0.886	वाढ
increased	0.684	0.660	0.773	वाढले
incredible	0.857	0.796	0.902	अविश्वसनीय
incredulous	0.286	0.510	0.269	अविश्वासू
increment	0.684	0.637	0.750	वाढ
incriminate	0.188	0.810	0.416	दोषी ठरवणे
incriminating	0.133	0.788	0.500	दोषी
incrimination	0.152	0.865	0.545	आरोप
incubation	0.461	0.490	0.397	उष्मायन
incubator	0.510	0.435	0.405	इनक्यूबेटर
incubus	0.458	0.529	0.482	इनक्यूबस
incumbent	0.396	0.540	0.565	पदावर असलेला
incur	0.312	0.667	0.495	घेणे
incurable	0.104	0.667	0.255	असाध्य
incursion	0.552	0.830	0.719	घुसखोरी
indebted	0.138	0.698	0.275	ऋणी
indecency	0.135	0.670	0.491	असभ्यता
indecent	0.083	0.683	0.240	असभ्य
indecision	0.184	0.480	0.196	अनिर्णय
indecisive	0.271	0.420	0.190	अनिर्णय
indefensible	0.173	0.647	0.484	अक्षम्य
indefinite	0.448	0.292	0.296	अनिश्चित
indelible	0.490	0.337	0.591	अमिट
indemnification	0.521	0.490	0.770	नुकसानभरपाई
indemnify	0.449	0.548	0.613	नुकसान भरपाई
indemnity	0.470	0.607	0.692	नुकसानभरपाई
indent	0.479	0.346	0.379	इंडेंट
indentation	0.374	0.500	0.349	इंडेंटेशन
indenture	0.434	0.382	0.636	करार
independence	0.896	0.663	0.911	स्वातंत्र्य
independent	0.885	0.440	0.872	स्वतंत्र
indescribable	0.448	0.529	0.648	अवर्णनीय
indestructible	0.772	0.731	0.853	अविनाशी
indeterminate	0.360	0.402	0.322	अनिश्चित
index	0.448	0.268	0.342	निर्देशांक
indicate	0.594	0.350	0.676	सूचित करा
indicating	0.745	0.339	0.555	सूचित करत आहे
indication	0.719	0.432	0.750	संकेत
indicative	0.510	0.510	0.591	सूचक
indicator	0.573	0.451	0.670	सूचक
indice	0.469	0.377	0.541	निर्देशांक
indict	0.188	0.731	0.458	आरोप
indictment	0.245	0.745	0.577	आरोप
indie	0.479	0.368	0.430	इंडी
indifference	0.265	0.417	0.299	उदासीनता
indifferent	0.396	0.157	0.250	उदासीन
indigenous	0.500	0.509	0.552	स्वदेशी
indigent	0.156	0.481	0.223	गरीब
indigestion	0.204	0.610	0.182	अपचन
indignant	0.260	0.600	0.423	रागावलेला
indignation	0.173	0.778	0.431	संताप
indignity	0.167	0.500	0.306	अपमान
indigo	0.514	0.365	0.473	नील
indirect	0.385	0.402	0.330	अप्रत्यक्ष
indiscreet	0.177	0.587	0.342	अविवेकी
indiscretion	0.265	0.637	0.390	अविवेक
indispensable	0.710	0.449	0.802	अपरिहार्य
indisposed	0.122	0.519	0.206	अस्वस्थ
indistinct	0.255	0.340	0.360	अस्पष्ट
indistinguishable	0.346	0.458	0.548	वेगळे न करता येणारे
