English Word	Valence	Arousal	Dominance	Afrikaans Word
interactive	0.727	0.811	0.770	interaktief
intercede	0.582	0.577	0.630	intree
intercept	0.221	0.660	0.676	onderskep
interception	0.327	0.673	0.643	onderskepping
intercession	0.503	0.486	0.598	voorbidding
interchange	0.615	0.527	0.565	uitruiling
interchangeable	0.615	0.459	0.526	uitruilbaar
interchanged	0.396	0.472	0.434	verwissel
intercom	0.623	0.429	0.453	interkom
intercourse	0.551	0.608	0.557	omgang
interdependence	0.608	0.618	0.639	interafhanklikheid
interdependent	0.410	0.482	0.598	interafhanklik
interdiction	0.337	0.500	0.585	verbod
interest	0.780	0.667	0.618	belangstelling
interested	0.750	0.529	0.725	belangstel
interesting	0.927	0.726	0.731	interessant
interface	0.643	0.357	0.600	koppelvlak
interfere	0.323	0.714	0.471	inmeng
interference	0.396	0.736	0.357	inmenging
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	intergalaktiese
interim	0.604	0.400	0.524	tussentyds
interior	0.618	0.157	0.462	binnekant
interject	0.333	0.648	0.658	tussenbeide tree
interlocutory	0.490	0.500	0.527	interlokus
interlude	0.470	0.417	0.377	tussenspel
intermediary	0.427	0.510	0.643	tussenganger
intermediate	0.480	0.368	0.400	intermediêre
interment	0.235	0.608	0.346	teraardebestelling
interminable	0.327	0.481	0.561	eindeloos
intermission	0.490	0.360	0.402	pouse
intermittent	0.337	0.565	0.436	afwisselende
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	intern
internally	0.615	0.400	0.616	intern
international	0.800	0.519	0.702	internasionaal
internet	0.760	0.462	0.755	internet
internship	0.590	0.510	0.482	internskap
interoffice	0.439	0.375	0.556	interkantoor
interpolate	0.460	0.490	0.569	interpoleer
interpolation	0.419	0.506	0.528	interpolasie
interpret	0.646	0.625	0.673	interpreteer
interpretation	0.677	0.594	0.620	interpretasie
interpreter	0.708	0.461	0.596	tolk
interpretive	0.531	0.549	0.595	interpretatief
interrelated	0.615	0.469	0.592	onderling verwant
interrogate	0.323	0.808	0.680	ondervra
interrogation	0.302	0.827	0.657	ondervraging
interrupt	0.210	0.635	0.509	onderbreek
interrupted	0.281	0.559	0.333	onderbreek
interrupting	0.146	0.593	0.509	onderbreek
interruption	0.184	0.632	0.425	onderbreking
interrupts	0.204	0.545	0.389	onderbreek
intersect	0.521	0.510	0.480	kruis
intersection	0.344	0.541	0.658	kruising
interstate	0.520	0.443	0.600	interstaatlike
interstellar	0.708	0.702	0.622	interstellêre
interstitial	0.333	0.471	0.534	interstisieel
interval	0.510	0.284	0.400	interval
intervene	0.520	0.677	0.768	ingryp
intervening	0.398	0.627	0.442	ingryp
intervention	0.388	0.696	0.689	ingryping
interview	0.573	0.770	0.619	onderhoud
interviewer	0.552	0.736	0.816	onderhoudvoerder
interworking	0.552	0.587	0.691	interwerk
intestate	0.459	0.467	0.415	intestaat
intestinal	0.357	0.531	0.370	derm
intestine	0.343	0.450	0.380	derm
intestines	0.292	0.547	0.398	ingewande
intimacy	0.857	0.802	0.558	intimiteit
intimate	0.724	0.598	0.393	intiem
intimately	0.806	0.573	0.590	intiem
intimation	0.406	0.673	0.500	intimasie
intimidate	0.210	0.804	0.632	intimideer
intimidated	0.177	0.663	0.208	geïntimideer
intimidating	0.229	0.790	0.708	intimiderend
intimidation	0.177	0.791	0.644	intimidasie
intolerable	0.146	0.660	0.439	ondraaglik
intolerance	0.052	0.704	0.520	onverdraagsaamheid
intolerant	0.135	0.676	0.509	onverdraagsaam
intonation	0.615	0.442	0.598	intonasie
intoxicated	0.079	0.824	0.246	besope
intoxicating	0.224	0.760	0.464	bedwelmende
intoxication	0.323	0.710	0.400	dronkenskap
intracranial	0.281	0.602	0.553	intrakraniaal
intractable	0.154	0.694	0.302	onhandelbaar
intramural	0.490	0.464	0.447	binnemuurs
intravenous	0.357	0.538	0.458	binneaarse
intrepid	0.753	0.696	0.637	onverskrokke
intricate	0.559	0.704	0.500	ingewikkeld
intrigue	0.362	0.830	0.327	intrige
intriguing	0.422	0.713	0.462	intrigerend
intrinsic	0.406	0.471	0.526	intrinsiek
intrinsically	0.459	0.382	0.538	intrinsiek
intro	0.510	0.331	0.657	inleiding
introduce	0.592	0.559	0.648	stel bekend
introduction	0.612	0.413	0.640	inleiding
introductory	0.635	0.368	0.593	inleidend
introspection	0.603	0.337	0.575	introspeksie
introspective	0.552	0.360	0.471	introspektief
intrude	0.058	0.735	0.480	indring
intruder	0.146	0.740	0.324	indringer
intrusion	0.293	0.641	0.670	indringing
intrusive	0.461	0.607	0.538	opdringerig
intubation	0.276	0.598	0.526	intubasie
intuition	0.857	0.508	0.602	intuïsie
intuitive	0.771	0.573	0.690	intuïtief
intuitively	0.670	0.561	0.648	intuïtief
inundation	0.177	0.780	0.455	oorstroming
invade	0.408	0.892	0.714	inval
invader	0.200	0.827	0.618	indringer
invalid	0.180	0.330	0.255	ongeldig
invalidate	0.315	0.480	0.397	ongeldig maak
invalidation	0.181	0.490	0.278	ongeldigmaking
invalidity	0.186	0.394	0.158	ongeldigheid
invaluable	0.740	0.500	0.745	van onskatbare waarde
invariably	0.458	0.365	0.550	sonder uitsondering
invasion	0.271	0.843	0.808	inval
invasive	0.194	0.730	0.598	indringend
invent	0.719	0.689	0.833	uitvind
invention	0.714	0.577	0.811	uitvinding
inventive	0.780	0.627	0.721	vindingryk
inventor	0.781	0.667	0.847	uitvinder
inventory	0.594	0.463	0.490	voorraad
inverse	0.459	0.337	0.319	omgekeerde
inversely	0.286	0.418	0.351	omgekeerd
inversion	0.602	0.630	0.772	inversie
invert	0.510	0.585	0.706	omkeer
inverted	0.310	0.471	0.357	omgekeerd
invest	0.650	0.663	0.682	belê
investigate	0.640	0.500	0.781	ondersoek
investigation	0.531	0.592	0.820	ondersoek
investigative	0.562	0.600	0.704	ondersoekende
investigator	0.615	0.509	0.779	ondersoeker
investment	0.720	0.592	0.745	belegging
investor	0.794	0.655	0.791	belegger
invidious	0.112	0.650	0.364	onheilspellend
invigorate	0.821	0.798	0.831	verkwik
invincible	0.867	0.853	0.914	onoorwinlik
invisibility	0.438	0.461	0.382	onsigbaarheid
invisible	0.417	0.345	0.412	onsigbaar
invitation	0.802	0.549	0.647	uitnodiging
invite	0.745	0.655	0.611	nooi
inviting	0.938	0.571	0.538	uitnodigend
invocation	0.430	0.620	0.673	aanroeping
invoice	0.480	0.380	0.474	faktuur
invoke	0.583	0.740	0.579	beroep
involuntary	0.354	0.490	0.231	onwillekeurig
involution	0.296	0.420	0.407	involusie
involve	0.694	0.490	0.728	betrek
involvement	0.760	0.620	0.696	betrokkenheid
invulnerable	0.552	0.683	0.745	onkwesbaar
inwards	0.490	0.385	0.438	na binne
iodine	0.390	0.265	0.333	jodium
ion	0.429	0.330	0.408	ioon
iota	0.344	0.385	0.314	jota
irate	0.188	0.852	0.474	woedend
ire	0.198	0.740	0.575	woedend
iridescent	0.602	0.588	0.539	iriserende
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	geïrriteerd
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	yster
ironclad	0.561	0.648	0.679	ysterbekleed
ironic	0.435	0.550	0.500	ironies
irons	0.531	0.441	0.625	ysters
irony	0.390	0.587	0.508	ironie
irradiation	0.385	0.736	0.509	bestraling
irrational	0.125	0.648	0.394	irrasioneel
irrationality	0.198	0.735	0.361	irrasionaliteit
irreconcilable	0.146	0.667	0.375	onversoenbaar
irreducible	0.296	0.455	0.569	onherleibaar
irrefutable	0.496	0.549	0.716	onweerlegbaar
irregular	0.312	0.548	0.321	onreëlmatige
irregularity	0.104	0.647	0.306	onreëlmatigheid
irregularly	0.292	0.565	0.397	onreëlmatig
irrelevant	0.138	0.311	0.296	irrelevant
irreparable	0.061	0.530	0.430	onherstelbaar
irreplaceable	0.479	0.580	0.833	onvervangbaar
irrepressible	0.512	0.566	0.745	onweerlegbaar
irresistible	0.823	0.833	0.839	onweerstaanbaar
irrespective	0.497	0.538	0.745	ongeag
irresponsible	0.177	0.680	0.241	onverantwoordelik
irreverent	0.191	0.694	0.634	oneerbiedig
irreversible	0.170	0.541	0.667	onomkeerbaar
irrevocable	0.296	0.560	0.712	onherroeplik
irrigate	0.272	0.458	0.490	besproei
irrigation	0.259	0.426	0.426	besproeiing
irritability	0.146	0.853	0.283	prikkelbaarheid
irritable	0.112	0.952	0.462	prikkelbaar
irritate	0.167	0.890	0.368	irriteer
irritated	0.210	0.816	0.281	geïrriteerd
irritates	0.173	0.810	0.295	irriteer
irritating	0.104	0.912	0.393	irriterend
irritation	0.073	0.833	0.496	irritasie
island	0.745	0.347	0.432	eiland
isle	0.667	0.390	0.443	eiland
islet	0.612	0.314	0.367	eilandjie
isolate	0.235	0.422	0.336	isoleer
isolated	0.221	0.356	0.255	geïsoleer
isolation	0.198	0.338	0.339	isolasie
isomorphism	0.448	0.361	0.481	isomorfisme
isothermal	0.459	0.491	0.500	isotermies
isotope	0.429	0.404	0.407	isotoop
issue	0.316	0.819	0.351	uitgawe
itch	0.319	0.610	0.465	jeuk
itching	0.208	0.690	0.300	jeuk
itchy	0.334	0.726	0.296	jeukerig
item	0.594	0.270	0.465	item
itemize	0.459	0.527	0.518	opsom
items	0.542	0.401	0.434	items
iterate	0.449	0.460	0.440	herhaal
iteration	0.531	0.449	0.486	iterasie
iterative	0.429	0.420	0.500	iteratief
itinerant	0.449	0.545	0.439	rondreisende
itinerary	0.551	0.550	0.454	reisplan
ivory	0.625	0.235	0.566	ivoor
jab	0.385	0.519	0.482	steek
jabber	0.417	0.506	0.342	brabbel
jack	0.487	0.450	0.441	domkrag
jackal	0.333	0.582	0.436	jakkals
jackass	0.188	0.692	0.279	jakkals
jacket	0.656	0.302	0.382	baadjie
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	boerpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	domkragte
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	afgemat
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	gekarteld
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	tronk
jailbird	0.240	0.567	0.473	tronkvoël
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	tronkbewaarder
jailhouse	0.104	0.887	0.430	tronkhuis
jalopy	0.396	0.436	0.337	jalopie
jam	0.510	0.548	0.318	konfyt
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	vasgesteek
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	opsigter
janitorial	0.490	0.373	0.481	skoonmaker
japan	0.667	0.482	0.580	Japan
jar	0.430	0.346	0.318	kruik
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarkop
jarring	0.210	0.673	0.309	skokkend
jasmine	0.765	0.230	0.286	jasmyn
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	geelsug
jaunt	0.808	0.451	0.500	kuier
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	spiesgooi
jaw	0.500	0.510	0.420	kakebeen
jawbone	0.468	0.413	0.342	kakebeen
jaws	0.385	0.528	0.455	kake
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	jaloers
jealousy	0.146	0.783	0.481	jaloesie
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	gespot
jelly	0.651	0.294	0.256	jellie
jellybean	0.592	0.406	0.399	jellie boontjie
jellyfish	0.531	0.567	0.377	jellievis
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	in gevaar stel
jeopardy	0.129	0.908	0.536	gevaar
jerk	0.194	0.630	0.238	ruk
jerks	0.214	0.788	0.395	rukke
jerky	0.233	0.538	0.358	rukkerig
jersey	0.594	0.317	0.411	trui
jest	0.520	0.736	0.222	grap
jester	0.388	0.670	0.264	hofnar
jesus	0.800	0.400	0.620	jesus
jet	0.612	0.721	0.606	straler
jetty	0.602	0.480	0.453	pier
jewel	0.827	0.588	0.625	juweel
jeweler	0.760	0.482	0.500	juwelier
jewelry	0.823	0.569	0.597	juweliersware
jib	0.406	0.420	0.413	fok
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	skud
jigsaw	0.594	0.582	0.519	legkaart
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	klingel
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	rillings
jittery	0.344	0.856	0.255	wankelrig
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	werk
jobinterview	0.684	0.837	0.723	werksonderhoud
jock	0.592	0.656	0.473	jok
jockey	0.562	0.644	0.703	jokkie
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	draf
jogger	0.417	0.510	0.424	draf
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	aansluit
joined	0.667	0.394	0.600	aangesluit
joining	0.755	0.469	0.685	aansluit
joint	0.615	0.392	0.566	gewrig
jointly	0.708	0.425	0.602	gesamentlik
joke	0.704	0.610	0.316	grap
joker	0.771	0.760	0.416	grapmaker
joking	0.776	0.839	0.407	grappies
jolly	0.959	0.705	0.708	jolig
jolt	0.365	0.708	0.358	stoot
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	joernaal
journalism	0.622	0.500	0.684	joernalistiek
journalist	0.542	0.452	0.732	joernalis
journalistic	0.696	0.449	0.495	joernalistiek
journey	0.910	0.702	0.625	reis
journeyman	0.765	0.596	0.741	reisiger
joust	0.520	0.528	0.551	steekspel
jovial	0.823	0.460	0.526	joviaal
joy	0.980	0.824	0.794	vreugde
joyful	0.990	0.740	0.667	vreugdevol
joyous	0.958	0.580	0.728	vreugdevol
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	vreugdes
jubilant	0.844	0.673	0.664	jubelend
jubilee	0.916	0.500	0.579	jubileum
judge	0.510	0.604	0.857	oordeel
judged	0.281	0.686	0.722	beoordeel
judging	0.240	0.625	0.693	oordeel
judgment	0.396	0.600	0.816	oordeel
judgmental	0.330	0.602	0.579	veroordelend
judicial	0.378	0.667	0.833	geregtelik
judiciary	0.439	0.740	0.897	regbank
judicious	0.630	0.432	0.772	oordeelkundig
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	kruik
juggle	0.594	0.760	0.426	jongleren
juggler	0.633	0.821	0.480	jongleur
juggling	0.562	0.874	0.346	jongleren
jugular	0.271	0.573	0.426	halsvormige
juice	0.776	0.281	0.352	sap
juicer	0.552	0.520	0.564	versapper
juicy	0.823	0.529	0.490	sappige
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	warboel
jumbled	0.292	0.602	0.445	deurmekaar
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	spring
jump rope	0.656	0.660	0.368	spring tou
jumper	0.615	0.336	0.481	springer
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	springerig
junction	0.490	0.481	0.364	aansluiting
juncture	0.365	0.582	0.491	punt
jungle	0.500	0.510	0.481	oerwoud
junior	0.635	0.343	0.304	junior
juniper	0.583	0.327	0.352	jenewer
junk	0.115	0.481	0.118	gemors
junket	0.490	0.519	0.386	rommel
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	rommelig
junkyard	0.177	0.398	0.302	rommelwerf
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	juridiese
jurisdiction	0.480	0.580	0.820	jurisdiksie
jurisprudence	0.360	0.425	0.764	regspraak
jurist	0.479	0.523	0.713	regsgeleerde
juror	0.582	0.640	0.750	jurielid
jury	0.479	0.607	0.789	jurie
justice	0.760	0.538	0.787	geregtigheid
justifiable	0.786	0.413	0.821	regverdigbaar
justification	0.622	0.444	0.661	regverdiging
justify	0.612	0.473	0.615	regverdig
juststop	0.417	0.379	0.364	net ophou
justthebeginning	0.573	0.451	0.481	net die begin
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	jeugdige
juxtaposition	0.427	0.500	0.460	jukstaposisie
kaiser	0.470	0.509	0.690	keiser
kale	0.469	0.226	0.411	boerenkool
kaleidoscope	0.615	0.439	0.580	kaleidoskoop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangaroe
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmiese
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kiel
keen	0.823	0.719	0.806	gretig
keep	0.714	0.296	0.547	hou
keeper	0.612	0.457	0.773	bewaarder
keeping	0.592	0.280	0.723	hou
keepsake	0.740	0.307	0.491	aandenking
keg	0.551	0.389	0.404	vaatjie
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	doek
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kern
kerosene	0.302	0.472	0.427	keroseen
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	ketel
key	0.615	0.275	0.519	sleutel
keyboard	0.573	0.279	0.349	sleutelbord
keyed	0.469	0.497	0.521	ingesleutel
keyhole	0.438	0.358	0.356	sleutelgat
keynote	0.630	0.431	0.545	hooftoon
keypad	0.604	0.255	0.330	sleutelbord
keystone	0.573	0.438	0.491	sluitsteen
keyword	0.602	0.520	0.747	sleutelwoord
khaki	0.594	0.252	0.278	kakie
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	brokkies
kick	0.271	0.791	0.526	skop
kickboxing	0.427	0.882	0.651	skopboks
kicker	0.427	0.711	0.614	skopper
kicking	0.327	0.802	0.510	skop
kickoff	0.583	0.600	0.629	afskop
kid	0.760	0.453	0.298	kind
kidder	0.708	0.768	0.471	kidder
kidding	0.622	0.625	0.457	grappie
kiddo	0.674	0.393	0.419	bokkie
kiddos	0.500	0.480	0.342	kinders
kidnap	0.032	0.923	0.535	ontvoer
kidnapped	0.044	0.923	0.455	ontvoer
kidnapper	0.115	0.906	0.618	ontvoerder
kidnapping	0.094	0.880	0.561	ontvoering
kidney	0.448	0.363	0.380	nier
kids	0.837	0.500	0.417	kinders
kill	0.052	0.941	0.736	doodmaak
killer	0.041	0.971	0.543	moordenaar
killing	0.080	0.959	0.696	doodmaak
killjoy	0.178	0.550	0.324	doodvreugde
kiln	0.451	0.423	0.414	oond
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilometer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	familie
kind	0.918	0.240	0.618	soort
kindergarten	0.833	0.462	0.308	kleuterskool
kindling	0.520	0.651	0.421	aansteek
kindness	0.938	0.350	0.508	vriendelikheid
kindred	0.760	0.418	0.517	verwante
kinematics	0.594	0.480	0.614	kinematika
kinesiology	0.491	0.480	0.633	kinesiologie
kinetic	0.582	0.540	0.537	kineties
king	0.677	0.690	0.892	koning
king snake	0.458	0.835	0.647	koningslang
kingdom	0.714	0.547	0.910	koninkryk
kingpin	0.357	0.626	0.642	kingpin
kink	0.337	0.634	0.321	kinkel
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	verwantskap
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	soen
kisser	0.844	0.682	0.618	soener
kissy	0.874	0.684	0.402	soentjie
kit	0.583	0.344	0.420	kit
kitchen	0.700	0.234	0.398	kombuis
kite	0.643	0.500	0.573	vlieër
kitten	0.816	0.343	0.260	katjie
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	vaardigheid
knapsack	0.551	0.317	0.268	rugsak
knead	0.490	0.457	0.345	knie
knee	0.520	0.245	0.396	knie
kneecap	0.427	0.360	0.440	knieskyf
kneel	0.426	0.417	0.217	kniel
kneeling	0.245	0.435	0.144	kniel
knell	0.354	0.500	0.377	kniel
knick	0.480	0.509	0.420	klop
knickers	0.552	0.428	0.328	onderbroek
knife	0.344	0.717	0.573	mes
knight	0.780	0.441	0.835	ridder
knighthood	0.740	0.660	0.769	ridderskap
knit	0.630	0.144	0.295	brei
knob	0.340	0.360	0.272	knop
knock	0.312	0.531	0.527	klop
knockoff	0.350	0.606	0.240	afslaan
knockout	0.388	0.755	0.664	uit slaan
knoll	0.434	0.347	0.333	bult
knot	0.541	0.221	0.408	knoop
knots	0.418	0.346	0.267	knope
knotted	0.226	0.412	0.294	geknoop
know	0.765	0.361	0.704	weet
knowing	0.833	0.353	0.658	weet
knowingly	0.500	0.459	0.481	wetend
knowledge	0.847	0.430	0.896	kennis
knowledgeable	0.865	0.455	0.971	kundig
knuckle	0.655	0.333	0.393	knokkel
knucklehead	0.157	0.485	0.288	knokkelkop
knuckles	0.271	0.461	0.320	kneukels
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	gaaf
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kriptoniet
kudos	0.925	0.587	0.642	lof
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	laboratorium
label	0.582	0.245	0.423	etiket
labor	0.594	0.639	0.754	arbeid
laboratory	0.571	0.490	0.537	laboratorium
labored	0.646	0.451	0.637	gearbei
laborer	0.561	0.510	0.698	arbeider
laboring	0.705	0.644	0.737	arbei
laborious	0.393	0.635	0.709	moeisaam
labyrinth	0.479	0.811	0.491	labirint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	kant
laceration	0.143	0.667	0.443	skeuring
lack	0.250	0.365	0.242	gebrek
lackey	0.260	0.510	0.166	lakei
lacking	0.229	0.375	0.121	ontbreek
lackluster	0.250	0.311	0.264	gebrekkig
lacquer	0.510	0.353	0.258	lak
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktose
lad	0.637	0.388	0.336	seuntjie
ladder	0.560	0.438	0.358	leer
laddie	0.668	0.539	0.391	laddie
laden	0.392	0.478	0.554	gelaai
lading	0.388	0.463	0.409	vrag
ladle	0.531	0.368	0.352	skeplepel
lady	0.854	0.481	0.602	dame
lady bug	0.490	0.434	0.381	dame gogga
ladybug	0.602	0.400	0.224	lieveheersbeestjie
ladylike	0.592	0.559	0.538	damesagtig
ladyship	0.561	0.480	0.822	dameskap
lag	0.220	0.375	0.246	lag
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	agterbly
lagoon	0.660	0.231	0.373	strandmeer
lair	0.469	0.438	0.392	lêplek
laity	0.510	0.320	0.487	leke
lake	0.694	0.196	0.425	meer
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	lam
lame	0.145	0.410	0.217	lam
lament	0.198	0.398	0.352	weeklaag
lamenting	0.156	0.390	0.254	treurend
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	gelamineerd
lamp	0.510	0.260	0.309	lamp
lamppost	0.420	0.337	0.455	lamppaal
lance	0.406	0.620	0.587	lans
lancer	0.417	0.528	0.519	lanseerder
land	0.582	0.260	0.616	land
landed	0.709	0.620	0.480	geland
landfall	0.521	0.434	0.407	landval
landfill	0.398	0.423	0.324	stortingsterrein
