English Word	Valence	Arousal	Dominance	Kazakh Word
harmless	0.625	0.226	0.241	зиянсыз
harmonica	0.847	0.235	0.510	гармоника
harmonics	0.865	0.400	0.575	гармоника
harmonious	0.938	0.391	0.719	үйлесімді
harmoniously	0.969	0.265	0.647	үйлесімді
harmonize	0.939	0.461	0.609	үйлестіру
harmony	0.949	0.230	0.509	гармония
harness	0.570	0.549	0.508	әбзел
harp	0.618	0.310	0.356	арфа
harper	0.417	0.454	0.435	харпер
harpoon	0.490	0.700	0.557	гарпун
harpsichord	0.541	0.490	0.438	клавесин
harrowing	0.209	0.810	0.474	тырмалау
harry	0.520	0.409	0.390	Гарри
harsh	0.250	0.650	0.623	қатал
harshness	0.323	0.600	0.779	қаталдық
hart	0.643	0.389	0.447	харт
harvest	0.781	0.353	0.548	егін жинау
hash	0.344	0.453	0.355	хэш
hashish	0.370	0.570	0.358	гашиш
hassle	0.177	0.740	0.489	қиындық
haste	0.378	0.745	0.500	асығыс
hasten	0.571	0.750	0.618	асығу
hastily	0.271	0.609	0.609	асығыс
hasty	0.188	0.885	0.424	асығыс
hat	0.604	0.183	0.353	қалпақ
hatch	0.479	0.653	0.402	Люк
hatchet	0.333	0.608	0.500	балта
hate	0.031	0.802	0.430	жек көру
hateeee	0.219	0.606	0.368	жек көремін
hateeveryone	0.041	0.840	0.429	барлығын жек көру
hateful	0.071	0.819	0.430	жек көретін
hater	0.052	0.702	0.422	жек көруші
hateyou	0.125	0.735	0.464	сені жек көремін
hating	0.083	0.820	0.434	жек көру
hatred	0.037	0.847	0.424	өшпенділік
haughty	0.240	0.708	0.588	тәкаппар
haul	0.551	0.564	0.453	тарту
haulage	0.561	0.510	0.650	тасымалдау
haunt	0.288	0.676	0.576	аңдыу
haunted	0.264	0.731	0.520	аңдыған
have	0.757	0.389	0.593	бар
haven	0.684	0.265	0.547	баспана
havoc	0.163	0.769	0.535	бүліну
haw	0.406	0.426	0.431	хау
hawk	0.583	0.530	0.631	сұңқар
hawking	0.521	0.509	0.491	хаукинг
hay	0.469	0.212	0.343	шөп
haye	0.615	0.451	0.336	хай
hayride	0.561	0.521	0.464	хайриде
haystack	0.552	0.292	0.331	шабындық
haywire	0.358	0.545	0.430	шабақ
hazard	0.112	0.884	0.757	қауіп
hazardous	0.061	0.750	0.670	қауіпті
haze	0.427	0.327	0.217	тұман
hazmat	0.398	0.479	0.519	ас қорыту
hazy	0.450	0.433	0.230	Тұманды
head	0.530	0.472	0.558	бас
headache	0.168	0.755	0.273	бас ауруы
headaches	0.104	0.720	0.259	бас аурулары
headband	0.670	0.469	0.527	бас бау
headdress	0.594	0.408	0.443	бас киім
header	0.560	0.398	0.740	тақырыбы
headgear	0.542	0.442	0.571	бас киім
heading	0.551	0.292	0.642	айдары
headland	0.574	0.551	0.430	басты жер
headless	0.136	0.582	0.235	басы жоқ
headlight	0.592	0.343	0.393	фара
headline	0.630	0.241	0.685	тақырып
headliner	0.500	0.490	0.625	бас лайнер
headlock	0.448	0.538	0.560	бас бұғау
headlong	0.354	0.548	0.409	басынан
headmaster	0.604	0.564	0.865	директор
headphones	0.600	0.357	0.336	құлаққаптар
headquarter	0.615	0.269	0.525	штаб-пәтері
headquarters	0.615	0.271	0.525	штаб
headset	0.602	0.340	0.302	гарнитура
headstone	0.240	0.378	0.349	құлпытас
headstrong	0.310	0.714	0.500	төбет
headway	0.823	0.464	0.745	алға
heady	0.448	0.806	0.565	бас көтеретін
heal	0.765	0.245	0.556	сауықтыру
healer	0.863	0.378	0.741	емші
healing	0.750	0.452	0.585	емдеу
health	0.935	0.427	0.551	денсаулық
healthcare	0.780	0.392	0.630	денсаулық сақтау
healthful	0.930	0.315	0.769	сау
healthy	0.938	0.319	0.818	сау
heap	0.582	0.510	0.474	үйме
hear	0.760	0.429	0.444	есту
hearer	0.656	0.281	0.415	тыңдаушы
hearing	0.669	0.490	0.595	есту
hearsay	0.288	0.623	0.333	есту
hearse	0.177	0.490	0.324	марш
heart	0.827	0.500	0.693	жүрек
heart disease	0.250	0.750	0.386	жүрек ауруы
heartache	0.088	0.750	0.291	жүрек ауруы
heartattack	0.156	0.839	0.455	жүрек ұстамасы
heartbeat	0.750	0.698	0.585	жүрек соғысы
heartbreak	0.208	0.610	0.245	жүрек соғысы
heartbreaker	0.265	0.685	0.580	жүрек жарушы
heartbreaking	0.146	0.811	0.423	жүректі ауыртатын
heartbroken	0.082	0.551	0.235	жүрегі жараланған
heartburn	0.143	0.613	0.398	жүрек айнуы
hearted	0.823	0.410	0.805	жүректі
heartfelt	0.904	0.440	0.540	шын жүректен
hearth	0.760	0.275	0.536	ошақ
heartily	0.927	0.531	0.664	шын жүректен
heartland	0.812	0.510	0.675	жүрек жері
heartless	0.071	0.652	0.400	жүрексіз
hearts	0.948	0.592	0.634	жүректер
heartsick	0.240	0.388	0.208	жүрегі ауырады
heartworm	0.333	0.550	0.430	жүрек құрты
hearty	0.760	0.684	0.792	шын жүректен
heat	0.534	0.612	0.433	жылу
heated	0.479	0.497	0.542	қыздырылған
heater	0.500	0.573	0.538	жылытқыш
heath	0.802	0.387	0.546	денсаулық
heathen	0.194	0.529	0.491	пұтқа
heather	0.500	0.352	0.407	Хизер
heating	0.647	0.491	0.537	жылыту
heave	0.716	0.588	0.664	көтерілу
heaven	0.896	0.385	0.600	аспан
heavenly	0.844	0.452	0.712	көктегі
heavens	0.806	0.273	0.683	аспан
heavily	0.542	0.679	0.814	ауыр
heaviness	0.219	0.549	0.318	ауырлық
heaving	0.201	0.843	0.491	көтерілу
heavy	0.250	0.454	0.600	ауыр
heavy metal	0.417	0.755	0.621	ауыр металл
heavyweight	0.429	0.578	0.713	ауыр салмақ
heck	0.240	0.728	0.560	хек
hectares	0.570	0.250	0.471	гектар
hectic	0.167	0.811	0.438	қызу
hedge	0.604	0.602	0.569	хеджирлеу
hedgehog	0.458	0.491	0.377	кірпі
hedonism	0.510	0.500	0.608	гедонизм
hee	0.430	0.433	0.312	хе
heed	0.750	0.490	0.569	назар аударыңыз
heel	0.480	0.350	0.385	өкшесі
heels	0.500	0.439	0.396	өкшесі
heft	0.503	0.340	0.530	ауыр
hefty	0.550	0.654	0.745	ауыр
hegemonic	0.462	0.519	0.558	гегемониялық
heheh	0.625	0.510	0.278	хехе
heifer	0.439	0.443	0.321	құнажын
height	0.677	0.608	0.648	биіктігі
heighten	0.755	0.622	0.765	арттыру
heightened	0.592	0.529	0.788	көтерілді
heinous	0.133	0.792	0.471	жексұрын
heir	0.840	0.654	0.764	мұрагер
heiress	0.827	0.571	0.676	мұрагер
heirloom	0.684	0.375	0.745	мұра
heirs	0.796	0.519	0.698	мұрагерлер
heist	0.184	0.850	0.645	тонау
helical	0.379	0.429	0.468	бұрандалы
helicopter	0.714	0.806	0.617	тікұшақ
helipad	0.780	0.637	0.573	тікұшақ алаңы
heliport	0.594	0.604	0.527	тікұшақ айлағы
helium	0.490	0.316	0.304	гелий
helix	0.521	0.462	0.509	спираль
hell	0.020	0.918	0.565	тозақ
hellfire	0.143	0.890	0.618	тозақ оты
hellhole	0.200	0.615	0.421	тозақ тесігі
hellish	0.125	0.860	0.545	тозақ
helm	0.511	0.450	0.615	руль
helmet	0.573	0.327	0.402	дулыға
helmsman	0.490	0.441	0.647	рульші
help	0.673	0.471	0.460	Көмектесіңдер
helper	0.704	0.438	0.567	көмекші
helpful	0.816	0.337	0.705	пайдалы
helpless	0.104	0.420	0.214	дәрменсіз
helplessness	0.087	0.480	0.250	дәрменсіздік
hem	0.562	0.283	0.291	етегі
hematite	0.448	0.389	0.342	гематит
hematoma	0.146	0.600	0.398	гематома
hemi	0.510	0.363	0.342	жарты
hemisphere	0.531	0.367	0.598	жарты шар
hemispheric	0.562	0.449	0.603	жарты шар
hemlock	0.438	0.350	0.434	қанжығасы
hemoglobin	0.469	0.481	0.418	гемоглобин
hemorrhage	0.031	0.849	0.426	қан кету
hemorrhoids	0.133	0.702	0.304	геморрой
hemostat	0.388	0.442	0.464	гемостат
hemp	0.469	0.439	0.422	қарасора
hen	0.385	0.276	0.241	тауық
henceforth	0.527	0.404	0.466	бұдан былай
henhouse	0.500	0.577	0.414	тауықхана
hepatitis	0.055	0.596	0.358	гепатит
herald	0.643	0.382	0.500	хабаршы
heraldry	0.550	0.520	0.607	геральдика
herb	0.643	0.418	0.353	шөп
herbaceous	0.560	0.220	0.310	шөптесін
herbal	0.592	0.255	0.390	шөп
herbarium	0.602	0.188	0.327	гербарий
herbs	0.620	0.299	0.308	шөптер
herd	0.592	0.500	0.474	табын
hereditary	0.531	0.600	0.737	тұқым қуалайтын
heredity	0.704	0.445	0.818	тұқым қуалаушылық
heresy	0.265	0.765	0.443	бидғат
heretic	0.090	0.710	0.447	бидғатшы
heretical	0.229	0.630	0.487	бидғатшыл
heretofore	0.479	0.388	0.385	осыған дейін
hereunto	0.500	0.225	0.333	осыған дейін
herewith	0.450	0.360	0.415	осымен
heritage	0.842	0.512	0.815	мұра
hermaphrodite	0.480	0.684	0.481	гермафродит
hermeneutics	0.406	0.577	0.562	герменевтика
hermit	0.271	0.337	0.351	гермит
hernia	0.146	0.486	0.223	грыжа
hero	0.940	0.806	0.881	батыр
heroic	0.890	0.770	0.912	қаһармандық
heroics	0.865	0.673	0.894	қаһармандықтар
heroin	0.276	0.843	0.655	героин
heroine	0.729	0.755	0.833	кейіпкер
heroism	0.844	0.802	0.898	қаһармандық
herpes	0.110	0.600	0.309	герпес
herpesvirus	0.219	0.558	0.435	герпес вирусы
herring	0.531	0.387	0.422	майшабақ
hertz	0.396	0.417	0.506	герц
hesitant	0.333	0.542	0.321	тартыншақ
hesitate	0.459	0.548	0.232	тартыну
hesitating	0.265	0.528	0.240	тартыну
hesitation	0.286	0.396	0.217	тартыну
hetero	0.589	0.405	0.435	гетеро
heterogeneity	0.439	0.450	0.556	гетерогенділік
hew	0.417	0.470	0.377	hew
hex	0.410	0.510	0.363	алтылық
hexagon	0.542	0.226	0.425	алтыбұрыш
heyday	0.646	0.680	0.673	гүлденген күн
hiatus	0.479	0.294	0.352	үзіліс
hibernate	0.500	0.317	0.431	ұйықтау
hibernation	0.469	0.245	0.384	ұйқы күйі
hiccup	0.271	0.549	0.240	ықылық
hick	0.357	0.442	0.314	хик
hickey	0.448	0.529	0.345	хики
hickory	0.520	0.490	0.415	хикори
hidden	0.208	0.430	0.327	жасырын
hide	0.438	0.510	0.218	жасыру
hideaway	0.448	0.481	0.360	жасырыну
hideous	0.091	0.750	0.328	қорқынышты
hideout	0.337	0.443	0.302	жасырыну
hiding	0.250	0.567	0.364	жасыру
hierarchical	0.521	0.620	0.939	иерархиялық
hierarchy	0.583	0.722	0.902	иерархия
hieroglyphics	0.479	0.325	0.509	иероглифтер
high	0.684	0.510	0.614	жоғары
high heels	0.646	0.528	0.429	биік өкшелі туфли
highball	0.656	0.520	0.481	жоғарыбол
higher	0.866	0.528	0.713	жоғарырақ
highest	0.771	0.640	0.710	ең жоғары
highland	0.615	0.481	0.611	биік таулы
highlands	0.735	0.431	0.596	биік таулар
highlight	0.844	0.637	0.882	бөлектеу
highness	0.740	0.670	0.931	жоғарылық
hight	0.667	0.637	0.645	биіктік
hightail	0.448	0.480	0.481	биік құйрық
highway	0.640	0.583	0.425	тас жол
hijack	0.042	0.908	0.594	ұрлау
hijacker	0.104	0.953	0.683	ұрлаушы
hike	0.615	0.442	0.538	жорық
hiker	0.694	0.802	0.644	саяхатшы
hiking	0.820	0.843	0.670	жаяу жүру
hiking boot	0.657	0.353	0.446	серуендеуге арналған аяқ киім
hilarious	0.750	0.640	0.537	күлкілі
hilarity	0.745	0.480	0.575	көңілділік
hill	0.615	0.353	0.518	төбе
hillside	0.625	0.292	0.458	тау баурайы
hilltop	0.688	0.643	0.787	төбе
hilly	0.643	0.479	0.603	таулы
hilt	0.396	0.650	0.537	сап
hind	0.483	0.644	0.337	артқы
hinder	0.276	0.537	0.470	кедергі
hindering	0.260	0.654	0.435	кедергі
hindrance	0.135	0.545	0.473	кедергі
hindsight	0.333	0.431	0.532	өткенді көру
hinge	0.458	0.292	0.417	топса
hint	0.602	0.330	0.517	кеңес
hinterland	0.530	0.520	0.457	ішкі аймақ
hip	0.448	0.415	0.345	жамбас
hip hop	0.740	0.714	0.484	хип-хоп
hippie	0.551	0.400	0.396	хиппи
hippo	0.490	0.404	0.477	бегемот
hippopotamus	0.541	0.472	0.615	гиппопотам
hire	0.688	0.558	0.556	жалдау
hirsute	0.385	0.483	0.373	сергек
hiss	0.388	0.480	0.370	ысқырық
hissing	0.500	0.454	0.400	ысқыру
histology	0.490	0.320	0.560	гистология
historian	0.688	0.270	0.637	тарихшы
historic	0.816	0.473	0.784	тарихи
historical	0.653	0.357	0.833	тарихи
historiography	0.562	0.415	0.634	тарихнама
history	0.729	0.382	0.754	Тарих
hit	0.235	0.931	0.679	соққы
hitch	0.512	0.480	0.554	ілмек
hitchhike	0.396	0.622	0.385	автостоп
hitchhiker	0.594	0.626	0.603	автостоп
hitherto	0.448	0.356	0.463	осы уақытқа дейін
hitter	0.418	0.683	0.713	соққышы
hive	0.471	0.452	0.544	ұя
hives	0.417	0.473	0.591	есекжем
hoard	0.506	0.412	0.518	қор
hoarse	0.281	0.402	0.315	қарлыға
hoary	0.469	0.298	0.424	қараңғы
hoax	0.146	0.696	0.303	ойнау
hob	0.633	0.363	0.415	плита
hobbit	0.479	0.489	0.472	хоббит
hobby	0.827	0.560	0.471	хобби
hobo	0.323	0.443	0.282	аңқау
hock	0.513	0.452	0.412	хок
hockey	0.565	0.786	0.548	хоккей
hoe	0.302	0.480	0.418	кет
hog	0.317	0.509	0.271	шошқа
hogwash	0.420	0.490	0.361	шошқа
hohoho	0.677	0.433	0.330	хохохо
hoist	0.521	0.520	0.458	көтергіш
hokey	0.604	0.667	0.430	хоккей
hold	0.448	0.290	0.364	ұстаңыз
holder	0.592	0.330	0.713	ұстаушы
holding	0.600	0.385	0.670	ұстау
holdup	0.398	0.471	0.398	күте тұр
hole	0.531	0.310	0.330	тесік
holiday	0.948	0.431	0.593	мереке
holidays	0.939	0.521	0.512	мерекелер
holidayseason	0.875	0.566	0.518	демалыс маусымы
holiness	0.860	0.264	0.742	киелілік
holistic	0.670	0.348	0.547	тұтас
holler	0.276	0.825	0.406	айқайлау
hollow	0.300	0.337	0.222	қуыс
holly	0.510	0.250	0.443	Холли
holocaust	0.062	0.918	0.618	Холокост
hologram	0.615	0.461	0.575	голограмма
holographic	0.510	0.471	0.555	голографиялық
holster	0.561	0.255	0.339	қапшық
holy	0.812	0.112	0.690	қасиетті
holyspirit	0.740	0.480	0.526	киелі рух
homage	0.833	0.560	0.737	құрмет
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	үй
homeboy	0.602	0.255	0.436	үй жігіті
homecoming	0.760	0.413	0.472	үйге қайту
homeland	0.663	0.439	0.868	туған жер
homeless	0.042	0.450	0.188	баспанасыз
homely	0.745	0.157	0.399	үйшік
homemade	0.869	0.340	0.398	үй
homeopathic	0.417	0.268	0.400	гомеопатиялық
homeopathy	0.469	0.284	0.439	гомеопатия
homeowner	0.635	0.397	0.962	үй иесі
homeroom	0.604	0.480	0.491	үй бөлмесі
homesick	0.436	0.304	0.347	сағыныш
homestead	0.865	0.221	0.536	үй ауласы
homesweethome	0.796	0.380	0.538	жылы ұя
hometown	0.858	0.333	0.605	туған
homeward	0.833	0.275	0.435	үйге
homework	0.396	0.412	0.459	үй жұмысы
homey	0.769	0.278	0.500	үйдегідей
homicidal	0.020	0.912	0.573	кісі өлтіру
homicide	0.010	0.973	0.518	кісі өлтіру
homily	0.621	0.358	0.425	әулиелік
homing	0.551	0.460	0.527	үйге бару
hominy	0.479	0.382	0.429	адамдық
homo	0.531	0.368	0.415	гомо
homogeneity	0.715	0.365	0.582	біртектілік
homogeneous	0.552	0.255	0.617	біртекті
homologous	0.471	0.353	0.536	гомологтық
homologue	0.542	0.356	0.509	гомолог
homology	0.571	0.494	0.527	гомология
homophobic	0.130	0.736	0.464	гомофобия
honcho	0.469	0.464	0.397	хончо
hone	0.688	0.392	0.473	бал
honest	0.927	0.254	0.750	адал
honesty	0.938	0.411	0.728	адалдық
honey	0.920	0.431	0.510	бал
honeycomb	0.541	0.417	0.412	бал ұясы
honeymoon	0.979	0.678	0.526	бал айы
honeysuckle	0.597	0.451	0.517	ырғай
honk	0.549	0.635	0.415	қоңырау
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	құрмет
honorable	0.963	0.412	0.830	құрметті
honorarium	0.796	0.510	0.746	гонорар
honorary	0.885	0.565	0.811	құрметті
honored	0.938	0.447	0.732	құрметті
hooch	0.429	0.538	0.373	хош
hood	0.357	0.459	0.306	капюшон
hooded	0.306	0.745	0.439	капюшон
hoodlum	0.354	0.720	0.432	қалжың
hoof	0.427	0.341	0.365	тұяқ
hook	0.418	0.444	0.395	ілмек
hooked	0.610	0.661	0.454	ілінді
hooker	0.214	0.889	0.373	фокус
hookup	0.625	0.529	0.683	кездесу
hooky	0.468	0.500	0.452	құмар
hooligan	0.295	0.712	0.455	бұзақы
hoop	0.635	0.204	0.315	құрсау
hoopla	0.542	0.471	0.353	хопла
hooray	0.610	0.481	0.536	ура
hoot	0.449	0.560	0.430	уят
hooter	0.470	0.615	0.455	ұршық
hop	0.450	0.520	0.427	хоп
hope	0.927	0.317	0.739	үміт
hopeful	0.947	0.357	0.627	үмітті
hopeless	0.094	0.298	0.112	үмітсіз
hopelessness	0.052	0.402	0.223	үмітсіздік
hopes	0.917	0.500	0.702	үміттер
hoping	0.684	0.469	0.454	үміттену
hopper	0.396	0.491	0.442	бункер
horde	0.286	0.713	0.684	орда
horizon	0.729	0.284	0.590	көкжиек
horizontal	0.573	0.304	0.387	көлденең
horizontally	0.500	0.356	0.439	көлденең
hormonal	0.500	0.620	0.551	гормоналды
hormone	0.490	0.750	0.621	гормон
horn	0.385	0.510	0.366	мүйіз
horned	0.316	0.610	0.375	мүйізді
hornet	0.398	0.594	0.500	мүйізі
horny	0.490	0.908	0.560	мүйізді
horoscope	0.500	0.360	0.490	жұлдыз жорамал
horrendous	0.073	0.755	0.365	қорқынышты
horrible	0.071	0.857	0.398	қорқынышты
horribly	0.050	0.631	0.454	қорқынышты
horrid	0.052	0.765	0.419	қорқынышты
horrific	0.094	0.846	0.481	қорқынышты
horrified	0.040	0.885	0.368	үрейленді
horrifying	0.010	0.760	0.352	қорқынышты
horror	0.115	0.850	0.438	қорқыныш
horrors	0.061	0.852	0.409	сұмдықтар
horse	0.635	0.510	0.529	жылқы
horseback	0.688	0.588	0.566	ат
horseman	0.441	0.700	0.676	салт атты
horsepower	0.594	0.735	0.735	ат күші
horseradish	0.321	0.584	0.476	желкек
horseshit	0.153	0.582	0.179	жылқы
horseshoe	0.673	0.350	0.406	таға
horsey	0.602	0.454	0.462	жылқы
horticultural	0.594	0.387	0.509	бау-бақша
horticulture	0.700	0.420	0.434	бау-бақша шаруашылығы
