English Word	Valence	Arousal	Dominance	Macedonian Word
novel	0.702	0.352	0.439	роман
novelist	0.340	0.343	0.529	романсиер
novelty	0.673	0.521	0.740	новина
novice	0.429	0.346	0.180	почетник
nowadays	0.680	0.346	0.400	во денешно време
nowork	0.312	0.264	0.309	нема работа
noworries	0.630	0.402	0.500	грижи
noxious	0.177	0.585	0.379	штетен
nozzle	0.438	0.330	0.287	млазницата
nuance	0.408	0.282	0.411	нијанса
nuances	0.490	0.375	0.527	нијанси
nuclear	0.219	0.856	0.781	нуклеарно
nucleus	0.529	0.296	0.667	јадро
nude	0.490	0.915	0.200	голи
nudge	0.448	0.500	0.509	подбуцнуваат
nudie	0.500	0.529	0.373	голи
nudist	0.440	0.796	0.483	нудист
nudity	0.438	0.853	0.415	голотија
nugget	0.602	0.340	0.348	грутка
nuisance	0.198	0.817	0.227	непријатност
nuke	0.125	0.905	0.873	нуклеарка
nul	0.337	0.358	0.264	нула
null	0.253	0.147	0.152	нула
nullify	0.255	0.373	0.395	поништи
numb	0.108	0.420	0.352	вкочанет
number	0.406	0.231	0.471	број
numbering	0.510	0.363	0.482	нумерирање
numbers	0.406	0.241	0.440	броеви
numbness	0.306	0.398	0.265	вкочанетост
numbskull	0.300	0.472	0.284	вкочанет череп
numeral	0.582	0.254	0.382	бројчана
numerator	0.490	0.317	0.526	броител
numerical	0.479	0.322	0.517	нумерички
numerically	0.510	0.337	0.500	нумерички
numerous	0.622	0.462	0.609	бројни
nun	0.500	0.150	0.406	калуѓерка
nunchucks	0.337	0.580	0.526	нунчаки
nunnery	0.653	0.236	0.473	женски манастир
nuptials	0.771	0.588	0.571	венчавки
nurse	0.635	0.578	0.521	Медицинска сестра
nursemaid	0.615	0.431	0.436	медицинска сестра
nursery	0.894	0.406	0.389	расадник
nursing	0.552	0.549	0.653	нега
nurture	0.745	0.378	0.657	негуваат
nut	0.365	0.310	0.250	орев
nutcase	0.286	0.775	0.259	оревче
nutcracker	0.635	0.378	0.522	оревокршач
nuthouse	0.347	0.519	0.434	nuthouse
nutmeg	0.635	0.302	0.350	морско оревче
nutrition	0.885	0.420	0.579	исхрана
nutritional	0.812	0.406	0.676	нутриционистички
nutritious	0.833	0.337	0.655	хранлива
nutritive	0.875	0.422	0.667	хранлива
nuts	0.594	0.250	0.291	ореви
nutshell	0.458	0.407	0.310	накусо
nutty	0.444	0.317	0.271	орев
nylon	0.490	0.304	0.295	најлон
nylong	0.439	0.248	0.351	најлонг
nylons	0.556	0.379	0.320	најлони
nymph	0.542	0.529	0.472	нимфата
nymphomaniac	0.398	0.894	0.536	нимфоманка
oaf	0.344	0.357	0.330	oaf
oak	0.583	0.245	0.536	даб
oar	0.469	0.392	0.316	весла
oasis	0.796	0.283	0.429	оаза
oat	0.622	0.170	0.298	овес
oath	0.543	0.615	0.824	заклетва
oatmeal	0.592	0.192	0.241	овесна каша
obedience	0.765	0.287	0.536	послушност
obedient	0.800	0.179	0.518	послушен
obediently	0.802	0.304	0.577	послушно
obelisk	0.604	0.408	0.596	обелиск
obese	0.133	0.427	0.250	дебели
obesity	0.215	0.370	0.328	дебелината
obey	0.677	0.433	0.533	послушајте
obi	0.469	0.442	0.414	оби
obit	0.410	0.464	0.393	обит
obituary	0.188	0.330	0.423	некролог
object	0.531	0.356	0.375	објект
objection	0.347	0.592	0.709	приговор
objectionable	0.459	0.382	0.558	непристоен
objective	0.724	0.337	0.736	објективен
objectivity	0.765	0.431	0.711	објективност
obligation	0.222	0.596	0.718	обврска
obligatory	0.337	0.571	0.780	задолжително
oblige	0.281	0.770	0.614	обврзуваат
obliged	0.327	0.680	0.411	должен
obliging	0.740	0.402	0.545	обврзувачки
obligor	0.302	0.600	0.360	должник
oblique	0.438	0.347	0.455	коси
obliterate	0.250	0.539	0.569	избришат
obliterated	0.240	0.469	0.344	избришани
obliteration	0.177	0.622	0.397	бришење
oblivion	0.153	0.330	0.282	заборав
oblivious	0.229	0.388	0.355	несвесен
oblong	0.561	0.455	0.370	долгнавеста
obnoxious	0.088	0.602	0.256	одвратно
oboe	0.510	0.340	0.392	обоа
obscene	0.050	0.745	0.348	непристојни
obscenity	0.083	0.843	0.418	безобразност
obscure	0.370	0.551	0.278	нејасни
obscured	0.115	0.356	0.298	заматен
obscurity	0.208	0.392	0.380	опскурност
observance	0.531	0.315	0.632	почитување
observant	0.740	0.422	0.708	внимателен
observation	0.633	0.433	0.667	набљудување
observatory	0.643	0.324	0.731	опсерваторија
observe	0.771	0.390	0.360	набљудувај
observer	0.663	0.363	0.603	набљудувач
observing	0.583	0.400	0.685	набљудувајќи
obsess	0.112	0.846	0.509	опседнат
obsessed	0.219	0.840	0.439	опседнат
obsessing	0.173	0.773	0.698	опседнат
obsession	0.229	0.847	0.571	опсесија
obsessive	0.219	0.823	0.480	опсесивен
obsolescence	0.250	0.431	0.377	застареност
obsolete	0.337	0.321	0.250	застарени
obstacle	0.204	0.708	0.336	пречка
obstetrician	0.521	0.636	0.604	акушер
obstetrics	0.530	0.582	0.564	акушерство
obstinate	0.146	0.696	0.562	тврдоглав
obstruct	0.115	0.660	0.458	попречуваат
obstruction	0.125	0.742	0.491	опструкција
obstructive	0.204	0.650	0.613	опструктивна
obtain	0.760	0.438	0.731	добие
obtainable	0.677	0.327	0.702	добиени
obtuse	0.281	0.460	0.345	тап
obverse	0.470	0.394	0.464	аверс
obvious	0.625	0.336	0.585	очигледно
ocarina	0.541	0.392	0.366	окарина
occasion	0.700	0.451	0.398	прилика
occasional	0.490	0.298	0.387	повремени
occasionally	0.538	0.240	0.264	повремено
occipital	0.398	0.408	0.518	окципитален
occlusion	0.306	0.439	0.442	оклузија
occult	0.292	0.382	0.406	окултни
occupancy	0.625	0.471	0.721	зафатеност
occupant	0.500	0.417	0.483	станар
occupation	0.562	0.470	0.692	занимање
occupational	0.583	0.469	0.596	професионални
occupied	0.337	0.546	0.441	окупирана
occupier	0.427	0.438	0.600	окупатор
occupy	0.396	0.520	0.589	заземаат
occupying	0.573	0.462	0.519	окупирајќи
occur	0.451	0.561	0.510	се јавуваат
occurrence	0.573	0.690	0.541	појава
ocd	0.333	0.472	0.370	окд
ocean	0.823	0.308	0.642	океанот
oceanic	0.740	0.317	0.632	океански
octagon	0.602	0.349	0.462	октагон
octave	0.438	0.380	0.482	октава
octopus	0.713	0.378	0.411	октопод
ocular	0.418	0.370	0.400	окуларна
odd	0.265	0.337	0.302	чудно
oddball	0.316	0.360	0.357	чудно
oddity	0.312	0.557	0.386	необичноста
odds	0.500	0.472	0.680	шансите
ode	0.604	0.269	0.519	ода
odious	0.235	0.708	0.235	омразен
odometer	0.367	0.470	0.388	километражата
odor	0.337	0.363	0.404	мирис
odyssey	0.622	0.692	0.710	одисеја
oedipal	0.312	0.575	0.509	едипол
oestrogen	0.521	0.608	0.561	естроген
oeuvre	0.653	0.484	0.598	опус
offal	0.302	0.470	0.302	отпадоци
offence	0.312	0.798	0.446	прекршок
offend	0.094	0.804	0.333	навреди
offended	0.188	0.690	0.337	навреден
offender	0.104	0.851	0.537	престапник
offense	0.230	0.765	0.510	прекршок
offensive	0.135	0.882	0.600	навредливи
offer	0.750	0.745	0.596	понуда
offered	0.582	0.490	0.544	понудени
offering	0.688	0.462	0.585	нудење
offhand	0.388	0.500	0.368	ненамерно
office	0.427	0.302	0.509	канцеларија
officer	0.542	0.430	0.877	офицер
offices	0.469	0.312	0.534	канцеларии
official	0.646	0.565	0.833	официјален
officiate	0.688	0.453	0.704	служат
offing	0.490	0.412	0.447	нудење
offload	0.479	0.444	0.525	истовар
offset	0.719	0.394	0.704	офсет
offshoot	0.517	0.330	0.361	изданок
offshore	0.417	0.484	0.441	офшор
offside	0.323	0.519	0.443	офсајд
offspring	0.656	0.435	0.600	потомство
oft	0.500	0.308	0.474	често
oftentimes	0.571	0.500	0.482	често пати
ogre	0.135	0.698	0.510	огр
ohdear	0.458	0.519	0.442	ох драга
ohgod	0.500	0.557	0.439	о Боже
ohno	0.396	0.475	0.380	охно
ohshit	0.230	0.594	0.343	срање
oil	0.521	0.278	0.306	нафта
oils	0.459	0.229	0.391	масла
oily	0.276	0.533	0.385	мрсна
oink	0.500	0.450	0.289	мастило
ointment	0.438	0.271	0.398	маст
okra	0.469	0.400	0.362	бамја
olden	0.284	0.213	0.425	стари
oldie	0.363	0.363	0.342	старец
oldies	0.438	0.300	0.412	стари лица
olfactory	0.602	0.409	0.452	миризливи
oligarchy	0.327	0.567	0.741	олигархија
olive	0.571	0.231	0.406	маслиново
omega	0.529	0.337	0.526	омега
omelet	0.708	0.323	0.315	омлет
omen	0.390	0.657	0.583	предзнак
omgomgomg	0.490	0.551	0.358	омгомгомг
ominous	0.255	0.730	0.510	застрашувачки
omission	0.367	0.333	0.275	пропуст
omit	0.330	0.265	0.451	испушти
omitted	0.260	0.235	0.211	испуштени
omnibus	0.490	0.410	0.473	омнибус
omnipotence	0.667	0.793	0.866	семоќност
omnipotent	0.719	0.679	0.919	семоќен
omnipresent	0.688	0.452	0.825	сеприсутен
omniscient	0.656	0.334	0.778	сезнаен
onboard	0.612	0.451	0.491	на одборот
oncologist	0.260	0.654	0.640	онколог
oncology	0.204	0.424	0.500	онкологија
oncoming	0.594	0.625	0.773	идване
one	0.542	0.292	0.370	еден
oneday	0.667	0.245	0.374	еден ден
onedge	0.479	0.552	0.400	на работ
onelove	0.816	0.577	0.541	една љубов
oneness	0.745	0.272	0.720	единство
onerous	0.500	0.480	0.462	тежок
oneself	0.660	0.337	0.483	самиот себе
ongoing	0.674	0.484	0.556	во тек
onion	0.378	0.367	0.382	кромид
onset	0.673	0.497	0.500	почеток
onslaught	0.198	0.939	0.717	напад
onstage	0.719	0.673	0.583	на сцената
ontology	0.510	0.450	0.518	онтологијата
onus	0.562	0.520	0.769	на товар
onward	0.667	0.538	0.741	наваму
onyx	0.571	0.461	0.380	оникс
oodles	0.490	0.374	0.446	удли
oomph	0.449	0.613	0.315	омф
ooze	0.344	0.577	0.333	тече
oozing	0.238	0.515	0.427	течење
op	0.480	0.402	0.349	оп
opacity	0.471	0.251	0.256	непроѕирност
opal	0.623	0.479	0.379	опал
opaque	0.344	0.265	0.342	непроѕирни
ope	0.375	0.380	0.395	отворено
open	0.620	0.480	0.569	отворени
opener	0.584	0.526	0.377	отворач
opening	0.667	0.510	0.620	отворање
openly	0.603	0.388	0.553	отворено
openness	0.837	0.561	0.667	отвореност
opera	0.714	0.500	0.483	опера
operate	0.582	0.690	0.691	работат
operatic	0.375	0.452	0.627	оперски
operation	0.475	0.611	0.755	операција
operational	0.562	0.570	0.679	оперативни
operations	0.480	0.549	0.798	операции
operative	0.541	0.635	0.718	оперативен
operator	0.612	0.630	0.726	оператор
ophthalmic	0.427	0.385	0.444	офталмолошки
ophthalmologist	0.552	0.389	0.491	офталмолог
opiate	0.281	0.594	0.598	опијати
opinion	0.594	0.482	0.638	мислење
opinionated	0.156	0.800	0.491	мислењето
opium	0.276	0.490	0.333	опиум
opponent	0.080	0.741	0.716	противник
opportune	0.796	0.538	0.767	пригоден
opportunism	0.571	0.752	0.673	опортунизам
opportunity	0.938	0.745	0.833	можност
oppose	0.431	0.800	0.473	се спротивстави
opposed	0.092	0.460	0.606	се спротивстави
opposing	0.188	0.660	0.518	спротивставени
opposite	0.235	0.545	0.408	спротивно
opposites	0.281	0.518	0.462	спротивности
opposition	0.135	0.729	0.592	опозиција
oppress	0.186	0.654	0.555	угнетуваат
oppressed	0.119	0.640	0.259	угнетени
oppression	0.080	0.673	0.615	угнетување
oppressive	0.276	0.590	0.667	угнетувачки
oppressor	0.160	0.776	0.629	угнетувач
ops	0.417	0.550	0.528	опс
opt	0.510	0.471	0.345	одлучете се
optic	0.663	0.384	0.594	оптика
optical	0.677	0.311	0.542	оптички
optics	0.562	0.286	0.580	оптика
optimism	0.949	0.565	0.814	оптимизам
optimist	0.875	0.539	0.787	оптимист
optimistic	0.979	0.580	0.821	оптимист
optimum	0.892	0.469	0.808	оптимална
option	0.512	0.427	0.359	опција
optional	0.755	0.350	0.440	изборен
optionally	0.365	0.405	0.481	опционално
options	0.622	0.327	0.473	опции
optometrist	0.446	0.455	0.668	оптометрист
opulence	0.620	0.615	0.648	раскош
opulent	0.562	0.660	0.660	раскошен
opus	0.458	0.368	0.391	опус
oracle	0.552	0.531	0.670	пророштво
oral	0.530	0.448	0.375	орален
orange	0.646	0.132	0.296	портокалова
orange juice	0.719	0.343	0.445	сок од портокал
orangutan	0.430	0.560	0.471	орангутан
oration	0.646	0.315	0.683	говорење
orator	0.667	0.375	0.682	оратор
oratory	0.602	0.472	0.693	ораторство
orb	0.463	0.370	0.444	топчето
orbit	0.561	0.422	0.575	орбитата
orbital	0.458	0.451	0.559	орбитален
orbiting	0.520	0.643	0.554	орбитирајќи
orbs	0.469	0.355	0.482	орби
orc	0.240	0.510	0.388	орк
orchard	0.760	0.269	0.333	овоштарник
orchestra	0.708	0.500	0.664	оркестар
orchid	0.840	0.345	0.382	орхидеја
ordained	0.735	0.409	0.731	ракоположен
ordeal	0.344	0.539	0.529	искушение
order	0.780	0.295	0.814	со цел
orderly	0.844	0.240	0.661	уреден
ordinance	0.615	0.452	0.776	уредба
ordinary	0.375	0.312	0.286	обични
ordination	0.688	0.490	0.765	хиротонија
ordnance	0.354	0.825	0.679	убојни средства
ore	0.500	0.333	0.356	руда
oregano	0.596	0.327	0.250	оригано
organ	0.510	0.469	0.538	орган
organic	0.719	0.343	0.535	органски
organism	0.457	0.559	0.800	организам
organist	0.740	0.469	0.669	органист
organization	0.810	0.535	0.851	организација
organize	0.802	0.655	0.781	организира
organized	0.816	0.337	0.746	организирано
organizer	0.604	0.577	0.846	организатор
orgasm	0.844	0.863	0.676	оргазам
orgies	0.388	0.953	0.433	оргии
orgy	0.346	0.962	0.536	оргија
orient	0.667	0.422	0.667	ориентираат
oriental	0.592	0.409	0.598	ориентален
orientation	0.667	0.454	0.686	ориентација
orifice	0.448	0.355	0.443	отвор
origami	0.684	0.276	0.294	оригами
origin	0.729	0.435	0.591	потекло
original	0.765	0.480	0.746	оригинален
originality	0.898	0.500	0.824	оригиналност
originate	0.702	0.500	0.866	потекнуваат
origination	0.760	0.443	0.604	потекло
originator	0.592	0.510	0.868	основоположник
ornament	0.561	0.373	0.441	украс
ornamental	0.663	0.392	0.460	украсни
ornamentation	0.663	0.471	0.472	орнаментика
ornamented	0.677	0.350	0.490	орнаментирани
ornate	0.812	0.356	0.500	раскошен
ornery	0.361	0.520	0.509	лукавство
orphan	0.133	0.388	0.140	сираче
orphanage	0.184	0.439	0.425	сиропиталиште
orphaned	0.062	0.430	0.228	сираче
orthodontist	0.469	0.615	0.564	ортодонт
orthodox	0.388	0.471	0.647	православна
orthodoxy	0.271	0.388	0.612	православието
orthogonal	0.500	0.314	0.540	ортогонални
orthopedic	0.406	0.346	0.473	ортопедски
