English Word	Valence	Arousal	Dominance	Hawaiian Word
malicious	0.177	0.765	0.607	ino
malign	0.140	0.765	0.481	ʻinoʻino
malignancy	0.149	0.814	0.614	ʻinoʻino
malignant	0.143	0.824	0.370	ʻinoʻino
maligned	0.102	0.684	0.218	hoinoino
mall	0.724	0.663	0.492	mall
malleable	0.500	0.500	0.391	malleable
mallet	0.354	0.390	0.483	mallet
malnutrition	0.024	0.592	0.277	malnutrition
malpractice	0.094	0.559	0.330	hana ino
malt	0.750	0.373	0.324	malt
mama	0.860	0.413	0.728	mama
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	mama
mammal	0.618	0.449	0.421	mammal
mammoth	0.480	0.471	0.537	mammoth
mammy	0.680	0.415	0.436	makuahine
manage	0.560	0.530	0.719	hooponopono
manageable	0.750	0.361	0.655	hiki ke malamaia
management	0.792	0.491	0.806	hooponopono
manager	0.625	0.549	0.897	luna hoʻomalu
managerial	0.604	0.520	0.791	hooponopono
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarin
mandate	0.448	0.670	0.779	kauoha
mandatory	0.271	0.667	0.777	kauoha
mandible	0.510	0.431	0.500	māwae
mandolin	0.708	0.433	0.367	mandolina
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	mane
maneuver	0.615	0.663	0.608	hoʻokele
maneuvering	0.635	0.640	0.745	hoʻokele
mange	0.311	0.558	0.348	mange
manger	0.656	0.276	0.398	hānai holoholona
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	mangy
manhole	0.378	0.500	0.516	ʻūhā
manhood	0.625	0.735	0.858	kanaka kāne
manhunt	0.145	0.925	0.657	ʻimi kanaka
mania	0.290	0.683	0.382	mania
maniac	0.120	0.849	0.431	maniac
maniacal	0.200	0.848	0.500	maniacal
manic	0.054	0.892	0.368	manic
manicure	0.706	0.308	0.284	manicure
manicurist	0.583	0.352	0.341	mea hana manicurist
manifest	0.667	0.647	0.704	hoikeike
manifestation	0.583	0.750	0.655	hoikeike
manifested	0.580	0.618	0.667	hoikeia
manifestly	0.469	0.588	0.577	maopopo
manifesto	0.646	0.519	0.676	palapala hoike
manifold	0.500	0.461	0.435	nui
manipulate	0.255	0.700	0.772	manipulate
manipulation	0.188	0.775	0.536	hoʻopunipuni
manipulative	0.177	0.724	0.546	manipulative
mankind	0.823	0.471	0.768	kanaka
manly	0.698	0.633	0.846	kane
manna	0.698	0.294	0.544	mane
manned	0.551	0.588	0.484	kanaka kanaka
mannequin	0.427	0.302	0.295	mannequin
manner	0.618	0.250	0.320	ʻano
mannered	0.469	0.556	0.291	ʻano ʻano
manners	0.816	0.284	0.517	ʻano
manor	0.646	0.358	0.738	manor
manpower	0.531	0.620	0.543	kanaka hana
mansion	0.847	0.490	0.717	hale hale
mansions	0.735	0.529	0.777	hale hale
manslaughter	0.090	0.920	0.473	pepehi kanaka
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	ʻaʻahu
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	manual
manufacture	0.868	0.703	0.780	hana ʻana
manufacturer	0.688	0.537	0.830	mea hana
manufacturing	0.653	0.613	0.804	hana hana
manure	0.250	0.471	0.241	ʻōpala
manuscript	0.510	0.208	0.540	manuscript
map	0.561	0.229	0.463	palapala ʻāina
maple	0.541	0.390	0.339	maple
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	marathon
marble	0.604	0.212	0.667	kinikini
marbled	0.396	0.385	0.418	maʻalahi
marbles	0.714	0.345	0.241	kinikini
march	0.531	0.200	0.483	Malaki
mare	0.541	0.320	0.417	mare wahine
margarine	0.530	0.316	0.333	margarine
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	palena palena
marginal	0.235	0.644	0.345	marginal
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	mariuana
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	kai moana
mariner	0.652	0.491	0.676	kai moku
marital	0.760	0.529	0.500	male ʻana
maritime	0.646	0.490	0.713	kai moana
mark	0.491	0.231	0.600	hoailona
marked	0.592	0.358	0.554	kaha ʻia
marker	0.500	0.333	0.605	hoailona
market	0.724	0.480	0.521	makeke
marketable	0.746	0.545	0.664	hiki ke kuai
marketing	0.521	0.774	0.675	kūʻai aku
marketplace	0.698	0.420	0.525	wahi kuai
marks	0.430	0.480	0.424	hōʻailona
marksman	0.500	0.833	0.692	mākaʻi
marksmanship	0.573	0.531	0.664	mākaʻikaʻi
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	marmalade
maroon	0.469	0.358	0.336	ʻulaʻula
marooned	0.229	0.480	0.160	hoʻopaʻa ʻia
marquee	0.602	0.284	0.508	marquee
marquis	0.521	0.444	0.562	marquis
marred	0.181	0.561	0.233	pōʻino
marriage	0.844	0.684	0.750	male ʻana
married	0.674	0.570	0.602	male
marrow	0.398	0.422	0.472	ka momona
marry	0.896	0.765	0.673	male
marsh	0.302	0.358	0.277	marsh
marshal	0.469	0.610	0.819	ilamuku
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	koa
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	martini
martyr	0.281	0.708	0.509	martyr
martyrdom	0.323	0.745	0.442	make pepehi kanaka
marvel	0.961	0.755	0.866	kāhāhā
marvellous	0.878	0.809	0.849	kupanaha
marvelous	0.948	0.637	0.778	kupanaha
marvelously	0.968	0.708	0.764	kupanaha
marzipan	0.684	0.380	0.258	marzipan
mascara	0.575	0.450	0.269	mascara
mascot	0.750	0.337	0.337	mascot
masculine	0.653	0.540	0.773	kāne kāne
masculinity	0.583	0.670	0.851	kane
mash	0.440	0.363	0.283	mash
mashed	0.531	0.337	0.194	mashed
mask	0.510	0.490	0.537	pale huna
masked	0.375	0.549	0.518	uhi ʻia
masks	0.510	0.472	0.241	nā maka
masochism	0.194	0.845	0.483	masochism
masochist	0.164	0.784	0.353	kanaka makamaka
mason	0.541	0.442	0.580	mason
masquerade	0.431	0.633	0.446	hoohuoi
mass	0.458	0.245	0.277	nuipaʻa
massacre	0.031	0.887	0.640	pepehi kanaka
massage	0.708	0.356	0.413	lomilomi
masses	0.552	0.453	0.473	lehulehu
masseur	0.622	0.265	0.463	lomilomi
masseuse	0.594	0.373	0.391	lomilomi
massive	0.569	0.660	0.750	nui loa
mast	0.542	0.390	0.580	kia
master	0.694	0.490	0.849	haku
masterful	0.854	0.510	0.960	akamai
mastermind	0.792	0.625	0.918	haku haku
masterpiece	0.926	0.623	0.847	haku hana
mastery	0.755	0.648	0.873	ka manaʻo
masturbate	0.552	0.926	0.500	ʻōniʻoniʻo
masturbation	0.542	0.961	0.509	ʻōniʻoniʻo
mat	0.459	0.221	0.304	moena
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	pāʻani
matchbook	0.562	0.391	0.412	puke pai
matching	0.719	0.735	0.418	hoʻolikelike
matchmaker	0.615	0.509	0.519	mea hoʻokūkū
mate	0.847	0.417	0.669	hoa
material	0.521	0.363	0.439	mea waiwai
materialism	0.220	0.390	0.556	mea waiwai
materialist	0.255	0.491	0.504	mea waiwai
materialistic	0.420	0.506	0.589	mea waiwai
materiality	0.417	0.450	0.636	waiwai
materialize	0.688	0.596	0.728	hoʻomeamea
materially	0.490	0.451	0.670	ma ke kino
materials	0.633	0.361	0.473	mea waiwai
materiel	0.531	0.294	0.417	mea waiwai
maternal	0.847	0.417	0.634	makuahine
maternity	0.865	0.480	0.622	hānau hānau
math	0.417	0.375	0.600	makemakika
mathematical	0.620	0.500	0.548	makemakika
mathematician	0.541	0.418	0.773	mea makemakika
mathematics	0.438	0.435	0.664	makemakika
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	ka hoʻopalau
matriculation	0.622	0.490	0.675	matriculation
matrimony	0.850	0.637	0.843	male mare
matrix	0.551	0.378	0.673	matrix
matron	0.520	0.519	0.555	matron
matted	0.281	0.519	0.393	māhue
matter	0.487	0.353	0.562	mea
matting	0.479	0.405	0.423	moena
mattress	0.612	0.255	0.397	moena
maturation	0.612	0.439	0.698	oo
mature	0.625	0.347	0.600	oo
maturity	0.827	0.400	0.806	oo
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	mausoleum
mauve	0.533	0.330	0.314	ʻulaʻula
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	maxim
maximize	0.823	0.765	0.792	hoʻonui
maximum	0.724	0.724	0.852	kiʻekiʻe
may	0.704	0.273	0.245	Mei
mayday	0.344	0.643	0.423	lā hiki
mayflower	0.690	0.463	0.429	pua puaa
mayhem	0.188	0.870	0.364	haunaele
mayonnaise	0.510	0.320	0.222	mayonnaise
mayor	0.469	0.481	0.818	mayor
maze	0.438	0.608	0.444	maze
mead	0.667	0.337	0.441	mead
meadow	0.622	0.130	0.382	nahelehele
meager	0.144	0.389	0.281	ʻuʻuku
meal	0.833	0.461	0.473	ʻai
mean	0.440	0.467	0.620	manaʻo
meander	0.480	0.443	0.454	ʻōniʻoniʻo
meandering	0.427	0.644	0.539	ʻōniʻoniʻo
meanie	0.388	0.420	0.404	meanie
meaning	0.663	0.395	0.625	manaʻo
meaningful	0.770	0.500	0.802	mea nui
meaningless	0.156	0.314	0.143	mea ole
meanness	0.102	0.694	0.368	ʻinoʻino
means	0.615	0.373	0.460	ʻo ia hoʻi
meantime	0.432	0.222	0.300	i kēia manawa
measles	0.092	0.635	0.422	ʻāʻī
measurable	0.604	0.410	0.602	hiki ke ana
measure	0.510	0.375	0.365	ana
measured	0.542	0.265	0.578	anaia
measurement	0.622	0.418	0.491	ana ana
measuring	0.448	0.337	0.529	ana ana
measuring cup	0.557	0.343	0.377	kiaha ana
measuring tape	0.337	0.280	0.327	lipine ana
meat	0.612	0.421	0.413	ʻiʻo
meatball	0.612	0.279	0.343	ʻiʻo ʻiʻo
meathead	0.306	0.534	0.490	ʻiʻo ʻiʻo
meatloaf	0.625	0.389	0.375	ʻiʻo ʻai
mechanic	0.571	0.433	0.566	mekini
mechanical	0.479	0.569	0.564	mechanical
mechanics	0.542	0.500	0.761	mekini
mechanism	0.573	0.583	0.664	mīkini hana
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	mekala
medallion	0.750	0.510	0.710	mekala
medallist	0.796	0.821	0.897	mea mekala
meddle	0.302	0.770	0.526	huikau
meddling	0.245	0.600	0.461	komo ʻana
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	waena
median	0.459	0.216	0.375	waena
mediate	0.635	0.308	0.654	uwao
mediation	0.661	0.350	0.657	uwao
mediator	0.592	0.438	0.580	mea uwao
medic	0.500	0.472	0.585	lāʻau lapaʻau
medical	0.583	0.373	0.616	lāʻau lapaʻau
medicate	0.417	0.375	0.546	lāʻau lapaʻau
medication	0.615	0.439	0.500	lāʻau lapaʻau
medicinal	0.667	0.417	0.614	lāʻau lapaʻau
medicine	0.708	0.318	0.679	lāʻau lapaʻau
medieval	0.560	0.408	0.455	wā waena
mediocre	0.188	0.481	0.149	ʻoluʻolu
mediocrity	0.073	0.398	0.225	mediocrity
meditate	0.812	0.146	0.564	e noonoo
meditating	0.718	0.185	0.399	ka noonoo ana
meditation	0.786	0.120	0.478	ka noonoo ana
meditative	0.614	0.120	0.454	noonoo ana
mediterranean	0.663	0.454	0.545	waena waena
medium	0.559	0.356	0.358	waena
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	akahai
meet	0.760	0.510	0.580	hui
meeting	0.750	0.569	0.613	halawai
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melancholic
melancholy	0.188	0.260	0.237	melancholy
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	ʻoluʻolu
melodious	0.932	0.530	0.587	mele mele
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatic
melody	0.847	0.434	0.405	mele mele
melon	0.461	0.231	0.271	meloni
melt	0.448	0.615	0.312	hehee
meltdown	0.629	0.657	0.602	hoʻoheheʻe
melting	0.592	0.470	0.538	hehee ana
member	0.698	0.333	0.555	lālā
membership	0.698	0.411	0.778	lālā
membrane	0.406	0.430	0.418	membrane
memento	0.708	0.360	0.536	hoʻomanaʻo
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	memo
memorabilia	0.780	0.412	0.491	mea hoʻomanaʻo
memorable	0.939	0.510	0.769	poina
memorandum	0.600	0.500	0.639	memo
memorial	0.602	0.304	0.600	hoʻomanaʻo
memorials	0.771	0.333	0.679	hoʻomanaʻo
memories	0.963	0.487	0.510	hoʻomanaʻo
memoriesiwontforget	0.635	0.542	0.455	poina ʻole ka hoʻomanaʻo
memorize	0.520	0.451	0.716	hoʻopaʻanaʻau
memory	0.792	0.378	0.573	hoʻomanaʻo
menace	0.125	0.894	0.759	hoʻoweliweli
menacing	0.042	0.880	0.643	hooweliweli
menagerie	0.573	0.480	0.538	hale hānai
mend	0.542	0.436	0.602	hooponopono
mending	0.500	0.633	0.657	hooponopono ana
menial	0.490	0.420	0.352	haʻahaʻa
meningitis	0.104	0.612	0.407	maningitis
meniscus	0.323	0.330	0.453	meniscus
menopause	0.204	0.460	0.306	menopause
menses	0.163	0.686	0.331	nā haʻi kāne
menstrual	0.408	0.519	0.435	hāneʻe kāne
mental	0.490	0.490	0.585	noʻonoʻo
mentalhealth	0.562	0.541	0.670	ola kino
mentality	0.711	0.415	0.726	noʻonoʻo
menthol	0.490	0.292	0.433	menthol
mention	0.562	0.365	0.562	haʻiʻōlelo
mentor	0.719	0.455	0.777	kumu aʻo
menu	0.633	0.333	0.385	papa kuhikuhi
meow	0.510	0.510	0.412	meow
mercantile	0.480	0.490	0.713	mea kalepa
mercenary	0.245	0.837	0.673	mercenary
merchandise	0.594	0.460	0.621	mea kuai
merchant	0.675	0.500	0.620	mea kalepa
merciful	0.854	0.346	0.500	aloha
merciless	0.062	0.880	0.634	aloha ole
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	mercury
mercy	0.719	0.229	0.500	aloha
mere	0.396	0.221	0.176	wale
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	hui
merger	0.592	0.490	0.642	hui ʻana
meridian	0.510	0.324	0.558	meridiana
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	pono
meritorious	0.781	0.618	0.855	hanohano
mermaid	0.765	0.623	0.452	mermaid
merriment	0.948	0.721	0.632	hauʻoli
merry	0.979	0.731	0.764	hauʻoli
merrychristmas	0.888	0.510	0.536	mele kalikimaka
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	makaʻu
meshes	0.440	0.363	0.362	nā maka
mesmerized	0.520	0.552	0.421	mesmerized
mess	0.143	0.843	0.273	huikau
message	0.650	0.391	0.415	memo
messedup	0.333	0.615	0.358	huikau
messenger	0.694	0.434	0.500	ʻelele
messiah	0.781	0.634	0.800	mesia
messy	0.260	0.635	0.140	huikau
metabolic	0.408	0.531	0.559	metabolic
metabolism	0.698	0.509	0.555	metabolism
metal	0.551	0.429	0.547	metala
metallic	0.615	0.330	0.607	metala
metallurgy	0.396	0.509	0.587	mea hao
metamorphosis	0.541	0.571	0.613	metamorphosis
metaphor	0.562	0.280	0.470	hoʻohālikelike
metaphorical	0.500	0.412	0.480	hoʻohālikelike
metaphysical	0.630	0.573	0.686	metaphysical
metaphysics	0.561	0.396	0.588	metaphysics
metastasis	0.177	0.646	0.452	metastasis
meteor	0.398	0.714	0.737	meteoro
meteoric	0.590	0.802	0.684	meteoric
meteorite	0.385	0.794	0.750	meteorite
meteorological	0.635	0.557	0.556	meteorological
meteorology	0.630	0.418	0.689	meteorology
meter	0.438	0.300	0.463	mika
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	methadone
methane	0.290	0.460	0.569	methane
methanol	0.292	0.500	0.570	methanol
method	0.640	0.275	0.698	ʻano hana
methodical	0.663	0.360	0.745	ʻano hana
methodology	0.664	0.327	0.745	ʻano hana
meticulous	0.555	0.480	0.555	meticulous
metime	0.531	0.398	0.417	metime
metric	0.519	0.248	0.573	metric
metrical	0.521	0.375	0.482	metrical
metrology	0.531	0.432	0.439	metrology
metropolis	0.656	0.625	0.779	metropolis
metropolitan	0.387	0.408	0.723	metropolitan
mettle	0.667	0.529	0.750	mettle
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	mezzanine
mica	0.531	0.250	0.314	mika
mick	0.449	0.451	0.382	miki
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	microbe
microbiology	0.571	0.378	0.560	microbiology
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	microcosm
microfilm	0.469	0.352	0.412	microfilm
microgram	0.448	0.286	0.355	microgram
micrometer	0.573	0.358	0.394	micrometer
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	microphone
microscope	0.531	0.330	0.464	microscope
microscopic	0.360	0.327	0.433	microscopic
microscopically	0.623	0.370	0.412	microscopically
microscopy	0.500	0.339	0.455	microscopy
microwave	0.542	0.497	0.443	microwave
mid	0.500	0.315	0.356	waena
midair	0.633	0.413	0.455	i waena o ka lewa
midday	0.658	0.250	0.403	awakea
middle	0.458	0.157	0.300	waena
middleman	0.500	0.404	0.452	kanaka waena
middleweight	0.510	0.302	0.428	kaumaha waena
midget	0.396	0.295	0.254	waena
midland	0.521	0.402	0.456	ʻāina waena
midlife	0.594	0.244	0.473	waena waena
midline	0.332	0.224	0.330	laina waena
midnight	0.562	0.470	0.545	aumoe
midshipman	0.469	0.615	0.785	kanaka waena
midst	0.324	0.275	0.296	waena
midsummer	0.781	0.480	0.492	waena o ke kauwela
midterm	0.427	0.337	0.425	kau waena
midtown	0.479	0.442	0.538	kaona waena
midway	0.459	0.316	0.304	waena
midwife	0.531	0.570	0.453	pale keiki
midwifery	0.510	0.570	0.459	pale keiki
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	huhū
mighty	0.855	0.837	0.936	ikaika loa
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migraine
migrate	0.415	0.580	0.454	neʻe
migration	0.492	0.731	0.566	ka neʻe ʻana
migratory	0.448	0.521	0.491	neʻe
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	akahai
mildew	0.344	0.250	0.241	pulupulu
mildness	0.827	0.226	0.311	akahai
mile	0.521	0.417	0.456	mile
mileage	0.510	0.458	0.562	mile mile
milestone	0.719	0.373	0.558	milestone
militant	0.418	0.667	0.750	mea kaua
militants	0.260	0.673	0.652	nā pūʻali koa
military	0.396	0.710	0.875	pūʻali koa
militia	0.396	0.729	0.769	militia
milk	0.817	0.270	0.327	waiu
milkman	0.750	0.380	0.304	kahu waiu
milkshake	0.796	0.521	0.330	milkshake
milky	0.517	0.283	0.311	waiu
mill	0.531	0.382	0.347	wili
millennium	0.573	0.398	0.760	millennium
milligram	0.429	0.217	0.302	miligrama
millimeter	0.427	0.177	0.360	milimita
million	0.776	0.647	0.812	miliona
millionaire	0.917	0.755	0.850	milionaaire
millionth	0.635	0.528	0.611	ka miliona
millstone	0.510	0.433	0.492	pōhaku wili palaoa
mime	0.455	0.235	0.302	mime
mimic	0.557	0.587	0.391	mimic
mimicking	0.316	0.433	0.364	mimicking
mimicry	0.420	0.337	0.472	mimicry
mince	0.417	0.529	0.378	mince
mincemeat	0.396	0.435	0.358	mincemeat
mind	0.650	0.388	0.627	noonoo
minded	0.656	0.394	0.627	noonoo
mindful	0.765	0.450	0.725	noonoo
mindfulness	0.729	0.635	0.745	ka noonoo ana
mindless	0.184	0.333	0.153	noonoo ole
mine	0.688	0.418	0.578	na'u
minefield	0.188	0.839	0.684	minefield
miner	0.408	0.594	0.644	mea mina
mineral	0.519	0.287	0.605	minerala
mineralogy	0.551	0.408	0.545	mineralogy
mingle	0.561	0.480	0.434	huikau
mingled	0.521	0.392	0.357	huikau
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	liʻiliʻi
minibus	0.439	0.390	0.428	kaʻaahi liʻiliʻi
minim	0.518	0.208	0.138	minim
minimal	0.448	0.147	0.206	liʻiliʻi
minimize	0.360	0.236	0.311	hoemi
minimized	0.458	0.137	0.208	hoemiia
minimum	0.380	0.198	0.194	palena iki
mining	0.633	0.598	0.554	eli ana
minion	0.490	0.430	0.167	minion
minister	0.547	0.441	0.892	kuhina
ministerial	0.571	0.519	0.660	kuhina
ministry	0.510	0.346	0.717	oihana lawelawe
minivan	0.592	0.356	0.452	kaʻa kaʻa
mink	0.560	0.515	0.430	mink
minnow	0.541	0.367	0.364	minnow
minor	0.250	0.235	0.175	ʻuʻuku
minority	0.310	0.332	0.211	liʻiliʻi
minstrel	0.458	0.541	0.397	mea kani
mint	0.688	0.221	0.345	mint
minty	0.635	0.292	0.361	minti
minuscule	0.396	0.286	0.214	liʻiliʻi
minute	0.582	0.279	0.356	minuke
minutiae	0.323	0.257	0.316	minutiae
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	hana mana
miracles	0.922	0.735	0.692	nā hana mana
miraculous	0.875	0.706	0.812	hana mana
mirage	0.546	0.487	0.562	mirage
mire	0.344	0.376	0.298	ʻeleʻele
mirror	0.677	0.310	0.438	aniani
mirth	0.888	0.640	0.608	ʻoliʻoli
misappropriation	0.097	0.831	0.500	kuhi hewa
misbehave	0.020	0.847	0.304	kolohe
misbehavior	0.031	0.704	0.269	kolohe
miscalculation	0.177	0.490	0.353	kuhi hewa
miscarriage	0.042	0.781	0.312	hāʻule hāʻule
miscellaneous	0.531	0.321	0.196	mea like ole
miscellany	0.500	0.412	0.384	mea like ole
mischief	0.385	0.834	0.292	kolohe
mischievous	0.439	0.804	0.472	kolohe
misconception	0.210	0.557	0.291	kuhi hewa
misconduct	0.061	0.667	0.304	kolohe
misdemeanor	0.210	0.640	0.364	kolohe
misdirection	0.131	0.710	0.281	kuhi hewa
miser	0.208	0.633	0.311	miser
miserable	0.062	0.461	0.188	poino
miserably	0.280	0.545	0.150	poino
misery	0.146	0.378	0.158	poino
misfire	0.153	0.453	0.200	kuhi hewa
misfit	0.173	0.500	0.393	kūpono ʻole
misfortune	0.094	0.780	0.311	poino
misguided	0.280	0.531	0.259	alakai hewa
mishap	0.071	0.654	0.227	pōʻino
misinformed	0.156	0.567	0.250	kuhi hewa
misinterpretation	0.112	0.556	0.360	kuhi hewa
mislead	0.167	0.765	0.412	alakai hewa
misleading	0.070	0.660	0.272	alakai hewa
misled	0.177	0.606	0.353	alakai hewa
mismanagement	0.094	0.520	0.295	hooponopono hewa
mismatch	0.250	0.459	0.282	like ole
mismatched	0.250	0.557	0.302	like ole
misnomer	0.296	0.528	0.284	kuhi hewa
misplace	0.229	0.461	0.191	kuhi hewa
misplaced	0.247	0.450	0.324	kuhi hewa
misread	0.115	0.558	0.315	heluhelu hewa
misrepresent	0.198	0.542	0.418	kuhi hewa
misrepresentation	0.323	0.618	0.518	kuhi hewa
misrepresented	0.042	0.519	0.466	kuhi hewa
miss	0.573	0.490	0.408	hala
missile	0.240	0.830	0.764	missile
missiles	0.070	0.922	0.830	nā missile
missing	0.306	0.418	0.222	nalowale
missingyou	0.260	0.471	0.377	haʻo iā ʻoe
mission	0.765	0.633	0.870	misionari
missionary	0.729	0.404	0.596	misionari
misspell	0.292	0.423	0.281	kuhi hewa
misstatement	0.302	0.547	0.221	kuhi hewa
missy	0.521	0.480	0.333	missy
mist	0.375	0.194	0.221	noe
mistake	0.208	0.585	0.102	kuhi hewa
mistaken	0.131	0.630	0.212	kuhihewa
mister	0.604	0.406	0.663	haku
mistletoe	0.542	0.470	0.324	mistletoe
mistreated	0.010	0.792	0.200	hana ino ia
mistress	0.630	0.796	0.694	haku wahine
mistrial	0.427	0.539	0.536	hana hewa
mistrust	0.135	0.657	0.231	paulele ole
misty	0.427	0.451	0.278	noe
misunderstand	0.177	0.548	0.382	kuhi hewa
misunderstanding	0.112	0.618	0.284	hoomaopopo ole
misunderstood	0.177	0.625	0.309	hoomaopopo ole
misuse	0.083	0.560	0.196	hoohana hewa
mite	0.290	0.584	0.271	mite
miter	0.458	0.500	0.414	miter
mitigate	0.506	0.427	0.456	hoʻēmi
mitigating	0.551	0.520	0.600	hoemi ana
mitigation	0.448	0.527	0.423	hoʻohaʻahaʻa
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	mitten
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	huikau
mixed	0.510	0.346	0.444	huikau
mixedemotions	0.440	0.673	0.430	nā manaʻo huikau
mixer	0.562	0.500	0.556	mea hui
mixture	0.546	0.360	0.481	huikau
mnemonic	0.531	0.480	0.452	mnemonic
moan	0.357	0.735	0.352	kanikau
moat	0.398	0.380	0.314	moat
mob	0.296	0.788	0.567	poʻe pōʻino
mobile	0.615	0.569	0.481	lawe lima
mobility	0.700	0.596	0.654	ka neʻe ʻana
mobilization	0.688	0.720	0.787	hoʻouluulu
mobilize	0.604	0.684	0.727	hoʻouluulu
mobster	0.188	0.870	0.638	kanaka pōʻino
mocha	0.500	0.396	0.311	moka
mock	0.360	0.606	0.618	hoohenehene
mocked	0.225	0.746	0.204	hoohenehene
mockery	0.094	0.806	0.181	hoohenehene
mocking	0.082	0.755	0.394	hoohenehene
mockingbird	0.513	0.337	0.423	manu hoohenehene
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modal
modality	0.633	0.404	0.527	ʻano ʻano
mode	0.531	0.185	0.367	ʻano hana
model	0.607	0.388	0.723	kumu hoʻohālike
modeler	0.500	0.510	0.730	mea hoʻohālike
modeling	0.684	0.404	0.490	hoʻohālike
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	haahaa
moderate anticipation	0.667	0.451	0.574	manaʻo haʻahaʻa
moderate disgust	0.229	0.558	0.381	hoʻopailua haʻahaʻa
moderate negative	0.177	0.500	0.306	maikaʻi ʻole
moderate positive	0.896	0.453	0.753	kūpono kūpono
moderate surprise	0.776	0.663	0.637	haʻohaʻo haʻahaʻa
moderate trust	0.677	0.350	0.773	hilinaʻi haʻahaʻa
moderately	0.604	0.264	0.500	me ke akahai
moderating	0.667	0.402	0.783	hooponopono ana
moderation	0.531	0.240	0.453	ka hooponopono ana
moderator	0.519	0.354	0.802	mea hooponopono
modern	0.855	0.423	0.691	hou
modernism	0.760	0.553	0.703	ʻano hou
modest	0.760	0.130	0.412	haahaa
modesty	0.778	0.240	0.500	haahaa
