English Word	Valence	Arousal	Dominance	Amharic Word
knuckles	0.271	0.461	0.320	ጉልበቶች
koala	0.608	0.210	0.311	ኮዋላ
kook	0.417	0.471	0.398	ኩክ
kooky	0.418	0.582	0.366	ኩኪ
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	ኮሸር
kraut	0.388	0.500	0.390	ክራውት
kris	0.427	0.417	0.407	ክሪስ
kryptonite	0.306	0.690	0.588	ክሪፕቶኔት
kudos	0.925	0.587	0.642	ክብር
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	ላብራቶሪ
label	0.582	0.245	0.423	መለያ
labor	0.594	0.639	0.754	የጉልበት ሥራ
laboratory	0.571	0.490	0.537	ላቦራቶሪ
labored	0.646	0.451	0.637	ደክሟል
laborer	0.561	0.510	0.698	የጉልበት ሰራተኛ
laboring	0.705	0.644	0.737	የጉልበት ሥራ መሥራት
laborious	0.393	0.635	0.709	አድካሚ
labyrinth	0.479	0.811	0.491	ላብራቶሪ
lac	0.408	0.418	0.331	ላክ
lace	0.625	0.200	0.293	ዳንቴል
laceration	0.143	0.667	0.443	ቁርጠት
lack	0.250	0.365	0.242	አጥረት
lackey	0.260	0.510	0.166	ሎሌይ
lacking	0.229	0.375	0.121	እጦት
lackluster	0.250	0.311	0.264	እጦት
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	ላክሮስ
lactose	0.479	0.290	0.433	ላክቶስ
lad	0.637	0.388	0.336	ልጅ
ladder	0.560	0.438	0.358	መሰላል
laddie	0.668	0.539	0.391	እመቤት
laden	0.392	0.478	0.554	ተጭኗል
lading	0.388	0.463	0.409	በመጫን ላይ
ladle	0.531	0.368	0.352	ላድል
lady	0.854	0.481	0.602	እመቤት
lady bug	0.490	0.434	0.381	ሴት ሳንካ
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	ሴት መሰል
ladyship	0.561	0.480	0.822	ሴትነት
lag	0.220	0.375	0.246	መዘግየት
lager	0.584	0.480	0.353	ላገር
lagging	0.135	0.538	0.277	የዘገየ
lagoon	0.660	0.231	0.373	ሐይቅ
lair	0.469	0.438	0.392	ማረፊያ
laity	0.510	0.320	0.487	ምእመናን
lake	0.694	0.196	0.425	ሀይቅ
lama	0.560	0.320	0.400	ላማ
lamb	0.646	0.284	0.321	በግ
lame	0.145	0.410	0.217	አንካሳ
lament	0.198	0.398	0.352	አልቅሱ
lamenting	0.156	0.390	0.254	እያለቀሰ
lamina	0.510	0.314	0.408	ላሚና
laminated	0.417	0.304	0.373	የታሸገ
lamp	0.510	0.260	0.309	መብራት
lamppost	0.420	0.337	0.455	ከመይ ኣለካ
lance	0.406	0.620	0.587	ላንስ
lancer	0.417	0.528	0.519	ላንሰር
land	0.582	0.260	0.616	መሬት
landed	0.709	0.620	0.480	አረፈ
landfall	0.521	0.434	0.407	የመሬት ውድቀት
landfill	0.398	0.423	0.324	የቆሻሻ መጣያ
landing	0.552	0.696	0.596	ማረፊያ
landlady	0.677	0.303	0.417	የቤት እመቤት
landlocked	0.280	0.391	0.367	ወደብ አልባ
landlord	0.684	0.500	0.858	አከራይ
landmark	0.694	0.355	0.681	የመሬት ምልክት
lands	0.594	0.280	0.492	መሬቶች
landscape	0.719	0.176	0.423	የመሬት አቀማመጥ
landscaping	0.823	0.379	0.519	የመሬት አቀማመጥ
landslide	0.250	0.864	0.530	ናዳ
lane	0.449	0.490	0.451	መስመር
language	0.677	0.337	0.704	ቋንቋ
languid	0.281	0.270	0.283	ደካማ
languish	0.235	0.408	0.382	ማዘን
languishing	0.308	0.459	0.353	እየደከመ
lanky	0.412	0.426	0.370	ላንክ
lantern	0.622	0.250	0.243	ፋኖስ
lap	0.583	0.510	0.412	ጭን
lapdog	0.388	0.490	0.269	ላፕዶግ
lapel	0.460	0.287	0.288	ላፔል
lapse	0.420	0.316	0.281	ማለፊያ
lapsed	0.357	0.333	0.276	አለፈ
laptop	0.724	0.270	0.519	ላፕቶፕ
larceny	0.272	0.821	0.454	ውርደት
lard	0.427	0.239	0.179	የአሳማ ስብ
larder	0.656	0.290	0.509	lader
large	0.704	0.565	0.736	ትልቅ
larger	0.729	0.654	0.763	ትልቅ
largo	0.521	0.480	0.517	ትልቅ
lark	0.570	0.292	0.352	ላርክ
larva	0.245	0.423	0.254	እጭ
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	ማንቁርት
lasagna	0.719	0.441	0.396	ላዛኛ
laser	0.469	0.531	0.769	ሌዘር
lash	0.235	0.794	0.609	ግርፋት
lass	0.656	0.536	0.433	ላስ
lasso	0.438	0.460	0.339	ላስሶ
lastday	0.309	0.580	0.463	ያለፈው ቀን
lasting	0.804	0.535	0.745	ዘላቂ
lastminute	0.418	0.582	0.385	የመጨረሻ ደቂቃ
latch	0.395	0.263	0.288	መቀርቀሪያ
late	0.245	0.358	0.315	ረፍዷል
lateness	0.214	0.388	0.343	መዘግየት
latent	0.469	0.500	0.653	ድብቅ
lateral	0.469	0.370	0.322	ጎን ለጎን
laterally	0.562	0.255	0.450	በጎን በኩል
latex	0.479	0.413	0.325	ላቴክስ
lathe	0.510	0.450	0.425	ላቴ
lather	0.635	0.327	0.313	ላተር
latitude	0.562	0.306	0.490	ኬክሮስ
latrine	0.380	0.353	0.176	መጸዳጃ ቤት
latrines	0.214	0.462	0.267	መጸዳጃ ቤቶች
latte	0.615	0.320	0.311	ማኪያቶ
lattice	0.406	0.420	0.349	ጥልፍልፍ
laud	0.493	0.427	0.383	ማመስገን
laudable	0.740	0.472	0.682	የሚመሰገን
laudation	0.542	0.547	0.623	አድናቆት
laudatory	0.612	0.417	0.450	የምስጋና ቃል
laugh	0.980	0.639	0.587	ሳቅ
laughable	0.592	0.627	0.298	የሚስቅ
laughing	0.906	0.596	0.534	እየሳቀ
laughingstock	0.427	0.779	0.312	መሳቂያ
laughs	0.812	0.846	0.425	ይስቃል
laughter	0.959	0.654	0.588	ሳቅ
launch	0.684	0.814	0.598	ማስጀመር
launcher	0.677	0.745	0.808	አስጀማሪ
launches	0.490	0.663	0.602	ይጀምራል
launder	0.479	0.450	0.349	ማጠብ
laundering	0.439	0.327	0.444	ማጠብ
laundry	0.644	0.292	0.377	የልብስ ማጠቢያ
laureate	0.724	0.402	0.702	ተሸላሚ
laurel	0.646	0.146	0.302	ላውረል
laurels	0.684	0.279	0.545	ላውረል
lava	0.280	0.539	0.615	ላቫ
lavage	0.615	0.467	0.361	ላቫጅ
lavatory	0.510	0.400	0.259	መጸዳጃ ቤት
lavender	0.812	0.198	0.388	ላቬንደር
lavish	0.792	0.648	0.730	የተንደላቀቀ
law	0.740	0.590	0.815	ህግ
lawful	0.660	0.394	0.780	ህጋዊ
lawless	0.219	0.690	0.420	ህግ አልባ
lawlessness	0.156	0.804	0.509	ሕገ-ወጥነት
lawman	0.510	0.523	0.786	የሕግ ባለሙያ
lawn	0.686	0.153	0.192	የሣር ሜዳ
lawnmower	0.480	0.531	0.355	የሣር ክዳን
lawsuit	0.219	0.794	0.611	ክስ
lawyer	0.521	0.569	0.784	ነገረፈጅ
lax	0.430	0.401	0.300	የላላ
laxative	0.271	0.550	0.528	ማስታገሻ
lay	0.521	0.336	0.491	ተኛ
layaway	0.429	0.510	0.451	ላያዌይ
layer	0.500	0.208	0.366	ንብርብር
layered	0.571	0.306	0.436	ተደራራቢ
layman	0.531	0.339	0.424	ተራ ሰው
layout	0.615	0.442	0.557	አቀማመጥ
layover	0.520	0.355	0.500	የእረፍት ጊዜ
laziness	0.271	0.240	0.132	ስንፍና
lazy	0.392	0.264	0.096	ሰነፍ
lazyday	0.337	0.319	0.145	ሰነፍ ቀን
lea	0.583	0.294	0.358	ሊያ
lead	0.323	0.657	0.455	መምራት
leaded	0.439	0.625	0.595	የሚመራ
leader	0.833	0.582	0.926	መሪ
leadership	0.870	0.690	0.983	አመራር
leading	0.823	0.698	0.954	እየመራ ነው።
leads	0.530	0.471	0.615	ይመራል
leaf	0.583	0.156	0.294	ቅጠል
leaflet	0.490	0.206	0.375	በራሪ ወረቀት
leafy	0.653	0.530	0.700	ቅጠል
league	0.656	0.340	0.462	ሊግ
leak	0.378	0.833	0.520	መፍሰስ
leakage	0.188	0.731	0.528	መፍሰስ
leaky	0.170	0.686	0.288	የሚያፈስ
lean	0.734	0.353	0.438	ዘንበል
leaned	0.570	0.373	0.490	ዘንበል ያለ
leaning	0.480	0.409	0.352	ዘንበል ማለት
leap	0.750	0.663	0.667	መዝለል
learn	0.833	0.643	0.829	ተማር
learned	0.704	0.462	0.543	ተማረ
learner	0.698	0.475	0.398	ተማሪ
learning	0.833	0.588	0.574	መማር
lease	0.520	0.463	0.545	አከራይ
leash	0.320	0.347	0.427	ማሰሪያ
leather	0.510	0.324	0.341	ቆዳ
leathery	0.418	0.471	0.411	ቆዳማ
leave	0.375	0.315	0.295	ተወው
leavemealone	0.240	0.472	0.402	ለቀቅ አርገኝ
leaving	0.163	0.542	0.371	ትቶ መሄድ
lecherous	0.135	0.704	0.376	lecherous
lecture	0.594	0.462	0.737	ንግግር
lecturer	0.677	0.549	0.736	መምህር
ledge	0.406	0.235	0.339	ጫፍ
ledger	0.510	0.362	0.609	መጽሐፍ መዝገብ
lee	0.510	0.269	0.296	ሊ
leech	0.250	0.623	0.268	እንቦጭ
leeches	0.115	0.698	0.295	እንቡጦች
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	leery
lees	0.360	0.567	0.406	ሊዝ
leeway	0.562	0.577	0.569	ልይዌይ
left	0.354	0.370	0.361	ግራ
leftout	0.229	0.365	0.245	ተተወ
leftover	0.490	0.460	0.222	የተረፈ
leftovers	0.219	0.350	0.116	ተረፈ
lefty	0.490	0.406	0.379	ግራ
leg	0.510	0.373	0.313	እግር
legacy	0.792	0.529	0.827	ቅርስ
legal	0.653	0.387	0.887	ህጋዊ
legality	0.765	0.343	0.713	ህጋዊነት
legalize	0.510	0.460	0.818	ሕጋዊ ማድረግ
legalized	0.760	0.440	0.855	ህጋዊ
legally	0.771	0.482	0.842	በሕጋዊ መንገድ
legend	0.837	0.519	0.750	አፈ ታሪክ
legendary	0.857	0.537	0.863	አፈ ታሪክ
legibility	0.771	0.481	0.580	ተነባቢነት
legible	0.673	0.279	0.509	የሚነበብ
legion	0.469	0.570	0.852	ሌጌዎን
legislate	0.571	0.582	0.736	ህግ ማውጣት
legislation	0.531	0.418	0.808	ህግ
legislative	0.633	0.365	0.800	ህግ አውጪ
legislator	0.490	0.580	0.877	ህግ አውጭ
legislature	0.540	0.435	0.698	ህግ አውጪ
legit	0.747	0.427	0.849	ህጋዊ
legitimacy	0.823	0.420	0.855	ህጋዊነት
legitimate	0.792	0.363	0.841	ህጋዊ
lego	0.600	0.294	0.189	ሌጎ
legs	0.479	0.407	0.228	እግሮች
legume	0.520	0.302	0.465	ጥራጥሬዎች
legwork	0.622	0.560	0.509	የእግር ሥራ
leisure	0.631	0.429	0.421	የትርፍ ጊዜ ማሳለፊያ
leisurely	0.806	0.250	0.367	በመዝናኛ
lemma	0.530	0.284	0.391	ለማ
lemon	0.596	0.317	0.316	ሎሚ
lemonade	0.661	0.287	0.412	ሎሚ
lend	0.520	0.461	0.508	አበድሩ
lender	0.340	0.520	0.703	አበዳሪ
lending	0.510	0.585	0.462	ብድር መስጠት
length	0.479	0.308	0.533	ርዝመት
lengthen	0.619	0.481	0.566	ማራዘም
lengthened	0.448	0.530	0.474	ረዘመ
lengthening	0.673	0.530	0.528	ማራዘም
lengthwise	0.571	0.470	0.528	ርዝመቱ
lengthy	0.570	0.342	0.528	ረጅም
leniency	0.517	0.436	0.545	ገርነት
lenient	0.520	0.451	0.340	ገራገር
lens	0.420	0.245	0.472	መነፅር
leopard	0.542	0.755	0.611	ነብር
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	ለምጻም
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	የሥጋ ደዌ በሽታ
lesion	0.240	0.623	0.361	ቁስል
less	0.265	0.240	0.115	ያነሰ
lessee	0.417	0.474	0.595	ተከራይ
lessen	0.235	0.284	0.255	ቀንስ
lessening	0.375	0.300	0.277	መቀነስ
lesser	0.396	0.167	0.211	ያነሰ
lesson	0.704	0.577	0.593	ትምህርት
lessor	0.552	0.490	0.623	አከራይ
let	0.427	0.373	0.307	ይሁን
lethal	0.156	0.800	0.745	ገዳይ
lethargic	0.214	0.245	0.375	ግድየለሽነት
lethargy	0.194	0.302	0.316	ግድየለሽነት
letter	0.635	0.279	0.342	ደብዳቤ
lettered	0.542	0.361	0.482	በደብዳቤ ተጽፏል
letterhead	0.450	0.316	0.462	የደብዳቤ ጭንቅላት
lettering	0.541	0.180	0.431	ፊደል መጻፍ
letters	0.663	0.327	0.364	ደብዳቤዎች
lettuce	0.594	0.163	0.291	ሰላጣ
leukemia	0.094	0.572	0.351	ሉኪሚያ
levee	0.520	0.324	0.490	levee
level	0.622	0.277	0.491	ደረጃ
lever	0.400	0.343	0.402	ማንሻ
leverage	0.459	0.500	0.629	ጥቅም ላይ ማዋል
levitate	0.561	0.598	0.551	ሌቪት
levy	0.438	0.420	0.491	ቀረጥ
lewd	0.188	0.673	0.412	ሴሰኛ
lexicon	0.561	0.463	0.615	መዝገበ ቃላት
ley	0.604	0.389	0.764	ሌይ
liabilities	0.429	0.608	0.694	እዳዎች
liability	0.646	0.500	0.802	ተጠያቂነት
liable	0.656	0.519	0.821	ተጠያቂ
liaison	0.698	0.337	0.472	ግንኙነት
liar	0.042	0.606	0.339	ውሸታም
libel	0.128	0.694	0.403	ስም ማጥፋት
libelous	0.125	0.735	0.436	ወራዳ
liberal	0.565	0.565	0.755	ሊበራል
liberalism	0.562	0.712	0.750	ሊበራሊዝም
liberate	0.760	0.632	0.708	ነጻ ማውጣት
liberated	0.780	0.630	0.683	ነጻ ወጣ
liberating	0.915	0.620	0.745	ነጻ ማውጣት
liberation	0.745	0.614	0.857	ነጻ ማውጣት
liberty	0.938	0.579	0.836	ነፃነት
libido	0.770	0.602	0.571	ሊቢዶ
librarian	0.625	0.135	0.509	የቤተመጽሐፍት ባለሙያ
library	0.776	0.122	0.549	ላይብረሪ
libretto	0.612	0.328	0.406	ሊብሬቶ
lice	0.133	0.500	0.194	ቅማል
license	0.500	0.394	0.702	ፈቃድ
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	ይልሱ
licorice	0.677	0.310	0.400	ሊኮርስ
lid	0.490	0.189	0.255	ክዳን
lie	0.130	0.725	0.272	ውሸት
liege	0.479	0.426	0.452	ሊዥ
lien	0.396	0.580	0.441	መዋሸት
lieu	0.427	0.410	0.312	ምትክ
lieutenant	0.594	0.612	0.920	ሌተናንት
life	0.918	0.615	0.824	ሕይወት
lifeblood	0.673	0.690	0.708	የሕይወት ደም
lifeboat	0.724	0.425	0.533	የሕይወት ጀልባ
lifeguard	0.870	0.606	0.786	የነፍስ አድን
lifeisgood	0.812	0.575	0.611	ህይወት መልካም ነው
lifeless	0.042	0.333	0.163	ሕይወት አልባ
lifelike	0.776	0.567	0.765	ሕይወት መሰል
lifeline	0.735	0.552	0.496	የህይወት መስመር
lifelong	0.823	0.330	0.640	የዕድሜ ልክ
lifer	0.427	0.519	0.398	ሕይወት ሰጪ
lifesaver	0.908	0.745	0.703	ሕይወት አድን
lifestyle	0.750	0.472	0.645	የአኗኗር ዘይቤ
lifesucks	0.167	0.637	0.377	ሕይወት ያማል
lifetime	0.816	0.559	0.736	የህይወት ዘመን
lift	0.704	0.518	0.656	ማንሳት
lifted	0.714	0.441	0.657	ተነስቷል
liftoff	0.531	0.667	0.588	መመንጠቅ
ligament	0.490	0.410	0.510	ጅማት
ligation	0.344	0.423	0.396	ligation
ligature	0.478	0.430	0.447	ligature
light	0.771	0.320	0.519	ብርሃን
light year	0.719	0.425	0.593	የብርሃን ዓመት
lightbulb	0.573	0.255	0.302	ብርሃን አምፖል
lighten	0.688	0.438	0.362	ማቅለል
lightheaded	0.347	0.620	0.255	ፈዘዝ ያለ
lighthouse	0.622	0.240	0.510	የመብራት ቤት
lighting	0.765	0.440	0.750	ማብራት
lightness	0.794	0.360	0.526	ቀላልነት
lightning	0.429	0.683	0.595	መብረቅ
lights	0.750	0.480	0.575	መብራቶች
lightweight	0.670	0.300	0.358	ቀላል ክብደት
likable	0.865	0.480	0.663	የሚወደድ
like	0.719	0.353	0.446	እንደ
likelihood	0.760	0.469	0.542	ዕድል
likely	0.633	0.356	0.454	አይቀርም
likeness	0.688	0.410	0.561	መመሳሰል
likewise	0.651	0.217	0.312	እንደዚሁም
liking	0.963	0.604	0.589	መውደድ
lilac	0.688	0.180	0.357	ሊilac
lily	0.640	0.245	0.263	ሊሊ
limb	0.510	0.397	0.427	እጅና እግር
limber	0.688	0.729	0.673	አንካሳ
limbo	0.385	0.284	0.309	ሊምቦ
lime	0.594	0.240	0.415	ኖራ
limelight	0.667	0.639	0.694	limelight
limestone	0.602	0.323	0.381	የኖራ ድንጋይ
limey	0.469	0.347	0.415	ሎሚ
limit	0.427	0.453	0.500	ገደብ
limitation	0.190	0.431	0.225	ገደብ
limited	0.229	0.273	0.380	የተወሰነ
limitless	0.688	0.574	0.655	ገደብ የለሽ
limo	0.760	0.367	0.667	ሊሞ
limousine	0.638	0.531	0.640	ሊሙዚን
limp	0.393	0.440	0.172	አንከስም።
lin	0.416	0.362	0.343	ሊን
line	0.541	0.180	0.353	መስመር
lineage	0.633	0.465	0.721	የዘር ሐረግ
lineal	0.521	0.170	0.474	መስመራዊ
linear	0.646	0.250	0.472	መስመራዊ
linebacker	0.490	0.660	0.543	የመስመር ተከላካይ
lined	0.438	0.367	0.424	የተሰለፈ
linen	0.656	0.323	0.286	የተልባ እግር
liner	0.469	0.396	0.400	መስመራዊ
lines	0.542	0.317	0.330	መስመሮች
lineup	0.635	0.427	0.638	ተሰለፉ
linger	0.480	0.311	0.412	የሚዘገይ
lingerie	0.543	0.463	0.308	የውስጥ ልብስ
lingering	0.630	0.643	0.667	የሚዘገይ
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	ቋንቋዊ
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	የቋንቋ ሊቅ
linguistic	0.646	0.351	0.618	የቋንቋ
linguistics	0.552	0.390	0.618	የቋንቋ ጥናት
lining	0.571	0.363	0.472	ሽፋን
link	0.427	0.264	0.491	አገናኝ
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	አንበሳ
lip	0.541	0.348	0.443	ከንፈር
liposuction	0.292	0.684	0.464	የከንፈር ቅባት
lipstick	0.653	0.429	0.306	ሊፕስቲክ
liquefaction	0.449	0.622	0.535	ፈሳሽነት
liquefied	0.562	0.463	0.342	ፈሳሽ
liqueur	0.670	0.612	0.389	አረቄ
liquid	0.562	0.235	0.307	ፈሳሽ
liquidate	0.327	0.654	0.664	ፈሳሽ
liquidation	0.417	0.625	0.649	ፈሳሽ ማውጣት
liquidator	0.354	0.663	0.750	ፈሳሽ አውጪ
liquidity	0.688	0.529	0.534	ፈሳሽነት
liquor	0.603	0.702	0.433	መጠጥ
lira	0.530	0.255	0.370	ሊራ
lisp	0.365	0.412	0.288	ልሳን
list	0.528	0.260	0.402	ዝርዝር
listen	0.771	0.360	0.445	አዳምጡ
listener	0.667	0.375	0.403	ሰሚ
listenting	0.640	0.377	0.491	ማዳመጥ
listing	0.438	0.273	0.432	መዘርዘር
listless	0.219	0.350	0.231	ዝርዝር አልባ
listneing	0.531	0.370	0.433	ማዳመጥ
litany	0.510	0.365	0.482	ሊታኒ
liter	0.573	0.208	0.382	ሊትር
literacy	0.730	0.306	0.638	ማንበብና መጻፍ
literal	0.570	0.353	0.574	ቃል በቃል
literally	0.571	0.353	0.673	በጥሬው
literary	0.719	0.324	0.667	ሥነ-ጽሑፋዊ
literature	0.708	0.250	0.598	ሥነ ጽሑፍ
lithe	0.656	0.596	0.602	ሊተ
lithium	0.417	0.330	0.430	ሊቲየም
lithograph	0.551	0.327	0.481	ሊቶግራፍ
lithography	0.561	0.346	0.473	ሊቶግራፊ
lithology	0.519	0.378	0.525	ሊቶሎጂ
lithosphere	0.473	0.333	0.689	lithosphere
litigant	0.219	0.577	0.696	ተከራካሪ
litigate	0.260	0.819	0.712	ሙግት
litigation	0.388	0.760	0.602	ሙግት
litigator	0.429	0.630	0.732	ተከራካሪ
litigious	0.360	0.736	0.632	ተከራካሪ
litter	0.255	0.551	0.110	ቆሻሻ
little	0.385	0.160	0.213	ትንሽ
littlethings	0.740	0.311	0.242	ትንንሽ ነገሮች
littoral	0.551	0.387	0.452	ሊቶራል
liturgy	0.490	0.327	0.568	የአምልኮ ሥርዓት
live	0.880	0.673	0.676	መኖር
livelife	0.792	0.624	0.664	መኖር
livelihood	0.698	0.481	0.721	መተዳደሪያ
lively	0.847	0.810	0.642	ሕያው
liven	0.708	0.713	0.673	የቀጥታ ስርጭት
liver	0.439	0.290	0.385	ጉበት
livery	0.510	0.417	0.429	ጉበት
livestock	0.729	0.420	0.519	የእንስሳት እርባታ
livid	0.469	0.788	0.490	ሊቪድ
living	0.865	0.608	0.727	መኖር
lizard	0.378	0.375	0.324	እንሽላሊት
llama	0.490	0.590	0.519	ላማ
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	ጭነት
loader	0.562	0.377	0.686	ጫኚ
loaf	0.755	0.250	0.277	ዳቦ
loafer	0.235	0.396	0.254	loafer
loam	0.469	0.373	0.673	loam
loan	0.552	0.480	0.352	ብድር
loath	0.135	0.714	0.445	መጸየፍ
loathe	0.094	0.730	0.429	መጸየፍ
loathful	0.068	0.740	0.358	አስጸያፊ
loathing	0.083	0.796	0.368	መጸየፍ
loathsome	0.120	0.694	0.343	አስጸያፊ
lobby	0.625	0.427	0.472	ሎቢ
lobbyist	0.385	0.527	0.565	ሎቢስት
lobe	0.459	0.364	0.352	ሎብ
lobotomy	0.296	0.598	0.402	ሎቦቶሚ
lobster	0.571	0.356	0.291	ሎብስተር
local	0.656	0.269	0.452	አካባቢያዊ
locale	0.449	0.387	0.352	አካባቢያዊ
locality	0.582	0.336	0.464	አካባቢ
localization	0.552	0.330	0.545	አካባቢያዊነት
localize	0.520	0.481	0.679	አካባቢያዊ ማድረግ
localized	0.490	0.460	0.621	የተተረጎመ
locate	0.583	0.520	0.786	አግኝ
location	0.615	0.375	0.546	አካባቢ
locator	0.480	0.426	0.614	አመልካች
loch	0.449	0.235	0.425	ሎች
lock	0.271	0.585	0.600	መቆለፍ
locker	0.439	0.300	0.393	መቆለፊያ
locket	0.615	0.327	0.616	መቆለፊያ
locksmith	0.510	0.417	0.491	መቆለፊያ ሰሪ
lockup	0.240	0.602	0.617	መቆለፍ
loco	0.306	0.774	0.226	ሎኮ
locomotion	0.470	0.600	0.595	መንቀሳቀስ
locomotive	0.542	0.650	0.721	ሎኮሞቲቭ
locust	0.479	0.412	0.417	አንበጣ
lode	0.365	0.423	0.318	ሎድ
lodge	0.656	0.356	0.474	ሎጅ
lodger	0.480	0.448	0.304	አስተናጋጅ
lodging	0.713	0.286	0.527	ማረፊያ
loft	0.510	0.378	0.343	ሰገነት
lofty	0.755	0.306	0.569	ከፍ ያለ
log	0.591	0.371	0.395	መዝገብ
logarithm	0.520	0.439	0.551	ሎጋሪዝም
logarithmic	0.469	0.458	0.606	ሎጋሪዝም
logic	0.646	0.245	0.819	አመክንዮ
logical	0.805	0.400	0.648	አመክንዮአዊ
logistics	0.633	0.500	0.730	ሎጂስቲክስ
logo	0.469	0.296	0.565	አርማ
logotype	0.480	0.337	0.509	የአርማ አይነት
loin	0.420	0.298	0.379	ወገብ
lollipop	0.628	0.483	0.357	ሎሊፖፕ
lone	0.198	0.204	0.367	ብቸኛ
loneliness	0.146	0.182	0.222	ብቸኝነት
lonely	0.250	0.226	0.238	ብቸኝነት
loner	0.347	0.152	0.221	ብቸኛ
lonesome	0.281	0.213	0.336	ብቸኝነት
long	0.541	0.353	0.543	ረጅም
longboat	0.551	0.454	0.490	ረጅም ጀልባ
longevity	0.750	0.353	0.745	ረጅም ዕድሜ
longing	0.604	0.434	0.560	ናፍቆት
longitude	0.479	0.310	0.516	ኬንትሮስ
longitudinal	0.542	0.398	0.582	ቁመታዊ
longitudinally	0.541	0.380	0.569	ቁመታዊ
longtime	0.362	0.442	0.546	ከረጅም ግዜ በፊት
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	ተመልከት
looker	0.583	0.354	0.451	ፈላጊ
lookout	0.698	0.538	0.639	ተመልከት
loom	0.531	0.245	0.325	ማሽኮርመም
looming	0.367	0.750	0.528	እያንዣበበ ነው።
loon	0.429	0.392	0.325	ሉን
loony	0.439	0.474	0.295	ሎኒ
loop	0.516	0.343	0.317	ሉፕ
loophole	0.406	0.755	0.491	ቀዳዳ
loopy	0.438	0.520	0.195	ሉፒ
loose	0.573	0.312	0.365	ልቅ
loosen	0.487	0.337	0.218	ፈታ
loosening	0.378	0.343	0.295	መፍታት
loot	0.604	0.711	0.537	ዘረፋ
lop	0.429	0.363	0.426	ሎፕ
lopsided	0.125	0.500	0.272	የተዘበራረቀ
lord	0.618	0.327	0.684	ጌታ
lords	0.571	0.356	0.781	ጌቶች
lordship	0.573	0.557	0.736	ጌትነት
lore	0.719	0.373	0.768	አፈ ታሪክ
lorry	0.521	0.481	0.402	ሎሪ
lose	0.115	0.538	0.176	ማጣት
loser	0.083	0.510	0.155	ተሸናፊ
losing	0.076	0.686	0.223	ማጣት
loss	0.062	0.567	0.211	ኪሳራ
lost	0.199	0.663	0.148	ጠፋ
lot	0.531	0.215	0.370	ብዙ
