English Word	Valence	Arousal	Dominance	Zulu Word
meter	0.438	0.300	0.463	imitha
meth	0.354	0.564	0.340	imithi
methadone	0.240	0.540	0.453	i-methadone
methane	0.290	0.460	0.569	i-methane
methanol	0.292	0.500	0.570	i-methanol
method	0.640	0.275	0.698	indlela
methodical	0.663	0.360	0.745	indlela
methodology	0.664	0.327	0.745	indlela yokwenza
meticulous	0.555	0.480	0.555	ngokucophelela
metime	0.531	0.398	0.417	isikhathi
metric	0.519	0.248	0.573	imethrikhi
metrical	0.521	0.375	0.482	imethrikhi
metrology	0.531	0.432	0.439	i-metrology
metropolis	0.656	0.625	0.779	idolobhakazi
metropolitan	0.387	0.408	0.723	idolobha elikhulu
mettle	0.667	0.529	0.750	mettle
mew	0.418	0.481	0.380	mwu
mezzanine	0.479	0.427	0.404	i-mezzanine
mica	0.531	0.250	0.314	imica
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	i-microbe
microbiology	0.571	0.378	0.560	i-microbiology
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	i-microcosm
microfilm	0.469	0.352	0.412	ifilimu encane
microgram	0.448	0.286	0.355	i-microgram
micrometer	0.573	0.358	0.394	i-micrometer
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	umbhobho
microscope	0.531	0.330	0.464	ngesibonakhulu
microscopic	0.360	0.327	0.433	i-microscopic
microscopically	0.623	0.370	0.412	nge-microscope
microscopy	0.500	0.339	0.455	i-microscopy
microwave	0.542	0.497	0.443	i-microwave
mid	0.500	0.315	0.356	phakathi
midair	0.633	0.413	0.455	imvula
midday	0.658	0.250	0.403	emini
middle	0.458	0.157	0.300	phakathi
middleman	0.500	0.404	0.452	umuntu ophakathi
middleweight	0.510	0.302	0.428	i-middleweight
midget	0.396	0.295	0.254	i-midget
midland	0.521	0.402	0.456	maphakathi nezwe
midlife	0.594	0.244	0.473	i-midlife
midline	0.332	0.224	0.330	umugqa ophakathi
midnight	0.562	0.470	0.545	phakathi kwamabili
midshipman	0.469	0.615	0.785	umd
midst	0.324	0.275	0.296	phakathi
midsummer	0.781	0.480	0.492	phakathi nehlobo
midterm	0.427	0.337	0.425	phakathi nesikhathi
midtown	0.479	0.442	0.538	phakathi nedolobha
midway	0.459	0.316	0.304	phakathi nendawo
midwife	0.531	0.570	0.453	umbelethisi
midwifery	0.510	0.570	0.459	ukubelethisa
mien	0.500	0.352	0.447	mina
miffed	0.204	0.726	0.429	miffed
mighty	0.855	0.837	0.936	enamandla
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	ikhanda elibuhlungu
migrate	0.415	0.580	0.454	fuduka
migration	0.492	0.731	0.566	ukufuduka
migratory	0.448	0.521	0.491	abafudukayo
mike	0.542	0.365	0.423	uMike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	mnene
mildew	0.344	0.250	0.241	isikhutha
mildness	0.827	0.226	0.311	ubumnene
mile	0.521	0.417	0.456	imayela
mileage	0.510	0.458	0.562	imayela
milestone	0.719	0.373	0.558	ingqopha-mlando
militant	0.418	0.667	0.750	impi
militants	0.260	0.673	0.652	izidlamlilo
military	0.396	0.710	0.875	ezempi
militia	0.396	0.729	0.769	amasosha
milk	0.817	0.270	0.327	ubisi
milkman	0.750	0.380	0.304	ubisi
milkshake	0.796	0.521	0.330	i-Milkshake
milky	0.517	0.283	0.311	ubisi
mill	0.531	0.382	0.347	isigayo
millennium	0.573	0.398	0.760	inkulungwane yeminyaka
milligram	0.429	0.217	0.302	imiligremu
millimeter	0.427	0.177	0.360	imilimitha
million	0.776	0.647	0.812	izigidi
millionaire	0.917	0.755	0.850	usozigidi
millionth	0.635	0.528	0.611	isigidi
millstone	0.510	0.433	0.492	itshe lokugaya
mime	0.455	0.235	0.302	ngimi
mimic	0.557	0.587	0.391	lingisa
mimicking	0.316	0.433	0.364	ukulingisa
mimicry	0.420	0.337	0.472	ukulingisa
mince	0.417	0.529	0.378	imince
mincemeat	0.396	0.435	0.358	inyama egayiwe
mind	0.650	0.388	0.627	ingqondo
minded	0.656	0.394	0.627	nengqondo
mindful	0.765	0.450	0.725	nengqondo
mindfulness	0.729	0.635	0.745	ukuqaphela
mindless	0.184	0.333	0.153	abangenangqondo
mine	0.688	0.418	0.578	okwami
minefield	0.188	0.839	0.684	indawo yemigodi
miner	0.408	0.594	0.644	umvukuzi
mineral	0.519	0.287	0.605	amaminerali
mineralogy	0.551	0.408	0.545	i-mineralogy
mingle	0.561	0.480	0.434	hlanganisa
mingled	0.521	0.392	0.357	kuhlangene
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	into encane
minibus	0.439	0.390	0.428	ibhasi elincane
minim	0.518	0.208	0.138	ubuncane
minimal	0.448	0.147	0.206	okuncane
minimize	0.360	0.236	0.311	nciphisa
minimized	0.458	0.137	0.208	incishisiwe
minimum	0.380	0.198	0.194	ubuncane
mining	0.633	0.598	0.554	izimayini
minion	0.490	0.430	0.167	umncane
minister	0.547	0.441	0.892	ungqongqoshe
ministerial	0.571	0.519	0.660	ubungqongqoshe
ministry	0.510	0.346	0.717	inkonzo
minivan	0.592	0.356	0.452	iveni elincane
mink	0.560	0.515	0.430	imink
minnow	0.541	0.367	0.364	minnow
minor	0.250	0.235	0.175	encane
minority	0.310	0.332	0.211	idlanzana
minstrel	0.458	0.541	0.397	umculi
mint	0.688	0.221	0.345	iminti
minty	0.635	0.292	0.361	iminti
minuscule	0.396	0.286	0.214	i-minuscule
minute	0.582	0.279	0.356	umzuzu
minutiae	0.323	0.257	0.316	iminutiae
minx	0.448	0.519	0.404	imix
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	isimangaliso
miracles	0.922	0.735	0.692	izimangaliso
miraculous	0.875	0.706	0.812	eyisimangaliso
mirage	0.546	0.487	0.562	insangu
mire	0.344	0.376	0.298	udaka
mirror	0.677	0.310	0.438	isibuko
mirth	0.888	0.640	0.608	injabulo
misappropriation	0.097	0.831	0.500	ukusetshenziswa kabi
misbehave	0.020	0.847	0.304	ziphathe kabi
misbehavior	0.031	0.704	0.269	ukungaziphathi kahle
miscalculation	0.177	0.490	0.353	ukubala kabi
miscarriage	0.042	0.781	0.312	ukuphuphuma kwesisu
miscellaneous	0.531	0.321	0.196	okuhlukahlukene
miscellany	0.500	0.412	0.384	okuhlukahlukene
mischief	0.385	0.834	0.292	ububi
mischievous	0.439	0.804	0.472	ononya
misconception	0.210	0.557	0.291	umbono oyiphutha
misconduct	0.061	0.667	0.304	ukungaziphathi kahle
misdemeanor	0.210	0.640	0.364	i-misdemeanor
misdirection	0.131	0.710	0.281	indlela engalungile
miser	0.208	0.633	0.311	umdlwembe
miserable	0.062	0.461	0.188	lusizi
miserably	0.280	0.545	0.150	ngokudabukisayo
misery	0.146	0.378	0.158	usizi
misfire	0.153	0.453	0.200	umlilo ongemuhle
misfit	0.173	0.500	0.393	ukungafaneleki
misfortune	0.094	0.780	0.311	ishwa
misguided	0.280	0.531	0.259	edukile
mishap	0.071	0.654	0.227	iphutha
misinformed	0.156	0.567	0.250	ukwaziswa okungeyikho
misinterpretation	0.112	0.556	0.360	ukuhunyushwa kabi
mislead	0.167	0.765	0.412	khohlisa
misleading	0.070	0.660	0.272	edukisayo
misled	0.177	0.606	0.353	edukile
mismanagement	0.094	0.520	0.295	ukungaphathi kahle
mismatch	0.250	0.459	0.282	ukungafani
mismatched	0.250	0.557	0.302	akufani
misnomer	0.296	0.528	0.284	igama elingelona iqiniso
misplace	0.229	0.461	0.191	indawo engafanele
misplaced	0.247	0.450	0.324	ibekwe kabi
misread	0.115	0.558	0.315	ukufunda kabi
misrepresent	0.198	0.542	0.418	khuluma kabi
misrepresentation	0.323	0.618	0.518	ukuhlanekezela amaqiniso
misrepresented	0.042	0.519	0.466	ikhulume kabi
miss	0.573	0.490	0.408	miss
missile	0.240	0.830	0.764	umcibisholo
missiles	0.070	0.922	0.830	imicibisholo
missing	0.306	0.418	0.222	engekho
missingyou	0.260	0.471	0.377	Ngiyakukhumbula
mission	0.765	0.633	0.870	umsebenzi
missionary	0.729	0.404	0.596	isithunywa sevangeli
misspell	0.292	0.423	0.281	ukupela kabi
misstatement	0.302	0.547	0.221	isitatimende esiyiphutha
missy	0.521	0.480	0.333	imisi
mist	0.375	0.194	0.221	inkungu
mistake	0.208	0.585	0.102	iphutha
mistaken	0.131	0.630	0.212	ngephutha
mister	0.604	0.406	0.663	mnumzane
mistletoe	0.542	0.470	0.324	i-mistletoe
mistreated	0.010	0.792	0.200	ukuphathwa kabi
mistress	0.630	0.796	0.694	unkosikazi
mistrial	0.427	0.539	0.536	ukuhlukumeza
mistrust	0.135	0.657	0.231	ukungathembani
misty	0.427	0.451	0.278	inkungu
misunderstand	0.177	0.548	0.382	ukungaqondi
misunderstanding	0.112	0.618	0.284	ukungaqondi
misunderstood	0.177	0.625	0.309	engaqondwa kahle
misuse	0.083	0.560	0.196	ukusetshenziswa kabi
mite	0.290	0.584	0.271	izimbuzane
miter	0.458	0.500	0.414	isigqoko
mitigate	0.506	0.427	0.456	nciphisa
mitigating	0.551	0.520	0.600	ukunciphisa
mitigation	0.448	0.527	0.423	ukunciphisa
mitt	0.406	0.183	0.264	imit
mitten	0.531	0.330	0.408	imitten
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	hlanganisa
mixed	0.510	0.346	0.444	okuxubile
mixedemotions	0.440	0.673	0.430	imizwa exubile
mixer	0.562	0.500	0.556	umxube
mixture	0.546	0.360	0.481	ingxube
mnemonic	0.531	0.480	0.452	i-mnemonic
moan	0.357	0.735	0.352	bubula
moat	0.398	0.380	0.314	umsele
mob	0.296	0.788	0.567	isixuku
mobile	0.615	0.569	0.481	iselula
mobility	0.700	0.596	0.654	ukuhamba
mobilization	0.688	0.720	0.787	ukugqugquzela
mobilize	0.604	0.684	0.727	hlanganisa
mobster	0.188	0.870	0.638	umgulukudu
mocha	0.500	0.396	0.311	mocha
mock	0.360	0.606	0.618	bhuqa
mocked	0.225	0.746	0.204	usulu
mockery	0.094	0.806	0.181	inhlekisa
mocking	0.082	0.755	0.394	ukubhuqa
mockingbird	0.513	0.337	0.423	inyoni ehlekisayo
mod	0.458	0.367	0.384	imodi
modal	0.592	0.264	0.461	imodeli
modality	0.633	0.404	0.527	indlela
mode	0.531	0.185	0.367	imodi
model	0.607	0.388	0.723	imodeli
modeler	0.500	0.510	0.730	ummodeli
modeling	0.684	0.404	0.490	ukumodela
modem	0.573	0.355	0.500	imodemu
moderate	0.582	0.190	0.453	maphakathi
moderate anticipation	0.667	0.451	0.574	ukulindela okumaphakathi
moderate disgust	0.229	0.558	0.381	ukunengeka okumaphakathi
moderate negative	0.177	0.500	0.306	i-negative emaphakathi
moderate positive	0.896	0.453	0.753	okumaphakathi okuhle
moderate surprise	0.776	0.663	0.637	ukumangala okuphakathi
moderate trust	0.677	0.350	0.773	ukwethembana okumaphakathi
moderately	0.604	0.264	0.500	ngokulingene
moderating	0.667	0.402	0.783	ukulinganisa
moderation	0.531	0.240	0.453	ukulinganisela
moderator	0.519	0.354	0.802	umongameli
modern	0.855	0.423	0.691	yesimanje
modernism	0.760	0.553	0.703	isimanjemanje
modest	0.760	0.130	0.412	enesizotha
modesty	0.778	0.240	0.500	isizotha
modicum	0.234	0.417	0.327	i-modicum
modifiable	0.541	0.422	0.373	engalungiseka
modification	0.480	0.520	0.625	ukuguqulwa
modified	0.561	0.458	0.693	ilungisiwe
modify	0.458	0.584	0.625	guqula
modulate	0.673	0.343	0.555	lungisa
modulation	0.458	0.365	0.565	ukuguquguquka
module	0.582	0.388	0.571	imojula
modulus	0.622	0.304	0.481	imoduli
mogul	0.510	0.652	0.865	i-mogul
moiety	0.378	0.343	0.454	ingxenye
moist	0.470	0.316	0.386	manzi
moisture	0.406	0.398	0.327	umswakama
moisturizer	0.750	0.280	0.386	okokuthambisa
molar	0.544	0.426	0.350	i-molar
molasses	0.490	0.269	0.286	ama-molasses
mold	0.330	0.274	0.402	isikhunta
molded	0.667	0.361	0.373	bunjiwe
molding	0.552	0.308	0.546	ukubumba
moldy	0.235	0.387	0.250	sikhuntile
mole	0.436	0.377	0.352	imvukuzane
molecular	0.495	0.440	0.536	amangqamuzana
molecule	0.531	0.259	0.375	ingqamuzana
molest	0.133	0.816	0.319	hlukumeza
molestation	0.102	0.808	0.407	ukunukubeza
molester	0.143	0.811	0.478	umnukubezi
molten	0.417	0.490	0.339	encibilikisiwe
mom	0.927	0.336	0.639	umama
moment	0.604	0.435	0.509	umzuzu
momentary	0.562	0.271	0.330	okwesikhashana
momentous	0.792	0.587	0.760	ebalulekile
momentum	0.663	0.750	0.688	umfutho
momma	0.833	0.412	0.527	umama
mommy	0.854	0.353	0.422	umama
monad	0.510	0.482	0.451	i-monad
monarch	0.583	0.559	0.870	inkosi
monarchy	0.450	0.557	0.870	ubukhosi
monastery	0.694	0.183	0.726	indlu yezindela
monastic	0.438	0.314	0.676	i-monastic
monetary	0.583	0.494	0.716	ngokwemali
money	0.844	0.608	0.827	imali
mongoloid	0.177	0.364	0.317	Mongoloid
mongoose	0.327	0.380	0.546	i-mongoose
mongrel	0.425	0.438	0.395	i-engrel
monitor	0.490	0.298	0.538	qapha
monk	0.472	0.208	0.439	indela
monkey	0.548	0.449	0.283	inkawu
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	i-monochrome
monogamous	0.510	0.335	0.402	umfazi oyedwa
monogamy	0.542	0.380	0.455	umfazi oyedwa
monogram	0.480	0.210	0.425	i-monogram
monogrammed	0.503	0.270	0.402	i-monogram
monograph	0.500	0.242	0.481	i-monograph
monolayer	0.427	0.294	0.433	i-monolayer
monolith	0.429	0.327	0.500	i-monolith
monologue	0.500	0.284	0.534	i-monologue
monopolist	0.330	0.590	0.725	i-monopolist
monopoly	0.449	0.509	0.640	ukubusa yedwa
monotonous	0.354	0.221	0.400	oyisidina
monotony	0.398	0.135	0.353	i-monotony
monoxide	0.433	0.430	0.490	i-monoxide
monsieur	0.552	0.340	0.623	umhlengikazi
monsoon	0.358	0.600	0.481	imvula
monster	0.133	0.935	0.596	inunu
monstrosity	0.094	0.933	0.611	ubuhlanya
monstrous	0.094	0.942	0.649	ezesabekayo
montage	0.438	0.520	0.388	i-montage
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	inyanga
monthly	0.622	0.314	0.364	njalo ngenyanga
monument	0.833	0.404	0.811	itshe lesikhumbuzo
monumental	0.656	0.594	0.955	eyisikhumbuzo
moo	0.438	0.355	0.300	moo
mooch	0.378	0.413	0.309	mookh
mood	0.720	0.500	0.500	isimo sengqondo
moods	0.578	0.633	0.491	imizwa
moody	0.245	0.811	0.595	isimo
moon	0.673	0.233	0.547	inyanga
moonbeam	0.700	0.290	0.491	ucwebe lwenyanga
moonlight	0.865	0.264	0.409	ukukhanya kwenyanga
moonlit	0.873	0.269	0.508	ukukhanya kwenyanga
moonshine	0.633	0.389	0.491	ukukhanya kwenyanga
moonstruck	0.583	0.438	0.407	i-monstruck
moonwalk	0.615	0.586	0.525	inyanga
moor	0.311	0.464	0.378	inkomo
moored	0.344	0.500	0.417	eboshiwe
mooring	0.323	0.490	0.444	ukubongela
moorings	0.406	0.500	0.516	ama-morings
moorland	0.490	0.370	0.456	moorland
moose	0.648	0.373	0.318	i-moose
moot	0.344	0.500	0.615	i-moot
mooted	0.388	0.580	0.463	ezwakalisa imizwa
mop	0.396	0.442	0.296	mop
mope	0.406	0.309	0.345	mope
moped	0.582	0.582	0.554	moped
moral	0.700	0.459	0.796	zokuziphatha
morale	0.729	0.158	0.792	isimilo
morality	0.750	0.408	0.759	ukuziphatha kahle
morals	0.646	0.430	0.611	ukuziphatha
morass	0.387	0.348	0.375	i-moss
moratorium	0.337	0.427	0.373	ukumisa
moray	0.510	0.402	0.463	moray
morbid	0.090	0.833	0.395	ukugula
morbidity	0.370	0.630	0.443	ukugula
morbidness	0.120	0.694	0.339	ukugula
mores	0.582	0.317	0.684	okuningi
morgue	0.022	0.539	0.241	indawo yokugcina izidumbu
moribund	0.083	0.488	0.167	ukufa
morn	0.542	0.284	0.345	ekuseni
morning	0.688	0.235	0.444	ekuseni
moron	0.133	0.587	0.183	umkhovu
moronic	0.122	0.500	0.224	i-monic
morose	0.240	0.663	0.264	morose
morph	0.448	0.469	0.451	i-morph
morphine	0.229	0.490	0.496	i-morphine
morphism	0.398	0.549	0.386	i-morphism
morphology	0.516	0.373	0.639	i-morphology
morrow	0.708	0.314	0.490	kusasa
morsel	0.490	0.296	0.400	ucezu
mortal	0.196	0.786	0.510	ofayo
mortality	0.229	0.726	0.518	ukufa
mortar	0.333	0.627	0.562	udaka
mortgage	0.255	0.408	0.537	imali yendlu
mortgagee	0.418	0.633	0.723	isibambiso
mortgagor	0.431	0.522	0.490	umbolekisi
mortician	0.104	0.429	0.275	udokotela wezidumbu
mortification	0.135	0.644	0.404	ukuhlukumezeka
mortified	0.073	0.731	0.270	ukuhlukumezeka
mortuary	0.133	0.606	0.427	indawo yokugcina izidumbu
mosaic	0.635	0.250	0.302	i-mosaic
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	umiyane
moss	0.235	0.270	0.245	ubulembu
mossy	0.375	0.329	0.286	mossy
mote	0.375	0.388	0.260	incwajana
motel	0.531	0.372	0.450	imotela
moth	0.323	0.350	0.196	inundu
mother	0.931	0.408	0.725	umama
motherfucker	0.122	0.827	0.351	umfene
motherfucking	0.071	0.823	0.373	ukubhebha umama
motherhood	0.844	0.546	0.667	ubumama
motherland	0.677	0.375	0.731	izwe likamama
motherless	0.163	0.541	0.337	abangenamama
motherly	0.927	0.324	0.710	okomama
motif	0.688	0.481	0.527	motif
motion	0.667	0.538	0.657	umnyakazo
motionless	0.323	0.210	0.246	enganyakazi
motivate	0.812	0.776	0.873	gqugquzela
motivating	0.958	0.820	0.787	ekhuthazayo
motivation	0.854	0.784	0.802	ugqozi
motivational	0.906	0.646	0.858	okukhuthazayo
motive	0.667	0.588	0.663	isisusa
motley	0.480	0.398	0.412	i-motley
motor	0.531	0.551	0.648	imoto
motorbike	0.552	0.608	0.616	isithuthuthu
motorboat	0.677	0.500	0.390	isikebhe
motorcade	0.708	0.730	0.593	isithuthuthu
motorcar	0.694	0.565	0.682	imoto
motorcycle	0.677	0.764	0.713	isithuthuthu
motorist	0.562	0.663	0.578	umshayeli wezimoto
motte	0.481	0.389	0.370	i-motte
mottled	0.380	0.336	0.295	namabala
motto	0.688	0.317	0.439	isiqubulo
mould	0.357	0.176	0.246	isikhunta
mound	0.520	0.481	0.509	indunduma
mount	0.500	0.292	0.348	intaba
mountain	0.698	0.408	0.649	intaba
mountaineer	0.635	0.774	0.535	umqwali wezintaba
mountainous	0.635	0.519	0.612	izintaba
mountains	0.766	0.433	0.569	izintaba
mountaintop	0.653	0.541	0.713	isiqongo sentaba
mourn	0.056	0.583	0.150	khala
mournful	0.180	0.441	0.188	elilile
mourning	0.177	0.490	0.266	ukulila
mouse	0.427	0.441	0.206	igundane
mousetrap	0.180	0.643	0.330	ugibe lwamagundane
mousse	0.604	0.336	0.368	i-mousse
moustache	0.470	0.236	0.409	amadevu
mousy	0.480	0.413	0.339	mousy
mouth	0.734	0.294	0.336	umlomo
mouthful	0.609	0.565	0.389	umlomo
mouthpiece	0.573	0.346	0.393	umlomo
mouthwash	0.438	0.385	0.352	ukugeza umlomo
movable	0.469	0.509	0.500	ezinyakazayo
move	0.656	0.647	0.670	hambisa
movement	0.656	0.654	0.658	ukunyakaza
mover	0.615	0.539	0.466	umhambisi
movie	0.792	0.560	0.471	imuvi
movies	0.724	0.426	0.472	amamuvi
moving	0.479	0.673	0.358	ezihambayo
movingforward	0.857	0.518	0.848	Qhubekela phambili
movingon	0.490	0.529	0.435	siqhubekela phambili
mow	0.420	0.559	0.393	gunda
mower	0.458	0.510	0.368	umshini wokugunda
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	i-mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	okudingeka kakhulu
mucis	0.398	0.418	0.420	umculo
muck	0.347	0.423	0.272	muck
mucked	0.184	0.500	0.373	kuthulekile
mucous	0.330	0.296	0.293	amafinyila
mucus	0.143	0.309	0.228	amafinyila
mud	0.333	0.260	0.185	udaka
muddle	0.184	0.710	0.336	isiphithiphithi
muddled	0.250	0.615	0.263	kuxovekile
muddy	0.292	0.400	0.283	enodaka
muff	0.542	0.335	0.314	muff
muffin	0.684	0.430	0.306	i-muffin
muffled	0.479	0.330	0.421	buthule
muffler	0.357	0.407	0.454	i-muffler
mug	0.542	0.214	0.382	inkomishi
mugger	0.125	0.850	0.500	umgulukudu
mulberry	0.469	0.315	0.361	amajikijolo
mulch	0.349	0.361	0.383	imboza ngabo izithombo zezihlahla
mule	0.320	0.337	0.254	umnyuzi
mull	0.663	0.340	0.594	mull
mullet	0.521	0.356	0.377	umulethi
multilateral	0.500	0.469	0.705	amazwe amaningi
multimedia	0.611	0.390	0.607	i-multimedia
multinational	0.656	0.510	0.842	amazwe ngamazwe
multiple	0.660	0.510	0.578	amaningi
multiple sclerosis	0.188	0.587	0.483	i-multiple sclerosis
multiplex	0.610	0.590	0.667	i-multiplex
multiplication	0.646	0.565	0.762	ukuphindaphinda
multiplicity	0.677	0.490	0.777	ubuningi
multiplied	0.802	0.559	0.729	phindaphindeka
multiplier	0.643	0.615	0.741	isiphindaphinda
multiply	0.802	0.625	0.777	nande
multitude	0.562	0.765	0.847	isixuku
mum	0.802	0.317	0.698	umama
mumble	0.292	0.444	0.245	khuluma
mumbo	0.429	0.506	0.336	umumbu
mummy	0.400	0.588	0.415	umama
mumps	0.099	0.410	0.311	imvukuzane
munch	0.541	0.277	0.434	munch
munchies	0.562	0.470	0.491	ama-munchies
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	okwejwayelekile
municipal	0.625	0.390	0.758	kamasipala
municipality	0.569	0.280	0.614	umasipala
mural	0.551	0.265	0.454	umdwebo osesithombeni
murder	0.061	0.942	0.615	ukubulala
murderer	0.010	0.960	0.650	umbulali
murderess	0.041	0.941	0.462	umbulali
murderous	0.017	0.940	0.682	bulalayo
murky	0.143	0.618	0.370	mnyama
murmur	0.458	0.520	0.200	bubula
muscle	0.359	0.490	0.645	umsipha
muscular	0.531	0.434	0.577	kwemisipha
muse	0.760	0.360	0.509	umnyuziyamu
muses	0.714	0.434	0.571	iminyuziyamu
museum	0.792	0.206	0.481	imnyuziyamu
mush	0.500	0.311	0.125	umkhovu
mushroom	0.490	0.274	0.269	ikhowe
mushy	0.520	0.200	0.182	mushy
music	0.833	0.563	0.605	umculo
musical	0.908	0.630	0.530	okomculo
musician	0.816	0.509	0.618	umculi
musing	0.740	0.151	0.465	ukukhumbula
musk	0.469	0.454	0.453	musk
musket	0.260	0.654	0.510	musket
musketeer	0.694	0.569	0.705	i-musketeer
muskrat	0.439	0.510	0.368	muskrat
muslin	0.439	0.304	0.352	muslin
muss	0.418	0.438	0.302	umus
must	0.408	0.382	0.441	kufanele
mustang	0.635	0.642	0.708	umustang
mustard	0.500	0.346	0.275	lwesinaphi
muster	0.635	0.460	0.548	ukuqoqa
musty	0.354	0.367	0.267	ukhuni
mutable	0.426	0.531	0.491	eguquguqukayo
mutant	0.337	0.676	0.573	iguqukayo
mutate	0.281	0.548	0.463	shintsha
mutation	0.365	0.625	0.611	ukuguquka kwezakhi zofuzo
mute	0.271	0.200	0.250	yisimungulu
muted	0.260	0.167	0.162	ithulisiwe
mutilate	0.125	0.900	0.465	limaza
mutilated	0.041	0.841	0.356	zicwiywe izitho zomzimba
mutilation	0.122	0.782	0.456	ukucwiywa kwezitho
mutiny	0.323	0.890	0.549	ukuvukela umbuso
mutt	0.418	0.408	0.387	mutt
mutter	0.406	0.427	0.228	vungama
mutton	0.427	0.283	0.393	inyama yemvu
mutual	0.729	0.321	0.464	mutual
mutually	0.844	0.490	0.582	ngokuhlanganyela
muzzle	0.388	0.430	0.232	umlomo
myfavorite	0.812	0.587	0.615	intandokazi yami
myopia	0.245	0.387	0.226	i-myopia
myopic	0.344	0.396	0.218	i-myopic
myriad	0.480	0.429	0.550	izinkulungwane
mysterious	0.448	0.699	0.455	ongaqondakali
mystery	0.417	0.667	0.519	imfihlakalo
mystic	0.643	0.520	0.535	ongaqondakali
mystical	0.594	0.443	0.689	ongaqondakali
mysticism	0.594	0.598	0.423	imfihlakalo
mystified	0.344	0.600	0.509	okungaqondakali
mystique	0.668	0.633	0.667	i-mystique
myth	0.458	0.432	0.338	inganekwane
mythic	0.635	0.528	0.645	inganekwane
mythical	0.625	0.556	0.583	inganekwane
mythological	0.760	0.573	0.658	inganekwane
mythology	0.684	0.439	0.688	inganekwane
nab	0.469	0.544	0.407	nab
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	nag
nail	0.469	0.397	0.282	isipikili
nail gun	0.378	0.806	0.574	isibhamu sezinzipho
naive	0.406	0.260	0.375	nave
naked	0.323	0.885	0.288	nqunu
nakedness	0.480	0.760	0.350	ubunqunu
namaste	0.719	0.255	0.464	namaste
name	0.573	0.300	0.415	igama
named	0.562	0.396	0.565	okuthiwa
nameless	0.344	0.280	0.164	engenamagama
namesake	0.418	0.327	0.404	igama
naming	0.667	0.410	0.559	ukuqamba amagama
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	umzanyana
nanometer	0.375	0.356	0.446	i-nanometer
nap	0.660	0.098	0.342	isihlwathi
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nape
napkin	0.469	0.142	0.209	i-napkin
napping	0.765	0.046	0.306	ukulala
nappy	0.529	0.333	0.207	inabukeni
narcissism	0.214	0.639	0.540	i-narcissism
narcissist	0.173	0.614	0.629	umnaki
narcissistic	0.323	0.708	0.655	i-narcissistic
narcotic	0.102	0.858	0.450	izidakamizwa
narrate	0.541	0.480	0.473	landisa
narration	0.622	0.408	0.551	ukulandisa
narrative	0.580	0.303	0.443	ukulandisa
narrator	0.673	0.430	0.623	umxoxi
narrow	0.260	0.368	0.356	emincane
narrowing	0.354	0.593	0.357	ukuncipha
nasal	0.479	0.340	0.330	emakhaleni
nascent	0.684	0.373	0.585	iqala
nasty	0.115	0.620	0.264	kubi
natal	0.755	0.462	0.481	kokubeletha
nation	0.594	0.443	0.821	isizwe
national	0.698	0.365	0.663	kazwelonke
