English Word	Valence	Arousal	Dominance	Greek Word
livelife	0.792	0.624	0.664	ζήσε τη ζωή
livelihood	0.698	0.481	0.721	βιοπορισμός
lively	0.847	0.810	0.642	ζωηρός
liven	0.708	0.713	0.673	ζωηρεύω
liver	0.439	0.290	0.385	συκώτι
livery	0.510	0.417	0.429	διατροφή ή μίσθωσις ίππων
livestock	0.729	0.420	0.519	ζώα
livid	0.469	0.788	0.490	πελιδνός
living	0.865	0.608	0.727	ζωή
lizard	0.378	0.375	0.324	σαύρα
llama	0.490	0.590	0.519	είδος μικρής καμήλας
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	φορτώνω
loader	0.562	0.377	0.686	φορτωτής
loaf	0.755	0.250	0.277	φρατζόλα
loafer	0.235	0.396	0.254	αργόσχολος
loam	0.469	0.373	0.673	παχύ χώμα
loan	0.552	0.480	0.352	δάνειο
loath	0.135	0.714	0.445	ακούσιος
loathe	0.094	0.730	0.429	σιχαίνομαι
loathful	0.068	0.740	0.358	αηδής
loathing	0.083	0.796	0.368	σιχαμάρα
loathsome	0.120	0.694	0.343	απεχθής
lobby	0.625	0.427	0.472	αίθουσα
lobbyist	0.385	0.527	0.565	εργαζόμενος παρασκηνιακώς
lobe	0.459	0.364	0.352	λοβός
lobotomy	0.296	0.598	0.402	λοβοτομή
lobster	0.571	0.356	0.291	αστακός
local	0.656	0.269	0.452	τοπικός
locale	0.449	0.387	0.352	μικρός λοβός
locality	0.582	0.336	0.464	τοποθεσία
localization	0.552	0.330	0.545	εντοπισμός
localize	0.520	0.481	0.679	εντοπίζω
localized	0.490	0.460	0.621	εντοπισμένη
locate	0.583	0.520	0.786	εγκατάσταση
location	0.615	0.375	0.546	τοποθεσία
locator	0.480	0.426	0.614	τοποθετών
loch	0.449	0.235	0.425	λίμνη
lock	0.271	0.585	0.600	κλειδαριά
locker	0.439	0.300	0.393	ερμάριο
locket	0.615	0.327	0.616	μεταλλιοθήκη
locksmith	0.510	0.417	0.491	κλειδαράς
lockup	0.240	0.602	0.617	κλειδώνω
loco	0.306	0.774	0.226	τρελλός
locomotion	0.470	0.600	0.595	μετακίνηση
locomotive	0.542	0.650	0.721	κινητήριος
locust	0.479	0.412	0.417	ακρίδα
lode	0.365	0.423	0.318	φλεψ μετάλλου
lodge	0.656	0.356	0.474	οίκημα
lodger	0.480	0.448	0.304	ένοικος
lodging	0.713	0.286	0.527	κατάλυμα
loft	0.510	0.378	0.343	πατάρι
lofty	0.755	0.306	0.569	υψηλός
log	0.591	0.371	0.395	κούτσουρο
logarithm	0.520	0.439	0.551	λογάριθμος
logarithmic	0.469	0.458	0.606	λογαριθμική
logic	0.646	0.245	0.819	λογική
logical	0.805	0.400	0.648	λογικός
logistics	0.633	0.500	0.730	επιμελητεία
logo	0.469	0.296	0.565	λογότυπο
logotype	0.480	0.337	0.509	λογότυπο
loin	0.420	0.298	0.379	νεφρική χώρα
lollipop	0.628	0.483	0.357	γλειφιτζούρι
lone	0.198	0.204	0.367	μοναχικός
loneliness	0.146	0.182	0.222	μοναξιά
lonely	0.250	0.226	0.238	μοναχικός
loner	0.347	0.152	0.221	μοναχικός
lonesome	0.281	0.213	0.336	έρημος
long	0.541	0.353	0.543	μακρύς
longboat	0.551	0.454	0.490	μεγαλύτερα λέμβος πλοίου
longevity	0.750	0.353	0.745	μακροζωία
longing	0.604	0.434	0.560	λαχτάρα
longitude	0.479	0.310	0.516	γεωγραφικό μήκος
longitudinal	0.542	0.398	0.582	γεωγραφικού μήκους
longitudinally	0.541	0.380	0.569	κατά μήκος
longtime	0.362	0.442	0.546	πολύς καιρός
loo	0.385	0.357	0.283	τουαλέτα
look	0.719	0.429	0.615	Κοίτα
looker	0.583	0.354	0.451	βλέπων
lookout	0.698	0.538	0.639	επιφυλακή
loom	0.531	0.245	0.325	αργαλειός
looming	0.367	0.750	0.528	διαφαινόμενος
loon	0.429	0.392	0.325	χελώνα
loony	0.439	0.474	0.295	ανισόρροπος
loop	0.516	0.343	0.317	βρόχος
loophole	0.406	0.755	0.491	πολεμίστρα
loopy	0.438	0.520	0.195	βρόχο
loose	0.573	0.312	0.365	Χαλαρά
loosen	0.487	0.337	0.218	αμολάω
loosening	0.378	0.343	0.295	χαλάρωση
loot	0.604	0.711	0.537	λάφυρο
lop	0.429	0.363	0.426	κρέμαμαι
lopsided	0.125	0.500	0.272	μονόπλευρη
lord	0.618	0.327	0.684	άρχοντας
lords	0.571	0.356	0.781	άρχοντες
lordship	0.573	0.557	0.736	αρχοντιά
lore	0.719	0.373	0.768	λαϊκές παραδόσεις
lorry	0.521	0.481	0.402	είδος φορτηγού κάρρου
lose	0.115	0.538	0.176	χάνω
loser	0.083	0.510	0.155	ηττημένος
losing	0.076	0.686	0.223	χάνοντας
loss	0.062	0.567	0.211	απώλεια
lost	0.199	0.663	0.148	χαμένος
lot	0.531	0.215	0.370	παρτίδα
lotion	0.724	0.261	0.188	λοσιόν
lots	0.604	0.417	0.424	πλήθος
lottery	0.771	0.731	0.491	λαχείο
lotto	0.760	0.635	0.475	είδος τυχαιρού παιχνιδιού
lotus	0.604	0.377	0.510	λωτός
loud	0.573	0.650	0.870	μεγαλόφωνος
loudly	0.541	0.755	0.667	δυνατά
loudmouth	0.337	0.615	0.456	μεγαλόστομος
loudness	0.350	0.582	0.620	ηχηρότητα
loudspeaker	0.490	0.735	0.689	μεγάφωνο
lounge	0.592	0.245	0.466	σαλόνι
lounging	0.735	0.167	0.449	χαλαρώνοντας
louse	0.184	0.439	0.154	ψείρα
lousy	0.125	0.482	0.234	απαίσιος
lovable	0.948	0.335	0.565	αξιαγάπητος
love	1.000	0.519	0.673	αγάπη
loved	0.927	0.452	0.582	αγαπημενος
lovee	0.949	0.592	0.611	αγαπώ
loveee	0.927	0.592	0.693	αγαπητέ
loveless	0.102	0.365	0.216	χωρίς αγάπη
lovelife	0.837	0.610	0.592	αγαπώ τη ζωή
loveliness	0.959	0.509	0.750	ωραιότητα
lovelovelove	0.948	0.582	0.554	αγάπη αγάπη αγάπη
lovely	0.917	0.456	0.741	ωραίος
lovemaking	0.969	0.927	0.814	Λατρεύω να φτιάχνω
lovemylife	0.896	0.800	0.573	αγαπώ την ζωή μου
lover	0.881	0.816	0.750	εραστής
lovesick	0.796	0.842	0.500	έρωτας
lovethis	0.867	0.552	0.526	αγαπώ αυτό
loving	0.948	0.612	0.636	τρυφερός
lovinglife	0.979	0.404	0.673	ερωτική ζωή
lovinlife	0.714	0.460	0.544	η αγαπημένη ζωή
low	0.292	0.220	0.102	χαμηλός
lowdown	0.306	0.441	0.441	πρόστυχος
lower	0.327	0.296	0.258	πιο χαμηλα
lowering	0.286	0.363	0.236	χαμηλώνοντας
lowest	0.312	0.304	0.129	χαμηλότερο
lowlands	0.323	0.290	0.331	πεδιάς
lowlife	0.296	0.529	0.309	χαμηλή ζωή
lowly	0.562	0.294	0.417	ταπεινός
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	πιστός
loyalty	0.885	0.406	0.793	αφοσίωση
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	λιπαντικό
lubricant	0.656	0.550	0.454	λιπαντική ουσία
lubricate	0.552	0.490	0.470	λιπαίνω
lubrication	0.624	0.646	0.491	λάδωμα
lucid	0.771	0.490	0.705	διαυγής
luck	0.854	0.490	0.717	τυχη
luckiest	0.917	0.690	0.852	πιο τυχερός
lucky	0.960	0.610	0.793	τυχερός
luckygirl	0.781	0.712	0.471	τυχερό κορίτσι
lucrative	0.729	0.519	0.798	επικερδής
ludicrous	0.137	0.553	0.274	γελοίος
lug	0.344	0.443	0.340	λοβός
luggage	0.561	0.226	0.319	αποσκευές
lukewarm	0.573	0.300	0.241	χλιαρός
lull	0.602	0.130	0.402	νανουρίζω
lullaby	0.796	0.156	0.339	νανούρισμα
lumbar	0.323	0.418	0.342	οσφυϊκή περιοχή
lumber	0.517	0.184	0.373	ξυλεία
lumbering	0.354	0.561	0.655	ξύλευση
lumberjack	0.500	0.660	0.726	ξυλοκόπος
luminescent	0.796	0.550	0.526	φωτοβόλος
luminous	0.918	0.392	0.783	φωτεινός
lump	0.438	0.337	0.463	μάζα
lumpy	0.271	0.378	0.365	έχων εξογκώματα
lunacy	0.132	0.847	0.330	παραφροσύνη
lunar	0.562	0.296	0.427	σεληνιακός
lunatic	0.125	0.792	0.442	θεοπάλαβος
lunch	0.880	0.410	0.542	μεσημεριανό
lunchbox	0.663	0.346	0.346	κουτί μεσημεριανού γεύματος
luncheon	0.837	0.240	0.441	μεσημεριανό γεύμα
lunchtime	0.896	0.398	0.444	ώρα για μεσημεριανό
lung	0.510	0.292	0.629	πνεύμονας
lunge	0.354	0.721	0.509	ξιφίζω
lungs	0.531	0.352	0.555	πνεύμονες
lurch	0.404	0.694	0.363	δύσκολη θέση
lure	0.439	0.565	0.300	δέλεαρ
lurid	0.186	0.833	0.536	μακάβριος
lurk	0.219	0.740	0.655	ενεδρεύω
lurking	0.421	0.781	0.575	δόλιος
luscious	0.885	0.552	0.545	γλυκύτατος
lush	0.740	0.783	0.833	πλούσια βλάστηση
lust	0.469	0.944	0.518	λαγνεία
luster	0.833	0.566	0.558	λάμψη
lustful	0.427	0.896	0.643	λάγνος
lustrous	0.771	0.606	0.598	στιλπνός
lusty	0.469	0.941	0.673	εύρωστος
lute	0.459	0.407	0.500	λαούτο
luxuriant	0.760	0.745	0.812	πλούσια
luxurious	0.947	0.644	0.754	πολυτελής
luxury	0.932	0.673	0.750	πολυτέλεια
lycra	0.520	0.449	0.328	λύκρα
lye	0.378	0.396	0.443	αλυσίβα
lying	0.208	0.704	0.317	ξαπλωμένη
lymph	0.398	0.510	0.390	λέμφος
lymphatic	0.380	0.509	0.472	λυμφατικός
lymphoma	0.208	0.645	0.330	λέμφωμα
lynch	0.167	0.885	0.482	θανατώ άνευ δίκης
lynching	0.135	0.920	0.548	θανάτωση χωρίς δίκην
lynx	0.510	0.590	0.567	λύγκας
lyre	0.719	0.347	0.414	Λύρα
lyric	0.702	0.269	0.464	λυρικός
lyrical	0.708	0.451	0.618	λυρικός
lyrics	0.582	0.214	0.333	στίχοι
macadamia	0.635	0.330	0.434	μακαντάμια
macarena	0.802	0.601	0.368	μακαρένα
macaroni	0.816	0.410	0.382	μακαρόνια
mace	0.450	0.412	0.415	σκήπτρο
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	μεγάλη μαχαίρα
machine	0.510	0.500	0.707	μηχανή
machinery	0.458	0.615	0.629	μηχανήματα
machinist	0.490	0.598	0.721	μηχανικός
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	σκουμπρί
macro	0.552	0.469	0.647	μακροεντολή
mad	0.219	0.873	0.277	τρελός
madam	0.580	0.308	0.571	κυρία
madame	0.604	0.500	0.635	κυρία
madden	0.329	0.602	0.457	τρελαίνομαι
madder	0.323	0.853	0.267	πιο τρελός
mademoiselle	0.752	0.459	0.461	δεσποινίς
mademyday	0.694	0.573	0.537	μου έφτιαξε τη μέρα
madhouse	0.156	0.736	0.440	φρενοκομείο
madman	0.135	0.880	0.312	παραφρόντας
madness	0.104	0.804	0.440	παραφροσύνη
maestro	0.823	0.357	0.849	μουσικοδιδάσκαλος
mafia	0.204	0.867	0.676	μαφία
magazine	0.615	0.332	0.377	περιοδικό
mage	0.622	0.373	0.453	μάγος
magenta	0.635	0.275	0.415	πορφύρα βαφή
maggot	0.235	0.500	0.235	σκουλήκι
magic	0.868	0.663	0.578	μαγεία
magical	0.875	0.651	0.595	μαγικός
magician	0.714	0.657	0.551	μάγος
magistrate	0.587	0.541	0.904	δικαστής
magma	0.323	0.623	0.609	μάγμα
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	μεγιστάνας
magnesium	0.542	0.320	0.321	μαγνήσιο
magnet	0.571	0.318	0.553	μαγνήτης
magnetic	0.612	0.529	0.673	μαγνητικός
magnetism	0.630	0.529	0.741	μαγνητισμός
magnetite	0.531	0.490	0.581	μαγνητίτης
magnification	0.890	0.615	0.880	μεγέθυνση
magnificence	0.802	0.810	0.920	μεγαλοπρέπεια
magnificent	1.000	0.680	0.886	μεγαλοπρεπής
magnifier	0.469	0.216	0.345	μεγεθυντικός φακός
magnify	0.729	0.561	0.839	μεγεθύνω
magnifying	0.594	0.265	0.406	μεγεθυντικός
magnitude	0.608	0.613	0.774	μέγεθος
magnolia	0.558	0.343	0.379	μαγνολία
magpie	0.500	0.458	0.327	καρακάξα
mahi mahi	0.510	0.410	0.398	μαχι μαχι
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	μαόνι
maid	0.406	0.324	0.300	υπηρέτρια
maiden	0.755	0.396	0.461	κόρη
mail	0.615	0.231	0.548	ταχυδρομείο
mailbox	0.573	0.222	0.404	γραμματοκιβώτιο
mailing	0.688	0.324	0.375	ταχυδρομικός
mailman	0.659	0.418	0.462	ταχυδρόμος
maim	0.133	0.724	0.496	ακρωτηριάζω
main	0.667	0.510	0.811	κύριος
mainframe	0.531	0.490	0.557	μεγάλο σύστημα υπολογιστή
mainland	0.680	0.407	0.806	ηπειρωτική χώρα
mainstay	0.694	0.400	0.713	στυλοβάτης
mainstream	0.653	0.527	0.660	mainstream
maintain	0.684	0.398	0.647	διατηρούν
maintenance	0.592	0.410	0.545	συντήρηση
majestic	0.948	0.731	0.906	μεγαλοπρεπής
majesty	0.823	0.602	0.955	μεγαλείο
major	0.684	0.538	0.874	μείζων
majority	0.684	0.560	0.930	η πλειοψηφία
make	0.684	0.420	0.480	φτιαχνω, κανω
makeover	0.771	0.510	0.596	αναμόρφωση
maker	0.698	0.544	0.706	κατασκευαστής
makeshift	0.479	0.611	0.389	πρόχειρος
makesmehappy	0.894	0.663	0.712	με κάνει χαρούμενο
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	μακιγιάζ
makingdisciples	0.684	0.402	0.664	κάνοντας μαθητές
malady	0.190	0.686	0.304	ασθένεια
malaise	0.150	0.600	0.161	δυσφορία
malaria	0.125	0.653	0.304	ελονοσία
malarkey	0.396	0.500	0.465	κακοήθειας
malevolent	0.094	0.854	0.613	κακόβουλος
malfeasance	0.062	0.745	0.325	αδικοπραγία
malformation	0.083	0.602	0.357	δυσμορφία
malfunction	0.125	0.577	0.229	δυσλειτουργία
malice	0.073	0.811	0.492	κακία
malicious	0.177	0.765	0.607	κακεντρεχής
malign	0.140	0.765	0.481	κακόβουλος
malignancy	0.149	0.814	0.614	μοχθηρία
malignant	0.143	0.824	0.370	κακοήθης
maligned	0.102	0.684	0.218	κακολογημένος
mall	0.724	0.663	0.492	εμπορικό κέντρο
malleable	0.500	0.500	0.391	Ελατός
mallet	0.354	0.390	0.483	ξύλινο σφυρί
malnutrition	0.024	0.592	0.277	υποσιτισμός
malpractice	0.094	0.559	0.330	αδίκημα
malt	0.750	0.373	0.324	βύνη
mama	0.860	0.413	0.728	μαμά
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	μαμά
mammal	0.618	0.449	0.421	θηλαστικό ζώο
mammoth	0.480	0.471	0.537	μαμμούθ
mammy	0.680	0.415	0.436	μαμά
manage	0.560	0.530	0.719	διαχειρίζονται
manageable	0.750	0.361	0.655	ευχείριστος
management	0.792	0.491	0.806	διαχείριση
manager	0.625	0.549	0.897	διευθυντής
managerial	0.604	0.520	0.791	διαχειριστικός
mandamus	0.439	0.577	0.556	μαντάμους
mandarin	0.625	0.398	0.491	μανταρίνι
mandate	0.448	0.670	0.779	εντολή
mandatory	0.271	0.667	0.777	επιτακτικός
mandible	0.510	0.431	0.500	κάτω γνάθος
mandolin	0.708	0.433	0.367	μαντολίνο
mandrel	0.310	0.490	0.481	άξων
mane	0.521	0.277	0.373	χαίτη
maneuver	0.615	0.663	0.608	ελιγμός
maneuvering	0.635	0.640	0.745	ελιγμούς
mange	0.311	0.558	0.348	ψώρα ζώων
manger	0.656	0.276	0.398	φάτνη
mangle	0.292	0.449	0.355	μάγγανο
mango	0.765	0.327	0.290	μάνγκο
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	ψωριάρης
manhole	0.378	0.500	0.516	ανθρωποθυρίδα
manhood	0.625	0.735	0.858	ανδρική ηλικία
manhunt	0.145	0.925	0.657	ανθρωποκυνηγητό
mania	0.290	0.683	0.382	μανία
maniac	0.120	0.849	0.431	μανιακός
maniacal	0.200	0.848	0.500	μανιακός
manic	0.054	0.892	0.368	μανιακός
manicure	0.706	0.308	0.284	μανικιούρ
manicurist	0.583	0.352	0.341	μανικιουρίστα
manifest	0.667	0.647	0.704	δηλωτικό
manifestation	0.583	0.750	0.655	εκδήλωση
manifested	0.580	0.618	0.667	εκδηλώνεται
manifestly	0.469	0.588	0.577	εμφανώς
manifesto	0.646	0.519	0.676	προκήρυξη
manifold	0.500	0.461	0.435	πολλαπλούς
manipulate	0.255	0.700	0.772	χειραγωγώ
manipulation	0.188	0.775	0.536	χειρισμός
manipulative	0.177	0.724	0.546	χειριστικός
mankind	0.823	0.471	0.768	ανθρωπότητα
manly	0.698	0.633	0.846	ανδροπρεπής
manna	0.698	0.294	0.544	μάννα
manned	0.551	0.588	0.484	επανδρωμένοι
mannequin	0.427	0.302	0.295	μανεκέν
manner	0.618	0.250	0.320	τρόπος
mannered	0.469	0.556	0.291	εξεζητημένος
manners	0.816	0.284	0.517	συμπεριφορά
manor	0.646	0.358	0.738	τσιφλίκι
manpower	0.531	0.620	0.543	εργατικό δυναμικό
mansion	0.847	0.490	0.717	αρχοντικό
mansions	0.735	0.529	0.777	αρχοντικά
manslaughter	0.090	0.920	0.473	ανθρωποκτονία
mantel	0.500	0.265	0.471	πεζούλι
mantis	0.480	0.355	0.421	αλογάκι της παναγίας
mantle	0.510	0.269	0.422	μανδύας
mantra	0.396	0.249	0.357	μάντρα
manual	0.635	0.245	0.449	εγχειρίδιο
manufacture	0.868	0.703	0.780	κατασκευή
manufacturer	0.688	0.537	0.830	κατασκευαστής
manufacturing	0.653	0.613	0.804	βιομηχανοποίηση
manure	0.250	0.471	0.241	κοπριά
manuscript	0.510	0.208	0.540	χειρόγραφο
map	0.561	0.229	0.463	χάρτης
maple	0.541	0.390	0.339	σφεντάμι
mar	0.622	0.544	0.545	παραμορφώνω
marathon	0.646	0.778	0.740	μαραθώνας
marble	0.604	0.212	0.667	μάρμαρο
marbled	0.396	0.385	0.418	μαρμαρωμένο
marbles	0.714	0.345	0.241	μάρμαρα
march	0.531	0.200	0.483	Μάρτιος
mare	0.541	0.320	0.417	φοράδα
margarine	0.530	0.316	0.333	μαργαρίνη
margarita	0.750	0.438	0.420	μαργαρίτα
margin	0.500	0.219	0.331	περιθώριο
marginal	0.235	0.644	0.345	οριακός
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	μαριχουάνα
marinara	0.657	0.388	0.435	μαρινάρα
marine	0.633	0.471	0.679	θαλάσσια
mariner	0.652	0.491	0.676	ναύτης
marital	0.760	0.529	0.500	συζυγικός
maritime	0.646	0.490	0.713	θαλάσσιος
mark	0.491	0.231	0.600	σημάδι
marked	0.592	0.358	0.554	μαρκαρισμένος
marker	0.500	0.333	0.605	σημάδι
market	0.724	0.480	0.521	αγορά
marketable	0.746	0.545	0.664	πωλήσιμος
marketing	0.521	0.774	0.675	εμπορία
marketplace	0.698	0.420	0.525	αγορά
marks	0.430	0.480	0.424	σημάδια
marksman	0.500	0.833	0.692	σκοπευτής
marksmanship	0.573	0.531	0.664	σκοπευτική ικανότητα
marl	0.372	0.471	0.351	λιπαντικό χώμα
marmalade	0.729	0.370	0.288	μαρμελάδα
maroon	0.469	0.358	0.336	μαρόν
marooned	0.229	0.480	0.160	βυσσινί
marquee	0.602	0.284	0.508	στέγη εισόδου
marquis	0.521	0.444	0.562	μαρκήσιος
marred	0.181	0.561	0.233	αμαυρωμένη
marriage	0.844	0.684	0.750	γάμος
married	0.674	0.570	0.602	παντρεμένος
marrow	0.398	0.422	0.472	μεδούλι
marry	0.896	0.765	0.673	παντρεύω
marsh	0.302	0.358	0.277	έλος
marshal	0.469	0.610	0.819	διευθετώ
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	αγορά
martial	0.480	0.710	0.737	στρατιωτικός
martingale	0.469	0.510	0.455	λουρί ίππου
martini	0.828	0.500	0.519	Μαρτίνι
martyr	0.281	0.708	0.509	μάρτυρας
martyrdom	0.323	0.745	0.442	μαρτύριο
marvel	0.961	0.755	0.866	θαύμα
marvellous	0.878	0.809	0.849	θαυμάσιος
marvelous	0.948	0.637	0.778	θαυμάσιος
marvelously	0.968	0.708	0.764	θαυμάσια
marzipan	0.684	0.380	0.258	αμυγδαλωτό
mascara	0.575	0.450	0.269	μάσκαρα
mascot	0.750	0.337	0.337	μασκότ
masculine	0.653	0.540	0.773	αρρενωπός
