English Word	Valence	Arousal	Dominance	Frisian Word
implantation	0.396	0.604	0.741	ymplantaasje
implanted	0.347	0.500	0.679	ymplantearre
implement	0.720	0.573	0.792	útfiere
implicate	0.250	0.670	0.434	implicate
implicated	0.354	0.673	0.438	belutsen
implication	0.337	0.528	0.690	ymplikaasje
implied	0.327	0.530	0.481	ymplisearre
implore	0.396	0.650	0.377	smeke
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	ymplisearje
impolite	0.167	0.590	0.282	ûnbeleefd
import	0.615	0.480	0.623	ymport
importance	0.750	0.580	0.864	belang
important	0.827	0.630	0.836	belangryk
importation	0.625	0.500	0.733	ymport
impose	0.503	0.721	0.745	oplizze
imposing	0.392	0.731	0.836	ymposant
imposition	0.357	0.604	0.618	oplizze
impossibility	0.170	0.625	0.306	ûnmooglikheid
impossible	0.153	0.510	0.407	ûnmooglik
impostor	0.135	0.704	0.442	oplichter
impotence	0.198	0.689	0.224	ûnmacht
impotent	0.146	0.587	0.333	ûnmacht
impound	0.230	0.587	0.583	ynsette
impoverished	0.125	0.311	0.203	ferearme
impracticable	0.398	0.549	0.381	ûnpraktysk
impractical	0.160	0.373	0.291	ûnpraktysk
impregnable	0.378	0.549	0.667	ûnmooglik
impregnate	0.510	0.721	0.655	impregnearje
impress	0.816	0.744	0.895	yndruk meitsje
impressed	0.806	0.770	0.429	ûnder de yndruk
impression	0.684	0.557	0.577	ympresje
impressionable	0.827	0.720	0.645	yndrukwekkend
impressive	0.781	0.830	0.873	ymposant
imprint	0.615	0.574	0.685	imprint
imprison	0.112	0.829	0.545	finzenis
imprisoned	0.032	0.717	0.302	finzen set
imprisonment	0.133	0.630	0.471	finzenisstraf
improbable	0.097	0.412	0.439	ûnwierskynlik
impromptu	0.541	0.729	0.415	impromptu
improper	0.229	0.520	0.259	ûnfatsoenlik
impropriety	0.133	0.591	0.389	ûnfatsoenlikens
improve	0.833	0.528	0.815	ferbetterje
improved	0.919	0.480	0.679	ferbettere
improvement	0.786	0.500	0.611	ferbettering
improves	0.929	0.625	0.727	ferbetteret
improving	0.911	0.510	0.682	ferbetterje
improvisation	0.631	0.812	0.529	ymprovisaasje
improvise	0.646	0.650	0.519	ymprovisearje
improvised	0.610	0.673	0.443	ymprovisearre
imprudent	0.170	0.676	0.265	ûnfoarsichtich
impudence	0.214	0.500	0.472	ûnsichtigens
impudent	0.302	0.604	0.462	ûnsichtber
impulse	0.530	0.840	0.611	ympuls
impulsive	0.365	0.864	0.607	ympulsyf
impunity	0.313	0.721	0.602	straffeloosheid
impure	0.260	0.560	0.208	ûnrein
impurity	0.173	0.546	0.306	ûnreinheit
imputation	0.333	0.654	0.621	imputation
imtryingtosleep	0.438	0.363	0.385	besykje te sliepen
inability	0.150	0.529	0.250	ûnfermogen
inaccessible	0.083	0.585	0.446	ûnberikber
inaccurate	0.135	0.450	0.250	ûnkrekt
inaction	0.323	0.225	0.325	ynaksje
inactivate	0.245	0.240	0.415	ynaktivearje
inactivation	0.198	0.260	0.220	ynaktivering
inactive	0.271	0.167	0.159	ynaktyf
inactivity	0.135	0.143	0.227	ynaktiviteit
inadequacy	0.286	0.500	0.297	ûnfoldwaande
inadequate	0.122	0.450	0.223	gebrekkich
inadequateness	0.240	0.529	0.316	ûnfoldwaande
inadmissible	0.188	0.636	0.389	net tastien
inadvertent	0.365	0.368	0.286	ûnbedoeld
inadvertently	0.302	0.541	0.549	ûnbedoeld
inaffable	0.388	0.518	0.455	ûnferbidlik
inalienable	0.437	0.459	0.608	ûnferfrjemdber
inane	0.271	0.350	0.268	ynane
inanimate	0.281	0.143	0.224	libbenleas
inapplicable	0.281	0.402	0.330	net fan tapassing
inappropriate	0.135	0.542	0.353	ûnskiklik
inattention	0.208	0.433	0.188	ûnoplettendheid
inaudible	0.280	0.398	0.358	net te hearren
inaugural	0.684	0.567	0.608	ynaugurele
inaugurate	0.781	0.582	0.800	ynaugurearje
inauguration	0.847	0.712	0.769	ynauguraasje
inborn	0.590	0.288	0.546	inborn
inbound	0.531	0.388	0.538	ynbound
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	ûnberekkenber
incandescent	0.354	0.612	0.621	gloeilampe
incantation	0.439	0.632	0.548	incantation
incapable	0.156	0.529	0.155	ûnbekwaam
incapacity	0.052	0.500	0.217	ûnfermogen
incarceration	0.100	0.800	0.397	finzenisstraf
incarnate	0.552	0.651	0.593	ynkarneare
incase	0.580	0.196	0.365	yn 't gefal dat
incendiary	0.281	0.810	0.598	brânstof
incense	0.698	0.275	0.328	wijreek
incensed	0.338	0.643	0.392	ferwoaste
incentive	0.812	0.618	0.718	stimulâns
inception	0.604	0.425	0.561	begjin
incessant	0.438	0.760	0.544	ûnophâldend
incessantly	0.417	0.765	0.606	oanhâldend
incest	0.073	0.853	0.491	ynsest
incestuous	0.188	0.736	0.442	ynsestuous
inch	0.481	0.327	0.300	inch
incidence	0.417	0.527	0.429	ynfal
incident	0.084	0.662	0.482	foarfal
incidental	0.281	0.610	0.404	ynsidinteel
incidentally	0.479	0.500	0.500	ynsidinteel
incineration	0.229	0.787	0.470	ferbaarning
incinerator	0.250	0.643	0.591	ferbaarningsoven
incipient	0.442	0.382	0.430	begjinnend
incision	0.240	0.663	0.558	incision
incisive	0.380	0.602	0.545	incisive
incite	0.449	0.736	0.642	stimulearje
incitement	0.302	0.943	0.598	oantrún
inclement	0.260	0.676	0.616	inclement
inclination	0.378	0.490	0.538	oanstriid
incline	0.490	0.423	0.345	helling
inclined	0.469	0.347	0.402	oanstriid
include	0.729	0.449	0.702	befetsje
included	0.760	0.402	0.570	ynbegrepen
including	0.700	0.378	0.518	ynklusyf
inclusion	0.774	0.404	0.712	ynklúzje
inclusive	0.604	0.420	0.564	ynklusyf
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	ynkoherint
income	0.750	0.510	0.728	ynkommen
incoming	0.660	0.509	0.596	ynkommende
incomparable	0.625	0.577	0.670	ûnfergelykber
incompatible	0.196	0.500	0.310	ynkompatibel
incompetence	0.077	0.551	0.208	ynkompetinsje
incompetent	0.133	0.566	0.239	ynkompetint
incomplete	0.153	0.370	0.205	ûnfolslein
incompletely	0.344	0.442	0.232	ûnfolslein
incompleteness	0.271	0.451	0.234	ûnfolsleinens
incomprehensible	0.250	0.550	0.344	ûnbegryplik
inconceivable	0.198	0.552	0.561	ûnfoarstelber
inconclusive	0.153	0.442	0.340	inconclusive
incongruous	0.177	0.504	0.343	incongruous
inconsequential	0.250	0.480	0.345	ûnbelangryk
inconsiderate	0.224	0.519	0.423	ûnachtich
inconsistency	0.125	0.480	0.314	ynkonsistinsje
inconsistent	0.271	0.431	0.295	ynkonsekwint
inconspicuous	0.604	0.214	0.368	ûnopfallend
incontinence	0.150	0.598	0.272	ynkontininsje
inconvenience	0.063	0.667	0.291	ûngemak
inconvenient	0.224	0.610	0.375	ûngemaklik
incorporate	0.745	0.612	0.571	ynkorporearje
incorporation	0.573	0.404	0.768	ynkorporaasje
incorrect	0.140	0.569	0.255	ferkeard
incorrigible	0.130	0.667	0.500	ûnferbetterlik
increase	0.810	0.657	0.886	tanimme
increased	0.684	0.660	0.773	ferhege
incredible	0.857	0.796	0.902	ongelooflijk
incredulous	0.286	0.510	0.269	ûnleauwe
increment	0.684	0.637	0.750	tanimme
incriminate	0.188	0.810	0.416	ynkriminearje
incriminating	0.133	0.788	0.500	incriminating
incrimination	0.152	0.865	0.545	ynkriminaasje
incubation	0.461	0.490	0.397	ynkubaasje
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	yntsjinne
incur	0.312	0.667	0.495	incur
incurable	0.104	0.667	0.255	net te genêzen
incursion	0.552	0.830	0.719	ynfal
indebted	0.138	0.698	0.275	skuldich
indecency	0.135	0.670	0.491	ûnfatsoenlikheid
indecent	0.083	0.683	0.240	ûnfatsoenlik
indecision	0.184	0.480	0.196	ûnbeslissichheid
indecisive	0.271	0.420	0.190	ûnbeslissend
indefensible	0.173	0.647	0.484	ûnferdedigber
indefinite	0.448	0.292	0.296	ûnbepaalde
indelible	0.490	0.337	0.591	ûnútwisbere
indemnification	0.521	0.490	0.770	skeafergoeding
indemnify	0.449	0.548	0.613	frijwarje
indemnity	0.470	0.607	0.692	skeafergoeding
indent	0.479	0.346	0.379	ynspringe
indentation	0.374	0.500	0.349	ynspringing
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	selsstannigens
independent	0.885	0.440	0.872	ûnôfhinklik
indescribable	0.448	0.529	0.648	net te beskriuwen
indestructible	0.772	0.731	0.853	indestructible
indeterminate	0.360	0.402	0.322	ûnbepaald
index	0.448	0.268	0.342	yndeks
indicate	0.594	0.350	0.676	oanjaan
indicating	0.745	0.339	0.555	oanjout
indication	0.719	0.432	0.750	oanwizing
indicative	0.510	0.510	0.591	yndikatyf
indicator	0.573	0.451	0.670	yndikator
indice	0.469	0.377	0.541	yndeks
indict	0.188	0.731	0.458	oanklacht
indictment	0.245	0.745	0.577	oanklacht
indie	0.479	0.368	0.430	yndie
indifference	0.265	0.417	0.299	ûnferskilligens
indifferent	0.396	0.157	0.250	ûnferskillich
indigenous	0.500	0.509	0.552	lânseigen
indigent	0.156	0.481	0.223	behoeftig
indigestion	0.204	0.610	0.182	yndigestion
indignant	0.260	0.600	0.423	fergriemd
indignation	0.173	0.778	0.431	fergriemerij
indignity	0.167	0.500	0.306	ûnwaardigheid
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	yndirekt
indiscreet	0.177	0.587	0.342	indiscreet
indiscretion	0.265	0.637	0.390	indiscretion
indispensable	0.710	0.449	0.802	ûnmisber
indisposed	0.122	0.519	0.206	ûnbeskikber
indistinct	0.255	0.340	0.360	ûndúdlik
indistinguishable	0.346	0.458	0.548	net te ûnderskieden
individual	0.627	0.327	0.533	yndividueel
individuality	0.612	0.469	0.527	yndividualiteit
indivisible	0.646	0.398	0.580	ûndielber
indoctrination	0.327	0.657	0.698	yndoktrinaasje
indolent	0.177	0.381	0.259	yndolent
indomitable	0.458	0.800	0.830	ûnbidich
indoor	0.615	0.245	0.347	binnen
induce	0.257	0.606	0.684	induce
induced	0.397	0.471	0.491	induced
inducement	0.647	0.765	0.685	oantrún
induction	0.392	0.593	0.627	ynduksje
indulge	0.833	0.716	0.669	oerjaan
indulgence	0.479	0.490	0.517	ôflaat
indulgent	0.560	0.481	0.529	indulgent
industrial	0.469	0.600	0.875	yndustrieel
industrialist	0.562	0.633	0.843	yndustrieel
industrious	0.720	0.537	0.791	warber
industry	0.650	0.447	0.836	yndustry
ineffable	0.551	0.577	0.585	ûnferbidlik
ineffective	0.093	0.422	0.094	net effektyf
ineffectual	0.163	0.412	0.200	yneffektyf
inefficiency	0.092	0.466	0.181	yneffisjinsje
inefficient	0.190	0.460	0.173	yneffisjint
inelastic	0.396	0.426	0.385	ynelastysk
ineligible	0.143	0.377	0.457	net yn oanmerking komme
inept	0.156	0.418	0.209	ûnfoldwaande
ineptitude	0.177	0.471	0.250	ûnfoldwaande
inequality	0.122	0.575	0.259	ûngelikens
inequitable	0.281	0.519	0.373	ûngelyk
inert	0.323	0.180	0.319	inert
inertia	0.344	0.288	0.322	inerty
inevitable	0.316	0.419	0.623	ûnûntkomber
inexact	0.153	0.459	0.170	ûneksakt
inexcusable	0.271	0.582	0.546	unexcusable
inexhaustible	0.602	0.541	0.643	ûnútputlik
inexpensive	0.694	0.414	0.260	goedkeap
inexperience	0.208	0.614	0.151	sûnder ûnderfining
inexperienced	0.281	0.473	0.231	sûnder ûnderfining
inexplicable	0.224	0.635	0.443	ûnferklearber
inexpressible	0.198	0.608	0.364	ûnútspreklik
infallibility	0.583	0.663	0.764	infallibility
infallible	0.776	0.687	0.809	ûnfeilber
infamous	0.146	0.580	0.472	berucht
infamy	0.177	0.676	0.421	infamy
infancy	0.750	0.399	0.370	bernetiid
infant	0.802	0.431	0.328	infant
infanticide	0.167	0.856	0.443	bernemoard
infantile	0.604	0.382	0.259	infantile
infantry	0.531	0.684	0.791	ynfantery
infarct	0.080	0.846	0.386	ynfarkt
infatuated	0.729	0.764	0.417	fereale
infatuation	0.844	0.745	0.530	fereale
infeasible	0.245	0.472	0.236	ûnmooglik
infect	0.102	0.777	0.424	ynfektearje
infection	0.083	0.735	0.407	ynfeksje
infectious	0.142	0.760	0.422	besmetlik
infer	0.449	0.490	0.453	ôfliede
inference	0.359	0.479	0.398	konklúzje
inferential	0.426	0.451	0.455	inferential
inferior	0.260	0.254	0.106	minderweardich
inferiority	0.177	0.430	0.205	minderweardichheid
infernal	0.083	0.837	0.571	infernal
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	ûnfruchtber
infertility	0.170	0.664	0.328	ûnfruchtberens
infestation	0.256	0.776	0.527	besmetting
infidel	0.177	0.740	0.404	ûnleauwe
infidelity	0.062	0.777	0.392	ûntrou
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	ynfiltrearje
infiltration	0.265	0.792	0.536	ynfiltraasje
infinite	0.724	0.583	0.735	ûneinich
infinitely	0.688	0.643	0.829	ûneinich
infinitesimal	0.388	0.472	0.496	ûneinich lyts
infinity	0.516	0.459	0.805	ûneinigens
infirm	0.115	0.521	0.210	sike
infirmary	0.500	0.438	0.517	sikehûs
infirmity	0.094	0.482	0.252	ynvaliditeit
inflammation	0.146	0.765	0.423	ûntstekking
inflammatory	0.177	0.642	0.404	inflammatoire
inflatable	0.510	0.510	0.400	opblaasber
inflate	0.305	0.569	0.462	opblaze
inflated	0.303	0.431	0.617	opblaasd
inflation	0.219	0.792	0.508	ynflaasje
inflection	0.385	0.635	0.377	bûging
inflict	0.167	0.760	0.609	tabringe
infliction	0.302	0.722	0.571	infliction
inflorescence	0.459	0.344	0.412	bloeiwize
influence	0.622	0.663	0.824	ynfloed
influential	0.899	0.688	0.944	ynfloedryk
influenza	0.271	0.718	0.321	gryp
influx	0.622	0.635	0.575	ynstream
info	0.750	0.330	0.642	info
infomercial	0.427	0.462	0.555	infomercial
inform	0.723	0.582	0.679	ynformearje
informal	0.480	0.398	0.441	ynformeel
informant	0.604	0.612	0.719	ynformateur
information	0.765	0.370	0.711	ynformaasje
informative	0.812	0.419	0.741	ynformatyf
informed	0.543	0.298	0.617	ynformearre
informer	0.521	0.578	0.580	ynformateur
infraction	0.245	0.660	0.471	oertreding
infrared	0.469	0.588	0.526	ynfraread
infrastructure	0.604	0.460	0.694	ynfrastruktuer
infrequent	0.312	0.377	0.192	selden
infrequently	0.204	0.250	0.327	selden
infringement	0.153	0.800	0.481	ynbreuk
infuriate	0.102	0.934	0.596	grimmitich
infuriated	0.073	0.930	0.510	lilkens
infuriates	0.135	0.913	0.627	ynfuriates
infuriating	0.139	0.870	0.509	ferfelend
infuse	0.380	0.705	0.589	infusje
infused	0.385	0.473	0.546	infused
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	infusion
ingenious	0.760	0.690	0.891	geniaal
ingenuity	0.708	0.590	0.868	fernimstigens
ingest	0.510	0.559	0.473	ynnimme
ingestion	0.429	0.612	0.512	ingestion
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	yngroeid
ingrate	0.235	0.606	0.327	ingrate
ingredient	0.792	0.373	0.451	yngrediïnt
ingress	0.601	0.366	0.736	yngong
inhabit	0.656	0.378	0.556	bewenne
inhabitant	0.604	0.356	0.519	ynwenner
inhabited	0.667	0.361	0.510	bewenne
inhabiting	0.458	0.440	0.598	bewenne
inhalation	0.510	0.613	0.464	ynhalaasje
inhale	0.427	0.340	0.492	ynhale
inhaler	0.408	0.500	0.349	ynhalator
inherent	0.562	0.439	0.480	inherent
inherit	0.745	0.546	0.694	ervje
inheritance	0.900	0.565	0.798	erfenis
inhibit	0.167	0.479	0.447	remme
inhibition	0.265	0.392	0.534	ynhibysje
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	ûngastfrij
inhuman	0.107	0.660	0.492	ûnminsklik
inhumane	0.104	0.587	0.402	ûnminsklike
inhumanity	0.143	0.540	0.405	ûnminsklikheid
inimaginable	0.542	0.636	0.534	ûnfoarstelber
inimical	0.260	0.823	0.556	fijânske
inimitable	0.571	0.413	0.790	ûnneifolgber
iniquity	0.219	0.567	0.425	ûngerjuchtichheit
initial	0.583	0.314	0.539	earste
initiate	0.719	0.480	0.553	inisjearje
initiated	0.760	0.490	0.650	inisjearre
initiation	0.698	0.529	0.527	inisjatyf
initiative	0.833	0.615	0.768	inisjatyf
inject	0.406	0.735	0.596	ynjeksje
injection	0.281	0.741	0.518	ynjeksje
injunction	0.281	0.422	0.519	injunction
injure	0.177	0.710	0.364	ferwûnje
injured	0.083	0.680	0.302	ferwûne
injuring	0.073	0.790	0.245	ferwûne
injurious	0.177	0.759	0.366	skealik
injury	0.049	0.769	0.287	ferwûning
injustice	0.082	0.755	0.444	ûnrjocht
ink	0.471	0.408	0.235	inket
inkling	0.448	0.551	0.570	ynkling
inland	0.510	0.417	0.423	binnenlân
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	ynlaat
inmate	0.235	0.663	0.398	finzene
inn	0.660	0.284	0.475	herberch
innards	0.302	0.480	0.400	binnenste
innate	0.490	0.400	0.521	oanberne
inner	0.551	0.216	0.443	inerlik
innermost	0.583	0.500	0.510	binnenste
innerpeace	0.714	0.318	0.551	innerpeace
inning	0.602	0.315	0.520	ynning
innings	0.573	0.487	0.443	innings
innkeeper	0.578	0.224	0.472	herberch
innocence	0.802	0.260	0.307	ûnskuld
innocent	0.729	0.206	0.340	ûnskuldich
innocently	0.776	0.250	0.302	ûnskuldich
innocuous	0.510	0.321	0.172	ûnskuldich
innovate	0.898	0.872	0.750	ynnovearje
innovation	0.949	0.680	0.890	ynnovaasje
innovative	0.880	0.640	0.830	ynnovatyf
innuendo	0.467	0.670	0.463	innuendo
innumerable	0.667	0.445	0.704	ûntelbere
inoculation	0.333	0.570	0.598	ynenting
inoperable	0.184	0.422	0.304	ynoperabel
inoperative	0.138	0.425	0.273	ynoperative
inordinate	0.163	0.630	0.330	inordinate
inorganic	0.385	0.345	0.282	anorganysk
input	0.643	0.337	0.527	ynfier
inquest	0.458	0.569	0.721	inquest
inquire	0.583	0.519	0.363	freegje
inquirer	0.573	0.598	0.776	ûndersiker
inquiring	0.479	0.510	0.500	freegjend
inquiry	0.541	0.420	0.536	enkête
inquisitive	0.301	0.637	0.615	nijsgjirrich
inquisitor	0.385	0.873	0.642	inquisitor
insane	0.062	0.670	0.265	gek
insanity	0.098	0.847	0.337	waansin
insatiable	0.375	0.656	0.558	ûnfoldwaande
inscription	0.592	0.422	0.542	ynskripsje
inscrutable	0.459	0.541	0.613	ûnbegryplik
insect	0.276	0.633	0.242	ynsekt
insecticide	0.188	0.598	0.430	insecticide
insecure	0.114	0.538	0.132	ûnwis
insecurity	0.094	0.647	0.350	ûnfeiligens
insemination	0.542	0.644	0.622	ynseminaasje
insensitive	0.219	0.471	0.302	ûngefoelich
inseparable	0.700	0.520	0.571	ûnskiedber
insert	0.481	0.552	0.519	ynfoegje
inserted	0.479	0.402	0.476	ynfoege
insertion	0.521	0.520	0.565	ynfoegje
inside	0.612	0.404	0.472	binnenkant
insider	0.625	0.562	0.750	ynsider
insidious	0.146	0.622	0.480	ferrifeljend
insight	0.613	0.363	0.649	ynsjoch
insightful	0.664	0.691	0.713	ynsjochsinnich
insignia	0.665	0.282	0.685	ynsignia
insignificance	0.250	0.216	0.222	insignificance
insignificant	0.083	0.306	0.114	ûnbelangryk
insinuate	0.292	0.635	0.413	ynsinuearje
insipid	0.214	0.250	0.241	ynsipid
insist	0.635	0.651	0.688	oanhingje
insistence	0.418	0.704	0.645	oandwaning
insistent	0.552	0.635	0.701	oanhâldend
insists	0.490	0.587	0.610	hâldt oan
insolence	0.115	0.731	0.402	oermoed
insolent	0.112	0.663	0.343	ûnferskillich
insoluble	0.439	0.290	0.414	ûnoplosbere
insolvency	0.323	0.431	0.300	ynsolvensje
insolvent	0.230	0.481	0.318	ynsolvent
insomnia	0.198	0.611	0.373	slapeloosheid
insomniac	0.231	0.367	0.329	insomniac
inspect	0.479	0.603	0.793	ynspektearje
inspection	0.459	0.630	0.718	ynspeksje
inspector	0.418	0.580	0.852	ynspekteur
inspiration	0.938	0.600	0.779	ynspiraasje
inspirational	0.927	0.720	0.810	ynspirearjend
inspire	0.918	0.627	0.759	ynspirearje
inspired	0.967	0.702	0.736	ynspirearre
instability	0.177	0.760	0.353	ynstabiliteit
install	0.630	0.583	0.736	ynstallearje
installation	0.656	0.469	0.759	ynstallaasje
installment	0.619	0.396	0.483	ôflevering
instance	0.547	0.450	0.558	instance
instant	0.766	0.454	0.554	instant
instantaneous	0.750	0.500	0.585	instantaneous
instantaneously	0.656	0.640	0.600	daliks
instigate	0.278	0.765	0.642	oansette
instigation	0.323	0.769	0.648	ynstiging
instill	0.562	0.490	0.618	ynstillje
instinct	0.771	0.602	0.642	ynstinkt
instinctive	0.752	0.575	0.694	ynstinktyf
institute	0.604	0.480	0.807	ynstitút
institution	0.580	0.311	0.790	ynstelling
instruct	0.729	0.490	0.833	ynstruearje
instructed	0.740	0.388	0.722	ynstruearre
instruction	0.656	0.434	0.736	ynstruksje
instructional	0.698	0.500	0.773	ynstruksjoneel
instructions	0.582	0.302	0.556	ynstruksjes
instructive	0.583	0.420	0.643	learsum
instructor	0.771	0.490	0.782	ynstrukteur
instrument	0.562	0.537	0.655	ynstrumint
instrumental	0.740	0.472	0.647	ynstrumintaal
instrumentalist	0.656	0.540	0.740	ynstrumintalist
instrumentality	0.637	0.510	0.618	ynstrumintaliteit
insubordination	0.281	0.775	0.634	insubordinaasje
insufferable	0.220	0.784	0.291	ûnferbidlik
insufficiency	0.115	0.431	0.210	ûnfoldwaande
insufficient	0.188	0.380	0.093	ûnfoldwaande
insufficiently	0.147	0.509	0.198	net genôch
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	isolearje
insulated	0.208	0.265	0.304	isolearre
insulation	0.245	0.327	0.264	isolaasje
insulin	0.429	0.472	0.375	insulin
insult	0.085	0.831	0.389	belediging
insulting	0.094	0.840	0.412	beledigjend
insurance	0.714	0.308	0.825	fersekering
insure	0.700	0.415	0.698	fersekerje
insurgent	0.235	0.735	0.660	opstannige
insurmountable	0.620	0.627	0.737	ûnoerwinlik
insurrection	0.229	0.706	0.582	opstân
intact	0.716	0.212	0.602	yntakt
intake	0.604	0.527	0.442	yntak
intangible	0.525	0.480	0.473	ymmaterieel
integer	0.573	0.327	0.595	integer
integral	0.590	0.337	0.615	yntegraal
integrate	0.729	0.390	0.700	yntegrearje
integration	0.771	0.480	0.737	yntegraasje
integrity	0.865	0.413	0.848	yntegriteit
intellect	0.844	0.418	0.870	yntellekt
intellectual	0.906	0.455	0.845	yntellektueel
intelligence	0.833	0.587	0.885	yntelliginsje
intelligent	0.917	0.541	0.868	yntelligint
intelligibility	0.740	0.481	0.689	fersteanberens
intelligible	0.635	0.480	0.691	begryplik
intend	0.562	0.520	0.519	fan doel
intended	0.406	0.542	0.587	bedoeld
intending	0.510	0.567	0.597	fan doel
intense	0.592	0.774	0.679	fûleindich
intensely	0.694	0.846	0.750	yntinsyf
intensify	0.604	0.870	0.737	yntinsivearje
intensity	0.622	0.930	0.952	yntinsiteit
intensive	0.570	0.842	0.776	yntinsyf
intent	0.550	0.481	0.500	bedoeling
intention	0.531	0.480	0.636	bedoeling
intentional	0.650	0.615	0.750	opsetlik
intentionally	0.450	0.676	0.696	mei opsetsin
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	ynteraksje
interaction	0.646	0.735	0.750	wikselwurking
interactive	0.727	0.811	0.770	ynteraktyf
intercede	0.582	0.577	0.630	intercede
intercept	0.221	0.660	0.676	ûnderskeppe
interception	0.327	0.673	0.643	ûnderskepping
intercession	0.503	0.486	0.598	foarbidding
interchange	0.615	0.527	0.565	útwikseling
interchangeable	0.615	0.459	0.526	útwikselber
interchanged	0.396	0.472	0.434	útwiksele
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	mienskip
interdependence	0.608	0.618	0.639	ûnderlinge ôfhinklikens
interdependent	0.410	0.482	0.598	interdependent
interdiction	0.337	0.500	0.585	ferbod
interest	0.780	0.667	0.618	rinte
interested	0.750	0.529	0.725	ynteressearre
interesting	0.927	0.726	0.731	nijsgjirrich
interface	0.643	0.357	0.600	ynterface
interfere	0.323	0.714	0.471	interferearje
interference	0.396	0.736	0.357	ynterferinsje
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	yntergalaktysk
interim	0.604	0.400	0.524	interim
interior	0.618	0.157	0.462	binnenkant
interject	0.333	0.648	0.658	interject
interlocutory	0.490	0.500	0.527	interlocutory
interlude	0.470	0.417	0.377	tuskenskoft
intermediary	0.427	0.510	0.643	tuskenpersoan
intermediate	0.480	0.368	0.400	tuskentroch
interment	0.235	0.608	0.346	begraffenis
interminable	0.327	0.481	0.561	interminable
intermission	0.490	0.360	0.402	tuskenskoft
