English Word	Valence	Arousal	Dominance	Hmong Word
hopelessness	0.052	0.402	0.223	kev cia siab
hopes	0.917	0.500	0.702	kev cia siab
hoping	0.684	0.469	0.454	vam
hopper	0.396	0.491	0.442	plam
horde	0.286	0.713	0.684	horde
horizon	0.729	0.284	0.590	qab ntug
horizontal	0.573	0.304	0.387	kab rov tav
horizontally	0.500	0.356	0.439	kab rov tav
hormonal	0.500	0.620	0.551	hormonal
hormone	0.490	0.750	0.621	tshuaj hormone
horn	0.385	0.510	0.366	horn
horned	0.316	0.610	0.375	horned
hornet	0.398	0.594	0.500	hornet
horny	0.490	0.908	0.560	horny
horoscope	0.500	0.360	0.490	horoscope
horrendous	0.073	0.755	0.365	txaus ntshai
horrible	0.071	0.857	0.398	txaus ntshai
horribly	0.050	0.631	0.454	txaus ntshai
horrid	0.052	0.765	0.419	txaus ntshai
horrific	0.094	0.846	0.481	txaus ntshai
horrified	0.040	0.885	0.368	txaus ntshai
horrifying	0.010	0.760	0.352	txaus ntshai
horror	0.115	0.850	0.438	ntshai heev
horrors	0.061	0.852	0.409	txaus ntshai
horse	0.635	0.510	0.529	nees
horseback	0.688	0.588	0.566	rov qab
horseman	0.441	0.700	0.676	neeg caij nees
horsepower	0.594	0.735	0.735	zog
horseradish	0.321	0.584	0.476	horseradish
horseshit	0.153	0.582	0.179	nees
horseshoe	0.673	0.350	0.406	nees nees
horsey	0.602	0.454	0.462	nees
horticultural	0.594	0.387	0.509	horticultural
horticulture	0.700	0.420	0.434	kev ua liaj ua teb
hosannah	0.679	0.373	0.500	hosannah
hose	0.469	0.288	0.263	cev
hosiery	0.520	0.344	0.373	hosiery
hospice	0.337	0.443	0.535	tsev kho mob
hospitable	0.791	0.470	0.661	tos txais qhua
hospital	0.323	0.537	0.598	tsev kho mob
hospitality	0.865	0.333	0.725	kev tos txais qhua
host	0.693	0.471	0.537	tus tswv tsev
hostage	0.163	0.923	0.325	neeg raug txim
hostel	0.479	0.500	0.398	hostel
hostess	0.792	0.604	0.688	tus poj niam
hostile	0.188	0.877	0.474	ua phem
hostilities	0.276	0.810	0.444	kev ua phem
hostility	0.122	0.775	0.465	kev ua phem
hot	0.490	0.740	0.573	kub
hot sauce	0.333	0.740	0.509	kub sauce
hotbed	0.510	0.285	0.395	hotbed
hotdog	0.720	0.438	0.373	kub
hotel	0.740	0.370	0.407	tsev so
hothead	0.240	0.849	0.518	kub taub hau
hotline	0.592	0.565	0.663	xov tooj kub
hotshot	0.500	0.727	0.615	hotshot
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	nqaij qaib
hour	0.552	0.265	0.336	teev
hourglass	0.542	0.284	0.492	xuab moos
hourly	0.469	0.418	0.491	ib teev
house	0.587	0.135	0.533	tsev
houseboat	0.604	0.389	0.429	lub tsev
houseboy	0.479	0.415	0.393	tus tub hauv tsev
housebroken	0.518	0.461	0.389	tsev tawg
houseguest	0.530	0.500	0.481	tus tswv tsev
household	0.781	0.230	0.667	tsev neeg
householder	0.816	0.541	0.833	tus tswv tsev
housekeeper	0.694	0.279	0.520	tus tu tsev
housekeeping	0.604	0.500	0.445	tu tsev
housewarming	0.857	0.710	0.727	ua tsev
housewife	0.656	0.361	0.449	niam tsev
housework	0.484	0.413	0.342	ua haujlwm hauv tsev
housing	0.776	0.304	0.591	vaj tse
hovel	0.333	0.296	0.322	hov
hover	0.510	0.431	0.404	hover
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	quaj
howsoever	0.459	0.309	0.345	txawm li cas los xij
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	hubby
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	huddle
hue	0.507	0.416	0.417	xim
huff	0.388	0.491	0.315	huv
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	puag
huge	0.573	0.625	0.783	loj
hugger	0.520	0.480	0.412	hugger
huggy	0.854	0.429	0.451	puag
hugs	0.980	0.422	0.600	puag
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	lub cev
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	tib neeg
humane	0.800	0.370	0.580	tib neeg
humanitarian	0.786	0.317	0.709	humanitarian
humanities	0.729	0.325	0.677	tib neeg
humanity	0.750	0.360	0.727	tib neeg
humankind	0.885	0.394	0.714	noob neej
humanoid	0.521	0.462	0.491	humanoid
humanrights	0.792	0.559	0.730	tib neeg txoj cai
humble	0.867	0.236	0.483	txo hwj chim
humbled	0.280	0.618	0.198	txo hwj chim
humbly	0.771	0.194	0.370	txo hwj chim
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	av noo
humidity	0.464	0.373	0.367	av noo
humiliate	0.052	0.714	0.275	txaj muag
humiliated	0.104	0.712	0.216	txaj muag
humiliating	0.062	0.716	0.279	kev txaj muag
humiliation	0.048	0.712	0.310	kev txaj muag
humility	0.740	0.118	0.444	kev txo hwj chim
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	hummingbird
humongous	0.378	0.538	0.536	hmoob
humor	0.890	0.633	0.462	lom zem
humored	0.854	0.657	0.545	lom zem
humorist	0.958	0.790	0.607	humorist
humorous	0.906	0.616	0.665	lom zem
hump	0.296	0.462	0.250	hump
humpback	0.235	0.346	0.247	rov qab
hunch	0.561	0.630	0.567	hunch
hunchback	0.208	0.390	0.259	rov qab
hundred	0.604	0.370	0.406	puas
hundredth	0.427	0.368	0.466	pua
hunger	0.083	0.554	0.328	kev tshaib kev nqhis
hungry	0.083	0.690	0.254	tshaib plab
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	yos hav zoov
hunter	0.292	0.817	0.817	neeg yos hav zoov
hunting	0.448	0.713	0.714	yos hav zoov
huntress	0.357	0.717	0.765	tus neeg yos hav zoov
hurdle	0.198	0.682	0.434	teeb meem
hurl	0.316	0.745	0.574	siab
hurrah	0.802	0.740	0.500	hurray
hurricane	0.177	0.958	0.787	nag xob nag cua
hurricanes	0.286	0.898	0.784	nag xob nag cua
hurried	0.314	0.806	0.393	ceev ceev
hurry	0.422	0.735	0.481	nrawm
hurryup	0.473	0.791	0.555	nrawm
hurt	0.062	0.773	0.291	mob
hurtful	0.104	0.680	0.463	mob siab
hurting	0.153	0.778	0.221	mob
husband	0.771	0.500	0.655	tus txiv
husbandry	0.643	0.473	0.445	kev ua liaj ua teb
hush	0.471	0.231	0.312	hush
hushed	0.292	0.194	0.272	ua tsaug
husk	0.378	0.173	0.147	husk
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	hustle
hustler	0.260	0.821	0.627	hustler
hut	0.633	0.270	0.375	tsev pheeb suab
hutch	0.385	0.453	0.520	huch
hyacinth	0.372	0.360	0.342	hyacinth
hybrid	0.500	0.365	0.570	hybrid
hydra	0.406	0.598	0.534	hydra ua
hydrant	0.570	0.413	0.367	dej ntws
hydrate	0.610	0.367	0.547	hydrate
hydraulic	0.522	0.398	0.596	hydraulic
hydraulics	0.500	0.530	0.588	hydraulics
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamics
hydrogen	0.469	0.303	0.554	hydrogen
hydrographic	0.490	0.396	0.642	hydrographic
hydrology	0.500	0.380	0.509	hydrology
hydrophobia	0.323	0.784	0.351	hydrophobia
hydroponics	0.500	0.549	0.500	hydroponics
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	kev huv
hygienic	0.719	0.245	0.702	huv si
hygienist	0.698	0.389	0.682	tus neeg tu cev
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	nkauj qhuas Vajtswv
hype	0.510	0.500	0.586	hype
hyped	0.708	0.582	0.679	hyped
hyper	0.542	0.616	0.640	hyper
hyperactive	0.500	0.921	0.660	hyperactive
hyperbole	0.469	0.521	0.542	siab phem
hyperspace	0.510	0.623	0.755	hyperspace
hypertension	0.133	0.784	0.427	ntshav siab
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	hyperventilating
hyphen	0.552	0.356	0.381	hyphen
hypnosis	0.417	0.410	0.546	hypnosis
hypnotic	0.571	0.560	0.569	hypnotic
hypnotist	0.490	0.455	0.627	hypnotist
hypnotize	0.469	0.507	0.508	hypnotize
hypnotized	0.449	0.434	0.380	hypnotized
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	siab phem
hypocrite	0.082	0.673	0.306	neeg siab phem
hypocritical	0.048	0.740	0.415	neeg siab phem
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hypothermia
hypothesis	0.552	0.370	0.509	kev xav
hypothetical	0.480	0.367	0.361	hypothetical
hysterectomy	0.178	0.660	0.470	hysterectomy
hysteria	0.224	0.906	0.482	hysteria
hysterical	0.290	0.942	0.398	hysterical
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	dej khov
ice tea	0.771	0.337	0.336	dej tshuaj yej
iceberg	0.344	0.540	0.648	dej khov
icebox	0.560	0.222	0.370	dej khov
icebreaker	0.571	0.545	0.848	dej khov
iced	0.564	0.482	0.339	iced
icing	0.688	0.452	0.411	icing
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	icon
iconic	0.583	0.537	0.700	iconic
iconography	0.602	0.382	0.653	iconography
icy	0.684	0.375	0.345	dej khov
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	tswv yim
ideal	0.802	0.437	0.736	zoo tagnrho
idealism	0.635	0.436	0.689	kev ntseeg
idealist	0.816	0.510	0.802	idealist
idealistic	0.812	0.469	0.755	lub tswv yim
identical	0.635	0.380	0.527	zoo ib yam
identically	0.667	0.427	0.487	zoo ib yam
identification	0.714	0.451	0.692	kev txheeb xyuas
identify	0.635	0.480	0.667	txheeb xyuas
identity	0.663	0.360	0.780	tus kheej
ideology	0.573	0.344	0.692	kev xav
idiocy	0.112	0.635	0.137	idiocy
idiom	0.520	0.337	0.445	lus
idiomatic	0.531	0.429	0.516	idiomatic
idiot	0.086	0.567	0.113	neeg ruam
idiotic	0.104	0.620	0.170	ruam
idiots	0.143	0.600	0.144	neeg ruam
idle	0.179	0.167	0.112	tsis ua haujlwm
idleness	0.308	0.330	0.228	kev ua haujlwm tsis muaj zog
idler	0.200	0.304	0.194	idler
idol	0.684	0.805	0.853	mlom
idolatry	0.365	0.571	0.625	kev pe mlom
idolizing	0.676	0.712	0.643	kev pe mlom
idyllic	0.571	0.394	0.593	idyllic
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	ifonly
igloo	0.569	0.302	0.345	iglo
igneous	0.469	0.466	0.517	igneous
ignite	0.458	0.785	0.675	taws
ignition	0.365	0.720	0.657	hluav taws xob
ignorance	0.153	0.417	0.209	kev tsis paub
ignorant	0.102	0.461	0.223	tsis paub
ignore	0.146	0.230	0.295	tsis quav ntsej
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ib ilk
ill	0.073	0.410	0.200	mob
illegal	0.061	0.787	0.337	txhaum cai
illegality	0.094	0.635	0.427	txhaum cai
illegally	0.133	0.788	0.402	txhaum cai
illegible	0.296	0.490	0.315	tsis raug cai
illegitimate	0.184	0.644	0.302	txhaum cai
illicit	0.188	0.794	0.390	txhaum cai
illiterate	0.120	0.410	0.151	tsis paub ntawv
illness	0.098	0.717	0.211	ua mob
illogical	0.208	0.630	0.251	tsis ntseeg
illuminate	0.905	0.646	0.782	teeb pom kev
illuminating	0.949	0.613	0.773	illuminating
illumination	0.760	0.588	0.537	teeb pom kev zoo
illuminator	0.770	0.566	0.718	illuminator
illusion	0.562	0.490	0.387	kev dag ntxias
illustrate	0.750	0.430	0.690	piv txwv
illustration	0.740	0.441	0.640	ua piv txwv
illustrative	0.771	0.452	0.647	kev piav qhia
illustrious	0.673	0.550	0.741	illustrious
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	iloveher
image	0.653	0.241	0.453	duab
imagery	0.653	0.327	0.390	duab
imaginable	0.613	0.529	0.596	xav txog
imaginary	0.560	0.424	0.310	kev xav
imagination	0.802	0.491	0.547	kev xav
imaginative	0.780	0.541	0.593	kev xav
imagine	0.759	0.480	0.587	xav txog tej yam
imagined	0.656	0.412	0.418	xav txog
imaging	0.724	0.394	0.482	duab
imagining	0.765	0.458	0.545	xav txog
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	tsis sib npaug
imbecile	0.082	0.569	0.260	imbecile
imbedded	0.406	0.580	0.562	imbedded
imissyou	0.480	0.608	0.344	nco koj
imitate	0.469	0.561	0.336	xyaum
imitated	0.333	0.391	0.442	xyaum
imitation	0.406	0.592	0.343	imitation
immaculate	0.698	0.330	0.688	tsis zoo
immaterial	0.296	0.309	0.295	tsis khoom
immature	0.114	0.500	0.200	tsis paub qab hau
immaturity	0.146	0.567	0.221	tsis paub tab
immeasurable	0.510	0.539	0.712	ntsuas tsis tau
immeasurably	0.510	0.640	0.680	immeasurably
immediacy	0.635	0.630	0.627	tam sim no
immediate	0.656	0.548	0.716	tam sim ntawd
immediately	0.552	0.780	0.707	tam sim ntawd
immemorial	0.327	0.469	0.454	immemorial
immense	0.755	0.750	0.811	loj heev
immerse	0.510	0.577	0.509	raus dej
immersion	0.510	0.556	0.564	kev raus dej
immigrant	0.357	0.663	0.509	neeg tsiv teb tsaws chaw
immigration	0.390	0.667	0.454	kev nkag tebchaws
imminent	0.490	0.784	0.643	yuav tshwm sim
immobile	0.225	0.217	0.298	immobile
immoral	0.143	0.622	0.385	kev tsis ncaj ncees
immorality	0.188	0.689	0.315	kev tsis ncaj ncees
immortal	0.812	0.750	0.795	tsis txawj tuag
immortality	0.688	0.635	0.861	kev tsis txawj tuag
immovable	0.480	0.310	0.571	txav tsis tau
immune	0.629	0.472	0.780	tiv thaiv kab mob
immunity	0.633	0.316	0.786	tiv thaiv kab mob
immunization	0.667	0.510	0.733	txhaj tshuaj tiv thaiv
immutable	0.427	0.431	0.571	hloov tsis tau
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	cuam tshuam
impair	0.153	0.500	0.360	ua tsis taus
impaired	0.130	0.459	0.269	ua tsis taus
impairment	0.170	0.571	0.220	kev puas tsuaj
impart	0.521	0.441	0.694	qhia
impartial	0.531	0.406	0.685	ncaj ncees
impartiality	0.622	0.394	0.616	kev ncaj ncees
impassable	0.342	0.458	0.553	impassable
impassioned	0.740	0.780	0.802	mob siab rau
impatience	0.278	0.780	0.411	ua siab ntev
impatient	0.250	0.708	0.429	ua siab ntev
impatiently	0.194	0.750	0.539	ua siab ntev
impeach	0.208	0.776	0.664	impeach
impeachment	0.163	0.735	0.694	kev foob
impeccable	0.833	0.370	0.824	impeccable
impede	0.271	0.510	0.604	cuam tshuam
impediment	0.163	0.600	0.409	impediment
impelled	0.604	0.741	0.690	txhawb nqa
impending	0.480	0.735	0.752	yuav los
impenetrable	0.531	0.577	0.839	impenetrable
imperative	0.625	0.647	0.708	yuav tsum tau
imperceptible	0.378	0.490	0.548	tsis pom kev
imperfect	0.173	0.527	0.202	tsis zoo tag nrho
imperfection	0.190	0.567	0.321	kev tsis zoo
imperfectly	0.297	0.481	0.330	ua tsis tiav
imperial	0.669	0.646	0.922	imperial
imperialist	0.284	0.786	0.833	imperialist
impermeable	0.510	0.308	0.558	impermeable
impermissible	0.188	0.464	0.352	impermissible
impersonal	0.316	0.356	0.472	tsis yog tus kheej
impersonate	0.510	0.632	0.591	cuav
impersonation	0.375	0.618	0.528	kev dag
impersonator	0.469	0.586	0.406	tus neeg dag
impertinence	0.170	0.653	0.420	kev tsis ncaj ncees
impertinent	0.219	0.826	0.373	tsis ncaj ncees lawm
impervious	0.582	0.408	0.536	impervious
impetuous	0.602	0.814	0.712	impetuous
impetus	0.521	0.740	0.635	impetus
implacable	0.569	0.663	0.830	implacable
implant	0.429	0.510	0.588	cog
implantation	0.396	0.604	0.741	implantation
implanted	0.347	0.500	0.679	cog
implement	0.720	0.573	0.792	siv
implicate	0.250	0.670	0.434	cuam tshuam
implicated	0.354	0.673	0.438	cuam tshuam
implication	0.337	0.528	0.690	kev cuam tshuam
implied	0.327	0.530	0.481	txhais
implore	0.396	0.650	0.377	thov
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	qhia
impolite	0.167	0.590	0.282	tsis ncaj ncees
import	0.615	0.480	0.623	ntshuam
importance	0.750	0.580	0.864	qhov tseem ceeb
important	0.827	0.630	0.836	tseem ceeb
importation	0.625	0.500	0.733	kev ntshuam
impose	0.503	0.721	0.745	yuam
imposing	0.392	0.731	0.836	imposing
imposition	0.357	0.604	0.618	kev txwv
impossibility	0.170	0.625	0.306	tsis muaj peev xwm
impossible	0.153	0.510	0.407	ua tsis tau
impostor	0.135	0.704	0.442	neeg dag
impotence	0.198	0.689	0.224	impotence
impotent	0.146	0.587	0.333	tsis muaj zog
impound	0.230	0.587	0.583	impound
impoverished	0.125	0.311	0.203	txom nyem
impracticable	0.398	0.549	0.381	ua tsis tau
impractical	0.160	0.373	0.291	siv tsis tau
impregnable	0.378	0.549	0.667	impregnable
impregnate	0.510	0.721	0.655	impregnate
impress	0.816	0.744	0.895	impress
impressed	0.806	0.770	0.429	txaus siab
impression	0.684	0.557	0.577	kev xav
impressionable	0.827	0.720	0.645	impressionable
impressive	0.781	0.830	0.873	impressive
imprint	0.615	0.574	0.685	imprint
imprison	0.112	0.829	0.545	raug kaw
imprisoned	0.032	0.717	0.302	raug kaw
imprisonment	0.133	0.630	0.471	raug kaw
improbable	0.097	0.412	0.439	ua tsis tau
impromptu	0.541	0.729	0.415	tam sim ntawd
improper	0.229	0.520	0.259	tsis tsim nyog
impropriety	0.133	0.591	0.389	kev tsis ncaj ncees
improve	0.833	0.528	0.815	txhim kho
improved	0.919	0.480	0.679	txhim kho
improvement	0.786	0.500	0.611	kev txhim kho
improves	0.929	0.625	0.727	txhim kho
improving	0.911	0.510	0.682	kev txhim kho
improvisation	0.631	0.812	0.529	improvisation
improvise	0.646	0.650	0.519	improvise
improvised	0.610	0.673	0.443	improvised
imprudent	0.170	0.676	0.265	tsis paub cai
impudence	0.214	0.500	0.472	impudence
impudent	0.302	0.604	0.462	impudent
impulse	0.530	0.840	0.611	impulse
impulsive	0.365	0.864	0.607	impulsive
impunity	0.313	0.721	0.602	kev raug txim
impure	0.260	0.560	0.208	tsis huv
impurity	0.173	0.546	0.306	impurity
imputation	0.333	0.654	0.621	imputation
imtryingtosleep	0.438	0.363	0.385	ua tsaug
inability	0.150	0.529	0.250	tsis muaj peev xwm
inaccessible	0.083	0.585	0.446	nkag tsis tau
inaccurate	0.135	0.450	0.250	tsis raug
inaction	0.323	0.225	0.325	tsis ua haujlwm
inactivate	0.245	0.240	0.415	inactivate
inactivation	0.198	0.260	0.220	kev tsis ua haujlwm
inactive	0.271	0.167	0.159	tsis ua haujlwm
inactivity	0.135	0.143	0.227	kev tsis ua haujlwm
inadequacy	0.286	0.500	0.297	tsis txaus
inadequate	0.122	0.450	0.223	tsis txaus
inadequateness	0.240	0.529	0.316	tsis txaus
inadmissible	0.188	0.636	0.389	tsis lees paub
inadvertent	0.365	0.368	0.286	tsis pom kev
inadvertently	0.302	0.541	0.549	ua tsis tau tiav
inaffable	0.388	0.518	0.455	tsis muaj peev xwm
inalienable	0.437	0.459	0.608	ua tsis tau
inane	0.271	0.350	0.268	tsis muaj
inanimate	0.281	0.143	0.224	tsis muaj sia
inapplicable	0.281	0.402	0.330	siv tsis tau
inappropriate	0.135	0.542	0.353	tsis tsim nyog
inattention	0.208	0.433	0.188	tsis xav
inaudible	0.280	0.398	0.358	tsis hnov
inaugural	0.684	0.567	0.608	pib
inaugurate	0.781	0.582	0.800	pib
inauguration	0.847	0.712	0.769	pib
inborn	0.590	0.288	0.546	yug los
inbound	0.531	0.388	0.538	sab hauv
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	suav tsis tau
incandescent	0.354	0.612	0.621	incandescent
incantation	0.439	0.632	0.548	lus qhuab qhia
incapable	0.156	0.529	0.155	tsis muaj peev xwm
incapacity	0.052	0.500	0.217	tsis muaj peev xwm
incarceration	0.100	0.800	0.397	raug kaw
incarnate	0.552	0.651	0.593	incarnate
incase	0.580	0.196	0.365	hauv
incendiary	0.281	0.810	0.598	hluav taws kub
incense	0.698	0.275	0.328	xyab
incensed	0.338	0.643	0.392	tswm ciab
incentive	0.812	0.618	0.718	kev txhawb siab
inception	0.604	0.425	0.561	pib
incessant	0.438	0.760	0.544	tsis tu ncua
incessantly	0.417	0.765	0.606	tsis tu ncua
incest	0.073	0.853	0.491	kev sib deev
incestuous	0.188	0.736	0.442	kev tsis sib haum xeeb
inch	0.481	0.327	0.300	nti
incidence	0.417	0.527	0.429	xwm txheej
incident	0.084	0.662	0.482	xwm txheej
incidental	0.281	0.610	0.404	xwm txheej
incidentally	0.479	0.500	0.500	xwm txheej
incineration	0.229	0.787	0.470	incineration
incinerator	0.250	0.643	0.591	incinerator
incipient	0.442	0.382	0.430	qhov pib
incision	0.240	0.663	0.558	phais
incisive	0.380	0.602	0.545	incisive
incite	0.449	0.736	0.642	txhawb
incitement	0.302	0.943	0.598	kev tshoov siab
inclement	0.260	0.676	0.616	kev tsis txaus siab
inclination	0.378	0.490	0.538	kev xav
incline	0.490	0.423	0.345	siab
inclined	0.469	0.347	0.402	inclined
include	0.729	0.449	0.702	suav nrog
included	0.760	0.402	0.570	suav nrog
including	0.700	0.378	0.518	suav nrog
inclusion	0.774	0.404	0.712	suav nrog
inclusive	0.604	0.420	0.564	suav nrog
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	tsis sib haum
income	0.750	0.510	0.728	nyiaj tau los
incoming	0.660	0.509	0.596	tuaj
incomparable	0.625	0.577	0.670	sib piv tsis tau
incompatible	0.196	0.500	0.310	tsis sib haum
incompetence	0.077	0.551	0.208	tsis muaj peev xwm
incompetent	0.133	0.566	0.239	tsis muaj peev xwm
incomplete	0.153	0.370	0.205	tsis tiav
incompletely	0.344	0.442	0.232	ua tsis tiav
incompleteness	0.271	0.451	0.234	ua tsis tiav
incomprehensible	0.250	0.550	0.344	tsis nkag siab
inconceivable	0.198	0.552	0.561	inconceivable
inconclusive	0.153	0.442	0.340	tsis paub meej
incongruous	0.177	0.504	0.343	tsis sib haum
inconsequential	0.250	0.480	0.345	tsis tsim nyog
inconsiderate	0.224	0.519	0.423	tsis xav txog
inconsistency	0.125	0.480	0.314	tsis sib xws
inconsistent	0.271	0.431	0.295	tsis sib xws
inconspicuous	0.604	0.214	0.368	tsis meej
incontinence	0.150	0.598	0.272	incontinence
inconvenience	0.063	0.667	0.291	tsis yooj yim
inconvenient	0.224	0.610	0.375	tsis yooj yim
incorporate	0.745	0.612	0.571	koom nrog
incorporation	0.573	0.404	0.768	kev koom ua ke
incorrect	0.140	0.569	0.255	tsis raug
incorrigible	0.130	0.667	0.500	kho tsis tau
increase	0.810	0.657	0.886	nce
increased	0.684	0.660	0.773	nce
incredible	0.857	0.796	0.902	zoo kawg
incredulous	0.286	0.510	0.269	ntseeg tsis tau
increment	0.684	0.637	0.750	nce
incriminate	0.188	0.810	0.416	incriminate
incriminating	0.133	0.788	0.500	incriminating
incrimination	0.152	0.865	0.545	incrimination
incubation	0.461	0.490	0.397	incubation
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	ua haujlwm
incur	0.312	0.667	0.495	tshwm sim
incurable	0.104	0.667	0.255	kho tsis tau
incursion	0.552	0.830	0.719	kev quab yuam
indebted	0.138	0.698	0.275	tshuav nuj nqi
indecency	0.135	0.670	0.491	kev ua tsis ncaj ncees
indecent	0.083	0.683	0.240	tsis ncaj ncees lawm
indecision	0.184	0.480	0.196	tsis txiav txim siab
indecisive	0.271	0.420	0.190	tsis txiav txim siab
indefensible	0.173	0.647	0.484	tiv thaiv tsis tau
indefinite	0.448	0.292	0.296	tsis muaj hnub kawg
indelible	0.490	0.337	0.591	kho tsis tau
indemnification	0.521	0.490	0.770	kev them nyiaj
indemnify	0.449	0.548	0.613	them nyiaj
indemnity	0.470	0.607	0.692	kev them nyiaj
indent	0.479	0.346	0.379	indent
indentation	0.374	0.500	0.349	indentation
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	kev ywj pheej
independent	0.885	0.440	0.872	ywj siab
indescribable	0.448	0.529	0.648	piav tsis tau
indestructible	0.772	0.731	0.853	indestructible
indeterminate	0.360	0.402	0.322	tsis paub meej
index	0.448	0.268	0.342	qhov ntsuas
indicate	0.594	0.350	0.676	qhia
indicating	0.745	0.339	0.555	qhia
indication	0.719	0.432	0.750	qhia
indicative	0.510	0.510	0.591	qhia
indicator	0.573	0.451	0.670	qhov taw qhia
indice	0.469	0.377	0.541	qhov ntsuas
indict	0.188	0.731	0.458	lus hais
indictment	0.245	0.745	0.577	kev foob
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	tsis quav ntsej
indifferent	0.396	0.157	0.250	tsis txaus ntseeg
indigenous	0.500	0.509	0.552	haiv neeg
indigent	0.156	0.481	0.223	ua tsis ncaj
indigestion	0.204	0.610	0.182	plab zom mov
indignant	0.260	0.600	0.423	chim siab
indignation	0.173	0.778	0.431	kev npau taws
indignity	0.167	0.500	0.306	kev npau taws
indigo	0.514	0.365	0.473	xim av
indirect	0.385	0.402	0.330	tsis ncaj
indiscreet	0.177	0.587	0.342	tsis pom kev
indiscretion	0.265	0.637	0.390	kev tsis txaus siab
indispensable	0.710	0.449	0.802	yam tsis tseem ceeb
indisposed	0.122	0.519	0.206	indisposed
indistinct	0.255	0.340	0.360	tsis meej pem
indistinguishable	0.346	0.458	0.548	tsis paub qhov txawv
individual	0.627	0.327	0.533	tus kheej
individuality	0.612	0.469	0.527	tus kheej
indivisible	0.646	0.398	0.580	sib cais
indoctrination	0.327	0.657	0.698	indoctrination
indolent	0.177	0.381	0.259	ua tsis ncaj
