English Word	Valence	Arousal	Dominance	Russian Word
inelastic	0.396	0.426	0.385	неэластичный
ineligible	0.143	0.377	0.457	неприемлемый
inept	0.156	0.418	0.209	неумелый
ineptitude	0.177	0.471	0.250	неумелость
inequality	0.122	0.575	0.259	неравенство
inequitable	0.281	0.519	0.373	несправедливый
inert	0.323	0.180	0.319	инертный
inertia	0.344	0.288	0.322	инерция
inevitable	0.316	0.419	0.623	неизбежный
inexact	0.153	0.459	0.170	неточный
inexcusable	0.271	0.582	0.546	непростительный
inexhaustible	0.602	0.541	0.643	неисчерпаемый
inexpensive	0.694	0.414	0.260	недорогой
inexperience	0.208	0.614	0.151	неопытность
inexperienced	0.281	0.473	0.231	неопытный
inexplicable	0.224	0.635	0.443	необъяснимый
inexpressible	0.198	0.608	0.364	невыразимый
infallibility	0.583	0.663	0.764	непогрешимость
infallible	0.776	0.687	0.809	непогрешимый
infamous	0.146	0.580	0.472	печально известный
infamy	0.177	0.676	0.421	позор
infancy	0.750	0.399	0.370	младенчество
infant	0.802	0.431	0.328	младенец
infanticide	0.167	0.856	0.443	детоубийство
infantile	0.604	0.382	0.259	инфантильный
infantry	0.531	0.684	0.791	пехота
infarct	0.080	0.846	0.386	инфаркт
infatuated	0.729	0.764	0.417	увлеченный
infatuation	0.844	0.745	0.530	увлечение
infeasible	0.245	0.472	0.236	неосуществимый
infect	0.102	0.777	0.424	заразить
infection	0.083	0.735	0.407	инфекционное заболевание
infectious	0.142	0.760	0.422	заразный
infer	0.449	0.490	0.453	делать вывод
inference	0.359	0.479	0.398	вывод
inferential	0.426	0.451	0.455	логический
inferior	0.260	0.254	0.106	низший
inferiority	0.177	0.430	0.205	неполноценность
infernal	0.083	0.837	0.571	адский
inferno	0.051	0.857	0.463	ад
infertile	0.274	0.458	0.255	бесплодный
infertility	0.170	0.664	0.328	бесплодие
infestation	0.256	0.776	0.527	заражение
infidel	0.177	0.740	0.404	неверный
infidelity	0.062	0.777	0.392	неверность
infield	0.510	0.571	0.438	в поле
infiltrate	0.408	0.745	0.587	проникнуть
infiltration	0.265	0.792	0.536	проникновение
infinite	0.724	0.583	0.735	бесконечный
infinitely	0.688	0.643	0.829	бесконечно
infinitesimal	0.388	0.472	0.496	бесконечно малый
infinity	0.516	0.459	0.805	бесконечность
infirm	0.115	0.521	0.210	немощный
infirmary	0.500	0.438	0.517	лазарет
infirmity	0.094	0.482	0.252	немощь
inflammation	0.146	0.765	0.423	воспаление
inflammatory	0.177	0.642	0.404	воспалительный
inflatable	0.510	0.510	0.400	надувной
inflate	0.305	0.569	0.462	раздувать
inflated	0.303	0.431	0.617	надутый
inflation	0.219	0.792	0.508	инфляция
inflection	0.385	0.635	0.377	перегиб
inflict	0.167	0.760	0.609	причинять
infliction	0.302	0.722	0.571	причинение
inflorescence	0.459	0.344	0.412	соцветие
influence	0.622	0.663	0.824	влияние
influential	0.899	0.688	0.944	влиятельный
influenza	0.271	0.718	0.321	грипп
influx	0.622	0.635	0.575	приток
info	0.750	0.330	0.642	Информация
infomercial	0.427	0.462	0.555	рекламный ролик
inform	0.723	0.582	0.679	поставить в известность
informal	0.480	0.398	0.441	неофициальный
informant	0.604	0.612	0.719	осведомитель
information	0.765	0.370	0.711	Информация
informative	0.812	0.419	0.741	познавательный
informed	0.543	0.298	0.617	информированный
informer	0.521	0.578	0.580	осведомитель
infraction	0.245	0.660	0.471	нарушение
infrared	0.469	0.588	0.526	инфракрасный
infrastructure	0.604	0.460	0.694	инфраструктура
infrequent	0.312	0.377	0.192	нечастый
infrequently	0.204	0.250	0.327	редко
infringement	0.153	0.800	0.481	нарушение
infuriate	0.102	0.934	0.596	бесить
infuriated	0.073	0.930	0.510	взбешенный
infuriates	0.135	0.913	0.627	бесит
infuriating	0.139	0.870	0.509	приводящий в бешенство
infuse	0.380	0.705	0.589	влить
infused	0.385	0.473	0.546	настоянный
infuser	0.469	0.433	0.536	заварник
infusion	0.583	0.365	0.453	вливание
ingenious	0.760	0.690	0.891	изобретательный
ingenuity	0.708	0.590	0.868	изобретательность
ingest	0.510	0.559	0.473	глотать
ingestion	0.429	0.612	0.512	проглатывание
ingot	0.688	0.444	0.615	слиток
ingrained	0.531	0.490	0.712	укоренившийся
ingrate	0.235	0.606	0.327	неблагодарить
ingredient	0.792	0.373	0.451	ингредиент
ingress	0.601	0.366	0.736	вход
inhabit	0.656	0.378	0.556	обитать
inhabitant	0.604	0.356	0.519	житель
inhabited	0.667	0.361	0.510	обитаемый
inhabiting	0.458	0.440	0.598	населяющий
inhalation	0.510	0.613	0.464	вдох
inhale	0.427	0.340	0.492	вдохнуть
inhaler	0.408	0.500	0.349	ингалятор
inherent	0.562	0.439	0.480	присущий
inherit	0.745	0.546	0.694	наследовать
inheritance	0.900	0.565	0.798	наследование
inhibit	0.167	0.479	0.447	запрещать
inhibition	0.265	0.392	0.534	торможение
inhibitor	0.281	0.450	0.471	ингибитор
inhospitable	0.265	0.531	0.395	негостеприимный
inhuman	0.107	0.660	0.492	бесчеловечный
inhumane	0.104	0.587	0.402	бесчеловечный
inhumanity	0.143	0.540	0.405	бесчеловечность
inimaginable	0.542	0.636	0.534	невообразимый
inimical	0.260	0.823	0.556	враждебный
inimitable	0.571	0.413	0.790	неподражаемый
iniquity	0.219	0.567	0.425	беззаконие
initial	0.583	0.314	0.539	исходный
initiate	0.719	0.480	0.553	инициировать
initiated	0.760	0.490	0.650	инициированный
initiation	0.698	0.529	0.527	посвящение
initiative	0.833	0.615	0.768	инициатива
inject	0.406	0.735	0.596	вводить
injection	0.281	0.741	0.518	инъекция
injunction	0.281	0.422	0.519	судебный запрет
injure	0.177	0.710	0.364	ранить
injured	0.083	0.680	0.302	пострадавший
injuring	0.073	0.790	0.245	ранящий
injurious	0.177	0.759	0.366	вредный
injury	0.049	0.769	0.287	рана
injustice	0.082	0.755	0.444	несправедливость
ink	0.471	0.408	0.235	чернила
inkling	0.448	0.551	0.570	подозревая
inland	0.510	0.417	0.423	внутренний
inlay	0.406	0.531	0.565	инкрустация
inlet	0.646	0.378	0.466	вход
inmate	0.235	0.663	0.398	сокамерник
inn	0.660	0.284	0.475	гостиница
innards	0.302	0.480	0.400	внутренности
innate	0.490	0.400	0.521	врожденный
inner	0.551	0.216	0.443	внутренний
innermost	0.583	0.500	0.510	сокровенный
innerpeace	0.714	0.318	0.551	внутреннее спокойствие
inning	0.602	0.315	0.520	иннинг
innings	0.573	0.487	0.443	возможности
innkeeper	0.578	0.224	0.472	трактирщик
innocence	0.802	0.260	0.307	невинность
innocent	0.729	0.206	0.340	невиновный
innocently	0.776	0.250	0.302	невинно
innocuous	0.510	0.321	0.172	безобидный
innovate	0.898	0.872	0.750	вводить новшества
innovation	0.949	0.680	0.890	инновации
innovative	0.880	0.640	0.830	инновационный
innuendo	0.467	0.670	0.463	намек
innumerable	0.667	0.445	0.704	бесчисленный
inoculation	0.333	0.570	0.598	прививка
inoperable	0.184	0.422	0.304	неработоспособный
inoperative	0.138	0.425	0.273	недействующий
inordinate	0.163	0.630	0.330	непомерный
inorganic	0.385	0.345	0.282	неорганический
input	0.643	0.337	0.527	вход
inquest	0.458	0.569	0.721	дознание
inquire	0.583	0.519	0.363	спрашивать
inquirer	0.573	0.598	0.776	исследователь
inquiring	0.479	0.510	0.500	вопрошающий
inquiry	0.541	0.420	0.536	расследование
inquisitive	0.301	0.637	0.615	любознательный
inquisitor	0.385	0.873	0.642	инквизитор
insane	0.062	0.670	0.265	безумный
insanity	0.098	0.847	0.337	безумие
insatiable	0.375	0.656	0.558	ненасытный
inscription	0.592	0.422	0.542	надпись
inscrutable	0.459	0.541	0.613	непостижимый
insect	0.276	0.633	0.242	насекомое
insecticide	0.188	0.598	0.430	инсектицид
insecure	0.114	0.538	0.132	ненадежный
insecurity	0.094	0.647	0.350	незащищенность
insemination	0.542	0.644	0.622	осеменение
insensitive	0.219	0.471	0.302	бесчувственный
inseparable	0.700	0.520	0.571	неразлучный
insert	0.481	0.552	0.519	вставлять
inserted	0.479	0.402	0.476	вставлен
insertion	0.521	0.520	0.565	вставка
inside	0.612	0.404	0.472	внутри
insider	0.625	0.562	0.750	инсайдер
insidious	0.146	0.622	0.480	коварный
insight	0.613	0.363	0.649	в поле зрения
insightful	0.664	0.691	0.713	проницательный
insignia	0.665	0.282	0.685	знак отличия
insignificance	0.250	0.216	0.222	незначительность
insignificant	0.083	0.306	0.114	незначительный
insinuate	0.292	0.635	0.413	намекать
insipid	0.214	0.250	0.241	пресный
insist	0.635	0.651	0.688	настаивать
insistence	0.418	0.704	0.645	настойчивость
insistent	0.552	0.635	0.701	настойчивый
insists	0.490	0.587	0.610	настаивает
insolence	0.115	0.731	0.402	дерзость
insolent	0.112	0.663	0.343	наглый
insoluble	0.439	0.290	0.414	нерастворимый
insolvency	0.323	0.431	0.300	неплатежеспособность
insolvent	0.230	0.481	0.318	неплатежеспособный
insomnia	0.198	0.611	0.373	бессонница
insomniac	0.231	0.367	0.329	бессонница
inspect	0.479	0.603	0.793	осмотреть
inspection	0.459	0.630	0.718	осмотр
inspector	0.418	0.580	0.852	инспектор
inspiration	0.938	0.600	0.779	вдохновение
inspirational	0.927	0.720	0.810	вдохновляющий
inspire	0.918	0.627	0.759	вдохновлять
inspired	0.967	0.702	0.736	вдохновленный
instability	0.177	0.760	0.353	нестабильность
install	0.630	0.583	0.736	установить
installation	0.656	0.469	0.759	монтаж
installment	0.619	0.396	0.483	рассрочка
instance	0.547	0.450	0.558	пример
instant	0.766	0.454	0.554	мгновенный
instantaneous	0.750	0.500	0.585	мгновенный
instantaneously	0.656	0.640	0.600	мгновенно
instigate	0.278	0.765	0.642	подстрекать
instigation	0.323	0.769	0.648	подстрекательство
instill	0.562	0.490	0.618	прививать
instinct	0.771	0.602	0.642	инстинкт
instinctive	0.752	0.575	0.694	инстинктивный
institute	0.604	0.480	0.807	институт
institution	0.580	0.311	0.790	учреждение
instruct	0.729	0.490	0.833	инструктировать
instructed	0.740	0.388	0.722	проинструктирован
instruction	0.656	0.434	0.736	инструкция
instructional	0.698	0.500	0.773	учебный
instructions	0.582	0.302	0.556	инструкции
instructive	0.583	0.420	0.643	поучительный
instructor	0.771	0.490	0.782	инструктор
instrument	0.562	0.537	0.655	инструмент
instrumental	0.740	0.472	0.647	инструментальный
instrumentalist	0.656	0.540	0.740	музыкант
instrumentality	0.637	0.510	0.618	инструментальность
insubordination	0.281	0.775	0.634	неподчинение
insufferable	0.220	0.784	0.291	невыносимый
insufficiency	0.115	0.431	0.210	недостаточность
insufficient	0.188	0.380	0.093	недостаточный
insufficiently	0.147	0.509	0.198	недостаточно
insular	0.531	0.426	0.465	островной
insulate	0.365	0.358	0.286	изолировать
insulated	0.208	0.265	0.304	изолированный
insulation	0.245	0.327	0.264	изоляция
insulin	0.429	0.472	0.375	инсулин
insult	0.085	0.831	0.389	оскорблять
insulting	0.094	0.840	0.412	оскорбительный
insurance	0.714	0.308	0.825	страхование
insure	0.700	0.415	0.698	застраховать
insurgent	0.235	0.735	0.660	повстанец
insurmountable	0.620	0.627	0.737	непреодолимый
insurrection	0.229	0.706	0.582	восстание
intact	0.716	0.212	0.602	нетронутый
intake	0.604	0.527	0.442	потребление
intangible	0.525	0.480	0.473	нематериальный
integer	0.573	0.327	0.595	целое число
integral	0.590	0.337	0.615	интеграл
integrate	0.729	0.390	0.700	интегрировать
integration	0.771	0.480	0.737	интеграция
integrity	0.865	0.413	0.848	честность
intellect	0.844	0.418	0.870	интеллект
intellectual	0.906	0.455	0.845	интеллектуал
intelligence	0.833	0.587	0.885	интеллект
intelligent	0.917	0.541	0.868	умный
intelligibility	0.740	0.481	0.689	разборчивость
intelligible	0.635	0.480	0.691	понятный
intend	0.562	0.520	0.519	намереваться
intended	0.406	0.542	0.587	намеревался
