English Word	Valence	Arousal	Dominance	Somali Word
image	0.653	0.241	0.453	sawir
imagery	0.653	0.327	0.390	sawirid
imaginable	0.613	0.529	0.596	la qiyaasi karo
imaginary	0.560	0.424	0.310	khayaali ah
imagination	0.802	0.491	0.547	mala-awaal
imaginative	0.780	0.541	0.593	khayaali ah
imagine	0.759	0.480	0.587	qiyaasi
imagined	0.656	0.412	0.418	mala awaalay
imaging	0.724	0.394	0.482	sawirid
imagining	0.765	0.458	0.545	khayaali
imam	0.527	0.337	0.539	imaam
imbalance	0.115	0.538	0.264	dheelitir la'aanta
imbecile	0.082	0.569	0.260	aan qummanayn
imbedded	0.406	0.580	0.562	la galiyay
imissyou	0.480	0.608	0.344	ku faraxsan
imitate	0.469	0.561	0.336	ku daydo
imitated	0.333	0.391	0.442	lagu daydo
imitation	0.406	0.592	0.343	ku dayasho
immaculate	0.698	0.330	0.688	aan nadiif ahayn
immaterial	0.296	0.309	0.295	aan ahayn
immature	0.114	0.500	0.200	aan qaangaarin
immaturity	0.146	0.567	0.221	qaan-gaarnimo
immeasurable	0.510	0.539	0.712	aan la qiyaasi karin
immeasurably	0.510	0.640	0.680	aan la qiyaasi karin
immediacy	0.635	0.630	0.627	degdeg ah
immediate	0.656	0.548	0.716	degdeg ah
immediately	0.552	0.780	0.707	isla markiiba
immemorial	0.327	0.469	0.454	soo jireen ah
immense	0.755	0.750	0.811	aad u weyn
immerse	0.510	0.577	0.509	quusin
immersion	0.510	0.556	0.564	quusid
immigrant	0.357	0.663	0.509	soo galooti
immigration	0.390	0.667	0.454	socdaalka
imminent	0.490	0.784	0.643	dhow
immobile	0.225	0.217	0.298	dhaqaaqin
immoral	0.143	0.622	0.385	anshax xumo
immorality	0.188	0.689	0.315	anshax xumo
immortal	0.812	0.750	0.795	aan dhimanayn
immortality	0.688	0.635	0.861	aan dhimanayn
immovable	0.480	0.310	0.571	ma guurto ah
immune	0.629	0.472	0.780	difaac
immunity	0.633	0.316	0.786	xasaanad
immunization	0.667	0.510	0.733	tallaalid
immutable	0.427	0.431	0.571	aan la beddeli karin
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	saamayn
impair	0.153	0.500	0.360	daciifin
impaired	0.130	0.459	0.269	naafo
impairment	0.170	0.571	0.220	daciifnimo
impart	0.521	0.441	0.694	dhiibid
impartial	0.531	0.406	0.685	eex la'aan
impartiality	0.622	0.394	0.616	dhexdhexaadnimo
impassable	0.342	0.458	0.553	aan la mari karin
impassioned	0.740	0.780	0.802	niyad jabsan
impatience	0.278	0.780	0.411	samir la'aan
impatient	0.250	0.708	0.429	dulqaad la'aan
impatiently	0.194	0.750	0.539	samir la'aan
impeach	0.208	0.776	0.664	xil ka qaadis
impeachment	0.163	0.735	0.694	xil ka qaadis
impeccable	0.833	0.370	0.824	aan qummanayn
impede	0.271	0.510	0.604	carqaladayn
impediment	0.163	0.600	0.409	carqaladayn
impelled	0.604	0.741	0.690	kicin
impending	0.480	0.735	0.752	soo socda
impenetrable	0.531	0.577	0.839	aan laga gudbi karin
imperative	0.625	0.647	0.708	lama huraan ah
imperceptible	0.378	0.490	0.548	aan la fahmi karin
imperfect	0.173	0.527	0.202	aan qummanayn
imperfection	0.190	0.567	0.321	cilladaan
imperfectly	0.297	0.481	0.330	aan qummanayn
imperial	0.669	0.646	0.922	boqortooyo
imperialist	0.284	0.786	0.833	Imperialist
impermeable	0.510	0.308	0.558	aan laga gudbi karin
impermissible	0.188	0.464	0.352	aan la ogolayn
impersonal	0.316	0.356	0.472	aan shakhsi ahayn
impersonate	0.510	0.632	0.591	iska dhigid
impersonation	0.375	0.618	0.528	iska dhigid
impersonator	0.469	0.586	0.406	iska dhigaya
impertinence	0.170	0.653	0.420	aqoon la'aan
impertinent	0.219	0.826	0.373	aan macquul ahayn
impervious	0.582	0.408	0.536	aan damiir lahayn
impetuous	0.602	0.814	0.712	xamaasad leh
impetus	0.521	0.740	0.635	kicin
implacable	0.569	0.663	0.830	aan la taaban karin
implant	0.429	0.510	0.588	la gelin
implantation	0.396	0.604	0.741	tallaalid
implanted	0.347	0.500	0.679	la beeray
implement	0.720	0.573	0.792	hirgelin
implicate	0.250	0.670	0.434	maldahan
implicated	0.354	0.673	0.438	lug ku leh
implication	0.337	0.528	0.690	saamayn
implied	0.327	0.530	0.481	maldahan
implore	0.396	0.650	0.377	baryi
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	maldahan
impolite	0.167	0.590	0.282	akhlaaq xumo
import	0.615	0.480	0.623	soo dejinta
importance	0.750	0.580	0.864	muhiimadda
important	0.827	0.630	0.836	muhiim ah
importation	0.625	0.500	0.733	soo dejinta
impose	0.503	0.721	0.745	soo rogi
imposing	0.392	0.731	0.836	soo rogid
imposition	0.357	0.604	0.618	soo rogid
impossibility	0.170	0.625	0.306	macquul ahayn
impossible	0.153	0.510	0.407	aan macquul ahayn
impostor	0.135	0.704	0.442	been abuur
impotence	0.198	0.689	0.224	awood la'aan
impotent	0.146	0.587	0.333	aan tabar lahayn
impound	0.230	0.587	0.583	xirid
impoverished	0.125	0.311	0.203	saboolnimo
impracticable	0.398	0.549	0.381	aan macquul ahayn
impractical	0.160	0.373	0.291	aan macquul ahayn
impregnable	0.378	0.549	0.667	aan la qiyaasi karin
impregnate	0.510	0.721	0.655	uurka yeelan
impress	0.816	0.744	0.895	soo jiidan
impressed	0.806	0.770	0.429	la dhacay
impression	0.684	0.557	0.577	aragti
impressionable	0.827	0.720	0.645	la dareemi karo
impressive	0.781	0.830	0.873	cajiib ah
imprint	0.615	0.574	0.685	daabac
imprison	0.112	0.829	0.545	xidhid
imprisoned	0.032	0.717	0.302	la xidhay
imprisonment	0.133	0.630	0.471	xadhig
improbable	0.097	0.412	0.439	aan macquul ahayn
impromptu	0.541	0.729	0.415	degdeg ah
improper	0.229	0.520	0.259	aan habboonayn
impropriety	0.133	0.591	0.389	xaqdarro
improve	0.833	0.528	0.815	wanaajiso
improved	0.919	0.480	0.679	wanaajiyay
improvement	0.786	0.500	0.611	hagaajin
improves	0.929	0.625	0.727	hagaajinaysaa
improving	0.911	0.510	0.682	hagaajin
improvisation	0.631	0.812	0.529	hagaajin
improvise	0.646	0.650	0.519	hagaajin
improvised	0.610	0.673	0.443	hagaajin
imprudent	0.170	0.676	0.265	caqli-xumo
impudence	0.214	0.500	0.472	kacsi la'aan
impudent	0.302	0.604	0.462	indho la'aan
impulse	0.530	0.840	0.611	dareen
impulsive	0.365	0.864	0.607	dhiirran
impunity	0.313	0.721	0.602	ciqaab la'aan
impure	0.260	0.560	0.208	aan daahir ahayn
impurity	0.173	0.546	0.306	wasakhnimo
imputation	0.333	0.654	0.621	xisaabin
imtryingtosleep	0.438	0.363	0.385	hurdo la'aan
inability	0.150	0.529	0.250	karti la'aan
inaccessible	0.083	0.585	0.446	aan la heli karin
inaccurate	0.135	0.450	0.250	aan sax ahayn
inaction	0.323	0.225	0.325	waxqabad la'aan
inactivate	0.245	0.240	0.415	firfircoonayn
inactivation	0.198	0.260	0.220	hawlgelin
inactive	0.271	0.167	0.159	firfircoonayn
inactivity	0.135	0.143	0.227	dhaqdhaqaaq la'aan
inadequacy	0.286	0.500	0.297	ku filnayn
inadequate	0.122	0.450	0.223	aan ku filnayn
inadequateness	0.240	0.529	0.316	ku filnaansho la'aan
inadmissible	0.188	0.636	0.389	aan la aqbali karin
inadvertent	0.365	0.368	0.286	aan fiicneyn
inadvertently	0.302	0.541	0.549	si badheedh ah
inaffable	0.388	0.518	0.455	aan la taaban karin
inalienable	0.437	0.459	0.608	lama taabtaan ah
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	aan noolayn
inapplicable	0.281	0.402	0.330	aan la adeegsan karin
inappropriate	0.135	0.542	0.353	aan habboonayn
inattention	0.208	0.433	0.188	feejignaan la'aan
inaudible	0.280	0.398	0.358	aan la maqli karin
inaugural	0.684	0.567	0.608	caleema saarka
inaugurate	0.781	0.582	0.800	caleemasaar
inauguration	0.847	0.712	0.769	caleema saarka
inborn	0.590	0.288	0.546	dhashay
inbound	0.531	0.388	0.538	soo galaysa
inbred	0.397	0.520	0.473	dhalanteed
incalculable	0.449	0.620	0.679	aan la xisaabin karin
incandescent	0.354	0.612	0.621	shidan
incantation	0.439	0.632	0.548	calaacalid
incapable	0.156	0.529	0.155	aan karti lahayn
incapacity	0.052	0.500	0.217	awood la'aan
incarceration	0.100	0.800	0.397	xidhidh
incarnate	0.552	0.651	0.593	jidh ahaansho
incase	0.580	0.196	0.365	Lacalla
incendiary	0.281	0.810	0.598	hurisa
incense	0.698	0.275	0.328	foox
incensed	0.338	0.643	0.392	xanaaqay
incentive	0.812	0.618	0.718	dhiirigelin
inception	0.604	0.425	0.561	curinta
incessant	0.438	0.760	0.544	aan kala go' lahayn
incessantly	0.417	0.765	0.606	aan kala joogsi lahayn
incest	0.073	0.853	0.491	qaraabo kiil
incestuous	0.188	0.736	0.442	qaraabo ah
inch	0.481	0.327	0.300	inji
incidence	0.417	0.527	0.429	dhacdo
incident	0.084	0.662	0.482	dhacdo
incidental	0.281	0.610	0.404	kadis ah
incidentally	0.479	0.500	0.500	si kadis ah
incineration	0.229	0.787	0.470	gubasho
incinerator	0.250	0.643	0.591	gubi
incipient	0.442	0.382	0.430	curiye
incision	0.240	0.663	0.558	jeexitaan
incisive	0.380	0.602	0.545	kicin
incite	0.449	0.736	0.642	kicin
incitement	0.302	0.943	0.598	kicin
inclement	0.260	0.676	0.616	xumaan
inclination	0.378	0.490	0.538	u janjeedhin
incline	0.490	0.423	0.345	u janjeedhin
inclined	0.469	0.347	0.402	u janjeera
include	0.729	0.449	0.702	ka mid ah
included	0.760	0.402	0.570	waxaa ka mid ahaa
including	0.700	0.378	0.518	oo ay ku jiraan
inclusion	0.774	0.404	0.712	ka mid noqoshada
inclusive	0.604	0.420	0.564	loo dhan yahay
incognito	0.610	0.490	0.446	qarsoodi
incoherent	0.122	0.612	0.250	aan isku xirneyn
income	0.750	0.510	0.728	dakhliga
incoming	0.660	0.509	0.596	soo galaya
incomparable	0.625	0.577	0.670	aan la barbar dhigi karin
incompatible	0.196	0.500	0.310	aan isqaban karin
incompetence	0.077	0.551	0.208	karti darro
incompetent	0.133	0.566	0.239	karti la'aan
incomplete	0.153	0.370	0.205	aan dhamaystirnayn
incompletely	0.344	0.442	0.232	aan dhamaystirnayn
incompleteness	0.271	0.451	0.234	dhamaystir la'aan
incomprehensible	0.250	0.550	0.344	aan la fahmi karin
inconceivable	0.198	0.552	0.561	aan la qaadan karin
inconclusive	0.153	0.442	0.340	aan loo dhamayn
incongruous	0.177	0.504	0.343	aan isqaban karin
inconsequential	0.250	0.480	0.345	aan waxba tarayn
inconsiderate	0.224	0.519	0.423	aan laga fiirsan
inconsistency	0.125	0.480	0.314	iswaafaq la'aan
inconsistent	0.271	0.431	0.295	iswaafaqayn
inconspicuous	0.604	0.214	0.368	aan muuqan
incontinence	0.150	0.598	0.272	cesho la'aan
inconvenience	0.063	0.667	0.291	dhib la'aan
inconvenient	0.224	0.610	0.375	aan dhib lahayn
incorporate	0.745	0.612	0.571	ku daraan
incorporation	0.573	0.404	0.768	ku daridda
incorrect	0.140	0.569	0.255	khaldan
incorrigible	0.130	0.667	0.500	aan la sixi karin
increase	0.810	0.657	0.886	kordhiyo
increased	0.684	0.660	0.773	kordhay
incredible	0.857	0.796	0.902	cajiib ah
incredulous	0.286	0.510	0.269	cajiib ah
increment	0.684	0.637	0.750	kordhin
incriminate	0.188	0.810	0.416	dambiile
incriminating	0.133	0.788	0.500	dembiilayaal
incrimination	0.152	0.865	0.545	dembi
incubation	0.461	0.490	0.397	kuleej
incubator	0.510	0.435	0.405	ilbaxnimo
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	xilka haya
incur	0.312	0.667	0.495	soo gasho
incurable	0.104	0.667	0.255	aan dawo lahayn
incursion	0.552	0.830	0.719	duullaan
indebted	0.138	0.698	0.275	lagu leeyahay
indecency	0.135	0.670	0.491	edeb darro
indecent	0.083	0.683	0.240	anshax-xumo
indecision	0.184	0.480	0.196	go'aan la'aan
indecisive	0.271	0.420	0.190	go'aan la'aan
indefensible	0.173	0.647	0.484	aan la difaaci karin
indefinite	0.448	0.292	0.296	aan xad lahayn
indelible	0.490	0.337	0.591	aan la tirtiri karin
indemnification	0.521	0.490	0.770	magdhaw
indemnify	0.449	0.548	0.613	magdhaw
indemnity	0.470	0.607	0.692	magdhaw
indent	0.479	0.346	0.379	gallad
indentation	0.374	0.500	0.349	galitaanka
indenture	0.434	0.382	0.636	galmood
independence	0.896	0.663	0.911	madaxbannaanida
independent	0.885	0.440	0.872	madax bannaan
indescribable	0.448	0.529	0.648	aan la sifayn karin
indestructible	0.772	0.731	0.853	aan la dumin karin
indeterminate	0.360	0.402	0.322	aan go'aan lahayn
index	0.448	0.268	0.342	index
indicate	0.594	0.350	0.676	tilmaami
indicating	0.745	0.339	0.555	tilmaamaya
indication	0.719	0.432	0.750	tilmaamid
indicative	0.510	0.510	0.591	tilmaame
indicator	0.573	0.451	0.670	Tilmaame
indice	0.469	0.377	0.541	tilmaame
indict	0.188	0.731	0.458	eedayn
indictment	0.245	0.745	0.577	eedayn
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	danayn la'aan
indifferent	0.396	0.157	0.250	aan dan ka lahayn
indigenous	0.500	0.509	0.552	wadaniga ah
indigent	0.156	0.481	0.223	danyar
indigestion	0.204	0.610	0.182	dheefshiidka
indignant	0.260	0.600	0.423	xanaaqsan
indignation	0.173	0.778	0.431	cadho
indignity	0.167	0.500	0.306	sharaf darro
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	dadban
indiscreet	0.177	0.587	0.342	aan damiir lahayn
indiscretion	0.265	0.637	0.390	caqli-xumo
indispensable	0.710	0.449	0.802	lama huraan ah
indisposed	0.122	0.519	0.206	indho la'aan
indistinct	0.255	0.340	0.360	aan caddayn
indistinguishable	0.346	0.458	0.548	aan la kala saari karin
individual	0.627	0.327	0.533	shaqsi
individuality	0.612	0.469	0.527	shakhsinimada
indivisible	0.646	0.398	0.580	aan la qaybsan karin
indoctrination	0.327	0.657	0.698	indoctrination
indolent	0.177	0.381	0.259	caajisnimo
indomitable	0.458	0.800	0.830	aan loo dulqaadan karin
indoor	0.615	0.245	0.347	gudaha
induce	0.257	0.606	0.684	dhalid
induced	0.397	0.471	0.491	soo jiidan
inducement	0.647	0.765	0.685	kicin
induction	0.392	0.593	0.627	kicin
indulge	0.833	0.716	0.669	ku dhiirranow
indulgence	0.479	0.490	0.517	damacsasho
indulgent	0.560	0.481	0.529	koolkoolin
industrial	0.469	0.600	0.875	warshadaha
industrialist	0.562	0.633	0.843	warshadaha
industrious	0.720	0.537	0.791	hawlkar ah
industry	0.650	0.447	0.836	warshadaha
ineffable	0.551	0.577	0.585	aan la taaban karin
ineffective	0.093	0.422	0.094	aan waxtar lahayn
ineffectual	0.163	0.412	0.200	aan waxtar lahayn
inefficiency	0.092	0.466	0.181	waxtar la'aan
inefficient	0.190	0.460	0.173	tayo lahayn
inelastic	0.396	0.426	0.385	dabacsanaan
ineligible	0.143	0.377	0.457	aan u qalmin
inept	0.156	0.418	0.209	aan qummanayn
ineptitude	0.177	0.471	0.250	daacadnimo
inequality	0.122	0.575	0.259	sinnaan la'aan
inequitable	0.281	0.519	0.373	sinaan la'aan
inert	0.323	0.180	0.319	dareen la'aan
inertia	0.344	0.288	0.322	kacsi
inevitable	0.316	0.419	0.623	lama huraan ah
inexact	0.153	0.459	0.170	aan sax ahayn
inexcusable	0.271	0.582	0.546	cudurdaar la'aan
inexhaustible	0.602	0.541	0.643	aan la koobi karin
inexpensive	0.694	0.414	0.260	aan qaali ahayn
inexperience	0.208	0.614	0.151	waayo-aragnimo la'aan
inexperienced	0.281	0.473	0.231	khibrad la'aan
inexplicable	0.224	0.635	0.443	aan la macnayn karin
inexpressible	0.198	0.608	0.364	aan la sheegi karin
infallibility	0.583	0.663	0.764	khalad la'aan
infallible	0.776	0.687	0.809	aan khaldami karin
infamous	0.146	0.580	0.472	magac xumo
infamy	0.177	0.676	0.421	magac xumo
infancy	0.750	0.399	0.370	dhallaannimo
infant	0.802	0.431	0.328	dhallaan
infanticide	0.167	0.856	0.443	dhallaan dilid
infantile	0.604	0.382	0.259	dhallaan
infantry	0.531	0.684	0.791	ciidanka lugta
infarct	0.080	0.846	0.386	caabuq
infatuated	0.729	0.764	0.417	gacaltooyo
infatuation	0.844	0.745	0.530	jacayl jacayl
infeasible	0.245	0.472	0.236	aan macquul ahayn
infect	0.102	0.777	0.424	qaadsiin
infection	0.083	0.735	0.407	caabuq
infectious	0.142	0.760	0.422	faafa
infer	0.449	0.490	0.453	gartay
inference	0.359	0.479	0.398	aragti
inferential	0.426	0.451	0.455	aan caqli gal ahayn
inferior	0.260	0.254	0.106	liita
inferiority	0.177	0.430	0.205	hooseeyo
infernal	0.083	0.837	0.571	madhalaysnimo
inferno	0.051	0.857	0.463	hurdo
infertile	0.274	0.458	0.255	dhalmo la'aan
infertility	0.170	0.664	0.328	dhalmo la'aan
infestation	0.256	0.776	0.527	duufsanaan
infidel	0.177	0.740	0.404	gaal
infidelity	0.062	0.777	0.392	gaalnimo
infield	0.510	0.571	0.438	gudaha
infiltrate	0.408	0.745	0.587	soo dhex gelid
infiltration	0.265	0.792	0.536	soo dhex gelid
infinite	0.724	0.583	0.735	aan xad lahayn
infinitely	0.688	0.643	0.829	aan xad lahayn
infinitesimal	0.388	0.472	0.496	aan dhammaadka lahayn
infinity	0.516	0.459	0.805	aan dhammaad lahayn
infirm	0.115	0.521	0.210	tabar daran
infirmary	0.500	0.438	0.517	isbitaalka
infirmity	0.094	0.482	0.252	daciifnimo
inflammation	0.146	0.765	0.423	barar
inflammatory	0.177	0.642	0.404	bararsan
inflatable	0.510	0.510	0.400	la buufiyo
inflate	0.305	0.569	0.462	sicir-barar
inflated	0.303	0.431	0.617	bararsan
inflation	0.219	0.792	0.508	Sicir bararka
inflection	0.385	0.635	0.377	is-rogid
inflict	0.167	0.760	0.609	dhibin
infliction	0.302	0.722	0.571	xanuun
inflorescence	0.459	0.344	0.412	inflorescence
influence	0.622	0.663	0.824	saamayn
influential	0.899	0.688	0.944	saamayn leh
influenza	0.271	0.718	0.321	hargabka
influx	0.622	0.635	0.575	qulqulid
info	0.750	0.330	0.642	macluumaadka
infomercial	0.427	0.462	0.555	xog-ururin
inform	0.723	0.582	0.679	wargelin
informal	0.480	0.398	0.441	aan rasmi ahayn
informant	0.604	0.612	0.719	xog-ogaal
information	0.765	0.370	0.711	xog
informative	0.812	0.419	0.741	xog badan
informed	0.543	0.298	0.617	lagu wargeliyay
informer	0.521	0.578	0.580	wargeliye
infraction	0.245	0.660	0.471	xadgudub
infrared	0.469	0.588	0.526	infrared
infrastructure	0.604	0.460	0.694	kaabayaasha dhaqaalaha
infrequent	0.312	0.377	0.192	aan badnayn
infrequently	0.204	0.250	0.327	si aan badneyn
infringement	0.153	0.800	0.481	xadgudub
infuriate	0.102	0.934	0.596	xanaaqsan
infuriated	0.073	0.930	0.510	xanaaqay
infuriates	0.135	0.913	0.627	cadho
infuriating	0.139	0.870	0.509	xanaaqsan
infuse	0.380	0.705	0.589	ku shubid
infused	0.385	0.473	0.546	lagu shubay
infuser	0.469	0.433	0.536	dareere
infusion	0.583	0.365	0.453	faleebo
ingenious	0.760	0.690	0.891	xariif ah
ingenuity	0.708	0.590	0.868	xariifnimo
ingest	0.510	0.559	0.473	dhuuqin
ingestion	0.429	0.612	0.512	nuugista
ingot	0.688	0.444	0.615	maqashay
ingrained	0.531	0.490	0.712	xididaysan
ingrate	0.235	0.606	0.327	gaaloobid
ingredient	0.792	0.373	0.451	maaddo
ingress	0.601	0.366	0.736	soo gelid
inhabit	0.656	0.378	0.556	degto
inhabitant	0.604	0.356	0.519	deggane
inhabited	0.667	0.361	0.510	degan
inhabiting	0.458	0.440	0.598	degan
inhalation	0.510	0.613	0.464	neefsashada
inhale	0.427	0.340	0.492	neefso
inhaler	0.408	0.500	0.349	daawada neefsashada
inherent	0.562	0.439	0.480	dhalanteed
inherit	0.745	0.546	0.694	dhaxalin
inheritance	0.900	0.565	0.798	dhaxalka
inhibit	0.167	0.479	0.447	joojiso
inhibition	0.265	0.392	0.534	xannibid
inhibitor	0.281	0.450	0.471	ka hortag
inhospitable	0.265	0.531	0.395	aan la soo dhawayn karin
inhuman	0.107	0.660	0.492	bini'aadantinimada ka baxsan
inhumane	0.104	0.587	0.402	bini'aadantinimada ka baxsan
inhumanity	0.143	0.540	0.405	bini'aadantinimada ka baxsan
inimaginable	0.542	0.636	0.534	aan la qiyaasi karin
inimical	0.260	0.823	0.556	aan caadi ahayn
inimitable	0.571	0.413	0.790	aan la aqbali karin
iniquity	0.219	0.567	0.425	xumaan
initial	0.583	0.314	0.539	bilow
initiate	0.719	0.480	0.553	bilaabid
initiated	0.760	0.490	0.650	bilaabay
initiation	0.698	0.529	0.527	bilaabid
initiative	0.833	0.615	0.768	hindise
inject	0.406	0.735	0.596	duri
injection	0.281	0.741	0.518	duritaan
injunction	0.281	0.422	0.519	amar
injure	0.177	0.710	0.364	dhaawac
injured	0.083	0.680	0.302	dhaawacmay
injuring	0.073	0.790	0.245	dhaawac
injurious	0.177	0.759	0.366	dhaawac leh
injury	0.049	0.769	0.287	dhaawac
injustice	0.082	0.755	0.444	cadaalad daro
ink	0.471	0.408	0.235	khad
inkling	0.448	0.551	0.570	qallafsanaan
inland	0.510	0.417	0.423	gudaha
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	gelid
inmate	0.235	0.663	0.398	maxbuus
inn	0.660	0.284	0.475	hudheelo
innards	0.302	0.480	0.400	gudaha
innate	0.490	0.400	0.521	dhalanteed
inner	0.551	0.216	0.443	gudaha
innermost	0.583	0.500	0.510	gudaha
innerpeace	0.714	0.318	0.551	innerpeace
inning	0.602	0.315	0.520	ciyaarta soo galitaanka
innings	0.573	0.487	0.443	ciyaaraha
innkeeper	0.578	0.224	0.472	ilaaliyaha hudheelka
innocence	0.802	0.260	0.307	dambi la'aan
innocent	0.729	0.206	0.340	aan waxba galabsan
innocently	0.776	0.250	0.302	aan waxba galabsan
innocuous	0.510	0.321	0.172	aan waxba galabsan
innovate	0.898	0.872	0.750	ikhtiraacid
innovation	0.949	0.680	0.890	hal-abuurnimo
innovative	0.880	0.640	0.830	Hal abuur
innuendo	0.467	0.670	0.463	xumaan
innumerable	0.667	0.445	0.704	aan la tirin karin
inoculation	0.333	0.570	0.598	tallaalid
inoperable	0.184	0.422	0.304	aan shaqaynayn
inoperative	0.138	0.425	0.273	aan shaqaynayn
inordinate	0.163	0.630	0.330	aan xad lahayn
inorganic	0.385	0.345	0.282	aan organic ahayn
input	0.643	0.337	0.527	gelin
inquest	0.458	0.569	0.721	baaritaan
inquire	0.583	0.519	0.363	weyddiin
inquirer	0.573	0.598	0.776	wax weyddiin
inquiring	0.479	0.510	0.500	weydiinaya
inquiry	0.541	0.420	0.536	weydiin
inquisitive	0.301	0.637	0.615	wax weydiinaya
inquisitor	0.385	0.873	0.642	wax baadha
insane	0.062	0.670	0.265	waalan
insanity	0.098	0.847	0.337	waalli
insatiable	0.375	0.656	0.558	aan dhergin
inscription	0.592	0.422	0.542	qoraal
inscrutable	0.459	0.541	0.613	aan la garan karin
insect	0.276	0.633	0.242	cayayaan
insecticide	0.188	0.598	0.430	cayayaanka
insecure	0.114	0.538	0.132	ammaan la'aan
insecurity	0.094	0.647	0.350	ammaan darro
insemination	0.542	0.644	0.622	beerid
insensitive	0.219	0.471	0.302	dareen la'aan
inseparable	0.700	0.520	0.571	aan la kala saari karin
insert	0.481	0.552	0.519	gelin
inserted	0.479	0.402	0.476	la geliyey
insertion	0.521	0.520	0.565	gelin
inside	0.612	0.404	0.472	gudaha
insider	0.625	0.562	0.750	gudaha
insidious	0.146	0.622	0.480	khiyaano
insight	0.613	0.363	0.649	aragti
insightful	0.664	0.691	0.713	garasho leh
insignia	0.665	0.282	0.685	calaamad
insignificance	0.250	0.216	0.222	macno darro
insignificant	0.083	0.306	0.114	aan macno lahayn
insinuate	0.292	0.635	0.413	xumeyn
insipid	0.214	0.250	0.241	caajisnimo
insist	0.635	0.651	0.688	ku adkeyso
insistence	0.418	0.704	0.645	ku adkeysiga
insistent	0.552	0.635	0.701	ku adkaysta
insists	0.490	0.587	0.610	ku adkaysanayo
insolence	0.115	0.731	0.402	afxumo
insolent	0.112	0.663	0.343	afxumo
insoluble	0.439	0.290	0.414	aan la milmin
insolvency	0.323	0.431	0.300	khasaare
insolvent	0.230	0.481	0.318	kharriban
insomnia	0.198	0.611	0.373	hurdo la'aan
insomniac	0.231	0.367	0.329	hurdo la'aan
inspect	0.479	0.603	0.793	kormeer
inspection	0.459	0.630	0.718	kormeerid
inspector	0.418	0.580	0.852	kormeere
inspiration	0.938	0.600	0.779	waxyi
inspirational	0.927	0.720	0.810	dhiirigelin leh
inspire	0.918	0.627	0.759	dhiirigelin
inspired	0.967	0.702	0.736	waxyoonay
instability	0.177	0.760	0.353	xasillooni darro
install	0.630	0.583	0.736	rakibi
installation	0.656	0.469	0.759	rakibidda
installment	0.619	0.396	0.483	qayb
instance	0.547	0.450	0.558	tusaale ahaan
instant	0.766	0.454	0.554	degdeg ah
instantaneous	0.750	0.500	0.585	degdeg ah
instantaneously	0.656	0.640	0.600	isla markiiba
instigate	0.278	0.765	0.642	kicin
instigation	0.323	0.769	0.648	kicin
instill	0.562	0.490	0.618	beerin
instinct	0.771	0.602	0.642	dareen
instinctive	0.752	0.575	0.694	dareen leh
institute	0.604	0.480	0.807	machad
institution	0.580	0.311	0.790	machad
instruct	0.729	0.490	0.833	tilmaami
instructed	0.740	0.388	0.722	la faray
instruction	0.656	0.434	0.736	tilmaamid
instructional	0.698	0.500	0.773	waxbarasho
