English Word	Valence	Arousal	Dominance	Hindi Word
pelvic	0.320	0.632	0.373	श्रोणि
pelvis	0.378	0.618	0.380	श्रोणि
pen	0.622	0.194	0.250	कलम
penal	0.208	0.565	0.610	दंडात्मक
penalty	0.062	0.490	0.240	दंड
penance	0.219	0.667	0.463	तपस्या
penchant	0.688	0.480	0.609	लगन
pencil	0.552	0.200	0.263	पेंसिल
pendant	0.676	0.321	0.385	लटकन
pendency	0.396	0.452	0.472	लम्बित
pendent	0.470	0.380	0.425	लटकता हुआ
pending	0.396	0.441	0.473	लंबित
pendulum	0.542	0.368	0.434	लंगर
penetrate	0.287	0.877	0.732	घुसना
penetrating	0.469	0.792	0.782	मर्मज्ञ
penetration	0.438	0.885	0.792	प्रवेश
penguin	0.615	0.296	0.307	पेंगुइन
penicillin	0.417	0.431	0.566	पेनिसिलिन
penile	0.490	0.736	0.491	शिश्न
peninsula	0.551	0.384	0.627	प्रायद्वीप
penis	0.354	0.810	0.556	लिंग
penitent	0.542	0.530	0.508	अनुतापी
penitentiary	0.229	0.726	0.491	जेल
penmanship	0.677	0.284	0.509	लेखक की शैली
pennant	0.542	0.380	0.426	पताका
penniless	0.062	0.316	0.083	दरिद्र
penny	0.615	0.302	0.324	पैसे
pension	0.625	0.409	0.406	पेंशन
pensioner	0.440	0.245	0.442	पेंशनभोगी
pensive	0.540	0.220	0.529	चिंताग्रस्त
pentagon	0.490	0.636	0.774	पंचकोण
pentagram	0.510	0.433	0.466	पेंटाग्राम
penthouse	0.592	0.430	0.395	सायबान
penultimate	0.469	0.366	0.255	अंत से पहले
people	0.604	0.400	0.500	लोग
peopled	0.594	0.450	0.679	लोग
pep	0.510	0.510	0.364	जोश
pepper	0.400	0.539	0.328	मिर्च
peppermint	0.720	0.264	0.271	पुदीना
pepperoni	0.796	0.472	0.358	पेपरौनी
peppy	0.677	0.529	0.438	क्रियात्मक
peptic	0.398	0.463	0.362	पाचक
peptide	0.380	0.480	0.411	पेप्टाइड
perceive	0.653	0.490	0.655	समझना
percent	0.470	0.350	0.356	प्रतिशत
percentage	0.469	0.400	0.553	प्रतिशत
percentile	0.479	0.410	0.390	प्रतिशतता
perceptible	0.710	0.460	0.620	प्रत्याक्ष
perception	0.653	0.481	0.655	अनुभूति
perceptive	0.745	0.500	0.741	भेदक
perch	0.531	0.300	0.314	बसेरा
perchance	0.480	0.224	0.298	मुमकिन है
percolation	0.397	0.417	0.415	टपकन
percussion	0.622	0.635	0.642	टक्कर
perdition	0.135	0.656	0.496	तबाही
peremptory	0.429	0.426	0.606	आज्ञसूचक
perennial	0.527	0.358	0.500	चिरस्थायी
perfect	0.980	0.471	0.870	उत्तम
perfection	0.881	0.745	0.934	पूर्णता
perfectionist	0.667	0.704	0.905	पूर्णतावादी
perfecto	0.802	0.567	0.889	परफेक्टो
perforated	0.219	0.607	0.344	छिद्रित
perforation	0.365	0.668	0.578	वेध
perforce	0.357	0.689	0.354	ख़ामख़ाह
perform	0.765	0.555	0.773	अभिनय करना
performance	0.750	0.520	0.672	प्रदर्शन
performer	0.541	0.530	0.708	अभिनेता
perfume	0.740	0.472	0.463	इत्र
perfumed	0.816	0.471	0.509	सुगंधित
peri	0.448	0.433	0.370	पेरी
peridot	0.458	0.481	0.435	पेरिडॉट
peril	0.052	0.910	0.518	जोखिम
perilous	0.143	0.862	0.575	जोखिम
perimeter	0.470	0.443	0.555	परिमाप
period	0.396	0.324	0.588	अवधि
periodic	0.677	0.324	0.508	सामयिक
periodical	0.550	0.298	0.430	नियत कालीन
periodically	0.480	0.314	0.515	समय-समय
periodicity	0.646	0.324	0.645	दौरा
peripheral	0.406	0.406	0.549	परिधीय
periphery	0.469	0.360	0.366	उपनगर
periscope	0.604	0.375	0.609	पेरिस्कोप
perish	0.296	0.570	0.415	नाश
perishable	0.270	0.464	0.354	नष्ट होनेवाला
perished	0.135	0.596	0.225	मारे गए
perishing	0.229	0.423	0.148	अनित्य
perjury	0.229	0.686	0.409	झूठा साक्ष्य
perk	0.903	0.519	0.682	उबाल आना
perky	0.896	0.792	0.673	दिलेर
perm	0.667	0.465	0.741	पर्म
permanence	0.771	0.370	0.708	स्थायित्व
permanent	0.745	0.345	0.736	स्थायी
permeable	0.635	0.402	0.495	प्रवेश के योग्य
permeate	0.417	0.410	0.407	चूना
permeation	0.418	0.559	0.536	रसना
permissible	0.684	0.646	0.612	जायज़
permission	0.612	0.311	0.580	अनुमति
permissive	0.633	0.389	0.413	अनुमोदक
permit	0.733	0.349	0.518	आज्ञा देना
permitted	0.865	0.410	0.613	अनुमति है
permitting	0.724	0.481	0.661	की अनुमति
permutation	0.385	0.588	0.500	परिवर्तन
pernicious	0.229	0.600	0.382	हानिकारक
peroxide	0.458	0.529	0.510	पेरोक्साइड
perpendicular	0.510	0.398	0.439	सीधा
perpetrate	0.327	0.837	0.732	पाप करना
perpetrator	0.229	0.765	0.538	अपराधी
perpetual	0.625	0.438	0.741	लगातार
perpetually	0.510	0.473	0.868	नित्य
perpetuate	0.397	0.588	0.788	यादगार बनाना
perpetuation	0.510	0.677	0.716	स्थायीकरण
perpetuity	0.590	0.434	0.759	अनंत काल
perplexed	0.312	0.705	0.318	विकल
perplexing	0.316	0.530	0.362	हैरान करने वाला
perplexity	0.275	0.720	0.500	विकलता
persecute	0.281	0.873	0.509	सताना
persecution	0.229	0.865	0.660	उत्पीड़न
perseverance	0.888	0.630	0.796	दृढ़ता
persevere	0.802	0.583	0.937	दृढ़ रहें
persist	0.765	0.644	0.727	दृढ़ रहना
persistence	0.684	0.611	0.873	अटलता
persistent	0.646	0.667	0.815	दृढ़
persisting	0.697	0.677	0.745	निरंतर आ रही है
person	0.646	0.363	0.596	व्यक्ति
persona	0.741	0.480	0.743	व्यक्तित्व
personable	0.816	0.520	0.637	चित्ताकर्षक
personage	0.653	0.324	0.698	व्यक्ति
personal	0.750	0.311	0.467	व्यक्तिगत
personality	0.896	0.513	0.790	व्यक्तित्व
personification	0.760	0.471	0.691	अवतार
personnel	0.729	0.344	0.587	कार्मिक
persons	0.869	0.302	0.588	व्यक्तियों
perspective	0.688	0.470	0.704	परिप्रेक्ष्य
perspiration	0.385	0.667	0.490	पसीना
persuade	0.620	0.618	0.709	राज़ी करना
persuasion	0.612	0.670	0.537	प्रोत्साहन
persuasive	0.740	0.700	0.657	प्रेरक
pert	0.469	0.460	0.348	फूलदार
pertinent	0.580	0.333	0.723	उचित
perturbation	0.270	0.840	0.500	गड़बड़ी
pertussis	0.279	0.569	0.386	काली खांसी
perusal	0.622	0.235	0.543	अध्ययन
peruse	0.503	0.270	0.439	सोचना
pervading	0.418	0.684	0.728	सर्वव्यापी
perverse	0.146	0.808	0.464	विकृत
perversion	0.083	0.830	0.490	विकृति
pervert	0.082	0.863	0.500	विकृत
perverted	0.062	0.918	0.436	विकृत
pesky	0.250	0.760	0.431	परेशान
pessimism	0.083	0.484	0.264	निराशावाद
pessimist	0.125	0.470	0.218	निराशावादी
pessimistic	0.088	0.394	0.236	निराशावादी
pest	0.188	0.680	0.452	पीड़क
pester	0.143	0.780	0.385	मचलना
pestilence	0.122	0.660	0.283	ताऊन
pestle	0.427	0.463	0.426	मूसल
pesto	0.531	0.323	0.336	पेस्टो
pet	0.875	0.327	0.305	पालतू
petal	0.810	0.194	0.211	पत्ती
petite	0.510	0.354	0.245	खूबसूरत
petition	0.498	0.575	0.415	याचिका
petitioner	0.601	0.531	0.566	याचिकाकर्ता
petloss	0.271	0.481	0.424	पेटलॉस
petpeeve	0.375	0.594	0.392	चूक
petrified	0.221	0.625	0.232	डर लगता
petrify	0.177	0.571	0.447	पत्थर बनाना
petrol	0.418	0.519	0.577	पेट्रोल
petroleum	0.583	0.451	0.640	पेट्रोलियम
petticoat	0.550	0.396	0.351	स्री
petting	0.812	0.462	0.480	पेटिंग
petty	0.210	0.537	0.236	क्षुद्र
petulant	0.247	0.685	0.491	ढीठ
petunia	0.583	0.260	0.356	गहरे नीले रंग
pew	0.449	0.235	0.664	बेंच
pewter	0.396	0.260	0.321	पारितोषिक
peyote	0.406	0.462	0.426	पियोट
phalanx	0.398	0.398	0.455	व्यूह
phantom	0.260	0.759	0.448	प्रेत
pharaoh	0.656	0.491	0.798	फिरौन
pharmaceutical	0.500	0.435	0.562	फार्मास्युटिकल
pharmacist	0.592	0.382	0.648	फार्मेसिस्ट
pharmacology	0.560	0.440	0.526	औषध
pharmacy	0.531	0.337	0.542	फार्मेसी
phase	0.645	0.300	0.482	अवस्था
pheasant	0.541	0.362	0.292	तीतर
phenomenal	0.915	0.750	0.918	अभूतपूर्व
phenomenon	0.625	0.721	0.848	तथ्य
pheromone	0.561	0.573	0.561	फेरोमोन
phew	0.531	0.429	0.302	ओफ़्फ़
phi	0.420	0.361	0.452	फ़ाई
philanthropic	0.812	0.426	0.717	परोपकारी
philanthropist	0.704	0.463	0.623	लोकोपकारक
philanthropy	0.745	0.412	0.801	लोकोपकार
philistine	0.390	0.500	0.491	अशिक्षित
philosopher	0.684	0.316	0.720	दार्शनिक
philosophic	0.688	0.270	0.655	दार्शनिक
philosophical	0.719	0.275	0.713	दार्शनिक
philosophy	0.684	0.255	0.640	दर्शन
phlegm	0.173	0.394	0.240	कफ
pho	0.541	0.370	0.384	फो
phobia	0.173	0.904	0.291	भय
phoenix	0.653	0.481	0.594	अचंभा
phone	0.729	0.344	0.418	फ़ोन
phonetic	0.542	0.435	0.536	ध्वन्यात्मक
phonetics	0.646	0.425	0.519	स्वर-विज्ञान
phonics	0.490	0.519	0.455	नादविद्या
phonograph	0.561	0.398	0.565	ग्रामोफ़ोन
phonology	0.695	0.402	0.512	ध्वनि विज्ञान
phony	0.115	0.592	0.202	जाली
phooey	0.333	0.490	0.352	फूई
phosphate	0.500	0.306	0.407	फास्फेट
phosphor	0.438	0.480	0.427	भास्वर
phosphorus	0.429	0.539	0.370	फास्फोरस
photo	0.729	0.327	0.431	तस्वीर
photogenic	0.780	0.500	0.495	प्रकाश उत्पन्न करनेवाला
photograph	0.677	0.353	0.358	फोटो
photographer	0.714	0.481	0.562	फोटोग्राफर
photographic	0.761	0.429	0.564	फोटो
photography	0.630	0.431	0.360	फोटोग्राफी
photometry	0.417	0.456	0.436	प्रकाश मापन
photon	0.459	0.439	0.455	फोटोन
phrase	0.630	0.264	0.314	मुहावरा
phraseology	0.620	0.406	0.537	पदावली
phylogeny	0.378	0.410	0.481	फिलोजेनी
physical	0.750	0.520	0.607	शारीरिक
physical therapist	0.531	0.337	0.775	भौतिक चिकित्सक
physician	0.583	0.490	0.843	चिकित्सक
physicist	0.635	0.538	0.693	भौतिक विज्ञानी
physics	0.582	0.415	0.664	भौतिक विज्ञान
physiological	0.510	0.418	0.620	शारीरिक
physiology	0.521	0.451	0.519	शरीर क्रिया विज्ञान
physique	0.643	0.500	0.543	काया
pi	0.469	0.265	0.400	अनुकरणीय
pianist	0.806	0.491	0.573	पियानोवादक
piano	0.704	0.343	0.438	पियानो
piazza	0.625	0.471	0.472	बाज़ार का मैदान
piccolo	0.625	0.423	0.380	छोटा पियानो
pick	0.500	0.464	0.525	चुनना
picked	0.740	0.518	0.670	उठाया
picker	0.534	0.340	0.609	कुदाल
picket	0.365	0.615	0.451	पहरे पर तैनात करना
picketing	0.330	0.557	0.471	धरना
pickle	0.593	0.449	0.288	अचार
pickled	0.344	0.450	0.291	मसालेदार
pickpocket	0.365	0.704	0.449	पाकेटमार
pickup	0.561	0.529	0.420	उठाना
picky	0.257	0.729	0.598	नकचढ़े
picnic	0.625	0.470	0.375	पिकनिक
pictorial	0.704	0.481	0.476	चित्रमय
picture	0.714	0.308	0.462	चित्र
pictures	0.653	0.240	0.405	चित्रों
picturesque	0.802	0.491	0.483	सुरम्य
pie	0.880	0.402	0.368	पाई
piece	0.646	0.245	0.367	टुकड़ा
piecemeal	0.615	0.269	0.319	क्रम से
pieceofshit	0.083	0.724	0.292	टुकड़ा-टुकड़ा
pied	0.594	0.433	0.350	विचित्र
pier	0.583	0.279	0.445	घाट
pierce	0.365	0.670	0.611	प्रवेश करना
piety	0.760	0.340	0.482	शील
pig	0.343	0.368	0.324	सुअर
pigeon	0.688	0.224	0.276	कबूतर
piggy	0.541	0.365	0.412	सूअर का बच्चा
piggyback	0.438	0.490	0.343	पिग्गीबैक
pigheaded	0.271	0.472	0.358	बेवक़ूफ़
piglet	0.540	0.443	0.250	सूअर का बच्चा
pigment	0.390	0.333	0.339	रंग
pigskin	0.347	0.449	0.300	ज़ीन
pigsty	0.133	0.529	0.221	गंदा स्थान
pike	0.427	0.410	0.452	पाइक
pile	0.461	0.320	0.539	बवासीर
piles	0.469	0.423	0.468	धन
pileup	0.340	0.559	0.446	ढेर लगाना
pilgrim	0.531	0.404	0.569	यात्री
pilgrimage	0.708	0.522	0.625	तीर्थ यात्रा
pill	0.573	0.407	0.368	गोली
pillage	0.240	0.685	0.375	लूट का माल
pillar	0.583	0.330	0.684	स्तंभ
pillbox	0.385	0.339	0.296	पिलबॉक्स
pillow	0.663	0.128	0.195	तकिया
pillowcase	0.500	0.179	0.250	pillowcase
pilot	0.688	0.680	0.736	पायलट
pimp	0.146	0.700	0.536	दलाल
pimple	0.245	0.370	0.274	फुंसी
pin	0.438	0.346	0.390	नत्थी करना
pinball	0.582	0.640	0.442	पिनबॉल
pinch	0.340	0.632	0.339	चुटकी
pinching	0.250	0.788	0.345	बन्द रखो
pine	0.583	0.225	0.312	देवदार
pineapple	0.677	0.316	0.245	अनानास
ping	0.541	0.490	0.391	गुनगुनाहट
pinhead	0.459	0.300	0.308	सिरा
pinhole	0.375	0.279	0.345	पिनहोल
pinion	0.444	0.361	0.346	डैने की नोक
pink	0.806	0.269	0.471	गुलाबी
pinkie	0.663	0.265	0.269	पिंकी
pinnacle	0.633	0.390	0.508	शिखर
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	सटीक
pint	0.686	0.333	0.321	पिंट
pinto	0.570	0.354	0.373	चितकबरा
pinup	0.610	0.459	0.393	पिन अप
pioneer	0.796	0.618	0.802	प्रथम अन्वेषक
pious	0.698	0.306	0.426	धर्मनिष्ठ
pip	0.448	0.430	0.366	रंज
pipe	0.541	0.340	0.330	पाइप
piped	0.360	0.529	0.379	पाइप
pipeline	0.479	0.337	0.411	पाइपलाइन
piper	0.569	0.442	0.398	मुरलीवाला
pipette	0.480	0.403	0.418	विंदुक
piping	0.365	0.337	0.405	पाइपलाइन
pipsqueak	0.347	0.481	0.349	तुच्छ बात
pique	0.417	0.500	0.426	मनमुटाव
piracy	0.296	0.792	0.567	समुद्री डकैती
piranha	0.219	0.799	0.575	पिरान्हा
pirate	0.156	0.740	0.559	समुद्री डाकू
piscina	0.714	0.500	0.443	मछली पालने का जहाज़
piss	0.354	0.462	0.268	पेशाब
pissed	0.102	0.888	0.543	बहुत मदहोश
pissedoff	0.240	0.651	0.459	यहं से चले जाओ
pisser	0.378	0.547	0.398	पिसेर
pissesmeoff	0.180	0.587	0.441	पेशाब
pissingmeoff	0.208	0.622	0.423	पिस्सिंगमेऑफ़
pissoff	0.255	0.617	0.400	दूर जाने का अभद्र संकेत देना
pistachio	0.643	0.336	0.305	पिस्ता
pistol	0.170	0.900	0.677	पिस्तौल
piston	0.398	0.480	0.500	पिस्टन
pit	0.408	0.396	0.278	गड्ढा
pita	0.551	0.279	0.255	अरबी रोटी
