English Word	Valence	Arousal	Dominance	Hungarian Word
pheromone	0.561	0.573	0.561	feromon
phew	0.531	0.429	0.302	fú
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	filantróp
philanthropist	0.704	0.463	0.623	emberbarát
philanthropy	0.745	0.412	0.801	filantrópia
philistine	0.390	0.500	0.491	Filiszteus
philosopher	0.684	0.316	0.720	filozófus
philosophic	0.688	0.270	0.655	filozófiai
philosophical	0.719	0.275	0.713	filozófiai
philosophy	0.684	0.255	0.640	filozófia
phlegm	0.173	0.394	0.240	váladék
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	fóbia
phoenix	0.653	0.481	0.594	főnix
phone	0.729	0.344	0.418	telefon
phonetic	0.542	0.435	0.536	fonetikus
phonetics	0.646	0.425	0.519	fonetika
phonics	0.490	0.519	0.455	hangzástan
phonograph	0.561	0.398	0.565	fonográf
phonology	0.695	0.402	0.512	fonológia
phony	0.115	0.592	0.202	hamis
phooey	0.333	0.490	0.352	fuj
phosphate	0.500	0.306	0.407	foszfát
phosphor	0.438	0.480	0.427	foszfor
phosphorus	0.429	0.539	0.370	foszfor
photo	0.729	0.327	0.431	fénykép
photogenic	0.780	0.500	0.495	fotogén
photograph	0.677	0.353	0.358	fénykép
photographer	0.714	0.481	0.562	fotós
photographic	0.761	0.429	0.564	fényképészeti
photography	0.630	0.431	0.360	fényképezés
photometry	0.417	0.456	0.436	fotometria
photon	0.459	0.439	0.455	foton
phrase	0.630	0.264	0.314	kifejezés
phraseology	0.620	0.406	0.537	frazeológia
phylogeny	0.378	0.410	0.481	törzsfejlődés
physical	0.750	0.520	0.607	fizikai
physical therapist	0.531	0.337	0.775	gyógytornász
physician	0.583	0.490	0.843	orvos
physicist	0.635	0.538	0.693	fizikus
physics	0.582	0.415	0.664	fizika
physiological	0.510	0.418	0.620	fiziológiai
physiology	0.521	0.451	0.519	fiziológia
physique	0.643	0.500	0.543	fizikum
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	zongorista
piano	0.704	0.343	0.438	zongora
piazza	0.625	0.471	0.472	piazza
piccolo	0.625	0.423	0.380	piccolo
pick	0.500	0.464	0.525	szed
picked	0.740	0.518	0.670	válogatott
picker	0.534	0.340	0.609	válogató
picket	0.365	0.615	0.451	karó
picketing	0.330	0.557	0.471	pikettezni
pickle	0.593	0.449	0.288	savanyú uborka
pickled	0.344	0.450	0.291	pácolt
pickpocket	0.365	0.704	0.449	zsebtolvaj
pickup	0.561	0.529	0.420	felvenni
picky	0.257	0.729	0.598	válogatós
picnic	0.625	0.470	0.375	piknik
pictorial	0.704	0.481	0.476	képi
picture	0.714	0.308	0.462	kép
pictures	0.653	0.240	0.405	képeket
picturesque	0.802	0.491	0.483	festői
pie	0.880	0.402	0.368	pite
piece	0.646	0.245	0.367	darab
piecemeal	0.615	0.269	0.319	darabonként
pieceofshit	0.083	0.724	0.292	szar darab
pied	0.594	0.433	0.350	pites
pier	0.583	0.279	0.445	móló
pierce	0.365	0.670	0.611	átszúrni
piety	0.760	0.340	0.482	kegyesség
pig	0.343	0.368	0.324	malac
pigeon	0.688	0.224	0.276	galamb
piggy	0.541	0.365	0.412	kismalac
piggyback	0.438	0.490	0.343	háton
pigheaded	0.271	0.472	0.358	makacs
piglet	0.540	0.443	0.250	Malacka
pigment	0.390	0.333	0.339	pigment
pigskin	0.347	0.449	0.300	disznóbőr
pigsty	0.133	0.529	0.221	pigment lerakódás
pike	0.427	0.410	0.452	csuka
pile	0.461	0.320	0.539	halom
piles	0.469	0.423	0.468	aranyér
pileup	0.340	0.559	0.446	felhalmoz
pilgrim	0.531	0.404	0.569	zarándok
pilgrimage	0.708	0.522	0.625	zarándoklat
pill	0.573	0.407	0.368	tabletta
pillage	0.240	0.685	0.375	fosztogatás
pillar	0.583	0.330	0.684	pillér
pillbox	0.385	0.339	0.296	fészek
pillow	0.663	0.128	0.195	párna
pillowcase	0.500	0.179	0.250	párnahuzat
pilot	0.688	0.680	0.736	pilóta
pimp	0.146	0.700	0.536	strici
pimple	0.245	0.370	0.274	pattanás
pin	0.438	0.346	0.390	pin
pinball	0.582	0.640	0.442	flipper
pinch	0.340	0.632	0.339	csipet
pinching	0.250	0.788	0.345	csípés
pine	0.583	0.225	0.312	fenyő
pineapple	0.677	0.316	0.245	ananász
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	tűfej
pinhole	0.375	0.279	0.345	tűlyuk
pinion	0.444	0.361	0.346	fogaskerék
pink	0.806	0.269	0.471	rózsaszín
pinkie	0.663	0.265	0.269	apróság
pinnacle	0.633	0.390	0.508	csúcsa
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	hajszálpontos
pint	0.686	0.333	0.321	pint
pinto	0.570	0.354	0.373	tarka
pinup	0.610	0.459	0.393	elsőrendű
pioneer	0.796	0.618	0.802	úttörő
pious	0.698	0.306	0.426	jámbor
pip	0.448	0.430	0.366	csipog
pipe	0.541	0.340	0.330	cső
piped	0.360	0.529	0.379	csöves
pipeline	0.479	0.337	0.411	csővezeték
piper	0.569	0.442	0.398	dudás
pipette	0.480	0.403	0.418	pipetta
piping	0.365	0.337	0.405	csővezeték
pipsqueak	0.347	0.481	0.349	piszkál
pique	0.417	0.500	0.426	pique
piracy	0.296	0.792	0.567	kalózkodás
piranha	0.219	0.799	0.575	piranha
pirate	0.156	0.740	0.559	kalóz
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	pisi
pissed	0.102	0.888	0.543	részeg
pissedoff	0.240	0.651	0.459	dühös
pisser	0.378	0.547	0.398	pisser
pissesmeoff	0.180	0.587	0.441	dühös
pissingmeoff	0.208	0.622	0.423	pissing meoff
pissoff	0.255	0.617	0.400	piszkálni
pistachio	0.643	0.336	0.305	pisztácia
pistol	0.170	0.900	0.677	pisztoly
piston	0.398	0.480	0.500	dugattyú
pit	0.408	0.396	0.278	gödör
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	hangmagasság
pitcher	0.510	0.673	0.704	kancsó
pitchfork	0.312	0.580	0.529	vasvilla
pitfall	0.177	0.775	0.508	csapda
pith	0.458	0.350	0.596	bél
pithy	0.480	0.360	0.635	velős
pitiful	0.219	0.490	0.232	szánalmas
pitted	0.358	0.653	0.470	kimagozott
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	agyalapi
pity	0.160	0.398	0.114	kár
pivot	0.458	0.382	0.440	pivot
pivotal	0.582	0.471	0.536	döntő
pix	0.521	0.373	0.364	pix
pixie	0.562	0.537	0.325	tündér
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	pizzéria
placard	0.388	0.442	0.500	plakát
place	0.573	0.261	0.398	hely
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	elhelyezés
placenta	0.375	0.433	0.443	placenta
placid	0.640	0.317	0.491	nyugodt
placket	0.408	0.231	0.228	nyílás
plagiarism	0.135	0.716	0.436	plágium
plague	0.083	0.596	0.355	pestis
plaid	0.480	0.330	0.417	pléd
plain	0.500	0.167	0.311	egyszerű
plainclothes	0.698	0.337	0.424	civilruha
plaintiff	0.365	0.806	0.711	felperes
plaintive	0.292	0.529	0.306	panaszos
plan	0.646	0.540	0.733	terv
plane	0.510	0.356	0.386	repülőgép
planes	0.667	0.606	0.575	repülőgépek
planet	0.698	0.404	0.832	bolygó
planetarium	0.704	0.462	0.655	planetárium
planetary	0.604	0.500	0.620	planetáris
planets	0.724	0.318	0.658	bolygók
plank	0.427	0.280	0.333	deszka
plankton	0.552	0.321	0.371	plankton
planned	0.740	0.385	0.729	tervezett
planner	0.760	0.469	0.868	tervező
planning	0.894	0.462	0.705	tervezés
plant	0.730	0.180	0.371	növény
plantation	0.573	0.585	0.575	ültetvény
planter	0.604	0.450	0.634	ültetvényes
planting	0.635	0.343	0.595	ültetés
plaque	0.520	0.333	0.420	folt
plasma	0.474	0.398	0.360	vérplazma
plaster	0.438	0.264	0.255	vakolat
plastic	0.490	0.269	0.320	műanyag
plasticity	0.542	0.471	0.402	plaszticitás
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	lemez
plateau	0.611	0.316	0.400	fennsík
plated	0.562	0.458	0.457	lemezelt
platform	0.602	0.340	0.718	felület
plating	0.576	0.368	0.433	galvanizálás
platinum	0.750	0.518	0.702	platina
platonic	0.490	0.461	0.469	plátói
platoon	0.448	0.700	0.745	szakasz
platter	0.686	0.245	0.219	tál
plaudit	0.816	0.813	0.546	dicséret
plausibility	0.705	0.451	0.570	elfogadhatóság
plausible	0.714	0.404	0.510	valószínű
play	0.812	0.765	0.358	játék
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	lejátszás
playbook	0.673	0.582	0.500	játékkönyv
playboy	0.646	0.900	0.519	aranyifjú
player	0.557	0.688	0.644	játékos
playful	0.892	0.688	0.463	játékos
playground	0.888	0.620	0.435	játszótér
playhouse	0.719	0.729	0.426	színház
playmate	0.878	0.509	0.398	játszótárs
playoff	0.622	0.716	0.550	rájátszás
playpen	0.698	0.481	0.475	járóka
playroom	0.844	0.661	0.380	játszószoba
plaything	0.708	0.602	0.277	játékszer
playtime	0.760	0.596	0.566	szünet
playwright	0.672	0.550	0.667	drámaíró
plaza	0.690	0.346	0.529	köztér
plea	0.633	0.491	0.517	kifogás
plead	0.177	0.596	0.195	könyörögni
pleasant	0.939	0.310	0.673	kellemes
pleased	0.939	0.548	0.795	elégedett
pleasing	0.917	0.449	0.788	kellemes
pleasurable	0.948	0.529	0.669	kellemes
pleasure	0.939	0.740	0.682	öröm
pleasures	0.896	0.654	0.705	örömöket
pleat	0.490	0.345	0.316	ránc
pleated	0.534	0.318	0.436	redőzött
pledge	0.719	0.490	0.764	fogadalom
pledged	0.719	0.630	0.658	elzálogosította
plenary	0.573	0.356	0.598	plenáris
plentiful	0.833	0.735	0.745	bőséges
plenty	0.827	0.612	0.824	bőven
plenum	0.531	0.454	0.596	plénum
plethora	0.646	0.602	0.547	rengeteg
plexus	0.333	0.405	0.395	plexus
pliable	0.625	0.370	0.440	hajlítható
plication	0.360	0.460	0.500	hajlítás
pliers	0.561	0.334	0.441	fogó
plight	0.450	0.520	0.547	nyomorúság
plinth	0.438	0.346	0.473	lábazat
plodding	0.449	0.481	0.439	gürcölés
plop	0.385	0.475	0.349	csapkod
plot	0.469	0.567	0.510	cselekmény
plough	0.677	0.427	0.458	eke
ploughed	0.438	0.420	0.431	megszántott
plover	0.439	0.434	0.191	lile
plow	0.531	0.560	0.456	eke
plowed	0.552	0.490	0.355	megszántott
plowing	0.562	0.531	0.518	szántás
ploy	0.458	0.559	0.741	csel
pluck	0.375	0.583	0.474	bátorság
plucky	0.816	0.817	0.880	bátor
plug	0.531	0.356	0.473	dugó
plum	0.724	0.306	0.170	szilva
plumage	0.656	0.286	0.284	tollazat
plumb	0.448	0.500	0.554	függőleges
plumber	0.327	0.510	0.448	vízvezeték-szerelő
plumbing	0.469	0.427	0.441	vízvezeték
plume	0.469	0.323	0.375	toll
plummet	0.302	0.750	0.360	nehezék
plump	0.385	0.480	0.387	telt
plumper	0.406	0.429	0.353	teltebb
plunder	0.125	0.894	0.574	zsákmány
plunge	0.307	0.690	0.550	belemerülni
plunger	0.365	0.510	0.373	dugattyú
plural	0.560	0.432	0.564	többes szám
plurality	0.683	0.473	0.587	pluralitás
plush	0.625	0.265	0.318	plüss
plutonium	0.406	0.675	0.731	plutónium
ply	0.458	0.320	0.324	réteg
plywood	0.561	0.245	0.380	furnér
pneumatic	0.337	0.520	0.500	pneumatikus
pneumonia	0.208	0.608	0.324	tüdőgyulladás
poacher	0.240	0.673	0.612	orvvadász
poachers	0.315	0.857	0.632	orvvadászok
poaching	0.302	0.824	0.526	orvvadászat
pocket	0.458	0.275	0.340	zseb-
pocketbook	0.551	0.231	0.343	zsebkönyv
pocketful	0.594	0.279	0.306	egy zsebnyi
pod	0.480	0.396	0.339	hüvely
podium	0.627	0.365	0.702	pódium
poem	0.810	0.270	0.571	vers
poems	0.833	0.388	0.418	verseket
poet	0.827	0.350	0.556	költő
poetic	0.860	0.269	0.548	költői
poetical	0.802	0.327	0.518	költői
poetics	0.833	0.306	0.353	poétika
poetry	0.697	0.235	0.629	költészet
pogo	0.480	0.426	0.368	pogo
poignant	0.646	0.444	0.518	megrendítő
point	0.490	0.193	0.431	pont
pointedly	0.408	0.706	0.569	határozottan
pointer	0.583	0.382	0.500	mutató
pointless	0.055	0.353	0.111	értelmetlen
pointy	0.469	0.651	0.438	hegyes
poise	0.677	0.202	0.708	egyensúly
poison	0.083	0.760	0.573	méreg
poisoned	0.057	0.808	0.402	megmérgezve
poisoning	0.094	0.837	0.526	mérgezés
poisonous	0.102	0.870	0.533	mérgező
poke	0.365	0.713	0.475	bök
poker	0.480	0.689	0.398	póker
pokes	0.365	0.480	0.538	piszkálja
polar	0.468	0.261	0.500	poláris
polarity	0.510	0.472	0.500	polaritás
pole	0.418	0.398	0.368	pólus
polemic	0.133	0.750	0.652	polemikus
police	0.458	0.770	0.830	rendőrség
police officer	0.479	0.816	0.858	rendőr
policeman	0.542	0.708	0.898	rendőr
policewoman	0.530	0.740	0.727	rendőrnő
policy	0.324	0.735	0.833	irányelv
polio	0.296	0.452	0.409	gyermekbénulás
polish	0.604	0.412	0.533	fényesít
polished	0.667	0.413	0.491	csiszolt
polite	0.927	0.378	0.562	udvarias
politeness	0.875	0.353	0.618	udvariasság
politic	0.365	0.581	0.798	politikus
political	0.347	0.730	0.875	politikai
politician	0.323	0.551	0.863	politikus
politics	0.250	0.528	0.855	politika
polity	0.268	0.583	0.802	alkotmány
polka	0.604	0.451	0.426	polka
poll	0.552	0.500	0.554	közvélemény kutatás
pollen	0.622	0.212	0.292	pollen
polling	0.448	0.598	0.602	szavazás
pollute	0.173	0.660	0.480	szennyezni
pollution	0.062	0.694	0.445	környezetszennyezés
polo	0.582	0.360	0.415	póló
poltergeist	0.271	0.784	0.544	kopogó szellem
polyester	0.479	0.270	0.366	poliészter
polygamy	0.365	0.647	0.563	poligámia
polygon	0.490	0.558	0.557	poligon
polygonal	0.427	0.441	0.528	sokszögű
polygraph	0.427	0.491	0.602	poligráf
polymer	0.438	0.330	0.393	polimer
polymorphism	0.429	0.592	0.558	polimorfizmus
pomp	0.448	0.491	0.413	pompa
pompous	0.500	0.571	0.409	nagyképű
poncho	0.490	0.265	0.231	poncsó
pond	0.520	0.337	0.358	tavacska
ponder	0.740	0.380	0.689	latolgat
ponderous	0.290	0.450	0.534	súlyos
pong	0.500	0.500	0.396	pong
pontiff	0.625	0.363	0.723	pápa
pontificate	0.584	0.424	0.704	pápaság
pontoon	0.500	0.377	0.373	ponton
pony	0.812	0.413	0.315	póniló
ponytail	0.541	0.337	0.302	lófarok
pooch	0.355	0.360	0.347	kuvasz
poodle	0.500	0.413	0.301	uszkár
poof	0.469	0.387	0.210	buzi
pool	0.625	0.356	0.598	medence
poop	0.163	0.430	0.172	tat
poor	0.156	0.358	0.087	szegény
poorly	0.077	0.620	0.196	rosszul
pop	0.673	0.510	0.491	pop
popcorn	0.875	0.441	0.231	pattogatott kukorica
pope	0.600	0.375	0.636	pápa
popper	0.420	0.509	0.411	popper
poppy	0.635	0.392	0.357	mák
poppycock	0.347	0.510	0.385	szamárság
popsicle	0.667	0.300	0.364	popsikát
popular	0.880	0.676	0.731	népszerű
popularity	0.896	0.784	0.861	népszerűség
popularized	0.750	0.771	0.745	népszerűsítették
population	0.615	0.423	0.667	népesség
populous	0.520	0.630	0.725	népes
porcelain	0.562	0.310	0.349	porcelán
porch	0.535	0.324	0.388	veranda
porcupine	0.388	0.421	0.367	tarajos sül
pore	0.427	0.271	0.342	pórus
pork	0.370	0.450	0.333	sertéshús
porker	0.521	0.602	0.500	sertéshús
porky	0.234	0.483	0.333	disznó-
porn	0.344	0.915	0.421	pornó
porno	0.302	0.923	0.519	pornó
pornographic	0.230	0.896	0.500	pornográf
pornography	0.323	0.921	0.481	pornográfia
porosity	0.312	0.343	0.402	porozitás
porous	0.385	0.370	0.264	porózus
porridge	0.573	0.229	0.274	zabkása
port	0.550	0.409	0.513	kikötő
portable	0.615	0.356	0.582	hordozható
portage	0.490	0.490	0.445	portéka
portal	0.583	0.347	0.547	portál
porter	0.571	0.375	0.654	hordár
porterhouse	0.602	0.364	0.418	portás
portfolio	0.625	0.280	0.498	portfólió
porthole	0.500	0.353	0.382	lőrés
portico	0.521	0.444	0.366	csarnok
portion	0.536	0.364	0.398	adag
portrait	0.698	0.186	0.467	portré
portraiture	0.735	0.298	0.445	portré
portray	0.656	0.529	0.457	ábrázolni
pose	0.427	0.330	0.361	póz
poser	0.469	0.385	0.316	pozőr
posh	0.823	0.337	0.750	flancos
posited	0.615	0.410	0.620	kihelyezve
position	0.604	0.451	0.538	pozíció
positioning	0.615	0.490	0.795	pozicionálás
positive	0.959	0.510	0.855	pozitív
positiveenergy	0.940	0.500	0.808	pozitív energia
positively	0.969	0.645	0.795	pozitívan
positivity	0.959	0.549	0.870	pozitivitás
posse	0.398	0.510	0.473	posse
possess	0.670	0.590	0.727	birtokolni
possessed	0.327	0.884	0.611	megszállott
possessing	0.461	0.593	0.612	birtokló
possession	0.677	0.676	0.848	birtoklása
possessive	0.279	0.648	0.696	birtokos
possessor	0.480	0.573	0.773	tulajdonos
possibility	0.816	0.481	0.596	lehetőség
possible	0.688	0.316	0.548	lehetséges
possibly	0.448	0.400	0.500	esetleg
possum	0.408	0.471	0.306	oposszum
post	0.520	0.426	0.548	hozzászólás
postage	0.560	0.471	0.527	postaköltség
postal	0.765	0.245	0.411	postai
postcard	0.822	0.292	0.390	képeslap
poster	0.542	0.275	0.365	poszter
posterior	0.510	0.385	0.517	hátulsó
posterity	0.565	0.460	0.683	utókor
posthumous	0.232	0.441	0.430	posztumusz
postman	0.643	0.482	0.455	postás
postmortem	0.296	0.486	0.420	halál utáni
postpone	0.316	0.408	0.451	elhalasztani
postponed	0.439	0.327	0.402	elhalasztották
postponement	0.448	0.569	0.414	halasztás
postscript	0.487	0.300	0.409	utóirat
postulate	0.487	0.470	0.694	posztulátum
posture	0.562	0.309	0.598	testtartás
pot	0.500	0.186	0.294	edény
potable	0.765	0.326	0.431	iható
potassium	0.469	0.314	0.472	kálium
potato	0.541	0.235	0.265	burgonya
potatoes	0.690	0.271	0.309	krumpli
potency	0.708	0.745	0.879	potencia
potent	0.698	0.784	0.907	erős
potential	0.806	0.625	0.840	lehetséges
pothead	0.378	0.510	0.375	fazékfejű
pothole	0.344	0.294	0.283	kátyú
potion	0.500	0.400	0.417	főzet
potluck	0.621	0.561	0.433	bográcsozás
potpourri	0.646	0.580	0.295	potpourri
potted	0.469	0.336	0.375	befőzött
potter	0.573	0.417	0.482	fazekas
pottery	0.594	0.286	0.422	fazekasság
potty	0.367	0.373	0.317	bili
pouch	0.438	0.230	0.271	zacskó
poultry	0.480	0.375	0.314	baromfi
pounce	0.490	0.657	0.518	lecsap
pound	0.570	0.337	0.443	font
pounding	0.333	0.843	0.731	dübörögve
pour	0.448	0.570	0.375	önteni
pout	0.458	0.354	0.202	ajakbiggyesztés
pouting	0.263	0.471	0.270	duzzogva
pouty	0.333	0.480	0.393	duzzogós
poverty	0.071	0.519	0.183	szegénység
pow	0.375	0.440	0.426	hadifogoly
powder	0.521	0.250	0.194	por
powdered	0.520	0.375	0.420	porított
powdery	0.323	0.390	0.211	porszerű
power	0.719	0.670	0.953	erő
powerful	0.865	0.830	0.991	erős
powerfully	0.854	0.724	0.935	erőteljesen
powerhouse	0.630	0.755	0.787	erőmű
powerless	0.125	0.500	0.328	tehetetlen
powwow	0.490	0.650	0.406	varázsló
pox	0.235	0.567	0.309	himlő
practicable	0.677	0.429	0.635	megvalósítható
practical	0.710	0.490	0.608	gyakorlati
practically	0.622	0.402	0.588	gyakorlatilag
practice	0.684	0.582	0.639	gyakorlat
practiced	0.612	0.605	0.580	gyakorolt
practise	0.713	0.490	0.616	gyakorlat
practitioner	0.704	0.497	0.684	gyakorló
pragmatic	0.573	0.433	0.637	pragmatikus
prairie	0.673	0.183	0.415	préri
praise	0.776	0.387	0.658	dicséret
praised	0.950	0.441	0.721	dicsérte
praisegod	0.851	0.500	0.638	Hála Istennek
praisejesus	0.833	0.377	0.672	dicsérd jézusom
praises	0.878	0.491	0.750	dicséri
praiseworthy	0.875	0.445	0.788	dicséretre méltó
praising	0.906	0.557	0.623	dicséret
prance	0.683	0.547	0.435	táncoltat
prank	0.571	0.690	0.389	csíny
prawn	0.488	0.324	0.390	garnélarák
praxis	0.438	0.439	0.593	praxis
pray	0.714	0.127	0.627	imádkozik
prayer	0.745	0.217	0.604	ima
prayforme	0.520	0.404	0.445	imádkozz értem
praying	0.646	0.235	0.415	imádkozás
praying mantis	0.479	0.442	0.510	imádkozó sáska
preach	0.602	0.480	0.702	prédikál
preacher	0.551	0.388	0.741	prédikátor
preaching	0.646	0.604	0.795	prédikáció
preamble	0.541	0.555	0.491	preambulum
precarious	0.107	0.540	0.273	bizonytalan
precaution	0.625	0.520	0.406	elővigyázatosság
precautionary	0.449	0.587	0.548	elővigyázatossági
precede	0.615	0.566	0.552	előzni
precedence	0.594	0.520	0.598	elsőbbség
precedent	0.574	0.392	0.721	precedens
preceding	0.456	0.442	0.663	megelőző
precept	0.448	0.480	0.636	szabály
preceptor	0.521	0.433	0.724	tanító
precession	0.469	0.460	0.594	precesszió
precinct	0.375	0.431	0.527	körzet
precincts	0.531	0.324	0.418	körzetek
precious	0.917	0.500	0.726	értékes
precipice	0.198	0.784	0.396	szakadék
precipitate	0.417	0.770	0.500	kicsapódik
precipitation	0.454	0.663	0.531	csapadék
precipitous	0.429	0.651	0.514	meredek
precise	0.833	0.358	0.769	pontos
precisely	0.816	0.388	0.714	pontosan
precision	0.677	0.431	0.875	pontosság
preclude	0.333	0.552	0.417	kizárják
precocious	0.398	0.610	0.324	korai
precursor	0.580	0.672	0.783	prekurzora
predator	0.143	0.760	0.777	ragadozó
predatory	0.083	0.865	0.731	ragadozó
predecessor	0.635	0.415	0.593	előző
predicament	0.365	0.480	0.541	helyzet
predicate	0.635	0.344	0.465	állítmány
predict	0.615	0.486	0.654	megjósolni
predictable	0.312	0.296	0.420	kiszámítható
predicting	0.463	0.647	0.679	jósolni
prediction	0.562	0.635	0.585	jóslat
predictive	0.479	0.454	0.736	prediktív
predictor	0.646	0.615	0.738	előrejelző
predilection	0.667	0.529	0.661	részrehajlás
predispose	0.469	0.481	0.509	fogékonnyá tesz valamire
predisposed	0.531	0.571	0.483	hajlamos
predisposition	0.656	0.611	0.716	hajlam
predominance	0.684	0.702	0.857	túlsúly
predominant	0.680	0.596	0.827	uralkodó
predominate	0.673	0.610	0.857	túlsúlyban vannak
preeminent	0.688	0.676	0.732	kimagasló
preemption	0.521	0.426	0.722	elővásárlás
preemptive	0.642	0.461	0.636	elővásárlási
preface	0.459	0.375	0.557	Előszó
prefect	0.698	0.451	0.809	prefektus
prefer	0.760	0.385	0.536	jobban szeret
preferable	0.806	0.433	0.687	előnyös
preference	0.792	0.500	0.720	preferencia
preferential	0.740	0.481	0.764	kedvezményes
prefix	0.521	0.232	0.463	előtag
pregnancy	0.740	0.769	0.569	terhesség
pregnant	0.765	0.773	0.537	terhes
prehistoric	0.417	0.317	0.419	őskori
prejudice	0.110	0.613	0.407	előítélet
prejudiced	0.235	0.625	0.345	előítéletes
prejudicial	0.115	0.745	0.371	hátrányos
prelim	0.462	0.417	0.516	előzetes
preliminary	0.531	0.393	0.585	előzetes
prelude	0.544	0.392	0.556	bevezetés
premarital	0.490	0.598	0.500	házasság előtti
premature	0.281	0.416	0.277	koraszülött
prematurely	0.292	0.657	0.289	idő előtt
premed	0.490	0.459	0.518	premed
premeditated	0.354	0.490	0.620	szándékos
