English Word	Valence	Arousal	Dominance	Corsican Word
musician	0.816	0.509	0.618	musicista
musing	0.740	0.151	0.465	meditazione
musk	0.469	0.454	0.453	muscu
musket	0.260	0.654	0.510	moschettu
musketeer	0.694	0.569	0.705	moschettieri
muskrat	0.439	0.510	0.368	muskrat
muslin	0.439	0.304	0.352	mussola
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	deve
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	mustarda
muster	0.635	0.460	0.548	riunione
musty	0.354	0.367	0.267	muffa
mutable	0.426	0.531	0.491	mutabile
mutant	0.337	0.676	0.573	mutante
mutate	0.281	0.548	0.463	mutate
mutation	0.365	0.625	0.611	mutazione
mute	0.271	0.200	0.250	muti
muted	0.260	0.167	0.162	muti
mutilate	0.125	0.900	0.465	mutilà
mutilated	0.041	0.841	0.356	mutilatu
mutilation	0.122	0.782	0.456	mutilazione
mutiny	0.323	0.890	0.549	ammutinamentu
mutt	0.418	0.408	0.387	muttu
mutter	0.406	0.427	0.228	murmurà
mutton	0.427	0.283	0.393	montone
mutual	0.729	0.321	0.464	mutuale
mutually	0.844	0.490	0.582	mutualmente
muzzle	0.388	0.430	0.232	muschiu
myfavorite	0.812	0.587	0.615	u mo preferitu
myopia	0.245	0.387	0.226	miopia
myopic	0.344	0.396	0.218	miopi
myriad	0.480	0.429	0.550	miriade
mysterious	0.448	0.699	0.455	misteriu
mystery	0.417	0.667	0.519	misteru
mystic	0.643	0.520	0.535	misticu
mystical	0.594	0.443	0.689	misticu
mysticism	0.594	0.598	0.423	misticism
mystified	0.344	0.600	0.509	mistificatu
mystique	0.668	0.633	0.667	mistica
myth	0.458	0.432	0.338	mitu
mythic	0.635	0.528	0.645	miticu
mythical	0.625	0.556	0.583	miticu
mythological	0.760	0.573	0.658	mitologicu
mythology	0.684	0.439	0.688	mitulugia
nab	0.469	0.544	0.407	nab
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nunda
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	nag
nail	0.469	0.397	0.282	unghia
nail gun	0.378	0.806	0.574	pistola per unghie
naive	0.406	0.260	0.375	ingenu
naked	0.323	0.885	0.288	nudu
nakedness	0.480	0.760	0.350	nudità
namaste	0.719	0.255	0.464	namaste
name	0.573	0.300	0.415	nomu
named	0.562	0.396	0.565	chjamatu
nameless	0.344	0.280	0.164	senza nome
namesake	0.418	0.327	0.404	omonimu
naming	0.667	0.410	0.559	nomina
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	nanna
nanometer	0.375	0.356	0.446	nanometru
nap	0.660	0.098	0.342	siesta
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nuca
napkin	0.469	0.142	0.209	tovagliolo
napping	0.765	0.046	0.306	siesta
nappy	0.529	0.333	0.207	pannolino
narcissism	0.214	0.639	0.540	narcisisimu
narcissist	0.173	0.614	0.629	narcisista
narcissistic	0.323	0.708	0.655	narcisista
narcotic	0.102	0.858	0.450	narcoticu
narrate	0.541	0.480	0.473	narrate
narration	0.622	0.408	0.551	narrazione
narrative	0.580	0.303	0.443	narrativa
narrator	0.673	0.430	0.623	narratore
narrow	0.260	0.368	0.356	strettu
narrowing	0.354	0.593	0.357	ristrettu
nasal	0.479	0.340	0.330	nasali
nascent	0.684	0.373	0.585	nascente
nasty	0.115	0.620	0.264	bruttu
natal	0.755	0.462	0.481	natale
nation	0.594	0.443	0.821	nazione
national	0.698	0.365	0.663	naziunale
nationality	0.642	0.400	0.772	naziunalità
nationwide	0.684	0.217	0.672	in tuttu u paese
native	0.635	0.422	0.710	nativu
nativity	0.750	0.337	0.673	natività
natural	0.854	0.118	0.481	naturali
natural gas	0.635	0.324	0.396	gas naturale
naturalist	0.844	0.255	0.562	naturalistu
naturalization	0.781	0.279	0.652	naturalizazione
naturalized	0.760	0.333	0.600	naturalizatu
naturally	0.854	0.276	0.549	naturalmente
nature	0.857	0.184	0.643	natura
naught	0.344	0.176	0.161	nunda
naughty	0.451	0.857	0.371	cattivu
nausea	0.104	0.781	0.273	nausea
nauseate	0.062	0.660	0.176	nauseate
nauseating	0.021	0.640	0.250	nauseating
nauseous	0.135	0.780	0.284	nauseous
nautical	0.646	0.250	0.579	nautica
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	navali
nave	0.583	0.448	0.585	navata
navel	0.448	0.261	0.276	ombiccu
navigable	0.749	0.406	0.645	navigabile
navigate	0.740	0.555	0.675	navigà
navigation	0.841	0.470	0.720	navigazione
navigational	0.573	0.481	0.564	navigazione
navigator	0.583	0.592	0.623	navigatore
navy	0.531	0.760	0.764	marina
nay	0.344	0.290	0.325	nò
nearsighted	0.271	0.373	0.265	miope
neat	0.878	0.235	0.491	pulito
neatly	0.802	0.412	0.588	pulitamente
nebula	0.510	0.418	0.438	nebulosa
nebulae	0.490	0.330	0.472	nebulose
nebulous	0.469	0.347	0.417	nebulosa
necessarily	0.667	0.423	0.598	necessariamente
necessary	0.750	0.433	0.679	necessariu
necessitate	0.578	0.604	0.516	bisognu
necessities	0.520	0.630	0.463	necessità
necessity	0.567	0.471	0.588	necessità
neck	0.541	0.245	0.345	collu
necklace	0.760	0.294	0.373	collana
necktie	0.583	0.229	0.314	cravatta
necromancer	0.333	0.625	0.536	nigromante
necrosis	0.115	0.622	0.385	necrosi
nectar	0.746	0.331	0.398	nettaru
need	0.510	0.574	0.200	bisognu
needalife	0.490	0.443	0.394	bisognu di vita
needed	0.677	0.342	0.679	bisognu
needful	0.582	0.460	0.614	bisognu
needit	0.250	0.472	0.356	bisognu
needle	0.250	0.472	0.360	agulla
needlepoint	0.653	0.500	0.556	puntata
needles	0.250	0.602	0.348	aghi
needless	0.327	0.385	0.200	inutile
needtoknow	0.427	0.606	0.474	bisognu di sapè
needtorelax	0.673	0.438	0.274	bisognu di rilassate
needy	0.360	0.451	0.245	bisognu
nefarious	0.184	0.720	0.528	nefaste
negation	0.255	0.461	0.297	negazione
negative	0.102	0.527	0.176	negativu
negativity	0.060	0.520	0.273	negatività
neglect	0.045	0.550	0.163	negligenza
neglected	0.271	0.385	0.160	trascurata
neglecting	0.177	0.441	0.230	trascuranza
negligee	0.385	0.520	0.336	negligee
negligence	0.092	0.570	0.251	negligenza
negligent	0.167	0.583	0.259	negligente
negligently	0.056	0.583	0.266	negligente
negligible	0.177	0.292	0.232	insignificante
negotiable	0.688	0.585	0.731	negoziabile
negotiate	0.612	0.708	0.769	negoziate
negotiation	0.490	0.615	0.728	negoziazione
negotiator	0.635	0.471	0.817	negoziatore
negro	0.354	0.368	0.461	negru
neigh	0.378	0.642	0.373	neigh
neighbor	0.657	0.448	0.434	vicinu
neighborhood	0.385	0.469	0.373	quartiere
neighboring	0.656	0.306	0.481	vicinu
nemesis	0.271	0.688	0.647	nemesi
neon	0.594	0.480	0.380	neon
neonatal	0.542	0.529	0.357	neonatale
neophyte	0.286	0.363	0.411	neofita
neoprene	0.316	0.451	0.443	neoprene
nephew	0.719	0.337	0.412	nipote
nepotism	0.349	0.584	0.517	nepotismu
nerd	0.408	0.481	0.315	nerd
nerdy	0.296	0.255	0.292	nerdy
nerve	0.129	0.698	0.307	nervi
nerves	0.333	0.783	0.264	nervi
nervous	0.235	0.820	0.213	nervoso
nervousness	0.163	0.915	0.241	nervosità
nervouswreck	0.112	0.867	0.179	nervosu
nervy	0.250	0.830	0.241	nervi
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	nidu
nestle	0.625	0.308	0.379	nidificà
nestling	0.604	0.427	0.286	nidificazione
net	0.441	0.288	0.417	net
nether	0.240	0.265	0.259	nether
netting	0.368	0.509	0.585	rete
nettle	0.406	0.324	0.490	ortica
network	0.531	0.337	0.466	rete
networking	0.625	0.482	0.545	networking
neural	0.582	0.426	0.391	neurale
neuralgia	0.092	0.706	0.439	nevralgia
neurological	0.500	0.540	0.558	neurologicu
neurologist	0.608	0.500	0.736	neurologu
neurology	0.459	0.537	0.580	neurologia
neurosis	0.122	0.766	0.418	nevrosi
neurosurgeon	0.590	0.673	0.755	neurochirurgu
neurosurgery	0.490	0.632	0.730	neurochirurgia
neurotic	0.198	0.801	0.387	nevrosi
neuter	0.621	0.163	0.302	neutru
neutral	0.469	0.184	0.357	neutru
neutrality	0.469	0.205	0.434	neutralità
neutralize	0.519	0.363	0.719	neutralizà
neutron	0.469	0.440	0.679	neutroni
new	0.917	0.490	0.582	novu
new age	0.694	0.556	0.727	nova era
newbeginnings	0.802	0.613	0.524	novi principii
newborn	0.918	0.580	0.372	novu natu
newcomer	0.622	0.380	0.396	novu vinutu
newday	0.847	0.388	0.618	ghjornu novu
newfound	0.745	0.741	0.520	novu trovu
newjob	0.755	0.643	0.729	novu travagliu
newlife	0.898	0.646	0.701	vita nova
newly	0.688	0.422	0.552	novu
newlywed	0.847	0.706	0.570	novu sposa
newme	0.643	0.550	0.527	novu me
newness	0.740	0.522	0.588	novità
news	0.633	0.580	0.610	nutizie
newscast	0.531	0.509	0.714	nutizia
newscaster	0.646	0.510	0.764	nuvellista
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	newsletter
newsman	0.604	0.480	0.696	ghjurnalistu
newspaper	0.602	0.283	0.444	ghjurnale
newspaperman	0.561	0.458	0.750	ghjurnalistu
newsreel	0.625	0.571	0.577	newsreel
newsroom	0.531	0.392	0.658	sala di stampa
newsstand	0.615	0.222	0.336	edicola
newstart	0.802	0.510	0.667	newstart
newt	0.458	0.380	0.541	tritone
newyear	0.938	0.784	0.520	annu novu
nexus	0.496	0.368	0.412	nexus
nib	0.510	0.282	0.406	nib
nibble	0.551	0.551	0.411	sbuccà
nice	0.930	0.442	0.650	piacevule
niche	0.459	0.413	0.318	nicchia
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	nick
nickel	0.510	0.347	0.406	nichel
nickname	0.490	0.470	0.263	nickname
nicotine	0.235	0.608	0.447	nicotina
niece	0.771	0.320	0.400	nipote
nifty	0.740	0.745	0.815	nifty
nigh	0.653	0.216	0.336	vicinu
night	0.598	0.396	0.404	notte
nightcap	0.750	0.196	0.268	tappa di notte
nightclub	0.802	0.894	0.528	discoteca
nightfall	0.490	0.436	0.426	calata di notte
nightgown	0.643	0.408	0.250	camicia di notte
nightie	0.630	0.388	0.274	camicia da notte
nightingale	0.740	0.340	0.496	rossignol
nightlife	0.542	0.783	0.510	vita notturna
nightly	0.673	0.410	0.474	di notte
nightmare	0.005	0.810	0.436	incubu
nightmares	0.082	0.942	0.448	incubi
nightstand	0.490	0.130	0.327	comodino
nightstick	0.500	0.461	0.348	nightstick
nighttime	0.735	0.385	0.439	notte
nihilism	0.367	0.510	0.364	nihilismu
nil	0.286	0.143	0.157	nil
nimble	0.833	0.729	0.769	agile
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	nove
nineteen	0.673	0.304	0.375	diciannove
ninety	0.479	0.349	0.436	novanta
ninja	0.542	0.844	0.682	ninja
ninny	0.344	0.343	0.309	ninnu
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	nuvesimu
nip	0.281	0.700	0.264	nip
nipper	0.386	0.422	0.317	pinza
nipple	0.480	0.786	0.415	capezzolo
nippy	0.540	0.500	0.416	picca
nitrate	0.388	0.406	0.500	nitrate
nitro	0.500	0.647	0.639	nitru
nitrogen	0.427	0.435	0.562	nitrogenu
nitrous	0.435	0.561	0.411	nitroso
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	senza anticipazione
no disgust	0.510	0.324	0.448	senza disgustu
no emotion	0.170	0.109	0.225	senza emozioni
no sentiment	0.092	0.382	0.278	senza sentimentu
no surprise	0.171	0.224	0.412	senza sorpresa
no trust	0.055	0.445	0.257	senza fiducia
nobility	0.844	0.347	0.736	nubiltà
noble	0.906	0.345	0.610	nobili
nobleman	0.675	0.286	0.709	nobile
nobodycares	0.365	0.410	0.354	nimu ùn importa
nocomplaints	0.677	0.164	0.491	senza lagnanza
nocturnal	0.540	0.500	0.462	notturna
nod	0.590	0.367	0.427	annunziu
nodding	0.694	0.294	0.426	annunziendu
node	0.396	0.343	0.361	nodu
nodular	0.438	0.351	0.411	nodulari
nodule	0.312	0.426	0.349	nodulu
noggin	0.510	0.433	0.382	noggin
nohope	0.200	0.441	0.385	senza speranza
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	rumore
noisy	0.271	0.812	0.561	rumoroso
nomad	0.375	0.413	0.433	nomade
nomadic	0.427	0.519	0.422	nomadi
nomenclature	0.500	0.222	0.575	nomenclatura
nominal	0.594	0.250	0.463	nominali
nominate	0.615	0.471	0.669	numinà
nomination	0.663	0.637	0.696	nomina
nominee	0.662	0.625	0.765	candidatu
nonce	0.422	0.370	0.377	nulla
nonchalant	0.312	0.314	0.366	nonchalant
noncompliance	0.112	0.598	0.259	incunformità
nondescript	0.490	0.434	0.348	indescriptible
nonexistent	0.208	0.429	0.149	inesistente
nonfat	0.604	0.260	0.340	senza grassu
nonfiction	0.426	0.315	0.431	nonfiction
nonpayment	0.229	0.510	0.298	senza pagamentu
nonresident	0.250	0.340	0.302	non residente
nonsense	0.214	0.531	0.155	sciocchezza
nonsensical	0.173	0.268	0.193	senza sensu
nonviolent	0.640	0.287	0.346	senza viulenza
noob	0.417	0.430	0.267	nubu
noodle	0.633	0.216	0.225	noodle
nook	0.480	0.321	0.296	angulu
noon	0.531	0.343	0.518	meziornu
noose	0.356	0.300	0.330	caprettu
nopoint	0.276	0.324	0.314	nuddu puntu
noregrets	0.469	0.476	0.426	noregrets
norm	0.500	0.245	0.527	norma
normal	0.740	0.127	0.380	normale
normalcy	0.805	0.151	0.620	normalità
normality	0.781	0.089	0.444	normalità
north	0.531	0.255	0.450	nordu
northbound	0.604	0.454	0.491	versu u nordu
northeast	0.562	0.260	0.375	nord-est
northern	0.570	0.340	0.472	u nordu
northwest	0.604	0.345	0.451	nord-ovest
northwestern	0.479	0.306	0.462	nord-ovest
noschool	0.490	0.400	0.380	senza scola
nose	0.582	0.270	0.245	nasu
nosebleed	0.153	0.776	0.361	sangue di nasu
nosey	0.276	0.655	0.223	nascosu
nosnow	0.392	0.394	0.366	noi avà
nostalgia	0.417	0.337	0.339	nostalgia
nostalgic	0.458	0.351	0.184	nostalgicu
nostress	0.531	0.404	0.415	nostris
nostril	0.396	0.404	0.316	narice
nosun	0.388	0.380	0.351	nosun
nosy	0.292	0.558	0.433	nascosu
not negative	0.622	0.270	0.444	micca negativu
not positive	0.051	0.370	0.236	micca pusitivu
notable	0.760	0.450	0.696	notevole
notables	0.594	0.608	0.755	notabili
notably	0.792	0.533	0.689	in particulare
notamorningperson	0.469	0.578	0.440	notmorningperson
notary	0.541	0.451	0.676	nutariu
notation	0.635	0.380	0.558	notazione
notch	0.459	0.361	0.358	tacca
notched	0.480	0.530	0.356	intaccatu
note	0.594	0.163	0.416	nota
notebook	0.449	0.167	0.442	quaderno
noted	0.615	0.382	0.464	nutatu
noteworthy	0.704	0.481	0.759	degne di nota
nothappy	0.112	0.320	0.170	micca cuntentu
nothingbetter	0.635	0.390	0.543	nunda di megliu
nothingness	0.204	0.080	0.161	nunda
notice	0.646	0.408	0.491	avvisu
noticeable	0.890	0.562	0.750	notevuli
notification	0.604	0.461	0.671	notificazione
notify	0.643	0.471	0.573	avvisà
notion	0.612	0.284	0.667	nuzione
notional	0.520	0.288	0.500	nuziale
notoriety	0.552	0.633	0.769	notorietà
notorious	0.366	0.582	0.609	famusu
notready	0.133	0.400	0.196	no pronti
notwithstanding	0.367	0.316	0.433	malgradu
nought	0.312	0.098	0.116	nunda
noun	0.531	0.230	0.477	nomu
nourish	0.878	0.460	0.639	nutriscia
nourishment	0.786	0.290	0.631	nutrimentu
nouveau	0.633	0.438	0.432	novu
novel	0.702	0.352	0.439	rumanzu
novelist	0.340	0.343	0.529	rumanzista
novelty	0.673	0.521	0.740	novità
novice	0.429	0.346	0.180	novu
nowadays	0.680	0.346	0.400	oghje
nowork	0.312	0.264	0.309	nunda di travagliu
noworries	0.630	0.402	0.500	micca penseri
noxious	0.177	0.585	0.379	nocivu
nozzle	0.438	0.330	0.287	ugello
nuance	0.408	0.282	0.411	nuance
nuances	0.490	0.375	0.527	sfumature
nuclear	0.219	0.856	0.781	nucleari
nucleus	0.529	0.296	0.667	nucleu
nude	0.490	0.915	0.200	nudu
nudge	0.448	0.500	0.509	spinta
nudie	0.500	0.529	0.373	nudi
nudist	0.440	0.796	0.483	nudista
nudity	0.438	0.853	0.415	nudità
nugget	0.602	0.340	0.348	pepita
nuisance	0.198	0.817	0.227	fastidiu
nuke	0.125	0.905	0.873	nuke
nul	0.337	0.358	0.264	nul
null	0.253	0.147	0.152	nulla
nullify	0.255	0.373	0.395	annullà
numb	0.108	0.420	0.352	numb
number	0.406	0.231	0.471	numeru
numbering	0.510	0.363	0.482	numerazione
numbers	0.406	0.241	0.440	numeri
numbness	0.306	0.398	0.265	intorpimentu
numbskull	0.300	0.472	0.284	numbskull
numeral	0.582	0.254	0.382	numerale
numerator	0.490	0.317	0.526	numeratore
numerical	0.479	0.322	0.517	numericu
numerically	0.510	0.337	0.500	numericamente
numerous	0.622	0.462	0.609	numerosi
nun	0.500	0.150	0.406	nun
nunchucks	0.337	0.580	0.526	nunchucks
nunnery	0.653	0.236	0.473	monasteru
nuptials	0.771	0.588	0.571	nozze
nurse	0.635	0.578	0.521	infermiera
nursemaid	0.615	0.431	0.436	infermiera
nursery	0.894	0.406	0.389	nursery
nursing	0.552	0.549	0.653	infermiera
nurture	0.745	0.378	0.657	nutriscia
nut	0.365	0.310	0.250	noce
nutcase	0.286	0.775	0.259	pazzo
nutcracker	0.635	0.378	0.522	schiaccianoci
nuthouse	0.347	0.519	0.434	nuthouse
nutmeg	0.635	0.302	0.350	noce moscata
nutrition	0.885	0.420	0.579	nutrimentu
nutritional	0.812	0.406	0.676	nutrizionale
nutritious	0.833	0.337	0.655	nutritiva
nutritive	0.875	0.422	0.667	nutritivu
nuts	0.594	0.250	0.291	noci
nutshell	0.458	0.407	0.310	nutshell
nutty	0.444	0.317	0.271	nocciola
nylon	0.490	0.304	0.295	nylon
nylong	0.439	0.248	0.351	nylon
nylons	0.556	0.379	0.320	nylons
nymph	0.542	0.529	0.472	ninfa
nymphomaniac	0.398	0.894	0.536	ninfomane
oaf	0.344	0.357	0.330	oaf
oak	0.583	0.245	0.536	quercia
oar	0.469	0.392	0.316	remo
oasis	0.796	0.283	0.429	oasi
oat	0.622	0.170	0.298	avena
oath	0.543	0.615	0.824	ghjuramentu
oatmeal	0.592	0.192	0.241	farina d'avena
obedience	0.765	0.287	0.536	ubbidienza
obedient	0.800	0.179	0.518	ubbidienti
obediently	0.802	0.304	0.577	ubbidienti
obelisk	0.604	0.408	0.596	obeliscu
obese	0.133	0.427	0.250	obesi
obesity	0.215	0.370	0.328	obesità
obey	0.677	0.433	0.533	ubbidite
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obit
obituary	0.188	0.330	0.423	necrologie
object	0.531	0.356	0.375	ughjettu
objection	0.347	0.592	0.709	obiezione
objectionable	0.459	0.382	0.558	contestable
objective	0.724	0.337	0.736	obiettivu
objectivity	0.765	0.431	0.711	l'obiettività
obligation	0.222	0.596	0.718	obligazione
obligatory	0.337	0.571	0.780	ubligatoriu
oblige	0.281	0.770	0.614	obligà
obliged	0.327	0.680	0.411	obligatu
obliging	0.740	0.402	0.545	ubligatoriu
obligor	0.302	0.600	0.360	debitore
oblique	0.438	0.347	0.455	oblicu
obliterate	0.250	0.539	0.569	obliterate
obliterated	0.240	0.469	0.344	sguassatu
obliteration	0.177	0.622	0.397	obliterazione
oblivion	0.153	0.330	0.282	oblicu
oblivious	0.229	0.388	0.355	scurdatu
oblong	0.561	0.455	0.370	oblongu
obnoxious	0.088	0.602	0.256	odiosa
oboe	0.510	0.340	0.392	oboe
obscene	0.050	0.745	0.348	obscenu
obscenity	0.083	0.843	0.418	oscenità
obscure	0.370	0.551	0.278	scuru
obscured	0.115	0.356	0.298	oscuratu
obscurity	0.208	0.392	0.380	oscurità
observance	0.531	0.315	0.632	osservanza
observant	0.740	0.422	0.708	osservante
observation	0.633	0.433	0.667	osservazione
observatory	0.643	0.324	0.731	observatoriu
observe	0.771	0.390	0.360	osservà
observer	0.663	0.363	0.603	observatore
observing	0.583	0.400	0.685	osservà
obsess	0.112	0.846	0.509	obsession
obsessed	0.219	0.840	0.439	obsesionatu
obsessing	0.173	0.773	0.698	obsessing
obsession	0.229	0.847	0.571	obsession
obsessive	0.219	0.823	0.480	obsessivu
obsolescence	0.250	0.431	0.377	obsolescenza
obsolete	0.337	0.321	0.250	obsolet
obstacle	0.204	0.708	0.336	ostaculu
obstetrician	0.521	0.636	0.604	ostetricista
obstetrics	0.530	0.582	0.564	ostetricia
obstinate	0.146	0.696	0.562	ostinatu
obstruct	0.115	0.660	0.458	ostaculi
obstruction	0.125	0.742	0.491	ostaculu
obstructive	0.204	0.650	0.613	obstructive
obtain	0.760	0.438	0.731	ottene
obtainable	0.677	0.327	0.702	ottenibile
obtuse	0.281	0.460	0.345	obtuse
obverse	0.470	0.394	0.464	l'aversu
obvious	0.625	0.336	0.585	evidenti
ocarina	0.541	0.392	0.366	ocarina
occasion	0.700	0.451	0.398	occasione
occasional	0.490	0.298	0.387	occasionale
occasionally	0.538	0.240	0.264	occasionalmente
occipital	0.398	0.408	0.518	occipitale
occlusion	0.306	0.439	0.442	occlusione
occult	0.292	0.382	0.406	occulte
occupancy	0.625	0.471	0.721	occupazione
occupant	0.500	0.417	0.483	occupante
occupation	0.562	0.470	0.692	occupazione
occupational	0.583	0.469	0.596	occupational
occupied	0.337	0.546	0.441	occupatu
occupier	0.427	0.438	0.600	occupante
occupy	0.396	0.520	0.589	occupà
occupying	0.573	0.462	0.519	occupà
occur	0.451	0.561	0.510	accade
occurrence	0.573	0.690	0.541	accadenza
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	oceanu
oceanic	0.740	0.317	0.632	oceanicu
octagon	0.602	0.349	0.462	ottugonu
octave	0.438	0.380	0.482	ottava
octopus	0.713	0.378	0.411	polpo
ocular	0.418	0.370	0.400	ocular
odd	0.265	0.337	0.302	stranu
oddball	0.316	0.360	0.357	strana
oddity	0.312	0.557	0.386	stranezza
odds	0.500	0.472	0.680	probabilità
ode	0.604	0.269	0.519	ode
odious	0.235	0.708	0.235	odiosa
odometer	0.367	0.470	0.388	odometru
odor	0.337	0.363	0.404	odore
odyssey	0.622	0.692	0.710	odissea
oedipal	0.312	0.575	0.509	edipicu
oestrogen	0.521	0.608	0.561	estrogenu
oeuvre	0.653	0.484	0.598	opera
offal	0.302	0.470	0.302	frattaglie
offence	0.312	0.798	0.446	offense
offend	0.094	0.804	0.333	offend
offended	0.188	0.690	0.337	offesu
offender	0.104	0.851	0.537	delinquente
offense	0.230	0.765	0.510	offense
offensive	0.135	0.882	0.600	offensiva
offer	0.750	0.745	0.596	offerta
offered	0.582	0.490	0.544	offertu
offering	0.688	0.462	0.585	offerta
offhand	0.388	0.500	0.368	manu
office	0.427	0.302	0.509	uffiziu
officer	0.542	0.430	0.877	ufficiale
offices	0.469	0.312	0.534	uffizii
official	0.646	0.565	0.833	ufficiale
officiate	0.688	0.453	0.704	uffiziu
offing	0.490	0.412	0.447	offing
offload	0.479	0.444	0.525	scaricate
offset	0.719	0.394	0.704	offset
offshoot	0.517	0.330	0.361	ramu
offshore	0.417	0.484	0.441	offshore
offside	0.323	0.519	0.443	fora di ghjocu
offspring	0.656	0.435	0.600	prole
oft	0.500	0.308	0.474	spessu
oftentimes	0.571	0.500	0.482	à spessu
ogre	0.135	0.698	0.510	orcu
ohdear	0.458	0.519	0.442	oh caru
ohgod	0.500	0.557	0.439	oh dieu
ohno	0.396	0.475	0.380	ohno
ohshit	0.230	0.594	0.343	oh merda
oil	0.521	0.278	0.306	oliu
oils	0.459	0.229	0.391	olii
oily	0.276	0.533	0.385	oliu
oink	0.500	0.450	0.289	oincu
ointment	0.438	0.271	0.398	unguentu
okra	0.469	0.400	0.362	okra
olden	0.284	0.213	0.425	vechja
oldie	0.363	0.363	0.342	vechja
oldies	0.438	0.300	0.412	vechji
olfactory	0.602	0.409	0.452	olfattivi
oligarchy	0.327	0.567	0.741	oligarchia
olive	0.571	0.231	0.406	aliva
omega	0.529	0.337	0.526	omega
omelet	0.708	0.323	0.315	frittata
omen	0.390	0.657	0.583	auguri
