English Word	Valence	Arousal	Dominance	Chinese-Traditional Word
jailer	0.194	0.630	0.632	獄卒
jailhouse	0.104	0.887	0.430	監獄
jalopy	0.396	0.436	0.337	老爺車
jam	0.510	0.548	0.318	果醬
jamboree	0.602	0.625	0.351	狂歡節
jammed	0.235	0.817	0.411	卡住
jammer	0.417	0.540	0.491	干擾器
janitor	0.510	0.350	0.527	看門人
janitorial	0.490	0.373	0.481	看門人
japan	0.667	0.482	0.580	日本
jar	0.430	0.346	0.318	罐
jargon	0.333	0.548	0.404	行話
jarhead	0.408	0.530	0.464	罐頭
jarring	0.210	0.673	0.309	不和諧
jasmine	0.765	0.230	0.286	茉莉花
jasper	0.480	0.425	0.402	碧玉
jaundice	0.214	0.480	0.355	黃疸
jaunt	0.808	0.451	0.500	短途旅行
java	0.459	0.321	0.343	爪哇
javelin	0.385	0.481	0.465	標槍
jaw	0.500	0.510	0.420	顎
jawbone	0.468	0.413	0.342	顎骨
jaws	0.385	0.528	0.455	顎
jay	0.531	0.408	0.389	周杰倫
jazz	0.677	0.362	0.450	爵士樂
jazzy	0.725	0.431	0.389	爵士樂
jealous	0.173	0.855	0.345	嫉妒的
jealousy	0.146	0.783	0.481	妒忌
jean	0.602	0.444	0.364	牛仔布
jeans	0.622	0.324	0.371	牛仔褲
jeep	0.602	0.510	0.612	吉普車
jeering	0.266	0.792	0.380	嘲笑
jelly	0.651	0.294	0.256	果凍
jellybean	0.592	0.406	0.399	果凍豆
jellyfish	0.531	0.567	0.377	海蜇
jenny	0.542	0.406	0.407	珍妮
jeopardize	0.260	0.877	0.582	危害
jeopardy	0.129	0.908	0.536	危險
jerk	0.194	0.630	0.238	混蛋
jerks	0.214	0.788	0.395	混蛋
jerky	0.233	0.538	0.358	生澀的
jersey	0.594	0.317	0.411	球衣
jest	0.520	0.736	0.222	笑話
jester	0.388	0.670	0.264	小丑
jesus	0.800	0.400	0.620	耶穌
jet	0.612	0.721	0.606	噴射
jetty	0.602	0.480	0.453	碼頭
jewel	0.827	0.588	0.625	寶石
jeweler	0.760	0.482	0.500	珠寶商
jewelry	0.823	0.569	0.597	珠寶
jib	0.406	0.420	0.413	起重臂
jiff	0.576	0.404	0.349	瞬間
jiffy	0.410	0.444	0.380	瞬間
jig	0.531	0.396	0.357	夾具
jiggle	0.592	0.673	0.518	搖晃
jigsaw	0.594	0.582	0.519	拼圖
jihad	0.323	0.660	0.444	聖戰
jimmy	0.579	0.321	0.311	吉米
jingle	0.635	0.500	0.424	叮噹
jinx	0.337	0.582	0.373	厄運
jitters	0.224	0.918	0.192	抖動
jittery	0.344	0.856	0.255	緊張不安
jive	0.561	0.551	0.373	傑夫
job	0.694	0.541	0.717	工作
jobinterview	0.684	0.837	0.723	工作面試
jock	0.592	0.656	0.473	運動員
jockey	0.562	0.644	0.703	騎師
jockstrap	0.347	0.431	0.390	背帶
jog	0.510	0.708	0.519	慢跑
jogger	0.417	0.510	0.424	慢跑者
john	0.562	0.382	0.327	約翰
join	0.729	0.479	0.684	加入
joined	0.667	0.394	0.600	加入
joining	0.755	0.469	0.685	加入
joint	0.615	0.392	0.566	聯合的
jointly	0.708	0.425	0.602	共同
joke	0.704	0.610	0.316	玩笑
joker	0.771	0.760	0.416	小丑
joking	0.776	0.839	0.407	開玩笑
jolly	0.959	0.705	0.708	快活
jolt	0.365	0.708	0.358	顛簸
jornada	0.417	0.500	0.533	喬納達
jot	0.406	0.323	0.350	記事本
jour	0.479	0.394	0.415	日記
journal	0.688	0.240	0.352	雜誌
journalism	0.622	0.500	0.684	新聞業
journalist	0.542	0.452	0.732	記者
journalistic	0.696	0.449	0.495	新聞
journey	0.910	0.702	0.625	旅行
journeyman	0.765	0.596	0.741	熟練工
joust	0.520	0.528	0.551	格鬥
jovial	0.823	0.460	0.526	快活的
joy	0.980	0.824	0.794	喜悅
joyful	0.990	0.740	0.667	快樂
joyous	0.958	0.580	0.728	歡樂
joyride	0.694	0.550	0.500	兜風
joys	0.981	0.643	0.651	歡樂
jubilant	0.844	0.673	0.664	喜慶
jubilee	0.916	0.500	0.579	禧年
judge	0.510	0.604	0.857	法官
judged	0.281	0.686	0.722	評判
judging	0.240	0.625	0.693	判斷
judgment	0.396	0.600	0.816	判斷
judgmental	0.330	0.602	0.579	評判的
judicial	0.378	0.667	0.833	司法
judiciary	0.439	0.740	0.897	司法
judicious	0.630	0.432	0.772	明智的
judo	0.500	0.790	0.612	柔道
jug	0.520	0.250	0.213	水壺
juggle	0.594	0.760	0.426	雜耍
juggler	0.633	0.821	0.480	雜耍者
juggling	0.562	0.874	0.346	戲法
jugular	0.271	0.573	0.426	頸靜脈
juice	0.776	0.281	0.352	果汁
juicer	0.552	0.520	0.564	榨汁機
juicy	0.823	0.529	0.490	多汁的
juju	0.541	0.519	0.206	聚居
juke	0.500	0.491	0.410	玩笑
jukebox	0.699	0.540	0.429	點唱機
jumble	0.357	0.613	0.331	雜亂無章
jumbled	0.292	0.602	0.445	錯雜
jumbo	0.680	0.552	0.447	巨無霸
jump	0.625	0.865	0.611	跳
jump rope	0.656	0.660	0.368	跳繩
jumper	0.615	0.336	0.481	跳線
jumpsuit	0.562	0.365	0.361	連身衣
jumpy	0.353	0.810	0.216	跳動
junction	0.490	0.481	0.364	結
juncture	0.365	0.582	0.491	契機
jungle	0.500	0.510	0.481	叢林
junior	0.635	0.343	0.304	初級
juniper	0.583	0.327	0.352	杜松
junk	0.115	0.481	0.118	垃圾
junket	0.490	0.519	0.386	中介
junkie	0.135	0.860	0.363	癮君子
junky	0.385	0.595	0.343	垃圾
junkyard	0.177	0.398	0.302	垃圾場
junta	0.451	0.503	0.704	軍政府
juridical	0.520	0.431	0.873	法律
jurisdiction	0.480	0.580	0.820	管轄權
jurisprudence	0.360	0.425	0.764	法理
jurist	0.479	0.523	0.713	法學家
juror	0.582	0.640	0.750	陪審員
jury	0.479	0.607	0.789	陪審團
justice	0.760	0.538	0.787	正義
justifiable	0.786	0.413	0.821	正當的
justification	0.622	0.444	0.661	理由
justify	0.612	0.473	0.615	證明合法
juststop	0.417	0.379	0.364	停下來
justthebeginning	0.573	0.451	0.481	剛剛開始
jute	0.551	0.216	0.295	黃麻
juvenile	0.678	0.490	0.526	少年
juxtaposition	0.427	0.500	0.460	並列
kaiser	0.470	0.509	0.690	凱撒
kale	0.469	0.226	0.411	羽衣甘藍
kaleidoscope	0.615	0.439	0.580	萬花筒
kamikaze	0.204	0.810	0.645	神風敢死隊
kangaroo	0.716	0.333	0.301	袋鼠
kanji	0.510	0.413	0.425	漢子
kappa	0.469	0.375	0.366	卡帕
kaput	0.281	0.441	0.440	卡普特
karaoke	0.763	0.649	0.342	卡拉OK
karate	0.562	0.833	0.598	空手道
karma	0.500	0.510	0.537	業力
karmic	0.357	0.459	0.464	業力
kayak	0.592	0.600	0.364	皮艇
kazoo	0.503	0.462	0.411	卡祖
kebab	0.531	0.431	0.377	烤肉串
keel	0.344	0.417	0.419	龍骨
keen	0.823	0.719	0.806	敏銳的
keep	0.714	0.296	0.547	保持
keeper	0.612	0.457	0.773	門將
keeping	0.592	0.280	0.723	保持
keepsake	0.740	0.307	0.491	紀念品
keg	0.551	0.389	0.404	桶
kelp	0.479	0.264	0.213	海帶
ken	0.438	0.409	0.360	肯
kennel	0.430	0.480	0.406	狗窩
kerchief	0.520	0.189	0.236	頭巾
kern	0.438	0.420	0.449	緊縮
kernel	0.542	0.453	0.462	核心
kerosene	0.302	0.472	0.427	煤油
ketchup	0.653	0.338	0.282	番茄醬
kettle	0.357	0.497	0.333	水壺
key	0.615	0.275	0.519	鑰匙
keyboard	0.573	0.279	0.349	鍵盤
keyed	0.469	0.497	0.521	鍵控
keyhole	0.438	0.358	0.356	鎖孔
keynote	0.630	0.431	0.545	基調
keypad	0.604	0.255	0.330	鍵盤
keystone	0.573	0.438	0.491	基石
keyword	0.602	0.520	0.747	關鍵詞
khaki	0.594	0.252	0.278	卡其色
khan	0.463	0.476	0.529	汗
kibble	0.510	0.458	0.404	粗磨
kick	0.271	0.791	0.526	踢
kickboxing	0.427	0.882	0.651	跆拳道
kicker	0.427	0.711	0.614	踢球者
kicking	0.327	0.802	0.510	踢
kickoff	0.583	0.600	0.629	開始
kid	0.760	0.453	0.298	孩子
kidder	0.708	0.768	0.471	開玩笑的
kidding	0.622	0.625	0.457	開玩笑
kiddo	0.674	0.393	0.419	孩子
kiddos	0.500	0.480	0.342	孩子們
kidnap	0.032	0.923	0.535	綁架
kidnapped	0.044	0.923	0.455	被綁架
kidnapper	0.115	0.906	0.618	綁匪
kidnapping	0.094	0.880	0.561	綁架
kidney	0.448	0.363	0.380	腎
kids	0.837	0.500	0.417	孩子們
kill	0.052	0.941	0.736	殺
killer	0.041	0.971	0.543	殺手
killing	0.080	0.959	0.696	殺戮
killjoy	0.178	0.550	0.324	殺樂
kiln	0.451	0.423	0.414	窯
kilo	0.438	0.358	0.461	公斤
kilogram	0.510	0.260	0.455	公斤
kilometer	0.490	0.439	0.485	公里
kilt	0.448	0.346	0.348	蘇格蘭短裙
kimono	0.643	0.280	0.363	和服
kin	0.543	0.441	0.457	親屬
kind	0.918	0.240	0.618	種類
kindergarten	0.833	0.462	0.308	幼兒園
kindling	0.520	0.651	0.421	點燃
kindness	0.938	0.350	0.508	善良
kindred	0.760	0.418	0.517	親屬
kinematics	0.594	0.480	0.614	運動學
kinesiology	0.491	0.480	0.633	運動學
kinetic	0.582	0.540	0.537	動力學
king	0.677	0.690	0.892	王
king snake	0.458	0.835	0.647	王蛇
kingdom	0.714	0.547	0.910	王國
kingpin	0.357	0.626	0.642	主銷
kink	0.337	0.634	0.321	糾結
kinky	0.449	0.558	0.361	淫
kinship	0.771	0.300	0.652	親屬關係
kiosk	0.500	0.286	0.321	亭
kirk	0.510	0.390	0.388	柯克
kiss	0.967	0.813	0.630	吻
kisser	0.844	0.682	0.618	接吻者
kissy	0.874	0.684	0.402	親吻
kit	0.583	0.344	0.420	成套工具
kitchen	0.700	0.234	0.398	廚房
kite	0.643	0.500	0.573	風箏
kitten	0.816	0.343	0.260	小貓
kiwi	0.646	0.273	0.282	獼猴桃
klutz	0.275	0.451	0.356	克魯茲
knack	0.562	0.518	0.820	訣竅
knapsack	0.551	0.317	0.268	背包
knead	0.490	0.457	0.345	揉
knee	0.520	0.245	0.396	膝蓋
kneecap	0.427	0.360	0.440	髕骨
kneel	0.426	0.417	0.217	下跪
kneeling	0.245	0.435	0.144	跪著
knell	0.354	0.500	0.377	喪鐘
knick	0.480	0.509	0.420	尼克
knickers	0.552	0.428	0.328	短褲
knife	0.344	0.717	0.573	刀
knight	0.780	0.441	0.835	騎士
knighthood	0.740	0.660	0.769	騎士身份
knit	0.630	0.144	0.295	針織
knob	0.340	0.360	0.272	旋鈕
knock	0.312	0.531	0.527	敲
knockoff	0.350	0.606	0.240	仿冒品
knockout	0.388	0.755	0.664	昏死
knoll	0.434	0.347	0.333	小丘
knot	0.541	0.221	0.408	結
knots	0.418	0.346	0.267	結
knotted	0.226	0.412	0.294	打結的
know	0.765	0.361	0.704	知道
knowing	0.833	0.353	0.658	會心
knowingly	0.500	0.459	0.481	明知故犯
knowledge	0.847	0.430	0.896	知識
knowledgeable	0.865	0.455	0.971	知識淵博
knuckle	0.655	0.333	0.393	指關節
knucklehead	0.157	0.485	0.288	傻子
knuckles	0.271	0.461	0.320	指關節
koala	0.608	0.210	0.311	考拉
kook	0.417	0.471	0.398	瘋子
kooky	0.418	0.582	0.366	古怪的
kool-aid	0.531	0.318	0.393	酷愛
kos	0.500	0.471	0.407	科斯
kosher	0.469	0.443	0.312	猶太潔食
kraut	0.388	0.500	0.390	泡菜
kris	0.427	0.417	0.407	克里斯
kryptonite	0.306	0.690	0.588	氪石
kudos	0.925	0.587	0.642	榮譽
kumquat	0.417	0.426	0.390	金橘
lab	0.479	0.500	0.600	實驗室
label	0.582	0.245	0.423	標籤
labor	0.594	0.639	0.754	勞動
laboratory	0.571	0.490	0.537	實驗室
labored	0.646	0.451	0.637	辛苦了
laborer	0.561	0.510	0.698	勞動者
laboring	0.705	0.644	0.737	勞動
laborious	0.393	0.635	0.709	費力
labyrinth	0.479	0.811	0.491	迷宮
lac	0.408	0.418	0.331	紫膠
lace	0.625	0.200	0.293	蕾絲
laceration	0.143	0.667	0.443	撕裂傷
lack	0.250	0.365	0.242	缺少
lackey	0.260	0.510	0.166	走狗
lacking	0.229	0.375	0.121	不足
lackluster	0.250	0.311	0.264	乏善可陳
lacquer	0.510	0.353	0.258	漆
lacrosse	0.573	0.656	0.509	曲棍球
lactose	0.479	0.290	0.433	乳糖
lad	0.637	0.388	0.336	小伙子
ladder	0.560	0.438	0.358	梯子
laddie	0.668	0.539	0.391	小伙子
laden	0.392	0.478	0.554	滿載而歸
lading	0.388	0.463	0.409	提貨
ladle	0.531	0.368	0.352	鋼包
lady	0.854	0.481	0.602	淑女
lady bug	0.490	0.434	0.381	瓢蟲
ladybug	0.602	0.400	0.224	瓢蟲
ladylike	0.592	0.559	0.538	淑女
ladyship	0.561	0.480	0.822	淑女
lag	0.220	0.375	0.246	落後
lager	0.584	0.480	0.353	貯藏啤酒
lagging	0.135	0.538	0.277	落後
lagoon	0.660	0.231	0.373	潟湖
lair	0.469	0.438	0.392	巢穴
laity	0.510	0.320	0.487	俗人
lake	0.694	0.196	0.425	湖
lama	0.560	0.320	0.400	喇嘛
lamb	0.646	0.284	0.321	羊肉
lame	0.145	0.410	0.217	瘸
lament	0.198	0.398	0.352	哀嘆
lamenting	0.156	0.390	0.254	感嘆
lamina	0.510	0.314	0.408	層板
laminated	0.417	0.304	0.373	層壓
lamp	0.510	0.260	0.309	燈
lamppost	0.420	0.337	0.455	路燈
lance	0.406	0.620	0.587	槊
lancer	0.417	0.528	0.519	藍瑟
land	0.582	0.260	0.616	土地
landed	0.709	0.620	0.480	登陸
landfall	0.521	0.434	0.407	登陸
landfill	0.398	0.423	0.324	垃圾填埋場
landing	0.552	0.696	0.596	降落
landlady	0.677	0.303	0.417	房東
landlocked	0.280	0.391	0.367	內陸
landlord	0.684	0.500	0.858	房東
landmark	0.694	0.355	0.681	地標
lands	0.594	0.280	0.492	土地
landscape	0.719	0.176	0.423	景觀
landscaping	0.823	0.379	0.519	園林綠化
landslide	0.250	0.864	0.530	滑坡
lane	0.449	0.490	0.451	車道
language	0.677	0.337	0.704	語
languid	0.281	0.270	0.283	慵懶
languish	0.235	0.408	0.382	憔悴
languishing	0.308	0.459	0.353	憔悴
lanky	0.412	0.426	0.370	瘦長的
lantern	0.622	0.250	0.243	燈籠
lap	0.583	0.510	0.412	圈
lapdog	0.388	0.490	0.269	小狗
lapel	0.460	0.287	0.288	翻領
lapse	0.420	0.316	0.281	失效
lapsed	0.357	0.333	0.276	失效
laptop	0.724	0.270	0.519	筆記本電腦
larceny	0.272	0.821	0.454	盜竊罪
lard	0.427	0.239	0.179	豬油
larder	0.656	0.290	0.509	儲藏室
large	0.704	0.565	0.736	大的
larger	0.729	0.654	0.763	較大
largo	0.521	0.480	0.517	拉哥
lark	0.570	0.292	0.352	雲雀
larva	0.245	0.423	0.254	幼蟲
laryngitis	0.125	0.500	0.370	喉炎
larynx	0.460	0.420	0.402	喉
lasagna	0.719	0.441	0.396	烤寬麵條
laser	0.469	0.531	0.769	激光
lash	0.235	0.794	0.609	睫毛
lass	0.656	0.536	0.433	姑娘
lasso	0.438	0.460	0.339	套索
lastday	0.309	0.580	0.463	最後一天
lasting	0.804	0.535	0.745	持久
lastminute	0.418	0.582	0.385	最後一分鐘
latch	0.395	0.263	0.288	閂鎖
late	0.245	0.358	0.315	晚的
lateness	0.214	0.388	0.343	遲到
latent	0.469	0.500	0.653	潛
lateral	0.469	0.370	0.322	側
laterally	0.562	0.255	0.450	橫向
latex	0.479	0.413	0.325	乳膠
lathe	0.510	0.450	0.425	車床
lather	0.635	0.327	0.313	泡沫
latitude	0.562	0.306	0.490	緯度
latrine	0.380	0.353	0.176	廁所
latrines	0.214	0.462	0.267	廁所
latte	0.615	0.320	0.311	拿鐵
lattice	0.406	0.420	0.349	格子
laud	0.493	0.427	0.383	讚美
laudable	0.740	0.472	0.682	值得稱讚的
laudation	0.542	0.547	0.623	讚美
laudatory	0.612	0.417	0.450	美稱的
laugh	0.980	0.639	0.587	笑
laughable	0.592	0.627	0.298	可笑的
laughing	0.906	0.596	0.534	笑
laughingstock	0.427	0.779	0.312	笑柄
laughs	0.812	0.846	0.425	笑
laughter	0.959	0.654	0.588	笑聲
launch	0.684	0.814	0.598	發射
launcher	0.677	0.745	0.808	發射器
launches	0.490	0.663	0.602	發射
launder	0.479	0.450	0.349	洗錢
laundering	0.439	0.327	0.444	洗錢
laundry	0.644	0.292	0.377	洗衣店
laureate	0.724	0.402	0.702	獲獎者
laurel	0.646	0.146	0.302	月桂樹
laurels	0.684	0.279	0.545	桂冠
lava	0.280	0.539	0.615	岩漿
lavage	0.615	0.467	0.361	灌洗
lavatory	0.510	0.400	0.259	廁
lavender	0.812	0.198	0.388	薰衣草
lavish	0.792	0.648	0.730	奢華的
law	0.740	0.590	0.815	法律
lawful	0.660	0.394	0.780	合法的
lawless	0.219	0.690	0.420	無法無天
lawlessness	0.156	0.804	0.509	無法無天
lawman	0.510	0.523	0.786	執法者
lawn	0.686	0.153	0.192	草地
lawnmower	0.480	0.531	0.355	割草機
lawsuit	0.219	0.794	0.611	訴訟
lawyer	0.521	0.569	0.784	律師
lax	0.430	0.401	0.300	鬆懈
laxative	0.271	0.550	0.528	瀉藥
lay	0.521	0.336	0.491	躺著
layaway	0.429	0.510	0.451	分期付款
layer	0.500	0.208	0.366	層
layered	0.571	0.306	0.436	分層的
layman	0.531	0.339	0.424	外行
layout	0.615	0.442	0.557	佈局
layover	0.520	0.355	0.500	中途停留
laziness	0.271	0.240	0.132	懶惰
lazy	0.392	0.264	0.096	懶惰的
lazyday	0.337	0.319	0.145	慵懶的一天
lea	0.583	0.294	0.358	莉亞
lead	0.323	0.657	0.455	帶領
leaded	0.439	0.625	0.595	含鉛
leader	0.833	0.582	0.926	領導者
leadership	0.870	0.690	0.983	領導
leading	0.823	0.698	0.954	領導
leads	0.530	0.471	0.615	線索
leaf	0.583	0.156	0.294	葉子
leaflet	0.490	0.206	0.375	傳單
leafy	0.653	0.530	0.700	多葉的
league	0.656	0.340	0.462	聯盟
leak	0.378	0.833	0.520	洩漏
leakage	0.188	0.731	0.528	洩漏
leaky	0.170	0.686	0.288	漏的
lean	0.734	0.353	0.438	傾斜
leaned	0.570	0.373	0.490	傾斜
leaning	0.480	0.409	0.352	傾斜
leap	0.750	0.663	0.667	飛躍
learn	0.833	0.643	0.829	學
learned	0.704	0.462	0.543	學到了
learner	0.698	0.475	0.398	學習者
learning	0.833	0.588	0.574	學習
lease	0.520	0.463	0.545	租
leash	0.320	0.347	0.427	皮帶
leather	0.510	0.324	0.341	皮革
leathery	0.418	0.471	0.411	革質
leave	0.375	0.315	0.295	離開
leavemealone	0.240	0.472	0.402	請別打擾我
leaving	0.163	0.542	0.371	離開
lecherous	0.135	0.704	0.376	好色的
lecture	0.594	0.462	0.737	演講
lecturer	0.677	0.549	0.736	講師
ledge	0.406	0.235	0.339	壁架
ledger	0.510	0.362	0.609	分類帳
lee	0.510	0.269	0.296	李
leech	0.250	0.623	0.268	水蛭
leeches	0.115	0.698	0.295	水蛭
leer	0.612	0.348	0.509	斜視
leery	0.337	0.640	0.410	懷疑的
lees	0.360	0.567	0.406	酒糟
leeway	0.562	0.577	0.569	餘地
left	0.354	0.370	0.361	剩下
leftout	0.229	0.365	0.245	遺漏
leftover	0.490	0.460	0.222	剩菜
leftovers	0.219	0.350	0.116	剩菜
lefty	0.490	0.406	0.379	左撇子
leg	0.510	0.373	0.313	腿
legacy	0.792	0.529	0.827	遺產
legal	0.653	0.387	0.887	合法的
legality	0.765	0.343	0.713	合法性
legalize	0.510	0.460	0.818	合法化
legalized	0.760	0.440	0.855	合法化
legally	0.771	0.482	0.842	合法地
legend	0.837	0.519	0.750	傳奇
legendary	0.857	0.537	0.863	傳奇的
legibility	0.771	0.481	0.580	易讀性
legible	0.673	0.279	0.509	清晰易讀
legion	0.469	0.570	0.852	軍團
legislate	0.571	0.582	0.736	立法
legislation	0.531	0.418	0.808	立法
legislative	0.633	0.365	0.800	立法
legislator	0.490	0.580	0.877	立法者
legislature	0.540	0.435	0.698	立法機關
legit	0.747	0.427	0.849	合法的
legitimacy	0.823	0.420	0.855	合法性
legitimate	0.792	0.363	0.841	合法的
lego	0.600	0.294	0.189	樂高
legs	0.479	0.407	0.228	腿
legume	0.520	0.302	0.465	豆類
legwork	0.622	0.560	0.509	跑腿
leisure	0.631	0.429	0.421	閒暇
leisurely	0.806	0.250	0.367	悠閒
lemma	0.530	0.284	0.391	引理
lemon	0.596	0.317	0.316	檸檬
lemonade	0.661	0.287	0.412	檸檬汽水
lend	0.520	0.461	0.508	借
lender	0.340	0.520	0.703	貸方
lending	0.510	0.585	0.462	借貸
length	0.479	0.308	0.533	長度
lengthen	0.619	0.481	0.566	加長
lengthened	0.448	0.530	0.474	加長
lengthening	0.673	0.530	0.528	加長
lengthwise	0.571	0.470	0.528	縱向
lengthy	0.570	0.342	0.528	冗長
leniency	0.517	0.436	0.545	寬大
lenient	0.520	0.451	0.340	寬容
lens	0.420	0.245	0.472	鏡片
leopard	0.542	0.755	0.611	豹
leotard	0.510	0.429	0.391	緊身衣
leper	0.075	0.589	0.206	麻風病人
leprechaun	0.417	0.480	0.417	妖精
leprosy	0.130	0.670	0.349	麻風
lesion	0.240	0.623	0.361	病變
less	0.265	0.240	0.115	較少的
lessee	0.417	0.474	0.595	承租人
lessen	0.235	0.284	0.255	減少
lessening	0.375	0.300	0.277	減少
lesser	0.396	0.167	0.211	較小的
lesson	0.704	0.577	0.593	課
lessor	0.552	0.490	0.623	出租人
let	0.427	0.373	0.307	讓
lethal	0.156	0.800	0.745	致命
lethargic	0.214	0.245	0.375	昏昏欲睡
lethargy	0.194	0.302	0.316	昏睡
letter	0.635	0.279	0.342	信
lettered	0.542	0.361	0.482	字母
letterhead	0.450	0.316	0.462	信頭
lettering	0.541	0.180	0.431	刻字
letters	0.663	0.327	0.364	字母
lettuce	0.594	0.163	0.291	生菜
leukemia	0.094	0.572	0.351	白血病
levee	0.520	0.324	0.490	大堤
level	0.622	0.277	0.491	等級
lever	0.400	0.343	0.402	槓桿
leverage	0.459	0.500	0.629	槓桿作用
levitate	0.561	0.598	0.551	懸浮
levy	0.438	0.420	0.491	徵收
lewd	0.188	0.673	0.412	猥褻
lexicon	0.561	0.463	0.615	詞典
ley	0.604	0.389	0.764	萊
liabilities	0.429	0.608	0.694	負債
liability	0.646	0.500	0.802	責任
liable	0.656	0.519	0.821	容易
liaison	0.698	0.337	0.472	聯絡
liar	0.042	0.606	0.339	說謊者
libel	0.128	0.694	0.403	誹謗
libelous	0.125	0.735	0.436	誹謗
liberal	0.565	0.565	0.755	自由主義的
liberalism	0.562	0.712	0.750	自由主義
liberate	0.760	0.632	0.708	解放
liberated	0.780	0.630	0.683	解放了
liberating	0.915	0.620	0.745	解放
liberation	0.745	0.614	0.857	解放
liberty	0.938	0.579	0.836	自由
libido	0.770	0.602	0.571	性慾
librarian	0.625	0.135	0.509	圖書管理員
library	0.776	0.122	0.549	圖書館
libretto	0.612	0.328	0.406	唱詞
lice	0.133	0.500	0.194	蝨子
license	0.500	0.394	0.702	執照
lichen	0.418	0.388	0.463	地衣
lick	0.470	0.482	0.330	舔
licorice	0.677	0.310	0.400	甘草
lid	0.490	0.189	0.255	蓋
lie	0.130	0.725	0.272	說謊
liege	0.479	0.426	0.452	列日
lien	0.396	0.580	0.441	留置權
lieu	0.427	0.410	0.312	劉
lieutenant	0.594	0.612	0.920	中尉
life	0.918	0.615	0.824	生活
lifeblood	0.673	0.690	0.708	命脈
lifeboat	0.724	0.425	0.533	救生艇
lifeguard	0.870	0.606	0.786	救生員
lifeisgood	0.812	0.575	0.611	生活很好
lifeless	0.042	0.333	0.163	死氣沉沉
lifelike	0.776	0.567	0.765	逼真
lifeline	0.735	0.552	0.496	生命線
lifelong	0.823	0.330	0.640	終身
