English Word	Valence	Arousal	Dominance	Bulgarian Word
medicate	0.417	0.375	0.546	лекувам
medication	0.615	0.439	0.500	лекарства
medicinal	0.667	0.417	0.614	лечебен
medicine	0.708	0.318	0.679	лекарство
medieval	0.560	0.408	0.455	средновековен
mediocre	0.188	0.481	0.149	посредствен
mediocrity	0.073	0.398	0.225	посредственост
meditate	0.812	0.146	0.564	медитирам
meditating	0.718	0.185	0.399	медитирайки
meditation	0.786	0.120	0.478	медитация
meditative	0.614	0.120	0.454	медитативна
mediterranean	0.663	0.454	0.545	средиземноморски
medium	0.559	0.356	0.358	среден
medley	0.487	0.352	0.400	смесица
meek	0.531	0.150	0.198	кротък
meet	0.760	0.510	0.580	Среща
meeting	0.750	0.569	0.613	среща
mega	0.724	0.538	0.723	мега
meh	0.380	0.286	0.365	мех
melancholic	0.181	0.306	0.277	меланхоличен
melancholy	0.188	0.260	0.237	меланхолия
melee	0.541	0.704	0.611	меле
mellow	0.633	0.069	0.265	мек
melodious	0.932	0.530	0.587	мелодичен
melodrama	0.378	0.830	0.446	мелодрама
melodramatic	0.235	0.692	0.368	мелодраматичен
melody	0.847	0.434	0.405	мелодия
melon	0.461	0.231	0.271	пъпеш
melt	0.448	0.615	0.312	стопявам
meltdown	0.629	0.657	0.602	стопяване
melting	0.592	0.470	0.538	топене
member	0.698	0.333	0.555	член
membership	0.698	0.411	0.778	членство
membrane	0.406	0.430	0.418	мембрана
memento	0.708	0.360	0.536	спомен
memo	0.625	0.235	0.407	бележка
memoir	0.750	0.242	0.553	мемоари
memorabilia	0.780	0.412	0.491	сувенири
memorable	0.939	0.510	0.769	запомнящ се
memorandum	0.600	0.500	0.639	меморандум
memorial	0.602	0.304	0.600	паметник
memorials	0.771	0.333	0.679	мемориали
memories	0.963	0.487	0.510	спомени
memoriesiwontforget	0.635	0.542	0.455	спомени, които няма да забравя
memorize	0.520	0.451	0.716	запаметявам
memory	0.792	0.378	0.573	памет
menace	0.125	0.894	0.759	заплаха
menacing	0.042	0.880	0.643	заплашително
menagerie	0.573	0.480	0.538	менажерия
mend	0.542	0.436	0.602	поправям
mending	0.500	0.633	0.657	поправяне
menial	0.490	0.420	0.352	слугински
meningitis	0.104	0.612	0.407	менингит
meniscus	0.323	0.330	0.453	менискус
menopause	0.204	0.460	0.306	менопаузата
menses	0.163	0.686	0.331	мензис
menstrual	0.408	0.519	0.435	менструален
mental	0.490	0.490	0.585	психически
mentalhealth	0.562	0.541	0.670	душевно здраве
mentality	0.711	0.415	0.726	манталитет
menthol	0.490	0.292	0.433	ментол
mention	0.562	0.365	0.562	споменавам
mentor	0.719	0.455	0.777	наставник
menu	0.633	0.333	0.385	меню
meow	0.510	0.510	0.412	мяу
mercantile	0.480	0.490	0.713	меркантилен
mercenary	0.245	0.837	0.673	наемник
merchandise	0.594	0.460	0.621	стоки
merchant	0.675	0.500	0.620	търговец
merciful	0.854	0.346	0.500	милостив
merciless	0.062	0.880	0.634	безмилостен
mercurial	0.490	0.546	0.518	живачен
mercury	0.337	0.312	0.475	живак
mercy	0.719	0.229	0.500	милост
mere	0.396	0.221	0.176	просто
merengue	0.688	0.519	0.442	меренге
merge	0.760	0.480	0.733	сливане
merger	0.592	0.490	0.642	сливане
meridian	0.510	0.324	0.558	меридиан
meridional	0.365	0.290	0.600	меридионален
meringue	0.625	0.580	0.411	меренги
merit	0.854	0.500	0.722	заслуга
meritorious	0.781	0.618	0.855	заслужил
mermaid	0.765	0.623	0.452	русалка
merriment	0.948	0.721	0.632	веселие
merry	0.979	0.731	0.764	весел
merrychristmas	0.888	0.510	0.536	Весела Коледа
mesa	0.604	0.191	0.319	меса
mescaline	0.490	0.580	0.415	мескалин
mesh	0.429	0.235	0.371	мрежа
meshes	0.440	0.363	0.362	мрежи
mesmerized	0.520	0.552	0.421	хипнотизиран
mess	0.143	0.843	0.273	бъркотия
message	0.650	0.391	0.415	съобщение
messedup	0.333	0.615	0.358	объркан
messenger	0.694	0.434	0.500	пратеник
messiah	0.781	0.634	0.800	месия
messy	0.260	0.635	0.140	разхвърлян
metabolic	0.408	0.531	0.559	метаболитни
metabolism	0.698	0.509	0.555	метаболизъм
metal	0.551	0.429	0.547	метал
metallic	0.615	0.330	0.607	метален
metallurgy	0.396	0.509	0.587	металургия
metamorphosis	0.541	0.571	0.613	метаморфоза
metaphor	0.562	0.280	0.470	метафора
metaphorical	0.500	0.412	0.480	метафоричен
metaphysical	0.630	0.573	0.686	метафизически
metaphysics	0.561	0.396	0.588	метафизика
metastasis	0.177	0.646	0.452	метастази
meteor	0.398	0.714	0.737	метеор
meteoric	0.590	0.802	0.684	метеоритен
meteorite	0.385	0.794	0.750	метеорит
meteorological	0.635	0.557	0.556	метеорологични
meteorology	0.630	0.418	0.689	метеорология
meter	0.438	0.300	0.463	метър
meth	0.354	0.564	0.340	мет
methadone	0.240	0.540	0.453	метадон
methane	0.290	0.460	0.569	метан
methanol	0.292	0.500	0.570	метанол
method	0.640	0.275	0.698	метод
methodical	0.663	0.360	0.745	методичен
methodology	0.664	0.327	0.745	методология
meticulous	0.555	0.480	0.555	педантичен
metime	0.531	0.398	0.417	време
metric	0.519	0.248	0.573	показател
metrical	0.521	0.375	0.482	метричен
metrology	0.531	0.432	0.439	метрология
metropolis	0.656	0.625	0.779	метрополия
metropolitan	0.387	0.408	0.723	митрополит
mettle	0.667	0.529	0.750	смелост
mew	0.418	0.481	0.380	мяу
mezzanine	0.479	0.427	0.404	мецанин
mica	0.531	0.250	0.314	слюда
mick	0.449	0.451	0.382	мик
micro	0.500	0.270	0.250	микро
microbe	0.255	0.450	0.340	микроб
microbiology	0.571	0.378	0.560	микробиология
microchip	0.551	0.358	0.432	микрочип
microcosm	0.500	0.500	0.520	микрокосмос
microfilm	0.469	0.352	0.412	микрофилм
microgram	0.448	0.286	0.355	микрограм
micrometer	0.573	0.358	0.394	микрометър
micron	0.375	0.291	0.315	микрон
microphone	0.551	0.431	0.462	микрофон
microscope	0.531	0.330	0.464	микроскоп
microscopic	0.360	0.327	0.433	микроскопичен
microscopically	0.623	0.370	0.412	микроскопски
microscopy	0.500	0.339	0.455	микроскопия
microwave	0.542	0.497	0.443	микровълнова печка
mid	0.500	0.315	0.356	средата
midair	0.633	0.413	0.455	във въздуха
midday	0.658	0.250	0.403	обяд
middle	0.458	0.157	0.300	средата
middleman	0.500	0.404	0.452	посредник
middleweight	0.510	0.302	0.428	средна категория
midget	0.396	0.295	0.254	джудже
midland	0.521	0.402	0.456	средна земя
midlife	0.594	0.244	0.473	средна възраст
midline	0.332	0.224	0.330	средна линия
midnight	0.562	0.470	0.545	полунощ
midshipman	0.469	0.615	0.785	мичман
midst	0.324	0.275	0.296	по средата
midsummer	0.781	0.480	0.492	средата на лятото
midterm	0.427	0.337	0.425	средносрочен
midtown	0.479	0.442	0.538	в центъра на града
midway	0.459	0.316	0.304	по средата
midwife	0.531	0.570	0.453	акушерка
midwifery	0.510	0.570	0.459	акушерство
mien	0.500	0.352	0.447	миен
miffed	0.204	0.726	0.429	ядосан
mighty	0.855	0.837	0.936	могъщ
mignon	0.551	0.440	0.423	миньон
migraine	0.135	0.783	0.318	мигрена
migrate	0.415	0.580	0.454	мигрират
migration	0.492	0.731	0.566	миграция
migratory	0.448	0.521	0.491	прелетен
mike	0.542	0.365	0.423	Майк
mil	0.534	0.388	0.347	мил
mild	0.635	0.198	0.216	лек
mildew	0.344	0.250	0.241	мана
mildness	0.827	0.226	0.311	мекота
mile	0.521	0.417	0.456	миля
mileage	0.510	0.458	0.562	пробег
milestone	0.719	0.373	0.558	крайъгълен камък
militant	0.418	0.667	0.750	войнствен
militants	0.260	0.673	0.652	бойци
military	0.396	0.710	0.875	военни
militia	0.396	0.729	0.769	милиция
milk	0.817	0.270	0.327	мляко
milkman	0.750	0.380	0.304	млекар
milkshake	0.796	0.521	0.330	млечен шейк
milky	0.517	0.283	0.311	млечен
mill	0.531	0.382	0.347	мелница
millennium	0.573	0.398	0.760	хилядолетие
milligram	0.429	0.217	0.302	милиграм
millimeter	0.427	0.177	0.360	милиметър
million	0.776	0.647	0.812	милиона
millionaire	0.917	0.755	0.850	милионер
millionth	0.635	0.528	0.611	милионен
millstone	0.510	0.433	0.492	воденичен камък
mime	0.455	0.235	0.302	мим
mimic	0.557	0.587	0.391	мимически
mimicking	0.316	0.433	0.364	имитиране
mimicry	0.420	0.337	0.472	мимикрия
mince	0.417	0.529	0.378	кайма
mincemeat	0.396	0.435	0.358	кайма
mind	0.650	0.388	0.627	ум
minded	0.656	0.394	0.627	мислещ
mindful	0.765	0.450	0.725	съзнателен
mindfulness	0.729	0.635	0.745	внимателност
mindless	0.184	0.333	0.153	безсмислен
mine	0.688	0.418	0.578	моята
minefield	0.188	0.839	0.684	минно поле
miner	0.408	0.594	0.644	миньор
mineral	0.519	0.287	0.605	минерал
mineralogy	0.551	0.408	0.545	минералогия
mingle	0.561	0.480	0.434	смесвам се
mingled	0.521	0.392	0.357	смесен
mini	0.421	0.324	0.221	мини
miniature	0.429	0.292	0.204	миниатюрен
minibus	0.439	0.390	0.428	микробус
minim	0.518	0.208	0.138	минимум
minimal	0.448	0.147	0.206	минимален
minimize	0.360	0.236	0.311	минимизирам
minimized	0.458	0.137	0.208	минимизиран
minimum	0.380	0.198	0.194	минимум
mining	0.633	0.598	0.554	минен
minion	0.490	0.430	0.167	миньон
minister	0.547	0.441	0.892	министър
ministerial	0.571	0.519	0.660	министерски
ministry	0.510	0.346	0.717	министерство
minivan	0.592	0.356	0.452	миниван
mink	0.560	0.515	0.430	норка
minnow	0.541	0.367	0.364	миноу
minor	0.250	0.235	0.175	незначителен
minority	0.310	0.332	0.211	малцинство
minstrel	0.458	0.541	0.397	менестрел
mint	0.688	0.221	0.345	мента
minty	0.635	0.292	0.361	мента
minuscule	0.396	0.286	0.214	миниатюрен
minute	0.582	0.279	0.356	минута
minutiae	0.323	0.257	0.316	дреболии
minx	0.448	0.519	0.404	микс
mir	0.417	0.339	0.355	мир
miracle	0.917	0.607	0.806	чудо
miracles	0.922	0.735	0.692	чудеса
miraculous	0.875	0.706	0.812	чудотворен
mirage	0.546	0.487	0.562	мираж
mire	0.344	0.376	0.298	блато
mirror	0.677	0.310	0.438	огледало
mirth	0.888	0.640	0.608	веселие
misappropriation	0.097	0.831	0.500	незаконно присвояване
misbehave	0.020	0.847	0.304	да се държа лошо
misbehavior	0.031	0.704	0.269	лошо поведение
miscalculation	0.177	0.490	0.353	погрешно изчисление
miscarriage	0.042	0.781	0.312	спонтанен аборт
miscellaneous	0.531	0.321	0.196	разни
miscellany	0.500	0.412	0.384	разнообразни
mischief	0.385	0.834	0.292	пакости
mischievous	0.439	0.804	0.472	пакостлив
misconception	0.210	0.557	0.291	погрешно схващане
misconduct	0.061	0.667	0.304	неправомерно поведение
misdemeanor	0.210	0.640	0.364	престъпление
misdirection	0.131	0.710	0.281	погрешно насочване
miser	0.208	0.633	0.311	скъперник
miserable	0.062	0.461	0.188	жалък
miserably	0.280	0.545	0.150	мизерно
misery	0.146	0.378	0.158	мизерия
misfire	0.153	0.453	0.200	прекъсване на запалването
misfit	0.173	0.500	0.393	неподходящ
misfortune	0.094	0.780	0.311	нещастие
misguided	0.280	0.531	0.259	заблуден
mishap	0.071	0.654	0.227	злополука
misinformed	0.156	0.567	0.250	дезинформиран
misinterpretation	0.112	0.556	0.360	погрешно тълкуване
mislead	0.167	0.765	0.412	заблуждавам
misleading	0.070	0.660	0.272	подвеждащ
misled	0.177	0.606	0.353	подведени
mismanagement	0.094	0.520	0.295	лошо управление
mismatch	0.250	0.459	0.282	несъответствие
mismatched	0.250	0.557	0.302	несъвпадащи
misnomer	0.296	0.528	0.284	погрешно наименование
misplace	0.229	0.461	0.191	не на място
misplaced	0.247	0.450	0.324	не на място
misread	0.115	0.558	0.315	неправилно прочетено
misrepresent	0.198	0.542	0.418	представят погрешно
misrepresentation	0.323	0.618	0.518	погрешно представяне
misrepresented	0.042	0.519	0.466	неправилно представени
miss	0.573	0.490	0.408	мис
missile	0.240	0.830	0.764	ракета
missiles	0.070	0.922	0.830	ракети
missing	0.306	0.418	0.222	липсва
missingyou	0.260	0.471	0.377	липсваш ми
mission	0.765	0.633	0.870	мисия
missionary	0.729	0.404	0.596	мисионерски
misspell	0.292	0.423	0.281	правописна грешка
misstatement	0.302	0.547	0.221	погрешно твърдение
missy	0.521	0.480	0.333	миси
mist	0.375	0.194	0.221	мъгла
mistake	0.208	0.585	0.102	грешка
mistaken	0.131	0.630	0.212	грешен
mister	0.604	0.406	0.663	господин
mistletoe	0.542	0.470	0.324	имел
mistreated	0.010	0.792	0.200	малтретирани
mistress	0.630	0.796	0.694	любовница
mistrial	0.427	0.539	0.536	грешка
mistrust	0.135	0.657	0.231	недоверие
misty	0.427	0.451	0.278	мъглив
misunderstand	0.177	0.548	0.382	неразбирам
misunderstanding	0.112	0.618	0.284	недоразумение
misunderstood	0.177	0.625	0.309	неразбран
misuse	0.083	0.560	0.196	злоупотреба
mite	0.290	0.584	0.271	акар
miter	0.458	0.500	0.414	митра
mitigate	0.506	0.427	0.456	смекчавам
mitigating	0.551	0.520	0.600	смекчаване
mitigation	0.448	0.527	0.423	смекчаване
mitt	0.406	0.183	0.264	ръкавица
mitten	0.531	0.330	0.408	ръкавица с ръкавица
mitzvah	0.422	0.610	0.409	мицва
mix	0.542	0.490	0.472	разбъркайте
mixed	0.510	0.346	0.444	смесен
mixedemotions	0.440	0.673	0.430	смесени чувства
mixer	0.562	0.500	0.556	смесител
mixture	0.546	0.360	0.481	смес
mnemonic	0.531	0.480	0.452	мнемоника
moan	0.357	0.735	0.352	стон
moat	0.398	0.380	0.314	ров
mob	0.296	0.788	0.567	моб
mobile	0.615	0.569	0.481	Подвижен
mobility	0.700	0.596	0.654	мобилност
mobilization	0.688	0.720	0.787	мобилизация
mobilize	0.604	0.684	0.727	мобилизирам
mobster	0.188	0.870	0.638	мафиот
mocha	0.500	0.396	0.311	мока
mock	0.360	0.606	0.618	подигравам се
mocked	0.225	0.746	0.204	подиграван
mockery	0.094	0.806	0.181	подигравка
mocking	0.082	0.755	0.394	подигравателен
mockingbird	0.513	0.337	0.423	присмехулник
mod	0.458	0.367	0.384	мод
modal	0.592	0.264	0.461	модален
modality	0.633	0.404	0.527	модалност
mode	0.531	0.185	0.367	режим
model	0.607	0.388	0.723	модел
modeler	0.500	0.510	0.730	моделист
modeling	0.684	0.404	0.490	моделиране
