English Word	Valence	Arousal	Dominance	Estonian Word
item	0.594	0.270	0.465	üksus
itemize	0.459	0.527	0.518	kirjendada
items	0.542	0.401	0.434	esemed
iterate	0.449	0.460	0.440	kordama
iteration	0.531	0.449	0.486	iteratsioon
iterative	0.429	0.420	0.500	iteratiivne
itinerant	0.449	0.545	0.439	rändaja
itinerary	0.551	0.550	0.454	marsruut
ivory	0.625	0.235	0.566	elevandiluust
jab	0.385	0.519	0.482	torkima
jabber	0.417	0.506	0.342	jabur
jack	0.487	0.450	0.441	tungraua
jackal	0.333	0.582	0.436	šaakal
jackass	0.188	0.692	0.279	kiisu
jacket	0.656	0.302	0.382	jope
jackhammer	0.199	0.690	0.519	haamer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	kikkajänes
jacks	0.490	0.400	0.505	tungrauad
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	tüdinenud
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	sakiline
jaguar	0.559	0.710	0.654	jaaguar
jail	0.094	0.898	0.480	vanglas
jailbird	0.240	0.567	0.473	vangilind
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	vangivalvur
jailhouse	0.104	0.887	0.430	vanglamaja
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	moos
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	kinni kiilunud
jammer	0.417	0.540	0.491	segaja
janitor	0.510	0.350	0.527	majahoidja
janitorial	0.490	0.373	0.481	korrapidaja
japan	0.667	0.482	0.580	jaapan
jar	0.430	0.346	0.318	purk
jargon	0.333	0.548	0.404	kõnepruuk
jarhead	0.408	0.530	0.464	purgipea
jarring	0.210	0.673	0.309	jahmatav
jasmine	0.765	0.230	0.286	jasmiin
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	kollatõbi
jaunt	0.808	0.451	0.500	väljasõit
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	oda löömine
jaw	0.500	0.510	0.420	lõualuu
jawbone	0.468	0.413	0.342	lõualuu
jaws	0.385	0.528	0.455	lõuad
jay	0.531	0.408	0.389	pasknäär
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	džässilik
jealous	0.173	0.855	0.345	armukade
jealousy	0.146	0.783	0.481	armukadedus
jean	0.602	0.444	0.364	teksapüksid
jeans	0.622	0.324	0.371	teksad
jeep	0.602	0.510	0.612	džiip
jeering	0.266	0.792	0.380	naljatades
jelly	0.651	0.294	0.256	tarretis
jellybean	0.592	0.406	0.399	tarretis
jellyfish	0.531	0.567	0.377	meduusid
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	ohtu seada
jeopardy	0.129	0.908	0.536	ohtu
jerk	0.194	0.630	0.238	jõnks
jerks	0.214	0.788	0.395	tõmblused
jerky	0.233	0.538	0.358	tõmblev
jersey	0.594	0.317	0.411	särk
jest	0.520	0.736	0.222	nalja
jester	0.388	0.670	0.264	naljamees
jesus	0.800	0.400	0.620	jeesus
jet	0.612	0.721	0.606	jet
jetty	0.602	0.480	0.453	sadamasild
jewel	0.827	0.588	0.625	juveel
jeweler	0.760	0.482	0.500	juveliir
jewelry	0.823	0.569	0.597	ehted
jib	0.406	0.420	0.413	nool
jiff	0.576	0.404	0.349	jõnks
jiffy	0.410	0.444	0.380	hetkeks
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	vingerdama
jigsaw	0.594	0.582	0.519	pusle
jihad	0.323	0.660	0.444	džihaad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	kõlisema
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	väriseb
jittery	0.344	0.856	0.255	närviline
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	töö
jobinterview	0.684	0.837	0.723	töö intervjuu
jock	0.592	0.656	0.473	jokk
jockey	0.562	0.644	0.703	džoki
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	sörkjooksu
jogger	0.417	0.510	0.424	jooksja
john	0.562	0.382	0.327	John
join	0.729	0.479	0.684	liituda
joined	0.667	0.394	0.600	liitunud
joining	0.755	0.469	0.685	liitumine
joint	0.615	0.392	0.566	liigend
jointly	0.708	0.425	0.602	ühiselt
joke	0.704	0.610	0.316	nali
joker	0.771	0.760	0.416	naljamees
joking	0.776	0.839	0.407	naljatades
jolly	0.959	0.705	0.708	lõbus
jolt	0.365	0.708	0.358	põrutada
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	joot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	ajakiri
journalism	0.622	0.500	0.684	ajakirjandus
journalist	0.542	0.452	0.732	ajakirjanik
journalistic	0.696	0.449	0.495	ajakirjanduslik
journey	0.910	0.702	0.625	teekonda
journeyman	0.765	0.596	0.741	reisimees
joust	0.520	0.528	0.551	võistlusel
jovial	0.823	0.460	0.526	joviaalne
joy	0.980	0.824	0.794	rõõmu
joyful	0.990	0.740	0.667	rõõmustav
joyous	0.958	0.580	0.728	rõõmustav
joyride	0.694	0.550	0.500	rõõmusõit
joys	0.981	0.643	0.651	rõõmud
jubilant	0.844	0.673	0.664	juubeldav
jubilee	0.916	0.500	0.579	juubel
judge	0.510	0.604	0.857	kohtunik
judged	0.281	0.686	0.722	kohut mõistetud
judging	0.240	0.625	0.693	otsustades
judgment	0.396	0.600	0.816	kohtuotsus
judgmental	0.330	0.602	0.579	hukkamõistev
judicial	0.378	0.667	0.833	kohtulik
judiciary	0.439	0.740	0.897	kohtusüsteem
judicious	0.630	0.432	0.772	mõistlik
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	kann
juggle	0.594	0.760	0.426	žongleerima
juggler	0.633	0.821	0.480	žonglöör
juggling	0.562	0.874	0.346	žongleerimine
jugular	0.271	0.573	0.426	jugulaarne
juice	0.776	0.281	0.352	mahla
juicer	0.552	0.520	0.564	mahlapress
juicy	0.823	0.529	0.490	mahlane
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	segadus
jumbled	0.292	0.602	0.445	segamini
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	hüpata
jump rope	0.656	0.660	0.368	hüppenöör
jumper	0.615	0.336	0.481	hüppaja
jumpsuit	0.562	0.365	0.361	kombinesoon
jumpy	0.353	0.810	0.216	hüplik
junction	0.490	0.481	0.364	ristmik
juncture	0.365	0.582	0.491	ristmikul
jungle	0.500	0.510	0.481	džungel
junior	0.635	0.343	0.304	juunior
juniper	0.583	0.327	0.352	kadakas
junk	0.115	0.481	0.118	rämps
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	narkar
junky	0.385	0.595	0.343	rämps
junkyard	0.177	0.398	0.302	romuplats
junta	0.451	0.503	0.704	hunta
juridical	0.520	0.431	0.873	juriidiline
jurisdiction	0.480	0.580	0.820	jurisdiktsiooni
jurisprudence	0.360	0.425	0.764	kohtupraktika
jurist	0.479	0.523	0.713	jurist
juror	0.582	0.640	0.750	vandekohtunik
jury	0.479	0.607	0.789	žürii
justice	0.760	0.538	0.787	õiglus
justifiable	0.786	0.413	0.821	õigustatud
justification	0.622	0.444	0.661	põhjendus
justify	0.612	0.473	0.615	õigustada
juststop	0.417	0.379	0.364	lihtsalt lõpeta
justthebeginning	0.573	0.451	0.481	alles algus
jute	0.551	0.216	0.295	džuut
juvenile	0.678	0.490	0.526	alaealine
juxtaposition	0.427	0.500	0.460	kõrvutamine
kaiser	0.470	0.509	0.690	keiser
kale	0.469	0.226	0.411	lehtkapsas
kaleidoscope	0.615	0.439	0.580	kaleidoskoop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	känguru
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karma
kayak	0.592	0.600	0.364	süsta
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kiil
keen	0.823	0.719	0.806	innukas
keep	0.714	0.296	0.547	hoida
keeper	0.612	0.457	0.773	hoidja
keeping	0.592	0.280	0.723	hoidmine
keepsake	0.740	0.307	0.491	mälestuseks
keg	0.551	0.389	0.404	tünn
kelp	0.479	0.264	0.213	pruunvetikas
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	rätik
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kernel
kerosene	0.302	0.472	0.427	petrooleum
ketchup	0.653	0.338	0.282	ketšup
kettle	0.357	0.497	0.333	veekeetja
key	0.615	0.275	0.519	võti
keyboard	0.573	0.279	0.349	klaviatuur
keyed	0.469	0.497	0.521	võtmega
keyhole	0.438	0.358	0.356	võtmeauk
keynote	0.630	0.431	0.545	põhiettekanne
keypad	0.604	0.255	0.330	klahvistik
keystone	0.573	0.438	0.491	nurgakivi
keyword	0.602	0.520	0.747	märksõna
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khaan
kibble	0.510	0.458	0.404	napsu
kick	0.271	0.791	0.526	lööma
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	jalaga löömine
kickoff	0.583	0.600	0.629	avalööki tegema
kid	0.760	0.453	0.298	poiss
kidder	0.708	0.768	0.471	lapsuke
kidding	0.622	0.625	0.457	nalja teeb
kiddo	0.674	0.393	0.419	lapsuke
kiddos	0.500	0.480	0.342	lapsed
kidnap	0.032	0.923	0.535	röövida
kidnapped	0.044	0.923	0.455	röövitud
kidnapper	0.115	0.906	0.618	röövija
kidnapping	0.094	0.880	0.561	röövimine
kidney	0.448	0.363	0.380	neerud
kids	0.837	0.500	0.417	lapsed
kill	0.052	0.941	0.736	tappa
killer	0.041	0.971	0.543	tapja
killing	0.080	0.959	0.696	tapmine
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	ahju
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogrammi
kilometer	0.490	0.439	0.485	kilomeetrit
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	sugulane
kind	0.918	0.240	0.618	lahke
kindergarten	0.833	0.462	0.308	lasteaed
kindling	0.520	0.651	0.421	süütamine
kindness	0.938	0.350	0.508	headus
kindred	0.760	0.418	0.517	sugulased
kinematics	0.594	0.480	0.614	kinemaatika
kinesiology	0.491	0.480	0.633	kinesioloogia
kinetic	0.582	0.540	0.537	kineetiline
king	0.677	0.690	0.892	kuningas
king snake	0.458	0.835	0.647	kuningas madu
kingdom	0.714	0.547	0.910	kuningriik
kingpin	0.357	0.626	0.642	kuninganõel
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	krussis
kinship	0.771	0.300	0.652	sugulus
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	suudlema
kisser	0.844	0.682	0.618	suudleja
kissy	0.874	0.684	0.402	suudlema
kit	0.583	0.344	0.420	komplekt
kitchen	0.700	0.234	0.398	köök
kite	0.643	0.500	0.573	lohe
kitten	0.816	0.343	0.260	kassipoeg
kiwi	0.646	0.273	0.282	kiivi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	osavus
knapsack	0.551	0.317	0.268	seljakott
knead	0.490	0.457	0.345	mudima
knee	0.520	0.245	0.396	põlve
kneecap	0.427	0.360	0.440	põlvekedra
kneel	0.426	0.417	0.217	põlvitama
kneeling	0.245	0.435	0.144	põlvitades
knell	0.354	0.500	0.377	põlvili
knick	0.480	0.509	0.420	lööma
knickers	0.552	0.428	0.328	püksid
knife	0.344	0.717	0.573	nuga
knight	0.780	0.441	0.835	rüütel
knighthood	0.740	0.660	0.769	rüütelkond
knit	0.630	0.144	0.295	kududa
knob	0.340	0.360	0.272	nupp
knock	0.312	0.531	0.527	koputama
knockoff	0.350	0.606	0.240	koputus
knockout	0.388	0.755	0.664	nokaut
knoll	0.434	0.347	0.333	küngas
knot	0.541	0.221	0.408	sõlm
knots	0.418	0.346	0.267	sõlmed
knotted	0.226	0.412	0.294	sõlmitud
know	0.765	0.361	0.704	tea
knowing	0.833	0.353	0.658	teades
knowingly	0.500	0.459	0.481	teadlikult
knowledge	0.847	0.430	0.896	teadmisi
knowledgeable	0.865	0.455	0.971	teadlikud
knuckle	0.655	0.333	0.393	sõrmenukk
knucklehead	0.157	0.485	0.288	nukkpea
knuckles	0.271	0.461	0.320	sõrmenukid
koala	0.608	0.210	0.311	koaala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	äge
kool-aid	0.531	0.318	0.393	kool-abi
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	koššer
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	krüptoniit
kudos	0.925	0.587	0.642	kiitus
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	silt
labor	0.594	0.639	0.754	töö
laboratory	0.571	0.490	0.537	laboratooriumis
labored	0.646	0.451	0.637	vaeva näinud
laborer	0.561	0.510	0.698	tööline
laboring	0.705	0.644	0.737	töötav
laborious	0.393	0.635	0.709	töömahukas
labyrinth	0.479	0.811	0.491	labürint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	pits
laceration	0.143	0.667	0.443	rebimine
lack	0.250	0.365	0.242	puudus
lackey	0.260	0.510	0.166	lakei
lacking	0.229	0.375	0.121	puudulik
lackluster	0.250	0.311	0.264	kahvatu
lacquer	0.510	0.353	0.258	lakk
lacrosse	0.573	0.656	0.509	lakrossi
lactose	0.479	0.290	0.433	laktoos
lad	0.637	0.388	0.336	poiss
ladder	0.560	0.438	0.358	redel
laddie	0.668	0.539	0.391	daam
laden	0.392	0.478	0.554	koormatud
lading	0.388	0.463	0.409	lastimine
ladle	0.531	0.368	0.352	kulp
lady	0.854	0.481	0.602	daam
lady bug	0.490	0.434	0.381	daam
ladybug	0.602	0.400	0.224	lepatriinu
ladylike	0.592	0.559	0.538	daamilik
ladyship	0.561	0.480	0.822	daam
lag	0.220	0.375	0.246	mahajäämus
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	mahajäänud
lagoon	0.660	0.231	0.373	laguun
lair	0.469	0.438	0.392	pesa
laity	0.510	0.320	0.487	ilmikud
lake	0.694	0.196	0.425	järv
lama	0.560	0.320	0.400	laama
lamb	0.646	0.284	0.321	lambaliha
lame	0.145	0.410	0.217	labane
lament	0.198	0.398	0.352	hädaldama
lamenting	0.156	0.390	0.254	hädaldamine
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	lamineeritud
lamp	0.510	0.260	0.309	lamp
lamppost	0.420	0.337	0.455	lambipost
lance	0.406	0.620	0.587	lant
lancer	0.417	0.528	0.519	lanser
land	0.582	0.260	0.616	maa
landed	0.709	0.620	0.480	maandus
landfall	0.521	0.434	0.407	maabumine
landfill	0.398	0.423	0.324	prügila
landing	0.552	0.696	0.596	maandumine
landlady	0.677	0.303	0.417	majaperenaine
landlocked	0.280	0.391	0.367	merepiirita
landlord	0.684	0.500	0.858	üürileandja
landmark	0.694	0.355	0.681	maamärk
lands	0.594	0.280	0.492	maad
landscape	0.719	0.176	0.423	maastik
landscaping	0.823	0.379	0.519	haljastus
landslide	0.250	0.864	0.530	maalihe
lane	0.449	0.490	0.451	sõidurada
language	0.677	0.337	0.704	keel
languid	0.281	0.270	0.283	loid
languish	0.235	0.408	0.382	virelema
languishing	0.308	0.459	0.353	virelemine
lanky	0.412	0.426	0.370	kõhn
lantern	0.622	0.250	0.243	latern
lap	0.583	0.510	0.412	süles
lapdog	0.388	0.490	0.269	sülekoer
lapel	0.460	0.287	0.288	reväär
lapse	0.420	0.316	0.281	aeguma
lapsed	0.357	0.333	0.276	aegunud
laptop	0.724	0.270	0.519	sülearvuti
larceny	0.272	0.821	0.454	vargused
lard	0.427	0.239	0.179	seapekk
larder	0.656	0.290	0.509	sahver
large	0.704	0.565	0.736	suur
larger	0.729	0.654	0.763	suurem
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lõoke
larva	0.245	0.423	0.254	vastne
laryngitis	0.125	0.500	0.370	larüngiit
larynx	0.460	0.420	0.402	kõri
lasagna	0.719	0.441	0.396	lasanje
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	ripsmed
lass	0.656	0.536	0.433	neiu
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	viimane päev
lasting	0.804	0.535	0.745	kestev
lastminute	0.418	0.582	0.385	viimase hetke
latch	0.395	0.263	0.288	riiv
late	0.245	0.358	0.315	hilja
lateness	0.214	0.388	0.343	hilinemine
latent	0.469	0.500	0.653	latentne
lateral	0.469	0.370	0.322	külgmine
laterally	0.562	0.255	0.450	külgsuunas
latex	0.479	0.413	0.325	lateks
lathe	0.510	0.450	0.425	treipink
lather	0.635	0.327	0.313	vahutama
latitude	0.562	0.306	0.490	laiuskraad
latrine	0.380	0.353	0.176	käimla
latrines	0.214	0.462	0.267	käimlad
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	võre
laud	0.493	0.427	0.383	kiida
laudable	0.740	0.472	0.682	kiiduväärt
laudation	0.542	0.547	0.623	ülistus
laudatory	0.612	0.417	0.450	ülistav
laugh	0.980	0.639	0.587	naerma
laughable	0.592	0.627	0.298	naeruväärne
laughing	0.906	0.596	0.534	naerdes
laughingstock	0.427	0.779	0.312	naerualuseks
laughs	0.812	0.846	0.425	naerab
laughter	0.959	0.654	0.588	naer
launch	0.684	0.814	0.598	käivitada
launcher	0.677	0.745	0.808	kanderakett
launches	0.490	0.663	0.602	käivitab
launder	0.479	0.450	0.349	pesta
laundering	0.439	0.327	0.444	pesu
laundry	0.644	0.292	0.377	pesu
laureate	0.724	0.402	0.702	laureaat
laurel	0.646	0.146	0.302	loorber
laurels	0.684	0.279	0.545	loorberid
lava	0.280	0.539	0.615	laava
lavage	0.615	0.467	0.361	loputus
lavatory	0.510	0.400	0.259	tualettruum
lavender	0.812	0.198	0.388	lavendel
lavish	0.792	0.648	0.730	uhke
law	0.740	0.590	0.815	seadus
lawful	0.660	0.394	0.780	seaduslik
lawless	0.219	0.690	0.420	seadusetu
lawlessness	0.156	0.804	0.509	seadusetus
lawman	0.510	0.523	0.786	seadusandja
lawn	0.686	0.153	0.192	muru
lawnmower	0.480	0.531	0.355	muruniiduk
lawsuit	0.219	0.794	0.611	kohtuasi
lawyer	0.521	0.569	0.784	advokaat
lax	0.430	0.401	0.300	lõtv
laxative	0.271	0.550	0.528	lahtistav
lay	0.521	0.336	0.491	panema
layaway	0.429	0.510	0.451	vahetumine
layer	0.500	0.208	0.366	kiht
layered	0.571	0.306	0.436	kihiline
layman	0.531	0.339	0.424	võhik
layout	0.615	0.442	0.557	paigutus
layover	0.520	0.355	0.500	vahepeatus
laziness	0.271	0.240	0.132	laiskus
lazy	0.392	0.264	0.096	laisk
lazyday	0.337	0.319	0.145	laisk päev
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	juhtima
leaded	0.439	0.625	0.595	plii
leader	0.833	0.582	0.926	juht
leadership	0.870	0.690	0.983	juhtimine
leading	0.823	0.698	0.954	juhtiv
leads	0.530	0.471	0.615	viib
leaf	0.583	0.156	0.294	leht
leaflet	0.490	0.206	0.375	infoleht
leafy	0.653	0.530	0.700	lehed
league	0.656	0.340	0.462	liigas
leak	0.378	0.833	0.520	lekkida
leakage	0.188	0.731	0.528	leke
leaky	0.170	0.686	0.288	lekkiv
lean	0.734	0.353	0.438	lahja
leaned	0.570	0.373	0.490	kaldus
leaning	0.480	0.409	0.352	kaldu
leap	0.750	0.663	0.667	hüpe
learn	0.833	0.643	0.829	õppida
learned	0.704	0.462	0.543	õppinud
learner	0.698	0.475	0.398	õppija
learning	0.833	0.588	0.574	õppimine
lease	0.520	0.463	0.545	üürileping
leash	0.320	0.347	0.427	jalutusrihm
leather	0.510	0.324	0.341	nahk
leathery	0.418	0.471	0.411	nahkjad
leave	0.375	0.315	0.295	lahkuda
leavemealone	0.240	0.472	0.402	Jäta mind rahule
leaving	0.163	0.542	0.371	lahkudes
lecherous	0.135	0.704	0.376	kidur
lecture	0.594	0.462	0.737	loeng
lecturer	0.677	0.549	0.736	õppejõud
ledge	0.406	0.235	0.339	ripp
ledger	0.510	0.362	0.609	pearaamat
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	kaan
leeches	0.115	0.698	0.295	kaanid
leer	0.612	0.348	0.509	kiri
leery	0.337	0.640	0.410	naljakas
lees	0.360	0.567	0.406	sete
leeway	0.562	0.577	0.569	mänguruumi
left	0.354	0.370	0.361	vasakule
leftout	0.229	0.365	0.245	välja jäetud
leftover	0.490	0.460	0.222	järelejäänud
leftovers	0.219	0.350	0.116	ülejäägid
lefty	0.490	0.406	0.379	vasakpoolne
leg	0.510	0.373	0.313	jalg
legacy	0.792	0.529	0.827	pärand
legal	0.653	0.387	0.887	seaduslik
legality	0.765	0.343	0.713	seaduslikkust
legalize	0.510	0.460	0.818	legaliseerida
legalized	0.760	0.440	0.855	legaliseeritud
legally	0.771	0.482	0.842	seaduslikult
legend	0.837	0.519	0.750	legend
legendary	0.857	0.537	0.863	legendaarne
legibility	0.771	0.481	0.580	loetavus
legible	0.673	0.279	0.509	loetav
legion	0.469	0.570	0.852	leegion
legislate	0.571	0.582	0.736	seadust anda
legislation	0.531	0.418	0.808	seadusandlus
legislative	0.633	0.365	0.800	seadusandlik
legislator	0.490	0.580	0.877	seadusandja
legislature	0.540	0.435	0.698	seadusandlik kogu
legit	0.747	0.427	0.849	legitiimne
legitimacy	0.823	0.420	0.855	legitiimsust
legitimate	0.792	0.363	0.841	õigustatud
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	jalad
legume	0.520	0.302	0.465	kaunviljad
legwork	0.622	0.560	0.509	jalatöö
leisure	0.631	0.429	0.421	vaba aeg
leisurely	0.806	0.250	0.367	rahulikult
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	sidrun
lemonade	0.661	0.287	0.412	Limonaad
lend	0.520	0.461	0.508	laenata
lender	0.340	0.520	0.703	laenuandja
lending	0.510	0.585	0.462	laenamine
length	0.479	0.308	0.533	pikkus
lengthen	0.619	0.481	0.566	pikendada
lengthened	0.448	0.530	0.474	pikendatud
lengthening	0.673	0.530	0.528	pikendamine
lengthwise	0.571	0.470	0.528	pikisuunas
lengthy	0.570	0.342	0.528	pikk
leniency	0.517	0.436	0.545	leebus
lenient	0.520	0.451	0.340	leebe
lens	0.420	0.245	0.472	objektiiv
leopard	0.542	0.755	0.611	leopard
leotard	0.510	0.429	0.391	trikoo
leper	0.075	0.589	0.206	pidalitõbine
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	pidalitõbi
lesion	0.240	0.623	0.361	kahjustus
less	0.265	0.240	0.115	vähem
lessee	0.417	0.474	0.595	rentnik
lessen	0.235	0.284	0.255	vähendada
lessening	0.375	0.300	0.277	vähenemine
lesser	0.396	0.167	0.211	vähem
lesson	0.704	0.577	0.593	õppetund
lessor	0.552	0.490	0.623	rendileandja
let	0.427	0.373	0.307	lase
lethal	0.156	0.800	0.745	surmav
lethargic	0.214	0.245	0.375	loid
lethargy	0.194	0.302	0.316	letargia
letter	0.635	0.279	0.342	kiri
lettered	0.542	0.361	0.482	kirjaga
letterhead	0.450	0.316	0.462	kirjaplank
lettering	0.541	0.180	0.431	kiri
letters	0.663	0.327	0.364	kirju
lettuce	0.594	0.163	0.291	salat
leukemia	0.094	0.572	0.351	leukeemia
levee	0.520	0.324	0.490	tamm
level	0.622	0.277	0.491	tasemel
lever	0.400	0.343	0.402	kang
leverage	0.459	0.500	0.629	võimendus
levitate	0.561	0.598	0.551	leviteerima
levy	0.438	0.420	0.491	maks
lewd	0.188	0.673	0.412	nilbe
lexicon	0.561	0.463	0.615	leksikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	kohustusi
liability	0.646	0.500	0.802	vastutust
liable	0.656	0.519	0.821	vastutav
liaison	0.698	0.337	0.472	side
liar	0.042	0.606	0.339	valetaja
libel	0.128	0.694	0.403	laimu
libelous	0.125	0.735	0.436	laimav
liberal	0.565	0.565	0.755	liberaalne
liberalism	0.562	0.712	0.750	liberalism
liberate	0.760	0.632	0.708	vabastada
liberated	0.780	0.630	0.683	vabastatud
liberating	0.915	0.620	0.745	vabastav
