English Word	Valence	Arousal	Dominance	Xhosa Word
incinerator	0.250	0.643	0.591	isitshisi
incipient	0.442	0.382	0.430	umqalisi
incision	0.240	0.663	0.558	ukusika
incisive	0.380	0.602	0.545	ehlabayo
incite	0.449	0.736	0.642	vuselela
incitement	0.302	0.943	0.598	inkuthazo
inclement	0.260	0.676	0.616	inclement
inclination	0.378	0.490	0.538	utyekelo
incline	0.490	0.423	0.345	tyekela
inclined	0.469	0.347	0.402	ityekele
include	0.729	0.449	0.702	ziquka
included	0.760	0.402	0.570	ifakiwe
including	0.700	0.378	0.518	kuquka
inclusion	0.774	0.404	0.712	ukubandakanywa
inclusive	0.604	0.420	0.564	equkayo
incognito	0.610	0.490	0.446	I-incognito
incoherent	0.122	0.612	0.250	ngokungahambelaniyo
income	0.750	0.510	0.728	umvuzo
incoming	0.660	0.509	0.596	engenayo
incomparable	0.625	0.577	0.670	ayinakuthelekiswa nanto
incompatible	0.196	0.500	0.310	engahambelaniyo
incompetence	0.077	0.551	0.208	ukungakwazi
incompetent	0.133	0.566	0.239	ukungakwazi
incomplete	0.153	0.370	0.205	engaphelelanga
incompletely	0.344	0.442	0.232	ngokungaphelelanga
incompleteness	0.271	0.451	0.234	ukungagqibeki
incomprehensible	0.250	0.550	0.344	engaqondakaliyo
inconceivable	0.198	0.552	0.561	ayinakucingeleka
inconclusive	0.153	0.442	0.340	engagqibekanga
incongruous	0.177	0.504	0.343	engangqinelaniyo
inconsequential	0.250	0.480	0.345	kungenamsebenzi
inconsiderate	0.224	0.519	0.423	ngokungakhathali
inconsistency	0.125	0.480	0.314	ukungangqinelani
inconsistent	0.271	0.431	0.295	engangqinelaniyo
inconspicuous	0.604	0.214	0.368	engacacanga
incontinence	0.150	0.598	0.272	ukungakwazi ukuzibamba
inconvenience	0.063	0.667	0.291	ukuphazamiseka
inconvenient	0.224	0.610	0.375	engalunganga
incorporate	0.745	0.612	0.571	bandakanya
incorporation	0.573	0.404	0.768	ukufakwa
incorrect	0.140	0.569	0.255	ayichanekanga
incorrigible	0.130	0.667	0.500	ayinakulungiswa
increase	0.810	0.657	0.886	Nyusa
increased	0.684	0.660	0.773	anda
incredible	0.857	0.796	0.902	engakholelekiyo
incredulous	0.286	0.510	0.269	ngokungakholelwa
increment	0.684	0.637	0.750	ukwanda
incriminate	0.188	0.810	0.416	beka ityala
incriminating	0.133	0.788	0.500	ukumangalela
incrimination	0.152	0.865	0.545	ukumangalela
incubation	0.461	0.490	0.397	ekufukameni
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	Incubus
incumbent	0.396	0.540	0.565	obambeleyo
incur	0.312	0.667	0.495	ngena
incurable	0.104	0.667	0.255	enganyangekiyo
incursion	0.552	0.830	0.719	ukuhlasela
indebted	0.138	0.698	0.275	unetyala
indecency	0.135	0.670	0.491	amanyala
indecent	0.083	0.683	0.240	engafanelekanga
indecision	0.184	0.480	0.196	ukwenza isigqibo
indecisive	0.271	0.420	0.190	ngokungaqinisekiyo
indefensible	0.173	0.647	0.484	ongenakuzikhusela
indefinite	0.448	0.292	0.296	ngokungenasiphelo
indelible	0.490	0.337	0.591	ayicimekiyo
indemnification	0.521	0.490	0.770	imbuyekezo
indemnify	0.449	0.548	0.613	khulula
indemnity	0.470	0.607	0.692	imbuyekezo
indent	0.479	0.346	0.379	i-indent
indentation	0.374	0.500	0.349	ukuhlenga
indenture	0.434	0.382	0.636	indeture
independence	0.896	0.663	0.911	ukuzimela
independent	0.885	0.440	0.872	ezizimeleyo
indescribable	0.448	0.529	0.648	ayichazeki
indestructible	0.772	0.731	0.853	engenakonakala
indeterminate	0.360	0.402	0.322	engamiselwanga
index	0.448	0.268	0.342	isalathisi
indicate	0.594	0.350	0.676	bonisa
indicating	0.745	0.339	0.555	ebonisa
indication	0.719	0.432	0.750	umqondiso
indicative	0.510	0.510	0.591	umqondiso
indicator	0.573	0.451	0.670	isalathisi
indice	0.469	0.377	0.541	indice
indict	0.188	0.731	0.458	ityala
indictment	0.245	0.745	0.577	ityala
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	ukungakhathali
indifferent	0.396	0.157	0.250	ukungakhathali
indigenous	0.500	0.509	0.552	yemveli
indigent	0.156	0.481	0.223	abasweleyo
indigestion	0.204	0.610	0.182	ukungatyibiliki
indignant	0.260	0.600	0.423	nomsindo
indignation	0.173	0.778	0.431	ukucaphuka
indignity	0.167	0.500	0.306	isidima
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	ngokungathanga ngqo
indiscreet	0.177	0.587	0.342	ngokungenangqiqo
indiscretion	0.265	0.637	0.390	ukungabi nangqiqo
indispensable	0.710	0.449	0.802	yimfuneko
indisposed	0.122	0.519	0.206	engalahlwanga
indistinct	0.255	0.340	0.360	engacacanga
indistinguishable	0.346	0.458	0.548	ayibonakali
individual	0.627	0.327	0.533	umntu ngamnye
individuality	0.612	0.469	0.527	ubuntu
indivisible	0.646	0.398	0.580	ayinakwahlulwa
indoctrination	0.327	0.657	0.698	ukufundisa
indolent	0.177	0.381	0.259	mavila
indomitable	0.458	0.800	0.830	ayinakoyiswa
indoor	0.615	0.245	0.347	ngaphakathi
induce	0.257	0.606	0.684	khuthaza
induced	0.397	0.471	0.491	enziwe
inducement	0.647	0.765	0.685	inkuthazo
induction	0.392	0.593	0.627	uqhelaniso
indulge	0.833	0.716	0.669	zonwabisa
indulgence	0.479	0.490	0.517	ukuzifica
indulgent	0.560	0.481	0.529	ukuziyekelela
industrial	0.469	0.600	0.875	ishishini
industrialist	0.562	0.633	0.843	usomashishini
industrious	0.720	0.537	0.791	ekhutheleyo
industry	0.650	0.447	0.836	ishishini
ineffable	0.551	0.577	0.585	ayinakuthethwa
ineffective	0.093	0.422	0.094	engasebenziyo
ineffectual	0.163	0.412	0.200	engasebenziyo
inefficiency	0.092	0.466	0.181	ukungasebenzi kakuhle
inefficient	0.190	0.460	0.173	engasebenziyo
inelastic	0.396	0.426	0.385	inelastic
ineligible	0.143	0.377	0.457	engafanelekanga
inept	0.156	0.418	0.209	engenamsebenzi
ineptitude	0.177	0.471	0.250	ukungabi nabuchule
inequality	0.122	0.575	0.259	ukungalingani
inequitable	0.281	0.519	0.373	ukungalingani
inert	0.323	0.180	0.319	inert
inertia	0.344	0.288	0.322	inertia
inevitable	0.316	0.419	0.623	ngokungenakuthintelwa
inexact	0.153	0.459	0.170	engachanekanga
inexcusable	0.271	0.582	0.546	engenakuxolelwa
inexhaustible	0.602	0.541	0.643	engenakuphela
inexpensive	0.694	0.414	0.260	ezingabizi
inexperience	0.208	0.614	0.151	ukungabi namava
inexperienced	0.281	0.473	0.231	abanamava
inexplicable	0.224	0.635	0.443	ayichazeki
inexpressible	0.198	0.608	0.364	engenakuchazwa
infallibility	0.583	0.663	0.764	ukungafezeki
infallible	0.776	0.687	0.809	ongenakusilela
infamous	0.146	0.580	0.472	edume kakubi
infamy	0.177	0.676	0.421	indumasi
infancy	0.750	0.399	0.370	ebuntwaneni
infant	0.802	0.431	0.328	usana
infanticide	0.167	0.856	0.443	ukubulala iintsana
infantile	0.604	0.382	0.259	usana
infantry	0.531	0.684	0.791	ulutsha
infarct	0.080	0.846	0.386	infarct
infatuated	0.729	0.764	0.417	thabathekile
infatuation	0.844	0.745	0.530	intabatheko
infeasible	0.245	0.472	0.236	ayinakwenzeka
infect	0.102	0.777	0.424	ukosulela
infection	0.083	0.735	0.407	usulelo
infectious	0.142	0.760	0.422	eyosulelayo
infer	0.449	0.490	0.453	cacisa
inference	0.359	0.479	0.398	uthelekiso
inferential	0.426	0.451	0.455	intsingiselo
inferior	0.260	0.254	0.106	ngaphantsi
inferiority	0.177	0.430	0.205	ubuphantsi
infernal	0.083	0.837	0.571	infernal
inferno	0.051	0.857	0.463	umlillo omkhulu
infertile	0.274	0.458	0.255	ubudlolo
infertility	0.170	0.664	0.328	ubudlolo
infestation	0.256	0.776	0.527	uhlaselo
infidel	0.177	0.740	0.404	ongakholwayo
infidelity	0.062	0.777	0.392	ukungathembeki
infield	0.510	0.571	0.438	ngaphakathi
infiltrate	0.408	0.745	0.587	ngena
infiltration	0.265	0.792	0.536	ukungena
infinite	0.724	0.583	0.735	engenasiphelo
infinitely	0.688	0.643	0.829	ngokungenasiphelo
infinitesimal	0.388	0.472	0.496	into engenasiphelo
infinity	0.516	0.459	0.805	ngokungenasiphelo
infirm	0.115	0.521	0.210	buthathaka
infirmary	0.500	0.438	0.517	indawo yokugula
infirmity	0.094	0.482	0.252	ubulwelwe
inflammation	0.146	0.765	0.423	ukudumba
inflammatory	0.177	0.642	0.404	ukudumba
inflatable	0.510	0.510	0.400	ezinokuvutheka
inflate	0.305	0.569	0.462	nyusa
inflated	0.303	0.431	0.617	inyuswe
inflation	0.219	0.792	0.508	ukunyuka kwamaxabiso
inflection	0.385	0.635	0.377	inflection
inflict	0.167	0.760	0.609	bangela
infliction	0.302	0.722	0.571	ulwaphulo-mthetho
inflorescence	0.459	0.344	0.412	inflorescence
influence	0.622	0.663	0.824	impembelelo
influential	0.899	0.688	0.944	ezinempembelelo
influenza	0.271	0.718	0.321	umkhuhlane
influx	0.622	0.635	0.575	ukungena
info	0.750	0.330	0.642	ulwazi
infomercial	0.427	0.462	0.555	ngolwazi
inform	0.723	0.582	0.679	yazisa
informal	0.480	0.398	0.441	ngokungekho sikweni
informant	0.604	0.612	0.719	ulwazi
information	0.765	0.370	0.711	ulwazi
informative	0.812	0.419	0.741	ulwazi
informed	0.543	0.298	0.617	ukwaziswa
informer	0.521	0.578	0.580	unolwazi
infraction	0.245	0.660	0.471	ulwaphulo-mthetho
infrared	0.469	0.588	0.526	i-infrared
infrastructure	0.604	0.460	0.694	iziseko zophuhliso
infrequent	0.312	0.377	0.192	qho
infrequently	0.204	0.250	0.327	qho
infringement	0.153	0.800	0.481	ulwaphulo-mthetho
infuriate	0.102	0.934	0.596	caphukisa
infuriated	0.073	0.930	0.510	nomsindo
infuriates	0.135	0.913	0.627	iyacaphukisa
infuriating	0.139	0.870	0.509	ecaphukisayo
infuse	0.380	0.705	0.589	faka
infused	0.385	0.473	0.546	ifakelwe
infuser	0.469	0.433	0.536	i-infuser
infusion	0.583	0.365	0.453	ukufakwa
ingenious	0.760	0.690	0.891	ngobukrelekrele
ingenuity	0.708	0.590	0.868	ubuchule
ingest	0.510	0.559	0.473	ngenisa
ingestion	0.429	0.612	0.512	ukungeniswa
ingot	0.688	0.444	0.615	into
ingrained	0.531	0.490	0.712	imiliselwe
ingrate	0.235	0.606	0.327	bulela
ingredient	0.792	0.373	0.451	isithako
ingress	0.601	0.366	0.736	ukungena
inhabit	0.656	0.378	0.556	hlala
inhabitant	0.604	0.356	0.519	ummi
inhabited	0.667	0.361	0.510	imiwe
inhabiting	0.458	0.440	0.598	ukuhlala
inhalation	0.510	0.613	0.464	ukuphefumla
inhale	0.427	0.340	0.492	phefumlela umoya
inhaler	0.408	0.500	0.349	inhaler
inherent	0.562	0.439	0.480	ngokwendalo
inherit	0.745	0.546	0.694	ilifa
inheritance	0.900	0.565	0.798	ilifa
inhibit	0.167	0.479	0.447	thintela
inhibition	0.265	0.392	0.534	isithintelo
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	ukungabi nabubele
inhuman	0.107	0.660	0.492	engenabuntu
inhumane	0.104	0.587	0.402	engenabuntu
inhumanity	0.143	0.540	0.405	ukungabi nabuntu
inimaginable	0.542	0.636	0.534	akunakucingeleka
inimical	0.260	0.823	0.556	i-inimical
inimitable	0.571	0.413	0.790	engenakulinganiswa
iniquity	0.219	0.567	0.425	ubugwenxa
initial	0.583	0.314	0.539	yokuqala
initiate	0.719	0.480	0.553	qalisa
initiated	0.760	0.490	0.650	yaqalwa
initiation	0.698	0.529	0.527	ulwaluko
initiative	0.833	0.615	0.768	inyathelo
inject	0.406	0.735	0.596	tofa
injection	0.281	0.741	0.518	isitofu
injunction	0.281	0.422	0.519	umyalelo
injure	0.177	0.710	0.364	ukwenzakalisa
injured	0.083	0.680	0.302	wonzakele
injuring	0.073	0.790	0.245	ukwenzakala
injurious	0.177	0.759	0.366	eyingozi
injury	0.049	0.769	0.287	ukwenzakala
injustice	0.082	0.755	0.444	okungekho sikweni
ink	0.471	0.408	0.235	i-inki
inkling	0.448	0.551	0.570	inkling
inland	0.510	0.417	0.423	phakathi elizweni
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	indawo yokungena
inmate	0.235	0.663	0.398	ibanjwa
inn	0.660	0.284	0.475	phakathi
innards	0.302	0.480	0.400	ngaphakathi
innate	0.490	0.400	0.521	ngokwemvelo
inner	0.551	0.216	0.443	ngaphakathi
innermost	0.583	0.500	0.510	ingaphakathi
innerpeace	0.714	0.318	0.551	uxolo lwangaphakathi
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	amangeno
innkeeper	0.578	0.224	0.472	umgcini wendlu yabahambi
innocence	0.802	0.260	0.307	ubumsulwa
innocent	0.729	0.206	0.340	msulwa
innocently	0.776	0.250	0.302	msulwa
innocuous	0.510	0.321	0.172	msulwa
innovate	0.898	0.872	0.750	sungula izinto ezintsha
innovation	0.949	0.680	0.890	ukusungula izinto ezintsha
innovative	0.880	0.640	0.830	enobuchule
innuendo	0.467	0.670	0.463	innuendo
innumerable	0.667	0.445	0.704	ezingenakubalwa
inoculation	0.333	0.570	0.598	ukugonywa
inoperable	0.184	0.422	0.304	ayinakusebenza
inoperative	0.138	0.425	0.273	engasebenziyo
inordinate	0.163	0.630	0.330	ngokugqithisileyo
inorganic	0.385	0.345	0.282	inorganic
input	0.643	0.337	0.527	igalelo
inquest	0.458	0.569	0.721	uphando
inquire	0.583	0.519	0.363	buza
inquirer	0.573	0.598	0.776	umntu obuzayo
inquiring	0.479	0.510	0.500	ebuza
inquiry	0.541	0.420	0.536	ukubuza
inquisitive	0.301	0.637	0.615	thanda ukwazi
inquisitor	0.385	0.873	0.642	umcebisi
insane	0.062	0.670	0.265	uphambene
insanity	0.098	0.847	0.337	impambano
insatiable	0.375	0.656	0.558	ukunganeliseki
inscription	0.592	0.422	0.542	umbhalo
inscrutable	0.459	0.541	0.613	engenakufundeka
insect	0.276	0.633	0.242	isinambuzane
insecticide	0.188	0.598	0.430	isibulali zinambuzane
insecure	0.114	0.538	0.132	ukungazithembi
insecurity	0.094	0.647	0.350	ukungakhuseleki
insemination	0.542	0.644	0.622	ukufakwa kwamadlozi
insensitive	0.219	0.471	0.302	ukungabi naluvelwano
inseparable	0.700	0.520	0.571	ayinakwahlulwa
insert	0.481	0.552	0.519	faka
inserted	0.479	0.402	0.476	ifakiwe
insertion	0.521	0.520	0.565	ukufakwa
inside	0.612	0.404	0.472	ngaphakathi
insider	0.625	0.562	0.750	ongaphakathi
insidious	0.146	0.622	0.480	ngobuqhophololo
insight	0.613	0.363	0.649	ukuqonda
insightful	0.664	0.691	0.713	ingqiqo
insignia	0.665	0.282	0.685	insignia
insignificance	0.250	0.216	0.222	ukungabalulekanga
insignificant	0.083	0.306	0.114	ingabalulekanga
insinuate	0.292	0.635	0.413	khohlisa
insipid	0.214	0.250	0.241	ngenangqondo
insist	0.635	0.651	0.688	ukuzingisa
insistence	0.418	0.704	0.645	ukuzingisa
insistent	0.552	0.635	0.701	ezingisayo
insists	0.490	0.587	0.610	uyanyanzelisa
insolence	0.115	0.731	0.402	indelelo
insolent	0.112	0.663	0.343	neentloni
insoluble	0.439	0.290	0.414	enganyibilikiyo
insolvency	0.323	0.431	0.300	ukutshona
insolvent	0.230	0.481	0.318	otshonileyo
insomnia	0.198	0.611	0.373	ukuphuthelwa
insomniac	0.231	0.367	0.329	ongenabuthongo
inspect	0.479	0.603	0.793	jonga
inspection	0.459	0.630	0.718	ukuhlolwa
inspector	0.418	0.580	0.852	umhloli
inspiration	0.938	0.600	0.779	impembelelo
inspirational	0.927	0.720	0.810	iyakhuthaza
inspire	0.918	0.627	0.759	khuthaza
inspired	0.967	0.702	0.736	iphefumlelwe
instability	0.177	0.760	0.353	ukungazinzi
install	0.630	0.583	0.736	faka
installation	0.656	0.469	0.759	ukufakela
installment	0.619	0.396	0.483	isavenge
instance	0.547	0.450	0.558	umzekelo
instant	0.766	0.454	0.554	ngoko nangoko
instantaneous	0.750	0.500	0.585	ngoko nangoko
instantaneously	0.656	0.640	0.600	ngoko nangoko
instigate	0.278	0.765	0.642	xhokonxa
instigation	0.323	0.769	0.648	inkuthazo
instill	0.562	0.490	0.618	faka
instinct	0.771	0.602	0.642	ithuku
instinctive	0.752	0.575	0.694	eyethuku
institute	0.604	0.480	0.807	iziko
institution	0.580	0.311	0.790	iziko
instruct	0.729	0.490	0.833	yalela
instructed	0.740	0.388	0.722	eyalelwe
instruction	0.656	0.434	0.736	umyalelo
instructional	0.698	0.500	0.773	iyafundisa
instructions	0.582	0.302	0.556	imiyalelo
instructive	0.583	0.420	0.643	iyafundisa
instructor	0.771	0.490	0.782	umqeqeshi
instrument	0.562	0.537	0.655	isixhobo
instrumental	0.740	0.472	0.647	isixhobo
instrumentalist	0.656	0.540	0.740	umdlali wezixhobo
instrumentality	0.637	0.510	0.618	isixhobo
insubordination	0.281	0.775	0.634	ukungathobeli
insufferable	0.220	0.784	0.291	ayinyamezeleki
insufficiency	0.115	0.431	0.210	ukungoneli
insufficient	0.188	0.380	0.093	akwanelanga
insufficiently	0.147	0.509	0.198	ngokungonelanga
insular	0.531	0.426	0.465	kwi-insular
insulate	0.365	0.358	0.286	insulate
insulated	0.208	0.265	0.304	igqunyiwe
insulation	0.245	0.327	0.264	ukugquma
insulin	0.429	0.472	0.375	insulin
insult	0.085	0.831	0.389	isithuko
insulting	0.094	0.840	0.412	ukuthuka
insurance	0.714	0.308	0.825	i-inshurensi
insure	0.700	0.415	0.698	i-inshurensi
insurgent	0.235	0.735	0.660	umvukeli
insurmountable	0.620	0.627	0.737	ayinakoyiswa
insurrection	0.229	0.706	0.582	imvukelo
intact	0.716	0.212	0.602	yomelele
intake	0.604	0.527	0.442	ukungenisa
intangible	0.525	0.480	0.473	engabonakaliyo
integer	0.573	0.327	0.595	inani elipheleleyo
integral	0.590	0.337	0.615	okubalulekileyo
integrate	0.729	0.390	0.700	dibanisa
integration	0.771	0.480	0.737	ukudibanisa
integrity	0.865	0.413	0.848	ingqibelelo
intellect	0.844	0.418	0.870	ingqondo
intellectual	0.906	0.455	0.845	ngobukrelekrele
intelligence	0.833	0.587	0.885	ubukrelekrele
intelligent	0.917	0.541	0.868	krelekrele
intelligibility	0.740	0.481	0.689	ukuqonda
intelligible	0.635	0.480	0.691	eqondakalayo
intend	0.562	0.520	0.519	nenjongo
intended	0.406	0.542	0.587	ecetyiweyo
intending	0.510	0.567	0.597	nenjongo
intense	0.592	0.774	0.679	nzulu
intensely	0.694	0.846	0.750	ngokunzulu
intensify	0.604	0.870	0.737	qinisa
intensity	0.622	0.930	0.952	ubunzulu
intensive	0.570	0.842	0.776	nzulu
intent	0.550	0.481	0.500	injongo
intention	0.531	0.480	0.636	injongo
intentional	0.650	0.615	0.750	ngabom
intentionally	0.450	0.676	0.696	ngabom
inter	0.510	0.375	0.466	phakathi
interact	0.822	0.690	0.759	sebenzisana
interaction	0.646	0.735	0.750	intsebenziswano
interactive	0.727	0.811	0.770	esebenzisanayo
intercede	0.582	0.577	0.630	thethelela
intercept	0.221	0.660	0.676	nqanda
interception	0.327	0.673	0.643	ukunqanda
intercession	0.503	0.486	0.598	ukuncenga
interchange	0.615	0.527	0.565	utshintshiselwano
interchangeable	0.615	0.459	0.526	iyatshintsheka
interchanged	0.396	0.472	0.434	batshintshisana
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	ukwabelana ngesondo
interdependence	0.608	0.618	0.639	ukuxhomekeka
interdependent	0.410	0.482	0.598	ixhomekeke komnye
interdiction	0.337	0.500	0.585	isithintelo
interest	0.780	0.667	0.618	umdla
interested	0.750	0.529	0.725	unomdla
interesting	0.927	0.726	0.731	umdla
interface	0.643	0.357	0.600	ujongano
interfere	0.323	0.714	0.471	phazamisa
interference	0.396	0.736	0.357	ukuphazamiseka
interferometer	0.510	0.510	0.517	i-interferometer
intergalactic	0.562	0.661	0.741	intergalactic
interim	0.604	0.400	0.524	okwethutyana
interior	0.618	0.157	0.462	ngaphakathi
interject	0.333	0.648	0.658	ngenelela
interlocutory	0.490	0.500	0.527	interlocutory
interlude	0.470	0.417	0.377	ngenelela
intermediary	0.427	0.510	0.643	umlamli
intermediate	0.480	0.368	0.400	phakathi
interment	0.235	0.608	0.346	umngcwabo
interminable	0.327	0.481	0.561	esingenasiphelo
intermission	0.490	0.360	0.402	ikhefu
intermittent	0.337	0.565	0.436	ngamaxesha athile
intern	0.459	0.460	0.392	umfundi oqeqeshelwa umsebenzi
internal	0.439	0.349	0.423	ngaphakathi
internally	0.615	0.400	0.616	ngaphakathi
international	0.800	0.519	0.702	ngamazwe
internet	0.760	0.462	0.755	intanethi
internship	0.590	0.510	0.482	i-internship
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpolate
interpolation	0.419	0.506	0.528	ukutolikwa
interpret	0.646	0.625	0.673	tolika
interpretation	0.677	0.594	0.620	ukutolikwa
interpreter	0.708	0.461	0.596	itoliki
interpretive	0.531	0.549	0.595	Ukutolika
interrelated	0.615	0.469	0.592	ezinxulumene
interrogate	0.323	0.808	0.680	phanda
interrogation	0.302	0.827	0.657	ukuncinwa
interrupt	0.210	0.635	0.509	phazamisa
interrupted	0.281	0.559	0.333	iphazamisekile
interrupting	0.146	0.593	0.509	ukuphazamisa
interruption	0.184	0.632	0.425	ukuphazamiseka
interrupts	0.204	0.545	0.389	kuphazamisa
intersect	0.521	0.510	0.480	nqumla
intersection	0.344	0.541	0.658	isiphambuka
interstate	0.520	0.443	0.600	interstate
interstellar	0.708	0.702	0.622	phakathi kweenkwenkwezi
interstitial	0.333	0.471	0.534	interstitial
interval	0.510	0.284	0.400	isithuba
intervene	0.520	0.677	0.768	ngenelela
intervening	0.398	0.627	0.442	ukungenelela
intervention	0.388	0.696	0.689	ungenelelo
interview	0.573	0.770	0.619	udliwano-ndlebe
interviewer	0.552	0.736	0.816	udliwano-ndlebe
interworking	0.552	0.587	0.691	ukusebenzisana
intestate	0.459	0.467	0.415	intestate
intestinal	0.357	0.531	0.370	amathumbu
intestine	0.343	0.450	0.380	amathumbu
intestines	0.292	0.547	0.398	amathumbu
intimacy	0.857	0.802	0.558	ubuhlobo obusondeleyo
intimate	0.724	0.598	0.393	ngokusondeleyo
intimately	0.806	0.573	0.590	ngokusondeleyo
intimation	0.406	0.673	0.500	ukwazisa
intimidate	0.210	0.804	0.632	yoyikisa
intimidated	0.177	0.663	0.208	ukoyikiswa
intimidating	0.229	0.790	0.708	ukoyikisa
intimidation	0.177	0.791	0.644	izoyikiso
intolerable	0.146	0.660	0.439	ayinyamezeleki
intolerance	0.052	0.704	0.520	ukunganyamezeli
intolerant	0.135	0.676	0.509	ukunganyamezeli
intonation	0.615	0.442	0.598	ilizwi
intoxicated	0.079	0.824	0.246	nxilile
intoxicating	0.224	0.760	0.464	ukunxilisa
intoxication	0.323	0.710	0.400	ukunxila
intracranial	0.281	0.602	0.553	ngena crani
intractable	0.154	0.694	0.302	ayinakuchaphazeleka
intramural	0.490	0.464	0.447	kwi-intramural
intravenous	0.357	0.538	0.458	emithanjeni
intrepid	0.753	0.696	0.637	nesibindi
intricate	0.559	0.704	0.500	entsonkothileyo
intrigue	0.362	0.830	0.327	iyelenqe
intriguing	0.422	0.713	0.462	umdla
intrinsic	0.406	0.471	0.526	ngaphakathi
intrinsically	0.459	0.382	0.538	ngaphakathi
intro	0.510	0.331	0.657	intshayelelo
introduce	0.592	0.559	0.648	ukwazisa
introduction	0.612	0.413	0.640	intshayelelo
introductory	0.635	0.368	0.593	intshayelelo
introspection	0.603	0.337	0.575	ukuzihlola
introspective	0.552	0.360	0.471	ukuzicingela
intrude	0.058	0.735	0.480	ngenelela
intruder	0.146	0.740	0.324	umhlaseli
intrusion	0.293	0.641	0.670	ukungena
intrusive	0.461	0.607	0.538	engenelelayo
intubation	0.276	0.598	0.526	Intubation
intuition	0.857	0.508	0.602	Intuition
intuitive	0.771	0.573	0.690	enembile
intuitively	0.670	0.561	0.648	ngokuqondayo
inundation	0.177	0.780	0.455	ukhukuliseko
invade	0.408	0.892	0.714	hlasela
invader	0.200	0.827	0.618	umhlaseli
invalid	0.180	0.330	0.255	ayisebenzi
invalidate	0.315	0.480	0.397	ngasebenzi
invalidation	0.181	0.490	0.278	ukungasebenzi
invalidity	0.186	0.394	0.158	ukungabi namsebenzi
invaluable	0.740	0.500	0.745	kubaluleke kakhulu
invariably	0.458	0.365	0.550	ngokungaguquguqukiyo
invasion	0.271	0.843	0.808	uhlaselo
invasive	0.194	0.730	0.598	ehlaselayo
invent	0.719	0.689	0.833	sungula
invention	0.714	0.577	0.811	ukusungulwa
inventive	0.780	0.627	0.721	ukuvelisa
inventor	0.781	0.667	0.847	umqambi
inventory	0.594	0.463	0.490	uluhlu lwempahla
inverse	0.459	0.337	0.319	inverse
inversely	0.286	0.418	0.351	ngokuchaseneyo
inversion	0.602	0.630	0.772	ukuguqulwa
invert	0.510	0.585	0.706	guqula
inverted	0.310	0.471	0.357	iguqulwe
invest	0.650	0.663	0.682	tyala imali
investigate	0.640	0.500	0.781	phanda
investigation	0.531	0.592	0.820	uphando
investigative	0.562	0.600	0.704	uphando
investigator	0.615	0.509	0.779	umphandi
investment	0.720	0.592	0.745	utyalo-mali
investor	0.794	0.655	0.791	umtyali-mali
invidious	0.112	0.650	0.364	engabonakali
invigorate	0.821	0.798	0.831	vuselela
