English Word	Valence	Arousal	Dominance	Mongolian Word
peck	0.202	0.530	0.321	peck
pecker	0.459	0.509	0.375	пекер
peculiar	0.600	0.491	0.564	өвөрмөц
peculiarities	0.511	0.460	0.528	онцлог
peculiarity	0.439	0.452	0.652	өвөрмөц байдал
peculiarly	0.615	0.450	0.454	онцгой
pecuniary	0.490	0.490	0.500	мөнгөн
pedal	0.500	0.320	0.342	дөрөө
pedantic	0.229	0.608	0.253	педантик
peddle	0.539	0.549	0.538	наймаа хийх
peddler	0.408	0.481	0.390	наймаачин
pedestal	0.735	0.284	0.579	суурин
pedestrian	0.438	0.360	0.448	явган зорчигч
pediatric	0.560	0.462	0.490	хүүхдийн
pediatrician	0.602	0.500	0.627	хүүхдийн эмч
pediatrics	0.750	0.380	0.596	хүүхдийн эмч
pedicure	0.695	0.269	0.296	педикюр
pedigree	0.625	0.340	0.609	удам угсаа
pedometer	0.469	0.561	0.405	алхам хэмжигч
pedophile	0.051	0.724	0.430	педофил
pee	0.449	0.529	0.391	шээх
peek	0.486	0.360	0.411	харах
peekaboo	0.592	0.607	0.412	Peekaboo
peel	0.439	0.250	0.279	хальс
peep	0.573	0.317	0.269	харав
peeper	0.182	0.537	0.343	харагч
peephole	0.479	0.500	0.310	харах нүх
peer	0.458	0.321	0.569	үе тэнгийн
peering	0.514	0.409	0.451	харах
peerless	0.688	0.450	0.462	үе тэнгийнхэнгүй
peeved	0.156	0.750	0.467	уурлав
peg	0.520	0.357	0.393	тээглүүр
pegs	0.408	0.286	0.386	хавчаарууд
peice	0.479	0.422	0.398	пийс
pelagic	0.521	0.554	0.491	пелагик
pelican	0.573	0.391	0.380	хотон
pellet	0.448	0.390	0.466	үрлэн
pelvic	0.320	0.632	0.373	аарцагны
pelvis	0.378	0.618	0.380	аарцаг
pen	0.622	0.194	0.250	үзэг
penal	0.208	0.565	0.610	торгууль
penalty	0.062	0.490	0.240	торгууль
penance	0.219	0.667	0.463	наманчлал
penchant	0.688	0.480	0.609	хүсэл эрмэлзэл
pencil	0.552	0.200	0.263	харандаа
pendant	0.676	0.321	0.385	зүүлт
pendency	0.396	0.452	0.472	хүлээлт
pendent	0.470	0.380	0.425	унжлагатай
pending	0.396	0.441	0.473	хүлээгдэж байна
pendulum	0.542	0.368	0.434	дүүжин
penetrate	0.287	0.877	0.732	нэвтлэх
penetrating	0.469	0.792	0.782	нэвтрэн орох
penetration	0.438	0.885	0.792	нэвтрэлт
penguin	0.615	0.296	0.307	оцон шувуу
penicillin	0.417	0.431	0.566	пенициллин
penile	0.490	0.736	0.491	шодой
peninsula	0.551	0.384	0.627	хойг
penis	0.354	0.810	0.556	шодой
penitent	0.542	0.530	0.508	гэмшсэн
penitentiary	0.229	0.726	0.491	хорих анги
penmanship	0.677	0.284	0.509	уран зохиол
pennant	0.542	0.380	0.426	зүүлт
penniless	0.062	0.316	0.083	мөнгөгүй
penny	0.615	0.302	0.324	пенни
pension	0.625	0.409	0.406	тэтгэвэр
pensioner	0.440	0.245	0.442	тэтгэвэр авагч
pensive	0.540	0.220	0.529	сэтгэн бодох
pentagon	0.490	0.636	0.774	таван өнцөгт
pentagram	0.510	0.433	0.466	пентаграм
penthouse	0.592	0.430	0.395	пентхаус
penultimate	0.469	0.366	0.255	эцсийн өмнөх
people	0.604	0.400	0.500	хүмүүс
peopled	0.594	0.450	0.679	хүмүүс
pep	0.510	0.510	0.364	амттан
pepper	0.400	0.539	0.328	чинжүү
peppermint	0.720	0.264	0.271	гаа
pepperoni	0.796	0.472	0.358	чинжүү
peppy	0.677	0.529	0.438	цоглог
peptic	0.398	0.463	0.362	пепсиний
peptide	0.380	0.480	0.411	пептид
perceive	0.653	0.490	0.655	мэдрэх
percent	0.470	0.350	0.356	хувь
percentage	0.469	0.400	0.553	хувь
percentile	0.479	0.410	0.390	хувь
perceptible	0.710	0.460	0.620	мэдрэгдэхүйц
perception	0.653	0.481	0.655	ойлголт
perceptive	0.745	0.500	0.741	ойлголттой
perch	0.531	0.300	0.314	алгана
perchance	0.480	0.224	0.298	магадгүй
percolation	0.397	0.417	0.415	нэвчилт
percussion	0.622	0.635	0.642	цохилтот
perdition	0.135	0.656	0.496	мөхөл
peremptory	0.429	0.426	0.606	захирамжтай
perennial	0.527	0.358	0.500	олон наст
perfect	0.980	0.471	0.870	төгс
perfection	0.881	0.745	0.934	төгс байдал
perfectionist	0.667	0.704	0.905	төгс төгөлдөржүүлэгч
perfecto	0.802	0.567	0.889	төгс төгөлдөр
perforated	0.219	0.607	0.344	цоолсон
perforation	0.365	0.668	0.578	цооролт
perforce	0.357	0.689	0.354	гүйцэтгэх
perform	0.765	0.555	0.773	гүйцэтгэх
performance	0.750	0.520	0.672	гүйцэтгэл
performer	0.541	0.530	0.708	жүжигчин
perfume	0.740	0.472	0.463	үнэртэй ус
perfumed	0.816	0.471	0.509	үнэртэй
peri	0.448	0.433	0.370	пери
peridot	0.458	0.481	0.435	перидот
peril	0.052	0.910	0.518	аюул
perilous	0.143	0.862	0.575	аюултай
perimeter	0.470	0.443	0.555	периметр
period	0.396	0.324	0.588	хугацаа
periodic	0.677	0.324	0.508	үе үе
periodical	0.550	0.298	0.430	тогтмол хэвлэл
periodically	0.480	0.314	0.515	үе үе
periodicity	0.646	0.324	0.645	үе үе
peripheral	0.406	0.406	0.549	захын
periphery	0.469	0.360	0.366	захын хэсэг
periscope	0.604	0.375	0.609	перископ
perish	0.296	0.570	0.415	мөхөх
perishable	0.270	0.464	0.354	амархан мууддаг
perished	0.135	0.596	0.225	мөхсөн
perishing	0.229	0.423	0.148	мөхөх
perjury	0.229	0.686	0.409	худал мэдүүлэг
perk	0.903	0.519	0.682	хөнгөлөлт
perky	0.896	0.792	0.673	эелдэг
perm	0.667	0.465	0.741	перм
permanence	0.771	0.370	0.708	байнгын байдал
permanent	0.745	0.345	0.736	байнгын
permeable	0.635	0.402	0.495	нэвчих чадвартай
permeate	0.417	0.410	0.407	нэвчих
permeation	0.418	0.559	0.536	нэвчилт
permissible	0.684	0.646	0.612	зөвшөөрөгдөх
permission	0.612	0.311	0.580	зөвшөөрөл
permissive	0.633	0.389	0.413	зөвшөөрөгдсөн
permit	0.733	0.349	0.518	зөвшөөрөл
permitted	0.865	0.410	0.613	зөвшөөрөгдсөн
permitting	0.724	0.481	0.661	зөвшөөрч байна
permutation	0.385	0.588	0.500	солих
pernicious	0.229	0.600	0.382	хор хөнөөлтэй
peroxide	0.458	0.529	0.510	хэт исэл
perpendicular	0.510	0.398	0.439	перпендикуляр
perpetrate	0.327	0.837	0.732	үйлдэх
perpetrator	0.229	0.765	0.538	гэмт хэрэгтэн
perpetual	0.625	0.438	0.741	үүрдийн
perpetually	0.510	0.473	0.868	үүрд
perpetuate	0.397	0.588	0.788	мөнхжүүлэх
perpetuation	0.510	0.677	0.716	мөнхжүүлэх
perpetuity	0.590	0.434	0.759	үүрд мөнх
perplexed	0.312	0.705	0.318	эргэлзсэн
perplexing	0.316	0.530	0.362	төөрөгдүүлсэн
perplexity	0.275	0.720	0.500	төөрөгдөл
persecute	0.281	0.873	0.509	хавчдаг
persecution	0.229	0.865	0.660	хавчлага
perseverance	0.888	0.630	0.796	тэвчээр
persevere	0.802	0.583	0.937	тэвчих
persist	0.765	0.644	0.727	тууштай байх
persistence	0.684	0.611	0.873	тууштай байдал
persistent	0.646	0.667	0.815	тууштай
persisting	0.697	0.677	0.745	тууштай
person	0.646	0.363	0.596	хүн
persona	0.741	0.480	0.743	хүн
personable	0.816	0.520	0.637	зан чанартай
personage	0.653	0.324	0.698	дүр
personal	0.750	0.311	0.467	хувийн
personality	0.896	0.513	0.790	зан чанар
personification	0.760	0.471	0.691	хувь хүний дүр төрх
personnel	0.729	0.344	0.587	боловсон хүчин
persons	0.869	0.302	0.588	хүмүүс
perspective	0.688	0.470	0.704	хэтийн төлөв
perspiration	0.385	0.667	0.490	хөлрөх
persuade	0.620	0.618	0.709	ятгах
persuasion	0.612	0.670	0.537	ятгах
persuasive	0.740	0.700	0.657	ятгах чадвартай
pert	0.469	0.460	0.348	перт
pertinent	0.580	0.333	0.723	хамааралтай
perturbation	0.270	0.840	0.500	бухимдал
pertussis	0.279	0.569	0.386	хөхүүл ханиад
perusal	0.622	0.235	0.543	танилцах
peruse	0.503	0.270	0.439	үзэх
pervading	0.418	0.684	0.728	нэвтэрч байна
perverse	0.146	0.808	0.464	гажуудсан
perversion	0.083	0.830	0.490	гажуудал
pervert	0.082	0.863	0.500	гажуудсан
perverted	0.062	0.918	0.436	гажуудсан
pesky	0.250	0.760	0.431	уйтгартай
pessimism	0.083	0.484	0.264	гутранги үзэл
pessimist	0.125	0.470	0.218	гутранги үзэлтэн
pessimistic	0.088	0.394	0.236	гутранги
pest	0.188	0.680	0.452	хортон шавьж
pester	0.143	0.780	0.385	золиослогч
pestilence	0.122	0.660	0.283	тахал
pestle	0.427	0.463	0.426	шавьж
pesto	0.531	0.323	0.336	песто
pet	0.875	0.327	0.305	тэжээвэр амьтан
petal	0.810	0.194	0.211	дэлбээ
petite	0.510	0.354	0.245	бяцхан
petition	0.498	0.575	0.415	өргөдөл
petitioner	0.601	0.531	0.566	өргөдөл гаргагч
petloss	0.271	0.481	0.424	тэжээвэр амьтан
petpeeve	0.375	0.594	0.392	Петпив
petrified	0.221	0.625	0.232	чулуужсан
petrify	0.177	0.571	0.447	чулуужих
petrol	0.418	0.519	0.577	бензин
petroleum	0.583	0.451	0.640	газрын тос
petticoat	0.550	0.396	0.351	пальто
petting	0.812	0.462	0.480	энхрийлэх
petty	0.210	0.537	0.236	өчүүхэн
petulant	0.247	0.685	0.491	зэвүүн
petunia	0.583	0.260	0.356	петунья
pew	0.449	0.235	0.664	pew
pewter	0.396	0.260	0.321	нунтаг
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	залгиур
phantom	0.260	0.759	0.448	хий үзэгдэл
pharaoh	0.656	0.491	0.798	фараон
pharmaceutical	0.500	0.435	0.562	эмийн
pharmacist	0.592	0.382	0.648	эм зүйч
pharmacology	0.560	0.440	0.526	фармакологи
pharmacy	0.531	0.337	0.542	эмийн сан
phase	0.645	0.300	0.482	үе шат
pheasant	0.541	0.362	0.292	гургаар
phenomenal	0.915	0.750	0.918	гайхалтай
phenomenon	0.625	0.721	0.848	үзэгдэл
pheromone	0.561	0.573	0.561	феромон
phew	0.531	0.429	0.302	өө
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	филантроп
philanthropist	0.704	0.463	0.623	буяны хүн
philanthropy	0.745	0.412	0.801	буяны үйлс
philistine	0.390	0.500	0.491	филист
philosopher	0.684	0.316	0.720	философич
philosophic	0.688	0.270	0.655	философи
philosophical	0.719	0.275	0.713	гүн ухааны
philosophy	0.684	0.255	0.640	философи
phlegm	0.173	0.394	0.240	цэр
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	фоби
phoenix	0.653	0.481	0.594	галт шувуу
phone	0.729	0.344	0.418	утас
phonetic	0.542	0.435	0.536	фонетик
phonetics	0.646	0.425	0.519	фонетик
phonics	0.490	0.519	0.455	авиа зүй
phonograph	0.561	0.398	0.565	фонограф
phonology	0.695	0.402	0.512	авиа зүй
phony	0.115	0.592	0.202	хуурамч
phooey	0.333	0.490	0.352	хөөе
phosphate	0.500	0.306	0.407	фосфат
phosphor	0.438	0.480	0.427	фосфор
phosphorus	0.429	0.539	0.370	фосфор
photo	0.729	0.327	0.431	гэрэл зураг
photogenic	0.780	0.500	0.495	фотоген
photograph	0.677	0.353	0.358	гэрэл зураг
photographer	0.714	0.481	0.562	гэрэл зурагчин
photographic	0.761	0.429	0.564	гэрэл зураг
photography	0.630	0.431	0.360	гэрэл зураг
photometry	0.417	0.456	0.436	фотометр
photon	0.459	0.439	0.455	фотон
phrase	0.630	0.264	0.314	хэллэг
phraseology	0.620	0.406	0.537	хэлц үг
phylogeny	0.378	0.410	0.481	филогенез
physical	0.750	0.520	0.607	физик
physical therapist	0.531	0.337	0.775	Физик эмчилгээний эмч
physician	0.583	0.490	0.843	эмч
physicist	0.635	0.538	0.693	физикч
physics	0.582	0.415	0.664	физик
physiological	0.510	0.418	0.620	физиологийн
physiology	0.521	0.451	0.519	физиологи
physique	0.643	0.500	0.543	бие бялдар
pi	0.469	0.265	0.400	пи
pianist	0.806	0.491	0.573	төгөлдөр хуурч
piano	0.704	0.343	0.438	төгөлдөр хуур
piazza	0.625	0.471	0.472	талбай
piccolo	0.625	0.423	0.380	пикколо
pick	0.500	0.464	0.525	сонгох
picked	0.740	0.518	0.670	сонгосон
picker	0.534	0.340	0.609	сонгогч
picket	0.365	0.615	0.451	пикет
picketing	0.330	0.557	0.471	пикет хийх
pickle	0.593	0.449	0.288	даршилсан ногоо
pickled	0.344	0.450	0.291	даршилсан
pickpocket	0.365	0.704	0.449	халаасны хулгайч
pickup	0.561	0.529	0.420	авах
picky	0.257	0.729	0.598	сонгомол
picnic	0.625	0.470	0.375	пикник
pictorial	0.704	0.481	0.476	зураг
picture	0.714	0.308	0.462	зураг
pictures	0.653	0.240	0.405	зургууд
picturesque	0.802	0.491	0.483	үзэсгэлэнтэй
pie	0.880	0.402	0.368	бялуу
piece	0.646	0.245	0.367	хэсэг
piecemeal	0.615	0.269	0.319	хэсэгчлэн
pieceofshit	0.083	0.724	0.292	новш
pied	0.594	0.433	0.350	бялуу
pier	0.583	0.279	0.445	хөлөг онгоцны зогсоол
pierce	0.365	0.670	0.611	цоолох
piety	0.760	0.340	0.482	сүсэг бишрэл
pig	0.343	0.368	0.324	гахай
pigeon	0.688	0.224	0.276	Тагтаа
piggy	0.541	0.365	0.412	гахай
piggyback	0.438	0.490	0.343	нуруу
pigheaded	0.271	0.472	0.358	гахайн толгойтой
piglet	0.540	0.443	0.250	гахай
pigment	0.390	0.333	0.339	пигмент
pigskin	0.347	0.449	0.300	гахайн арьс
pigsty	0.133	0.529	0.221	гахайн хашаа
pike	0.427	0.410	0.452	цурхай
pile	0.461	0.320	0.539	овоо
piles	0.469	0.423	0.468	овоолго
pileup	0.340	0.559	0.446	бөөгнөрөл
pilgrim	0.531	0.404	0.569	мөргөлчин
pilgrimage	0.708	0.522	0.625	мөргөл
pill	0.573	0.407	0.368	эм
pillage	0.240	0.685	0.375	дээрэм
pillar	0.583	0.330	0.684	тулгуур
pillbox	0.385	0.339	0.296	эмийн хайрцаг
pillow	0.663	0.128	0.195	дэр
pillowcase	0.500	0.179	0.250	дэрний уут
pilot	0.688	0.680	0.736	нисгэгч
pimp	0.146	0.700	0.536	хулгайч
pimple	0.245	0.370	0.274	батга
pin	0.438	0.346	0.390	зүү
pinball	0.582	0.640	0.442	Pinball
pinch	0.340	0.632	0.339	чимхэх
pinching	0.250	0.788	0.345	чимхэх
pine	0.583	0.225	0.312	нарс
pineapple	0.677	0.316	0.245	Хан боргоцой
ping	0.541	0.490	0.391	пинг
pinhead	0.459	0.300	0.308	зүү толгой
pinhole	0.375	0.279	0.345	нүх
pinion	0.444	0.361	0.346	бүлүүр
pink	0.806	0.269	0.471	ягаан
pinkie	0.663	0.265	0.269	ягаан
pinnacle	0.633	0.390	0.508	оргил
pinot	0.365	0.370	0.361	пинот
pinpoint	0.583	0.443	0.528	нарийн тогтоох
pint	0.686	0.333	0.321	пинт
pinto	0.570	0.354	0.373	пинто
pinup	0.610	0.459	0.393	pinup
pioneer	0.796	0.618	0.802	анхдагч
pious	0.698	0.306	0.426	сүсэгтэн
pip	0.448	0.430	0.366	пип
pipe	0.541	0.340	0.330	хоолой
piped	0.360	0.529	0.379	хоолойтой
pipeline	0.479	0.337	0.411	дамжуулах хоолой
piper	0.569	0.442	0.398	пипер
pipette	0.480	0.403	0.418	пипетк
piping	0.365	0.337	0.405	хоолой
pipsqueak	0.347	0.481	0.349	pipsqueak
pique	0.417	0.500	0.426	пик
piracy	0.296	0.792	0.567	далайн дээрэм
piranha	0.219	0.799	0.575	пиранха
pirate	0.156	0.740	0.559	далайн дээрэмчин
piscina	0.714	0.500	0.443	пискина
piss	0.354	0.462	0.268	загалмай
pissed	0.102	0.888	0.543	уурласан
pissedoff	0.240	0.651	0.459	уурлах
pisser	0.378	0.547	0.398	пийшин
pissesmeoff	0.180	0.587	0.441	уурлахгүй байна
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	уурлах
pistachio	0.643	0.336	0.305	пистачио
pistol	0.170	0.900	0.677	гар буу
piston	0.398	0.480	0.500	бүлүүр
pit	0.408	0.396	0.278	нүх
pita	0.551	0.279	0.255	пита
pitch	0.521	0.431	0.465	давирхай
pitcher	0.510	0.673	0.704	бөмбөг шидэгч
pitchfork	0.312	0.580	0.529	сэрээ
pitfall	0.177	0.775	0.508	урхи
pith	0.458	0.350	0.596	гүн
pithy	0.480	0.360	0.635	өрөвдмөөр
pitiful	0.219	0.490	0.232	өрөвдмөөр
pitted	0.358	0.653	0.470	цоорсон
pitter	0.469	0.424	0.384	питер
pituitary	0.406	0.365	0.442	гипофиз
pity	0.160	0.398	0.114	өрөвдмөөр
pivot	0.458	0.382	0.440	эргэлт
pivotal	0.582	0.471	0.536	чухал
pix	0.521	0.373	0.364	пиксел
pixie	0.562	0.537	0.325	пикси
pizza	0.847	0.390	0.295	пицца
pizzazz	0.635	0.735	0.682	пицца
pizzeria	0.719	0.520	0.364	пиццаны газар
placard	0.388	0.442	0.500	плакат
place	0.573	0.261	0.398	газар
placebo	0.520	0.306	0.365	плацебо
placement	0.643	0.460	0.528	байрлуулах
placenta	0.375	0.433	0.443	ихэс
placid	0.640	0.317	0.491	тайван
placket	0.408	0.231	0.228	плакат
plagiarism	0.135	0.716	0.436	хулгай
plague	0.083	0.596	0.355	тахал
plaid	0.480	0.330	0.417	хавтгай
plain	0.500	0.167	0.311	энгийн
plainclothes	0.698	0.337	0.424	энгийн хувцас
plaintiff	0.365	0.806	0.711	нэхэмжлэгч
plaintive	0.292	0.529	0.306	гомдолтой
plan	0.646	0.540	0.733	төлөвлө
plane	0.510	0.356	0.386	онгоц
planes	0.667	0.606	0.575	онгоцууд
planet	0.698	0.404	0.832	гариг
planetarium	0.704	0.462	0.655	планетариум
planetary	0.604	0.500	0.620	гаригийн
planets	0.724	0.318	0.658	гаригууд
plank	0.427	0.280	0.333	банз
plankton	0.552	0.321	0.371	планктон
planned	0.740	0.385	0.729	төлөвлөсөн
planner	0.760	0.469	0.868	төлөвлөгч
planning	0.894	0.462	0.705	төлөвлөлт
plant	0.730	0.180	0.371	ургамал
plantation	0.573	0.585	0.575	тариалалт
planter	0.604	0.450	0.634	тариалагч
planting	0.635	0.343	0.595	тарих
plaque	0.520	0.333	0.420	товруу
plasma	0.474	0.398	0.360	плазм
plaster	0.438	0.264	0.255	гипс
plastic	0.490	0.269	0.320	хуванцар
plasticity	0.542	0.471	0.402	уян хатан чанар
plat	0.716	0.359	0.556	хавтан
plate	0.583	0.245	0.366	хавтан
plateau	0.611	0.316	0.400	өндөрлөг
