English Word	Valence	Arousal	Dominance	Bosnian Word
loot	0.604	0.711	0.537	loot
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	lopsided
lord	0.618	0.327	0.684	lorde
lords	0.571	0.356	0.781	lords
lordship	0.573	0.557	0.736	gospodstvo
lore	0.719	0.373	0.768	lore
lorry	0.521	0.481	0.402	kamion
lose	0.115	0.538	0.176	izgubiti
loser	0.083	0.510	0.155	gubitnik
losing	0.076	0.686	0.223	gubljenje
loss	0.062	0.567	0.211	gubitak
lost	0.199	0.663	0.148	izgubljen
lot	0.531	0.215	0.370	puno
lotion	0.724	0.261	0.188	losion
lots	0.604	0.417	0.424	lots
lottery	0.771	0.731	0.491	lutrija
lotto	0.760	0.635	0.475	loto
lotus	0.604	0.377	0.510	lotos
loud	0.573	0.650	0.870	glasno
loudly	0.541	0.755	0.667	glasno
loudmouth	0.337	0.615	0.456	glasnousta
loudness	0.350	0.582	0.620	glasnoće
loudspeaker	0.490	0.735	0.689	zvučnik
lounge	0.592	0.245	0.466	lounge
lounging	0.735	0.167	0.449	lounging
louse	0.184	0.439	0.154	uš
lousy	0.125	0.482	0.234	lousy
lovable	0.948	0.335	0.565	simpatičan
love	1.000	0.519	0.673	ljubav
loved	0.927	0.452	0.582	volio
lovee	0.949	0.592	0.611	lovee
loveee	0.927	0.592	0.693	loveee
loveless	0.102	0.365	0.216	bez ljubavi
lovelife	0.837	0.610	0.592	ljubavni život
loveliness	0.959	0.509	0.750	ljupkost
lovelovelove	0.948	0.582	0.554	lovelovelove
lovely	0.917	0.456	0.741	divno
lovemaking	0.969	0.927	0.814	vođenje ljubavi
lovemylife	0.896	0.800	0.573	volim svoj zivot
lover	0.881	0.816	0.750	ljubavnik
lovesick	0.796	0.842	0.500	lovesick
lovethis	0.867	0.552	0.526	volim ovo
loving	0.948	0.612	0.636	ljubavlju
lovinglife	0.979	0.404	0.673	lovelife
lovinlife	0.714	0.460	0.544	lovinlife
low	0.292	0.220	0.102	nisko
lowdown	0.306	0.441	0.441	lowdown
lower	0.327	0.296	0.258	niže
lowering	0.286	0.363	0.236	snižavanje
lowest	0.312	0.304	0.129	najniže
lowlands	0.323	0.290	0.331	nizine
lowlife	0.296	0.529	0.309	lowlife
lowly	0.562	0.294	0.417	lowly
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	odan
loyalty	0.885	0.406	0.793	lojalnost
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	lube
lubricant	0.656	0.550	0.454	lubrikant
lubricate	0.552	0.490	0.470	podmazati
lubrication	0.624	0.646	0.491	podmazivanje
lucid	0.771	0.490	0.705	lucidan
luck	0.854	0.490	0.717	sreca
luckiest	0.917	0.690	0.852	najsretniji
lucky	0.960	0.610	0.793	lucky
luckygirl	0.781	0.712	0.471	sretnica
lucrative	0.729	0.519	0.798	unosan
ludicrous	0.137	0.553	0.274	smešno
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	prtljaga
lukewarm	0.573	0.300	0.241	mlaki
lull	0.602	0.130	0.402	zatišje
lullaby	0.796	0.156	0.339	uspavanka
lumbar	0.323	0.418	0.342	lumbalni
lumber	0.517	0.184	0.373	drvo
lumbering	0.354	0.561	0.655	lumbering
lumberjack	0.500	0.660	0.726	drvosječa
luminescent	0.796	0.550	0.526	luminescentna
luminous	0.918	0.392	0.783	luminous
lump	0.438	0.337	0.463	gruda
lumpy	0.271	0.378	0.365	kvrgav
lunacy	0.132	0.847	0.330	ludilo
lunar	0.562	0.296	0.427	lunarni
lunatic	0.125	0.792	0.442	ludak
lunch	0.880	0.410	0.542	ručak
lunchbox	0.663	0.346	0.346	kutija za ručak
luncheon	0.837	0.240	0.441	ručak
lunchtime	0.896	0.398	0.444	vrijeme za ručak
lung	0.510	0.292	0.629	pluća
lunge	0.354	0.721	0.509	iskorak
lungs	0.531	0.352	0.555	pluća
lurch	0.404	0.694	0.363	lurch
lure	0.439	0.565	0.300	mamac
lurid	0.186	0.833	0.536	lurid
lurk	0.219	0.740	0.655	vrebati
lurking	0.421	0.781	0.575	lurking
luscious	0.885	0.552	0.545	luscious
lush	0.740	0.783	0.833	lush
lust	0.469	0.944	0.518	lust
luster	0.833	0.566	0.558	sjaj
lustful	0.427	0.896	0.643	lustful
lustrous	0.771	0.606	0.598	sjajan
lusty	0.469	0.941	0.673	lusty
lute	0.459	0.407	0.500	lute
luxuriant	0.760	0.745	0.812	bujna
luxurious	0.947	0.644	0.754	luksuzno
luxury	0.932	0.673	0.750	luksuz
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	lug
lying	0.208	0.704	0.317	laganje
lymph	0.398	0.510	0.390	limfa
lymphatic	0.380	0.509	0.472	limfni
lymphoma	0.208	0.645	0.330	limfom
lynch	0.167	0.885	0.482	linč
lynching	0.135	0.920	0.548	linč
lynx	0.510	0.590	0.567	ris
lyre	0.719	0.347	0.414	lira
lyric	0.702	0.269	0.464	lyric
lyrical	0.708	0.451	0.618	lirski
lyrics	0.582	0.214	0.333	lyrics
macadamia	0.635	0.330	0.434	makadamija
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	makaroni
mace	0.450	0.412	0.415	buzdovan
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	mačeta
machine	0.510	0.500	0.707	mašina
machinery	0.458	0.615	0.629	mašinerije
machinist	0.490	0.598	0.721	mašinista
macho	0.643	0.690	0.676	mačo
mackerel	0.418	0.423	0.426	skuša
macro	0.552	0.469	0.647	makro
mad	0.219	0.873	0.277	lud
madam	0.580	0.308	0.571	madam
madame	0.604	0.500	0.635	madame
madden	0.329	0.602	0.457	madden
madder	0.323	0.853	0.267	madder
mademoiselle	0.752	0.459	0.461	mademoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	ludnica
madman	0.135	0.880	0.312	ludak
madness	0.104	0.804	0.440	ludilo
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	mafija
magazine	0.615	0.332	0.377	časopis
mage	0.622	0.373	0.453	mage
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	crv
magic	0.868	0.663	0.578	magija
magical	0.875	0.651	0.595	magično
magician	0.714	0.657	0.551	mađioničar
magistrate	0.587	0.541	0.904	magistrat
magma	0.323	0.623	0.609	magma
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	magnat
magnesium	0.542	0.320	0.321	magnezijum
magnet	0.571	0.318	0.553	magnet
magnetic	0.612	0.529	0.673	magnetna
magnetism	0.630	0.529	0.741	magnetizam
magnetite	0.531	0.490	0.581	magnetit
magnification	0.890	0.615	0.880	uvećanje
magnificence	0.802	0.810	0.920	veličanstvenost
magnificent	1.000	0.680	0.886	veličanstveno
magnifier	0.469	0.216	0.345	lupa
magnify	0.729	0.561	0.839	uvećati
magnifying	0.594	0.265	0.406	uveličavanje
magnitude	0.608	0.613	0.774	magnitude
magnolia	0.558	0.343	0.379	magnolija
magpie	0.500	0.458	0.327	svraka
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahagonija
maid	0.406	0.324	0.300	sobarica
maiden	0.755	0.396	0.461	djevo
mail	0.615	0.231	0.548	mail
mailbox	0.573	0.222	0.404	poštansko sanduče
mailing	0.688	0.324	0.375	mailing
mailman	0.659	0.418	0.462	mailman
maim	0.133	0.724	0.496	sakati
main	0.667	0.510	0.811	main
mainframe	0.531	0.490	0.557	mainframe
mainland	0.680	0.407	0.806	kopno
mainstay	0.694	0.400	0.713	oslonac
mainstream	0.653	0.527	0.660	mainstream
maintain	0.684	0.398	0.647	održavati
maintenance	0.592	0.410	0.545	održavanje
majestic	0.948	0.731	0.906	veličanstveno
majesty	0.823	0.602	0.955	veličanstvo
major	0.684	0.538	0.874	major
majority	0.684	0.560	0.930	većina
make	0.684	0.420	0.480	napraviti
makeover	0.771	0.510	0.596	makeover
maker	0.698	0.544	0.706	maker
makeshift	0.479	0.611	0.389	improvizovano
makesmehappy	0.894	0.663	0.712	cini me sretnim
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	šminka
makingdisciples	0.684	0.402	0.664	madedisciples
malady	0.190	0.686	0.304	bolest
malaise	0.150	0.600	0.161	malaksalost
malaria	0.125	0.653	0.304	malarija
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	zlonamjeran
malfeasance	0.062	0.745	0.325	malfeasance
malformation	0.083	0.602	0.357	malformacija
malfunction	0.125	0.577	0.229	kvar
malice	0.073	0.811	0.492	zloba
malicious	0.177	0.765	0.607	zlonamjeran
malign	0.140	0.765	0.481	maligni
malignancy	0.149	0.814	0.614	malignitet
malignant	0.143	0.824	0.370	maligni
maligned	0.102	0.684	0.218	oklevetana
mall	0.724	0.663	0.492	tržni centar
malleable	0.500	0.500	0.391	savitljiv
mallet	0.354	0.390	0.483	mallet
malnutrition	0.024	0.592	0.277	pothranjenost
malpractice	0.094	0.559	0.330	zloupotreba
malt	0.750	0.373	0.324	slad
mama	0.860	0.413	0.728	mama
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	mama
mammal	0.618	0.449	0.421	sisar
mammoth	0.480	0.471	0.537	mamut
mammy	0.680	0.415	0.436	mama
manage	0.560	0.530	0.719	upravljati
manageable	0.750	0.361	0.655	upravljiv
management	0.792	0.491	0.806	menadžment
manager	0.625	0.549	0.897	menadžer
managerial	0.604	0.520	0.791	menadžerski
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarina
mandate	0.448	0.670	0.779	mandat
mandatory	0.271	0.667	0.777	obavezno
mandible	0.510	0.431	0.500	mandibula
mandolin	0.708	0.433	0.367	mandolina
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	griva
maneuver	0.615	0.663	0.608	manevar
maneuvering	0.635	0.640	0.745	manevrisanje
mange	0.311	0.558	0.348	šuga
manger	0.656	0.276	0.398	jasle
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	šugav
manhole	0.378	0.500	0.516	šaht
manhood	0.625	0.735	0.858	muškost
manhunt	0.145	0.925	0.657	lov na ljude
mania	0.290	0.683	0.382	manija
maniac	0.120	0.849	0.431	manijak
maniacal	0.200	0.848	0.500	manijakalno
manic	0.054	0.892	0.368	maničan
manicure	0.706	0.308	0.284	manikir
manicurist	0.583	0.352	0.341	manikir
manifest	0.667	0.647	0.704	manifest
manifestation	0.583	0.750	0.655	manifestacija
manifested	0.580	0.618	0.667	manifestovano
manifestly	0.469	0.588	0.577	očigledno
manifesto	0.646	0.519	0.676	manifest
manifold	0.500	0.461	0.435	mnogostruko
manipulate	0.255	0.700	0.772	manipulisati
manipulation	0.188	0.775	0.536	manipulacija
manipulative	0.177	0.724	0.546	manipulativan
mankind	0.823	0.471	0.768	čovječanstvo
manly	0.698	0.633	0.846	muževno
manna	0.698	0.294	0.544	mana
manned	0.551	0.588	0.484	sa posadom
mannequin	0.427	0.302	0.295	manekenka
manner	0.618	0.250	0.320	način
mannered	0.469	0.556	0.291	manire
manners	0.816	0.284	0.517	manire
manor	0.646	0.358	0.738	manor
manpower	0.531	0.620	0.543	radna snaga
mansion	0.847	0.490	0.717	vila
mansions	0.735	0.529	0.777	vile
manslaughter	0.090	0.920	0.473	ubistvo iz nehata
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	bogomoljka
mantle	0.510	0.269	0.422	mantle
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	priručnik
manufacture	0.868	0.703	0.780	proizvodnja
manufacturer	0.688	0.537	0.830	proizvođač
manufacturing	0.653	0.613	0.804	proizvodnja
manure	0.250	0.471	0.241	stajnjak
manuscript	0.510	0.208	0.540	rukopis
map	0.561	0.229	0.463	mapa
maple	0.541	0.390	0.339	javor
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	maraton
marble	0.604	0.212	0.667	mramor
marbled	0.396	0.385	0.418	mramoriran
marbles	0.714	0.345	0.241	mramori
march	0.531	0.200	0.483	mart
mare	0.541	0.320	0.417	mare
margarine	0.530	0.316	0.333	margarin
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	margina
marginal	0.235	0.644	0.345	marginalni
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	marihuana
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	marine
mariner	0.652	0.491	0.676	mariner
marital	0.760	0.529	0.500	bračno
maritime	0.646	0.490	0.713	pomorski
mark	0.491	0.231	0.600	mark
marked	0.592	0.358	0.554	označeno
marker	0.500	0.333	0.605	marker
market	0.724	0.480	0.521	tržište
marketable	0.746	0.545	0.664	tržišno
marketing	0.521	0.774	0.675	marketing
marketplace	0.698	0.420	0.525	marketplace
marks	0.430	0.480	0.424	marks
marksman	0.500	0.833	0.692	nišandžija
marksmanship	0.573	0.531	0.664	gađanje
marl	0.372	0.471	0.351	lapor
marmalade	0.729	0.370	0.288	marmelada
maroon	0.469	0.358	0.336	maroon
marooned	0.229	0.480	0.160	marooned
marquee	0.602	0.284	0.508	marquee
marquis	0.521	0.444	0.562	markiz
marred	0.181	0.561	0.233	narušen
marriage	0.844	0.684	0.750	brak
married	0.674	0.570	0.602	oženjen
marrow	0.398	0.422	0.472	srž
marry	0.896	0.765	0.673	udati se
marsh	0.302	0.358	0.277	marsh
marshal	0.469	0.610	0.819	maršal
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	borilački
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	martini
martyr	0.281	0.708	0.509	mučenik
martyrdom	0.323	0.745	0.442	mučeništvo
marvel	0.961	0.755	0.866	čudo
marvellous	0.878	0.809	0.849	divno
marvelous	0.948	0.637	0.778	divno
marvelously	0.968	0.708	0.764	čudesno
marzipan	0.684	0.380	0.258	marcipan
mascara	0.575	0.450	0.269	maskara
mascot	0.750	0.337	0.337	maskota
masculine	0.653	0.540	0.773	muški
masculinity	0.583	0.670	0.851	muškosti
mash	0.440	0.363	0.283	mash
mashed	0.531	0.337	0.194	pire
mask	0.510	0.490	0.537	maska
masked	0.375	0.549	0.518	maskiran
masks	0.510	0.472	0.241	maske
masochism	0.194	0.845	0.483	mazohizam
masochist	0.164	0.784	0.353	mazohista
mason	0.541	0.442	0.580	mason
masquerade	0.431	0.633	0.446	maskenbal
mass	0.458	0.245	0.277	masa
massacre	0.031	0.887	0.640	masakr
massage	0.708	0.356	0.413	masaža
masses	0.552	0.453	0.473	mase
masseur	0.622	0.265	0.463	maser
masseuse	0.594	0.373	0.391	maserka
massive	0.569	0.660	0.750	masivan
mast	0.542	0.390	0.580	jarbol
master	0.694	0.490	0.849	majstor
masterful	0.854	0.510	0.960	majstorski
mastermind	0.792	0.625	0.918	mastermind
masterpiece	0.926	0.623	0.847	remek-djelo
mastery	0.755	0.648	0.873	majstorstvo
masturbate	0.552	0.926	0.500	masturbirati
masturbation	0.542	0.961	0.509	masturbacija
mat	0.459	0.221	0.304	mat
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	match
matchbook	0.562	0.391	0.412	šibica
matching	0.719	0.735	0.418	podudaranje
matchmaker	0.615	0.509	0.519	matchmaker
mate	0.847	0.417	0.669	mate
material	0.521	0.363	0.439	materijal
materialism	0.220	0.390	0.556	materijalizam
materialist	0.255	0.491	0.504	materijalista
materialistic	0.420	0.506	0.589	materijalistički
materiality	0.417	0.450	0.636	materijalnost
materialize	0.688	0.596	0.728	materijalizovati
materially	0.490	0.451	0.670	materijalno
materials	0.633	0.361	0.473	materijala
materiel	0.531	0.294	0.417	materijal
maternal	0.847	0.417	0.634	majčinski
maternity	0.865	0.480	0.622	porodiljstvo
math	0.417	0.375	0.600	math
mathematical	0.620	0.500	0.548	matematički
mathematician	0.541	0.418	0.773	matematičar
mathematics	0.438	0.435	0.664	matematike
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	parenje
matriculation	0.622	0.490	0.675	matura
matrimony	0.850	0.637	0.843	brak
matrix	0.551	0.378	0.673	matrica
matron	0.520	0.519	0.555	matron
matted	0.281	0.519	0.393	matted
matter	0.487	0.353	0.562	stvar
matting	0.479	0.405	0.423	matiranje
mattress	0.612	0.255	0.397	madrac
maturation	0.612	0.439	0.698	sazrevanje
mature	0.625	0.347	0.600	zrelo
maturity	0.827	0.400	0.806	zrelost
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	mauzolej
mauve	0.533	0.330	0.314	ljubičasta
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	maxim
maximize	0.823	0.765	0.792	maksimizirati
maximum	0.724	0.724	0.852	maksimum
may	0.704	0.273	0.245	svibanj
mayday	0.344	0.643	0.423	majski dan
mayflower	0.690	0.463	0.429	mayflower
mayhem	0.188	0.870	0.364	haos
mayonnaise	0.510	0.320	0.222	majoneza
mayor	0.469	0.481	0.818	gradonačelnik
maze	0.438	0.608	0.444	maze
mead	0.667	0.337	0.441	medovina
meadow	0.622	0.130	0.382	livada
meager	0.144	0.389	0.281	oskudan
meal	0.833	0.461	0.473	obrok
mean	0.440	0.467	0.620	znači
meander	0.480	0.443	0.454	meandar
meandering	0.427	0.644	0.539	meandriranje
meanie	0.388	0.420	0.404	meanie
meaning	0.663	0.395	0.625	značenje
meaningful	0.770	0.500	0.802	smisleno
meaningless	0.156	0.314	0.143	besmisleno
meanness	0.102	0.694	0.368	podlost
means	0.615	0.373	0.460	znači
meantime	0.432	0.222	0.300	u međuvremenu
measles	0.092	0.635	0.422	boginje
measurable	0.604	0.410	0.602	mjerljivo
measure	0.510	0.375	0.365	mjera
measured	0.542	0.265	0.578	izmjereno
measurement	0.622	0.418	0.491	mjerenje
measuring	0.448	0.337	0.529	merenje
measuring cup	0.557	0.343	0.377	merna čaša
measuring tape	0.337	0.280	0.327	mjerna traka
meat	0.612	0.421	0.413	meso
meatball	0.612	0.279	0.343	mesne okruglice
meathead	0.306	0.534	0.490	meathead
meatloaf	0.625	0.389	0.375	meatloaf
mechanic	0.571	0.433	0.566	mehaničar
mechanical	0.479	0.569	0.564	mehanički
mechanics	0.542	0.500	0.761	mehanika
mechanism	0.573	0.583	0.664	mehanizam
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	medalja
medallion	0.750	0.510	0.710	medaljon
medallist	0.796	0.821	0.897	osvajač medalja
meddle	0.302	0.770	0.526	mešati se
meddling	0.245	0.600	0.461	mešanje
media	0.500	0.330	0.464	medija
medial	0.458	0.340	0.429	medijalni
median	0.459	0.216	0.375	medijana
mediate	0.635	0.308	0.654	posredovati
mediation	0.661	0.350	0.657	posredovanje
mediator	0.592	0.438	0.580	posrednik
medic	0.500	0.472	0.585	medic
medical	0.583	0.373	0.616	medicinski
medicate	0.417	0.375	0.546	liječiti
medication	0.615	0.439	0.500	lijekove
medicinal	0.667	0.417	0.614	medicinski
medicine	0.708	0.318	0.679	lijek
medieval	0.560	0.408	0.455	srednjovjekovni
mediocre	0.188	0.481	0.149	osrednji
mediocrity	0.073	0.398	0.225	osrednjost
meditate	0.812	0.146	0.564	meditirati
meditating	0.718	0.185	0.399	meditiranje
meditation	0.786	0.120	0.478	meditacija
meditative	0.614	0.120	0.454	meditativno
mediterranean	0.663	0.454	0.545	mediteranski
medium	0.559	0.356	0.358	srednje
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	krotak
meet	0.760	0.510	0.580	upoznaj
meeting	0.750	0.569	0.613	sastanak
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melanholic
melancholy	0.188	0.260	0.237	melanholija
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	blag
melodious	0.932	0.530	0.587	melodičan
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatično
melody	0.847	0.434	0.405	melodija
melon	0.461	0.231	0.271	dinja
melt	0.448	0.615	0.312	rastopiti
meltdown	0.629	0.657	0.602	topljenje
melting	0.592	0.470	0.538	topljenje
member	0.698	0.333	0.555	član
membership	0.698	0.411	0.778	članstvo
membrane	0.406	0.430	0.418	membrana
memento	0.708	0.360	0.536	uspomena
memo	0.625	0.235	0.407	dopis
memoir	0.750	0.242	0.553	memoari
memorabilia	0.780	0.412	0.491	memorabilia
memorable	0.939	0.510	0.769	nezaboravno
memorandum	0.600	0.500	0.639	memorandum
memorial	0.602	0.304	0.600	memorijal
memorials	0.771	0.333	0.679	spomenici
memories	0.963	0.487	0.510	uspomene
memoriesiwontforget	0.635	0.542	0.455	memoriesiwontforget
memorize	0.520	0.451	0.716	zapamtiti
memory	0.792	0.378	0.573	memorija
menace	0.125	0.894	0.759	prijetnja
menacing	0.042	0.880	0.643	prijeteći
menagerie	0.573	0.480	0.538	menažerija
mend	0.542	0.436	0.602	popraviti
mending	0.500	0.633	0.657	popravljanje
menial	0.490	0.420	0.352	menial
meningitis	0.104	0.612	0.407	meningitis
meniscus	0.323	0.330	0.453	meniskusa
menopause	0.204	0.460	0.306	menopauza
menses	0.163	0.686	0.331	menstruacija
menstrual	0.408	0.519	0.435	menstrualni
mental	0.490	0.490	0.585	mentalno
mentalhealth	0.562	0.541	0.670	mentalno zdravlje
mentality	0.711	0.415	0.726	mentalitet
menthol	0.490	0.292	0.433	mentol
mention	0.562	0.365	0.562	spomenuti
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	meni
meow	0.510	0.510	0.412	mjau
mercantile	0.480	0.490	0.713	merkantilna
mercenary	0.245	0.837	0.673	plaćenik
merchandise	0.594	0.460	0.621	roba
merchant	0.675	0.500	0.620	trgovac
merciful	0.854	0.346	0.500	milostiv
merciless	0.062	0.880	0.634	nemilosrdni
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	živa
mercy	0.719	0.229	0.500	milost
mere	0.396	0.221	0.176	mere
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	spojiti
merger	0.592	0.490	0.642	spajanje
meridian	0.510	0.324	0.558	meridijan
meridional	0.365	0.290	0.600	meridionalni
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	zasluga
meritorious	0.781	0.618	0.855	zaslužan
mermaid	0.765	0.623	0.452	sirena
merriment	0.948	0.721	0.632	veselje
merry	0.979	0.731	0.764	veselo
merrychristmas	0.888	0.510	0.536	sretan božić
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	meskalin
mesh	0.429	0.235	0.371	mesh
meshes	0.440	0.363	0.362	mreže
mesmerized	0.520	0.552	0.421	hipnotiziran
mess	0.143	0.843	0.273	nered
message	0.650	0.391	0.415	poruka
messedup	0.333	0.615	0.358	zabrljao
messenger	0.694	0.434	0.500	glasnik
messiah	0.781	0.634	0.800	mesija
messy	0.260	0.635	0.140	neuredan
metabolic	0.408	0.531	0.559	metabolički
metabolism	0.698	0.509	0.555	metabolizam
metal	0.551	0.429	0.547	metal
metallic	0.615	0.330	0.607	metalik
metallurgy	0.396	0.509	0.587	metalurgija
metamorphosis	0.541	0.571	0.613	metamorfoza
metaphor	0.562	0.280	0.470	metafora
metaphorical	0.500	0.412	0.480	metaforički
metaphysical	0.630	0.573	0.686	metafizički
metaphysics	0.561	0.396	0.588	metafizika
metastasis	0.177	0.646	0.452	metastaze
meteor	0.398	0.714	0.737	meteor
meteoric	0.590	0.802	0.684	meteorski
meteorite	0.385	0.794	0.750	meteorit
meteorological	0.635	0.557	0.556	meteorološki
meteorology	0.630	0.418	0.689	meteorologija
meter	0.438	0.300	0.463	metar
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	metadon
methane	0.290	0.460	0.569	metan
methanol	0.292	0.500	0.570	metanol
method	0.640	0.275	0.698	metoda
methodical	0.663	0.360	0.745	metodički
methodology	0.664	0.327	0.745	metodologija
meticulous	0.555	0.480	0.555	pedantan
metime	0.531	0.398	0.417	metime
metric	0.519	0.248	0.573	metrički
metrical	0.521	0.375	0.482	metrički
metrology	0.531	0.432	0.439	metrologija
metropolis	0.656	0.625	0.779	metropola
metropolitan	0.387	0.408	0.723	mitropolit
mettle	0.667	0.529	0.750	hrabrost
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	mezanin
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	mikro
microbe	0.255	0.450	0.340	mikrob
microbiology	0.571	0.378	0.560	mikrobiologija
microchip	0.551	0.358	0.432	mikročip
microcosm	0.500	0.500	0.520	mikrokosmos
microfilm	0.469	0.352	0.412	mikrofilm
microgram	0.448	0.286	0.355	mikrograma
micrometer	0.573	0.358	0.394	mikrometar
micron	0.375	0.291	0.315	mikrona
microphone	0.551	0.431	0.462	mikrofon
microscope	0.531	0.330	0.464	mikroskop
microscopic	0.360	0.327	0.433	mikroskopski
microscopically	0.623	0.370	0.412	mikroskopski
microscopy	0.500	0.339	0.455	mikroskopija
microwave	0.542	0.497	0.443	mikrovalna
mid	0.500	0.315	0.356	mid
midair	0.633	0.413	0.455	u vazduhu
midday	0.658	0.250	0.403	podne
