English Word	Valence	Arousal	Dominance	Portuguese Word
mystified	0.344	0.600	0.509	mistificado
mystique	0.668	0.633	0.667	mística
myth	0.458	0.432	0.338	mito
mythic	0.635	0.528	0.645	mítico
mythical	0.625	0.556	0.583	mítico
mythological	0.760	0.573	0.658	mitológico
mythology	0.684	0.439	0.688	mitologia
nab	0.469	0.544	0.407	pegar
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	importunar
nail	0.469	0.397	0.282	unha
nail gun	0.378	0.806	0.574	pistola de pregos
naive	0.406	0.260	0.375	ingénuo
naked	0.323	0.885	0.288	nu
nakedness	0.480	0.760	0.350	nudez
namaste	0.719	0.255	0.464	namastê
name	0.573	0.300	0.415	nome
named	0.562	0.396	0.565	nomeado
nameless	0.344	0.280	0.164	sem nome
namesake	0.418	0.327	0.404	homônimo
naming	0.667	0.410	0.559	nomear
nana	0.765	0.255	0.375	vovó
nanny	0.615	0.370	0.528	babá
nanometer	0.375	0.356	0.446	nanômetro
nap	0.660	0.098	0.342	sesta
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nuca
napkin	0.469	0.142	0.209	guardanapo
napping	0.765	0.046	0.306	cochilando
nappy	0.529	0.333	0.207	fralda
narcissism	0.214	0.639	0.540	narcisismo
narcissist	0.173	0.614	0.629	narcisista
narcissistic	0.323	0.708	0.655	narcisista
narcotic	0.102	0.858	0.450	narcótico
narrate	0.541	0.480	0.473	narrar
narration	0.622	0.408	0.551	narração
narrative	0.580	0.303	0.443	narrativa
narrator	0.673	0.430	0.623	narrador
narrow	0.260	0.368	0.356	estreito
narrowing	0.354	0.593	0.357	estreitamento
nasal	0.479	0.340	0.330	nasal
nascent	0.684	0.373	0.585	nascente
nasty	0.115	0.620	0.264	desagradável
natal	0.755	0.462	0.481	natal
nation	0.594	0.443	0.821	nação
national	0.698	0.365	0.663	nacional
nationality	0.642	0.400	0.772	nacionalidade
nationwide	0.684	0.217	0.672	nacional
native	0.635	0.422	0.710	nativo
nativity	0.750	0.337	0.673	natividade
natural	0.854	0.118	0.481	natural
natural gas	0.635	0.324	0.396	gás natural
naturalist	0.844	0.255	0.562	naturalista
naturalization	0.781	0.279	0.652	naturalização
naturalized	0.760	0.333	0.600	naturalizado
naturally	0.854	0.276	0.549	naturalmente
nature	0.857	0.184	0.643	natureza
naught	0.344	0.176	0.161	nada
naughty	0.451	0.857	0.371	danadinho
nausea	0.104	0.781	0.273	náusea
nauseate	0.062	0.660	0.176	enjoar
nauseating	0.021	0.640	0.250	nauseante
nauseous	0.135	0.780	0.284	nauseante
nautical	0.646	0.250	0.579	náutico
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	naval
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	umbigo
navigable	0.749	0.406	0.645	navegável
navigate	0.740	0.555	0.675	navegar
navigation	0.841	0.470	0.720	navegação
navigational	0.573	0.481	0.564	de navegação
navigator	0.583	0.592	0.623	navegador
navy	0.531	0.760	0.764	marinha
nay	0.344	0.290	0.325	não
nearsighted	0.271	0.373	0.265	míope
neat	0.878	0.235	0.491	organizado
neatly	0.802	0.412	0.588	ordenadamente
nebula	0.510	0.418	0.438	nebulosa
nebulae	0.490	0.330	0.472	nebulosas
nebulous	0.469	0.347	0.417	nebuloso
necessarily	0.667	0.423	0.598	necessariamente
necessary	0.750	0.433	0.679	necessário
necessitate	0.578	0.604	0.516	necessitar
necessities	0.520	0.630	0.463	necessidades
necessity	0.567	0.471	0.588	necessidade
neck	0.541	0.245	0.345	pescoço
necklace	0.760	0.294	0.373	colar
necktie	0.583	0.229	0.314	gravata
necromancer	0.333	0.625	0.536	necromante
necrosis	0.115	0.622	0.385	necrose
nectar	0.746	0.331	0.398	néctar
need	0.510	0.574	0.200	precisar
needalife	0.490	0.443	0.394	necessidade de vida
needed	0.677	0.342	0.679	precisava
needful	0.582	0.460	0.614	indispensável
needit	0.250	0.472	0.356	preciso disso
needle	0.250	0.472	0.360	agulha
needlepoint	0.653	0.500	0.556	bordado
needles	0.250	0.602	0.348	agulhas
needless	0.327	0.385	0.200	desnecessário
needtoknow	0.427	0.606	0.474	precisa saber
needtorelax	0.673	0.438	0.274	precisa relaxar
needy	0.360	0.451	0.245	carente
nefarious	0.184	0.720	0.528	nefasto
negation	0.255	0.461	0.297	negação
negative	0.102	0.527	0.176	negativo
negativity	0.060	0.520	0.273	negatividade
neglect	0.045	0.550	0.163	negligência
neglected	0.271	0.385	0.160	negligenciado
neglecting	0.177	0.441	0.230	negligenciando
negligee	0.385	0.520	0.336	lingerie
negligence	0.092	0.570	0.251	negligência
negligent	0.167	0.583	0.259	negligente
negligently	0.056	0.583	0.266	negligentemente
negligible	0.177	0.292	0.232	insignificante
negotiable	0.688	0.585	0.731	negociável
negotiate	0.612	0.708	0.769	negociar
negotiation	0.490	0.615	0.728	negociação
negotiator	0.635	0.471	0.817	negociador
negro	0.354	0.368	0.461	negro
neigh	0.378	0.642	0.373	relinchar
neighbor	0.657	0.448	0.434	vizinho
neighborhood	0.385	0.469	0.373	vizinhança
neighboring	0.656	0.306	0.481	vizinho
nemesis	0.271	0.688	0.647	Nêmesis
neon	0.594	0.480	0.380	néon
neonatal	0.542	0.529	0.357	recém-nascido
neophyte	0.286	0.363	0.411	neófito
neoprene	0.316	0.451	0.443	neoprene
nephew	0.719	0.337	0.412	sobrinho
nepotism	0.349	0.584	0.517	nepotismo
nerd	0.408	0.481	0.315	nerd
nerdy	0.296	0.255	0.292	nerd
nerve	0.129	0.698	0.307	nervo
nerves	0.333	0.783	0.264	nervos
nervous	0.235	0.820	0.213	nervoso
nervousness	0.163	0.915	0.241	nervosismo
nervouswreck	0.112	0.867	0.179	nervosismo
nervy	0.250	0.830	0.241	nervoso
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	ninho
nestle	0.625	0.308	0.379	aninhar
nestling	0.604	0.427	0.286	filhote
net	0.441	0.288	0.417	internet
nether	0.240	0.265	0.259	inferior
netting	0.368	0.509	0.585	rede
nettle	0.406	0.324	0.490	urtiga
network	0.531	0.337	0.466	rede
networking	0.625	0.482	0.545	rede
neural	0.582	0.426	0.391	neural
neuralgia	0.092	0.706	0.439	neuralgia
neurological	0.500	0.540	0.558	neurológico
neurologist	0.608	0.500	0.736	neurologista
neurology	0.459	0.537	0.580	neurologia
neurosis	0.122	0.766	0.418	neurose
neurosurgeon	0.590	0.673	0.755	neurocirurgião
neurosurgery	0.490	0.632	0.730	neurocirurgia
neurotic	0.198	0.801	0.387	neurótico
neuter	0.621	0.163	0.302	neutro
neutral	0.469	0.184	0.357	neutro
neutrality	0.469	0.205	0.434	neutralidade
neutralize	0.519	0.363	0.719	neutralizar
neutron	0.469	0.440	0.679	nêutron
new	0.917	0.490	0.582	novo
new age	0.694	0.556	0.727	nova era
newbeginnings	0.802	0.613	0.524	novos começos
newborn	0.918	0.580	0.372	recém-nascido
newcomer	0.622	0.380	0.396	recém-chegado
newday	0.847	0.388	0.618	novo dia
newfound	0.745	0.741	0.520	recém-descoberto
newjob	0.755	0.643	0.729	novo emprego
newlife	0.898	0.646	0.701	vida nova
newly	0.688	0.422	0.552	recentemente
newlywed	0.847	0.706	0.570	recém-casado
newme	0.643	0.550	0.527	novo eu
newness	0.740	0.522	0.588	novidade
news	0.633	0.580	0.610	notícia
newscast	0.531	0.509	0.714	noticiário
newscaster	0.646	0.510	0.764	apresentador
newsflash	0.604	0.637	0.518	novidade
newsletter	0.622	0.385	0.490	Boletim de Notícias
newsman	0.604	0.480	0.696	jornalista
newspaper	0.602	0.283	0.444	jornal
newspaperman	0.561	0.458	0.750	jornalista
newsreel	0.625	0.571	0.577	cinejornal
newsroom	0.531	0.392	0.658	redação
newsstand	0.615	0.222	0.336	banca de jornais
newstart	0.802	0.510	0.667	novo começo
newt	0.458	0.380	0.541	salamandra
newyear	0.938	0.784	0.520	ano Novo
nexus	0.496	0.368	0.412	nexo
nib	0.510	0.282	0.406	ponta
nibble	0.551	0.551	0.411	mordidela
nice	0.930	0.442	0.650	legais
niche	0.459	0.413	0.318	nicho
nichts	0.406	0.293	0.404	nichos
nick	0.554	0.388	0.387	usuario
nickel	0.510	0.347	0.406	níquel
nickname	0.490	0.470	0.263	apelido
nicotine	0.235	0.608	0.447	nicotina
niece	0.771	0.320	0.400	sobrinha
nifty	0.740	0.745	0.815	elegante
nigh	0.653	0.216	0.336	perto
night	0.598	0.396	0.404	noite
nightcap	0.750	0.196	0.268	bebida noturna
nightclub	0.802	0.894	0.528	Boate
nightfall	0.490	0.436	0.426	anoitecer
nightgown	0.643	0.408	0.250	camisola
nightie	0.630	0.388	0.274	camisola
nightingale	0.740	0.340	0.496	rouxinol
nightlife	0.542	0.783	0.510	vida noturna
nightly	0.673	0.410	0.474	todas as noites
nightmare	0.005	0.810	0.436	pesadelo
nightmares	0.082	0.942	0.448	pesadelos
nightstand	0.490	0.130	0.327	criado-mudo
nightstick	0.500	0.461	0.348	cassetete
nighttime	0.735	0.385	0.439	período noturno
nihilism	0.367	0.510	0.364	niilismo
nil	0.286	0.143	0.157	nada
nimble	0.833	0.729	0.769	ágil
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	pateta
nine	0.552	0.255	0.327	nove
nineteen	0.673	0.304	0.375	dezenove
ninety	0.479	0.349	0.436	noventa
ninja	0.542	0.844	0.682	ninja
ninny	0.344	0.343	0.309	bobo
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	nono
nip	0.281	0.700	0.264	beliscar
nipper	0.386	0.422	0.317	pinça
nipple	0.480	0.786	0.415	mamilo
nippy	0.540	0.500	0.416	frio
nitrate	0.388	0.406	0.500	nitrato
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	azoto
nitrous	0.435	0.561	0.411	nitroso
nitwit	0.146	0.606	0.139	imbecil
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	sem antecipação
no disgust	0.510	0.324	0.448	sem desgosto
no emotion	0.170	0.109	0.225	sem emoção
no sentiment	0.092	0.382	0.278	sem sentimento
no surprise	0.171	0.224	0.412	sem surpresa
no trust	0.055	0.445	0.257	sem confiança
nobility	0.844	0.347	0.736	nobreza
noble	0.906	0.345	0.610	nobre
nobleman	0.675	0.286	0.709	nobre
nobodycares	0.365	0.410	0.354	ninguém se importa
nocomplaints	0.677	0.164	0.491	sem reclamações
nocturnal	0.540	0.500	0.462	noturno
nod	0.590	0.367	0.427	aceno com a cabeça
nodding	0.694	0.294	0.426	assentindo
node	0.396	0.343	0.361	nó
nodular	0.438	0.351	0.411	nodular
nodule	0.312	0.426	0.349	nódulo
noggin	0.510	0.433	0.382	idiota
nohope	0.200	0.441	0.385	sem esperança
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	ruído
noisy	0.271	0.812	0.561	barulhento
nomad	0.375	0.413	0.433	nômade
nomadic	0.427	0.519	0.422	nômade
nomenclature	0.500	0.222	0.575	nomenclatura
nominal	0.594	0.250	0.463	nominal
nominate	0.615	0.471	0.669	nomear
nomination	0.663	0.637	0.696	nomeação
nominee	0.662	0.625	0.765	candidato
nonce	0.422	0.370	0.377	nonce
nonchalant	0.312	0.314	0.366	indiferente
noncompliance	0.112	0.598	0.259	descumprimento
nondescript	0.490	0.434	0.348	indescritível
nonexistent	0.208	0.429	0.149	inexistente
nonfat	0.604	0.260	0.340	magro
nonfiction	0.426	0.315	0.431	não-ficção
nonpayment	0.229	0.510	0.298	falta de pagamento
nonresident	0.250	0.340	0.302	não residente
nonsense	0.214	0.531	0.155	Absurdo
nonsensical	0.173	0.268	0.193	sem sentido
nonviolent	0.640	0.287	0.346	não-violento
noob	0.417	0.430	0.267	novato
noodle	0.633	0.216	0.225	macarrão
nook	0.480	0.321	0.296	recanto
noon	0.531	0.343	0.518	meio-dia
noose	0.356	0.300	0.330	laço
nopoint	0.276	0.324	0.314	inútil
noregrets	0.469	0.476	0.426	sem arrependimentos
norm	0.500	0.245	0.527	norma
normal	0.740	0.127	0.380	normal
normalcy	0.805	0.151	0.620	normalidade
normality	0.781	0.089	0.444	normalidade
north	0.531	0.255	0.450	norte
northbound	0.604	0.454	0.491	sentido norte
northeast	0.562	0.260	0.375	nordeste
northern	0.570	0.340	0.472	norte
northwest	0.604	0.345	0.451	noroeste
northwestern	0.479	0.306	0.462	noroeste
noschool	0.490	0.400	0.380	sem escola
nose	0.582	0.270	0.245	nariz
nosebleed	0.153	0.776	0.361	sangramento nasal
nosey	0.276	0.655	0.223	curioso
nosnow	0.392	0.394	0.366	sem neve
nostalgia	0.417	0.337	0.339	nostalgia
nostalgic	0.458	0.351	0.184	nostálgico
nostress	0.531	0.404	0.415	sem estresse
nostril	0.396	0.404	0.316	narina
nosun	0.388	0.380	0.351	sem sol
nosy	0.292	0.558	0.433	curioso
not negative	0.622	0.270	0.444	não negativo
not positive	0.051	0.370	0.236	não positivo
notable	0.760	0.450	0.696	notável
notables	0.594	0.608	0.755	notáveis
notably	0.792	0.533	0.689	notavelmente
notamorningperson	0.469	0.578	0.440	não manhã
notary	0.541	0.451	0.676	notário
notation	0.635	0.380	0.558	notação
notch	0.459	0.361	0.358	entalhe
notched	0.480	0.530	0.356	entalhado
note	0.594	0.163	0.416	Nota
notebook	0.449	0.167	0.442	caderno
noted	0.615	0.382	0.464	notado
noteworthy	0.704	0.481	0.759	notável
nothappy	0.112	0.320	0.170	infeliz
nothingbetter	0.635	0.390	0.543	nada melhor
nothingness	0.204	0.080	0.161	nada
notice	0.646	0.408	0.491	perceber
noticeable	0.890	0.562	0.750	perceptível
notification	0.604	0.461	0.671	notificação
notify	0.643	0.471	0.573	notificar
notion	0.612	0.284	0.667	noção
notional	0.520	0.288	0.500	fictício
notoriety	0.552	0.633	0.769	notoriedade
notorious	0.366	0.582	0.609	notório
notready	0.133	0.400	0.196	não está pronto
notwithstanding	0.367	0.316	0.433	a despeito de
nought	0.312	0.098	0.116	nada
noun	0.531	0.230	0.477	substantivo
nourish	0.878	0.460	0.639	nutrir
nourishment	0.786	0.290	0.631	nutrição
nouveau	0.633	0.438	0.432	novo
novel	0.702	0.352	0.439	novela
novelist	0.340	0.343	0.529	romancista
novelty	0.673	0.521	0.740	novidade
novice	0.429	0.346	0.180	novato
nowadays	0.680	0.346	0.400	nos dias de hoje
nowork	0.312	0.264	0.309	sem trabalho
noworries	0.630	0.402	0.500	sem problemas
noxious	0.177	0.585	0.379	nocivo
nozzle	0.438	0.330	0.287	bocal
nuance	0.408	0.282	0.411	nuance
nuances	0.490	0.375	0.527	nuances
nuclear	0.219	0.856	0.781	nuclear
nucleus	0.529	0.296	0.667	núcleo
nude	0.490	0.915	0.200	nu
nudge	0.448	0.500	0.509	cutucar
nudie	0.500	0.529	0.373	nu
nudist	0.440	0.796	0.483	nudista
nudity	0.438	0.853	0.415	nudez
nugget	0.602	0.340	0.348	pepita
nuisance	0.198	0.817	0.227	incômodo
nuke	0.125	0.905	0.873	bomba nuclear
nul	0.337	0.358	0.264	nulo
null	0.253	0.147	0.152	nulo
nullify	0.255	0.373	0.395	anular
numb	0.108	0.420	0.352	dormente
number	0.406	0.231	0.471	número
numbering	0.510	0.363	0.482	numeração
numbers	0.406	0.241	0.440	números
numbness	0.306	0.398	0.265	dormência
numbskull	0.300	0.472	0.284	estúpido
numeral	0.582	0.254	0.382	numeral
numerator	0.490	0.317	0.526	numerador
numerical	0.479	0.322	0.517	numérico
numerically	0.510	0.337	0.500	numericamente
numerous	0.622	0.462	0.609	numerosos
nun	0.500	0.150	0.406	freira
nunchucks	0.337	0.580	0.526	nunchucks
nunnery	0.653	0.236	0.473	convento
nuptials	0.771	0.588	0.571	núpcias
nurse	0.635	0.578	0.521	enfermeira
nursemaid	0.615	0.431	0.436	babá
nursery	0.894	0.406	0.389	berçário
nursing	0.552	0.549	0.653	enfermagem
nurture	0.745	0.378	0.657	nutrir
nut	0.365	0.310	0.250	porca
nutcase	0.286	0.775	0.259	maluco
nutcracker	0.635	0.378	0.522	quebra-nozes
nuthouse	0.347	0.519	0.434	hospício
nutmeg	0.635	0.302	0.350	noz-moscada
nutrition	0.885	0.420	0.579	nutrição
nutritional	0.812	0.406	0.676	nutricional
nutritious	0.833	0.337	0.655	nutritivo
nutritive	0.875	0.422	0.667	nutritivo
nuts	0.594	0.250	0.291	nozes
nutshell	0.458	0.407	0.310	casca de noz
nutty	0.444	0.317	0.271	maluco
nylon	0.490	0.304	0.295	nylon
nylong	0.439	0.248	0.351	nylon
nylons	0.556	0.379	0.320	nylons
nymph	0.542	0.529	0.472	ninfa
nymphomaniac	0.398	0.894	0.536	ninfomaníaco
oaf	0.344	0.357	0.330	imbecil
oak	0.583	0.245	0.536	carvalho
oar	0.469	0.392	0.316	remo
oasis	0.796	0.283	0.429	oásis
oat	0.622	0.170	0.298	aveia
oath	0.543	0.615	0.824	juramento
oatmeal	0.592	0.192	0.241	aveia
obedience	0.765	0.287	0.536	obediência
obedient	0.800	0.179	0.518	obediente
obediently	0.802	0.304	0.577	obedientemente
obelisk	0.604	0.408	0.596	obelisco
obese	0.133	0.427	0.250	obeso
obesity	0.215	0.370	0.328	obesidade
obey	0.677	0.433	0.533	obedecer
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obitar
obituary	0.188	0.330	0.423	obituário
object	0.531	0.356	0.375	objeto
objection	0.347	0.592	0.709	objeção
objectionable	0.459	0.382	0.558	questionável
objective	0.724	0.337	0.736	objetivo
objectivity	0.765	0.431	0.711	objetividade
obligation	0.222	0.596	0.718	obrigação
obligatory	0.337	0.571	0.780	obrigatório
oblige	0.281	0.770	0.614	obrigar
obliged	0.327	0.680	0.411	obrigado
obliging	0.740	0.402	0.545	prestativo
obligor	0.302	0.600	0.360	Devedor
oblique	0.438	0.347	0.455	oblíquo
obliterate	0.250	0.539	0.569	obliterar
obliterated	0.240	0.469	0.344	obliterado
obliteration	0.177	0.622	0.397	obliteração
oblivion	0.153	0.330	0.282	esquecimento
oblivious	0.229	0.388	0.355	desatento
oblong	0.561	0.455	0.370	oblongo
obnoxious	0.088	0.602	0.256	obnóxio
oboe	0.510	0.340	0.392	oboé
obscene	0.050	0.745	0.348	obsceno
obscenity	0.083	0.843	0.418	obscenidade
obscure	0.370	0.551	0.278	obscurecer
obscured	0.115	0.356	0.298	obscurecido
obscurity	0.208	0.392	0.380	obscuridade
observance	0.531	0.315	0.632	observância
observant	0.740	0.422	0.708	atento
observation	0.633	0.433	0.667	observação
observatory	0.643	0.324	0.731	observatório
observe	0.771	0.390	0.360	observar
observer	0.663	0.363	0.603	observador
observing	0.583	0.400	0.685	observando
obsess	0.112	0.846	0.509	obcecar
obsessed	0.219	0.840	0.439	obcecado
obsessing	0.173	0.773	0.698	obsessivo
obsession	0.229	0.847	0.571	obsessão
obsessive	0.219	0.823	0.480	obsessivo
obsolescence	0.250	0.431	0.377	obsolescência
obsolete	0.337	0.321	0.250	obsoleto
obstacle	0.204	0.708	0.336	obstáculo
obstetrician	0.521	0.636	0.604	obstetra
obstetrics	0.530	0.582	0.564	obstetrícia
obstinate	0.146	0.696	0.562	obstinado
obstruct	0.115	0.660	0.458	obstruir
obstruction	0.125	0.742	0.491	obstrução
obstructive	0.204	0.650	0.613	obstrutivo
obtain	0.760	0.438	0.731	obtivermos
obtainable	0.677	0.327	0.702	obtível
obtuse	0.281	0.460	0.345	obtuso
obverse	0.470	0.394	0.464	anverso
obvious	0.625	0.336	0.585	óbvio
ocarina	0.541	0.392	0.366	ocarina
occasion	0.700	0.451	0.398	ocasião
occasional	0.490	0.298	0.387	ocasional
occasionally	0.538	0.240	0.264	ocasionalmente
occipital	0.398	0.408	0.518	occipital
occlusion	0.306	0.439	0.442	oclusão
occult	0.292	0.382	0.406	oculto
occupancy	0.625	0.471	0.721	ocupação
occupant	0.500	0.417	0.483	ocupante
occupation	0.562	0.470	0.692	ocupação
occupational	0.583	0.469	0.596	ocupacional
occupied	0.337	0.546	0.441	ocupado
occupier	0.427	0.438	0.600	ocupante
occupy	0.396	0.520	0.589	ocupar
occupying	0.573	0.462	0.519	ocupando
occur	0.451	0.561	0.510	ocorrer
occurrence	0.573	0.690	0.541	ocorrência
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	oceano
oceanic	0.740	0.317	0.632	oceânico
octagon	0.602	0.349	0.462	octógono
octave	0.438	0.380	0.482	oitava
octopus	0.713	0.378	0.411	polvo
ocular	0.418	0.370	0.400	ocular
odd	0.265	0.337	0.302	ímpar
oddball	0.316	0.360	0.357	esquisito
oddity	0.312	0.557	0.386	esquisitice
odds	0.500	0.472	0.680	chances
ode	0.604	0.269	0.519	tributo
odious	0.235	0.708	0.235	odioso
odometer	0.367	0.470	0.388	hodômetro
odor	0.337	0.363	0.404	odor
odyssey	0.622	0.692	0.710	odisseia
oedipal	0.312	0.575	0.509	edipiano
oestrogen	0.521	0.608	0.561	estrogênio
oeuvre	0.653	0.484	0.598	obra
offal	0.302	0.470	0.302	miudezas
offence	0.312	0.798	0.446	ofensa
offend	0.094	0.804	0.333	ofender
offended	0.188	0.690	0.337	ofendido
offender	0.104	0.851	0.537	infrator
offense	0.230	0.765	0.510	ofensa
offensive	0.135	0.882	0.600	ofensiva
offer	0.750	0.745	0.596	oferta
offered	0.582	0.490	0.544	oferecido
offering	0.688	0.462	0.585	oferta
offhand	0.388	0.500	0.368	improvisado
office	0.427	0.302	0.509	escritório
officer	0.542	0.430	0.877	Policial
offices	0.469	0.312	0.534	escritórios
official	0.646	0.565	0.833	oficial
officiate	0.688	0.453	0.704	oficiar
offing	0.490	0.412	0.447	saindo
offload	0.479	0.444	0.525	desembarcar
offset	0.719	0.394	0.704	Deslocamento
offshoot	0.517	0.330	0.361	ramo
offshore	0.417	0.484	0.441	no mar
offside	0.323	0.519	0.443	impedimento
offspring	0.656	0.435	0.600	filhos
oft	0.500	0.308	0.474	frequentemente
oftentimes	0.571	0.500	0.482	muitas vezes
ogre	0.135	0.698	0.510	ogro
ohdear	0.458	0.519	0.442	Oh céus
ohgod	0.500	0.557	0.439	Oh Deus
ohno	0.396	0.475	0.380	Ah não
ohshit	0.230	0.594	0.343	Ah Merda
oil	0.521	0.278	0.306	óleo
oils	0.459	0.229	0.391	óleos
oily	0.276	0.533	0.385	oleoso
oink	0.500	0.450	0.289	oink
ointment	0.438	0.271	0.398	pomada
okra	0.469	0.400	0.362	quiabo
olden	0.284	0.213	0.425	velho
oldie	0.363	0.363	0.342	velho
oldies	0.438	0.300	0.412	velhos
olfactory	0.602	0.409	0.452	olfativo
oligarchy	0.327	0.567	0.741	oligarquia
olive	0.571	0.231	0.406	Oliva
omega	0.529	0.337	0.526	ómega
omelet	0.708	0.323	0.315	omelete
omen	0.390	0.657	0.583	presságio
omgomgomg	0.490	0.551	0.358	omgomgomg
ominous	0.255	0.730	0.510	sinistro
omission	0.367	0.333	0.275	omissão
omit	0.330	0.265	0.451	omitir
omitted	0.260	0.235	0.211	omitido
omnibus	0.490	0.410	0.473	ônibus
omnipotence	0.667	0.793	0.866	onipotência
omnipotent	0.719	0.679	0.919	onipotente
omnipresent	0.688	0.452	0.825	onipresente
omniscient	0.656	0.334	0.778	onisciente
onboard	0.612	0.451	0.491	a bordo
oncologist	0.260	0.654	0.640	oncologista
oncology	0.204	0.424	0.500	oncologia
oncoming	0.594	0.625	0.773	próximo
one	0.542	0.292	0.370	1
oneday	0.667	0.245	0.374	um dia
onedge	0.479	0.552	0.400	no limite
