English Word	Valence	Arousal	Dominance	Tajik Word
incomparable	0.625	0.577	0.670	бемисл
incompatible	0.196	0.500	0.310	номувофиқ
incompetence	0.077	0.551	0.208	нотавонӣ
incompetent	0.133	0.566	0.239	нотавон
incomplete	0.153	0.370	0.205	нопурра
incompletely	0.344	0.442	0.232	нопурра
incompleteness	0.271	0.451	0.234	нопурраӣ
incomprehensible	0.250	0.550	0.344	нофаҳмо
inconceivable	0.198	0.552	0.561	тасаввурнопазир
inconclusive	0.153	0.442	0.340	бефоида
incongruous	0.177	0.504	0.343	номувофиқ
inconsequential	0.250	0.480	0.345	бефоида
inconsiderate	0.224	0.519	0.423	беэътиноӣ
inconsistency	0.125	0.480	0.314	номутобиқатӣ
inconsistent	0.271	0.431	0.295	номувофиқ
inconspicuous	0.604	0.214	0.368	ноаён
incontinence	0.150	0.598	0.272	беэътиноӣ
inconvenience	0.063	0.667	0.291	нороҳатӣ
inconvenient	0.224	0.610	0.375	номувофиқ
incorporate	0.745	0.612	0.571	дохил кардан
incorporation	0.573	0.404	0.768	муттаҳидшавӣ
incorrect	0.140	0.569	0.255	нодуруст
incorrigible	0.130	0.667	0.500	ислохнашаванда
increase	0.810	0.657	0.886	афзоиш
increased	0.684	0.660	0.773	афзуд
incredible	0.857	0.796	0.902	бениҳоят
incredulous	0.286	0.510	0.269	боваринок
increment	0.684	0.637	0.750	афзоиш
incriminate	0.188	0.810	0.416	айбдор кардан
incriminating	0.133	0.788	0.500	айбдоркунанда
incrimination	0.152	0.865	0.545	айбдоркунй
incubation	0.461	0.490	0.397	инкубатсия
incubator	0.510	0.435	0.405	инкубатор
incubus	0.458	0.529	0.482	инкубус
incumbent	0.396	0.540	0.565	амалкунанда
incur	0.312	0.667	0.495	дучор ояд
incurable	0.104	0.667	0.255	табобатнашаванда
incursion	0.552	0.830	0.719	ҳуҷум
indebted	0.138	0.698	0.275	қарздор
indecency	0.135	0.670	0.491	беадабӣ
indecent	0.083	0.683	0.240	ношоиста
indecision	0.184	0.480	0.196	бемайлонй
indecisive	0.271	0.420	0.190	катъиян
indefensible	0.173	0.647	0.484	ғайриимкон аст
indefinite	0.448	0.292	0.296	номуайян
indelible	0.490	0.337	0.591	нобуднашаванда
indemnification	0.521	0.490	0.770	товони зарар
indemnify	0.449	0.548	0.613	ҷуброн кардан
indemnity	0.470	0.607	0.692	ҷубронпулӣ
indent	0.479	0.346	0.379	абзор
indentation	0.374	0.500	0.349	абзор
indenture	0.434	0.382	0.636	шартнома
independence	0.896	0.663	0.911	истиклолият
independent	0.885	0.440	0.872	мустакил
indescribable	0.448	0.529	0.648	таърифнопазир
indestructible	0.772	0.731	0.853	вайроннашаванда
indeterminate	0.360	0.402	0.322	номуайян
index	0.448	0.268	0.342	индекс
indicate	0.594	0.350	0.676	нишон медиҳад
indicating	0.745	0.339	0.555	нишон дода
indication	0.719	0.432	0.750	нишондод
indicative	0.510	0.510	0.591	нишондиханда
indicator	0.573	0.451	0.670	нишондиҳанда
indice	0.469	0.377	0.541	индекс
indict	0.188	0.731	0.458	айбнома
indictment	0.245	0.745	0.577	айбнома
indie	0.479	0.368	0.430	инди
indifference	0.265	0.417	0.299	бепарвой
indifferent	0.396	0.157	0.250	бепарво
indigenous	0.500	0.509	0.552	бумӣ
indigent	0.156	0.481	0.223	бенаво
indigestion	0.204	0.610	0.182	ҳозима
indignant	0.260	0.600	0.423	хашмгин
indignation	0.173	0.778	0.431	хашму газаб
indignity	0.167	0.500	0.306	беобрӯӣ
indigo	0.514	0.365	0.473	индиго
indirect	0.385	0.402	0.330	бавосита
indiscreet	0.177	0.587	0.342	бесабаб
indiscretion	0.265	0.637	0.390	беэътиноӣ
indispensable	0.710	0.449	0.802	зарурй
indisposed	0.122	0.519	0.206	бепарво
indistinct	0.255	0.340	0.360	норавшан
indistinguishable	0.346	0.458	0.548	фаркнашаванда
individual	0.627	0.327	0.533	фардӣ
individuality	0.612	0.469	0.527	фардият
indivisible	0.646	0.398	0.580	тақсимнашаванда
indoctrination	0.327	0.657	0.698	таълим додан
indolent	0.177	0.381	0.259	бепарво
indomitable	0.458	0.800	0.830	шикастнопазир
indoor	0.615	0.245	0.347	дарунӣ
induce	0.257	0.606	0.684	водор кардан
induced	0.397	0.471	0.491	ба вуҷуд овардааст
inducement	0.647	0.765	0.685	ангеза
induction	0.392	0.593	0.627	индукция
indulge	0.833	0.716	0.669	дилгир кардан
indulgence	0.479	0.490	0.517	муфтхурй
indulgent	0.560	0.481	0.529	муфтхур
industrial	0.469	0.600	0.875	саноатй
industrialist	0.562	0.633	0.843	саноатчй
industrious	0.720	0.537	0.791	мехнатдуст
industry	0.650	0.447	0.836	саноат
ineffable	0.551	0.577	0.585	ғайриимкон
ineffective	0.093	0.422	0.094	бесамар
ineffectual	0.163	0.412	0.200	бесамар
inefficiency	0.092	0.466	0.181	бесамарӣ
inefficient	0.190	0.460	0.173	бесамар
inelastic	0.396	0.426	0.385	ноустувор
ineligible	0.143	0.377	0.457	номувофиқ
inept	0.156	0.418	0.209	нотавон
ineptitude	0.177	0.471	0.250	нотавонӣ
inequality	0.122	0.575	0.259	нобаробарӣ
inequitable	0.281	0.519	0.373	ноодилона
inert	0.323	0.180	0.319	ғайрифаъол
inertia	0.344	0.288	0.322	инерция
inevitable	0.316	0.419	0.623	ногузир
inexact	0.153	0.459	0.170	дақиқ
inexcusable	0.271	0.582	0.546	узрнопазир
inexhaustible	0.602	0.541	0.643	тамомнашаванда
inexpensive	0.694	0.414	0.260	арзон
inexperience	0.208	0.614	0.151	бетаҷрибагӣ
inexperienced	0.281	0.473	0.231	бетаҷриба
inexplicable	0.224	0.635	0.443	нофаҳмо
inexpressible	0.198	0.608	0.364	ифоданашаванда
infallibility	0.583	0.663	0.764	беасос
infallible	0.776	0.687	0.809	ногувор
infamous	0.146	0.580	0.472	бадном
infamy	0.177	0.676	0.421	бадномӣ
infancy	0.750	0.399	0.370	кӯдакӣ
infant	0.802	0.431	0.328	навзод
infanticide	0.167	0.856	0.443	кӯдаккушӣ
infantile	0.604	0.382	0.259	навзод
infantry	0.531	0.684	0.791	аскарони пиёдагард
infarct	0.080	0.846	0.386	инфаркт
infatuated	0.729	0.764	0.417	дилбастагӣ
infatuation	0.844	0.745	0.530	ишқварзӣ
infeasible	0.245	0.472	0.236	ғайриимкон
infect	0.102	0.777	0.424	сироят кардан
infection	0.083	0.735	0.407	сироят
infectious	0.142	0.760	0.422	сирояткунанда
infer	0.449	0.490	0.453	хулоса баровардан
inference	0.359	0.479	0.398	хулоса баровардан
inferential	0.426	0.451	0.455	хулосабарорй
inferior	0.260	0.254	0.106	пасттар
inferiority	0.177	0.430	0.205	пастӣ
infernal	0.083	0.837	0.571	ҷаҳаннам
inferno	0.051	0.857	0.463	дӯзах
infertile	0.274	0.458	0.255	безурёт
infertility	0.170	0.664	0.328	безурётӣ
infestation	0.256	0.776	0.527	сироятшавӣ
infidel	0.177	0.740	0.404	кофир
infidelity	0.062	0.777	0.392	бевафой
infield	0.510	0.571	0.438	дохили майдон
infiltrate	0.408	0.745	0.587	ворид шудан
infiltration	0.265	0.792	0.536	инфилтратсия
infinite	0.724	0.583	0.735	беохир
infinitely	0.688	0.643	0.829	беохир
infinitesimal	0.388	0.472	0.496	беохир
infinity	0.516	0.459	0.805	беохир
infirm	0.115	0.521	0.210	нотавон
infirmary	0.500	0.438	0.517	бемористон
infirmity	0.094	0.482	0.252	нотавонӣ
inflammation	0.146	0.765	0.423	илтиҳоб
inflammatory	0.177	0.642	0.404	илтиҳобӣ
inflatable	0.510	0.510	0.400	шамолшаванда
inflate	0.305	0.569	0.462	пур кардан
inflated	0.303	0.431	0.617	пур карда шудааст
inflation	0.219	0.792	0.508	инфляция
inflection	0.385	0.635	0.377	гардиш
inflict	0.167	0.760	0.609	бор кардан
infliction	0.302	0.722	0.571	расонидани зарар
inflorescence	0.459	0.344	0.412	гулшукуфта
influence	0.622	0.663	0.824	таъсир мерасонад
influential	0.899	0.688	0.944	таъсирбахш
influenza	0.271	0.718	0.321	грипп
influx	0.622	0.635	0.575	вуруд
info	0.750	0.330	0.642	маълумот
infomercial	0.427	0.462	0.555	иттилоотӣ
inform	0.723	0.582	0.679	хабар диханд
informal	0.480	0.398	0.441	ғайрирасмӣ
informant	0.604	0.612	0.719	хабардор
information	0.765	0.370	0.711	маълумот
informative	0.812	0.419	0.741	иттилоотӣ
informed	0.543	0.298	0.617	хабар дод
informer	0.521	0.578	0.580	хабардор
infraction	0.245	0.660	0.471	вайрон кардан
infrared	0.469	0.588	0.526	инфрасурх
infrastructure	0.604	0.460	0.694	инфраструктура
infrequent	0.312	0.377	0.192	кам-кам
infrequently	0.204	0.250	0.327	кам-кам
infringement	0.153	0.800	0.481	вайрон кардан
infuriate	0.102	0.934	0.596	хашмгин кардан
infuriated	0.073	0.930	0.510	хашмгин шуд
infuriates	0.135	0.913	0.627	хашмгин мекунад
infuriating	0.139	0.870	0.509	хашмгинкунанда
infuse	0.380	0.705	0.589	таом додан
infused	0.385	0.473	0.546	андохташуда
infuser	0.469	0.433	0.536	инфузор
infusion	0.583	0.365	0.453	инфузия
ingenious	0.760	0.690	0.891	доно
ingenuity	0.708	0.590	0.868	заковат
ingest	0.510	0.559	0.473	хӯрдан
ingestion	0.429	0.612	0.512	хӯрдан
ingot	0.688	0.444	0.615	ангур
ingrained	0.531	0.490	0.712	реша давонда
ingrate	0.235	0.606	0.327	носипосӣ кардан
ingredient	0.792	0.373	0.451	компонент
ingress	0.601	0.366	0.736	ворид шудан
inhabit	0.656	0.378	0.556	иқомат кунанд
inhabitant	0.604	0.356	0.519	сокин
inhabited	0.667	0.361	0.510	истикомат кардааст
inhabiting	0.458	0.440	0.598	истиқоматкунанда
inhalation	0.510	0.613	0.464	нафаскашӣ
inhale	0.427	0.340	0.492	нафас кашед
inhaler	0.408	0.500	0.349	ингалятор
inherent	0.562	0.439	0.480	хос
inherit	0.745	0.546	0.694	мерос гиранд
inheritance	0.900	0.565	0.798	мерос
inhibit	0.167	0.479	0.447	манъ кардан
inhibition	0.265	0.392	0.534	монеъ шудан
inhibitor	0.281	0.450	0.471	ингибитор
inhospitable	0.265	0.531	0.395	бесамар
inhuman	0.107	0.660	0.492	ғайриинсонӣ
inhumane	0.104	0.587	0.402	ғайриинсонӣ
inhumanity	0.143	0.540	0.405	ғайриинсонӣ
inimaginable	0.542	0.636	0.534	тасаввурнашаванда
inimical	0.260	0.823	0.556	душманона
inimitable	0.571	0.413	0.790	бемисл
iniquity	0.219	0.567	0.425	шарорат
initial	0.583	0.314	0.539	ибтидоӣ
initiate	0.719	0.480	0.553	ташаббус
initiated	0.760	0.490	0.650	ташаббускор
initiation	0.698	0.529	0.527	ташаббус
initiative	0.833	0.615	0.768	ташаббус
inject	0.406	0.735	0.596	сӯзандору
injection	0.281	0.741	0.518	тазриқ
injunction	0.281	0.422	0.519	фармон
injure	0.177	0.710	0.364	захмдор кардан
injured	0.083	0.680	0.302	захмдор
injuring	0.073	0.790	0.245	захмдор кардан
injurious	0.177	0.759	0.366	зараровар
injury	0.049	0.769	0.287	ҷароҳат
injustice	0.082	0.755	0.444	беадолатй
ink	0.471	0.408	0.235	сиёҳ
inkling	0.448	0.551	0.570	ишора кардан
inland	0.510	0.417	0.423	дохили
inlay	0.406	0.531	0.565	инструкция
inlet	0.646	0.378	0.466	даромадгоҳ
inmate	0.235	0.663	0.398	маҳбус
inn	0.660	0.284	0.475	меҳмонхона
innards	0.302	0.480	0.400	дарун
innate	0.490	0.400	0.521	модарзод
inner	0.551	0.216	0.443	дарун
innermost	0.583	0.500	0.510	дарунтарин
innerpeace	0.714	0.318	0.551	оромии ботинӣ
inning	0.602	0.315	0.520	иннинг
innings	0.573	0.487	0.443	иннингҳо
innkeeper	0.578	0.224	0.472	мехмонхонадор
innocence	0.802	0.260	0.307	бегуноҳӣ
innocent	0.729	0.206	0.340	бегуноҳ
innocently	0.776	0.250	0.302	бегуноҳ
innocuous	0.510	0.321	0.172	безарар
innovate	0.898	0.872	0.750	навоварй кардан
innovation	0.949	0.680	0.890	навоварӣ
innovative	0.880	0.640	0.830	навоварона
innuendo	0.467	0.670	0.463	игво
innumerable	0.667	0.445	0.704	бешумор
inoculation	0.333	0.570	0.598	эмкунӣ
inoperable	0.184	0.422	0.304	корношоям
inoperative	0.138	0.425	0.273	ғайрифаъол
inordinate	0.163	0.630	0.330	аз ҳад зиёд
inorganic	0.385	0.345	0.282	ғайриорганикӣ
input	0.643	0.337	0.527	вуруд
inquest	0.458	0.569	0.721	тафтиш
inquire	0.583	0.519	0.363	пурсед
inquirer	0.573	0.598	0.776	пурсишкунанда
inquiring	0.479	0.510	0.500	пурсон кардан
inquiry	0.541	0.420	0.536	пурсиш
inquisitive	0.301	0.637	0.615	пурсиш
inquisitor	0.385	0.873	0.642	инквизитор
insane	0.062	0.670	0.265	девона
insanity	0.098	0.847	0.337	девонаворӣ
insatiable	0.375	0.656	0.558	сернопазир
inscription	0.592	0.422	0.542	навиштаҷоти
inscrutable	0.459	0.541	0.613	беасос
insect	0.276	0.633	0.242	ҳашарот
insecticide	0.188	0.598	0.430	инсектисид
insecure	0.114	0.538	0.132	ноамн
insecurity	0.094	0.647	0.350	ноамнӣ
insemination	0.542	0.644	0.622	бордоркунӣ
insensitive	0.219	0.471	0.302	беэсос
inseparable	0.700	0.520	0.571	чудонашаванда
insert	0.481	0.552	0.519	ворид кунед
inserted	0.479	0.402	0.476	ворид карда шудааст
insertion	0.521	0.520	0.565	ворид кардан
inside	0.612	0.404	0.472	дарун
insider	0.625	0.562	0.750	инсайдер
insidious	0.146	0.622	0.480	маккорона
insight	0.613	0.363	0.649	фаҳмиш
insightful	0.664	0.691	0.713	фаҳмиш
insignia	0.665	0.282	0.685	нишона
insignificance	0.250	0.216	0.222	беаҳамиятӣ
insignificant	0.083	0.306	0.114	ночиз
insinuate	0.292	0.635	0.413	ишора кардан
insipid	0.214	0.250	0.241	бесамар
insist	0.635	0.651	0.688	исрор мекунанд
insistence	0.418	0.704	0.645	исрор
insistent	0.552	0.635	0.701	исрор
insists	0.490	0.587	0.610	исрор мекунад
insolence	0.115	0.731	0.402	беадабӣ
insolent	0.112	0.663	0.343	бехаё
insoluble	0.439	0.290	0.414	ҳалнашаванда
insolvency	0.323	0.431	0.300	муфлисӣ
insolvent	0.230	0.481	0.318	муфлис
insomnia	0.198	0.611	0.373	бехобӣ
insomniac	0.231	0.367	0.329	бехобӣ
inspect	0.479	0.603	0.793	тафтиш
inspection	0.459	0.630	0.718	тафтиш
inspector	0.418	0.580	0.852	инспектор
inspiration	0.938	0.600	0.779	илҳом
inspirational	0.927	0.720	0.810	илхомбахш
inspire	0.918	0.627	0.759	илҳом бахшанд
inspired	0.967	0.702	0.736	илҳом бахшиданд
instability	0.177	0.760	0.353	ноустуворӣ
install	0.630	0.583	0.736	насб кунед
installation	0.656	0.469	0.759	насб
installment	0.619	0.396	0.483	пардохт
instance	0.547	0.450	0.558	мисол
instant	0.766	0.454	0.554	фаврӣ
instantaneous	0.750	0.500	0.585	фаврӣ
instantaneously	0.656	0.640	0.600	якбора
instigate	0.278	0.765	0.642	ташвиқ кардан
instigation	0.323	0.769	0.648	фитнаангезй
instill	0.562	0.490	0.618	пошидан
instinct	0.771	0.602	0.642	инстинкт
instinctive	0.752	0.575	0.694	инстинктй
institute	0.604	0.480	0.807	институт
institution	0.580	0.311	0.790	муассиса
instruct	0.729	0.490	0.833	дастур додан
instructed	0.740	0.388	0.722	дастур дод
instruction	0.656	0.434	0.736	дастур
instructional	0.698	0.500	0.773	таълимӣ
instructions	0.582	0.302	0.556	дастурҳо
instructive	0.583	0.420	0.643	ибратбахш
instructor	0.771	0.490	0.782	инструктор
instrument	0.562	0.537	0.655	асбоб
instrumental	0.740	0.472	0.647	асбобй
instrumentalist	0.656	0.540	0.740	асбобсоз
instrumentality	0.637	0.510	0.618	воситахо
insubordination	0.281	0.775	0.634	итоат накардан
insufferable	0.220	0.784	0.291	тоқатнопазир
insufficiency	0.115	0.431	0.210	норасоӣ
insufficient	0.188	0.380	0.093	нокифоя
insufficiently	0.147	0.509	0.198	нокифоя
insular	0.531	0.426	0.465	изолятсия
insulate	0.365	0.358	0.286	изолятсия кардан
insulated	0.208	0.265	0.304	изолятсияшуда
insulation	0.245	0.327	0.264	изолятсия
insulin	0.429	0.472	0.375	инсулин
insult	0.085	0.831	0.389	таҳқир кардан
insulting	0.094	0.840	0.412	таҳқиромез
insurance	0.714	0.308	0.825	сугурта
insure	0.700	0.415	0.698	сугурта кардан
insurgent	0.235	0.735	0.660	исьёнгар
insurmountable	0.620	0.627	0.737	бартарафнашаванда
insurrection	0.229	0.706	0.582	исьён
intact	0.716	0.212	0.602	солим
intake	0.604	0.527	0.442	истеъмол
intangible	0.525	0.480	0.473	ғайримоддӣ
integer	0.573	0.327	0.595	бутун
integral	0.590	0.337	0.615	интегралӣ
integrate	0.729	0.390	0.700	муттаҳид кардан
integration	0.771	0.480	0.737	интеграция
integrity	0.865	0.413	0.848	якдилй
