English Word	Valence	Arousal	Dominance	Catalan Word
perpetuate	0.397	0.588	0.788	perpetuar
perpetuation	0.510	0.677	0.716	perpetuació
perpetuity	0.590	0.434	0.759	perpetuïtat
perplexed	0.312	0.705	0.318	perplex
perplexing	0.316	0.530	0.362	desconcertant
perplexity	0.275	0.720	0.500	perplexitat
persecute	0.281	0.873	0.509	perseguir
persecution	0.229	0.865	0.660	persecució
perseverance	0.888	0.630	0.796	perseverança
persevere	0.802	0.583	0.937	perseverar
persist	0.765	0.644	0.727	persistir
persistence	0.684	0.611	0.873	persistència
persistent	0.646	0.667	0.815	persistent
persisting	0.697	0.677	0.745	persistent
person	0.646	0.363	0.596	persona
persona	0.741	0.480	0.743	persona
personable	0.816	0.520	0.637	agradable
personage	0.653	0.324	0.698	personatge
personal	0.750	0.311	0.467	personals
personality	0.896	0.513	0.790	personalitat
personification	0.760	0.471	0.691	personificació
personnel	0.729	0.344	0.587	personal
persons	0.869	0.302	0.588	persones
perspective	0.688	0.470	0.704	perspectiva
perspiration	0.385	0.667	0.490	transpiració
persuade	0.620	0.618	0.709	persuadir
persuasion	0.612	0.670	0.537	persuasió
persuasive	0.740	0.700	0.657	persuasiu
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	pertinent
perturbation	0.270	0.840	0.500	pertorbació
pertussis	0.279	0.569	0.386	tos ferina
perusal	0.622	0.235	0.543	lectura
peruse	0.503	0.270	0.439	lligar
pervading	0.418	0.684	0.728	impregnant
perverse	0.146	0.808	0.464	pervers
perversion	0.083	0.830	0.490	perversió
pervert	0.082	0.863	0.500	pervertit
perverted	0.062	0.918	0.436	pervertit
pesky	0.250	0.760	0.431	molest
pessimism	0.083	0.484	0.264	pessimisme
pessimist	0.125	0.470	0.218	pessimista
pessimistic	0.088	0.394	0.236	pessimista
pest	0.188	0.680	0.452	plaga
pester	0.143	0.780	0.385	molestar
pestilence	0.122	0.660	0.283	pestilència
pestle	0.427	0.463	0.426	pilla
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	mascota
petal	0.810	0.194	0.211	pètal
petite	0.510	0.354	0.245	petita
petition	0.498	0.575	0.415	petició
petitioner	0.601	0.531	0.566	peticionari
petloss	0.271	0.481	0.424	pèrdua de mascotes
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	petrificat
petrify	0.177	0.571	0.447	petrificar
petrol	0.418	0.519	0.577	benzina
petroleum	0.583	0.451	0.640	petroli
petticoat	0.550	0.396	0.351	enagua
petting	0.812	0.462	0.480	acariciar
petty	0.210	0.537	0.236	mesquines
petulant	0.247	0.685	0.491	petulant
petunia	0.583	0.260	0.356	petúnia
pew	0.449	0.235	0.664	banc
pewter	0.396	0.260	0.321	peltre
peyote	0.406	0.462	0.426	peiot
phalanx	0.398	0.398	0.455	falange
phantom	0.260	0.759	0.448	fantasma
pharaoh	0.656	0.491	0.798	faraó
pharmaceutical	0.500	0.435	0.562	farmacèutica
pharmacist	0.592	0.382	0.648	farmacèutic
pharmacology	0.560	0.440	0.526	farmacologia
pharmacy	0.531	0.337	0.542	farmàcia
phase	0.645	0.300	0.482	fase
pheasant	0.541	0.362	0.292	faisà
phenomenal	0.915	0.750	0.918	fenomenal
phenomenon	0.625	0.721	0.848	fenomen
pheromone	0.561	0.573	0.561	feromona
phew	0.531	0.429	0.302	uf
phi	0.420	0.361	0.452	fi
philanthropic	0.812	0.426	0.717	filantròpics
philanthropist	0.704	0.463	0.623	filantrop
philanthropy	0.745	0.412	0.801	filantropia
philistine	0.390	0.500	0.491	filisteu
philosopher	0.684	0.316	0.720	filòsof
philosophic	0.688	0.270	0.655	filosòfic
philosophical	0.719	0.275	0.713	filosòfic
philosophy	0.684	0.255	0.640	filosofia
phlegm	0.173	0.394	0.240	flegma
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	fòbia
phoenix	0.653	0.481	0.594	fènix
phone	0.729	0.344	0.418	telèfon
phonetic	0.542	0.435	0.536	fonètica
phonetics	0.646	0.425	0.519	fonètica
phonics	0.490	0.519	0.455	fonètica
phonograph	0.561	0.398	0.565	fonògraf
phonology	0.695	0.402	0.512	fonologia
phony	0.115	0.592	0.202	fals
phooey	0.333	0.490	0.352	phoey
phosphate	0.500	0.306	0.407	fosfat
phosphor	0.438	0.480	0.427	fòsfor
phosphorus	0.429	0.539	0.370	fòsfor
photo	0.729	0.327	0.431	foto
photogenic	0.780	0.500	0.495	fotogènic
photograph	0.677	0.353	0.358	fotografia
photographer	0.714	0.481	0.562	fotògraf
photographic	0.761	0.429	0.564	fotogràfica
photography	0.630	0.431	0.360	fotografia
photometry	0.417	0.456	0.436	fotometria
photon	0.459	0.439	0.455	fotó
phrase	0.630	0.264	0.314	frase
phraseology	0.620	0.406	0.537	fraseologia
phylogeny	0.378	0.410	0.481	filogenia
physical	0.750	0.520	0.607	físic
physical therapist	0.531	0.337	0.775	fisioterapeuta
physician	0.583	0.490	0.843	metge
physicist	0.635	0.538	0.693	físic
physics	0.582	0.415	0.664	física
physiological	0.510	0.418	0.620	fisiològic
physiology	0.521	0.451	0.519	fisiologia
physique	0.643	0.500	0.543	físic
pi	0.469	0.265	0.400	Pi
pianist	0.806	0.491	0.573	pianista
piano	0.704	0.343	0.438	piano
piazza	0.625	0.471	0.472	plaça
piccolo	0.625	0.423	0.380	piccolo
pick	0.500	0.464	0.525	recollir
picked	0.740	0.518	0.670	escollit
picker	0.534	0.340	0.609	selector
picket	0.365	0.615	0.451	piquet
picketing	0.330	0.557	0.471	piquetatge
pickle	0.593	0.449	0.288	escabetx
pickled	0.344	0.450	0.291	escabetxat
pickpocket	0.365	0.704	0.449	carterista
pickup	0.561	0.529	0.420	recollida
picky	0.257	0.729	0.598	exigent
picnic	0.625	0.470	0.375	pícnic
pictorial	0.704	0.481	0.476	pictòriques
picture	0.714	0.308	0.462	imatge
pictures	0.653	0.240	0.405	imatges
picturesque	0.802	0.491	0.483	pintoresc
pie	0.880	0.402	0.368	pastís
piece	0.646	0.245	0.367	peça
piecemeal	0.615	0.269	0.319	a poc a poc
pieceofshit	0.083	0.724	0.292	tros de merda
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	moll
pierce	0.365	0.670	0.611	perforar
piety	0.760	0.340	0.482	pietat
pig	0.343	0.368	0.324	porc
pigeon	0.688	0.224	0.276	colom
piggy	0.541	0.365	0.412	porc
piggyback	0.438	0.490	0.343	enganxat
pigheaded	0.271	0.472	0.358	cap de porc
piglet	0.540	0.443	0.250	porquet
pigment	0.390	0.333	0.339	pigment
pigskin	0.347	0.449	0.300	pell de porc
pigsty	0.133	0.529	0.221	porcs
pike	0.427	0.410	0.452	pica
pile	0.461	0.320	0.539	pila
piles	0.469	0.423	0.468	piles
pileup	0.340	0.559	0.446	apilar
pilgrim	0.531	0.404	0.569	pelegrí
pilgrimage	0.708	0.522	0.625	pelegrinatge
pill	0.573	0.407	0.368	pastilla
pillage	0.240	0.685	0.375	saqueig
pillar	0.583	0.330	0.684	pilar
pillbox	0.385	0.339	0.296	pastillera
pillow	0.663	0.128	0.195	coixí
pillowcase	0.500	0.179	0.250	funda de coixí
pilot	0.688	0.680	0.736	pilot
pimp	0.146	0.700	0.536	xulo
pimple	0.245	0.370	0.274	gran
pin	0.438	0.346	0.390	pin
pinball	0.582	0.640	0.442	pinball
pinch	0.340	0.632	0.339	pessigar
pinching	0.250	0.788	0.345	pessigar
pine	0.583	0.225	0.312	pi
pineapple	0.677	0.316	0.245	pinya
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	cap d'agulla
pinhole	0.375	0.279	0.345	forat
pinion	0.444	0.361	0.346	pinyó
pink	0.806	0.269	0.471	rosa
pinkie	0.663	0.265	0.269	meñique
pinnacle	0.633	0.390	0.508	pinacle
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	determinar amb precisió
pint	0.686	0.333	0.321	pinta
pinto	0.570	0.354	0.373	pinto
pinup	0.610	0.459	0.393	pinup
pioneer	0.796	0.618	0.802	pioner
pious	0.698	0.306	0.426	piadosa
pip	0.448	0.430	0.366	pip
pipe	0.541	0.340	0.330	canonada
piped	0.360	0.529	0.379	canalitzat
pipeline	0.479	0.337	0.411	canonada
piper	0.569	0.442	0.398	flautista
pipette	0.480	0.403	0.418	pipeta
piping	0.365	0.337	0.405	canonades
pipsqueak	0.347	0.481	0.349	pipsqueak
pique	0.417	0.500	0.426	piqueig
piracy	0.296	0.792	0.567	la pirateria
piranha	0.219	0.799	0.575	piranya
pirate	0.156	0.740	0.559	pirata
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	pixar
pissed	0.102	0.888	0.543	enfadat
pissedoff	0.240	0.651	0.459	emprenyat
pisser	0.378	0.547	0.398	pisser
pissesmeoff	0.180	0.587	0.441	enfadar-se
pissingmeoff	0.208	0.622	0.423	enfadar-me
pissoff	0.255	0.617	0.400	treure de polleguera
pistachio	0.643	0.336	0.305	pistatxo
pistol	0.170	0.900	0.677	pistola
piston	0.398	0.480	0.500	pistó
pit	0.408	0.396	0.278	fossa
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	Brea
pitcher	0.510	0.673	0.704	càntir
pitchfork	0.312	0.580	0.529	forca
pitfall	0.177	0.775	0.508	trampa
pith	0.458	0.350	0.596	médula
pithy	0.480	0.360	0.635	concis
pitiful	0.219	0.490	0.232	lamentable
pitted	0.358	0.653	0.470	picat
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	hipòfisi
pity	0.160	0.398	0.114	llàstima
pivot	0.458	0.382	0.440	pivot
pivotal	0.582	0.471	0.536	essencial
pix	0.521	0.373	0.364	pix
pixie	0.562	0.537	0.325	pixie
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzeria
pizzeria	0.719	0.520	0.364	pizzeria
placard	0.388	0.442	0.500	cartell
place	0.573	0.261	0.398	lloc
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	col·locació
placenta	0.375	0.433	0.443	placenta
placid	0.640	0.317	0.491	plàcida
placket	0.408	0.231	0.228	tapeta
plagiarism	0.135	0.716	0.436	plagi
plague	0.083	0.596	0.355	plaga
plaid	0.480	0.330	0.417	plaid
plain	0.500	0.167	0.311	plana
plainclothes	0.698	0.337	0.424	de paisà
plaintiff	0.365	0.806	0.711	demandant
plaintive	0.292	0.529	0.306	planyós
plan	0.646	0.540	0.733	pla
plane	0.510	0.356	0.386	avió
planes	0.667	0.606	0.575	avions
planet	0.698	0.404	0.832	planeta
planetarium	0.704	0.462	0.655	planetari
planetary	0.604	0.500	0.620	planetària
planets	0.724	0.318	0.658	planetes
plank	0.427	0.280	0.333	tauló
plankton	0.552	0.321	0.371	plàncton
planned	0.740	0.385	0.729	previst
planner	0.760	0.469	0.868	planificador
planning	0.894	0.462	0.705	planificació
plant	0.730	0.180	0.371	planta
plantation	0.573	0.585	0.575	plantació
planter	0.604	0.450	0.634	jardinera
planting	0.635	0.343	0.595	plantació
plaque	0.520	0.333	0.420	placa
plasma	0.474	0.398	0.360	plasma
plaster	0.438	0.264	0.255	guix
plastic	0.490	0.269	0.320	plàstic
plasticity	0.542	0.471	0.402	plasticitat
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	placa
plateau	0.611	0.316	0.400	altiplà
plated	0.562	0.458	0.457	xapat
platform	0.602	0.340	0.718	plataforma
plating	0.576	0.368	0.433	xapat
platinum	0.750	0.518	0.702	platí
platonic	0.490	0.461	0.469	platònic
platoon	0.448	0.700	0.745	pelot
platter	0.686	0.245	0.219	plat
plaudit	0.816	0.813	0.546	aplaudiment
plausibility	0.705	0.451	0.570	versemblança
plausible	0.714	0.404	0.510	plausible
play	0.812	0.765	0.358	jugar
playa	0.724	0.510	0.575	platja
playback	0.656	0.559	0.639	reproducció
playbook	0.673	0.582	0.500	llibre de jugades
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	jugador
playful	0.892	0.688	0.463	juganer
playground	0.888	0.620	0.435	parc infantil
playhouse	0.719	0.729	0.426	casa de jocs
playmate	0.878	0.509	0.398	company de joc
playoff	0.622	0.716	0.550	eliminatòria
playpen	0.698	0.481	0.475	corral
playroom	0.844	0.661	0.380	sala de jocs
plaything	0.708	0.602	0.277	joguina
playtime	0.760	0.596	0.566	temps de joc
playwright	0.672	0.550	0.667	dramaturg
plaza	0.690	0.346	0.529	plaça
plea	0.633	0.491	0.517	súplica
plead	0.177	0.596	0.195	suplicar
pleasant	0.939	0.310	0.673	agradable
pleased	0.939	0.548	0.795	content
pleasing	0.917	0.449	0.788	plaent
pleasurable	0.948	0.529	0.669	plaent
pleasure	0.939	0.740	0.682	plaer
pleasures	0.896	0.654	0.705	plaers
pleat	0.490	0.345	0.316	plegat
pleated	0.534	0.318	0.436	plisat
pledge	0.719	0.490	0.764	penyora
pledged	0.719	0.630	0.658	compromesa
plenary	0.573	0.356	0.598	ple
plentiful	0.833	0.735	0.745	abundant
plenty	0.827	0.612	0.824	molt
plenum	0.531	0.454	0.596	ple
plethora	0.646	0.602	0.547	plèthora
plexus	0.333	0.405	0.395	plexe
pliable	0.625	0.370	0.440	flexible
plication	0.360	0.460	0.500	plicació
pliers	0.561	0.334	0.441	alicates
plight	0.450	0.520	0.547	situació difícil
plinth	0.438	0.346	0.473	sòcol
plodding	0.449	0.481	0.439	valent
plop	0.385	0.475	0.349	plop
plot	0.469	0.567	0.510	parcel · la
plough	0.677	0.427	0.458	llaurar
ploughed	0.438	0.420	0.431	llaurada
plover	0.439	0.434	0.191	plover
plow	0.531	0.560	0.456	llaurar
plowed	0.552	0.490	0.355	llaurada
plowing	0.562	0.531	0.518	llaurar
ploy	0.458	0.559	0.741	estratagema
pluck	0.375	0.583	0.474	arrencar
plucky	0.816	0.817	0.880	cordós
plug	0.531	0.356	0.473	endoll
plum	0.724	0.306	0.170	pruna
plumage	0.656	0.286	0.284	plomatge
plumb	0.448	0.500	0.554	plomada
plumber	0.327	0.510	0.448	lampista
plumbing	0.469	0.427	0.441	fontaneria
plume	0.469	0.323	0.375	plomall
plummet	0.302	0.750	0.360	caure en picat
plump	0.385	0.480	0.387	rabassut
plumper	0.406	0.429	0.353	més grassa
plunder	0.125	0.894	0.574	saqueig
plunge	0.307	0.690	0.550	submergir-se
plunger	0.365	0.510	0.373	pistó
plural	0.560	0.432	0.564	plural
plurality	0.683	0.473	0.587	pluralitat
plush	0.625	0.265	0.318	peluix
plutonium	0.406	0.675	0.731	plutoni
ply	0.458	0.320	0.324	capa
plywood	0.561	0.245	0.380	fusta contraxapada
pneumatic	0.337	0.520	0.500	pneumàtic
pneumonia	0.208	0.608	0.324	pneumònia
poacher	0.240	0.673	0.612	caçador furtiu
poachers	0.315	0.857	0.632	caçadors furtius
poaching	0.302	0.824	0.526	caça furtiva
pocket	0.458	0.275	0.340	butxaca
pocketbook	0.551	0.231	0.343	llibreta de butxaca
pocketful	0.594	0.279	0.306	butxaca
pod	0.480	0.396	0.339	beina
podium	0.627	0.365	0.702	podi
poem	0.810	0.270	0.571	poema
poems	0.833	0.388	0.418	poemes
poet	0.827	0.350	0.556	poeta
poetic	0.860	0.269	0.548	poètic
poetical	0.802	0.327	0.518	poètic
poetics	0.833	0.306	0.353	poètica
poetry	0.697	0.235	0.629	poesia
pogo	0.480	0.426	0.368	pogo
poignant	0.646	0.444	0.518	punyent
point	0.490	0.193	0.431	punt
pointedly	0.408	0.706	0.569	puntualment
pointer	0.583	0.382	0.500	punter
pointless	0.055	0.353	0.111	sense sentit
pointy	0.469	0.651	0.438	punxegut
poise	0.677	0.202	0.708	equilibri
poison	0.083	0.760	0.573	verí
poisoned	0.057	0.808	0.402	enverinat
poisoning	0.094	0.837	0.526	intoxicació
poisonous	0.102	0.870	0.533	verinós
poke	0.365	0.713	0.475	picar
poker	0.480	0.689	0.398	pòquer
pokes	0.365	0.480	0.538	picades
polar	0.468	0.261	0.500	polar
polarity	0.510	0.472	0.500	polaritat
pole	0.418	0.398	0.368	pal
polemic	0.133	0.750	0.652	polèmica
police	0.458	0.770	0.830	policia
police officer	0.479	0.816	0.858	policia
policeman	0.542	0.708	0.898	policia
policewoman	0.530	0.740	0.727	dona policia
policy	0.324	0.735	0.833	política
polio	0.296	0.452	0.409	poliomielitis
polish	0.604	0.412	0.533	polir
polished	0.667	0.413	0.491	polit
polite	0.927	0.378	0.562	educat
politeness	0.875	0.353	0.618	cortesia
politic	0.365	0.581	0.798	política
political	0.347	0.730	0.875	polític
politician	0.323	0.551	0.863	polític
politics	0.250	0.528	0.855	política
polity	0.268	0.583	0.802	política
polka	0.604	0.451	0.426	polca
poll	0.552	0.500	0.554	enquesta
pollen	0.622	0.212	0.292	pol·len
polling	0.448	0.598	0.602	votació
pollute	0.173	0.660	0.480	contaminar
pollution	0.062	0.694	0.445	Pol · lució
polo	0.582	0.360	0.415	polo
poltergeist	0.271	0.784	0.544	poltergeist
polyester	0.479	0.270	0.366	polièster
polygamy	0.365	0.647	0.563	poligàmia
polygon	0.490	0.558	0.557	polígon
polygonal	0.427	0.441	0.528	poligonal
polygraph	0.427	0.491	0.602	polígraf
polymer	0.438	0.330	0.393	polímer
polymorphism	0.429	0.592	0.558	polimorfisme
pomp	0.448	0.491	0.413	pompa
pompous	0.500	0.571	0.409	pompós
poncho	0.490	0.265	0.231	ponxo
pond	0.520	0.337	0.358	estany
ponder	0.740	0.380	0.689	reflexionar
ponderous	0.290	0.450	0.534	ponderosa
pong	0.500	0.500	0.396	pong
pontiff	0.625	0.363	0.723	pontífex
pontificate	0.584	0.424	0.704	pontificat
pontoon	0.500	0.377	0.373	pontó
pony	0.812	0.413	0.315	poni
ponytail	0.541	0.337	0.302	cua de cavall
pooch	0.355	0.360	0.347	gosset
poodle	0.500	0.413	0.301	caniche
poof	0.469	0.387	0.210	puf
pool	0.625	0.356	0.598	piscina
poop	0.163	0.430	0.172	caca
poor	0.156	0.358	0.087	pobre
poorly	0.077	0.620	0.196	malament
pop	0.673	0.510	0.491	pop
popcorn	0.875	0.441	0.231	crispetes de blat de moro
pope	0.600	0.375	0.636	papa
popper	0.420	0.509	0.411	popper
poppy	0.635	0.392	0.357	rosella
poppycock	0.347	0.510	0.385	gall de rosella
popsicle	0.667	0.300	0.364	popsicle
popular	0.880	0.676	0.731	popular
popularity	0.896	0.784	0.861	popularitat
popularized	0.750	0.771	0.745	popularitzat
population	0.615	0.423	0.667	població
populous	0.520	0.630	0.725	populosa
porcelain	0.562	0.310	0.349	porcellana
porch	0.535	0.324	0.388	porxo
porcupine	0.388	0.421	0.367	porc espí
pore	0.427	0.271	0.342	porus
pork	0.370	0.450	0.333	carn de porc
porker	0.521	0.602	0.500	porc
porky	0.234	0.483	0.333	porc
porn	0.344	0.915	0.421	porno
porno	0.302	0.923	0.519	porno
pornographic	0.230	0.896	0.500	pornogràfics
pornography	0.323	0.921	0.481	pornografia
porosity	0.312	0.343	0.402	porositat
porous	0.385	0.370	0.264	porós
porridge	0.573	0.229	0.274	farinetes
port	0.550	0.409	0.513	port
portable	0.615	0.356	0.582	portàtil
portage	0.490	0.490	0.445	portatge
portal	0.583	0.347	0.547	portal
porter	0.571	0.375	0.654	porter
porterhouse	0.602	0.364	0.418	porteria
portfolio	0.625	0.280	0.498	cartera
porthole	0.500	0.353	0.382	portell
portico	0.521	0.444	0.366	pòrtic
portion	0.536	0.364	0.398	porció
portrait	0.698	0.186	0.467	retrat
portraiture	0.735	0.298	0.445	retrat
portray	0.656	0.529	0.457	retratar
pose	0.427	0.330	0.361	posar
poser	0.469	0.385	0.316	posador
posh	0.823	0.337	0.750	elegant
posited	0.615	0.410	0.620	posat
position	0.604	0.451	0.538	posició
positioning	0.615	0.490	0.795	posicionament
positive	0.959	0.510	0.855	positiu
positiveenergy	0.940	0.500	0.808	energia positiva
positively	0.969	0.645	0.795	positivament
positivity	0.959	0.549	0.870	positivitat
posse	0.398	0.510	0.473	posse
possess	0.670	0.590	0.727	posseir
possessed	0.327	0.884	0.611	posseït
possessing	0.461	0.593	0.612	posseir
possession	0.677	0.676	0.848	possessió
possessive	0.279	0.648	0.696	possessiu
possessor	0.480	0.573	0.773	posseïdor
possibility	0.816	0.481	0.596	possibilitat
possible	0.688	0.316	0.548	possible
possibly	0.448	0.400	0.500	possiblement
possum	0.408	0.471	0.306	possum
post	0.520	0.426	0.548	publicació
postage	0.560	0.471	0.527	franqueig
postal	0.765	0.245	0.411	postal
postcard	0.822	0.292	0.390	postal
poster	0.542	0.275	0.365	cartell
posterior	0.510	0.385	0.517	posterior
posterity	0.565	0.460	0.683	posteritat
posthumous	0.232	0.441	0.430	pòstum
postman	0.643	0.482	0.455	carter
postmortem	0.296	0.486	0.420	Post mortem
postpone	0.316	0.408	0.451	posposar
postponed	0.439	0.327	0.402	ajornat
postponement	0.448	0.569	0.414	ajornament
postscript	0.487	0.300	0.409	postdata
postulate	0.487	0.470	0.694	postulat
posture	0.562	0.309	0.598	postura
pot	0.500	0.186	0.294	olla
potable	0.765	0.326	0.431	potable
potassium	0.469	0.314	0.472	potassi
potato	0.541	0.235	0.265	patata
potatoes	0.690	0.271	0.309	patates
potency	0.708	0.745	0.879	potència
potent	0.698	0.784	0.907	potent
potential	0.806	0.625	0.840	potencial
pothead	0.378	0.510	0.375	cap d'olla
pothole	0.344	0.294	0.283	forat
potion	0.500	0.400	0.417	poció
potluck	0.621	0.561	0.433	pica-pica
potpourri	0.646	0.580	0.295	popurrí
potted	0.469	0.336	0.375	en test
potter	0.573	0.417	0.482	terrisser
pottery	0.594	0.286	0.422	ceràmica
potty	0.367	0.373	0.317	orinal
pouch	0.438	0.230	0.271	bossa
poultry	0.480	0.375	0.314	aus de corral
pounce	0.490	0.657	0.518	saltar
pound	0.570	0.337	0.443	lliura
pounding	0.333	0.843	0.731	colpejant
pour	0.448	0.570	0.375	abocar
pout	0.458	0.354	0.202	fer mocador
pouting	0.263	0.471	0.270	fent pucheros
pouty	0.333	0.480	0.393	boca
poverty	0.071	0.519	0.183	pobresa
pow	0.375	0.440	0.426	pow
powder	0.521	0.250	0.194	pols
powdered	0.520	0.375	0.420	en pols
powdery	0.323	0.390	0.211	en pols
power	0.719	0.670	0.953	poder
powerful	0.865	0.830	0.991	potent
powerfully	0.854	0.724	0.935	poderosament
powerhouse	0.630	0.755	0.787	central elèctrica
powerless	0.125	0.500	0.328	impotent
powwow	0.490	0.650	0.406	powow
pox	0.235	0.567	0.309	verola
practicable	0.677	0.429	0.635	practicable
practical	0.710	0.490	0.608	pràctic
practically	0.622	0.402	0.588	pràcticament
practice	0.684	0.582	0.639	pràctica
practiced	0.612	0.605	0.580	practicat
practise	0.713	0.490	0.616	pràctica
practitioner	0.704	0.497	0.684	practicant
pragmatic	0.573	0.433	0.637	pragmàtic
prairie	0.673	0.183	0.415	praderia
praise	0.776	0.387	0.658	elogis
praised	0.950	0.441	0.721	lloat
praisegod	0.851	0.500	0.638	Déu de lloança
praisejesus	0.833	0.377	0.672	lloar Jesús
praises	0.878	0.491	0.750	elogis
praiseworthy	0.875	0.445	0.788	lloable
praising	0.906	0.557	0.623	lloant
prance	0.683	0.547	0.435	prança
prank	0.571	0.690	0.389	broma
prawn	0.488	0.324	0.390	gamba
praxis	0.438	0.439	0.593	praxis
pray	0.714	0.127	0.627	pregar
prayer	0.745	0.217	0.604	pregària
prayforme	0.520	0.404	0.445	pregària
praying	0.646	0.235	0.415	pregant
praying mantis	0.479	0.442	0.510	Mantis religiosa
preach	0.602	0.480	0.702	predicar
preacher	0.551	0.388	0.741	predicador
preaching	0.646	0.604	0.795	predicació
preamble	0.541	0.555	0.491	preàmbul
precarious	0.107	0.540	0.273	precari
