English Word	Valence	Arousal	Dominance	Yiddish Word
ilk	0.438	0.451	0.455	ענלעך
ill	0.073	0.410	0.200	קראַנק
illegal	0.061	0.787	0.337	ומלעגאַל
illegality	0.094	0.635	0.427	אומלעגאליטעט
illegally	0.133	0.788	0.402	יליגאַלי
illegible	0.296	0.490	0.315	ומלעגאַל
illegitimate	0.184	0.644	0.302	ומלעגאַל
illicit	0.188	0.794	0.390	ומלעגאַל
illiterate	0.120	0.410	0.151	אַנאַלפאַבעטיש
illness	0.098	0.717	0.211	קראנקהייט
illogical	0.208	0.630	0.251	אומלאָגישע
illuminate	0.905	0.646	0.782	באלויכטן
illuminating	0.949	0.613	0.773	ילומאַנייטינג
illumination	0.760	0.588	0.537	ילומאַניישאַן
illuminator	0.770	0.566	0.718	יללומינאַטאָר
illusion	0.562	0.490	0.387	אילוזיע
illustrate	0.750	0.430	0.690	אילוסטרירן
illustration	0.740	0.441	0.640	געמעל
illustrative	0.771	0.452	0.647	יללוסטראַטיוו
illustrious	0.673	0.550	0.741	יללוסטריאַס
ilovechristmas	0.885	0.590	0.525	אילאָווע ניטל
iloveher	0.750	0.519	0.556	איך האב איר ליב
image	0.653	0.241	0.453	בילד
imagery	0.653	0.327	0.390	בילדער
imaginable	0.613	0.529	0.596	ימאַדזשאַנאַבאַל
imaginary	0.560	0.424	0.310	ויסגעטראַכט
imagination	0.802	0.491	0.547	פאַנטאַזיע
imaginative	0.780	0.541	0.593	ימאַדזשאַנאַטיוו
imagine	0.759	0.480	0.587	ימאַדזשאַן
imagined	0.656	0.412	0.418	ימאַדזשאַנד
imaging	0.724	0.394	0.482	ימאַגינג
imagining	0.765	0.458	0.545	ימאַדזשאַן
imam	0.527	0.337	0.539	ימאַם
imbalance	0.115	0.538	0.264	ימבאַלאַנס
imbecile	0.082	0.569	0.260	ימבעסילע
imbedded	0.406	0.580	0.562	ימבעדיד
imissyou	0.480	0.608	0.344	איך בענק זיך נאָך דיר
imitate	0.469	0.561	0.336	נאָכמאַכן
imitated	0.333	0.391	0.442	נאָכמאַכן
imitation	0.406	0.592	0.343	נאָכמאַך
immaculate	0.698	0.330	0.688	ומבאַפלעקט
immaterial	0.296	0.309	0.295	ומאַטעריע
immature	0.114	0.500	0.200	ומצייַטיק
immaturity	0.146	0.567	0.221	ומצייַטיק
immeasurable	0.510	0.539	0.712	אוממעסטן
immeasurably	0.510	0.640	0.680	אוממעסטן
immediacy	0.635	0.630	0.627	מידקייַט
immediate	0.656	0.548	0.716	גלייך
immediately	0.552	0.780	0.707	מיד
immemorial	0.327	0.469	0.454	ימאַמאָריאַל
immense	0.755	0.750	0.811	גוואַלדיק
immerse	0.510	0.577	0.509	ייַנטונקען
immersion	0.510	0.556	0.564	טבילה
immigrant	0.357	0.663	0.509	אימיגראנט
immigration	0.390	0.667	0.454	ימאַגריישאַן
imminent	0.490	0.784	0.643	אָט-אָט
immobile	0.225	0.217	0.298	אומבאוועגלעך
immoral	0.143	0.622	0.385	וממאָראַליש
immorality	0.188	0.689	0.315	אוממאָראַלישקייט
immortal	0.812	0.750	0.795	ימאָרטאַל
immortality	0.688	0.635	0.861	ימאָרטאַליטי
immovable	0.480	0.310	0.571	אומבאוועגלעך
immune	0.629	0.472	0.780	ימיון
immunity	0.633	0.316	0.786	ימיונאַטי
immunization	0.667	0.510	0.733	ימיונאַזיישאַן
immutable	0.427	0.431	0.571	אוממיוטאַבאַל
imp	0.350	0.448	0.420	ימפּ
impact	0.469	0.884	0.776	פּראַל
impair	0.153	0.500	0.360	פאַרשעדיקן
impaired	0.130	0.459	0.269	ימפּערד
impairment	0.170	0.571	0.220	ימפּערמאַנט
impart	0.521	0.441	0.694	איבערגעבן
impartial	0.531	0.406	0.685	אומפארטײאיש
impartiality	0.622	0.394	0.616	אומפארטייאיטי
impassable	0.342	0.458	0.553	ימפּאַסאַבאַל
impassioned	0.740	0.780	0.802	לייַדנשאַפטלעך
impatience	0.278	0.780	0.411	אומגעדולד
impatient	0.250	0.708	0.429	אומגעדולדיק
impatiently	0.194	0.750	0.539	אומגעדולדיק
impeach	0.208	0.776	0.664	ימפּיטש
impeachment	0.163	0.735	0.694	ימפּיטשמאַנט
impeccable	0.833	0.370	0.824	ימפּעקקאַבלע
impede	0.271	0.510	0.604	פאַרהאַלטן
impediment	0.163	0.600	0.409	שטערונג
impelled	0.604	0.741	0.690	ימפּעלעד
impending	0.480	0.735	0.752	ימפּענדינג
impenetrable	0.531	0.577	0.839	ימפּענאַטראַבאַל
imperative	0.625	0.647	0.708	ימפּעראַטיוו
imperceptible	0.378	0.490	0.548	ימפּערסעפּטיבאַל
imperfect	0.173	0.527	0.202	ימפּערפיקט
imperfection	0.190	0.567	0.321	ימפּערפעקשאַן
imperfectly	0.297	0.481	0.330	ימפּערפעקטלי
imperial	0.669	0.646	0.922	קייסעריש
imperialist	0.284	0.786	0.833	אימפעריאליסט
impermeable	0.510	0.308	0.558	ימפּערמעאַבאַל
impermissible	0.188	0.464	0.352	ימפּערמיסאַבאַל
impersonal	0.316	0.356	0.472	אומפּערסאָנאַל
impersonate	0.510	0.632	0.591	ימפּערסאַנייט
impersonation	0.375	0.618	0.528	ימפּערסאַניישאַן
impersonator	0.469	0.586	0.406	ימפּערסאַנאַטאָר
impertinence	0.170	0.653	0.420	חוצפה
impertinent	0.219	0.826	0.373	ומגעצוימט
impervious	0.582	0.408	0.536	ומדיריק
impetuous	0.602	0.814	0.712	ימפּאַטיואַס
impetus	0.521	0.740	0.635	ימפּעטוס
implacable	0.569	0.663	0.830	ימפּלאַקאַבאַל
implant	0.429	0.510	0.588	ייַנפלאַנצן
implantation	0.396	0.604	0.741	ימפּלאַנטיישאַן
implanted	0.347	0.500	0.679	ימפּלאַנטיד
implement	0.720	0.573	0.792	ינסטרומענט
implicate	0.250	0.670	0.434	אַרייַנציען
implicated	0.354	0.673	0.438	ימפּלאַקייטיד
implication	0.337	0.528	0.690	ימפּלאַקיישאַן
implied	0.327	0.530	0.481	ימפּלייד
implore	0.396	0.650	0.377	בעטן
implosion	0.412	0.724	0.547	ימפּלאָוזשאַן
imply	0.542	0.670	0.533	מיינען
impolite	0.167	0.590	0.282	אַנלייקלי
import	0.615	0.480	0.623	אַרייַנפיר
importance	0.750	0.580	0.864	וויכטיקייט
important	0.827	0.630	0.836	וויכטיק
importation	0.625	0.500	0.733	ימפּאָרטיישאַן
impose	0.503	0.721	0.745	אָנטאָן
imposing	0.392	0.731	0.836	ימפּאָוזינג
imposition	0.357	0.604	0.618	ימפּאַזישאַן
impossibility	0.170	0.625	0.306	אוממעגלעכקייט
impossible	0.153	0.510	0.407	אוממעגלעך
impostor	0.135	0.704	0.442	ימפּאָסטער
impotence	0.198	0.689	0.224	מענערשוואַכקייט
impotent	0.146	0.587	0.333	ימפּאַטאַנט
impound	0.230	0.587	0.583	אַרייַנלייגן
impoverished	0.125	0.311	0.203	פארארעמט
impracticable	0.398	0.549	0.381	ימפּראַקטיק
impractical	0.160	0.373	0.291	ימפּראַקטאַקאַל
impregnable	0.378	0.549	0.667	ימפּרעגנאַבאַל
impregnate	0.510	0.721	0.655	ימפּרעגנירן
impress	0.816	0.744	0.895	ימפּאָנירן
impressed	0.806	0.770	0.429	ימפּרעסט
impression	0.684	0.557	0.577	רושם
impressionable	0.827	0.720	0.645	ימפּרעסיוו
impressive	0.781	0.830	0.873	ימפּרעסיוו
imprint	0.615	0.574	0.685	אָפּדרוק
imprison	0.112	0.829	0.545	טורמע
imprisoned	0.032	0.717	0.302	אין טורמע
imprisonment	0.133	0.630	0.471	טורמע
improbable	0.097	0.412	0.439	ימפּראַבאַבאַל
impromptu	0.541	0.729	0.415	ימפּראַמפּטו
improper	0.229	0.520	0.259	אומרעכט
impropriety	0.133	0.591	0.389	אומרעכט
improve	0.833	0.528	0.815	פֿאַרבעסערן
improved	0.919	0.480	0.679	ימפּרוווד
improvement	0.786	0.500	0.611	פֿאַרבעסערונג
improves	0.929	0.625	0.727	ימפּרוווז
improving	0.911	0.510	0.682	ימפּרוווינג
improvisation	0.631	0.812	0.529	ימפּראַוויזיישאַן
improvise	0.646	0.650	0.519	ימפּראַוויז
improvised	0.610	0.673	0.443	ימפּראַווייזד
imprudent	0.170	0.676	0.265	אומשולדיק
impudence	0.214	0.500	0.472	חוצפה
impudent	0.302	0.604	0.462	חוצפהדיק
impulse	0.530	0.840	0.611	שטופּן
impulsive	0.365	0.864	0.607	ימפּאַלסיוו
impunity	0.313	0.721	0.602	שטראָף
impure	0.260	0.560	0.208	אומרײן
impurity	0.173	0.546	0.306	טומאה
imputation	0.333	0.654	0.621	ימפּוטיישאַן
imtryingtosleep	0.438	0.363	0.385	פּרובירן צו שלאָפן
inability	0.150	0.529	0.250	ינאַביליטי
inaccessible	0.083	0.585	0.446	ניט צוטריטלעך
inaccurate	0.135	0.450	0.250	ומפּינקטלעך
inaction	0.323	0.225	0.325	ינאַקשאַן
inactivate	0.245	0.240	0.415	ינאַקטיווייט
inactivation	0.198	0.260	0.220	ינאַקטיוואַטיאָן
inactive	0.271	0.167	0.159	ינאַקטיוו
inactivity	0.135	0.143	0.227	ינאַקטיוויטי
inadequacy	0.286	0.500	0.297	ינאַדאַקוואַטי
inadequate	0.122	0.450	0.223	נישט גענוג
inadequateness	0.240	0.529	0.316	ינאַדאַקוואַטאַטי
inadmissible	0.188	0.636	0.389	ניט צונעמען
inadvertent	0.365	0.368	0.286	אומגעוויינטלעך
inadvertently	0.302	0.541	0.549	אומבאמאכט
inaffable	0.388	0.518	0.455	ומגליקלעך
inalienable	0.437	0.459	0.608	אומרעכט
inane	0.271	0.350	0.268	ינאַנע
inanimate	0.281	0.143	0.224	אומלעבן
inapplicable	0.281	0.402	0.330	ניט אָנווענדלעך
inappropriate	0.135	0.542	0.353	ינאַפּראָופּרייט
inattention	0.208	0.433	0.188	אומאכטונג
inaudible	0.280	0.398	0.358	ינאָדאַבאַל
inaugural	0.684	0.567	0.608	ינאָגיעראַל
inaugurate	0.781	0.582	0.800	ייַנשווערן
inauguration	0.847	0.712	0.769	ייַנשווערונג
inborn	0.590	0.288	0.546	געבוירן
inbound	0.531	0.388	0.538	אינבאונד
inbred	0.397	0.520	0.473	ינברילד
incalculable	0.449	0.620	0.679	ינקאַלקיאַלאַבאַל
incandescent	0.354	0.612	0.621	ינקאַנדעסאַנט
incantation	0.439	0.632	0.548	ינסאַנטיישאַן
incapable	0.156	0.529	0.155	ניט ביכולת
incapacity	0.052	0.500	0.217	אוממעגלעכקייט
incarceration	0.100	0.800	0.397	תפיסה
incarnate	0.552	0.651	0.593	פאַרקערפּערן
incase	0.580	0.196	0.365	טאָמער
incendiary	0.281	0.810	0.598	אָנצינדונג
incense	0.698	0.275	0.328	קטורת
incensed	0.338	0.643	0.392	דערשראקן
incentive	0.812	0.618	0.718	ינסעניוו
inception	0.604	0.425	0.561	אָנהייב
incessant	0.438	0.760	0.544	אומאפהענגיק
incessantly	0.417	0.765	0.606	בליענדיק
incest	0.073	0.853	0.491	ינסעסט
incestuous	0.188	0.736	0.442	ינסעסטואָוס
inch	0.481	0.327	0.300	אינטש
incidence	0.417	0.527	0.429	ינסידאַנס
incident	0.084	0.662	0.482	אינצידענט
incidental	0.281	0.610	0.404	אגב
incidentally	0.479	0.500	0.500	אגב
incineration	0.229	0.787	0.470	פאַרברענען
incinerator	0.250	0.643	0.591	פאַרזיין
incipient	0.442	0.382	0.430	אָנהייב
incision	0.240	0.663	0.558	ינסיזשאַן
incisive	0.380	0.602	0.545	ינסיסיוו
incite	0.449	0.736	0.642	אָנצינדן
incitement	0.302	0.943	0.598	אָנצינדונג
inclement	0.260	0.676	0.616	ינקלעמענט
inclination	0.378	0.490	0.538	יצר
incline	0.490	0.423	0.345	שיפּוע
inclined	0.469	0.347	0.402	גענייגט
include	0.729	0.449	0.702	אַרייַננעמען
included	0.760	0.402	0.570	אַרייַנגערעכנט
including	0.700	0.378	0.518	כולל
inclusion	0.774	0.404	0.712	ינקלוזשאַן
inclusive	0.604	0.420	0.564	ינקלוסיוו
incognito	0.610	0.490	0.446	ינקאָגניטאָ
incoherent	0.122	0.612	0.250	ינקאָהעראַנט
income	0.750	0.510	0.728	האַכנאָסע
incoming	0.660	0.509	0.596	ינקאַמינג
incomparable	0.625	0.577	0.670	אומפאַרגלייַכלעך
incompatible	0.196	0.500	0.310	ינקאַמפּאַטאַבאַל
incompetence	0.077	0.551	0.208	ינקאַמפּאַטאַנס
incompetent	0.133	0.566	0.239	אוממעכטיק
incomplete	0.153	0.370	0.205	דערענדיקט
incompletely	0.344	0.442	0.232	דערענדיקט
incompleteness	0.271	0.451	0.234	דערענדיקטקייט
incomprehensible	0.250	0.550	0.344	אומפארשטענדליך
inconceivable	0.198	0.552	0.561	אומגליקלעך
inconclusive	0.153	0.442	0.340	ינקאַנקלוסיוו
incongruous	0.177	0.504	0.343	ומגליקלעך
inconsequential	0.250	0.480	0.345	ומבאַקוועם
inconsiderate	0.224	0.519	0.423	ינקאַנסעראַט
inconsistency	0.125	0.480	0.314	ינקאַנסיסטאַנסי
inconsistent	0.271	0.431	0.295	סתירה
inconspicuous	0.604	0.214	0.368	אומבאמערקזאמקייט
incontinence	0.150	0.598	0.272	ינקאַנטאַנאַנס
inconvenience	0.063	0.667	0.291	ומבאַקוועמקייַט
inconvenient	0.224	0.610	0.375	ומבאַקוועם
incorporate	0.745	0.612	0.571	ינקאָרפּערייט
incorporation	0.573	0.404	0.768	ינקאָרפּאָראַטיאָן
incorrect	0.140	0.569	0.255	פאַלש
incorrigible	0.130	0.667	0.500	אומבארעכטיגטע
increase	0.810	0.657	0.886	העכערונג
increased	0.684	0.660	0.773	געוואקסן
incredible	0.857	0.796	0.902	גלייבן
incredulous	0.286	0.510	0.269	גלייבן
increment	0.684	0.637	0.750	פאַרגרעסערן
incriminate	0.188	0.810	0.416	באַשולדיקן
incriminating	0.133	0.788	0.500	ינקרימינייטינג
incrimination	0.152	0.865	0.545	ינקרימינאציע
incubation	0.461	0.490	0.397	ינגקיוביישאַן
incubator	0.510	0.435	0.405	ינגקיאַבייטער
incubus	0.458	0.529	0.482	ינקובוס
incumbent	0.396	0.540	0.565	אָנגעשטעלטער
incur	0.312	0.667	0.495	אַקערז
incurable	0.104	0.667	0.255	ינקיילאַבאַל
incursion	0.552	0.830	0.719	אַרײַנגאַנג
indebted	0.138	0.698	0.275	שולדיג
indecency	0.135	0.670	0.491	אָרנטלעכקייַט
indecent	0.083	0.683	0.240	אָרנטלעך
indecision	0.184	0.480	0.196	ינדיסיזשאַן
indecisive	0.271	0.420	0.190	ניט באַשטימענדיק
indefensible	0.173	0.647	0.484	ינדעפענסאַבאַל
indefinite	0.448	0.292	0.296	ינדעפאַנאַט
indelible	0.490	0.337	0.591	ינדיבאַלאַבאַל
indemnification	0.521	0.490	0.770	אַנטשולדיקונג
indemnify	0.449	0.548	0.613	באַשייַמפּערלעך
indemnity	0.470	0.607	0.692	פאַרהיטונג
indent	0.479	0.346	0.379	ינדענט
indentation	0.374	0.500	0.349	ינדענטיישאַן
indenture	0.434	0.382	0.636	ינדענטורע
independence	0.896	0.663	0.911	זעלבסטשטענדיקייט
independent	0.885	0.440	0.872	אומאָפּהענגיק
indescribable	0.448	0.529	0.648	אומבאשרייבלעך
indestructible	0.772	0.731	0.853	ינדאַסטראַקטיבאַל
indeterminate	0.360	0.402	0.322	אומבאשטימט
index	0.448	0.268	0.342	אינדעקס
indicate	0.594	0.350	0.676	אָנווייַזן
indicating	0.745	0.339	0.555	אָנווייַזן
indication	0.719	0.432	0.750	אָנווייַז
indicative	0.510	0.510	0.591	ינדיקאַטיוו
indicator	0.573	0.451	0.670	גראדן
indice	0.469	0.377	0.541	אינדעקס
indict	0.188	0.731	0.458	באַשולדיקן
indictment	0.245	0.745	0.577	באַשולדיקונג
indie	0.479	0.368	0.430	ינדיע
indifference	0.265	0.417	0.299	גלייַכגילטיגקייט
indifferent	0.396	0.157	0.250	גלייַכגילטיק
indigenous	0.500	0.509	0.552	ינדידזשאַנאַס
indigent	0.156	0.481	0.223	נויטפאַל
indigestion	0.204	0.610	0.182	ינדיידזשעסטשאַן
indignant	0.260	0.600	0.423	ופגעבראַכט
indignation	0.173	0.778	0.431	צארן
indignity	0.167	0.500	0.306	אומגערעכטיקייט
indigo	0.514	0.365	0.473	ינדיגאָ
indirect	0.385	0.402	0.330	ומדירעקט
indiscreet	0.177	0.587	0.342	ינדיסקרעט
indiscretion	0.265	0.637	0.390	ינדיסקרעטיאָן
indispensable	0.710	0.449	0.802	ינדיספּענסאַבאַל
indisposed	0.122	0.519	0.206	ינדיספּאָוזד
indistinct	0.255	0.340	0.360	אומגליקלעך
indistinguishable	0.346	0.458	0.548	ניט אונטערשיידן
individual	0.627	0.327	0.533	יחיד
individuality	0.612	0.469	0.527	ינדיווידזשואַליטי
indivisible	0.646	0.398	0.580	ינדיוויזאַבאַל
indoctrination	0.327	0.657	0.698	ינדאָקטרינאַטיאָן
indolent	0.177	0.381	0.259	טרויעריק
indomitable	0.458	0.800	0.830	אומברעכט
indoor	0.615	0.245	0.347	דרינענדיק
induce	0.257	0.606	0.684	פאַרשאַפן
induced	0.397	0.471	0.491	אריינגערעכנט
inducement	0.647	0.765	0.685	ינדוסעמענט
induction	0.392	0.593	0.627	ינדאַקשאַן
indulge	0.833	0.716	0.669	נאָכגעבן
indulgence	0.479	0.490	0.517	ינדאַלדזשאַנס
indulgent	0.560	0.481	0.529	ינדאַלדזשאַנט
industrial	0.469	0.600	0.875	ינדאַסטריאַל
industrialist	0.562	0.633	0.843	ינדאַסטריאַליסט
industrious	0.720	0.537	0.791	פלייַסיק
industry	0.650	0.447	0.836	אינדוסטריע
ineffable	0.551	0.577	0.585	אומגליקלעך
ineffective	0.093	0.422	0.094	יניפעקטיוו
ineffectual	0.163	0.412	0.200	יניפעקטיוו
inefficiency	0.092	0.466	0.181	ינעפעקטיווקייַט
inefficient	0.190	0.460	0.173	באַטלאָניש
inelastic	0.396	0.426	0.385	ינעלאַסטיק
ineligible	0.143	0.377	0.457	נישט בארעכטיגט
inept	0.156	0.418	0.209	ינעפּפּט
ineptitude	0.177	0.471	0.250	ינעפּטיטודע
inequality	0.122	0.575	0.259	אומגלײַכקייט
inequitable	0.281	0.519	0.373	אומגליקלעך
inert	0.323	0.180	0.319	ינערט
inertia	0.344	0.288	0.322	אינערציע
inevitable	0.316	0.419	0.623	באַשערט
inexact	0.153	0.459	0.170	ניט פּינטלעך
inexcusable	0.271	0.582	0.546	ומניקוזאַבאַל
inexhaustible	0.602	0.541	0.643	אומאומלעך
inexpensive	0.694	0.414	0.260	ביליק
inexperience	0.208	0.614	0.151	יניקספּיריאַנס
inexperienced	0.281	0.473	0.231	יניקספּיריאַנסט
inexplicable	0.224	0.635	0.443	אומפארשטענדליך
inexpressible	0.198	0.608	0.364	ינעקספּרעסאַבאַל
infallibility	0.583	0.663	0.764	ינפאַלאַביליטי
infallible	0.776	0.687	0.809	אומפאַלן
infamous	0.146	0.580	0.472	פאַרנאַנט
infamy	0.177	0.676	0.421	שמוץ
infancy	0.750	0.399	0.370	קינדשאַפט
infant	0.802	0.431	0.328	פּיצל קינד
infanticide	0.167	0.856	0.443	קינדער מאָרד
infantile	0.604	0.382	0.259	ינפאַנטיל
infantry	0.531	0.684	0.791	ינפאַנטרי
infarct	0.080	0.846	0.386	ינפאַרקט
infatuated	0.729	0.764	0.417	פאַראינטערעסירט
infatuation	0.844	0.745	0.530	פאַרפעלטונג
infeasible	0.245	0.472	0.236	ניט פיזאַבאַל
infect	0.102	0.777	0.424	אָנשטעקן
infection	0.083	0.735	0.407	ינפעקציע
infectious	0.142	0.760	0.422	ינפעקטיאָוס
infer	0.449	0.490	0.453	אָפּלייקענען
inference	0.359	0.479	0.398	אינפערענץ
inferential	0.426	0.451	0.455	ינפערענטיאַל
inferior	0.260	0.254	0.106	ערגער
inferiority	0.177	0.430	0.205	מינדערהייט
infernal	0.083	0.837	0.571	גיהנום
inferno	0.051	0.857	0.463	גענעם
infertile	0.274	0.458	0.255	אומפרוכטיק
infertility	0.170	0.664	0.328	ינפערטיליטי
infestation	0.256	0.776	0.527	ינפעסטיישאַן
infidel	0.177	0.740	0.404	כופר
infidelity	0.062	0.777	0.392	ינפידעליטי
infield	0.510	0.571	0.438	אינפילד
infiltrate	0.408	0.745	0.587	ינפילטרירן
infiltration	0.265	0.792	0.536	ינפילטריישאַן
infinite	0.724	0.583	0.735	ינפאַנאַט
infinitely	0.688	0.643	0.829	ינפאַנאַטלי
infinitesimal	0.388	0.472	0.496	אינפיניטסימאַל
infinity	0.516	0.459	0.805	ומענדיקייַט
