English Word	Valence	Arousal	Dominance	Malagasy Word
inheritance	0.900	0.565	0.798	LOVA
inhibit	0.167	0.479	0.447	manakana
inhibition	0.265	0.392	0.534	fanakanana
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	Niriny
inhuman	0.107	0.660	0.492	maha-olombelona
inhumane	0.104	0.587	0.402	tsy mifaditrovana
inhumanity	0.143	0.540	0.405	habibiana
inimaginable	0.542	0.636	0.534	tsy azo eritreretina
inimical	0.260	0.823	0.556	mankahala
inimitable	0.571	0.413	0.790	tsy azo lavina
iniquity	0.219	0.567	0.425	ratsy
initial	0.583	0.314	0.539	voalohany
initiate	0.719	0.480	0.553	manomboka
initiated	0.760	0.490	0.650	nanomboka
initiation	0.698	0.529	0.527	firosoana
initiative	0.833	0.615	0.768	fandraisana an-tanana
inject	0.406	0.735	0.596	mampiditra
injection	0.281	0.741	0.518	tsindrona
injunction	0.281	0.422	0.519	didy
injure	0.177	0.710	0.364	hanimba
injured	0.083	0.680	0.302	MARATRA
injuring	0.073	0.790	0.245	nandratra
injurious	0.177	0.759	0.366	dratsy
injury	0.049	0.769	0.287	ratra
injustice	0.082	0.755	0.444	ny Tsy rariny
ink	0.471	0.408	0.235	ranomainty
inkling	0.448	0.551	0.570	inkling
inland	0.510	0.417	0.423	afovoan-tany
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	fidirana
inmate	0.235	0.663	0.398	voafonja
inn	0.660	0.284	0.475	gîte
innards	0.302	0.480	0.400	taovany
innate	0.490	0.400	0.521	voajanahary
inner	0.551	0.216	0.443	anaty
innermost	0.583	0.500	0.510	anatiny indrindra
innerpeace	0.714	0.318	0.551	fiadanana anaty
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	innings
innkeeper	0.578	0.224	0.472	tompon'ny tranom-bahiny
innocence	0.802	0.260	0.307	tsy manan-tsiny
innocent	0.729	0.206	0.340	TSY MANAN-TSINY
innocently	0.776	0.250	0.302	tamim-pahatsorana
innocuous	0.510	0.321	0.172	fiantraikany
innovate	0.898	0.872	0.750	fanavaozana
innovation	0.949	0.680	0.890	zava-baovao
innovative	0.880	0.640	0.830	zava-baovao
innuendo	0.467	0.670	0.463	fanaratsiana an-kolaka
innumerable	0.667	0.445	0.704	tsy tambo isaina
inoculation	0.333	0.570	0.598	inoculation
inoperable	0.184	0.422	0.304	tsy azo ampiasaina
inoperative	0.138	0.425	0.273	tsy miasa
inordinate	0.163	0.630	0.330	firehetam
inorganic	0.385	0.345	0.282	tsy organika
input	0.643	0.337	0.527	fahan'ny
inquest	0.458	0.569	0.721	fakana am-bavany
inquire	0.583	0.519	0.363	anontanio ange
inquirer	0.573	0.598	0.776	nanontany
inquiring	0.479	0.510	0.500	nanontany
inquiry	0.541	0.420	0.536	nanontany
inquisitive	0.301	0.637	0.615	tia karokaroka
inquisitor	0.385	0.873	0.642	inquisitor
insane	0.062	0.670	0.265	very saina
insanity	0.098	0.847	0.337	adala
insatiable	0.375	0.656	0.558	mety afa-po
inscription	0.592	0.422	0.542	Inscription
inscrutable	0.459	0.541	0.613	tsy azo fantarina
insect	0.276	0.633	0.242	bibikely
insecticide	0.188	0.598	0.430	famonoana bibikely
insecure	0.114	0.538	0.132	fahatokian-tena
insecurity	0.094	0.647	0.350	tsy fandriampahalemana
insemination	0.542	0.644	0.622	insemination
insensitive	0.219	0.471	0.302	mafy fo
inseparable	0.700	0.520	0.571	afa-misaraka
insert	0.481	0.552	0.519	Mampidira
inserted	0.479	0.402	0.476	nampidirina
insertion	0.521	0.520	0.565	fampidirana
inside	0.612	0.404	0.472	ao anatiny
insider	0.625	0.562	0.750	anatiny
insidious	0.146	0.622	0.480	mampidi-doza
insight	0.613	0.363	0.649	lalin-tsaina
insightful	0.664	0.691	0.713	takatry
insignia	0.665	0.282	0.685	famantarana
insignificance	0.250	0.216	0.222	tsinontsinona
insignificant	0.083	0.306	0.114	tsy misy dikany
insinuate	0.292	0.635	0.413	manindrona
insipid	0.214	0.250	0.241	tsy misy dikany
insist	0.635	0.651	0.688	mikiry
insistence	0.418	0.704	0.645	nanizingizina
insistent	0.552	0.635	0.701	Nisisika
insists	0.490	0.587	0.610	Manizingizina
insolence	0.115	0.731	0.402	nanivaiva
insolent	0.112	0.663	0.343	mpanambany
insoluble	0.439	0.290	0.414	Mora mampivaingana
insolvency	0.323	0.431	0.300	insolvency
insolvent	0.230	0.481	0.318	insolvent
insomnia	0.198	0.611	0.373	mahita tory
insomniac	0.231	0.367	0.329	reraka
inspect	0.479	0.603	0.793	-maso
inspection	0.459	0.630	0.718	fanaraha-maso
inspector	0.418	0.580	0.852	mpanara-maso
inspiration	0.938	0.600	0.779	aingam-panahy
inspirational	0.927	0.720	0.810	panahy
inspire	0.918	0.627	0.759	aingam-panahy
inspired	0.967	0.702	0.736	aingam-panahy
instability	0.177	0.760	0.353	fikorontanana
install	0.630	0.583	0.736	hametraka
installation	0.656	0.469	0.759	fametrahana
installment	0.619	0.396	0.483	fizarana
instance	0.547	0.450	0.558	ohatra
instant	0.766	0.454	0.554	indray mipi-maso
instantaneous	0.750	0.500	0.585	eo no ho eo
instantaneously	0.656	0.640	0.600	eo no ho eo
instigate	0.278	0.765	0.642	manentana
instigation	0.323	0.769	0.648	toro-
instill	0.562	0.490	0.618	Ampianaro
instinct	0.771	0.602	0.642	Fahendrena
instinctive	0.752	0.575	0.694	voajanahary
institute	0.604	0.480	0.807	Institute
institution	0.580	0.311	0.790	fikambanana
instruct	0.729	0.490	0.833	hanome toromarika ihany
instructed	0.740	0.388	0.722	anatra
instruction	0.656	0.434	0.736	fampianarana
instructional	0.698	0.500	0.773	fampianarana
instructions	0.582	0.302	0.556	torolalana
instructive	0.583	0.420	0.643	fianarana
instructor	0.771	0.490	0.782	MPAMPIANATRA
instrument	0.562	0.537	0.655	fitaovana
instrumental	0.740	0.472	0.647	Zavatra
instrumentalist	0.656	0.540	0.740	mpitendry zavamaneno
instrumentality	0.637	0.510	0.618	instrumentality
insubordination	0.281	0.775	0.634	tsy mankatò
insufferable	0.220	0.784	0.291	tsy mahazaka
insufficiency	0.115	0.431	0.210	ny tsy fahampian'ny
insufficient	0.188	0.380	0.093	tsy ampy
insufficiently	0.147	0.509	0.198	ho tsy ampy ahazoana
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	mifindra
insulated	0.208	0.265	0.304	Voaro
insulation	0.245	0.327	0.264	insulation
insulin	0.429	0.472	0.375	insuline
insult	0.085	0.831	0.389	fanevatevana
insulting	0.094	0.840	0.412	faniratsirana
insurance	0.714	0.308	0.825	MPIANTOKA
insure	0.700	0.415	0.698	antoka
insurgent	0.235	0.735	0.660	mpikomy
insurmountable	0.620	0.627	0.737	hay resena
insurrection	0.229	0.706	0.582	fikomiana
intact	0.716	0.212	0.602	simba
intake	0.604	0.527	0.442	fihinanana
intangible	0.525	0.480	0.473	tsy azo tsapain-tanana
integer	0.573	0.327	0.595	integer
integral	0.590	0.337	0.615	manontolo
integrate	0.729	0.390	0.700	mampiditra
integration	0.771	0.480	0.737	fampidirana
integrity	0.865	0.413	0.848	mivadika
intellect	0.844	0.418	0.870	fahiratantsaina
intellectual	0.906	0.455	0.845	ara-tsaina
intelligence	0.833	0.587	0.885	fahiratan-tsaina
intelligent	0.917	0.541	0.868	manan-tsaina
intelligibility	0.740	0.481	0.689	fahatakarana
intelligible	0.635	0.480	0.691	mazava
intend	0.562	0.520	0.519	mikasa
intended	0.406	0.542	0.587	natao
intending	0.510	0.567	0.597	ta
intense	0.592	0.774	0.679	mafy
intensely	0.694	0.846	0.750	mafy
intensify	0.604	0.870	0.737	manamafy
intensity	0.622	0.930	0.952	mafy
intensive	0.570	0.842	0.776	mafy
intent	0.550	0.481	0.500	finiavana
intention	0.531	0.480	0.636	fikasana
intentional	0.650	0.615	0.750	iniana
intentionally	0.450	0.676	0.696	fanahy iniana
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	hifaneraserana
interaction	0.646	0.735	0.750	fifandraisana
interactive	0.727	0.811	0.770	fifandraisana
intercede	0.582	0.577	0.630	fifonana
intercept	0.221	0.660	0.676	manakana
interception	0.327	0.673	0.643	pifandraisan
intercession	0.503	0.486	0.598	fanelanelanana
interchange	0.615	0.527	0.565	fifampaherezana
interchangeable	0.615	0.459	0.526	azo ifanakalozana
interchanged	0.396	0.472	0.434	mifanakalo
intercom	0.623	0.429	0.453	telefaonina
intercourse	0.551	0.608	0.557	firaisana
interdependence	0.608	0.618	0.639	fifampiankinan'ny
interdependent	0.410	0.482	0.598	mifampiankina
interdiction	0.337	0.500	0.585	fandrarana
interest	0.780	0.667	0.618	mahaliana
interested	0.750	0.529	0.725	liana
interesting	0.927	0.726	0.731	TENA
interface	0.643	0.357	0.600	interface tsara
interfere	0.323	0.714	0.471	hisakana
interference	0.396	0.736	0.357	fitsabahan'ny
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	intergalactic
interim	0.604	0.400	0.524	vonjimaika
interior	0.618	0.157	0.462	Atitany
interject	0.333	0.648	0.658	miditra
interlocutory	0.490	0.500	0.527	fifampiresahana
interlude	0.470	0.417	0.377	fanelanelanana
intermediary	0.427	0.510	0.643	mpanelanelana
intermediate	0.480	0.368	0.400	kafa
interment	0.235	0.608	0.346	fandevenana
interminable	0.327	0.481	0.561	tsy manam-petra
intermission	0.490	0.360	0.402	fiatoana
intermittent	0.337	0.565	0.436	mitsitaitaika
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	anaty
internally	0.615	0.400	0.616	anatiny
international	0.800	0.519	0.702	iraisam-pirenena
internet	0.760	0.462	0.755	aterineto
internship	0.590	0.510	0.482	Internship
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpolate
interpolation	0.419	0.506	0.528	teny nasisika
interpret	0.646	0.625	0.673	mandika teny
interpretation	0.677	0.594	0.620	fandikana
interpreter	0.708	0.461	0.596	mpandika
interpretive	0.531	0.549	0.595	mandika teny
interrelated	0.615	0.469	0.592	mifamatotra
interrogate	0.323	0.808	0.680	am-bavany
interrogation	0.302	0.827	0.657	fanadihadiana
interrupt	0.210	0.635	0.509	manapaka
interrupted	0.281	0.559	0.333	tapaka
interrupting	0.146	0.593	0.509	manapa-
interruption	0.184	0.632	0.425	fahatapahana
interrupts	0.204	0.545	0.389	ka miato
intersect	0.521	0.510	0.480	mifanelanelana
intersection	0.344	0.541	0.658	fihaonan-dalana
interstate	0.520	0.443	0.600	interstate
interstellar	0.708	0.702	0.622	interstellar
interstitial	0.333	0.471	0.534	interstitial
interval	0.510	0.284	0.400	elanelana
intervene	0.520	0.677	0.768	-tsehatra
intervening	0.398	0.627	0.442	vonona
intervention	0.388	0.696	0.689	tsehatra
interview	0.573	0.770	0.619	resadresaka
interviewer	0.552	0.736	0.816	mpanao dinidinika
interworking	0.552	0.587	0.691	interworking
intestate	0.459	0.467	0.415	tsy mari-pana
intestinal	0.357	0.531	0.370	tsinay
intestine	0.343	0.450	0.380	tsinay
intestines	0.292	0.547	0.398	tsinainy
intimacy	0.857	0.802	0.558	firaisana ara-nofo
intimate	0.724	0.598	0.393	akaiky
intimately	0.806	0.573	0.590	akaiky
intimation	0.406	0.673	0.500	fampahafantarana
intimidate	0.210	0.804	0.632	hampitahorana
intimidated	0.177	0.663	0.208	natahotra
intimidating	0.229	0.790	0.708	mampahatahotra
intimidation	0.177	0.791	0.644	ny fampitahorana
intolerable	0.146	0.660	0.439	tsy azo leferina
intolerance	0.052	0.704	0.520	tsy fandeferana
intolerant	0.135	0.676	0.509	fandeferana
intonation	0.615	0.442	0.598	ny lantom-peo
intoxicated	0.079	0.824	0.246	mamo
intoxicating	0.224	0.760	0.464	mahadomelina
intoxication	0.323	0.710	0.400	mamo
intracranial	0.281	0.602	0.553	intracranial
intractable	0.154	0.694	0.302	tsy ahitam-bahaolana
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	intravenous
intrepid	0.753	0.696	0.637	be herim-po
intricate	0.559	0.704	0.500	be pitsiny
intrigue	0.362	0.830	0.327	fiokoana
intriguing	0.422	0.713	0.462	mahaliana
intrinsic	0.406	0.471	0.526	anaty
intrinsically	0.459	0.382	0.538	intrinsik
intro	0.510	0.331	0.657	fampidirana
introduce	0.592	0.559	0.648	mampahafantatra
introduction	0.612	0.413	0.640	Sava lalana
introductory	0.635	0.368	0.593	enti-mampiditra ny
introspection	0.603	0.337	0.575	fandinihan-tena
introspective	0.552	0.360	0.471	misaina
intrude	0.058	0.735	0.480	mitsabatsabaka
intruder	0.146	0.740	0.324	mpanafika
intrusion	0.293	0.641	0.670	fitsabahana
intrusive	0.461	0.607	0.538	manelingelina
intubation	0.276	0.598	0.526	intubation
intuition	0.857	0.508	0.602	zavatra manindry mandry
intuitive	0.771	0.573	0.690	intuitive
intuitively	0.670	0.561	0.648	intuitively
inundation	0.177	0.780	0.455	tondra-drano
invade	0.408	0.892	0.714	hanafika
invader	0.200	0.827	0.618	mpanafika
invalid	0.180	0.330	0.255	tsy mety
invalidate	0.315	0.480	0.397	hanafoana
invalidation	0.181	0.490	0.278	fanafoanana
invalidity	0.186	0.394	0.158	tsy manan-kery
invaluable	0.740	0.500	0.745	sarobidy
invariably	0.458	0.365	0.550	foana
invasion	0.271	0.843	0.808	fanafihana
invasive	0.194	0.730	0.598	invasive
invent	0.719	0.689	0.833	mamorona
invention	0.714	0.577	0.811	famoronana
inventive	0.780	0.627	0.721	mamorona
inventor	0.781	0.667	0.847	mpamoron-javatra
inventory	0.594	0.463	0.490	lisitra
inverse	0.459	0.337	0.319	mitifitra ny mifanohitra
inversely	0.286	0.418	0.351	mifanohitra
inversion	0.602	0.630	0.772	inversion
invert	0.510	0.585	0.706	Ampifamadiho
inverted	0.310	0.471	0.357	mitsongoloka
invest	0.650	0.663	0.682	vola
investigate	0.640	0.500	0.781	fanadihadiana
investigation	0.531	0.592	0.820	fanadihadiana
investigative	0.562	0.600	0.704	famotorana
investigator	0.615	0.509	0.779	naman'ny Fiangonana
investment	0.720	0.592	0.745	FAMPIASAM-BOLA
investor	0.794	0.655	0.791	mpampiasa vola
invidious	0.112	0.650	0.364	tsy miraharaha
invigorate	0.821	0.798	0.831	hanatanjaka
invincible	0.867	0.853	0.914	mety resy
invisibility	0.438	0.461	0.382	tsy hita maso
invisible	0.417	0.345	0.412	TOETRA
invitation	0.802	0.549	0.647	fanasana
invite	0.745	0.655	0.611	Asao
inviting	0.938	0.571	0.538	manintona
invocation	0.430	0.620	0.673	Vavaka Fanombohana
invoice	0.480	0.380	0.474	faktiora
invoke	0.583	0.740	0.579	mangataka
involuntary	0.354	0.490	0.231	niniana
involution	0.296	0.420	0.407	involution
involve	0.694	0.490	0.728	tafiditra
involvement	0.760	0.620	0.696	anjara
invulnerable	0.552	0.683	0.745	tsy azo resena
inwards	0.490	0.385	0.438	safodrorohany
iodine	0.390	0.265	0.333	iode
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	tezitra
ire	0.198	0.740	0.575	Nahatezitra
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	Sosotra
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	VY
ironclad	0.561	0.648	0.679	vy
ironic	0.435	0.550	0.500	maneso
irons	0.531	0.441	0.625	vy
irony	0.390	0.587	0.508	mahatsikaiky
irradiation	0.385	0.736	0.509	taratra
irrational	0.125	0.648	0.394	tsy mahay mandinika
irrationality	0.198	0.735	0.361	tsy mitombina
irreconcilable	0.146	0.667	0.375	tsy azo ihavanana
irreducible	0.296	0.455	0.569	tsy azo ihodivirana
irrefutable	0.496	0.549	0.716	tsy azo lavina
irregular	0.312	0.548	0.321	tsy ara-dalàna
irregularity	0.104	0.647	0.306	tsy fanarahan-dalàna
irregularly	0.292	0.565	0.397	tsy ara-dalàna
irrelevant	0.138	0.311	0.296	ilaina
irreparable	0.061	0.530	0.430	fisarahana
irreplaceable	0.479	0.580	0.833	azo soloina
irrepressible	0.512	0.566	0.745	tsy azo resena
irresistible	0.823	0.833	0.839	tsy hay tohaina
irrespective	0.497	0.538	0.745	ijerena
irresponsible	0.177	0.680	0.241	tsy mandray andraikitra
irreverent	0.191	0.694	0.634	fahadisoany
irreversible	0.170	0.541	0.667	tsy azo ivalozany
irrevocable	0.296	0.560	0.712	hanenenany
irrigate	0.272	0.458	0.490	manondraka
irrigation	0.259	0.426	0.426	fitarihan-drano
irritability	0.146	0.853	0.283	mora tezitra
irritable	0.112	0.952	0.462	kizitina
irritate	0.167	0.890	0.368	mampahatezitra
irritated	0.210	0.816	0.281	sosotra
irritates	0.173	0.810	0.295	tiako
irritating	0.104	0.912	0.393	mahasosotra
irritation	0.073	0.833	0.496	fahasosorana
island	0.745	0.347	0.432	NOSY
isle	0.667	0.390	0.443	nosy
islet	0.612	0.314	0.367	nosy kely
isolate	0.235	0.422	0.336	hitokantokana
isolated	0.221	0.356	0.255	mitoka-monina
isolation	0.198	0.338	0.339	fitokana-monina
isomorphism	0.448	0.361	0.481	isomorphisme
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotope
issue	0.316	0.819	0.351	olana
itch	0.319	0.610	0.465	kongonina
itching	0.208	0.690	0.300	mangidihidy
itchy	0.334	0.726	0.296	mangidihidy
item	0.594	0.270	0.465	zavatra
itemize	0.459	0.527	0.518	itemize
items	0.542	0.401	0.434	zavatra
iterate	0.449	0.460	0.440	miverimberina
iteration	0.531	0.449	0.486	iteration
iterative	0.429	0.420	0.500	miverimberina
itinerant	0.449	0.545	0.439	mpifindrafindra
itinerary	0.551	0.550	0.454	lala andehana
ivory	0.625	0.235	0.566	ivoara
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	loharanon'ny dragona
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	palitao
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	jady
jaded	0.255	0.560	0.400	reraka
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	mitsilopilopy
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	am-ponja
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	mpiandry tranomaizina
jailhouse	0.104	0.887	0.430	tranomaizina
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	Jak
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	hipoka
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	mpiandry trano
janitorial	0.490	0.373	0.481	mpitahiry trano
japan	0.667	0.482	0.580	Japana
jar	0.430	0.346	0.318	siny
jargon	0.333	0.548	0.404	teknika,
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	mampitabataba
jasmine	0.765	0.230	0.286	jasmine
jasper	0.480	0.425	0.402	jaspy
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	lefom-pohy
jaw	0.500	0.510	0.420	valanorano
jawbone	0.468	0.413	0.342	valanoranom-boriky teny
jaws	0.385	0.528	0.455	valanorano
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	saro-piaro
jealousy	0.146	0.783	0.481	fahasaro-piaro
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	maneso
jelly	0.651	0.294	0.256	jelly
jellybean	0.592	0.406	0.399	Jelly bean
jellyfish	0.531	0.567	0.377	jellyfish
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	hanimba
jeopardy	0.129	0.908	0.536	nanao vy very
jerk	0.194	0.630	0.238	mitsambikina
jerks	0.214	0.788	0.395	mitsambikina
jerky	0.233	0.538	0.358	miahotrahotra
jersey	0.594	0.317	0.411	jersey
jest	0.520	0.736	0.222	nihomehy ireny
jester	0.388	0.670	0.264	vazivazy
jesus	0.800	0.400	0.620	Jesosy
jet	0.612	0.721	0.606	fiaramanidina
jetty	0.602	0.480	0.453	jetty
jewel	0.827	0.588	0.625	firavaka
jeweler	0.760	0.482	0.500	mpanefy firavaka
jewelry	0.823	0.569	0.597	Jewelry
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	jiggle
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jiady
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitters
jittery	0.344	0.856	0.255	fivadibadihan'ny lafiny
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	asa
jobinterview	0.684	0.837	0.723	dinidinika momba ny asa
jock	0.592	0.656	0.473	jock
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	miaraka mihazakaza
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	Jaona
join	0.729	0.479	0.684	anjara
joined	0.667	0.394	0.600	nanatevin-daharana
joining	0.755	0.469	0.685	nandray anjara
joint	0.615	0.392	0.566	iraisana
jointly	0.708	0.425	0.602	miaraka
joke	0.704	0.610	0.316	vazivazy
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	vazivazy
jolly	0.959	0.705	0.708	jolly
jolt	0.365	0.708	0.358	jolt
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	litera
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	gazety
journalism	0.622	0.500	0.684	fanaovan-gazety
journalist	0.542	0.452	0.732	Mpanao gazety
journalistic	0.696	0.449	0.495	fanaovan-gazety
journey	0.910	0.702	0.625	dia
journeyman	0.765	0.596	0.741	mpanao dia lavitra
joust	0.520	0.528	0.551	joust
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	FIFALIANA
joyful	0.990	0.740	0.667	faly
joyous	0.958	0.580	0.728	mahafaly
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	fifaliana
jubilant	0.844	0.673	0.664	mitondra hafaliana andrandrain'ny
jubilee	0.916	0.500	0.579	Jobily
judge	0.510	0.604	0.857	mpitsara
judged	0.281	0.686	0.722	nitsara
judging	0.240	0.625	0.693	ASEHON'NY
judgment	0.396	0.600	0.816	fitsarana
judgmental	0.330	0.602	0.579	mitsaratsara
judicial	0.378	0.667	0.833	fitsarana
judiciary	0.439	0.740	0.897	fitsarana
judicious	0.630	0.432	0.772	nanavaka
judo	0.500	0.790	0.612	amin'ny judo
jug	0.520	0.250	0.213	tavoara
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	juggling
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	ranom-boankazo
juicer	0.552	0.520	0.564	juicer
juicy	0.823	0.529	0.490	be ranony
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	misafotofoto
jumbled	0.292	0.602	0.445	misavoritaka
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	Hanketo
jump rope	0.656	0.660	0.368	mitsambikina tady
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	mitsambikina
junction	0.490	0.481	0.364	Junction
juncture	0.365	0.582	0.491	daty
jungle	0.500	0.510	0.481	anaty ala
junior	0.635	0.343	0.304	zandriny
juniper	0.583	0.327	0.352	zenevrie
junk	0.115	0.481	0.118	tratran'ny mpanara
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
