English Word	Valence	Arousal	Dominance	Albanian Word
parsley	0.458	0.170	0.291	majdanoz
parson	0.583	0.250	0.615	famullitar
part	0.663	0.278	0.360	pjesë
partake	0.755	0.656	0.629	marr pjesë
partial	0.429	0.324	0.348	i pjesshëm
partiality	0.375	0.380	0.490	anshmëri
partially	0.418	0.368	0.396	pjesërisht
participant	0.712	0.598	0.613	pjesëmarrëse
participate	0.755	0.580	0.684	marrin pjesë
participation	0.781	0.700	0.702	pjesëmarrjen
particle	0.521	0.265	0.438	grimcë
particular	0.562	0.402	0.552	të veçanta
particularity	0.670	0.434	0.586	veçanti
particulars	0.604	0.348	0.525	të dhënat
parting	0.260	0.542	0.353	ndarja
partisan	0.615	0.549	0.669	partizane
partisanship	0.438	0.566	0.551	partishmëri
partition	0.615	0.469	0.567	ndarje
partly	0.415	0.410	0.396	pjesërisht
partner	0.673	0.302	0.586	partner
partnership	0.786	0.387	0.545	partneriteti
partridge	0.583	0.415	0.250	thëllëza
parts	0.459	0.327	0.392	pjesët
party	0.948	0.840	0.547	partisë
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	kalojnë
passable	0.688	0.337	0.633	e kalueshme
passage	0.429	0.314	0.370	kalim
passageway	0.490	0.389	0.400	vendkalim
passe	0.531	0.357	0.426	kaloj
passenger	0.717	0.413	0.481	pasagjer
passim	0.458	0.491	0.333	pasim
passing	0.458	0.298	0.509	duke kaluar
passion	0.854	0.865	0.728	pasion
passionate	0.990	0.827	0.731	i pasionuar
passive	0.420	0.116	0.241	pasive
passivity	0.241	0.115	0.246	pasiviteti
passkey	0.646	0.500	0.791	çelësi i kalimit
passport	0.653	0.457	0.682	pasaportë
password	0.390	0.356	0.559	fjalëkalimin
past	0.490	0.422	0.311	e kaluara
pasta	0.615	0.306	0.375	makarona
paste	0.500	0.556	0.500	ngjit
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	kalim kohe
pastor	0.698	0.236	0.746	pastor
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	pastë
pasture	0.688	0.145	0.170	kullotë
pasty	0.479	0.363	0.375	pastë
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	arnim
patchwork	0.500	0.260	0.325	lara-lara
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	patentë
patented	0.571	0.422	0.685	e patentuar
paternal	0.776	0.353	0.755	atërore
paternity	0.704	0.590	0.806	atësisë
path	0.590	0.245	0.421	rrugë
pathetic	0.088	0.464	0.139	patetike
pathological	0.220	0.602	0.580	patologjike
pathologist	0.354	0.552	0.585	patolog
pathology	0.271	0.560	0.558	patologji
pathos	0.350	0.449	0.462	patos
pathway	0.646	0.410	0.519	shteg
patience	0.771	0.125	0.387	durim
patient	0.583	0.193	0.340	pacientit
patio	0.562	0.245	0.402	oborr
patriarch	0.592	0.448	0.898	patriarku
patriarchal	0.531	0.500	0.857	patriarkale
patrimony	0.719	0.406	0.740	trashëgimi
patriot	0.771	0.635	0.886	atdhetar
patriotic	0.875	0.509	0.933	patriotike
patriotism	0.708	0.635	0.848	patriotizmin
patrol	0.427	0.664	0.736	patrullë
patrolman	0.469	0.731	0.884	patrullues
patron	0.583	0.451	0.870	patron
patronage	0.583	0.490	0.583	patronazh
patronising	0.439	0.455	0.582	duke patronizuar
patronize	0.430	0.451	0.591	patronizoj
patronizing	0.542	0.365	0.529	duke patronizuar
patter	0.312	0.635	0.451	shaka
pattern	0.479	0.422	0.664	model
paucity	0.153	0.453	0.175	pakicë
pauper	0.260	0.347	0.151	i varfër
pause	0.429	0.188	0.264	pauzë
pave	0.594	0.490	0.509	shtrojë
pavement	0.460	0.353	0.475	trotuar
pavilion	0.583	0.500	0.770	pavijon
paving	0.408	0.469	0.545	shtrimin
paw	0.417	0.360	0.286	putra
pawn	0.390	0.321	0.187	pengu
pawnshop	0.396	0.439	0.519	dyqan pengjesh
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	paguaj
payable	0.385	0.480	0.606	e pagueshme
payback	0.459	0.500	0.567	shpagim
paycheck	0.896	0.630	0.652	paga
payday	0.833	0.741	0.571	ditë pagese
payer	0.313	0.630	0.638	paguesi
payload	0.612	0.510	0.682	ngarkesë
payment	0.629	0.452	0.643	pagesa
payoff	0.740	0.644	0.673	shpagim
payout	0.646	0.600	0.575	pagesa
payphone	0.469	0.360	0.370	telefon me pagesë
payroll	0.521	0.360	0.549	listën e pagave
pea	0.580	0.275	0.298	bizele
peace	0.939	0.156	0.613	paqen
peaceable	0.776	0.134	0.453	paqësore
peaceful	0.867	0.108	0.569	paqësore
peacefully	0.901	0.190	0.639	në mënyrë paqësore
peacekeeper	0.865	0.320	0.644	paqeruajtës
peaceofmind	0.786	0.160	0.519	paqe e mendjes
peacetime	0.949	0.180	0.579	kohë paqeje
peach	0.704	0.480	0.272	pjeshkë
peachy	0.755	0.479	0.388	pjeshke
peacock	0.786	0.449	0.458	pallua
peak	0.500	0.345	0.431	kulmin
peaked	0.677	0.704	0.857	arriti kulmin
peanut	0.646	0.202	0.246	kikiriku
peanuts	0.542	0.294	0.324	kikirikët
pear	0.677	0.158	0.241	dardhë
pearl	0.905	0.425	0.642	perla
pearly	0.635	0.337	0.373	margaritar
peas	0.542	0.283	0.310	bizele
peasant	0.530	0.275	0.407	fshatar
peat	0.333	0.655	0.504	torfe
pebble	0.354	0.353	0.287	guralecë
pecan	0.552	0.316	0.358	pekan
peck	0.202	0.530	0.321	pek
pecker	0.459	0.509	0.375	peker
peculiar	0.600	0.491	0.564	e veçantë
peculiarities	0.511	0.460	0.528	veçoritë
peculiarity	0.439	0.452	0.652	veçanti
peculiarly	0.615	0.450	0.454	në mënyrë të veçantë
pecuniary	0.490	0.490	0.500	monetare
pedal	0.500	0.320	0.342	pedale
pedantic	0.229	0.608	0.253	pedant
peddle	0.539	0.549	0.538	shitblej
peddler	0.408	0.481	0.390	shitës shitës
pedestal	0.735	0.284	0.579	piedestal
pedestrian	0.438	0.360	0.448	këmbësore
pediatric	0.560	0.462	0.490	pediatrike
pediatrician	0.602	0.500	0.627	pediatër
pediatrics	0.750	0.380	0.596	pediatri
pedicure	0.695	0.269	0.296	pedikyr
pedigree	0.625	0.340	0.609	prejardhje
pedometer	0.469	0.561	0.405	hapamatës
pedophile	0.051	0.724	0.430	pedofil
pee	0.449	0.529	0.391	urinim
peek	0.486	0.360	0.411	përgjoj
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	zhvishem
peep	0.573	0.317	0.269	përgjoj
peeper	0.182	0.537	0.343	përgjues
peephole	0.479	0.500	0.310	vrimë syri
peer	0.458	0.321	0.569	bashkëmoshatar
peering	0.514	0.409	0.451	duke shikuar
peerless	0.688	0.450	0.462	të pashoqe
peeved	0.156	0.750	0.467	i mërzitur
peg	0.520	0.357	0.393	kunj
pegs	0.408	0.286	0.386	kunjat
peice	0.479	0.422	0.398	peice
pelagic	0.521	0.554	0.491	pelagjike
pelican	0.573	0.391	0.380	pelikani
pellet	0.448	0.390	0.466	pelet
pelvic	0.320	0.632	0.373	legenit
pelvis	0.378	0.618	0.380	legen
pen	0.622	0.194	0.250	stilolaps
penal	0.208	0.565	0.610	penale
penalty	0.062	0.490	0.240	penallti
penance	0.219	0.667	0.463	pendesë
penchant	0.688	0.480	0.609	prirje
pencil	0.552	0.200	0.263	laps
pendant	0.676	0.321	0.385	varëse
pendency	0.396	0.452	0.472	vartësia
pendent	0.470	0.380	0.425	i varur
pending	0.396	0.441	0.473	në pritje
pendulum	0.542	0.368	0.434	lavjerrës
penetrate	0.287	0.877	0.732	depërtojnë
penetrating	0.469	0.792	0.782	depërtuese
penetration	0.438	0.885	0.792	depërtimi
penguin	0.615	0.296	0.307	pinguin
penicillin	0.417	0.431	0.566	penicilinë
penile	0.490	0.736	0.491	penile
peninsula	0.551	0.384	0.627	gadishulli
penis	0.354	0.810	0.556	penisit
penitent	0.542	0.530	0.508	i penduar
penitentiary	0.229	0.726	0.491	burgje
penmanship	0.677	0.284	0.509	mjeshtëri shkrimi
pennant	0.542	0.380	0.426	flamurtar
penniless	0.062	0.316	0.083	pa para
penny	0.615	0.302	0.324	qindarkë
pension	0.625	0.409	0.406	pension
pensioner	0.440	0.245	0.442	pensionist
pensive	0.540	0.220	0.529	i zhytur në mendime
pentagon	0.490	0.636	0.774	pesëkëndësh
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	apartament nën çati
penultimate	0.469	0.366	0.255	e parafundit
people	0.604	0.400	0.500	njerëzit
peopled	0.594	0.450	0.679	populluar
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	piper
peppermint	0.720	0.264	0.271	mente
pepperoni	0.796	0.472	0.358	peperoni
peppy	0.677	0.529	0.438	energjik
peptic	0.398	0.463	0.362	peptike
peptide	0.380	0.480	0.411	peptid
perceive	0.653	0.490	0.655	perceptojnë
percent	0.470	0.350	0.356	për qind
percentage	0.469	0.400	0.553	përqindje
percentile	0.479	0.410	0.390	përqindje
perceptible	0.710	0.460	0.620	e perceptueshme
perception	0.653	0.481	0.655	perceptimi
perceptive	0.745	0.500	0.741	perceptues
perch	0.531	0.300	0.314	purtekë
perchance	0.480	0.224	0.298	me gjasë
percolation	0.397	0.417	0.415	perkolim
percussion	0.622	0.635	0.642	goditje me goditje
perdition	0.135	0.656	0.496	humbje
peremptory	0.429	0.426	0.606	i detyrueshëm
perennial	0.527	0.358	0.500	shumëvjeçare
perfect	0.980	0.471	0.870	perfekte
perfection	0.881	0.745	0.934	përsosmërinë
perfectionist	0.667	0.704	0.905	perfeksionist
perfecto	0.802	0.567	0.889	perfekte
perforated	0.219	0.607	0.344	i shpuar
perforation	0.365	0.668	0.578	perforimi
perforce	0.357	0.689	0.354	përforcojnë
perform	0.765	0.555	0.773	kryejnë
performance	0.750	0.520	0.672	performancës
performer	0.541	0.530	0.708	interpretues
perfume	0.740	0.472	0.463	parfum
perfumed	0.816	0.471	0.509	i parfumuar
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	rrezik
perilous	0.143	0.862	0.575	e rrezikshme
perimeter	0.470	0.443	0.555	perimetër
period	0.396	0.324	0.588	periudhë
periodic	0.677	0.324	0.508	periodike
periodical	0.550	0.298	0.430	periodike
periodically	0.480	0.314	0.515	periodikisht
periodicity	0.646	0.324	0.645	periodiciteti
peripheral	0.406	0.406	0.549	periferike
periphery	0.469	0.360	0.366	periferi
periscope	0.604	0.375	0.609	periskopi
perish	0.296	0.570	0.415	zhduken
perishable	0.270	0.464	0.354	i prishshëm
perished	0.135	0.596	0.225	u zhduk
perishing	0.229	0.423	0.148	duke u zhdukur
perjury	0.229	0.686	0.409	dëshmi e rreme
perk	0.903	0.519	0.682	përfitim
perky	0.896	0.792	0.673	mendjemprehtë
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	qëndrueshmëri
permanent	0.745	0.345	0.736	të përhershme
permeable	0.635	0.402	0.495	të përshkueshme
permeate	0.417	0.410	0.407	përshkojnë
permeation	0.418	0.559	0.536	depërtimi
permissible	0.684	0.646	0.612	e lejueshme
permission	0.612	0.311	0.580	leje
permissive	0.633	0.389	0.413	lejuese
permit	0.733	0.349	0.518	leje
permitted	0.865	0.410	0.613	lejohet
permitting	0.724	0.481	0.661	duke lejuar
permutation	0.385	0.588	0.500	ndërrim
pernicious	0.229	0.600	0.382	i dëmshëm
peroxide	0.458	0.529	0.510	peroksid
perpendicular	0.510	0.398	0.439	pingul
perpetrate	0.327	0.837	0.732	kryejnë
perpetrator	0.229	0.765	0.538	kryesi
perpetual	0.625	0.438	0.741	të përhershme
perpetually	0.510	0.473	0.868	përjetësisht
perpetuate	0.397	0.588	0.788	përjetësojnë
perpetuation	0.510	0.677	0.716	përjetësimin
perpetuity	0.590	0.434	0.759	përjetësi
perplexed	0.312	0.705	0.318	i hutuar
perplexing	0.316	0.530	0.362	hutues
perplexity	0.275	0.720	0.500	hutim
persecute	0.281	0.873	0.509	persekutoj
persecution	0.229	0.865	0.660	persekutimi
perseverance	0.888	0.630	0.796	këmbëngulje
persevere	0.802	0.583	0.937	këmbëngul
persist	0.765	0.644	0.727	vazhdojnë
persistence	0.684	0.611	0.873	këmbëngulje
persistent	0.646	0.667	0.815	këmbëngulës
persisting	0.697	0.677	0.745	këmbëngulës
person	0.646	0.363	0.596	person
persona	0.741	0.480	0.743	personazh
personable	0.816	0.520	0.637	i personueshëm
personage	0.653	0.324	0.698	personazh
personal	0.750	0.311	0.467	personale
personality	0.896	0.513	0.790	personalitet
personification	0.760	0.471	0.691	personifikimi
personnel	0.729	0.344	0.587	personelit
persons	0.869	0.302	0.588	persona
perspective	0.688	0.470	0.704	Prespektive
perspiration	0.385	0.667	0.490	djersitje
persuade	0.620	0.618	0.709	bind
persuasion	0.612	0.670	0.537	bindje
persuasive	0.740	0.700	0.657	bindës
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	përkatëse
perturbation	0.270	0.840	0.500	shqetësim
pertussis	0.279	0.569	0.386	pertusis
perusal	0.622	0.235	0.543	lexim
peruse	0.503	0.270	0.439	lexoj
pervading	0.418	0.684	0.728	përshkuar
perverse	0.146	0.808	0.464	perverse
perversion	0.083	0.830	0.490	çoroditje
pervert	0.082	0.863	0.500	pervers
perverted	0.062	0.918	0.436	i çoroditur
pesky	0.250	0.760	0.431	bezdisshëm
pessimism	0.083	0.484	0.264	pesimizmi
pessimist	0.125	0.470	0.218	pesimist
pessimistic	0.088	0.394	0.236	pesimiste
pest	0.188	0.680	0.452	dëmtues
pester	0.143	0.780	0.385	ngacmues
pestilence	0.122	0.660	0.283	murtaja
pestle	0.427	0.463	0.426	pestull
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	kafshë shtëpiake
petal	0.810	0.194	0.211	petal
petite	0.510	0.354	0.245	imët
petition	0.498	0.575	0.415	peticion
petitioner	0.601	0.531	0.566	kërkues
petloss	0.271	0.481	0.424	humbje kafshësh
petpeeve	0.375	0.594	0.392	manar bezdi
petrified	0.221	0.625	0.232	i ngurtësuar
petrify	0.177	0.571	0.447	petrifikoj
petrol	0.418	0.519	0.577	benzine
petroleum	0.583	0.451	0.640	nafte
petticoat	0.550	0.396	0.351	mantele
petting	0.812	0.462	0.480	përkëdhelje
petty	0.210	0.537	0.236	i imët
petulant	0.247	0.685	0.491	ngacmues
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	stoli
pewter	0.396	0.260	0.321	kallaji me kallaj
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	falangës
phantom	0.260	0.759	0.448	fantazmë
pharaoh	0.656	0.491	0.798	faraoni
pharmaceutical	0.500	0.435	0.562	farmaceutike
pharmacist	0.592	0.382	0.648	farmacist
pharmacology	0.560	0.440	0.526	farmakologjisë
pharmacy	0.531	0.337	0.542	farmaci
phase	0.645	0.300	0.482	faza
pheasant	0.541	0.362	0.292	fazani
phenomenal	0.915	0.750	0.918	fenomenale
phenomenon	0.625	0.721	0.848	fenomen
pheromone	0.561	0.573	0.561	feromon
phew	0.531	0.429	0.302	puf
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	filantropike
philanthropist	0.704	0.463	0.623	filantrop
philanthropy	0.745	0.412	0.801	filantropi
philistine	0.390	0.500	0.491	filistin
philosopher	0.684	0.316	0.720	filozof
philosophic	0.688	0.270	0.655	filozofike
philosophical	0.719	0.275	0.713	filozofike
philosophy	0.684	0.255	0.640	filozofisë
phlegm	0.173	0.394	0.240	gëlbazë
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	fobi
phoenix	0.653	0.481	0.594	feniks
phone	0.729	0.344	0.418	telefon
phonetic	0.542	0.435	0.536	fonetike
phonetics	0.646	0.425	0.519	fonetikë
phonics	0.490	0.519	0.455	fonikë
phonograph	0.561	0.398	0.565	gramafon
phonology	0.695	0.402	0.512	fonologjisë
phony	0.115	0.592	0.202	e rreme
phooey	0.333	0.490	0.352	gënjeshtar
phosphate	0.500	0.306	0.407	fosfat
phosphor	0.438	0.480	0.427	fosfor
phosphorus	0.429	0.539	0.370	fosforit
photo	0.729	0.327	0.431	Foto
photogenic	0.780	0.500	0.495	fotogjenike
photograph	0.677	0.353	0.358	fotografi
photographer	0.714	0.481	0.562	fotograf
photographic	0.761	0.429	0.564	fotografike
photography	0.630	0.431	0.360	fotografisë
photometry	0.417	0.456	0.436	fotometri
photon	0.459	0.439	0.455	foton
phrase	0.630	0.264	0.314	fraza
phraseology	0.620	0.406	0.537	frazeologjia
phylogeny	0.378	0.410	0.481	filogjenia
physical	0.750	0.520	0.607	fizike
physical therapist	0.531	0.337	0.775	Fizioterapi
physician	0.583	0.490	0.843	mjek
physicist	0.635	0.538	0.693	fizikant
physics	0.582	0.415	0.664	fizikës
physiological	0.510	0.418	0.620	fiziologjike
physiology	0.521	0.451	0.519	fiziologjisë
physique	0.643	0.500	0.543	fizikun
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	pianist
piano	0.704	0.343	0.438	piano
piazza	0.625	0.471	0.472	shesh
piccolo	0.625	0.423	0.380	pikolo
pick	0.500	0.464	0.525	zgjedh
picked	0.740	0.518	0.670	të zgjedhura
picker	0.534	0.340	0.609	mbledhës
picket	0.365	0.615	0.451	kunj
picketing	0.330	0.557	0.471	picketing
pickle	0.593	0.449	0.288	turshi
pickled	0.344	0.450	0.291	turshi
pickpocket	0.365	0.704	0.449	hajdut xhepi
pickup	0.561	0.529	0.420	marrje
picky	0.257	0.729	0.598	marramendës
picnic	0.625	0.470	0.375	piknik
pictorial	0.704	0.481	0.476	piktoreske
picture	0.714	0.308	0.462	Foto
pictures	0.653	0.240	0.405	fotot
picturesque	0.802	0.491	0.483	piktoreske
pie	0.880	0.402	0.368	byrek
piece	0.646	0.245	0.367	copë
piecemeal	0.615	0.269	0.319	pjesë-pjesë
pieceofshit	0.083	0.724	0.292	copëfshit
pied	0.594	0.433	0.350	të pista
pier	0.583	0.279	0.445	skelë
pierce	0.365	0.670	0.611	shpoj
piety	0.760	0.340	0.482	devotshmëria
pig	0.343	0.368	0.324	derr
pigeon	0.688	0.224	0.276	pëllumb
piggy	0.541	0.365	0.412	derrkuc
piggyback	0.438	0.490	0.343	derrkuc
pigheaded	0.271	0.472	0.358	kokë derri
piglet	0.540	0.443	0.250	gic
pigment	0.390	0.333	0.339	pigment
pigskin	0.347	0.449	0.300	lëkurë derri
pigsty	0.133	0.529	0.221	derrtari
pike	0.427	0.410	0.452	pike
pile	0.461	0.320	0.539	grumbull
piles	0.469	0.423	0.468	pirgje
pileup	0.340	0.559	0.446	grumbullohem
pilgrim	0.531	0.404	0.569	pelegrin
pilgrimage	0.708	0.522	0.625	pelegrinazhi
pill	0.573	0.407	0.368	pilula
pillage	0.240	0.685	0.375	plaçkitje
pillar	0.583	0.330	0.684	shtyllë
pillbox	0.385	0.339	0.296	kuti pilule
pillow	0.663	0.128	0.195	jastëk
pillowcase	0.500	0.179	0.250	këllëf jastëku
pilot	0.688	0.680	0.736	pilot
pimp	0.146	0.700	0.536	tutor
pimple	0.245	0.370	0.274	puçërr
pin	0.438	0.346	0.390	gjilpere
pinball	0.582	0.640	0.442	pinball
pinch	0.340	0.632	0.339	majë
pinching	0.250	0.788	0.345	pinching
pine	0.583	0.225	0.312	pisha
pineapple	0.677	0.316	0.245	ananasi
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	kokë gjilpëre
pinhole	0.375	0.279	0.345	vrimë gjilpëre
pinion	0.444	0.361	0.346	pinion
pink	0.806	0.269	0.471	rozë
pinkie	0.663	0.265	0.269	rozë
pinnacle	0.633	0.390	0.508	majë
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	përcaktoj
pint	0.686	0.333	0.321	pintë
pinto	0.570	0.354	0.373	pinto
pinup	0.610	0.459	0.393	kap me kapëse
pioneer	0.796	0.618	0.802	pionier
pious	0.698	0.306	0.426	i devotshëm
pip	0.448	0.430	0.366	pip
pipe	0.541	0.340	0.330	tub
piped	0.360	0.529	0.379	me tubacion
pipeline	0.479	0.337	0.411	tubacioni
piper	0.569	0.442	0.398	piper
pipette	0.480	0.403	0.418	pipetë
piping	0.365	0.337	0.405	tubacionet
pipsqueak	0.347	0.481	0.349	pipsqueak
pique	0.417	0.500	0.426	pique
piracy	0.296	0.792	0.567	pirateria
piranha	0.219	0.799	0.575	piranha
pirate	0.156	0.740	0.559	pirat
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	pshurr
pissed	0.102	0.888	0.543	i inatosur
pissedoff	0.240	0.651	0.459	i mërzitur
pisser	0.378	0.547	0.398	piskatore
pissesmeoff	0.180	0.587	0.441	pissesmeoff
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	ngrit nervat
pistachio	0.643	0.336	0.305	fëstëk
pistol	0.170	0.900	0.677	pistoletë
piston	0.398	0.480	0.500	pistoni
pit	0.408	0.396	0.278	gropë
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	katran
pitcher	0.510	0.673	0.704	shtambë
pitchfork	0.312	0.580	0.529	katran
pitfall	0.177	0.775	0.508	grackë
pith	0.458	0.350	0.596	pithë
pithy	0.480	0.360	0.635	i dhimbshëm
pitiful	0.219	0.490	0.232	për të ardhur keq
pitted	0.358	0.653	0.470	me gropë
pitter	0.469	0.424	0.384	shtambë
pituitary	0.406	0.365	0.442	hipofizës
pity	0.160	0.398	0.114	keqardhje
pivot	0.458	0.382	0.440	strumbullar
pivotal	0.582	0.471	0.536	kryesore
pix	0.521	0.373	0.364	piks
pixie	0.562	0.537	0.325	pixie
pizza	0.847	0.390	0.295	pica
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	piceri
placard	0.388	0.442	0.500	pankartë
place	0.573	0.261	0.398	vend
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	vendosja
placenta	0.375	0.433	0.443	placentën
placid	0.640	0.317	0.491	i qetë
placket	0.408	0.231	0.228	çarçafë
plagiarism	0.135	0.716	0.436	plagjiaturë
plague	0.083	0.596	0.355	murtaja
plaid	0.480	0.330	0.417	karrocë
plain	0.500	0.167	0.311	i thjeshtë
plainclothes	0.698	0.337	0.424	rroba civile
plaintiff	0.365	0.806	0.711	paditëse
plaintive	0.292	0.529	0.306	ankuese
plan	0.646	0.540	0.733	plani
plane	0.510	0.356	0.386	aeroplan
planes	0.667	0.606	0.575	aeroplanët
planet	0.698	0.404	0.832	planeti
planetarium	0.704	0.462	0.655	planetar
planetary	0.604	0.500	0.620	planetare
planets	0.724	0.318	0.658	planetët
plank	0.427	0.280	0.333	dërrasë
plankton	0.552	0.321	0.371	plankton
planned	0.740	0.385	0.729	planifikuar
planner	0.760	0.469	0.868	planifikues
planning	0.894	0.462	0.705	planifikimi
plant	0.730	0.180	0.371	bimore
plantation	0.573	0.585	0.575	plantacion
planter	0.604	0.450	0.634	mbjellës
planting	0.635	0.343	0.595	mbjelljen
plaque	0.520	0.333	0.420	pllakë
plasma	0.474	0.398	0.360	plazma
plaster	0.438	0.264	0.255	suva
plastic	0.490	0.269	0.320	plastike
plasticity	0.542	0.471	0.402	plasticitet
plat	0.716	0.359	0.556	pllakë
plate	0.583	0.245	0.366	pjatë
plateau	0.611	0.316	0.400	pllajë
plated	0.562	0.458	0.457	të praruara
platform	0.602	0.340	0.718	platformë
plating	0.576	0.368	0.433	plating
platinum	0.750	0.518	0.702	platini
platonic	0.490	0.461	0.469	platonike
platoon	0.448	0.700	0.745	toga
platter	0.686	0.245	0.219	pjatë
plaudit	0.816	0.813	0.546	lavdërim
plausibility	0.705	0.451	0.570	besueshmëria
plausible	0.714	0.404	0.510	e besueshme
play	0.812	0.765	0.358	Luaj
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	riprodhimi
playbook	0.673	0.582	0.500	libër lojërash
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	lojtar
playful	0.892	0.688	0.463	lozonjare
playground	0.888	0.620	0.435	shesh lojrash
playhouse	0.719	0.729	0.426	shtëpi lojrash
playmate	0.878	0.509	0.398	shok loje
playoff	0.622	0.716	0.550	playoff
playpen	0.698	0.481	0.475	lopë lojërash
playroom	0.844	0.661	0.380	sallë lojërash
plaything	0.708	0.602	0.277	lodër
playtime	0.760	0.596	0.566	koha e lojës
playwright	0.672	0.550	0.667	dramaturg
plaza	0.690	0.346	0.529	shesh
plea	0.633	0.491	0.517	lutje
plead	0.177	0.596	0.195	përgjërohem
pleasant	0.939	0.310	0.673	e këndshme
pleased	0.939	0.548	0.795	i kënaqur
pleasing	0.917	0.449	0.788	e pëlqyeshme
pleasurable	0.948	0.529	0.669	e kënaqshme
pleasure	0.939	0.740	0.682	kënaqësi
pleasures	0.896	0.654	0.705	kënaqësitë
pleat	0.490	0.345	0.316	plis
pleated	0.534	0.318	0.436	palosur
pledge	0.719	0.490	0.764	peng
pledged	0.719	0.630	0.658	i zotuar
plenary	0.573	0.356	0.598	plenare
plentiful	0.833	0.735	0.745	të shumta
plenty	0.827	0.612	0.824	mjaft
plenum	0.531	0.454	0.596	plenumin
plethora	0.646	0.602	0.547	bollëk
