English Word	Valence	Arousal	Dominance	Cebuano Word
idle	0.179	0.167	0.112	walay pulos
idleness	0.308	0.330	0.228	pagkatapulan
idler	0.200	0.304	0.194	tapulan
idol	0.684	0.805	0.853	idol
idolatry	0.365	0.571	0.625	idolatriya
idolizing	0.676	0.712	0.643	pag-idolo
idyllic	0.571	0.394	0.593	idyllic
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	ifonly
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	igneous
ignite	0.458	0.785	0.675	magdilaab
ignition	0.365	0.720	0.657	ignition
ignorance	0.153	0.417	0.209	pagkawalay alamag
ignorant	0.102	0.461	0.223	ignorante
ignore	0.146	0.230	0.295	ibaliwala
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	sakit
illegal	0.061	0.787	0.337	ilegal
illegality	0.094	0.635	0.427	ilegalidad
illegally	0.133	0.788	0.402	ilegal nga paagi
illegible	0.296	0.490	0.315	dili mabasa
illegitimate	0.184	0.644	0.302	dili lehitimo
illicit	0.188	0.794	0.390	gidili
illiterate	0.120	0.410	0.151	dili makamaong mobasa
illness	0.098	0.717	0.211	sakit
illogical	0.208	0.630	0.251	dili makatarunganon
illuminate	0.905	0.646	0.782	modan-ag
illuminating	0.949	0.613	0.773	nagdan-ag
illumination	0.760	0.588	0.537	kahayag
illuminator	0.770	0.566	0.718	illuminator
illusion	0.562	0.490	0.387	ilusyon
illustrate	0.750	0.430	0.690	iilustrar
illustration	0.740	0.441	0.640	ilustrasyon
illustrative	0.771	0.452	0.647	mahulagwayon
illustrious	0.673	0.550	0.741	bantogan
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	gihigugma ko siya
image	0.653	0.241	0.453	hulagway
imagery	0.653	0.327	0.390	paghanduraw
imaginable	0.613	0.529	0.596	mahunahunaan
imaginary	0.560	0.424	0.310	hinanduraw
imagination	0.802	0.491	0.547	hunahuna
imaginative	0.780	0.541	0.593	hinanduraw
imagine	0.759	0.480	0.587	hunahunaa
imagined	0.656	0.412	0.418	hinanduraw
imaging	0.724	0.394	0.482	imaging
imagining	0.765	0.458	0.545	paghanduraw
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	pagkadili balanse
imbecile	0.082	0.569	0.260	walay pulos
imbedded	0.406	0.580	0.562	gisukip
imissyou	0.480	0.608	0.344	gimingaw ko nimo
imitate	0.469	0.561	0.336	pagsundog
imitated	0.333	0.391	0.442	gisundog
imitation	0.406	0.592	0.343	pagsundog
immaculate	0.698	0.330	0.688	putli
immaterial	0.296	0.309	0.295	dili materyal
immature	0.114	0.500	0.200	immature
immaturity	0.146	0.567	0.221	pagka immature
immeasurable	0.510	0.539	0.712	dili masukod
immeasurably	0.510	0.640	0.680	dili masukod
immediacy	0.635	0.630	0.627	pagkadali
immediate	0.656	0.548	0.716	diha-diha dayon
immediately	0.552	0.780	0.707	dayon
immemorial	0.327	0.469	0.454	kaniadto
immense	0.755	0.750	0.811	dako kaayo
immerse	0.510	0.577	0.509	isawsaw
immersion	0.510	0.556	0.564	pagpaunlod
immigrant	0.357	0.663	0.509	imigrante
immigration	0.390	0.667	0.454	immigration
imminent	0.490	0.784	0.643	hapit na
immobile	0.225	0.217	0.298	walay lihok
immoral	0.143	0.622	0.385	imoral
immorality	0.188	0.689	0.315	imoralidad
immortal	0.812	0.750	0.795	walay kamatayon
immortality	0.688	0.635	0.861	pagka-imortal
immovable	0.480	0.310	0.571	dili matarug
immune	0.629	0.472	0.780	naanad
immunity	0.633	0.316	0.786	imyunidad
immunization	0.667	0.510	0.733	pagbakuna
immutable	0.427	0.431	0.571	dili mausab
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	epekto
impair	0.153	0.500	0.360	makadaot
impaired	0.130	0.459	0.269	nadaot
impairment	0.170	0.571	0.220	pagkadaot
impart	0.521	0.441	0.694	paghatag
impartial	0.531	0.406	0.685	walay gidapigan
impartiality	0.622	0.394	0.616	pagkadili-mapihigon
impassable	0.342	0.458	0.553	dili maagian
impassioned	0.740	0.780	0.802	madasigon
impatience	0.278	0.780	0.411	pagkawalay pailub
impatient	0.250	0.708	0.429	walay pailub
impatiently	0.194	0.750	0.539	walay pailub
impeach	0.208	0.776	0.664	impeach
impeachment	0.163	0.735	0.694	impeachment
impeccable	0.833	0.370	0.824	walay ikasaway
impede	0.271	0.510	0.604	babag
impediment	0.163	0.600	0.409	babag
impelled	0.604	0.741	0.690	napugos
impending	0.480	0.735	0.752	umaabot
impenetrable	0.531	0.577	0.839	dili makalusot
imperative	0.625	0.647	0.708	gikinahanglan
imperceptible	0.378	0.490	0.548	dili makita
imperfect	0.173	0.527	0.202	dili hingpit
imperfection	0.190	0.567	0.321	pagkadili hingpit
imperfectly	0.297	0.481	0.330	dili hingpit
imperial	0.669	0.646	0.922	imperyal
imperialist	0.284	0.786	0.833	imperyalista
impermeable	0.510	0.308	0.558	dili matupngan
impermissible	0.188	0.464	0.352	dili itugot
impersonal	0.316	0.356	0.472	impersonal
impersonate	0.510	0.632	0.591	impersonate
impersonation	0.375	0.618	0.528	impersonation
impersonator	0.469	0.586	0.406	impersonator
impertinence	0.170	0.653	0.420	pagkawalay pagtagad
impertinent	0.219	0.826	0.373	walay batasan
impervious	0.582	0.408	0.536	dili matupngan
impetuous	0.602	0.814	0.712	mapugsanon
impetus	0.521	0.740	0.635	pagdasig
implacable	0.569	0.663	0.830	dili mapugngan
implant	0.429	0.510	0.588	implant
implantation	0.396	0.604	0.741	implantasyon
implanted	0.347	0.500	0.679	gitanom
implement	0.720	0.573	0.792	ipatuman
implicate	0.250	0.670	0.434	iapil
implicated	0.354	0.673	0.438	nalambigit
implication	0.337	0.528	0.690	implikasyon
implied	0.327	0.530	0.481	gipasabot
implore	0.396	0.650	0.377	mangamuyo
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	nagpasabot
impolite	0.167	0.590	0.282	walay batasan
import	0.615	0.480	0.623	import
importance	0.750	0.580	0.864	kamahinungdanon
important	0.827	0.630	0.836	importante
importation	0.625	0.500	0.733	importasyon
impose	0.503	0.721	0.745	ipahamtang
imposing	0.392	0.731	0.836	impresibo
imposition	0.357	0.604	0.618	pagpahamtang
impossibility	0.170	0.625	0.306	imposible
impossible	0.153	0.510	0.407	imposible
impostor	0.135	0.704	0.442	impostor
impotence	0.198	0.689	0.224	pagkawalay mahimo
impotent	0.146	0.587	0.333	walay mahimo
impound	0.230	0.587	0.583	impound
impoverished	0.125	0.311	0.203	kabus
impracticable	0.398	0.549	0.381	dili mahimo
impractical	0.160	0.373	0.291	dili praktikal
impregnable	0.378	0.549	0.667	dili mabuntog
impregnate	0.510	0.721	0.655	impregnat
impress	0.816	0.744	0.895	impress
impressed	0.806	0.770	0.429	nakadayeg
impression	0.684	0.557	0.577	impresyon
impressionable	0.827	0.720	0.645	maimpluwensyahan
impressive	0.781	0.830	0.873	impresibo
imprint	0.615	0.574	0.685	gipatik
imprison	0.112	0.829	0.545	prisohon
imprisoned	0.032	0.717	0.302	napriso
imprisonment	0.133	0.630	0.471	pagkabilanggo
improbable	0.097	0.412	0.439	dili mahimo
impromptu	0.541	0.729	0.415	wala tuyoa
improper	0.229	0.520	0.259	dili angay
impropriety	0.133	0.591	0.389	pagkadili angay
improve	0.833	0.528	0.815	sa pagpalambo sa
improved	0.919	0.480	0.679	milambo
improvement	0.786	0.500	0.611	kalamboan
improves	0.929	0.625	0.727	molambo
improving	0.911	0.510	0.682	pagpalambo
improvisation	0.631	0.812	0.529	improvisasyon
improvise	0.646	0.650	0.519	improvise
improvised	0.610	0.673	0.443	improvised
imprudent	0.170	0.676	0.265	imprudent
impudence	0.214	0.500	0.472	kawalay-pagtagad
impudent	0.302	0.604	0.462	bastos
impulse	0.530	0.840	0.611	pagdasig
impulsive	0.365	0.864	0.607	mapugsanon
impunity	0.313	0.721	0.602	walay silot
impure	0.260	0.560	0.208	hugaw
impurity	0.173	0.546	0.306	kahugawan
imputation	0.333	0.654	0.621	imputasyon
imtryingtosleep	0.438	0.363	0.385	imtryingtonsleep
inability	0.150	0.529	0.250	kawalay katakus
inaccessible	0.083	0.585	0.446	dili maabot
inaccurate	0.135	0.450	0.250	dili tukma
inaction	0.323	0.225	0.325	walay aksyon
inactivate	0.245	0.240	0.415	dili aktibo
inactivation	0.198	0.260	0.220	pagkadili aktibo
inactive	0.271	0.167	0.159	dili aktibo
inactivity	0.135	0.143	0.227	pagkadili aktibo
inadequacy	0.286	0.500	0.297	kakulangon
inadequate	0.122	0.450	0.223	kulang
inadequateness	0.240	0.529	0.316	kakulangon
inadmissible	0.188	0.636	0.389	dili madawat
inadvertent	0.365	0.368	0.286	wala tuyoa
inadvertently	0.302	0.541	0.549	sa wala tuyoa
inaffable	0.388	0.518	0.455	dili matukib
inalienable	0.437	0.459	0.608	dili mabalhin
inane	0.271	0.350	0.268	walay pulos
inanimate	0.281	0.143	0.224	walay kinabuhi
inapplicable	0.281	0.402	0.330	dili magamit
inappropriate	0.135	0.542	0.353	dili angay
inattention	0.208	0.433	0.188	walay pagtagad
inaudible	0.280	0.398	0.358	dili madungog
inaugural	0.684	0.567	0.608	inaugural
inaugurate	0.781	0.582	0.800	inagurahan
inauguration	0.847	0.712	0.769	inagurasyon
inborn	0.590	0.288	0.546	natawo
inbound	0.531	0.388	0.538	pagsulod
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	dili maihap
incandescent	0.354	0.612	0.621	incandescent
incantation	0.439	0.632	0.548	pagkanta
incapable	0.156	0.529	0.155	walay mahimo
incapacity	0.052	0.500	0.217	kawalay katakus
incarceration	0.100	0.800	0.397	pagkabilanggo
incarnate	0.552	0.651	0.593	nagpakatawo
incase	0.580	0.196	0.365	incase
incendiary	0.281	0.810	0.598	pagsunog
incense	0.698	0.275	0.328	insenso
incensed	0.338	0.643	0.392	nasuko
incentive	0.812	0.618	0.718	insentibo
inception	0.604	0.425	0.561	pagsugod
incessant	0.438	0.760	0.544	walay hunong
incessantly	0.417	0.765	0.606	walay hunong
incest	0.073	0.853	0.491	incest
incestuous	0.188	0.736	0.442	incest
inch	0.481	0.327	0.300	pulgada
incidence	0.417	0.527	0.429	insidente
incident	0.084	0.662	0.482	panghitabo
incidental	0.281	0.610	0.404	sulagma
incidentally	0.479	0.500	0.500	sulagma
incineration	0.229	0.787	0.470	pagsunog
incinerator	0.250	0.643	0.591	insinerator
incipient	0.442	0.382	0.430	nagsugod
incision	0.240	0.663	0.558	paghiwa
incisive	0.380	0.602	0.545	matig-a
incite	0.449	0.736	0.642	pagdasig
incitement	0.302	0.943	0.598	pagdasig
inclement	0.260	0.676	0.616	pagkadaotan
inclination	0.378	0.490	0.538	hilig
incline	0.490	0.423	0.345	hilig
inclined	0.469	0.347	0.402	hilig
include	0.729	0.449	0.702	apil
included	0.760	0.402	0.570	gilakip
including	0.700	0.378	0.518	lakip
inclusion	0.774	0.404	0.712	paglakip
inclusive	0.604	0.420	0.564	lakip
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	dili managsama
income	0.750	0.510	0.728	kita
incoming	0.660	0.509	0.596	umaabot
incomparable	0.625	0.577	0.670	dili matupngan
incompatible	0.196	0.500	0.310	dili magkauyon
incompetence	0.077	0.551	0.208	kawalay katakus
incompetent	0.133	0.566	0.239	walay katakus
incomplete	0.153	0.370	0.205	dili kompleto
incompletely	0.344	0.442	0.232	dili kompleto
incompleteness	0.271	0.451	0.234	pagkadili kompleto
incomprehensible	0.250	0.550	0.344	dili masabtan
inconceivable	0.198	0.552	0.561	dili mahunahuna
inconclusive	0.153	0.442	0.340	walay klaro
incongruous	0.177	0.504	0.343	dili angay
inconsequential	0.250	0.480	0.345	walay hinungdan
inconsiderate	0.224	0.519	0.423	walay konsiderasyon
inconsistency	0.125	0.480	0.314	inconsistency
inconsistent	0.271	0.431	0.295	dili managsama
inconspicuous	0.604	0.214	0.368	dili makita
incontinence	0.150	0.598	0.272	pagkawalay pagpugong
inconvenience	0.063	0.667	0.291	kahasol
inconvenient	0.224	0.610	0.375	dili kombenyente
incorporate	0.745	0.612	0.571	ilakip
incorporation	0.573	0.404	0.768	inkorporasyon
incorrect	0.140	0.569	0.255	sayop
incorrigible	0.130	0.667	0.500	dili mabag-o
increase	0.810	0.657	0.886	pagdugang
increased	0.684	0.660	0.773	nadugangan
incredible	0.857	0.796	0.902	dili katuohan
incredulous	0.286	0.510	0.269	dili makatuo
increment	0.684	0.637	0.750	pagdugang
incriminate	0.188	0.810	0.416	pagpasangil
incriminating	0.133	0.788	0.500	pagpasangil
incrimination	0.152	0.865	0.545	inkriminasyon
incubation	0.461	0.490	0.397	paglumlum
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	incumbent
incur	0.312	0.667	0.495	maangkon
incurable	0.104	0.667	0.255	dili matambalan
incursion	0.552	0.830	0.719	pagsulong
indebted	0.138	0.698	0.275	nakautang
indecency	0.135	0.670	0.491	kalaw-ay
indecent	0.083	0.683	0.240	malaw-ay
indecision	0.184	0.480	0.196	pagduhaduha
indecisive	0.271	0.420	0.190	walay hukom
indefensible	0.173	0.647	0.484	dili madepensahan
indefinite	0.448	0.292	0.296	walay tino
indelible	0.490	0.337	0.591	dili mapapas
indemnification	0.521	0.490	0.770	indemnification
indemnify	0.449	0.548	0.613	indemnify
indemnity	0.470	0.607	0.692	indemnity
indent	0.479	0.346	0.379	indent
indentation	0.374	0.500	0.349	indentasyon
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	kagawasan
independent	0.885	0.440	0.872	independente
indescribable	0.448	0.529	0.648	dili mahulagway
indestructible	0.772	0.731	0.853	dili maguba
indeterminate	0.360	0.402	0.322	dili matino
index	0.448	0.268	0.342	indeks
indicate	0.594	0.350	0.676	nagpaila
indicating	0.745	0.339	0.555	nagpaila
indication	0.719	0.432	0.750	timailhan
indicative	0.510	0.510	0.591	nagpaila
indicator	0.573	0.451	0.670	timailhan
indice	0.469	0.377	0.541	indeks
indict	0.188	0.731	0.458	sumbong
indictment	0.245	0.745	0.577	sumbong
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	walay pagtagad
indifferent	0.396	0.157	0.250	walay pagtagad
indigenous	0.500	0.509	0.552	lumad
indigent	0.156	0.481	0.223	kabus
indigestion	0.204	0.610	0.182	indi pagkahilis
indignant	0.260	0.600	0.423	nasuko
indignation	0.173	0.778	0.431	kasuko
indignity	0.167	0.500	0.306	kasuko
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	dili direkta
indiscreet	0.177	0.587	0.342	walay huna-huna
indiscretion	0.265	0.637	0.390	walay kabuot
indispensable	0.710	0.449	0.802	kinahanglanon
indisposed	0.122	0.519	0.206	walay sakit
indistinct	0.255	0.340	0.360	dili klaro
indistinguishable	0.346	0.458	0.548	dili mailhan
individual	0.627	0.327	0.533	indibiduwal
individuality	0.612	0.469	0.527	pagka-indibidwal
indivisible	0.646	0.398	0.580	dili mabahin
indoctrination	0.327	0.657	0.698	indoktrinasyon
indolent	0.177	0.381	0.259	tapolan
indomitable	0.458	0.800	0.830	dili mapugngan
indoor	0.615	0.245	0.347	sa sulod
induce	0.257	0.606	0.684	aghaton
induced	0.397	0.471	0.491	naaghat
inducement	0.647	0.765	0.685	pagdasig
induction	0.392	0.593	0.627	induction
indulge	0.833	0.716	0.669	magpatuyang
indulgence	0.479	0.490	0.517	pagpatuyang
indulgent	0.560	0.481	0.529	mapatuyangon
industrial	0.469	0.600	0.875	industriyal
industrialist	0.562	0.633	0.843	industriyalista
industrious	0.720	0.537	0.791	kugihan
industry	0.650	0.447	0.836	industriya
ineffable	0.551	0.577	0.585	dili matukib
ineffective	0.093	0.422	0.094	dili epektibo
ineffectual	0.163	0.412	0.200	dili epektibo
inefficiency	0.092	0.466	0.181	inefficiency
inefficient	0.190	0.460	0.173	dili episyente
inelastic	0.396	0.426	0.385	inelastic
ineligible	0.143	0.377	0.457	dili takos
inept	0.156	0.418	0.209	walay katakos
ineptitude	0.177	0.471	0.250	kawalay katakos
inequality	0.122	0.575	0.259	walay kaangayan
inequitable	0.281	0.519	0.373	dili makiangayon
inert	0.323	0.180	0.319	inert
inertia	0.344	0.288	0.322	inertia
inevitable	0.316	0.419	0.623	dili kalikayan
inexact	0.153	0.459	0.170	dili tukma
inexcusable	0.271	0.582	0.546	dili mapasaylo
inexhaustible	0.602	0.541	0.643	dili mahurot
inexpensive	0.694	0.414	0.260	barato
inexperience	0.208	0.614	0.151	walay kasinatian
inexperienced	0.281	0.473	0.231	walay kasinatian
inexplicable	0.224	0.635	0.443	dili masabtan
inexpressible	0.198	0.608	0.364	dili mapahayag
infallibility	0.583	0.663	0.764	pagkadili masayop
infallible	0.776	0.687	0.809	dili masayop
infamous	0.146	0.580	0.472	dungog
infamy	0.177	0.676	0.421	pagkadaotan
infancy	0.750	0.399	0.370	pagkamasuso
infant	0.802	0.431	0.328	masuso
infanticide	0.167	0.856	0.443	pagpatay sa bata
infantile	0.604	0.382	0.259	bata pa
infantry	0.531	0.684	0.791	infantry
infarct	0.080	0.846	0.386	infarct
infatuated	0.729	0.764	0.417	naibog
infatuation	0.844	0.745	0.530	infatuation
infeasible	0.245	0.472	0.236	dili mahimo
infect	0.102	0.777	0.424	makatakod
infection	0.083	0.735	0.407	impeksyon
infectious	0.142	0.760	0.422	makatakod
infer	0.449	0.490	0.453	infer
inference	0.359	0.479	0.398	inference
inferential	0.426	0.451	0.455	inferential
inferior	0.260	0.254	0.106	ubos
inferiority	0.177	0.430	0.205	pagkaubos
infernal	0.083	0.837	0.571	impyerno
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	infertile
infertility	0.170	0.664	0.328	pagkabaog
infestation	0.256	0.776	0.527	infestation
infidel	0.177	0.740	0.404	walay pagtuo
infidelity	0.062	0.777	0.392	pagluib
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	makalusot
infiltration	0.265	0.792	0.536	paglusot
infinite	0.724	0.583	0.735	walay kinutuban
infinitely	0.688	0.643	0.829	walay kinutuban
infinitesimal	0.388	0.472	0.496	walay kinutuban
infinity	0.516	0.459	0.805	walay katapusan
infirm	0.115	0.521	0.210	masakiton
infirmary	0.500	0.438	0.517	infirmary
infirmity	0.094	0.482	0.252	sakit
inflammation	0.146	0.765	0.423	panghubag
inflammatory	0.177	0.642	0.404	makapahubag
inflatable	0.510	0.510	0.400	inflatable
inflate	0.305	0.569	0.462	moburot
inflated	0.303	0.431	0.617	gipaburot
inflation	0.219	0.792	0.508	inflation
inflection	0.385	0.635	0.377	inflection
inflict	0.167	0.760	0.609	pagpahamtang
infliction	0.302	0.722	0.571	pagpasakit
inflorescence	0.459	0.344	0.412	inflorescence
influence	0.622	0.663	0.824	impluwensya
influential	0.899	0.688	0.944	impluwensyal
influenza	0.271	0.718	0.321	influenza
influx	0.622	0.635	0.575	pagdagsang
info	0.750	0.330	0.642	impormasyon
infomercial	0.427	0.462	0.555	infomercial
inform	0.723	0.582	0.679	ipahibalo
informal	0.480	0.398	0.441	dili pormal
informant	0.604	0.612	0.719	tigpahibalo
information	0.765	0.370	0.711	impormasyon
informative	0.812	0.419	0.741	impormasyon
informed	0.543	0.298	0.617	gipahibalo
informer	0.521	0.578	0.580	tigpahibalo
infraction	0.245	0.660	0.471	paglapas
infrared	0.469	0.588	0.526	infrared
infrastructure	0.604	0.460	0.694	imprastraktura
infrequent	0.312	0.377	0.192	panagsa ra
infrequently	0.204	0.250	0.327	panagsa ra
infringement	0.153	0.800	0.481	paglapas
infuriate	0.102	0.934	0.596	masuko
infuriated	0.073	0.930	0.510	nasuko
infuriates	0.135	0.913	0.627	nakapasuko
infuriating	0.139	0.870	0.509	makapasuko
infuse	0.380	0.705	0.589	pagpuga
infused	0.385	0.473	0.546	gisudlan
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	pagpuga
ingenious	0.760	0.690	0.891	maalamon
ingenuity	0.708	0.590	0.868	kinaadman
ingest	0.510	0.559	0.473	pagsuyop
ingestion	0.429	0.612	0.512	pagtulon
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	nakagamot na
ingrate	0.235	0.606	0.327	dili mapasalamaton
ingredient	0.792	0.373	0.451	sangkap
ingress	0.601	0.366	0.736	pagsulod
inhabit	0.656	0.378	0.556	puy-an
inhabitant	0.604	0.356	0.519	lumulupyo
inhabited	0.667	0.361	0.510	gipuy-an
inhabiting	0.458	0.440	0.598	nagpuyo
inhalation	0.510	0.613	0.464	inhalation
inhale	0.427	0.340	0.492	ginhawa
inhaler	0.408	0.500	0.349	inhaler
inherent	0.562	0.439	0.480	kinaiyanhon
inherit	0.745	0.546	0.694	makapanunod
inheritance	0.900	0.565	0.798	kabilin
inhibit	0.167	0.479	0.447	pagpugong
inhibition	0.265	0.392	0.534	pagpugong
inhibitor	0.281	0.450	0.471	tigpugong
inhospitable	0.265	0.531	0.395	dili maabiabihon
inhuman	0.107	0.660	0.492	dili tawhanon
inhumane	0.104	0.587	0.402	dili tawhanon
inhumanity	0.143	0.540	0.405	pagkadili-tawhanon
inimaginable	0.542	0.636	0.534	dili mahunahuna
inimical	0.260	0.823	0.556	makadaot
inimitable	0.571	0.413	0.790	dili masundog
iniquity	0.219	0.567	0.425	pagkadautan
initial	0.583	0.314	0.539	inisyal
initiate	0.719	0.480	0.553	pagsugod
initiated	0.760	0.490	0.650	gisugdan
initiation	0.698	0.529	0.527	pagsugod
initiative	0.833	0.615	0.768	inisyatiba
inject	0.406	0.735	0.596	inject
injection	0.281	0.741	0.518	ineksiyon
injunction	0.281	0.422	0.519	sugo
injure	0.177	0.710	0.364	makasamad
injured	0.083	0.680	0.302	nasamdan
injuring	0.073	0.790	0.245	pagsamad
injurious	0.177	0.759	0.366	makadaot
injury	0.049	0.769	0.287	kadaot
injustice	0.082	0.755	0.444	inhustisya
ink	0.471	0.408	0.235	tinta
inkling	0.448	0.551	0.570	tinta
inland	0.510	0.417	0.423	sa sulod
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	pagsulod
inmate	0.235	0.663	0.398	piniriso
inn	0.660	0.284	0.475	inn
innards	0.302	0.480	0.400	sulod
innate	0.490	0.400	0.521	kinaiyanhon
inner	0.551	0.216	0.443	sulod
innermost	0.583	0.500	0.510	kinailadman
innerpeace	0.714	0.318	0.551	kalinaw sa sulod
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	mga inning
innkeeper	0.578	0.224	0.472	tag-iya sa balay-abutanan
innocence	0.802	0.260	0.307	pagka-inosente
innocent	0.729	0.206	0.340	inosente
innocently	0.776	0.250	0.302	inosente
innocuous	0.510	0.321	0.172	walay sala
innovate	0.898	0.872	0.750	magbag-o
innovation	0.949	0.680	0.890	kabag-ohan
innovative	0.880	0.640	0.830	makabag-o
innuendo	0.467	0.670	0.463	innuendo
innumerable	0.667	0.445	0.704	dili maihap
inoculation	0.333	0.570	0.598	inoculation
inoperable	0.184	0.422	0.304	dili magamit
inoperative	0.138	0.425	0.273	walay lihok
inordinate	0.163	0.630	0.330	hilabihang
inorganic	0.385	0.345	0.282	dili organiko
input	0.643	0.337	0.527	input
inquest	0.458	0.569	0.721	inquest
inquire	0.583	0.519	0.363	pangutana
inquirer	0.573	0.598	0.776	nagpakisayod
inquiring	0.479	0.510	0.500	nagpakisayod
inquiry	0.541	0.420	0.536	pangutana
inquisitive	0.301	0.637	0.615	mausisahon
inquisitor	0.385	0.873	0.642	inkisitor
insane	0.062	0.670	0.265	buangbuang
insanity	0.098	0.847	0.337	pagkabuang
insatiable	0.375	0.656	0.558	walay katagbawan
inscription	0.592	0.422	0.542	inskripsiyon
inscrutable	0.459	0.541	0.613	dili matukib
insect	0.276	0.633	0.242	insekto
insecticide	0.188	0.598	0.430	insecticide
insecure	0.114	0.538	0.132	walay kasegurohan
insecurity	0.094	0.647	0.350	kawalay kasegurohan
insemination	0.542	0.644	0.622	insemination
insensitive	0.219	0.471	0.302	insensitive
inseparable	0.700	0.520	0.571	dili mabulag
insert	0.481	0.552	0.519	isulod
inserted	0.479	0.402	0.476	gisulod
insertion	0.521	0.520	0.565	pagsal-ot
inside	0.612	0.404	0.472	sulod
insider	0.625	0.562	0.750	taga sulod
insidious	0.146	0.622	0.480	malimbungon
insight	0.613	0.363	0.649	panabut
insightful	0.664	0.691	0.713	masinabtanon
insignia	0.665	0.282	0.685	insignia
insignificance	0.250	0.216	0.222	kawalay importansya
insignificant	0.083	0.306	0.114	walay hinungdan
insinuate	0.292	0.635	0.413	isulti
insipid	0.214	0.250	0.241	walay pulos
insist	0.635	0.651	0.688	pag-insister
