English Word	Valence	Arousal	Dominance	Japanese Word
physiological	0.510	0.418	0.620	生理学的
physiology	0.521	0.451	0.519	生理
physique	0.643	0.500	0.543	体格
pi	0.469	0.265	0.400	円周率
pianist	0.806	0.491	0.573	ピアニスト
piano	0.704	0.343	0.438	ピアノ
piazza	0.625	0.471	0.472	広場
piccolo	0.625	0.423	0.380	ピッコロ
pick	0.500	0.464	0.525	選ぶ
picked	0.740	0.518	0.670	選んだ
picker	0.534	0.340	0.609	ピッカー
picket	0.365	0.615	0.451	ピケット
picketing	0.330	0.557	0.471	ピケ
pickle	0.593	0.449	0.288	ピクルス
pickled	0.344	0.450	0.291	漬け物
pickpocket	0.365	0.704	0.449	スリ
pickup	0.561	0.529	0.420	選び出す
picky	0.257	0.729	0.598	選り好み
picnic	0.625	0.470	0.375	ピクニック
pictorial	0.704	0.481	0.476	絵画的な
picture	0.714	0.308	0.462	写真
pictures	0.653	0.240	0.405	ピクチャー
picturesque	0.802	0.491	0.483	絵のように美しい
pie	0.880	0.402	0.368	パイ
piece	0.646	0.245	0.367	ピース
piecemeal	0.615	0.269	0.319	少しずつ
pieceofshit	0.083	0.724	0.292	たわごと
pied	0.594	0.433	0.350	パイド
pier	0.583	0.279	0.445	橋脚
pierce	0.365	0.670	0.611	ピアス
piety	0.760	0.340	0.482	信仰心
pig	0.343	0.368	0.324	豚
pigeon	0.688	0.224	0.276	鳩
piggy	0.541	0.365	0.412	ピギー
piggyback	0.438	0.490	0.343	おんぶ
pigheaded	0.271	0.472	0.358	豚頭の
piglet	0.540	0.443	0.250	子豚
pigment	0.390	0.333	0.339	顔料
pigskin	0.347	0.449	0.300	豚革
pigsty	0.133	0.529	0.221	豚小屋
pike	0.427	0.410	0.452	パイク
pile	0.461	0.320	0.539	パイル
piles	0.469	0.423	0.468	杭
pileup	0.340	0.559	0.446	パイルアップ
pilgrim	0.531	0.404	0.569	巡礼者
pilgrimage	0.708	0.522	0.625	巡礼
pill	0.573	0.407	0.368	ピル
pillage	0.240	0.685	0.375	略奪
pillar	0.583	0.330	0.684	柱
pillbox	0.385	0.339	0.296	ピルボックス
pillow	0.663	0.128	0.195	まくら
pillowcase	0.500	0.179	0.250	枕カバー
pilot	0.688	0.680	0.736	パイロット
pimp	0.146	0.700	0.536	ヒモ
pimple	0.245	0.370	0.274	にきび
pin	0.438	0.346	0.390	ピン
pinball	0.582	0.640	0.442	ピンボール
pinch	0.340	0.632	0.339	ピンチ
pinching	0.250	0.788	0.345	つまむ
pine	0.583	0.225	0.312	松
pineapple	0.677	0.316	0.245	パイナップル
ping	0.541	0.490	0.391	ピング
pinhead	0.459	0.300	0.308	ピンヘッド
pinhole	0.375	0.279	0.345	ピンホール
pinion	0.444	0.361	0.346	ピニオン
pink	0.806	0.269	0.471	ピンク
pinkie	0.663	0.265	0.269	ピンキー
pinnacle	0.633	0.390	0.508	頂点
pinot	0.365	0.370	0.361	ピノ
pinpoint	0.583	0.443	0.528	ピンポイント
pint	0.686	0.333	0.321	パイント
pinto	0.570	0.354	0.373	ピント
pinup	0.610	0.459	0.393	ピンナップ
pioneer	0.796	0.618	0.802	先駆者
pious	0.698	0.306	0.426	敬虔な
pip	0.448	0.430	0.366	ピップ
pipe	0.541	0.340	0.330	パイプ
piped	0.360	0.529	0.379	配管された
pipeline	0.479	0.337	0.411	パイプライン
piper	0.569	0.442	0.398	パイパー
pipette	0.480	0.403	0.418	ピペット
piping	0.365	0.337	0.405	配管
pipsqueak	0.347	0.481	0.349	きしむ音
pique	0.417	0.500	0.426	ピケ
piracy	0.296	0.792	0.567	著作権侵害
piranha	0.219	0.799	0.575	ピラニア
pirate	0.156	0.740	0.559	海賊
piscina	0.714	0.500	0.443	ピシーナ
piss	0.354	0.462	0.268	小便
pissed	0.102	0.888	0.543	腹を立てた
pissedoff	0.240	0.651	0.459	腹を立てて
pisser	0.378	0.547	0.398	小便
pissesmeoff	0.180	0.587	0.441	怒る
pissingmeoff	0.208	0.622	0.423	おしっこ
pissoff	0.255	0.617	0.400	怒らせる
pistachio	0.643	0.336	0.305	ピスタチオ
pistol	0.170	0.900	0.677	ピストル
piston	0.398	0.480	0.500	ピストン
pit	0.408	0.396	0.278	ピット
pita	0.551	0.279	0.255	ピタ
pitch	0.521	0.431	0.465	ピッチ
pitcher	0.510	0.673	0.704	ピッチャー
pitchfork	0.312	0.580	0.529	熊手
pitfall	0.177	0.775	0.508	落とし穴
pith	0.458	0.350	0.596	髄
pithy	0.480	0.360	0.635	ちっぽけな
pitiful	0.219	0.490	0.232	哀れな
pitted	0.358	0.653	0.470	穴があいた
pitter	0.469	0.424	0.384	ピッター
pituitary	0.406	0.365	0.442	下垂体
pity	0.160	0.398	0.114	残念
pivot	0.458	0.382	0.440	ピボット
pivotal	0.582	0.471	0.536	重要な
pix	0.521	0.373	0.364	ピックス
pixie	0.562	0.537	0.325	ピクシー
pizza	0.847	0.390	0.295	ピザ
pizzazz	0.635	0.735	0.682	ピザズ
pizzeria	0.719	0.520	0.364	ピッツェリア
placard	0.388	0.442	0.500	プラカード
place	0.573	0.261	0.398	場所
placebo	0.520	0.306	0.365	プラセボ
placement	0.643	0.460	0.528	配置
placenta	0.375	0.433	0.443	胎盤
placid	0.640	0.317	0.491	穏やかな
placket	0.408	0.231	0.228	前立て
plagiarism	0.135	0.716	0.436	盗作
plague	0.083	0.596	0.355	ペスト
plaid	0.480	0.330	0.417	格子縞
plain	0.500	0.167	0.311	プレーン
plainclothes	0.698	0.337	0.424	私服
plaintiff	0.365	0.806	0.711	原告
plaintive	0.292	0.529	0.306	哀れな
plan	0.646	0.540	0.733	予定
plane	0.510	0.356	0.386	飛行機
planes	0.667	0.606	0.575	飛行機
planet	0.698	0.404	0.832	星
planetarium	0.704	0.462	0.655	プラネタリウム
planetary	0.604	0.500	0.620	惑星の
planets	0.724	0.318	0.658	惑星
plank	0.427	0.280	0.333	板
plankton	0.552	0.321	0.371	プランクトン
planned	0.740	0.385	0.729	予定
planner	0.760	0.469	0.868	プランナー
planning	0.894	0.462	0.705	計画中
plant	0.730	0.180	0.371	工場
plantation	0.573	0.585	0.575	プランテーション
planter	0.604	0.450	0.634	プランター
planting	0.635	0.343	0.595	植付
plaque	0.520	0.333	0.420	プラーク
plasma	0.474	0.398	0.360	プラズマ
plaster	0.438	0.264	0.255	石膏
plastic	0.490	0.269	0.320	プラスチック
plasticity	0.542	0.471	0.402	可塑性
plat	0.716	0.359	0.556	プラット
plate	0.583	0.245	0.366	皿
plateau	0.611	0.316	0.400	高原
plated	0.562	0.458	0.457	メッキ
platform	0.602	0.340	0.718	プラットホーム
plating	0.576	0.368	0.433	メッキ
platinum	0.750	0.518	0.702	白金
platonic	0.490	0.461	0.469	プラトニック
platoon	0.448	0.700	0.745	小隊
platter	0.686	0.245	0.219	大皿
plaudit	0.816	0.813	0.546	かっさい
plausibility	0.705	0.451	0.570	妥当性
plausible	0.714	0.404	0.510	もっともらしい
play	0.812	0.765	0.358	遊ぶ
playa	0.724	0.510	0.575	プラヤ
playback	0.656	0.559	0.639	再生
playbook	0.673	0.582	0.500	プレイブック
playboy	0.646	0.900	0.519	プレイボーイ
player	0.557	0.688	0.644	プレーヤー
playful	0.892	0.688	0.463	遊び心のある
playground	0.888	0.620	0.435	遊び場
playhouse	0.719	0.729	0.426	劇場
playmate	0.878	0.509	0.398	遊び相手
playoff	0.622	0.716	0.550	プレーオフ
playpen	0.698	0.481	0.475	ベビーサークル
playroom	0.844	0.661	0.380	プレイルーム
plaything	0.708	0.602	0.277	おもちゃ
playtime	0.760	0.596	0.566	プレイタイム
playwright	0.672	0.550	0.667	劇作家
plaza	0.690	0.346	0.529	プラザ
plea	0.633	0.491	0.517	嘆願
plead	0.177	0.596	0.195	嘆願する
pleasant	0.939	0.310	0.673	楽しい
pleased	0.939	0.548	0.795	喜んで
pleasing	0.917	0.449	0.788	楽しい
pleasurable	0.948	0.529	0.669	楽しい
pleasure	0.939	0.740	0.682	喜び
pleasures	0.896	0.654	0.705	快楽
pleat	0.490	0.345	0.316	プリーツ
pleated	0.534	0.318	0.436	プリーツ
pledge	0.719	0.490	0.764	誓約
pledged	0.719	0.630	0.658	誓約した
plenary	0.573	0.356	0.598	本会議
plentiful	0.833	0.735	0.745	豊富な
plenty	0.827	0.612	0.824	多くの
plenum	0.531	0.454	0.596	プレナム
plethora	0.646	0.602	0.547	過多
plexus	0.333	0.405	0.395	叢
pliable	0.625	0.370	0.440	しなやか
plication	0.360	0.460	0.500	複製
pliers	0.561	0.334	0.441	ペンチ
plight	0.450	0.520	0.547	苦境
plinth	0.438	0.346	0.473	台座
plodding	0.449	0.481	0.439	ずんずん
plop	0.385	0.475	0.349	ぽっかり
plot	0.469	0.567	0.510	プロット
plough	0.677	0.427	0.458	耕す
ploughed	0.438	0.420	0.431	耕した
plover	0.439	0.434	0.191	千鳥
plow	0.531	0.560	0.456	耕す
plowed	0.552	0.490	0.355	耕した
plowing	0.562	0.531	0.518	耕している
ploy	0.458	0.559	0.741	策略
pluck	0.375	0.583	0.474	摘み取る
plucky	0.816	0.817	0.880	気難しい
plug	0.531	0.356	0.473	プラグ
plum	0.724	0.306	0.170	梅
plumage	0.656	0.286	0.284	羽毛
plumb	0.448	0.500	0.554	鉛直
plumber	0.327	0.510	0.448	配管工
plumbing	0.469	0.427	0.441	配管
plume	0.469	0.323	0.375	飾り羽
plummet	0.302	0.750	0.360	急落
plump	0.385	0.480	0.387	ふっくら
plumper	0.406	0.429	0.353	ふっくら
plunder	0.125	0.894	0.574	略奪
plunge	0.307	0.690	0.550	突っ込む
plunger	0.365	0.510	0.373	プランジャー
plural	0.560	0.432	0.564	複数
plurality	0.683	0.473	0.587	複数
plush	0.625	0.265	0.318	ぬいぐるみ
plutonium	0.406	0.675	0.731	プルトニウム
ply	0.458	0.320	0.324	プライ
plywood	0.561	0.245	0.380	合板
pneumatic	0.337	0.520	0.500	空気圧
pneumonia	0.208	0.608	0.324	肺炎
poacher	0.240	0.673	0.612	密猟者
poachers	0.315	0.857	0.632	密猟者
poaching	0.302	0.824	0.526	密猟
pocket	0.458	0.275	0.340	ポケット
pocketbook	0.551	0.231	0.343	手帳
pocketful	0.594	0.279	0.306	ポケットいっぱい
pod	0.480	0.396	0.339	ポッド
podium	0.627	0.365	0.702	表彰台
poem	0.810	0.270	0.571	詩
poems	0.833	0.388	0.418	詩
poet	0.827	0.350	0.556	詩人
poetic	0.860	0.269	0.548	詩的な
poetical	0.802	0.327	0.518	詩的な
poetics	0.833	0.306	0.353	詩学
poetry	0.697	0.235	0.629	詩
pogo	0.480	0.426	0.368	ポゴ
poignant	0.646	0.444	0.518	痛烈な
point	0.490	0.193	0.431	点
pointedly	0.408	0.706	0.569	鋭く
pointer	0.583	0.382	0.500	ポインター
pointless	0.055	0.353	0.111	無意味
pointy	0.469	0.651	0.438	先のとがった
poise	0.677	0.202	0.708	落ち着き
poison	0.083	0.760	0.573	毒
poisoned	0.057	0.808	0.402	毒された
poisoning	0.094	0.837	0.526	中毒
poisonous	0.102	0.870	0.533	有毒
poke	0.365	0.713	0.475	ポーク
poker	0.480	0.689	0.398	ポーカー
pokes	0.365	0.480	0.538	突く
polar	0.468	0.261	0.500	極地
polarity	0.510	0.472	0.500	極性
pole	0.418	0.398	0.368	ポール
polemic	0.133	0.750	0.652	論争
police	0.458	0.770	0.830	警察
police officer	0.479	0.816	0.858	警察官
policeman	0.542	0.708	0.898	警官
policewoman	0.530	0.740	0.727	婦警
policy	0.324	0.735	0.833	ポリシー
polio	0.296	0.452	0.409	ポリオ
polish	0.604	0.412	0.533	研磨
polished	0.667	0.413	0.491	磨かれた
polite	0.927	0.378	0.562	丁寧
politeness	0.875	0.353	0.618	礼儀正しさ
politic	0.365	0.581	0.798	政治的な
political	0.347	0.730	0.875	政治的
politician	0.323	0.551	0.863	政治家
politics	0.250	0.528	0.855	政治
polity	0.268	0.583	0.802	政治
polka	0.604	0.451	0.426	ポルカ
poll	0.552	0.500	0.554	世論調査
pollen	0.622	0.212	0.292	花粉
polling	0.448	0.598	0.602	ポーリング
pollute	0.173	0.660	0.480	汚染する
pollution	0.062	0.694	0.445	汚染
polo	0.582	0.360	0.415	ポロ
poltergeist	0.271	0.784	0.544	ポルターガイスト
polyester	0.479	0.270	0.366	ポリエステル
polygamy	0.365	0.647	0.563	一夫多妻
polygon	0.490	0.558	0.557	ポリゴン
polygonal	0.427	0.441	0.528	多角形
polygraph	0.427	0.491	0.602	ポリグラフ
polymer	0.438	0.330	0.393	ポリマー
polymorphism	0.429	0.592	0.558	ポリモーフィズム
pomp	0.448	0.491	0.413	華やかさ
pompous	0.500	0.571	0.409	尊大な
poncho	0.490	0.265	0.231	ポンチョ
pond	0.520	0.337	0.358	池
ponder	0.740	0.380	0.689	熟考する
ponderous	0.290	0.450	0.534	重々しい
pong	0.500	0.500	0.396	ポン
pontiff	0.625	0.363	0.723	教皇
pontificate	0.584	0.424	0.704	教皇にする
pontoon	0.500	0.377	0.373	ポンツーン
pony	0.812	0.413	0.315	ポニー
ponytail	0.541	0.337	0.302	ポニーテール
pooch	0.355	0.360	0.347	うんち
poodle	0.500	0.413	0.301	プードル
poof	0.469	0.387	0.210	うんざり
pool	0.625	0.356	0.598	プール
poop	0.163	0.430	0.172	うんこ
poor	0.156	0.358	0.087	貧しい
poorly	0.077	0.620	0.196	不完全に
pop	0.673	0.510	0.491	ポップ
popcorn	0.875	0.441	0.231	ポップコーン
pope	0.600	0.375	0.636	法王
popper	0.420	0.509	0.411	ポッパー
poppy	0.635	0.392	0.357	ポピー
poppycock	0.347	0.510	0.385	戯言
popsicle	0.667	0.300	0.364	アイスキャンデー
popular	0.880	0.676	0.731	人気
popularity	0.896	0.784	0.861	人気
popularized	0.750	0.771	0.745	普及した
population	0.615	0.423	0.667	人口
populous	0.520	0.630	0.725	人口の多い
porcelain	0.562	0.310	0.349	磁器
porch	0.535	0.324	0.388	ポーチ
porcupine	0.388	0.421	0.367	ヤマアラシ
pore	0.427	0.271	0.342	細孔
pork	0.370	0.450	0.333	豚肉
porker	0.521	0.602	0.500	ポーカー
porky	0.234	0.483	0.333	ポーキー
porn	0.344	0.915	0.421	ポルノ
porno	0.302	0.923	0.519	ポルノ
pornographic	0.230	0.896	0.500	わいせつな
pornography	0.323	0.921	0.481	ポルノ
porosity	0.312	0.343	0.402	気孔率
porous	0.385	0.370	0.264	多孔性
porridge	0.573	0.229	0.274	おかゆ
port	0.550	0.409	0.513	ポート
portable	0.615	0.356	0.582	ポータブル
portage	0.490	0.490	0.445	ポーテージ
portal	0.583	0.347	0.547	ポータル
porter	0.571	0.375	0.654	ポーター
porterhouse	0.602	0.364	0.418	ポーターハウス
portfolio	0.625	0.280	0.498	ポートフォリオ
porthole	0.500	0.353	0.382	舷窓
portico	0.521	0.444	0.366	ポルティコ
portion	0.536	0.364	0.398	部分
portrait	0.698	0.186	0.467	肖像画
portraiture	0.735	0.298	0.445	肖像画
portray	0.656	0.529	0.457	描く
pose	0.427	0.330	0.361	ポーズ
poser	0.469	0.385	0.316	ポーザー
posh	0.823	0.337	0.750	上流階級
posited	0.615	0.410	0.620	主張した
position	0.604	0.451	0.538	位置
positioning	0.615	0.490	0.795	ポジショニング
positive	0.959	0.510	0.855	ポジティブ
positiveenergy	0.940	0.500	0.808	ポジティブなエネルギー
positively	0.969	0.645	0.795	積極的に
positivity	0.959	0.549	0.870	陽性
posse	0.398	0.510	0.473	持ち物
possess	0.670	0.590	0.727	所持
possessed	0.327	0.884	0.611	憑依した
possessing	0.461	0.593	0.612	所有している
possession	0.677	0.676	0.848	所持
possessive	0.279	0.648	0.696	所有格
possessor	0.480	0.573	0.773	所有者
possibility	0.816	0.481	0.596	可能性
possible	0.688	0.316	0.548	可能
possibly	0.448	0.400	0.500	おそらく
possum	0.408	0.471	0.306	ポッサム
post	0.520	0.426	0.548	役職
postage	0.560	0.471	0.527	送料
postal	0.765	0.245	0.411	郵便
postcard	0.822	0.292	0.390	はがき
poster	0.542	0.275	0.365	ポスター
posterior	0.510	0.385	0.517	後部
posterity	0.565	0.460	0.683	後世
posthumous	0.232	0.441	0.430	死後の
postman	0.643	0.482	0.455	郵便屋さん
postmortem	0.296	0.486	0.420	死後
postpone	0.316	0.408	0.451	延期
postponed	0.439	0.327	0.402	遅らせた
postponement	0.448	0.569	0.414	延期
postscript	0.487	0.300	0.409	あとがき
postulate	0.487	0.470	0.694	公準
posture	0.562	0.309	0.598	姿勢
pot	0.500	0.186	0.294	ポット
potable	0.765	0.326	0.431	飲用可能
potassium	0.469	0.314	0.472	カリウム
potato	0.541	0.235	0.265	じゃがいも
potatoes	0.690	0.271	0.309	ポテト
potency	0.708	0.745	0.879	効力
potent	0.698	0.784	0.907	効能ある
potential	0.806	0.625	0.840	潜在的な
pothead	0.378	0.510	0.375	ポットヘッド
pothole	0.344	0.294	0.283	甌穴
potion	0.500	0.400	0.417	薬
potluck	0.621	0.561	0.433	持ち寄り
potpourri	0.646	0.580	0.295	ポプリ
potted	0.469	0.336	0.375	鉢植え
potter	0.573	0.417	0.482	陶芸家
pottery	0.594	0.286	0.422	陶器
potty	0.367	0.373	0.317	トイレ
pouch	0.438	0.230	0.271	ポーチ
poultry	0.480	0.375	0.314	家禽
pounce	0.490	0.657	0.518	飛びかかる
pound	0.570	0.337	0.443	ポンド
pounding	0.333	0.843	0.731	ドキドキ
pour	0.448	0.570	0.375	注ぐ
pout	0.458	0.354	0.202	ふくれっ面
pouting	0.263	0.471	0.270	ふくれっ面
pouty	0.333	0.480	0.393	ふくれっ面
poverty	0.071	0.519	0.183	貧困
pow	0.375	0.440	0.426	捕虜
powder	0.521	0.250	0.194	粉
powdered	0.520	0.375	0.420	粉末状
powdery	0.323	0.390	0.211	パウダリー
power	0.719	0.670	0.953	パワー
powerful	0.865	0.830	0.991	パワフル
powerfully	0.854	0.724	0.935	力強く
powerhouse	0.630	0.755	0.787	発電所
powerless	0.125	0.500	0.328	無力
powwow	0.490	0.650	0.406	パウワウ
pox	0.235	0.567	0.309	痘
practicable	0.677	0.429	0.635	実用的な
practical	0.710	0.490	0.608	実用的
practically	0.622	0.402	0.588	特に
practice	0.684	0.582	0.639	練習
practiced	0.612	0.605	0.580	練習した
practise	0.713	0.490	0.616	練習
practitioner	0.704	0.497	0.684	開業医
pragmatic	0.573	0.433	0.637	実用的な
prairie	0.673	0.183	0.415	草原
praise	0.776	0.387	0.658	賞賛
praised	0.950	0.441	0.721	賞賛した
praisegod	0.851	0.500	0.638	賛美神
praisejesus	0.833	0.377	0.672	賛美歌
praises	0.878	0.491	0.750	賞賛する
praiseworthy	0.875	0.445	0.788	称賛に値する
praising	0.906	0.557	0.623	賞賛する
prance	0.683	0.547	0.435	跳ねる
prank	0.571	0.690	0.389	いたずら
prawn	0.488	0.324	0.390	えび
praxis	0.438	0.439	0.593	実践
pray	0.714	0.127	0.627	祈る
prayer	0.745	0.217	0.604	祈り
prayforme	0.520	0.404	0.445	祈る
praying	0.646	0.235	0.415	祈っている
praying mantis	0.479	0.442	0.510	カマキリ
preach	0.602	0.480	0.702	説教
preacher	0.551	0.388	0.741	説教者
preaching	0.646	0.604	0.795	説教
preamble	0.541	0.555	0.491	前文
precarious	0.107	0.540	0.273	不安定な
precaution	0.625	0.520	0.406	注意事項
precautionary	0.449	0.587	0.548	予防的な
precede	0.615	0.566	0.552	先行する
precedence	0.594	0.520	0.598	優先順位
precedent	0.574	0.392	0.721	先例
preceding	0.456	0.442	0.663	前に
precept	0.448	0.480	0.636	教訓
preceptor	0.521	0.433	0.724	指導者
precession	0.469	0.460	0.594	歳差運動
precinct	0.375	0.431	0.527	管区
precincts	0.531	0.324	0.418	境内
precious	0.917	0.500	0.726	貴重
precipice	0.198	0.784	0.396	絶壁
precipitate	0.417	0.770	0.500	沈殿物
precipitation	0.454	0.663	0.531	降水量
precipitous	0.429	0.651	0.514	急な
precise	0.833	0.358	0.769	正確
precisely	0.816	0.388	0.714	正確に
precision	0.677	0.431	0.875	精度
preclude	0.333	0.552	0.417	排除する
precocious	0.398	0.610	0.324	早熟
precursor	0.580	0.672	0.783	前駆
predator	0.143	0.760	0.777	捕食者
predatory	0.083	0.865	0.731	略奪的な
predecessor	0.635	0.415	0.593	前任者
predicament	0.365	0.480	0.541	苦境
predicate	0.635	0.344	0.465	述語
predict	0.615	0.486	0.654	予測する
predictable	0.312	0.296	0.420	予測可能な
predicting	0.463	0.647	0.679	予測する
prediction	0.562	0.635	0.585	予測
predictive	0.479	0.454	0.736	予測的な
predictor	0.646	0.615	0.738	予測者
predilection	0.667	0.529	0.661	好み
predispose	0.469	0.481	0.509	素因となる
predisposed	0.531	0.571	0.483	素因
predisposition	0.656	0.611	0.716	素因
predominance	0.684	0.702	0.857	優勢
predominant	0.680	0.596	0.827	支配的な
predominate	0.673	0.610	0.857	優勢
preeminent	0.688	0.676	0.732	抜群の
preemption	0.521	0.426	0.722	先取り
preemptive	0.642	0.461	0.636	先制
preface	0.459	0.375	0.557	序文
prefect	0.698	0.451	0.809	知事
prefer	0.760	0.385	0.536	好む
preferable	0.806	0.433	0.687	好ましい
preference	0.792	0.500	0.720	好み
preferential	0.740	0.481	0.764	優遇
prefix	0.521	0.232	0.463	プレフィックス
pregnancy	0.740	0.769	0.569	妊娠
pregnant	0.765	0.773	0.537	妊娠中
prehistoric	0.417	0.317	0.419	先史時代の
prejudice	0.110	0.613	0.407	偏見
prejudiced	0.235	0.625	0.345	偏見のある
prejudicial	0.115	0.745	0.371	不利な
prelim	0.462	0.417	0.516	予選
preliminary	0.531	0.393	0.585	予備
prelude	0.544	0.392	0.556	前奏曲
premarital	0.490	0.598	0.500	婚前の
premature	0.281	0.416	0.277	時期尚早
